IterType,MinNormIw,BatchSize,VarNormIw,VarVanillaIw,AvgNormIw,Bound,ESSClassic,EpsThisIter,VanillaAvgRet,MaxNormIw,AvgRet,MaxVanillaIw,eRenyi2,VarDiscRet,AvgVanillaIw,ESSRenyi,VarJ,AvgEpLen,J,MinVanillaIw,AvgDiscRet,VarRet,Delta
2,0.01,500,3.50449e-18,,0.01,1126.03,100.0,100,1184.48695136,0.01,1184.48695136,1.0,1.0,51772.5317803,1.0,500.0,226.395,128.48,1184.49,1.0,1184.48695136,51772.5317803,0.9
2,0.005,500,2.1793e-19,,0.005,1143.58,200.000000102,100,1186.65881599,0.005,1186.65881599,1.0,1.0,65256.4021662,1.0,500.0,240.688,128.76,1185.57,1.0,1186.65881599,65256.4021662,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1138.45,299.999969474,100,1151.03392765,0.00333333,1151.03392765,1.0,1.0,56229.894743,1.0,500.0,239.669,124.73,1174.06,1.0,1151.03392765,56229.894743,0.9
2,0.0025,500,5.4346e-20,,0.0025,1133.69,400.0,100,1135.94028532,0.0025,1135.94028532,1.0,1.0,53470.4807848,1.0,500.0,237.881,123.49,1164.53,1.0,1135.94028532,53470.4807848,0.9
1,0.002,500,5.43187e-20,,0.002,1134.15,500.000006643,100,1155.56305975,0.002,1155.56305975,1.0,1.0,53392.9293851,1.0,500.0,236.336,125.33,1162.74,1.0,1155.56305975,53392.9293851,0.9
2,0.01,500,3.50449e-18,,0.01,1087.86,100.0,100,1146.06293622,0.01,1146.06293622,1.0,1.0,76121.7979235,1.0,500.0,274.519,124.43,1146.06,1.0,1146.06293622,76121.7979235,0.9
2,0.005,500,2.1793e-19,,0.005,1108.83,200.000000102,100,1169.117821,0.005,1169.117821,1.0,1.0,91858.510507,1.0,500.0,288.588,126.8,1157.59,1.0,1169.117821,91858.510507,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1116.68,299.999969474,100,1154.2951439,0.00333333,1154.2951439,1.0,1.0,64832.9394568,1.0,500.0,277.343,125.06,1156.49,1.0,1154.2951439,64832.9394568,0.9
2,0.0025,500,5.4346e-20,,0.0025,1120.38,400.0,100,1149.96540643,0.0025,1149.96540643,1.0,1.0,73716.447675,1.0,500.0,275.576,124.81,1154.86,1.0,1149.96540643,73716.447675,0.9
1,0.002,500,5.43187e-20,,0.002,1126.26,500.000006643,100,1166.06027303,0.002,1166.06027303,1.0,1.0,49050.3755948,1.0,500.0,265.492,126.69,1157.1,1.0,1166.06027303,49050.3755948,0.9
2,0.01,500,3.50449e-18,,0.01,1096.73,100.0,100,1155.37366905,0.01,1155.37366905,1.0,1.0,48273.7232363,1.0,500.0,218.611,125.57,1155.37,1.0,1155.37366905,48273.7232363,0.9
2,0.005,500,2.1793e-19,,0.005,1125.57,200.000000102,100,1178.70617697,0.005,1178.70617697,1.0,1.0,74805.2457584,1.0,500.0,247.104,127.84,1167.04,1.0,1178.70617697,74805.2457584,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1130.86,299.999969474,100,1166.73562485,0.00333333,1166.73562485,1.0,1.0,79041.5352464,1.0,500.0,258.439,126.54,1166.94,1.0,1166.73562485,79041.5352464,0.9
2,0.0025,500,5.4346e-20,,0.0025,1132.13,400.0,100,1152.68226309,0.0025,1152.68226309,1.0,1.0,44705.0908843,1.0,500.0,247.377,125.3,1163.37,1.0,1152.68226309,44705.0908843,0.9
1,0.002,500,5.43187e-20,,0.002,1133.13,500.000006643,100,1154.32433108,0.002,1154.32433108,1.0,1.0,64722.441143,1.0,500.0,248.565,125.29,1161.56,1.0,1154.32433108,64722.441143,0.9
2,0.01,500,3.50449e-18,,0.01,1111.04,100.0,100,1173.61442916,0.01,1173.61442916,1.0,1.0,60894.337013,1.0,500.0,245.531,127.63,1173.61,1.0,1173.61442916,60894.337013,0.9
2,0.005,500,2.1793e-19,,0.005,1119.13,200.000000102,100,1161.70224926,0.005,1161.70224926,1.0,1.0,69212.9568747,1.0,500.0,253.848,126.1,1167.66,1.0,1161.70224926,69212.9568747,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1122.23,299.999969474,100,1150.24841348,0.00333333,1150.24841348,1.0,1.0,85802.0959922,1.0,500.0,267.098,124.91,1161.86,1.0,1150.24841348,85802.0959922,0.9
2,0.0025,500,5.4346e-20,,0.0025,1128.75,400.0,100,1166.69379559,0.0025,1166.69379559,1.0,1.0,51877.7552578,1.0,500.0,257.585,126.62,1163.06,1.0,1166.69379559,51877.7552578,0.9
1,0.002,500,5.43187e-20,,0.002,1136.26,500.000006643,100,1182.50557688,0.002,1182.50557688,1.0,1.0,77209.5833115,1.0,500.0,261.587,128.31,1166.95,1.0,1182.50557688,77209.5833115,0.9
2,0.01,500,3.50449e-18,,0.01,1090.58,100.0,100,1154.36969056,0.01,1154.36969056,1.0,1.0,76014.6281042,1.0,500.0,274.326,125.23,1154.37,1.0,1154.36969056,76014.6281042,0.9
2,0.005,500,2.1793e-19,,0.005,1126.38,200.000000102,100,1188.5924142,0.005,1188.5924142,1.0,1.0,47839.8010507,1.0,500.0,248.195,129.0,1171.48,1.0,1188.5924142,47839.8010507,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1127.46,299.999969474,100,1149.90621859,0.00333333,1149.90621859,1.0,1.0,41651.8081443,1.0,500.0,234.341,124.99,1164.29,1.0,1149.90621859,41651.8081443,0.9
2,0.0025,500,5.4346e-20,,0.0025,1143.35,400.0,100,1208.22187679,0.0025,1208.22187679,1.0,1.0,52458.0679028,1.0,500.0,233.521,131.13,1175.27,1.0,1208.22187679,52458.0679028,0.9
1,0.002,500,5.43187e-20,,0.002,1131.23,500.000006643,100,1097.78707935,0.002,1097.78707935,1.0,1.0,60477.2170109,1.0,500.0,237.825,119.2,1159.78,1.0,1097.78707935,60477.2170109,0.9
2,0.01,500,3.50449e-18,,0.01,1113.76,100.0,100,1176.65523652,0.01,1176.65523652,1.0,1.0,66140.6226236,1.0,500.0,255.889,127.6,1176.66,1.0,1176.65523652,66140.6226236,0.9
2,0.005,500,2.1793e-19,,0.005,1114.32,200.000000102,100,1140.92777683,0.005,1140.92777683,1.0,1.0,50561.044075,1.0,500.0,241.011,123.97,1158.79,1.0,1140.92777683,50561.044075,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1111.12,299.999969474,100,1125.13717582,0.00333333,1125.13717582,1.0,1.0,60123.8130805,1.0,500.0,242.522,122.39,1147.57,1.0,1125.13717582,60123.8130805,0.9
2,0.0025,500,5.4346e-20,,0.0025,1116.28,400.0,100,1148.82396574,0.0025,1148.82396574,1.0,1.0,49982.554286,1.0,500.0,237.663,124.93,1147.89,1.0,1148.82396574,49982.554286,0.9
1,0.002,500,5.43187e-20,,0.002,1111.93,500.000006643,100,1109.45260071,0.002,1109.45260071,1.0,1.0,81712.9348352,1.0,500.0,248.198,120.65,1140.2,1.0,1109.45260071,81712.9348352,0.9
2,0.01,500,3.50449e-18,,0.01,1076.53,100.0,100,1132.3075045,0.01,1132.3075045,1.0,1.0,48729.6476434,1.0,500.0,219.641,123.27,1132.31,1.0,1132.3075045,48729.6476434,0.9
2,0.005,500,2.1793e-19,,0.005,1105.93,200.000000102,100,1169.56734764,0.005,1169.56734764,1.0,1.0,55691.8955343,1.0,500.0,228.113,127.05,1150.94,1.0,1169.56734764,55691.8955343,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1114.74,299.999969474,100,1152.57784806,0.00333333,1152.57784806,1.0,1.0,42854.3502323,1.0,500.0,220.982,125.15,1151.48,1.0,1152.57784806,42854.3502323,0.9
2,0.0025,500,5.4346e-20,,0.0025,1114.13,400.0,100,1129.36361528,0.0025,1129.36361528,1.0,1.0,51516.8406908,1.0,500.0,222.412,122.69,1145.95,1.0,1129.36361528,51516.8406908,0.9
1,0.002,500,5.43187e-20,,0.002,1118.63,500.000006643,100,1151.65303816,0.002,1151.65303816,1.0,1.0,47033.5026412,1.0,500.0,221.114,125.07,1147.09,1.0,1151.65303816,47033.5026412,0.9
2,0.01,500,3.50449e-18,,0.01,1083.92,100.0,100,1146.49569989,0.01,1146.49569989,1.0,1.0,48048.4825891,1.0,500.0,218.101,124.59,1146.5,1.0,1146.49569989,48048.4825891,0.9
2,0.005,500,2.1793e-19,,0.005,1094.85,200.000000102,100,1138.43374394,0.005,1138.43374394,1.0,1.0,63741.9078358,1.0,500.0,235.271,123.67,1142.46,1.0,1138.43374394,63741.9078358,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1107.72,299.999969474,100,1154.87140668,0.00333333,1154.87140668,1.0,1.0,45034.7835523,1.0,500.0,227.59,125.29,1146.6,1.0,1154.87140668,45034.7835523,0.9
2,0.0025,500,5.4346e-20,,0.0025,1109.72,400.0,100,1133.74212127,0.0025,1133.74212127,1.0,1.0,36054.0540058,1.0,500.0,218.638,123.32,1143.39,1.0,1133.74212127,36054.0540058,0.9
1,0.002,500,5.43187e-20,,0.002,1111.6,500.000006643,100,1142.02012667,0.002,1142.02012667,1.0,1.0,54843.7107587,1.0,500.0,221.588,124.17,1143.11,1.0,1142.02012667,54843.7107587,0.9
2,0.01,500,3.50449e-18,,0.01,1110.65,100.0,100,1168.07056904,0.01,1168.07056904,1.0,1.0,55281.6027553,1.0,500.0,233.942,126.8,1168.07,1.0,1168.07056904,55281.6027553,0.9
2,0.005,500,2.1793e-19,,0.005,1130.53,200.000000102,100,1181.68718612,0.005,1181.68718612,1.0,1.0,63242.9481072,1.0,500.0,242.314,128.19,1174.88,1.0,1181.68718612,63242.9481072,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1128.88,299.999969474,100,1145.5303221,0.00333333,1145.5303221,1.0,1.0,73491.2023437,1.0,500.0,252.166,124.32,1165.1,1.0,1145.5303221,73491.2023437,0.9
2,0.0025,500,5.4346e-20,,0.0025,1136.92,400.0,100,1177.84477218,0.0025,1177.84477218,1.0,1.0,52505.5597218,1.0,500.0,246.407,128.07,1168.28,1.0,1177.84477218,52505.5597218,0.9
1,0.002,500,5.43187e-20,,0.002,1143.43,500.000006643,100,1184.25886179,0.002,1184.25886179,1.0,1.0,65953.4021046,1.0,500.0,248.34,128.57,1171.48,1.0,1184.25886179,65953.4021046,0.9
2,0.01,500,3.50449e-18,,0.01,1099.15,100.0,100,1162.1184576,0.01,1162.1184576,1.0,1.0,51084.6274149,1.0,500.0,224.886,126.27,1162.12,1.0,1162.1184576,51084.6274149,0.9
2,0.005,500,2.1793e-19,,0.005,1117.15,200.000000102,100,1161.22800513,0.005,1161.22800513,1.0,1.0,44511.9488574,1.0,500.0,217.533,126.24,1161.67,1.0,1161.22800513,44511.9488574,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1135.89,299.999969474,100,1193.38838898,0.00333333,1193.38838898,1.0,1.0,59382.7097922,1.0,500.0,226.643,129.52,1172.24,1.0,1193.38838898,59382.7097922,0.9
2,0.0025,500,5.4346e-20,,0.0025,1133.47,400.0,100,1143.07106256,0.0025,1143.07106256,1.0,1.0,44089.6189279,1.0,500.0,222.704,124.42,1164.95,1.0,1143.07106256,44089.6189279,0.9
1,0.002,500,5.43187e-20,,0.002,1132.04,500.000006643,100,1141.19195309,0.002,1141.19195309,1.0,1.0,45831.8268963,1.0,500.0,221.003,123.89,1160.2,1.0,1141.19195309,45831.8268963,0.9
2,0.01,500,3.50449e-18,,0.01,1031.03,100.0,100,1085.60451416,0.01,1085.60451416,1.0,1.0,58744.3897918,1.0,500.0,241.158,118.06,1085.6,1.0,1085.60451416,58744.3897918,0.9
2,0.005,500,2.1793e-19,,0.005,1072.11,200.000000102,100,1135.79452179,0.005,1135.79452179,1.0,1.0,48319.9345278,1.0,500.0,231.574,123.28,1110.7,1.0,1135.79452179,48319.9345278,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1089.12,299.999969474,100,1146.40762277,0.00333333,1146.40762277,1.0,1.0,59575.6339314,1.0,500.0,235.997,124.23,1122.6,1.0,1146.40762277,59575.6339314,0.9
2,0.0025,500,5.4346e-20,,0.0025,1105.09,400.0,100,1176.45803716,0.0025,1176.45803716,1.0,1.0,63690.1588828,1.0,500.0,240.994,127.89,1136.07,1.0,1176.45803716,63690.1588828,0.9
1,0.002,500,5.43187e-20,,0.002,1117.12,500.000006643,100,1179.84873463,0.002,1179.84873463,1.0,1.0,58361.5048872,1.0,500.0,241.505,127.84,1144.82,1.0,1179.84873463,58361.5048872,0.9
2,0.01,500,3.50449e-18,,0.01,1098.07,100.0,100,1156.65073912,0.01,1156.65073912,1.0,1.0,53172.788016,1.0,500.0,229.436,125.75,1156.65,1.0,1156.65073912,53172.788016,0.9
2,0.005,500,2.1793e-19,,0.005,1097.5,200.000000102,100,1121.20907887,0.005,1121.20907887,1.0,1.0,56814.0196378,1.0,500.0,234.003,121.75,1138.93,1.0,1121.20907887,56814.0196378,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1108.66,299.999969474,100,1170.0075085,0.00333333,1170.0075085,1.0,1.0,79987.0687984,1.0,500.0,251.228,126.9,1149.29,1.0,1170.0075085,79987.0687984,0.9
2,0.0025,500,5.4346e-20,,0.0025,1112.39,400.0,100,1142.44715866,0.0025,1142.44715866,1.0,1.0,50202.4431269,1.0,500.0,244.48,123.97,1147.58,1.0,1142.44715866,50202.4431269,0.9
1,0.002,500,5.43187e-20,,0.002,1112.45,500.000006643,100,1129.29552139,0.002,1129.29552139,1.0,1.0,54892.3495596,1.0,500.0,242.36,122.53,1143.92,1.0,1129.29552139,54892.3495596,0.9
2,0.01,500,3.50449e-18,,0.01,1039.5,100.0,100,1098.77129621,0.01,1098.77129621,1.0,1.0,74479.2227836,1.0,500.0,271.541,119.32,1098.77,1.0,1098.77129621,74479.2227836,0.9
2,0.005,500,2.1793e-19,,0.005,1092.39,200.000000102,100,1171.53686413,0.005,1171.53686413,1.0,1.0,47672.0825734,1.0,500.0,248.573,127.17,1135.15,1.0,1171.53686413,47672.0825734,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1115.85,299.999969474,100,1186.30214476,0.00333333,1186.30214476,1.0,1.0,66304.8849033,1.0,500.0,252.298,128.7,1152.2,1.0,1186.30214476,66304.8849033,0.9
2,0.0025,500,5.4346e-20,,0.0025,1112.79,400.0,100,1132.09156476,0.0025,1132.09156476,1.0,1.0,84573.8879417,1.0,500.0,262.2,122.89,1147.18,1.0,1132.09156476,84573.8879417,0.9
1,0.002,500,5.43187e-20,,0.002,1115.05,500.000006643,100,1140.31492986,0.002,1140.31492986,1.0,1.0,54655.4745664,1.0,500.0,256.57,123.62,1145.8,1.0,1140.31492986,54655.4745664,0.9
2,0.01,500,3.50449e-18,,0.01,1082.06,100.0,100,1144.9046033,0.01,1144.9046033,1.0,1.0,67086.7592983,1.0,500.0,257.713,124.25,1144.9,1.0,1144.9046033,67086.7592983,0.9
2,0.005,500,2.1793e-19,,0.005,1125.05,200.000000102,100,1194.07181332,0.005,1194.07181332,1.0,1.0,48046.5570093,1.0,500.0,239.99,129.46,1169.49,1.0,1194.07181332,48046.5570093,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1136.21,299.999969474,100,1180.75776947,0.00333333,1180.75776947,1.0,1.0,76975.3718019,1.0,500.0,252.64,128.06,1173.24,1.0,1180.75776947,76975.3718019,0.9
2,0.0025,500,5.4346e-20,,0.0025,1138.3,400.0,100,1161.72417768,0.0025,1161.72417768,1.0,1.0,51386.8405778,1.0,500.0,246.198,126.3,1170.36,1.0,1161.72417768,51386.8405778,0.9
1,0.002,500,5.43187e-20,,0.002,1133.77,500.000006643,100,1130.79416055,0.002,1130.79416055,1.0,1.0,61605.8650563,1.0,500.0,246.859,122.93,1162.45,1.0,1130.79416055,61605.8650563,0.9
2,0.01,500,3.50449e-18,,0.01,1129.13,100.0,100,1184.819956,0.01,1184.819956,1.0,1.0,58817.9250993,1.0,500.0,241.308,128.54,1184.82,1.0,1184.819956,58817.9250993,0.9
2,0.005,500,2.1793e-19,,0.005,1113.09,200.000000102,100,1120.26315378,0.005,1120.26315378,1.0,1.0,57555.913507,1.0,500.0,242.171,121.96,1152.54,1.0,1120.26315378,57555.913507,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1124.18,299.999969474,100,1165.31015177,0.00333333,1165.31015177,1.0,1.0,46720.791453,1.0,500.0,233.564,126.59,1156.8,1.0,1165.31015177,46720.791453,0.9
2,0.0025,500,5.4346e-20,,0.0025,1119.65,400.0,100,1126.35790696,0.0025,1126.35790696,1.0,1.0,49708.2415034,1.0,500.0,231.064,122.51,1149.19,1.0,1126.35790696,49708.2415034,0.9
1,0.002,500,5.43187e-20,,0.002,1123.2,500.000006643,100,1170.93841456,0.002,1170.93841456,1.0,1.0,58666.2014671,1.0,500.0,233.247,126.96,1153.54,1.0,1170.93841456,58666.2014671,0.9
2,0.01,500,3.50449e-18,,0.01,1084.27,100.0,100,1151.91257102,0.01,1151.91257102,1.0,1.0,79837.9423408,1.0,500.0,281.14,125.06,1151.91,1.0,1151.91257102,79837.9423408,0.9
2,0.005,500,2.1793e-19,,0.005,1110.29,200.000000102,100,1164.32363972,0.005,1164.32363972,1.0,1.0,64287.5863965,1.0,500.0,267.172,126.18,1158.12,1.0,1164.32363972,64287.5863965,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1110.24,299.999969474,100,1131.66069268,0.00333333,1131.66069268,1.0,1.0,61444.1333199,1.0,500.0,260.805,122.95,1149.3,1.0,1131.66069268,61444.1333199,0.9
2,0.0025,500,5.4346e-20,,0.0025,1114.12,400.0,100,1143.87154202,0.0025,1143.87154202,1.0,1.0,48271.1717717,1.0,500.0,250.932,124.43,1147.94,1.0,1143.87154202,48271.1717717,0.9
1,0.002,500,5.43187e-20,,0.002,1118.96,500.000006643,100,1154.29603029,0.002,1154.29603029,1.0,1.0,63317.3158151,1.0,500.0,250.832,125.36,1149.21,1.0,1154.29603029,63317.3158151,0.9
2,0.01,500,3.50449e-18,,0.01,1080.85,100.0,100,1135.486411,0.01,1135.486411,1.0,1.0,49077.9085964,1.0,500.0,220.425,123.44,1135.49,1.0,1135.486411,49077.9085964,0.9
2,0.005,500,2.1793e-19,,0.005,1113.16,200.000000102,100,1178.1568987,0.005,1178.1568987,1.0,1.0,60830.294968,1.0,500.0,234.222,127.89,1156.82,1.0,1178.1568987,60830.294968,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1128.67,299.999969474,100,1180.29968802,0.00333333,1180.29968802,1.0,1.0,64767.3736346,1.0,500.0,240.975,127.96,1164.65,1.0,1180.29968802,64767.3736346,0.9
2,0.0025,500,5.4346e-20,,0.0025,1128.59,400.0,100,1145.0445693,0.0025,1145.0445693,1.0,1.0,59897.9491094,1.0,500.0,241.761,124.3,1159.75,1.0,1145.0445693,59897.9491094,0.9
1,0.002,500,5.43187e-20,,0.002,1142.22,500.000006643,100,1211.42939533,0.002,1211.42939533,1.0,1.0,54261.3557149,1.0,500.0,240.686,131.33,1170.08,1.0,1211.42939533,54261.3557149,0.9
2,0.01,500,3.50449e-18,,0.01,1090.76,100.0,100,1148.38895229,0.01,1148.38895229,1.0,1.0,41773.1668528,1.0,500.0,203.36,124.76,1148.39,1.0,1148.38895229,41773.1668528,0.9
2,0.005,500,2.1793e-19,,0.005,1115.45,200.000000102,100,1164.00718807,0.005,1164.00718807,1.0,1.0,45468.9843766,1.0,500.0,207.956,126.8,1156.2,1.0,1164.00718807,45468.9843766,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1126.98,299.999969474,100,1179.33925769,0.00333333,1179.33925769,1.0,1.0,50706.6034615,1.0,500.0,213.735,127.99,1163.91,1.0,1179.33925769,50706.6034615,0.9
2,0.0025,500,5.4346e-20,,0.0025,1134.46,400.0,100,1174.03138832,0.0025,1174.03138832,1.0,1.0,59912.2504282,1.0,500.0,221.607,127.33,1166.44,1.0,1174.03138832,59912.2504282,0.9
1,0.002,500,5.43187e-20,,0.002,1136.64,500.000006643,100,1160.43361536,0.002,1160.43361536,1.0,1.0,73771.3166983,1.0,500.0,232.164,125.76,1165.24,1.0,1160.43361536,73771.3166983,0.9
2,0.01,500,3.50449e-18,,0.01,1085.96,100.0,100,1140.9802136,0.01,1140.9802136,1.0,1.0,50157.6985926,1.0,500.0,222.837,123.89,1140.98,1.0,1140.9802136,50157.6985926,0.9
2,0.005,500,2.1793e-19,,0.005,1120.51,200.000000102,100,1188.64045769,0.005,1188.64045769,1.0,1.0,53632.5913887,1.0,500.0,227.912,129.06,1164.81,1.0,1188.64045769,53632.5913887,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1119.12,299.999969474,100,1142.39197333,0.00333333,1142.39197333,1.0,1.0,69784.4649323,1.0,500.0,240.354,123.93,1157.34,1.0,1142.39197333,69784.4649323,0.9
2,0.0025,500,5.4346e-20,,0.0025,1112.86,400.0,100,1111.81142228,0.0025,1111.81142228,1.0,1.0,55263.2546095,1.0,500.0,239.57,120.86,1145.96,1.0,1111.81142228,55263.2546095,0.9
1,0.002,500,5.43187e-20,,0.002,1112.94,500.000006643,100,1128.88910034,0.002,1128.88910034,1.0,1.0,55510.7253387,1.0,500.0,238.648,122.55,1142.54,1.0,1128.88910034,55510.7253387,0.9
2,0.01,500,3.50449e-18,,0.01,1102.42,100.0,100,1165.57180183,0.01,1165.57180183,1.0,1.0,48950.9358583,1.0,500.0,220.14,126.67,1165.57,1.0,1165.57180183,48950.9358583,0.9
2,0.005,500,2.1793e-19,,0.005,1149.35,200.000000102,100,1222.61174872,0.005,1222.61174872,1.0,1.0,58597.2141692,1.0,500.0,232.486,132.39,1194.09,1.0,1222.61174872,58597.2141692,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1149.07,299.999969474,100,1168.62294546,0.00333333,1168.62294546,1.0,1.0,73068.1991891,1.0,500.0,245.54,126.77,1185.6,1.0,1168.62294546,73068.1991891,0.9
2,0.0025,500,5.4346e-20,,0.0025,1137.54,400.0,100,1119.90559469,0.0025,1119.90559469,1.0,1.0,68346.8472109,1.0,500.0,250.883,121.51,1169.18,1.0,1119.90559469,68346.8472109,0.9
1,0.002,500,5.43187e-20,,0.002,1147.13,500.000006643,100,1200.41257996,0.002,1200.41257996,1.0,1.0,69195.0334117,1.0,500.0,253.398,130.27,1175.42,1.0,1200.41257996,69195.0334117,0.9
2,0.01,500,3.50449e-18,,0.01,1097.72,100.0,100,1154.859449,0.01,1154.859449,1.0,1.0,80079.0501986,1.0,500.0,281.564,125.4,1154.86,1.0,1154.859449,80079.0501986,0.9
2,0.005,500,2.1793e-19,,0.005,1117.91,200.000000102,100,1163.05540514,0.005,1163.05540514,1.0,1.0,49221.9638746,1.0,500.0,253.023,126.4,1158.96,1.0,1163.05540514,49221.9638746,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1118.22,299.999969474,100,1141.37224842,0.00333333,1141.37224842,1.0,1.0,59598.1773883,1.0,500.0,249.833,123.99,1153.1,1.0,1141.37224842,59598.1773883,0.9
2,0.0025,500,5.4346e-20,,0.0025,1124.84,400.0,100,1160.88733444,0.0025,1160.88733444,1.0,1.0,69246.2228473,1.0,500.0,252.908,126.07,1155.04,1.0,1160.88733444,69246.2228473,0.9
1,0.002,500,5.43187e-20,,0.002,1130.49,500.000006643,100,1167.35695586,0.002,1167.35695586,1.0,1.0,36493.9685292,1.0,500.0,241.702,126.81,1157.51,1.0,1167.35695586,36493.9685292,0.9
2,0.01,500,3.50449e-18,,0.01,1065.25,100.0,100,1127.80573182,0.01,1127.80573182,1.0,1.0,61491.0149907,1.0,500.0,246.731,122.63,1127.81,1.0,1127.80573182,61491.0149907,0.9
2,0.005,500,2.1793e-19,,0.005,1086.57,200.000000102,100,1133.80867986,0.005,1133.80867986,1.0,1.0,66807.6535376,1.0,500.0,252.025,123.06,1130.81,1.0,1133.80867986,66807.6535376,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1096.75,299.999969474,100,1136.98399011,0.00333333,1136.98399011,1.0,1.0,68826.2681121,1.0,500.0,255.08,123.64,1132.87,1.0,1136.98399011,68826.2681121,0.9
2,0.0025,500,5.4346e-20,,0.0025,1114.74,400.0,100,1185.46037033,0.0025,1185.46037033,1.0,1.0,63322.3451638,1.0,500.0,254.932,128.61,1146.01,1.0,1185.46037033,63322.3451638,0.9
1,0.002,500,5.43187e-20,,0.002,1122.86,500.000006643,100,1170.76970686,0.002,1170.76970686,1.0,1.0,55756.0496942,1.0,500.0,251.257,127.14,1150.97,1.0,1170.76970686,55756.0496942,0.9
2,0.01,500,3.50449e-18,,0.01,1088.52,100.0,100,1150.79656104,0.01,1150.79656104,1.0,1.0,59891.4293276,1.0,500.0,243.501,124.94,1150.8,1.0,1150.79656104,59891.4293276,0.9
2,0.005,500,2.1793e-19,,0.005,1115.31,200.000000102,100,1167.89621153,0.005,1167.89621153,1.0,1.0,49368.2349502,1.0,500.0,232.716,126.79,1159.35,1.0,1167.89621153,49368.2349502,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1120.94,299.999969474,100,1152.00975735,0.00333333,1152.00975735,1.0,1.0,66844.6432542,1.0,500.0,241.195,125.1,1156.9,1.0,1152.00975735,66844.6432542,0.9
2,0.0025,500,5.4346e-20,,0.0025,1119.8,400.0,100,1136.659214,0.0025,1136.659214,1.0,1.0,54420.149276,1.0,500.0,239.117,123.29,1151.84,1.0,1136.659214,54420.149276,0.9
1,0.002,500,5.43187e-20,,0.002,1126.12,500.000006643,100,1166.513687,0.002,1166.513687,1.0,1.0,57035.0810631,1.0,500.0,238.891,126.67,1154.78,1.0,1166.513687,57035.0810631,0.9
2,0.01,500,3.50449e-18,,0.01,1143.43,100.0,100,1199.60093879,0.01,1199.60093879,1.0,1.0,44534.7012453,1.0,500.0,209.975,130.12,1199.6,1.0,1199.60093879,44534.7012453,0.9
2,0.005,500,2.1793e-19,,0.005,1162.96,200.000000102,100,1215.83759797,0.005,1215.83759797,1.0,1.0,48911.5648293,1.0,500.0,215.225,131.86,1207.72,1.0,1215.83759797,48911.5648293,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1155.04,299.999969474,100,1159.32964183,0.00333333,1159.32964183,1.0,1.0,56552.8505878,1.0,500.0,223.75,125.87,1191.59,1.0,1159.32964183,56552.8505878,0.9
2,0.0025,500,5.4346e-20,,0.0025,1158.29,400.0,100,1184.98821128,0.0025,1184.98821128,1.0,1.0,47417.8760226,1.0,500.0,222.018,128.77,1189.94,1.0,1184.98821128,47417.8760226,0.9
1,0.002,500,5.43187e-20,,0.002,1148.17,500.000006643,100,1124.67848616,0.002,1124.67848616,1.0,1.0,73262.4725143,1.0,500.0,233.712,122.27,1176.89,1.0,1124.67848616,73262.4725143,0.9
2,0.01,500,3.50449e-18,,0.01,1064.58,100.0,100,1128.45045487,0.01,1128.45045487,1.0,1.0,76772.4928652,1.0,500.0,275.69,122.48,1128.45,1.0,1128.45045487,76772.4928652,0.9
2,0.005,500,2.1793e-19,,0.005,1094.92,200.000000102,100,1151.73118309,0.005,1151.73118309,1.0,1.0,60709.1470963,1.0,500.0,261.13,125.32,1140.09,1.0,1151.73118309,60709.1470963,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1115.52,299.999969474,100,1177.02653578,0.00333333,1177.02653578,1.0,1.0,51379.4797658,1.0,500.0,250.435,127.82,1152.4,1.0,1177.02653578,51379.4797658,0.9
2,0.0025,500,5.4346e-20,,0.0025,1124.27,400.0,100,1167.60879784,0.0025,1167.60879784,1.0,1.0,52613.416602,1.0,500.0,245.16,126.68,1156.2,1.0,1167.60879784,52613.416602,0.9
1,0.002,500,5.43187e-20,,0.002,1127.21,500.000006643,100,1154.0601596,0.002,1154.0601596,1.0,1.0,88578.2795983,1.0,500.0,256.168,125.61,1155.78,1.0,1154.0601596,88578.2795983,0.9
