MaxNormIw,ESSRenyi,eRenyi2,AvgEpLen,VarRet,AvgDiscRet,MinNormIw,EpsThisIter,Delta,AvgNormIw,J,VarJ,AvgRet,VarVanillaIw,BatchSize,MaxVanillaIw,IterType,VanillaAvgRet,AvgVanillaIw,Bound,VarNormIw,VarDiscRet,ESSClassic,MinVanillaIw
0.00333333,500.0,1.0,129.61,156002.247556,1194.17862845,0.00333333,100,0.8,0.00333333,1183.45,360.276,1194.17862845,,500,1.0,2,1194.17862845,1.0,1131.49,5.43914e-20,156002.247556,299.999969474,1.0
0.0025,500.0,1.0,131.02,118639.255514,1208.08737251,0.0025,100,0.8,0.0025,1189.61,356.127,1208.08737251,,500,1.0,2,1208.08737251,1.0,1144.61,5.4346e-20,118639.255514,400.0,1.0
0.002,500.0,1.0,128.95,138370.196561,1187.092583,0.002,100,0.8,0.002,1189.1,358.97,1187.092583,,500,1.0,1,1187.092583,1.0,1148.86,5.43187e-20,138370.196561,500.000006643,1.0
0.01,500.0,1.0,128.02,113282.580285,1179.19290862,0.01,100,0.8,0.01,1179.19,334.888,1179.19290862,,500,1.0,2,1179.19290862,1.0,1094.92,3.50449e-18,113282.580285,100.0,1.0
0.005,500.0,1.0,133.3,96190.1403433,1227.45574396,0.005,100,0.8,0.005,1203.32,322.911,1227.45574396,,500,1.0,2,1227.45574396,1.0,1142.15,2.1793e-19,96190.1403433,200.000000102,1.0
0.00333333,500.0,1.0,129.21,109433.02474,1187.99316681,0.00333333,100,0.8,0.00333333,1198.21,325.084,1187.99316681,,500,1.0,2,1187.99316681,1.0,1146.65,5.43914e-20,109433.02474,299.999969474,1.0
0.0025,500.0,1.0,134.81,121097.099863,1243.95734402,0.0025,100,0.8,0.0025,1209.65,331.094,1243.95734402,,500,1.0,2,1243.95734402,1.0,1164.03,5.4346e-20,121097.099863,400.0,1.0
0.002,500.0,1.0,129.18,138332.927145,1191.1523717,0.002,100,0.8,0.002,1205.95,339.328,1191.1523717,,500,1.0,1,1191.1523717,1.0,1164.51,5.43187e-20,138332.927145,500.000006643,1.0
0.01,500.0,1.0,127.53,110625.297134,1175.69312119,0.01,100,0.8,0.01,1175.69,330.937,1175.69312119,,500,1.0,2,1175.69312119,1.0,1080.75,3.50449e-18,110625.297134,100.0,1.0
0.005,500.0,1.0,128.64,124225.855836,1185.24845402,0.005,100,0.8,0.005,1180.47,340.99,1185.24845402,,500,1.0,2,1185.24845402,1.0,1113.34,2.1793e-19,124225.855836,200.000000102,1.0
0.00333333,500.0,1.0,132.74,135244.739314,1222.17101481,0.00333333,100,0.8,0.00333333,1194.37,350.048,1222.17101481,,500,1.0,2,1222.17101481,1.0,1139.56,5.43914e-20,135244.739314,299.999969474,1.0
0.0025,500.0,1.0,131.17,125451.494151,1208.09953331,0.0025,100,0.8,0.0025,1197.8,350.692,1208.09953331,,500,1.0,2,1208.09953331,1.0,1150.33,5.4346e-20,125451.494151,400.0,1.0
0.002,500.0,1.0,132.59,109453.411062,1221.82674324,0.002,100,0.8,0.002,1202.61,346.629,1221.82674324,,500,1.0,1,1221.82674324,1.0,1160.15,5.43187e-20,109453.411062,500.000006643,1.0
0.01,500.0,1.0,134.72,135189.759429,1243.17429209,0.01,100,0.8,0.01,1243.17,365.839,1243.17429209,,500,1.0,2,1243.17429209,1.0,1152.71,3.50449e-18,135189.759429,100.0,1.0
0.005,500.0,1.0,131.66,136794.408305,1213.77726566,0.005,100,0.8,0.005,1228.48,367.217,1213.77726566,,500,1.0,2,1213.77726566,1.0,1164.5,2.1793e-19,136794.408305,200.000000102,1.0
0.00333333,500.0,1.0,124.98,124611.702026,1151.38841129,0.00333333,100,0.8,0.00333333,1202.78,363.787,1151.38841129,,500,1.0,2,1151.38841129,1.0,1148.14,5.43914e-20,124611.702026,299.999969474,1.0
0.0025,500.0,1.0,133.62,115408.555972,1231.58504599,0.0025,100,0.8,0.0025,1209.98,357.736,1231.58504599,,500,1.0,2,1231.58504599,1.0,1162.66,5.4346e-20,115408.555972,400.0,1.0
0.002,500.0,1.0,133.37,113366.939577,1229.68977437,0.002,100,0.8,0.002,1213.92,353.396,1229.68977437,,500,1.0,1,1229.68977437,1.0,1171.1,5.43187e-20,113366.939577,500.000006643,1.0
0.01,500.0,1.0,131.88,110865.705379,1215.19032305,0.01,100,0.8,0.01,1215.19,331.296,1215.19032305,,500,1.0,2,1215.19032305,1.0,1129.05,3.50449e-18,110865.705379,100.0,1.0
0.005,500.0,1.0,124.17,148082.837052,1141.36117344,0.005,100,0.8,0.005,1178.28,359.92,1141.36117344,,500,1.0,2,1141.36117344,1.0,1117.37,2.1793e-19,148082.837052,200.000000102,1.0
0.00333333,500.0,1.0,125.73,136357.170154,1157.24329422,0.00333333,100,0.8,0.00333333,1171.27,362.571,1157.24329422,,500,1.0,2,1157.24329422,1.0,1121.53,5.43914e-20,136357.170154,299.999969474,1.0
0.0025,500.0,1.0,133.96,99681.8797667,1236.20468583,0.0025,100,0.8,0.0025,1187.5,352.215,1236.20468583,,500,1.0,2,1236.20468583,1.0,1142.6,5.4346e-20,99681.8797667,400.0,1.0
0.002,500.0,1.0,134.5,106066.203053,1240.78239271,0.002,100,0.8,0.002,1198.16,347.418,1240.78239271,,500,1.0,1,1240.78239271,1.0,1157.99,5.43187e-20,106066.203053,500.000006643,1.0
0.01,500.0,1.0,138.19,112637.000039,1275.48430962,0.01,100,0.8,0.01,1275.48,333.932,1275.48430962,,500,1.0,2,1275.48430962,1.0,1184.89,3.50449e-18,112637.000039,100.0,1.0
0.005,500.0,1.0,130.08,121388.539855,1197.25362319,0.005,100,0.8,0.005,1236.37,342.597,1197.25362319,,500,1.0,2,1197.25362319,1.0,1167.53,2.1793e-19,121388.539855,200.000000102,1.0
0.00333333,500.0,1.0,129.8,115326.689788,1194.10037021,0.00333333,100,0.8,0.00333333,1222.28,341.619,1194.10037021,,500,1.0,2,1194.10037021,1.0,1166.07,5.43914e-20,115326.689788,299.999969474,1.0
0.0025,500.0,1.0,126.92,118305.502451,1167.07944895,0.0025,100,0.8,0.0025,1208.48,342.607,1167.07944895,,500,1.0,2,1167.07944895,1.0,1159.8,5.4346e-20,118305.502451,400.0,1.0
0.002,500.0,1.0,133.44,120513.071778,1229.43717765,0.002,100,0.8,0.002,1212.67,343.272,1229.43717765,,500,1.0,1,1229.43717765,1.0,1169.13,5.43187e-20,120513.071778,500.000006643,1.0
0.01,500.0,1.0,129.02,122129.294989,1188.27294227,0.01,100,0.8,0.01,1188.27,347.718,1188.27294227,,500,1.0,2,1188.27294227,1.0,1100.69,3.50449e-18,122129.294989,100.0,1.0
0.005,500.0,1.0,136.96,134146.687421,1261.93303384,0.005,100,0.8,0.005,1225.1,358.069,1261.93303384,,500,1.0,2,1261.93303384,1.0,1156.67,2.1793e-19,134146.687421,200.000000102,1.0
0.00333333,500.0,1.0,124.48,111277.773535,1142.7143204,0.00333333,100,0.8,0.00333333,1197.64,351.718,1142.7143204,,500,1.0,2,1142.7143204,1.0,1141.76,5.43914e-20,111277.773535,299.999969474,1.0
0.0025,500.0,1.0,134.63,111679.467165,1238.99204914,0.0025,100,0.8,0.0025,1207.98,347.477,1238.99204914,,500,1.0,2,1238.99204914,1.0,1159.59,5.4346e-20,111679.467165,400.0,1.0
0.002,500.0,1.0,129.86,126555.941872,1196.97996006,0.002,100,0.8,0.002,1205.78,348.812,1196.97996006,,500,1.0,1,1196.97996006,1.0,1162.49,5.43187e-20,126555.941872,500.000006643,1.0
0.01,500.0,1.0,137.32,96063.3842132,1266.60554346,0.01,100,0.8,0.01,1266.61,308.387,1266.60554346,,500,1.0,2,1266.60554346,1.0,1179.79,3.50449e-18,96063.3842132,100.0,1.0
0.005,500.0,1.0,136.94,105300.76014,1263.88713752,0.005,100,0.8,0.005,1265.25,315.717,1263.88713752,,500,1.0,2,1263.88713752,1.0,1197.99,2.1793e-19,105300.76014,200.000000102,1.0
0.00333333,500.0,1.0,135.93,102478.898751,1250.82379278,0.00333333,100,0.8,0.00333333,1260.44,316.726,1250.82379278,,500,1.0,2,1250.82379278,1.0,1205.52,5.43914e-20,102478.898751,299.999969474,1.0
0.0025,500.0,1.0,126.7,92203.0078858,1166.25241455,0.0025,100,0.8,0.0025,1236.89,315.785,1166.25241455,,500,1.0,2,1166.25241455,1.0,1189.33,5.4346e-20,92203.0078858,400.0,1.0
0.002,500.0,1.0,126.4,141810.121809,1163.85527921,0.002,100,0.8,0.002,1222.28,329.709,1163.85527921,,500,1.0,1,1163.85527921,1.0,1179.75,5.43187e-20,141810.121809,500.000006643,1.0
0.01,500.0,1.0,127.97,114202.797507,1177.99232049,0.01,100,0.8,0.01,1177.99,336.245,1177.99232049,,500,1.0,2,1177.99232049,1.0,1090.01,3.50449e-18,114202.797507,100.0,1.0
0.005,500.0,1.0,132.21,107798.310553,1214.83608954,0.005,100,0.8,0.005,1196.41,332.009,1214.83608954,,500,1.0,2,1214.83608954,1.0,1131.27,2.1793e-19,107798.310553,200.000000102,1.0
0.00333333,500.0,1.0,130.15,120396.21587,1200.67388262,0.00333333,100,0.8,0.00333333,1197.83,336.484,1200.67388262,,500,1.0,2,1200.67388262,1.0,1144.64,5.43914e-20,120396.21587,299.999969474,1.0
0.0025,500.0,1.0,133.37,96911.3058283,1227.70230656,0.0025,100,0.8,0.0025,1205.3,330.256,1227.70230656,,500,1.0,2,1227.70230656,1.0,1158.17,5.4346e-20,96911.3058283,400.0,1.0
0.002,500.0,1.0,137.87,95649.9460068,1269.69129779,0.002,100,0.8,0.002,1218.18,326.89,1269.69129779,,500,1.0,1,1269.69129779,1.0,1176.02,5.43187e-20,95649.9460068,500.000006643,1.0
0.01,500.0,1.0,137.21,117356.788095,1265.59880691,0.01,100,0.8,0.01,1265.6,340.857,1265.59880691,,500,1.0,2,1265.59880691,1.0,1175.89,3.50449e-18,117356.788095,100.0,1.0
0.005,500.0,1.0,129.1,123795.049416,1190.04911943,0.005,100,0.8,0.005,1227.82,347.559,1190.04911943,,500,1.0,2,1190.04911943,1.0,1164.39,2.1793e-19,123795.049416,200.000000102,1.0
0.00333333,500.0,1.0,137.06,105660.849895,1262.92250498,0.00333333,100,0.8,0.00333333,1239.52,340.108,1262.92250498,,500,1.0,2,1262.92250498,1.0,1183.72,5.43914e-20,105660.849895,299.999969474,1.0
0.0025,500.0,1.0,128.54,123231.06942,1183.43159155,0.0025,100,0.8,0.0025,1225.5,343.285,1183.43159155,,500,1.0,2,1183.43159155,1.0,1177.18,5.4346e-20,123231.06942,400.0,1.0
0.002,500.0,1.0,129.94,129034.119684,1196.20796725,0.002,100,0.8,0.002,1219.64,346.355,1196.20796725,,500,1.0,1,1196.20796725,1.0,1176.42,5.43187e-20,129034.119684,500.000006643,1.0
0.01,500.0,1.0,133.61,102418.71412,1227.87128729,0.01,100,0.8,0.01,1227.87,318.425,1227.87128729,,500,1.0,2,1227.87128729,1.0,1139.23,3.50449e-18,102418.71412,100.0,1.0
0.005,500.0,1.0,129.29,106133.343841,1189.87315341,0.005,100,0.8,0.005,1208.87,321.861,1189.87315341,,500,1.0,2,1189.87315341,1.0,1146.2,2.1793e-19,106133.343841,200.000000102,1.0
0.00333333,500.0,1.0,121.94,132948.623691,1123.33171903,0.00333333,100,0.8,0.00333333,1180.36,338.47,1123.33171903,,500,1.0,2,1123.33171903,1.0,1129.18,5.43914e-20,132948.623691,299.999969474,1.0
0.0025,500.0,1.0,130.77,130266.249359,1206.17904443,0.0025,100,0.8,0.0025,1186.81,343.929,1206.17904443,,500,1.0,2,1206.17904443,1.0,1141.21,5.4346e-20,130266.249359,400.0,1.0
0.002,500.0,1.0,133.2,117673.519918,1225.16151997,0.002,100,0.8,0.002,1194.48,343.751,1225.16151997,,500,1.0,1,1225.16151997,1.0,1153.69,5.43187e-20,117673.519918,500.000006643,1.0
0.01,500.0,1.0,133.09,112974.118133,1224.2732188,0.01,100,0.8,0.01,1224.27,334.431,1224.2732188,,500,1.0,2,1224.2732188,1.0,1134.44,3.50449e-18,112974.118133,100.0,1.0
0.005,500.0,1.0,127.24,123427.57124,1171.06229486,0.005,100,0.8,0.005,1197.67,343.113,1171.06229486,,500,1.0,2,1171.06229486,1.0,1134.15,2.1793e-19,123427.57124,200.000000102,1.0
0.00333333,500.0,1.0,131.65,100440.324331,1211.04354558,0.00333333,100,0.8,0.00333333,1202.13,334.17,1211.04354558,,500,1.0,2,1211.04354558,1.0,1150.26,5.43914e-20,100440.324331,299.999969474,1.0
0.0025,500.0,1.0,129.37,139999.673288,1192.18327917,0.0025,100,0.8,0.0025,1199.64,344.123,1192.18327917,,500,1.0,2,1192.18327917,1.0,1150.77,5.4346e-20,139999.673288,400.0,1.0
0.002,500.0,1.0,132.75,128666.033294,1222.07062906,0.002,100,0.8,0.002,1204.13,346.833,1222.07062906,,500,1.0,1,1222.07062906,1.0,1160.41,5.43187e-20,128666.033294,500.000006643,1.0
0.01,500.0,1.0,129.29,123710.519339,1190.478525,0.01,100,0.8,0.01,1190.48,349.962,1190.478525,,500,1.0,2,1190.478525,1.0,1104.82,3.50449e-18,123710.519339,100.0,1.0
0.005,500.0,1.0,132.5,123052.929439,1221.07266854,0.005,100,0.8,0.005,1205.78,349.831,1221.07266854,,500,1.0,2,1221.07266854,1.0,1136.78,2.1793e-19,123052.929439,200.000000102,1.0
0.00333333,500.0,1.0,131.67,141926.145013,1212.28716387,0.00333333,100,0.8,0.00333333,1207.95,358.375,1212.28716387,,500,1.0,2,1212.28716387,1.0,1151.61,5.43914e-20,141926.145013,299.999969474,1.0
0.0025,500.0,1.0,132.74,104434.4666,1223.583239,0.0025,100,0.8,0.0025,1211.86,349.597,1223.583239,,500,1.0,2,1223.583239,1.0,1163.07,5.4346e-20,104434.4666,400.0,1.0
0.002,500.0,1.0,130.59,107490.149142,1202.40808045,0.002,100,0.8,0.002,1209.97,345.068,1202.40808045,,500,1.0,1,1202.40808045,1.0,1166.33,5.43187e-20,107490.149142,500.000006643,1.0
0.01,500.0,1.0,130.57,111730.182408,1204.57374109,0.01,100,0.8,0.01,1204.57,332.585,1204.57374109,,500,1.0,2,1204.57374109,1.0,1115.42,3.50449e-18,111730.182408,100.0,1.0
0.005,500.0,1.0,124.99,126478.9872,1151.19113639,0.005,100,0.8,0.005,1177.88,344.421,1151.19113639,,500,1.0,2,1151.19113639,1.0,1111.76,2.1793e-19,126478.9872,200.000000102,1.0
0.00333333,500.0,1.0,136.11,117374.937605,1253.68983526,0.00333333,100,0.8,0.00333333,1203.15,345.101,1253.68983526,,500,1.0,2,1253.68983526,1.0,1146.72,5.43914e-20,117374.937605,299.999969474,1.0
0.0025,500.0,1.0,128.02,139683.033115,1176.88086665,0.0025,100,0.8,0.0025,1196.58,352.168,1176.88086665,,500,1.0,2,1176.88086665,1.0,1147.71,5.4346e-20,139683.033115,400.0,1.0
0.002,500.0,1.0,135.06,108177.714192,1244.47400905,0.002,100,0.8,0.002,1206.16,347.856,1244.47400905,,500,1.0,1,1244.47400905,1.0,1162.45,5.43187e-20,108177.714192,500.000006643,1.0
0.01,500.0,1.0,127.62,128277.137168,1177.03174157,0.01,100,0.8,0.01,1177.03,356.363,1177.03174157,,500,1.0,2,1177.03174157,1.0,1088.31,3.50449e-18,128277.137168,100.0,1.0
0.005,500.0,1.0,121.5,127636.780282,1116.37639417,0.005,100,0.8,0.005,1146.7,357.207,1116.37639417,,500,1.0,2,1116.37639417,1.0,1083.97,2.1793e-19,127636.780282,200.000000102,1.0
0.00333333,500.0,1.0,125.27,123647.385925,1153.01092734,0.00333333,100,0.8,0.00333333,1148.81,354.792,1153.01092734,,500,1.0,2,1153.01092734,1.0,1097.59,5.43914e-20,123647.385925,299.999969474,1.0
0.0025,500.0,1.0,134.03,124013.373763,1232.28602216,0.0025,100,0.8,0.0025,1169.68,355.539,1232.28602216,,500,1.0,2,1232.28602216,1.0,1123.03,5.4346e-20,124013.373763,400.0,1.0
0.002,500.0,1.0,131.76,118852.701913,1214.26407662,0.002,100,0.8,0.002,1178.59,353.521,1214.26407662,,500,1.0,1,1214.26407662,1.0,1135.05,5.43187e-20,118852.701913,500.000006643,1.0
0.01,500.0,1.0,133.37,113588.103985,1228.34763509,0.01,100,0.8,0.01,1228.35,335.339,1228.34763509,,500,1.0,2,1228.34763509,1.0,1140.56,3.50449e-18,113588.103985,100.0,1.0
0.005,500.0,1.0,129.19,96262.5168039,1188.91521056,0.005,100,0.8,0.005,1208.63,322.901,1188.91521056,,500,1.0,2,1188.91521056,1.0,1146.55,2.1793e-19,96262.5168039,200.000000102,1.0
0.00333333,500.0,1.0,130.13,130316.635646,1197.63004197,0.00333333,100,0.8,0.00333333,1204.96,335.472,1197.63004197,,500,1.0,2,1197.63004197,1.0,1151.99,5.43914e-20,130316.635646,299.999969474,1.0
0.0025,500.0,1.0,129.1,125143.047768,1186.57153135,0.0025,100,0.8,0.0025,1200.37,339.768,1186.57153135,,500,1.0,2,1186.57153135,1.0,1151.48,5.4346e-20,125143.047768,400.0,1.0
0.002,500.0,1.0,132.04,109384.695652,1216.26287317,0.002,100,0.8,0.002,1203.55,337.716,1216.26287317,,500,1.0,1,1216.26287317,1.0,1159.82,5.43187e-20,109384.695652,500.000006643,1.0
0.01,500.0,1.0,124.84,137236.905904,1150.92112701,0.01,100,0.8,0.01,1150.92,368.598,1150.92112701,,500,1.0,2,1150.92112701,1.0,1060.42,3.50449e-18,137236.905904,100.0,1.0
0.005,500.0,1.0,125.68,113716.99438,1159.77732009,0.005,100,0.8,0.005,1155.35,352.479,1159.77732009,,500,1.0,2,1159.77732009,1.0,1091.36,2.1793e-19,113716.99438,200.000000102,1.0
0.00333333,500.0,1.0,132.32,112764.731534,1219.74456381,0.00333333,100,0.8,0.00333333,1176.81,347.796,1219.74456381,,500,1.0,2,1219.74456381,1.0,1122.25,5.43914e-20,112764.731534,299.999969474,1.0
0.0025,500.0,1.0,128.55,129117.544787,1181.43021475,0.0025,100,0.8,0.0025,1177.97,350.26,1181.43021475,,500,1.0,2,1181.43021475,1.0,1129.88,5.4346e-20,129117.544787,400.0,1.0
0.002,500.0,1.0,131.91,92620.619716,1214.6636429,0.002,100,0.8,0.002,1185.31,341.614,1214.6636429,,500,1.0,1,1214.6636429,1.0,1142.29,5.43187e-20,92620.619716,500.000006643,1.0
0.01,500.0,1.0,131.17,137696.680556,1208.97811873,0.01,100,0.8,0.01,1208.98,369.215,1208.97811873,,500,1.0,2,1208.97811873,1.0,1120.66,3.50449e-18,137696.680556,100.0,1.0
0.005,500.0,1.0,130.53,103061.715639,1203.19955061,0.005,100,0.8,0.005,1206.09,345.23,1203.19955061,,500,1.0,2,1203.19955061,1.0,1143.64,2.1793e-19,103061.715639,200.000000102,1.0
0.00333333,500.0,1.0,133.46,123147.393378,1230.70620877,0.00333333,100,0.8,0.00333333,1214.29,346.741,1230.70620877,,500,1.0,2,1230.70620877,1.0,1157.56,5.43914e-20,123147.393378,299.999969474,1.0
0.0025,500.0,1.0,135.0,118590.332486,1244.40857634,0.0025,100,0.8,0.0025,1221.82,345.967,1244.40857634,,500,1.0,2,1244.40857634,1.0,1172.69,5.4346e-20,118590.332486,400.0,1.0
0.002,500.0,1.0,123.33,133649.508061,1133.44697665,0.002,100,0.8,0.002,1204.15,351.378,1133.44697665,,500,1.0,1,1133.44697665,1.0,1160.2,5.43187e-20,133649.508061,500.000006643,1.0
0.01,500.0,1.0,129.68,133661.304043,1194.66898258,0.01,100,0.8,0.01,1194.67,363.765,1194.66898258,,500,1.0,2,1194.66898258,1.0,1105.79,3.50449e-18,133661.304043,100.0,1.0
0.005,500.0,1.0,125.12,142490.044071,1152.88810797,0.005,100,0.8,0.005,1173.78,370.312,1152.88810797,,500,1.0,2,1152.88810797,1.0,1110.93,2.1793e-19,142490.044071,200.000000102,1.0
0.00333333,500.0,1.0,136.38,87335.6370713,1254.28153734,0.00333333,100,0.8,0.00333333,1200.61,348.829,1254.28153734,,500,1.0,2,1254.28153734,1.0,1149.09,5.43914e-20,87335.6370713,299.999969474,1.0
0.0025,500.0,1.0,135.65,114856.30411,1248.79041033,0.0025,100,0.8,0.0025,1212.66,346.588,1248.79041033,,500,1.0,2,1248.79041033,1.0,1167.97,5.4346e-20,114856.30411,400.0,1.0
0.002,500.0,1.0,130.7,113590.699316,1204.19097788,0.002,100,0.8,0.002,1210.96,344.385,1204.19097788,,500,1.0,1,1204.19097788,1.0,1170.44,5.43187e-20,113590.699316,500.000006643,1.0
0.01,500.0,1.0,130.62,119852.636009,1203.54147193,0.01,100,0.8,0.01,1203.54,344.462,1203.54147193,,500,1.0,2,1203.54147193,1.0,1108.99,3.50449e-18,119852.636009,100.0,1.0
0.005,500.0,1.0,133.83,115049.647695,1231.57968103,0.005,100,0.8,0.005,1217.56,341.282,1231.57968103,,500,1.0,2,1231.57968103,1.0,1150.7,2.1793e-19,115049.647695,200.000000102,1.0
0.00333333,500.0,1.0,129.63,136387.758448,1195.35871314,0.00333333,100,0.8,0.00333333,1210.16,350.38,1195.35871314,,500,1.0,2,1195.35871314,1.0,1155.57,5.43914e-20,136387.758448,299.999969474,1.0
0.0025,500.0,1.0,134.65,112987.714538,1240.98635902,0.0025,100,0.8,0.0025,1217.87,346.724,1240.98635902,,500,1.0,2,1240.98635902,1.0,1170.59,5.4346e-20,112987.714538,400.0,1.0
0.002,500.0,1.0,136.68,94993.6363609,1260.57605614,0.002,100,0.8,0.002,1226.41,339.521,1260.57605614,,500,1.0,1,1260.57605614,1.0,1184.12,5.43187e-20,94993.6363609,500.000006643,1.0
0.01,500.0,1.0,134.3,108046.199705,1235.44396158,0.01,100,0.8,0.01,1235.44,327.056,1235.44396158,,500,1.0,2,1235.44396158,1.0,1142.3,3.50449e-18,108046.199705,100.0,1.0
0.005,500.0,1.0,137.72,113732.885515,1269.02058856,0.005,100,0.8,0.005,1252.23,331.757,1269.02058856,,500,1.0,2,1269.02058856,1.0,1186.37,2.1793e-19,113732.885515,200.000000102,1.0
0.00333333,500.0,1.0,129.21,118544.835061,1190.02500212,0.00333333,100,0.8,0.00333333,1231.5,336.682,1190.02500212,,500,1.0,2,1190.02500212,1.0,1177.72,5.43914e-20,118544.835061,299.999969474,1.0
0.0025,500.0,1.0,132.9,114669.23559,1226.27635829,0.0025,100,0.8,0.0025,1230.19,336.752,1226.27635829,,500,1.0,2,1226.27635829,1.0,1180.45,5.4346e-20,114669.23559,400.0,1.0
0.002,500.0,1.0,125.88,135003.569271,1162.3465961,0.002,100,0.8,0.002,1216.62,343.786,1162.3465961,,500,1.0,1,1162.3465961,1.0,1172.13,5.43187e-20,135003.569271,500.000006643,1.0
0.01,500.0,1.0,124.11,111086.670954,1142.09868981,0.01,100,0.8,0.01,1142.1,331.626,1142.09868981,,500,1.0,2,1142.09868981,1.0,1053.74,3.50449e-18,111086.670954,100.0,1.0
0.005,500.0,1.0,130.57,113169.41103,1203.49752814,0.005,100,0.8,0.005,1172.8,334.588,1203.49752814,,500,1.0,2,1203.49752814,1.0,1107.55,2.1793e-19,113169.41103,200.000000102,1.0
0.00333333,500.0,1.0,134.18,122168.409241,1239.10959198,0.00333333,100,0.8,0.00333333,1194.9,340.478,1239.10959198,,500,1.0,2,1239.10959198,1.0,1139.72,5.43914e-20,122168.409241,299.999969474,1.0
0.0025,500.0,1.0,132.73,118827.307263,1226.20227173,0.0025,100,0.8,0.0025,1202.73,341.376,1226.20227173,,500,1.0,2,1226.20227173,1.0,1154.94,5.4346e-20,118827.307263,400.0,1.0
0.002,500.0,1.0,131.36,141830.585746,1210.23942043,0.002,100,0.8,0.002,1204.23,348.312,1210.23942043,,500,1.0,1,1210.23942043,1.0,1161.49,5.43187e-20,141830.585746,500.000006643,1.0
0.01,500.0,1.0,131.54,108955.385116,1210.0117614,0.01,100,0.8,0.01,1210.01,328.429,1210.0117614,,500,1.0,2,1210.0117614,1.0,1122.21,3.50449e-18,108955.385116,100.0,1.0
0.005,500.0,1.0,135.35,123664.369054,1246.07514747,0.005,100,0.8,0.005,1228.04,339.812,1246.07514747,,500,1.0,2,1246.07514747,1.0,1165.96,2.1793e-19,123664.369054,200.000000102,1.0
0.00333333,500.0,1.0,129.93,130853.372978,1197.49124105,0.00333333,100,0.8,0.00333333,1217.86,346.944,1197.49124105,,500,1.0,2,1197.49124105,1.0,1163.6,5.43914e-20,130853.372978,299.999969474,1.0
0.0025,500.0,1.0,126.99,126595.791559,1167.63039733,0.0025,100,0.8,0.0025,1205.3,349.404,1167.63039733,,500,1.0,2,1167.63039733,1.0,1156.89,5.4346e-20,126595.791559,400.0,1.0
0.002,500.0,1.0,131.66,119982.172223,1212.30781844,0.002,100,0.8,0.002,1206.7,348.469,1212.30781844,,500,1.0,1,1212.30781844,1.0,1163.41,5.43187e-20,119982.172223,500.000006643,1.0
0.01,500.0,1.0,128.59,130802.798704,1181.32043222,0.01,100,0.8,0.01,1181.32,359.854,1181.32043222,,500,1.0,2,1181.32043222,1.0,1093.46,3.50449e-18,130802.798704,100.0,1.0
0.005,500.0,1.0,129.73,114016.254568,1194.55629101,0.005,100,0.8,0.005,1187.94,348.18,1194.55629101,,500,1.0,2,1194.55629101,1.0,1125.81,2.1793e-19,114016.254568,200.000000102,1.0
0.00333333,500.0,1.0,129.97,119820.340173,1197.51066236,0.00333333,100,0.8,0.00333333,1191.13,346.959,1197.51066236,,500,1.0,2,1197.51066236,1.0,1140.4,5.43914e-20,119820.340173,299.999969474,1.0
0.0025,500.0,1.0,129.17,125719.974607,1189.55182601,0.0025,100,0.8,0.0025,1190.73,348.427,1189.55182601,,500,1.0,2,1189.55182601,1.0,1145.75,5.4346e-20,125719.974607,400.0,1.0
0.002,500.0,1.0,127.38,151822.238308,1172.81771789,0.002,100,0.8,0.002,1187.15,356.698,1172.81771789,,500,1.0,1,1172.81771789,1.0,1144.08,5.43187e-20,151822.238308,500.000006643,1.0
0.01,500.0,1.0,129.18,106180.425549,1188.11892727,0.01,100,0.8,0.01,1188.12,324.22,1188.11892727,,500,1.0,2,1188.11892727,1.0,1101.46,3.50449e-18,106180.425549,100.0,1.0
0.005,500.0,1.0,126.76,112086.625067,1166.10559964,0.005,100,0.8,0.005,1177.11,328.882,1166.10559964,,500,1.0,2,1166.10559964,1.0,1114.46,2.1793e-19,112086.625067,200.000000102,1.0
0.00333333,500.0,1.0,131.1,107458.066784,1207.47488342,0.00333333,100,0.8,0.00333333,1187.23,328.291,1207.47488342,,500,1.0,2,1207.47488342,1.0,1135.95,5.43914e-20,107458.066784,299.999969474,1.0
0.0025,500.0,1.0,131.29,128563.10103,1210.05054419,0.0025,100,0.8,0.0025,1192.94,335.78,1210.05054419,,500,1.0,2,1210.05054419,1.0,1148.23,5.4346e-20,128563.10103,400.0,1.0
0.002,500.0,1.0,130.86,103806.343564,1203.73148832,0.002,100,0.8,0.002,1195.1,332.823,1203.73148832,,500,1.0,1,1203.73148832,1.0,1154.62,5.43187e-20,103806.343564,500.000006643,1.0
0.01,500.0,1.0,136.5,115716.757692,1258.45968753,0.01,100,0.8,0.01,1258.46,338.467,1258.45968753,,500,1.0,2,1258.45968753,1.0,1163.72,3.50449e-18,115716.757692,100.0,1.0
0.005,500.0,1.0,129.82,130059.223724,1197.29852182,0.005,100,0.8,0.005,1227.88,350.135,1197.29852182,,500,1.0,2,1197.29852182,1.0,1160.89,2.1793e-19,130059.223724,200.000000102,1.0
0.00333333,500.0,1.0,127.94,115562.797329,1178.59731736,0.00333333,100,0.8,0.00333333,1211.45,346.994,1178.59731736,,500,1.0,2,1178.59731736,1.0,1156.75,5.43914e-20,115562.797329,299.999969474,1.0
