AvgNormIw,VarVanillaIw,MaxVanillaIw,MinNormIw,MaxNormIw,VarNormIw,ESSRenyi,VanillaAvgRet,AvgVanillaIw,EpsThisIter,BatchSize,MinVanillaIw,ESSClassic,AvgEpLen,AvgDiscRet,VarDiscRet,AvgRet,VarJ,IterType,eRenyi2,Bound,Delta,J,VarRet
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-552.377411774,1.0,100,500,1.0,200.000000102,500.0,-552.377411774,2595.87180519,-552.377411774,51.0261,2,1.0,-571.805,0.8,-544.171,2595.87180519
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-551.709251046,1.0,100,500,1.0,299.999969474,500.0,-551.709251046,3471.15895805,-551.709251046,53.7948,2,1.0,-570.578,0.8,-546.684,3471.15895805
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-534.83863144,1.0,100,500,1.0,400.0,500.0,-534.83863144,1758.39830282,-534.83863144,51.3023,2,1.0,-564.415,0.8,-543.722,1758.39830282
0.002,0.227415,3.18533,9.1444e-05,0.00622622,8.68879e-07,411.651827076,-540.769563745,1.0232,100,500,0.0467827,410.918707643,500.0,-540.769563745,2073.21230811,-540.769563745,51.8613,1,1.21462,-559.624,0.8,-539.226,2073.21230811
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-534.203448382,1.0,100,500,1.0,100.0,500.0,-534.203448382,1812.88385391,-534.203448382,42.3646,2,1.0,-565.813,0.8,-534.203,1812.88385391
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-546.974001514,1.0,100,500,1.0,200.000000102,500.0,-546.974001514,7259.00767733,-546.974001514,67.3154,2,1.0,-579.986,0.8,-540.589,7259.00767733
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-548.561050645,1.0,100,500,1.0,299.999969474,500.0,-548.561050645,3240.57483291,-548.561050645,64.0657,2,1.0,-575.414,0.8,-543.246,3240.57483291
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-540.878119193,1.0,100,500,1.0,400.0,500.0,-540.878119193,3526.62419603,-540.878119193,62.8666,2,1.0,-570.512,0.8,-542.654,3526.62419603
0.002,0.225027,3.43436,0.000240987,0.00694586,9.20438e-07,412.375277564,-541.395415022,0.988894,100,500,0.119155,406.620183673,500.0,-541.395415022,2921.79666457,-541.395415022,59.1762,1,1.21249,-564.686,0.8,-537.249,2921.79666457
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-559.282780858,1.0,100,500,1.0,100.0,500.0,-559.282780858,24403.01093,-559.282780858,155.432,2,1.0,-657.388,0.8,-559.283,24403.01093
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-536.05024205,1.0,100,500,1.0,200.000000102,500.0,-536.05024205,2213.58569241,-536.05024205,115.37,2,1.0,-617.037,0.8,-547.667,2213.58569241
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-545.025293095,1.0,100,500,1.0,299.999969474,500.0,-545.025293095,2610.64496955,-545.025293095,98.6737,2,1.0,-603.427,0.8,-546.786,2610.64496955
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-543.735397113,1.0,100,500,1.0,400.0,500.0,-543.735397113,2301.39996216,-543.735397113,88.734,2,1.0,-595.076,0.8,-546.023,2301.39996216
0.002,0.0704439,2.09609,0.000714234,0.00418638,2.80995e-07,467.774887885,-547.832005247,1.00139,100,500,0.357612,467.242484879,500.0,-547.832005247,6466.88104837,-547.832005247,68.6294,1,1.06889,-588.436,0.8,-543.076,6466.88104837
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-547.061882738,1.0,100,500,1.0,100.0,500.0,-547.061882738,2263.17502361,-547.061882738,47.3344,2,1.0,-579.859,0.8,-547.062,2263.17502361
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-549.377235015,1.0,100,500,1.0,200.000000102,500.0,-549.377235015,4315.64802158,-549.377235015,57.0776,2,1.0,-581.842,0.8,-548.219,4315.64802158
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-537.583549264,1.0,100,500,1.0,299.999969474,500.0,-537.583549264,2380.51576721,-537.583549264,54.6133,2,1.0,-572.127,0.8,-544.674,2380.51576721
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-538.249816346,1.0,100,500,1.0,400.0,500.0,-538.249816346,1855.33919925,-538.249816346,51.999,2,1.0,-566.843,0.8,-543.068,1855.33919925
0.002,0.0221269,1.89564,0.000880937,0.00377166,8.75938e-08,488.470531896,-561.608047506,1.0052,100,500,0.44276,489.30647539,500.0,-561.608047506,21438.8409312,-561.608047506,75.1903,1,1.0236,-590.107,0.8,-545.758,21438.8409312
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-545.202424386,1.0,100,500,1.0,100.0,500.0,-545.202424386,2344.88395867,-545.202424386,48.1813,2,1.0,-578.312,0.8,-545.202,2344.88395867
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-548.787430898,1.0,100,500,1.0,200.000000102,500.0,-548.787430898,6393.13865497,-548.787430898,65.7916,2,1.0,-589.189,0.8,-546.995,6393.13865497
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-543.977911389,1.0,100,500,1.0,299.999969474,500.0,-543.977911389,2404.02871328,-543.977911389,60.6716,2,1.0,-580.44,0.8,-545.989,2404.02871328
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-548.356518697,1.0,100,500,1.0,400.0,500.0,-548.356518697,4797.3011521,-548.356518697,62.8424,2,1.0,-576.417,0.8,-546.581,4797.3011521
0.002,0.0793396,1.89264,0.000304982,0.00377984,3.16446e-07,465.578442061,-541.101902766,1.00144,100,500,0.152711,463.411847938,500.0,-541.101902766,1452.64201838,-541.101902766,50.7751,1,1.07393,-571.098,0.8,-543.444,1452.64201838
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-537.606804818,1.0,100,500,1.0,100.0,500.0,-537.606804818,2720.45670181,-537.606804818,51.8965,2,1.0,-570.9,0.8,-537.607,2720.45670181
