eRenyi2,BatchSize,MaxNormIw,ESSRenyi,ESSClassic,MaxVanillaIw,MinVanillaIw,VarNormIw,Bound,VarRet,VarJ,AvgDiscRet,AvgNormIw,EpsThisIter,VanillaAvgRet,VarVanillaIw,VarDiscRet,J,AvgRet,MinNormIw,IterType,AvgVanillaIw,Delta,AvgEpLen
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-70.2324,2537.93043914,50.1254,-70.2323915099,0.01,100,-70.2323915099,,2537.93043914,-70.2324,-70.2323915099,0.01,2,1.0,1.0,101.16
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-68.8712,1306.13637539,43.6425,-67.5100673546,0.005,100,-67.5100673546,,1306.13637539,-68.8712,-67.5100673546,0.005,2,1.0,1.0,98.58
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-68.5234,1321.11194483,41.3036,-67.8278323731,0.00333333,100,-67.8278323731,,1321.11194483,-68.5234,-67.8278323731,0.00333333,2,1.0,1.0,99.23
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-69.7572,3737.34540891,47.0005,-73.4586607189,0.0025,100,-73.4586607189,,3737.34540891,-69.7572,-73.4586607189,0.0025,2,1.0,1.0,104.9
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-68.5592,64.7247463622,42.2587,-63.7669896032,0.002,100,-63.7669896032,,64.7247463622,-68.5592,-63.7669896032,0.002,1,1.0,1.0,93.92
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-67.4421,1306.61104197,35.9659,-67.4421429251,0.01,100,-67.4421429251,,1306.61104197,-67.4421,-67.4421429251,0.01,2,1.0,1.0,98.73
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-65.3767,67.4197349314,26.1613,-63.3113269722,0.005,100,-63.3113269722,,67.4197349314,-65.3767,-63.3113269722,0.005,2,1.0,1.0,93.73
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-66.0754,1318.38830232,29.8717,-67.4728638223,0.00333333,100,-67.4728638223,,1318.38830232,-66.0754,-67.4728638223,0.00333333,2,1.0,1.0,99.04
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-67.4792,2527.02600299,36.0637,-71.6903811537,0.0025,100,-71.6903811537,,2527.02600299,-67.4792,-71.6903811537,0.0025,2,1.0,1.0,103.72
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-69.6183,4885.72394067,45.0128,-78.1747766599,0.002,100,-78.1747766599,,4885.72394067,-69.6183,-78.1747766599,0.002,1,1.0,1.0,110.5
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-72.0218,2513.37812491,49.8823,-72.0217666428,0.01,100,-72.0217666428,,2513.37812491,-72.0218,-72.0217666428,0.01,2,1.0,1.0,104.11
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-69.8358,1294.30023391,43.4693,-67.6498477705,0.005,100,-67.6498477705,,1294.30023391,-69.8358,-67.6498477705,0.005,2,1.0,1.0,98.84
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-67.8666,66.9515814926,35.9106,-63.9281971194,0.00333333,100,-63.9281971194,,66.9515814926,-67.8666,-63.9281971194,0.00333333,2,1.0,1.0,94.97
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-68.4589,2534.49338843,39.9439,-70.2356172749,0.0025,100,-70.2356172749,,2534.49338843,-68.4589,-70.2356172749,0.0025,2,1.0,1.0,101.53
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-68.7205,2560.7314911,42.234,-69.7669973655,0.002,100,-69.7669973655,,2560.7314911,-68.7205,-69.7669973655,0.002,1,1.0,1.0,101.11
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-73.9349,3755.96530829,60.9787,-73.9348760918,0.01,100,-73.9348760918,,3755.96530829,-73.9349,-73.9348760918,0.01,2,1.0,1.0,105.65
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-72.1679,2550.11048836,55.8984,-70.4009906088,0.005,100,-70.4009906088,,2550.11048836,-72.1679,-70.4009906088,0.005,2,1.0,1.0,101.84
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-71.396,2555.92156554,54.1085,-69.8522812806,0.00333333,100,-69.8522812806,,2555.92156554,-71.396,-69.8522812806,0.00333333,2,1.0,1.0,100.57
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-70.6474,1304.28019867,50.2025,-68.4015317091,0.0025,100,-68.4015317091,,1304.28019867,-70.6474,-68.4015317091,0.0025,2,1.0,1.0,99.79
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-71.6124,3713.86314676,52.491,-75.4721927865,0.002,100,-75.4721927865,,3713.86314676,-71.6124,-75.4721927865,0.002,1,1.0,1.0,108.35
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-72.5246,3769.44183282,61.088,-72.5246395041,0.01,100,-72.5246395041,,3769.44183282,-72.5246,-72.5246395041,0.01,2,1.0,1.0,103.29
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-67.4604,70.3236527533,43.89,-62.3962315242,0.005,100,-62.3962315242,,70.3236527533,-67.4604,-62.3962315242,0.005,2,1.0,1.0,92.28
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-67.1556,1323.48361179,41.4868,-66.5460678639,0.00333333,100,-66.5460678639,,1323.48361179,-67.1556,-66.5460678639,0.00333333,2,1.0,1.0,97.56
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-69.4519,4953.07170459,50.3246,-76.3406422645,0.0025,100,-76.3406422645,,4953.07170459,-69.4519,-76.3406422645,0.0025,2,1.0,1.0,107.95
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-68.4146,71.0189239261,45.2153,-64.2654023604,0.002,100,-64.2654023604,,71.0189239261,-68.4146,-64.2654023604,0.002,1,1.0,1.0,95.14
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-70.9897,2535.6663707,50.103,-70.9896643132,0.01,100,-70.9896643132,,2535.6663707,-70.9897,-70.9896643132,0.01,2,1.0,1.0,102.17
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-69.157,1322.00401192,43.7368,-67.3243269694,0.005,100,-67.3243269694,,1322.00401192,-69.157,-67.3243269694,0.005,2,1.0,1.0,98.51
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-69.6388,2537.40563353,45.9682,-70.6023954467,0.00333333,100,-70.6023954467,,2537.40563353,-69.6388,-70.6023954467,0.00333333,2,1.0,1.0,101.69
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-69.98,2540.79442208,47.0532,-71.0036655934,0.0025,100,-71.0036655934,,2540.79442208,-69.98,-71.0036655934,0.0025,2,1.0,1.0,102.99
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-72.0269,6084.48153954,54.7055,-80.2146257082,0.002,100,-80.2146257082,,6084.48153954,-72.0269,-80.2146257082,0.002,1,1.0,1.0,112.46
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-64.0915,76.6734649643,8.71245,-64.0914803,0.01,100,-64.0914803,,76.6734649643,-64.0915,-64.0914803,0.01,2,1.0,1.0,94.72
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-71.0705,4892.35262949,50.0837,-78.0495998061,0.005,100,-78.0495998061,,4892.35262949,-71.0705,-78.0495998061,0.005,2,1.0,1.0,110.91
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-70.2472,2567.67596292,50.209,-68.6006217504,0.00333333,100,-68.6006217504,,2567.67596292,-70.2472,-68.6006217504,0.00333333,2,1.0,1.0,98.4
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-69.6217,1304.16052429,47.0602,-67.745290868,0.0025,100,-67.745290868,,1304.16052429,-69.6217,-67.745290868,0.0025,2,1.0,1.0,98.99
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-69.8791,2530.96389833,47.6773,-70.9087443712,0.002,100,-70.9087443712,,2530.96389833,-69.8791,-70.9087443712,0.002,1,1.0,1.0,102.12
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-66.9537,1303.22160358,35.9192,-66.9536986445,0.01,100,-66.9536986445,,1303.22160358,-66.9537,-66.9536986445,0.01,2,1.0,1.0,97.7
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-68.6886,2549.62614319,43.7055,-70.4234403412,0.005,100,-70.4234403412,,2549.62614319,-68.6886,-70.4234403412,0.005,2,1.0,1.0,101.5
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-68.6305,2564.64956145,46.0411,-68.5144284022,0.00333333,100,-68.5144284022,,2564.64956145,-68.6305,-68.5144284022,0.00333333,2,1.0,1.0,98.55
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-68.1688,1307.23729534,43.7495,-66.783763766,0.0025,100,-66.783763766,,1307.23729534,-68.1688,-66.783763766,0.0025,2,1.0,1.0,97.17
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-70.1136,4894.47493639,50.1543,-77.8925682904,0.002,100,-77.8925682904,,4894.47493639,-70.1136,-77.8925682904,0.002,1,1.0,1.0,110.5
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-80.9533,6063.30720745,77.4769,-80.9532926083,0.01,100,-80.9532926083,,6063.30720745,-80.9533,-80.9532926083,0.01,2,1.0,1.0,114.02
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-73.3536,1327.50270373,60.9607,-65.7538147694,0.005,100,-65.7538147694,,1327.50270373,-73.3536,-65.7538147694,0.005,2,1.0,1.0,95.52
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-72.5389,2530.71461931,57.5668,-70.9097135355,0.00333333,100,-70.9097135355,,2530.71461931,-72.5389,-70.9097135355,0.00333333,2,1.0,1.0,102.83
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-71.9702,2529.77919977,55.7902,-70.2640121923,0.0025,100,-70.2640121923,,2529.77919977,-71.9702,-70.2640121923,0.0025,2,1.0,1.0,101.22
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-70.9301,1307.95453893,52.4722,-66.7694459,0.002,100,-66.7694459,,1307.95453893,-70.9301,-66.7694459,0.002,1,1.0,1.0,97.36
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-71.4316,2521.40148579,49.9619,-71.4316362391,0.01,100,-71.4316362391,,2521.40148579,-71.4316,-71.4316362391,0.01,2,1.0,1.0,103.05
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-67.757,82.9044814926,36.092,-64.08242046,0.005,100,-64.08242046,,82.9044814926,-67.757,-64.08242046,0.005,2,1.0,1.0,94.49
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-67.1729,1330.17550233,36.1672,-66.0046398327,0.00333333,100,-66.0046398327,,1330.17550233,-67.1729,-66.0046398327,0.00333333,2,1.0,1.0,96.01
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-67.5355,2550.31926595,40.1578,-68.6231468429,0.0025,100,-68.6231468429,,2550.31926595,-67.5355,-68.6231468429,0.0025,2,1.0,1.0,98.61
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-67.35,1323.73312193,39.3999,-66.6079997499,0.002,100,-66.6079997499,,1323.73312193,-67.35,-66.6079997499,0.002,1,1.0,1.0,97.21
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-70.8894,2536.3745478,50.11,-70.8894337326,0.01,100,-70.8894337326,,2536.3745478,-70.8894,-70.8894337326,0.01,2,1.0,1.0,102.42
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-68.7843,1314.33039462,43.7096,-66.6791430867,0.005,100,-66.6791430867,,1314.33039462,-68.7843,-66.6791430867,0.005,2,1.0,1.0,97.23
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-69.6188,2520.95253512,45.902,-71.2879035097,0.00333333,100,-71.2879035097,,2520.95253512,-69.6188,-71.2879035097,0.00333333,2,1.0,1.0,103.2
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-69.6446,2549.34411174,47.0235,-69.7221149589,0.0025,100,-69.7221149589,,2549.34411174,-69.6446,-69.7221149589,0.0025,2,1.0,1.0,100.43
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-69.8741,2525.50549368,47.6364,-70.7917231089,0.002,100,-70.7917231089,,2525.50549368,-69.8741,-70.7917231089,0.002,1,1.0,1.0,102.18
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-74.3952,3742.4734205,60.8691,-74.395195694,0.01,100,-74.395195694,,3742.4734205,-74.3952,-74.395195694,0.01,2,1.0,1.0,106.29
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-72.6587,2547.04235557,55.8241,-70.922146654,0.005,100,-70.922146654,,2547.04235557,-72.6587,-70.922146654,0.005,2,1.0,1.0,102.36
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-73.1342,3741.2040519,57.5552,-74.0853802784,0.00333333,100,-74.0853802784,,3741.2040519,-73.1342,-74.0853802784,0.00333333,2,1.0,1.0,106.06
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-72.2,2550.78395696,55.8425,-69.397161781,0.0025,100,-69.397161781,,2550.78395696,-72.2,-69.397161781,0.0025,2,1.0,1.0,99.93
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-73.2507,4903.3542352,58.9066,-77.4536135301,0.002,100,-77.4536135301,,4903.3542352,-73.2507,-77.4536135301,0.002,1,1.0,1.0,109.63
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-71.5586,2535.92452062,50.1055,-71.5585573648,0.01,100,-71.5585573648,,2535.92452062,-71.5586,-71.5585573648,0.01,2,1.0,1.0,103.37
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-70.7258,2554.04075797,50.2019,-69.8931260073,0.005,100,-69.8931260073,,2554.04075797,-70.7258,-69.8931260073,0.005,2,1.0,1.0,100.82
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-70.7872,2546.1848982,50.2036,-70.9099896587,0.00333333,100,-70.9099896587,,2546.1848982,-70.7872,-70.9099896587,0.00333333,2,1.0,1.0,102.59
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-70.6019,2537.56482342,50.1842,-70.046089119,0.0025,100,-70.046089119,,2537.56482342,-70.6019,-70.046089119,0.0025,2,1.0,1.0,101.12
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-69.7433,1317.87958416,47.7352,-66.3085558267,0.002,100,-66.3085558267,,1317.87958416,-69.7433,-66.3085558267,0.002,1,1.0,1.0,96.4
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-80.7682,6049.45436487,77.3884,-80.7681848177,0.01,100,-80.7681848177,,6049.45436487,-80.7682,-80.7681848177,0.01,2,1.0,1.0,113.22
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-77.0636,3735.20832769,69.6931,-73.3589875782,0.005,100,-73.3589875782,,3735.20832769,-77.0636,-73.3589875782,0.005,2,1.0,1.0,104.66
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-72.4967,56.7059378218,57.4327,-63.3627636614,0.00333333,100,-63.3627636614,,56.7059378218,-72.4967,-63.3627636614,0.00333333,2,1.0,1.0,93.45
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-71.0813,1315.17575475,52.966,-66.8350921693,0.0025,100,-66.8350921693,,1315.17575475,-71.0813,-66.8350921693,0.0025,2,1.0,1.0,97.89
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-71.4026,2522.76690582,52.3855,-72.6881082903,0.002,100,-72.6881082903,,2522.76690582,-71.4026,-72.6881082903,0.002,1,1.0,1.0,104.93
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-73.5095,3757.83070862,60.9939,-73.5095464177,0.01,100,-73.5095464177,,3757.83070862,-73.5095,-73.5095464177,0.01,2,1.0,1.0,105.18
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-70.5885,1311.21366776,50.1768,-67.6675225188,0.005,100,-67.6675225188,,1311.21366776,-70.5885,-67.6675225188,0.005,2,1.0,1.0,98.78
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-70.4602,2555.57711207,50.218,-70.203659597,0.00333333,100,-70.203659597,,2555.57711207,-70.4602,-70.203659597,0.00333333,2,1.0,1.0,101.44
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-70.7173,2530.90444861,50.1795,-71.4883438331,0.0025,100,-71.4883438331,,2530.90444861,-70.7173,-71.4883438331,0.0025,2,1.0,1.0,103.26
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-69.9462,1296.14225882,47.6802,-66.8618991961,0.002,100,-66.8618991961,,1296.14225882,-69.9462,-66.8618991961,0.002,1,1.0,1.0,97.48
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-74.8158,3732.6940831,60.7895,-74.8158046193,0.01,100,-74.8158046193,,3732.6940831,-74.8158,-74.8158046193,0.01,2,1.0,1.0,107.18
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-72.0591,2538.36374088,55.7833,-69.3024791853,0.005,100,-69.3024791853,,2538.36374088,-72.0591,-69.3024791853,0.005,2,1.0,1.0,100.17
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-70.4029,1320.04536989,50.1559,-67.09052846,0.00333333,100,-67.09052846,,1320.04536989,-70.4029,-67.09052846,0.00333333,2,1.0,1.0,97.71
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-68.4549,60.7293973839,43.7393,-62.6107612528,0.0025,100,-62.6107612528,,60.7293973839,-68.4549,-62.6107612528,0.0025,2,1.0,1.0,92.84
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-69.8598,3722.74441141,47.7022,-75.4792392854,0.002,100,-75.4792392854,,3722.74441141,-69.8598,-75.4792392854,0.002,1,1.0,1.0,108.36
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-63.059,64.9551992196,8.01908,-63.0590318729,0.01,100,-63.0590318729,,64.9551992196,-63.059,-63.0590318729,0.01,2,1.0,1.0,92.76
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-70.0185,4925.28984047,50.1857,-76.9779868121,0.005,100,-76.9779868121,,4925.28984047,-70.0185,-76.9779868121,0.005,2,1.0,1.0,108.86
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-68.8519,1310.03107147,45.9794,-66.5187246376,0.00333333,100,-66.5187246376,,1310.03107147,-68.8519,-66.5187246376,0.00333333,2,1.0,1.0,97.13
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-72.1339,6038.42129094,55.7889,-81.9800469625,0.0025,100,-81.9800469625,,6038.42129094,-72.1339,-81.9800469625,0.0025,2,1.0,1.0,115.58
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-71.8903,2527.2591061,54.686,-70.9157153903,0.002,100,-70.9157153903,,2527.2591061,-71.8903,-70.9157153903,0.002,1,1.0,1.0,103.08
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-67.5692,1310.78519463,36.0233,-67.5691913983,0.01,100,-67.5691913983,,1310.78519463,-67.5692,-67.5691913983,0.01,2,1.0,1.0,99.05
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-67.7497,1329.11528274,36.1495,-67.9301617225,0.005,100,-67.9301617225,,1329.11528274,-67.7497,-67.9301617225,0.005,2,1.0,1.0,99.24
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-67.3106,1319.02273246,36.1504,-66.4323778683,0.00333333,100,-66.4323778683,,1319.02273246,-67.3106,-66.4323778683,0.00333333,2,1.0,1.0,96.75
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-66.495,72.5381041696,31.6242,-64.048219374,0.0025,100,-64.048219374,,72.5381041696,-66.495,-64.048219374,0.0025,2,1.0,1.0,94.57
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-65.8864,62.9267572935,28.5309,-63.4521015325,0.002,100,-63.4521015325,,62.9267572935,-65.8864,-63.4521015325,0.002,1,1.0,1.0,93.82
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-67.2049,1310.35296018,36.0173,-67.2048865779,0.01,100,-67.2048865779,,1310.35296018,-67.2049,-67.2048865779,0.01,2,1.0,1.0,98.44
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-70.3453,3729.80373018,50.0474,-73.4857895114,0.005,100,-73.4857895114,,3729.80373018,-70.3453,-73.4857895114,0.005,2,1.0,1.0,105.22
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-69.4779,1317.45247984,45.8922,-67.7429118219,0.00333333,100,-67.7429118219,,1317.45247984,-69.4779,-67.7429118219,0.00333333,2,1.0,1.0,98.73
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-70.7809,3723.64387482,50.0626,-74.6899332146,0.0025,100,-74.6899332146,,3723.64387482,-70.7809,-74.6899332146,0.0025,2,1.0,1.0,107.01
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-72.0332,4927.03293323,54.652,-77.0426488648,0.002,100,-77.0426488648,,4927.03293323,-72.0332,-77.0426488648,0.002,1,1.0,1.0,109.11
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-68.1215,1334.10205265,36.3423,-68.1214788389,0.01,100,-68.1214788389,,1334.10205265,-68.1215,-68.1214788389,0.01,2,1.0,1.0,99.44
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-76.7917,7154.39696975,65.3986,-85.4619238849,0.005,100,-85.4619238849,,7154.39696975,-76.7917,-85.4619238849,0.005,2,1.0,1.0,119.71
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-73.2529,1324.44350294,57.5624,-66.1751551005,0.00333333,100,-66.1751551005,,1324.44350294,-73.2529,-66.1751551005,0.00333333,2,1.0,1.0,96.42
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-74.7223,4860.51885325,60.7826,-79.1304762387,0.0025,100,-79.1304762387,,4860.51885325,-74.7223,-79.1304762387,0.0025,2,1.0,1.0,112.68
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-73.527,1300.50098218,56.7348,-68.7458987167,0.002,100,-68.7458987167,,1300.50098218,-73.527,-68.7458987167,0.002,1,1.0,1.0,100.82
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-70.2147,2546.50944435,50.21,-70.214723593,0.01,100,-70.214723593,,2546.50944435,-70.2147,-70.214723593,0.01,2,1.0,1.0,101.65
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-70.4958,2534.32415195,50.1507,-70.776944702,0.005,100,-70.776944702,,2534.32415195,-70.4958,-70.776944702,0.005,2,1.0,1.0,102.27
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-68.8357,1322.76726575,46.0299,-65.5153434092,0.00333333,100,-65.5153434092,,1322.76726575,-68.8357,-65.5153434092,0.00333333,2,1.0,1.0,95.45
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-69.3298,2532.66492349,47.0811,-70.8120539705,0.0025,100,-70.8120539705,,2532.66492349,-69.3298,-70.8120539705,0.0025,2,1.0,1.0,102.2
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-68.8053,1327.9127638,45.1368,-66.7073682119,0.002,100,-66.7073682119,,1327.9127638,-68.8053,-66.7073682119,0.002,1,1.0,1.0,97.46
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-76.6062,4950.01088464,70.0036,-76.6061798371,0.01,100,-76.6061798371,,4950.01088464,-76.6062,-76.6061798371,0.01,2,1.0,1.0,108.71
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-75.4581,3734.43815313,65.5753,-74.3099932215,0.005,100,-74.3099932215,,3734.43815313,-75.4581,-74.3099932215,0.005,2,1.0,1.0,106.36
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-76.2476,4907.27700361,66.988,-77.8265223265,0.00333333,100,-77.8265223265,,4907.27700361,-76.2476,-77.8265223265,0.00333333,2,1.0,1.0,110.2
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-72.9277,64.1204707992,58.4335,-62.9682940099,0.0025,100,-62.9682940099,,64.1204707992,-72.9277,-62.9682940099,0.0025,2,1.0,1.0,93.11
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-73.7798,4907.47789649,60.8783,-77.1881044888,0.002,100,-77.1881044888,,4907.47789649,-73.7798,-77.1881044888,0.002,1,1.0,1.0,109.41
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-63.5421,70.3561108293,8.34581,-63.5421000233,0.01,100,-63.5421000233,,70.3561108293,-63.5421,-63.5421000233,0.01,2,1.0,1.0,93.93
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-65.7558,1311.52715775,26.2475,-67.9693996426,0.005,100,-67.9693996426,,1311.52715775,-65.7558,-67.9693996426,0.005,2,1.0,1.0,99.08
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-65.9828,1307.78105346,29.8489,-66.437004288,0.00333333,100,-66.437004288,,1307.78105346,-65.9828,-66.437004288,0.00333333,2,1.0,1.0,96.61
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-67.6202,2500.43924788,35.9878,-72.5322630803,0.0025,100,-72.5322630803,,2500.43924788,-67.6202,-72.5322630803,0.0025,2,1.0,1.0,105.12
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-67.3198,1321.77611701,36.0301,-66.1183591738,0.002,100,-66.1183591738,,1321.77611701,-67.3198,-66.1183591738,0.002,1,1.0,1.0,96.12
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-66.0846,1314.58283663,36.0754,-66.0846080966,0.01,100,-66.0846080966,,1314.58283663,-66.0846,-66.0846080966,0.01,2,1.0,1.0,96.68
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-66.6839,1310.18932649,36.0503,-67.2831806421,0.005,100,-67.2831806421,,1310.18932649,-66.6839,-67.2831806421,0.005,2,1.0,1.0,98.27
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-65.8537,59.3815043935,29.7891,-64.1933003604,0.00333333,100,-64.1933003604,,59.3815043935,-65.8537,-64.1933003604,0.00333333,2,1.0,1.0,94.76
