AvgRet,MaxNormIw,EpsThisIter,J,Bound,ESSClassic,IterType,VanillaAvgRet,MinNormIw,VarDiscRet,VarNormIw,MinVanillaIw,VarJ,VarRet,AvgDiscRet,VarVanillaIw,MaxVanillaIw,BatchSize,ESSRenyi,AvgEpLen,AvgNormIw,eRenyi2,Delta,AvgVanillaIw
-45.2256903884,0.01,100,-45.2257,-55.3472,100.0,2,-45.2256903884,0.01,6561.65369412,3.50449e-18,1.0,80.598,6561.65369412,-45.2256903884,,1.0,500,500.0,228.21,0.01,1.0,0.6,1.0
-56.8252142966,0.005,100,-51.0255,-58.1825,200.000000102,2,-56.8252142966,0.005,5775.68436095,2.1793e-19,1.0,78.3621,5775.68436095,-56.8252142966,,1.0,500,500.0,203.03,0.005,1.0,0.6,1.0
-50.107139687,0.00333333,100,-50.7193,-56.563,299.999969474,2,-50.107139687,0.00333333,6190.58837776,5.43914e-20,1.0,78.3379,6190.58837776,-50.107139687,,1.0,500,500.0,216.53,0.00333333,1.0,0.6,1.0
-52.8589505716,0.0025,100,-51.2542,-56.315,400.0,2,-52.8589505716,0.0025,5937.4341568,5.4346e-20,1.0,77.9294,5937.4341568,-52.8589505716,,1.0,500,500.0,203.34,0.0025,1.0,0.6,1.0
-55.5595116629,0.002,100,-52.1153,-56.6418,500.000006643,1,-55.5595116629,0.002,5810.12488227,5.43187e-20,1.0,77.5356,5810.12488227,-55.5595116629,,1.0,500,500.0,197.13,0.002,1.0,0.6,1.0
-55.8915082677,0.01,100,-55.8915,-65.8761,100.0,2,-55.8915082677,0.01,5910.72250473,3.50449e-18,1.0,76.4958,5910.72250473,-55.8915082677,,1.0,500,500.0,190.61,0.01,1.0,0.6,1.0
-54.7208980777,0.005,100,-55.3062,-62.5281,200.000000102,2,-54.7208980777,0.005,5963.0842133,2.1793e-19,1.0,76.6673,5963.0842133,-54.7208980777,,1.0,500,500.0,195.87,0.005,1.0,0.6,1.0
-65.172127574,0.00333333,100,-58.5948,-64.4915,299.999969474,2,-65.172127574,0.00333333,5158.51499741,5.43914e-20,1.0,75.1167,5158.51499741,-65.172127574,,1.0,500,500.0,173.35,0.00333333,1.0,0.6,1.0
-67.8316268603,0.0025,100,-60.904,-66.0107,400.0,2,-67.8316268603,0.0025,4640.7989214,5.4346e-20,1.0,73.4608,4640.7989214,-67.8316268603,,1.0,500,500.0,165.87,0.0025,1.0,0.6,1.0
-55.6831913086,0.002,100,-59.8599,-64.4274,500.000006643,1,-55.6831913086,0.002,5755.40556708,5.43187e-20,1.0,73.8994,5755.40556708,-55.6831913086,,1.0,500,500.0,199.22,0.002,1.0,0.6,1.0
-47.3971689628,0.01,100,-47.3972,-57.6334,100.0,2,-47.3971689628,0.01,6390.22512198,3.50449e-18,1.0,79.5382,6390.22512198,-47.3971689628,,1.0,500,500.0,215.89,0.01,1.0,0.6,1.0
-53.3674318718,0.005,100,-50.3823,-57.6204,200.000000102,2,-53.3674318718,0.005,6065.16087016,2.1793e-19,1.0,78.5769,6065.16087016,-53.3674318718,,1.0,500,500.0,201.9,0.005,1.0,0.6,1.0
-42.5388865847,0.00333333,100,-47.7678,-53.6777,299.999969474,2,-42.5388865847,0.00333333,6652.52598498,5.43914e-20,1.0,79.5313,6652.52598498,-42.5388865847,,1.0,500,500.0,229.45,0.00333333,1.0,0.6,1.0
-58.1796876378,0.0025,100,-50.3708,-55.4889,400.0,2,-58.1796876378,0.0025,5556.52287564,5.4346e-20,1.0,78.3549,5556.52287564,-58.1796876378,,1.0,500,500.0,183.97,0.0025,1.0,0.6,1.0
-39.171853154,0.002,100,-48.131,-52.7088,500.000006643,1,-39.171853154,0.002,6462.36490247,5.43187e-20,1.0,78.8112,6462.36490247,-39.171853154,,1.0,500,500.0,231.77,0.002,1.0,0.6,1.0
-60.4581531729,0.01,100,-60.4582,-70.3109,100.0,2,-60.4581531729,0.01,5402.75947945,3.50449e-18,1.0,73.135,5402.75947945,-60.4581531729,,1.0,500,500.0,176.8,0.01,1.0,0.6,1.0
-50.7934900586,0.005,100,-55.6258,-62.5928,200.000000102,2,-50.7934900586,0.005,6116.78337399,2.1793e-19,1.0,75.6672,6116.78337399,-50.7934900586,,1.0,500,500.0,214.95,0.005,1.0,0.6,1.0
-44.1814984177,0.00333333,100,-51.811,-57.6958,299.999969474,2,-44.1814984177,0.00333333,6400.07014237,5.43914e-20,1.0,77.189,6400.07014237,-44.1814984177,,1.0,500,500.0,227.07,0.00333333,1.0,0.6,1.0
-53.887300494,0.0025,100,-52.3301,-57.4264,400.0,2,-53.887300494,0.0025,5922.08291474,5.4346e-20,1.0,77.0398,5922.08291474,-53.887300494,,1.0,500,500.0,197.57,0.0025,1.0,0.6,1.0
-51.435466761,0.002,100,-52.1512,-56.7095,500.000006643,1,-51.435466761,0.002,6280.80748145,5.43187e-20,1.0,77.4069,6280.80748145,-51.435466761,,1.0,500,500.0,205.67,0.002,1.0,0.6,1.0
-61.394182534,0.01,100,-61.3942,-71.1368,100.0,2,-61.394182534,0.01,5251.43824131,3.50449e-18,1.0,72.1036,5251.43824131,-61.394182534,,1.0,500,500.0,174.55,0.01,1.0,0.6,1.0
-45.0702678514,0.005,100,-53.2322,-60.2018,200.000000102,2,-45.0702678514,0.005,6339.83180877,2.1793e-19,1.0,76.1859,6339.83180877,-45.0702678514,,1.0,500,500.0,223.43,0.005,1.0,0.6,1.0
-54.8696555025,0.00333333,100,-53.778,-59.5312,299.999969474,2,-54.8696555025,0.00333333,5710.99212149,5.43914e-20,1.0,75.8601,5710.99212149,-54.8696555025,,1.0,500,500.0,205.85,0.00333333,1.0,0.6,1.0
-58.6301092927,0.0025,100,-54.9911,-59.9734,400.0,2,-58.6301092927,0.0025,5508.99540971,5.4346e-20,1.0,75.392,5508.99540971,-58.6301092927,,1.0,500,500.0,178.79,0.0025,1.0,0.6,1.0
-35.4808924142,0.002,100,-51.089,-55.5454,500.000006643,1,-35.4808924142,0.002,6778.36476338,5.43187e-20,1.0,77.1374,6778.36476338,-35.4808924142,,1.0,500,500.0,244.37,0.002,1.0,0.6,1.0
-65.5002867142,0.01,100,-65.5003,-75.298,100.0,2,-65.5002867142,0.01,5008.70520846,3.50449e-18,1.0,70.4175,5008.70520846,-65.5002867142,,1.0,500,500.0,169.13,0.01,1.0,0.6,1.0
-50.5098466943,0.005,100,-58.0051,-65.1328,200.000000102,2,-50.5098466943,0.005,6341.95724838,2.1793e-19,1.0,75.331,6341.95724838,-50.5098466943,,1.0,500,500.0,209.17,0.005,1.0,0.6,1.0
-61.3677738082,0.00333333,100,-59.126,-64.9457,299.999969474,2,-61.3677738082,0.00333333,5424.84519067,5.43914e-20,1.0,74.6718,5424.84519067,-61.3677738082,,1.0,500,500.0,173.12,0.00333333,1.0,0.6,1.0
-50.7269485935,0.0025,100,-57.0262,-62.0662,400.0,2,-50.7269485935,0.0025,6175.85471753,5.4346e-20,1.0,75.6549,6175.85471753,-50.7269485935,,1.0,500,500.0,202.76,0.0025,1.0,0.6,1.0
-49.0753450152,0.00200003,100,-55.436,-59.944,500.000250783,1,-49.0753450152,0.00199997,6230.6851013,2.6327e-17,0.999984,76.3068,6230.6851013,-49.0753450152,6.56012e-12,1.00001,500,500.0,212.24,0.002,1.0,0.6,1.0
-46.9522977918,0.01,100,-46.9523,-56.8849,100.0,2,-46.9522977918,0.01,6391.70744931,3.50449e-18,1.0,79.5474,6391.70744931,-46.9522977918,,1.0,500,500.0,224.64,0.01,1.0,0.6,1.0
-51.6098187481,0.005,100,-49.2811,-56.3045,200.000000102,2,-51.6098187481,0.005,5955.37303299,2.1793e-19,1.0,78.2127,5955.37303299,-51.6098187481,,1.0,500,500.0,210.43,0.005,1.0,0.6,1.0
-51.2926015711,0.00333333,100,-49.9516,-55.8162,299.999969474,2,-51.2926015711,0.00333333,6096.63629339,5.43914e-20,1.0,78.0445,6096.63629339,-51.2926015711,,1.0,500,500.0,203.73,0.00333333,1.0,0.6,1.0
-56.3144510221,0.0025,100,-51.5423,-56.6212,400.0,2,-56.3144510221,0.0025,5568.31935153,5.4346e-20,1.0,77.1619,5568.31935153,-56.3144510221,,1.0,500,500.0,191.05,0.0025,1.0,0.6,1.0
-65.0079588421,0.002,100,-54.2354,-58.7781,500.000006643,1,-65.0079588421,0.002,4809.34411453,5.43187e-20,1.0,75.792,4809.34411453,-65.0079588421,,1.0,500,500.0,173.14,0.002,1.0,0.6,1.0
-65.8470342627,0.01,100,-65.847,-75.609,100.0,2,-65.8470342627,0.01,5001.52992915,3.50449e-18,1.0,70.367,5001.52992915,-65.8470342627,,1.0,500,500.0,164.71,0.01,1.0,0.6,1.0
-42.906840059,0.005,100,-54.3769,-61.6509,200.000000102,2,-42.906840059,0.005,6432.93369349,2.1793e-19,1.0,76.1027,6432.93369349,-42.906840059,,1.0,500,500.0,226.72,0.005,1.0,0.6,1.0
-49.2872949828,0.00333333,100,-52.6804,-58.6195,299.999969474,2,-49.2872949828,0.00333333,6252.03123903,5.43914e-20,1.0,77.0066,6252.03123903,-49.2872949828,,1.0,500,500.0,212.9,0.00333333,1.0,0.6,1.0
-49.8129447244,0.0025,100,-51.9635,-57.107,400.0,2,-49.8129447244,0.0025,6116.87925237,5.4346e-20,1.0,77.2203,6116.87925237,-49.8129447244,,1.0,500,500.0,214.58,0.0025,1.0,0.6,1.0
-54.3913601618,0.002,100,-52.4491,-57.0495,500.000006643,1,-54.3913601618,0.002,5750.18761189,5.43187e-20,1.0,76.8756,5750.18761189,-54.3913601618,,1.0,500,500.0,197.83,0.002,1.0,0.6,1.0
-46.6086947664,0.01,100,-46.6087,-56.5875,100.0,2,-46.6086947664,0.01,6099.06894334,3.50449e-18,1.0,77.7051,6099.06894334,-46.6086947664,,1.0,500,500.0,224.58,0.01,1.0,0.6,1.0
