VarDiscRet,AvgVanillaIw,AvgNormIw,J,Delta,VarJ,MinVanillaIw,MaxNormIw,VarVanillaIw,AvgRet,VanillaAvgRet,AvgEpLen,AvgDiscRet,MinNormIw,BatchSize,ESSClassic,VarRet,ESSRenyi,Bound,EpsThisIter,IterType,eRenyi2,MaxVanillaIw,VarNormIw
6045.64170299,1.0,0.01,-84.1332,0.9,77.364,1.0,0.01,,-84.1331941307,-84.1331941307,116.7,-84.1331941307,0.01,500,100.0,6045.64170299,500.0,-98.0379,100,2,1.0,1.0,3.50449e-18
9349.48395694,1.0,0.005,-88.6015,0.9,87.4103,1.0,0.005,,-93.0698828283,-93.0698828283,126.45,-93.0698828283,0.005,500,200.000000102,9349.48395694,500.0,-98.4337,100,2,1.0,1.0,2.1793e-19
11287.5405214,1.0,0.00333333,-93.4567,0.9,94.158,1.0,0.00333333,,-103.166954287,-103.166954287,137.88,-103.166954287,0.00333333,500,299.999969474,11287.5405214,500.0,-101.485,100,2,1.0,1.0,5.43914e-20
7133.27450455,1.0,0.0025,-91.9515,0.9,91.7692,1.0,0.0025,,-87.4358701542,-87.4358701542,119.85,-87.4358701542,0.0025,500,400.0,7133.27450455,500.0,-98.9039,100,2,1.0,1.0,5.4346e-20
8240.90305946,1.00704,0.002,-82.5939,0.9,108.57,3.96062e-07,0.0119066,1.68179,-90.5596565458,-90.5596565458,123.41,-90.5596565458,7.86589e-10,500,188.320200648,8240.90305946,195.911583299,-92.5282,100,1,2.55217,5.99518,6.63347e-06
6002.51049045,1.0,0.01,-84.5911,0.9,77.0875,1.0,0.01,,-84.5910681576,-84.5910681576,117.25,-84.5910681576,0.01,500,100.0,6002.51049045,500.0,-98.4955,100,2,1.0,1.0,3.50449e-18
5991.86273813,1.0,0.005,-84.9031,0.9,77.054,1.0,0.005,,-85.2152179797,-85.2152179797,117.65,-85.2152179797,0.005,500,200.000000102,5991.86273813,500.0,-94.7352,100,2,1.0,1.0,2.1793e-19
3775.48832637,1.0,0.00333333,-82.118,0.9,72.247,1.0,0.00333333,,-76.5477698773,-76.5477698773,107.38,-76.5477698773,0.00333333,500,299.999969474,3775.48832637,500.0,-90.1459,100,2,1.0,1.0,5.43914e-20
7082.31821408,1.0,0.0025,-84.0843,0.9,75.3604,1.0,0.0025,,-89.9829741468,-89.9829741468,123.24,-89.9829741468,0.0025,500,400.0,7082.31821408,500.0,-91.0366,100,2,1.0,1.0,5.4346e-20
7200.30172905,0.927645,0.002,-67.1961,0.9,43.7258,1.85204e-10,0.0241792,4.11172,-85.4306132255,-85.4306132255,117.2,-85.4306132255,3.99299e-13,500,86.6761707734,7200.30172905,95.2935227639,-81.4401,100,1,5.24695,11.2148,1.91126e-05
6111.59284651,1.0,0.01,-83.7507,0.9,77.7848,1.0,0.01,,-83.7506753103,-83.7506753103,115.62,-83.7506753103,0.01,500,100.0,6111.59284651,500.0,-97.6553,100,2,1.0,1.0,3.50449e-18
8190.33609086,1.0,0.005,-87.9007,0.9,84.2418,1.0,0.005,,-92.0506306967,-92.0506306967,125.82,-92.0506306967,0.005,500,200.000000102,8190.33609086,500.0,-97.7327,100,2,1.0,1.0,2.1793e-19
4901.11556156,1.0,0.00333333,-85.6546,0.9,79.7407,1.0,0.00333333,,-81.1624623901,-81.1624623901,112.58,-81.1624623901,0.00333333,500,299.999969474,4901.11556156,500.0,-93.6825,100,2,1.0,1.0,5.43914e-20
4942.5515274,1.0,0.0025,-84.4555,0.9,77.4372,1.0,0.0025,,-80.8581898248,-80.8581898248,112.76,-80.8581898248,0.0025,500,400.0,4942.5515274,500.0,-91.4078,100,2,1.0,1.0,5.4346e-20
7145.0407898,0.896961,0.002,-73.0294,0.9,67.586,,0.0212724,2.8869,-87.5196923639,-87.5196923639,120.13,-87.5196923639,,500,109.144421561,7145.0407898,129.437998971,-85.2511,100,1,3.86285,9.54024,1.43531e-05
8237.8747563,1.0,0.01,-90.4122,0.9,90.3078,1.0,0.01,,-90.4122125073,-90.4122125073,123.32,-90.4122125073,0.01,500,100.0,8237.8747563,500.0,-104.317,100,2,1.0,1.0,3.50449e-18
6009.41157935,1.0,0.005,-87.0276,0.9,84.0468,1.0,0.005,,-83.6430678132,-83.6430678132,115.47,-83.6430678132,0.005,500,200.000000102,6009.41157935,500.0,-96.8598,100,2,1.0,1.0,2.1793e-19
4922.26020647,1.0,0.00333333,-84.6587,0.9,79.6543,1.0,0.00333333,,-79.9207438655,-79.9207438655,111.72,-79.9207438655,0.00333333,500,299.999969474,4922.26020647,500.0,-92.6866,100,2,1.0,1.0,5.43914e-20
7153.42817928,1.0,0.0025,-85.4816,0.9,80.8153,1.0,0.0025,,-87.9505480039,-87.9505480039,120.83,-87.9505480039,0.0025,500,400.0,7153.42817928,500.0,-92.434,100,2,1.0,1.0,5.4346e-20
3810.85431489,1.04592,0.002,-82.3513,0.9,76.7107,0.479537,0.0192798,0.324089,-76.906437961,-76.906437961,107.75,-76.906437961,0.00091697,500,385.902193534,3810.85431489,423.606995533,-89.1071,100,1,1.18034,10.0825,1.18504e-06
5970.41386248,1.0,0.01,-84.9209,0.9,76.8811,1.0,0.01,,-84.9209213912,-84.9209213912,117.31,-84.9209213912,0.01,500,100.0,5970.41386248,500.0,-98.8257,100,2,1.0,1.0,3.50449e-18
3757.50856876,1.0,0.005,-82.4201,0.9,69.4376,1.0,0.005,,-79.9191807833,-79.9191807833,111.74,-79.9191807833,0.005,500,200.000000102,3757.50856876,500.0,-92.2522,100,2,1.0,1.0,2.1793e-19
6076.35539989,1.0,0.00333333,-82.5426,0.9,72.2469,1.0,0.00333333,,-82.7876878926,-82.7876878926,113.89,-82.7876878926,0.00333333,500,299.999969474,6076.35539989,500.0,-90.5705,100,2,1.0,1.0,5.43914e-20
4886.88746263,1.0,0.0025,-82.1852,0.9,71.5863,1.0,0.0025,,-81.1131176123,-81.1131176123,112.58,-81.1131176123,0.0025,500,400.0,4886.88746263,500.0,-89.1376,100,2,1.0,1.0,5.4346e-20
6044.32117925,0.986327,0.002,-79.3537,0.9,74.6161,0.000117661,0.0110175,0.494894,-83.9289834096,-83.9289834096,115.34,-83.9289834096,2.38584e-07,500,331.633736408,6044.32117925,335.87240016,-86.9409,100,1,1.48866,5.43341,2.03484e-06
6037.7689118,1.0,0.01,-83.8839,0.9,77.3136,1.0,0.01,,-83.8838677403,-83.8838677403,116.13,-83.8838677403,0.01,500,100.0,6037.7689118,500.0,-97.7886,100,2,1.0,1.0,3.50449e-18
6049.8493642,1.0,0.005,-83.8982,0.9,77.3523,1.0,0.005,,-83.9125166784,-83.9125166784,115.47,-83.9125166784,0.005,500,200.000000102,6049.8493642,500.0,-93.7303,100,2,1.0,1.0,2.1793e-19
7093.8528493,1.0,0.00333333,-85.5468,0.9,79.5947,1.0,0.00333333,,-88.8438553475,-88.8438553475,121.73,-88.8438553475,0.00333333,500,299.999969474,7093.8528493,500.0,-93.5747,100,2,1.0,1.0,5.43914e-20
5996.20851138,1.0,0.0025,-85.8938,0.9,78.9678,1.0,0.0025,,-86.9347802398,-86.9347802398,120.06,-86.9347802398,0.0025,500,400.0,5996.20851138,500.0,-92.8461,100,2,1.0,1.0,5.4346e-20
4902.49331561,0.998307,0.002,-83.5971,0.9,77.8255,0.28491,0.00559903,0.145395,-80.903277761,-80.903277761,112.59,-80.903277761,0.000570787,500,436.454720427,4902.49331561,434.646234593,-90.2666,100,1,1.15036,2.79478,5.83554e-07
4879.61967177,1.0,0.01,-81.2721,0.9,69.5041,1.0,0.01,,-81.2720619303,-81.2720619303,113.47,-81.2720619303,0.01,500,100.0,4879.61967177,500.0,-95.1768,100,2,1.0,1.0,3.50449e-18
6033.25276862,1.0,0.005,-83.0486,0.9,73.5189,1.0,0.005,,-84.8250920665,-84.8250920665,117.61,-84.8250920665,0.005,500,200.000000102,6033.25276862,500.0,-92.8807,100,2,1.0,1.0,2.1793e-19
9267.47337848,1.0,0.00333333,-87.1171,0.9,81.8213,1.0,0.00333333,,-95.2542544234,-95.2542544234,129.57,-95.2542544234,0.00333333,500,299.999969474,9267.47337848,500.0,-95.1451,100,2,1.0,1.0,5.43914e-20
7101.69000545,1.0,0.0025,-87.5355,0.9,82.3361,1.0,0.0025,,-88.7905840009,-88.7905840009,122.04,-88.7905840009,0.0025,500,400.0,7101.69000545,500.0,-94.4879,100,2,1.0,1.0,5.4346e-20
4908.33880119,0.965683,0.002,-83.6822,0.9,74.4901,0.289578,0.00670844,0.110421,-80.9755606923,-80.9755606923,112.34,-80.9755606923,0.000599736,500,447.159700332,4908.33880119,402.542146774,-90.6126,100,1,1.24211,3.23911,4.73632e-07
7054.60089487,1.0,0.01,-89.7127,0.9,83.5707,1.0,0.01,,-89.7126955898,-89.7126955898,123.13,-89.7126955898,0.01,500,100.0,7054.60089487,500.0,-103.617,100,2,1.0,1.0,3.50449e-18
1387.43703919,1.0,0.005,-79.4771,0.9,65.449,1.0,0.005,,-69.2414799009,-69.2414799009,98.88,-69.2414799009,0.005,500,200.000000102,1387.43703919,500.0,-89.3092,100,2,1.0,1.0,2.1793e-19
1451.83419754,1.0,0.00333333,-76.3159,0.9,57.9207,1.0,0.00333333,,-69.9934909908,-69.9934909908,99.23,-69.9934909908,0.00333333,500,299.999969474,1451.83419754,500.0,-84.3438,100,2,1.0,1.0,5.43914e-20
2612.15713266,1.0,0.0025,-75.8719,0.9,56.2424,1.0,0.0025,,-74.5398351678,-74.5398351678,105.37,-74.5398351678,0.0025,500,400.0,2612.15713266,500.0,-82.8243,100,2,1.0,1.0,5.4346e-20
3762.31448608,0.95661,0.002,-74.3594,0.9,60.5926,0.00186513,0.0234151,0.869043,-79.2913354523,-79.2913354523,110.59,-79.2913354523,3.89947e-06,500,256.703961747,3762.31448608,302.896051212,-82.3489,100,1,1.65073,11.1996,3.79867e-06
2583.96686906,1.0,0.01,-74.5844,0.9,50.5779,1.0,0.01,,-74.5844022092,-74.5844022092,105.45,-74.5844022092,0.01,500,100.0,2583.96686906,500.0,-88.489,100,2,1.0,1.0,3.50449e-18
3767.18710958,1.0,0.005,-75.9698,0.9,56.0869,1.0,0.005,,-77.3551194036,-77.3551194036,108.76,-77.3551194036,0.005,500,200.000000102,3767.18710958,500.0,-85.8018,100,2,1.0,1.0,2.1793e-19
4898.79663614,1.0,0.00333333,-77.7964,0.9,60.9954,1.0,0.00333333,,-81.4498052336,-81.4498052336,113.46,-81.4498052336,0.00333333,500,299.999969474,4898.79663614,500.0,-85.8243,100,2,1.0,1.0,5.43914e-20
2612.59706406,1.0,0.0025,-76.5597,0.9,58.6646,1.0,0.0025,,-72.8496103927,-72.8496103927,103.17,-72.8496103927,0.0025,500,400.0,2612.59706406,500.0,-83.5121,100,2,1.0,1.0,5.4346e-20
6085.29285392,1.17714,0.002,-73.8819,0.9,48.9445,0.682174,0.0267249,0.947343,-82.6553054243,-82.6553054243,114.08,-82.6553054243,0.00115904,500,297.210827507,6085.29285392,378.304842718,-81.0308,100,1,1.32169,15.7295,2.73471e-06
8094.65931927,1.0,0.01,-94.1556,0.9,89.5193,1.0,0.01,,-94.1556271705,-94.1556271705,128.03,-94.1556271705,0.01,500,100.0,8094.65931927,500.0,-108.06,100,2,1.0,1.0,3.50449e-18
4916.85249876,1.0,0.005,-87.5449,0.9,80.5258,1.0,0.005,,-80.934122414,-80.934122414,112.52,-80.934122414,0.005,500,200.000000102,4916.85249876,500.0,-97.377,100,2,1.0,1.0,2.1793e-19
4877.4053249,1.0,0.00333333,-85.8688,0.9,77.059,1.0,0.00333333,,-82.5166523018,-82.5166523018,114.52,-82.5166523018,0.00333333,500,299.999969474,4877.4053249,500.0,-93.8967,100,2,1.0,1.0,5.43914e-20
2607.74683055,1.0,0.0025,-82.9874,0.9,71.5814,1.0,0.0025,,-74.3431662688,-74.3431662688,104.68,-74.3431662688,0.0025,500,400.0,2607.74683055,500.0,-89.9397,100,2,1.0,1.0,5.4346e-20
4908.82250561,0.970254,0.002,-81.1939,0.9,77.1537,0.000219877,0.00360808,0.283329,-81.9570846419,-81.9570846419,114.06,-81.9570846419,4.53236e-07,500,384.507489447,4908.82250561,403.009224918,-88.1202,100,1,1.24067,1.75037,1.20387e-06
3772.1608186,1.0,0.01,-75.2249,0.9,61.1101,1.0,0.01,,-75.2248920467,-75.2248920467,105.29,-75.2248920467,0.01,500,100.0,3772.1608186,500.0,-89.126,100,2,1.0,1.0,3.50449e-18
4991.56112054,1.0,0.005,-76.5619,0.9,65.8774,1.0,0.005,,-77.8988333532,-77.8988333532,107.9,-77.8988333532,0.005,500,200.000000102,4991.56112054,500.0,-86.3939,100,2,1.0,1.0,2.1793e-19
8195.91130381,1.0,0.00333333,-81.5609,0.9,75.1522,1.0,0.00333333,,-91.5590354046,-91.5590354046,124.94,-91.5590354046,0.00333333,500,299.999969474,8195.91130381,500.0,-89.5887,100,2,1.0,1.0,5.43914e-20
7148.43497692,1.0,0.0025,-83.1143,0.9,77.5394,1.0,0.0025,,-87.7746534768,-87.7746534768,120.56,-87.7746534768,0.0025,500,400.0,7148.43497692,500.0,-90.0666,100,2,1.0,1.0,5.4346e-20
2581.17817077,1.07323,0.002,-74.9632,0.9,71.1664,0.00836324,0.00805329,1.05839,-73.5614741631,-73.5614741631,103.69,-73.5614741631,1.55851e-05,500,260.818738377,2581.17817077,286.537041622,-83.1775,100,1,1.74498,4.32153,3.67551e-06
2591.6060422,1.0,0.01,-71.9343,0.9,50.6526,1.0,0.01,,-71.9343036558,-71.9343036558,102.31,-71.9343036558,0.01,500,100.0,2591.6060422,500.0,-85.8386,100,2,1.0,1.0,3.50449e-18
4892.95147325,1.0,0.005,-75.9551,0.9,61.0002,1.0,0.005,,-79.9759563318,-79.9759563318,111.26,-79.9759563318,0.005,500,200.000000102,4892.95147325,500.0,-85.7872,100,2,1.0,1.0,2.1793e-19
14208.7960237,1.0,0.00333333,-87.8029,0.9,86.3153,1.0,0.00333333,,-111.498498326,-111.498498326,147.78,-111.498498326,0.00333333,500,299.999969474,14208.7960237,500.0,-95.8309,100,2,1.0,1.0,5.43914e-20
4919.01649414,1.0,0.0025,-85.6793,0.9,82.5756,1.0,0.0025,,-79.3083383788,-79.3083383788,110.32,-79.3083383788,0.0025,500,400.0,4919.01649414,500.0,-92.6317,100,2,1.0,1.0,5.4346e-20
9209.13386699,1.09859,0.002,-85.3767,0.9,84.5711,0.0631844,0.0132602,0.410905,-95.7265105754,-95.7265105754,130.14,-95.7265105754,0.000115028,500,373.196235679,9209.13386699,389.459830325,-92.4231,100,1,1.28383,7.28377,1.36185e-06
2561.61262489,1.0,0.01,-73.0347,0.9,50.3587,1.0,0.01,,-73.03465681,-73.03465681,103.12,-73.03465681,0.01,500,100.0,2561.61262489,500.0,-86.9394,100,2,1.0,1.0,3.50449e-18
7151.10923467,1.0,0.005,-80.1385,0.9,69.7012,1.0,0.005,,-87.242451769,-87.242451769,119.39,-87.242451769,0.005,500,200.000000102,7151.10923467,500.0,-89.9707,100,2,1.0,1.0,2.1793e-19
8223.92773644,1.0,0.00333333,-83.8127,0.9,77.3288,1.0,0.00333333,,-91.1610134874,-91.1610134874,123.98,-91.1610134874,0.00333333,500,299.999969474,8223.92773644,500.0,-91.8406,100,2,1.0,1.0,5.43914e-20
6042.77289699,1.0,0.0025,-84.0216,0.9,77.3338,1.0,0.0025,,-84.6484278713,-84.6484278713,117.06,-84.6484278713,0.0025,500,400.0,6042.77289699,500.0,-90.974,100,2,1.0,1.0,5.4346e-20
7183.03747719,0.942349,0.002,-70.7923,0.9,57.8151,8.35799e-24,0.0702954,5.44824,-88.3159297527,-88.3159297527,120.64,-88.3159297527,1.77386e-26,500,70.1953150194,7183.03747719,169.231681716,-81.4809,100,1,2.95453,33.1214,2.4541e-05
11381.0521605,1.0,0.01,-101.571,0.9,106.147,1.0,0.01,,-101.570520726,-101.570520726,135.97,-101.570520726,0.01,500,100.0,11381.0521605,500.0,-115.475,100,2,1.0,1.0,3.50449e-18
9227.34420911,1.0,0.005,-98.2736,0.9,101.055,1.0,0.005,,-94.9766594172,-94.9766594172,129.29,-94.9766594172,0.005,500,200.000000102,9227.34420911,500.0,-108.106,100,2,1.0,1.0,2.1793e-19
3729.21310891,1.0,0.00333333,-91.3568,0.9,90.1906,1.0,0.00333333,,-77.5233332008,-77.5233332008,108.46,-77.5233332008,0.00333333,500,299.999969474,3729.21310891,500.0,-99.3848,100,2,1.0,1.0,5.43914e-20
4933.60763233,1.0,0.0025,-88.3341,0.9,85.7277,1.0,0.0025,,-79.2657389322,-79.2657389322,110.01,-79.2657389322,0.0025,500,400.0,4933.60763233,500.0,-95.2864,100,2,1.0,1.0,5.4346e-20
8253.24392221,1.2962,0.002,-85.4692,0.9,123.81,4.32952e-05,0.00971905,2.4865,-90.4241047044,-90.4241047044,123.63,-90.4241047044,6.68033e-08,500,201.858481227,8253.24392221,346.152309842,-92.9428,100,1,1.44445,6.29892,5.91977e-06
2619.81517663,1.0,0.01,-75.5152,0.9,50.9276,1.0,0.01,,-75.5151852621,-75.5151852621,106.37,-75.5151852621,0.01,500,100.0,2619.81517663,500.0,-89.4197,100,2,1.0,1.0,3.50449e-18
2582.53170731,1.0,0.005,-74.4277,0.9,50.7577,1.0,0.005,,-73.3402172203,-73.3402172203,103.17,-73.3402172203,0.005,500,200.000000102,2582.53170731,500.0,-84.2597,100,2,1.0,1.0,2.1793e-19
6134.54143895,1.0,0.00333333,-76.632,0.9,61.251,1.0,0.00333333,,-81.0405940984,-81.0405940984,111.5,-81.0405940984,0.00333333,500,299.999969474,6134.54143895,500.0,-84.6599,100,2,1.0,1.0,5.43914e-20
4929.63512921,1.0,0.0025,-77.4735,0.9,63.5293,1.0,0.0025,,-79.9979287499,-79.9979287499,111.64,-79.9979287499,0.0025,500,400.0,4929.63512921,500.0,-84.4259,100,2,1.0,1.0,5.4346e-20
6047.47967838,1.18674,0.002,-76.2369,0.9,69.4167,0.370405,0.00692619,1.16951,-84.6514900775,-84.6514900775,116.72,-84.6514900775,0.000624242,500,273.409994877,6047.47967838,406.041466859,-83.1374,100,1,1.2314,4.10978,3.32166e-06
4930.73632775,1.0,0.01,-79.6561,0.9,69.8672,1.0,0.01,,-79.6560880771,-79.6560880771,110.67,-79.6560880771,0.01,500,100.0,4930.73632775,500.0,-93.5607,100,2,1.0,1.0,3.50449e-18
13229.2158932,1.0,0.005,-94.1209,0.9,95.9083,1.0,0.005,,-108.585648771,-108.585648771,144.72,-108.585648771,0.005,500,200.000000102,13229.2158932,500.0,-103.953,100,2,1.0,1.0,2.1793e-19
7164.75606413,1.0,0.00333333,-91.588,0.9,92.2468,1.0,0.00333333,,-86.5223258127,-86.5223258127,118.72,-86.5223258127,0.00333333,500,299.999969474,7164.75606413,500.0,-99.6159,100,2,1.0,1.0,5.43914e-20
6040.42055602,1.0,0.0025,-89.5771,0.9,88.8214,1.0,0.0025,,-83.5442809471,-83.5442809471,115.73,-83.5442809471,0.0025,500,400.0,6040.42055602,500.0,-96.5298,100,2,1.0,1.0,5.4346e-20
4905.85109535,1.15401,0.002,-84.4029,0.9,95.9634,1.07613e-06,0.00309609,0.65601,-81.1909385873,-81.1909385873,112.74,-81.1909385873,1.86504e-09,500,335.207441098,4905.85109535,399.801276755,-91.3574,100,1,1.25062,1.78645,1.9704e-06
6060.04147952,1.0,0.01,-83.839,0.9,77.4561,1.0,0.01,,-83.8389544407,-83.8389544407,115.24,-83.8389544407,0.01,500,100.0,6060.04147952,500.0,-97.7436,100,2,1.0,1.0,3.50449e-18
7068.38473246,1.0,0.005,-86.6868,0.9,80.664,1.0,0.005,,-89.5346803989,-89.5346803989,123.12,-89.5346803989,0.005,500,200.000000102,7068.38473246,500.0,-96.519,100,2,1.0,1.0,2.1793e-19
10128.7638748,1.0,0.00333333,-91.652,0.9,87.9181,1.0,0.00333333,,-101.582488891,-101.582488891,137.01,-101.582488891,0.00333333,500,299.999969474,10128.7638748,500.0,-99.68,100,2,1.0,1.0,5.43914e-20
3761.74634621,1.0,0.0025,-88.3434,0.9,82.2257,1.0,0.0025,,-78.4173537733,-78.4173537733,109.78,-78.4173537733,0.0025,500,400.0,3761.74634621,500.0,-95.2957,100,2,1.0,1.0,5.4346e-20
4976.66637658,2.04172,0.002,-81.8256,0.9,123.227,0.00720122,0.0105889,9.58685,-80.1381356035,-80.1381356035,111.53,-80.1381356035,7.05408e-06,500,151.736875582,4976.66637658,327.797956046,-89.5056,100,1,1.52533,10.8098,9.19908e-06
3761.74153805,1.0,0.01,-78.3015,0.9,61.0256,1.0,0.01,,-78.3014523961,-78.3014523961,109.34,-78.3014523961,0.01,500,100.0,3761.74153805,500.0,-92.2061,100,2,1.0,1.0,3.50449e-18
1402.96488742,1.0,0.005,-74.7019,0.9,50.6901,1.0,0.005,,-71.1023203103,-71.1023203103,101.67,-71.1023203103,0.005,500,200.000000102,1402.96488742,500.0,-84.5339,100,2,1.0,1.0,2.1793e-19
7092.85506216,1.0,0.00333333,-79.171,0.9,63.9811,1.0,0.00333333,,-88.1091999699,-88.1091999699,120.81,-88.1091999699,0.00333333,500,299.999969474,7092.85506216,500.0,-87.1988,100,2,1.0,1.0,5.43914e-20
7011.76458894,1.0,0.0025,-82.4354,0.9,69.5526,1.0,0.0025,,-92.2286751758,-92.2286751758,126.44,-92.2286751758,0.0025,500,400.0,7011.76458894,500.0,-89.3877,100,2,1.0,1.0,5.4346e-20
4959.75439839,3.32102,0.002,-64.6188,0.9,46.9066,0.615691,0.169872,447.198,-79.6236132579,-79.6236132579,110.6,-79.6236132579,0.000370785,500,12.0580708259,4959.75439839,245.131247925,-73.4999,100,1,2.03972,282.074,0.000162188
7181.7324414,1.0,0.01,-88.5937,0.9,84.3203,1.0,0.01,,-88.593740827,-88.593740827,121.37,-88.593740827,0.01,500,100.0,7181.7324414,500.0,-102.498,100,2,1.0,1.0,3.50449e-18
6043.38184334,1.0,0.005,-86.2619,0.9,80.9436,1.0,0.005,,-83.9300481156,-83.9300481156,115.53,-83.9300481156,0.005,500,200.000000102,6043.38184334,500.0,-96.094,100,2,1.0,1.0,2.1793e-19
14119.8931192,1.0,0.00333333,-95.0539,0.9,95.8232,1.0,0.00333333,,-112.638057728,-112.638057728,149.15,-112.638057728,0.00333333,500,299.999969474,14119.8931192,500.0,-103.082,100,2,1.0,1.0,5.43914e-20
6044.35328242,1.0,0.0025,-92.2743,0.9,91.6827,1.0,0.0025,,-83.9354436022,-83.9354436022,115.83,-83.9354436022,0.0025,500,400.0,6044.35328242,500.0,-99.2267,100,2,1.0,1.0,5.4346e-20
4940.30724025,1.16744,0.002,-86.8876,0.9,87.4246,0.108784,0.00388348,0.403852,-80.3803140748,-80.3803140748,111.6,-80.3803140748,0.000186362,500,385.884101319,4940.30724025,384.851987698,-93.9755,100,1,1.2992,2.26687,1.18525e-06
2601.11200943,1.0,0.01,-72.7621,0.9,50.7455,1.0,0.01,,-72.7620729589,-72.7620729589,103.15,-72.7620729589,0.01,500,100.0,2601.11200943,500.0,-86.6666,100,2,1.0,1.0,3.50449e-18
7169.44623488,1.0,0.005,-80.2579,0.9,69.9472,1.0,0.005,,-87.7536684003,-87.7536684003,120.29,-87.7536684003,0.005,500,200.000000102,7169.44623488,500.0,-90.09,100,2,1.0,1.0,2.1793e-19
1369.46888146,1.0,0.00333333,-77.2361,0.9,61.0895,1.0,0.00333333,,-71.1925933261,-71.1925933261,101.74,-71.1925933261,0.00333333,500,299.999969474,1369.46888146,500.0,-85.264,100,2,1.0,1.0,5.43914e-20
6078.76014228,1.0,0.0025,-78.56,0.9,65.6407,1.0,0.0025,,-82.5318069443,-82.5318069443,114.04,-82.5318069443,0.0025,500,400.0,6078.76014228,500.0,-85.5124,100,2,1.0,1.0,5.4346e-20
6057.3267192,1.10449,0.002,-78.8662,0.9,67.518,0.069473,0.00210654,0.0491355,-84.0635792205,-84.0635792205,116.45,-84.0635792205,0.000125801,500,480.678638121,6057.3267192,484.121414483,-85.1858,100,1,1.0328,1.16333,1.61112e-07
6111.72802962,1.0,0.01,-81.2591,0.9,77.7857,1.0,0.01,,-81.2591192766,-81.2591192766,112.23,-81.2591192766,0.01,500,100.0,6111.72802962,500.0,-95.1637,100,2,1.0,1.0,3.50449e-18
3746.75393282,1.0,0.005,-78.9023,0.9,69.8964,1.0,0.005,,-76.5454268819,-76.5454268819,107.27,-76.5454268819,0.005,500,200.000000102,3746.75393282,500.0,-88.7343,100,2,1.0,1.0,2.1793e-19
8250.84490541,1.0,0.00333333,-83.0591,0.9,77.5522,1.0,0.00333333,,-91.3725940645,-91.3725940645,123.98,-91.3725940645,0.00333333,500,299.999969474,8250.84490541,500.0,-91.087,100,2,1.0,1.0,5.43914e-20
2535.34664675,1.0,0.0025,-81.2866,0.9,71.7473,1.0,0.0025,,-75.9694732904,-75.9694732904,106.71,-75.9694732904,0.0025,500,400.0,2535.34664675,500.0,-88.239,100,2,1.0,1.0,5.4346e-20
7096.30097162,3.0674,0.002,-69.9442,0.9,57.9136,0.0479354,0.0771523,241.445,-88.8275124976,-88.8275124976,121.94,-88.8275124976,3.12547e-05,500,18.7901179614,7096.30097162,279.970023885,-78.2543,100,1,1.78591,118.329,0.000102645
2517.72205367,1.0,0.01,-75.6832,0.9,49.9254,1.0,0.01,,-75.6831799828,-75.6831799828,107.28,-75.6831799828,0.01,500,100.0,2517.72205367,500.0,-89.5877,100,2,1.0,1.0,3.50449e-18
6100.23990816,1.0,0.005,-79.8438,0.9,65.4462,1.0,0.005,,-84.0043609424,-84.0043609424,115.87,-84.0043609424,0.005,500,200.000000102,6100.23990816,500.0,-89.6757,100,2,1.0,1.0,2.1793e-19
4897.68871341,1.0,0.00333333,-80.1001,0.9,66.8718,1.0,0.00333333,,-80.6127122191,-80.6127122191,112.19,-80.6127122191,0.00333333,500,299.999969474,4897.68871341,500.0,-88.1279,100,2,1.0,1.0,5.43914e-20
5995.14442781,1.0,0.0025,-81.4334,0.9,69.5917,1.0,0.0025,,-85.4333560754,-85.4333560754,118.07,-85.4333560754,0.0025,500,400.0,5995.14442781,500.0,-88.3857,100,2,1.0,1.0,5.4346e-20
3731.85903073,1.19778,0.002,-79.7961,0.9,85.0517,0.757288,0.0125968,1.75939,-77.0554095222,-77.0554095222,107.9,-77.0554095222,0.00126449,500,224.831909378,3731.85903073,432.070670678,-86.4854,100,1,1.15722,7.54411,4.90535e-06
6066.46803617,1.0,0.01,-82.1918,0.9,77.4971,1.0,0.01,,-82.1918471809,-82.1918471809,113.7,-82.1918471809,0.01,500,100.0,6066.46803617,500.0,-96.0966,100,2,1.0,1.0,3.50449e-18
3789.11496784,1.0,0.005,-80.0679,0.9,69.8786,1.0,0.005,,-77.9439284725,-77.9439284725,109.56,-77.9439284725,0.005,500,200.000000102,3789.11496784,500.0,-89.9001,100,2,1.0,1.0,2.1793e-19
10213.5979443,1.0,0.00333333,-86.5436,0.9,81.9128,1.0,0.00333333,,-99.4948872103,-99.4948872103,134.19,-99.4948872103,0.00333333,500,299.999969474,10213.5979443,500.0,-94.5715,100,2,1.0,1.0,5.43914e-20
4931.88358857,1.0,0.0025,-84.6813,0.9,79.1412,1.0,0.0025,,-79.0943988177,-79.0943988177,109.53,-79.0943988177,0.0025,500,400.0,4931.88358857,500.0,-91.6337,100,2,1.0,1.0,5.4346e-20
9176.4152542,1.43409,0.002,-82.244,0.9,87.8607,0.169646,0.0083262,3.06272,-97.2565203243,-97.2565203243,131.92,-97.2565203243,0.000236591,500,201.107109696,9176.4152542,298.912348632,-90.2865,100,1,1.67273,5.97026,5.95684e-06
