Delta,VarVanillaIw,IterType,BatchSize,AvgNormIw,Bound,J,AvgDiscRet,MinVanillaIw,ESSRenyi,VarJ,AvgEpLen,AvgVanillaIw,MaxVanillaIw,AvgRet,VarNormIw,VarDiscRet,VanillaAvgRet,ESSClassic,VarRet,eRenyi2,MaxNormIw,MinNormIw,EpsThisIter
0.7,,2,500,0.01,1895.15,2147.33,2147.32548194,1.0,500.0,656.187,233.71,1.0,1.0,2147.32548194,3.50449e-18,434930.658829,2147.32548194,100.0,434930.658829,1.0,0.01,0.01,100
0.7,,2,500,0.005,1929.04,2107.35,2067.38024697,1.0,500.0,624.142,225.49,1.0,1.0,2067.38024697,2.1793e-19,348817.976942,2067.38024697,200.000000102,348817.976942,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1941.38,2115.59,2132.06865344,1.0,500.0,628.518,232.04,1.0,1.0,2132.06865344,5.43914e-20,409689.204722,2132.06865344,299.999969474,409689.204722,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1966.03,2117.3,2122.41881337,1.0,500.0,638.005,231.13,1.0,1.0,2122.41881337,5.4346e-20,447536.420212,2122.41881337,400.0,447536.420212,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1980.22,2115.52,2108.39164588,1.0,500.0,624.402,229.96,1.0,1.0,2108.39164588,5.43187e-20,324364.868887,2108.39164588,500.000006643,324364.868887,1.0,0.002,0.002,100
0.7,,2,500,0.01,1805.84,2086.49,2086.48519973,1.0,500.0,594.371,227.36,1.0,1.0,2086.48519973,3.50449e-18,356845.433108,2086.48519973,100.0,356845.433108,1.0,0.01,0.01,100
0.7,,2,500,0.005,1922.45,2120.9,2155.31180522,1.0,500.0,588.496,234.8,1.0,1.0,2155.31180522,2.1793e-19,340414.065599,2155.31180522,200.000000102,340414.065599,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1941.06,2103.09,2067.48127253,1.0,500.0,572.119,225.16,1.0,1.0,2067.48127253,5.43914e-20,290304.387195,2067.48127253,299.999969474,290304.387195,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1966.17,2107.89,2122.26210446,1.0,500.0,574.506,230.88,1.0,1.0,2122.26210446,5.4346e-20,341407.760514,2122.26210446,400.0,341407.760514,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1974.36,2110.64,2121.64863524,1.0,500.0,586.319,230.91,1.0,1.0,2121.64863524,5.43187e-20,402496.694471,2121.64863524,500.000006643,402496.694471,1.0,0.002,0.002,100
0.7,,2,500,0.01,1880.15,2155.72,2155.72062157,1.0,500.0,624.747,234.62,1.0,1.0,2155.72062157,3.50449e-18,394250.738999,2155.72062157,100.0,394250.738999,1.0,0.01,0.01,100
0.7,,2,500,0.005,2009.28,2204.14,2252.55203083,1.0,500.0,625.259,244.8,1.0,1.0,2252.55203083,2.1793e-19,390809.540318,2252.55203083,200.000000102,390809.540318,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,2016.45,2175.55,2118.37126033,1.0,500.0,592.311,230.73,1.0,1.0,2118.37126033,5.43914e-20,268379.441121,2118.37126033,299.999969474,268379.441121,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,2019.97,2161.01,2117.41592218,1.0,500.0,609.84,230.78,1.0,1.0,2117.41592218,5.4346e-20,436955.387503,2117.41592218,400.0,436955.387503,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2023.63,2149.78,2104.82012271,1.0,500.0,603.116,228.99,1.0,1.0,2104.82012271,5.43187e-20,331921.743578,2104.82012271,500.000006643,331921.743578,1.0,0.002,0.002,100
0.7,,2,500,0.01,1924.31,2177.92,2177.91646855,1.0,500.0,634.906,236.79,1.0,1.0,2177.91646855,3.50449e-18,407176.921025,2177.91646855,100.0,407176.921025,1.0,0.01,0.01,100
0.7,,2,500,0.005,1976.26,2156.35,2134.79095432,1.0,500.0,629.849,232.53,1.0,1.0,2134.79095432,2.1793e-19,393318.314533,2134.79095432,200.000000102,393318.314533,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,2002.48,2150.96,2140.18712257,1.0,500.0,642.9,233.18,1.0,1.0,2140.18712257,5.43914e-20,450875.456425,2140.18712257,299.999969474,450875.456425,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,2007.75,2159.49,2185.07748614,1.0,500.0,664.101,237.82,1.0,1.0,2185.07748614,5.4346e-20,528571.563017,2185.07748614,400.0,528571.563017,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2000.69,2136.42,2044.12989701,1.0,500.0,644.68,222.69,1.0,1.0,2044.12989701,5.43187e-20,306355.79508,2044.12989701,500.000006643,306355.79508,1.0,0.002,0.002,100
0.7,,2,500,0.01,1935.15,2239.29,2239.28742481,1.0,500.0,700.172,243.7,1.0,1.0,2239.28742481,3.50449e-18,495193.216549,2239.28742481,100.0,495193.216549,1.0,0.01,0.01,100
0.7,,2,500,0.005,1952.57,2168.21,2097.14101013,1.0,500.0,711.064,228.21,1.0,1.0,2097.14101013,2.1793e-19,516041.569356,2097.14101013,200.000000102,516041.569356,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1965.63,2141.71,2088.70105943,1.0,500.0,678.816,227.52,1.0,1.0,2088.70105943,5.43914e-20,370638.326158,2088.70105943,299.999969474,370638.326158,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1980.67,2133.16,2107.49161178,1.0,500.0,666.424,229.67,1.0,1.0,2107.49161178,5.4346e-20,397204.413743,2107.49161178,400.0,397204.413743,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1993.6,2129.99,2117.33837832,1.0,500.0,676.78,230.78,1.0,1.0,2117.33837832,5.43187e-20,518660.21375,2117.33837832,500.000006643,518660.21375,1.0,0.002,0.002,100
0.7,,2,500,0.01,1800.4,2105.51,2105.51341763,1.0,500.0,675.046,229.3,1.0,1.0,2105.51341763,3.50449e-18,460289.64647,2105.51341763,100.0,460289.64647,1.0,0.01,0.01,100
0.7,,2,500,0.005,1873.93,2089.68,2073.83921453,1.0,500.0,626.2,226.38,1.0,1.0,2073.83921453,2.1793e-19,331378.621823,2073.83921453,200.000000102,331378.621823,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1925.52,2101.68,2125.68242215,1.0,500.0,614.868,231.48,1.0,1.0,2125.68242215,5.43914e-20,352598.102519,2125.68242215,299.999969474,352598.102519,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1946.74,2099.29,2092.14398176,1.0,500.0,593.39,227.87,1.0,1.0,2092.14398176,5.4346e-20,276956.345534,2092.14398176,400.0,276956.345534,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1979.23,2115.79,2181.76840761,1.0,500.0,622.863,237.53,1.0,1.0,2181.76840761,5.43187e-20,531219.410613,2181.76840761,500.000006643,531219.410613,1.0,0.002,0.002,100
0.7,,2,500,0.01,1909.97,2189.1,2189.09964087,1.0,500.0,677.398,238.07,1.0,1.0,2189.09964087,3.50449e-18,463502.629371,2189.09964087,100.0,463502.629371,1.0,0.01,0.01,100
0.7,,2,500,0.005,1915.32,2112.7,2036.2913996,1.0,500.0,631.594,222.09,1.0,1.0,2036.2913996,2.1793e-19,330584.974856,2036.2913996,200.000000102,330584.974856,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1946.0,2107.15,2096.06766373,1.0,500.0,643.175,228.54,1.0,1.0,2096.06766373,5.43914e-20,447489.148167,2096.06766373,299.999969474,447489.148167,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1964.8,2104.37,2096.00753025,1.0,500.0,656.349,228.36,1.0,1.0,2096.00753025,5.4346e-20,486933.863972,2096.00753025,400.0,486933.863972,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1979.88,2115.9,2162.05837234,1.0,500.0,667.228,235.54,1.0,1.0,2162.05837234,5.43187e-20,505179.414681,2162.05837234,500.000006643,505179.414681,1.0,0.002,0.002,100
0.7,,2,500,0.01,1791.29,2085.13,2085.13062108,1.0,500.0,623.716,227.37,1.0,1.0,2085.13062108,3.50449e-18,392950.795038,2085.13062108,100.0,392950.795038,1.0,0.01,0.01,100
0.7,,2,500,0.005,1903.97,2111.75,2138.36727247,1.0,500.0,627.226,232.68,1.0,1.0,2138.36727247,2.1793e-19,400390.510307,2138.36727247,200.000000102,400390.510307,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1927.96,2097.61,2069.3334761,1.0,500.0,625.718,225.86,1.0,1.0,2069.3334761,5.43914e-20,390449.429919,2069.3334761,299.999969474,390449.429919,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1975.72,2122.64,2197.73953828,1.0,500.0,633.189,239.11,1.0,1.0,2197.73953828,5.4346e-20,425881.354424,2197.73953828,400.0,425881.354424,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1971.66,2103.07,2024.78928055,1.0,500.0,623.225,220.89,1.0,1.0,2024.78928055,5.43187e-20,334016.863182,2024.78928055,500.000006643,334016.863182,1.0,0.002,0.002,100
0.7,,2,500,0.01,1795.17,2070.11,2070.10526905,1.0,500.0,605.116,225.82,1.0,1.0,2070.10526905,3.50449e-18,369864.051386,2070.10526905,100.0,369864.051386,1.0,0.01,0.01,100
0.7,,2,500,0.005,1864.81,2059.22,2048.33597288,1.0,500.0,614.372,223.22,1.0,1.0,2048.33597288,2.1793e-19,392428.205,2048.33597288,200.000000102,392428.205,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1965.22,2140.7,2303.67317888,1.0,500.0,649.123,250.4,1.0,1.0,2303.67317888,5.43914e-20,474077.824814,2303.67317888,299.999969474,474077.824814,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1970.51,2122.48,2067.80956069,1.0,500.0,650.743,225.35,1.0,1.0,2067.80956069,5.4346e-20,430099.487928,2067.80956069,400.0,430099.487928,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1991.65,2127.58,2147.97789457,1.0,500.0,645.219,233.75,1.0,1.0,2147.97789457,5.43187e-20,391063.658155,2147.97789457,500.000006643,391063.658155,1.0,0.002,0.002,100
0.7,,2,500,0.01,1889.17,2188.11,2188.10555539,1.0,500.0,613.394,237.83,1.0,1.0,2188.10555539,3.50449e-18,380052.441361,2188.10555539,100.0,380052.441361,1.0,0.01,0.01,100
0.7,,2,500,0.005,1897.65,2109.03,2029.9560924,1.0,500.0,618.527,221.55,1.0,1.0,2029.9560924,2.1793e-19,380195.471256,2029.9560924,200.000000102,380195.471256,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1962.06,2138.53,2197.51754548,1.0,500.0,642.657,239.24,1.0,1.0,2197.51754548,5.43914e-20,473388.828537,2197.51754548,299.999969474,473388.828537,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1970.5,2123.33,2077.72784686,1.0,500.0,633.866,226.31,1.0,1.0,2077.72784686,5.4346e-20,369037.299069,2077.72784686,400.0,369037.299069,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1966.03,2102.72,2020.29988934,1.0,500.0,622.467,220.19,1.0,1.0,2020.29988934,5.43187e-20,324938.018702,2020.29988934,500.000006643,324938.018702,1.0,0.002,0.002,100
0.7,,2,500,0.01,1910.45,2148.29,2148.28757661,1.0,500.0,596.06,233.71,1.0,1.0,2148.28757661,3.50449e-18,358876.191039,2148.28757661,100.0,358876.191039,1.0,0.01,0.01,100
0.7,,2,500,0.005,1923.45,2133.12,2117.95696437,1.0,500.0,599.014,230.75,1.0,1.0,2117.95696437,2.1793e-19,365543.764016,2117.95696437,200.000000102,365543.764016,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1970.07,2143.98,2165.69751506,1.0,500.0,615.717,235.69,1.0,1.0,2165.69751506,5.43914e-20,423210.615554,2165.69751506,299.999969474,423210.615554,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,2007.78,2160.14,2208.61428669,1.0,500.0,655.93,240.21,1.0,1.0,2208.61428669,5.4346e-20,586385.198034,2208.61428669,400.0,586385.198034,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2008.64,2144.91,2083.98107661,1.0,500.0,649.137,227.22,1.0,1.0,2083.98107661,5.43187e-20,385129.060338,2083.98107661,500.000006643,385129.060338,1.0,0.002,0.002,100
0.7,,2,500,0.01,1753.32,2056.51,2056.50879595,1.0,500.0,599.101,224.08,1.0,1.0,2056.50879595,3.50449e-18,362547.809854,2056.50879595,100.0,362547.809854,1.0,0.01,0.01,100
0.7,,2,500,0.005,1899.86,2114.25,2171.99103206,1.0,500.0,660.044,236.11,1.0,1.0,2171.99103206,2.1793e-19,510833.014695,2171.99103206,200.000000102,510833.014695,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1908.84,2083.89,2023.17350194,1.0,500.0,627.152,220.57,1.0,1.0,2023.17350194,5.43914e-20,306174.018126,2023.17350194,299.999969474,306174.018126,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1950.56,2102.15,2156.93912677,1.0,500.0,628.04,234.71,1.0,1.0,2156.93912677,5.4346e-20,397754.336218,2156.93912677,400.0,397754.336218,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1982.68,2118.28,2182.765977,1.0,500.0,633.476,237.74,1.0,1.0,2182.765977,5.43187e-20,427802.168836,2182.765977,500.000006643,427802.168836,1.0,0.002,0.002,100
0.7,,2,500,0.01,1729.48,2034.07,2034.06856853,1.0,500.0,609.294,221.58,1.0,1.0,2034.06856853,3.50449e-18,374989.331353,2034.06856853,100.0,374989.331353,1.0,0.01,0.01,100
0.7,,2,500,0.005,1896.53,2111.91,2189.75143683,1.0,500.0,622.299,238.23,1.0,1.0,2189.75143683,2.1793e-19,395106.190644,2189.75143683,200.000000102,395106.190644,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1929.27,2105.13,2091.57208301,1.0,500.0,600.651,227.96,1.0,1.0,2091.57208301,5.43914e-20,310661.676149,2091.57208301,299.999969474,310661.676149,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1968.78,2121.08,2168.91191759,1.0,500.0,611.719,235.96,1.0,1.0,2168.91191759,5.4346e-20,415560.713023,2168.91191759,400.0,415560.713023,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1990.78,2127.0,2150.70119697,1.0,500.0,615.428,234.21,1.0,1.0,2150.70119697,5.43187e-20,400261.379974,2150.70119697,500.000006643,400261.379974,1.0,0.002,0.002,100
0.7,,2,500,0.01,1815.8,2110.46,2110.46156031,1.0,500.0,673.643,230.06,1.0,1.0,2110.46156031,3.50449e-18,458378.251239,2110.46156031,100.0,458378.251239,1.0,0.01,0.01,100
0.7,,2,500,0.005,1880.23,2088.59,2066.71748059,1.0,500.0,606.4,225.06,1.0,1.0,2066.71748059,2.1793e-19,283526.392234,2066.71748059,200.000000102,283526.392234,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1915.27,2085.39,2079.00487404,1.0,500.0,599.468,226.06,1.0,1.0,2079.00487404,5.43914e-20,346044.139058,2079.00487404,299.999969474,346044.139058,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1965.32,2112.65,2194.41170441,1.0,500.0,593.099,238.54,1.0,1.0,2194.41170441,5.4346e-20,323298.479168,2194.41170441,400.0,323298.479168,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1988.18,2124.59,2172.37541437,1.0,500.0,612.207,236.48,1.0,1.0,2172.37541437,5.43187e-20,468753.542969,2172.37541437,500.000006643,468753.542969,1.0,0.002,0.002,100
0.7,,2,500,0.01,1780.67,2075.19,2075.19372601,1.0,500.0,606.82,225.71,1.0,1.0,2075.19372601,3.50449e-18,371949.514211,2075.19372601,100.0,371949.514211,1.0,0.01,0.01,100
0.7,,2,500,0.005,1890.43,2098.69,2122.18549379,1.0,500.0,634.41,231.24,1.0,1.0,2122.18549379,2.1793e-19,440019.31443,2122.18549379,200.000000102,440019.31443,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1939.8,2109.85,2132.16191844,1.0,500.0,632.536,232.05,1.0,1.0,2132.16191844,5.43914e-20,398591.381296,2132.16191844,299.999969474,398591.381296,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1950.72,2103.0,2082.45841622,1.0,500.0,622.742,226.84,1.0,1.0,2082.45841622,5.4346e-20,353903.756844,2082.45841622,400.0,353903.756844,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1960.17,2096.38,2069.88249533,1.0,500.0,623.659,225.7,1.0,1.0,2069.88249533,5.43187e-20,396611.074045,2069.88249533,500.000006643,396611.074045,1.0,0.002,0.002,100
0.7,,2,500,0.01,1642.29,1946.69,1946.69138641,1.0,500.0,613.971,212.63,1.0,1.0,1946.69138641,3.50449e-18,380768.316626,1946.69138641,100.0,380768.316626,1.0,0.01,0.01,100
0.7,,2,500,0.005,1788.92,2004.16,2061.62815946,1.0,500.0,600.735,224.58,1.0,1.0,2061.62815946,2.1793e-19,341615.773628,2061.62815946,200.000000102,341615.773628,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1877.24,2052.98,2150.63142388,1.0,500.0,615.301,233.96,1.0,1.0,2150.63142388,5.43914e-20,403754.362745,2150.63142388,299.999969474,403754.362745,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1932.53,2084.73,2179.97789492,1.0,500.0,637.566,237.4,1.0,1.0,2179.97789492,5.4346e-20,482912.052781,2179.97789492,400.0,482912.052781,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1940.22,2076.35,2042.84279938,1.0,500.0,622.265,222.47,1.0,1.0,2042.84279938,5.43187e-20,311820.581692,2042.84279938,500.000006643,311820.581692,1.0,0.002,0.002,100
0.7,,2,500,0.01,1861.71,2109.46,2109.46000336,1.0,500.0,597.6,230.07,1.0,1.0,2109.46000336,3.50449e-18,360732.800611,2109.46000336,100.0,360732.800611,1.0,0.01,0.01,100
0.7,,2,500,0.005,1864.86,2080.11,2050.76896491,1.0,500.0,644.828,223.68,1.0,1.0,2050.76896491,2.1793e-19,477533.303053,2050.76896491,200.000000102,477533.303053,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1931.96,2107.71,2162.89183809,1.0,500.0,649.213,235.79,1.0,1.0,2162.89183809,5.43914e-20,432583.2751,2162.89183809,299.999969474,432583.2751,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1956.82,2109.02,2112.96514334,1.0,500.0,651.284,230.23,1.0,1.0,2112.96514334,5.4346e-20,436599.739242,2112.96514334,400.0,436599.739242,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1966.83,2102.97,2078.75478747,1.0,500.0,643.932,226.6,1.0,1.0,2078.75478747,5.43187e-20,379621.0632,2078.75478747,500.000006643,379621.0632,1.0,0.002,0.002,100
0.7,,2,500,0.01,1831.1,2134.88,2134.87667632,1.0,500.0,629.746,232.36,1.0,1.0,2134.87667632,3.50449e-18,400585.376946,2134.87667632,100.0,400585.376946,1.0,0.01,0.01,100
0.7,,2,500,0.005,1968.79,2183.59,2232.30710123,1.0,500.0,635.722,243.09,1.0,1.0,2232.30710123,2.1793e-19,411068.800421,2232.30710123,200.000000102,411068.800421,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1939.77,2115.16,1978.28289061,1.0,500.0,607.756,215.91,1.0,1.0,1978.28289061,5.43914e-20,274460.811914,1978.28289061,299.999969474,274460.811914,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1972.52,2124.41,2152.15918506,1.0,500.0,608.637,234.38,1.0,1.0,2152.15918506,5.4346e-20,376390.602984,2152.15918506,400.0,376390.602984,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1977.81,2114.41,2074.41759201,1.0,500.0,620.21,226.02,1.0,1.0,2074.41759201,5.43187e-20,443989.280838,2074.41759201,500.000006643,443989.280838,1.0,0.002,0.002,100
0.7,,2,500,0.01,1823.65,2113.09,2113.09278923,1.0,500.0,597.539,230.0,1.0,1.0,2113.09278923,3.50449e-18,360659.514732,2113.09278923,100.0,360659.514732,1.0,0.01,0.01,100
0.7,,2,500,0.005,1931.98,2146.99,2180.88834541,1.0,500.0,613.649,237.46,1.0,1.0,2180.88834541,2.1793e-19,397755.591092,2180.88834541,200.000000102,397755.591092,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1987.14,2162.69,2194.09435394,1.0,500.0,625.128,238.94,1.0,1.0,2194.09435394,5.43914e-20,421967.451456,2194.09435394,299.999969474,421967.451456,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1989.1,2141.13,2076.43597967,1.0,500.0,631.319,226.43,1.0,1.0,2076.43597967,5.4346e-20,420524.003305,2076.43597967,400.0,420524.003305,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1994.56,2131.16,2091.30795765,1.0,500.0,623.077,227.88,1.0,1.0,2091.30795765,5.43187e-20,348365.878086,2091.30795765,500.000006643,348365.878086,1.0,0.002,0.002,100
0.7,,2,500,0.01,1740.21,2044.96,2044.96077893,1.0,500.0,575.799,222.68,1.0,1.0,2044.96077893,3.50449e-18,334893.176096,2044.96077893,100.0,334893.176096,1.0,0.01,0.01,100
0.7,,2,500,0.005,1840.84,2056.34,2067.71170452,1.0,500.0,574.932,225.22,1.0,1.0,2067.71170452,2.1793e-19,332616.471531,2067.71170452,200.000000102,332616.471531,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1912.05,2088.0,2151.31904918,1.0,500.0,620.526,234.57,1.0,1.0,2151.31904918,5.43914e-20,492979.374468,2151.31904918,299.999969474,492979.374468,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1920.21,2072.59,2026.37312833,1.0,500.0,614.999,220.86,1.0,1.0,2026.37312833,5.4346e-20,358476.172946,2026.37312833,400.0,358476.172946,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1961.49,2097.78,2198.51513084,1.0,500.0,610.379,239.06,1.0,1.0,2198.51513084,5.43187e-20,340636.998083,2198.51513084,500.000006643,340636.998083,1.0,0.002,0.002,100
0.7,,2,500,0.01,1794.56,2091.11,2091.10595024,1.0,500.0,641.073,227.82,1.0,1.0,2091.10595024,3.50449e-18,415125.241629,2091.10595024,100.0,415125.241629,1.0,0.01,0.01,100
0.7,,2,500,0.005,1904.55,2114.24,2137.36427162,1.0,500.0,671.632,232.91,1.0,1.0,2137.36427162,2.1793e-19,495085.904604,2137.36427162,200.000000102,495085.904604,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1927.53,2101.39,2075.69856369,1.0,500.0,647.052,226.22,1.0,1.0,2075.69856369,5.43914e-20,356423.871629,2075.69856369,299.999969474,356423.871629,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1946.31,2096.88,2083.34593218,1.0,500.0,635.572,226.97,1.0,1.0,2083.34593218,5.4346e-20,363164.246491,2083.34593218,400.0,363164.246491,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1981.92,2116.59,2195.42102667,1.0,500.0,634.54,238.83,1.0,1.0,2195.42102667,5.43187e-20,393566.617812,2195.42102667,500.000006643,393566.617812,1.0,0.002,0.002,100
0.7,,2,500,0.01,1791.18,2076.32,2076.32452477,1.0,500.0,620.07,226.35,1.0,1.0,2076.32452477,3.50449e-18,388370.336641,2076.32452477,100.0,388370.336641,1.0,0.01,0.01,100
0.7,,2,500,0.005,1916.27,2117.9,2159.47088226,1.0,500.0,606.132,235.18,1.0,1.0,2159.47088226,2.1793e-19,350353.19357,2159.47088226,200.000000102,350353.19357,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1946.97,2111.6,2099.00696094,1.0,500.0,621.823,229.01,1.0,1.0,2099.00696094,5.43914e-20,429252.478244,2099.00696094,299.999969474,429252.478244,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1982.1,2124.68,2163.89959422,1.0,500.0,605.339,235.37,1.0,1.0,2163.89959422,5.4346e-20,306766.463049,2163.89959422,400.0,306766.463049,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1980.64,2116.31,2082.83254528,1.0,500.0,612.357,226.98,1.0,1.0,2082.83254528,5.43187e-20,411884.981699,2082.83254528,500.000006643,411884.981699,1.0,0.002,0.002,100
0.7,,2,500,0.01,1849.17,2113.54,2113.54410946,1.0,500.0,563.934,230.13,1.0,1.0,2113.54410946,3.50449e-18,321234.241867,2113.54410946,100.0,321234.241867,1.0,0.01,0.01,100
0.7,,2,500,0.005,1931.96,2143.56,2173.5692353,1.0,500.0,615.871,236.63,1.0,1.0,2173.5692353,2.1793e-19,443203.372042,2173.5692353,200.000000102,443203.372042,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1977.37,2150.15,2163.32312774,1.0,500.0,613.733,235.49,1.0,1.0,2163.32312774,5.43914e-20,374897.499333,2163.32312774,299.999969474,374897.499333,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1985.21,2134.83,2088.89698417,1.0,500.0,611.621,227.71,1.0,1.0,2088.89698417,5.4346e-20,367176.55723,2088.89698417,400.0,367176.55723,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1999.51,2133.33,2127.33530864,1.0,500.0,625.146,231.67,1.0,1.0,2127.33530864,5.43187e-20,462293.223518,2127.33530864,500.000006643,462293.223518,1.0,0.002,0.002,100
0.7,,2,500,0.01,1653.11,1957.08,1957.08469412,1.0,500.0,584.522,213.69,1.0,1.0,1957.08469412,3.50449e-18,345116.564769,1957.08469412,100.0,345116.564769,1.0,0.01,0.01,100
0.7,,2,500,0.005,1851.22,2066.17,2175.25292389,1.0,500.0,633.902,237.3,1.0,1.0,2175.25292389,2.1793e-19,442626.859016,2175.25292389,200.000000102,442626.859016,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1884.87,2060.37,2048.75996114,1.0,500.0,607.459,223.28,1.0,1.0,2048.75996114,5.43914e-20,306213.146883,2048.75996114,299.999969474,306213.146883,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1911.96,2063.94,2074.68092083,1.0,500.0,600.328,226.06,1.0,1.0,2074.68092083,5.4346e-20,337782.763799,2074.68092083,400.0,337782.763799,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,1945.65,2081.59,2152.19322797,1.0,500.0,594.324,234.02,1.0,1.0,2152.19322797,5.43187e-20,321513.85783,2152.19322797,500.000006643,321513.85783,1.0,0.002,0.002,100
0.7,,2,500,0.01,1868.77,2173.94,2173.93698331,1.0,500.0,716.551,236.51,1.0,1.0,2173.93698331,3.50449e-18,518631.94962,2173.93698331,100.0,518631.94962,1.0,0.01,0.01,100
0.7,,2,500,0.005,1936.23,2152.02,2130.09920374,1.0,500.0,700.888,231.78,1.0,1.0,2130.09920374,2.1793e-19,472809.894919,2130.09920374,200.000000102,472809.894919,1.0,0.005,0.005,100
0.7,,2,500,0.00333333,1969.82,2146.01,2133.98306396,1.0,500.0,657.785,232.36,1.0,1.0,2133.98306396,5.43914e-20,318521.579354,2133.98306396,299.999969474,318521.579354,1.0,0.00333333,0.00333333,100
0.7,,2,500,0.0025,1998.04,2150.62,2164.46332134,1.0,500.0,641.624,235.63,1.0,1.0,2164.46332134,5.4346e-20,351945.890107,2164.46332134,400.0,351945.890107,1.0,0.0025,0.0025,100
0.7,,1,500,0.002,2010.43,2146.9,2132.02984254,1.0,500.0,645.042,231.98,1.0,1.0,2132.02984254,5.43187e-20,437770.778576,2132.02984254,500.000006643,437770.778576,1.0,0.002,0.002,100
0.7,,2,500,0.01,1795.62,2088.65,2088.6456928,1.0,500.0,629.646,227.43,1.0,1.0,2088.6456928,3.50449e-18,400458.295684,2088.6456928,100.0,400458.295684,1.0,0.01,0.01,100
