Iteration,EpRewMean,EmpiricalD2,MeanD2w0t,ReturnMeanIW,ReturnStepMax,MinIW,InitialBound,TimestepsSoFar,EpThisIter,InitialReturnMin,MeanIW,MeanEntropy,MinD2w0t,MaxIW,J_sample_variance,InitialReturnStd,MaxD2w0t,StdD2w0t,InitialReturnMax,Weights,EpLenMean,EpisodesSoFar,TimeElapsed,Bound,InitialReturnMean,ReturnStepMaxmin,StdIW
162,-107.08295372768409,1.0000871,0.07298323,-77.78071,100.0,0.9651243,-2791.8462,583488,100,-95.46642,0.9975456,1.4007561,,1.0155534,185.58087,13.560484,1.0002191,0.26012337,-35.478405,[-0.555 -1.109 -0.81  -1.05  -0.018],36.49,16200,1628.033707857132,-2791.7527,-77.964485,99.0,0.008495492
163,-106.46475517411156,1.0000162,0.074580684,-77.325645,100.0,0.9862645,-2818.2502,587217,100,-96.211174,0.9994961,1.4004822,,1.0124478,220.90024,14.778723,1.0000353,0.26271364,-31.046955,[-0.555 -1.11  -0.811 -1.05  -0.018],37.29,16300,1638.1787250041962,-2818.2295,-77.36228,99.0,0.0044322996
164,-107.68771421007145,1.0000281,0.07156108,-78.93684,100.0,0.9781376,-2674.4585,590795,100,-95.96074,0.9994176,1.4008247,,1.0155646,158.76733,12.593498,1.0000756,0.25776878,-42.773884,[-0.555 -1.11  -0.81  -1.051 -0.018],35.78,16400,1649.187279701233,-2674.4321,-78.9879,99.00007,0.005589498
165,-106.89404061773239,1.0003572,0.070306756,-78.44663,100.0,0.9430212,-2792.7148,594310,100,-96.910255,0.9949193,1.4010017,,1.0404502,198.82262,14.001681,1.0006663,0.2556781,-31.770508,[-0.555 -1.11  -0.811 -1.051 -0.018],35.15,16500,1659.403305530548,-2792.5173,-78.833084,99.0,0.015596871
166,-106.17517296620703,1.0001005,0.06456265,-80.344826,100.0,0.9747256,-2816.2249,597538,100,-96.43744,0.9979556,1.4017097,,1.0368271,221.34045,14.845146,1.0001717,0.24576236,-13.630064,[-0.556 -1.11  -0.811 -1.05  -0.018],32.28,16600,1669.3154788017273,-2816.1438,-80.50074,99.0,0.010282527
167,-107.8964847695699,1.000038,0.07588183,-77.429146,100.0,0.9791582,-2637.6562,601332,100,-94.69821,0.99885046,1.4014747,,1.0140028,179.24014,13.289988,1.0001494,0.2648176,-43.441216,[-0.557 -1.111 -0.811 -1.05  -0.017],37.94,16700,1679.7038524150848,-2637.6147,-77.50784,99.0,0.005398317
168,-107.3644992391615,1.0001035,0.07032244,-79.12913,100.0,0.97568846,-2861.8464,604848,100,-97.064995,0.9981343,1.4014813,,1.0206552,170.45988,13.019687,1.0001705,0.25569227,-19.895752,[-0.556 -1.111 -0.81  -1.05  -0.017],35.16,16800,1689.5200119018555,-2861.7795,-79.263756,99.0,0.009607478
169,-108.57893840588432,1.0000904,0.07370268,-78.559135,100.0,0.97613686,-2698.5518,608533,100,-95.62921,0.99824446,1.4022523,,1.0386397,135.57599,11.573995,1.0001372,0.2612918,-49.341938,[-0.555 -1.11  -0.81  -1.05  -0.017],36.85,16900,1699.2253658771515,-2698.486,-78.68652,99.00001,0.008882994
170,-106.12349789055541,1.0001137,0.07524301,-76.55597,100.0,0.97833824,-2879.152,612295,100,-93.94743,0.99807346,1.40191,,1.0250039,212.07253,14.597076,1.0001961,0.26379836,-18.518633,[-0.556 -1.11  -0.81  -1.05  -0.017],37.62,17000,1709.72070646286,-2879.0737,-76.7122,99.0,0.00831904
171,-106.6597086578786,1.0000333,0.0706216,-78.41043,100.0,0.976365,-2749.1018,615826,100,-95.24642,0.9990071,1.4019732,,1.0184352,203.14499,14.20287,1.0000858,0.25618842,-25.22631,[-0.557 -1.111 -0.81  -1.049 -0.017],35.31,17100,1719.0429728031158,-2749.059,-78.49058,99.0,0.005484586
172,-106.629034052438,1.0000308,0.07398136,-77.28014,100.0,0.98234224,-2754.5718,619525,100,-95.51202,0.9987411,1.4024525,,1.0201294,192.24686,13.717816,1.0000663,0.2617377,-41.535427,[-0.557 -1.112 -0.811 -1.05  -0.017],36.99,17200,1728.0779917240143,-2754.5337,-77.35209,99.0,0.00552376
173,-106.29604890172882,1.0000976,0.07282247,-77.23362,100.0,0.96959186,-2704.9817,623166,100,-93.45381,0.99837804,1.4023495,,1.0291425,177.2701,13.287385,1.0001757,0.25985822,-45.69692,[-0.557 -1.111 -0.811 -1.05  -0.016],36.41,17300,1738.1927938461304,-2704.9185,-77.356285,99.000015,0.010426588
174,-105.61686873657048,1.000018,0.07442077,-76.65226,100.0,0.9879409,-2871.4512,626887,100,-94.597435,0.99933237,1.4024361,,1.0181301,236.69516,15.315345,1.0000373,0.26244614,-21.214645,[-0.557 -1.112 -0.811 -1.05  -0.017],37.21,17400,1748.3801279067993,-2871.4282,-76.69621,99.0,0.004288407
175,-107.87391429000125,1.0000911,0.07124372,-79.04283,100.0,0.9682817,-2749.827,630449,100,-95.98198,0.99765724,1.4019796,,1.0220754,167.4602,12.8551035,1.0001525,0.2572348,-37.4228,[-0.557 -1.112 -0.811 -1.05  -0.016],35.62,17500,1757.5089190006256,-2749.738,-79.21555,99.00002,0.00968582
176,-105.73763883431718,1.0000421,0.07422103,-76.790054,100.0,0.9728114,-2779.087,634160,100,-96.009186,0.99872583,1.4019141,,1.0205699,246.76205,15.604926,1.0001105,0.26214215,-20.991238,[-0.558 -1.112 -0.812 -1.05  -0.017],37.11,17600,1767.039306640625,-2779.0261,-76.87956,99.0,0.007032047
177,-106.3647463673926,1.000072,0.07142187,-78.171906,100.0,0.97760844,-2735.2007,637731,100,-95.415184,0.99901783,1.4018233,,1.0248193,201.43858,14.222352,1.0001317,0.25752726,-38.577408,[-0.557 -1.112 -0.811 -1.05  -0.017],35.71,17700,1778.4799876213074,-2735.1504,-78.265976,99.00001,0.007902967
178,-108.34440413983502,1.000016,0.068140656,-80.473816,100.0,0.9832702,-2723.1392,641138,100,-96.046936,0.999334,1.4017328,,1.0107846,123.055374,11.039077,1.0000725,0.2519844,-41.072113,[-0.557 -1.112 -0.811 -1.05  -0.017],34.07,17800,1786.6599843502045,-2723.1128,-80.521706,99.00032,0.0036213628
179,-106.27781296392804,1.0000253,0.07294124,-77.68193,100.0,0.98448396,-2818.6423,644785,100,-96.52782,0.9989581,1.4018888,,1.0116636,220.67531,14.76713,1.0000695,0.26003724,-31.421886,[-0.558 -1.112 -0.812 -1.05  -0.017],36.47,17900,1796.7493619918823,-2818.601,-77.75437,99.0,0.0047259293
180,-107.63617606617271,1.0000118,0.071040384,-79.14922,100.0,0.9888924,-2762.8606,648337,100,-96.34894,0.99972767,1.4014542,,1.0101492,189.6744,13.735401,1.0000254,0.25688693,-21.497297,[-0.557 -1.112 -0.811 -1.05  -0.017],35.52,18000,1807.5180413722992,-2762.8428,-79.18064,99.00001,0.0035039291
181,-107.46948707273474,1.0000588,0.07382214,-77.777565,100.0,0.96914965,-2780.0894,652028,100,-95.405815,0.99841666,1.4010015,,1.0156187,177.96735,13.233047,1.0001206,0.2614928,-17.587585,[-0.557 -1.112 -0.811 -1.05  -0.017],36.91,18100,1816.5875549316406,-2780.037,-77.88215,99.0,0.007972863
182,-106.98891654130507,1.0000514,0.06956216,-79.09135,100.0,0.9759458,-2749.8167,655506,100,-95.48339,0.9981914,1.4003047,,1.0144334,208.04999,14.242981,1.0001116,0.25441912,-30.812452,[-0.557 -1.112 -0.811 -1.05  -0.018],34.78,18200,1825.153886795044,-2749.7595,-79.20534,99.00003,0.0069371685
183,-107.02481097564807,1.0001177,0.06760254,-79.8528,100.0,0.9704739,-2776.1694,658886,100,-96.0251,0.99789053,1.4004174,,1.0292821,190.9257,13.655576,1.0002242,0.2510777,-36.26494,[-0.557 -1.112 -0.811 -1.05  -0.019],33.8,18300,1833.716379404068,-2776.0935,-79.99949,99.0,0.011274082
184,-107.141064633568,1.0000918,0.0670025,-79.98666,100.0,0.97260433,-2707.7424,662236,100,-96.328926,0.9983051,1.3999608,,1.0253652,172.74016,13.084165,1.0001649,0.25002664,-36.833485,[-0.558 -1.112 -0.811 -1.05  -0.018],33.5,18400,1844.3385450839996,-2707.6768,-80.11698,99.0,0.009287276
185,-107.39685970704745,1.0000453,0.067641445,-79.968506,100.0,0.9781702,-2722.663,665618,100,-95.973404,0.9988837,1.3999336,,1.0217882,158.20287,12.454628,1.0001143,0.25113592,-39.151573,[-0.558 -1.112 -0.811 -1.05  -0.019],33.82,18500,1853.6300847530365,-2722.622,-80.04577,99.00004,0.007390482
186,-106.68435954019502,1.000023,0.071840614,-78.307724,100.0,0.9885425,-2768.3357,669210,100,-94.94518,0.99964654,1.3999603,,1.0122515,199.30362,14.10042,1.0000367,0.2582197,-36.434044,[-0.558 -1.112 -0.811 -1.05  -0.019],35.92,18600,1865.494308233261,-2768.3193,-78.340416,99.00008,0.004804407
187,-106.12678260472967,1.0000635,0.07044163,-78.16435,100.0,0.975812,-2673.7188,672732,100,-95.6549,0.9986823,1.4000196,,1.0156423,197.17859,13.896905,1.0001298,0.2558996,-44.398933,[-0.558 -1.112 -0.811 -1.049 -0.019],35.22,18700,1872.390457868576,-2673.6738,-78.24814,99.0,0.0070478017
188,-107.46320497069242,1.0000409,0.07618114,-77.17125,100.0,0.9820112,-2823.1616,676541,100,-96.51591,0.99948186,1.4000423,,1.0143896,192.93054,13.864539,1.0000619,0.2652844,-12.19397,[-0.557 -1.112 -0.811 -1.049 -0.019],38.09,18800,1883.834727525711,-2823.134,-77.222824,99.0,0.0058392016
189,-106.74164145100734,1.0000136,0.070120305,-78.65233,100.0,0.98658997,-2728.5464,680047,100,-95.76334,0.99935627,1.4002821,,1.0125234,177.14368,13.201441,1.000058,0.25534552,-45.125725,[-0.557 -1.112 -0.811 -1.05  -0.019],35.06,18900,1891.9206664562225,-2728.522,-78.68825,99.0,0.003554926
190,-107.82670223801333,1.0000062,0.07662016,-77.52697,100.0,0.9931813,-2734.4792,683878,100,-95.25071,0.9997567,1.4003625,,1.0063581,181.4367,13.394686,1.0000172,0.2659812,-45.35254,[-0.557 -1.112 -0.811 -1.05  -0.019],38.31,19000,1902.487263917923,-2734.4688,-77.544365,99.000015,0.0022664203
191,-106.63730734335633,1.0000247,0.07656131,-76.36037,100.0,0.98100644,-2790.3096,687706,100,-95.85125,0.99896467,1.4000194,,1.0124619,203.21391,14.144308,1.0000745,0.26589352,-34.946423,[-0.557 -1.111 -0.811 -1.05  -0.019],38.28,19100,1912.3744752407074,-2790.2734,-76.42762,99.000015,0.0052422215
192,-105.37264988573556,1.0001132,0.07806383,-75.16431,100.0,0.9624946,-2857.9111,691609,100,-94.54775,0.9975511,1.3999354,,1.0243993,265.5168,16.165003,1.0002562,0.26828337,-21.00892,[-0.556 -1.112 -0.81  -1.05  -0.019],39.03,19200,1923.3078615665436,-2857.8274,-75.328384,99.0,0.010259997
193,-107.06972964019587,1.0000186,0.07128093,-78.89646,100.0,0.9855642,-2798.4736,695173,100,-96.089325,0.9994277,1.3995267,,1.0112666,244.32423,15.584309,1.0000408,0.25728518,-24.693794,[-0.555 -1.111 -0.81  -1.05  -0.019],35.64,19300,1933.438924074173,-2798.4458,-78.94733,99.00002,0.004060239
194,-107.06247849031479,1.0000275,0.06884111,-79.2862,100.0,0.98132706,-2699.2307,698615,100,-95.74744,0.9988661,1.3994069,,1.013934,164.59515,12.744683,1.0000901,0.25318393,-39.756725,[-0.555 -1.112 -0.81  -1.05  -0.019],34.42,19400,1944.633702993393,-2699.1775,-79.36539,99.00002,0.0049059065
195,-107.51579116952814,1.0000327,0.07000092,-79.20202,100.0,0.98742115,-2639.393,702115,100,-96.398735,0.9993448,1.3995214,,1.0147597,145.90349,11.988712,1.0000478,0.25515792,-50.860023,[-0.554 -1.112 -0.81  -1.051 -0.02 ],35.0,19500,1955.952959060669,-2639.3708,-79.24472,99.0,0.004966488
196,-107.62673178794017,1.0000254,0.07654085,-77.21122,100.0,0.98592776,-2672.719,705942,100,-95.627045,0.99940157,1.3999606,,1.0098925,164.45038,12.707083,1.000045,0.26586488,-44.28187,[-0.554 -1.112 -0.81  -1.051 -0.019],38.27,19600,1965.831104516983,-2672.7002,-77.24821,99.0,0.004213785
197,-108.02603129390388,1.0000516,0.07288208,-78.75594,100.0,0.9811247,-2824.8103,709586,100,-95.04898,0.9983154,1.4007405,,1.0189748,186.06268,13.542158,1.0001153,0.25994414,-19.869328,[-0.555 -1.112 -0.81  -1.051 -0.019],36.44,19700,1975.0927872657776,-2824.7505,-78.87149,99.0,0.0061832867
198,-106.6652281032519,1.0000156,0.07162058,-78.32141,100.0,0.98576903,-2797.8843,713167,100,-95.392204,0.99956423,1.4003973,,1.0099409,195.56622,13.93668,1.0000386,0.25785652,-24.597822,[-0.554 -1.112 -0.81  -1.051 -0.018],35.81,19800,1986.113203048706,-2797.8647,-78.35792,99.0,0.0040522027
199,-108.15565872474178,1.0000777,0.07380404,-78.44191,100.0,0.9733529,-2735.5613,716857,100,-94.17619,0.99733233,1.4004192,,1.0191716,146.6801,11.997791,1.0001929,0.2614495,-45.389145,[-0.554 -1.112 -0.81  -1.051 -0.019],36.9,19900,1997.4142179489136,-2735.465,-78.62645,99.00014,0.007234885
200,-106.7035688063062,1.0000342,0.07288142,-77.71143,100.0,0.9798506,-2761.4697,720501,100,-95.76016,0.99894804,1.399939,,1.0136902,187.37811,13.61059,1.0000721,0.25994205,-36.405163,[-0.554 -1.113 -0.811 -1.051 -0.018],36.44,20000,2008.3953776359558,-2761.4285,-77.78982,99.000015,0.005360281
201,-106.4941761815425,1.0000345,0.06876128,-78.898056,100.0,0.980184,-2682.751,723939,100,-96.19176,0.99917173,1.3997852,,1.0096557,180.56912,13.357689,1.0000554,0.25305343,-34.031776,[-0.554 -1.113 -0.811 -1.051 -0.019],34.38,20100,2019.165046930313,-2682.7192,-78.95789,99.0,0.005515205
202,-107.81155253983998,1.0001451,0.07478777,-77.442795,100.0,0.9450186,-2664.73,727678,100,-94.69274,0.9954599,1.399064,,1.0218703,150.90248,12.171879,1.0003732,0.2630605,-46.306477,[-0.555 -1.113 -0.812 -1.052 -0.019],37.39,20200,2028.9516668319702,-2664.5457,-77.77945,99.000046,0.012862914
203,-107.45440639869562,1.0000114,0.07470024,-77.97095,100.0,0.9915741,-2791.872,731413,100,-95.0523,0.99974537,1.399044,,1.0083754,205.61873,14.278883,1.0000196,0.26291284,-14.51115,[-0.555 -1.115 -0.812 -1.052 -0.02 ],37.35,20300,2040.235057592392,-2791.8616,-77.99012,99.000015,0.003567297
204,-107.49965918345754,1.0000911,0.06960308,-79.28433,100.0,0.96353036,-2707.0742,734893,100,-95.83301,0.99806994,1.3988665,,1.0203912,152.0056,12.365142,1.0002048,0.25448334,-46.12509,[-0.555 -1.115 -0.813 -1.052 -0.02 ],34.8,20400,2049.1634016036987,-2706.988,-79.44864,99.00028,0.011176182
205,-106.76834579132382,1.0000565,0.07144174,-78.390625,100.0,0.9770087,-2721.095,738465,100,-94.557144,0.9987086,1.3984591,,1.0176071,201.62524,14.096793,1.000134,0.2575558,-31.234627,[-0.555 -1.115 -0.813 -1.053 -0.02 ],35.72,20500,2060.4724564552307,-2721.049,-78.4775,99.0,0.0070195915
206,-107.12842031238922,1.0000774,0.07692208,-76.55138,100.0,0.9800946,-2711.8591,742311,100,-95.63626,0.99836737,1.3985246,,1.0200157,195.15202,13.74587,1.0001646,0.26647666,-32.53344,[-0.554 -1.115 -0.813 -1.053 -0.02 ],38.46,20600,2073.788803577423,-2711.8047,-76.65121,99.00002,0.007498101
207,-108.77615586214682,1.0000222,0.068920754,-80.74422,100.0,0.9815113,-2758.0198,745757,100,-95.24718,0.9990889,1.3988668,,1.0163538,130.29552,11.314523,1.0000672,0.253326,-40.99523,[-0.553 -1.115 -0.812 -1.053 -0.02 ],34.46,20700,2084.0939440727234,-2757.9893,-80.80002,99.0335,0.004585254
208,-105.74509895642545,1.0001262,0.069622695,-78.17061,100.0,0.97155505,-2755.5352,749238,100,-95.21004,0.99785936,1.3989848,,1.0398624,232.80078,15.080838,1.0002726,0.25452116,-37.314907,[-0.553 -1.115 -0.812 -1.053 -0.02 ],34.81,20800,2094.9901506900787,-2755.4624,-78.315475,99.0,0.0105912015
209,-107.69335278482465,1.0000408,0.069721885,-79.40579,100.0,0.9696211,-2729.3608,752724,100,-93.80983,0.99856615,1.3985287,,1.0155613,148.2854,12.076213,1.0000758,0.25467917,-45.289898,[-0.552 -1.114 -0.812 -1.053 -0.02 ],34.86,20900,2106.301836013794,-2729.3103,-79.502754,99.00001,0.0070524574
210,-108.64956066845978,1.0001541,0.07154341,-79.39255,100.0,0.9637967,-2699.4443,756301,100,-96.404236,0.99739623,1.3984432,,1.0265335,150.60954,12.082359,1.0003816,0.25774053,-45.65551,[-0.552 -1.114 -0.812 -1.053 -0.02 ],35.77,21000,2116.850610256195,-2699.3496,-79.57913,99.00006,0.010660512
211,-107.46812032568012,1.0000175,0.07244047,-78.29614,100.0,0.9894601,-2705.9526,759923,100,-95.25996,0.99962014,1.3980885,,1.0105789,152.36774,12.280377,1.0000358,0.25921974,-46.467377,[-0.55  -1.115 -0.812 -1.054 -0.02 ],36.22,21100,2126.1181242465973,-2705.9358,-78.32714,99.000046,0.0037476823
212,-107.93733586232628,1.0001465,0.06992357,-79.56133,100.0,0.94553995,-2763.4429,763419,100,-95.050804,0.997233,1.397484,,1.0253388,148.09633,12.08874,1.0002722,0.25501752,-40.406246,[-0.55  -1.115 -0.813 -1.053 -0.021],34.96,21200,2135.6408796310425,-2763.339,-79.76289,99.00001,0.011928622
213,-106.97645546395935,1.0000117,0.06798046,-79.67194,100.0,0.9862346,-2722.3196,766818,100,-96.040634,0.9995052,1.3973697,,1.0069628,185.70691,13.522854,1.000026,0.25170603,-39.62722,[-0.55  -1.115 -0.812 -1.054 -0.021],33.99,21300,2146.6368174552917,-2722.3027,-79.702034,99.0,0.0032477248
214,-107.14764220874085,1.0000298,0.07392122,-77.637955,100.0,0.9836119,-2741.5488,770514,100,-94.965645,0.9991231,1.3975697,,1.0197494,166.43068,12.826248,1.0000592,0.2616425,-37.732628,[-0.55  -1.115 -0.812 -1.054 -0.022],36.96,21400,2156.633444786072,-2741.518,-77.69775,99.0,0.005209479
215,-108.84974455706534,1.0000561,0.07472274,-78.568184,100.0,0.9677488,-2656.9126,774250,100,-95.39548,0.9985289,1.3973532,,1.0169272,148.56131,12.169102,1.0001334,0.26295072,-44.283936,[-0.55  -1.115 -0.812 -1.054 -0.021],37.36,21500,2166.0522227287292,-2656.8533,-78.685326,99.00003,0.0075693405
216,-106.88381047927336,1.0000355,0.067960985,-79.73862,100.0,0.9842962,-2729.6494,777648,100,-95.74125,0.9993875,1.3970261,,1.0166569,192.6164,13.859397,1.0000579,0.25167772,-42.333145,[-0.55  -1.115 -0.813 -1.054 -0.022],33.98,21600,2176.0191168785095,-2729.622,-79.79116,99.00005,0.005593062
217,-106.965523631671,1.0000019,0.07632003,-76.759636,100.0,0.99444604,-2778.9731,781464,100,-95.08711,0.9998469,1.39703,,1.0049634,205.75014,14.25967,1.0000066,0.2655138,-18.339426,[-0.55  -1.115 -0.812 -1.054 -0.022],38.16,21700,2186.45365524292,-2778.9685,-76.765755,99.00001,0.0013977692
218,-106.76279085581868,1.0001357,0.07722522,-76.24558,100.0,0.97606397,-2747.0918,785325,100,-96.06266,0.99698514,1.3980659,,1.0635549,195.97891,14.008174,1.000252,0.2669509,-35.083023,[-0.55  -1.115 -0.812 -1.054 -0.022],38.61,21800,2195.7807891368866,-2746.972,-76.48053,99.00001,0.011685678
219,-106.89422614457193,1.0000553,0.0793026,-75.963745,100.0,0.9732491,-2816.975,789290,100,-95.81885,0.9977725,1.397833,,1.0147454,240.34276,15.327926,1.0001446,0.27021214,-29.886095,[-0.55  -1.116 -0.812 -1.054 -0.021],39.65,21900,2207.010511159897,-2816.9092,-76.08709,99.0,0.007467514
220,-106.84782327244199,1.000075,0.07976329,-75.31519,100.0,0.96879995,-2732.3997,793278,100,-97.405754,0.9979885,1.398087,,1.0259448,183.98738,13.500416,1.0002046,0.27092165,-32.643757,[-0.55  -1.115 -0.812 -1.053 -0.021],39.88,22000,2217.176976442337,-2732.3188,-75.46483,99.000404,0.00846442
221,-108.04951781427627,1.0001324,0.0693029,-79.918495,100.0,0.9650696,-2722.7156,796743,100,-94.855354,0.9978469,1.3983289,,1.0339255,163.92007,12.83718,1.0002629,0.25397003,-30.540289,[-0.55  -1.116 -0.812 -1.054 -0.021],34.65,22100,2227.6529376506805,-2722.6099,-80.09819,99.0,0.011338909
222,-106.09627207627835,1.0000366,0.07856129,-75.5824,100.0,0.9853241,-2840.703,800671,100,-97.622116,0.99930155,1.3984143,,1.017253,257.38663,15.988922,1.0000677,0.26904652,-9.266975,[-0.549 -1.116 -0.812 -1.054 -0.021],39.28,22200,2238.677903652191,-2840.6738,-75.638824,99.0,0.006802063
223,-106.37566569296752,1.0002726,0.070366494,-78.07861,100.0,0.9443024,-2735.3435,804189,100,-96.15768,0.99574673,1.397981,,1.0423841,203.8562,14.2638235,1.0004375,0.25576723,-37.379875,[-0.549 -1.116 -0.812 -1.054 -0.021],35.18,22300,2247.714980363846,-2735.1738,-78.4086,99.0,0.017478604
224,-108.50033992348743,1.0000304,0.068921484,-80.3487,100.0,0.9845248,-2658.6514,807635,100,-96.09865,0.99903697,1.3984156,,1.0173105,139.98875,11.772623,1.0000764,0.2533293,-47.24796,[-0.549 -1.116 -0.812 -1.054 -0.021],34.46,22400,2256.2863030433655,-2658.609,-80.424095,99.0,0.0047282004
225,-107.92087648037082,1.0001223,0.07548294,-77.680466,100.0,0.9603438,-2785.9377,811409,100,-96.461334,0.9979959,1.3980659,,1.025548,166.70488,12.773773,1.0002507,0.26417843,-37.75743,[-0.549 -1.115 -0.811 -1.054 -0.021],37.74,22500,2267.5684943199158,-2785.862,-77.82789,99.000015,0.012117322
226,-106.45398051606108,1.0000331,0.07282138,-77.56663,100.0,0.97964764,-2773.821,815050,100,-93.52778,0.99895704,1.397483,,1.0130907,193.00446,13.872416,1.0000801,0.2598544,-36.870937,[-0.548 -1.115 -0.811 -1.054 -0.021],36.41,22600,2278.3954911231995,-2773.7751,-77.65114,99.0,0.006166947
227,-107.29329669355009,1.0000187,0.07452052,-77.783714,100.0,0.98904425,-2741.6675,818776,100,-94.780525,0.9996477,1.3973469,,1.0110337,167.49844,12.894626,1.0000393,0.26261908,-42.963257,[-0.549 -1.115 -0.811 -1.054 -0.021],37.26,22700,2288.4260261058807,-2741.6497,-77.816414,99.0,0.004141373
228,-107.05270064227871,1.0000094,0.072180316,-78.30968,100.0,0.986666,-2742.1858,822385,100,-96.65184,0.99972373,1.3970083,,1.0065894,200.24666,14.101721,1.0000316,0.25878993,-36.90287,[-0.549 -1.115 -0.811 -1.054 -0.022],36.09,22800,2299.32643866539,-2742.1714,-78.33483,99.0,0.0029856588
229,-107.72268606082173,1.0000584,0.0717421,-78.78177,100.0,0.9698909,-2768.879,825972,100,-93.98326,0.998541,1.3969355,,1.029713,156.50916,12.4392185,1.00011,0.2580701,-38.51309,[-0.549 -1.115 -0.811 -1.054 -0.022],35.87,22900,2309.961250066757,-2768.8267,-78.88366,99.0,0.008009175
230,-106.1461790481681,1.0000148,0.06710061,-79.646706,100.0,0.9914915,-2849.277,829327,100,-95.42328,0.99937844,1.3973736,,1.010137,228.92963,15.046297,1.0000386,0.25020638,-20.706156,[-0.549 -1.115 -0.811 -1.053 -0.022],33.55,23000,2319.1518511772156,-2849.2556,-79.68873,99.0,0.003743683
231,-106.44863105529942,1.0001152,0.07734396,-75.99519,100.0,0.9748004,-2836.6013,833194,100,-96.64607,0.9980036,1.3973478,,1.0242211,217.73761,14.746269,1.0002177,0.26714274,-13.065634,[-0.548 -1.115 -0.811 -1.054 -0.022],38.67,23100,2328.9624807834625,-2836.517,-76.1622,99.0,0.009918562
232,-106.16413573331752,1.000052,0.073202424,-77.13917,100.0,0.97375673,-2887.0908,836854,100,-94.76269,0.9979251,1.3964915,,1.0183253,196.15948,13.889311,1.0001587,0.2604793,-20.560001,[-0.548 -1.115 -0.81  -1.053 -0.022],36.6,23200,2336.916592359543,-2887.0156,-77.291374,99.0,0.0064112474
233,-106.06117292259808,1.0001053,0.0789036,-75.19488,100.0,0.9684194,-2794.8877,840799,100,-94.8664,0.9980406,1.3960317,,1.0294323,194.85,14.079156,1.0001956,0.26959473,-33.173992,[-0.549 -1.115 -0.811 -1.053 -0.022],39.45,23300,2348.247711658478,-2794.8018,-75.36121,99.000015,0.009946351
234,-106.55724074309963,1.0000402,0.075281925,-76.85187,100.0,0.981422,-2790.825,844563,100,-96.589516,0.9987142,1.3963768,,1.0145544,210.14832,14.422802,1.0000864,0.26385307,-33.312794,[-0.549 -1.116 -0.811 -1.053 -0.023],37.64,23400,2358.117311477661,-2790.7786,-76.94318,99.00001,0.0056613535
235,-105.91448175765576,1.0000628,0.07780277,-75.48845,100.0,0.9719664,-2771.7852,848453,100,-95.52108,0.99792045,1.3958803,,1.0178933,241.18156,15.3399515,1.0001135,0.26785934,-29.882614,[-0.549 -1.116 -0.811 -1.054 -0.023],38.9,23500,2368.9403533935547,-2771.7188,-75.61521,99.0,0.008315737
236,-106.6135057026917,1.0000317,0.07550099,-77.00929,100.0,0.9810406,-2796.5828,852228,100,-95.739365,0.9992206,1.3956224,,1.0134829,226.92491,14.917236,1.0000945,0.2642082,-30.568867,[-0.549 -1.116 -0.811 -1.053 -0.023],37.75,23600,2378.497060775757,-2796.5588,-77.056496,99.000015,0.0053839744
237,-107.08110085935591,1.0001599,0.07888512,-76.06053,100.0,0.9625299,-2746.8809,856172,100,-93.52018,0.99677867,1.3954159,,1.0310414,216.8205,14.570692,1.0002881,0.26957297,-23.593475,[-0.549 -1.115 -0.811 -1.053 -0.023],39.44,23700,2388.7552835941315,-2746.7764,-76.26942,99.0,0.012559836
238,-106.15103494183604,1.0000407,0.07606141,-76.24854,100.0,0.9854099,-2790.2065,859975,100,-94.53922,0.99902326,1.3948824,,1.0125864,222.62334,14.818835,1.0000743,0.26510796,-24.356936,[-0.548 -1.115 -0.81  -1.053 -0.024],38.03,23800,2398.9053683280945,-2790.1648,-76.32478,99.0,0.0057204007
239,-107.36930521033467,1.0000759,0.07498259,-77.276985,100.0,0.9598352,-2761.0784,863724,100,-94.47046,0.9983336,1.3948973,,1.02088,162.71968,12.716513,1.0001436,0.2633598,-39.972477,[-0.548 -1.114 -0.811 -1.053 -0.024],37.49,23900,2409.579362630844,-2761.0151,-77.39852,99.0,0.009080668
240,-106.65190722647012,1.0000205,0.0754009,-76.91992,100.0,0.99135005,-2766.9612,867494,100,-95.0629,0.99937,1.3951422,,1.0124096,215.11441,14.612084,1.0000529,0.2640348,-22.185757,[-0.548 -1.115 -0.811 -1.054 -0.024],37.7,24000,2420.5964465141296,-2766.9368,-76.9659,99.0,0.0045854887
241,-107.3750848471861,1.0000291,0.07220101,-78.5615,100.0,0.9872065,-2728.4744,871104,100,-97.25617,0.99915045,1.3954791,,1.0139639,177.33351,13.219254,1.0000749,0.25882915,-34.75149,[-0.548 -1.114 -0.81  -1.054 -0.024],36.1,24100,2431.2437846660614,-2728.4448,-78.616135,99.0,0.005256302
242,-107.54458606825888,1.0000271,0.07318086,-78.22035,100.0,0.9859338,-2786.3728,874763,100,-96.16799,0.99945533,1.3953989,,1.0137972,169.77515,12.990627,1.0000665,0.26042524,-33.77622,[-0.548 -1.114 -0.81  -1.054 -0.024],36.59,24200,2441.528840780258,-2786.3516,-78.26304,99.00001,0.004628561
