Iteration,EpRewMean,EmpiricalD2,MeanD2w0t,ReturnMeanIW,ReturnStepMax,MinIW,InitialBound,TimestepsSoFar,EpThisIter,InitialReturnMin,MeanIW,MeanEntropy,MinD2w0t,MaxIW,J_sample_variance,InitialReturnStd,MaxD2w0t,StdD2w0t,InitialReturnMax,Weights,EpLenMean,EpisodesSoFar,TimeElapsed,Bound,InitialReturnMean,ReturnStepMaxmin,StdIW
486,-105.46142204483716,1.0001146,0.06508329,-79.537415,100.0,0.96298087,-2820.6147,1763856,100,-96.00783,0.9977064,1.3961347,,1.0207438,233.74689,15.261805,1.000222,0.24668728,-29.521915,[-0.548 -1.13  -0.806 -1.055 -0.022],32.54,48600,4991.770936965942,-2820.5205,-79.72684,99.00002,0.010522145
487,-105.93455178996257,1.0000768,0.07864217,-75.10206,100.0,0.9808989,-2710.4006,1767788,100,-95.40133,0.9988186,1.3964788,,1.022719,203.18953,14.180563,1.0001112,0.26918933,-39.68005,[-0.549 -1.13  -0.806 -1.055 -0.023],39.32,48700,5002.572083950043,-2710.354,-75.19274,99.0,0.007725829
488,-106.73655950946852,1.0000377,0.07644123,-76.608536,100.0,0.9802813,-2726.5247,1771610,100,-94.66864,0.9993027,1.3960314,,1.0117623,199.13293,14.042086,1.000062,0.26569507,-27.434986,[-0.548 -1.13  -0.806 -1.055 -0.022],38.22,48800,5012.642407655716,-2726.4934,-76.66656,99.000015,0.005756516
489,-106.16065406597592,1.0000327,0.07258179,-77.38302,100.0,0.984535,-2705.0813,1775239,100,-95.750206,0.9990838,1.3958789,,1.0178163,181.32979,13.439131,1.0000733,0.25945807,-42.322792,[-0.548 -1.13  -0.806 -1.055 -0.023],36.29,48900,5022.7598531246185,-2705.0447,-77.45583,99.0,0.0055998457
490,-106.23313066491045,1.0000986,0.079583585,-75.211815,100.0,0.96279395,-2739.238,1779218,100,-95.160255,0.9976771,1.3951352,,1.0203012,229.60413,15.044431,1.0001997,0.27066362,-31.510284,[-0.548 -1.129 -0.806 -1.055 -0.023],39.79,49000,5033.974973917007,-2739.139,-75.38696,99.0,0.0094972495
491,-105.73361699295175,1.0000772,0.072182424,-77.76817,100.0,0.9753249,-2880.3347,1782827,100,-96.32675,0.9982581,1.3954793,,1.0242777,261.5372,16.06723,1.0001296,0.25879598,-18.185959,[-0.547 -1.13  -0.806 -1.055 -0.024],36.09,49100,5044.933225154877,-2880.2693,-77.89489,99.0,0.008172185
492,-107.24761064603969,1.00008,0.0701426,-78.948875,100.0,0.97424906,-2682.8674,1786334,100,-95.45238,0.99829483,1.3954147,,1.0195915,168.23695,12.899141,1.0001616,0.25538453,-41.441727,[-0.547 -1.13  -0.806 -1.055 -0.024],35.07,49200,5055.240998029709,-2682.8025,-79.07455,99.0,0.009049603
493,-106.42560709240071,1.0000217,0.07668136,-76.5765,100.0,0.98165745,-2807.0864,1790168,100,-95.410736,0.99923706,1.3955077,,1.0175627,223.80743,14.901722,1.0000498,0.26609272,-29.20008,[-0.547 -1.13  -0.806 -1.056 -0.024],38.34,49300,5066.929095745087,-2807.0493,-76.641975,99.00001,0.00475729
494,-107.65207861432604,1.0002148,0.07418808,-77.73222,100.0,0.9553158,-2705.7058,1793877,100,-95.51708,0.9952011,1.3949682,,1.0303587,185.73863,13.521764,1.0003768,0.26208606,-36.123116,[-0.547 -1.13  -0.806 -1.056 -0.023],37.09,49400,5078.792986392975,-2705.5303,-78.08041,99.0,0.0136350505
495,-105.45956476991411,1.0000923,0.07444207,-76.18925,100.0,0.96698856,-2711.4927,1797599,100,-94.13634,0.9987356,1.3949842,,1.0218078,216.2691,14.639589,1.0001941,0.2624986,-40.862736,[-0.546 -1.13  -0.805 -1.055 -0.024],37.22,49500,5090.147535085678,-2711.4443,-76.284775,99.00001,0.009704544
496,-106.1200975609148,1.0000399,0.07914169,-75.465744,100.0,0.9846749,-2805.981,1801556,100,-94.58821,0.9991444,1.39542,,1.0203658,219.1168,14.816747,1.0000741,0.2699544,-29.583628,[-0.547 -1.13  -0.805 -1.055 -0.024],39.57,49600,5101.908807039261,-2805.9458,-75.5367,99.0,0.006912058
497,-105.71289083138201,1.0000658,0.069923244,-77.94924,100.0,0.9718155,-2681.8872,1805052,100,-95.54591,0.99801236,1.39542,,1.0251116,192.55232,13.809034,1.0001504,0.25501642,-42.926533,[-0.547 -1.13  -0.805 -1.055 -0.024],34.96,49700,5112.313404083252,-2681.8154,-78.0943,99.00001,0.0075154216
498,-107.02955687986172,1.0000252,0.0727608,-78.079185,100.0,0.98483044,-2797.6685,1808690,100,-96.811935,0.99910486,1.3953931,,1.0110803,198.25418,13.991823,1.0001004,0.25973573,-14.881708,[-0.546 -1.13  -0.804 -1.054 -0.024],36.38,49800,5124.227604627609,-2797.6284,-78.14208,99.00001,0.0040180692
499,-105.54086001579886,1.0000255,0.07152124,-77.51613,100.0,0.9831266,-2808.0383,1812266,100,-95.76657,0.9986642,1.3951355,,1.0098665,217.17102,14.603815,1.0000839,0.25770122,-31.066154,[-0.547 -1.13  -0.805 -1.054 -0.024],35.76,49900,5134.82780623436,-2807.9983,-77.59395,99.00002,0.005047082
