Weights,EpThisIter,MinIW,MeanEntropy,MeanIW,Iteration,Bound,InitialBound,ReturnStepMaxmin,EpRewMean,MinD2w0t,StdIW,EntropyCoefficient,EpisodesSoFar,EpLenMean,ReturnMeanIW,TimestepsSoFar,MaxD2w0t,InitialReturnMin,ReturnStepMax,J_sample_variance,TimeElapsed,EmpiricalD2,MeanD2w0t,InitialReturnStd,InitialReturnMax,MaxIW,InitialReturnMean,StdD2w0t
[ 0.582  0.659  0.251  0.835 -0.591],100,0.036314767,0.8408206,1.2842966,161,391.8054,339.84344,88.13193,-114.28949301888937,,2.4662127,100.0,16100,19.26,603.3739,307293,6.4558797,-2.160263,100.0,896509.75,2001.8131248950958,2.6336963,0.0532497,1.0390784,2.8616104,24.66293,8.392334e-07,0.29970738
[ 0.639  0.667  0.236  0.835 -0.578],100,0.2874808,0.8160187,1.0468742,162,274.64926,265.82422,88.93367,-115.97510733232262,,0.42520675,100.0,16200,20.96,472.71744,309389,1.2062765,-2.5580292,100.0,28167.328,2015.8310103416443,1.1304708,0.043666504,0.98846275,2.169777,2.8729992,9.689331e-06,0.20892058
[ 0.63   0.658  0.232  0.836 -0.603],100,0.00010028478,0.79294854,4.886835,163,1044.3506,281.10696,88.6324,-115.26733814856678,,37.23283,100.0,16300,20.28,1982.979,311417,904.70685,-2.6999893,100.0,197452540.0,2027.0600821971893,59.981766,0.32503223,0.9473332,2.4998322,383.16156,2.0599366e-06,7.6402264
[ 0.643  0.708  0.214  0.778 -0.626],100,0.044560455,0.74598646,1.1759734,164,402.71112,357.09473,87.81781,-113.29440041148771,,1.1227478,100.0,16400,18.6,593.76117,313277,4.91457,-2.286972,100.0,270525.6,2041.5561199188232,1.8029761,0.046522267,1.040969,2.8888855,8.382073,5.7983398e-06,0.2482416
[ 0.633  0.688  0.199  0.744 -0.673],100,0.47413823,0.75194806,1.017929,165,298.95898,293.76544,88.6431,-114.98864994534817,,0.28075543,100.0,16500,20.25,475.83408,315302,1.2338033,-2.4358063,100.0,14192.548,2053.4498603343964,1.0870976,0.041469634,1.0905915,2.2278595,2.5018444,1.4495849e-06,0.20194566
[ 0.647  0.693  0.205  0.751 -0.667],100,0.2026635,0.7418386,1.1115477,166,308.09085,278.1405,88.36516,-114.13787809193718,,0.6200258,100.0,16600,19.62,527.1119,317264,1.6126107,-2.3098145,100.0,67650.74,2065.2911698818207,1.3017907,0.042245694,0.8856311,2.6533127,4.786301,3.967285e-06,0.20989919
[ 0.68   0.696  0.207  0.742 -0.677],100,0.00045181465,0.65564674,4.117026,167,1293.158,343.4943,87.66971,-112.87115533696421,,29.842228,100.0,16700,18.32,1965.9606,319096,1045.0385,-2.05188,100.0,192736850.0,2077.3245816230774,34.77583,0.30454874,1.0788628,3.3934479,303.21893,7.2479247e-06,7.849548
[ 0.6    0.76   0.161  0.767 -0.763],100,0.4831385,0.67763853,1.027719,168,330.3073,322.94254,87.95705,-113.50487251478143,,0.33525908,100.0,16800,18.85,513.7354,320981,1.185924,-1.739769,100.0,22728.51,2091.0317220687866,1.0756074,0.038931336,0.90442115,2.5038223,2.1774216,3.1280517e-06,0.19678602
[ 0.597  0.756  0.161  0.775 -0.741],100,0.4934399,0.6889942,1.03285,169,327.42706,318.03412,88.18387,-114.02566970271049,,0.26304507,100.0,16900,19.3,506.0203,322911,1.1677158,-1.5085449,100.0,14561.939,2102.0100700855255,1.0650275,0.04014268,0.79261243,2.2398224,2.2294643,-4.8065185e-06,0.2004607
[ 0.601  0.754  0.157  0.787 -0.73 ],100,0.32347423,0.68614584,1.0226324,170,299.97794,293.8725,88.34006,-114.55901531825812,,0.28642678,100.0,17000,19.65,493.08295,324876,1.2492213,-1.8545456,100.0,16107.083,2114.709599494934,1.0678946,0.04039561,0.9061703,2.7941284,2.2258706,-8.31604e-06,0.19982418
[ 0.595  0.764  0.16   0.804 -0.733],100,0.03228569,0.68516916,1.3412282,171,347.65662,287.61215,88.363525,-114.50290446760036,,2.230046,100.0,17100,19.68,626.4412,326844,5.470505,-1.7223206,100.0,840182.0,2125.570663690567,2.6112638,0.053736232,0.86503655,2.131897,21.791885,-2.9754638e-06,0.29526973
[ 0.571  0.748  0.172  0.813 -0.734],100,0.50812614,0.6674432,1.0421046,172,307.68637,295.65955,88.36955,-114.44361460173951,,0.20877767,100.0,17200,19.68,500.06287,328812,1.1558689,-2.0363007,100.0,8476.124,2137.2589905261993,1.0552621,0.040483017,0.96624875,2.6050415,1.6992881,-1.0681152e-06,0.20006602
[ 0.585  0.74   0.168  0.797 -0.752],100,0.34008396,0.6806582,1.0822064,173,340.45938,319.36774,88.22226,-114.42067175176602,,0.4817494,100.0,17300,19.43,525.4379,330755,1.3312047,-1.5986404,100.0,46672.02,2147.144861936569,1.1944603,0.04292656,0.8179211,2.0289307,3.1650367,-1.8310546e-06,0.21386689
[ 0.591  0.734  0.154  0.793 -0.738],100,0.075726405,0.6800642,1.2227937,174,366.80316,317.85614,87.98326,-113.90049225790503,,1.5440837,100.0,17400,18.96,600.9935,332651,14.135135,-1.8907013,100.0,502624.88,2158.1866738796234,2.328567,0.052680064,1.005189,3.0065918,19.436033,-5.0354006e-06,0.3265356
[ 0.579  0.758  0.169  0.842 -0.739],100,0.0011531513,0.7119158,6.8976064,175,1486.9856,293.33246,88.637405,-115.27352203606733,,58.342026,100.0,17500,20.29,2868.0771,334680,485.96783,-1.8377533,100.0,549435650.0,2168.8403556346893,129.0831,0.52689093,0.85955256,2.6057816,595.64655,4.577637e-06,8.0066395
[ 0.636  0.804  0.163  0.833 -0.707],100,0.13470112,0.7025969,1.1202328,176,357.35034,326.92242,87.868835,-113.48704849649064,,0.62088233,100.0,17600,18.71,562.2203,336551,1.88181,-1.6919632,100.0,76743.375,2178.6335747241974,1.353737,0.04144504,0.9709171,2.3212433,3.9677222,1.2207031e-06,0.21213293
[ 0.632  0.789  0.171  0.835 -0.716],100,0.24058332,0.728407,1.1284232,177,328.71674,293.0644,88.45529,-114.69665559560761,,0.7062509,100.0,17700,19.87,534.4447,338538,2.1857204,-1.7086029,100.0,96241.35,2189.1332428455353,1.3049185,0.045340575,0.9114785,2.093521,4.911979,1.5258789e-06,0.22501034
[ 0.644  0.772  0.182  0.821 -0.691],100,0.4300856,0.73187727,1.0777867,178,342.07654,319.44705,88.21445,-114.08421926737299,,0.37447584,100.0,17800,19.36,522.44574,340474,1.548775,-1.6768799,100.0,26403.248,2200.854902744293,1.1124347,0.040929638,0.9280461,2.749443,3.8037424,-4.5013426e-06,0.20445022
[ 0.623  0.786  0.172  0.816 -0.687],100,0.18887314,0.71286255,1.0612364,179,319.23727,304.6668,88.43613,-114.48232926303555,,0.53748816,100.0,17900,19.8,507.81796,342454,2.0049272,-2.218666,100.0,56553.125,2212.7953078746796,1.2310215,0.043348104,0.98010725,2.9845276,3.8413117,-1.9073486e-06,0.21471502
[ 0.612  0.777  0.169  0.787 -0.706],100,0.021849507,0.70834696,1.2927061,180,367.7662,296.02338,88.12735,-114.09615004830579,,2.0394392,100.0,18000,19.22,621.40826,344376,14.045885,-2.2534637,100.0,813226.25,2224.9160599708557,3.223235,0.058585074,1.013954,2.7460632,16.861677,-9.155273e-07,0.36802888
[ 0.632  0.804  0.17   0.83  -0.711],100,0.18299127,0.7034888,1.0511717,181,280.27148,266.47842,87.941895,-113.46680448681391,,0.47795805,100.0,18100,18.82,527.02704,346258,1.3599123,-1.6922607,100.0,46319.03,2237.5172362327576,1.2076025,0.039796054,0.91566074,2.670723,3.0398736,-2.670288e-06,0.20167406
[ 0.65   0.811  0.172  0.822 -0.715],100,0.1569404,0.70203453,1.1062133,182,332.09982,300.7262,88.30476,-114.26251107540584,,0.57528186,100.0,18200,19.54,531.34265,348212,3.35446,-2.138649,100.0,64247.137,2248.3548896312714,1.3737947,0.043447383,0.91319686,2.8434906,5.8794775,1.5258789e-07,0.21923508
[ 0.665  0.824  0.178  0.851 -0.717],100,0.00045136394,0.6898066,1.88762,183,474.40985,303.90985,88.35367,-114.19233881399242,,7.3706017,100.0,18300,19.61,861.74835,350173,83.217545,-2.0101852,100.0,9619482.0,2259.894647359848,17.506285,0.12297457,0.94639343,2.3195648,57.823483,-2.0599366e-06,1.387721
[ 0.623  0.781  0.176  0.821 -0.729],100,1.0030702e-05,0.6660217,185.80176,184,58147.17,318.7275,87.96355,-113.75272275838506,,1867.0848,100.0,18400,18.94,83120.72,352067,2643478.5,-1.7070847,100.0,686848740000.0,2271.7345700263977,37459.105,197.56412,0.9141443,3.6778336,28862.543,-5.4931643e-06,15592.036
[ 0.589  0.794  0.152  0.664 -0.753],100,0.3641864,0.66699404,1.0460029,185,338.6546,324.28836,88.035736,-113.6605127565747,,0.2720315,100.0,18500,19.0,519.67535,353967,1.2508967,-1.5601273,100.0,15971.302,2284.988362312317,1.0709189,0.039667252,0.97187,2.8691025,2.4864216,-7.5531007e-06,0.19979145
[ 0.61   0.784  0.153  0.676 -0.752],100,0.35899597,0.673715,1.069894,186,319.0966,298.1016,87.953,-113.40131577774076,,0.34994644,100.0,18600,18.9,532.6151,355857,1.3995107,-2.4772415,100.0,25670.549,2294.908125638962,1.1282829,0.039839324,1.182039,2.7092667,2.9772005,-7.095337e-06,0.20132098
[ 0.606  0.794  0.162  0.689 -0.745],100,0.12006281,0.6357427,1.2371861,187,357.6976,294.11627,88.009735,-113.48777805461474,,0.86619824,100.0,18700,18.93,607.18866,357750,2.364237,-1.7093048,100.0,149968.11,2304.5702562332153,1.4694088,0.044242863,0.92228115,2.311203,5.1875105,-1.5716552e-05,0.2269046
[ 0.617  0.805  0.151  0.681 -0.783],100,0.003282941,0.6874928,2.4353623,188,589.1106,360.02686,87.06796,-111.95011248467023,,13.960481,100.0,18800,17.4,1227.1179,359490,202.69295,-2.1222916,100.0,42935292.0,2316.4017431735992,13.728599,0.16697308,1.057827,2.3199158,142.80147,-2.0599366e-06,2.3318696
[ 0.635  0.773  0.137  0.717 -0.731],100,0.021296117,0.68640834,1.2751287,189,398.2969,338.895,87.78586,-113.16406801233667,,2.3544579,100.0,18900,18.53,630.4235,361343,20.557405,-1.7830734,100.0,1016270.9,2328.39412522316,2.9045649,0.05646223,0.8848939,2.9766693,22.22838,-1.7547608e-06,0.36825573
[ 0.634  0.803  0.146  0.772 -0.733],100,0.11699036,0.67861557,1.0827258,190,310.62012,294.35794,88.475586,-114.43750060778386,,0.60157937,100.0,19000,19.86,510.76553,363329,1.4932351,-1.8240509,100.0,64535.195,2339.614248752594,1.2482555,0.043205164,1.0040553,3.0581589,4.1451993,-7.476807e-06,0.21330191
[ 0.646  0.81   0.154  0.766 -0.74 ],100,7.0815827e-06,0.65029645,13.565381,191,3733.2007,348.95618,87.65442,-113.02371824733181,,130.42822,100.0,19100,18.31,6152.678,365160,34529.383,-1.7151108,100.0,3350165500.0,2349.115758895874,1139.1416,3.790212,0.829524,2.2761765,1334.0801,-3.3569336e-06,195.75719
[ 0.609  0.76   0.189  0.734 -0.769],100,0.13537882,0.6538377,1.056626,192,340.99622,328.87256,87.871,-113.22410642299758,,0.5787389,100.0,19200,18.67,533.5135,367027,1.9230113,-2.4415207,100.0,73034.83,2363.902515411377,1.2177536,0.041559927,1.0744331,2.5834885,4.3324323,4.5776366e-07,0.21262418
[ 0.604  0.772  0.185  0.759 -0.765],100,0.007118102,0.61926186,1.8183081,193,464.23618,353.8782,87.65645,-112.75833520365342,,8.534424,100.0,19300,18.27,891.2673,368854,46.690353,-2.03611,100.0,15050848.0,2374.7385292053223,5.566991,0.08759492,0.9893754,2.1365128,87.819,-2.0599366e-06,0.76338816
[ 0.57   0.777  0.224  0.78  -0.8  ],100,0.33182874,0.62265646,1.0497812,194,311.90683,298.66797,87.89232,-113.20679378346259,,0.4023453,100.0,19400,18.7,526.4942,370724,1.2573189,-2.5934296,100.0,31608.197,2386.9897418022156,1.1803327,0.039068144,1.066049,3.1188812,2.2981222,7.400513e-06,0.1984964
[ 0.564  0.765  0.225  0.778 -0.796],100,0.17015687,0.60301906,1.1178457,195,338.75867,304.25067,88.26813,-113.97519062843834,,0.52781874,100.0,19500,19.43,537.64594,372667,1.5903199,-2.3392258,100.0,50713.555,2398.5214920043945,1.3153794,0.041809447,1.0723318,2.154007,3.0671418,9.765625e-06,0.2088322
[ 0.546  0.755  0.227  0.771 -0.816],100,0.005209806,0.5620049,2.1879008,196,521.74524,303.03067,88.38188,-114.32230367004857,,11.15772,100.0,19600,19.68,1013.8566,374635,75.103645,-2.5343857,100.0,24609772.0,2410.9482278823853,5.999048,0.15595117,0.9933206,2.8232117,197.90903,-2.1362305e-06,1.577634
[ 0.572  0.74   0.25   0.711 -0.857],100,0.55731094,0.56106913,1.0308975,197,264.46872,255.79059,88.556915,-114.29199401971255,,0.16823159,100.0,19700,20.03,484.53116,376638,1.1214256,-2.408905,100.0,5361.38,2424.58522939682,1.0303302,0.040758464,1.2746865,3.10598,1.674242,-6.713867e-06,0.19954154
[ 0.554  0.746  0.254  0.714 -0.858],100,0.0021408505,0.5678694,5.4537125,198,963.45807,301.70886,87.851974,-113.03671880518903,,47.499874,100.0,19800,18.74,2411.194,378512,360.25125,-2.5495224,100.0,407600830.0,2435.4205482006073,31.599947,0.36964372,1.2615627,3.576294,489.03885,2.7465821e-06,5.128871
[ 0.561  0.765  0.292  0.696 -0.851],100,0.05225483,0.613776,1.5914986,199,434.13672,315.5456,87.935646,-112.64114546262836,,5.3177342,100.0,19900,18.75,755.46716,380387,11.759724,-2.8157883,100.0,5067863.0,2448.6790220737457,3.3040323,0.07131864,1.254732,2.7374954,57.51108,-5.41687e-06,0.41903546
[ 0.633  0.745  0.319  0.689 -0.805],100,0.059727106,0.6143635,1.3912747,200,363.35864,263.2978,87.76021,-112.60578699692286,,1.9208852,,20000,18.6,682.35754,382247,9.016267,-2.8265152,100.0,741400.56,2461.2686586380005,2.8707922,0.054398563,1.2722386,2.7812119,16.405958,2.2888183e-07,0.33468807
[ 0.637  0.773  0.303  0.692 -0.805],100,0.45639735,0.5810466,1.0723728,201,239.3722,216.98453,87.83584,-113.08449436409863,,0.26937443,,20100,19.03,527.77515,384150,1.2181726,-3.617569,100.0,14254.072,2473.6638643741608,1.0826627,0.03942345,1.4777533,4.345627,1.8730036,6.3323973e-06,0.19828656
[ 0.633  0.768  0.304  0.694 -0.838],100,0.06760827,0.58115995,1.2887484,202,318.94492,256.57373,87.52912,-112.7733583927159,,1.5362978,,20200,18.84,621.72455,386034,3.8188083,-2.7389297,100.0,412261.75,2485.5900394916534,2.532558,0.050453473,1.3522743,3.9470215,10.089929,4.348755e-06,0.2714282
[ 0.637  0.798  0.3    0.699 -0.838],100,0.24185795,0.56787103,1.0686284,203,324.08154,304.4458,87.324936,-111.91090865694213,,0.39368615,,20300,17.68,565.0076,387802,1.3053185,-2.2332077,100.0,34897.414,2496.5939326286316,1.1459308,0.037619803,1.1676633,2.662201,3.22388,6.1798096e-06,0.19681635
[ 0.634  0.793  0.293  0.703 -0.851],100,0.432303,0.57223886,1.0297363,204,272.4483,265.39474,87.80979,-112.7384534616697,,0.2853786,,20400,18.62,519.182,389664,1.2263765,-2.5455856,100.0,17075.656,2509.1666419506073,1.0685321,0.038622286,1.445679,3.2731476,2.2500181,-1.1062622e-05,0.1965253
[ 0.63   0.794  0.287  0.69  -0.847],100,0.057851665,0.5841208,1.262966,205,297.08008,242.04323,88.13523,-113.68761892408469,,2.6842277,,20500,19.61,604.08276,391625,8.312084,-2.5368423,100.0,1558367.9,2521.4015266895294,2.2927444,0.060604863,1.3759805,3.4812012,37.501915,1.335144e-05,0.33828074
[ 0.636  0.793  0.309  0.727 -0.835],100,0.06940532,0.55336547,1.1695962,206,285.47684,243.66484,87.753685,-113.06362458697599,,0.87132925,,20600,19.24,564.43976,393549,3.2148118,-2.651268,100.0,149384.16,2534.4081547260284,1.475867,0.046334155,1.369076,5.7244873,5.6946316,-2.5939942e-06,0.23518176
[ 0.637  0.785  0.29   0.702 -0.865],100,0.2245357,0.5478539,1.0885588,207,268.7157,243.78308,87.60639,-112.51055276046684,,0.55354846,,20700,18.67,547.6963,395416,2.5138326,-3.1267319,100.0,67924.65,2547.30912566185,1.3132024,0.04296171,1.4130161,4.6999435,3.387007,1.8310546e-06,0.2205849
[ 0.641  0.789  0.297  0.731 -0.871],100,0.4077085,0.52915466,1.0493158,208,309.44583,292.64563,87.470795,-112.14638582387717,,0.25820932,,20800,18.06,544.8627,397222,1.2308679,-2.65979,100.0,15459.099,2559.0710141658783,1.071674,0.037672997,1.1754074,2.5569763,2.010023,1.0375977e-05,0.19473529
[ 0.637  0.792  0.288  0.73  -0.89 ],100,0.59993786,0.5327452,1.0132167,209,246.31512,241.20148,87.38782,-112.72050829091422,,0.17830236,,20900,18.63,512.35315,399085,1.1122115,-2.8315125,100.0,6810.383,2571.210803747177,1.0297444,0.03769182,1.2721565,4.0814285,1.8335866,4.577637e-06,0.19162385
[ 0.65   0.79   0.291  0.736 -0.886],100,0.03208505,0.49108636,1.1867825,210,290.45438,241.88208,88.19745,-113.3044768835182,,0.82723117,,21000,19.2,570.8359,401005,3.6680305,-2.5708847,100.0,133007.95,2582.368148326874,1.5251998,0.04687627,1.2327619,3.2104034,3.8846967,-7.6293946e-07,0.24028026
[ 0.661  0.796  0.303  0.765 -0.928],100,0.20097804,0.4931235,1.0784671,211,255.9809,239.70764,88.25608,-113.50250816189163,,0.7604115,,21100,19.37,521.13196,402942,1.9452614,-2.5634308,100.0,105800.97,2595.5984103679657,1.4967422,0.042772125,1.2665782,3.4949417,4.270891,9.994506e-06,0.21523078
[ 0.675  0.809  0.303  0.774 -0.926],100,0.38489172,0.51463884,1.0804962,212,288.63986,259.55542,87.55954,-112.21296786198296,,0.46240383,,21200,18.04,560.6162,404746,1.4713349,-2.4868927,100.0,47281.67,2608.3527176380157,1.1622424,0.0381943,1.1606787,3.0583878,3.8741415,6.027222e-06,0.1977994
[ 0.709  0.801  0.311  0.777 -0.904],100,2.9111884e-06,0.47428727,64.48171,213,13939.157,235.2134,88.243385,-113.36717046766208,,649.07825,,21300,19.37,25425.348,406683,312237.9,-2.7872925,100.0,62413996000.0,2622.662348508835,18255.018,63.364784,1.2379035,3.3690567,6698.488,7.476807e-06,2689.2712
[ 0.73   0.835  0.256  0.807 -0.945],100,0.0966924,0.47057498,1.1199081,214,293.58487,261.16068,88.06166,-113.35452632184793,,0.8493411,,21400,18.99,551.8476,408582,2.6974602,-2.0679474,100.0,140471.92,2638.262842655182,1.5893918,0.04339874,1.0285512,1.8752975,5.156733,-5.722046e-06,0.22215189
[ 0.69   0.832  0.259  0.796 -0.948],100,0.07849106,0.4644873,1.2127512,215,292.56906,230.69913,88.13729,-113.65671676007445,,1.0874187,,21500,19.21,585.3074,410503,6.109216,-2.7217636,100.0,224613.23,2650.1182100772858,1.9413972,0.047656666,1.0717374,2.3874588,8.183096,1.1444092e-06,0.25397578
[ 0.715  0.841  0.268  0.82  -0.954],100,0.49955195,0.45445567,1.0262176,216,309.4933,300.23767,87.373215,-112.06271160552335,,0.24988447,,21600,17.75,544.4436,412278,1.1931885,-2.3005219,100.0,13936.711,2662.378824710846,1.0787619,0.03630016,1.1294147,2.7871323,1.7689973,-6.408691e-06,0.18927374
[ 0.709  0.835  0.269  0.815 -0.964],100,0.19030194,0.4634194,1.0483651,217,261.63016,246.37161,88.02739,-113.20108098728667,,0.3750106,,21700,18.91,522.34045,414169,1.47448,-1.9148407,100.0,29625.408,2674.8928399086,1.1338449,0.039727315,1.0171359,2.2799911,2.9517155,1.3580322e-05,0.20075743
[ 0.723  0.836  0.277  0.827 -0.955],100,0.34464875,0.45765078,1.0850853,218,288.54526,264.4308,87.74481,-112.93602283517517,,0.50476605,,21800,18.61,544.4913,416030,1.561715,-2.2757187,100.0,52585.395,2686.078347682953,1.2405287,0.040367413,1.164769,2.3846893,3.8438663,5.7983398e-06,0.20611644
[ 0.732  0.842  0.28   0.818 -0.961],100,0.110419,0.4474102,1.1916186,219,324.5183,283.5467,87.51117,-112.67995003723192,,1.2059652,,21900,18.12,613.92773,417842,3.4164739,-2.3826828,100.0,343926.88,2696.3010959625244,1.5730509,0.048415978,1.1812544,3.1111908,14.179426,-3.0517577e-07,0.26131952
[ 0.748  0.831  0.273  0.844 -0.972],100,0.0019898254,0.44185778,2.0063982,220,467.04895,296.17352,87.45152,-112.43429720601465,,11.490714,,22000,17.92,985.7564,419634,100.086975,-2.2911072,100.0,27534096.0,2707.8381741046906,12.662041,0.10724905,1.1548873,2.883522,117.776566,-2.5177003e-06,1.3293029
[ 0.751  0.793  0.291  0.843 -0.977],100,0.0998173,0.47315308,1.2008982,221,322.7724,267.3871,87.851524,-113.10695594082082,,1.2346572,,22100,18.68,600.0143,421502,3.1454997,-2.292305,100.0,302291.5,2722.1716344356537,1.9080777,0.04657537,1.1470335,2.8975143,9.626649,-1.8310546e-06,0.24440265
[ 0.729  0.784  0.285  0.849 -0.946],100,0.01332526,0.43634018,1.2961804,222,370.8219,288.3584,87.62608,-112.6558213782373,,2.0207126,,22200,18.26,657.6117,423328,16.957039,-2.6114502,100.0,888248.2,2734.4364790916443,3.296394,0.054104745,1.1362284,2.4442139,17.263569,4.272461e-06,0.3418677
[ 0.7    0.767  0.279  0.818 -0.983],100,0.0027515346,0.43767348,3.364445,223,819.7058,267.9795,87.628235,-112.64496118094064,,24.22432,,22300,18.21,1703.8451,425149,675.53815,-2.602333,100.0,146041300.0,2746.714080810547,22.60939,0.3205962,1.117528,2.7062454,536.7326,-2.5177003e-06,6.6050096
[ 0.708  0.763  0.291  0.75  -0.981],100,0.37454727,0.4423376,1.0383567,224,268.34482,256.52728,87.923035,-112.9542620855691,,0.31729552,,22400,18.8,519.6592,427029,1.2800493,-2.851097,100.0,20906.33,2761.5137395858765,1.0991735,0.03909258,1.290722,2.5535889,2.1599238,-8.163453e-06,0.19793123
[ 0.727  0.762  0.29   0.757 -0.977],100,0.0069090007,0.4703744,2.269001,225,653.0596,288.52588,87.51537,-112.37340542118352,,6.7973204,,22500,18.14,1120.7876,428843,391.90344,-3.0768433,100.0,10496571.0,2774.1207644939423,18.689337,0.16334063,1.1712627,2.5230255,79.94723,4.5776366e-07,3.3484228
[ 0.751  0.771  0.312  0.813 -0.949],100,0.1580909,0.45787606,1.1755551,226,266.4875,225.4939,88.240715,-113.5704039269925,,0.93433225,,22600,19.43,561.0476,430786,2.9140396,-2.6971588,100.0,151689.27,2787.0452501773834,1.6884123,0.045530125,1.2135793,3.3609924,5.6467037,5.41687e-06,0.23220369
[ 0.76   0.788  0.305  0.817 -0.961],100,0.45773065,0.4629232,1.0187683,227,233.31519,228.2222,88.1852,-113.45183132463762,,0.26176748,,22700,19.21,499.45276,432707,1.2752013,-2.613205,100.0,13787.121,2799.6980628967285,1.0662299,0.039370153,1.2939223,4.319359,1.9397309,8.621216e-06,0.19706264
[ 0.769  0.79   0.308  0.827 -0.956],100,0.13819447,0.46692586,1.1876307,228,285.50513,231.38483,88.0943,-113.22315609913667,,0.9026595,,22800,19.02,577.7586,434609,2.4786124,-2.7819443,100.0,145885.23,2812.529591321945,1.6546289,0.043850936,1.1611999,2.6780548,6.5512085,1.9836425e-06,0.22505526
[ 0.748  0.779  0.313  0.828 -0.952],100,0.11589543,0.4721355,1.1553259,229,261.74655,225.38141,88.15262,-113.49793980901855,,0.66845345,,22900,19.16,561.5148,436525,2.8886778,-2.190712,100.0,89024.49,2823.8062114715576,1.3779473,0.04483233,1.1984321,3.7696304,4.476637,-8.392334e-07,0.22831799
[ 0.738  0.771  0.318  0.808 -0.947],100,0.17338407,0.47621053,1.0646499,230,231.14627,214.32959,88.33381,-114.1542736147539,,0.5189236,,23000,19.85,505.02338,438510,1.6781617,-3.1111526,100.0,47579.54,2836.8262147903442,1.2049254,0.04247015,1.0590314,2.6022797,3.738308,6.713867e-06,0.20959264
[ 0.719  0.771  0.318  0.822 -0.943],100,0.57316035,0.49622414,1.0545743,231,236.1399,220.62555,88.24282,-113.70058700289253,,0.33759868,,23100,19.35,511.65112,440445,1.1992471,-3.1327438,100.0,22330.525,2847.8375804424286,1.0696244,0.04029018,1.237562,3.2006989,2.6339166,-7.476807e-06,0.20090656
[ 0.704  0.777  0.314  0.811 -0.923],100,0.012901534,0.4542754,1.3275684,232,317.1553,259.2597,87.92441,-113.0879179963185,,3.362041,,23200,18.73,650.644,442318,10.12785,-2.6382446,100.0,2123904.2,2859.154739379883,2.1581788,0.056813233,1.1664097,2.6080093,78.31023,-8.087158e-06,0.32166606
[ 0.701  0.784  0.288  0.797 -0.965],100,0.0037005893,0.42254367,2.5074968,233,377.771,245.49196,88.16628,-113.35169803422467,,15.407082,,23300,19.22,1154.2472,444240,84.624374,-2.4253922,100.0,44594180.0,2872.454008579254,32.588898,0.20886572,1.0566087,3.4886703,155.30984,-1.2969971e-06,2.1831007
[ 0.671  0.749  0.28   0.804 -0.996],100,0.0028439097,0.41421938,1.5324907,234,353.39716,231.29446,87.97189,-113.48523920757751,,3.7139187,,23400,18.87,740.3008,446127,72.53444,-2.2832718,100.0,2700711.5,2886.4857256412506,9.384678,0.08534328,1.0992062,2.2809372,23.661575,-2.670288e-06,0.8470219
[ 0.7    0.777  0.288  0.833 -1.005],100,0.4610964,0.40477583,1.0245123,235,267.07715,259.9754,88.084335,-113.49675355395824,,0.24716668,,23500,19.05,506.61234,448032,1.1843392,-2.5294495,100.0,11458.101,2901.310738801956,1.0462444,0.03871999,1.138464,2.6008224,2.3489099,1.0681152e-06,0.19458221
[ 0.723  0.771  0.287  0.831 -1.014],100,0.23697314,0.38818276,1.1128033,236,249.3129,218.56131,88.28679,-113.83065414972025,,0.5121454,,23600,19.49,532.04645,449981,1.6290445,-2.639122,100.0,47785.035,2912.252609014511,1.261393,0.04217088,1.1031662,2.4489288,2.9493718,-3.967285e-06,0.21023533
[ 0.737  0.776  0.286  0.821 -1.031],100,0.35456568,0.37821704,1.0697396,237,253.6951,234.5584,88.30148,-113.82652962862443,,0.3360378,,23700,19.46,516.04865,451927,1.3965557,-2.3777618,100.0,23342.39,2924.803482055664,1.1119754,0.041620802,1.122342,3.3401413,2.4137986,-5.1879883e-06,0.20728692
[ 0.729  0.775  0.289  0.808 -1.041],100,0.5398602,0.35379174,1.0576577,238,264.9455,244.54016,88.302155,-113.7081212543843,,0.2597812,,23800,19.45,510.02686,453872,1.1642845,-2.8108673,100.0,12493.558,2938.461501598358,1.0518305,0.039810263,1.1143779,2.6471252,2.22087,-2.0599366e-06,0.19792679
[ 0.74   0.773  0.287  0.801 -1.065],100,0.07491243,0.35307255,1.1161592,239,294.03058,269.56262,87.940414,-113.11882646524583,,0.8391296,,23900,18.76,556.34064,455748,2.5070076,-2.3533554,100.0,139745.4,2950.4148144721985,1.56031,0.043883175,1.0675607,1.9959335,4.967591,-5.4931643e-06,0.22593237
[ 0.73   0.763  0.286  0.812 -1.066],100,0.46126816,0.34867668,1.0297225,240,256.82935,247.95636,88.06987,-113.4555863884119,,0.23917066,,24000,19.02,509.76605,457650,1.1704205,-2.4205246,100.0,11131.379,2963.4531083106995,1.0677927,0.038848348,1.152984,4.2364655,2.1832747,3.2806397e-06,0.19540665
[ 0.726  0.771  0.284  0.813 -1.07 ],100,0.017734637,0.35161605,1.9845685,241,476.35416,266.79398,87.80809,-112.75317092170539,,6.8000584,,24100,18.51,963.5039,459501,110.567,-2.5744324,100.0,9523160.0,2975.7212603092194,9.562131,0.13341315,1.2616289,3.3049316,62.86642,1.6784668e-06,1.771296
