EpisodesSoFar,EmpiricalD2,InitialReturnMin,MeanD2w0t,EpRewMean,ReturnStepMaxmin,InitialReturnMean,MaxIW,MinIW,StdIW,StdD2w0t,EntropyCoefficient,MinD2w0t,TimestepsSoFar,InitialBound,TimeElapsed,MeanIW,EpThisIter,Weights,InitialReturnStd,J_sample_variance,Iteration,ReturnMeanIW,MaxD2w0t,ReturnStepMax,InitialReturnMax,MeanEntropy,EpLenMean,Bound
16100,1.0058343,-22.058884,0.08995435,-106.27850205441011,94.256485,4.4631956e-06,1.1926521,0.76809525,0.07318633,0.28669894,,,658003,-141.1911,1714.6011354923248,1.0103997,100,[-0.772 -0.588 -0.365 -0.797  0.382],14.238053,310.73706,161,164.13976,1.0129783,100.0,36.21025,1.7948539,44.81,-140.49754
16200,1.0102346,-22.945168,0.09911525,-106.23218349484186,94.686874,1.2207031e-06,1.3031491,0.7163079,0.10671906,0.2998247,,,662929,-170.63376,1727.065188884735,1.0196263,100,[-0.769 -0.586 -0.366 -0.794  0.376],14.142516,365.27896,162,146.63203,1.0242053,100.0,42.955757,1.7883765,49.26,-169.35701
16300,1.0136728,-22.309921,0.094019495,-105.95698759813413,94.46127,3.8146972e-08,1.365322,0.7374705,0.12436366,0.29297206,,,667598,-151.11034,1738.4727718830109,1.0223904,100,[-0.763 -0.593 -0.364 -0.8    0.37 ],14.255277,439.18115,163,157.04283,1.0423547,100.0,35.621624,1.7916396,46.69,-149.26732
16400,1.0486498,-23.055275,0.10215905,-105.13131032273375,94.814835,-1.7929077e-06,2.124601,0.5742823,0.23905769,0.30570036,,,672622,-173.33089,1750.8963689804077,1.0586687,100,[-0.743 -0.593 -0.358 -0.806  0.373],15.844448,792.26996,164,144.98207,1.126005,100.0,48.995453,1.7922603,50.24,-170.23405
16500,1.0160301,-24.747162,0.09509328,-104.85465701112956,94.54663,-4.6920777e-06,1.396625,0.7400725,0.12403691,0.29491553,,,677331,-163.4748,1763.068517923355,1.0400498,100,[-0.762 -0.596 -0.359 -0.797  0.373],15.936018,598.9897,165,155.12366,1.0415255,100.0,39.74785,1.7851608,47.09,-160.80414
16600,1.0256575,-23.235672,0.094185725,-105.80815176133328,94.44029,2.9373168e-06,1.615803,0.48635557,0.1495749,0.29448313,,,681972,-146.48117,1774.232132434845,1.0519922,100,[-0.75  -0.606 -0.358 -0.808  0.366],12.28902,478.70163,166,161.62958,1.0723202,100.0,31.1307,1.7803453,46.41,-143.35995
16700,1.0120524,-22.875282,0.09598588,-106.99107344731556,94.50648,1.2969971e-06,1.4924886,0.7920672,0.1200659,0.29585385,,,686734,-159.41228,1785.820585012436,1.0192138,100,[-0.75  -0.622 -0.364 -0.821  0.361],13.544858,451.32974,167,154.49016,1.0262327,100.0,33.89208,1.7893485,47.62,-157.95421
16800,1.0108335,-24.518936,0.10092052,-106.66143272996277,94.7481,-2.822876e-06,1.3541763,0.7811947,0.09667483,0.3021973,,,691751,-165.1041,1798.1645696163177,1.0164589,100,[-0.748 -0.623 -0.36  -0.825  0.37 ],12.239612,318.16324,168,143.72266,1.0180143,100.0,30.435036,1.7939663,50.17,-163.98987
16900,1.0122412,-24.36396,0.0973948,-105.86797422136807,94.61986,-2.4414062e-06,1.4685471,0.77054346,0.104653664,0.29771504,,,696585,-160.43243,1808.7090716362,1.0229399,100,[-0.745 -0.621 -0.355 -0.821  0.375],15.178367,416.71265,169,149.70204,1.0311035,100.0,32.113556,1.7984942,48.34,-158.80064
17000,1.0036001,-22.990143,0.0988963,-105.32411594825226,94.73068,-8.31604e-06,1.2641864,0.89095956,0.059807442,0.298875,,,701519,-164.56616,1820.9368011951447,1.0041789,100,[-0.748 -0.611 -0.351 -0.813  0.38 ],14.612728,318.37167,170,143.40848,1.0091295,100.0,34.058456,1.7985442,49.34,-164.19647
17100,1.0086346,-25.19696,0.09845812,-105.22722066532738,94.70413,5.378723e-06,1.2948253,0.76322263,0.08151065,0.29874912,,,706418,-175.36304,1833.389250278473,1.022323,100,[-0.747 -0.613 -0.347 -0.814  0.38 ],15.9921875,301.07437,171,145.7772,1.0261478,100.0,54.671944,1.796854,48.99,-174.00008
17200,1.0124679,-21.77082,0.09189049,-106.92010448628824,94.30542,4.8446655e-06,1.3716978,0.7380123,0.11085004,0.29026043,,,710973,-153.44507,1844.311805486679,1.0317004,100,[-0.753 -0.607 -0.348 -0.815  0.378],12.155103,322.55347,172,164.96104,1.0414741,100.0,27.538494,1.8021073,45.55,-151.02168
17300,1.0082206,-22.499565,0.09390781,-104.8754209134002,94.51432,-9.727478e-06,1.2841058,0.79445195,0.08502301,0.29236877,,,715649,-161.85596,1855.9735956192017,1.0140485,100,[-0.764 -0.611 -0.357 -0.817  0.383],13.817245,328.7382,173,154.12366,1.0232095,100.0,31.445877,1.8028054,46.76,-160.88565
17400,1.0056472,-20.281418,0.08989068,-105.58199827757245,94.28654,-8.392334e-07,1.1792598,0.80043286,0.064710975,0.2865424,,,720129,-148.54707,1865.888070821762,1.0104003,100,[-0.765 -0.618 -0.359 -0.816  0.384],13.802181,279.3512,174,163.42923,1.0122503,100.0,47.829735,1.7961866,44.8,-147.73724
17500,1.0117252,-24.246368,0.10622387,-105.19459945419976,95.007034,3.2043456e-06,1.5396948,0.7939408,0.112469696,0.30951157,,,725398,-178.65704,1878.5910544395447,1.0198143,100,[-0.77  -0.617 -0.36  -0.813  0.377],14.493957,431.0507,175,133.84572,1.0315135,100.0,43.96222,1.8017411,52.69,-177.22072
17600,1.0072508,-27.623299,0.10872221,-105.27381042863752,95.11034,-5.531311e-06,1.3173605,0.87695646,0.0828016,0.3120373,,,730811,-191.26572,1890.3372211456299,1.0175308,100,[-0.77  -0.614 -0.353 -0.813  0.383],14.695164,375.79825,176,128.16287,1.0203496,100.0,39.82402,1.8086108,54.13,-190.31757
17700,1.0053385,-26.638702,0.09956947,-105.3139420706228,94.75604,-4.577637e-06,1.2318314,0.81500864,0.0739705,0.29994482,,,735774,-172.03244,1901.6036396026611,1.0107265,100,[-0.773 -0.61  -0.351 -0.811  0.39 ],14.275862,322.66214,177,143.08694,1.0129664,100.0,38.66015,1.8076214,49.63,-171.26968
17800,1.0022213,-23.253502,0.09821789,-105.81609961356361,94.684494,-4.8828124e-06,1.1923695,0.881701,0.04395955,0.29783696,,,740678,-165.40837,1914.0542318820953,1.0055653,100,[-0.764 -0.607 -0.349 -0.808  0.389],14.546189,239.75235,178,144.78511,1.0070344,100.0,36.124744,1.8076001,49.04,-165.11986
17900,1.005941,-22.50219,0.09970357,-105.94156661135027,94.73761,-7.6293946e-07,1.3118418,0.7901325,0.079025045,0.30008438,,,745649,-171.89345,1925.493711233139,1.0098861,100,[-0.764 -0.602 -0.349 -0.804  0.389],14.409844,285.57324,179,143.03111,1.0150503,100.0,49.8602,1.8033731,49.71,-171.25822
18000,1.0142473,-24.391548,0.09907244,-106.1714567023066,94.675354,1.8692017e-06,1.6162181,0.7271631,0.14560044,0.3002439,,,750559,-169.28821,1937.5183672904968,1.0276164,100,[-0.771 -0.603 -0.348 -0.804  0.384],14.238614,530.5593,180,147.74672,1.04675,100.0,44.025635,1.8122183,49.1,-167.7271
18100,1.0203757,-22.9553,0.10038722,-106.07107229160724,94.73241,-2.670288e-06,1.7138245,0.6729169,0.18237033,0.30213696,,,755530,-162.784,1951.5829973220825,1.0280398,100,[-0.764 -0.599 -0.343 -0.807  0.393],13.383146,611.649,181,145.35596,1.0365462,100.0,37.15108,1.8219804,49.71,-161.42047
18200,1.0068371,-25.44703,0.10197619,-105.07504530211907,94.86075,-2.670288e-07,1.3560531,0.79537123,0.087470435,0.30334404,,,760607,-181.49303,1963.5521128177643,1.0151836,100,[-0.773 -0.602 -0.342 -0.806  0.403],14.281304,335.9368,182,139.12987,1.0216377,100.0,33.063465,1.8281469,50.77,-180.4814
18300,1.0196121,-22.580132,0.094113156,-106.61142468100986,94.423416,1.7166137e-06,1.4507413,0.6343326,0.1321906,0.2935999,,,765266,-166.09279,1975.25261592865,1.0349177,100,[-0.783 -0.603 -0.345 -0.806  0.409],13.712243,519.105,183,160.0765,1.0604885,100.0,42.037964,1.8251908,46.59,-163.58322
18400,1.0201906,-24.01197,0.108038045,-107.00601453656738,94.99828,5.722046e-06,1.5897353,0.7224232,0.15588441,0.3121747,,,770614,-185.53047,1987.3741009235382,1.0366591,100,[-0.781 -0.608 -0.344 -0.8    0.406],13.134291,508.45895,184,134.37625,1.0417355,100.0,28.723015,1.8356706,53.48,-183.69144
18500,1.025218,-23.396454,0.10486996,-106.10925070042087,94.91653,2.670288e-07,1.6894984,0.70062774,0.17170128,0.30791488,,,775811,-176.9613,1999.6525535583496,1.04128,100,[-0.784 -0.61  -0.344 -0.798  0.417],13.549572,462.0698,185,138.74413,1.0670606,100.0,37.94375,1.8317525,51.97,-174.42943
18600,1.0038943,-22.415306,0.09982482,-106.67573194692423,94.7167,4.196167e-07,1.2855309,0.850765,0.061927006,0.3001165,,,780792,-174.24678,2011.6307439804077,1.0070527,100,[-0.805 -0.609 -0.346 -0.789  0.413],13.8204365,285.58145,186,143.3026,1.0078477,100.0,42.458637,1.8314039,49.81,-173.84474
18700,1.0160041,-21.72158,0.09495961,-107.83893112787969,94.42279,-3.5095215e-06,1.2847878,0.78010285,0.105297975,0.29439023,,,785504,-144.56856,2020.923265695572,1.0169227,100,[-0.805 -0.606 -0.342 -0.786  0.413],12.160334,363.39737,187,157.77917,1.0269786,100.0,32.2949,1.8258258,47.12,-143.0737
18800,1.0499533,-22.88733,0.109580934,-105.73642563260717,95.06196,3.5095215e-06,1.9095633,0.63104683,0.26011053,0.31595817,,,790874,-187.53102,2031.9206092357635,1.0644281,100,[-0.806 -0.604 -0.339 -0.779  0.407],14.791561,1085.0646,188,135.53233,1.1046301,100.0,54.882225,1.825479,53.7,-184.15465
18900,1.0237504,-26.333572,0.1051734,-103.32635551344198,95.02208,-1.0299683e-06,1.6967283,0.659199,0.1631398,0.30887938,,,796069,-181.32008,2043.315288066864,1.0544919,100,[-0.809 -0.616 -0.336 -0.779  0.407],15.207307,558.38983,189,136.09964,1.0726862,100.0,36.17889,1.8161203,51.95,-178.41843
19000,1.0025502,-25.20958,0.10406466,-104.43054418260935,94.979576,2.9373168e-06,1.2333481,0.91451377,0.046935026,0.3056139,,,801264,-190.1603,2055.316769361496,1.0102212,100,[-0.825 -0.606 -0.337 -0.768  0.397],14.610204,262.7295,190,133.18707,1.0129564,100.0,44.2229,1.8154283,51.95,-189.67316
19100,1.0109285,-23.498878,0.10579171,-105.64683832270347,94.98148,-2.708435e-06,1.5124125,0.7995702,0.10389576,0.3086046,,,806522,-186.51772,2070.1651310920715,1.0245962,100,[-0.826 -0.6   -0.334 -0.766  0.396],13.535773,326.87347,191,134.54892,1.0312165,100.0,35.598053,1.8082412,52.58,-185.1766
19200,1.0212755,-28.37857,0.10947551,-104.87302787894619,95.11653,-2.1743774e-06,1.7517694,0.75356776,0.149272,0.31460398,,,811923,-189.56293,2081.6084003448486,1.0400664,100,[-0.83  -0.594 -0.334 -0.766  0.389],14.595714,579.8989,192,130.91765,1.0482833,100.0,45.28224,1.8109002,54.01,-187.2047
19300,1.0337015,-23.052177,0.11432569,-106.01987488390188,95.2351,1.0643005e-05,2.0453184,0.67154497,0.215279,0.3209016,,,817555,-192.78679,2094.6484355926514,1.0432558,100,[-0.836 -0.589 -0.326 -0.766  0.392],12.898692,712.4249,193,126.06444,1.0660003,100.0,34.600533,1.8164009,56.32,-190.3687
19400,1.0053014,-25.077667,0.109779105,-105.3833400905757,95.14757,7.6293946e-07,1.3276136,0.8320272,0.07328657,0.3131883,,,823026,-188.9192,2109.058739900589,1.0098873,100,[-0.838 -0.596 -0.321 -0.765  0.397],13.648276,311.6482,194,126.03561,1.0132093,100.0,38.422226,1.8147393,54.71,-188.30035
19500,1.024262,-24.606949,0.10428379,-104.55559779846531,94.94353,3.1661987e-06,1.5860739,0.6985825,0.1513561,0.3075899,,,828181,-176.93123,2120.9379167556763,1.0382578,100,[-0.834 -0.59  -0.318 -0.76   0.396],13.730897,538.6393,195,138.3465,1.0467104,100.0,32.820396,1.8106173,51.55,-174.75308
19600,1.0049542,-23.86473,0.10402912,-105.33699070865003,94.93764,-5.378723e-06,1.2598679,0.856697,0.073330976,0.30580825,,,833367,-183.48372,2132.3448271751404,1.0116973,100,[-0.837 -0.603 -0.318 -0.764  0.392],14.530553,307.42554,196,134.76016,1.0138958,100.0,44.317875,1.8138084,51.86,-182.87186
19700,1.0064379,-25.095016,0.106756836,-105.46612976361115,95.032875,-5.722046e-07,1.3126563,0.81640613,0.08451486,0.30947855,,,838684,-190.99344,2145.2509167194366,1.0141945,100,[-0.831 -0.6   -0.317 -0.761  0.395],14.19729,281.83374,197,131.08432,1.0248846,100.0,47.61128,1.8190552,53.17,-190.15793
19800,1.0058575,-24.514519,0.09844084,-104.71187208214538,94.73389,-4.234314e-06,1.3161757,0.7243395,0.069471635,0.29836062,,,843593,-164.78235,2156.6041417121887,1.0186955,100,[-0.827 -0.603 -0.321 -0.761  0.4  ],13.605686,256.69058,198,144.6151,1.0205998,100.0,39.28251,1.817384,49.09,-163.63103
19900,1.0059516,-27.760399,0.109786585,-104.39117340173685,95.181046,6.4849854e-07,1.3304701,0.7964278,0.08319093,0.3133363,,,849060,-190.0498,2169.8874304294586,1.0134095,100,[-0.813 -0.611 -0.321 -0.767  0.398],13.719966,324.3969,199,125.49318,1.0152209,100.0,34.34645,1.8154078,54.67,-189.35869
20000,1.000403,-21.797348,0.10050506,-104.91582844691,94.82341,-3.0517579e-06,1.0620587,0.9530945,0.01964732,0.30071023,,,854084,-166.00905,2184.389179944992,1.0013245,100,[-0.815 -0.609 -0.317 -0.769  0.396],13.160979,171.65404,200,139.19154,1.0007987,100.0,28.3989,1.8170524,50.24,-165.95607
20100,1.0033702,-26.671646,0.11052433,-105.4611980538905,95.17479,-4.7683716e-06,1.2003794,0.86066437,0.050790798,0.31392726,,,859598,-203.90231,2193.5711436271667,1.0117798,100,[-0.814 -0.609 -0.317 -0.768  0.398],13.775235,252.06451,201,124.17643,1.0155331,100.0,43.51001,1.8143814,55.14,-203.32776
20200,1.0055143,-26.839561,0.10832218,-104.08406157388077,95.14575,2.1362305e-06,1.2169127,0.77349603,0.072935194,0.31126192,,,864999,-191.85036,2205.5481090545654,1.0110674,100,[-0.814 -0.604 -0.314 -0.765  0.395],15.714074,334.52246,202,126.11202,1.0152832,100.0,43.70359,1.8094997,54.01,-191.16122
20300,1.0026704,-25.359444,0.11031666,-105.60502451808333,95.1647,-7.476807e-06,1.1373066,0.88300675,0.0513595,0.31356806,,,870506,-199.87474,2219.0244274139404,1.0069675,100,[-0.82  -0.601 -0.314 -0.761  0.39 ],13.437245,219.11218,203,124.77122,1.0088317,100.0,45.0894,1.8095748,55.07,-199.52701
20400,1.0037874,-25.478928,0.10666642,-103.99457781822888,95.09043,-5.302429e-06,1.3370932,0.86342245,0.0669758,0.30912143,,,875826,-190.65671,2231.4229521751404,1.0104755,100,[-0.82  -0.599 -0.316 -0.759  0.391],13.036774,265.64795,204,129.07437,1.0102371,100.0,38.268394,1.813548,53.2,-190.13324
20500,1.0497301,-23.351974,0.09993727,-105.15139385548356,94.704605,4.043579e-06,2.1128836,0.60253835,0.2599606,0.30337888,,,880722,-164.573,2243.063355922699,1.0716399,100,[-0.817 -0.6   -0.313 -0.762  0.395],14.190087,619.78534,205,150.66513,1.0890151,100.0,30.359467,1.8166717,48.96,-161.26343
20600,1.0080607,-24.736977,0.10629773,-104.66446672228557,95.04219,1.4877319e-06,1.3755306,0.7336985,0.10275511,0.30905947,,,886011,-180.75352,2254.3099641799927,1.0167661,100,[-0.813 -0.593 -0.32  -0.765  0.398],12.906318,318.28714,206,131.44005,1.01727,100.0,31.984413,1.8153459,52.89,-179.96718
20700,1.0047286,-25.270302,0.103519246,-104.1400828675848,94.96278,1.5258789e-06,1.4102061,0.8756277,0.0794376,0.30519658,,,891170,-180.24808,2267.5146136283875,1.0073849,100,[-0.821 -0.595 -0.319 -0.769  0.396],16.244596,425.8998,207,133.99992,1.0185677,100.0,43.672928,1.8189855,51.59,-179.61467
20800,1.0135487,-26.859146,0.09913124,-103.55682728340467,94.79465,-5.8364867e-06,1.7973526,0.71332276,0.1503792,0.2999034,,,896095,-173.69315,2279.5924243927,1.0223305,100,[-0.815 -0.592 -0.315 -0.769  0.4  ],14.973302,443.63174,208,143.2216,1.030205,100.0,38.241566,1.8238679,49.25,-172.44493
20900,1.007848,-27.196869,0.10306396,-105.13030549677842,94.90056,-1.9073487e-07,1.3778576,0.77801,0.09177819,0.30484024,,,901224,-177.07301,2291.090583562851,1.0130162,100,[-0.808 -0.599 -0.319 -0.777  0.405],15.206703,382.83472,209,136.85477,1.0163465,100.0,37.137978,1.8320532,51.29,-176.20135
21000,1.0289004,-23.002655,0.10375248,-104.01007251411211,94.918785,2.670288e-07,1.7110715,0.5649018,0.17164941,0.30798805,,,906321,-169.74474,2302.2320804595947,1.0611142,100,[-0.808 -0.597 -0.318 -0.777  0.413],14.445952,561.38043,210,141.72911,1.0741937,100.0,39.121788,1.8378907,50.97,-166.37196
21100,1.0041437,-26.83342,0.10943635,-105.59825151716214,95.12981,-6.4849855e-06,1.1397015,0.8719705,0.05243396,0.31265205,,,911778,-200.45258,2315.356812953949,1.0147064,100,[-0.811 -0.614 -0.326 -0.79   0.419],14.845532,201.0865,211,126.411026,1.0134208,100.0,47.34001,1.8385205,54.57,-199.7155
21200,1.0050032,-26.65126,0.108679704,-104.02026488843765,95.16163,-4.5013426e-06,1.2198495,0.82832664,0.068166256,0.31169397,,,917198,-184.16899,2328.368302345276,1.0097451,100,[-0.814 -0.612 -0.33  -0.789  0.419],14.238872,262.3258,212,125.97442,1.0092345,100.0,32.069313,1.8332874,54.2,-183.63855
21300,1.0075198,-27.410858,0.11177373,-104.46987338775942,95.24344,1.3732911e-06,1.2659736,0.819033,0.082275875,0.31594026,,,922760,-194.41241,2343.027519226074,1.0157098,100,[-0.818 -0.61  -0.33  -0.785  0.414],14.372848,302.68927,213,122.88027,1.0205947,100.0,35.241974,1.8313372,55.62,-193.44409
21400,1.01542,-27.116943,0.10217705,-106.47324263625437,94.80485,-9.9182125e-06,1.4271164,0.69814086,0.140891,0.30397072,,,927836,-167.17245,2355.156831264496,1.0170848,100,[-0.807 -0.606 -0.326 -0.781  0.412],13.1373625,419.32944,214,141.04414,1.0273817,100.0,32.66624,1.8252004,50.76,-166.27846
21500,1.0066364,-24.309776,0.11004165,-105.52750479917809,95.15285,-2.4795531e-06,1.3508853,0.8533476,0.07843764,0.313457,,,933322,-189.03632,2367.852828979492,1.0046494,100,[-0.812 -0.609 -0.325 -0.778  0.406],13.977696,331.88553,215,125.72705,1.0128416,100.0,41.751278,1.8291891,54.86,-188.53198
21600,1.0068268,-24.816528,0.10519961,-105.23907807809759,94.982475,-1.411438e-06,1.255324,0.7534017,0.07344752,0.30750024,,,938561,-180.68098,2380.446160554886,1.0094398,100,[-0.816 -0.608 -0.323 -0.775  0.41 ],14.072205,296.54388,216,133.4021,1.0146294,100.0,41.40735,1.8238854,52.39,-179.92093
21700,1.0030681,-23.1287,0.10244793,-105.89744763525641,94.857735,7.743835e-06,1.1449342,0.8606522,0.04505858,0.30355054,,,943674,-181.23286,2392.3731455802917,1.0103295,100,[-0.811 -0.608 -0.321 -0.772  0.405],14.923482,234.3376,217,137.55981,1.0094143,100.0,37.954506,1.8220011,51.13,-180.71985
21800,1.0193349,-21.282875,0.102028534,-106.2859860156783,94.78398,-4.959106e-07,1.764118,0.7191647,0.15619233,0.30468833,,,948716,-171.01735,2403.830717563629,1.0328475,100,[-0.817 -0.612 -0.325 -0.772  0.403],13.06152,595.5333,218,144.08528,1.057968,100.0,48.29997,1.8183583,50.42,-169.03603
21900,1.0182351,-24.473953,0.10090523,-105.51804888150599,94.77843,-1.7166137e-06,1.6486084,0.7360506,0.14604776,0.30276623,,,953715,-176.33865,2419.8505041599274,1.0282122,100,[-0.817 -0.599 -0.323 -0.762  0.399],13.502222,514.2607,219,144.11649,1.0430135,100.0,35.666126,1.8244985,49.99,-174.47281
22000,1.0005825,-23.451904,0.11115875,-106.80811692701707,95.15522,4.615784e-06,1.0803558,0.95249695,0.02384806,0.31438813,,,959271,-201.1379,2432.460125684738,1.0006875,100,[-0.816 -0.605 -0.319 -0.763  0.406],13.881283,218.44322,220,123.805244,1.0017456,100.0,46.75643,1.8265047,55.56,-201.0574
22100,1.0010315,-24.465096,0.10044795,-104.19225815706699,94.84811,6.5994263e-06,1.0687212,0.89669573,0.026758,0.3007118,,,964290,-173.20598,2441.3826076984406,1.0034763,100,[-0.816 -0.604 -0.319 -0.763  0.408],15.164545,240.0644,221,138.47473,1.0033789,100.0,43.846756,1.8254788,50.19,-173.02975
22200,1.0254978,-27.952904,0.108908966,-103.70424597038624,95.14052,-3.967285e-06,1.8697858,0.63365394,0.16608353,0.31385928,,,969664,-190.12265,2455.8425731658936,1.0431527,100,[-0.821 -0.606 -0.321 -0.764  0.407],15.381249,592.50653,222,130.32521,1.050697,100.0,43.630108,1.8288387,53.74,-187.87181
22300,1.0025702,-26.56472,0.112299785,-105.22943816350339,95.24783,-5.722046e-07,1.1383009,0.8952323,0.039669886,0.3159254,,,975273,-198.23547,2467.611876964569,1.0041203,100,[-0.823 -0.61  -0.314 -0.765  0.41 ],13.991988,217.84276,223,121.24228,1.0066888,100.0,32.16966,1.8290838,56.09,-197.92749
22400,1.0057559,-24.782303,0.10652244,-104.31902857426941,95.06789,5.8364867e-06,1.391015,0.8175836,0.07969703,0.3091671,,,980579,-197.25725,2479.478979587555,1.0139287,100,[-0.827 -0.611 -0.315 -0.763  0.41 ],14.937492,358.46457,224,130.08304,1.0231949,100.0,55.8125,1.8304226,53.06,-196.42484
22500,1.0035475,-24.438667,0.10422412,-103.04222482492285,95.036835,2.3651123e-06,1.2097678,0.88063383,0.05561305,0.305921,,,985779,-185.72842,2492.284864425659,1.0063108,100,[-0.825 -0.607 -0.314 -0.757  0.412],14.86894,306.32614,225,131.23268,1.0082,100.0,35.37638,1.8353084,52.0,-185.29884
22600,1.0013694,-29.754341,0.10757364,-104.09569689810164,95.125946,-8.392334e-07,1.2438211,0.89371586,0.038647156,0.30999354,,,991153,-198.2008,2502.503385782242,1.0033511,100,[-0.826 -0.608 -0.312 -0.758  0.416],15.728416,269.79004,226,126.31081,1.007232,100.0,43.609653,1.835868,53.74,-197.98485
22700,1.0088241,-23.062431,0.10544452,-105.43224093109053,94.97894,2.670288e-07,1.4630303,0.7600021,0.08384595,0.3080445,,,996397,-188.34633,2513.832991838455,1.0214874,100,[-0.827 -0.611 -0.314 -0.758  0.417],15.695072,377.7978,227,134.20245,1.0301284,100.0,51.20948,1.8297293,52.44,-186.86105
22800,1.0543324,-25.82454,0.10325795,-104.76560843380541,94.85416,-2.8991699e-06,1.8806392,0.4727185,0.24617319,0.30799505,,,1001451,-175.16132,2525.644459247589,1.0847831,100,[-0.815 -0.61  -0.309 -0.761  0.411],14.502594,675.83936,228,145.90195,1.1651561,100.0,49.928684,1.8290808,50.54,-170.82596
22900,1.0117036,-26.046104,0.108022645,-104.36347754077174,95.107285,-1.0299683e-06,1.2910583,0.74464124,0.084135674,0.31167418,,,1006813,-185.20633,2538.056925535202,1.0262867,100,[-0.794 -0.62  -0.312 -0.777  0.41 ],14.8889065,319.57965,229,129.97534,1.0458555,100.0,49.224365,1.8251117,53.62,-183.58298
23000,1.015681,-28.061028,0.113658205,-104.18136392341215,95.31151,-5.302429e-06,1.7142464,0.69829345,0.14551894,0.31847644,,,1012462,-204.65729,2550.428899526596,1.0235269,100,[-0.801 -0.63  -0.32  -0.78   0.406],15.397277,459.6709,230,120.846596,1.0374172,100.0,55.61366,1.8213601,56.49,-203.37714
23100,1.0081654,-25.904648,0.11147066,-104.62872798626054,95.22892,4.959106e-07,1.3382761,0.80339354,0.09133796,0.31550023,,,1018011,-191.83511,2562.1401975154877,1.009298,100,[-0.811 -0.628 -0.318 -0.774  0.403],13.380459,358.13486,231,123.39513,1.0147362,100.0,32.809807,1.8264563,55.49,-191.12062
23200,1.0137802,-25.572388,0.10634783,-103.11216728537174,95.09349,-6.4849854e-07,1.3751322,0.7581594,0.117114946,0.30954024,,,1023290,-186.34486,2575.5165581703186,1.0295616,100,[-0.809 -0.627 -0.314 -0.771  0.408],13.721086,321.32123,232,131.32114,1.0303413,100.0,36.454334,1.8332914,52.79,-184.862
23300,1.0030975,-26.248459,0.11082078,-103.86326503449916,95.244995,4.4250487e-06,1.1958342,0.8908675,0.05480136,0.31418884,,,1028822,-193.96706,2587.5387449264526,1.0062786,100,[-0.807 -0.628 -0.315 -0.777  0.414],14.256892,218.94456,233,122.130066,1.005999,100.0,37.806427,1.837258,55.32,-193.64148
23400,1.0047482,-24.841202,0.10854184,-103.96411946988604,95.15731,-5.0354006e-06,1.2342124,0.8180202,0.073625654,0.31158137,,,1034233,-199.31592,2597.4681010246277,1.0168684,100,[-0.807 -0.626 -0.315 -0.778  0.418],14.733297,265.44775,234,126.38083,1.0200913,100.0,50.50659,1.8339013,54.11,-198.58423
23500,1.008542,-27.290634,0.107171774,-104.71267765713452,95.07451,-4.9591063e-06,1.3020334,0.7404604,0.09459126,0.31008953,,,1039568,-179.26451,2609.5601127147675,1.0130467,100,[-0.8   -0.627 -0.316 -0.777  0.415],13.761066,329.29575,235,129.8723,1.0160563,100.0,37.73687,1.8323107,53.35,-178.5848
23600,1.0110645,-25.426994,0.10673277,-106.76280620291807,94.98259,3.013611e-06,1.4413762,0.67916423,0.11005403,0.30947974,,,1044883,-185.98465,2620.6400690078735,1.0224187,100,[-0.797 -0.626 -0.312 -0.773  0.413],13.8716135,223.76376,236,132.96198,1.0229938,100.0,37.682755,1.8304276,53.15,-184.90298
23700,1.0084064,-25.993263,0.11018608,-104.45364314638795,95.19615,1.8310546e-06,1.4452231,0.8386677,0.09514322,0.3136832,,,1050375,-196.10583,2633.3073897361755,1.0184997,100,[-0.787 -0.624 -0.31  -0.777  0.412],14.17986,330.48358,237,124.992455,1.0258343,100.0,46.039047,1.8337213,54.92,-194.91183
23800,1.0106897,-22.852837,0.09999598,-104.76545534464931,94.790016,3.852844e-06,1.4094677,0.7510931,0.092648245,0.30076692,,,1055352,-169.68094,2646.091699361801,1.0157038,100,[-0.802 -0.622 -0.311 -0.774  0.415],13.720197,294.98282,238,142.16177,1.0185565,100.0,32.502197,1.8307055,49.77,-168.74246
23900,1.0172828,-23.17202,0.10450699,-105.77636486046826,94.91281,-6.2179565e-06,1.8308233,0.7376224,0.1492647,0.30755636,,,1060528,-194.74402,2657.5272612571716,1.0407104,100,[-0.807 -0.624 -0.311 -0.769  0.412],15.04884,483.40906,239,138.26915,1.0596287,100.0,64.702545,1.8339666,51.76,-192.42357
24000,1.0080906,-23.99604,0.106992975,-104.96728381935621,95.059784,-5.7983398e-06,1.3907318,0.84227246,0.092625774,0.30981153,,,1065856,-182.86195,2669.5113422870636,1.0118078,100,[-0.803 -0.629 -0.312 -0.779  0.415],12.989656,316.25964,240,130.39636,1.0148343,100.0,29.243805,1.8395784,53.28,-182.13934
24100,1.0038878,-27.335007,0.1184092,-105.80497029456224,95.41887,-2.4795531e-06,1.2160112,0.8761241,0.057914652,0.32344642,,,1071765,-202.41272,2683.361453294754,1.0105984,100,[-0.803 -0.629 -0.311 -0.776  0.421],13.090078,174.76973,241,114.15284,1.0101006,100.0,39.028122,1.8409019,59.09,-201.99277
