EpisodesSoFar,InitialReturnMean,EmpiricalD2,MaxIW,J_sample_variance,ReturnStepMax,MeanEntropy,Weights,InitialReturnMax,MeanIW,EpLenMean,EpThisIter,MaxD2w0t,Iteration,ReturnMeanIW,EpRewMean,MinIW,InitialReturnMin,MeanD2w0t,Bound,TimeElapsed,StdIW,InitialBound,ReturnStepMaxmin,InitialReturnStd,TimestepsSoFar,StdD2w0t,MinD2w0t
16100,-3.0517577e-07,1.0066854,1.2961042,173.69774,100.0,1.2162772,[-0.651 -0.636 -0.265 -0.336 -0.201],23.032343,1.00649,354.41,100,1.0105418,161,-3.4815373,-86.8564917973125,0.8188311,-39.278458,0.71137565,-103.35737,7046.084907531738,0.06281682,-103.401024,98.50986,13.151192,4686150,0.45595104,
16200,2.222061e-06,1.0205213,1.5599751,159.33708,100.0,1.2166963,[-0.65  -0.637 -0.265 -0.337 -0.203],32.253418,1.0096203,400.73,100,1.0327938,162,-4.6216307,-76.5686667431746,0.6393946,-45.185314,0.8096948,-104.54642,7097.466005563736,0.110477865,-104.70101,98.61786,12.740525,4726223,0.40305197,
16300,1.7547608e-06,1.0161712,1.453387,191.50592,100.0,1.2138605,[-0.652 -0.634 -0.264 -0.335 -0.202],25.661526,1.0021049,365.18,100,1.0243443,163,-5.015079,-81.83530505684665,0.71616995,-52.409966,0.73688585,-104.961876,7144.768058538437,0.1019314,-105.15653,98.5518,14.171718,4762741,0.44776797,
16400,-1.8310546e-06,1.0037608,1.2132236,171.93594,100.0,1.2138362,[-0.655 -0.632 -0.265 -0.333 -0.205],22.361633,1.0029942,373.07,100,1.0053898,164,-4.2380075,-87.55976494958233,0.8594558,-37.385887,0.74767774,-104.10274,7192.700956106186,0.046481267,-104.12374,98.530594,12.863519,4800048,0.43612126,
16500,-9.155273e-07,1.0064998,1.2500299,212.42755,100.0,1.2125014,[-0.655 -0.632 -0.265 -0.334 -0.205],28.746346,1.0000726,387.05,100,1.009287,165,-5.0612245,-82.8874644775625,0.7947651,-43.38403,0.776982,-104.94139,7241.132736682892,0.062231295,-104.992485,98.5717,14.518975,4838753,0.41973677,
16600,1.8119812e-06,1.0209641,1.5905236,174.3073,100.0,1.2114005,[-0.656 -0.632 -0.265 -0.335 -0.206],41.318916,0.99701947,381.68,100,1.0338501,166,-3.9251006,-86.99280838375549,0.6072458,-44.656063,0.77146673,-103.84903,7289.770635843277,0.10692145,-103.98748,98.54416,13.238205,4876921,0.42958933,
16700,6.4849854e-07,1.0030481,1.1524658,171.103,100.0,1.2105731,[-0.651 -0.634 -0.265 -0.335 -0.208],32.681923,1.0031735,371.15,100,1.0042843,167,-5.11835,-82.48489343628653,0.8785641,-45.57657,0.7435479,-104.97983,7337.4535257816315,0.037924394,-105.00862,98.55551,13.109268,4914036,0.43810314,
16800,-1.8501282e-06,1.0007102,1.0948517,215.1761,100.0,1.2105751,[-0.651 -0.634 -0.265 -0.335 -0.208],31.431694,1.000708,350.31,100,1.0011189,168,-4.997347,-82.423140965006,0.9366908,-47.09475,0.7009245,-104.8451,7381.463018655777,0.021459613,-104.849976,98.529434,14.568301,4949067,0.458187,
16900,2.6226044e-06,1.0280232,1.5523617,175.69046,100.0,1.2103248,[-0.651 -0.633 -0.264 -0.335 -0.208],29.96667,1.0022867,391.68,100,1.039844,169,-5.8047824,-79.13864510306064,0.50738955,-39.96676,0.7956609,-105.779495,7430.320682048798,0.12420121,-105.9278,98.5959,13.050091,4988235,0.41853458,
17000,-4.386902e-07,1.0198036,1.3702615,243.4315,100.0,1.2065699,[-0.653 -0.631 -0.263 -0.336 -0.209],29.60152,1.0001384,351.59,100,1.0297079,170,-1.0373005,-85.35657381580637,0.6763189,-40.72415,0.71118474,-101.01199,7474.965144634247,0.09756549,-101.16863,98.51445,15.41803,5023394,0.4621011,
17100,-3.2234193e-06,1.0153624,1.4056368,175.97418,100.0,1.2025115,[-0.652 -0.63  -0.264 -0.336 -0.212],23.46576,1.0076402,365.78,100,1.0217552,171,-4.5729065,-83.78551569388051,0.7469969,-41.04562,0.73806185,-104.51716,7521.05871629715,0.08697122,-104.66206,98.541885,13.445848,5059972,0.44711235,
17200,-2.3841858e-06,1.0469413,1.9914345,224.77768,100.0,1.1993517,[-0.652 -0.632 -0.264 -0.337 -0.216],27.775581,0.9983728,355.39,100,1.0806046,172,-3.445777,-82.46067043155048,0.4824439,-37.583267,0.7292056,-103.55212,7566.17798948288,0.17408095,-103.78652,98.53595,14.519184,5095511,0.46540886,
17300,3.0708313e-06,1.0080273,1.219109,180.73718,100.0,1.1982167,[-0.646 -0.629 -0.263 -0.337 -0.219],36.99183,0.99558353,371.95,100,1.0110652,173,-3.1391516,-76.51487522939674,0.778056,-39.262383,0.7471439,-103.02863,7613.728306055069,0.066999294,-103.08341,98.58858,13.230808,5132706,0.4383893,
17400,3.0517577e-07,1.0181813,1.5465981,201.76556,100.0,1.1948305,[-0.645 -0.629 -0.263 -0.338 -0.221],24.727026,1.0066502,360.71,100,1.0288631,174,-4.8470383,-83.37969753717566,0.66859233,-37.54434,0.7289977,-104.79809,7659.394841909409,0.113486625,-104.9742,98.53769,14.609394,5168777,0.45305347,
17500,-7.8201293e-07,1.0049402,1.1958104,166.26389,100.0,1.1948513,[-0.648 -0.63  -0.264 -0.339 -0.224],23.858112,1.0023075,391.92,100,1.0067942,175,-5.2687883,-76.52119050281124,0.8234985,-42.68264,0.78591305,-105.14032,7709.602596282959,0.051114004,-105.167145,98.60951,12.72303,5207969,0.41271833,
17600,1.8501282e-06,1.0063511,1.3012815,186.83635,100.0,1.1944683,[-0.648 -0.63  -0.264 -0.339 -0.224],23.623089,1.009523,343.36,100,1.0100254,176,-0.62768215,-91.7559579677096,0.7909289,-49.224415,0.6892568,-100.51103,7752.674065113068,0.06853936,-100.55591,98.465546,13.281527,5242305,0.46554962,
17700,-3.8146973e-07,1.0255572,1.5908885,244.44154,100.0,1.1904277,[-0.648 -0.629 -0.264 -0.34  -0.224],33.189964,1.0231308,339.57,100,1.0407518,177,-2.092842,-85.33213754506698,0.67375714,-39.39123,0.68910515,-102.08417,7795.119198799133,0.12251236,-102.27495,98.497406,15.458598,5276262,0.47373375,
17800,-3.3187866e-06,1.0020285,1.1471403,165.85817,100.0,1.1904029,[-0.65  -0.628 -0.264 -0.339 -0.229],33.19245,0.9996272,369.36,100,1.0030073,178,-4.158379,-82.75527789062276,0.8744275,-36.39125,0.7395915,-104.013725,7842.753831624985,0.032969225,-104.02606,98.551895,12.760605,5313198,0.43985265,
17900,-1.0299683e-06,1.0097358,1.3275319,229.31891,100.0,1.1899409,[-0.65  -0.628 -0.264 -0.34  -0.229],24.109066,0.9996716,356.49,100,1.0150111,179,-4.188432,-79.14474619399496,0.74517834,-40.333363,0.7167807,-104.085396,7887.266524076462,0.07489545,-104.16165,98.555984,15.120815,5348847,0.45479682,
18000,1.7166137e-06,1.0202541,1.5133752,235.25807,100.0,1.1850923,[-0.651 -0.628 -0.263 -0.34  -0.229],30.418125,1.0090182,379.14,100,1.0275872,180,-5.8391023,-73.6663964191384,0.6502048,-40.046944,0.7672489,-105.81083,7935.427782058716,0.098142065,-106.002846,98.611404,15.4234495,5386761,0.43324184,
18100,1.3923645e-06,1.0168455,1.6233233,159.0884,100.0,1.181749,[-0.651 -0.627 -0.262 -0.34  -0.234],29.226318,1.0029504,380.54,100,1.0240655,181,-4.800259,-76.86037177564593,0.5992051,-31.826763,0.7686271,-104.76073,7984.1848566532135,0.10689768,-104.912865,98.59604,12.699202,5424815,0.43068522,
18200,3.3569336e-06,1.0112412,1.3277004,200.23856,100.0,1.1806302,[-0.652 -0.626 -0.263 -0.338 -0.237],29.222881,0.99385595,384.73,100,1.0155848,182,-5.732618,-75.34360726083095,0.718346,-42.160736,0.7743513,-105.64314,8033.361197710037,0.08268517,-105.72468,98.60834,13.986779,5463288,0.42386937,
18300,3.2424927e-07,1.0207238,1.4390607,265.82843,100.0,1.1826241,[-0.651 -0.626 -0.263 -0.34  -0.238],33.0511,0.99300486,358.55,100,1.0333091,183,-2.773236,-82.4394240881873,0.6742281,-44.547287,0.7250053,-102.75664,8078.923534393311,0.116427064,-102.911575,98.540146,16.331095,5499143,0.4554153,
18400,1.0299683e-06,1.0038579,1.2055418,213.23749,100.0,1.1807741,[-0.646 -0.628 -0.261 -0.342 -0.236],37.44434,1.0041449,365.81,100,1.0055872,184,-5.2148657,-77.2490328138483,0.84225655,-46.917423,0.7332905,-105.0821,8125.906252384186,0.051433083,-105.1318,98.57765,14.681648,5535724,0.44413185,
18500,1.2779236e-06,1.0139209,1.417384,191.83989,100.0,1.1835616,[-0.646 -0.629 -0.261 -0.342 -0.238],29.361835,1.0056765,349.99,100,1.020661,185,-2.6866481,-82.52466853096914,0.7464609,-35.33087,0.7056617,-102.62481,8170.671152830124,0.08629532,-102.76459,98.52841,13.803535,5570723,0.462009,
18600,4.196167e-07,1.0084418,1.3253245,163.58417,100.0,1.1815323,[-0.648 -0.628 -0.262 -0.34  -0.235],26.086979,1.0022573,392.39,100,1.0114732,186,-6.2939377,-74.11211399024333,0.7897653,-34.14633,0.78847975,-106.19013,8221.013648748398,0.06811346,-106.2719,98.62225,12.805876,5609962,0.41292205,
18700,-1.8787384e-06,1.005845,1.2036579,175.39937,100.0,1.1806976,[-0.648 -0.626 -0.262 -0.339 -0.237],24.79968,0.99727297,400.24,100,1.0081118,187,-5.7654285,-71.75552525402345,0.7925993,-43.137573,0.8031633,-105.64503,8272.569020032883,0.0600366,-105.69929,98.64143,13.099216,5649986,0.40098605,
18800,-1.5258789e-07,1.0201503,1.7597368,148.88156,100.0,1.1772201,[-0.648 -0.626 -0.261 -0.34  -0.238],31.211084,1.0057946,378.96,100,1.028113,188,-5.214822,-74.04530161849293,0.65537417,-42.0674,0.7668573,-105.178215,8320.18621134758,0.113506235,-105.31583,98.60922,12.607376,5687882,0.4334468,
18900,-2.708435e-06,1.0012094,1.088154,216.96873,100.0,1.177144,[-0.646 -0.626 -0.261 -0.339 -0.242],32.429092,0.99563265,352.48,100,1.0018852,189,-4.013599,-79.10803796132909,0.8545197,-38.667923,0.7054872,-103.86496,8365.246628284454,0.025965238,-103.87335,98.55113,14.744435,5723130,0.45640412,
19000,-1.964569e-06,1.0144502,1.3062618,146.73103,100.0,1.1743245,[-0.646 -0.626 -0.262 -0.339 -0.242],30.423506,0.9982638,386.63,100,1.0210805,190,-4.639197,-77.27063709339006,0.6656474,-49.84571,0.7796091,-104.57771,8413.7794277668,0.085585125,-104.68545,98.60028,11.98546,5761793,0.4221857,
19100,-7.2479247e-07,1.014223,1.4429111,209.07738,100.0,1.1733317,[-0.647 -0.624 -0.262 -0.338 -0.245],29.471611,1.0026231,380.49,100,1.0209602,191,-5.4253936,-82.14460343821925,0.7561821,-44.351692,0.7674122,-105.363335,8462.509360790253,0.090163715,-105.466194,98.56822,14.4356785,5799842,0.43011653,
19200,2.1362305e-06,1.0126166,1.3193685,207.31912,100.0,1.16944,[-0.646 -0.625 -0.261 -0.34  -0.246],31.705736,1.0022151,359.58,100,1.0179951,192,-3.6134627,-83.39008053665297,0.6753205,-41.156525,0.72463703,-103.55136,8507.879242658615,0.08153089,-103.68827,98.53618,14.448741,5835800,0.45285127,
19300,-7.6293946e-07,1.011145,1.3492703,182.49913,100.0,1.1713884,[-0.647 -0.624 -0.262 -0.339 -0.249],24.686764,1.000072,387.04,100,1.0166186,193,-5.0752954,-77.32771235945889,0.7416135,-45.363953,0.77885,-104.98353,8558.000041007996,0.080371164,-105.10622,98.60042,13.3175535,5874504,0.42078075,
19400,8.392334e-07,1.0535588,1.9332808,209.26703,100.0,1.169433,[-0.644 -0.621 -0.26  -0.339 -0.248],29.537668,1.0256495,374.48,100,1.0848268,194,-5.7295218,-78.9778019990204,0.55075836,-39.53184,0.77044296,-105.83006,8606.657013654709,0.18827236,-106.15835,98.5782,14.51506,5911952,0.44640666,
19500,-1.1253356e-06,1.0228652,1.4391117,144.79561,100.0,1.1651506,[-0.646 -0.619 -0.258 -0.338 -0.25 ],22.051668,0.9925589,378.47,100,1.0306563,195,-4.1822753,-72.47211882900444,0.6422963,-37.99151,0.7666592,-104.16537,8655.29552578926,0.10973173,-104.37375,98.61702,12.347329,5949799,0.4345009,
19600,-4.196167e-06,1.0019157,1.1647592,235.29324,100.0,1.166151,[-0.644 -0.619 -0.258 -0.339 -0.254],34.800056,1.0036607,346.91,100,1.0034355,196,-5.6096325,-76.10863904417369,0.8720619,-40.89453,0.69458205,-105.47227,8699.497258424759,0.033134308,-105.54532,98.56122,15.272732,5984490,0.46140805,
19700,1.2969971e-06,1.0178404,1.4391361,161.48781,100.0,1.1624944,[-0.647 -0.619 -0.259 -0.338 -0.253],23.967924,0.9907125,366.64,100,1.0252131,197,-3.5286257,-77.42855210628063,0.6804483,-42.380226,0.7408255,-103.48609,8746.723957300186,0.10793271,-103.646706,98.57764,12.801642,6021154,0.44683558,
19800,8.392334e-07,1.005364,1.2050446,182.44473,100.0,1.1606709,[-0.647 -0.618 -0.259 -0.339 -0.256],26.158936,1.002709,368.62,100,1.0079376,198,-2.5941734,-83.2706447728168,0.7979884,-46.703102,0.73955905,-102.478516,8793.907034397125,0.054577596,-102.542076,98.5482,13.590415,6058016,0.4415212,
19900,1.335144e-06,1.0052539,1.2415261,205.4652,100.0,1.1626058,[-0.646 -0.619 -0.259 -0.34  -0.258],33.92795,1.0047182,352.23,100,1.0076283,199,-1.5608785,-83.4064740746091,0.8260441,-43.390152,0.70653534,-101.43728,8838.940861225128,0.058060955,-101.497955,98.52641,14.083175,6093239,0.4576324,
20000,-1.411438e-06,1.0,1.0,216.24858,100.0,1.1626058,[-0.646 -0.619 -0.259 -0.34  -0.256],34.796494,1.0,349.33,100,1.0,200,-1.4135162,-78.58744539567915,1.0,-43.87831,0.69866,-101.256935,8883.085231781006,,-101.256935,98.550064,14.631683,6128172,0.4588484,
20100,1.2969971e-06,1.004813,1.2849472,241.83922,100.0,1.1644396,[-0.646 -0.619 -0.259 -0.34  -0.256],28.341059,1.0024683,362.03,100,1.0071511,201,-4.772245,-78.67778658424007,0.833015,-42.94689,0.72603756,-104.64657,8928.020111322403,0.05140914,-104.70055,98.56535,15.566717,6164375,0.44821227,
20200,-1.3732911e-06,1.0109125,1.370372,220.89084,100.0,1.1644154,[-0.645 -0.618 -0.259 -0.34  -0.255],28.350111,1.0074103,345.36,100,1.0161734,202,-3.4558733,-85.35541886496497,0.7798004,-41.278763,0.6949633,-103.36862,8971.622498750687,0.08011392,-103.443825,98.50571,14.985353,6198911,0.46505365,
20300,-3.8146972e-08,1.063184,1.6535833,209.35184,100.0,1.1640888,[-0.646 -0.619 -0.258 -0.339 -0.255],22.309607,0.9953309,377.05,100,1.0996947,203,-4.0576105,-75.27622012000906,0.29599732,-41.365746,0.7784336,-104.2249,9018.326047182083,0.18585554,-104.6707,98.60071,14.611009,6236616,0.44493073,
20400,6.4849854e-07,1.0272245,1.5266576,174.2674,100.0,1.1627351,[-0.642 -0.623 -0.258 -0.343 -0.255],28.839705,0.9896217,378.33,100,1.039668,204,-4.4428353,-72.0063565975848,0.62962675,-41.99881,0.76750374,-104.43708,9067.0996363163,0.12851857,-104.74903,98.61935,13.518647,6274449,0.4353299,
20500,2.5749207e-06,1.0058745,1.2372768,188.09679,100.0,1.1627272,[-0.64  -0.628 -0.259 -0.346 -0.256],39.542103,0.9996731,339.51,100,1.0093067,205,-2.2645583,-82.84152278387414,0.78413224,-38.426785,0.6813022,-102.146996,9110.661845445633,0.061171424,-102.18669,98.51199,13.837608,6308400,0.4684315,
20600,2.670288e-07,1.0288272,1.6680118,288.39874,100.0,1.1617324,[-0.64  -0.628 -0.258 -0.346 -0.256],29.611778,1.0142281,355.68,100,1.046737,206,-4.938469,-79.18989630342115,0.51870596,-49.892967,0.7230764,-104.917816,9155.226314783096,0.12771186,-105.08094,98.55472,17.00176,6343968,0.4607079,
20700,-1.7166137e-06,1.0039123,1.1856726,236.03464,100.0,1.16295,[-0.643 -0.627 -0.258 -0.346 -0.257],33.372772,1.0023384,339.25,100,1.0060958,207,-2.0250995,-87.1297615889179,0.82914567,-43.02221,0.67995083,-101.89225,9199.19446182251,0.042860102,-101.91926,98.48634,15.163259,6377893,0.46804956,
20800,-1.335144e-06,1.0113206,1.3939518,231.52296,100.0,1.1624876,[-0.643 -0.628 -0.258 -0.347 -0.256],28.970047,1.0131905,351.24,100,1.0186926,208,-2.1453743,-83.76831372677049,0.6446794,-53.4534,0.7072943,-102.067474,9243.641817092896,0.08613747,-102.15291,98.52301,15.188308,6413017,0.46031263,
20900,1.0490418e-06,1.0358951,1.5273954,162.68953,100.0,1.1615157,[-0.643 -0.629 -0.257 -0.348 -0.257],25.789013,0.99434334,367.68,100,1.0543473,209,-3.5046573,-80.40416338696868,0.64606136,-38.077347,0.7492706,-103.500916,9289.941775560379,0.12099152,-103.71059,98.56264,12.849395,6449785,0.44964907,
21000,-2.2315978e-06,1.0068529,1.1720437,164.79524,100.0,1.1611593,[-0.646 -0.627 -0.256 -0.348 -0.257],23.990286,0.99702764,369.28,100,1.0103647,210,-3.9273782,-83.69511013161735,0.75167435,-37.044445,0.7413225,-103.81017,9337.620989084244,0.056513485,-103.853035,98.54671,12.830503,6486713,0.4410685,
21100,-1.4686584e-06,1.0052232,1.2358958,230.33846,100.0,1.1600184,[-0.646 -0.628 -0.257 -0.348 -0.258],29.004538,1.0076166,342.32,100,1.0087186,211,-0.966555,-90.37172152152593,0.78263235,-35.858902,0.68681157,-100.84316,9381.09280014038,0.057273835,-100.89182,98.472,15.052706,6520945,0.466131,
21200,-1.9073487e-07,1.0339258,1.7263103,162.87997,100.0,1.1576025,[-0.646 -0.628 -0.257 -0.348 -0.259],21.690624,1.0077482,361.62,100,1.0544338,212,-2.519788,-84.40418605261388,0.65867805,-35.668404,0.7360589,-102.50927,9427.042830467224,0.13415436,-102.790565,98.53319,13.029026,6557107,0.455467,
21300,-1.8215179e-06,1.0138407,1.3312142,204.03831,100.0,1.1581962,[-0.652 -0.627 -0.258 -0.347 -0.261],25.157385,1.0006529,352.99,100,1.0207973,213,-4.573651,-74.15158114834072,0.7578502,-46.936096,0.7116797,-104.49829,9471.961557865143,0.08410529,-104.6085,98.579865,14.556999,6592406,0.45930073,
21400,-8.773804e-07,1.0169982,1.4928653,227.999,100.0,1.1558983,[-0.653 -0.629 -0.258 -0.347 -0.261],31.137764,1.0091661,350.28,100,1.0263491,214,-2.3941638,-86.35677579750636,0.69754934,-35.773293,0.7071565,-102.3276,9516.89459347725,0.10005135,-102.46201,98.50693,14.973051,6627434,0.46236265,
21500,-5.340576e-07,1.0183922,1.5273538,208.7197,100.0,1.154783,[-0.653 -0.626 -0.257 -0.346 -0.263],46.194923,0.9976245,357.19,100,1.0302765,215,-3.876085,-76.28573258458897,0.6305026,-39.291252,0.7211808,-103.80128,9563.127219200134,0.11299771,-103.95541,98.57286,15.017905,6663153,0.45604917,
21600,5.340576e-07,1.0138332,1.5982246,191.93526,100.0,1.1538017,[-0.657 -0.625 -0.257 -0.344 -0.264],26.349499,0.9972509,351.82,100,1.0202798,216,-3.9765966,-82.64321436129673,0.6957865,-39.65537,0.70899546,-103.89797,9608.860974311829,0.09080759,-104.01418,98.5302,14.114634,6698335,0.46015182,
21700,1.9836425e-06,1.0063976,1.2434002,173.43681,100.0,1.1524545,[-0.659 -0.625 -0.257 -0.343 -0.265],24.76348,1.002447,377.43,100,1.0089302,217,-4.349491,-76.1002885930873,0.8164807,-44.179573,0.75756484,-104.23097,9656.674572229385,0.060593933,-104.28825,98.59674,13.258226,6736078,0.43171597,
21800,-1.7166138e-07,1.0016203,1.1038471,188.02046,100.0,1.1523112,[-0.659 -0.625 -0.256 -0.342 -0.266],27.68338,0.9976884,382.35,100,1.0023779,218,-4.6831384,-77.90283158738524,0.8902512,-38.221794,0.76539123,-104.538734,9704.451934814453,0.030790653,-104.56631,98.5925,13.702614,6774313,0.42456868,
21900,-6.1035155e-07,1.0065506,1.2423558,210.896,100.0,1.1504184,[-0.658 -0.626 -0.256 -0.343 -0.267],29.205507,1.0009027,353.0,100,1.0101088,219,-5.229198,-81.9119003289431,0.77048314,-43.914528,0.7087745,-105.11574,9749.264360666275,0.05841308,-105.191475,98.535904,14.808598,6809613,0.45738727,
22000,-1.7738342e-06,1.0024598,1.1252972,198.40765,100.0,1.1505032,[-0.658 -0.628 -0.256 -0.344 -0.268],28.05035,0.99757624,365.73,100,1.0038395,220,-4.553155,-80.50676053104387,0.85885394,-39.852615,0.73245174,-104.41099,9795.355282306671,0.033718355,-104.42522,98.55975,13.992491,6846186,0.44380537,
22100,1.6784668e-06,1.0232255,1.6520705,145.24513,100.0,1.148438,[-0.658 -0.628 -0.257 -0.344 -0.268],27.486961,1.0049189,387.41,100,1.0336462,221,-2.5677917,-79.0152483167904,0.67060184,-40.310368,0.78416437,-102.5297,9843.561882257462,0.12544042,-102.69139,98.59209,12.098067,6884927,0.42279986,
22200,3.7002565e-06,1.00547,1.2587467,184.03442,100.0,1.1484113,[-0.656 -0.628 -0.257 -0.345 -0.27 ],24.31408,1.0021312,373.25,100,1.0077533,222,-4.5056424,-83.41821425584402,0.8099607,-40.588905,0.74871236,-104.38159,9890.92533826828,0.05646956,-104.415955,98.55301,13.402215,6922252,0.43630385,
22300,-9.3460085e-07,1.00066,1.0939952,191.78024,100.0,1.1480799,[-0.656 -0.628 -0.258 -0.345 -0.271],25.581734,1.0028414,374.08,100,1.0010997,223,-2.6300638,-83.55882018540467,0.9051256,-44.24768,0.748431,-102.47681,9937.780076503754,0.02067206,-102.48632,98.55325,13.796645,6959660,0.43422654,
22400,5.912781e-07,1.0083467,1.3368182,189.97481,100.0,1.14808,[-0.656 -0.628 -0.258 -0.345 -0.271],30.43858,0.99933994,378.4,100,1.0134294,224,-5.444782,-80.33444014321095,0.78052944,-39.96227,0.7605063,-105.351494,9985.2179479599,0.07121699,-105.466705,98.57539,14.033777,6997500,0.4311239,
22500,,1.0082808,1.2743545,179.84027,100.0,1.147812,[-0.655 -0.631 -0.258 -0.347 -0.271],28.053078,1.0074292,371.5,100,1.0124986,225,-5.1514935,-80.27883739907558,0.7819741,-38.000343,0.74665236,-105.040764,10032.862242937088,0.07283154,-105.09257,98.56781,13.502332,7034650,0.43913913,
22600,6.67572e-07,1.0263959,1.6050146,161.77278,100.0,1.1475673,[-0.655 -0.632 -0.259 -0.346 -0.271],28.84095,1.0085564,381.72,100,1.0443085,226,-3.6344793,-75.76765264380303,0.6023875,-44.88925,0.77305347,-103.58928,10081.42584681511,0.12797068,-103.724976,98.60302,13.029065,7072822,0.43040398,
22700,4.196167e-07,1.0187371,1.5099987,151.85214,100.0,1.1475661,[-0.647 -0.633 -0.257 -0.348 -0.271],27.345419,1.0011456,395.59,100,1.0273372,227,-3.5712,-80.56759164227216,0.7114004,-35.149452,0.79930866,-103.52297,10132.01120877266,0.09979187,-103.63631,98.59267,11.960391,7112381,0.41068742,
22800,-1.4495849e-06,1.001303,1.1115209,169.9548,100.0,1.1475672,[-0.647 -0.631 -0.258 -0.348 -0.271],32.489204,0.9995837,375.8,100,1.0019865,228,-3.9931445,-77.42493729005194,0.9157865,-42.64695,0.7521679,-103.84357,10179.257340192795,0.028312258,-103.858696,98.58795,13.071055,7149961,0.43241107,
22900,-2.8991699e-06,1.0050354,1.2520002,200.70688,100.0,1.148062,[-0.646 -0.631 -0.257 -0.348 -0.271],26.039413,1.0027999,376.86,100,1.0087335,229,-5.6674156,-77.43067604116152,0.7993362,-39.89115,0.755925,-105.54149,10226.59765791893,0.053260233,-105.60543,98.58908,14.1754,7187647,0.43210477,
23000,1.411438e-06,1.0442642,1.6621714,192.00378,100.0,1.1435553,[-0.647 -0.634 -0.258 -0.349 -0.271],28.844711,1.0195689,361.08,100,1.0656923,230,-2.226601,-87.77772410873499,0.52383333,-50.04391,0.73897076,-102.28984,10272.669696092606,0.17375416,-102.6109,98.51381,14.035023,7223755,0.4585747,
23100,-7.2479247e-07,1.0054648,1.2681174,223.45398,100.0,1.1430582,[-0.644 -0.637 -0.259 -0.351 -0.275],29.341278,1.0040103,376.79,100,1.0076786,231,-3.6539154,-80.84900563955775,0.828419,-50.026543,0.7559229,-103.531204,10321.08771109581,0.056812968,-103.57686,98.57085,14.646482,7261434,0.43226826,
23200,-2.1362305e-06,1.0019827,1.132126,234.61705,100.0,1.1429614,[-0.645 -0.637 -0.259 -0.351 -0.276],27.16491,1.0040711,364.0,100,1.0029418,232,-3.518629,-83.39463103480226,0.8791469,-50.173306,0.7288555,-103.373886,10366.794624567032,0.035493877,-103.38717,98.541794,15.351826,7297834,0.44551715,
23300,-1.8692017e-06,1.0104499,1.4049625,196.46594,100.0,1.1425799,[-0.645 -0.637 -0.26  -0.351 -0.276],26.940126,0.9952386,358.06,100,1.0162044,233,-2.8469384,-86.39305576629131,0.74606204,-42.98505,0.72008276,-102.74328,10411.940179109573,0.073894516,-102.83622,98.51744,14.258361,7333640,0.45338574,
23400,-8.201599e-07,1.0156968,1.3496392,172.06218,100.0,1.1396468,[-0.646 -0.637 -0.259 -0.35  -0.276],27.410774,0.99824303,372.11,100,1.0252254,234,-4.8347454,-78.63153369074087,0.7189288,-39.41433,0.7506289,-104.757195,10458.592068433762,0.08707268,-104.88168,98.57738,13.36618,7370851,0.44008473,
23500,1.1825562e-06,1.0023972,1.130855,205.91776,100.0,1.1383175,[-0.643 -0.637 -0.259 -0.351 -0.279],33.709583,0.99594796,361.74,100,1.0035115,235,-3.0131242,-82.92743181140946,0.8770302,-36.750595,0.7245072,-102.87345,10505.719132184982,0.035951536,-102.894035,98.541504,14.208673,7407025,0.44791132,
23600,-2.5558472e-06,1.011334,1.3158926,156.7942,100.0,1.1362652,[-0.643 -0.636 -0.259 -0.35  -0.281],20.147324,0.9985811,381.93,100,1.0172398,236,-5.096554,-79.34029210875846,0.7052125,-45.570442,0.7683533,-104.99704,10554.239439487457,0.083719686,-105.06638,98.58453,12.38026,7445218,0.42722464,
23700,-1.5258789e-06,1.0367702,1.6303029,246.86322,100.0,1.1308323,[-0.64  -0.637 -0.259 -0.351 -0.283],36.236908,0.99112344,346.19,100,1.05614,237,-1.7158945,-85.13955393950069,0.54968107,-45.29207,0.70709735,-101.77831,10598.80985713005,0.15038204,-102.12424,98.50813,16.431433,7479837,0.47148353,
23800,1.2969971e-06,1.001244,1.1214784,190.60097,100.0,1.1303978,[-0.643 -0.637 -0.259 -0.351 -0.288],33.354942,1.0013001,357.35,100,1.0018885,238,-4.399666,-81.6284050315648,0.91400737,-37.656464,0.7152431,-104.253426,10645.126502752304,0.02531172,-104.277084,98.54315,13.854956,7515572,0.45190483,
23900,-9.155273e-07,1.0088006,1.297553,248.59047,100.0,1.1294296,[-0.643 -0.638 -0.259 -0.351 -0.288],36.44758,1.0117428,352.66,100,1.0157615,239,-3.412959,-81.40035046323057,0.75539243,-44.11831,0.70933235,-103.35526,10690.052441596985,0.07483934,-103.52751,98.53836,15.897349,7550838,0.45850563,
24000,9.727478e-07,1.0182381,1.3157785,203.73753,100.0,1.1255221,[-0.648 -0.64  -0.261 -0.351 -0.289],29.510498,0.99897313,391.88,100,1.0239562,240,-5.867922,-76.96055505706751,0.7144687,-44.920227,0.79166,-105.81579,10740.382303714752,0.0900354,-105.95665,98.60722,14.224363,7590026,0.41586825,
24100,-1.2397766e-06,1.0074562,1.2932541,193.71822,100.0,1.1241657,[-0.646 -0.64  -0.261 -0.352 -0.293],34.20924,0.9918656,372.39,100,1.011659,241,-4.6452885,-78.56782516232681,0.7120324,-35.505806,0.7477328,-104.52081,10788.170253515244,0.06805648,-104.59409,98.57803,14.070355,7627265,0.43771768,
