Weights,Bound,EmpiricalD2,EpThisIter,TimeElapsed,J_sample_variance,MaxIW,Iteration,ReturnMeanIW,InitialReturnMin,ReturnStepMaxmin,MinIW,InitialBound,InitialReturnMean,InitialReturnStd,EpLenMean,ReturnStepMax,EpRewMean,MinD2w0t,MeanIW,StdIW,MaxD2w0t,MeanD2w0t,TimestepsSoFar,MeanEntropy,StdD2w0t,InitialReturnMax,EpisodesSoFar
[ 0.559 -0.56   0.218  0.396 -0.004],-2064.7695,1.0002515,100,1744.1735560894012,3.890602,1.0483932,158,-97.251785,-99.67372,99.98607,0.96781886,-2064.8713,-97.45177,1.6932185,44.89,100.0,-140.9850773531071,,0.9977444,0.014902653,1.0003872,0.0897872,689776,1.415405,0.28588334,-91.325035,15800
[ 0.558 -0.561  0.218  0.396 -0.004],-2025.3528,1.0001574,100,1756.78466629982,3.495534,1.0370963,159,-97.58848,-99.60257,100.0,0.9646463,-2025.4983,-97.87485,1.5120645,46.92,100.0,-143.4645899919251,,0.99676484,0.012517432,1.0004431,0.093851045,694468,1.4154686,0.29164532,-92.204025,15900
[ 0.558 -0.56   0.217  0.394 -0.003],-2053.5076,1.0007159,100,1768.3950333595276,6.5889297,1.060259,160,-97.37443,-99.64131,100.0,0.9333492,-2053.7292,-97.78199,1.6800337,44.23,100.0,-140.6725310778044,,0.9952831,0.02502595,1.0009484,0.088475466,698891,1.4154907,0.28402522,-90.09129,16000
[ 0.56  -0.56   0.218  0.395 -0.003],-1975.0968,1.0009552,100,1781.9680972099304,7.8543696,1.098256,161,-96.89663,-99.79515,100.0,0.9180814,-1975.4243,-97.52543,1.4857243,44.3,100.0,-140.48738053280957,,0.99118435,0.028488193,1.0013676,0.08862141,703321,1.4146982,0.28422788,-93.617134,16100
[ 0.557 -0.56   0.217  0.395 -0.004],-2065.7454,1.0001713,100,1795.9898183345795,4.788294,1.0325478,162,-97.42596,-99.69349,100.0,0.9688782,-2065.8413,-97.61601,1.9225373,49.04,100.0,-145.28260628907043,,0.997757,0.011332206,1.0004203,0.09808709,708225,1.4155912,0.29744384,-89.79681,16200
[ 0.558 -0.56   0.217  0.395 -0.003],-2030.989,1.0000899,100,1805.8601288795471,4.493458,1.0210861,163,-97.40075,-99.79585,100.0,0.97458345,-2031.0685,-97.55034,1.9826576,43.84,100.0,-140.03991027655252,,0.9980647,0.007337424,1.0002251,0.087684706,712609,1.4163758,0.282847,-90.31943,16300
[ 0.557 -0.559  0.217  0.394 -0.003],-2011.1521,1.000094,100,1818.2370581626892,4.387072,1.0167117,164,-97.282646,-99.696945,100.0,0.9555435,-2011.2378,-97.43871,1.8280948,49.2,100.0,-145.2348541685658,,0.9980278,0.009821552,1.0002434,0.09840568,717529,1.415569,0.29786974,-92.906906,16400
[ 0.557 -0.558  0.217  0.394 -0.003],-2083.2783,1.0001531,100,1829.8933284282684,3.3964465,1.0275033,165,-97.516884,-99.77724,100.0,0.96894866,-2083.3818,-97.68289,1.5667241,45.82,100.0,-142.153146383074,,0.99812835,0.011166236,1.0003114,0.09164486,722111,1.4151254,0.28852603,-92.7326,16500
[ 0.557 -0.557  0.217  0.395 -0.004],-2017.3542,1.0001581,100,1843.1678020954132,3.0067928,1.0272388,166,-97.601524,-99.53452,100.0,0.9645584,-2017.4326,-97.75213,1.5764846,43.48,100.0,-139.87922596703268,,0.9981586,0.010624317,1.000264,0.08696503,726459,1.4155705,0.2817998,-92.452736,16600
[ 0.557 -0.558  0.217  0.395 -0.003],-2009.5798,1.0002115,100,1855.1220242977142,4.071115,1.0341403,167,-97.183266,-99.64693,100.0,0.9726907,-2009.729,-97.479904,1.8045012,46.25,100.0,-142.37616400810415,,0.9966103,0.0112795355,1.0004618,0.09251223,731084,1.4161286,0.28975922,-92.64635,16700
[ 0.556 -0.557  0.217  0.394 -0.003],-2045.7113,1.0000137,100,1868.118596315384,3.1081803,1.0075035,168,-97.78796,-99.68533,100.0,0.9901587,-2045.7203,-97.806404,1.7185851,45.43,100.0,-141.89849961019573,,0.9997699,0.002879201,1.0000385,0.09086053,735627,1.4163758,0.2874208,-92.966896,16800
[ 0.556 -0.557  0.216  0.394 -0.003],-2039.9912,1.0001194,100,1878.288488149643,4.67356,1.032232,169,-97.19466,-99.63913,100.0,0.9656458,-2040.1074,-97.41671,1.8111105,46.09,100.0,-142.12113235873528,,0.9975939,0.012156093,1.0003792,0.09218731,740236,1.4154633,0.2892917,-91.94158,16900
[ 0.556 -0.557  0.217  0.395 -0.004],-2057.9329,1.0000957,100,1888.4489207267761,4.1856046,1.0214745,170,-97.10286,-99.7152,100.0,0.97230387,-2058.0588,-97.32248,2.0005386,43.0,100.0,-138.9450487238047,,0.9973877,0.008749565,1.0003024,0.08600576,744536,1.4159942,0.28037578,-91.12287,17000
[ 0.556 -0.558  0.217  0.395 -0.003],-2019.8531,1.0002857,100,1899.4000260829926,4.956516,1.0501196,171,-97.296524,-99.724884,100.0,0.96477556,-2019.9899,-97.54931,1.8859367,40.11,100.0,-136.3741936226283,,0.9969717,0.01562606,1.0004737,0.08022772,748547,1.4160434,0.27166358,-92.503235,17100
[ 0.556 -0.558  0.217  0.395 -0.003],-2022.8977,1.0000135,100,1910.5976994037628,2.4631155,1.0110135,172,-97.799255,-99.582245,100.0,0.9921843,-2022.9119,-97.8255,1.5851718,43.47,100.0,-139.975507127043,,0.9997397,0.0030043747,1.0000443,0.08694053,752894,1.4164673,0.28175628,-93.57343,17200
[ 0.556 -0.558  0.217  0.395 -0.002],-2024.0168,1.0003235,100,1919.8410663604736,5.6284094,1.0489136,173,-97.47733,-99.65827,100.0,0.9294485,-2024.197,-97.82886,1.5747349,42.0,100.0,-138.51305760845742,,0.9958048,0.018990116,1.0005828,0.08401154,757094,1.4153783,0.27742264,-92.086075,17300
[ 0.555 -0.558  0.216  0.394 -0.004],-2055.078,1.0003545,100,1930.0305469036102,5.861233,1.042079,174,-97.11952,-99.71902,100.0,0.9531438,-2055.2068,-97.369705,1.8633908,44.72,100.0,-140.70241845759338,,0.99715525,0.01798785,1.0005599,0.089449376,761566,1.4159241,0.28540063,-89.854904,17400
[ 0.556 -0.558  0.217  0.395 -0.003],-1979.7595,1.0006917,100,1943.0801227092743,6.431496,1.069495,175,-97.17287,-99.71719,100.0,0.91464245,-1979.9679,-97.567635,1.6588346,45.62,100.0,-141.83241678819192,,0.9954078,0.0254361,1.000982,0.09125522,766128,1.41559,0.28800258,-93.14239,17500
[ 0.558 -0.558  0.217  0.395 -0.003],-2033.1018,1.0000458,100,1956.1181280612946,3.8621535,1.0170755,176,-97.35216,-99.72977,100.0,0.9753388,-2033.146,-97.43757,1.9157655,42.66,100.0,-138.7572145843789,,0.99916077,0.00681762,1.0001295,0.085322715,770394,1.4153783,0.27937642,-88.92415,17600
[ 0.558 -0.558  0.217  0.394 -0.004],-2074.063,1.0001822,100,1971.200962305069,3.4369316,1.0300409,177,-97.55929,-99.695984,100.0,0.9540519,-2074.194,-97.81826,1.5473408,47.01,100.0,-143.49164979504917,,0.99719805,0.013370883,1.0004039,0.09402963,775095,1.4155692,0.29189155,-93.59349,17700
[ 0.559 -0.56   0.218  0.394 -0.003],-2035.1589,1.0002697,100,1982.928456068039,6.7531447,1.0345021,178,-97.260254,-99.57152,99.98792,0.9233739,-2035.2523,-97.44375,1.9272915,44.14,100.0,-140.23672567599658,,0.99746454,0.017635813,1.0003743,0.08828684,779509,1.415041,0.28371567,-91.15311,17800
[ 0.56  -0.559  0.218  0.394 -0.004],-2070.3872,1.000148,100,1994.8261141777039,4.016852,1.0232707,179,-97.30781,-99.61291,100.0,0.9684747,-2070.4495,-97.43204,1.6937524,46.98,100.0,-143.03505491694085,,0.9986445,0.011057342,1.0002878,0.09396479,784207,1.4156497,0.29178405,-91.67018,17900
[ 0.56  -0.558  0.218  0.394 -0.003],-2076.0227,1.0000639,100,2004.3278379440308,3.0219758,1.0192353,180,-97.38602,-99.78264,100.0,0.9692252,-2076.0835,-97.49741,1.6315758,46.68,100.0,-142.81035115615967,,0.9985789,0.0072574746,1.0001715,0.09336402,788875,1.4159889,0.29095706,-93.884476,18000
[ 0.561 -0.559  0.218  0.394 -0.003],-2037.0662,1.0005221,100,2017.029712677002,6.476362,1.0578644,181,-97.02595,-99.5571,100.0,0.91071475,-2037.2865,-97.463554,1.6993496,48.41,100.0,-144.47328103264644,,0.99422586,0.024451159,1.0008249,0.09683844,793716,1.4146985,0.29576665,-91.137985,18100
[ 0.561 -0.561  0.218  0.394 -0.004],-2019.7667,1.0002807,100,2027.0682563781738,6.904945,1.0437928,182,-97.19181,-99.83291,100.0,0.8952811,-2019.9092,-97.46861,1.8389194,45.1,100.0,-141.17544461413334,,0.99655414,0.019016873,1.0004863,0.09021035,798226,1.4140342,0.28650674,-90.872734,18200
[ 0.561 -0.56   0.219  0.394 -0.005],-2023.8053,1.0001574,100,2037.2287809848785,3.8486865,1.0366414,183,-97.37767,-99.87635,100.0,0.9675168,-2023.8732,-97.50502,1.7179284,44.29,100.0,-140.43748198307787,,0.9984212,0.013172954,1.0002818,0.08858432,802655,1.4136169,0.28414655,-93.361465,18300
[ 0.56  -0.56   0.218  0.394 -0.005],-2074.681,1.0002245,100,2048.5855600833893,4.3774095,1.0462122,184,-97.3541,-99.55606,100.0,0.9591947,-2074.7769,-97.538055,1.7134755,46.99,100.0,-143.15515347644634,,0.99732244,0.013320687,1.000369,0.09398695,807354,1.4144031,0.29181522,-92.236206,18400
[ 0.56  -0.559  0.219  0.394 -0.005],-2073.3628,1.0005552,100,2059.2883925437927,5.4091797,1.0658485,185,-97.24756,-99.646774,100.0,0.9474487,-2073.5605,-97.64411,1.5618585,45.92,100.0,-142.23461615407766,,0.9948497,0.021011041,1.000871,0.09185675,811946,1.4150108,0.28884104,-91.543465,18500
[ 0.559 -0.56   0.218  0.393 -0.004],-2008.3055,1.0003926,100,2070.2081475257874,4.11335,1.043944,186,-97.5159,-99.5224,100.0,0.94643295,-2008.4291,-97.76258,1.3875161,40.23,100.0,-136.6946165233261,,0.9968591,0.017606426,1.000535,0.08046874,815969,1.4145881,0.27202716,-93.44396,18600
[ 0.56  -0.559  0.219  0.393 -0.004],-2071.0269,1.0004307,100,2082.7801780700684,4.604309,1.0440725,187,-97.30279,-99.5912,100.0,0.94345397,-2071.1978,-97.60267,1.7075429,47.18,100.0,-143.40483242453615,,0.99617857,0.017659405,1.0007188,0.09437126,820687,1.4149472,0.29237035,-93.26701,18700
[ 0.559 -0.559  0.218  0.393 -0.004],-1984.2152,1.0004364,100,2094.4700400829315,6.638526,1.0449423,188,-97.31805,-99.78676,99.9925,0.9484307,-1984.397,-97.68467,1.9244057,42.18,100.0,-138.5551701273553,,0.9962923,0.018655052,1.0007844,0.084371954,824905,1.4151306,0.27796304,-90.07098,18800
[ 0.559 -0.557  0.218  0.393 -0.004],-2048.693,1.0014961,100,2107.436393260956,11.86377,1.1081554,189,-96.441925,-99.69147,99.98818,0.90145487,-2049.1794,-97.3854,1.9058888,44.26,100.0,-140.2556714661121,,0.98829424,0.037965905,1.0021625,0.08855625,829331,1.4145936,0.28416708,-91.02735,18900
[ 0.558 -0.559  0.217  0.394 -0.004],-2056.763,1.0000455,100,2120.4481694698334,3.1294324,1.0178194,190,-97.686455,-99.61934,100.0,0.97419006,-2056.8174,-97.78454,1.5334932,45.74,100.0,-142.1951302054124,,0.9987763,0.007026855,1.0002277,0.091482714,833905,1.4144086,0.28829056,-93.4335,19000
[ 0.556 -0.558  0.217  0.394 -0.005],-2040.7935,1.0001892,100,2133.2271995544434,4.8093667,1.0300229,191,-97.05228,-99.55299,100.0,0.95313364,-2040.9346,-97.327354,1.7539496,46.18,100.0,-142.12236259598873,,0.9964951,0.013935036,1.0004938,0.09236973,838523,1.4134485,0.28957236,-91.84042,19100
[ 0.557 -0.558  0.217  0.394 -0.006],-2025.0878,1.0000652,100,2144.6632838249207,3.1900597,1.0181317,192,-97.4131,-99.65326,100.0,0.97570705,-2025.1432,-97.5198,1.6475798,47.91,100.0,-144.02084537919396,,0.99869204,0.0074020075,1.0001806,0.09582417,843314,1.4126611,0.2943594,-92.00524,19200
[ 0.557 -0.557  0.217  0.394 -0.006],-2003.1772,1.000008,100,2156.4383096694946,3.935299,1.0080035,193,-97.459236,-99.559395,100.0,0.9909924,-2003.1847,-97.4733,1.9076217,42.87,100.0,-138.98418620644918,,0.99978805,0.002636713,1.0000318,0.08574025,847601,1.4127197,0.27998596,-89.505165,19300
[ 0.557 -0.558  0.217  0.394 -0.006],-2012.9055,1.0001149,100,2166.862554550171,2.8218598,1.037511,194,-97.53619,-99.60565,100.0,0.9715975,-2012.954,-97.63762,1.6759454,49.18,100.0,-145.40632128511564,,0.9989792,0.011896758,1.0002718,0.098364405,852519,1.4124761,0.29781604,-91.84237,19400
[ 0.556 -0.558  0.217  0.394 -0.006],-2074.0977,1.000053,100,2178.07546043396,4.341213,1.0136389,195,-97.2424,-99.64823,100.0,0.98129445,-2074.1416,-97.32516,1.9680138,48.22,100.0,-144.14982648406485,,0.99886703,0.006252438,1.000147,0.0964431,857341,1.412725,0.29520816,-91.293205,19500
[ 0.556 -0.558  0.217  0.393 -0.006],-2050.623,1.000244,100,2188.7526342868805,3.37543,1.0320781,196,-97.30549,-99.62375,100.0,0.9564583,-2050.7085,-97.47181,1.7096665,50.57,100.0,-146.67168140467024,,0.99798644,0.0139952395,1.0004871,0.10114786,862398,1.4129939,0.30153403,-92.44613,19600
[ 0.558 -0.559  0.218  0.394 -0.006],-1970.9193,1.0002995,100,2199.8078343868256,4.2996054,1.0380068,197,-97.6062,-99.6862,100.0,0.948158,-1971.0277,-97.82786,1.6235873,40.68,100.0,-137.2314976132527,,0.9971905,0.015159075,1.0004637,0.08136778,866466,1.4131713,0.27341583,-92.756714,19700
[ 0.557 -0.56   0.218  0.394 -0.006],-2043.7426,1.0000403,100,2210.862199306488,3.0954604,1.0221351,198,-97.45614,-99.49602,100.0,0.97913164,-2043.787,-97.542015,1.6366024,42.73,100.0,-138.93741601395152,,0.99900204,0.006447596,1.0001574,0.085462265,870739,1.4130926,0.2795676,-92.46163,19800
[ 0.557 -0.56   0.218  0.394 -0.006],-2055.2317,1.0000377,100,2219.365533351898,4.0974236,1.0144961,199,-97.35446,-99.635994,100.0,0.9747438,-2055.2737,-97.43643,1.7993336,46.57,100.0,-142.62168533599174,,0.9988833,0.0066311304,1.0001395,0.09314282,875396,1.4126542,0.29063204,-92.03259,19900
[ 0.558 -0.56   0.218  0.395 -0.006],-2011.2368,1.0001559,100,2229.84223651886,4.1260605,1.0335699,200,-97.3717,-99.54567,100.0,0.9759055,-2011.3237,-97.524635,1.879274,42.2,100.0,-138.39512917112964,,0.9980277,0.011262876,1.0002407,0.08440473,879616,1.4130647,0.27799204,-90.89444,20000
[ 0.556 -0.559  0.218  0.394 -0.006],-2011.3667,1.0003804,100,2241.731631755829,4.796551,1.0679466,201,-97.4184,-99.724075,100.0,0.9580213,-2011.5085,-97.709465,1.5451001,40.93,100.0,-137.3375758144938,,0.99705654,0.018318344,1.0005513,0.0818697,883709,1.4136947,0.27419135,-92.34653,20100
[ 0.557 -0.558  0.218  0.394 -0.005],-1982.0284,1.0000396,100,2254.5724079608917,3.1525311,1.0221125,202,-97.43238,-99.71605,100.0,0.98404485,-1982.0454,-97.46622,1.7118088,45.91,100.0,-142.02755751345697,,0.9996681,0.0060764714,1.0000769,0.09182117,888300,1.4136312,0.28877184,-93.394455,20200
[ 0.557 -0.558  0.218  0.393 -0.005],-2036.2253,1.0003096,100,2263.660812139511,5.224515,1.0425457,203,-97.29978,-99.48754,99.98884,0.950627,-2036.3296,-97.5032,1.958578,41.47,100.0,-137.63800266370944,,0.99790186,0.015689367,1.0004653,0.082947224,892447,1.4135333,0.27580708,-89.845505,20300
[ 0.558 -0.557  0.218  0.393 -0.005],-1934.6636,1.0003276,100,2276.37389421463,4.854885,1.0507716,204,-97.31278,-99.578125,100.0,0.9581895,-1934.8955,-97.754326,1.431226,38.6,100.0,-135.0939837642089,,0.99500155,0.015707152,1.0007079,0.07721387,896307,1.4141475,0.26695037,-92.62696,20400
[ 0.557 -0.557  0.218  0.391 -0.005],-2054.3318,1.0000981,100,2289.0134387016296,4.8383636,1.0361573,205,-97.0568,-99.5792,100.0,0.97348493,-2054.3901,-97.16996,1.8637639,45.06,100.0,-140.85677061967533,,0.99876094,0.010283732,1.0002079,0.09012448,900813,1.4144868,0.28636304,-92.25806,20500
[ 0.557 -0.556  0.217  0.392 -0.005],-2041.7244,1.0002303,100,2302.0153477191925,4.078499,1.0351424,206,-97.113785,-99.69559,100.0,0.96262056,-2041.8324,-97.32756,1.6874186,46.68,100.0,-142.61911126078627,,0.99756765,0.014370956,1.0004365,0.093368515,905481,1.4150407,0.2909695,-93.03617,20600
[ 0.557 -0.557  0.217  0.391 -0.004],-2053.3372,1.0003363,100,2312.191578388214,5.363324,1.0460373,207,-97.30445,-99.58267,100.0,0.9477152,-2053.4304,-97.48316,1.8431567,43.09,100.0,-139.23158859976726,,0.99813735,0.017139314,1.0004226,0.086187035,909790,1.4150336,0.280644,-91.25114,20700
[ 0.557 -0.556  0.218  0.392 -0.004],-1973.0408,1.0001183,100,2323.442228794098,3.88787,1.0299191,208,-97.38446,-99.610245,100.0,0.96158975,-1973.1237,-97.548805,1.6672915,45.11,100.0,-141.29325690758085,,0.9978538,0.011383689,1.0002555,0.090226345,914301,1.4156762,0.2865248,-91.88344,20800
[ 0.557 -0.556  0.218  0.392 -0.003],-2036.3809,1.0001261,100,2334.5714461803436,3.933114,1.0262177,209,-97.47879,-99.64386,100.0,0.95460445,-2036.4525,-97.62608,1.6922829,44.51,100.0,-140.77419091469972,,0.998294,0.011706225,1.0005755,0.089024715,918752,1.4156553,0.28479367,-92.41734,20900
[ 0.559 -0.556  0.218  0.393 -0.003],-2050.4727,1.000244,100,2345.198885202408,4.3414307,1.0471165,210,-97.14214,-99.687126,100.0,0.95797485,-2050.5728,-97.33625,1.8073903,46.95,100.0,-142.8896369791387,,0.99753654,0.015584281,1.0003666,0.09390768,923447,1.41565,0.29171297,-92.68016,21000
[ 0.559 -0.556  0.218  0.393 -0.003],-2069.6082,1.0002308,100,2357.3902082443237,4.397201,1.0408832,211,-97.42037,-99.539055,100.0,0.953975,-2069.685,-97.58042,1.6465281,47.13,100.0,-143.33991714055475,,0.99806607,0.015275473,1.0003834,0.09426697,928160,1.4159237,0.29220694,-91.25551,21100
[ 0.559 -0.555  0.218  0.394 -0.003],-1982.1619,1.0003121,100,2369.1577684879303,3.9217098,1.0500202,212,-97.39723,-99.779495,100.0,0.9397289,-1982.3518,-97.77259,1.5801752,41.32,100.0,-137.80033859015495,,0.9958364,0.017855667,1.0006407,0.08265191,932292,1.4144244,0.27538237,-92.186966,21200
[ 0.559 -0.554  0.218  0.394 -0.005],-1996.1317,1.0000813,100,2381.245220899582,3.911142,1.0246876,213,-97.502594,-99.7298,100.0,0.97483206,-1996.169,-97.57504,1.7918029,44.75,100.0,-140.94310272331234,,0.9991046,0.008974535,1.0001593,0.089502595,936767,1.4145935,0.28546172,-92.83125,21300
[ 0.559 -0.554  0.219  0.394 -0.004],-2035.2899,1.0001161,100,2393.706945180893,3.4504163,1.0255123,214,-97.4115,-99.63722,100.0,0.9652668,-2035.3618,-97.55327,1.5778912,41.92,100.0,-138.1605276108188,,0.99858016,0.010504944,1.0002733,0.08384525,940959,1.4149487,0.27715722,-92.968094,21400
[ 0.56  -0.554  0.219  0.395 -0.004],-2017.0156,1.0005429,100,2405.049389600754,6.8454204,1.0613971,215,-97.19473,-99.63795,100.0,0.937491,-2017.1736,-97.493034,1.9386452,44.7,100.0,-140.804024037133,,0.996531,0.021497598,1.000679,0.08941125,945429,1.4150405,0.285358,-90.55141,21500
[ 0.561 -0.553  0.219  0.395 -0.004],-2020.1506,1.0002056,100,2418.570934534073,3.6131644,1.035929,216,-97.612465,-99.63277,100.0,0.95738703,-2020.2568,-97.81627,1.5060494,44.81,100.0,-141.29947551055358,,0.9976222,0.014473668,1.0004212,0.08962748,949910,1.4150658,0.28565276,-92.276665,21600
[ 0.561 -0.552  0.219  0.394 -0.004],-2012.9136,1.0000515,100,2430.3843200206757,3.244977,1.0189475,217,-97.5782,-99.78441,100.0,0.9774279,-2012.9343,-97.61796,1.6813575,44.99,100.0,-141.26836622929602,,0.9994029,0.007668163,1.0001271,0.08998112,954409,1.4150392,0.2861513,-92.21856,21700
[ 0.561 -0.552  0.219  0.394 -0.004],-2001.7302,1.000162,100,2442.123823404312,3.1555996,1.0408866,218,-97.683975,-99.53391,100.0,0.97065336,-2001.7883,-97.80001,1.599509,40.13,100.0,-136.62872465997077,,0.99842745,0.0121165635,1.0002586,0.080264,958422,1.4149541,0.27170482,-90.646545,21800
[ 0.56  -0.552  0.219  0.394 -0.004],-2059.2417,1.000306,100,2453.1661624908447,5.0312734,1.0637528,219,-97.34009,-99.66028,100.0,0.9593463,-2059.3428,-97.52872,1.7715142,42.75,100.0,-138.95681000105498,,0.9973584,0.01621016,1.0004447,0.08550701,962697,1.4153997,0.27965665,-92.71358,21900
[ 0.559 -0.552  0.218  0.394 -0.004],-1973.0597,1.0002459,100,2464.8029279708862,4.5391803,1.0453606,220,-97.31504,-99.6015,100.0,0.9528949,-1973.2394,-97.66455,1.8153112,41.64,100.0,-137.98326192198522,,0.9956127,0.017037034,1.0006118,0.08329196,966861,1.4144924,0.27633873,-90.96848,22000
[ 0.559 -0.552  0.218  0.393 -0.004],-2056.3552,1.0000904,100,2475.899767637253,3.6312807,1.0242963,221,-97.2745,-99.66553,100.0,0.9770539,-2056.4043,-97.3713,1.7905426,45.58,100.0,-141.5941242058604,,0.99867487,0.008285511,1.0001626,0.09116355,971419,1.4149313,0.28784165,-92.41876,22100
[ 0.559 -0.552  0.218  0.392 -0.004],-2038.0579,1.0000546,100,2487.0884733200073,4.603155,1.020376,222,-97.21425,-99.67669,100.0,0.9794311,-2038.0997,-97.30109,2.011265,44.95,100.0,-140.88841008647884,,0.9988799,0.006248983,1.0001851,0.089902796,975914,1.4150656,0.28605163,-90.78097,22200
[ 0.559 -0.553  0.218  0.392 -0.004],-2017.1925,1.0002456,100,2497.530175447464,5.005413,1.0401502,223,-97.43395,-99.61479,100.0,0.94955486,-2017.2753,-97.59472,1.7357305,46.78,100.0,-143.01813548211058,,0.9977416,0.014866038,1.0003866,0.093566716,980592,1.4150621,0.29124016,-92.81439,22300
[ 0.559 -0.551  0.218  0.392 -0.004],-2028.7751,1.0009056,100,2507.6834280490875,6.5105724,1.0599737,224,-97.297035,-99.60076,100.0,0.9104568,-2029.0297,-97.79532,1.5855868,42.32,100.0,-138.80315642924165,,0.99372643,0.028084816,1.0010864,0.08465836,984824,1.4149276,0.27841106,-91.49099,22400
[ 0.561 -0.55   0.218  0.393 -0.004],-2050.0032,1.000108,100,2519.4565637111664,4.4428306,1.0290387,225,-97.40719,-99.56584,100.0,0.9687537,-2050.0833,-97.5605,1.8012453,43.93,100.0,-140.14499630527817,,0.9981344,0.010357764,1.0002303,0.087865196,989217,1.4146985,0.28310895,-92.09906,22500
[ 0.56  -0.55   0.218  0.393 -0.004],-1996.1166,1.0002326,100,2530.99933218956,4.739921,1.0404093,226,-97.4496,-99.70734,100.0,0.9702988,-1996.1964,-97.60249,1.74449,42.15,100.0,-138.42634631649142,,0.9982262,0.014726944,1.000442,0.084305175,993432,1.4146148,0.2778591,-91.411934,22600
[ 0.559 -0.549  0.217  0.392 -0.004],-1975.4695,1.0001168,100,2543.644129514694,3.760073,1.0235763,227,-97.48072,-99.70459,100.0,0.96382,-1975.5817,-97.682785,1.6692903,43.16,100.0,-139.51460176780628,,0.99767697,0.011328156,1.000328,0.08632638,997748,1.414153,0.28085035,-92.93556,22700
[ 0.559 -0.55   0.218  0.393 -0.005],-2046.95,1.0002847,100,2556.281507730484,4.2178783,1.0520699,228,-97.26048,-99.63589,100.0,0.9502347,-2047.1346,-97.61987,1.6976645,43.85,100.0,-140.13848211684572,,0.9955535,0.015686609,1.0007042,0.08771183,1002133,1.4146719,0.28289244,-91.09056,22800
[ 0.559 -0.552  0.218  0.394 -0.004],-2029.6703,1.0001211,100,2568.0475940704346,4.0763674,1.0402912,229,-97.17306,-99.49972,100.0,0.964317,-2029.7885,-97.40021,1.703291,44.25,100.0,-140.30864123717103,,0.9975276,0.012354777,1.0004431,0.088508025,1006558,1.4149313,0.2840518,-91.6893,22900
[ 0.559 -0.552  0.218  0.393 -0.004],-1996.2782,1.0004972,100,2579.19775891304,6.0386395,1.0521083,230,-97.550415,-99.79593,100.0,0.9440099,-1996.4147,-97.8208,1.7701744,43.43,100.0,-139.94455056716063,,0.99624234,0.021858215,1.0006226,0.086871095,1010901,1.4150324,0.28166154,-92.3984,23000
[ 0.557 -0.552  0.218  0.393 -0.004],-2022.4111,1.0000904,100,2590.940617084503,4.273079,1.023937,231,-97.240555,-99.61399,100.0,0.9521855,-2022.552,-97.465576,1.7219481,42.99,100.0,-139.12966378163244,,0.99735653,0.010100842,1.000289,0.08598654,1015200,1.414592,0.28035274,-91.86804,23100
[ 0.558 -0.553  0.218  0.392 -0.004],-2031.436,1.0000554,100,2602.5144498348236,3.0773222,1.0154296,232,-97.87114,-99.6578,100.0,0.9804555,-2031.498,-97.97988,1.550692,42.33,100.0,-139.02223776654213,,0.9987891,0.006382311,1.0001745,0.08466297,1019433,1.4146096,0.27839053,-93.68974,23200
[ 0.559 -0.554  0.218  0.393 -0.004],-2055.7148,1.0004174,100,2614.397556781769,4.7080126,1.0503334,233,-97.163536,-99.54531,100.0,0.93239355,-2055.8247,-97.38338,1.6573688,48.96,100.0,-144.94526549131518,,0.9970841,0.019067684,1.0005919,0.09793004,1024329,1.4145082,0.2972332,-93.01211,23300
[ 0.56  -0.553  0.218  0.393 -0.004],-1986.3181,1.0005703,100,2625.8481101989746,6.065286,1.0934241,234,-97.30037,-99.571175,100.0,0.9228166,-1986.5314,-97.73156,1.4273436,45.69,100.0,-142.05247661889416,,0.99463624,0.025799131,1.0011013,0.09139918,1028898,1.4144938,0.28821254,-93.99997,23400
[ 0.558 -0.553  0.217  0.394 -0.004],-2058.0063,1.0004851,100,2637.7473011016846,6.429717,1.052296,235,-97.12581,-99.689255,100.0,0.92343485,-2058.1528,-97.416466,1.7769207,43.04,100.0,-139.1135164545123,,0.9962489,0.021063928,1.0006466,0.08609164,1033202,1.4146092,0.28052363,-92.373505,23500
[ 0.558 -0.554  0.217  0.394 -0.004],-2056.5935,1.0000451,100,2649.367432117462,3.2157676,1.0223745,236,-97.53122,-99.76381,100.0,0.9810864,-2056.6284,-97.59559,1.5894787,43.27,100.0,-139.54020386051087,,0.9992809,0.0076403623,1.0001111,0.08654182,1037529,1.415032,0.28115907,-92.655205,23600
[ 0.558 -0.554  0.217  0.394 -0.004],-1965.7389,1.0002097,100,2662.0417506694794,3.9104617,1.0496212,237,-97.37097,-99.68054,100.0,0.96260774,-1965.815,-97.52163,1.6038831,41.01,100.0,-137.2172400758359,,0.9980484,0.013034088,1.0003006,0.082025066,1041630,1.4151522,0.27440253,-92.20947,23700
[ 0.558 -0.553  0.217  0.393 -0.004],-2073.515,1.0001485,100,2673.519633769989,3.4588373,1.0399878,238,-97.52513,-99.62012,100.0,0.96917623,-2073.5947,-97.67816,1.603643,40.34,100.0,-136.7293037722072,,0.9983875,0.012206592,1.0002345,0.080684684,1045664,1.4146148,0.27235293,-93.54869,23800
