Weights,ReturnStepMaxmin,ReturnMeanIW,MinIW,MinD2w0t,TimestepsSoFar,ReturnStepMax,InitialReturnMax,MaxIW,MeanEntropy,J_sample_variance,StdD2w0t,InitialBound,InitialReturnStd,StdIW,EmpiricalD2,Bound,InitialReturnMean,Iteration,MeanD2w0t,MeanIW,EpisodesSoFar,MaxD2w0t,EpRewMean,TimeElapsed,InitialReturnMin,EpLenMean,EpThisIter,EntropyCoefficient
[-1.275 -0.911 -0.247 -0.549  0.592],98.68167,-6.370861,0.6184379,,2969717,100.0,25.842224,2.2777333,2.0097818,130.89044,0.3372124,-106.64274,11.567817,0.15897696,1.049365,-106.393265,-1.2016296e-06,161,0.8981368,1.0172561,16100,1.09814,-69.77398763298906,4867.580314874649,-38.844517,438.38,100,
[-1.275 -0.9   -0.243 -0.544  0.591],98.65289,-5.211113,0.60178316,,3012479,100.0,22.685776,1.6649065,2.0077963,143.00487,0.3581145,-105.38452,11.882932,0.12574434,1.0345258,-105.18323,-5.531311e-07,162,0.86992174,1.0212927,16200,1.0603093,-74.21408718091759,4928.61815404892,-42.40325,427.62,100,
[-1.282 -0.891 -0.242 -0.539  0.589],98.67027,-7.839914,0.5076385,,3056547,100.0,29.247053,1.7335918,2.007154,135.93004,0.33073366,-108.12494,12.080908,0.14895305,1.0445391,-107.81992,-1.5544891e-06,163,0.90035576,0.98460186,16300,1.0769635,-72.65101849702768,4991.812696456909,-40.574196,440.68,100,
[-1.295 -0.883 -0.242 -0.536  0.588],98.691574,-6.54166,0.57133627,,3102850,100.0,22.868715,1.755646,2.0075133,128.94269,0.26633072,-106.68609,11.16726,0.13925996,1.0339193,-106.533005,-1.1634827e-06,164,0.9418116,0.9976822,16400,1.0418856,-71.40558668053886,5056.8376677036285,-25.295752,463.03,100,
[-1.295 -0.879 -0.242 -0.539  0.588],98.73543,-9.078171,0.77396107,,3148535,100.0,23.003565,1.2345277,2.006517,130.27777,0.28180444,-108.99065,11.388789,0.055963233,1.0070499,-108.951385,-1.7166137e-06,165,0.91692084,0.9949682,16500,1.0100693,-60.43345491995891,5120.67790055275,-42.909805,456.85,100,
[-1.295 -0.878 -0.241 -0.54   0.587],98.722015,-6.7907214,0.53555167,,3193442,100.0,22.665356,1.90182,2.0038311,134.80814,0.3137652,-107.170135,11.8637905,0.19849022,1.0703768,-106.87901,-2.9563904e-07,166,0.9290498,1.0028822,16600,1.1140016,-62.418129712178214,5183.00580739975,-44.317356,449.07,100,
[-1.298 -0.87  -0.237 -0.54   0.585],98.70058,-8.275532,0.70931566,,3238272,100.0,21.076183,1.3548028,2.0012176,145.71371,0.30659714,-108.295944,12.218178,0.07720183,1.0132982,-108.1812,1.2969971e-06,167,0.9027443,1.0035889,16700,1.0266296,-67.11730862365717,5246.988063097,-41.348602,448.3,100,
[-1.305 -0.865 -0.239 -0.538  0.582],98.74843,-9.79056,0.5094311,,3282754,100.0,27.409166,1.796751,1.9980465,169.42816,0.32271665,-110.169044,13.686502,0.16723408,1.0561708,-109.81523,-7.6293944e-08,168,0.91451794,0.98663265,16800,1.0947217,-55.9519107891763,5309.90522146225,-41.439392,444.82,100,
[-1.314 -0.857 -0.237 -0.534  0.579],98.73538,-8.367704,0.65128505,,3328539,100.0,26.59412,1.3582462,1.9973708,182.0949,0.28015605,-108.36095,13.194305,0.08651683,1.0159684,-108.282936,2.8419495e-06,169,0.92319375,0.9948017,16900,1.0203817,-60.578262416556896,5374.549148797989,-41.049774,457.85,100,
[-1.315 -0.854 -0.237 -0.536  0.579],98.71597,-7.1149077,0.49322328,,3375089,100.0,30.352127,2.1253476,1.9964094,154.10669,0.2603537,-107.389496,12.273349,0.17042138,1.0513088,-107.15937,1.14440915e-07,170,0.9545086,1.0032054,17000,1.0689282,-66.10643653565658,5439.197330951691,-42.26205,465.5,100,
[-1.314 -0.847 -0.236 -0.537  0.578],98.76198,-7.966043,0.82153046,,3420362,100.0,21.077988,1.236704,1.996154,143.78561,0.29362896,-107.88436,12.286378,0.055754285,1.0074573,-107.83439,1.3065338e-06,171,0.9086678,0.9952934,17100,1.0133367,-53.87862017512166,5502.688687801361,-41.658928,452.73,100,
[-1.315 -0.845 -0.234 -0.536  0.577],98.75003,-6.948212,0.55878633,,3466184,100.0,19.346714,1.7191098,1.9963342,110.29454,0.28232935,-107.131615,10.653646,0.14211914,1.0396534,-106.904945,1.6021728e-06,172,0.93375474,1.0032929,17200,1.0730283,-57.27085237488829,5566.53958940506,-33.99803,458.22,100,
[-1.322 -0.836 -0.233 -0.533  0.577],98.71498,-7.882202,0.7207674,,3510315,100.0,27.90836,1.402698,1.9929035,176.76433,0.3246026,-107.91475,13.503343,0.09622483,1.0157006,-107.81033,-1.0108947e-06,173,0.89000624,1.0013325,17300,1.0193142,-62.890222055616384,5629.303141117096,-52.073814,441.31,100,
[-1.324 -0.838 -0.233 -0.534  0.574],98.766525,-8.417657,0.4978202,,3557819,100.0,23.544533,1.8428104,1.9931629,109.08371,0.2253037,-108.76335,10.222542,0.18284275,1.063025,-108.513596,1.5258789e-06,174,0.9793277,1.0247245,17400,1.0789031,-55.45651743920585,5695.8275327682495,-22.568937,475.04,100,
[-1.323 -0.834 -0.231 -0.537  0.574],98.73483,-6.9561706,0.51410383,,3601878,100.0,28.379885,1.959268,1.9899921,167.93054,0.33276314,-107.25248,13.377197,0.15327421,1.053647,-106.98713,-9.155273e-07,175,0.9047361,1.0093942,17500,1.0901523,-58.41530211419499,5758.151990413666,-45.154793,440.59,100,
[-1.328 -0.827 -0.229 -0.535  0.571],98.78265,-7.6606164,0.8040445,,3648942,100.0,18.519693,1.2738862,1.9879781,104.00145,0.23603955,-107.58986,10.233509,0.061897554,1.0077704,-107.53929,-1.4305115e-07,176,0.94499516,1.0051745,17600,1.0090363,-51.14601831090286,5819.884077787399,-46.30864,470.64,100,
[-1.33  -0.825 -0.229 -0.535  0.569],98.728806,-7.5665135,0.57517576,,3693369,100.0,30.617085,1.7740669,1.9863292,144.19524,0.3200677,-107.726715,12.655207,0.13773006,1.0330842,-107.513,-1.335144e-06,177,0.903082,0.9999519,17700,1.0541347,-60.24340966973895,5876.283529758453,-50.50334,444.27,100,
[-1.338 -0.823 -0.228 -0.534  0.567],98.77629,-6.8554063,0.7701497,,3739673,100.0,31.661545,1.3135281,1.9854168,142.16101,0.26303384,-106.796394,11.956884,0.07008044,1.0106847,-106.74341,-1.3065338e-06,178,0.93093,0.99925643,17800,1.0148311,-51.792515682886226,5935.150722980499,-34.69039,463.04,100,
[-1.339 -0.822 -0.226 -0.535  0.567],98.784805,-9.105651,0.8150846,,3786825,100.0,29.933388,1.2196574,1.9850302,149.74954,0.23277618,-109.02241,12.128384,0.05665342,1.008683,-108.98505,-1.2969971e-06,179,0.9470839,1.0014794,17900,1.011306,-50.732985864269494,5994.594492197037,-51.400208,471.52,100,
[-1.339 -0.821 -0.225 -0.537  0.566],98.72145,-7.911222,0.42393565,,3830624,100.0,27.359749,1.5104874,1.981767,170.09708,0.33439195,-108.1311,13.639222,0.116199665,1.0283927,-107.85797,-2.0980835e-07,180,0.8882775,0.9832278,18000,1.061366,-60.999738717036344,6052.218389511108,-48.431133,437.99,100,
[-1.35  -0.818 -0.226 -0.534  0.563],98.762146,-8.430495,0.75115037,,3877028,100.0,31.591068,1.2820313,1.9794921,134.71596,0.25995094,-108.39422,11.637515,0.069042616,1.0119951,-108.32848,1.7547608e-06,181,0.9337147,0.9957852,18100,1.0150532,-55.1882587467981,6114.330324411392,-43.841473,464.04,100,
[-1.35  -0.818 -0.225 -0.535  0.561],98.77002,-7.648078,0.6786044,,3922638,100.0,29.522713,1.6895144,1.9775196,147.51399,0.2855212,-107.63341,12.248077,0.09650004,1.0176582,-107.56025,-1.1062622e-06,182,0.92011815,1.0100336,18200,1.0254194,-52.44561136987762,6174.377341032028,-43.702408,456.1,100,
[-1.351 -0.816 -0.223 -0.535  0.558],98.74461,-7.1083026,0.4811815,,3969038,100.0,22.795193,2.737618,1.976304,136.47227,0.27204612,-107.717964,11.46893,0.22023398,1.0937741,-107.27616,8.9645386e-07,183,0.97053903,1.0250391,18300,1.139505,-59.24896188031109,6233.78001499176,-40.204243,464.0,100,
[-1.357 -0.803 -0.221 -0.532  0.557],98.75635,-7.3840055,0.7475391,,4015636,100.0,23.44651,1.4170003,1.9765826,142.33467,0.25364113,-107.3558,11.871434,0.078177184,1.0144932,-107.27762,7.6293946e-07,184,0.93855476,0.9958024,18400,1.0208286,-56.7682617179577,6293.509484529495,-45.26191,465.98,100,
[-1.358 -0.798 -0.22  -0.532  0.558],98.80893,-7.373634,0.68862516,,4063372,100.0,19.737148,1.3691645,1.9768094,128.19803,0.20989455,-107.38069,11.007778,0.09439637,1.0181768,-107.299545,-4.196167e-07,185,0.96346617,1.009582,18500,1.0213764,-45.604370750779275,6353.425279140472,-45.313843,477.36,100,
[-1.358 -0.797 -0.219 -0.534  0.558],98.7552,-7.7754765,0.47351098,,4109002,100.0,25.321457,2.002961,1.9794303,154.8774,0.29060245,-108.024376,12.618446,0.18336378,1.0561525,-107.80438,3.8146973e-07,186,0.93705046,1.0193931,18600,1.0841005,-55.84915569613699,6410.335463523865,-49.611137,456.3,100,
[-1.362 -0.792 -0.216 -0.533  0.56 ],98.79167,-8.539344,0.6098985,,4156014,100.0,22.783323,1.5682392,1.9775226,101.039444,0.24043253,-108.61238,9.746604,0.11127874,1.0279508,-108.48652,3.8146972e-08,187,0.9530505,1.001758,18700,1.03533,-48.96975885266634,6470.537122964859,-26.723621,470.12,100,
[-1.365 -0.788 -0.215 -0.534  0.559],98.80475,-8.297071,0.7468806,,4203536,100.0,20.644249,1.4329245,1.9758936,129.38744,0.21859854,-108.27607,11.309409,0.07817329,1.0142283,-108.194084,1.2493133e-06,188,0.95708627,1.0054941,18800,1.0193669,-46.3923982673777,6530.119683504105,-46.529625,475.22,100,
[-1.366 -0.784 -0.214 -0.533  0.557],98.77547,-8.209056,0.47784773,,4249245,100.0,23.105434,1.8927625,1.9755211,164.06477,0.28672257,-108.4873,13.096916,0.16395147,1.0439806,-108.21442,-4.196167e-07,189,0.93441325,1.0054345,18900,1.0823685,-51.31501046287135,6587.798868179321,-47.13971,457.09,100,
[-1.37  -0.772 -0.213 -0.528  0.556],98.784775,-8.507667,0.6585232,,4295174,100.0,32.668724,1.5547404,1.9763006,143.07312,0.27743495,-108.57473,11.804422,0.12880418,1.0282801,-108.44632,1.3923645e-06,190,0.931329,1.0058062,19000,1.0403799,-49.42504784410457,6645.484235525131,-50.82747,459.29,100,
[-1.375 -0.767 -0.212 -0.527  0.557],98.78139,-7.539482,0.633387,,4340105,100.0,29.52441,2.0982394,1.9743499,183.42657,0.30772078,-107.711845,14.0923195,0.1401744,1.0374867,-107.506424,-7.8201293e-07,191,0.9152976,1.0000136,19100,1.0681344,-49.11149287054337,6701.752217769623,-47.741196,449.31,100,
[-1.381 -0.761 -0.21  -0.525  0.555],98.80223,-8.304097,0.71956694,,4387392,100.0,25.382597,1.3327653,1.9739416,122.41646,0.22801511,-108.26497,10.935037,0.07912712,1.0127594,-108.20579,1.0204316e-06,192,0.95180476,0.9965866,19200,1.0152775,-46.76106611198258,6761.97764134407,-36.369896,472.87,100,
[-1.381 -0.76  -0.21  -0.527  0.555],98.83513,-9.02343,0.910644,,4435304,100.0,28.190933,1.0671695,1.9743499,107.26474,0.20015365,-108.87761,10.292749,0.021521192,1.0011244,-108.87191,1.335144e-07,193,0.95877546,0.99907315,19300,1.00128,-39.49759646665905,6821.991513252258,-31.959688,479.12,100,
[-1.381 -0.759 -0.21  -0.527  0.555],98.78537,-8.609311,0.73799753,,4480489,100.0,26.309061,1.5266483,1.9736173,178.94377,0.2981459,-108.614265,13.145628,0.103150375,1.0207465,-108.52089,1.2779236e-06,194,0.91307217,1.0167363,19400,1.0299541,-48.48929671875764,6877.301849365234,-50.858612,451.85,100,
[-1.385 -0.755 -0.209 -0.527  0.555],98.791275,-7.1340427,0.6718332,,4527160,100.0,25.105064,1.3719504,1.9745322,116.50539,0.2515114,-107.15198,10.686027,0.097191714,1.0174965,-107.04858,-8.010864e-07,195,0.94150376,0.9998662,19500,1.0233221,-48.70848061710537,6935.369599342346,-36.356544,466.71,100,
[-1.382 -0.75  -0.208 -0.527  0.555],98.82509,-7.998035,0.7634592,,4575265,100.0,24.21408,1.3201072,1.9739416,106.8291,0.1921353,-107.94699,10.245326,0.07806404,1.0121228,-107.89168,1.6403199e-06,196,0.96786875,1.0009247,19600,1.014182,-42.071369422813795,6996.024268865585,-30.090134,481.05,100,
[-1.382 -0.748 -0.208 -0.528  0.555],98.7663,-8.535988,0.60510635,,4619804,100.0,30.117561,1.6104759,1.97258,172.90646,0.31901735,-108.817535,13.708335,0.13562897,1.0429243,-108.52184,-2.670288e-07,197,0.9100613,0.9975642,19700,1.0733311,-52.04631684508611,7052.315047264099,-50.12368,445.39,100,
[-1.393 -0.744 -0.207 -0.527  0.554],98.7722,-8.61963,0.6666126,,4664551,100.0,24.789854,1.882107,1.9742904,208.81293,0.3115,-108.76502,14.7978735,0.13194507,1.0296123,-108.573456,1.4877319e-06,198,0.90861976,1.0014929,19800,1.0588207,-50.96534313016859,7108.988356113434,-51.65861,447.47,100,
[-1.397 -0.736 -0.206 -0.523  0.555],98.7794,-8.320271,0.7585227,,4711212,100.0,30.18939,1.2373523,1.9717561,121.147736,0.25080544,-108.2673,10.982109,0.06983827,1.0089407,-108.209885,-2.002716e-07,199,0.9375217,0.9970368,19900,1.0110523,-51.46698145042826,7167.668157339096,-45.165062,466.61,100,
[-1.399 -0.734 -0.207 -0.522  0.553],98.81726,-8.172611,0.7954555,,4758311,100.0,21.66289,1.4007766,1.9709668,109.268654,0.23464023,-108.07477,10.414381,0.063375995,1.0075451,-108.04535,7.6293946e-07,200,0.9453919,0.9928464,20000,1.0099257,-43.03289909328739,7226.9143352508545,-42.091423,470.99,100,
[-1.399 -0.733 -0.206 -0.523  0.552],98.83307,-8.445794,0.7112598,,4806355,100.0,24.668497,1.266419,1.9697418,97.77594,0.19481297,-108.3814,9.751897,0.074385494,1.0094451,-108.33037,8.773804e-07,201,0.9653985,1.0016528,20100,1.0109143,-40.09892419976333,7286.461488246918,-33.686394,480.44,100,
[-1.399 -0.732 -0.205 -0.525  0.551],98.815445,-7.9285793,0.7855829,,4852924,100.0,21.208246,1.2609638,1.9710075,132.67201,0.25375274,-107.85094,11.443749,0.06491245,1.0074712,-107.80167,8.392334e-07,202,0.93482476,0.99411064,20200,1.0099095,-42.97166015023043,7344.07453417778,-41.07014,465.69,100,
[-1.399 -0.729 -0.205 -0.525  0.552],98.807144,-6.869879,0.9163759,,4898986,100.0,20.004505,1.0701611,1.9713714,98.108665,0.26946035,-106.72031,9.809665,0.018489465,1.0007105,-106.716705,2.479553e-07,203,0.9215614,0.999112,20300,1.0009357,-44.416905727395175,7402.029611825943,-43.651924,460.62,100,
[-1.399 -0.729 -0.205 -0.525  0.552],98.81552,-10.182872,0.6955216,,4944749,100.0,27.726955,1.600477,1.9706382,205.34033,0.2808371,-110.17134,14.299352,0.0949475,1.0163153,-110.0819,-1.001358e-06,204,0.92278063,1.0096571,20400,1.023903,-42.21031280552047,7459.374925374985,-51.994354,457.63,100,
[-1.401 -0.724 -0.204 -0.524  0.552],98.78081,-6.9931607,0.57062644,,4989964,100.0,30.742348,1.533491,1.9706383,138.39728,0.298516,-107.06491,11.745066,0.11563891,1.0286063,-106.928894,7.6293944e-08,205,0.9171436,1.0058932,20500,1.0456754,-49.552490521488814,7515.973392963409,-46.808144,452.15,100,
[-1.409 -0.72  -0.203 -0.523  0.552],98.796265,-8.455967,0.5402292,,5036767,100.0,27.77555,1.382026,1.9690092,166.55124,0.2474039,-108.47955,13.108463,0.105257854,1.0223862,-108.374985,7.6293946e-07,206,0.94618696,0.991759,20600,1.0298713,-47.67672281710198,7575.159220218658,-51.26581,468.03,100,
[-1.41  -0.717 -0.201 -0.523  0.55 ],98.8174,-8.179131,0.7803,,5083101,100.0,33.316467,1.3822442,1.9696606,123.227516,0.26216432,-108.12719,11.053995,0.07432862,1.0117869,-108.06015,-6.8664554e-07,207,0.931913,1.004467,20700,1.0189395,-42.30347132955509,7633.425568580627,-40.60809,463.34,100,
[-1.41  -0.713 -0.2   -0.522  0.551],98.8298,-8.214213,0.6078798,,5129579,100.0,28.474716,1.6009566,1.9686841,102.380554,0.2614024,-108.43307,9.910238,0.14235252,1.0399425,-108.24046,-4.7683717e-08,208,0.9485539,1.0097224,20800,1.0479124,-39.55134502775679,7691.467094421387,-25.426704,464.78,100,
[-1.411 -0.711 -0.2   -0.525  0.55 ],98.81387,-7.434045,0.841754,,5175681,100.0,24.317366,1.1445998,1.9674528,135.82825,0.26861277,-107.32551,11.56688,0.040880233,1.0036495,-107.29584,-7.05719e-07,209,0.92376596,0.9963821,20900,1.0044967,-42.9041750637353,7748.861493587494,-36.579475,461.02,100,
[-1.41  -0.709 -0.201 -0.525  0.548],98.85565,-7.6380515,0.7703545,,5224050,100.0,27.492462,1.2959211,1.9694018,97.50404,0.17849188,-107.576385,9.768141,0.06825642,1.0095268,-107.52223,5.340576e-07,210,0.9718926,0.9903521,21000,1.0111556,-34.908333377552225,7808.988192081451,-35.658585,483.69,100,
[-1.41  -0.708 -0.2   -0.526  0.55 ],98.756516,-6.9366508,0.6030923,,5267619,100.0,29.645878,1.7482502,1.964518,168.94637,0.34319142,-107.310455,14.242974,0.1540069,1.046244,-107.007965,2.2888183e-07,211,0.8924867,0.99878216,21100,1.0607307,-53.040668412167804,7863.288088798523,-48.057777,435.69,100,
[-1.413 -0.71  -0.198 -0.524  0.545],98.831024,-8.557139,0.84753793,,5315083,100.0,17.262566,1.1900414,1.9649203,108.157,0.21980591,-108.45616,10.434825,0.044668496,1.0034076,-108.418205,8.9645386e-07,212,0.9509147,1.0025508,21200,1.0055821,-40.1023468626537,7922.532497167587,-49.27112,474.64,100,
[-1.414 -0.707 -0.199 -0.523  0.546],98.84277,-6.7144456,0.80521613,,5362960,100.0,17.931068,1.3294595,1.9657543,93.132164,0.20230371,-106.61306,9.502624,0.060316592,1.0066715,-106.58576,-8.9645386e-07,213,0.96066034,1.0001624,21300,1.0082383,-37.63944293222174,7982.207305192947,-41.329338,478.77,100,
[-1.414 -0.706 -0.198 -0.524  0.547],98.8116,-7.302815,0.7587944,,5410000,100.0,18.943832,1.3823981,1.9657398,107.34748,0.23793751,-107.31709,10.285916,0.07924388,1.0158567,-107.22094,-1.6403199e-06,214,0.94833374,1.0063119,21400,1.0215186,-44.30997618542113,8038.555979967117,-29.874859,470.4,100,
[-1.413 -0.701 -0.199 -0.523  0.547],98.819824,-8.520354,0.7630318,,5456406,100.0,25.920834,1.419148,1.9641892,161.25978,0.25963286,-108.459885,12.531063,0.074183494,1.0100633,-108.41004,-1.6117096e-06,215,0.93288237,0.9984653,21500,1.0126563,-41.80608746149411,8094.100738763809,-51.411354,464.06,100,
[-1.413 -0.699 -0.199 -0.524  0.545],98.83827,-8.582866,0.8213223,,5502935,100.0,24.874767,1.1515194,1.9626266,156.70677,0.2547506,-108.48495,12.43932,0.0480828,1.0044163,-108.44804,-4.5776366e-07,216,0.9327041,1.002089,21600,1.0051922,-37.624902358149704,8149.446678876877,-50.809933,465.29,100,
[-1.412 -0.699 -0.2   -0.525  0.544],98.83098,-7.3239794,0.722335,,5549519,100.0,21.177992,1.3859751,1.9619755,136.99017,0.25357556,-107.24207,11.648424,0.07183265,1.010296,-107.205574,2.670288e-07,217,0.93632865,1.0042121,21700,1.0145297,-39.366829791675656,8204.393697738647,-51.747475,465.84,100,
[-1.413 -0.699 -0.198 -0.525  0.543],98.807175,-8.203656,0.7730763,,5595321,100.0,20.579922,1.4317563,1.9641768,145.70833,0.27892798,-108.16329,12.204198,0.081900746,1.0112776,-108.095375,6.1035155e-07,218,0.9212505,1.0078665,21800,1.0140529,-44.15909503376909,8258.080182552338,-49.792824,458.02,100,
[-1.414 -0.698 -0.197 -0.526  0.545],98.832016,-7.5119066,0.7963618,,5642211,100.0,20.112366,1.2334168,1.9641268,100.45892,0.24240765,-107.42308,9.73924,0.060075983,1.0071461,-107.388565,5.1498415e-07,219,0.9412125,0.99904126,21900,1.0093683,-39.3823082772596,8313.362428426743,-45.9225,468.9,100,
[-1.414 -0.697 -0.197 -0.527  0.545],98.8029,-7.362907,0.645052,,5687250,100.0,28.232193,1.5812484,1.9609222,158.509,0.30319422,-107.475174,12.606889,0.12443104,1.0265795,-107.32698,1.8882752e-06,220,0.913194,1.0052003,22000,1.0364461,-44.38450433121071,8366.573469161987,-51.137367,450.39,100,
[-1.417 -0.692 -0.197 -0.526  0.542],98.824295,-7.2079997,0.68818283,,5731364,100.0,23.7829,1.8060184,1.9638838,201.2723,0.32650882,-107.293365,14.390283,0.10862076,1.0248348,-107.154785,9.155273e-07,221,0.89359015,1.0061519,22100,1.0346695,-38.754981959635046,8419.42587018013,-52.789505,441.14,100,
[-1.422 -0.69  -0.196 -0.526  0.545],98.82619,-7.124796,0.54671067,,5776758,100.0,23.328276,1.8084909,1.9587343,119.80112,0.29534182,-107.37066,11.016637,0.15137298,1.0391946,-107.15376,4.6730042e-07,222,0.9263759,1.033449,22200,1.0486766,-39.4518689336196,8474.41206908226,-46.04322,453.94,100,
[-1.42  -0.685 -0.194 -0.524  0.54 ],98.83156,-7.568878,0.7543159,,5823447,100.0,24.41492,1.4037437,1.959065,111.57651,0.24967289,-107.480675,10.616436,0.06388355,1.0082655,-107.44317,1.1825562e-06,223,0.93750685,1.001936,22300,1.0113225,-39.322009387729516,8530.191885471344,-46.502663,466.89,100,
[-1.421 -0.685 -0.193 -0.525  0.54 ],98.84801,-7.6624603,0.61837196,,5870642,100.0,29.422165,1.5174835,1.9589843,109.09854,0.2324805,-107.661354,10.203767,0.11064782,1.020236,-107.58525,-2.670288e-07,224,0.9532467,1.0138683,22400,1.0259652,-35.868138399655905,8586.080348014832,-34.153893,471.95,100,
[-1.421 -0.683 -0.191 -0.527  0.54 ],98.85904,-9.163393,0.88353777,,5918122,100.0,30.01379,1.1131942,1.9592495,116.54725,0.21898653,-109.025505,10.680393,0.030619018,1.0020238,-109.015274,5.912781e-07,225,0.95053935,1.000472,22500,1.0024579,-33.463016367552875,8642.05098438263,-44.516434,474.8,100,
[-1.421 -0.683 -0.191 -0.527  0.54 ],98.78903,-6.7301207,0.69170105,,5963734,100.0,23.719086,1.3823566,1.9579273,114.65605,0.2856439,-106.74391,10.752672,0.08543766,1.0186275,-106.66099,7.6293944e-08,226,0.9207454,1.0041772,22600,1.0257949,-48.113993251796764,8696.043993711472,-41.605244,456.12,100,
[-1.422 -0.684 -0.189 -0.53   0.539],98.81784,-7.318713,0.6643579,,6008697,100.0,22.27726,1.5134034,1.9560505,169.71909,0.3043387,-107.368164,13.008625,0.09804836,1.0209155,-107.25288,1.9073487e-07,227,0.90905756,0.9991561,22700,1.0286142,-40.95149414417442,8749.39790892601,-51.31665,449.63,100,
[-1.424 -0.68  -0.189 -0.53   0.537],98.84439,-7.3945303,0.8844758,,6054327,100.0,25.934261,1.2216501,1.9560739,119.82957,0.28284076,-107.277985,10.8727455,0.040338065,1.0029058,-107.250496,2.0980835e-07,228,0.91395366,0.9996867,22800,1.004286,-35.50127858772791,8804.004090309143,-40.61429,456.3,100,
[-1.425 -0.678 -0.189 -0.53   0.537],98.77515,-6.5945673,0.45534697,,6096447,100.0,33.40068,2.437519,1.9531913,159.59355,0.38302764,-107.268936,13.973697,0.21584907,1.0924594,-106.7699,6.1035155e-07,229,0.882197,0.99640924,22900,1.1775646,-47.35431011031651,8854.373610496521,-44.742973,421.2,100,
[-1.434 -0.673 -0.186 -0.527  0.534],98.80174,-7.350485,0.7411392,,6140314,100.0,21.531849,1.3747283,1.9523954,157.6182,0.3293011,-107.25957,12.643257,0.06523393,1.0075889,-107.22316,1.6784668e-06,230,0.8806708,0.9942342,23000,1.0110139,-43.48428122376117,8907.01418209076,-44.35141,438.67,100,
[-1.435 -0.673 -0.185 -0.527  0.533],98.769196,-6.378881,0.6619452,,6185008,100.0,26.998032,1.5373564,1.9528013,129.6423,0.31206533,-106.4321,11.429924,0.1212434,1.0265,-106.3032,5.722046e-07,231,0.9053125,1.004661,23100,1.0457281,-51.57915504898016,8960.02741241455,-37.34983,446.94,100,
[-1.446 -0.671 -0.186 -0.526  0.534],98.816086,-7.2197824,0.8112523,,6230944,100.0,30.614687,1.2196548,1.9501913,141.89763,0.27418536,-107.140656,11.94317,0.0570817,1.006393,-107.09644,-1.7166137e-06,232,0.92179143,1.0114442,23200,1.0071185,-42.24251969672329,9015.458448886871,-43.51017,459.36,100,
[-1.447 -0.671 -0.185 -0.526  0.531],98.85054,-8.588795,0.71976817,,6278088,100.0,25.249704,1.3456128,1.9475285,125.8627,0.23361808,-108.56319,11.280673,0.07956768,1.0131739,-108.4892,6.8664554e-07,233,0.9490203,0.9933522,23300,1.0166733,-35.231500953209505,9071.166774511337,-42.43888,471.44,100,
[-1.446 -0.67  -0.184 -0.527  0.529],98.81291,-7.6238785,0.65457696,,6323503,100.0,24.390884,1.6093073,1.9469573,183.63315,0.29129955,-107.62819,13.828018,0.09505135,1.0184724,-107.53828,-5.531311e-07,234,0.91658217,0.9878173,23400,1.026324,-42.4828370364294,9125.00694155693,-63.67189,454.15,100,
[-1.448 -0.67  -0.182 -0.528  0.528],98.8033,-7.450024,0.8517047,,6368685,100.0,27.785925,1.1397623,1.9456414,173.91977,0.2954325,-107.33383,13.169295,0.035426117,1.002254,-107.30485,6.1035155e-07,235,0.9047057,0.99511844,23500,1.0029196,-44.4368529304711,9178.304709672928,-51.913124,451.82,100,
[-1.45  -0.671 -0.182 -0.528  0.527],98.84589,-8.852397,0.6553486,,6414491,100.0,24.125929,1.5945947,1.9414061,131.81143,0.28199723,-109.02458,11.991968,0.12493769,1.0321031,-108.83819,-2.117157e-06,236,0.9313234,1.0099218,23600,1.0460162,-35.2961750381462,9232.95749092102,-51.84504,458.06,100,
[-1.451 -0.668 -0.181 -0.526  0.522],98.853745,-8.959845,0.680748,,6461215,100.0,21.297546,1.486488,1.9394374,119.79005,0.25054857,-109.021385,11.139935,0.10863396,1.0246072,-108.890236,3.9100647e-07,237,0.9456908,0.9984469,23700,1.0409992,-34.16820254599115,9288.269863128662,-42.387268,467.24,100,
[-1.453 -0.665 -0.178 -0.525  0.52 ],98.819916,-7.769325,0.73833996,,6508293,100.0,26.535084,1.305844,1.9381659,127.45461,0.23633648,-107.74506,11.312748,0.08085924,1.0152687,-107.67381,2.670288e-07,238,0.94844556,0.99649423,23800,1.0202687,-42.38946559442227,9344.375176906586,-49.352337,470.78,100,
[-1.453 -0.665 -0.177 -0.527  0.519],98.844955,-8.411403,0.6561324,,6555687,100.0,19.629631,1.5678899,1.93654,98.833244,0.22505091,-108.4413,10.184625,0.11597775,1.0254024,-108.33681,8.6784365e-07,239,0.95910186,0.99934065,23900,1.0349547,-36.742200362521665,9400.411947488785,-45.672264,473.94,100,
[-1.452 -0.663 -0.174 -0.527  0.518],98.83664,-7.182262,0.64329624,,6603405,100.0,33.63491,1.4158105,1.9329317,127.60361,0.21174401,-107.30908,11.130403,0.11507754,1.0274974,-107.15402,9.536743e-08,240,0.96753603,0.999525,24000,1.032423,-38.97506619247634,9456.934691429138,-48.853825,477.18,100,
[-1.451 -0.663 -0.174 -0.529  0.514],98.77376,-6.8789086,0.7569103,,6648561,100.0,32.740692,1.3527097,1.9317235,163.5515,0.2975961,-106.852036,13.037149,0.07569653,1.0116969,-106.763794,-2.193451e-07,241,0.9085406,0.99863094,24100,1.0177338,-51.08114453025466,9510.475094556808,-51.387325,451.56,100,
