Weights,StdD2w0t,J_sample_variance,TimeElapsed,MeanD2w0t,EpRewMean,InitialReturnMean,EpThisIter,EpLenMean,EmpiricalD2,InitialReturnMin,InitialBound,MeanEntropy,StdIW,EpisodesSoFar,ReturnMeanIW,Bound,EntropyCoefficient,InitialReturnStd,Iteration,MeanIW,TimestepsSoFar,MaxIW,MaxD2w0t,ReturnStepMax,MinIW,InitialReturnMax,MinD2w0t,ReturnStepMaxmin
[-0.956 -0.537 -0.038 -0.471 -0.183],1082.9252,177.44234,16053.408774375916,347.16016,-26.466874739133278,-12.436265,100,497.15,3018.4597,-33.75917,-13.487984,1.2037446,1.5937314,16500,-9.925635,-11.667514,,6.5682573,165,0.6471172,7044304,25.71189,15817.721,100.0,5.968468e-06,0.019172255,,99.0
[-0.883 -0.531 -0.023 -0.461 -0.215],78.79079,103.4746,16225.539709806442,44.08857,-23.868536527457653,-12.498119,100,491.34,268.14038,-70.42232,-13.446587,1.1909095,4.574514,16600,-10.588728,-11.854155,,9.253741,166,0.9680533,7093438,287.10425,742.7356,100.0,9.4968e-05,4.811972,,99.0
[-0.876 -0.52  -0.01  -0.473 -0.228],19.514057,96.59273,16392.78258895874,11.923862,-30.919450085476797,-12.352901,100,473.5,57.122467,-41.771633,-13.581553,1.205203,1.886509,16700,-11.449436,-12.910158,,8.863032,167,0.9714008,7140788,60.267963,186.5458,100.0,0.00048421443,6.9828434,,99.0
[-0.872 -0.526  0.006 -0.481 -0.214],0.34398147,92.35536,16548.65184187889,1.1681689,-28.25534213035031,-13.546037,100,469.5,1.5280224,-50.53049,-14.668824,1.202763,0.46099812,16800,-13.4017,-14.545494,,8.982214,168,0.94820046,7187738,6.6919584,1.8164364,100.0,0.107616246,3.9555907,,99.0
[-0.873 -0.523  0.001 -0.483 -0.216],0.59232867,56.818726,16708.313497066498,1.4458578,-34.30241519435378,-13.400488,100,460.22,2.333544,-37.65296,-14.763569,1.203513,1.0885893,16900,-12.950471,-14.366302,,7.647569,169,1.0884628,7233760,15.489057,2.8643627,100.0,0.08996638,2.6586163,,99.0
[-0.873 -0.527 -0.002 -0.477 -0.215],62.229477,128.67902,16867.059741973877,29.596542,-31.116196747012786,-12.220777,100,464.61,164.69853,-66.54888,-13.457247,1.1884772,3.4640212,17000,-10.49622,-12.136742,,11.708472,170,0.97810185,7280221,83.722786,1098.49,100.0,3.848492e-05,24.999716,,99.0
[-0.897 -0.508  0.008 -0.459 -0.23 ],0.52378523,64.815506,17031.25775551796,1.501217,-25.93364127786655,-12.9743595,100,481.54,2.3901913,-57.408398,-14.004889,1.1884493,0.7655803,17100,-12.7463255,-13.812241,,9.102414,171,1.0790409,7328375,8.572882,3.2114136,100.0,0.05720088,19.591425,,99.0
[-0.898 -0.51   0.001 -0.453 -0.231],1.4155909,64.66863,17196.817579507828,2.5869932,-25.3181232129496,-12.827049,100,488.44,5.5723643,-39.679558,-13.83312,1.1951787,1.8337015,17200,-12.210428,-13.30011,,6.9563184,172,1.0556564,7377219,42.344402,7.5863566,100.0,0.0013763178,4.609485,,99.0
[-0.875 -0.499 -0.004 -0.448 -0.224],3298.9973,3771.7083,17363.064386367798,1145.0732,-19.25525232332006,-12.6360855,100,490.5,12198.046,-40.994427,-13.401235,1.1771436,5.173864,17300,-6.676165,-8.39021,,8.3926,173,0.94003373,7426269,163.65158,74194.06,100.0,6.102273e-06,6.6871467,,99.0
[-0.845 -0.463 -0.024 -0.422 -0.242],116.31853,74.50187,17532.731759786606,61.12605,-19.450181022748776,-12.303381,100,489.75,415.6879,-29.239878,-13.076277,1.191305,1.6026247,17400,-10.925785,-12.000148,,7.821748,174,0.7617186,7475244,33.49929,1312.1732,100.0,0.00011943768,10.676778,,99.0
[-0.847 -0.457 -0.012 -0.439 -0.228],1.956084,120.59876,17692.75428557396,2.7066166,-27.54011577339284,-11.855319,100,467.38,6.709607,-46.242676,-12.949684,1.1958071,1.343875,17500,-11.3072,-12.488252,,9.193608,175,1.0445669,7521982,21.823925,11.689986,100.0,0.009349834,7.064166,,99.0
[-0.847 -0.462 -0.021 -0.433 -0.223],184.06866,162.71674,17844.8202586174,75.712,-28.007055588051134,-12.076752,100,450.44,528.5543,-41.964653,-13.189674,1.1865166,1.6067665,17600,-9.599496,-11.241733,,9.411352,176,0.8380674,7567026,30.775465,2298.394,100.0,2.1542612e-05,6.3539944,,99.0
[-0.85  -0.483 -0.003 -0.439 -0.232],5046.931,843.09454,18006.853081941605,1063.6586,-22.719048416387505,-12.977299,100,488.12,11385.99,-65.93113,-13.880089,1.2252281,7.3953195,17700,-9.822177,-11.591446,,9.387148,177,1.2219441,7615838,233.19939,110876.77,100.0,7.4823285e-05,10.842335,,99.0
[-0.822 -0.515  0.015 -0.457 -0.194],0.60213965,65.378174,18177.038810491562,1.6426752,-23.408635116784083,-12.602186,100,481.02,2.680558,-42.693302,-13.532376,1.2020466,0.90083826,17800,-11.813723,-12.787447,,8.267859,178,0.94823724,7663940,12.0373745,3.2027214,100.0,0.03617884,8.153028,,99.0
[-0.81  -0.515  0.013 -0.462 -0.217],120.40707,125.298935,18333.802683591843,41.67138,-31.73478813985939,-14.018628,100,452.8,309.10593,-68.872314,-15.279676,1.1997054,1.8931706,17900,-12.131025,-13.769903,,10.626888,179,0.87872845,7709220,54.044273,2288.4216,100.0,1.0328858e-05,5.661149,,99.0
[-0.822 -0.509 -0.007 -0.453 -0.219],18.306816,62.596024,18497.441214561462,12.074283,-24.855394961203597,-12.026502,100,484.01,51.444157,-41.844654,-13.014185,1.2114568,0.9156888,18000,-11.12093,-12.299041,,7.9820952,180,0.7350713,7757621,14.1078,184.82703,100.0,0.002303949,7.756774,,99.0
[-0.811 -0.517 -0.021 -0.457 -0.207],3098.9465,595.8232,18649.969657182693,846.3421,-27.444100192407134,-13.172272,100,457.4,8000.4336,-62.432114,-14.262821,1.2021155,9.415492,18100,-9.900818,-12.190534,,11.158526,181,1.3984494,7803361,325.55502,68247.73,100.0,1.5468122e-06,9.606599,,99.0
[-0.803 -0.485 -0.044 -0.432 -0.217],120.186165,84.29656,18799.876699447632,41.442295,-41.60695871920686,-14.859379,100,432.73,279.1169,-66.13779,-16.512722,1.2005585,4.2058144,18200,-11.819176,-14.078438,,11.618689,182,0.9686158,7846634,195.22435,2019.8563,100.0,0.00052588934,3.1099644,,99.0
[-0.807 -0.487 -0.026 -0.427 -0.218],0.96993434,78.98371,18959.607788562775,1.9093778,-26.040282622126934,-12.621136,100,480.38,3.6937954,-52.373802,-13.655902,1.2031515,0.8156199,18300,-12.271888,-13.358883,,8.121131,183,0.8996652,7894672,13.774965,5.389448,100.0,0.029985897,3.8348808,,99.0
[-0.806 -0.488 -0.036 -0.425 -0.216],0.56063473,73.57908,19118.813417434692,1.449244,-23.72113802991583,-12.767628,100,468.2,2.2724545,-59.70456,-13.710239,1.1923572,0.63201874,18400,-12.33343,-13.3073015,,10.693534,184,0.975117,7941492,5.2096863,3.1667194,100.0,0.060150273,10.833918,,99.0
[-0.82  -0.486 -0.033 -0.421 -0.227],848.3296,134.42934,19283.94144463539,287.2565,-18.50322354429665,-11.063136,100,487.4,2751.1191,-41.089314,-11.7984,1.1894258,1.6662211,18500,-9.196648,-10.378633,,8.935678,185,0.7826447,7990232,47.11086,13789.069,100.0,2.8632558e-05,7.647227,,99.0
[-0.82  -0.491 -0.011 -0.433 -0.23 ],50.463974,124.102196,19449.4413189888,26.10474,-17.55545945329106,-11.237875,100,490.83,143.57022,-33.8595,-11.935479,1.1811545,1.0806192,18600,-9.921079,-10.807576,,8.629123,186,0.70460737,8039315,20.805092,755.8691,100.0,3.7478007e-05,11.6366,,99.0
[-0.806 -0.494 -0.026 -0.436 -0.238],177.61626,94.930336,19608.7237098217,70.67355,-23.269703343200067,-12.517038,100,475.81,450.55722,-44.070683,-13.4417095,1.1617588,1.9687047,18700,-10.417967,-11.80573,,9.495854,187,0.8661288,8086896,39.711983,2834.9363,100.0,9.61502e-06,13.805908,,99.0
[-0.804 -0.513 -0.035 -0.464 -0.257],109.63633,63.207153,19755.494106531143,39.310696,-41.34055902388426,-12.80328,100,427.7,267.0509,-66.274704,-14.446037,1.1605068,3.6131065,18800,-9.682638,-11.938679,,10.992964,188,0.8409856,8129666,226.02805,2112.524,100.0,0.00044897717,2.0744371,,99.0
[-0.816 -0.513 -0.018 -0.463 -0.259],88.284775,117.9612,19894.08535718918,39.25738,-34.758666079918044,-14.634871,100,440.13,251.76778,-57.595436,-16.016083,1.1220632,2.0634677,18900,-11.611164,-13.508844,,13.331842,189,1.0366693,8173679,35.86998,1223.738,100.0,0.00016991099,13.719208,,99.0
[-0.82  -0.509 -0.033 -0.447 -0.297],0.33566836,67.31911,20054.620811223984,1.2765263,-21.282037564470347,-11.580796,100,480.37,1.7175788,-63.990208,-12.426483,1.1215843,0.60056245,19000,-11.267713,-12.135886,,9.315507,190,1.0233073,8221716,6.1694245,1.9067119,100.0,0.11998884,6.4037466,,99.0
[-0.815 -0.51  -0.031 -0.441 -0.297],470.74405,241.47432,20217.19712114334,237.8848,-18.02989354596202,-11.361453,100,481.63,1814.3931,-63.761757,-12.077909,1.1117876,2.7262578,19100,-9.43071,-10.690176,,9.226432,191,0.83333534,8269879,73.26927,5221.3867,100.0,2.004357e-05,9.555998,,99.0
[-0.82  -0.498 -0.026 -0.459 -0.307],20.999893,186.72104,20374.09551167488,11.678045,-33.92268679573297,-13.191105,100,448.31,59.941265,-72.01992,-14.539097,1.0967908,1.9014208,19200,-11.975604,-13.57546,,12.920411,192,0.99770546,8314710,35.567528,200.84369,100.0,0.00026471383,12.022929,,99.0
[-0.835 -0.503 -0.038 -0.45  -0.322],63.392868,136.25934,20536.1925137043,32.84567,-26.53922289171471,-11.808606,100,462.65,184.12166,-60.70849,-12.8632,1.0809085,2.8806472,19300,-9.892497,-11.278685,,10.165125,193,1.1828376,8360975,70.206375,754.301,100.0,3.2662723e-05,11.151759,,99.0
[-0.853 -0.485 -0.027 -0.444 -0.338],170.44298,86.46218,20704.9338619709,74.68376,-23.579759464137233,-10.85944,100,480.86,531.3761,-53.857445,-11.7964325,1.0812021,1.2877376,19400,-9.325546,-10.640654,,8.140622,194,0.6446425,8409061,30.345795,1764.1989,100.0,4.709954e-05,8.146672,,99.0
[-0.85  -0.486 -0.044 -0.443 -0.338],0.45785952,75.61989,20863.29747223854,1.2997831,-28.88001100040283,-13.49935,100,463.56,1.8792099,-65.87776,-14.64696,1.0815061,0.66646326,19500,-12.816914,-13.999407,,11.983592,195,1.0041548,8455417,6.808312,2.4696062,100.0,0.08874489,11.663448,,99.0
[-0.852 -0.488 -0.041 -0.439 -0.338],8.046168,75.03805,21028.477011680603,7.973535,-26.10536210642713,-12.84892,100,486.48,28.834621,-47.03746,-13.886272,1.0797081,1.6238431,19600,-12.008155,-13.247672,,7.839161,196,0.9993775,8504065,23.183182,54.70471,100.0,0.0012149333,6.871073,,99.0
[-0.843 -0.489 -0.039 -0.455 -0.339],0.79759055,70.38611,21184.15557861328,1.6030989,-36.533625054165185,-12.603266,100,452.22,2.8488085,-65.68264,-14.055007,1.07996,0.8588667,19700,-12.100248,-13.624893,,10.948467,197,1.0239638,8549287,12.340438,4.48659,100.0,0.01994597,15.142389,,99.0
[-0.844 -0.492 -0.033 -0.452 -0.339],0.4362473,75.128426,21346.154612779617,1.4267153,-22.921531236057252,-12.461325,100,484.14,2.0952082,-65.12705,-13.372162,1.0789608,0.7366287,19800,-12.261902,-13.202483,,9.085621,198,1.0722313,8597701,6.6721354,2.7446225,100.0,0.08944568,8.107889,,99.0
[-0.847 -0.493 -0.029 -0.448 -0.34 ],101.64012,121.52597,21509.452178001404,52.01576,-15.104218482268358,-11.10739,100,489.06,314.9061,-48.463654,-11.707591,1.0781251,2.1586878,19900,-10.016431,-10.867572,,9.168133,199,0.80140877,8646607,64.010315,1119.7168,100.0,0.0007555197,11.762753,,99.0
[-0.83  -0.48  -0.041 -0.448 -0.341],812.2499,2999.9788,21657.36154437065,274.3964,-39.440515335972506,-14.559399,100,430.25,2261.16,-67.82159,-16.126652,1.003289,26.013498,20000,-6.0880756,-9.009484,,14.836768,200,2.7578218,8689632,1051.7999,17034.066,100.0,8.9105896e-08,31.763369,,99.0
[-0.839 -0.497 -0.052 -0.465 -0.416],13.239319,94.532166,21800.775072336197,8.689094,-50.33515097089055,-16.643618,100,411.76,35.869034,-69.44293,-18.643795,0.99901533,1.3523017,20100,-12.155666,-14.622822,,17.355993,201,0.9306639,8730808,15.408791,175.05823,100.0,0.0030874896,13.576339,,99.0
[-0.848 -0.5   -0.045 -0.457 -0.42 ],67.000725,142.13646,21957.778970241547,34.028675,-35.427026841526725,-12.564535,100,458.57,197.65448,-49.89087,-13.972304,1.014609,2.008673,20200,-10.763525,-12.679673,,9.791258,202,0.95004594,8776665,45.403313,757.11176,100.0,0.00076754007,12.16438,,99.0
[-0.857 -0.51  -0.031 -0.471 -0.404],119.91916,87.88032,22123.802458524704,37.910053,-33.26990325972706,-14.909562,100,466.38,275.8816,-66.4983,-16.231613,1.0044041,5.2462697,20300,-12.871377,-14.57853,,10.612318,203,1.1031793,8823303,107.689255,2812.4038,100.0,4.7833266e-05,3.3839674,,99.0
[-0.849 -0.518 -0.014 -0.48  -0.414],42.722473,95.941246,22285.775532484055,27.77764,-24.34304731163907,-12.558066,100,473.05,151.1827,-48.778427,-13.525391,1.0024034,2.4211397,20400,-11.572724,-12.84752,,8.785847,204,1.0929501,8870608,39.824608,369.80286,100.0,6.536287e-05,6.5446796,,99.0
[-0.85  -0.527 -0.023 -0.47  -0.417],268.11517,232.02882,22448.629705667496,113.73138,-24.63941742483353,-11.205364,100,495.82,849.5318,-25.445663,-12.1844635,1.0009384,4.8530054,20500,-9.355398,-10.795329,,6.558158,205,1.3729572,8920190,112.512566,3482.2026,100.0,0.00030635763,8.933085,,99.0
[-0.855 -0.523 -0.006 -0.47  -0.418],20.692545,150.517,22611.832958221436,14.77493,-24.190102143051377,-12.661219,100,491.71,68.99556,-39.72894,-13.622463,1.0089104,6.518188,20600,-10.982924,-12.129445,,6.980724,206,1.1244723,8969361,152.80067,219.14107,100.0,0.0012041699,1.9744855,,99.0
[-0.815 -0.529 -0.006 -0.472 -0.41 ],97.9441,108.01334,22773.710527658463,36.653976,-35.63040161031106,-13.831721,100,476.61,233.68124,-47.695015,-15.247572,1.0245627,2.83866,20700,-11.274774,-13.140465,,9.135037,207,0.9665709,9017022,81.69262,2921.711,100.0,0.00057983503,16.334093,,99.0
[-0.821 -0.506 -0.019 -0.453 -0.394],19.664179,55.792496,22938.281094789505,12.828233,-22.783987414431202,-12.523927,100,490.54,61.780434,-37.87111,-13.429298,1.0238062,1.3027501,20800,-11.937158,-13.007398,,6.745232,208,0.8741096,9066076,28.962229,176.55495,100.0,0.00025996022,7.19963,,99.0
[-0.825 -0.514 -0.033 -0.45  -0.395],242.86148,114.65408,23101.985293388367,125.9023,-22.13226819422581,-10.619595,100,484.72,918.2848,-55.999306,-11.499069,1.0205077,2.321753,20900,-8.524456,-9.879377,,9.29409,209,0.8920975,9114548,63.774296,2708.0925,100.0,8.610629e-05,11.591961,,99.0
[-0.825 -0.495 -0.023 -0.457 -0.398],1.3317788,98.23202,23257.14561843872,2.298044,-26.940821862892143,-11.097189,100,472.13,4.836377,-43.803192,-12.16774,1.0135442,0.9928528,21000,-10.646127,-11.802358,,9.255469,210,0.9990286,9161761,11.973388,8.1038265,100.0,0.02380392,16.799818,,99.0
[-0.823 -0.499 -0.018 -0.451 -0.405],198.22281,58.21393,23418.912673473358,78.651024,-23.759725931854486,-10.794448,100,485.12,562.72894,-32.353058,-11.738592,1.01709,0.86133724,21100,-9.61882,-10.937099,,6.9408836,211,0.65334374,9210273,12.074465,2284.7375,100.0,3.5878835e-05,9.425861,,99.0
[-0.821 -0.497 -0.001 -0.45  -0.402],274.15536,98.87981,23585.41454410553,132.53636,-23.135252914774732,-10.913447,100,493.69,938.0097,-28.346361,-11.832778,1.0159951,3.156071,21200,-9.054198,-10.520567,,7.2053957,212,0.8737278,9259642,110.947685,5424.5645,100.0,1.0008485e-05,4.682266,,99.0
[-0.812 -0.484 -0.009 -0.459 -0.403],24.926975,76.23466,23733.303916692734,14.263618,-34.37991901677319,-13.188665,100,438.09,68.43858,-69.15455,-14.554827,1.0050117,0.8707295,21300,-10.381985,-12.047349,,13.034333,213,0.6101783,9303451,15.859968,314.3089,100.0,4.6376714e-05,19.522058,,99.0
[-0.843 -0.475 -0.006 -0.45  -0.414],6.0448117,88.23286,23893.731798648834,4.73157,-27.23029672076116,-11.462425,100,475.7,16.985138,-56.554142,-12.54448,1.0024809,1.3744636,21400,-10.631475,-11.82399,,9.355133,214,0.9664473,9351021,24.784216,54.200226,100.0,0.0034604883,14.840101,,99.0
[-0.865 -0.471 -0.016 -0.452 -0.416],4.1597953,53.02089,24057.684867620468,4.6039877,-27.513009267899548,-12.631941,100,475.42,14.191179,-37.82311,-13.72523,0.98877156,1.1361268,21500,-11.679293,-12.9129505,,6.8667626,215,0.83273697,9398563,18.071562,23.739786,100.0,0.0022294158,3.2479494,,99.0
[-0.856 -0.473 -0.026 -0.448 -0.43 ],107.91109,97.49276,24209.645283937454,45.6402,-27.179866902752405,-11.514088,100,471.32,292.291,-67.861046,-12.594139,0.97964716,1.3595322,21600,-10.043606,-11.501092,,10.844381,216,0.74327075,9445695,36.344948,1179.5912,100.0,0.0001624577,17.05889,,99.0
[-0.86  -0.473 -0.01  -0.449 -0.439],41.918365,65.37634,24376.285425662994,22.448284,-21.567253921660175,-11.690407,100,486.75,117.45784,-47.201267,-12.547428,0.96304697,2.0847661,21700,-10.363015,-11.412035,,8.065194,217,0.8598214,9494370,50.089455,609.6129,100.0,0.00024739662,9.195962,,99.0
[-0.828 -0.493 -0.007 -0.462 -0.456],108.35183,85.070435,24546.0753326416,50.10089,-27.04423386567044,-12.333265,100,485.4,325.2158,-51.974033,-13.407927,0.9650012,1.0111175,21800,-11.032694,-12.513026,,8.323432,218,0.71325946,9542910,12.197427,1104.0874,100.0,0.00020190403,10.920384,,99.0
[-0.821 -0.485 -0.022 -0.457 -0.454],9.341035,76.761925,24703.68563938141,7.7787333,-37.67923847512555,-14.49259,100,443.89,29.449396,-65.22642,-15.989857,0.9638282,1.0455282,21900,-12.305962,-14.112752,,11.765793,219,0.7359122,9587299,13.717873,63.455757,100.0,0.0006776787,6.777153,,99.0
[-0.824 -0.49  -0.017 -0.448 -0.455],8394.998,374.82208,24879.26958179474,1917.446,-19.380975754817847,-11.705049,100,498.09,19304.34,-31.732548,-12.475194,0.9615527,8.115741,22000,-7.9050517,-9.5211525,,6.997053,220,1.3693726,9637108,515.6568,164340.69,100.0,1.3425781e-06,5.625034,,99.0
[-7.871e-01 -4.802e-01  1.368e-04 -4.504e-01 -4.574e-01],0.8757466,101.86566,25046.981890916824,1.7555959,-32.50487789913383,-13.0762825,100,456.31,3.2090523,-67.41874,-14.367935,0.93411624,0.8119221,22100,-12.189662,-13.561515,,10.428743,221,0.93293065,9682739,10.828073,4.3085995,100.0,0.026674066,5.2417755,,99.0
[-0.789 -0.471 -0.001 -0.441 -0.485],204.60251,58.5102,25224.926798582077,87.29504,-20.008762342700646,-11.615557,100,496.33,566.639,-25.780388,-12.410648,0.9302186,1.752019,22200,-10.171416,-11.372729,,6.114082,222,0.7448314,9732372,38.635975,3127.3408,100.0,2.7829414e-05,4.815874,,99.0
[-0.786 -0.467 -0.013 -0.449 -0.489],16.159216,97.20215,25380.483904361725,11.096485,-44.59878578315436,-13.065507,100,431.64,49.263397,-49.557415,-14.837735,0.9297218,1.0369533,22300,-10.668369,-12.90897,,10.99829,223,0.7831775,9775536,17.25049,154.89656,100.0,0.0012415203,9.0354805,,99.0
[-0.791 -0.468 -0.007 -0.438 -0.489],124.84286,56.668232,25550.858425617218,45.92884,-29.05385144478516,-12.224269,100,481.47,333.45422,-34.356762,-13.378788,0.93551224,1.0056019,22400,-10.453431,-11.9374275,,6.607545,224,0.76158094,9823683,12.481377,1885.6547,100.0,0.00012176911,8.9139385,,99.0
[-0.785 -0.475  0.007 -0.45  -0.483],4562175.5,824029.75,25715.916739702225,856900.2,-27.079920707735926,-12.04119,100,467.3,14478785.0,-52.639637,-13.1172695,0.920055,2050.3499,22500,78.00722,55.28336,,10.667653,225,86.20184,9870413,87185.43,148132500.0,100.0,1.3858434e-08,12.8312,,99.0
[-0.763 -0.471  0.017 -0.419 -0.499],27.239727,52.40079,25895.644392728806,19.925514,-22.070148244966937,-12.601097,100,494.58,98.57826,-38.927708,-13.478102,0.92106944,0.90988773,22600,-11.661078,-12.771505,,7.4640994,226,0.7246099,9919871,12.177026,199.75688,100.0,0.000537576,13.784592,,99.0
[-0.761 -0.466  0.023 -0.431 -0.498],2.842977,69.46368,26060.921647310257,3.2581606,-29.743978619297785,-11.5859375,100,469.87,9.06545,-31.545372,-12.7678795,0.92155,0.98468196,22700,-10.9039135,-12.187839,,8.102962,227,0.9215214,9966858,14.697643,17.980219,100.0,0.0069136308,12.148082,,99.0
[-0.763 -0.468  0.014 -0.428 -0.497],23.185642,102.30933,26228.305855751038,15.178415,-25.09853093296247,-12.01672,100,477.13,70.57359,-44.04588,-13.014066,0.9036758,2.1873078,22800,-10.606061,-11.833754,,8.594296,228,0.9168789,10014571,43.33993,246.26947,100.0,0.00082245906,5.486812,,99.0
[-0.739 -0.443  0.02  -0.414 -0.515],151.20265,77.20185,26400.45663690567,73.14098,-31.320123330245682,-12.2837105,100,473.93,479.07407,-33.802773,-13.528284,0.9052823,2.5076478,22900,-9.798515,-11.684164,,7.1433916,229,0.8934967,10061964,60.93237,2012.5074,100.0,0.00010969315,3.1997757,,99.0
[-0.738 -0.433  0.011 -0.422 -0.514],20.680143,101.67074,26544.39870452881,12.006336,-49.468024705447085,-14.726487,100,403.16,59.307995,-62.47691,-16.692205,0.90376693,2.2164507,23000,-10.773252,-13.209534,,14.251403,230,1.0061314,10102280,42.091217,215.49211,100.0,0.0006736392,25.587976,,99.0
[-0.748 -0.438  0.004 -0.412 -0.515],8.51533,75.89909,26715.75774216652,7.6664605,-29.837737774717144,-11.586251,100,476.19,27.670698,-29.473183,-12.771919,0.91747224,0.69202346,23100,-10.117956,-11.548348,,7.467484,231,0.68022686,10149899,5.6458263,81.363655,100.0,0.0011659589,12.338396,,99.0
[-0.729 -0.428  0.008 -0.395 -0.501],771.9728,112.06326,26890.3466963768,274.72424,-16.071902196034017,-11.163238,100,489.4,2352.145,-42.67707,-11.801888,0.91458416,1.0974159,23200,-8.811279,-9.859645,,8.701055,232,0.60919017,10198839,15.1769285,9747.859,100.0,4.821882e-05,9.017079,,99.0
[-0.725 -0.427 -0.008 -0.396 -0.504],50.531715,55.907,27062.621764183044,23.31155,-25.85757589323471,-11.150322,100,478.39,124.66525,-51.506104,-12.177829,0.9155362,1.2284551,23300,-10.300749,-11.586715,,8.201075,233,0.8144463,10246678,22.177984,780.833,100.0,0.00047980543,8.282443,,99.0
[-0.722 -0.441 -0.019 -0.404 -0.503],1086.1711,259.8042,27225.021683692932,298.0753,-28.352694359325504,-14.075759,100,460.52,2705.2336,-69.58423,-15.202415,0.9124573,3.1338844,23400,-10.7109,-12.547959,,12.593651,234,1.0339766,10292730,81.47182,17644.328,100.0,4.3175382e-06,16.572248,,99.0
[-0.714 -0.448 -0.002 -0.404 -0.507],291.8739,117.194786,27398.639852046967,108.46478,-25.352797107977498,-12.53721,100,480.53,832.06177,-53.836216,-13.544659,0.9136175,1.3367785,23500,-10.743598,-12.249583,,9.3751955,235,0.7753459,10340783,31.606392,3757.0344,100.0,0.00012618069,11.721274,,99.0
[-0.715 -0.44  -0.017 -0.404 -0.505],74.34024,84.61146,27566.08063364029,38.876835,-28.314421805922827,-12.162223,100,469.45,245.56621,-59.892097,-13.287358,0.9013778,2.5440645,23600,-10.420411,-11.908469,,9.056196,236,0.99240345,10387728,90.893875,816.17084,100.0,0.00034927332,6.638933,,99.0
[-0.715 -0.452 -0.028 -0.399 -0.518],1.144908,87.28628,27738.55163359642,2.165051,-23.03448112571275,-12.720353,100,480.6,4.380911,-66.86323,-13.635677,0.90300655,0.8324922,23700,-12.413232,-13.380655,,10.186324,237,0.9642705,10435788,9.523412,6.280386,100.0,0.016390342,11.125086,,99.0
[-0.724 -0.447 -0.023 -0.4   -0.516],2.3198352,61.93509,27908.11606669426,2.9500573,-25.83473863314362,-12.106959,100,478.93,7.677649,-57.309902,-13.133559,0.8987839,1.0857782,23800,-11.494822,-12.610681,,7.9209785,238,0.9258386,10483681,15.729689,15.997475,100.0,0.01610203,6.1635475,,99.0
[-0.707 -0.448 -0.015 -0.395 -0.52 ],1.627821,85.598724,28082.345853567123,2.8252165,-14.646115749486032,-11.3788395,100,489.3,6.4013515,-38.900948,-11.960834,0.8782785,1.1658931,23900,-10.836749,-11.47422,,8.377094,239,1.0287871,10532611,14.558958,8.121525,100.0,0.009386044,10.0994425,,99.0
[-0.71  -0.448 -0.013 -0.403 -0.541],113.805855,111.3025,28256.488417625427,47.12473,-19.347238969076244,-11.624994,100,485.09,299.3733,-62.882874,-12.393799,0.8792238,1.8108578,24000,-10.249835,-11.281266,,10.350571,240,0.7434825,10581120,53.07148,1409.9989,100.0,0.0003236513,10.872508,,99.0
[-7.139e-01 -4.469e-01  2.860e-04 -4.016e-01 -5.397e-01],669.92065,154.39944,28432.18078517914,274.2527,-16.0063775650982,-10.690356,100,492.42,2112.3757,-38.181084,-11.326405,0.8857062,2.2979245,24100,-8.008646,-9.168248,,8.05801,241,0.73598,10630362,67.14618,10004.389,100.0,3.9185365e-05,10.153514,,99.0
[-0.701 -0.438 -0.008 -0.41  -0.533],0.9634974,70.36117,28599.677668333054,1.8465657,-30.19320813444957,-12.721981,100,461.29,3.4844706,-67.639305,-13.921773,0.88556415,1.0763795,24200,-11.874867,-13.148809,,11.118372,242,1.0324746,10676491,20.052942,5.8240466,100.0,0.011717297,2.5298686,,99.0
[-0.703 -0.44  -0.004 -0.405 -0.533],1.2488954,67.54685,28763.390486717224,2.240852,-21.093441269988137,-12.34863,100,468.68,4.6348205,-50.15296,-13.186824,0.8872093,1.2359163,24300,-11.784644,-12.692234,,8.412088,243,1.0801917,10723359,19.621332,6.722052,100.0,0.03318815,6.7424426,,99.0
[-0.703 -0.43  -0.005 -0.391 -0.532],3867.7078,381.37122,28934.023886442184,1347.2421,-20.87308456966118,-12.138464,100,481.02,14462.628,-44.798893,-12.967901,0.84295416,2.246244,24400,-7.831554,-9.678887,,8.594133,244,0.62495744,10771461,69.96682,68347.32,100.0,5.7949114e-07,12.452629,,99.0
[-0.691 -0.399  0.004 -0.384 -0.576],1157.0576,391.74545,29097.566251277924,316.50507,-31.052142720940033,-11.362136,100,452.8,2794.7979,-60.366806,-12.596061,0.83271146,3.290383,24500,-8.177233,-10.315716,,10.970543,245,0.9742903,10816741,116.2653,19455.37,100.0,1.0306649e-05,24.241598,,99.0
[-0.689 -0.384  0.019 -0.377 -0.586],9.198833,95.77879,29253.2694606781,6.036924,-46.81181730836735,-14.721072,100,428.94,24.48949,-65.17693,-16.581244,0.8315522,1.5658678,24600,-12.830372,-14.966467,,11.810215,246,0.9862461,10859635,25.032328,92.24006,100.0,0.012779416,5.296303,,99.0
[-0.691 -0.387  0.009 -0.373 -0.587],2.509411,84.29788,29415.10116291046,3.2177255,-25.526322499030535,-12.994662,100,453.32,8.4469,-50.749268,-14.009006,0.8304195,1.2193948,24700,-11.368138,-12.493313,,11.55254,247,0.9446626,10904967,15.588989,12.988464,100.0,0.016829822,11.591472,,99.0
