Iteration,EpThisIter,StdIW,InitialBound,TimeElapsed,ReturnMeanIW,InitialReturnMean,MeanD2w0t,EpisodesSoFar,J_sample_variance,EpRewMean,ReturnStepMax,InitialReturnStd,MeanEntropy,Bound,StdD2w0t,MaxIW,ReturnStepMaxmin,EmpiricalD2,MinIW,TimestepsSoFar,Weights,InitialReturnMax,MinD2w0t,MaxD2w0t,EpLenMean,InitialReturnMin,MeanIW
164,100,0.09480432,-135.55293,1816.9989848136902,171.29425,-3.6621093e-06,0.08772742,16400,317.73203,-106.88693243641546,100.0,14.479072,1.6451966,-134.4249,0.28340206,1.3346064,94.11038,1.0099756,0.8062422,666907,[-0.915 -1.165 -0.77  -0.956  0.227],42.095726,,1.0225168,43.72,-18.786552,1.0178956
165,100,0.12276112,-136.56105,1828.3320667743683,165.30681,3.1280517e-06,0.09180905,16500,535.3181,-106.90743149853773,100.0,13.818812,1.6361285,-134.61873,0.29044887,1.3240116,94.2925,1.0158566,0.66564333,671449,[-0.903 -1.165 -0.766 -0.961  0.226],38.041985,,1.028748,45.42,-22.155594,1.0282823
166,100,0.13412543,-127.33411,1840.0674033164978,175.87814,2.9754638e-06,0.0876984,16600,534.25037,-107.80949829236535,100.0,12.813647,1.6464612,-125.25717,0.2841744,1.480826,94.04096,1.0185654,0.7683377,675797,[-0.901 -1.173 -0.766 -0.968  0.217],36.97709,,1.0354309,43.48,-18.969765,1.0274391
167,100,0.07621844,-136.80287,1851.597460269928,165.8622,-3.2424928e-06,0.0901532,16700,309.772,-107.0812451689299,100.0,13.618125,1.6428933,-135.7242,0.28701493,1.2927518,94.23024,1.006326,0.76068544,680287,[-0.912 -1.177 -0.768 -0.968  0.227],37.627766,,1.015128,44.9,-21.487442,1.013759
168,100,0.052991066,-121.81392,1863.0492672920227,173.85849,8.8119505e-06,0.086702615,16800,286.34952,-107.30450290922086,100.0,13.898243,1.6421945,-120.94223,0.28175294,1.2571919,94.03795,1.0029702,0.8603597,684612,[-0.924 -1.178 -0.77  -0.969  0.224],32.65704,,1.0087001,43.25,-19.300217,1.0077028
169,100,0.07174871,-131.18456,1874.4522793293,170.98994,-2.822876e-06,0.08763447,16900,301.97183,-106.75261495746439,100.0,13.874726,1.6425831,-130.48814,0.28332904,1.2546533,94.109825,1.0048974,0.76985955,688978,[-0.913 -1.182 -0.766 -0.971  0.223],46.05213,,1.0125413,43.66,-19.391342,1.0100629
170,100,0.1274245,-138.73529,1885.4939312934875,166.52438,6.8664554e-07,0.09130519,17000,641.7983,-107.0103204163774,100.0,14.187355,1.6474613,-136.76962,0.28973386,1.502752,94.26189,1.0147496,0.7661181,693495,[-0.918 -1.184 -0.772 -0.969  0.224],37.530483,,1.0274805,45.17,-20.99205,1.0210696
171,100,0.0632479,-121.040726,1897.3317773342133,179.35767,-6.5612794e-06,0.08449336,17100,303.65286,-107.52138482041036,100.0,14.281566,1.6534125,-120.62497,0.27847752,1.2460446,93.89815,1.0036432,0.8279482,697710,[-0.912 -1.193 -0.767 -0.976  0.229],34.730682,,1.0071272,42.15,-20.077255,1.0060585
172,100,0.103384756,-120.99791,1908.4359402656555,183.05754,2.4795531e-06,0.085361086,17200,517.52734,-107.98907706758627,100.0,13.130246,1.6524394,-117.89006,0.28084007,1.3483883,93.89293,1.0113413,0.7918952,701939,[-0.915 -1.191 -0.768 -0.974  0.235],35.575054,,1.0271163,42.29,-17.877892,1.0260029
173,100,0.17146721,-145.03873,1919.2261545658112,161.39496,6.904602e-06,0.09675767,17300,944.2961,-107.45145042119454,100.0,13.261928,1.6448234,-140.6601,0.2989153,1.6882466,94.469055,1.0302696,0.5744599,706682,[-0.898 -1.185 -0.755 -0.975  0.234],38.377876,,1.0565042,47.43,-23.10366,1.0547634
174,100,0.121828474,-141.1009,1930.8206086158752,165.28636,2.4032593e-06,0.09170669,17400,399.99506,-106.94044761937452,100.0,13.679234,1.6318299,-139.22475,0.29013908,1.3759174,94.291046,1.016893,0.6297874,711224,[-0.879 -1.194 -0.746 -0.978  0.226],36.289017,,1.0325522,45.42,-21.490105,1.0291809
175,100,0.1073072,-128.29099,1942.3098998069763,175.35179,2.9373168e-06,0.08833811,17500,421.58893,-108.00311879285886,100.0,12.494182,1.6343756,-125.84053,0.2852828,1.4021463,94.06271,1.013729,0.7927452,715599,[-0.874 -1.194 -0.744 -0.98   0.213],31.201576,,1.0321791,43.75,-18.423729,1.0278953
176,100,0.0811719,-147.64685,1954.2950730323792,152.5478,-3.6621093e-06,0.09600425,17600,227.30528,-106.62018914100378,100.0,12.735433,1.6406249,-146.92888,0.29518276,1.383428,94.5417,1.0059814,0.8606009,720382,[-0.867 -1.18  -0.734 -0.971  0.215],31.138382,,1.0100996,47.83,-20.472145,1.0128999
177,100,0.19568321,-134.31749,1965.0856120586395,175.26794,-5.1879883e-06,0.088840336,17700,1022.1261,-106.03610983296515,100.0,13.670323,1.6475533,-130.5539,0.2870693,2.0285125,94.14823,1.0393468,0.7558522,724753,[-0.862 -1.175 -0.729 -0.97   0.222],39.81764,,1.0763569,43.71,-19.977821,1.0484782
178,100,0.08382415,-152.96928,1976.4874875545502,157.85794,-8.773804e-07,0.092550375,17800,420.89368,-105.57343253588967,100.0,15.658612,1.6451383,-152.38605,0.2903443,1.346971,94.4218,1.0055267,0.7276997,729365,[-0.87  -1.173 -0.723 -0.965  0.229],45.880302,,1.0126776,46.12,-24.310318,1.0100024
179,100,0.1845296,-144.23799,1988.9426827430725,169.55396,-1.411438e-06,0.090992555,17900,1115.7194,-107.04006195050198,100.0,14.633253,1.6510527,-141.80295,0.28998688,1.734677,94.22356,1.0195456,0.6564975,733847,[-0.875 -1.171 -0.723 -0.967  0.226],47.002914,,1.0511458,44.82,-22.249496,1.0356364
180,100,0.11240608,-124.01268,1999.6072940826416,178.71465,-6.904602e-06,0.0850849,18000,443.135,-106.43637985933167,100.0,13.755773,1.650022,-122.67558,0.27991313,1.4096781,93.966385,1.0104895,0.65309286,738076,[-0.866 -1.164 -0.711 -0.969  0.232],35.76453,,1.0293633,42.29,-19.515015,1.017372
181,100,0.07381218,-134.84604,2011.7441399097443,163.94371,-2.4032593e-06,0.09040104,18100,371.40884,-106.29187395029123,100.0,14.372825,1.6507598,-134.1522,0.2873599,1.3569783,94.27907,1.0059282,0.8432671,742579,[-0.872 -1.179 -0.719 -0.974  0.231],34.07502,,1.0122991,45.03,-22.946594,1.0116969
182,100,0.11444465,-144.86111,2023.086370229721,160.81844,-1.7166137e-06,0.09299945,18200,483.00952,-106.2865036345424,100.0,13.708506,1.6470907,-142.69539,0.29153806,1.5090446,94.396866,1.0169948,0.74113154,747197,[-0.868 -1.177 -0.714 -0.978  0.232],39.57085,,1.0483303,46.18,-23.181152,1.0256119
183,100,0.04708987,-153.76033,2033.6800291538239,151.37125,5.0735475e-06,0.09499333,18300,263.8205,-105.2824042083401,100.0,14.810809,1.6455032,-153.43146,0.2934741,1.1550952,94.559586,1.002327,0.8522326,751939,[-0.878 -1.173 -0.711 -0.973  0.228],37.868607,,1.005244,47.42,-22.849342,1.0050365
184,100,0.16893202,-129.62257,2045.2113494873047,182.96188,-2.7465821e-06,0.08557413,18400,943.2217,-107.05395155804473,100.0,13.792459,1.6513914,-126.807434,0.2818702,1.5714806,93.92636,1.0322648,0.71229017,756159,[-0.873 -1.171 -0.706 -0.974  0.227],48.71139,,1.0471047,42.2,-18.696121,1.0333318
185,100,0.13634606,-147.99466,2056.922374010086,156.56908,1.335144e-06,0.094113246,18500,577.7802,-105.71797960756768,100.0,14.818647,1.6561534,-146.82127,0.2931744,1.7058781,94.473434,1.0137774,0.78766537,760830,[-0.874 -1.171 -0.699 -0.971  0.233],48.524345,,1.0229481,46.71,-24.992622,1.0182883
186,100,0.15189701,-118.879395,2067.465787410736,179.20807,5.302429e-06,0.08636858,18600,636.87634,-107.68173786692856,100.0,13.694321,1.6620913,-116.84268,0.2823195,1.6411768,93.966965,1.0237681,0.6162588,765109,[-0.873 -1.165 -0.691 -0.965  0.237],36.027355,,1.0461626,42.79,-19.112099,1.027856
187,100,0.19208612,-160.12767,2079.7710642814636,149.96913,1.0299683e-06,0.10023783,18700,634.7959,-107.71693547830122,100.0,13.78207,1.6629908,-157.74852,0.3021381,1.599408,94.65482,1.0362566,0.58889127,770067,[-0.857 -1.156 -0.684 -0.966  0.243],42.199642,,1.0597976,49.58,-23.744164,1.0396041
188,100,0.13849926,-157.50432,2091.4942061901093,151.62656,7.6293944e-08,0.09761102,18800,437.46515,-105.73339947747978,100.0,14.363479,1.670305,-154.99634,0.2981947,1.6009406,94.629944,1.0164775,0.6606788,774906,[-0.872 -1.159 -0.684 -0.961  0.244],37.500137,,1.0390823,48.39,-21.948845,1.0338647
189,100,0.087640904,-143.70316,2103.3468446731567,169.08067,-2.5939942e-06,0.08886697,18900,366.29645,-106.78982447288843,100.0,13.206055,1.6670161,-142.39165,0.2852438,1.3730348,94.17226,1.0065393,0.672802,779330,[-0.852 -1.155 -0.676 -0.962  0.251],33.749916,,1.0210662,44.24,-17.929192,1.0166705
190,100,0.08743549,-174.28238,2116.0580117702484,142.31674,7.6293946e-07,0.10188296,19000,313.34042,-106.92472652410942,100.0,14.199794,1.6582996,-173.38309,0.303226,1.2434964,94.78372,1.0078881,0.7835667,784402,[-0.848 -1.166 -0.681 -0.968  0.248],56.10742,,1.0177802,50.72,-23.384567,1.013756
191,100,0.10127527,-151.069,2128.3807249069214,157.44301,1.1062622e-06,0.09472609,19100,405.81113,-107.46972344527433,100.0,12.708434,1.6602525,-149.70537,0.2936707,1.3558104,94.43846,1.010205,0.77069175,789114,[-0.851 -1.166 -0.681 -0.967  0.24 ],42.79161,,1.0220292,47.12,-19.695694,1.0165663
192,100,0.22361049,-147.65681,2140.480412721634,169.92758,-3.3569336e-06,0.093440615,19200,1262.1868,-107.54214447367109,100.0,13.84413,1.6555861,-143.3742,0.29492506,2.1717622,94.28531,1.0429289,0.6154849,793676,[-0.842 -1.176 -0.683 -0.977  0.241],52.37179,,1.0944159,45.62,-21.772781,1.0586274
193,100,0.13771157,-133.96092,2152.5076167583466,161.49466,-3.4332274e-06,0.09289186,19300,515.45575,-106.77504095540574,100.0,12.670551,1.6566303,-132.62857,0.29163417,1.4424727,94.36367,1.0151787,0.58710533,798282,[-0.845 -1.171 -0.67  -0.975  0.237],33.681976,,1.0377252,46.06,-20.539703,1.0219542
194,100,0.06936033,-163.05971,2164.633166074753,149.17517,-2.4795531e-06,0.0972023,19400,286.0424,-106.2505788493317,100.0,15.071547,1.6555645,-162.38626,0.29682186,1.2594492,94.6122,1.0053824,0.82917637,803125,[-0.854 -1.184 -0.674 -0.982  0.238],64.74296,,1.0114105,48.43,-23.062569,1.0116638
195,100,0.151389,-148.58504,2176.1053943634033,166.29013,-3.0517577e-07,0.09216853,19500,736.186,-106.69920869705935,100.0,14.711879,1.6513718,-146.05539,0.29163352,1.6914535,94.300674,1.01998,0.650507,807666,[-0.853 -1.173 -0.668 -0.976  0.237],52.56978,,1.0431125,45.41,-23.353271,1.0399778
196,100,0.14981063,-152.49954,2187.9990746974945,153.3298,3.929138e-06,0.09850615,19600,721.73004,-107.62144601718181,100.0,13.33903,1.6590843,-150.36191,0.3000533,1.8946545,94.57568,1.0194597,0.7422999,812531,[-0.849 -1.171 -0.671 -0.968  0.232],33.25092,,1.0491568,48.65,-20.984924,1.0310572
197,100,0.057474434,-147.18527,2200.249251842499,156.40376,-2.7465821e-06,0.09338256,19700,264.5429,-106.40304682701195,100.0,13.9480915,1.6621997,-146.70247,0.29125053,1.202452,94.434326,1.0039922,0.8656384,817192,[-0.852 -1.166 -0.663 -0.968  0.24 ],36.393917,,1.0077378,46.61,-23.294266,1.0081377
198,100,0.10731873,-144.26814,2211.329280614853,156.66835,-1.1825562e-06,0.09454738,19800,375.63,-106.73515325674349,100.0,13.0133705,1.6678957,-143.18004,0.29349792,1.3932462,94.459045,1.0095599,0.6892444,821893,[-0.845 -1.165 -0.662 -0.968  0.243],29.187958,,1.0214211,47.01,-19.80111,1.0161433
199,100,0.05200972,-165.72865,2223.462486743927,136.86908,1.6021728e-06,0.10315584,19900,241.08466,-105.86271359368182,100.0,13.611077,1.6641582,-165.51587,0.30438662,1.1440252,94.889626,1.0024642,0.8726673,827044,[-0.843 -1.172 -0.665 -0.967  0.249],36.655945,,1.0037556,51.51,-21.872185,1.0049653
200,100,0.10694531,-160.02164,2234.8482325077057,153.77597,-1.1062622e-06,0.09581486,20000,372.72372,-105.79348106443491,100.0,14.051704,1.6575398,-158.50592,0.2954617,1.4608543,94.553024,1.0133481,0.76979244,831802,[-0.843 -1.173 -0.666 -0.97   0.245],49.161213,,1.0252527,47.58,-21.538307,1.0173041
201,100,0.08877168,-161.43137,2247.8626470565796,149.70079,2.5558472e-06,0.097439684,20100,376.0591,-106.63959295271783,100.0,14.08078,1.6651295,-160.69395,0.29719746,1.3868723,94.60521,1.0066503,0.7968494,836655,[-0.844 -1.167 -0.662 -0.963  0.239],47.16207,,1.0142246,48.53,-20.052208,1.0125569
202,100,0.06545774,-134.704,2260.623726606369,168.87334,1.14440915e-07,0.08911088,20200,296.19516,-108.31330088410662,100.0,13.108738,1.6711867,-134.30821,0.28523216,1.2494006,94.12761,1.0035832,0.86343575,841101,[-0.846 -1.171 -0.664 -0.964  0.246],45.91371,,1.0069886,44.46,-20.834099,1.0073711
203,100,0.18375541,-150.07936,2272.5294790267944,158.0185,-3.8146972e-08,0.096878536,20300,747.74457,-108.22655506344535,100.0,12.560382,1.6698993,-147.71106,0.29800135,1.6460118,94.471695,1.0308592,0.66864216,845881,[-0.848 -1.168 -0.664 -0.962  0.252],42.511566,,1.0494301,47.8,-22.430893,1.0390714
204,100,0.05849651,-156.38255,2284.7663066387177,154.89125,-3.4713746e-06,0.09261919,20400,262.32465,-104.26553549950135,100.0,15.266538,1.66904,-155.9843,0.29020536,1.1519771,94.4883,1.0043505,0.81335235,850503,[-0.844 -1.17  -0.659 -0.957  0.251],49.54599,,1.0077372,46.22,-22.530228,1.005169
205,100,0.15129574,-118.74065,2296.2658092975616,177.64629,-3.4332277e-07,0.087607555,20500,558.3267,-108.2712637071208,100.0,11.539086,1.6807411,-117.0468,0.28451595,1.5740057,93.99903,1.018356,0.697185,854833,[-0.842 -1.173 -0.66  -0.962  0.25 ],28.320488,,1.0306919,43.3,-19.019363,1.0274378
206,100,0.14214541,-161.18993,2308.68439078331,154.02922,6.2561035e-06,0.09787302,20600,546.2171,-107.9478871664106,100.0,12.809792,1.6897548,-159.17436,0.29859862,1.4596814,94.54946,1.0185956,0.67795944,859684,[-0.848 -1.184 -0.669 -0.966  0.262],42.891518,,1.0390689,48.51,-23.073135,1.0269319
207,100,0.09641163,-154.60785,2320.272144794464,151.10179,7.2479247e-07,0.09630258,20700,342.31265,-106.51361399169524,100.0,15.15044,1.69269,-154.00642,0.2955253,1.4330952,94.561935,1.008268,0.70405865,864484,[-0.852 -1.193 -0.673 -0.967  0.271],54.900795,,1.0178888,48.0,-22.708206,1.0074891
208,100,0.14331436,-172.70555,2333.1190972328186,143.72342,-4.196167e-06,0.10228908,20800,519.5628,-105.8814784957567,100.0,14.165316,1.6846594,-170.48672,0.30488306,1.4259403,94.81413,1.022951,0.63156796,869543,[-0.844 -1.193 -0.674 -0.968  0.274],53.093445,,1.0372381,50.59,-22.372093,1.0376236
209,100,0.13592301,-141.57982,2345.7336959838867,162.50255,2.4414062e-06,0.09323162,20900,437.93213,-107.19697910822147,100.0,13.485256,1.693435,-139.41893,0.29231194,1.5980164,94.356415,1.0212715,0.72725934,874160,[-0.848 -1.203 -0.674 -0.971  0.266],39.365944,,1.0339038,46.17,-21.026627,1.0268676
210,100,0.053106453,-170.60469,2358.3749985694885,138.01352,4.005432e-06,0.10256141,21000,253.35493,-105.63757160407158,100.0,14.769673,1.6913118,-170.09854,0.30375278,1.160629,94.87111,1.0031787,0.8834797,879277,[-0.842 -1.202 -0.674 -0.976  0.275],42.543583,,1.0093205,51.17,-24.095268,1.0080327
211,100,0.080020584,-171.54253,2370.9537415504456,140.1254,6.1035155e-07,0.10160293,21100,325.63425,-105.16259803849171,100.0,14.972345,1.6927553,-170.75345,0.30289137,1.3251104,94.84091,1.0061431,0.8250369,884334,[-0.842 -1.195 -0.669 -0.973  0.272],45.39364,,1.012692,50.57,-22.910233,1.0127455
212,100,0.14798038,-144.0426,2382.087424993515,164.16296,-1.5258789e-06,0.09232592,21200,626.07336,-107.12910085488811,100.0,13.457907,1.6986145,-142.13504,0.29099727,1.4402227,94.31471,1.02056,0.6894566,888907,[-0.838 -1.194 -0.671 -0.97   0.274],42.069298,,1.0363427,45.73,-22.11792,1.0271002
213,100,0.03993745,-152.25847,2394.3909916877747,150.22429,4.3869018e-06,0.09708425,21300,165.18758,-107.92563988890458,100.0,12.176693,1.7011527,-152.06044,0.29618278,1.1289643,94.550385,1.001192,0.90764385,893758,[-0.842 -1.207 -0.673 -0.974  0.28 ],28.299286,,1.0026071,48.51,-22.404404,1.0021673
214,100,0.08642627,-157.36479,2405.621511220932,149.23935,1.0299683e-06,0.09808553,21400,297.687,-107.22406311340664,100.0,13.546927,1.7047786,-156.55948,0.2981147,1.2469739,94.60918,1.0059206,0.80910206,898642,[-0.837 -1.209 -0.671 -0.976  0.282],40.53919,,1.0124996,48.84,-20.116798,1.0120206
215,100,0.14021368,-153.80154,2418.1225969791412,151.51303,-1.2969971e-06,0.09760349,21500,458.17685,-106.2235325859161,100.0,13.774872,1.6962168,-152.16391,0.29817462,1.6750622,94.609695,1.0204859,0.6386015,903481,[-0.839 -1.216 -0.678 -0.978  0.286],34.67366,,1.0361773,48.39,-22.07145,1.029512
216,100,0.16866729,-151.27267,2429.512903213501,157.04851,-3.8146973e-06,0.09580877,21600,520.3306,-107.06704059926274,100.0,14.28166,1.6983141,-149.43706,0.29617408,1.5760758,94.47954,1.0258346,0.7186223,908218,[-0.832 -1.214 -0.678 -0.982  0.277],42.36641,,1.044796,47.37,-20.561234,1.030972
217,100,0.11190011,-131.37767,2440.758882522583,175.58917,-5.41687e-06,0.087888084,21700,534.2902,-107.4711787145604,100.0,13.662917,1.6992192,-129.04584,0.28464574,1.4614495,94.061066,1.0126363,0.7277132,912570,[-0.829 -1.21  -0.684 -0.984  0.279],40.78872,,1.0338616,43.52,-19.904259,1.0295026
218,100,0.12960845,-137.23305,2451.0203006267548,174.30196,1.9836425e-06,0.08792774,21800,397.7799,-106.9410483964378,100.0,13.216982,1.6963786,-134.4334,0.2842331,1.4451809,94.10231,1.0177969,0.69456124,916937,[-0.828 -1.227 -0.695 -0.989  0.28 ],46.972206,,1.0490493,43.67,-17.479637,1.0344383
219,100,0.12673856,-145.78716,2462.699049949646,162.3316,-3.2424928e-06,0.091934,21900,393.36368,-105.55249178714213,100.0,14.753212,1.6914244,-143.70062,0.2902525,1.379597,94.36949,1.0203819,0.7157726,921496,[-0.808 -1.237 -0.695 -1.     0.278],40.84617,,1.0379503,45.59,-22.41774,1.0311832
220,100,0.06826618,-165.05226,2474.094791173935,150.96837,-2.4795531e-06,0.09521823,22000,331.8376,-104.89878988558723,100.0,15.305652,1.6904106,-164.35973,0.29395726,1.2126673,94.581345,1.003915,0.81413895,926244,[-0.796 -1.245 -0.697 -1.01   0.273],56.44856,,1.0113512,47.48,-22.161865,1.010607
221,100,0.12162678,-133.2785,2484.977559328079,171.86797,-2.861023e-06,0.08877311,22100,452.78534,-106.75331959485601,100.0,12.617924,1.7021263,-131.36433,0.28585243,1.4615473,94.14537,1.0151104,0.72837603,930642,[-0.79  -1.253 -0.7   -1.013  0.271],24.773811,,1.0294651,43.98,-18.464828,1.0264815
222,100,0.3317793,-141.45798,2496.5816876888275,169.87134,-3.1661987e-06,0.09451707,22200,1959.0737,-106.70798623947526,100.0,13.744213,1.7187678,-136.46826,0.2975838,2.679548,94.34434,1.0729928,0.60217834,935226,[-0.792 -1.26  -0.705 -1.015  0.283],37.47985,,1.118171,45.84,-21.21402,1.0779109
223,100,0.05934191,-165.07454,2509.4096908569336,142.1545,-2.822876e-06,0.101444244,22300,337.78113,-107.28522739588476,100.0,15.106691,1.7191211,-164.42528,0.30231875,1.2005503,94.759476,1.0034003,0.8464398,940286,[-0.808 -1.261 -0.707 -1.005  0.3  ],39.291023,,1.0086744,50.6,-24.8704,1.0076836
224,100,0.10466739,-158.41646,2522.445367336273,154.06723,4.272461e-06,0.09624559,22400,266.7462,-107.09014012462676,100.0,13.028308,1.7197208,-157.1246,0.2960067,1.2934005,94.52017,1.010531,0.711312,945067,[-0.799 -1.266 -0.704 -1.01   0.3  ],34.486725,,1.0197744,47.81,-20.171257,1.0208783
225,100,0.12886038,-152.50513,2533.7936520576477,152.57639,-1.7929077e-06,0.09707447,22500,478.3592,-106.6366183740617,100.0,14.196955,1.7271917,-150.85934,0.297317,1.4260532,94.5725,1.0161809,0.80625755,949884,[-0.806 -1.272 -0.712 -1.016  0.301],55.72348,,1.0331355,48.17,-21.00064,1.022112
226,100,0.10478605,-143.86229,2545.4382219314575,162.9407,-8.392334e-07,0.09247005,22600,454.55157,-106.82188601436953,100.0,13.143622,1.7206333,-142.01569,0.29102835,1.3353275,94.34038,1.0123708,0.7159804,954469,[-0.817 -1.271 -0.709 -1.014  0.308],39.436615,,1.0324982,45.85,-22.21045,1.0257317
227,100,0.03863888,-141.59825,2556.956346511841,156.34102,2.9754638e-06,0.09364264,22700,226.03267,-107.03468175486341,100.0,13.556226,1.7204185,-141.35323,0.29157087,1.1314938,94.420975,1.0019029,0.8858244,959144,[-0.825 -1.263 -0.704 -1.014  0.302],32.263145,,1.0043815,46.75,-22.744423,1.0029681
228,100,0.07626771,-135.98402,2566.6009068489075,165.38243,1.7166137e-06,0.090639025,22800,316.57828,-107.18130426261217,100.0,12.890589,1.721378,-134.8296,0.2877523,1.2615945,94.25011,1.0059372,0.78225774,963657,[-0.819 -1.26  -0.699 -1.013  0.301],37.612453,,1.0142782,45.13,-19.675095,1.0134032
229,100,0.027436545,-164.7199,2579.0321505069733,148.41182,-4.196167e-06,0.097564764,22900,211.2058,-107.52612872705396,100.0,14.186438,1.7219641,-164.62187,0.29677045,1.0891516,94.590485,1.0006456,0.93102354,968534,[-0.831 -1.268 -0.708 -1.014  0.302],50.784332,,1.0014383,48.77,-21.002968,1.0013579
230,100,0.046230596,-153.23991,2590.96555519104,152.76172,9.536743e-07,0.09507313,23000,208.00972,-106.7633629452309,100.0,13.753666,1.7193555,-153.0383,0.29343432,1.1222055,94.50471,1.0016446,0.8490157,973284,[-0.836 -1.266 -0.709 -1.012  0.303],34.833683,,1.0037097,47.5,-22.842346,1.0036411
231,100,0.16402763,-138.14262,2601.6072964668274,170.94429,6.4849854e-07,0.09079279,23100,704.4146,-106.77552799399395,100.0,14.2525015,1.7106334,-134.64293,0.28975183,1.7372861,94.22363,1.0270243,0.56157994,977755,[-0.831 -1.269 -0.709 -1.014  0.3  ],41.694942,,1.059217,44.71,-18.87996,1.0464156
232,100,0.08373507,-157.50658,2613.381400346756,148.15685,-1.0681152e-06,0.09856477,23200,229.12903,-107.31735775001566,100.0,12.797135,1.7110131,-156.95436,0.2985826,1.2312651,94.63129,1.0070227,0.7696432,982668,[-0.828 -1.287 -0.716 -1.017  0.292],41.56057,,1.0127152,49.13,-24.302101,1.0074337
233,100,0.060466453,-171.87051,2623.589145898819,133.40932,2.7465821e-06,0.10615707,23300,283.50537,-106.72754174971631,100.0,13.958718,1.7109188,-171.51747,0.308458,1.2216828,94.96875,1.0033777,0.81403345,987963,[-0.828 -1.289 -0.716 -1.013  0.292],38.732796,,1.0068984,52.95,-24.030289,1.0058459
234,100,0.054294016,-158.24141,2632.950508594513,154.3504,-1.2207031e-06,0.09455303,23400,232.52167,-106.59474759797648,100.0,12.994788,1.7080075,-157.78485,0.29282448,1.1699234,94.48424,1.0023729,0.8319822,992684,[-0.829 -1.287 -0.712 -1.014  0.292],38.731407,,1.0079813,47.21,-20.917542,1.0059329
235,100,0.14068212,-166.62431,2644.4408435821533,144.54362,-9.918213e-07,0.09976108,23500,464.72562,-104.6702603013046,100.0,14.94603,1.7060316,-164.84294,0.30079016,1.5746188,94.77517,1.0188259,0.79020345,997639,[-0.837 -1.283 -0.712 -1.013  0.289],42.152695,,1.0320761,49.55,-21.771538,1.0307353
236,100,0.11366916,-160.16193,2657.660344839096,139.28049,2.4414062e-06,0.104056045,23600,319.97183,-106.93765655214418,100.0,12.590461,1.7073828,-159.18143,0.30644983,1.3045205,94.86235,1.0141507,0.72587407,1002808,[-0.849 -1.281 -0.709 -1.008  0.287],30.21973,,1.0215789,51.69,-26.278175,1.0137413
237,100,0.118471734,-157.3677,2671.185841321945,152.56967,3.7384034e-06,0.09667295,23700,381.80173,-107.5345073805642,100.0,14.192182,1.7112358,-156.55365,0.29624066,1.4574981,94.530594,1.0111238,0.7626017,1007620,[-0.848 -1.281 -0.706 -1.002  0.288],44.113102,,1.0239278,48.12,-19.807655,1.0162431
238,100,0.059127424,-154.19772,2682.227184534073,162.46588,1.9454956e-06,0.09055301,23800,286.85104,-106.1904424592611,100.0,13.547345,1.7103131,-153.6503,0.28721014,1.2552507,94.30235,1.0032218,0.8710941,1012141,[-0.855 -1.288 -0.709 -1.002  0.292],37.589638,,1.0076778,45.21,-21.260231,1.0055884
239,100,0.12258481,-154.19716,2693.847838640213,152.41342,-1.0871887e-05,0.096125215,23900,384.6083,-106.17819722355695,100.0,14.720104,1.7120072,-153.11282,0.29566586,1.5045947,94.5574,1.0156333,0.7740146,1016921,[-0.862 -1.29  -0.713 -1.     0.291],38.518387,,1.0287696,47.8,-21.031563,1.0220119
240,100,0.06271027,-158.97823,2706.555766105652,156.8467,3.8146973e-07,0.094504684,24000,252.54662,-107.11506801134489,100.0,13.425606,1.7096758,-157.67009,0.2931603,1.2315197,94.448685,1.0054816,0.7950018,1021628,[-0.853 -1.283 -0.71  -1.002  0.293],36.674023,,1.01295,47.07,-23.95987,1.0171031
241,100,0.10989922,-147.59819,2718.386658191681,155.6417,-3.8146973e-07,0.09559073,24100,407.17297,-105.82886393815869,100.0,13.552519,1.7120064,-145.45383,0.29562443,1.4785788,94.528046,1.0145197,0.76826644,1026361,[-0.862 -1.289 -0.714 -1.007  0.291],30.557755,,1.028922,47.33,-22.708038,1.030976
242,100,0.05838215,-150.98045,2730.0936119556427,154.96384,-2.5558472e-06,0.09540361,24200,186.93561,-108.1451396538026,100.0,11.649808,1.7106509,-150.49622,0.29411012,1.1607316,94.456085,1.0032426,0.83664346,1031121,[-0.852 -1.294 -0.708 -1.016  0.293],22.640835,,1.0076612,47.6,-20.825172,1.0063035
243,100,0.09943549,-154.70357,2741.677156686783,152.94826,-1.1444092e-06,0.096738935,24300,354.9891,-107.50451757636131,100.0,13.8090925,1.7125928,-153.47826,0.29642093,1.4632409,94.532745,1.007322,0.79918003,1035934,[-0.85  -1.287 -0.706 -1.011  0.292],43.636467,,1.014825,48.13,-22.1605,1.0148567
244,100,0.21729921,-152.91367,2755.2465314865112,155.03224,-1.335144e-06,0.09965703,24400,807.16,-106.56548838129433,100.0,13.530935,1.7027681,-148.86504,0.3033009,1.6820034,94.62629,1.0497679,0.5743772,1040807,[-0.862 -1.286 -0.713 -1.005  0.294],33.84143,,1.0821213,48.73,-22.054245,1.0645673
245,100,0.07040972,-149.6828,2767.7421929836273,156.37946,3.4332274e-06,0.09376473,24500,325.53372,-106.24453899011871,100.0,14.205437,1.7011768,-148.72925,0.29202226,1.2201614,94.452835,1.0065054,0.8159185,1045480,[-0.859 -1.294 -0.722 -1.017  0.284],41.030445,,1.0143363,46.73,-21.683578,1.0102147
