ESSClassic,VarRet,VarDiscRet,MinVanillaIw,EpsThisIter,MaxVanillaIw,AvgNormIw,J,AvgDiscRet,IterType,Delta,AvgVanillaIw,VarJ,VanillaAvgRet,AvgEpLen,ESSRenyi,Bound,VarNormIw,eRenyi2,MaxNormIw,MinNormIw,VarVanillaIw,AvgRet,BatchSize
400.0,73.3748253262,73.3748253262,1.0,100,1.0,0.0025,-63.1589,-61.3647422849,2,1.0,1.0,31.7696,-61.3647422849,90.41,500.0,-63.1589,5.4346e-20,1.0,0.0025,0.0025,,-61.3647422849,500
500.000006643,62.4736841686,62.4736841686,1.0,100,1.0,0.002,-62.3843,-59.285628539,1,1.0,1.0,28.6743,-59.285628539,87.47,500.0,-62.3843,5.43187e-20,1.0,0.002,0.002,,-59.285628539,500
100.0,3753.82940941,3753.82940941,1.0,100,1.0,0.01,-72.7657,-72.7657034546,2,1.0,1.0,60.9614,-72.7657034546,103.67,500.0,-72.7657,3.50449e-18,1.0,0.01,0.01,,-72.7657034546,500
200.000000102,2580.76961614,2580.76961614,1.0,100,1.0,0.005,-69.9565,-67.1473402244,2,1.0,1.0,56.0671,-67.1473402244,96.65,500.0,-69.9565,2.1793e-19,1.0,0.005,0.005,,-67.1473402244,500
299.999969474,51.8113377162,51.8113377162,1.0,100,1.0,0.00333333,-66.8101,-60.5173656067,2,1.0,1.0,46.1798,-60.5173656067,89.17,500.0,-66.8101,5.43914e-20,1.0,0.00333333,0.00333333,,-60.5173656067,500
400.0,1321.36163836,1321.36163836,1.0,100,1.0,0.0025,-65.8703,-63.0509339777,2,1.0,1.0,43.9217,-63.0509339777,91.46,500.0,-65.8703,5.4346e-20,1.0,0.0025,0.0025,,-63.0509339777,500
500.000006643,1340.86522576,1340.86522576,1.0,100,1.0,0.002,-65.6466,-64.7516115135,1,1.0,1.0,42.5322,-64.7516115135,94.37,500.0,-65.6466,5.43187e-20,1.0,0.002,0.002,,-64.7516115135,500
100.0,1327.98726855,1327.98726855,1.0,100,1.0,0.01,-62.7408,-62.7408069894,2,1.0,1.0,36.2589,-62.7408069894,91.25,500.0,-62.7408,3.50449e-18,1.0,0.01,0.01,,-62.7408069894,500
200.000000102,52.4524163736,52.4524163736,1.0,100,1.0,0.005,-60.8396,-58.9384355493,2,1.0,1.0,26.2094,-58.9384355493,86.1,500.0,-60.8396,2.1793e-19,1.0,0.005,0.005,,-58.9384355493,500
299.999969474,1326.51853935,1326.51853935,1.0,100,1.0,0.00333333,-61.8394,-63.8389021628,2,1.0,1.0,29.9617,-63.8389021628,92.67,500.0,-61.8394,5.43914e-20,1.0,0.00333333,0.00333333,,-63.8389021628,500
400.0,1325.50837639,1325.50837639,1.0,100,1.0,0.0025,-62.3032,-63.6947983013,2,1.0,1.0,31.6542,-63.6947983013,93.19,500.0,-62.3032,5.4346e-20,1.0,0.0025,0.0025,,-63.6947983013,500
500.000006643,1332.11885295,1332.11885295,1.0,100,1.0,0.002,-62.6862,-64.2180119836,1,1.0,1.0,32.6487,-64.2180119836,93.3,500.0,-62.6862,5.43187e-20,1.0,0.002,0.002,,-64.2180119836,500
100.0,2566.26572907,2566.26572907,1.0,100,1.0,0.01,-67.2811,-67.2811101118,2,1.0,1.0,50.4044,-67.2811101118,96.8,500.0,-67.2811,3.50449e-18,1.0,0.01,0.01,,-67.2811101118,500
200.000000102,2592.0404702,2592.0404702,1.0,100,1.0,0.005,-66.5721,-65.8631517725,2,1.0,1.0,50.5358,-65.8631517725,94.36,500.0,-66.5721,2.1793e-19,1.0,0.005,0.005,,-65.8631517725,500
299.999969474,1315.64206736,1315.64206736,1.0,100,1.0,0.00333333,-66.2415,-65.5803757092,2,1.0,1.0,46.2272,-65.5803757092,95.83,500.0,-66.2415,5.43914e-20,1.0,0.00333333,0.00333333,,-65.5803757092,500
400.0,70.7979492333,70.7979492333,1.0,100,1.0,0.0025,-64.9682,-61.1481088533,2,1.0,1.0,40.3126,-61.1481088533,90.43,500.0,-64.9682,5.4346e-20,1.0,0.0025,0.0025,,-61.1481088533,500
500.000006643,3835.48931471,3835.48931471,1.0,100,1.0,0.002,-65.8177,-69.2155106288,1,1.0,1.0,45.4136,-69.2155106288,98.03,500.0,-65.8177,5.43187e-20,1.0,0.002,0.002,,-69.2155106288,500
100.0,54.1443938379,54.1443938379,1.0,100,1.0,0.01,-60.0659,-60.0658946925,2,1.0,1.0,7.3214,-60.0658946925,88.26,500.0,-60.0659,3.50449e-18,1.0,0.01,0.01,,-60.0658946925,500
200.000000102,2589.54546809,2589.54546809,1.0,100,1.0,0.005,-63.6914,-67.3169648373,2,1.0,1.0,36.3562,-67.3169648373,96.76,500.0,-63.6914,2.1793e-19,1.0,0.005,0.005,,-67.3169648373,500
299.999969474,1312.19418119,1312.19418119,1.0,100,1.0,0.00333333,-64.0681,-64.8213692912,2,1.0,1.0,36.2559,-64.8213692912,94.35,500.0,-64.0681,5.43914e-20,1.0,0.00333333,0.00333333,,-64.8213692912,500
400.0,48.52734118,48.52734118,1.0,100,1.0,0.0025,-63.1373,-60.3450205296,2,1.0,1.0,31.6303,-60.3450205296,89.12,500.0,-63.1373,5.4346e-20,1.0,0.0025,0.0025,,-60.3450205296,500
500.000006643,3766.38906849,3766.38906849,1.0,100,1.0,0.002,-64.8134,-71.5175753038,1,1.0,1.0,39.4634,-71.5175753038,102.24,500.0,-64.8134,5.43187e-20,1.0,0.002,0.002,,-71.5175753038,500
100.0,66.5935148129,66.5935148129,1.0,100,1.0,0.01,-60.733,-60.7330460289,2,1.0,1.0,8.11958,-60.7330460289,89.46,500.0,-60.733,3.50449e-18,1.0,0.01,0.01,,-60.7330460289,500
200.000000102,3788.81013558,3788.81013558,1.0,100,1.0,0.005,-65.8192,-70.9053370546,2,1.0,1.0,43.9806,-70.9053370546,100.45,500.0,-65.8192,2.1793e-19,1.0,0.005,0.005,,-70.9053370546,500
299.999969474,3754.59565423,3754.59565423,1.0,100,1.0,0.00333333,-68.2745,-73.1849917957,2,1.0,1.0,50.4044,-73.1849917957,104.6,500.0,-68.2745,5.43914e-20,1.0,0.00333333,0.00333333,,-73.1849917957,500
400.0,70.5955831229,70.5955831229,1.0,100,1.0,0.0025,-66.3052,-60.3975190181,2,1.0,1.0,43.9836,-60.3975190181,89.21,500.0,-66.3052,5.4346e-20,1.0,0.0025,0.0025,,-60.3975190181,500
500.000006643,60.4218724287,60.4218724287,1.0,100,1.0,0.002,-65.4005,-61.7818159135,1,1.0,1.0,39.5333,-61.7818159135,91.34,500.0,-65.4005,5.43187e-20,1.0,0.002,0.002,,-61.7818159135,500
100.0,2544.52214498,2544.52214498,1.0,100,1.0,0.01,-68.7056,-68.705574387,2,1.0,1.0,50.1904,-68.705574387,99.2,500.0,-68.7056,3.50449e-18,1.0,0.01,0.01,,-68.705574387,500
200.000000102,1328.65020532,1328.65020532,1.0,100,1.0,0.005,-66.3398,-63.9740531856,2,1.0,1.0,43.8499,-63.9740531856,92.97,500.0,-66.3398,2.1793e-19,1.0,0.005,0.005,,-63.9740531856,500
299.999969474,2576.0658317,2576.0658317,1.0,100,1.0,0.00333333,-66.62,-67.1805147526,2,1.0,1.0,46.1751,-67.1805147526,96.36,500.0,-66.62,5.43914e-20,1.0,0.00333333,0.00333333,,-67.1805147526,500
400.0,3764.55688362,3764.55688362,1.0,100,1.0,0.0025,-68.2193,-73.016866557,2,1.0,1.0,50.3836,-73.016866557,104.86,500.0,-68.2193,5.4346e-20,1.0,0.0025,0.0025,,-73.016866557,500
500.000006643,1318.98408179,1318.98408179,1.0,100,1.0,0.002,-67.2673,-63.4596736994,1,1.0,1.0,47.9123,-63.4596736994,92.21,500.0,-67.2673,5.43187e-20,1.0,0.002,0.002,,-63.4596736994,500
100.0,2584.52830625,2584.52830625,1.0,100,1.0,0.01,-67.8896,-67.8895835836,2,1.0,1.0,50.5834,-67.8895835836,97.81,500.0,-67.8896,3.50449e-18,1.0,0.01,0.01,,-67.8895835836,500
200.000000102,6143.80643827,6143.80643827,1.0,100,1.0,0.005,-73.0803,-78.2710287096,2,1.0,1.0,65.9353,-78.2710287096,109.2,500.0,-73.0803,2.1793e-19,1.0,0.005,0.005,,-78.2710287096,500
299.999969474,9466.9868997,9466.9868997,1.0,100,1.0,0.00333333,-78.5869,-89.6002035969,2,1.0,1.0,77.994,-89.6002035969,123.03,500.0,-78.5869,5.43914e-20,1.0,0.00333333,0.00333333,,-89.6002035969,500
400.0,58.7038976007,58.7038976007,1.0,100,1.0,0.0025,-74.1594,-60.8769105372,2,1.0,1.0,68.0855,-60.8769105372,90.13,500.0,-74.1594,5.4346e-20,1.0,0.0025,0.0025,,-60.8769105372,500
500.000006643,3800.45650985,3800.45650985,1.0,100,1.0,0.002,-73.4818,-70.7714081685,1,1.0,1.0,66.8045,-70.7714081685,100.92,500.0,-73.4818,5.43187e-20,1.0,0.002,0.002,,-70.7714081685,500
100.0,6153.71549915,6153.71549915,1.0,100,1.0,0.01,-78.7361,-78.736126233,2,1.0,1.0,78.0524,-78.736126233,110.14,500.0,-78.7361,3.50449e-18,1.0,0.01,0.01,,-78.736126233,500
200.000000102,48.2658586278,48.2658586278,1.0,100,1.0,0.005,-68.8514,-58.9666951048,2,1.0,1.0,56.2822,-58.9666951048,86.55,500.0,-68.8514,2.1793e-19,1.0,0.005,0.005,,-58.9666951048,500
299.999969474,7288.14454814,7288.14454814,1.0,100,1.0,0.00333333,-73.2583,-82.0720055805,2,1.0,1.0,67.4961,-82.0720055805,114.25,500.0,-73.2583,5.43914e-20,1.0,0.00333333,0.00333333,,-82.0720055805,500
400.0,41.3079913154,41.3079913154,1.0,100,1.0,0.0025,-69.9773,-60.1345569243,2,1.0,1.0,58.8159,-60.1345569243,88.2,500.0,-69.9773,5.4346e-20,1.0,0.0025,0.0025,,-60.1345569243,500
500.000006643,2595.13488259,2595.13488259,1.0,100,1.0,0.002,-69.3559,-66.8700107291,1,1.0,1.0,57.296,-66.8700107291,95.59,500.0,-69.3559,5.43187e-20,1.0,0.002,0.002,,-66.8700107291,500
100.0,1335.70433487,1335.70433487,1.0,100,1.0,0.01,-63.6433,-63.6433031243,2,1.0,1.0,36.3641,-63.6433031243,92.29,500.0,-63.6433,3.50449e-18,1.0,0.01,0.01,,-63.6433031243,500
200.000000102,47.9930455452,47.9930455452,1.0,100,1.0,0.005,-61.5203,-59.3971957985,2,1.0,1.0,26.2571,-59.3971957985,86.96,500.0,-61.5203,2.1793e-19,1.0,0.005,0.005,,-59.3971957985,500
299.999969474,2566.04790244,2566.04790244,1.0,100,1.0,0.00333333,-63.5807,-67.7015560779,2,1.0,1.0,36.2617,-67.7015560779,97.48,500.0,-63.5807,5.43914e-20,1.0,0.00333333,0.00333333,,-67.7015560779,500
400.0,2573.00051825,2573.00051825,1.0,100,1.0,0.0025,-64.4243,-66.9552549915,2,1.0,1.0,40.313,-66.9552549915,96.41,500.0,-64.4243,5.4346e-20,1.0,0.0025,0.0025,,-66.9552549915,500
500.000006643,4960.73707917,4960.73707917,1.0,100,1.0,0.002,-66.5587,-75.0964168559,1,1.0,1.0,47.9641,-75.0964168559,106.5,500.0,-66.5587,5.43187e-20,1.0,0.002,0.002,,-75.0964168559,500
100.0,2544.86670445,2544.86670445,1.0,100,1.0,0.01,-69.1236,-69.1236369218,2,1.0,1.0,50.1938,-69.1236369218,99.86,500.0,-69.1236,3.50449e-18,1.0,0.01,0.01,,-69.1236369218,500
200.000000102,1319.73779675,1319.73779675,1.0,100,1.0,0.005,-66.507,-63.8903275296,2,1.0,1.0,43.8158,-63.8903275296,93.03,500.0,-66.507,2.1793e-19,1.0,0.005,0.005,,-63.8903275296,500
299.999969474,3771.79725258,3771.79725258,1.0,100,1.0,0.00333333,-68.5754,-72.7121307957,2,1.0,1.0,50.3302,-72.7121307957,103.64,500.0,-68.5754,5.43914e-20,1.0,0.00333333,0.00333333,,-72.7121307957,500
400.0,2564.19883944,2564.19883944,1.0,100,1.0,0.0025,-68.193,-67.0459201622,2,1.0,1.0,50.3481,-67.0459201622,96.44,500.0,-68.193,5.4346e-20,1.0,0.0025,0.0025,,-67.0459201622,500
500.000006643,3768.9942482,3768.9942482,1.0,100,1.0,0.002,-68.8387,-71.4213969754,1,1.0,1.0,52.6865,-71.4213969754,101.69,500.0,-68.8387,5.43187e-20,1.0,0.002,0.002,,-71.4213969754,500
100.0,1331.58433199,1331.58433199,1.0,100,1.0,0.01,-64.1505,-64.1504793197,2,1.0,1.0,36.308,-64.1504793197,93.7,500.0,-64.1505,3.50449e-18,1.0,0.01,0.01,,-64.1504793197,500
200.000000102,2579.45289086,2579.45289086,1.0,100,1.0,0.005,-65.4554,-66.7603737576,2,1.0,1.0,44.0189,-66.7603737576,95.7,500.0,-65.4554,2.1793e-19,1.0,0.005,0.005,,-66.7603737576,500
299.999969474,2585.2614454,2585.2614454,1.0,100,1.0,0.00333333,-65.796,-66.4769879605,2,1.0,1.0,46.3157,-66.4769879605,95.12,500.0,-65.796,5.43914e-20,1.0,0.00333333,0.00333333,,-66.4769879605,500
400.0,62.1890744288,62.1890744288,1.0,100,1.0,0.0025,-64.3596,-60.050433026,2,1.0,1.0,40.3787,-60.050433026,88.58,500.0,-64.3596,5.4346e-20,1.0,0.0025,0.0025,,-60.050433026,500
500.000006643,54.4384302967,54.4384302967,1.0,100,1.0,0.002,-63.5321,-60.2222712375,1,1.0,1.0,36.3025,-60.2222712375,88.52,500.0,-63.5321,5.43187e-20,1.0,0.002,0.002,,-60.2222712375,500
100.0,2560.99132875,2560.99132875,1.0,100,1.0,0.01,-68.2895,-68.2894563675,2,1.0,1.0,50.3526,-68.2894563675,98.61,500.0,-68.2895,3.50449e-18,1.0,0.01,0.01,,-68.2894563675,500
200.000000102,1333.78527921,1333.78527921,1.0,100,1.0,0.005,-65.8893,-63.4891337033,2,1.0,1.0,43.9736,-63.4891337033,92.36,500.0,-65.8893,2.1793e-19,1.0,0.005,0.005,,-63.4891337033,500
299.999969474,64.8330683511,64.8330683511,1.0,100,1.0,0.00333333,-63.8191,-59.6786557734,2,1.0,1.0,36.3192,-59.6786557734,87.64,500.0,-63.8191,5.43914e-20,1.0,0.00333333,0.00333333,,-59.6786557734,500
400.0,1314.41198857,1314.41198857,1.0,100,1.0,0.0025,-64.0071,-64.5711375208,2,1.0,1.0,36.2593,-64.5711375208,94.41,500.0,-64.0071,5.4346e-20,1.0,0.0025,0.0025,,-64.5711375208,500
500.000006643,51.2286933925,51.2286933925,1.0,100,1.0,0.002,-63.1897,-59.9203163025,1,1.0,1.0,32.6283,-59.9203163025,87.46,500.0,-63.1897,5.43187e-20,1.0,0.002,0.002,,-59.9203163025,500
100.0,2567.86319058,2567.86319058,1.0,100,1.0,0.01,-67.6595,-67.6594988374,2,1.0,1.0,50.4201,-67.6594988374,97.42,500.0,-67.6595,3.50449e-18,1.0,0.01,0.01,,-67.6594988374,500
200.000000102,3774.24750486,3774.24750486,1.0,100,1.0,0.005,-69.7799,-71.9002407379,2,1.0,1.0,56.07,-71.9002407379,102.69,500.0,-69.7799,2.1793e-19,1.0,0.005,0.005,,-71.9002407379,500
299.999969474,3765.85180677,3765.85180677,1.0,100,1.0,0.00333333,-70.6731,-72.4595358978,2,1.0,1.0,57.7946,-72.4595358978,103.38,500.0,-70.6731,5.43914e-20,1.0,0.00333333,0.00333333,,-72.4595358978,500
400.0,55.1460678934,55.1460678934,1.0,100,1.0,0.0025,-68.0535,-60.1947011958,2,1.0,1.0,50.3925,-60.1947011958,88.53,500.0,-68.0535,5.4346e-20,1.0,0.0025,0.0025,,-60.1947011958,500
500.000006643,46.9883430495,46.9883430495,1.0,100,1.0,0.002,-66.2645,-59.1086623785,1,1.0,1.0,45.317,-59.1086623785,86.69,500.0,-66.2645,5.43187e-20,1.0,0.002,0.002,,-59.1086623785,500
100.0,3813.84232051,3813.84232051,1.0,100,1.0,0.01,-70.1162,-70.116246309,2,1.0,1.0,61.4468,-70.116246309,99.29,500.0,-70.1162,3.50449e-18,1.0,0.01,0.01,,-70.116246309,500
200.000000102,3787.29634073,3787.29634073,1.0,100,1.0,0.005,-70.5671,-71.018014805,2,1.0,1.0,61.3414,-71.018014805,101.73,500.0,-70.5671,2.1793e-19,1.0,0.005,0.005,,-71.018014805,500
299.999969474,2541.87889455,2541.87889455,1.0,100,1.0,0.00333333,-69.9245,-68.6393490078,2,1.0,1.0,57.8633,-68.6393490078,99.12,500.0,-69.9245,5.43914e-20,1.0,0.00333333,0.00333333,,-68.6393490078,500
400.0,2592.37622528,2592.37622528,1.0,100,1.0,0.0025,-69.0229,-66.3179253983,2,1.0,1.0,56.1709,-66.3179253983,95.0,500.0,-69.0229,5.4346e-20,1.0,0.0025,0.0025,,-66.3179253983,500
500.000006643,1326.69395145,1326.69395145,1.0,100,1.0,0.002,-68.1172,-64.4942529155,1,1.0,1.0,52.8214,-64.4942529155,93.82,500.0,-68.1172,5.43187e-20,1.0,0.002,0.002,,-64.4942529155,500
100.0,4999.10305236,4999.10305236,1.0,100,1.0,0.01,-74.2299,-74.2299194954,2,1.0,1.0,70.3499,-74.2299194954,104.28,500.0,-74.2299,3.50449e-18,1.0,0.01,0.01,,-74.2299194954,500
200.000000102,47.6442648865,47.6442648865,1.0,100,1.0,0.005,-67.0102,-59.7904771549,2,1.0,1.0,50.5001,-59.7904771549,87.82,500.0,-67.0102,2.1793e-19,1.0,0.005,0.005,,-59.7904771549,500
299.999969474,1329.94373887,1329.94373887,1.0,100,1.0,0.00333333,-66.2817,-64.8247901712,2,1.0,1.0,46.2614,-64.8247901712,94.42,500.0,-66.2817,5.43914e-20,1.0,0.00333333,0.00333333,,-64.8247901712,500
400.0,4981.83351973,4981.83351973,1.0,100,1.0,0.0025,-68.4239,-74.8502894081,2,1.0,1.0,53.4028,-74.8502894081,105.55,500.0,-68.4239,5.4346e-20,1.0,0.0025,0.0025,,-74.8502894081,500
500.000006643,1332.02451612,1332.02451612,1.0,100,1.0,0.002,-67.221,-62.4092567331,1,1.0,1.0,50.5076,-62.4092567331,90.33,500.0,-67.221,5.43187e-20,1.0,0.002,0.002,,-62.4092567331,500
100.0,2580.24872445,2580.24872445,1.0,100,1.0,0.01,-67.6698,-67.6698076811,2,1.0,1.0,50.5415,-67.6698076811,97.83,500.0,-67.6698,3.50449e-18,1.0,0.01,0.01,,-67.6698076811,500
200.000000102,12552.7087449,12552.7087449,1.0,100,1.0,0.005,-84.0762,-100.482648104,2,1.0,1.0,88.0908,-100.482648104,135.83,500.0,-84.0762,2.1793e-19,1.0,0.005,0.005,,-100.482648104,500
299.999969474,3828.44903818,3828.44903818,1.0,100,1.0,0.00333333,-79.0959,-69.1352460329,2,1.0,1.0,80.5377,-69.1352460329,97.97,500.0,-79.0959,5.43914e-20,1.0,0.00333333,0.00333333,,-69.1352460329,500
400.0,3806.18106787,3806.18106787,1.0,100,1.0,0.0025,-76.8625,-70.1624918275,2,1.0,1.0,76.3003,-70.1624918275,99.72,500.0,-76.8625,5.4346e-20,1.0,0.0025,0.0025,,-70.1624918275,500
500.000006643,2571.70533726,2571.70533726,1.0,100,1.0,0.002,-74.989,-67.494655688,1,1.0,1.0,71.9766,-67.494655688,97.44,500.0,-74.989,5.43187e-20,1.0,0.002,0.002,,-67.494655688,500
100.0,1331.48462899,1331.48462899,1.0,100,1.0,0.01,-64.0691,-64.0690927137,2,1.0,1.0,36.3066,-64.0690927137,93.12,500.0,-64.0691,3.50449e-18,1.0,0.01,0.01,,-64.0690927137,500
200.000000102,1337.2534389,1337.2534389,1.0,100,1.0,0.005,-63.8234,-63.5778016742,2,1.0,1.0,36.3467,-63.5778016742,92.38,500.0,-63.8234,2.1793e-19,1.0,0.005,0.005,,-63.5778016742,500
299.999969474,2577.65820953,2577.65820953,1.0,100,1.0,0.00333333,-65.0307,-67.4451256584,2,1.0,1.0,41.6445,-67.4451256584,96.64,500.0,-65.0307,5.43914e-20,1.0,0.00333333,0.00333333,,-67.4451256584,500
400.0,1327.56222014,1327.56222014,1.0,100,1.0,0.0025,-64.828,-64.220106771,2,1.0,1.0,40.3658,-64.220106771,93.73,500.0,-64.828,5.4346e-20,1.0,0.0025,0.0025,,-64.220106771,500
500.000006643,3826.93488154,3826.93488154,1.0,100,1.0,0.002,-65.7249,-69.3123901698,1,1.0,1.0,45.4364,-69.3123901698,98.21,500.0,-65.7249,5.43187e-20,1.0,0.002,0.002,,-69.3123901698,500
100.0,1319.01847964,1319.01847964,1.0,100,1.0,0.01,-64.5635,-64.5634958762,2,1.0,1.0,36.1362,-64.5634958762,93.99,500.0,-64.5635,3.50449e-18,1.0,0.01,0.01,,-64.5634958762,500
200.000000102,1327.30492795,1327.30492795,1.0,100,1.0,0.005,-64.7405,-64.9175058325,2,1.0,1.0,36.1934,-64.9175058325,94.88,500.0,-64.7405,2.1793e-19,1.0,0.005,0.005,,-64.9175058325,500
299.999969474,1335.7088563,1335.7088563,1.0,100,1.0,0.00333333,-63.8428,-62.0472943899,2,1.0,1.0,36.2726,-62.0472943899,89.75,500.0,-63.8428,5.43914e-20,1.0,0.00333333,0.00333333,,-62.0472943899,500
400.0,2579.08374864,2579.08374864,1.0,100,1.0,0.0025,-64.6868,-67.2189157742,2,1.0,1.0,40.339,-67.2189157742,96.94,500.0,-64.6868,5.4346e-20,1.0,0.0025,0.0025,,-67.2189157742,500
500.000006643,6167.71476157,6167.71476157,1.0,100,1.0,0.002,-67.421,-78.3576931646,1,1.0,1.0,50.5262,-78.3576931646,109.66,500.0,-67.421,5.43187e-20,1.0,0.002,0.002,,-78.3576931646,500
100.0,52.4965365382,52.4965365382,1.0,100,1.0,0.01,-59.7592,-59.7592209673,2,1.0,1.0,7.20913,-59.7592209673,88.09,500.0,-59.7592,3.50449e-18,1.0,0.01,0.01,,-59.7592209673,500
200.000000102,3815.23107979,3815.23107979,1.0,100,1.0,0.005,-65.0914,-70.4235702519,2,1.0,1.0,44.079,-70.4235702519,100.47,500.0,-65.0914,2.1793e-19,1.0,0.005,0.005,,-70.4235702519,500
299.999969474,2565.29471694,2565.29471694,1.0,100,1.0,0.00333333,-66.0752,-68.0428125775,2,1.0,1.0,46.3011,-68.0428125775,98.3,500.0,-66.0752,5.43914e-20,1.0,0.00333333,0.00333333,,-68.0428125775,500
400.0,2579.67062861,2579.67062861,1.0,100,1.0,0.0025,-66.3386,-67.1289031698,2,1.0,1.0,47.3974,-67.1289031698,96.78,500.0,-66.3386,5.4346e-20,1.0,0.0025,0.0025,,-67.1289031698,500
500.000006643,1328.20850516,1328.20850516,1.0,100,1.0,0.002,-65.8172,-63.7313475977,1,1.0,1.0,45.4014,-63.7313475977,93.04,500.0,-65.8172,5.43187e-20,1.0,0.002,0.002,,-63.7313475977,500
100.0,3815.13999826,3815.13999826,1.0,100,1.0,0.01,-69.6601,-69.6600623484,2,1.0,1.0,61.4572,-69.6600623484,99.36,500.0,-69.6601,3.50449e-18,1.0,0.01,0.01,,-69.6600623484,500
200.000000102,2585.05487445,2585.05487445,1.0,100,1.0,0.005,-68.0044,-66.34872467,2,1.0,1.0,56.3102,-66.34872467,95.36,500.0,-68.0044,2.1793e-19,1.0,0.005,0.005,,-66.34872467,500
299.999969474,2571.22576776,2571.22576776,1.0,100,1.0,0.00333333,-67.7007,-67.0931836122,2,1.0,1.0,54.4296,-67.0931836122,96.9,500.0,-67.7007,5.43914e-20,1.0,0.00333333,0.00333333,,-67.0931836122,500
400.0,4997.39858501,4997.39858501,1.0,100,1.0,0.0025,-69.3301,-74.2186475323,2,1.0,1.0,58.8792,-74.2186475323,104.77,500.0,-69.3301,5.4346e-20,1.0,0.0025,0.0025,,-74.2186475323,500
500.000006643,3802.95483721,3802.95483721,1.0,100,1.0,0.002,-69.6193,-70.7760770606,1,1.0,1.0,59.3862,-70.7760770606,100.99,500.0,-69.6193,5.43187e-20,1.0,0.002,0.002,,-70.7760770606,500
100.0,1326.72499237,1326.72499237,1.0,100,1.0,0.01,-65.1542,-65.1542397019,2,1.0,1.0,36.2417,-65.1542397019,95.23,500.0,-65.1542,3.50449e-18,1.0,0.01,0.01,,-65.1542397019,500
200.000000102,1338.64329211,1338.64329211,1.0,100,1.0,0.005,-64.4017,-63.6490821035,2,1.0,1.0,36.3308,-63.6490821035,92.14,500.0,-64.4017,2.1793e-19,1.0,0.005,0.005,,-63.6490821035,500
299.999969474,2563.27508387,2563.27508387,1.0,100,1.0,0.00333333,-65.379,-67.3336301179,2,1.0,1.0,41.5661,-67.3336301179,96.33,500.0,-65.379,5.43914e-20,1.0,0.00333333,0.00333333,,-67.3336301179,500
400.0,1338.26528038,1338.26528038,1.0,100,1.0,0.0025,-64.7747,-62.9616969386,2,1.0,1.0,40.35,-62.9616969386,91.08,500.0,-64.7747,5.4346e-20,1.0,0.0025,0.0025,,-62.9616969386,500
500.000006643,4955.38324769,4955.38324769,1.0,100,1.0,0.002,-66.9208,-75.5055360267,1,1.0,1.0,47.9801,-75.5055360267,106.74,500.0,-66.9208,5.43187e-20,1.0,0.002,0.002,,-75.5055360267,500
100.0,1333.05372538,1333.05372538,1.0,100,1.0,0.01,-63.4846,-63.4846136117,2,1.0,1.0,36.328,-63.4846136117,92.4,500.0,-63.4846,3.50449e-18,1.0,0.01,0.01,,-63.4846136117,500
200.000000102,36.4830407749,36.4830407749,1.0,100,1.0,0.005,-61.4511,-59.4175614892,2,1.0,1.0,26.1162,-59.4175614892,87.55,500.0,-61.4511,2.1793e-19,1.0,0.005,0.005,,-59.4175614892,500
299.999969474,57.214187686,57.214187686,1.0,100,1.0,0.00333333,-61.0804,-60.3390474659,2,1.0,1.0,21.7683,-60.3390474659,88.94,500.0,-61.0804,5.43914e-20,1.0,0.00333333,0.00333333,,-60.3390474659,500
400.0,2560.38538975,2560.38538975,1.0,100,1.0,0.0025,-62.8171,-68.0269920923,2,1.0,1.0,31.5933,-68.0269920923,97.93,500.0,-62.8171,5.4346e-20,1.0,0.0025,0.0025,,-68.0269920923,500
500.000006643,1334.41554344,1334.41554344,1.0,100,1.0,0.002,-63.0271,-63.8674566796,1,1.0,1.0,32.6022,-63.8674566796,93.29,500.0,-63.0271,5.43187e-20,1.0,0.002,0.002,,-63.8674566796,500
100.0,1328.00922204,1328.00922204,1.0,100,1.0,0.01,-63.8315,-63.8314765862,2,1.0,1.0,36.2592,-63.8314765862,92.84,500.0,-63.8315,3.50449e-18,1.0,0.01,0.01,,-63.8314765862,500
200.000000102,59.305756413,59.305756413,1.0,100,1.0,0.005,-62.5176,-61.2037909079,2,1.0,1.0,26.2383,-61.2037909079,90.65,500.0,-62.5176,2.1793e-19,1.0,0.005,0.005,,-61.2037909079,500
299.999969474,3796.24423937,3796.24423937,1.0,100,1.0,0.00333333,-65.2646,-70.7584582545,2,1.0,1.0,41.555,-70.7584582545,100.48,500.0,-65.2646,5.43914e-20,1.0,0.00333333,0.00333333,,-70.7584582545,500
400.0,45.916837222,45.916837222,1.0,100,1.0,0.0025,-64.2272,-61.1150010654,2,1.0,1.0,36.1899,-61.1150010654,90.5,500.0,-64.2272,5.4346e-20,1.0,0.0025,0.0025,,-61.1150010654,500
500.000006643,2566.64548846,2566.64548846,1.0,100,1.0,0.002,-64.755,-66.8661400217,1,1.0,1.0,39.4598,-66.8661400217,96.14,500.0,-64.755,5.43187e-20,1.0,0.002,0.002,,-66.8661400217,500
100.0,1328.97911656,1328.97911656,1.0,100,1.0,0.01,-63.6485,-63.6485367353,2,1.0,1.0,36.2724,-63.6485367353,92.59,500.0,-63.6485,3.50449e-18,1.0,0.01,0.01,,-63.6485367353,500
