Delta,eRenyi2,J,ESSClassic,VarJ,MinVanillaIw,MaxVanillaIw,VarRet,AvgRet,AvgDiscRet,Bound,VanillaAvgRet,EpsThisIter,MaxNormIw,VarDiscRet,VarVanillaIw,BatchSize,AvgNormIw,IterType,AvgEpLen,VarNormIw,MinNormIw,ESSRenyi,AvgVanillaIw
0.9,1.0,-97.8734,200.000000102,94.9575,1.0,1.0,9039.18990496,-98.8113450852,-98.8113450852,-107.705,-98.8113450852,100,0.005,9039.18990496,,500,0.005,2,134.76,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-95.5612,299.999969474,91.3323,1.0,1.0,7029.13368135,-90.9366736315,-90.9366736315,-103.589,-90.9366736315,100,0.00333333,7029.13368135,,500,0.00333333,2,125.05,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-93.9263,400.0,87.9441,1.0,1.0,5939.18109816,-89.0215620136,-89.0215620136,-100.879,-89.0215620136,100,0.0025,5939.18109816,,500,0.0025,2,123.38,5.4346e-20,0.0025,500.0,1.0
0.9,1.30869,-89.6347,340.962117996,89.7711,0.679061,5.19132,5961.11404669,-85.6316367967,-85.6316367967,-96.7485,-85.6316367967,100,0.00851202,5961.11404669,0.695364,500,0.002,1,118.74,1.86948e-06,0.00111343,382.061047181,1.21976
0.9,1.0,-106.635,100.0,104.311,1.0,1.0,10990.7921108,-106.635418771,-106.635418771,-120.54,-106.635418771,100,0.01,10990.7921108,,500,0.01,2,143.64,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-103.133,200.000000102,99.7128,1.0,1.0,9070.57349965,-99.6301431422,-99.6301431422,-112.965,-99.6301431422,100,0.005,9070.57349965,,500,0.005,2,135.76,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-101.358,299.999969474,98.2774,1.0,1.0,9162.7624623,-97.8091791227,-97.8091791227,-109.386,-97.8091791227,100,0.00333333,9162.7624623,,500,0.00333333,2,133.51,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-98.2388,400.0,93.5724,1.0,1.0,5991.01680264,-88.8803742446,-88.8803742446,-105.191,-88.8803742446,100,0.0025,5991.01680264,,500,0.0025,2,122.82,5.4346e-20,0.0025,500.0,1.0
0.9,1.16768,-94.9565,380.382286171,101.839,0.000194589,1.48666,8193.78925053,-92.8669172339,-92.8669172339,-101.676,-92.8669172339,100,0.00283324,8193.78925053,0.34703,500,0.002,1,127.0,1.26041e-06,3.70843e-07,428.198317203,1.04944
0.9,1.0,-98.6582,100.0,94.8077,1.0,1.0,9079.28991937,-98.6582248391,-98.6582248391,-112.563,-98.6582248391,100,0.01,9079.28991937,,500,0.01,2,134.47,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-99.2792,200.000000102,94.6074,1.0,1.0,9001.87951598,-99.9001084635,-99.9001084635,-109.111,-99.9001084635,100,0.005,9001.87951598,,500,0.005,2,136.08,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-94.7089,299.999969474,87.1855,1.0,1.0,4825.73465488,-85.5684178124,-85.5684178124,-102.737,-85.5684178124,100,0.00333333,4825.73465488,,500,0.00333333,2,119.22,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-93.4827,400.0,84.6983,1.0,1.0,5932.57584862,-89.8039727886,-89.8039727886,-100.435,-89.8039727886,100,0.0025,5932.57584862,,500,0.0025,2,124.32,5.4346e-20,0.0025,500.0,1.0
0.9,1.34548,-90.9699,263.656385376,102.739,0.68187,6.41914,9093.34547868,-97.5629552944,-97.5629552944,-98.1829,-97.5629552944,100,0.00965405,9093.34547868,1.58844,500,0.002,1,132.91,3.59282e-06,0.0010255,371.613810486,1.32983
0.9,1.0,-82.3903,100.0,60.2303,1.0,1.0,3664.32688948,-82.3903341739,-82.3903341739,-96.2951,-82.3903341739,100,0.01,3664.32688948,,500,0.01,2,116.55,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-94.3457,200.000000102,86.1777,1.0,1.0,11050.13904,-106.301036648,-106.301036648,-104.178,-106.301036648,100,0.005,11050.13904,,500,0.005,2,143.58,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-97.8186,299.999969474,92.9813,1.0,1.0,11122.2310323,-104.764370917,-104.764370917,-105.846,-104.764370917,100,0.00333333,11122.2310323,,500,0.00333333,2,140.44,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-95.4622,400.0,89.2358,1.0,1.0,5907.98009448,-88.3930678166,-88.3930678166,-102.415,-88.3930678166,100,0.0025,5907.98009448,,500,0.0025,2,123.07,5.4346e-20,0.0025,500.0,1.0
0.9,1.27359,-93.8788,383.383835187,93.9448,0.348103,2.41645,10117.4555538,-102.88535813,-102.88535813,-100.896,-102.88535813,100,0.00419443,10117.4555538,0.404633,500,0.002,1,138.68,1.21914e-06,0.000604232,392.592244534,1.15222
0.9,1.0,-96.3902,100.0,89.0023,1.0,1.0,8001.42746405,-96.3901802911,-96.3901802911,-110.295,-96.3901802911,100,0.01,8001.42746405,,500,0.01,2,131.35,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-99.5456,200.000000102,94.6362,1.0,1.0,10071.396228,-102.700940269,-102.700940269,-109.378,-102.700940269,100,0.005,10071.396228,,500,0.005,2,138.68,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-96.5709,299.999969474,91.0999,1.0,1.0,7002.48306663,-90.6215769994,-90.6215769994,-104.599,-90.6215769994,100,0.00333333,7002.48306663,,500,0.00333333,2,124.4,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-96.8068,400.0,92.1119,1.0,1.0,9131.50906657,-97.514474548,-97.514474548,-103.759,-97.514474548,100,0.0025,9131.50906657,,500,0.0025,2,132.15,5.4346e-20,0.0025,500.0,1.0
0.9,1.39311,-90.4045,320.67212145,86.1609,0.00258126,6.54599,4839.73428858,-84.3851131074,-84.3851131074,-97.7441,-84.3851131074,100,0.0132791,4839.73428858,0.544669,500,0.002,1,117.72,2.24139e-06,5.23629e-06,358.910391431,0.985911
0.9,1.0,-105.667,100.0,104.677,1.0,1.0,11068.0271385,-105.666979205,-105.666979205,-119.572,-105.666979205,100,0.01,11068.0271385,,500,0.01,2,141.87,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-94.4981,200.000000102,89.5368,1.0,1.0,4875.58934417,-83.3292542304,-83.3292542304,-104.33,-83.3292542304,100,0.005,4875.58934417,,500,0.005,2,115.71,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-95.0739,299.999969474,89.4465,1.0,1.0,8046.85789746,-96.225469747,-96.225469747,-103.102,-96.225469747,100,0.00333333,8046.85789746,,500,0.00333333,2,131.25,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-97.9071,400.0,93.4692,1.0,1.0,10957.1868772,-106.406769121,-106.406769121,-104.859,-106.406769121,100,0.0025,10957.1868772,,500,0.0025,2,143.33,5.4346e-20,0.0025,500.0,1.0
0.9,1.17672,-97.8546,370.255119556,104.514,0.730479,4.71212,10089.3562192,-102.807953905,-102.807953905,-104.6,-102.807953905,100,0.00819549,10089.3562192,0.464294,500,0.002,1,139.1,1.40447e-06,0.00127048,424.908188899,1.14993
0.9,1.0,-108.67,100.0,109.359,1.0,1.0,12080.08818,-108.669808635,-108.669808635,-122.574,-108.669808635,100,0.01,12080.08818,,500,0.01,2,145.28,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-94.3203,200.000000102,89.4459,1.0,1.0,3666.6870571,-79.9707181655,-79.9707181655,-104.152,-79.9707181655,100,0.005,3666.6870571,,500,0.005,2,112.95,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-94.5766,299.999969474,89.3165,1.0,1.0,8010.87828691,-95.0891617197,-95.0891617197,-102.604,-95.0891617197,100,0.00333333,8010.87828691,,500,0.00333333,2,131.07,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-95.4924,400.0,90.7674,1.0,1.0,9103.56422663,-98.2397904032,-98.2397904032,-102.445,-98.2397904032,100,0.0025,9103.56422663,,500,0.0025,2,133.65,5.4346e-20,0.0025,500.0,1.0
0.9,3.72992,-80.7669,108.203711291,120.942,3.94022e-18,6.40726,10048.5162546,-103.572195249,-103.572195249,-92.7765,-103.572195249,100,0.010649,10048.5162546,5.25379,500,0.002,1,140.37,1.45127e-05,6.54875e-21,134.051144252,1.20335
0.9,1.0,-101.21,100.0,100.098,1.0,1.0,10120.82441,-101.210091178,-101.210091178,-115.115,-101.210091178,100,0.01,10120.82441,,500,0.01,2,137.39,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-95.0372,200.000000102,89.4212,1.0,1.0,5956.0411252,-88.8643959659,-88.8643959659,-104.869,-88.8643959659,100,0.005,5956.0411252,,500,0.005,2,122.92,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-98.2408,299.999969474,92.9728,1.0,1.0,9977.69898708,-104.64800642,-104.64800642,-106.269,-104.64800642,100,0.00333333,9977.69898708,,500,0.00333333,2,141.88,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-100.244,400.0,96.0768,1.0,1.0,11053.5697485,-106.254729666,-106.254729666,-107.197,-106.254729666,100,0.0025,11053.5697485,,500,0.0025,2,143.35,5.4346e-20,0.0025,500.0,1.0
0.9,1.22654,-95.6344,361.22863454,103.901,1.1641e-05,1.70248,7028.60212944,-91.0182394885,-91.0182394885,-102.522,-91.0182394885,100,0.00286022,7028.60212944,0.545528,500,0.002,1,125.2,1.53975e-06,1.95572e-08,407.64933424,1.19046
0.9,1.0,-114.145,100.0,112.58,1.0,1.0,12802.3173957,-114.144616563,-114.144616563,-128.049,-114.144616563,100,0.01,12802.3173957,,500,0.01,2,152.31,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-98.3421,200.000000102,91.8827,1.0,1.0,3748.61166248,-82.5396827082,-82.5396827082,-108.174,-82.5396827082,100,0.005,3748.61166248,,500,0.005,2,116.14,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-100.847,299.999969474,96.4772,1.0,1.0,11112.175876,-105.857605799,-105.857605799,-108.875,-105.857605799,100,0.00333333,11112.175876,,500,0.00333333,2,142.38,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-99.6231,400.0,94.7748,1.0,1.0,8068.15572106,-95.9504843809,-95.9504843809,-106.576,-95.9504843809,100,0.0025,8068.15572106,,500,0.0025,2,131.35,5.4346e-20,0.0025,500.0,1.0
0.9,1.87599,-82.9755,63.6293892048,58.2906,0.0277127,26.0776,3686.96580276,-82.7600850317,-82.7600850317,-91.493,-82.7600850317,100,0.0263839,3686.96580276,26.8526,500,0.002,1,116.8,2.74872e-05,2.80382e-05,266.52630886,1.97678
0.9,1.0,-91.3766,100.0,83.3196,1.0,1.0,7012.27146382,-91.3766343738,-91.3766343738,-105.281,-91.3766343738,100,0.01,7012.27146382,,500,0.01,2,126.56,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-86.8683,200.000000102,72.9595,1.0,1.0,3700.39359998,-82.3598676664,-82.3598676664,-96.7002,-82.3598676664,100,0.005,3700.39359998,,500,0.005,2,115.58,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-87.2431,299.999969474,76.7998,1.0,1.0,7118.78410414,-87.9929355541,-87.9929355541,-95.2709,-87.9929355541,100,0.00333333,7118.78410414,,500,0.00333333,2,121.6,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-84.1182,400.0,71.2886,1.0,1.0,2541.87087496,-74.743186429,-74.743186429,-91.0704,-74.743186429,100,0.0025,2541.87087496,,500,0.0025,2,106.29,5.4346e-20,0.0025,500.0,1.0
0.9,1.58769,-79.3322,246.184438232,70.0484,0.00917518,5.25862,3673.61771011,-84.3793057509,-84.3793057509,-87.1676,-84.3793057509,100,0.00708418,3673.61771011,2.27695,500,0.002,1,118.29,4.13227e-06,1.23604e-05,314.922891906,1.48461
0.9,1.0,-94.2851,100.0,89.5468,1.0,1.0,8099.62168762,-94.2851033114,-94.2851033114,-108.19,-94.2851033114,100,0.01,8099.62168762,,500,0.01,2,129.0,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-96.2479,200.000000102,92.1879,1.0,1.0,9061.50225576,-98.2107829285,-98.2107829285,-106.08,-98.2107829285,100,0.005,9061.50225576,,500,0.005,2,133.66,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-99.3071,299.999969474,94.6035,1.0,1.0,9895.0257287,-105.425552394,-105.425552394,-107.335,-105.425552394,100,0.00333333,9895.0257287,,500,0.00333333,2,143.01,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-96.9424,400.0,90.5889,1.0,1.0,5968.53920158,-89.8479308669,-89.8479308669,-103.895,-89.8479308669,100,0.0025,5968.53920158,,500,0.0025,2,124.5,5.4346e-20,0.0025,500.0,1.0
0.9,2.19883,-76.4921,6.30568696239,94.2839,0.207582,348.207,4809.06478601,-87.7796193916,-87.7796193916,-85.7131,-87.7796193916,100,0.199062,4809.06478601,960.19,500,0.002,1,122.55,0.000313802,0.00011867,227.393596835,3.49849
0.9,1.0,-94.1138,100.0,82.8537,1.0,1.0,6934.07465314,-94.1138158758,-94.1138158758,-108.019,-94.1138158758,100,0.01,6934.07465314,,500,0.01,2,129.39,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-90.7928,200.000000102,76.2752,1.0,1.0,4796.98218123,-87.4717706035,-87.4717706035,-100.625,-87.4717706035,100,0.005,4796.98218123,,500,0.005,2,121.79,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-99.3423,299.999969474,92.6482,1.0,1.0,13814.8218212,-116.441326967,-116.441326967,-107.37,-116.441326967,100,0.00333333,13814.8218212,,500,0.00333333,2,154.92,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-99.1565,400.0,93.2308,1.0,1.0,9107.50776775,-98.5990591273,-98.5990591273,-106.109,-98.5990591273,100,0.0025,9107.50776775,,500,0.0025,2,133.72,5.4346e-20,0.0025,500.0,1.0
0.9,2.09908,-86.4887,57.790936911,79.9539,4.93223e-06,28.7066,12013.627068,-108.891396835,-108.891396835,-95.498,-108.891396835,100,0.0313914,12013.627068,25.6473,500,0.002,1,145.65,3.0669e-05,5.39352e-09,238.199176642,1.82895
0.9,1.0,-93.9965,100.0,89.6423,1.0,1.0,8116.90449217,-93.9964761455,-93.9964761455,-107.901,-93.9964761455,100,0.01,8116.90449217,,500,0.01,2,128.59,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-98.2479,200.000000102,95.0281,1.0,1.0,10089.6904825,-102.499276283,-102.499276283,-108.08,-102.499276283,100,0.005,10089.6904825,,500,0.005,2,138.27,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-98.8085,299.999969474,94.87,1.0,1.0,9028.65169885,-99.9296176487,-99.9296176487,-106.836,-99.9296176487,100,0.00333333,9028.65169885,,500,0.00333333,2,135.31,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-94.6326,400.0,87.8429,1.0,1.0,3692.21836396,-82.1048925963,-82.1048925963,-101.585,-82.1048925963,100,0.0025,3692.21836396,,500,0.0025,2,115.73,5.4346e-20,0.0025,500.0,1.0
0.9,1.22064,-94.5942,305.075681234,104.377,0.74898,6.35272,11168.5234505,-103.453229011,-103.453229011,-101.464,-103.453229011,100,0.0110207,11168.5234505,0.850923,500,0.002,1,139.36,2.56088e-06,0.00129933,409.622801269,1.15287
0.9,1.0,-95.7302,100.0,89.3567,1.0,1.0,8065.2802861,-95.7301904356,-95.7301904356,-109.635,-95.7301904356,100,0.01,8065.2802861,,500,0.01,2,130.7,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-87.6476,200.000000102,76.7364,1.0,1.0,3698.65477693,-79.5649753602,-79.5649753602,-97.4797,-79.5649753602,100,0.005,3698.65477693,,500,0.005,2,111.88,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-93.8919,299.999969474,87.3672,1.0,1.0,10998.1849114,-106.38055521,-106.38055521,-101.92,-106.38055521,100,0.00333333,10998.1849114,,500,0.00333333,2,143.09,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-93.5108,400.0,86.2986,1.0,1.0,6958.51967503,-92.3675628676,-92.3675628676,-100.463,-92.3675628676,100,0.0025,6958.51967503,,500,0.0025,2,126.71,5.4346e-20,0.0025,500.0,1.0
0.9,1.13731,-90.9016,397.328541111,89.0082,0.120662,2.06316,5930.94312346,-88.6505307995,-88.6505307995,-97.5332,-88.6505307995,100,0.00371292,5930.94312346,0.319792,500,0.002,1,123.46,1.03569e-06,0.000217146,439.635520982,1.11134
0.9,1.0,-80.2761,100.0,61.0994,1.0,1.0,3770.8466553,-80.2761377592,-80.2761377592,-94.1798,-80.2761377592,100,0.01,3770.8466553,,500,0.01,2,112.75,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-88.8261,200.000000102,80.3376,1.0,1.0,9120.12183158,-97.376090429,-97.376090429,-98.6582,-97.376090429,100,0.005,9120.12183158,,500,0.005,2,132.69,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-92.035,299.999969474,85.6494,1.0,1.0,9128.69230978,-98.4526846181,-98.4526846181,-100.063,-98.4526846181,100,0.00333333,9128.69230978,,500,0.00333333,2,133.34,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-94.6174,400.0,89.5433,1.0,1.0,10085.3475983,-102.364717898,-102.364717898,-101.57,-102.364717898,100,0.0025,10085.3475983,,500,0.0025,2,138.4,5.4346e-20,0.0025,500.0,1.0
0.9,2.35492,-80.2424,53.9622972823,67.4554,1.90936e-07,32.6128,9056.10649651,-99.3334655595,-99.3334655595,-89.785,-99.3334655595,100,0.028692,9056.10649651,42.8022,500,0.002,1,135.68,3.31292e-05,1.67981e-10,212.321531731,2.2733
0.9,1.0,-98.6809,100.0,94.8244,1.0,1.0,9082.49694373,-98.6809221061,-98.6809221061,-112.586,-98.6809221061,100,0.01,9082.49694373,,500,0.01,2,134.56,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-101.005,200.000000102,97.2931,1.0,1.0,10029.7171995,-103.32880587,-103.32880587,-110.837,-103.32880587,100,0.005,10029.7171995,,500,0.005,2,140.13,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-97.6237,299.999969474,93.1627,1.0,1.0,7108.4820363,-90.8613989942,-90.8613989942,-105.652,-90.8613989942,100,0.00333333,7108.4820363,,500,0.00333333,2,124.28,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-96.2903,400.0,90.8604,1.0,1.0,7033.54294006,-92.2899866565,-92.2899866565,-103.243,-92.2899866565,100,0.0025,7033.54294006,,500,0.0025,2,126.88,5.4346e-20,0.0025,500.0,1.0
0.9,1.24661,-91.198,230.237704122,119.921,0.0290439,6.0979,8038.45371296,-95.4371976542,-95.4371976542,-98.1409,-95.4371976542,100,0.00936367,8038.45371296,1.9916,500,0.002,1,131.11,4.69607e-06,4.45986e-05,401.087505232,1.30246
0.9,1.0,-93.4097,100.0,83.315,1.0,1.0,7011.50389073,-93.4097016314,-93.4097016314,-107.314,-93.4097016314,100,0.01,7011.50389073,,500,0.01,2,128.79,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-91.0638,200.000000102,76.2353,1.0,1.0,4718.42191255,-88.7178148428,-88.7178148428,-100.896,-88.7178148428,100,0.005,4718.42191255,,500,0.005,2,124.23,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-98.7334,299.999969474,90.7032,1.0,1.0,12832.9728763,-114.072572593,-114.072572593,-106.761,-114.072572593,100,0.00333333,12832.9728763,,500,0.00333333,2,153.04,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-97.1496,400.0,90.556,1.0,1.0,8171.95938371,-92.3984866244,-92.3984866244,-104.102,-92.3984866244,100,0.0025,8171.95938371,,500,0.0025,2,126.68,5.4346e-20,0.0025,500.0,1.0
0.9,1.15797,-94.8224,321.447599502,103.548,0.799987,4.24984,6914.88592114,-93.8357508531,-93.8357508531,-101.514,-93.8357508531,100,0.0068887,6914.88592114,0.847337,500,0.002,1,128.72,2.22631e-06,0.00129673,431.79053356,1.23386
0.9,1.0,-84.8995,100.0,69.3477,1.0,1.0,4857.67980522,-84.8995085408,-84.8995085408,-98.8036,-84.8995085408,100,0.01,4857.67980522,,500,0.01,2,118.65,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-90.9862,200.000000102,80.1132,1.0,1.0,8033.38547401,-97.0729510941,-97.0729510941,-100.818,-97.0729510941,100,0.005,8033.38547401,,500,0.005,2,132.89,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-92.987,299.999969474,83.2724,1.0,1.0,8022.82316443,-96.9885542157,-96.9885542157,-101.015,-96.9885542157,100,0.00333333,8022.82316443,,500,0.00333333,2,132.88,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-96.5559,400.0,89.1016,1.0,1.0,10909.7639174,-107.262661797,-107.262661797,-103.508,-107.262661797,100,0.0025,10909.7639174,,500,0.0025,2,144.99,5.4346e-20,0.0025,500.0,1.0
0.9,1.11042,-96.2204,411.646628291,98.5674,0.0181564,1.45885,10084.7546956,-102.080726035,-102.080726035,-102.773,-102.080726035,100,0.00258593,10084.7546956,0.273786,500,0.002,1,137.68,8.60252e-07,3.21838e-05,450.280948935,1.12829
0.9,1.0,-95.8173,100.0,89.4682,1.0,1.0,8085.41585843,-95.8172734722,-95.8172734722,-109.722,-95.8172734722,100,0.01,8085.41585843,,500,0.01,2,131.05,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-96.8738,200.000000102,92.4078,1.0,1.0,9163.23248604,-97.9303094715,-97.9303094715,-106.706,-97.9303094715,100,0.005,9163.23248604,,500,0.005,2,133.9,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-90.531,299.999969474,81.4182,1.0,1.0,2592.9154302,-77.8454554604,-77.8454554604,-98.5589,-77.8454554604,100,0.00333333,2592.9154302,,500,0.00333333,2,109.56,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-87.8149,400.0,75.0133,1.0,1.0,2558.25229321,-79.666526733,-79.666526733,-94.7673,-79.666526733,100,0.0025,2558.25229321,,500,0.0025,2,113.18,5.4346e-20,0.0025,500.0,1.0
0.9,1.2602,-84.8657,282.776997213,81.8573,0.193566,4.01415,5933.61524667,-88.2602153733,-88.2602153733,-91.8464,-88.2602153733,100,0.00609321,5933.61524667,1.33624,500,0.002,1,122.09,3.07885e-06,0.00029382,396.762673941,1.31758
0.9,1.0,-107.051,100.0,104.168,1.0,1.0,10960.6323242,-107.05111216,-107.05111216,-120.956,-107.05111216,100,0.01,10960.6323242,,500,0.01,2,144.17,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-97.1857,200.000000102,92.049,1.0,1.0,5959.95718085,-87.3202785228,-87.3202785228,-107.018,-87.3202785228,100,0.005,5959.95718085,,500,0.005,2,120.73,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-104.83,299.999969474,102.987,1.0,1.0,14669.1328415,-120.118829889,-120.118829889,-112.858,-120.118829889,100,0.00333333,14669.1328415,,500,0.00333333,2,158.98,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-103.42,400.0,100.979,1.0,1.0,9034.59000595,-99.1896509966,-99.1896509966,-110.372,-99.1896509966,100,0.0025,9034.59000595,,500,0.0025,2,134.97,5.4346e-20,0.0025,500.0,1.0
0.9,1.17101,-102.017,393.179246399,111.495,0.00929502,1.55501,10985.8753503,-107.112355896,-107.112355896,-108.746,-107.112355896,100,0.00260179,10985.8753503,0.388966,500,0.002,1,144.38,1.0889e-06,1.55521e-05,426.981482115,1.19534
0.9,1.0,-111.202,100.0,113.576,1.0,1.0,13029.8081207,-111.201527245,-111.201527245,-125.106,-111.201527245,100,0.01,13029.8081207,,500,0.01,2,147.65,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-104.781,200.000000102,104.867,1.0,1.0,9103.10774242,-98.3611318633,-98.3611318633,-114.613,-98.3611318633,100,0.005,9103.10774242,,500,0.005,2,133.52,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-104.682,299.999969474,103.074,1.0,1.0,9978.35140186,-104.483650325,-104.483650325,-112.711,-104.483650325,100,0.00333333,9978.35140186,,500,0.00333333,2,140.9,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-108.449,400.0,107.906,1.0,1.0,14678.5653462,-119.749670336,-119.749670336,-115.402,-119.749670336,100,0.0025,14678.5653462,,500,0.0025,2,158.81,5.4346e-20,0.0025,500.0,1.0
0.9,1.76542,-101.44,170.483576026,147.213,1.46074e-05,9.53761,10940.7856927,-108.37137169,-108.37137169,-109.703,-108.37137169,100,0.0103366,10940.7856927,6.59555,500,0.002,1,145.87,7.74683e-06,1.5831e-08,283.21836721,1.84541
0.9,1.0,-125.007,100.0,123.47,1.0,1.0,15398.7861599,-125.006815611,-125.006815611,-138.913,-125.006815611,100,0.01,15398.7861599,,500,0.01,2,164.46,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-101.635,200.000000102,97.0429,1.0,1.0,2522.62387695,-78.2634101804,-78.2634101804,-111.468,-78.2634101804,100,0.005,2522.62387695,,500,0.005,2,110.84,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-100.315,299.999969474,96.4704,1.0,1.0,9166.1457527,-97.6752536848,-97.6752536848,-108.344,-97.6752536848,100,0.00333333,9166.1457527,,500,0.00333333,2,132.55,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-98.1582,400.0,91.9344,1.0,1.0,5891.23420736,-91.6874712695,-91.6874712695,-105.111,-91.6874712695,100,0.0025,5891.23420736,,500,0.0025,2,127.06,5.4346e-20,0.0025,500.0,1.0
0.9,1.12994,-98.9036,408.395828337,100.785,0.826025,2.07771,10932.1252334,-107.789767189,-107.789767189,-105.514,-107.789767189,100,0.00371378,10932.1252334,0.281388,500,0.002,1,145.24,8.99015e-07,0.00147647,442.502572638,1.11892
0.9,1.0,-96.6893,100.0,89.2111,1.0,1.0,8039.00119582,-96.6893564107,-96.6893564107,-110.594,-96.6893564107,100,0.01,8039.00119582,,500,0.01,2,132.02,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-105.387,200.000000102,101.954,1.0,1.0,12807.284508,-114.083727276,-114.083727276,-115.219,-114.083727276,100,0.005,12807.284508,,500,0.005,2,152.63,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-99.6596,299.999969474,94.6464,1.0,1.0,5947.41403538,-88.2056465019,-88.2056465019,-107.688,-88.2056465019,100,0.00333333,5947.41403538,,500,0.00333333,2,122.21,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-98.4276,400.0,93.4362,1.0,1.0,8110.36416588,-94.7315050331,-94.7315050331,-105.38,-94.7315050331,100,0.0025,8110.36416588,,500,0.0025,2,129.42,5.4346e-20,0.0025,500.0,1.0
0.9,1.00684,-101.719,493.829970743,99.4827,0.94644,2.16243,13939.5870857,-115.009659617,-115.009659617,-107.958,-115.009659617,100,0.00423963,13939.5870857,0.0130258,500,0.002,1,152.94,5.00699e-08,0.00185558,496.6012394,1.0201
0.9,1.0,-88.435,100.0,76.6266,1.0,1.0,5930.93816899,-88.4350263174,-88.4350263174,-102.34,-88.4350263174,100,0.01,5930.93816899,,500,0.01,2,121.91,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-88.0315,200.000000102,76.5861,1.0,1.0,5918.0970517,-87.6279045881,-87.6279045881,-97.8636,-87.6279045881,100,0.005,5918.0970517,,500,0.005,2,121.55,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-85.6272,299.999969474,71.7403,1.0,1.0,3711.56301255,-80.8185404851,-80.8185404851,-93.655,-80.8185404851,100,0.00333333,3711.56301255,,500,0.00333333,2,113.2,5.43914e-20,0.00333333,500.0,1.0
