MaxNormIw,AvgDiscRet,eRenyi2,AvgVanillaIw,BatchSize,AvgEpLen,IterType,MaxVanillaIw,VarDiscRet,Delta,VarJ,VarNormIw,MinVanillaIw,VarVanillaIw,ESSRenyi,MinNormIw,J,VanillaAvgRet,AvgNormIw,AvgRet,EpsThisIter,ESSClassic,VarRet,Bound
0.0025,89.3081207358,1.0,1.0,500,500.0,2,1.0,9.25099284451,1.0,4.64923,5.4346e-20,1.0,,500.0,0.0025,90.3945,89.3081207358,0.0025,89.3081207358,100,400.0,9.25099284451,90.3945
0.002,89.0492545715,1.0,1.0,500,500.0,1,1.0,5.41906219538,1.0,4.31912,5.43187e-20,1.0,,500.0,0.002,90.1255,89.0492545715,0.002,89.0492545715,100,500.000006643,5.41906219538,90.1255
0.01,91.2223477177,1.0,1.0,500,500.0,2,1.0,6.9734812682,1.0,2.6275,3.50449e-18,1.0,,500.0,0.01,91.2223,91.2223477177,0.01,91.2223477177,100,100.0,6.9734812682,91.2223
0.005,91.3552562359,1.0,1.0,500,500.0,2,1.0,13.8965518656,1.0,3.21482,2.1793e-19,1.0,,500.0,0.005,91.2888,91.3552562359,0.005,91.3552562359,100,200.000000102,13.8965518656,91.2888
0.00333333,92.1688018493,1.0,1.0,500,500.0,2,1.0,7.85657849405,1.0,3.10722,5.43914e-20,1.0,,500.0,0.00333333,91.5821,92.1688018493,0.00333333,92.1688018493,100,299.999969474,7.85657849405,91.5821
0.0025,92.5010215059,1.0,1.0,500,500.0,2,1.0,5.1037001743,1.0,2.94323,5.4346e-20,1.0,,500.0,0.0025,91.8118,92.5010215059,0.0025,92.5010215059,100,400.0,5.1037001743,91.8118
0.002,92.1375166174,1.0,1.0,500,500.0,1,1.0,2.83875106623,1.0,2.74028,5.43187e-20,1.0,,500.0,0.002,91.877,92.1375166174,0.002,92.1375166174,100,500.000006643,2.83875106623,91.877
0.01,90.4507707472,1.0,1.0,500,500.0,2,1.0,9.49157402083,1.0,3.0654,3.50449e-18,1.0,,500.0,0.01,90.4508,90.4507707472,0.01,90.4507707472,100,100.0,9.49157402083,90.4508
0.005,90.850202882,1.0,1.0,500,500.0,2,1.0,11.0168943101,1.0,3.19242,2.1793e-19,1.0,,500.0,0.005,90.6505,90.850202882,0.005,90.850202882,100,200.000000102,11.0168943101,90.6505
0.00333333,92.4981953574,1.0,1.0,500,500.0,2,1.0,6.59690497931,1.0,3.1193,5.43914e-20,1.0,,500.0,0.00333333,91.2664,92.4981953574,0.00333333,92.4981953574,100,299.999969474,6.59690497931,91.2664
0.0025,92.6298587757,1.0,1.0,500,500.0,2,1.0,5.13238041313,1.0,2.98603,5.4346e-20,1.0,,500.0,0.0025,91.6073,92.6298587757,0.0025,92.6298587757,100,400.0,5.13238041313,91.6073
0.002,90.998835418,1.0,1.0,500,500.0,1,1.0,9.18615503019,1.0,3.00186,5.43187e-20,1.0,,500.0,0.002,91.4856,90.998835418,0.002,90.998835418,100,500.000006643,9.18615503019,91.4856
0.01,92.3453458832,1.0,1.0,500,500.0,2,1.0,9.42029572527,1.0,3.05386,3.50449e-18,1.0,,500.0,0.01,92.3453,92.3453458832,0.01,92.3453458832,100,100.0,9.42029572527,92.3453
0.005,90.1002779983,1.0,1.0,500,500.0,2,1.0,5.73949754413,1.0,2.96044,2.1793e-19,1.0,,500.0,0.005,91.2228,90.1002779983,0.005,90.1002779983,100,200.000000102,5.73949754413,91.2228
0.00333333,89.3384733418,1.0,1.0,500,500.0,2,1.0,44.1107545183,1.0,4.60309,5.43914e-20,1.0,,500.0,0.00333333,90.5947,89.3384733418,0.00333333,89.3384733418,100,299.999969474,44.1107545183,90.5947
0.0025,91.9445512732,1.0,1.0,500,500.0,2,1.0,4.76619507163,1.0,4.17284,5.4346e-20,1.0,,500.0,0.0025,90.9321,91.9445512732,0.0025,91.9445512732,100,400.0,4.76619507163,90.9321
0.002,93.1490699027,1.0,1.0,500,500.0,1,1.0,13.9364523072,1.0,4.18041,5.43187e-20,1.0,,500.0,0.002,91.3756,93.1490699027,0.002,93.1490699027,100,500.000006643,13.9364523072,91.3756
0.01,92.5905205446,1.0,1.0,500,500.0,2,1.0,7.56020423684,1.0,2.7358,3.50449e-18,1.0,,500.0,0.01,92.5905,92.5905205446,0.01,92.5905205446,100,100.0,7.56020423684,92.5905
0.005,91.0985518458,1.0,1.0,500,500.0,2,1.0,3.14343106773,1.0,2.41967,2.1793e-19,1.0,,500.0,0.005,91.8445,91.0985518458,0.005,91.0985518458,100,200.000000102,3.14343106773,91.8445
0.00333333,90.9378521915,1.0,1.0,500,500.0,2,1.0,9.9012070905,1.0,2.71169,5.43914e-20,1.0,,500.0,0.00333333,91.5423,90.9378521915,0.00333333,90.9378521915,100,299.999969474,9.9012070905,91.5423
0.0025,89.8423605135,1.0,1.0,500,500.0,2,1.0,15.2557454878,1.0,3.1357,5.4346e-20,1.0,,500.0,0.0025,91.1173,89.8423605135,0.0025,89.8423605135,100,400.0,15.2557454878,91.1173
0.002,90.1738930435,1.0,1.0,500,500.0,1,1.0,23.6120135576,1.0,3.56141,5.43187e-20,1.0,,500.0,0.002,90.9286,90.1738930435,0.002,90.1738930435,100,500.000006643,23.6120135576,90.9286
0.01,91.2825841387,1.0,1.0,500,500.0,2,1.0,13.8398955155,1.0,3.70155,3.50449e-18,1.0,,500.0,0.01,91.2826,91.2825841387,0.01,91.2825841387,100,100.0,13.8398955155,91.2826
0.005,90.2404945448,1.0,1.0,500,500.0,2,1.0,41.1298639986,1.0,5.24228,2.1793e-19,1.0,,500.0,0.005,90.7615,90.2404945448,0.005,90.2404945448,100,200.000000102,41.1298639986,90.7615
0.00333333,89.0837859652,1.0,1.0,500,500.0,2,1.0,47.0830958565,1.0,5.8723,5.43914e-20,1.0,,500.0,0.00333333,90.2023,89.0837859652,0.00333333,89.0837859652,100,299.999969474,47.0830958565,90.2023
0.0025,91.8436831293,1.0,1.0,500,500.0,2,1.0,10.0393370348,1.0,5.37149,5.4346e-20,1.0,,500.0,0.0025,90.6126,91.8436831293,0.0025,91.8436831293,100,400.0,10.0393370348,90.6126
0.002,90.6335214806,1.0,1.0,500,500.0,1,1.0,10.9338289947,1.0,5.02466,5.43187e-20,1.0,,500.0,0.002,90.6168,90.6335214806,0.002,90.6335214806,100,500.000006643,10.9338289947,90.6168
0.01,90.7566423717,1.0,1.0,500,500.0,2,1.0,15.84444031,1.0,3.96056,3.50449e-18,1.0,,500.0,0.01,90.7566,90.7566423717,0.01,90.7566423717,100,100.0,15.84444031,90.7566
0.005,91.8077999456,1.0,1.0,500,500.0,2,1.0,7.4912909094,1.0,3.4391,2.1793e-19,1.0,,500.0,0.005,91.2822,91.8077999456,0.005,91.8077999456,100,200.000000102,7.4912909094,91.2822
0.00333333,90.2872385637,1.0,1.0,500,500.0,2,1.0,12.0029002973,1.0,3.4736,5.43914e-20,1.0,,500.0,0.00333333,90.9505,90.2872385637,0.00333333,90.2872385637,100,299.999969474,12.0029002973,90.9505
0.0025,90.9707292084,1.0,1.0,500,500.0,2,1.0,8.310619856,1.0,3.33262,5.4346e-20,1.0,,500.0,0.0025,90.9556,90.9707292084,0.0025,90.9707292084,100,400.0,8.310619856,90.9556
0.002,90.7416888582,1.0,1.0,500,500.0,1,1.0,33.8608812713,1.0,3.94929,5.43187e-20,1.0,,500.0,0.002,90.9128,90.7416888582,0.002,90.7416888582,100,500.000006643,33.8608812713,90.9128
0.01,91.5859281471,1.0,1.0,500,500.0,2,1.0,5.87849173788,1.0,2.41241,3.50449e-18,1.0,,500.0,0.01,91.5859,91.5859281471,0.01,91.5859281471,100,100.0,5.87849173788,91.5859
0.005,91.4881426114,1.0,1.0,500,500.0,2,1.0,7.34362651006,1.0,2.55878,2.1793e-19,1.0,,500.0,0.005,91.537,91.4881426114,0.005,91.4881426114,100,200.000000102,7.34362651006,91.537
0.00333333,89.4132931842,1.0,1.0,500,500.0,2,1.0,43.3280431035,1.0,4.43457,5.43914e-20,1.0,,500.0,0.00333333,90.8291,89.4132931842,0.00333333,89.4132931842,100,299.999969474,43.3280431035,90.8291
0.0025,94.1193272586,1.0,1.0,500,500.0,2,1.0,6.81142126541,1.0,4.29705,5.4346e-20,1.0,,500.0,0.0025,91.6517,94.1193272586,0.0025,94.1193272586,100,400.0,6.81142126541,91.6517
0.002,89.9888552706,1.0,1.0,500,500.0,1,1.0,28.1703097844,1.0,4.55981,5.43187e-20,1.0,,500.0,0.002,91.3191,89.9888552706,0.002,89.9888552706,100,500.000006643,28.1703097844,91.3191
0.01,90.8014865644,1.0,1.0,500,500.0,2,1.0,18.7275225489,1.0,4.30584,3.50449e-18,1.0,,500.0,0.01,90.8015,90.8014865644,0.01,90.8014865644,100,100.0,18.7275225489,90.8015
0.005,87.417511888,1.0,1.0,500,500.0,2,1.0,32.486234074,1.0,5.31165,2.1793e-19,1.0,,500.0,0.005,89.1095,87.417511888,0.005,87.417511888,100,200.000000102,32.486234074,89.1095
0.00333333,91.1930745687,1.0,1.0,500,500.0,2,1.0,21.0334889023,1.0,5.16864,5.43914e-20,1.0,,500.0,0.00333333,89.804,91.1930745687,0.00333333,91.1930745687,100,299.999969474,21.0334889023,89.804
0.0025,92.7272914395,1.0,1.0,500,500.0,2,1.0,3.49207638112,1.0,4.7437,5.4346e-20,1.0,,500.0,0.0025,90.5348,92.7272914395,0.0025,92.7272914395,100,400.0,3.49207638112,90.5348
0.002,92.0875494746,1.0,1.0,500,500.0,1,1.0,10.2624701953,1.0,4.51884,5.43187e-20,1.0,,500.0,0.002,90.8454,92.0875494746,0.002,92.0875494746,100,500.000006643,10.2624701953,90.8454
0.01,91.2892076428,1.0,1.0,500,500.0,2,1.0,5.31661193296,1.0,2.29422,3.50449e-18,1.0,,500.0,0.01,91.2892,91.2892076428,0.01,91.2892076428,100,100.0,5.31661193296,91.2892
0.005,90.3235216218,1.0,1.0,500,500.0,2,1.0,15.5584238556,1.0,3.25058,2.1793e-19,1.0,,500.0,0.005,90.8064,90.3235216218,0.005,90.3235216218,100,200.000000102,15.5584238556,90.8064
0.00333333,91.8290412659,1.0,1.0,500,500.0,2,1.0,7.1229330463,1.0,3.10277,5.43914e-20,1.0,,500.0,0.00333333,91.1473,91.8290412659,0.00333333,91.8290412659,100,299.999969474,7.1229330463,91.1473
0.0025,90.8907795089,1.0,1.0,500,500.0,2,1.0,7.00005018496,1.0,2.9942,5.4346e-20,1.0,,500.0,0.0025,91.0832,90.8907795089,0.0025,90.8907795089,100,400.0,7.00005018496,91.0832
0.002,90.9427572704,1.0,1.0,500,500.0,1,1.0,7.36966395332,1.0,2.93846,5.43187e-20,1.0,,500.0,0.002,91.055,90.9427572704,0.002,90.9427572704,100,500.000006643,7.36966395332,91.055
0.01,90.989818287,1.0,1.0,500,500.0,2,1.0,10.0876156729,1.0,3.16018,3.50449e-18,1.0,,500.0,0.01,90.9898,90.989818287,0.01,90.989818287,100,100.0,10.0876156729,90.9898
0.005,91.657522828,1.0,1.0,500,500.0,2,1.0,7.68706689829,1.0,2.98495,2.1793e-19,1.0,,500.0,0.005,91.3237,91.657522828,0.005,91.657522828,100,200.000000102,7.68706689829,91.3237
0.00333333,88.2228258361,1.0,1.0,500,500.0,2,1.0,31.4538934357,1.0,4.2961,5.43914e-20,1.0,,500.0,0.00333333,90.2901,88.2228258361,0.00333333,88.2228258361,100,299.999969474,31.4538934357,90.2901
0.0025,91.1800533732,1.0,1.0,500,500.0,2,1.0,15.7420483203,1.0,4.2293,5.4346e-20,1.0,,500.0,0.0025,90.5125,91.1800533732,0.0025,91.1800533732,100,400.0,15.7420483203,90.5125
0.002,91.3748375835,1.0,1.0,500,500.0,1,1.0,10.9227046065,1.0,4.07324,5.43187e-20,1.0,,500.0,0.002,90.685,91.3748375835,0.002,91.3748375835,100,500.000006643,10.9227046065,90.685
0.01,90.5445525069,1.0,1.0,500,500.0,2,1.0,17.203302068,1.0,4.1269,3.50449e-18,1.0,,500.0,0.01,90.5445,90.5445525069,0.01,90.5445525069,100,100.0,17.203302068,90.5445
0.005,91.8156478017,1.0,1.0,500,500.0,2,1.0,8.95777851921,1.0,3.65427,2.1793e-19,1.0,,500.0,0.005,91.1801,91.8156478017,0.005,91.8156478017,100,200.000000102,8.95777851921,91.1801
0.00333333,89.7223407065,1.0,1.0,500,500.0,2,1.0,18.5440344295,1.0,3.93627,5.43914e-20,1.0,,500.0,0.00333333,90.6942,89.7223407065,0.00333333,89.7223407065,100,299.999969474,18.5440344295,90.6942
0.0025,90.6755725306,1.0,1.0,500,500.0,2,1.0,7.49624566114,1.0,3.67097,5.4346e-20,1.0,,500.0,0.0025,90.6895,90.6755725306,0.0025,90.6755725306,100,400.0,7.49624566114,90.6895
0.002,91.5132171812,1.0,1.0,500,500.0,1,1.0,5.9230625391,1.0,3.47306,5.43187e-20,1.0,,500.0,0.002,90.8543,91.5132171812,0.002,91.5132171812,100,500.000006643,5.9230625391,90.8543
0.01,92.9523714594,1.0,1.0,500,500.0,2,1.0,8.86955053154,1.0,2.96325,3.50449e-18,1.0,,500.0,0.01,92.9524,92.9523714594,0.01,92.9523714594,100,100.0,8.86955053154,92.9524
0.005,91.1926181426,1.0,1.0,500,500.0,2,1.0,6.30791103052,1.0,2.87872,2.1793e-19,1.0,,500.0,0.005,92.0725,91.1926181426,0.005,91.1926181426,100,200.000000102,6.30791103052,92.0725
0.00333333,92.3053956719,1.0,1.0,500,500.0,2,1.0,5.0074853495,1.0,2.68127,5.43914e-20,1.0,,500.0,0.00333333,92.1501,92.3053956719,0.00333333,92.3053956719,100,299.999969474,5.0074853495,92.1501
0.0025,91.3837871836,1.0,1.0,500,500.0,2,1.0,9.40415748023,1.0,2.79813,5.4346e-20,1.0,,500.0,0.0025,91.9585,91.3837871836,0.0025,91.3837871836,100,400.0,9.40415748023,91.9585
0.002,92.3355813342,1.0,1.0,500,500.0,1,1.0,3.91623517782,1.0,2.6574,5.43187e-20,1.0,,500.0,0.002,92.034,92.3355813342,0.002,92.3355813342,100,500.000006643,3.91623517782,92.034
0.01,90.063927057,1.0,1.0,500,500.0,2,1.0,45.3130634089,1.0,6.69776,3.50449e-18,1.0,,500.0,0.01,90.0639,90.063927057,0.01,90.063927057,100,100.0,45.3130634089,90.0639
0.005,90.1733475709,1.0,1.0,500,500.0,2,1.0,8.11295913027,1.0,5.14285,2.1793e-19,1.0,,500.0,0.005,90.1186,90.1733475709,0.005,90.1733475709,100,200.000000102,8.11295913027,90.1186
0.00333333,90.1268491081,1.0,1.0,500,500.0,2,1.0,5.88578085525,1.0,4.42435,5.43914e-20,1.0,,500.0,0.00333333,90.1214,90.1268491081,0.00333333,90.1268491081,100,299.999969474,5.88578085525,90.1214
0.0025,91.8342224096,1.0,1.0,500,500.0,2,1.0,8.9501479552,1.0,4.17689,5.4346e-20,1.0,,500.0,0.0025,90.5496,91.8342224096,0.0025,91.8342224096,100,400.0,8.9501479552,90.5496
0.002,91.0814639987,1.0,1.0,500,500.0,1,1.0,9.70981572395,1.0,3.99061,5.43187e-20,1.0,,500.0,0.002,90.656,91.0814639987,0.002,91.0814639987,100,500.000006643,9.70981572395,90.656
0.01,88.7647225993,1.0,1.0,500,500.0,2,1.0,19.8508888418,1.0,4.4331,3.50449e-18,1.0,,500.0,0.01,88.7647,88.7647225993,0.01,88.7647225993,100,100.0,19.8508888418,88.7647
0.005,91.6541688142,1.0,1.0,500,500.0,2,1.0,6.03079477482,1.0,3.85988,2.1793e-19,1.0,,500.0,0.005,90.2094,91.6541688142,0.005,91.6541688142,100,200.000000102,6.03079477482,90.2094
0.00333333,89.0770676319,1.0,1.0,500,500.0,2,1.0,10.3730584784,1.0,3.69331,5.43914e-20,1.0,,500.0,0.00333333,89.832,89.0770676319,0.00333333,89.0770676319,100,299.999969474,10.3730584784,89.832
0.0025,90.0228742134,1.0,1.0,500,500.0,2,1.0,9.19777433308,1.0,3.53747,5.4346e-20,1.0,,500.0,0.0025,89.8797,90.0228742134,0.0025,90.0228742134,100,400.0,9.19777433308,89.8797
0.002,90.632754722,1.0,1.0,500,500.0,1,1.0,15.7607216224,1.0,3.63625,5.65567e-19,0.999999,1.36598e-13,500.0,0.002,90.0303,90.632754722,0.002,90.632754722,100,500.000067678,15.7607216224,90.0303
0.01,90.7387585066,1.0,1.0,500,500.0,2,1.0,18.0311049507,1.0,4.22502,3.50449e-18,1.0,,500.0,0.01,90.7388,90.7387585066,0.01,90.7387585066,100,100.0,18.0311049507,90.7388
0.005,91.1038307406,1.0,1.0,500,500.0,2,1.0,6.07554144227,1.0,3.45921,2.1793e-19,1.0,,500.0,0.005,90.9213,91.1038307406,0.005,91.1038307406,100,200.000000102,6.07554144227,90.9213
0.00333333,91.9612293442,1.0,1.0,500,500.0,2,1.0,10.9131853844,1.0,3.43789,5.43914e-20,1.0,,500.0,0.00333333,91.268,91.9612293442,0.00333333,91.9612293442,100,299.999969474,10.9131853844,91.268
0.0025,91.1065826012,1.0,1.0,500,500.0,2,1.0,8.56602859764,1.0,3.31501,5.4346e-20,1.0,,500.0,0.0025,91.2276,91.1065826012,0.0025,91.1065826012,100,400.0,8.56602859764,91.2276
0.002,87.9311199374,1.0,1.0,500,500.0,1,1.0,36.4903862842,1.0,4.21369,5.43187e-20,1.0,,500.0,0.002,90.5683,87.9311199374,0.002,87.9311199374,100,500.000006643,36.4903862842,90.5683
0.01,90.0219335796,1.0,1.0,500,500.0,2,1.0,4.00336274774,1.0,1.99081,3.50449e-18,1.0,,500.0,0.01,90.0219,90.0219335796,0.01,90.0219335796,100,100.0,4.00336274774,90.0219
0.005,90.7223393287,1.0,1.0,500,500.0,2,1.0,6.18052069863,1.0,2.27237,2.1793e-19,1.0,,500.0,0.005,90.3721,90.7223393287,0.005,90.7223393287,100,200.000000102,6.18052069863,90.3721
0.00333333,93.231292766,1.0,1.0,500,500.0,2,1.0,9.41403879048,1.0,2.89235,5.43914e-20,1.0,,500.0,0.00333333,91.3252,93.231292766,0.00333333,93.231292766,100,299.999969474,9.41403879048,91.3252
0.0025,89.3040960357,1.0,1.0,500,500.0,2,1.0,32.144643666,1.0,3.87246,5.4346e-20,1.0,,500.0,0.0025,90.8199,89.3040960357,0.0025,89.3040960357,100,400.0,32.144643666,90.8199
0.002,90.3608329637,1.0,1.0,500,500.0,1,1.0,4.95837015762,1.0,3.60725,5.43187e-20,1.0,,500.0,0.002,90.7281,90.3608329637,0.002,90.3608329637,100,500.000006643,4.95837015762,90.7281
0.01,90.088058104,1.0,1.0,500,500.0,2,1.0,10.406049159,1.0,3.20967,3.50449e-18,1.0,,500.0,0.01,90.0881,90.088058104,0.01,90.088058104,100,100.0,10.406049159,90.0881
0.005,91.4389567355,1.0,1.0,500,500.0,2,1.0,5.66106791598,1.0,2.89991,2.1793e-19,1.0,,500.0,0.005,90.7635,91.4389567355,0.005,91.4389567355,100,200.000000102,5.66106791598,90.7635
0.00333333,91.7831485733,1.0,1.0,500,500.0,2,1.0,5.06990672976,1.0,2.74051,5.43914e-20,1.0,,500.0,0.00333333,91.1034,91.7831485733,0.00333333,91.7831485733,100,299.999969474,5.06990672976,91.1034
0.0025,90.7488510853,1.0,1.0,500,500.0,2,1.0,8.18361532677,1.0,2.77161,5.4346e-20,1.0,,500.0,0.0025,91.0147,90.7488510853,0.0025,90.7488510853,100,400.0,8.18361532677,91.0147
0.002,92.9766095182,1.0,1.0,500,500.0,1,1.0,17.8874367946,1.0,3.20983,5.43187e-20,1.0,,500.0,0.002,91.4071,92.9766095182,0.002,92.9766095182,100,500.000006643,17.8874367946,91.4071
0.01,93.0255466043,1.0,1.0,500,500.0,2,1.0,8.05167253525,1.0,2.82332,3.50449e-18,1.0,,500.0,0.01,93.0255,93.0255466043,0.01,93.0255466043,100,100.0,8.05167253525,93.0255
0.005,91.6804330636,1.0,1.0,500,500.0,2,1.0,2.38699369418,1.0,2.37054,2.1793e-19,1.0,,500.0,0.005,92.353,91.6804330636,0.005,91.6804330636,100,200.000000102,2.38699369418,92.353
0.00333333,91.1754183915,1.0,1.0,500,500.0,2,1.0,14.5988986685,1.0,2.97861,5.43914e-20,1.0,,500.0,0.00333333,91.9605,91.1754183915,0.00333333,91.1754183915,100,299.999969474,14.5988986685,91.9605
0.0025,92.6049810767,1.0,1.0,500,500.0,2,1.0,9.37778622841,1.0,3.00881,5.4346e-20,1.0,,500.0,0.0025,92.1216,92.6049810767,0.0025,92.6049810767,100,400.0,9.37778622841,92.1216
0.002,91.618245865,1.0,1.0,500,500.0,1,1.0,4.68959271535,1.0,2.86556,5.43187e-20,1.0,,500.0,0.002,92.0209,91.618245865,0.002,91.618245865,100,500.000006643,4.68959271535,92.0209
0.01,90.8165707413,1.0,1.0,500,500.0,2,1.0,8.81651734942,1.0,2.95438,3.50449e-18,1.0,,500.0,0.01,90.8166,90.8165707413,0.01,90.8165707413,100,100.0,8.81651734942,90.8166
0.005,89.7890569141,1.0,1.0,500,500.0,2,1.0,23.9119278986,1.0,4.05765,2.1793e-19,1.0,,500.0,0.005,90.3028,89.7890569141,0.005,89.7890569141,100,200.000000102,23.9119278986,90.3028
0.00333333,89.9080349728,1.0,1.0,500,500.0,2,1.0,11.6565033897,1.0,3.85456,5.43914e-20,1.0,,500.0,0.00333333,90.1712,89.9080349728,0.00333333,89.9080349728,100,299.999969474,11.6565033897,90.1712
0.0025,91.3339419217,1.0,1.0,500,500.0,2,1.0,10.3342940564,1.0,3.73556,5.4346e-20,1.0,,500.0,0.0025,90.4619,91.3339419217,0.0025,91.3339419217,100,400.0,10.3342940564,90.4619
0.002,91.6433701345,1.0,1.0,500,500.0,1,1.0,5.33948244911,1.0,3.52762,5.43187e-20,1.0,,500.0,0.002,90.6982,91.6433701345,0.002,91.6433701345,100,500.000006643,5.33948244911,90.6982
0.01,92.2242039238,1.0,1.0,500,500.0,2,1.0,14.7629766236,1.0,3.823,3.50449e-18,1.0,,500.0,0.01,92.2242,92.2242039238,0.01,92.2242039238,100,100.0,14.7629766236,92.2242
0.005,92.6569972387,1.0,1.0,500,500.0,2,1.0,12.4557600581,1.0,3.67697,2.1793e-19,1.0,,500.0,0.005,92.4406,92.6569972387,0.005,92.6569972387,100,200.000000102,12.4557600581,92.4406
0.00333333,89.787409345,1.0,1.0,500,500.0,2,1.0,9.59989182704,1.0,3.70752,5.43914e-20,1.0,,500.0,0.00333333,91.5562,89.787409345,0.00333333,89.787409345,100,299.999969474,9.59989182704,91.5562
0.0025,92.9428463148,1.0,1.0,500,500.0,2,1.0,5.24730117483,1.0,3.45955,5.4346e-20,1.0,,500.0,0.0025,91.9029,92.9428463148,0.0025,92.9428463148,100,400.0,5.24730117483,91.9029
0.002,88.0929355447,1.0,1.0,500,500.0,1,1.0,33.2752883549,1.0,4.29951,5.43187e-20,1.0,,500.0,0.002,91.1409,88.0929355447,0.002,88.0929355447,100,500.000006643,33.2752883549,91.1409
0.01,90.8231811593,1.0,1.0,500,500.0,2,1.0,11.4543259616,1.0,3.36746,3.50449e-18,1.0,,500.0,0.01,90.8232,90.8231811593,0.01,90.8231811593,100,100.0,11.4543259616,90.8232
0.005,89.8145260733,1.0,1.0,500,500.0,2,1.0,12.1187489228,1.0,3.45297,2.1793e-19,1.0,,500.0,0.005,90.3189,89.8145260733,0.005,89.8145260733,100,200.000000102,12.1187489228,90.3189
0.00333333,89.3290325698,1.0,1.0,500,500.0,2,1.0,11.2849976198,1.0,3.44825,5.43914e-20,1.0,,500.0,0.00333333,89.9889,89.3290325698,0.00333333,89.3290325698,100,299.999969474,11.2849976198,89.9889
0.0025,91.1794877507,1.0,1.0,500,500.0,2,1.0,11.9508618052,1.0,3.48446,5.4346e-20,1.0,,500.0,0.0025,90.2866,91.1794877507,0.0025,91.1794877507,100,400.0,11.9508618052,90.2866
0.002,90.7072796538,1.0,1.0,500,500.0,1,1.0,5.02661828523,1.0,3.2767,5.43187e-20,1.0,,500.0,0.002,90.3707,90.7072796538,0.002,90.7072796538,100,500.000006643,5.02661828523,90.3707
0.01,93.1512506011,1.0,1.0,500,500.0,2,1.0,6.15080315549,1.0,2.46765,3.50449e-18,1.0,,500.0,0.01,93.1513,93.1512506011,0.01,93.1512506011,100,100.0,6.15080315549,93.1513
0.005,91.175047579,1.0,1.0,500,500.0,2,1.0,18.4538330977,1.0,3.62707,2.1793e-19,1.0,,500.0,0.005,92.1631,91.175047579,0.005,91.175047579,100,200.000000102,18.4538330977,92.1631
0.00333333,92.2455423905,1.0,1.0,500,500.0,2,1.0,6.03640484536,1.0,3.28085,5.43914e-20,1.0,,500.0,0.00333333,92.1906,92.2455423905,0.00333333,92.2455423905,100,299.999969474,6.03640484536,92.1906
0.0025,89.9210612439,1.0,1.0,500,500.0,2,1.0,7.7952850177,1.0,3.31181,5.4346e-20,1.0,,500.0,0.0025,91.6232,89.9210612439,0.0025,89.9210612439,100,400.0,7.7952850177,91.6232
0.002,90.2594953735,1.0,1.0,500,500.0,1,1.0,24.2367529342,1.0,3.72437,5.43187e-20,1.0,,500.0,0.002,91.3505,90.2594953735,0.002,90.2594953735,100,500.000006643,24.2367529342,91.3505
0.01,92.0810754279,1.0,1.0,500,500.0,2,1.0,5.59926303027,1.0,2.35441,3.50449e-18,1.0,,500.0,0.01,92.0811,92.0810754279,0.01,92.0810754279,100,100.0,5.59926303027,92.0811
0.005,91.2055589491,1.0,1.0,500,500.0,2,1.0,9.6878589102,1.0,2.78545,2.1793e-19,1.0,,500.0,0.005,91.6433,91.2055589491,0.005,91.2055589491,100,200.000000102,9.6878589102,91.6433
0.00333333,91.3429850384,1.0,1.0,500,500.0,2,1.0,29.2779792015,1.0,3.85413,5.43914e-20,1.0,,500.0,0.00333333,91.5432,91.3429850384,0.00333333,91.3429850384,100,299.999969474,29.2779792015,91.5432
0.0025,91.9786262639,1.0,1.0,500,500.0,2,1.0,3.94740939216,1.0,3.48615,5.4346e-20,1.0,,500.0,0.0025,91.6521,91.9786262639,0.0025,91.9786262639,100,400.0,3.94740939216,91.6521
0.002,90.8050642165,1.0,1.0,500,500.0,1,1.0,12.4873236098,1.0,3.50854,5.43187e-20,1.0,,500.0,0.002,91.4826,90.8050642165,0.002,90.8050642165,100,500.000006643,12.4873236098,91.4826
0.01,93.4658520308,1.0,1.0,500,500.0,2,1.0,9.68444709769,1.0,3.09639,3.50449e-18,1.0,,500.0,0.01,93.4658,93.4658520308,0.01,93.4658520308,100,100.0,9.68444709769,93.4658
0.005,91.8455461841,1.0,1.0,500,500.0,2,1.0,4.54033597354,1.0,2.77446,2.1793e-19,1.0,,500.0,0.005,92.6557,91.8455461841,0.005,91.8455461841,100,200.000000102,4.54033597354,92.6557
0.00333333,91.6517069575,1.0,1.0,500,500.0,2,1.0,10.4164389288,1.0,2.96533,5.43914e-20,1.0,,500.0,0.00333333,92.321,91.6517069575,0.00333333,91.6517069575,100,299.999969474,10.4164389288,92.321
0.0025,88.6653382461,1.0,1.0,500,500.0,2,1.0,6.82498573348,1.0,3.28479,5.4346e-20,1.0,,500.0,0.0025,91.4071,88.6653382461,0.0025,88.6653382461,100,400.0,6.82498573348,91.4071
0.002,92.9700211065,1.0,1.0,500,500.0,1,1.0,2.0359291343,1.0,3.07015,5.43187e-20,1.0,,500.0,0.002,91.7197,92.9700211065,0.002,92.9700211065,100,500.000006643,2.0359291343,91.7197
0.01,88.7716610483,1.0,1.0,500,500.0,2,1.0,25.4616321234,1.0,5.02066,3.50449e-18,1.0,,500.0,0.01,88.7717,88.7716610483,0.01,88.7716610483,100,100.0,25.4616321234,88.7717
0.005,90.8724603417,1.0,1.0,500,500.0,2,1.0,8.49474992759,1.0,4.23223,2.1793e-19,1.0,,500.0,0.005,89.8221,90.8724603417,0.005,90.8724603417,100,200.000000102,8.49474992759,89.8221
