Bound,VarVanillaIw,Delta,MinVanillaIw,J,AvgRet,MinNormIw,VarDiscRet,AvgVanillaIw,IterType,MaxNormIw,VanillaAvgRet,AvgNormIw,ESSRenyi,VarJ,BatchSize,ESSClassic,AvgEpLen,AvgDiscRet,MaxVanillaIw,EpsThisIter,VarNormIw,eRenyi2,VarRet
-91.2426,,0.9,1.0,-83.2147,-83.3583581389,0.00333333,6097.82445102,1.0,2,0.00333333,-83.3583581389,0.00333333,500.0,77.4467,500,299.999969474,115.66,-83.3583581389,1.0,100,5.43914e-20,1.0,6097.82445102
-88.4688,,0.9,1.0,-81.5164,-76.4216342628,0.0025,3772.17480251,1.0,2,0.0025,-76.4216342628,0.0025,500.0,73.7615,500,400.0,108.01,-76.4216342628,1.0,100,5.4346e-20,1.0,3772.17480251
-85.9466,0.15542,0.9,0.32297,-79.5196,-74.5247849643,0.000657316,3771.99899389,0.982693,1,0.00587142,-74.5247849643,0.002,468.078814117,74.9327,500,430.804140532,105.91,-74.5247849643,2.8849,100,6.43773e-07,1.0682,3771.99899389
-95.8247,,0.9,1.0,-81.9201,-81.9201412657,0.01,6120.84049847,1.0,2,0.01,-81.9201412657,0.01,500.0,77.8436,500,100.0,113.02,-81.9201412657,1.0,100,3.50449e-18,1.0,6120.84049847
-100.373,,0.9,1.0,-90.5404,-99.1607192655,0.005,10206.8393628,1.0,2,0.005,-99.1607192655,0.005,500.0,90.3134,500,200.000000102,134.59,-99.1607192655,1.0,100,2.1793e-19,1.0,10206.8393628
-97.5537,,0.9,1.0,-89.5258,-87.4964687499,0.00333333,7128.96570817,1.0,2,0.00333333,-87.4964687499,0.00333333,500.0,88.2739,500,299.999969474,121.2,-87.4964687499,1.0,100,5.43914e-20,1.0,7128.96570817
-96.6631,,0.9,1.0,-89.7107,-90.2655452269,0.0025,8256.70935763,1.0,2,0.0025,-90.2655452269,0.0025,500.0,88.8136,500,400.0,124.29,-90.2655452269,1.0,100,5.4346e-20,1.0,8256.70935763
-92.1921,3.02554,0.9,0.0251123,-84.1611,-93.3901440299,3.94595e-05,9327.20879877,1.27282,1,0.0417611,-93.3901440299,0.002,299.764201157,81.1096,500,174.592683153,127.58,-93.3901440299,26.5771,100,7.47019e-06,1.66798,9327.20879877
-85.6447,,0.9,1.0,-71.7412,-71.7411647619,0.01,2566.89630215,1.0,2,0.01,-71.7411647619,0.01,500.0,50.4106,500,100.0,101.96,-71.7411647619,1.0,100,3.50449e-18,1.0,2566.89630215
-84.0691,,0.9,1.0,-74.2377,-76.7341788517,0.005,3727.62815709,1.0,2,0.005,-76.7341788517,0.005,500.0,55.8751,500,200.000000102,107.77,-76.7341788517,1.0,100,2.1793e-19,1.0,3727.62815709
-86.8037,,0.9,1.0,-78.7759,-87.8523292516,0.00333333,7098.62508276,1.0,2,0.00333333,-87.8523292516,0.00333333,500.0,66.8213,500,299.999969474,121.87,-87.8523292516,1.0,100,5.43914e-20,1.0,7098.62508276
-85.5535,,0.9,1.0,-78.6012,-78.0771967289,0.0025,3726.09999795,1.0,2,0.0025,-78.0771967289,0.0025,500.0,65.3538,500,400.0,110.16,-78.0771967289,1.0,100,5.4346e-20,1.0,3726.09999795
-83.2339,35.3247,0.9,3.79614e-06,-74.1795,-93.7633854564,3.75079e-09,9298.90660624,2.02418,1,0.0387943,-93.7633854564,0.002,235.837531975,66.1007,500,52.0604772931,127.68,-93.7633854564,39.2633,100,3.44858e-05,2.1201,9298.90660624
-107.25,,0.9,1.0,-93.3456,-93.3455583438,0.01,9363.01755735,1.0,2,0.01,-93.3455583438,0.01,500.0,96.2777,500,100.0,127.22,-93.3455583438,1.0,100,3.50449e-18,1.0,9363.01755735
-97.2649,,0.9,1.0,-87.4329,-81.5201535273,0.005,4849.70115407,1.0,2,0.005,-81.5201535273,0.005,500.0,84.0848,500,200.000000102,114.56,-81.5201535273,1.0,100,2.1793e-19,1.0,4849.70115407
-95.7227,,0.9,1.0,-87.6948,-88.2188046859,0.00333333,7122.66801198,1.0,2,0.00333333,-88.2188046859,0.00333333,500.0,84.0483,500,299.999969474,121.91,-88.2188046859,1.0,100,5.43914e-20,1.0,7122.66801198
-93.1286,,0.9,1.0,-86.1762,-81.6204417039,0.0025,6073.47471119,1.0,2,0.0025,-81.6204417039,0.0025,500.0,82.5118,500,400.0,113.78,-81.6204417039,1.0,100,5.4346e-20,1.0,6073.47471119
-94.604,0.0781473,0.9,0.235627,-88.2769,-98.7116379695,0.000443995,10246.6825931,1.06139,1,0.00223891,-98.7116379695,0.002,482.977764712,88.6348,500,467.625297172,133.8,-98.7116379695,1.18818,100,2.77474e-07,1.03524,10246.6825931
-82.6161,,0.9,1.0,-68.7318,-68.731793406,0.01,1347.6080125,1.0,2,0.01,-68.731793406,0.01,500.0,36.5258,500,100.0,99.08,-68.731793406,1.0,100,3.50449e-18,1.0,1347.6080125
-83.7811,,0.9,1.0,-73.9492,-79.1666631,0.005,4917.8753065,1.0,2,0.005,-79.1666631,0.005,500.0,55.9342,500,200.000000102,111.26,-79.1666631,1.0,100,2.1793e-19,1.0,4917.8753065
-89.354,,0.9,1.0,-81.326,-96.0796920896,0.00333333,10417.5428929,1.0,2,0.00333333,-96.0796920896,0.00333333,500.0,75.0492,500,299.999969474,130.24,-96.0796920896,1.0,100,5.43914e-20,1.0,10417.5428929
-87.7809,,0.9,1.0,-80.8285,-79.3359458609,0.0025,4907.15996068,1.0,2,0.0025,-79.3359458609,0.0025,500.0,73.7533,500,400.0,111.66,-79.3359458609,1.0,100,5.4346e-20,1.0,4907.15996068
-77.5305,5.44087,0.9,,-65.6004,-78.5575131428,,4903.93735503,1.27659,1,0.00915909,-78.5575131428,0.002,135.845095735,23.1187,500,115.421211574,110.36,-78.5575131428,5.84618,100,1.33545e-05,3.68066,4903.93735503
-100.452,,0.9,1.0,-86.5463,-86.5462897454,0.01,7183.18495061,1.0,2,0.01,-86.5462897454,0.01,500.0,84.3288,500,100.0,119.66,-86.5462897454,1.0,100,3.50449e-18,1.0,7183.18495061
-95.8455,,0.9,1.0,-86.0126,-85.4788608511,0.005,7205.94794783,1.0,2,0.005,-85.4788608511,0.005,500.0,84.3973,500,200.000000102,117.99,-85.4788608511,1.0,100,2.1793e-19,1.0,7205.94794783
-98.3426,,0.9,1.0,-90.314,-98.9169241332,0.00333333,11454.0715954,1.0,2,0.00333333,-98.9169241332,0.00333333,500.0,92.5497,500,299.999969474,133.58,-98.9169241332,1.0,100,5.43914e-20,1.0,11454.0715954
-99.5303,,0.9,1.0,-92.5774,-99.3673600152,0.0025,10209.2781963,1.0,2,0.0025,-99.3673600152,0.0025,500.0,94.6903,500,400.0,134.81,-99.3673600152,1.0,100,5.4346e-20,1.0,10209.2781963
-82.4435,49.2308,0.9,0.484478,-73.6648,-76.5723103169,0.000523846,3765.65596535,1.84969,1,0.0522156,-76.5723103169,0.002,250.925227189,64.4974,500,32.5512012469,108.29,-76.5723103169,48.2914,100,5.75568e-05,1.99263,3765.65596535
-85.6704,,0.9,1.0,-71.7664,-71.7664317243,0.01,2572.80112444,1.0,2,0.01,-71.7664317243,0.01,500.0,50.4685,500,100.0,102.41,-71.7664317243,1.0,100,3.50449e-18,1.0,2572.80112444
-89.2559,,0.9,1.0,-79.4239,-87.0813455981,0.005,7149.40039703,1.0,2,0.005,-87.0813455981,0.005,500.0,69.7934,500,200.000000102,119.78,-87.0813455981,1.0,100,2.1793e-19,1.0,7149.40039703
-90.5896,,0.9,1.0,-82.5617,-88.8373657443,0.00333333,8317.12890909,1.0,2,0.00333333,-88.8373657443,0.00333333,500.0,77.5356,500,299.999969474,121.02,-88.8373657443,1.0,100,5.43914e-20,1.0,8317.12890909
-90.18,,0.9,1.0,-83.2276,-85.2251935263,0.0025,7232.05111958,1.0,2,0.0025,-85.2251935263,0.0025,500.0,79.3731,500,400.0,118.07,-85.2251935263,1.0,100,5.4346e-20,1.0,7232.05111958
-88.0198,2.00367,0.9,0.0769336,-80.7759,-90.2733545141,0.000102837,8297.49055175,1.49623,1,0.00601523,-90.2733545141,0.002,368.451941985,94.5122,500,264.101403962,123.51,-90.2733545141,4.50009,100,3.58006e-06,1.35703,8297.49055175
-95.2196,,0.9,1.0,-81.3172,-81.3171989168,0.01,6075.96767644,1.0,2,0.01,-81.3171989168,0.01,500.0,77.5578,500,100.0,113.65,-81.3171989168,1.0,100,3.50449e-18,1.0,6075.96767644
-93.9287,,0.9,1.0,-84.0965,-86.8758060838,0.005,7167.07041585,1.0,2,0.005,-86.8758060838,0.005,500.0,81.0125,500,200.000000102,120.14,-86.8758060838,1.0,100,2.1793e-19,1.0,7167.07041585
-95.5093,,0.9,1.0,-87.4814,-94.2511648355,0.00333333,9292.91841806,1.0,2,0.00333333,-94.2511648355,0.00333333,500.0,86.3998,500,299.999969474,128.25,-94.2511648355,1.0,100,5.43914e-20,1.0,9292.91841806
-96.7503,,0.9,1.0,-89.7979,-96.7475634274,0.0025,10349.5499534,1.0,2,0.0025,-96.7475634274,0.0025,500.0,90.423,500,400.0,130.93,-96.7475634274,1.0,100,5.4346e-20,1.0,10349.5499534
-85.0051,22.6036,0.9,0.609982,-76.6736,-65.5244510654,0.000624081,114.036964865,1.95482,1,0.0341902,-65.5244510654,0.002,278.534058116,123.906,500,72.4289012097,95.36,-65.5244510654,33.4179,100,2.36606e-05,1.79511,114.036964865
-88.4645,,0.9,1.0,-74.5603,-74.5602568065,0.01,3779.16546301,1.0,2,0.01,-74.5602568065,0.01,500.0,61.1668,500,100.0,105.55,-74.5602568065,1.0,100,3.50449e-18,1.0,3779.16546301
-95.8592,,0.9,1.0,-86.0262,-97.4922433563,0.005,10322.9630003,1.0,2,0.005,-97.4922433563,0.005,500.0,84.3328,500,200.000000102,131.93,-97.4922433563,1.0,100,2.1793e-19,1.0,10322.9630003
-90.3017,,0.9,1.0,-82.2731,-74.7668017597,0.00333333,3799.77428026,1.0,2,0.00333333,-74.7668017597,0.00333333,500.0,77.6109,500,299.999969474,105.64,-74.7668017597,1.0,100,5.43914e-20,1.0,3799.77428026
-88.5786,,0.9,1.0,-81.6257,-79.683338197,0.0025,4925.21320198,1.0,2,0.0025,-79.683338197,0.0025,500.0,75.7485,500,400.0,111.52,-79.683338197,1.0,100,5.4346e-20,1.0,4925.21320198
-86.3511,0.929369,0.9,0.118524,-79.2895,-82.0287454635,0.000203087,6071.32760746,1.16722,1,0.0174001,-82.0287454635,0.002,387.787591752,75.8702,500,297.479838998,114.02,-82.0287454635,10.1549,100,2.72862e-06,1.28937,6071.32760746
-104.785,,0.9,1.0,-90.8806,-90.8806450044,0.01,8183.90649737,1.0,2,0.01,-90.8806450044,0.01,500.0,90.0115,500,100.0,124.7,-90.8806450044,1.0,100,3.50449e-18,1.0,8183.90649737
-96.2923,,0.9,1.0,-86.4602,-82.0396669862,0.005,6100.03626006,1.0,2,0.005,-82.0396669862,0.005,500.0,84.2027,500,200.000000102,114.2,-82.0396669862,1.0,100,2.1793e-19,1.0,6100.03626006
-97.1995,,0.9,1.0,-89.1716,-94.5943861726,0.00333333,9250.48076483,1.0,2,0.00333333,-94.5943861726,0.00333333,500.0,88.2841,500,299.999969474,129.05,-94.5943861726,1.0,100,5.43914e-20,1.0,9250.48076483
-98.4248,,0.9,1.0,-91.4724,-98.3749947681,0.0025,10283.8956992,1.0,2,0.0025,-98.3749947681,0.0025,500.0,91.6881,500,400.0,133.87,-98.3749947681,1.0,100,5.4346e-20,1.0,10283.8956992
-92.0912,15.9185,0.9,9.17745e-06,-83.4159,-87.6230413784,1.01869e-08,7132.74670096,1.80182,1,0.01988,-87.6230413784,0.002,256.897306038,163.359,500,84.8405798646,121.33,-87.6230413784,17.9101,100,1.96129e-05,1.9463,7132.74670096
-89.4359,,0.9,1.0,-75.5331,-75.5330578946,0.01,3771.11866091,1.0,2,0.01,-75.5330578946,0.01,500.0,61.1016,500,100.0,106.85,-75.5330578946,1.0,100,3.50449e-18,1.0,3771.11866091
-90.1869,,0.9,1.0,-80.355,-85.1769914216,0.005,7200.93569662,1.0,2,0.005,-85.1769914216,0.005,500.0,73.854,500,200.000000102,117.96,-85.1769914216,1.0,100,2.1793e-19,1.0,7200.93569662
-87.1969,,0.9,1.0,-79.1691,-76.7973568717,0.00333333,3735.23851728,1.0,2,0.00333333,-76.7973568717,0.00333333,500.0,69.7977,500,299.999969474,108.82,-76.7973568717,1.0,100,5.43914e-20,1.0,3735.23851728
-86.6927,,0.9,1.0,-79.7404,-81.4540288191,0.0025,4879.62501695,1.0,2,0.0025,-81.4540288191,0.0025,500.0,69.7315,500,400.0,114.21,-81.4540288191,1.0,100,5.4346e-20,1.0,4879.62501695
-78.3864,66343.1,0.9,0.414105,-72.168,-76.7580648473,6.0748e-05,3774.78106748,13.6335,1,0.845026,-76.7580648473,0.002,499.996185332,8.78886,500,1.39972960631,108.43,-76.7580648473,5760.35,100,0.0014277,1.00001,3774.78106748
-118.121,,0.9,1.0,-104.217,-104.217034797,0.01,12307.5701922,1.0,2,0.01,-104.217034797,0.01,500.0,110.383,500,100.0,139.8,-104.217034797,1.0,100,3.50449e-18,1.0,12307.5701922
-108.982,,0.9,1.0,-99.1496,-94.0822535314,0.005,9287.60824176,1.0,2,0.005,-94.0822535314,0.005,500.0,103.515,500,200.000000102,128.41,-94.0822535314,1.0,100,2.1793e-19,1.0,9287.60824176
-103.567,,0.9,1.0,-95.5391,-88.3178742488,0.00333333,8322.95694723,1.0,2,0.00333333,-88.3178742488,0.00333333,500.0,99.58,500,299.999969474,120.86,-88.3178742488,1.0,100,5.43914e-20,1.0,8322.95694723
-100.476,,0.9,1.0,-93.5237,-87.4778132385,0.0025,7101.25112668,1.0,2,0.0025,-87.4778132385,0.0025,500.0,95.9525,500,400.0,121.1,-87.4778132385,1.0,100,5.4346e-20,1.0,7101.25112668
-96.812,1.19261,0.9,0.000133782,-89.1401,-84.3328850459,2.47846e-07,6055.31028778,1.07956,1,0.00446933,-84.3328850459,0.002,328.493946407,124.37,500,247.370960644,117.1,-84.3328850459,2.41245,100,4.09321e-06,1.5221,6055.31028778
-95.8597,,0.9,1.0,-81.955,-81.9550466418,0.01,6056.83059866,1.0,2,0.01,-81.9550466418,0.01,500.0,77.4355,500,100.0,114.28,-81.9550466418,1.0,100,3.50449e-18,1.0,6056.83059866
-88.8257,,0.9,1.0,-78.9936,-76.0322027902,0.005,3758.89400959,1.0,2,0.005,-76.0322027902,0.005,500.0,69.7679,500,200.000000102,107.2,-76.0322027902,1.0,100,2.1793e-19,1.0,3758.89400959
-92.9025,,0.9,1.0,-84.8746,-96.6365036546,0.00333333,10388.8535229,1.0,2,0.00333333,-96.6365036546,0.00333333,500.0,82.1129,500,299.999969474,130.83,-96.6365036546,1.0,100,5.43914e-20,1.0,10388.8535229
-91.5853,,0.9,1.0,-84.6329,-83.90798567,0.0025,6040.46132723,1.0,2,0.0025,-83.90798567,0.0025,500.0,80.945,500,400.0,117.17,-83.90798567,1.0,100,5.4346e-20,1.0,6040.46132723
-83.7931,1.79054,0.9,0.261468,-76.1696,-79.3336117835,0.0003823,4958.32591951,1.36787,1,0.00632491,-79.3336117835,0.002,332.673085137,69.3862,500,255.748562541,111.58,-79.3336117835,4.32583,100,3.82785e-06,1.50298,4958.32591951
-95.7258,,0.9,1.0,-81.821,-81.8210061905,0.01,6077.85731625,1.0,2,0.01,-81.8210061905,0.01,500.0,77.5698,500,100.0,113.42,-81.8210061905,1.0,100,3.50449e-18,1.0,6077.85731625
-94.7822,,0.9,1.0,-84.9501,-88.0791585177,0.005,7135.75567132,1.0,2,0.005,-88.0791585177,0.005,500.0,80.9353,500,200.000000102,121.23,-88.0791585177,1.0,100,2.1793e-19,1.0,7135.75567132
-94.5617,,0.9,1.0,-86.5331,-89.6991592865,0.00333333,8257.85204321,1.0,2,0.00333333,-89.6991592865,0.00333333,500.0,84.2444,500,299.999969474,122.4,-89.6991592865,1.0,100,5.43914e-20,1.0,8257.85204321
-93.324,,0.9,1.0,-86.371,-85.8848742744,0.0025,7186.86501382,1.0,2,0.0025,-85.8848742744,0.0025,500.0,84.2714,500,400.0,118.47,-85.8848742744,1.0,100,5.4346e-20,1.0,7186.86501382
-89.0634,5.77779,0.9,0.107051,-81.3515,-79.2915978794,0.000161821,4914.85340442,1.32308,1,0.0568569,-79.2915978794,0.002,325.142793931,88.3413,500,116.443074814,111.76,-79.2915978794,37.6132,100,1.32022e-05,1.53779,4914.85340442
-106.864,,0.9,1.0,-92.9591,-92.9591065529,0.01,9351.338122,1.0,2,0.01,-92.9591065529,0.01,500.0,96.2176,500,100.0,127.18,-92.9591065529,1.0,100,3.50449e-18,1.0,9351.338122
-100.338,,0.9,1.0,-90.506,-88.0528463723,0.005,7096.22329263,1.0,2,0.005,-88.0528463723,0.005,500.0,90.2638,500,200.000000102,121.89,-88.0528463723,1.0,100,2.1793e-19,1.0,7096.22329263
-92.9679,,0.9,1.0,-84.94,-73.8080796282,0.00333333,3780.31337136,1.0,2,0.00333333,-73.8080796282,0.00333333,500.0,82.1046,500,299.999969474,105.02,-73.8080796282,1.0,100,5.43914e-20,1.0,3780.31337136
-95.0504,,0.9,1.0,-88.0981,-97.5721910913,0.0025,10327.7486875,1.0,2,0.0025,-97.5721910913,0.0025,500.0,87.418,500,400.0,132.37,-97.5721910913,1.0,100,5.4346e-20,1.0,10327.7486875
-83.1397,18.5622,0.9,0.17636,-74.9979,-73.9535124421,0.000211305,2592.34137409,1.66925,1,0.0271942,-73.9535124421,0.002,291.667434492,55.9256,500,65.3727360167,105.32,-73.9535124421,22.6969,100,2.6647e-05,1.71428,2592.34137409
-110.642,,0.9,1.0,-96.7368,-96.736848429,0.01,10351.3863588,1.0,2,0.01,-96.736848429,0.01,500.0,101.232,500,100.0,130.65,-96.736848429,1.0,100,3.50449e-18,1.0,10351.3863588
-99.0015,,0.9,1.0,-89.1693,-81.6018058975,0.005,6082.12575602,1.0,2,0.005,-81.6018058975,0.005,500.0,90.5089,500,200.000000102,113.17,-81.6018058975,1.0,100,2.1793e-19,1.0,6082.12575602
-96.607,,0.9,1.0,-88.5791,-87.3986230242,0.00333333,7168.12465891,1.0,2,0.00333333,-87.3986230242,0.00333333,500.0,88.4727,500,299.999969474,120.36,-87.3986230242,1.0,100,5.43914e-20,1.0,7168.12465891
-103.066,,0.9,1.0,-96.1135,-118.716828541,0.0025,16013.4000829,1.0,2,0.0025,-118.716828541,0.0025,500.0,100.021,500,400.0,156.48,-118.716828541,1.0,100,5.4346e-20,1.0,16013.4000829
-96.1289,1.13443,0.9,0.193065,-88.7693,-76.340936437,0.00033029,3736.41838527,1.16906,1,0.0224935,-76.340936437,0.002,356.968756604,97.296,500,273.464549749,108.1,-76.340936437,13.1482,100,3.32019e-06,1.40068,3736.41838527
-106.849,,0.9,1.0,-92.9443,-92.9443048523,0.01,9344.27009724,1.0,2,0.01,-92.9443048523,0.01,500.0,96.1812,500,100.0,126.65,-92.9443048523,1.0,100,3.50449e-18,1.0,9344.27009724
-92.0722,,0.9,1.0,-82.2401,-71.5358665946,0.005,2580.46361623,1.0,2,0.005,-71.5358665946,0.005,500.0,77.5714,500,200.000000102,102.23,-71.5358665946,1.0,100,2.1793e-19,1.0,2580.46361623
-91.72,,0.9,1.0,-83.6921,-86.5962311496,0.00333333,7181.19505693,1.0,2,0.00333333,-86.5962311496,0.00333333,500.0,79.9097,500,299.999969474,118.57,-86.5962311496,1.0,100,5.43914e-20,1.0,7181.19505693
-89.8927,,0.9,1.0,-82.9404,-80.6852061704,0.0025,6096.14542937,1.0,2,0.0025,-80.6852061704,0.0025,500.0,79.3704,500,400.0,112.26,-80.6852061704,1.0,100,5.4346e-20,1.0,6096.14542937
-85.7127,0.37179,0.9,0.271893,-78.6558,-75.2964947671,0.000496074,3782.19440999,1.09618,1,0.00720399,-75.2964947671,0.002,388.228656955,68.9677,500,382.030736795,106.44,-75.2964947671,3.94843,100,1.23764e-06,1.2879,3782.19440999
-92.5966,,0.9,1.0,-78.6922,-78.6922518449,0.01,4970.62677201,1.0,2,0.01,-78.6922518449,0.01,500.0,70.1493,500,100.0,109.62,-78.6922518449,1.0,100,3.50449e-18,1.0,4970.62677201
-88.8896,,0.9,1.0,-79.0574,-79.4226584683,0.005,4910.08837263,1.0,2,0.005,-79.4226584683,0.005,500.0,69.9363,500,200.000000102,111.25,-79.4226584683,1.0,100,2.1793e-19,1.0,4910.08837263
-90.7762,,0.9,1.0,-82.7482,-90.1298246725,0.00333333,8220.12576246,1.0,2,0.00333333,-90.1298246725,0.00333333,500.0,77.4636,500,299.999969474,124.42,-90.1298246725,1.0,100,5.43914e-20,1.0,8220.12576246
-92.0898,,0.9,1.0,-85.1375,-92.3051185067,0.0025,8149.04156591,1.0,2,0.0025,-92.3051185067,0.0025,500.0,80.8361,500,400.0,127.09,-92.3051185067,1.0,100,5.4346e-20,1.0,8149.04156591
-88.6726,6.86321,0.9,0.620307,-80.7778,-84.3711898774,0.000867894,6030.36666567,1.42945,1,0.0315231,-84.3711898774,0.002,310.2060909,114.553,500,114.887073457,116.99,-84.3711898774,22.5304,100,1.34353e-05,1.61183,6030.36666567
-116.797,,0.9,1.0,-102.893,-102.892639877,0.01,12462.6668546,1.0,2,0.01,-102.892639877,0.01,500.0,111.077,500,100.0,137.34,-102.892639877,1.0,100,3.50449e-18,1.0,12462.6668546
-109.53,,0.9,1.0,-99.6981,-96.5036534597,0.005,10338.4805066,1.0,2,0.005,-96.5036534597,0.005,500.0,106.286,500,200.000000102,131.01,-96.5036534597,1.0,100,2.1793e-19,1.0,10338.4805066
-103.856,,0.9,1.0,-95.8278,-88.0871616445,0.00333333,7099.17818282,1.0,2,0.00333333,-88.0871616445,0.00333333,500.0,99.5182,500,299.999969474,121.41,-88.0871616445,1.0,100,5.43914e-20,1.0,7099.17818282
-104.96,,0.9,1.0,-98.0073,-104.545914124,0.0025,12329.1390385,1.0,2,0.0025,-104.545914124,0.0025,500.0,102.438,500,400.0,140.57,-104.545914124,1.0,100,5.4346e-20,1.0,12329.1390385
-95.852,2.42204,0.9,5.85459e-06,-87.7872,-88.1948455252,8.98614e-09,7102.59208096,1.30303,1,0.00985866,-88.1948455252,0.002,297.259001479,102.394,500,206.299625112,121.83,-88.1948455252,6.42305,100,5.70603e-06,1.68203,7102.59208096
-94.6982,,0.9,1.0,-80.7934,-80.793432188,0.01,6134.6992175,1.0,2,0.01,-80.793432188,0.01,500.0,77.9317,500,100.0,111.88,-80.793432188,1.0,100,3.50449e-18,1.0,6134.6992175
-90.1857,,0.9,1.0,-80.3535,-79.9136663938,0.005,4899.26285418,1.0,2,0.005,-79.9136663938,0.005,500.0,73.9054,500,200.000000102,111.76,-79.9136663938,1.0,100,2.1793e-19,1.0,4899.26285418
-93.3367,,0.9,1.0,-85.3088,-95.2191577168,0.00333333,10428.6882357,1.0,2,0.00333333,-95.2191577168,0.00333333,500.0,84.4506,500,299.999969474,128.88,-95.2191577168,1.0,100,5.43914e-20,1.0,10428.6882357
-93.9422,,0.9,1.0,-86.9898,-92.032831068,0.0025,9372.50441166,1.0,2,0.0025,-92.032831068,0.0025,500.0,87.6191,500,400.0,125.28,-92.032831068,1.0,100,5.4346e-20,1.0,9372.50441166
-92.9323,0.2711,0.9,0.168774,-86.3477,-89.9252565874,0.000318289,8252.5503526,1.06051,1,0.00381129,-89.9252565874,0.002,445.935703369,94.9395,500,403.041706129,124.02,-89.9252565874,2.02095,100,9.64188e-07,1.12124,8252.5503526
-101.763,,0.9,1.0,-87.8586,-87.8586381657,0.01,8362.06581526,1.0,2,0.01,-87.8586381657,0.01,500.0,90.986,500,100.0,120.21,-87.8586381657,1.0,100,3.50449e-18,1.0,8362.06581526
-94.8776,,0.9,1.0,-85.0454,-82.2322142538,0.005,6113.4547418,1.0,2,0.005,-82.2322142538,0.005,500.0,84.6953,500,200.000000102,114.4,-82.2322142538,1.0,100,2.1793e-19,1.0,6113.4547418
-87.4879,,0.9,1.0,-79.4599,-68.2889967592,0.00333333,1392.09532152,1.0,2,0.00333333,-68.2889967592,0.00333333,500.0,72.8285,500,299.999969474,97.31,-68.2889967592,1.0,100,5.43914e-20,1.0,1392.09532152
-92.7606,,0.9,1.0,-85.8082,-104.852963941,0.0025,12300.8879533,1.0,2,0.0025,-104.852963941,0.0025,500.0,84.5184,500,400.0,140.27,-104.852963941,1.0,100,5.4346e-20,1.0,12300.8879533
-92.5111,0.117692,0.9,0.151655,-86.1489,-90.5151308946,0.000288459,8216.66934651,1.05149,1,0.00231202,-90.5151308946,0.002,477.660566705,88.7341,500,451.983032488,124.12,-90.5151308946,1.21553,100,4.25793e-07,1.04677,8216.66934651
-93.4638,,0.9,1.0,-79.559,-79.559022972,0.01,4923.824702,1.0,2,0.01,-79.559022972,0.01,500.0,69.8182,500,100.0,111.08,-79.559022972,1.0,100,3.50449e-18,1.0,4923.824702
-94.1529,,0.9,1.0,-84.3208,-89.0824928318,0.005,8296.73939202,1.0,2,0.005,-89.0824928318,0.005,500.0,81.0361,500,200.000000102,122.18,-89.0824928318,1.0,100,2.1793e-19,1.0,8296.73939202
-92.9163,,0.9,1.0,-84.8884,-86.0235689712,0.00333333,7178.3972252,1.0,2,0.00333333,-86.0235689712,0.00333333,500.0,82.1427,500,299.999969474,118.76,-86.0235689712,1.0,100,5.43914e-20,1.0,7178.3972252
-92.2528,,0.9,1.0,-85.3004,-86.5367084447,0.0025,7148.58826914,1.0,2,0.0025,-86.5367084447,0.0025,500.0,82.6459,500,400.0,119.53,-86.5367084447,1.0,100,5.4346e-20,1.0,7148.58826914
-84.9538,18.8386,0.9,0.586997,-75.9691,-88.8476901045,0.000724068,8291.66706633,1.62139,1,0.067515,-88.8476901045,0.002,239.511263409,116.494,500,61.3373545072,121.52,-88.8476901045,54.734,100,2.86639e-05,2.08758,8291.66706633
-104.357,,0.9,1.0,-90.4527,-90.4527208059,0.01,8229.19218367,1.0,2,0.01,-90.4527208059,0.01,500.0,90.2602,500,100.0,123.72,-90.4527208059,1.0,100,3.50449e-18,1.0,8229.19218367
-101.394,,0.9,1.0,-91.5621,-92.6714416656,0.005,9331.33815887,1.0,2,0.005,-92.6714416656,0.005,500.0,93.24,500,200.000000102,125.76,-92.6714416656,1.0,100,2.1793e-19,1.0,9331.33815887
-97.0832,,0.9,1.0,-89.0553,-84.0417133261,0.00333333,7245.04970578,1.0,2,0.00333333,-84.0417133261,0.00333333,500.0,90.5496,500,299.999969474,115.67,-84.0417133261,1.0,100,5.43914e-20,1.0,7245.04970578
-96.4613,,0.9,1.0,-89.5089,-90.869782577,0.0025,8212.91025133,1.0,2,0.0025,-90.869782577,0.0025,500.0,90.4585,500,400.0,124.67,-90.869782577,1.0,100,5.4346e-20,1.0,8212.91025133
-94.0608,0.148637,0.9,0.277784,-87.5798,-82.1420845293,0.000545084,6077.23466518,1.01923,1,0.00811173,-82.1420845293,0.002,460.305430135,91.7464,500,437.525477584,114.24,-82.1420845293,4.13387,100,5.72322e-07,1.08624,6077.23466518
-107.297,,0.9,1.0,-93.3919,-93.3918627249,0.01,9335.61742106,1.0,2,0.01,-93.3918627249,0.01,500.0,96.1367,500,100.0,126.58,-93.3918627249,1.0,100,3.50449e-18,1.0,9335.61742106
-99.5578,,0.9,1.0,-89.7257,-86.059559619,0.005,7193.63702161,1.0,2,0.005,-86.059559619,0.005,500.0,90.5286,500,200.000000102,119.27,-86.059559619,1.0,100,2.1793e-19,1.0,7193.63702161
-97.4171,,0.9,1.0,-89.3892,-88.7161497968,0.00333333,7090.79735382,1.0,2,0.00333333,-88.7161497968,0.00333333,500.0,88.3391,500,299.999969474,122.85,-88.7161497968,1.0,100,5.43914e-20,1.0,7090.79735382
