AvgEpLen,MaxVanillaIw,VarNormIw,EpsThisIter,Bound,eRenyi2,VarRet,MaxNormIw,VarDiscRet,MinVanillaIw,AvgNormIw,VarJ,VanillaAvgRet,AvgRet,AvgDiscRet,Delta,VarVanillaIw,AvgVanillaIw,J,ESSClassic,IterType,MinNormIw,BatchSize,ESSRenyi
485.05,1.0,5.431875e-20,100,4930.0137,1.0,732887.5714409557,0.002,732887.5714409557,1.0,0.0020000003,587.1142,4850.175931815609,4850.175931815609,4850.175931815609,1.0,,1.0,4930.0137,500.00000664260017,1,0.002,500,500.0
495.02,1.0,3.5044917e-18,100,4950.0703,1.0,248999.87651936017,0.01,248999.87651936017,1.0,0.009999998,496.4976,4950.069656127909,4950.069656127909,4950.069656127909,1.0,,1.0,4950.0703,100.0,2,0.01,500,500.0
490.03,1.0,2.179301e-19,100,4925.072,1.0,493957.24070557544,0.005,493957.24070557544,1.0,0.0049999994,606.9503,4900.074331673859,4900.074331673859,4900.074331673859,1.0,,1.0,4925.072,200.00000010221265,2,0.005,500,500.0
495.01,1.0,5.4391416e-20,100,4933.3735,1.0,249997.55138445506,0.0033333334,249997.55138445506,1.0,0.0033333336,572.9131,4949.975751690146,4949.975751690146,4949.975751690146,1.0,,1.0,4933.3735,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4950.024,1.0,0.0006320501568097571,0.0025,0.0006320501568097571,1.0,0.0024999997,496.9948,4999.975369160053,4999.975369160053,4999.975369160053,1.0,,1.0,4950.024,400.0,2,0.0025,500,500.0
495.01,1.0,5.431875e-20,100,4950.015,1.0,249997.6923038021,0.002,249997.6923038021,1.0,0.0020000003,497.09418,4949.97714763855,4949.97714763855,4949.97714763855,1.0,,1.0,4950.015,500.00000664260017,1,0.002,500,500.0
490.02,1.0,3.5044917e-18,100,4899.9756,1.0,494944.49688445433,0.01,494944.49688445433,1.0,0.009999998,699.99646,4899.975256011415,4899.975256011415,4899.975256011415,1.0,,1.0,4899.9756,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4949.9766,1.0,0.0005448871805582303,0.005,0.0005448871805582303,1.0,0.0049999994,497.49133,4999.977280177522,4999.977280177522,4999.977280177522,1.0,,1.0,4949.9766,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4966.64,1.0,0.001213686637854041,0.0033333334,0.001213686637854041,1.0,0.0033333336,406.883,4999.967660478554,4999.967660478554,4999.967660478554,1.0,,1.0,4966.64,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4974.9736,1.0,0.0011029376102238456,0.0025,0.0011029376102238456,1.0,0.0024999997,352.66647,4999.97306978983,4999.97306978983,4999.97306978983,1.0,,1.0,4974.9736,400.0,2,0.0025,500,500.0
495.02,1.0,5.431875e-20,100,4969.9937,1.0,249000.1974726273,0.002,249000.1974726273,1.0,0.0020000003,385.87592,4950.071573647902,4950.071573647902,4950.071573647902,1.0,,1.0,4969.9937,500.00000664260017,1,0.002,500,500.0
490.03,1.0,3.5044917e-18,100,4900.0723,1.0,493957.0641514084,0.01,493957.0641514084,1.0,0.009999998,699.29785,4900.07262342476,4900.07262342476,4900.07262342476,1.0,,1.0,4900.0723,100.0,2,0.01,500,500.0
495.01,1.0,2.179301e-19,100,4925.0195,1.0,249996.5795227222,0.005,249996.5795227222,1.0,0.0049999994,607.35443,4949.96612664327,4949.96612664327,4949.96612664327,1.0,,1.0,4925.0195,200.00000010221265,2,0.005,500,500.0
490.04,1.0,5.4391416e-20,100,4916.7373,1.0,492970.1869473976,0.0033333334,492970.1869473976,1.0,0.0033333336,639.3254,4900.173065390549,4900.173065390549,4900.173065390549,1.0,,1.0,4916.7373,299.999969473632,2,0.0033333334,500,500.0
490.03,1.0,5.434597e-20,100,4912.5728,1.0,493957.9889900338,0.0025,493957.9889900338,1.0,0.0024999997,654.87354,4900.07722475813,4900.07722475813,4900.07722475813,1.0,,1.0,4912.5728,400.0,2,0.0025,500,500.0
485.03,1.0,5.431875e-20,100,4900.053,1.0,734840.1516775343,0.002,734840.1516775343,1.0,0.0020000003,699.43756,4849.972497063175,4849.972497063175,4849.972497063175,1.0,,1.0,4900.053,500.00000664260017,1,0.002,500,500.0
490.02,1.0,3.5044917e-18,100,4899.9736,1.0,494944.1522317113,0.01,494944.1522317113,1.0,0.009999998,699.9962,4899.973549290325,4899.973549290325,4899.973549290325,1.0,,1.0,4899.9736,100.0,2,0.01,500,500.0
495.01,1.0,2.179301e-19,100,4924.9736,1.0,249997.29062683607,0.005,249997.29062683607,1.0,0.0049999994,607.759,4949.973171287184,4949.973171287184,4949.973171287184,1.0,,1.0,4924.9736,200.00000010221265,2,0.005,500,500.0
490.03,1.0,5.4391416e-20,100,4916.674,1.0,493957.5754476467,0.0033333334,493957.5754476467,1.0,0.0033333336,639.8368,4900.075351836392,4900.075351836392,4900.075351836392,1.0,,1.0,4916.674,299.999969473632,2,0.0033333334,500,500.0
495.02,1.0,5.434597e-20,100,4925.0244,1.0,249000.46209927287,0.0025,249000.46209927287,1.0,0.0024999997,607.3549,4950.074885791832,4950.074885791832,4950.074885791832,1.0,,1.0,4925.0244,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4940.0137,1.0,0.0010185224511466487,0.002,0.0010185224511466487,1.0,0.0020000003,544.06146,4999.969790072078,4999.969790072078,4999.969790072078,1.0,,1.0,4940.0137,500.00000664260017,1,0.002,500,500.0
500.0,1.0,3.5044917e-18,100,4999.9688,1.0,0.0010576127562711187,0.01,0.0010576127562711187,1.0,0.009999998,0.032343317,4999.968574426019,4999.968574426019,4999.968574426019,1.0,,1.0,4999.9688,100.0,2,0.01,500,500.0
480.08,1.0,2.179301e-19,100,4900.1694,1.0,965818.4465425886,0.005,965818.4465425886,1.0,0.0049999994,698.5985,4800.3711045656155,4800.3711045656155,4800.3711045656155,1.0,,1.0,4900.1694,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4933.4385,1.0,0.0007221388150512835,0.0033333334,0.0007221388150512835,1.0,0.0033333336,572.34045,4999.975660696392,4999.975660696392,4999.975660696392,1.0,,1.0,4933.4385,299.999969473632,2,0.0033333334,500,500.0
490.02,1.0,5.434597e-20,100,4925.0723,1.0,494944.23103661166,0.0025,494944.23103661166,1.0,0.0024999997,606.95044,4899.973939650861,4899.973939650861,4899.973939650861,1.0,,1.0,4925.0723,400.0,2,0.0025,500,500.0
495.01,1.0,5.431875e-20,100,4930.053,1.0,249997.44164675855,0.002,249997.44164675855,1.0,0.0020000003,586.7792,4949.974665616374,4949.974665616374,4949.974665616374,1.0,,1.0,4930.053,500.00000664260017,1,0.002,500,500.0
495.01,1.0,3.5044917e-18,100,4949.974,1.0,249997.378565777,0.01,249997.378565777,1.0,0.009999998,497.49115,4949.974039021555,4949.974039021555,4949.974039021555,1.0,,1.0,4949.974,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4974.9736,1.0,0.000911806513979196,0.005,0.000911806513979196,1.0,0.0049999994,352.6665,4999.974093873594,4999.974093873594,4999.974093873594,1.0,,1.0,4974.9736,200.00000010221265,2,0.005,500,500.0
495.02,1.0,5.4391416e-20,100,4966.674,1.0,249000.31093695256,0.0033333334,249000.31093695256,1.0,0.0033333336,406.47717,4950.073544817177,4950.073544817177,4950.073544817177,1.0,,1.0,4966.674,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4975.0,1.0,0.0005803106680656463,0.0025,0.0005803106680656463,1.0,0.0024999997,352.31482,4999.97692281835,4999.97692281835,4999.97692281835,1.0,,1.0,4975.0,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4979.9937,1.0,0.0009827010838542754,0.002,0.0009827010838542754,1.0,0.0020000003,315.27823,4999.967267212185,4999.967267212185,4999.967267212185,1.0,,1.0,4979.9937,500.00000664260017,1,0.002,500,500.0
500.0,1.0,3.5044917e-18,100,4999.974,1.0,0.0009222988130921512,0.01,0.0009222988130921512,1.0,0.009999998,0.030219994,4999.974100112033,4999.974100112033,4999.974100112033,1.0,,1.0,4999.974,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4999.977,1.0,0.0004839567805588065,0.005,0.0004839567805588065,1.0,0.0049999994,0.02651675,4999.979456301324,4999.979456301324,4999.979456301324,1.0,,1.0,4999.977,200.00000010221265,2,0.005,500,500.0
495.01,1.0,5.4391416e-20,100,4983.3096,1.0,249997.33175074027,0.0033333334,249997.33175074027,1.0,0.0033333336,288.19217,4949.973575844346,4949.973575844346,4949.973575844346,1.0,,1.0,4983.3096,299.999969473632,2,0.0033333334,500,500.0
490.03,1.0,5.434597e-20,100,4962.5005,1.0,493956.9684214171,0.0025,493956.9684214171,1.0,0.0024999997,431.09686,4900.0720920839185,4900.0720920839185,4900.0720920839185,1.0,,1.0,4962.5005,400.0,2,0.0025,500,500.0
495.02,1.0,5.431875e-20,100,4960.015,1.0,249000.2649753292,0.002,249000.2649753292,1.0,0.0020000003,444.9746,4950.072378874297,4950.072378874297,4950.072378874297,1.0,,1.0,4960.015,500.00000664260017,1,0.002,500,500.0
500.0,1.0,3.5044917e-18,100,4999.979,1.0,0.0004747121415335441,0.01,0.0004747121415335441,1.0,0.009999998,0.021657461,4999.979268487955,4999.979268487955,4999.979268487955,1.0,,1.0,4999.979,100.0,2,0.01,500,500.0
495.02,1.0,2.179301e-19,100,4975.0254,1.0,249000.13874080582,0.005,249000.13874080582,1.0,0.0049999994,351.9627,4950.0715468086655,4950.0715468086655,4950.0715468086655,1.0,,1.0,4975.0254,200.00000010221265,2,0.005,500,500.0
495.01,1.0,5.4391416e-20,100,4966.6763,1.0,249997.67476694362,0.0033333334,249997.67476694362,1.0,0.0033333336,406.47736,4949.976975283644,4949.976975283644,4949.976975283644,1.0,,1.0,4966.6763,299.999969473632,2,0.0033333334,500,500.0
490.03,1.0,5.434597e-20,100,4950.0254,1.0,493957.6648776471,0.0025,493957.6648776471,1.0,0.0024999997,496.99506,4900.075595177584,4900.075595177584,4900.075595177584,1.0,,1.0,4950.0254,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4960.016,1.0,0.0008732611310051657,0.002,0.0008732611310051657,1.0,0.0020000003,444.97464,4999.974101897404,4999.974101897404,4999.974101897404,1.0,,1.0,4960.016,500.00000664260017,1,0.002,500,500.0
495.02,1.0,3.5044917e-18,100,4950.07,1.0,248999.8006373858,0.01,248999.8006373858,1.0,0.009999998,496.49753,4950.069841570183,4950.069841570183,4950.069841570183,1.0,,1.0,4950.07,100.0,2,0.01,500,500.0
495.02,1.0,2.179301e-19,100,4950.0728,1.0,249000.51162491273,0.005,249000.51162491273,1.0,0.0049999994,496.4979,4950.075273840438,4950.075273840438,4950.075273840438,1.0,,1.0,4950.0728,200.00000010221265,2,0.005,500,500.0
495.01,1.0,5.4391416e-20,100,4950.0386,1.0,249996.94036599668,0.0033333334,249996.94036599668,1.0,0.0033333336,496.82907,4949.969699782196,4949.969699782196,4949.969699782196,1.0,,1.0,4950.0386,299.999969473632,2,0.0033333334,500,500.0
495.02,1.0,5.434597e-20,100,4950.047,1.0,249000.26765085684,0.0025,249000.26765085684,1.0,0.0024999997,496.7463,4950.0729912499655,4950.0729912499655,4950.0729912499655,1.0,,1.0,4950.047,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4960.032,1.0,0.0009810902288462417,0.002,0.0009810902288462417,1.0,0.0020000003,444.75192,4999.970792717526,4999.970792717526,4999.970792717526,1.0,,1.0,4960.032,500.00000664260017,1,0.002,500,500.0
500.0,1.0,3.5044917e-18,100,4999.9736,1.0,0.0006829918983732561,0.01,0.0006829918983732561,1.0,0.009999998,0.026002293,4999.973346549081,4999.973346549081,4999.973346549081,1.0,,1.0,4999.9736,100.0,2,0.01,500,500.0
495.01,1.0,2.179301e-19,100,4974.9766,1.0,249997.93491432606,0.005,249997.93491432606,1.0,0.0049999994,352.66672,4949.979550277228,4949.979550277228,4949.979550277228,1.0,,1.0,4974.9766,200.00000010221265,2,0.005,500,500.0
480.07,1.0,5.4391416e-20,100,4916.7417,1.0,966785.2828187644,0.0033333334,966785.2828187644,1.0,0.0033333336,639.326,4800.271536099969,4800.271536099969,4800.271536099969,1.0,,1.0,4916.7417,299.999969473632,2,0.0033333334,500,500.0
490.02,1.0,5.434597e-20,100,4912.5513,1.0,494945.3139613894,0.0025,494945.3139613894,1.0,0.0024999997,655.061,4899.979301591001,4899.979301591001,4899.979301591001,1.0,,1.0,4912.5513,400.0,2,0.0025,500,500.0
495.02,1.0,5.431875e-20,100,4920.057,1.0,249000.85279282337,0.002,249000.85279282337,1.0,0.0020000003,626.7467,4950.079036055413,4950.079036055413,4950.079036055413,1.0,,1.0,4920.057,500.00000664260017,1,0.002,500,500.0
495.02,1.0,3.5044917e-18,100,4950.077,1.0,249000.7448731468,0.01,249000.7448731468,1.0,0.009999998,496.4985,4950.07756293008,4950.07756293008,4950.07756293008,1.0,,1.0,4950.077,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4975.027,1.0,0.0007586093518694901,0.005,0.0007586093518694901,1.0,0.0049999994,351.9628,4999.975327202081,4999.975327202081,4999.975327202081,1.0,,1.0,4975.027,200.00000010221265,2,0.005,500,500.0
495.01,1.0,5.4391416e-20,100,4966.6772,1.0,249997.91373687517,0.0033333334,249997.91373687517,1.0,0.0033333336,406.47745,4949.979338463781,4949.979338463781,4949.979338463781,1.0,,1.0,4966.6772,299.999969473632,2,0.0033333334,500,500.0
480.07,1.0,5.434597e-20,100,4925.077,1.0,966787.0695853892,0.0025,966787.0695853892,1.0,0.0024999997,606.951,4800.275669035021,4800.275669035021,4800.275669035021,1.0,,1.0,4925.077,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4940.0566,1.0,0.000820103929019579,0.002,0.000820103929019579,1.0,0.0020000003,543.6995,4999.97075391738,4999.97075391738,4999.97075391738,1.0,,1.0,4940.0566,500.00000664260017,1,0.002,500,500.0
500.0,1.0,3.5044917e-18,100,4999.974,1.0,0.0007466677198110764,0.01,0.0007466677198110764,1.0,0.009999998,0.027198799,4999.974289959547,4999.974289959547,4999.974289959547,1.0,,1.0,4999.974,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4999.9736,1.0,0.0007820226521216221,0.005,0.0007820226521216221,1.0,0.0049999994,0.027530901,4999.972764773133,4999.972764773133,4999.972764773133,1.0,,1.0,4999.9736,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4999.972,1.0,0.000992512003471605,0.0033333334,0.000992512003471605,1.0,0.0033333336,0.028900888,4999.970282923662,4999.970282923662,4999.970282923662,1.0,,1.0,4999.972,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4999.9727,1.0,0.0007410479533122849,0.0025,0.0007410479533122849,1.0,0.0024999997,0.028461415,4999.971509448737,4999.971509448737,4999.971509448737,1.0,,1.0,4999.9727,400.0,2,0.0025,500,500.0
495.01,1.0,5.431875e-20,100,4989.9727,1.0,249997.02320844043,0.002,249997.02320844043,1.0,0.0020000003,223.38182,4949.970522487383,4949.970522487383,4949.970522487383,1.0,,1.0,4989.9727,500.00000664260017,1,0.002,500,500.0
500.0,1.0,3.5044917e-18,100,4999.978,1.0,0.0004334076943399413,0.01,0.0004334076943399413,1.0,0.009999998,0.020717457,4999.9780858172135,4999.9780858172135,4999.9780858172135,1.0,,1.0,4999.978,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4999.975,1.0,0.0007837099269734254,0.005,0.0007837099269734254,1.0,0.0049999994,0.02472172,4999.972163071362,4999.972163071362,4999.972163071362,1.0,,1.0,4999.975,200.00000010221265,2,0.005,500,500.0
490.03,1.0,5.4391416e-20,100,4966.6743,1.0,493957.07847651554,0.0033333334,493957.07847651554,1.0,0.0033333336,406.4772,4900.072760922439,4900.072760922439,4900.072760922439,1.0,,1.0,4966.6743,299.999969473632,2,0.0033333334,500,500.0
495.02,1.0,5.434597e-20,100,4962.5244,1.0,249000.36267920973,0.0025,249000.36267920973,1.0,0.0024999997,430.80972,4950.07403416324,4950.07403416324,4950.07403416324,1.0,,1.0,4962.5244,400.0,2,0.0025,500,500.0
495.01,1.0,5.431875e-20,100,4960.0146,1.0,249997.1658367798,0.002,249997.1658367798,1.0,0.0020000003,444.9745,4949.971933497876,4949.971933497876,4949.971933497876,1.0,,1.0,4960.0146,500.00000664260017,1,0.002,500,500.0
490.03,1.0,3.5044917e-18,100,4900.0723,1.0,493957.0079011616,0.01,493957.0079011616,1.0,0.009999998,699.2978,4900.0723438119785,4900.0723438119785,4900.0723438119785,1.0,,1.0,4900.0723,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4950.0215,1.0,0.0008742029886598964,0.005,0.0008742029886598964,1.0,0.0049999994,496.99463,4999.970456887401,4999.970456887401,4999.970456887401,1.0,,1.0,4950.0215,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4966.6724,1.0,0.0007570894694662278,0.0033333334,0.0007570894694662278,1.0,0.0033333336,406.47696,4999.973081089829,4999.973081089829,4999.973081089829,1.0,,1.0,4966.6724,299.999969473632,2,0.0033333334,500,500.0
495.01,1.0,5.434597e-20,100,4962.497,1.0,249997.2655502171,0.0025,249997.2655502171,1.0,0.0024999997,431.09665,4949.972921281565,4949.972921281565,4949.972921281565,1.0,,1.0,4962.497,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4969.9937,1.0,0.0008219797553876213,0.002,0.0008219797553876213,1.0,0.0020000003,385.87585,4999.974197119653,4999.974197119653,4999.974197119653,1.0,,1.0,4969.9937,500.00000664260017,1,0.002,500,500.0
495.02,1.0,3.5044917e-18,100,4950.0757,1.0,249000.44463787778,0.01,249000.44463787778,1.0,0.009999998,496.4982,4950.075762215234,4950.075762215234,4950.075762215234,1.0,,1.0,4950.0757,100.0,2,0.01,500,500.0
490.04,1.0,2.179301e-19,100,4925.1245,1.0,492970.37448367354,0.005,492970.37448367354,1.0,0.0049999994,606.546,4900.173576516697,4900.173576516697,4900.173576516697,1.0,,1.0,4925.1245,200.00000010221265,2,0.005,500,500.0
490.03,1.0,5.4391416e-20,100,4916.775,1.0,493957.5241914008,0.0033333334,493957.5241914008,1.0,0.0033333336,639.0703,4900.07484043906,4900.07484043906,4900.07484043906,1.0,,1.0,4916.775,299.999969473632,2,0.0033333334,500,500.0
495.01,1.0,5.434597e-20,100,4925.0737,1.0,249997.00820012187,0.0025,249997.00820012187,1.0,0.0024999997,606.95056,4949.970370842061,4949.970370842061,4949.970370842061,1.0,,1.0,4925.0737,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4940.054,1.0,0.0009392233635431095,0.002,0.0009392233635431095,1.0,0.0020000003,543.6992,4999.972090685581,4999.972090685581,4999.972090685581,1.0,,1.0,4940.054,500.00000664260017,1,0.002,500,500.0
495.02,1.0,3.5044917e-18,100,4950.075,1.0,249000.4748092921,0.01,249000.4748092921,1.0,0.009999998,496.49823,4950.075492735171,4950.075492735171,4950.075492735171,1.0,,1.0,4950.075,100.0,2,0.01,500,500.0
480.05,1.0,2.179301e-19,100,4875.075,1.0,968720.2670438368,0.005,968720.2670438368,1.0,0.0049999994,779.9979,4800.075492523521,4800.075492523521,4800.075492523521,1.0,,1.0,4875.075,200.00000010221265,2,0.005,500,500.0
495.01,1.0,5.4391416e-20,100,4900.041,1.0,249997.36804657223,0.0033333334,249997.36804657223,1.0,0.0033333336,699.53107,4949.973935159604,4949.973935159604,4949.973935159604,1.0,,1.0,4900.041,299.999969473632,2,0.0033333334,500,500.0
490.03,1.0,5.434597e-20,100,4900.05,1.0,493957.40588029544,0.0025,493957.40588029544,1.0,0.0024999997,699.47284,4900.075131372283,4900.075131372283,4900.075131372283,1.0,,1.0,4900.05,400.0,2,0.0025,500,500.0
495.02,1.0,5.431875e-20,100,4910.055,1.0,249000.41485676623,0.002,249000.41485676623,1.0,0.0020000003,664.1627,4950.073886516222,4950.073886516222,4950.073886516222,1.0,,1.0,4910.055,500.00000664260017,1,0.002,500,500.0
495.01,1.0,3.5044917e-18,100,4949.976,1.0,249997.6149803808,0.01,249997.6149803808,1.0,0.009999998,497.4914,4949.976382664611,4949.976382664611,4949.976382664611,1.0,,1.0,4949.976,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4974.9746,1.0,0.0008367542501835195,0.005,0.0008367542501835195,1.0,0.0049999994,352.6666,4999.973675816967,4999.973675816967,4999.973675816967,1.0,,1.0,4974.9746,200.00000010221265,2,0.005,500,500.0
490.03,1.0,5.4391416e-20,100,4950.0073,1.0,493956.5620442826,0.0033333334,493956.5620442826,1.0,0.0033333336,497.1603,4900.070124458419,4900.070124458419,4900.070124458419,1.0,,1.0,4950.0073,299.999969473632,2,0.0033333334,500,500.0
495.02,1.0,5.434597e-20,100,4950.023,1.0,248999.81752615713,0.0025,248999.81752615713,1.0,0.0024999997,496.9947,4950.069053257404,4950.069053257404,4950.069053257404,1.0,,1.0,4950.023,400.0,2,0.0025,500,500.0
490.02,1.0,5.431875e-20,100,4940.0117,1.0,494942.673176899,0.002,494942.673176899,1.0,0.0020000003,544.06116,4899.9662274342445,4899.9662274342445,4899.9662274342445,1.0,,1.0,4940.0117,500.00000664260017,1,0.002,500,500.0
500.0,1.0,3.5044917e-18,100,4999.971,1.0,0.000607366525754204,0.01,0.000607366525754204,1.0,0.009999998,0.02453685,4999.971885707163,4999.971885707163,4999.971885707163,1.0,,1.0,4999.971,100.0,2,0.01,500,500.0
495.01,1.0,2.179301e-19,100,4974.9736,1.0,249997.54257929235,0.005,249997.54257929235,1.0,0.0049999994,352.66653,4949.97566508059,4949.97566508059,4949.97566508059,1.0,,1.0,4974.9736,200.00000010221265,2,0.005,500,500.0
495.01,1.0,5.4391416e-20,100,4966.641,1.0,249997.42326763013,0.0033333334,249997.42326763013,1.0,0.0033333336,406.8831,4949.97448302759,4949.97448302759,4949.97448302759,1.0,,1.0,4966.641,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4974.9736,1.0,0.0007223804759931629,0.0025,0.0007223804759931629,1.0,0.0024999997,352.6665,4999.972588863768,4999.972588863768,4999.972588863768,1.0,,1.0,4974.9736,400.0,2,0.0025,500,500.0
495.02,1.0,5.431875e-20,100,4969.9937,1.0,249000.3796313548,0.002,249000.3796313548,1.0,0.0020000003,385.87595,4950.07341253499,4950.07341253499,4950.07341253499,1.0,,1.0,4969.9937,500.00000664260017,1,0.002,500,500.0
500.0,1.0,3.5044917e-18,100,4999.975,1.0,0.0006458986853361321,0.01,0.0006458986853361321,1.0,0.009999998,0.025294006,4999.975200667987,4999.975200667987,4999.975200667987,1.0,,1.0,4999.975,100.0,2,0.01,500,500.0
495.01,1.0,2.179301e-19,100,4974.9756,1.0,249997.63844993955,0.005,249997.63844993955,1.0,0.0049999994,352.66666,4949.976613321426,4949.976613321426,4949.976613321426,1.0,,1.0,4974.9756,200.00000010221265,2,0.005,500,500.0
485.03,1.0,5.4391416e-20,100,4933.308,1.0,734840.2423125377,0.0033333334,734840.2423125377,1.0,0.0033333336,573.4854,4849.972796479494,4849.972796479494,4849.972796479494,1.0,,1.0,4933.308,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4949.973,1.0,0.0013370787563907153,0.0025,0.0013370787563907153,1.0,0.0024999997,497.49103,4999.967740201429,4999.967740201429,4999.967740201429,1.0,,1.0,4949.973,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4959.9727,1.0,0.001078204160182349,0.002,0.001078204160182349,1.0,0.0020000003,445.41873,4999.970162304499,4999.970162304499,4999.970162304499,1.0,,1.0,4959.9727,500.00000664260017,1,0.002,500,500.0
495.02,1.0,3.5044917e-18,100,4950.069,1.0,248999.83436073753,0.01,248999.83436073753,1.0,0.009999998,496.49756,4950.068977150481,4950.068977150481,4950.068977150481,1.0,,1.0,4950.069,100.0,2,0.01,500,500.0
495.02,1.0,2.179301e-19,100,4950.0728,1.0,249000.6402398027,0.005,249000.6402398027,1.0,0.0049999994,496.498,4950.076734977536,4950.076734977536,4950.076734977536,1.0,,1.0,4950.0728,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4966.7065,1.0,0.0009219994911682362,0.0033333334,0.0009219994911682362,1.0,0.0033333336,406.0708,4999.97310174127,4999.97310174127,4999.97310174127,1.0,,1.0,4966.7065,299.999969473632,2,0.0033333334,500,500.0
480.06,1.0,5.434597e-20,100,4925.0713,1.0,967749.7326328492,0.0025,967749.7326328492,1.0,0.0024999997,606.95026,4800.16564850485,4800.16564850485,4800.16564850485,1.0,,1.0,4925.0713,400.0,2,0.0025,500,500.0
480.05,1.0,5.431875e-20,100,4900.072,1.0,968719.9618879599,0.002,968719.9618879599,1.0,0.0020000003,699.2978,4800.074401278625,4800.074401278625,4800.074401278625,1.0,,1.0,4900.072,500.00000664260017,1,0.002,500,500.0
500.0,1.0,3.5044917e-18,100,4999.977,1.0,0.0006795806224928958,0.01,0.0006795806224928958,1.0,0.009999998,0.025933802,4999.977083238101,4999.977083238101,4999.977083238101,1.0,,1.0,4999.977,100.0,2,0.01,500,500.0
495.01,1.0,2.179301e-19,100,4974.9746,1.0,249997.16745990582,0.005,249997.16745990582,1.0,0.0049999994,352.6666,4949.971950394067,4949.971950394067,4949.971950394067,1.0,,1.0,4974.9746,200.00000010221265,2,0.005,500,500.0
495.02,1.0,5.4391416e-20,100,4966.6733,1.0,249000.02765167606,0.0033333334,249000.02765167606,1.0,0.0033333336,406.47714,4950.070301605785,4950.070301605785,4950.070301605785,1.0,,1.0,4966.6733,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4975.0,1.0,0.0005572934899392021,0.0025,0.0005572934899392021,1.0,0.0024999997,352.31482,4999.97826552112,4999.97826552112,4999.97826552112,1.0,,1.0,4975.0,400.0,2,0.0025,500,500.0
495.01,1.0,5.431875e-20,100,4969.9946,1.0,249997.30543079664,0.002,249997.30543079664,1.0,0.0020000003,385.876,4949.973314069654,4949.973314069654,4949.973314069654,1.0,,1.0,4969.9946,500.00000664260017,1,0.002,500,500.0
495.02,1.0,3.5044917e-18,100,4950.0747,1.0,249000.32406783875,0.01,249000.32406783875,1.0,0.009999998,496.49808,4950.074549832742,4950.074549832742,4950.074549832742,1.0,,1.0,4950.0747,100.0,2,0.01,500,500.0
490.02,1.0,2.179301e-19,100,4925.0264,1.0,494945.0828281382,0.005,494945.0828281382,1.0,0.0049999994,607.35516,4899.978158295678,4899.978158295678,4899.978158295678,1.0,,1.0,4925.0264,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4950.008,1.0,0.0009404800852211591,0.0033333334,0.0009404800852211591,1.0,0.0033333336,497.16034,4999.970069947146,4999.970069947146,4999.970069947146,1.0,,1.0,4950.008,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4962.498,1.0,0.0009947987521447149,0.0025,0.0009947987521447149,1.0,0.0024999997,431.09668,4999.970293642318,4999.970293642318,4999.970293642318,1.0,,1.0,4962.498,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4969.9937,1.0,0.0007961415913106356,0.002,0.0007961415913106356,1.0,0.0020000003,385.8759,4999.973308113555,4999.973308113555,4999.973308113555,1.0,,1.0,4969.9937,500.00000664260017,1,0.002,500,500.0
