AvgRet,J,Bound,Delta,ESSClassic,VarJ,AvgNormIw,VarNormIw,AvgDiscRet,MinVanillaIw,VanillaAvgRet,AvgEpLen,EpsThisIter,eRenyi2,ESSRenyi,MaxNormIw,VarVanillaIw,VarRet,BatchSize,MaxVanillaIw,IterType,VarDiscRet,AvgVanillaIw,MinNormIw
-57.1064124171,-58.7611,-58.7611,1.0,400.0,19.2803,0.0025,5.4346e-20,-57.1064124171,1.0,-57.1064124171,83.08,100,1.0,500.0,0.0025,,49.0905993013,500,1.0,2,49.0905993013,1.0,0.0025
-58.2136523618,-58.6516,-58.6516,1.0,500.000006643,17.6111,0.002,5.43187e-20,-58.2136523618,1.0,-58.2136523618,84.94,100,1.0,500.0,0.002,,64.2255729128,500,1.0,1,64.2255729128,1.0,0.002
-57.7066139776,-57.7066,-57.7066,1.0,100.0,6.83439,0.01,3.50449e-18,-57.7066139776,1.0,-57.7066139776,83.94,100,1.0,500.0,0.01,,47.1807293484,500,1.0,2,47.1807293484,1.0,0.01
-61.8239695276,-59.7653,-59.7653,1.0,200.000000102,26.1624,0.005,2.1793e-19,-61.8239695276,1.0,-61.8239695276,89.0,100,1.0,500.0,0.005,,1327.02513612,500,1.0,2,1327.02513612,1.0,0.005
-59.2936972259,-59.6081,-59.6081,1.0,299.999969474,21.7759,0.00333333,5.43914e-20,-59.2936972259,1.0,-59.2936972259,86.32,100,1.0,500.0,0.00333333,,54.0201458977,500,1.0,2,54.0201458977,1.0,0.00333333
-62.2512851442,-60.2689,-60.2689,1.0,400.0,26.2966,0.0025,5.4346e-20,-62.2512851442,1.0,-62.2512851442,89.92,100,1.0,500.0,0.0025,,1351.74900812,500,1.0,2,1351.74900812,1.0,0.0025
-62.6804149842,-60.7512,-60.7512,1.0,500.000006643,28.6177,0.002,5.43187e-20,-62.6804149842,1.0,-62.6804149842,90.22,100,1.0,500.0,0.002,,1337.54801517,500,1.0,1,1337.54801517,1.0,0.002
-58.0096368977,-58.0096,-58.0096,1.0,100.0,6.54246,0.01,3.50449e-18,-58.0096368977,1.0,-58.0096368977,85.07,100,1.0,500.0,0.01,,43.2361262293,500,1.0,2,43.2361262293,1.0,0.01
-62.4360923213,-60.2229,-60.2229,1.0,200.000000102,26.2405,0.005,2.1793e-19,-62.4360923213,1.0,-62.4360923213,90.33,100,1.0,500.0,0.005,,1337.90146743,500,1.0,2,1337.90146743,1.0,0.005
-58.2190317057,-59.5549,-59.5549,1.0,299.999969474,21.823,0.00333333,5.43914e-20,-58.2190317057,1.0,-58.2190317057,84.85,100,1.0,500.0,0.00333333,,49.420760473,500,1.0,2,49.420760473,1.0,0.00333333
-66.7004099645,-61.3413,-61.3413,1.0,400.0,31.7349,0.0025,5.4346e-20,-66.7004099645,1.0,-66.7004099645,95.29,100,1.0,500.0,0.0025,,2587.2655952,500,1.0,2,2587.2655952,1.0,0.0025
-61.7490112978,-61.4228,-61.4228,1.0,500.000006643,32.7176,0.002,5.43187e-20,-61.7490112978,1.0,-61.7490112978,89.19,100,1.0,500.0,0.002,,1337.0446665,500,1.0,1,1337.0446665,1.0,0.002
-57.8656397246,-57.8656,-57.8656,1.0,100.0,7.19708,0.01,3.50449e-18,-57.8656397246,1.0,-57.8656397246,84.35,100,1.0,500.0,0.01,,52.3211411177,500,1.0,2,52.3211411177,1.0,0.01
-62.5060539269,-60.1858,-60.1858,1.0,200.000000102,26.216,0.005,2.1793e-19,-62.5060539269,1.0,-62.5060539269,90.34,100,1.0,500.0,0.005,,1325.24878287,500,1.0,2,1325.24878287,1.0,0.005
-57.6762771469,-59.3493,-59.3493,1.0,299.999969474,21.8517,0.00333333,5.43914e-20,-57.6762771469,1.0,-57.6762771469,83.85,100,1.0,500.0,0.00333333,,54.2686342194,500,1.0,2,54.2686342194,1.0,0.00333333
-61.9561917433,-60.001,-60.001,1.0,400.0,26.2603,0.0025,5.4346e-20,-61.9561917433,1.0,-61.9561917433,89.39,100,1.0,500.0,0.0025,,1334.17335125,500,1.0,2,1334.17335125,1.0,0.0025
-59.8733761768,-59.9755,-59.9755,1.0,500.000006643,23.7191,0.002,5.43187e-20,-59.8733761768,1.0,-59.8733761768,87.42,100,1.0,500.0,0.002,,55.1073492112,500,1.0,1,55.1073492112,1.0,0.002
-57.9020195653,-57.902,-57.902,1.0,100.0,7.57254,0.01,3.50449e-18,-57.9020195653,1.0,-57.9020195653,84.51,100,1.0,500.0,0.01,,57.9225782139,500,1.0,2,57.9225782139,1.0,0.01
-58.7351819322,-58.3186,-58.3186,1.0,200.000000102,7.55659,0.005,2.1793e-19,-58.7351819322,1.0,-58.7351819322,86.04,100,1.0,500.0,0.005,,57.0845076659,500,1.0,2,57.0845076659,1.0,0.005
-61.0329883799,-59.2234,-59.2234,1.0,299.999969474,22.1011,0.00333333,5.43914e-20,-61.0329883799,1.0,-61.0329883799,87.93,100,1.0,500.0,0.00333333,,1359.85643667,500,1.0,2,1359.85643667,1.0,0.00333333
-68.9608039157,-61.6577,-61.6577,1.0,400.0,36.5513,0.0025,5.4346e-20,-68.9608039157,1.0,-68.9608039157,97.16,100,1.0,500.0,0.0025,,3845.97173247,500,1.0,2,3845.97173247,1.0,0.0025
-59.2339841369,-61.173,-61.173,1.0,500.000006643,32.9197,0.002,5.43187e-20,-59.2339841369,1.0,-59.2339841369,86.4,100,1.0,500.0,0.002,,70.5263523979,500,1.0,1,70.5263523979,1.0,0.002
-59.449117205,-59.4491,-59.4491,1.0,100.0,7.54806,0.01,3.50449e-18,-59.449117205,1.0,-59.449117205,87.19,100,1.0,500.0,0.01,,57.548704327,500,1.0,2,57.548704327,1.0,0.01
-58.1513109156,-58.8002,-58.8002,1.0,200.000000102,7.58355,0.005,2.1793e-19,-58.1513109156,1.0,-58.1513109156,84.76,100,1.0,500.0,0.005,,57.7829964977,500,1.0,2,57.7829964977,1.0,0.005
-60.7646833599,-59.455,-59.455,1.0,299.999969474,22.055,0.00333333,5.43914e-20,-60.7646833599,1.0,-60.7646833599,87.26,100,1.0,500.0,0.00333333,,1355.23117189,500,1.0,2,1355.23117189,1.0,0.00333333
-57.4888473254,-58.9635,-58.9635,1.0,400.0,19.4281,0.0025,5.4346e-20,-57.4888473254,1.0,-57.4888473254,83.66,100,1.0,500.0,0.0025,,48.1136275071,500,1.0,2,48.1136275071,1.0,0.0025
-57.5336983015,-58.6775,-58.6775,1.0,500.000006643,17.6439,0.002,5.43187e-20,-57.5336983015,1.0,-57.5336983015,83.91,100,1.0,500.0,0.002,,45.544729287,500,1.0,1,45.544729287,1.0,0.002
-59.3132420723,-59.3132,-59.3132,1.0,100.0,7.10018,0.01,3.50449e-18,-59.3132420723,1.0,-59.3132420723,86.71,100,1.0,500.0,0.01,,50.9218427627,500,1.0,2,50.9218427627,1.0,0.01
-57.8684112161,-58.5908,-58.5908,1.0,200.000000102,7.5126,0.005,2.1793e-19,-57.8684112161,1.0,-57.8684112161,84.22,100,1.0,500.0,0.005,,62.0423552337,500,1.0,2,62.0423552337,1.0,0.005
-58.8079562129,-58.6632,-58.6632,1.0,299.999969474,7.54561,0.00333333,5.43914e-20,-58.8079562129,1.0,-58.8079562129,85.67,100,1.0,500.0,0.00333333,,58.4836588846,500,1.0,2,58.4836588846,1.0,0.00333333
-69.4856375356,-61.3688,-61.3688,1.0,400.0,31.8288,0.0025,5.4346e-20,-69.4856375356,1.0,-69.4856375356,98.27,100,1.0,500.0,0.0025,,3831.94504945,500,1.0,2,3831.94504945,1.0,0.0025
-62.6695497096,-61.629,-61.629,1.0,500.000006643,32.8328,0.002,5.43187e-20,-62.6695497096,1.0,-62.6695497096,90.8,100,1.0,500.0,0.002,,1349.8258295,500,1.0,1,1349.8258295,1.0,0.002
-69.1332305826,-69.1332,-69.1332,1.0,100.0,61.6199,0.01,3.50449e-18,-69.1332305826,1.0,-69.1332305826,97.9,100,1.0,500.0,0.01,,3835.35975153,500,1.0,2,3835.35975153,1.0,0.01
-65.797334426,-67.4653,-67.4653,1.0,200.000000102,56.4165,0.005,2.1793e-19,-65.797334426,1.0,-65.797334426,93.83,100,1.0,500.0,0.005,,2588.95817096,500,1.0,2,2588.95817096,1.0,0.005
-65.7214404315,-66.884,-66.884,1.0,299.999969474,54.6097,0.00333333,5.43914e-20,-65.7214404315,1.0,-65.7214404315,93.54,100,1.0,500.0,0.00333333,,2605.04242892,500,1.0,2,2605.04242892,1.0,0.00333333
-59.8301220128,-65.1205,-65.1205,1.0,400.0,47.5577,0.0025,5.4346e-20,-59.8301220128,1.0,-59.8301220128,87.37,100,1.0,500.0,0.0025,,63.616634421,500,1.0,2,63.616634421,1.0,0.0025
-58.5710159473,-63.8106,-63.8106,1.0,500.000006643,42.7062,0.002,5.43187e-20,-58.5710159473,1.0,-58.5710159473,85.25,100,1.0,500.0,0.002,,38.203018288,500,1.0,1,38.203018288,1.0,0.002
-61.5259568425,-61.526,-61.526,1.0,100.0,36.4821,0.01,3.50449e-18,-61.5259568425,1.0,-61.5259568425,88.64,100,1.0,500.0,0.01,,1344.38458794,500,1.0,2,1344.38458794,1.0,0.01
-57.3996547812,-59.4628,-59.4628,1.0,200.000000102,26.3541,0.005,2.1793e-19,-57.3996547812,1.0,-57.3996547812,83.69,100,1.0,500.0,0.005,,50.1258583909,500,1.0,2,50.1258583909,1.0,0.005
-57.883437292,-58.9364,-58.9364,1.0,299.999969474,22.0006,0.00333333,5.43914e-20,-57.883437292,1.0,-57.883437292,84.55,100,1.0,500.0,0.00333333,,61.9600344128,500,1.0,2,61.9600344128,1.0,0.00333333
-61.1618694052,-59.4927,-59.4927,1.0,400.0,26.3487,0.0025,5.4346e-20,-61.1618694052,1.0,-61.1618694052,88.15,100,1.0,500.0,0.0025,,1334.56921285,500,1.0,2,1334.56921285,1.0,0.0025
-61.6371372084,-59.9216,-59.9216,1.0,500.000006643,28.7093,0.002,5.43187e-20,-61.6371372084,1.0,-61.6371372084,88.74,100,1.0,500.0,0.002,,1353.95064689,500,1.0,1,1353.95064689,1.0,0.002
-59.4321458754,-59.4321,-59.4321,1.0,100.0,9.47479,0.01,3.50449e-18,-59.4321458754,1.0,-59.4321458754,86.86,100,1.0,500.0,0.01,,90.6785252318,500,1.0,2,90.6785252318,1.0,0.01
-58.1543604641,-58.7933,-58.7933,1.0,200.000000102,8.86246,0.005,2.1793e-19,-58.1543604641,1.0,-58.1543604641,84.87,100,1.0,500.0,0.005,,67.1698980656,500,1.0,2,67.1698980656,1.0,0.005
-56.6215416467,-58.0694,-58.0694,1.0,299.999969474,8.42268,0.00333333,5.43914e-20,-56.6215416467,1.0,-56.6215416467,82.47,100,1.0,500.0,0.00333333,,53.1251107152,500,1.0,2,53.1251107152,1.0,0.00333333
-58.5770024534,-58.1963,-58.1963,1.0,400.0,8.25471,0.0025,5.4346e-20,-58.5770024534,1.0,-58.5770024534,85.58,100,1.0,500.0,0.0025,,60.144475586,500,1.0,2,60.144475586,1.0,0.0025
-58.4196191601,-58.2409,-58.2409,1.0,500.000006643,8.13306,0.002,5.43187e-20,-58.4196191601,1.0,-58.4196191601,85.47,100,1.0,500.0,0.002,,58.720111402,500,1.0,1,58.720111402,1.0,0.002
-58.6011705728,-58.6012,-58.6012,1.0,100.0,7.74289,0.01,3.50449e-18,-58.6011705728,1.0,-58.6011705728,85.7,100,1.0,500.0,0.01,,60.557855547,500,1.0,2,60.557855547,1.0,0.01
-58.3349797376,-58.4681,-58.4681,1.0,200.000000102,7.4527,0.005,2.1793e-19,-58.3349797376,1.0,-58.3349797376,85.02,100,1.0,500.0,0.005,,51.6139435105,500,1.0,2,51.6139435105,1.0,0.005
-72.0826235636,-63.0063,-63.0063,1.0,299.999969474,41.8078,0.00333333,5.43914e-20,-72.0826235636,1.0,-72.0826235636,100.51,100,1.0,500.0,0.00333333,,5059.6231119,500,1.0,2,5059.6231119,1.0,0.00333333
-65.0980988395,-63.5292,-63.5292,1.0,400.0,44.2408,0.0025,5.4346e-20,-65.0980988395,1.0,-65.0980988395,92.62,100,1.0,500.0,0.0025,,2608.10529835,500,1.0,2,2608.10529835,1.0,0.0025
-58.6830820847,-62.56,-62.56,1.0,500.000006643,39.7481,0.002,5.43187e-20,-58.6830820847,1.0,-58.6830820847,85.71,100,1.0,500.0,0.002,,52.3149608274,500,1.0,1,52.3149608274,1.0,0.002
-62.0214361399,-62.0214,-62.0214,1.0,100.0,36.4499,0.01,3.50449e-18,-62.0214361399,1.0,-62.0214361399,89.32,100,1.0,500.0,0.01,,1342.01428345,500,1.0,2,1342.01428345,1.0,0.01
-61.8415695272,-61.9315,-61.9315,1.0,200.000000102,36.3922,0.005,2.1793e-19,-61.8415695272,1.0,-61.8415695272,89.25,100,1.0,500.0,0.005,,1333.50213745,500,1.0,2,1333.50213745,1.0,0.005
-68.6770470245,-64.18,-64.18,1.0,299.999969474,46.5346,0.00333333,5.43914e-20,-68.6770470245,1.0,-68.6770470245,96.9,100,1.0,500.0,0.00333333,,3855.84650472,500,1.0,2,3855.84650472,1.0,0.00333333
-58.2828852677,-62.7057,-62.7057,1.0,400.0,40.5351,0.0025,5.4346e-20,-58.2828852677,1.0,-58.2828852677,85.14,100,1.0,500.0,0.0025,,50.4075308143,500,1.0,2,50.4075308143,1.0,0.0025
-61.8652765524,-62.5376,-62.5376,1.0,500.000006643,39.7396,0.002,5.43187e-20,-61.8652765524,1.0,-61.8652765524,89.39,100,1.0,500.0,0.002,,1336.5935956,500,1.0,1,1336.5935956,1.0,0.002
-61.7923101707,-61.7923,-61.7923,1.0,100.0,36.2382,0.01,3.50449e-18,-61.7923101707,1.0,-61.7923101707,89.06,100,1.0,500.0,0.01,,1326.47016632,500,1.0,2,1326.47016632,1.0,0.01
-58.7642914708,-60.2783,-60.2783,1.0,200.000000102,26.2118,0.005,2.1793e-19,-58.7642914708,1.0,-58.7642914708,85.82,100,1.0,500.0,0.005,,56.8936047505,500,1.0,2,56.8936047505,1.0,0.005
-57.5144418803,-59.357,-59.357,1.0,299.999969474,21.8657,0.00333333,5.43914e-20,-57.5144418803,1.0,-57.5144418803,83.79,100,1.0,500.0,0.00333333,,55.6717055299,500,1.0,2,55.6717055299,1.0,0.00333333
-64.2502040565,-60.5803,-60.5803,1.0,400.0,31.7808,0.0025,5.4346e-20,-64.2502040565,1.0,-64.2502040565,91.25,100,1.0,500.0,0.0025,,2613.93678074,500,1.0,2,2613.93678074,1.0,0.0025
-62.9331969233,-61.0509,-61.0509,1.0,500.000006643,32.7442,0.002,5.43187e-20,-62.9331969233,1.0,-62.9331969233,91.15,100,1.0,500.0,0.002,,1329.69505999,500,1.0,1,1329.69505999,1.0,0.002
-57.832637327,-57.8326,-57.8326,1.0,100.0,7.23684,0.01,3.50449e-18,-57.832637327,1.0,-57.832637327,83.96,100,1.0,500.0,0.01,,52.9008474503,500,1.0,2,52.9008474503,1.0,0.01
-57.8199788806,-57.8263,-57.8263,1.0,200.000000102,7.13976,0.005,2.1793e-19,-57.8199788806,1.0,-57.8199788806,84.07,100,1.0,500.0,0.005,,50.0811062634,500,1.0,2,50.0811062634,1.0,0.005
-58.9224422957,-58.1917,-58.1917,1.0,299.999969474,7.39365,0.00333333,5.43914e-20,-58.9224422957,1.0,-58.9224422957,85.95,100,1.0,500.0,0.00333333,,61.8634978304,500,1.0,2,61.8634978304,1.0,0.00333333
-58.2522995125,-58.2068,-58.2068,1.0,400.0,7.40049,0.0025,5.4346e-20,-58.2522995125,1.0,-58.2522995125,85.33,100,1.0,500.0,0.0025,,55.6246067457,500,1.0,2,55.6246067457,1.0,0.0025
-57.6623342882,-58.0979,-58.0979,1.0,500.000006643,7.35576,0.002,5.43187e-20,-57.6623342882,1.0,-57.6623342882,84.2,100,1.0,500.0,0.002,,51.7469311947,500,1.0,1,51.7469311947,1.0,0.002
-61.0402086075,-61.0402,-61.0402,1.0,100.0,36.304,0.01,3.50449e-18,-61.0402086075,1.0,-61.0402086075,87.69,100,1.0,500.0,0.01,,1331.29642275,500,1.0,2,1331.29642275,1.0,0.01
-68.6929299985,-64.8666,-64.8666,1.0,200.000000102,50.7248,0.005,2.1793e-19,-68.6929299985,1.0,-68.6929299985,96.65,100,1.0,500.0,0.005,,3837.11694903,500,1.0,2,3837.11694903,1.0,0.005
-61.8538544181,-63.8623,-63.8623,1.0,299.999969474,46.4902,0.00333333,5.43914e-20,-61.8538544181,1.0,-61.8538544181,89.16,100,1.0,500.0,0.00333333,,1345.41068659,500,1.0,2,1345.41068659,1.0,0.00333333
-61.9033308658,-63.3726,-63.3726,1.0,400.0,44.2022,0.0025,5.4346e-20,-61.9033308658,1.0,-61.9033308658,89.31,100,1.0,500.0,0.0025,,1341.85348645,500,1.0,2,1341.85348645,1.0,0.0025
-72.4313039874,-65.1843,-65.1843,1.0,500.000006643,50.7575,0.002,5.43187e-20,-72.4313039874,1.0,-72.4313039874,101.25,100,1.0,500.0,0.002,,5051.16490235,500,1.0,1,5051.16490235,1.0,0.002
-61.5633941731,-61.5634,-61.5634,1.0,100.0,36.3915,0.01,3.50449e-18,-61.5633941731,1.0,-61.5633941731,88.61,100,1.0,500.0,0.01,,1337.72009869,500,1.0,2,1337.72009869,1.0,0.01
-57.8001195446,-59.6818,-59.6818,1.0,200.000000102,26.3104,0.005,2.1793e-19,-57.8001195446,1.0,-57.8001195446,84.03,100,1.0,500.0,0.005,,53.5808747579,500,1.0,2,53.5808747579,1.0,0.005
-63.8432791407,-61.0689,-61.0689,1.0,299.999969474,30.073,0.00333333,5.43914e-20,-63.8432791407,1.0,-63.8432791407,92.52,100,1.0,500.0,0.00333333,,1330.44496321,500,1.0,2,1330.44496321,1.0,0.00333333
-58.3254679622,-60.3831,-60.3831,1.0,400.0,26.3189,0.0025,5.4346e-20,-58.3254679622,1.0,-58.3254679622,85.23,100,1.0,500.0,0.0025,,52.4680991731,500,1.0,2,52.4680991731,1.0,0.0025
-60.5289405958,-60.4122,-60.4122,1.0,500.000006643,28.6284,0.002,5.43187e-20,-60.5289405958,1.0,-60.5289405958,87.28,100,1.0,500.0,0.002,,1340.56874525,500,1.0,1,1340.56874525,1.0,0.002
-57.9023021999,-57.9023,-57.9023,1.0,100.0,6.79411,0.01,3.50449e-18,-57.9023021999,1.0,-57.9023021999,84.25,100,1.0,500.0,0.01,,46.6262347455,500,1.0,2,46.6262347455,1.0,0.01
-62.4390452561,-60.1707,-60.1707,1.0,200.000000102,26.3292,0.005,2.1793e-19,-62.4390452561,1.0,-62.4390452561,89.89,100,1.0,500.0,0.005,,1343.43455218,500,1.0,2,1343.43455218,1.0,0.005
-61.8126752758,-60.718,-60.718,1.0,299.999969474,30.0888,0.00333333,5.43914e-20,-61.8126752758,1.0,-61.8126752758,89.61,100,1.0,500.0,0.00333333,,1341.17349091,500,1.0,2,1341.17349091,1.0,0.00333333
-58.3147788356,-60.1172,-60.1172,1.0,400.0,26.3046,0.0025,5.4346e-20,-58.3147788356,1.0,-58.3147788356,85.52,100,1.0,500.0,0.0025,,47.8672583884,500,1.0,2,47.8672583884,1.0,0.0025
-58.0396861173,-59.7017,-59.7017,1.0,500.000006643,23.8033,0.002,5.43187e-20,-58.0396861173,1.0,-58.0396861173,84.96,100,1.0,500.0,0.002,,62.4216076617,500,1.0,1,62.4216076617,1.0,0.002
-58.2127799658,-58.2128,-58.2128,1.0,100.0,7.36589,0.01,3.50449e-18,-58.2127799658,1.0,-58.2127799658,84.93,100,1.0,500.0,0.01,,54.8043498083,500,1.0,2,54.8043498083,1.0,0.01
-61.8437396185,-60.0283,-60.0283,1.0,200.000000102,26.3327,0.005,2.1793e-19,-61.8437396185,1.0,-61.8437396185,89.33,100,1.0,500.0,0.005,,1339.3626607,500,1.0,2,1339.3626607,1.0,0.005
-64.8208905718,-61.6258,-61.6258,1.0,299.999969474,36.4639,0.00333333,5.43914e-20,-64.8208905718,1.0,-64.8208905718,92.53,100,1.0,500.0,0.00333333,,2612.85108579,500,1.0,2,2612.85108579,1.0,0.00333333
-58.2648374106,-60.7856,-60.7856,1.0,400.0,31.8187,0.0025,5.4346e-20,-58.2648374106,1.0,-58.2648374106,85.13,100,1.0,500.0,0.0025,,52.9321814388,500,1.0,2,52.9321814388,1.0,0.0025
-58.1985966988,-60.2682,-60.2682,1.0,500.000006643,28.652,0.002,5.43187e-20,-58.1985966988,1.0,-58.1985966988,84.89,100,1.0,500.0,0.002,,50.1124769789,500,1.0,1,50.1124769789,1.0,0.002
-58.8573367603,-58.8573,-58.8573,1.0,100.0,7.44612,0.01,3.50449e-18,-58.8573367603,1.0,-58.8573367603,85.97,100,1.0,500.0,0.01,,56.0048138102,500,1.0,2,56.0048138102,1.0,0.01
-61.4816559348,-60.1695,-60.1695,1.0,200.000000102,26.2381,0.005,2.1793e-19,-61.4816559348,1.0,-61.4816559348,88.79,100,1.0,500.0,0.005,,1331.29980955,500,1.0,2,1331.29980955,1.0,0.005
-57.9476995501,-59.4289,-59.4289,1.0,299.999969474,21.8866,0.00333333,5.43914e-20,-57.9476995501,1.0,-57.9476995501,84.43,100,1.0,500.0,0.00333333,,57.4825679727,500,1.0,2,57.4825679727,1.0,0.00333333
-58.1743763183,-59.1153,-59.1153,1.0,400.0,19.272,0.0025,5.4346e-20,-58.1743763183,1.0,-58.1743763183,85.05,100,1.0,500.0,0.0025,,47.8656042376,500,1.0,2,47.8656042376,1.0,0.0025
-59.1416128094,-59.1205,-59.1205,1.0,500.000006643,17.5223,0.002,5.43187e-20,-59.1416128094,1.0,-59.1416128094,86.46,100,1.0,500.0,0.002,,50.0194490089,500,1.0,1,50.0194490089,1.0,0.002
-66.3650890805,-66.3651,-66.3651,1.0,100.0,50.8012,0.01,3.50449e-18,-66.3650890805,1.0,-66.3650890805,94.98,100,1.0,500.0,0.01,,2606.83226773,500,1.0,2,2606.83226773,1.0,0.01
-58.7195704164,-62.5423,-62.5423,1.0,200.000000102,36.5571,0.005,2.1793e-19,-58.7195704164,1.0,-58.7195704164,86.14,100,1.0,500.0,0.005,,63.4947806555,500,1.0,2,63.4947806555,1.0,0.005
-58.0305614524,-61.0384,-61.0384,1.0,299.999969474,30.2236,0.00333333,5.43914e-20,-58.0305614524,1.0,-58.0305614524,84.79,100,1.0,500.0,0.00333333,,54.5159437429,500,1.0,2,54.5159437429,1.0,0.00333333
-62.2449748449,-61.34,-61.34,1.0,400.0,31.916,0.0025,5.4346e-20,-62.2449748449,1.0,-62.2449748449,90.06,100,1.0,500.0,0.0025,,1346.5176742,500,1.0,2,1346.5176742,1.0,0.0025
-58.2314736542,-60.7183,-60.7183,1.0,500.000006643,28.8171,0.002,5.43187e-20,-58.2314736542,1.0,-58.2314736542,84.82,100,1.0,500.0,0.002,,70.5619456989,500,1.0,1,70.5619456989,1.0,0.002
-61.8273851323,-61.8274,-61.8274,1.0,100.0,36.5105,0.01,3.50449e-18,-61.8273851323,1.0,-61.8273851323,88.94,100,1.0,500.0,0.01,,1346.47870596,500,1.0,2,1346.47870596,1.0,0.01
-57.4069530225,-59.6172,-59.6172,1.0,200.000000102,26.4882,0.005,2.1793e-19,-57.4069530225,1.0,-57.4069530225,83.46,100,1.0,500.0,0.005,,61.0748929574,500,1.0,2,61.0748929574,1.0,0.005
-57.8170561834,-59.0171,-59.0171,1.0,299.999969474,21.9301,0.00333333,5.43914e-20,-57.8170561834,1.0,-57.8170561834,84.23,100,1.0,500.0,0.00333333,,37.759629024,500,1.0,2,37.759629024,1.0,0.00333333
-66.1774424222,-60.8072,-60.8072,1.0,400.0,31.8346,0.0025,5.4346e-20,-66.1774424222,1.0,-66.1774424222,94.43,100,1.0,500.0,0.0025,,2598.51498404,500,1.0,2,2598.51498404,1.0,0.0025
-57.1060477427,-60.067,-60.067,1.0,500.000006643,28.6713,0.002,5.43187e-20,-57.1060477427,1.0,-57.1060477427,83.43,100,1.0,500.0,0.002,,45.9581812578,500,1.0,1,45.9581812578,1.0,0.002
-57.5150225733,-57.515,-57.515,1.0,100.0,6.57191,0.01,3.50449e-18,-57.5150225733,1.0,-57.5150225733,84.13,100,1.0,500.0,0.01,,43.6262067801,500,1.0,2,43.6262067801,1.0,0.01
-64.8390702604,-61.177,-61.177,1.0,200.000000102,36.4131,0.005,2.1793e-19,-64.8390702604,1.0,-64.8390702604,92.04,100,1.0,500.0,0.005,,2607.89584407,500,1.0,2,2607.89584407,1.0,0.005
-58.6863990483,-60.3468,-60.3468,1.0,299.999969474,30.1196,0.00333333,5.43914e-20,-58.6863990483,1.0,-58.6863990483,85.58,100,1.0,500.0,0.00333333,,66.268719525,500,1.0,2,66.268719525,1.0,0.00333333
-62.8016547625,-60.9605,-60.9605,1.0,400.0,31.834,0.0025,5.4346e-20,-62.8016547625,1.0,-62.8016547625,90.82,100,1.0,500.0,0.0025,,1340.92907639,500,1.0,2,1340.92907639,1.0,0.0025
-58.0130130868,-60.371,-60.371,1.0,500.000006643,28.6854,0.002,5.43187e-20,-58.0130130868,1.0,-58.0130130868,84.68,100,1.0,500.0,0.002,,54.2489905647,500,1.0,1,54.2489905647,1.0,0.002
-58.85265357,-58.8527,-58.8527,1.0,100.0,6.90236,0.01,3.50449e-18,-58.85265357,1.0,-58.85265357,85.68,100,1.0,500.0,0.01,,48.1238491183,500,1.0,2,48.1238491183,1.0,0.01
-56.9442638497,-57.8985,-57.8985,1.0,200.000000102,6.90562,0.005,2.1793e-19,-56.9442638497,1.0,-56.9442638497,82.9,100,1.0,500.0,0.005,,46.375438726,500,1.0,2,46.375438726,1.0,0.005
-62.5791099191,-59.4587,-59.4587,1.0,299.999969474,21.9486,0.00333333,5.43914e-20,-62.5791099191,1.0,-62.5791099191,90.75,100,1.0,500.0,0.00333333,,1348.7279111,500,1.0,2,1348.7279111,1.0,0.00333333
-58.4723086318,-59.2121,-59.2121,1.0,400.0,19.3248,0.0025,5.4346e-20,-58.4723086318,1.0,-58.4723086318,85.57,100,1.0,500.0,0.0025,,48.3202032813,500,1.0,2,48.3202032813,1.0,0.0025
-69.062840177,-61.1822,-61.1822,1.0,500.000006643,32.7827,0.002,5.43187e-20,-69.062840177,1.0,-69.062840177,97.69,100,1.0,500.0,0.002,,3840.50438532,500,1.0,1,3840.50438532,1.0,0.002
-58.6430936652,-58.6431,-58.6431,1.0,100.0,7.64744,0.01,3.50449e-18,-58.6430936652,1.0,-58.6430936652,85.72,100,1.0,500.0,0.01,,59.074120384,500,1.0,2,59.074120384,1.0,0.01
-62.1551212166,-60.3991,-60.3991,1.0,200.000000102,26.3665,0.005,2.1793e-19,-62.1551212166,1.0,-62.1551212166,89.74,100,1.0,500.0,0.005,,1339.12822209,500,1.0,2,1339.12822209,1.0,0.005
-61.0889909734,-60.6291,-60.6291,1.0,299.999969474,30.1182,0.00333333,5.43914e-20,-61.0889909734,1.0,-61.0889909734,87.77,100,1.0,500.0,0.00333333,,1344.06152686,500,1.0,2,1344.06152686,1.0,0.00333333
-64.8587910435,-61.6865,-61.6865,1.0,400.0,36.4675,0.0025,5.4346e-20,-64.8587910435,1.0,-64.8587910435,92.43,100,1.0,500.0,0.0025,,2610.87930497,500,1.0,2,2610.87930497,1.0,0.0025
-58.5163892396,-61.0525,-61.0525,1.0,500.000006643,32.8098,0.002,5.43187e-20,-58.5163892396,1.0,-58.5163892396,85.55,100,1.0,500.0,0.002,,55.4017220766,500,1.0,1,55.4017220766,1.0,0.002
-59.4535055502,-59.4535,-59.4535,1.0,100.0,7.67308,0.01,3.50449e-18,-59.4535055502,1.0,-59.4535055502,87.07,100,1.0,500.0,0.01,,59.4708230461,500,1.0,2,59.4708230461,1.0,0.01
