AvgEpLen,MaxVanillaIw,BatchSize,eRenyi2,VarJ,VarNormIw,VanillaAvgRet,AvgNormIw,VarDiscRet,ESSClassic,IterType,Bound,MinNormIw,AvgVanillaIw,MinVanillaIw,Delta,ESSRenyi,EpsThisIter,VarRet,AvgDiscRet,VarVanillaIw,MaxNormIw,J,AvgRet
90.33,1.0,500,1.0,245.066,5.4346e-20,835.94309082,0.0025,74743.3779761,400.0,2,719.385,0.0025,1.0,1.0,0.5,500.0,100,74743.3779761,835.94309082,,0.0025,791.873,835.94309082
83.79,1.0,500,1.0,243.37,5.43187e-20,775.762521042,0.002,56268.6157464,500.000006643,1,723.816,0.002,1.0,1.0,0.5,500.0,100,56268.6157464,775.762521042,,0.002,788.651,775.762521042
87.62,1.0,500,1.0,246.98,3.50449e-18,811.484350105,0.01,61615.1601432,100.0,2,660.746,0.01,1.0,1.0,0.5,500.0,100,61615.1601432,811.484350105,,0.01,811.484,811.484350105
90.75,1.0,500,1.0,253.171,2.1793e-19,840.267733391,0.005,67452.2787564,200.000000102,2,719.288,0.005,1.0,1.0,0.5,500.0,100,67452.2787564,840.267733391,,0.005,825.876,840.267733391
83.16,1.0,500,1.0,249.699,5.43914e-20,770.250221894,0.00333333,57368.7259171,299.999969474,2,720.305,0.00333333,1.0,1.0,0.5,500.0,100,57368.7259171,770.250221894,,0.00333333,807.334,770.250221894
84.08,1.0,500,1.0,250.979,5.4346e-20,777.870423179,0.0025,64911.0687591,400.0,2,724.599,0.0025,1.0,1.0,0.5,500.0,100,64911.0687591,777.870423179,,0.0025,799.968,777.870423179
79.87,1.0,500,1.0,244.756,5.43187e-20,740.341186678,0.002,45172.5202105,500.000006643,1,720.63,0.002,1.0,1.0,0.5,500.0,100,45172.5202105,740.341186678,,0.002,788.043,740.341186678
86.05,1.0,500,1.0,238.142,3.50449e-18,796.487145285,0.01,57284.5210137,100.0,2,654.726,0.01,1.0,1.0,0.5,500.0,100,57284.5210137,796.487145285,,0.01,796.487,796.487145285
87.36,1.0,500,1.0,261.564,2.1793e-19,807.937078192,0.005,80862.7276613,200.000000102,2,698.159,0.005,1.0,1.0,0.5,500.0,100,80862.7276613,807.937078192,,0.005,802.212,807.937078192
80.41,1.0,500,1.0,253.721,5.43914e-20,744.193878756,0.00333333,54592.8556011,299.999969474,2,697.914,0.00333333,1.0,1.0,0.5,500.0,100,54592.8556011,744.193878756,,0.00333333,782.873,744.193878756
87.34,1.0,500,1.0,252.507,5.4346e-20,808.44388746,0.0025,62047.1810611,400.0,2,715.689,0.0025,1.0,1.0,0.5,500.0,100,62047.1810611,808.44388746,,0.0025,789.266,808.44388746
86.19,1.0,500,1.0,252.656,5.43187e-20,797.722979852,0.002,64725.5183273,500.000006643,1,725.148,0.002,1.0,1.0,0.5,500.0,100,64725.5183273,797.722979852,,0.002,790.957,797.722979852
89.71,1.0,500,1.0,266.914,3.50449e-18,830.298131673,0.01,71962.8732168,100.0,2,690.891,0.01,1.0,1.0,0.5,500.0,100,71962.8732168,830.298131673,,0.01,830.298,830.298131673
84.54,1.0,500,1.0,243.361,2.1793e-19,782.329341355,0.005,46520.8169569,200.000000102,2,707.738,0.005,1.0,1.0,0.5,500.0,100,46520.8169569,782.329341355,,0.005,806.314,782.329341355
84.77,1.0,500,1.0,249.545,5.43914e-20,785.312581648,0.00333333,68762.7799063,299.999969474,2,718.674,0.00333333,1.0,1.0,0.5,500.0,100,68762.7799063,785.312581648,,0.00333333,799.313,785.312581648
85.73,1.0,500,1.0,249.928,5.4346e-20,794.018285605,0.0025,63653.8225955,400.0,2,726.666,0.0025,1.0,1.0,0.5,500.0,100,63653.8225955,794.018285605,,0.0025,797.99,794.018285605
82.44,1.0,500,1.0,249.174,5.43187e-20,763.017722168,0.002,60204.8024655,500.000006643,1,727.192,0.002,1.0,1.0,0.5,500.0,100,60204.8024655,763.017722168,,0.002,790.995,763.017722168
87.35,1.0,500,1.0,246.054,3.50449e-18,808.723454953,0.01,61153.8797246,100.0,2,666.532,0.01,1.0,1.0,0.5,500.0,100,61153.8797246,808.723454953,,0.01,808.723,808.723454953
90.2,1.0,500,1.0,263.825,2.1793e-19,834.033036956,0.005,79136.4694366,200.000000102,2,719.475,0.005,1.0,1.0,0.5,500.0,100,79136.4694366,834.033036956,,0.005,821.378,834.033036956
84.4,1.0,500,1.0,258.787,5.43914e-20,781.249572704,0.00333333,61243.8277151,299.999969474,2,723.281,0.00333333,1.0,1.0,0.5,500.0,100,61243.8277151,781.249572704,,0.00333333,808.002,781.249572704
85.49,1.0,500,1.0,253.389,5.4346e-20,792.020447469,0.0025,56282.2005955,400.0,2,729.001,0.0025,1.0,1.0,0.5,500.0,100,56282.2005955,792.020447469,,0.0025,804.007,792.020447469
82.67,1.0,500,1.0,252.302,5.43187e-20,765.370058302,0.002,60873.0658277,500.000006643,1,729.192,0.002,1.0,1.0,0.5,500.0,100,60873.0658277,765.370058302,,0.002,796.279,765.370058302
86.46,1.0,500,1.0,257.538,3.50449e-18,800.914714619,0.01,66995.8598924,100.0,2,662.568,0.01,1.0,1.0,0.5,500.0,100,66995.8598924,800.914714619,,0.01,800.915,800.914714619
78.78,1.0,500,1.0,243.727,2.1793e-19,729.767162624,0.005,50452.999307,200.000000102,2,666.443,0.005,1.0,1.0,0.5,500.0,100,50452.999307,729.767162624,,0.005,765.341,729.767162624
83.51,1.0,500,1.0,244.051,5.43914e-20,773.071376864,0.00333333,60441.260071,299.999969474,2,687.168,0.00333333,1.0,1.0,0.5,500.0,100,60441.260071,773.071376864,,0.00333333,767.918,773.071376864
83.88,1.0,500,1.0,243.502,5.4346e-20,776.764185869,0.0025,59021.7898934,400.0,2,698.884,0.0025,1.0,1.0,0.5,500.0,100,59021.7898934,776.764185869,,0.0025,770.129,776.764185869
80.53,1.0,500,1.0,238.699,5.43187e-20,745.843432124,0.002,47718.848903,500.000006643,1,701.548,0.002,1.0,1.0,0.5,500.0,100,47718.848903,745.843432124,,0.002,765.272,745.843432124
86.56,1.0,500,1.0,205.749,3.50449e-18,801.926457361,0.01,42760.1747833,100.0,2,673.051,0.01,1.0,1.0,0.5,500.0,100,42760.1747833,801.926457361,,0.01,801.926,801.926457361
89.19,1.0,500,1.0,230.942,2.1793e-19,825.787887227,0.005,64698.0045094,200.000000102,2,710.506,0.005,1.0,1.0,0.5,500.0,100,64698.0045094,825.787887227,,0.005,813.857,825.787887227
91.05,1.0,500,1.0,243.692,5.43914e-20,842.447210312,0.00333333,71660.1212908,299.999969474,2,738.207,0.00333333,1.0,1.0,0.5,500.0,100,71660.1212908,842.447210312,,0.00333333,823.387,842.447210312
83.69,1.0,500,1.0,244.673,5.4346e-20,775.120627756,0.0025,60158.0930177,400.0,2,737.553,0.0025,1.0,1.0,0.5,500.0,100,60158.0930177,775.120627756,,0.0025,811.321,775.120627756
84.44,1.0,500,1.0,244.543,5.43187e-20,782.70547181,0.002,59486.7432277,500.000006643,1,739.618,0.002,1.0,1.0,0.5,500.0,100,59486.7432277,782.70547181,,0.002,805.598,782.70547181
86.08,1.0,500,1.0,241.286,3.50449e-18,797.400061937,0.01,58806.8044649,100.0,2,652.322,0.01,1.0,1.0,0.5,500.0,100,58806.8044649,797.400061937,,0.01,797.4,797.400061937
85.14,1.0,500,1.0,232.994,2.1793e-19,788.849795706,0.005,50825.2424213,200.000000102,2,687.607,0.005,1.0,1.0,0.5,500.0,100,50825.2424213,788.849795706,,0.005,793.125,788.849795706
87.62,1.0,500,1.0,235.995,5.43914e-20,811.859348935,0.00333333,58863.6545999,299.999969474,2,713.215,0.00333333,1.0,1.0,0.5,500.0,100,58863.6545999,811.859348935,,0.00333333,799.37,811.859348935
87.0,1.0,500,1.0,239.531,5.4346e-20,805.242359551,0.0025,63023.6319325,400.0,2,726.226,0.0025,1.0,1.0,0.5,500.0,100,63023.6319325,805.242359551,,0.0025,800.838,805.242359551
81.8,1.0,500,1.0,240.723,5.43187e-20,757.249094672,0.002,59309.6020965,500.000006643,1,725.385,0.002,1.0,1.0,0.5,500.0,100,59309.6020965,757.249094672,,0.002,792.12,757.249094672
85.61,1.0,500,1.0,265.044,3.50449e-18,791.476190305,0.01,70957.8390525,100.0,2,654.182,0.01,1.0,1.0,0.5,500.0,100,70957.8390525,791.476190305,,0.01,791.476,791.476190305
81.63,1.0,500,1.0,264.676,2.1793e-19,756.303914478,0.005,69939.5853804,200.000000102,2,669.298,0.005,1.0,1.0,0.5,500.0,100,69939.5853804,756.303914478,,0.005,773.89,756.303914478
80.06,1.0,500,1.0,252.53,5.43914e-20,741.433918407,0.00333333,51014.5940412,299.999969474,2,677.672,0.00333333,1.0,1.0,0.5,500.0,100,51014.5940412,741.433918407,,0.00333333,763.071,741.433918407
87.03,1.0,500,1.0,248.88,5.4346e-20,805.319297606,0.0025,55670.0063401,400.0,2,699.675,0.0025,1.0,1.0,0.5,500.0,100,55670.0063401,805.319297606,,0.0025,773.633,805.319297606
86.95,1.0,500,1.0,250.33,5.43187e-20,805.413772644,0.002,65405.88951,500.000006643,1,713.839,0.002,1.0,1.0,0.5,500.0,100,65405.88951,805.413772644,,0.002,779.99,805.413772644
84.43,1.0,500,1.0,266.644,3.50449e-18,781.427833031,0.01,71817.3833827,100.0,2,640.318,0.01,1.0,1.0,0.5,500.0,100,71817.3833827,781.427833031,,0.01,781.428,781.427833031
85.41,1.0,500,1.0,256.99,2.1793e-19,789.110317181,0.005,61574.3996264,200.000000102,2,684.927,0.005,1.0,1.0,0.5,500.0,100,61574.3996264,789.110317181,,0.005,785.269,789.110317181
82.73,1.0,500,1.0,246.815,5.43914e-20,765.68665857,0.00333333,50919.6767926,299.999969474,2,696.812,0.00333333,1.0,1.0,0.5,500.0,100,50919.6767926,765.68665857,,0.00333333,778.742,765.68665857
84.76,1.0,500,1.0,246.84,5.4346e-20,785.242399285,0.0025,61550.8555958,400.0,2,706.922,0.0025,1.0,1.0,0.5,500.0,100,61550.8555958,785.242399285,,0.0025,780.367,785.242399285
82.74,1.0,500,1.0,247.386,5.43187e-20,764.956218254,0.002,62714.9512607,500.000006643,1,709.976,0.002,1.0,1.0,0.5,500.0,100,62714.9512607,764.956218254,,0.002,777.285,764.956218254
85.1,1.0,500,1.0,227.209,3.50449e-18,788.402813448,0.01,52145.1644724,100.0,2,646.192,0.01,1.0,1.0,0.5,500.0,100,52145.1644724,788.402813448,,0.01,788.403,788.402813448
89.15,1.0,500,1.0,251.714,2.1793e-19,824.291042665,0.005,75203.9790986,200.000000102,2,701.78,0.005,1.0,1.0,0.5,500.0,100,75203.9790986,824.291042665,,0.005,806.347,824.291042665
82.67,1.0,500,1.0,239.646,5.43914e-20,766.134672404,0.00333333,44941.834023,299.999969474,2,707.564,0.00333333,1.0,1.0,0.5,500.0,100,44941.834023,766.134672404,,0.00333333,792.943,766.134672404
79.74,1.0,500,1.0,241.66,5.4346e-20,738.238005986,0.0025,59660.545048,400.0,2,705.326,0.0025,1.0,1.0,0.5,500.0,100,59660.545048,738.238005986,,0.0025,779.267,738.238005986
82.07,1.0,500,1.0,242.127,5.43187e-20,760.102224354,0.002,59832.5518228,500.000006643,1,709.3,0.002,1.0,1.0,0.5,500.0,100,59832.5518228,760.102224354,,0.002,775.434,760.102224354
82.32,1.0,500,1.0,215.987,3.50449e-18,762.505887425,0.01,47121.4647556,100.0,2,624.336,0.01,1.0,1.0,0.5,500.0,100,47121.4647556,762.505887425,,0.01,762.506,762.505887425
80.73,1.0,500,1.0,220.037,2.1793e-19,747.962299065,0.005,50582.121827,200.000000102,2,648.929,0.005,1.0,1.0,0.5,500.0,100,50582.121827,747.962299065,,0.005,755.234,747.962299065
86.45,1.0,500,1.0,229.548,5.43914e-20,800.763932107,0.00333333,60467.7679732,299.999969474,2,683.613,0.00333333,1.0,1.0,0.5,500.0,100,60467.7679732,800.763932107,,0.00333333,770.411,800.763932107
85.21,1.0,500,1.0,234.287,5.4346e-20,788.947575356,0.0025,61845.5931017,400.0,2,699.876,0.0025,1.0,1.0,0.5,500.0,100,61845.5931017,788.947575356,,0.0025,775.045,788.947575356
78.66,1.0,500,1.0,231.605,5.43187e-20,728.699159883,0.002,47397.456133,500.000006643,1,698.542,0.002,1.0,1.0,0.5,500.0,100,47397.456133,728.699159883,,0.002,765.776,728.699159883
87.15,1.0,500,1.0,250.15,3.50449e-18,807.112499232,0.01,63207.3430935,100.0,2,665.471,0.01,1.0,1.0,0.5,500.0,100,63207.3430935,807.112499232,,0.01,807.112,807.112499232
87.0,1.0,500,1.0,246.211,2.1793e-19,804.099208008,0.005,59252.5551014,200.000000102,2,705.45,0.005,1.0,1.0,0.5,500.0,100,59252.5551014,804.099208008,,0.005,805.606,804.099208008
81.24,1.0,500,1.0,241.611,5.43914e-20,752.569637304,0.00333333,52537.4109704,299.999969474,2,706.151,0.00333333,1.0,1.0,0.5,500.0,100,52537.4109704,752.569637304,,0.00333333,787.927,752.569637304
81.71,1.0,500,1.0,230.555,5.4346e-20,757.527836742,0.0025,37174.5026543,400.0,2,709.507,0.0025,1.0,1.0,0.5,500.0,100,37174.5026543,757.527836742,,0.0025,780.327,757.527836742
87.59,1.0,500,1.0,233.435,5.43187e-20,811.217587275,0.002,59670.034262,500.000006643,1,723.161,0.002,1.0,1.0,0.5,500.0,100,59670.034262,811.217587275,,0.002,786.505,811.217587275
88.12,1.0,500,1.0,231.514,3.50449e-18,815.718404852,0.01,54140.0131162,100.0,2,673.922,0.01,1.0,1.0,0.5,500.0,100,54140.0131162,815.718404852,,0.01,815.718,815.718404852
86.82,1.0,500,1.0,244.02,2.1793e-19,802.956669569,0.005,66072.6570154,200.000000102,2,704.06,0.005,1.0,1.0,0.5,500.0,100,66072.6570154,802.956669569,,0.005,809.338,802.956669569
85.46,1.0,500,1.0,237.668,5.43914e-20,791.333738449,0.00333333,50656.4805621,299.999969474,2,717.377,0.00333333,1.0,1.0,0.5,500.0,100,50656.4805621,791.333738449,,0.00333333,803.336,791.333738449
87.69,1.0,500,1.0,236.789,5.4346e-20,812.388518686,0.0025,55309.1447785,400.0,2,731.157,0.0025,1.0,1.0,0.5,500.0,100,55309.1447785,812.388518686,,0.0025,805.599,812.388518686
86.31,1.0,500,1.0,241.382,5.43187e-20,798.916743563,0.002,67692.394463,500.000006643,1,737.679,0.002,1.0,1.0,0.5,500.0,100,67692.394463,798.916743563,,0.002,804.263,798.916743563
84.24,1.0,500,1.0,269.431,3.50449e-18,780.205860238,0.01,73326.3323782,100.0,2,624.089,0.01,1.0,1.0,0.5,500.0,100,73326.3323782,780.205860238,,0.01,780.206,780.205860238
90.29,1.0,500,1.0,270.007,2.1793e-19,836.901298333,0.005,72330.5940664,200.000000102,2,698.163,0.005,1.0,1.0,0.5,500.0,100,72330.5940664,836.901298333,,0.005,808.554,836.901298333
84.65,1.0,500,1.0,271.799,5.43914e-20,783.32125316,0.00333333,76154.0637084,299.999969474,2,710.009,0.00333333,1.0,1.0,0.5,500.0,100,76154.0637084,783.32125316,,0.00333333,800.143,783.32125316
84.24,1.0,500,1.0,259.142,5.4346e-20,779.813707544,0.0025,47155.9901616,400.0,2,717.002,0.0025,1.0,1.0,0.5,500.0,100,47155.9901616,779.813707544,,0.0025,795.06,779.813707544
80.55,1.0,500,1.0,255.515,5.43187e-20,746.703073502,0.002,56515.4136162,500.000006643,1,715.572,0.002,1.0,1.0,0.5,500.0,100,56515.4136162,746.703073502,,0.002,785.389,746.703073502
85.81,1.0,500,1.0,232.121,3.50449e-18,794.716935919,0.01,54424.5875751,100.0,2,657.247,0.01,1.0,1.0,0.5,500.0,100,54424.5875751,794.716935919,,0.01,794.717,794.716935919
81.05,1.0,500,1.0,232.639,2.1793e-19,751.161493426,0.005,53952.7082623,200.000000102,2,673.862,0.005,1.0,1.0,0.5,500.0,100,53952.7082623,751.161493426,,0.005,772.939,751.161493426
83.51,1.0,500,1.0,227.26,5.43914e-20,773.54916903,0.00333333,47171.3481436,299.999969474,2,692.247,0.00333333,1.0,1.0,0.5,500.0,100,47171.3481436,773.54916903,,0.00333333,773.143,773.54916903
84.4,1.0,500,1.0,233.274,5.4346e-20,781.635416094,0.0025,63303.6706984,400.0,2,705.208,0.0025,1.0,1.0,0.5,500.0,100,63303.6706984,781.635416094,,0.0025,775.266,781.635416094
84.3,1.0,500,1.0,238.188,5.43187e-20,780.86990125,0.002,66641.2225847,500.000006643,1,709.617,0.002,1.0,1.0,0.5,500.0,100,66641.2225847,780.86990125,,0.002,776.387,780.86990125
84.4,1.0,500,1.0,239.912,3.50449e-18,781.977863187,0.01,58138.9565473,100.0,2,640.515,0.01,1.0,1.0,0.5,500.0,100,58138.9565473,781.977863187,,0.01,781.978,781.977863187
82.01,1.0,500,1.0,230.691,2.1793e-19,759.457622313,0.005,49116.9834268,200.000000102,2,670.104,0.005,1.0,1.0,0.5,500.0,100,49116.9834268,759.457622313,,0.005,770.718,759.457622313
87.26,1.0,500,1.0,228.562,5.43914e-20,807.439408296,0.00333333,49884.3638956,299.999969474,2,700.807,0.00333333,1.0,1.0,0.5,500.0,100,49884.3638956,807.439408296,,0.00333333,782.958,807.439408296
80.45,1.0,500,1.0,237.367,5.4346e-20,744.530669941,0.0025,68225.5928382,400.0,2,702.207,0.0025,1.0,1.0,0.5,500.0,100,68225.5928382,744.530669941,,0.0025,773.351,744.530669941
83.6,1.0,500,1.0,237.487,5.43187e-20,774.769179231,0.002,57198.0626202,500.000006643,1,710.001,0.002,1.0,1.0,0.5,500.0,100,57198.0626202,774.769179231,,0.002,773.635,774.769179231
82.68,1.0,500,1.0,235.417,3.50449e-18,765.547395952,0.01,55981.0464561,100.0,2,625.973,0.01,1.0,1.0,0.5,500.0,100,55981.0464561,765.547395952,,0.01,765.547,765.547395952
83.47,1.0,500,1.0,222.857,2.1793e-19,773.098854505,0.005,44323.7154007,200.000000102,2,670.629,0.005,1.0,1.0,0.5,500.0,100,44323.7154007,773.098854505,,0.005,769.323,773.098854505
85.7,1.0,500,1.0,233.409,5.43914e-20,793.860880851,0.00333333,64350.7841934,299.999969474,2,694.877,0.00333333,1.0,1.0,0.5,500.0,100,64350.7841934,793.860880851,,0.00333333,777.502,793.860880851
85.01,1.0,500,1.0,239.089,5.4346e-20,787.168780297,0.0025,65803.6962804,400.0,2,701.662,0.0025,1.0,1.0,0.5,500.0,100,65803.6962804,787.168780297,,0.0025,779.919,787.168780297
86.69,1.0,500,1.0,237.286,5.43187e-20,802.434978098,0.002,52992.6389229,500.000006643,1,714.427,0.002,1.0,1.0,0.5,500.0,100,52992.6389229,802.434978098,,0.002,784.422,802.434978098
86.56,1.0,500,1.0,263.315,3.50449e-18,800.551419112,0.01,70035.2697968,100.0,2,656.485,0.01,1.0,1.0,0.5,500.0,100,70035.2697968,800.551419112,,0.01,800.551,800.551419112
85.49,1.0,500,1.0,253.874,2.1793e-19,791.285988388,0.005,60127.0668293,200.000000102,2,694.049,0.005,1.0,1.0,0.5,500.0,100,60127.0668293,791.285988388,,0.005,795.919,791.285988388
89.13,1.0,500,1.0,266.536,5.43914e-20,825.102798449,0.00333333,84498.4508229,299.999969474,2,720.427,0.00333333,1.0,1.0,0.5,500.0,100,84498.4508229,825.102798449,,0.00333333,805.647,825.102798449
83.51,1.0,500,1.0,254.713,5.4346e-20,773.369103249,0.0025,46069.0719372,400.0,2,723.774,0.0025,1.0,1.0,0.5,500.0,100,46069.0719372,773.369103249,,0.0025,797.577,773.369103249
85.65,1.0,500,1.0,254.342,5.43187e-20,793.065912054,0.002,64562.9686354,500.000006643,1,730.664,0.002,1.0,1.0,0.5,500.0,100,64562.9686354,793.065912054,,0.002,796.675,793.065912054
84.21,1.0,500,1.0,240.922,3.50449e-18,779.16780858,0.01,58629.750754,100.0,2,630.982,0.01,1.0,1.0,0.5,500.0,100,58629.750754,779.16780858,,0.01,779.168,779.16780858
89.86,1.0,500,1.0,250.161,2.1793e-19,831.849694352,0.005,66394.0301248,200.000000102,2,700.725,0.005,1.0,1.0,0.5,500.0,100,66394.0301248,831.849694352,,0.005,805.509,831.849694352
88.08,1.0,500,1.0,249.754,5.43914e-20,815.305789971,0.00333333,62531.9928381,299.999969474,2,723.219,0.00333333,1.0,1.0,0.5,500.0,100,62531.9928381,815.305789971,,0.00333333,808.774,815.305789971
87.33,1.0,500,1.0,246.093,5.4346e-20,808.771780265,0.0025,55671.5019027,400.0,2,734.681,0.0025,1.0,1.0,0.5,500.0,100,55671.5019027,808.771780265,,0.0025,808.774,808.771780265
85.37,1.0,500,1.0,248.151,5.43187e-20,790.903666338,0.002,66053.4014456,500.000006643,1,738.929,0.002,1.0,1.0,0.5,500.0,100,66053.4014456,790.903666338,,0.002,805.2,790.903666338
83.32,1.0,500,1.0,215.881,3.50449e-18,771.711032566,0.01,47075.2097801,100.0,2,629.986,0.01,1.0,1.0,0.5,500.0,100,47075.2097801,771.711032566,,0.01,771.711,771.711032566
79.2,1.0,500,1.0,224.552,2.1793e-19,733.762396416,0.005,54063.3386951,200.000000102,2,652.522,0.005,1.0,1.0,0.5,500.0,100,54063.3386951,733.762396416,,0.005,752.737,733.762396416
82.93,1.0,500,1.0,227.753,5.43914e-20,767.750039747,0.00333333,55168.6345828,299.999969474,2,662.942,0.00333333,1.0,1.0,0.5,500.0,100,55168.6345828,767.750039747,,0.00333333,757.741,767.750039747
85.23,1.0,500,1.0,235.372,5.4346e-20,789.532332268,0.0025,65886.5356481,400.0,2,683.591,0.0025,1.0,1.0,0.5,500.0,100,65886.5356481,789.532332268,,0.0025,765.689,789.532332268
87.26,1.0,500,1.0,234.909,5.43187e-20,807.694532439,0.002,53434.3140512,500.000006643,1,700.659,0.002,1.0,1.0,0.5,500.0,100,53434.3140512,807.694532439,,0.002,774.09,807.694532439
88.25,1.0,500,1.0,240.535,3.50449e-18,817.500257864,0.01,58441.4700494,100.0,2,667.94,0.01,1.0,1.0,0.5,500.0,100,58441.4700494,817.500257864,,0.01,817.5,817.500257864
82.56,1.0,500,1.0,235.893,2.1793e-19,764.878518361,0.005,52575.62054,200.000000102,2,685.434,0.005,1.0,1.0,0.5,500.0,100,52575.62054,764.878518361,,0.005,791.189,764.878518361
87.97,1.0,500,1.0,244.27,5.43914e-20,813.02271018,0.00333333,68075.0957461,299.999969474,2,712.119,0.00333333,1.0,1.0,0.5,500.0,100,68075.0957461,813.02271018,,0.00333333,798.467,813.02271018
86.11,1.0,500,1.0,240.766,5.4346e-20,797.201437619,0.0025,53402.7861024,400.0,2,723.371,0.0025,1.0,1.0,0.5,500.0,100,53402.7861024,797.201437619,,0.0025,798.151,797.201437619
83.15,1.0,500,1.0,238.505,5.43187e-20,770.502172828,0.002,52463.0381497,500.000006643,1,725.736,0.002,1.0,1.0,0.5,500.0,100,52463.0381497,770.502172828,,0.002,792.621,770.502172828
84.58,1.0,500,1.0,219.854,3.50449e-18,783.405122821,0.01,48823.8324567,100.0,2,644.26,0.01,1.0,1.0,0.5,500.0,100,48823.8324567,783.405122821,,0.01,783.405,783.405122821
82.94,1.0,500,1.0,218.089,2.1793e-19,769.067738662,0.005,47159.119383,200.000000102,2,677.846,0.005,1.0,1.0,0.5,500.0,100,47159.119383,769.067738662,,0.005,776.236,769.067738662
85.99,1.0,500,1.0,221.452,5.43914e-20,796.186333198,0.00333333,52253.9631462,299.999969474,2,702.551,0.00333333,1.0,1.0,0.5,500.0,100,52253.9631462,796.186333198,,0.00333333,782.886,796.186333198
85.76,1.0,500,1.0,226.149,5.4346e-20,794.68308547,0.0025,57926.068214,400.0,2,715.228,0.0025,1.0,1.0,0.5,500.0,100,57926.068214,794.68308547,,0.0025,785.836,794.68308547
84.25,1.0,500,1.0,232.047,5.43187e-20,779.755285601,0.002,65278.284916,500.000006643,1,720.856,0.002,1.0,1.0,0.5,500.0,100,65278.284916,779.755285601,,0.002,784.62,779.755285601
87.02,1.0,500,1.0,240.735,3.50449e-18,805.035158296,0.01,58538.6358676,100.0,2,656.093,0.01,1.0,1.0,0.5,500.0,100,58538.6358676,805.035158296,,0.01,805.035,805.035158296
86.31,1.0,500,1.0,244.029,2.1793e-19,799.8666978,0.005,61751.5851567,200.000000102,2,697.133,0.005,1.0,1.0,0.5,500.0,100,61751.5851567,799.8666978,,0.005,802.451,799.8666978
89.31,1.0,500,1.0,252.988,5.43914e-20,826.537034269,0.00333333,73253.3434419,299.999969474,2,724.488,0.00333333,1.0,1.0,0.5,500.0,100,73253.3434419,826.537034269,,0.00333333,810.48,826.537034269
83.65,1.0,500,1.0,251.721,5.4346e-20,774.904316965,0.0025,61107.382672,400.0,2,727.115,0.0025,1.0,1.0,0.5,500.0,100,61107.382672,774.904316965,,0.0025,801.586,774.904316965
84.89,1.0,500,1.0,253.689,5.43187e-20,785.981619015,0.002,68829.9139736,500.000006643,1,731.856,0.002,1.0,1.0,0.5,500.0,100,68829.9139736,785.981619015,,0.002,798.465,785.981619015
84.06,1.0,500,1.0,237.456,3.50449e-18,778.910860833,0.01,56954.9944161,100.0,2,620.457,0.01,1.0,1.0,0.5,500.0,100,56954.9944161,778.910860833,,0.01,778.911,778.910860833
85.28,1.0,500,1.0,243.675,2.1793e-19,789.688208768,0.005,62941.3447459,200.000000102,2,672.256,0.005,1.0,1.0,0.5,500.0,100,62941.3447459,789.688208768,,0.005,784.3,789.688208768
87.61,1.0,500,1.0,247.608,5.43914e-20,811.431627072,0.00333333,65336.2739334,299.999969474,2,701.86,0.00333333,1.0,1.0,0.5,500.0,100,65336.2739334,811.431627072,,0.00333333,793.344,811.431627072
84.8,1.0,500,1.0,240.445,5.4346e-20,784.749751991,0.0025,47748.0529319,400.0,2,711.968,0.0025,1.0,1.0,0.5,500.0,100,47748.0529319,784.749751991,,0.0025,791.195,784.749751991
85.37,1.0,500,1.0,238.183,5.43187e-20,790.157190806,0.002,52928.8998492,500.000006643,1,720.125,0.002,1.0,1.0,0.5,500.0,100,52928.8998492,790.157190806,,0.002,790.987,790.157190806
87.57,1.0,500,1.0,231.241,3.50449e-18,810.652437616,0.01,54012.5011752,100.0,2,672.278,0.01,1.0,1.0,0.5,500.0,100,54012.5011752,810.652437616,,0.01,810.652,810.652437616
81.77,1.0,500,1.0,233.191,2.1793e-19,758.05549806,0.005,54444.8107178,200.000000102,2,679.081,0.005,1.0,1.0,0.5,500.0,100,54444.8107178,758.05549806,,0.005,784.354,758.05549806
78.56,1.0,500,1.0,231.182,5.43914e-20,728.082362853,0.00333333,49968.1236105,299.999969474,2,679.642,0.00333333,1.0,1.0,0.5,500.0,100,49968.1236105,728.082362853,,0.00333333,765.597,728.082362853
86.03,1.0,500,1.0,237.49,5.4346e-20,795.176119744,0.0025,65267.6406346,400.0,2,698.552,0.0025,1.0,1.0,0.5,500.0,100,65267.6406346,795.176119744,,0.0025,772.992,795.176119744
78.53,1.0,500,1.0,234.141,5.43187e-20,727.770313727,0.002,47341.8000299,500.000006643,1,697.367,0.002,1.0,1.0,0.5,500.0,100,47341.8000299,727.770313727,,0.002,763.947,727.770313727
78.71,1.0,500,1.0,239.852,3.50449e-18,729.227361445,0.01,58110.1606944,100.0,2,590.115,0.01,1.0,1.0,0.5,500.0,100,58110.1606944,729.227361445,,0.01,729.227,729.227361445
84.15,1.0,500,1.0,238.304,2.1793e-19,779.109707428,0.005,55357.828833,200.000000102,2,655.801,0.005,1.0,1.0,0.5,500.0,100,55357.828833,779.109707428,,0.005,754.169,779.109707428
84.0,1.0,500,1.0,235.091,5.43914e-20,777.81894142,0.00333333,52377.0848669,299.999969474,2,677.362,0.00333333,1.0,1.0,0.5,500.0,100,52377.0848669,777.81894142,,0.00333333,762.052,777.81894142
