Weights,LearnableVariance,TimestepsSoFar,OptimizationReturnMean,MinIW,ESSRenyiArithmetic,InitialReturnMax,ReturnMeanIW,InitialReturnStd,Epsilon,Bound,Inner Iteration,MeanEntropy,InitialReturnMin,ReturnStepMax,EpLenMean,MeanIW,EmpiricalD2Harmonic,DivergenceHarmonic,Penalization,OptimizationReturnMax,OptimizationReturnMin,MinBehavPdf,EpRewMean,InitialBound,EpisodesSoFar,MeanD2-0,EpThisIter,EmpiricalD2Arithmetic,StdWReturnMean,Iteration,ReturnStepMaxmin,StdIW,InitialReturnMean,MaxIW,WReturnMean,TimeElapsed,ESSRenyiHarmonic,MinTargetPdf,VarianceInitializer
[-0.118  1.188 -0.011  1.825],,3364,10.004813,8.55665e-05,0.074937545,39.99022,4711.3184,7.3872185,1.0,-198713850000.0,5,0.41894197,19.973125,9.999807,4.0,5.107936,146.78891,5.0951273e+17,True,20.017094,,-3.4228601,29.977939034214263,-198741880000.0,715,146.78891,11,146.78891,,7,9.999807,12.722479,29.977938,45.086002,4711.2505,23.079145669937134,0.074937545,-7.84136,-1.0
[-0.119  1.187 -0.012  1.825],,3406,18.179447,0.00014969773,0.1011393,39.983337,251.96869,10.282848,1.0,-14500911000.0,6,0.41894197,9.984805,9.999748,3.8181818181818183,0.5484091,108.76089,2715116000000000.0,True,29.998531,,-4.407921,28.164254119993043,-14523957000.0,726,108.76089,11,108.76089,,7,9.999748,0.88144773,28.164253,3.1612294,251.83484,23.45828938484192,0.1011393,-8.6976795,-1.0
[-0.121  1.186 -0.014  1.826],,3457,26.355701,2.143647e-07,0.12985897,59.982323,1522.7878,14.935231,1.0,-76852660000.0,7,0.41894197,9.989197,9.999983,4.636363636363637,1.3051422,84.70728,1.5057004e+16,True,49.993126,,-4.3441725,36.34489676652103,-76933020000.0,737,84.70728,11,84.70728,,7,9.999983,1.6407362,36.3449,4.222411,1520.1006,23.824228525161743,0.12985897,-12.020058,-1.0
[-0.12   1.184 -0.014  1.827],,3502,20.898834,0.004689946,0.0126326,49.97896,526.7509,15.043119,1.0,-80304840000000.0,8,0.41894197,9.989074,9.999936,4.090909090909091,0.51891345,870.76294,3.4107404e+22,True,39.989883,,-4.8504915,30.88790654955145,-80304840000000.0,748,870.76294,11,870.76294,,7,9.999936,0.37045166,30.887909,1.2960733,526.7509,24.24001693725586,0.0126326,-5.545038,-1.0
[-0.12   1.184 -0.014  1.827],,3548,21.812122,6.018937e-07,0.026247049,79.924774,7419.568,20.355347,1.0,-26599494000000.0,9,0.41894197,9.982966,9.999785,4.181818181818182,4.647103,419.09473,5.7218297e+20,True,69.94181,,-3.7749667,31.79508951954797,-26599494000000.0,759,419.09473,11,419.09473,,7,9.999785,6.689781,31.795092,21.276312,7419.568,24.53788185119629,0.026247049,-10.635103,-1.0
[-0.12   1.184 -0.014  1.827],,3591,19.090101,0.0007008508,0.45198774,59.97351,860.70636,15.0449505,1.0,-1062593660.0,10,0.41894197,9.982265,9.999401,3.909090909090909,0.6395502,24.336943,2880114800000.0,True,49.991245,,-5.3746223,29.072366885722207,-1063524200.0,770,24.336943,11,24.336943,,7,9.999401,0.60990655,29.072365,1.7654927,861.95374,24.847885608673096,0.45198774,-8.684725,-1.0
[-0.122  1.185 -0.016  1.827],,3644,28.176546,0.26982394,11.0,69.979645,11326754.0,17.48442,1.0,-2.5327423e+20,1,0.41894197,9.984881,9.999951,4.818181818181818,3768.9631,1.0,8.826916e+34,True,59.994762,,-3.3818402,38.16142796231855,-2614.4822,781,1.0,11,1.0,,8,9.999951,8851.097,38.16143,30397.797,1761.9998,25.125688076019287,11.0,-3.3818402,-1.0
[-0.151  0.902 -0.074  1.42 ],,3682,14.5422945,1.9279715e-13,2.409739e-08,39.99038,1335.5217,11.571068,1.0,-inf,2,0.41894197,9.9831705,9.999696,3.4545454545454546,1.6434104,456480960.0,inf,True,30.00721,,-5.5448256,24.52546530570285,-inf,792,456480960.0,11,456480960.0,,8,9.999696,3.8673682,24.525465,13.773015,1335.5217,25.435179710388184,2.409739e-08,-16.693052,-1.0
[-0.151  0.902 -0.074  1.42 ],,3727,30.893358,8.987873e-13,8.7160906e-10,49.989376,11.438539,15.044872,1.0,-inf,3,0.41894197,,9.999886,4.090909090909091,0.17336132,12620337000.0,inf,True,49.989376,,-5.6353073,30.893355995836558,-inf,803,12620337000.0,11,12620337000.0,,8,9.999886,0.36337742,30.893358,0.9885825,11.438539,25.70989227294922,8.7160906e-10,-16.252024,-1.0
[-0.151  0.902 -0.074  1.42 ],,3768,27.25567,5.1642535e-10,8.63287e-11,39.977364,68494.71,12.850668,1.0,-inf,4,0.41894197,,9.999949,3.727272727272727,43.093807,127419970000.0,inf,True,39.977364,,-4.9209876,27.25567233082705,-inf,814,127419965000.0,11,127419965000.0,,8,9.999949,135.41063,27.25567,471.29544,68494.71,26.017606019973755,8.6328694e-11,-14.680245,-1.0
[-0.151  0.902 -0.074  1.42 ],,3817,24.538494,9.3569165e-20,1.0931105e-13,59.97139,138.89066,14.985408,1.0,nan,5,0.41894197,9.990364,9.999947,4.454545454545454,0.32822785,100630260000000.0,nan,True,49.981026,,-4.687998,34.52885710441354,nan,825,100630260000000.0,11,100630260000000.0,,8,9.999947,0.5730372,34.52886,1.6883919,138.89066,26.309658527374268,1.0931105e-13,-22.786188,-1.0
[-0.151  0.902 -0.074  1.42 ],,3865,23.623507,2.6490138e-27,2.737132e-16,49.9765,110.23743,12.2600975,1.0,-inf,6,0.41894197,9.985413,9.999673,4.363636363636363,0.10111367,4.018805e+16,inf,True,39.99109,,-5.997472,33.608920482526884,-inf,836,4.018805e+16,11,4.018805e+16,,8,9.999673,0.1972709,33.60892,0.65990895,110.23743,26.559608697891235,2.737132e-16,-32.632652,-1.0
[-0.151  0.902 -0.074  1.42 ],,3916,26.356764,1.1772099e-22,7.460857e-13,79.97335,19.952454,19.191006,1.0,nan,7,0.41894197,9.98613,9.999716,4.636363636363637,0.19538793,14743614000000.0,nan,True,69.98722,,-4.8801427,36.342893914742426,nan,847,14743615000000.0,11,14743615000000.0,,8,9.999716,0.6142814,36.34289,2.1379035,19.952454,26.906952619552612,7.4608576e-13,-27.612885,-1.0
[-0.151  0.902 -0.074  1.42 ],,3967,16.358173,2.9908164e-12,9.906887e-13,59.957253,149.70702,10.671749,1.0,-inf,8,0.41894197,19.98443,9.999993,4.636363636363637,0.15562801,11103388000000.0,inf,True,39.972824,,-5.008012,36.34260426051498,-inf,858,11103388000000.0,11,11103388000000.0,,8,9.999993,0.3957842,36.342606,1.3927741,149.70702,27.1582248210907,9.906887e-13,-15.010435,-1.0
[-0.151  0.902 -0.074  1.42 ],,4008,17.267189,4.0321495e-13,1.9845613e-11,49.97366,96.25981,11.351393,1.0,-inf,9,0.41894197,9.984547,9.99989,3.727272727272727,0.35332128,554278650000.0,inf,True,39.989113,,-2.687492,27.25173759671351,-inf,869,554278650000.0,11,554278650000.0,,8,9.99989,0.527157,27.251738,1.7513736,96.25981,27.359183073043823,1.9845613e-11,-14.981638,-1.0
[-0.151  0.902 -0.074  1.42 ],,4057,24.534948,8.1339056e-14,4.2003458e-15,69.95488,7840.8477,16.704748,1.0,-inf,10,0.41894197,9.987594,9.999957,4.454545454545454,8.703452,2618832100000000.0,inf,True,59.967285,,-4.3640623,34.5225422361871,-inf,880,2618832100000000.0,11,2618832100000000.0,,8,9.999957,27.034657,34.522545,94.188995,7840.8477,27.616549015045166,4.2003458e-15,-15.26786,-1.0
[-0.151  0.902 -0.074  1.42 ],,4105,13.634701,0.53991574,11.0,49.97709,364260200.0,9.790845,1.0,-6.125828e+18,1,0.41894197,19.979916,9.999906,4.363636363636363,227876.52,1.0,1.9849964e+32,True,29.997173,,-4.1174936,33.614616364011056,-1660.5978,891,1.0,11,1.0,,9,9.999906,714656.4,33.614616,2487772.2,1225.8032,28.009132862091064,11.0,-4.1174936,-1.0
[-0.132  1.121 -0.008  1.864],,4152,12.738473,6.815978e-15,2.3095293e-11,49.98349,33.85793,10.525948,1.0,-inf,2,0.41894197,19.96779,9.999831,4.2727272727272725,0.06198054,476287530000.0,inf,True,30.0157,,-4.490831,32.7062648537528,-inf,902,476287530000.0,11,476287530000.0,,9,9.999831,0.14126216,32.706264,0.4717239,33.85793,28.370953798294067,2.3095293e-11,-17.32178,-1.0
[-0.132  1.121 -0.008  1.864],,4196,29.985102,2.5106933e-15,3.2708707e-09,49.974808,0.5643743,13.478665,1.0,-inf,3,0.41894197,,9.999993,4.0,0.07057882,3363019000.0,inf,True,49.974808,,-3.5088153,29.98510113433838,-inf,913,3363019000.0,11,3363019000.0,,9,9.999993,0.20875067,29.985102,0.72940475,0.5643743,28.571080923080444,3.2708707e-09,-19.83554,-1.0
[-0.132  1.121 -0.008  1.864],,4247,16.371712,5.1236214e-15,3.3299506e-11,59.981945,428.74988,12.983832,1.0,-inf,4,0.41894197,19.970102,9.999742,4.636363636363637,1.0480685,330335220000.0,inf,True,40.01184,,-4.2828856,36.34181576758467,-inf,924,330335220000.0,11,330335220000.0,,9,9.999742,2.8157866,36.34182,9.857141,428.74988,28.773765802383423,3.3299506e-11,-20.735342,-1.0
[-0.132  1.121 -0.008  1.864],,4298,26.358423,1.5198272e-18,2.804269e-13,59.967438,127.42989,14.930441,1.0,-inf,5,0.41894197,9.982283,9.999369,4.636363636363637,0.08514446,39225907000000.0,inf,True,49.985153,,-2.8155563,36.34070500943671,-inf,935,39225907000000.0,11,39225907000000.0,,9,9.999369,0.15330862,36.340706,0.45140573,127.42989,29.116843700408936,2.804269e-13,-22.651087,-1.0
[-0.132  1.121 -0.008  1.864],,4340,18.18177,8.185251e-21,8.045884e-12,59.961246,183.53961,15.843948,1.0,-inf,6,0.41894197,9.983158,9.999893,3.8181818181818183,0.27538708,1367158600000.0,inf,True,49.97809,,-3.3154707,28.16492768603467,-inf,946,1367158600000.0,11,1367158600000.0,,9,9.999893,0.33464208,28.164928,0.9500869,183.53961,29.42177963256836,8.045884e-12,-24.459238,-1.0
[-0.132  1.121 -0.008  1.864],,4386,11.81636,6.0924636e-15,5.8333807e-12,59.966717,164.04044,10.281256,1.0,-inf,7,0.41894197,19.978943,9.999785,4.181818181818182,0.18280415,1885699000000.0,inf,True,39.987774,,-7.466233,31.795304364881908,-inf,957,1885699000000.0,11,1885699000000.0,,9,9.999785,0.57126606,31.795305,1.9892532,164.04044,29.727421522140503,5.8333807e-12,-17.542065,-1.0
[-0.132  1.121 -0.008  1.864],,4434,13.634841,1.2012883e-24,5.912496e-14,39.99025,77.89766,6.424888,1.0,-inf,8,0.41894197,19.983831,9.999942,4.363636363636363,0.07739362,186046640000000.0,inf,True,20.006418,,-4.531685,33.61867309027594,-inf,968,186046640000000.0,11,186046640000000.0,,9,9.999942,0.13824503,33.61867,0.45747438,77.89766,30.064290285110474,5.912496e-14,-29.603432,-1.0
[-0.132  1.121 -0.008  1.864],,4479,10.91708,2.5308693e-21,3.7510447e-14,49.963745,100.403915,9.95604,1.0,nan,9,0.41894197,19.970013,9.99923,4.090909090909091,0.14533755,293251640000000.0,nan,True,29.993732,,-8.508677,30.88709224189429,nan,979,293251640000000.0,11,293251640000000.0,,9,9.99923,0.20138323,30.88709,0.61226606,100.403915,30.311238765716553,3.7510447e-14,-24.848167,-1.0
[-0.132  1.121 -0.008  1.864],,4522,19.09151,3.420098e-12,1.1998669e-12,39.98072,4.561013,10.829304,1.0,-inf,10,0.41894197,9.983614,9.999819,3.909090909090909,0.042970255,9167683000000.0,inf,True,29.997107,,-4.698205,29.075125935112396,-inf,990,9167683000000.0,11,9167683000000.0,,9,9.999819,0.09357689,29.075127,0.29234943,4.561013,30.62006974220276,1.1998669e-12,-17.19321,-1.0
[-0.132  1.121 -0.008  1.864],,4570,23.632568,0.5244726,11.0,59.956177,16003.992,12.979371,1.0,-150456140.0,1,0.41894197,9.983365,9.999906,4.363636363636363,7.961932,1.0,57797054000.0,True,49.972813,,-6.20222,33.6159322035048,-1924.2607,1001,1.0,11,1.0,,10,9.999906,8.9544,33.61593,30.002148,1298.4951,30.955626964569092,11.0,-6.20222,-1.0
[-0.153  1.259 -0.013  2.071],,4615,20.897408,1.1992979e-05,0.021536374,39.979366,1099.114,9.955135,1.0,-2015957000000.0,2,0.41894197,9.990666,9.999958,4.090909090909091,0.86348283,510.7638,5.2496803e+19,True,29.9887,,-3.669705,30.888072513813896,-2015957000000.0,1012,510.7638,11,510.7638,,10,9.999958,1.351623,30.888073,4.6885333,1099.114,31.381574153900146,0.021536374,-7.861307,-1.0
[-0.153  1.259 -0.013  2.071],,4665,25.44688,2.604032e-09,0.019555677,49.982094,565.73737,13.722752,1.0,-1409152500000.0,3,0.41894197,9.984455,9.999939,4.545454545454546,0.5814863,562.4965,1.0499583e+19,True,39.99764,,-6.096016,35.43133549213966,-1408998600000.0,1023,562.4965,11,562.4965,,10,9.999939,0.88335204,35.431335,2.7456868,566.55786,31.668670415878296,0.019555677,-15.973446,-1.0
[-0.157  1.265 -0.02   2.067],,4714,24.532534,9.88837e-05,0.009081615,59.95589,1019.46497,13.043452,1.0,-71989560000000.0,4,0.41894197,9.987358,9.999634,4.454545454545454,1.2606378,1211.2383,1.3235047e+22,True,49.968533,,-5.6326985,34.51989339677289,-71989560000000.0,1034,1211.2383,11,1211.2383,,10,9.999634,2.0831513,34.519894,6.584139,1019.46497,32.06469178199768,0.009081615,-7.5431623,-1.0
[-0.157  1.265 -0.02   2.067],,4766,17.269773,2.7725702e-05,0.15583077,59.972088,53.513893,10.519661,1.0,-1305576700.0,5,0.41894197,19.986567,9.999719,4.7272727272727275,0.029635299,70.58939,4348325400000.0,True,39.98552,,-4.4863105,37.2563391957698,-1316219000.0,1045,70.58939,11,70.58939,,10,9.999719,0.040976394,37.25634,0.14217855,53.63945,32.36950135231018,0.15583077,-7.3888187,-1.0
[-0.16   1.272 -0.024  2.063],,4816,15.463622,2.858852e-07,0.064271286,49.9854,209.5481,10.757024,1.0,-260155770000.0,6,0.41894197,19.969757,9.999916,4.545454545454546,0.3321866,171.14952,3.577735e+17,True,30.015644,,-5.2982583,35.43337895305178,-261281320000.0,1056,171.14952,11,171.14952,,10,9.999916,0.57051575,35.433376,1.9574653,209.71605,32.77724599838257,0.064271286,-12.828098,-1.0
[-0.163  1.271 -0.029  2.064],,4863,22.719673,0.00061749405,0.05000167,69.95168,598.35535,17.622303,1.0,-494868400000.0,7,0.41894197,9.982287,9.999526,4.2727272727272725,0.85457236,219.99266,3.3752097e+17,True,59.969395,,-3.6925807,32.70196230737408,-501273070000.0,1067,219.99266,11,219.99266,,10,9.999526,1.334241,32.70196,4.5506005,594.65717,33.139931201934814,0.05000167,-6.1547527,-1.0
[-0.161  1.264 -0.025  2.07 ],,4912,24.534412,8.8309996e-08,0.0054988726,69.943016,231.99333,16.70081,1.0,-650944500000000.0,8,0.41894197,9.984518,9.999941,4.454545454545454,0.20703743,2000.41,5.8428462e+23,True,59.958496,,-5.1173286,34.51892986947647,-650944500000000.0,1078,2000.41,11,2000.41,,10,9.999941,0.32144338,34.518925,0.86263025,231.99333,33.51207518577576,0.0054988726,-11.694471,-1.0
[-0.161  1.264 -0.025  2.07 ],,4954,18.182945,0.00048115445,0.14499074,39.991444,174.97557,9.362308,1.0,-9120014000.0,9,0.41894197,9.9822235,9.999889,3.8181818181818183,0.3085927,75.86691,1073091340000000.0,True,30.00922,,-4.149372,28.165169747721986,-9127464000.0,1089,75.86691,11,75.86691,,10,9.999889,0.4318054,28.165167,1.4913461,175.004,33.79081082344055,0.14499074,-6.345829,-1.0
[-0.162  1.261 -0.025  2.071],,4995,17.26429,1.5986827e-06,0.0056506367,39.982315,156.85567,10.520242,1.0,-746632600000000.0,10,0.41894197,9.98662,9.999923,3.727272727272727,0.4270994,1946.6832,7.198733e+24,True,29.995695,,-4.7499957,27.25090987097898,-746632600000000.0,1100,1946.6832,11,1946.6832,,10,9.999923,0.50215185,27.25091,1.5067567,156.85567,34.169872760772705,0.0056506367,-9.263609,-1.0
[-0.162  1.261 -0.025  2.071],,5039,20.001547,1.2554289,11.0,59.9906,913166800.0,13.484887,1.0,-1.4752223e+20,1,0.41894197,9.981316,9.999997,4.0,571514.0,1.0,5.5449305e+34,True,50.009285,,-4.280677,29.982862658367107,-1707.2976,1111,1.0,11,1.0,,11,9.999997,1806767.9,29.982862,6285015.5,1080.8142,34.508047342300415,11.0,-4.280677,-1.0
[-0.18   0.954 -0.043  1.677],,5081,18.181456,2.355655e-12,3.6892425e-07,39.988937,5.8018384,8.332072,1.0,-inf,2,0.41894197,9.9861765,9.999446,3.8181818181818183,0.056091443,29816418.0,inf,True,30.002762,,-6.168356,28.167630912242558,-inf,1122,29816418.0,11,29816418.0,,11,9.999446,0.17517795,28.167631,0.6100223,5.8018384,34.80393862724304,3.6892425e-07,-19.485296,-1.0
[-0.18   0.954 -0.043  1.677],,5122,17.272276,8.534449e-13,5.678641e-12,39.98526,830.94556,10.524374,1.0,-inf,3,0.41894197,9.981191,9.999969,3.727272727272727,1.1271163,1937083200000.0,inf,True,30.00407,,-2.732662,27.253464909868637,-inf,1133,1937083200000.0,11,1937083200000.0,,11,9.999969,2.207758,27.253466,7.3173795,830.94556,35.03472423553467,5.678641e-12,-15.626334,-1.0
[-0.18   0.954 -0.043  1.677],,5165,19.090508,4.6669655e-21,3.595707e-16,59.96009,276.28976,15.633497,1.0,nan,4,0.41894197,9.980175,9.999409,3.909090909090909,1.1198907,3.0592036e+16,nan,True,49.979916,,-1.7979813,29.0706832332918,nan,1144,3.0592036e+16,11,3.0592036e+16,,11,9.999409,1.9068357,29.070684,5.9216423,276.28976,35.35271859169006,3.595707e-16,-23.661558,-1.0
[-0.18   0.954 -0.043  1.677],,5213,23.627644,6.797172e-17,4.918198e-13,59.960983,53.421326,16.10086,1.0,nan,5,0.41894197,9.983642,9.999681,4.363636363636363,0.23381828,22365916000000.0,nan,True,49.97734,,-4.9258823,33.611286319898404,nan,1155,22365916000000.0,11,22365916000000.0,,11,9.999681,0.43151405,33.611286,1.4782624,53.421326,35.64532423019409,4.918198e-13,-20.999283,-1.0
[-0.18   0.954 -0.043  1.677],,5258,10.918312,1.5752314e-09,1.6628753e-07,59.981434,33.887756,13.113214,1.0,-inf,6,0.41894197,19.972767,9.999996,4.090909090909091,0.08432955,66150476.0,inf,True,40.008667,,-4.068615,30.891078617574053,-inf,1166,66150480.0,11,66150480.0,,11,9.999996,0.20440806,30.89108,0.7167426,33.887756,35.90001344680786,1.6628753e-07,-14.203047,-1.0
[-0.18   0.954 -0.043  1.677],,5307,24.5329,1.5215753e-23,2.9062128e-12,49.976555,16.43357,13.040726,1.0,-inf,7,0.41894197,9.985659,9.999368,4.454545454545454,0.037402585,3784995000000.0,inf,True,39.9909,,-4.7865486,34.5185587457548,-inf,1177,3784994700000.0,11,3784994700000.0,,11,9.999368,0.053942114,34.51856,0.16870463,16.43357,36.15295672416687,2.9062126e-12,-31.056404,-1.0
[-0.18   0.954 -0.043  1.677],,5350,19.086899,4.0651042e-22,5.3924198e-14,49.973053,410.39102,13.781747,1.0,nan,8,0.41894197,9.983248,9.999689,3.909090909090909,0.49702236,203990060000000.0,nan,True,39.989807,,-6.3795896,29.070147056340634,nan,1188,203990060000000.0,11,203990060000000.0,,11,9.999689,1.380153,29.070147,4.8498473,410.39102,36.372724533081055,5.3924198e-14,-29.157242,-1.0
[-0.18   0.954 -0.043  1.677],,5402,27.263762,1.0062864e-13,1.203731e-13,59.960896,378.84882,14.195809,1.0,-inf,9,0.41894197,9.983256,9.999708,4.7272727272727275,0.97431046,91382540000000.0,inf,True,49.97764,,-5.2953725,37.24701830623125,-inf,1199,91382540000000.0,11,91382540000000.0,,11,9.999708,2.4088185,37.24702,8.446442,378.84882,36.65062856674194,1.203731e-13,-17.445866,-1.0
[-0.18   0.954 -0.043  1.677],,5452,25.444153,9.277282e-17,1.2262203e-15,119.96924,1007.09814,29.341328,1.0,nan,10,0.41894197,9.986399,9.999742,4.545454545454546,2.0862715,8970656000000000.0,nan,True,109.98284,,-3.7780733,35.430551014755075,nan,1210,8970656000000000.0,11,8970656000000000.0,,11,9.999742,5.2626224,35.43055,18.506893,1007.09814,36.91002869606018,1.2262203e-15,-18.718245,-1.0
[-0.18   0.954 -0.043  1.677],,5492,16.359024,0.07326682,11.0,49.97918,5722.052,12.980758,1.0,-14241953.0,1,0.41894197,9.986096,9.999539,3.6363636363636362,6.950876,1.0,1071883260.0,True,39.993084,,-6.971983,26.345119293633548,-1297.3975,1221,1.0,11,1.0,,12,9.999539,17.244213,26.345121,61.313538,862.56537,37.150699615478516,11.0,-6.971983,-1.0
[-0.184  0.807 -0.045  1.476],,5534,18.178194,2.3801805e-07,0.0061587626,49.961243,766.4089,11.915965,1.0,-206405490000000.0,2,0.41894197,9.983356,9.999481,3.8181818181818183,1.1126504,1786.0731,2.2564387e+23,True,39.977886,,-2.6277993,28.161551769054288,-206405490000000.0,1232,1786.0731,11,1786.0731,,12,9.999481,2.141633,28.161552,7.410987,766.4089,37.412771463394165,0.0061587626,-9.295202,-1.0
[-0.184  0.807 -0.045  1.476],,5580,11.812247,1.1668331e-07,0.03517532,39.993004,1044.2946,7.1560974,1.0,-2295545700000.0,3,0.41894197,19.992292,9.99997,4.181818181818182,1.5856811,312.71927,6.797508e+19,True,20.000711,,-6.222348,31.804539067617736,-2295545700000.0,1243,312.71927,11,312.71927,,12,9.99997,1.8646743,31.804537,5.6706347,1044.2946,37.665324211120605,0.03517532,-12.082643,-1.0
[-0.184  0.807 -0.045  1.476],,5627,12.731839,0.0015535137,0.06833645,39.98439,301.14822,6.1602583,1.0,-287550200000.0,4,0.41894197,19.97449,9.999842,4.2727272727272725,0.2298059,160.96828,1.06752835e+18,True,20.009901,,-3.6907423,32.706328730331855,-287905800000.0,1254,160.96828,11,160.96828,,12,9.999842,0.27470747,32.706326,0.78024226,301.32138,37.94135308265686,0.06833645,-5.5301523,-1.0
[-0.186  0.808 -0.048  1.475],,5679,17.276226,0.00019315028,0.031294398,59.949593,8437.406,11.349186,1.0,-2581405600000.0,5,0.41894197,19.971046,9.999985,4.7272727272727275,13.435535,351.5006,1.7024781e+19,True,39.978546,,-3.5325382,37.247271172573114,-2490528200000.0,1265,351.5006,11,351.5006,,12,9.999985,28.127218,37.247272,100.368324,8487.23,38.287577390670776,0.031294398,-7.3280654,-1.0
[-0.176  0.804 -0.028  1.476],,5732,28.172142,6.0692837e-06,0.008162185,59.984367,4708372.5,14.01929,1.0,-47246972000000.0,6,0.41894197,9.990093,9.99976,4.818181818181818,1886.4382,1347.6785,5.6899643e+21,True,49.994274,,-5.9880724,38.16223665164111,-47246972000000.0,1276,1347.6785,11,1347.6785,,12,9.99976,5963.3516,38.162235,20744.21,4708372.5,38.77434992790222,0.008162185,-7.661654,-1.0
[-0.176  0.804 -0.028  1.476],,5788,20.913847,0.0031670847,0.009596288,89.98898,947.5569,19.280525,1.0,-788479760000000.0,7,0.41894197,19.970848,9.999901,5.090909090909091,1.1036963,1146.2765,3.128511e+23,True,70.018135,,-4.9451184,40.884696303031724,-788479760000000.0,1287,1146.2765,11,1146.2765,,12,9.999901,1.9200928,40.884697,6.580784,947.5569,39.12243604660034,0.009596288,-6.6893086,-1.0
[-0.176  0.804 -0.028  1.476],,5833,20.898298,0.00014070622,0.16297193,49.985344,2858.7517,10.831673,1.0,-28607170000.0,8,0.41894197,9.988348,9.999941,4.090909090909091,2.1779814,67.496284,4326064000000000.0,True,39.996994,,-4.880209,30.886645898457285,-28669878000.0,1298,67.496284,11,67.496284,,12,9.999941,4.0691175,30.886644,14.56611,2853.6133,39.47094440460205,0.16297193,-9.312092,-1.0
