Bound,VarJ,VarNormIw,AvgVanillaIw,MinVanillaIw,MaxNormIw,AvgRet,BatchSize,ESSRenyi,MaxVanillaIw,Delta,eRenyi2,VarRet,VarVanillaIw,AvgEpLen,AvgNormIw,AvgDiscRet,VarDiscRet,IterType,J,ESSClassic,VanillaAvgRet,EpsThisIter,MinNormIw
1420.0531,604.87506,5.431875e-20,1.0,1.0,0.002,1704.0803715715037,500,500.0,1.0,0.4,1.0,551278.0337054981,,185.84,0.0020000003,1704.0803715715037,551278.0337054981,1,1674.4749,500.00000664260017,1704.0803715715037,100,0.002
1256.7565,574.4201,3.5044917e-18,1.0,1.0,0.01,1711.2222839995386,500,500.0,1.0,0.4,1.0,333291.3658028287,,186.46,0.009999998,1711.2222839995386,333291.3658028287,2,1711.2222,100.0,1711.2222839995386,100,0.01
1346.6626,615.4567,2.179301e-19,1.0,1.0,0.005,1738.2169567717733,500,500.0,1.0,0.4,1.0,431566.82163857215,,189.24,0.0049999994,1738.2169567717733,431566.82163857215,2,1724.7196,200.00000010221265,1738.2169567717733,100,0.005
1413.8105,664.65674,5.4391416e-20,1.0,1.0,0.0033333334,1782.3401566388407,500,500.0,1.0,0.4,1.0,571230.7729972533,,193.98,0.0033333336,1782.3401566388407,571230.7729972533,2,1743.9266,299.999969473632,1782.3401566388407,100,0.0033333334
1461.5566,671.97614,5.434597e-20,1.0,1.0,0.0025,1758.0904462560047,500,500.0,1.0,0.4,1.0,485607.44118728634,,191.33,0.0024999997,1758.0904462560047,485607.44118728634,2,1747.4675,400.0,1758.0904462560047,100,0.0025
1476.1613,644.9988,5.431875e-20,1.0,1.0,0.002,1669.567964449148,500,500.0,1.0,0.4,1.0,271772.3219246259,,181.82,0.0020000003,1669.567964449148,271772.3219246259,1,1731.8878,500.00000664260017,1669.567964449148,100,0.002
1204.4884,695.0699,3.5044917e-18,1.0,1.0,0.01,1777.6255037405454,500,500.0,1.0,0.4,1.0,488002.1623392525,,193.46,0.009999998,1777.6255037405454,488002.1623392525,2,1777.6255,100.0,1777.6255037405454,100,0.01
1381.3228,680.21246,2.179301e-19,1.0,1.0,0.005,1795.5581884639405,500,500.0,1.0,0.4,1.0,446560.65630416677,,195.33,0.0049999994,1795.5581884639405,446560.65630416677,2,1786.5919,200.00000010221265,1795.5581884639405,100,0.005
1399.2178,661.09796,5.4391416e-20,1.0,1.0,0.0033333334,1617.1716893026512,500,500.0,1.0,0.4,1.0,370341.613508578,,176.33,0.0033333336,1617.1716893026512,370341.613508578,2,1730.1185,299.999969473632,1617.1716893026512,100,0.0033333334
1460.3962,685.76013,5.434597e-20,1.0,1.0,0.0025,1797.5043083174999,500,500.0,1.0,0.4,1.0,572233.0735308499,,195.57,0.0024999997,1797.5043083174999,572233.0735308499,2,1746.9648,400.0,1797.5043083174999,100,0.0025
1483.7352,667.842,5.431875e-20,1.0,1.0,0.002,1712.3893911282826,500,500.0,1.0,0.4,1.0,351555.4302044043,,186.56,0.0020000003,1712.3893911282826,351555.4302044043,1,1740.0499,500.00000664260017,1712.3893911282826,100,0.002
1177.7915,678.1632,3.5044917e-18,1.0,1.0,0.01,1750.2464768410719,500,500.0,1.0,0.4,1.0,464550.84353118466,,190.54,0.009999998,1750.2464768410719,464550.84353118466,2,1750.2465,100.0,1750.2464768410719,100,0.01
1356.8256,679.1525,2.179301e-19,1.0,1.0,0.005,1772.9780440896222,500,500.0,1.0,0.4,1.0,467002.74187625543,,192.98,0.0049999994,1772.9780440896222,467002.74187625543,2,1761.6123,200.00000010221265,1772.9780440896222,100,0.005
1409.7395,643.69073,5.4391416e-20,1.0,1.0,0.0033333334,1697.5147860561797,500,500.0,1.0,0.4,1.0,320987.91665032576,,185.15,0.0033333336,1697.5147860561797,320987.91665032576,2,1740.2465,299.999969473632,1697.5147860561797,100,0.0033333334
1425.7415,622.3372,5.434597e-20,1.0,1.0,0.0025,1627.1361656392837,500,500.0,1.0,0.4,1.0,299601.5493323544,,177.44,0.0024999997,1627.1361656392837,299601.5493323544,2,1711.9689,400.0,1627.1361656392837,100,0.0025
1479.1497,643.26483,5.431875e-20,1.0,1.0,0.002,1827.9207839994183,500,500.0,1.0,0.4,1.0,514118.6658482377,,198.89,0.0020000003,1827.9207839994183,514118.6658482377,1,1735.1593,500.00000664260017,1827.9207839994183,100,0.002
1332.1763,849.748,3.5044917e-18,1.0,1.0,0.01,1904.5016356146214,500,500.0,1.0,0.4,1.0,729365.2538401721,,207.07,0.009999998,1904.5016356146214,729365.2538401721,2,1904.5017,100.0,1904.5016356146214,100,0.01
1464.8513,833.7481,2.179301e-19,1.0,1.0,0.005,1835.422907404565,500,500.0,1.0,0.4,1.0,672539.8834352571,,199.63,0.0049999994,1835.422907404565,672539.8834352571,2,1869.9622,200.00000010221265,1835.422907404565,100,0.005
1499.7496,802.5462,5.4391416e-20,1.0,1.0,0.0033333334,1751.6390629705422,500,500.0,1.0,0.4,1.0,538015.7806474501,,190.68,0.0033333336,1751.6390629705422,538015.7806474501,2,1830.5212,299.999969473632,1751.6390629705422,100,0.0033333334
1539.1616,780.57733,5.434597e-20,1.0,1.0,0.0025,1810.9097905783801,500,500.0,1.0,0.4,1.0,509772.27365923434,,196.88,0.0024999997,1810.9097905783801,509772.27365923434,2,1825.6183,400.0,1810.9097905783801,100,0.0025
1542.4075,758.7979,5.431875e-20,1.0,1.0,0.002,1690.6363597453453,500,500.0,1.0,0.4,1.0,431404.8484083645,,184.11,0.0020000003,1690.6363597453453,431404.8484083645,1,1798.6221,500.00000664260017,1690.6363597453453,100,0.002
1272.938,654.32117,3.5044917e-18,1.0,1.0,0.01,1790.4061543766873,500,500.0,1.0,0.4,1.0,432460.8614703466,,194.71,0.009999998,1790.4061543766873,432460.8614703466,2,1790.4061,100.0,1790.4061543766873,100,0.01
1476.0352,670.4614,2.179301e-19,1.0,1.0,0.005,1893.4748649412838,500,500.0,1.0,0.4,1.0,470292.03684255615,,205.5,0.0049999994,1893.4748649412838,470292.03684255615,2,1841.9404,200.00000010221265,1893.4748649412838,100,0.005
1490.5117,683.08527,5.4391416e-20,1.0,1.0,0.0033333334,1777.2941580864974,500,500.0,1.0,0.4,1.0,503023.55861766177,,193.5,0.0033333336,1777.2941580864974,503023.55861766177,2,1820.3917,299.999969473632,1777.2941580864974,100,0.0033333334
1500.8721,654.8176,5.434597e-20,1.0,1.0,0.0025,1685.0513990020281,500,500.0,1.0,0.4,1.0,304636.70415787626,,183.64,0.0024999997,1685.0513990020281,304636.70415787626,2,1786.5566,400.0,1685.0513990020281,100,0.0025
1533.8953,672.11395,5.431875e-20,1.0,1.0,0.002,1800.8696610788984,500,500.0,1.0,0.4,1.0,548865.84004446,,196.01,0.0020000003,1800.8696610788984,548865.84004446,1,1789.4193,500.00000664260017,1800.8696610788984,100,0.002
1201.5249,630.255,3.5044917e-18,1.0,1.0,0.01,1716.7915365717613,500,500.0,1.0,0.4,1.0,401233.67662227247,,187.13,0.009999998,1716.7915365717613,401233.67662227247,2,1716.7915,100.0,1716.7915365717613,100,0.01
1365.9467,611.251,2.179301e-19,1.0,1.0,0.005,1743.7990401007337,500,500.0,1.0,0.4,1.0,353201.55770143046,,189.68,0.0049999994,1743.7990401007337,353201.55770143046,2,1730.2952,200.00000010221265,1743.7990401007337,100,0.005
1432.1866,634.2643,5.4391416e-20,1.0,1.0,0.0033333334,1736.0232911106361,500,500.0,1.0,0.4,1.0,464238.4895297401,,189.02,0.0033333336,1736.0232911106361,464238.4895297401,2,1732.2047,299.999969473632,1736.0232911106361,100,0.0033333334
1456.6659,652.6709,5.434597e-20,1.0,1.0,0.0025,1772.9590580892755,500,500.0,1.0,0.4,1.0,500805.8631576975,,193.12,0.0024999997,1772.9590580892755,500805.8631576975,2,1742.3932,400.0,1772.9590580892755,100,0.0025
1453.2081,625.62134,5.431875e-20,1.0,1.0,0.002,1574.2785841759742,500,500.0,1.0,0.4,1.0,232811.06162285057,,171.7,0.0020000003,1574.2785841759742,232811.06162285057,1,1708.7704,500.00000664260017,1574.2785841759742,100,0.002
1180.2778,664.64484,3.5044917e-18,1.0,1.0,0.01,1753.3722458980808,500,500.0,1.0,0.4,1.0,446214.9048571013,,190.78,0.009999998,1753.3722458980808,446214.9048571013,2,1753.3722,100.0,1753.3722458980808,100,0.01
1339.3711,636.8215,2.179301e-19,1.0,1.0,0.005,1735.8479317256224,500,500.0,1.0,0.4,1.0,372905.9193179344,,189.06,0.0049999994,1735.8479317256224,372905.9193179344,2,1744.6101,200.00000010221265,1735.8479317256224,100,0.005
1405.8457,612.1995,5.4391416e-20,1.0,1.0,0.0033333334,1720.9456134021107,500,500.0,1.0,0.4,1.0,316068.90226087905,,187.37,0.0033333336,1720.9456134021107,316068.90226087905,2,1736.7219,299.999969473632,1720.9456134021107,100,0.0033333334
1433.609,607.5366,5.434597e-20,1.0,1.0,0.0025,1670.459460790958,500,500.0,1.0,0.4,1.0,352268.110155641,,182.09,0.0024999997,1670.459460790958,352268.110155641,2,1720.1562,400.0,1670.459460790958,100,0.0025
1467.9983,617.5712,5.431875e-20,1.0,1.0,0.002,1740.8439018638207,500,500.0,1.0,0.4,1.0,434571.18591807474,,189.63,0.0020000003,1740.8439018638207,434571.18591807474,1,1724.294,500.00000664260017,1740.8439018638207,100,0.002
1187.4712,662.98334,3.5044917e-18,1.0,1.0,0.01,1756.026865481971,500,500.0,1.0,0.4,1.0,443986.7759177474,,190.99,0.009999998,1756.026865481971,443986.7759177474,2,1756.0269,100.0,1756.026865481971,100,0.01
1282.6809,569.26086,2.179301e-19,1.0,1.0,0.005,1613.3941624298104,500,500.0,1.0,0.4,1.0,200400.88815781387,,175.72,0.0049999994,1613.3941624298104,200400.88815781387,2,1684.7104,200.00000010221265,1613.3941624298104,100,0.005
1415.875,626.8627,5.4391416e-20,1.0,1.0,0.0033333334,1862.9711135334076,500,500.0,1.0,0.4,1.0,514717.34092115157,,202.39,0.0033333336,1862.9711135334076,514717.34092115157,2,1744.1307,299.999969473632,1862.9711135334076,100,0.0033333334
1461.8276,632.4704,5.434597e-20,1.0,1.0,0.0025,1752.029676182866,500,500.0,1.0,0.4,1.0,425411.87770402594,,190.88,0.0024999997,1752.029676182866,425411.87770402594,2,1746.1055,400.0,1752.029676182866,100,0.0025
1501.8342,649.61163,5.431875e-20,1.0,1.0,0.002,1798.0955525230406,500,500.0,1.0,0.4,1.0,512867.2075987902,,195.8,0.0020000003,1798.0955525230406,512867.2075987902,1,1756.5035,500.00000664260017,1798.0955525230406,100,0.002
1112.0503,585.665,3.5044917e-18,1.0,1.0,0.01,1684.7717052498792,500,500.0,1.0,0.4,1.0,346468.1147025877,,183.29,0.009999998,1684.7717052498792,346468.1147025877,2,1684.7716,100.0,1684.7717052498792,100,0.01
1285.5057,579.79553,2.179301e-19,1.0,1.0,0.005,1696.1902727174747,500,500.0,1.0,0.4,1.0,332582.9441500029,,184.75,0.0049999994,1696.1902727174747,332582.9441500029,2,1690.481,200.00000010221265,1696.1902727174747,100,0.005
1367.1609,617.01184,5.4391416e-20,1.0,1.0,0.0033333334,1712.5031121881568,500,500.0,1.0,0.4,1.0,474203.732082666,,186.47,0.0033333336,1712.5031121881568,474203.732082666,2,1697.8218,299.999969473632,1712.5031121881568,100,0.0033333334
1428.827,615.6046,5.434597e-20,1.0,1.0,0.0025,1767.2864161299065,500,500.0,1.0,0.4,1.0,373885.4839085524,,192.33,0.0024999997,1767.2864161299065,373885.4839085524,2,1715.1877,400.0,1767.2864161299065,100,0.0025
1448.2872,592.8378,5.431875e-20,1.0,1.0,0.002,1661.3280384928416,500,500.0,1.0,0.4,1.0,241501.32710807383,,180.88,0.0020000003,1661.3280384928416,241501.32710807383,1,1704.416,500.00000664260017,1661.3280384928416,100,0.002
1138.5957,553.6848,3.5044917e-18,1.0,1.0,0.01,1634.2726788013752,500,500.0,1.0,0.4,1.0,309663.49313397455,,178.17,0.009999998,1634.2726788013752,309663.49313397455,2,1634.2727,100.0,1634.2726788013752,100,0.01
1316.081,563.9192,2.179301e-19,1.0,1.0,0.005,1698.8826676924366,500,500.0,1.0,0.4,1.0,330662.24011264025,,185.31,0.0049999994,1698.8826676924366,330662.24011264025,2,1666.5776,200.00000010221265,1698.8826676924366,100,0.005
1367.587,608.12115,5.4391416e-20,1.0,1.0,0.0033333334,1760.829870369564,500,500.0,1.0,0.4,1.0,472224.26410727954,,191.77,0.0033333336,1760.829870369564,472224.26410727954,2,1697.9951,299.999969473632,1760.829870369564,100,0.0033333334
1432.1282,641.90686,5.434597e-20,1.0,1.0,0.0025,1779.0948787155291,500,500.0,1.0,0.4,1.0,539202.7020842886,,193.53,0.0024999997,1779.0948787155291,539202.7020842886,2,1718.2699,400.0,1779.0948787155291,100,0.0025
1451.3063,613.9303,5.431875e-20,1.0,1.0,0.002,1663.1160090149053,500,500.0,1.0,0.4,1.0,236303.4266552819,,181.28,0.0020000003,1663.1160090149053,236303.4266552819,1,1707.2393,500.00000664260017,1663.1160090149053,100,0.002
1229.2578,631.28143,3.5044917e-18,1.0,1.0,0.01,1719.131524870898,500,500.0,1.0,0.4,1.0,402541.688216155,,187.22,0.009999998,1719.131524870898,402541.688216155,2,1719.1316,100.0,1719.131524870898,100,0.01
1343.5708,570.33636,2.179301e-19,1.0,1.0,0.005,1660.7963728918623,500,500.0,1.0,0.4,1.0,252878.22991422217,,180.83,0.0049999994,1660.7963728918623,252878.22991422217,2,1689.9639,200.00000010221265,1660.7963728918623,100,0.005
1389.9021,567.55963,5.4391416e-20,1.0,1.0,0.0033333334,1638.2644139137265,500,500.0,1.0,0.4,1.0,317194.6988487411,,178.85,0.0033333336,1638.2644139137265,317194.6988487411,2,1672.7308,299.999969473632,1638.2644139137265,100,0.0033333334
1417.3883,620.4143,5.434597e-20,1.0,1.0,0.0025,1796.1617705891376,500,500.0,1.0,0.4,1.0,567532.8380345498,,195.44,0.0024999997,1796.1617705891376,567532.8380345498,2,1703.5885,400.0,1796.1617705891376,100,0.0025
1463.1963,662.1555,5.431875e-20,1.0,1.0,0.002,1781.5536213531104,500,500.0,1.0,0.4,1.0,654273.6019430275,,194.19,0.0020000003,1781.5536213531104,654273.6019430275,1,1719.1815,500.00000664260017,1781.5536213531104,100,0.002
1212.1678,564.9116,3.5044917e-18,1.0,1.0,0.01,1702.8103947178138,500,500.0,1.0,0.4,1.0,322348.6345948615,,185.53,0.009999998,1702.8103947178138,322348.6345948615,2,1702.8103,100.0,1702.8103947178138,100,0.01
1285.0789,526.0118,2.179301e-19,1.0,1.0,0.005,1602.293844941654,500,500.0,1.0,0.4,1.0,231515.01389917525,,174.66,0.0049999994,1602.293844941654,231515.01389917525,2,1652.552,200.00000010221265,1602.293844941654,100,0.005
1374.3159,553.77374,5.4391416e-20,1.0,1.0,0.0033333334,1717.9646378296818,500,500.0,1.0,0.4,1.0,367441.27669548243,,186.98,0.0033333336,1717.9646378296818,367441.27669548243,2,1674.3564,299.999969473632,1717.9646378296818,100,0.0033333334
1406.8333,546.3333,5.434597e-20,1.0,1.0,0.0025,1643.6353169316758,500,500.0,1.0,0.4,1.0,275976.0717320829,,179.26,0.0024999997,1643.6353169316758,275976.0717320829,2,1666.676,400.0,1643.6353169316758,100,0.0025
1430.3193,576.23224,5.431875e-20,1.0,1.0,0.002,1762.3288083110303,500,500.0,1.0,0.4,1.0,463614.3471650224,,191.87,0.0020000003,1762.3288083110303,463614.3471650224,1,1685.8068,500.00000664260017,1762.3288083110303,100,0.002
1264.4221,592.5296,3.5044917e-18,1.0,1.0,0.01,1709.9682732070848,500,500.0,1.0,0.4,1.0,354637.7282937791,,186.3,0.009999998,1709.9682732070848,354637.7282937791,2,1709.9683,100.0,1709.9682732070848,100,0.01
1356.2655,547.3859,2.179301e-19,1.0,1.0,0.005,1632.6601981334277,500,500.0,1.0,0.4,1.0,247659.6603957389,,178.04,0.0049999994,1632.6601981334277,247659.6603957389,2,1671.3142,200.00000010221265,1632.6601981334277,100,0.005
1366.8442,561.9115,5.4391416e-20,1.0,1.0,0.0033333334,1638.1880880019764,500,500.0,1.0,0.4,1.0,350746.8658559646,,178.7,0.0033333336,1638.1880880019764,350746.8658559646,2,1660.2722,299.999969473632,1638.1880880019764,100,0.0033333334
1399.8488,554.2075,5.434597e-20,1.0,1.0,0.0025,1635.0425970160818,500,500.0,1.0,0.4,1.0,283710.09711090795,,178.29,0.0024999997,1635.0425970160818,283710.09711090795,2,1653.9648,400.0,1635.0425970160818,100,0.0025
