AvgEpLen,EpsThisIter,VarDiscRet,eRenyi2,Delta,MinVanillaIw,AvgDiscRet,AvgRet,MaxNormIw,VanillaAvgRet,Bound,AvgNormIw,AvgVanillaIw,MaxVanillaIw,J,IterType,MinNormIw,VarNormIw,VarVanillaIw,ESSClassic,ESSRenyi,VarRet,VarJ,BatchSize
36.04,100,148.954754688,1.07833,0.5,0.133935,2.58611359204,2.58611359204,0.083309,2.58611359204,46.4505,0.002,2535.59,105619.0,49.6331,1,1.05644e-07,0.000162895,2.61823e+08,12.0070232013,463.678753389,148.954754688,0.0817131,500
66.9,100,2660.86688241,1.0,0.5,1.0,4.27162116187,4.27162116187,0.01,4.27162116187,-5.12705,0.01,1.0,1.0,4.27162,2,0.01,3.50449e-18,,100.0,500.0,2660.86688241,51.325,500
35.2,100,330.656387295,1.0,0.5,1.0,-2.66446894346,-2.66446894346,0.005,-2.66446894346,-5.84228,0.005,1.0,1.0,0.803576,2,0.005,2.1793e-19,,200.000000102,500.0,330.656387295,38.6372,500
95.6,100,2656.33850178,1.0,0.5,1.0,15.4546990039,15.4546990039,0.00333333,15.4546990039,0.237246,0.00333333,1.0,1.0,5.68728,2,0.00333333,5.43914e-20,,299.999969474,500.0,2656.33850178,43.8123,500
40.56,100,1491.86984241,1.0,0.5,1.0,20.8148309236,20.8148309236,0.0025,20.8148309236,4.04348,0.0025,1.0,1.0,9.46917,2,0.0025,5.4346e-20,,400.0,500.0,1491.86984241,43.0323,500
33.24,100,980.55402463,1.07898,0.5,0.295535,-1.23196032859,-1.23196032859,0.0833163,-1.23196032859,103.453,0.002,3549.93,147883.0,108.494,1,1.66502e-07,0.000162924,5.13292e+08,12.0049126853,463.400120427,980.55402463,0.12839,500
56.26,100,766.070115071,1.0,0.5,1.0,-6.93968483801,-6.93968483801,0.01,-6.93968483801,-11.8474,0.01,1.0,1.0,-6.93968,2,0.01,3.50449e-18,,100.0,500.0,766.070115071,27.5392,500
73.34,100,204.957450231,1.0,0.5,1.0,-3.16511023516,-3.16511023516,0.005,-3.16511023516,-8.52267,0.005,1.0,1.0,-5.0524,2,0.005,2.1793e-19,,200.000000102,500.0,204.957450231,22.005,500
39.1,100,590.08259942,1.0,0.5,1.0,9.51792363687,9.51792363687,0.00333333,9.51792363687,-3.45759,0.00333333,1.0,1.0,-0.195624,2,0.00333333,5.43914e-20,,299.999969474,500.0,590.08259942,23.7638,500
42.24,100,248.33151042,1.0,0.5,1.0,-0.491524973863,-0.491524973863,0.0025,-0.491524973863,-3.09454,0.0025,1.0,1.0,-0.269599,2,0.0025,5.4346e-20,,400.0,500.0,248.33151042,22.0231,500
37.58,100,641.411339604,1.09175,0.5,0.120182,7.63842754471,7.63842754471,0.0833238,7.63842754471,53.8531,0.002,6103.54,254285.0,56.4932,1,3.93811e-08,0.000162954,1.51764e+09,12.0027548698,457.982346355,641.411339604,0.0373126,500
38.12,100,597.113775944,1.0,0.5,1.0,10.9348480505,10.9348480505,0.01,10.9348480505,4.87933,0.01,1.0,1.0,10.9348,2,0.01,3.50449e-18,,100.0,500.0,597.113775944,24.3134,500
38.88,100,759.328438546,1.0,0.5,1.0,0.289886627527,0.289886627527,0.005,0.289886627527,1.33047,0.005,1.0,1.0,5.61237,2,0.005,2.1793e-19,,200.000000102,500.0,759.328438546,26.4531,500
49.12,100,636.863174152,1.0,0.5,1.0,14.902117859,14.902117859,0.00333333,14.902117859,5.2109,0.00333333,1.0,1.0,8.70895,2,0.00333333,5.43914e-20,,299.999969474,500.0,636.863174152,26.3791,500
34.94,100,471.31336291,1.0,0.5,1.0,-7.90788916644,-7.90788916644,0.0025,-7.90788916644,1.52534,0.0025,1.0,1.0,4.55474,2,0.0025,5.4346e-20,,400.0,500.0,471.31336291,26.2738,500
86.82,100,2101.03451725,1.08186,0.5,0.13887,-22.7195157564,-22.7195157564,0.0832974,-22.7195157564,54.5153,0.002,1739.36,72442.0,60.5343,1,1.59679e-07,0.000162848,1.23169e+08,12.0103691273,462.165860341,2101.03451725,0.136394,500
40.98,100,343.051516801,1.0,0.5,1.0,-1.0347991358,-1.0347991358,0.01,-1.0347991358,-5.23245,0.01,1.0,1.0,-1.0348,2,0.01,3.50449e-18,,100.0,500.0,343.051516801,18.4288,500
39.98,100,190.355096076,1.0,0.5,1.0,3.62769448427,3.62769448427,0.005,3.62769448427,-1.67174,0.005,1.0,1.0,1.29645,2,0.005,2.1793e-19,,200.000000102,500.0,190.355096076,16.4156,500
31.76,100,139.175288667,1.0,0.5,1.0,-6.91328844204,-6.91328844204,0.00333333,-6.91328844204,-3.86364,0.00333333,1.0,1.0,-1.44013,2,0.00333333,5.43914e-20,,299.999969474,500.0,139.175288667,15.5098,500
90.98,100,4522.62096955,1.0,0.5,1.0,26.0760843736,26.0760843736,0.0025,26.0760843736,-4.57889,0.0025,1.0,1.0,5.43892,2,0.0025,5.4346e-20,,400.0,500.0,4522.62096955,37.9701,500
76.56,100,5258.93116586,1.07956,0.5,0.230682,-42.7440360033,-42.7440360033,0.0833135,-42.7440360033,190.998,0.002,2810.06,117058.0,200.307,1,1.64183e-07,0.000162913,3.21608e+08,12.0057188636,463.153477761,5258.93116586,0.318981,500
120.3,100,788.413087169,1.0,0.5,1.0,16.6141818271,16.6141818271,0.01,16.6141818271,9.49323,0.01,1.0,1.0,16.6142,2,0.01,3.50449e-18,,100.0,500.0,788.413087169,27.938,500
85.38,100,201.800320651,1.0,0.5,1.0,2.21897522809,2.21897522809,0.005,2.21897522809,4.38131,0.005,1.0,1.0,9.41658,2,0.005,2.1793e-19,,200.000000102,500.0,201.800320651,23.2801,500
53.58,100,863.978495381,1.0,0.5,1.0,-0.0796777463862,-0.0796777463862,0.00333333,-0.0796777463862,2.13988,0.00333333,1.0,1.0,6.25116,2,0.00333333,5.43914e-20,,299.999969474,500.0,863.978495381,25.8159,500
66.48,100,1619.33796296,1.0,0.5,1.0,17.2971620613,17.2971620613,0.0025,17.2971620613,3.45307,0.0025,1.0,1.0,9.01266,2,0.0025,5.4346e-20,,400.0,500.0,1619.33796296,30.3893,500
64.28,100,509.480117718,1.0692,0.5,0.347947,9.07293667059,9.07293667059,0.0833021,9.07293667059,106.013,0.002,2174.1,90553.3,111.155,1,3.20084e-07,0.000162867,1.92456e+08,12.0090141485,467.639808761,509.480117718,0.241129,500
85.24,100,2911.86007458,1.0,0.5,1.0,7.02479367106,7.02479367106,0.01,7.02479367106,-6.42924,0.01,1.0,1.0,7.02479,2,0.01,3.50449e-18,,100.0,500.0,2911.86007458,53.6912,500
49.36,100,1280.85305713,1.0,0.5,1.0,-2.03692365138,-2.03692365138,0.005,-2.03692365138,-7.0195,0.005,1.0,1.0,2.49393,2,0.005,2.1793e-19,,200.000000102,500.0,1280.85305713,45.7812,500
37.04,100,235.36137614,1.0,0.5,1.0,-1.00902462769,-1.00902462769,0.00333333,-1.00902462769,-6.44141,0.00333333,1.0,1.0,1.32628,2,0.00333333,5.43914e-20,,299.999969474,500.0,235.36137614,38.4406,500
36.26,100,677.341910409,1.0,0.5,1.0,-4.50734055452,-4.50734055452,0.0025,-4.50734055452,-6.85914,0.0025,1.0,1.0,-0.132123,2,0.0025,5.4346e-20,,400.0,500.0,677.341910409,35.8089,500
77.24,100,3696.27780133,1.08043,0.5,0.392384,-8.6609568543,-8.6609568543,0.0999773,-8.6609568543,127.116,0.002,3227.51,161339.0,134.51,1,2.4315e-07,0.000196302,5.1121e+08,10.0045512201,462.780737712,3696.27780133,0.219211,500
50.72,100,1743.23597429,1.0,0.5,1.0,14.3660721196,14.3660721196,0.01,14.3660721196,4.20698,0.01,1.0,1.0,14.3661,2,0.01,3.50449e-18,,100.0,500.0,1743.23597429,41.5428,500
36.82,100,264.229485923,1.0,0.5,1.0,-3.72409593409,-3.72409593409,0.005,-3.72409593409,-1.86257,0.005,1.0,1.0,5.32099,2,0.005,2.1793e-19,,200.000000102,500.0,264.229485923,32.795,500
51.06,100,1581.06939837,1.0,0.5,1.0,31.0426475969,31.0426475969,0.00333333,31.0426475969,7.29908,0.00333333,1.0,1.0,13.8949,2,0.00333333,5.43914e-20,,299.999969474,500.0,1581.06939837,37.2261,500
41.4,100,1083.71416525,1.0,0.5,1.0,5.68895167466,5.68895167466,0.0025,5.68895167466,6.13127,0.0025,1.0,1.0,11.8434,2,0.0025,5.4346e-20,,400.0,500.0,1083.71416525,36.3343,500
79.28,100,215.863198904,1.08436,0.5,0.226876,1.26236470555,1.26236470555,0.0833153,1.26236470555,108.902,0.002,3415.58,142285.0,114.222,1,1.32848e-07,0.00016292,4.75165e+08,12.0051931323,461.099804932,215.863198904,0.134122,500
84.0,100,4541.7643027,1.0,0.5,1.0,-40.5545460291,-40.5545460291,0.01,-40.5545460291,-63.9745,0.01,1.0,1.0,-40.5545,2,0.01,3.50449e-18,,100.0,500.0,4541.7643027,67.0548,500
60.88,100,5175.75160034,1.0,0.5,1.0,21.7935200607,21.7935200607,0.005,21.7935200607,-25.9409,0.005,1.0,1.0,-9.38051,2,0.005,2.1793e-19,,200.000000102,500.0,5175.75160034,76.0394,500
31.6,100,1148.51043795,1.0,0.5,1.0,-9.43917281134,-9.43917281134,0.00333333,-9.43917281134,-22.9216,0.00333333,1.0,1.0,-9.40007,2,0.00333333,5.43914e-20,,299.999969474,500.0,1148.51043795,65.0667,500
45.98,100,659.253292796,1.0,0.5,1.0,-5.39986618245,-5.39986618245,0.0025,-5.39986618245,-20.11,0.0025,1.0,1.0,-8.40002,2,0.0025,5.4346e-20,,400.0,500.0,659.253292796,57.805,500
33.94,100,500.02644557,1.07246,0.5,0.205617,4.35261741776,4.35261741776,0.0832934,4.35261741776,180.772,0.002,1604.64,66827.8,191.619,1,2.56279e-07,0.000162833,1.04818e+08,12.0114962509,466.219125781,500.02644557,0.609995,500
103.2,100,3128.8397608,1.0,0.5,1.0,-31.9564211881,-31.9564211881,0.01,-31.9564211881,-46.8386,0.01,1.0,1.0,-31.9564,2,0.01,3.50449e-18,,100.0,500.0,3128.8397608,55.6556,500
77.32,100,252.76313798,1.0,0.5,1.0,9.93191087583,9.93191087583,0.005,9.93191087583,-21.5356,0.005,1.0,1.0,-11.0123,2,0.005,2.1793e-19,,200.000000102,500.0,252.76313798,45.9625,500
46.16,100,725.698758477,1.0,0.5,1.0,1.51626485829,1.51626485829,0.00333333,1.51626485829,-15.4283,0.00333333,1.0,1.0,-6.83608,2,0.00333333,5.43914e-20,,299.999969474,500.0,725.698758477,41.0211,500
43.3,100,754.839619041,1.0,0.5,1.0,4.23108414578,4.23108414578,0.0025,4.23108414578,-11.5104,0.0025,1.0,1.0,-4.06929,2,0.0025,5.4346e-20,,400.0,500.0,754.839619041,38.3645,500
48.14,100,2492.572489,1.08,0.5,0.0443184,-4.10731705488,-4.10731705488,0.0833086,-4.10731705488,56.5774,0.002,2955.21,123097.0,63.4941,1,2.99934e-08,0.000162893,3.55647e+08,12.0071328168,462.964375409,2492.572489,0.106831,500
39.02,100,228.624439812,1.0,0.5,1.0,0.300938322122,0.300938322122,0.01,0.300938322122,-2.13711,0.01,1.0,1.0,0.300938,2,0.01,3.50449e-18,,100.0,500.0,228.624439812,15.0445,500
42.5,100,1146.09700899,1.0,0.5,1.0,0.0705091854271,0.0705091854271,0.005,0.0705091854271,-4.91701,0.005,1.0,1.0,0.185724,2,0.005,2.1793e-19,,200.000000102,500.0,1146.09700899,26.0864,500
50.9,100,688.003381957,1.0,0.5,1.0,0.970312001171,0.970312001171,0.00333333,0.970312001171,-3.71911,0.00333333,1.0,1.0,0.447253,2,0.00333333,5.43914e-20,,299.999969474,500.0,688.003381957,26.093,500
64.14,100,3072.03772442,1.0,0.5,1.0,-3.82214651968,-3.82214651968,0.0025,-3.82214651968,-7.77653,0.0025,1.0,1.0,-0.620097,2,0.0025,5.4346e-20,,400.0,500.0,3072.03772442,35.6985,500
36.34,100,581.40302438,1.068,0.5,0.235063,-17.1806874018,-17.1806874018,0.0999728,-17.1806874018,136.473,0.002,2703.34,135130.0,143.088,1,1.73905e-07,0.000196284,3.58612e+08,10.0054458092,468.163871374,581.40302438,0.290108,500
42.66,100,844.34664302,1.0,0.5,1.0,-10.287872875,-10.287872875,0.01,-10.287872875,-18.1308,0.01,1.0,1.0,-10.2879,2,0.01,3.50449e-18,,100.0,500.0,844.34664302,28.912,500
48.28,100,2080.04994144,1.0,0.5,1.0,0.0505496631102,0.0505496631102,0.005,0.0505496631102,-11.8235,0.005,1.0,1.0,-5.11866,2,0.005,2.1793e-19,,200.000000102,500.0,2080.04994144,38.3966,500
84.42,100,515.727008529,1.0,0.5,1.0,5.87871212717,5.87871212717,0.00333333,5.87871212717,-6.92736,0.00333333,1.0,1.0,-1.45287,2,0.00333333,5.43914e-20,,299.999969474,500.0,515.727008529,34.3501,500
36.04,100,525.770043304,1.0,0.5,1.0,4.4231672646,4.4231672646,0.0025,4.4231672646,-4.72491,0.0025,1.0,1.0,0.0161387,2,0.0025,5.4346e-20,,400.0,500.0,525.770043304,31.9617,500
50.74,100,605.077302274,1.10334,0.5,0.101918,15.4832304645,15.4832304645,0.0833248,15.4832304645,82.2261,0.002,7305.51,304365.0,86.6803,1,2.79017e-08,0.000162958,2.17429e+09,12.0024676632,453.169308162,605.077302274,0.0494579,500
35.14,100,246.2587744,1.0,0.5,1.0,-9.58774373022,-9.58774373022,0.01,-9.58774373022,-13.0805,0.01,1.0,1.0,-9.58774,2,0.01,3.50449e-18,,100.0,500.0,246.2587744,15.614,500
52.68,100,537.965500214,1.0,0.5,1.0,-4.64960470644,-4.64960470644,0.005,-4.64960470644,-10.9425,0.005,1.0,1.0,-7.11867,2,0.005,2.1793e-19,,200.000000102,500.0,537.965500214,19.8567,500
51.74,100,2390.81341278,1.0,0.5,1.0,-14.3874579788,-14.3874579788,0.00333333,-14.3874579788,-17.8202,0.00333333,1.0,1.0,-9.5416,2,0.00333333,5.43914e-20,,299.999969474,500.0,2390.81341278,32.6124,500
45.78,100,448.461683192,1.0,0.5,1.0,-7.92341792031,-7.92341792031,0.0025,-7.92341792031,-16.3065,0.0025,1.0,1.0,-9.13706,2,0.0025,5.4346e-20,,400.0,500.0,448.461683192,30.1523,500
54.42,100,1347.64857083,1.07252,0.5,0.39502,10.6442136714,10.6442136714,0.0999615,10.6442136714,81.8003,0.002,1892.17,94572.2,88.4413,1,4.17531e-07,0.000196238,1.75649e+08,10.0077139219,466.192645872,1347.64857083,0.25858,500
32.24,100,88.7137367025,1.0,0.5,1.0,-0.211294259044,-0.211294259044,0.01,-0.211294259044,-2.07373,0.01,1.0,1.0,-0.211294,2,0.01,3.50449e-18,,100.0,500.0,88.7137367025,9.37158,500
43.0,100,421.167820434,1.0,0.5,1.0,6.30300935487,6.30300935487,0.005,6.30300935487,-0.775901,0.005,1.0,1.0,3.04586,2,0.005,2.1793e-19,,200.000000102,500.0,421.167820434,16.2173,500
64.46,100,1019.78787881,1.0,0.5,1.0,1.31918568965,1.31918568965,0.00333333,1.31918568965,-1.19559,0.00333333,1.0,1.0,2.4703,2,0.00333333,5.43914e-20,,299.999969474,500.0,1019.78787881,22.639,500
37.1,100,1324.54881376,1.0,0.5,1.0,15.5927545838,15.5927545838,0.0025,15.5927545838,-0.355524,0.0025,1.0,1.0,5.75091,2,0.0025,5.4346e-20,,400.0,500.0,1324.54881376,27.2857,500
34.88,100,501.057092016,1.0835,0.5,0.229304,-2.66446238758,-2.66446238758,0.0999699,-2.66446238758,116.408,0.002,2176.91,108813.0,122.094,1,2.10669e-07,0.000196272,2.32531e+08,10.0060262862,461.469434872,501.057092016,0.251273,500
36.8,100,50.3480073396,1.0,0.5,1.0,-1.46517954047,-1.46517954047,0.01,-1.46517954047,-3.50526,0.01,1.0,1.0,-1.46518,2,0.01,3.50449e-18,,100.0,500.0,50.3480073396,7.06007,500
52.94,100,3374.97638335,1.0,0.5,1.0,-19.6076265771,-19.6076265771,0.005,-19.6076265771,-21.7758,0.005,1.0,1.0,-10.5364,2,0.005,2.1793e-19,,200.000000102,500.0,3374.97638335,42.1642,500
37.6,100,762.313658735,1.0,0.5,1.0,3.35152092809,3.35152092809,0.00333333,3.35152092809,-15.084,0.00333333,1.0,1.0,-5.9071,2,0.00333333,5.43914e-20,,299.999969474,500.0,762.313658735,38.4661,500
32.78,100,219.075240489,1.0,0.5,1.0,7.6642146956,7.6642146956,0.0025,7.6642146956,-10.4617,0.0025,1.0,1.0,-2.51427,2,0.0025,5.4346e-20,,400.0,500.0,219.075240489,34.6191,500
64.74,100,459.743062615,1.09179,0.5,0.0356887,-2.77392959049,-2.77392959049,0.0833098,-2.77392959049,56.8982,0.002,2764.27,115145.0,64.3257,1,2.58214e-08,0.000162898,3.11184e+08,12.0067746064,457.964844301,459.743062615,0.11226,500
39.46,100,863.425660986,1.0,0.5,1.0,15.6043011386,15.6043011386,0.01,15.6043011386,7.19266,0.01,1.0,1.0,15.6043,2,0.01,3.50449e-18,,100.0,500.0,863.425660986,29.2368,500
46.54,100,647.872208296,1.0,0.5,1.0,22.2986606219,22.2986606219,0.005,22.2986606219,13.0036,0.005,1.0,1.0,18.9515,2,0.005,2.1793e-19,,200.000000102,500.0,647.872208296,27.5553,500
75.24,100,618.571195872,1.0,0.5,1.0,-5.35756596503,-5.35756596503,0.00333333,-5.35756596503,5.992,0.00333333,1.0,1.0,10.8485,2,0.00333333,5.43914e-20,,299.999969474,500.0,618.571195872,29.0111,500
36.74,100,213.433930145,1.0,0.5,1.0,-2.18105234508,-2.18105234508,0.0025,-2.18105234508,3.38526,0.0025,1.0,1.0,7.59108,2,0.0025,5.4346e-20,,400.0,500.0,213.433930145,26.7561,500
57.62,100,3061.59911106,1.07603,0.5,0.286907,19.045424411,19.045424411,0.0833129,19.045424411,139.881,0.002,2996.76,124834.0,146.688,1,1.91478e-07,0.000162911,3.65758e+08,12.0058742871,464.671052471,3061.59911106,0.21029,500
51.0,100,1177.96475427,1.0,0.5,1.0,-0.617573389705,-0.617573389705,0.01,-0.617573389705,-7.23915,0.01,1.0,1.0,-0.617573,2,0.01,3.50449e-18,,100.0,500.0,1177.96475427,34.1495,500
82.84,100,892.83782668,1.0,0.5,1.0,15.4855181008,15.4855181008,0.005,15.4855181008,1.99181,0.005,1.0,1.0,7.43397,2,0.005,2.1793e-19,,200.000000102,500.0,892.83782668,33.0132,500
40.78,100,340.96590061,1.0,0.5,1.0,4.80686727288,4.80686727288,0.00333333,4.80686727288,2.11477,0.00333333,1.0,1.0,6.55827,2,0.00333333,5.43914e-20,,299.999969474,500.0,340.96590061,28.9937,500
48.0,100,366.808997948,1.0,0.5,1.0,2.55805033109,2.55805033109,0.0025,2.55805033109,1.71003,0.0025,1.0,1.0,5.55822,2,0.0025,5.4346e-20,,400.0,500.0,366.808997948,26.9121,500
83.38,100,1608.82891247,1.09996,0.5,0.227918,13.261287891,13.261287891,0.0999936,13.261287891,98.1465,0.002,11902.5,595089.0,102.977,1,3.82974e-08,0.000196367,6.95486e+09,10.0012785663,454.563622373,1608.82891247,0.0420913,500
39.72,100,385.74143513,1.0,0.5,1.0,2.83966245748,2.83966245748,0.01,2.83966245748,-1.18186,0.01,1.0,1.0,2.83966,2,0.01,3.50449e-18,,100.0,500.0,385.74143513,19.5419,500
33.98,100,289.451138028,1.0,0.5,1.0,0.660848890105,0.660848890105,0.005,0.660848890105,-1.09339,0.005,1.0,1.0,1.75026,2,0.005,2.1793e-19,,200.000000102,500.0,289.451138028,18.3141,500
48.38,100,1659.88594283,1.0,0.5,1.0,-0.667462893398,-0.667462893398,0.00333333,-0.667462893398,-3.95171,0.00333333,1.0,1.0,0.94435,2,0.00333333,5.43914e-20,,299.999969474,500.0,1659.88594283,27.7969,500
42.1,100,346.46029205,1.0,0.5,1.0,9.3087724331,9.3087724331,0.0025,9.3087724331,-1.20466,0.0025,1.0,1.0,3.03545,2,0.0025,5.4346e-20,,400.0,500.0,346.46029205,26.0455,500
41.08,100,2053.40135342,1.07949,0.5,0.316929,12.6615528414,12.6615528414,0.0833168,12.6615528414,124.218,0.002,4021.79,167542.0,130.272,1,1.57606e-07,0.000162927,6.58827e+08,12.0047477382,463.183296307,2053.40135342,0.16154,500
32.24,100,142.419556178,1.0,0.5,1.0,-7.28751082454,-7.28751082454,0.01,-7.28751082454,-11.0629,0.01,1.0,1.0,-7.28751,2,0.01,3.50449e-18,,100.0,500.0,142.419556178,11.8741,500
47.5,100,3762.430714,1.0,0.5,1.0,-33.709443741,-33.709443741,0.005,-33.709443741,-33.1539,0.005,1.0,1.0,-20.4985,2,0.005,2.1793e-19,,200.000000102,500.0,3762.430714,45.9068,500
42.88,100,370.065507737,1.0,0.5,1.0,1.64085036312,1.64085036312,0.00333333,1.64085036312,-23.4518,0.00333333,1.0,1.0,-13.1187,2,0.00333333,5.43914e-20,,299.999969474,500.0,370.065507737,40.4475,500
44.88,100,799.01363262,1.0,0.5,1.0,2.79419159478,2.79419159478,0.0025,2.79419159478,-18.0892,0.0025,1.0,1.0,-9.14048,2,0.0025,5.4346e-20,,400.0,500.0,799.01363262,38.3697,500
36.7,100,455.535338139,1.06998,0.5,0.0446049,-2.66047045891,-2.66047045891,0.0998334,-2.66047045891,32.2439,0.002,478.843,23902.3,40.5232,1,1.86303e-07,0.000195726,1.12195e+07,10.0333964392,467.297974565,455.535338139,0.493068,500
68.04,100,2692.70943443,1.0,0.5,1.0,3.97629640504,3.97629640504,0.01,3.97629640504,-6.08212,0.01,1.0,1.0,3.9763,2,0.01,3.50449e-18,,100.0,500.0,2692.70943443,51.6312,500
34.9,100,567.018374768,1.0,0.5,1.0,4.75554787807,4.75554787807,0.005,4.75554787807,-2.74645,0.005,1.0,1.0,4.36592,2,0.005,2.1793e-19,,200.000000102,500.0,567.018374768,40.1711,500
44.52,100,242.668477644,1.0,0.5,1.0,-9.5668792945,-9.5668792945,0.00333333,-9.5668792945,-6.08558,0.00333333,1.0,1.0,-0.278346,2,0.00333333,5.43914e-20,,299.999969474,500.0,242.668477644,34.627,500
28.2,100,698.43512353,1.0,0.5,1.0,-9.41346199117,-9.41346199117,0.0025,-9.41346199117,-7.59133,0.0025,1.0,1.0,-2.56213,2,0.0025,5.4346e-20,,400.0,500.0,698.43512353,32.9815,500
49.8,100,3480.3257525,1.08207,0.5,0.0492784,-34.138701139,-34.138701139,0.0999709,-34.138701139,92.1886,0.002,2664.69,133196.0,100.555,1,3.69863e-08,0.000196276,3.48418e+08,10.0058156762,462.075994204,3480.3257525,0.207178,500
34.06,100,294.021249106,1.0,0.5,1.0,8.24098382541,8.24098382541,0.01,8.24098382541,4.62804,0.01,1.0,1.0,8.24098,2,0.01,3.50449e-18,,100.0,500.0,294.021249106,17.0611,500
39.14,100,300.610961498,1.0,0.5,1.0,2.16585090349,2.16585090349,0.005,2.16585090349,2.27046,0.005,1.0,1.0,5.20342,2,0.005,2.1793e-19,,200.000000102,500.0,300.610961498,17.4233,500
48.74,100,1268.20172939,1.0,0.5,1.0,18.0377804335,18.0377804335,0.00333333,18.0377804335,4.43457,0.00333333,1.0,1.0,9.48154,2,0.00333333,5.43914e-20,,299.999969474,500.0,1268.20172939,25.6416,500
50.56,100,895.170543053,1.0,0.5,1.0,11.9321158782,11.9321158782,0.0025,11.9321158782,5.72338,0.0025,1.0,1.0,10.0942,2,0.0025,5.4346e-20,,400.0,500.0,895.170543053,26.7544,500
31.74,100,312.106111509,1.07275,0.5,0.288815,4.89814850198,4.89814850198,0.099962,4.89814850198,83.3365,0.002,2046.83,102303.0,87.3856,1,2.82207e-07,0.00019624,2.05538e+08,10.0076101976,466.090330071,312.106111509,0.21838,500
36.6,100,242.87395851,1.0,0.5,1.0,2.51563639915,2.51563639915,0.01,2.51563639915,-0.30337,0.01,1.0,1.0,2.51564,2,0.01,3.50449e-18,,100.0,500.0,242.87395851,15.5063,500
28.52,100,234.483753866,1.0,0.5,1.0,-0.311799261778,-0.311799261778,0.005,-0.311799261778,-0.89142,0.005,1.0,1.0,1.10192,2,0.005,2.1793e-19,,200.000000102,500.0,234.483753866,15.4367,500
40.8,100,269.986783895,1.0,0.5,1.0,1.43456499075,1.43456499075,0.00333333,1.43456499075,-0.994402,0.00333333,1.0,1.0,1.2128,2,0.00333333,5.43914e-20,,299.999969474,500.0,269.986783895,15.7474,500
37.32,100,1043.55021507,1.0,0.5,1.0,-4.65769846219,-4.65769846219,0.0025,-4.65769846219,-4.17951,0.0025,1.0,1.0,-0.254824,2,0.0025,5.4346e-20,,400.0,500.0,1043.55021507,21.2303,500
91.38,100,894.185803633,1.06832,0.5,0.25243,-23.0264781031,-23.0264781031,0.0832931,-23.0264781031,35.3269,0.002,1529.24,63687.6,40.1815,1,3.30138e-07,0.000162831,9.51984e+07,12.0115988017,468.024128388,894.185803633,0.128747,500
53.5,100,3673.62309854,1.0,0.5,1.0,1.16512749682,1.16512749682,0.01,1.16512749682,-14.4158,0.01,1.0,1.0,1.16513,2,0.01,3.50449e-18,,100.0,500.0,3673.62309854,60.3066,500
29.1,100,154.684750951,1.0,0.5,1.0,-2.0639628574,-2.0639628574,0.005,-2.0639628574,-11.4668,0.005,1.0,1.0,-0.449418,2,0.005,2.1793e-19,,200.000000102,500.0,154.684750951,43.5617,500
34.04,100,1063.46283425,1.0,0.5,1.0,9.11202206797,9.11202206797,0.00333333,9.11202206797,-6.25794,0.00333333,1.0,1.0,2.73773,2,0.00333333,5.43914e-20,,299.999969474,500.0,1063.46283425,40.4517,500
31.16,100,174.68491052,1.0,0.5,1.0,-3.22524008328,-3.22524008328,0.0025,-3.22524008328,-6.54349,0.0025,1.0,1.0,1.24699,2,0.0025,5.4346e-20,,400.0,500.0,174.68491052,35.7373,500
92.78,100,497.295572065,1.0808,0.5,0.03988,10.9917576672,10.9917576672,0.0833138,10.9917576672,85.7017,0.002,3547.18,147765.0,92.9458,1,2.24854e-08,0.000162914,5.12467e+08,12.0056293449,462.618165061,497.295572065,0.13085,500
38.1,100,368.106424475,1.0,0.5,1.0,-0.61762936455,-0.61762936455,0.01,-0.61762936455,-4.57398,0.01,1.0,1.0,-0.617629,2,0.01,3.50449e-18,,100.0,500.0,368.106424475,19.0899,500
32.16,100,529.253594342,1.0,0.5,1.0,-0.551568959298,-0.551568959298,0.005,-0.551568959298,-4.91493,0.005,1.0,1.0,-0.584599,2,0.005,2.1793e-19,,200.000000102,500.0,529.253594342,21.0759,500
99.42,100,1979.58488392,1.0,0.5,1.0,11.0804523272,11.0804523272,0.00333333,11.0804523272,-2.37638,0.00333333,1.0,1.0,3.30375,2,0.00333333,5.43914e-20,,299.999969474,500.0,1979.58488392,31.2991,500
36.24,100,191.697719799,1.0,0.5,1.0,-6.59372577495,-6.59372577495,0.0025,-6.59372577495,-4.08976,0.0025,1.0,1.0,0.829382,2,0.0025,5.4346e-20,,400.0,500.0,191.697719799,28.2937,500
34.24,100,299.443033306,1.07415,0.5,0.383787,-1.36948473886,-1.36948473886,0.0833139,-1.36948473886,93.7996,0.002,3153.78,131377.0,98.3596,1,2.43382e-07,0.000162915,4.05102e+08,12.0055884665,465.486314152,299.443033306,0.151652,500
46.16,100,266.747356776,1.0,0.5,1.0,6.00213809221,6.00213809221,0.01,6.00213809221,1.34026,0.01,1.0,1.0,6.00214,2,0.01,3.50449e-18,,100.0,500.0,266.747356776,16.2505,500
38.92,100,415.781551588,1.0,0.5,1.0,5.3112693788,5.3112693788,0.005,5.3112693788,2.19266,0.005,1.0,1.0,5.6567,2,0.005,2.1793e-19,,200.000000102,500.0,415.781551588,18.384,500
43.1,100,435.081035565,1.0,0.5,1.0,9.73632385392,9.73632385392,0.00333333,9.73632385392,4.18819,0.00333333,1.0,1.0,7.01658,2,0.00333333,5.43914e-20,,299.999969474,500.0,435.081035565,19.3026,500
