Delta,AvgDiscRet,AvgVanillaIw,AvgEpLen,AvgRet,ESSClassic,MaxVanillaIw,VanillaAvgRet,MinVanillaIw,AvgNormIw,VarVanillaIw,BatchSize,Bound,VarDiscRet,VarNormIw,EpsThisIter,J,IterType,eRenyi2,MaxNormIw,VarRet,ESSRenyi,MinNormIw,VarJ
1.0,-80.7347114951,1.0,479.29,-80.7347114951,299.999969474,1.0,-80.7347114951,1.0,0.00333333,,500,-78.8442,1565.08889219,5.43914e-20,100,-78.8442,2,1.0,0.00333333,1565.08889219,500.0,0.00333333,37.6804
1.0,-76.8474535018,1.0,465.27,-76.8474535018,400.0,1.0,-76.8474535018,1.0,0.0025,,500,-78.345,1136.3893196,5.4346e-20,100,-78.345,2,1.0,0.0025,1136.3893196,500.0,0.0025,36.6996
1.0,-81.2640353255,0.998357,478.06,-81.2640353255,243.125879911,8.05755,-81.2640353255,2.14904e-06,0.002,1.05519,500,-74.3874,1171.35643404,4.23466e-06,100,-74.3874,1,inf,0.0161416,1171.35643404,,4.30515e-09,55.2006
1.0,-65.285850378,1.0,483.34,-65.285850378,100.0,1.0,-65.285850378,1.0,0.01,,500,-65.2859,987.868345734,3.50449e-18,100,-65.2859,2,1.0,0.01,987.868345734,500.0,0.01,31.2728
1.0,-72.5693288892,1.0,481.58,-72.5693288892,200.000000102,1.0,-72.5693288892,1.0,0.005,,500,-68.9276,1120.18914671,2.1793e-19,100,-68.9276,2,1.0,0.005,1120.18914671,500.0,0.005,32.5077
1.0,-72.0882298369,1.0,482.48,-72.0882298369,299.999969474,1.0,-72.0882298369,1.0,0.00333333,,500,-69.9811,1468.24933125,5.43914e-20,100,-69.9811,2,1.0,0.00333333,1468.24933125,500.0,0.00333333,34.5144
1.0,-75.2681022867,1.0,443.57,-75.2681022867,400.0,1.0,-75.2681022867,1.0,0.0025,,500,-71.3029,1442.66083979,5.4346e-20,100,-71.3029,2,1.0,0.0025,1442.66083979,500.0,0.0025,35.4363
1.0,-70.0344924834,1.77652,473.41,-70.0344924834,1.41655125812,740.034,-70.0344924834,,0.002,1113.06,500,-48.3963,1141.08927941,0.0014107,100,-48.3963,1,164040.0,0.833126,1141.08927941,0.00304804199973,,54.9072
1.0,-75.2072529246,1.0,456.2,-75.2072529246,100.0,1.0,-75.2072529246,1.0,0.01,,500,-75.2073,1567.32167801,3.50449e-18,100,-75.2073,2,1.0,0.01,1567.32167801,500.0,0.01,39.391
1.0,-76.6164107455,1.0,480.78,-76.6164107455,200.000000102,1.0,-76.6164107455,1.0,0.005,,500,-75.9118,1236.17821376,2.1793e-19,100,-75.9118,2,1.0,0.005,1236.17821376,500.0,0.005,37.2589
1.0,-76.2383059153,1.0,465.0,-76.2383059153,299.999969474,1.0,-76.2383059153,1.0,0.00333333,,500,-76.0207,1076.56837004,5.43914e-20,100,-76.0207,2,1.0,0.00333333,1076.56837004,500.0,0.00333333,35.7879
1.0,-76.5722857744,1.0,459.15,-76.5722857744,400.0,1.0,-76.5722857744,1.0,0.0025,,500,-76.1586,1624.63779708,5.4346e-20,100,-76.1586,2,1.0,0.0025,1624.63779708,500.0,0.0025,36.9153
1.0,-76.0805319059,1.0,459.65,-76.0805319059,500.000006643,1.0,-76.0805319059,1.0,0.002,,500,-76.143,1190.29131018,5.43187e-20,100,-76.143,1,1.0,0.002,1190.29131018,500.0,0.002,36.4125
1.0,-68.5223605249,1.0,487.19,-68.5223605249,100.0,1.0,-68.5223605249,1.0,0.01,,500,-68.5224,1014.27716638,3.50449e-18,100,-68.5224,2,1.0,0.01,1014.27716638,500.0,0.01,31.6881
1.0,-72.4743501641,1.0,458.44,-72.4743501641,200.000000102,1.0,-72.4743501641,1.0,0.005,,500,-70.4984,1089.43221998,2.1793e-19,100,-70.4984,2,1.0,0.005,1089.43221998,500.0,0.005,32.3302
1.0,-72.251647445,1.0,484.29,-72.251647445,299.999969474,1.0,-72.251647445,1.0,0.00333333,,500,-71.0828,867.537139889,5.43914e-20,100,-71.0828,2,1.0,0.00333333,867.537139889,500.0,0.00333333,31.3655
1.0,-74.9530784739,1.0,474.16,-74.9530784739,400.0,1.0,-74.9530784739,1.0,0.0025,,500,-72.0504,821.805054564,5.4346e-20,100,-72.0504,2,1.0,0.0025,821.805054564,500.0,0.0025,30.7255
1.0,-76.9393371032,1.0,469.26,-76.9393371032,499.9999331,1.00002,-76.9393371032,0.999981,0.002,1.7546e-11,500,-73.0282,1043.34226849,7.02334e-17,100,-73.0282,1,1.00001,0.00200004,1043.34226849,499.996185332,0.00199996,31.0749
1.0,-78.8751460542,1.0,459.82,-78.8751460542,100.0,1.0,-78.8751460542,1.0,0.01,,500,-78.8751,1163.67849789,3.50449e-18,100,-78.8751,2,1.0,0.01,1163.67849789,500.0,0.01,33.9417
1.0,-74.3415372209,1.0,487.49,-74.3415372209,200.000000102,1.0,-74.3415372209,1.0,0.005,,500,-76.6083,1080.95351902,2.1793e-19,100,-76.6083,2,1.0,0.005,1080.95351902,500.0,0.005,33.41
1.0,-72.5018320305,1.0,487.15,-72.5018320305,299.999969474,1.0,-72.5018320305,1.0,0.00333333,,500,-75.2395,1257.46176747,5.43914e-20,100,-75.2395,2,1.0,0.00333333,1257.46176747,500.0,0.00333333,34.1008
1.0,-71.4664265453,1.0,475.72,-71.4664265453,400.0,1.0,-71.4664265453,1.0,0.0025,,500,-74.2962,1374.07058398,5.4346e-20,100,-74.2962,2,1.0,0.0025,1374.07058398,500.0,0.0025,34.8554
1.0,-76.4423017671,1.0,468.48,-76.4423017671,500.000006643,1.0,-76.4423017671,1.0,0.002,,500,-74.7254,1087.8752097,5.43187e-20,100,-74.7254,1,1.0,0.002,1087.8752097,500.0,0.002,34.4682
1.0,-75.673777625,1.0,463.69,-75.673777625,100.0,1.0,-75.673777625,1.0,0.01,,500,-75.6738,1336.60675876,3.50449e-18,100,-75.6738,2,1.0,0.01,1336.60675876,500.0,0.01,36.3764
1.0,-73.7727648661,1.0,468.35,-73.7727648661,200.000000102,1.0,-73.7727648661,1.0,0.005,,500,-74.7233,1064.8341545,2.1793e-19,100,-74.7233,2,1.0,0.005,1064.8341545,500.0,0.005,34.4908
1.0,-78.8732044918,1.0,453.91,-78.8732044918,299.999969474,1.0,-78.8732044918,1.0,0.00333333,,500,-76.1066,1432.56676646,5.43914e-20,100,-76.1066,2,1.0,0.00333333,1432.56676646,500.0,0.00333333,35.6322
1.0,-76.1136916612,1.0,472.11,-76.1136916612,400.0,1.0,-76.1136916612,1.0,0.0025,,500,-76.1084,1341.26523254,5.4346e-20,100,-76.1084,2,1.0,0.0025,1341.26523254,500.0,0.0025,35.8358
1.0,-68.829910043,1.0,477.38,-68.829910043,500.000093442,1.00007,-68.829910043,0.99994,0.002,1.68183e-10,500,-74.6526,890.2157283,6.72569e-16,100,-74.6526,1,1.0,0.00200015,890.2157283,500.0,0.00199988,34.8152
1.0,-79.020844712,1.0,474.7,-79.020844712,100.0,1.0,-79.020844712,1.0,0.01,,500,-79.0208,1213.43939728,3.50449e-18,100,-79.0208,2,1.0,0.01,1213.43939728,500.0,0.01,34.6598
1.0,-82.8325324958,1.0,459.66,-82.8325324958,200.000000102,1.0,-82.8325324958,1.0,0.005,,500,-80.9267,1340.77465688,2.1793e-19,100,-80.9267,2,1.0,0.005,1340.77465688,500.0,0.005,35.6085
1.0,-75.8933388467,1.0,472.83,-75.8933388467,299.999969474,1.0,-75.8933388467,1.0,0.00333333,,500,-79.2489,865.490166932,5.43914e-20,100,-79.2489,2,1.0,0.00333333,865.490166932,500.0,0.00333333,33.7128
1.0,-76.5612109827,1.0,479.97,-76.5612109827,400.0,1.0,-76.5612109827,1.0,0.0025,,500,-78.577,1302.74776539,5.4346e-20,100,-78.577,2,1.0,0.0025,1302.74776539,500.0,0.0025,34.2958
1.0,-70.8977628193,1.0,473.47,-70.8977628193,500.000055171,1.00002,-70.8977628193,0.999982,0.002,1.27631e-11,500,-77.0411,1475.4106617,5.12075e-17,100,-77.0411,1,1.0,0.00200004,1475.4106617,500.0,0.00199996,35.2495
1.0,-76.2187287405,1.0,455.81,-76.2187287405,100.0,1.0,-76.2187287405,1.0,0.01,,500,-76.2187,1342.2957079,3.50449e-18,100,-76.2187,2,1.0,0.01,1342.2957079,500.0,0.01,36.4537
1.0,-70.2076039931,1.0,481.13,-70.2076039931,200.000000102,1.0,-70.2076039931,1.0,0.005,,500,-73.2132,1094.01312221,2.1793e-19,100,-73.2132,2,1.0,0.005,1094.01312221,500.0,0.005,34.8569
1.0,-78.2616322739,1.0,462.92,-78.2616322739,299.999969474,1.0,-78.2616322739,1.0,0.00333333,,500,-74.896,1309.32919076,5.43914e-20,100,-74.896,2,1.0,0.00333333,1309.32919076,500.0,0.00333333,35.3235
1.0,-76.2348831809,1.0,463.26,-76.2348831809,400.0,1.0,-76.2348831809,1.0,0.0025,,500,-75.2307,1325.09842291,5.4346e-20,100,-75.2307,2,1.0,0.0025,1325.09842291,500.0,0.0025,35.5543
1.0,-76.6273420659,1.0,471.07,-76.6273420659,500.000006643,1.0,-76.6273420659,1.0,0.002,,500,-75.51,975.128677068,5.43187e-20,100,-75.51,1,1.0,0.002,975.128677068,500.0,0.002,34.7084
1.0,-75.7535639899,1.0,450.35,-75.7535639899,100.0,1.0,-75.7535639899,1.0,0.01,,500,-75.7536,1109.41071117,3.50449e-18,100,-75.7536,2,1.0,0.01,1109.41071117,500.0,0.01,33.1409
1.0,-76.368865362,1.0,441.71,-76.368865362,200.000000102,1.0,-76.368865362,1.0,0.005,,500,-76.0612,1293.75635771,2.1793e-19,100,-76.0612,2,1.0,0.005,1293.75635771,500.0,0.005,34.4915
1.0,-69.7976794347,1.0,455.05,-69.7976794347,299.999969474,1.0,-69.7976794347,1.0,0.00333333,,500,-73.9734,1429.02031955,5.43914e-20,100,-73.9734,2,1.0,0.00333333,1429.02031955,500.0,0.00333333,35.6848
1.0,-73.494165234,1.0,471.91,-73.494165234,400.0,1.0,-73.494165234,1.0,0.0025,,500,-73.8536,948.971058324,5.4346e-20,100,-73.8536,2,1.0,0.0025,948.971058324,500.0,0.0025,34.4959
1.0,-74.732889454,1.0,482.43,-74.732889454,500.000006643,1.0,-74.732889454,1.0,0.002,,500,-74.0294,1019.69391657,5.43187e-20,100,-74.0294,1,1.0,0.002,1019.69391657,500.0,0.002,33.9705
1.0,-78.6445442293,1.0,471.32,-78.6445442293,100.0,1.0,-78.6445442293,1.0,0.01,,500,-78.6445,1115.56164947,3.50449e-18,100,-78.6445,2,1.0,0.01,1115.56164947,500.0,0.01,33.2326
1.0,-79.9344085591,1.0,457.68,-79.9344085591,200.000000102,1.0,-79.9344085591,1.0,0.005,,500,-79.2895,1294.07579711,2.1793e-19,100,-79.2895,2,1.0,0.005,1294.07579711,500.0,0.005,34.5425
1.0,-73.7184012699,1.0,472.87,-73.7184012699,299.999969474,1.0,-73.7184012699,1.0,0.00333333,,500,-77.4325,1356.36597751,5.43914e-20,100,-77.4325,2,1.0,0.00333333,1356.36597751,500.0,0.00333333,35.3547
1.0,-72.5865396386,1.0,467.17,-72.5865396386,400.0,1.0,-72.5865396386,1.0,0.0025,,500,-76.221,1236.7191487,5.4346e-20,100,-76.221,2,1.0,0.0025,1236.7191487,500.0,0.0025,35.3264
1.0,-75.5957806459,1.0,473.93,-75.5957806459,500.000006643,1.0,-75.5957806459,1.0,0.002,,500,-76.0959,732.828691674,5.43187e-20,100,-76.0959,1,1.0,0.002,732.828691674,500.0,0.002,33.8161
1.0,-74.0245868001,1.0,472.15,-74.0245868001,100.0,1.0,-74.0245868001,1.0,0.01,,500,-74.0246,1326.16203407,3.50449e-18,100,-74.0246,2,1.0,0.01,1326.16203407,500.0,0.01,36.234
1.0,-69.4727811337,1.0,467.94,-69.4727811337,200.000000102,1.0,-69.4727811337,1.0,0.005,,500,-71.7487,1248.74172691,2.1793e-19,100,-71.7487,2,1.0,0.005,1248.74172691,500.0,0.005,35.7737
1.0,-78.4071200262,1.0,463.02,-78.4071200262,299.999969474,1.0,-78.4071200262,1.0,0.00333333,,500,-73.9682,1293.23043797,5.43914e-20,100,-73.9682,2,1.0,0.00333333,1293.23043797,500.0,0.00333333,35.9136
1.0,-73.5106293477,1.0,480.02,-73.5106293477,400.0,1.0,-73.5106293477,1.0,0.0025,,500,-73.8538,825.348629659,5.4346e-20,100,-73.8538,2,1.0,0.0025,825.348629659,500.0,0.0025,34.2295
1.0,-72.0231313415,1.0,472.38,-72.0231313415,500.000006643,1.0,-72.0231313415,1.0,0.002,,500,-73.4876,1046.12549268,5.43187e-20,100,-73.4876,1,1.0,0.002,1046.12549268,500.0,0.002,33.8377
1.0,-71.860587871,1.0,476.35,-71.860587871,100.0,1.0,-71.860587871,1.0,0.01,,500,-71.8606,1341.21720293,3.50449e-18,100,-71.8606,2,1.0,0.01,1341.21720293,500.0,0.01,36.4391
1.0,-73.4139891427,1.0,474.53,-73.4139891427,200.000000102,1.0,-73.4139891427,1.0,0.005,,500,-72.6373,1045.28605511,2.1793e-19,100,-72.6373,2,1.0,0.005,1045.28605511,500.0,0.005,34.3791
1.0,-75.9154373989,1.0,468.4,-75.9154373989,299.999969474,1.0,-75.9154373989,1.0,0.00333333,,500,-73.73,1280.53521344,5.43914e-20,100,-73.73,2,1.0,0.00333333,1280.53521344,500.0,0.00333333,34.8269
1.0,-68.9327971662,1.0,476.64,-68.9327971662,400.0,1.0,-68.9327971662,1.0,0.0025,,500,-72.5307,1068.45181588,5.4346e-20,100,-72.5307,2,1.0,0.0025,1068.45181588,500.0,0.0025,34.3284
1.0,-76.0216138832,1.0,472.53,-76.0216138832,500.000006643,1.0,-76.0216138832,1.0,0.002,,500,-73.2289,1360.21793296,5.43187e-20,100,-73.2289,1,1.0,0.002,1360.21793296,500.0,0.002,34.8429
1.0,-76.7510753152,1.0,461.35,-76.7510753152,100.0,1.0,-76.7510753152,1.0,0.01,,500,-76.7511,1221.27362679,3.50449e-18,100,-76.7511,2,1.0,0.01,1221.27362679,500.0,0.01,34.7716
1.0,-73.8379982771,1.0,463.21,-73.8379982771,200.000000102,1.0,-73.8379982771,1.0,0.005,,500,-75.2945,1248.93159598,2.1793e-19,100,-75.2945,2,1.0,0.005,1248.93159598,500.0,0.005,34.9982
1.0,-75.7289837198,1.0,459.7,-75.7289837198,299.999969474,1.0,-75.7289837198,1.0,0.00333333,,500,-75.4394,1128.24089734,5.43914e-20,100,-75.4394,2,1.0,0.00333333,1128.24089734,500.0,0.00333333,34.4811
1.0,-80.6416501137,1.0,463.67,-80.6416501137,400.0,1.0,-80.6416501137,1.0,0.0025,,500,-76.7399,1396.49943902,5.4346e-20,100,-76.7399,2,1.0,0.0025,1396.49943902,500.0,0.0025,35.2479
1.0,-74.7380251706,1.0,467.68,-74.7380251706,499.999640432,1.00002,-74.7380251706,0.999989,0.002,1.31725e-11,500,-76.3395,1023.71316505,5.28624e-17,100,-76.3395,1,1.0,0.00200004,1023.71316505,500.0,0.00199998,34.6016
1.0,-74.5892566123,1.0,457.99,-74.5892566123,100.0,1.0,-74.5892566123,1.0,0.01,,500,-74.5893,1171.02560448,3.50449e-18,100,-74.5893,2,1.0,0.01,1171.02560448,500.0,0.01,34.0487
1.0,-73.8777921449,1.0,472.4,-73.8777921449,200.000000102,1.0,-73.8777921449,1.0,0.005,,500,-74.2335,1196.79345866,2.1793e-19,100,-74.2335,2,1.0,0.005,1196.79345866,500.0,0.005,34.2374
1.0,-75.2725786042,1.0,459.29,-75.2725786042,299.999969474,1.0,-75.2725786042,1.0,0.00333333,,500,-74.5799,1381.3074621,5.43914e-20,100,-74.5799,2,1.0,0.00333333,1381.3074621,500.0,0.00333333,35.1786
1.0,-74.1427077435,1.0,471.23,-74.1427077435,400.0,1.0,-74.1427077435,1.0,0.0025,,500,-74.4706,1023.71752868,5.4346e-20,100,-74.4706,2,1.0,0.0025,1023.71752868,500.0,0.0025,34.3738
1.0,-71.7961546607,1.0,475.68,-71.7961546607,500.000006643,1.0,-71.7961546607,1.0,0.002,,500,-73.9357,1228.06555274,5.43187e-20,100,-73.9357,1,1.0,0.002,1228.06555274,500.0,0.002,34.4898
1.0,-75.7809846208,1.0,464.91,-75.7809846208,100.0,1.0,-75.7809846208,1.0,0.01,,500,-75.781,1231.63868125,3.50449e-18,100,-75.781,2,1.0,0.01,1231.63868125,500.0,0.01,34.9188
1.0,-77.8463455361,1.0,473.37,-77.8463455361,200.000000102,1.0,-77.8463455361,1.0,0.005,,500,-76.8137,1181.40379472,2.1793e-19,100,-76.8137,2,1.0,0.005,1181.40379472,500.0,0.005,34.5763
1.0,-76.7796376869,1.0,461.95,-76.7796376869,299.999969474,1.0,-76.7796376869,1.0,0.00333333,,500,-76.8023,1178.05238431,5.43914e-20,100,-76.8023,2,1.0,0.00333333,1178.05238431,500.0,0.00333333,34.435
1.0,-72.2137999724,1.0,470.27,-72.2137999724,400.0,1.0,-72.2137999724,1.0,0.0025,,500,-75.6552,1284.18838523,5.4346e-20,100,-75.6552,2,1.0,0.0025,1284.18838523,500.0,0.0025,34.8011
1.0,-75.7941257626,1.0,462.25,-75.7941257626,500.000006643,1.0,-75.7941257626,1.0,0.002,,500,-75.683,1542.28125869,5.43187e-20,100,-75.683,1,1.0,0.002,1542.28125869,500.0,0.002,35.6969
1.0,-72.6466939547,1.0,473.75,-72.6466939547,100.0,1.0,-72.6466939547,1.0,0.01,,500,-72.6467,1099.02901298,3.50449e-18,100,-72.6467,2,1.0,0.01,1099.02901298,500.0,0.01,32.9854
1.0,-72.725585181,1.0,478.86,-72.725585181,200.000000102,1.0,-72.725585181,1.0,0.005,,500,-72.6861,1115.24794877,2.1793e-19,100,-72.6861,2,1.0,0.005,1115.24794877,500.0,0.005,33.1069
1.0,-76.5719529261,1.0,470.77,-76.5719529261,299.999969474,1.0,-76.5719529261,1.0,0.00333333,,500,-73.9814,953.268076307,5.43914e-20,100,-73.9814,2,1.0,0.00333333,953.268076307,500.0,0.00333333,32.3828
1.0,-75.8628300599,1.0,466.38,-75.8628300599,400.0,1.0,-75.8628300599,1.0,0.0025,,500,-74.4518,1367.83941259,5.4346e-20,100,-74.4518,2,1.0,0.0025,1367.83941259,500.0,0.0025,33.5513
1.0,-71.0839386076,1.0,480.31,-71.0839386076,500.000497173,1.00007,-71.0839386076,0.999877,0.002,3.21026e-10,500,-73.7782,1329.93324571,1.28392e-15,100,-73.7782,1,1.0,0.00200014,1329.93324571,500.0,0.00199975,34.1422
1.0,-78.8069916394,1.0,455.88,-78.8069916394,100.0,1.0,-78.8069916394,1.0,0.01,,500,-78.807,1206.29974059,3.50449e-18,100,-78.807,2,1.0,0.01,1206.29974059,500.0,0.01,34.5577
1.0,-75.0404276683,1.0,472.97,-75.0404276683,200.000000102,1.0,-75.0404276683,1.0,0.005,,500,-76.9237,1330.21618071,2.1793e-19,100,-76.9237,2,1.0,0.005,1330.21618071,500.0,0.005,35.4841
1.0,-75.8519956163,1.0,486.77,-75.8519956163,299.999969474,1.0,-75.8519956163,1.0,0.00333333,,500,-76.5665,1216.74347869,5.43914e-20,100,-76.5665,2,1.0,0.00333333,1216.74347869,500.0,0.00333333,35.2306
1.0,-82.9283305106,1.0,456.53,-82.9283305106,400.0,1.0,-82.9283305106,1.0,0.0025,,500,-78.1569,1474.74953447,5.4346e-20,100,-78.1569,2,1.0,0.0025,1474.74953447,500.0,0.0025,36.1038
1.0,-81.3282367659,1.0,448.28,-81.3282367659,500.000006643,1.0,-81.3282367659,1.0,0.002,,500,-78.7912,1283.28179267,5.43187e-20,100,-78.7912,1,1.0,0.002,1283.28179267,500.0,0.002,36.0345
1.0,-76.9573715635,1.0,474.96,-76.9573715635,100.0,1.0,-76.9573715635,1.0,0.01,,500,-76.9574,1368.61125806,3.50449e-18,100,-76.9574,2,1.0,0.01,1368.61125806,500.0,0.01,36.8093
1.0,-75.0257795483,1.0,476.85,-75.0257795483,200.000000102,1.0,-75.0257795483,1.0,0.005,,500,-75.9916,1324.22211627,2.1793e-19,100,-75.9916,2,1.0,0.005,1324.22211627,500.0,0.005,36.5224
1.0,-72.5440416553,1.0,462.77,-72.5440416553,299.999969474,1.0,-72.5440416553,1.0,0.00333333,,500,-74.8424,1659.81580698,5.43914e-20,100,-74.8424,2,1.0,0.00333333,1659.81580698,500.0,0.00333333,37.9426
1.0,-81.3069761075,1.0,463.65,-81.3069761075,400.0,1.0,-81.3069761075,1.0,0.0025,,500,-76.4585,1336.52250039,5.4346e-20,100,-76.4585,2,1.0,0.0025,1336.52250039,500.0,0.0025,37.661
1.0,-70.9540764202,1.0,473.68,-70.9540764202,500.000006643,1.0,-70.9540764202,1.0,0.002,,500,-75.3577,1075.6785737,5.43187e-20,100,-75.3577,1,1.0,0.002,1075.6785737,500.0,0.002,36.7766
1.0,-74.1502722171,1.0,459.75,-74.1502722171,100.0,1.0,-74.1502722171,1.0,0.01,,500,-74.1503,812.758256436,3.50449e-18,100,-74.1503,2,1.0,0.01,812.758256436,500.0,0.01,28.366
1.0,-75.317561524,1.0,448.68,-75.317561524,200.000000102,1.0,-75.317561524,1.0,0.005,,500,-74.7339,1410.36714825,2.1793e-19,100,-74.7339,2,1.0,0.005,1410.36714825,500.0,0.005,33.1781
1.0,-72.970077603,1.0,488.16,-72.970077603,299.999969474,1.0,-72.970077603,1.0,0.00333333,,500,-74.146,1069.84890138,5.43914e-20,100,-74.146,2,1.0,0.00333333,1069.84890138,500.0,0.00333333,32.9788
1.0,-75.1394633868,1.0,463.17,-75.1394633868,400.0,1.0,-75.1394633868,1.0,0.0025,,500,-74.3943,1419.23886045,5.4346e-20,100,-74.3943,2,1.0,0.0025,1419.23886045,500.0,0.0025,34.1635
1.0,-75.8055132293,1.0,471.39,-75.8055132293,500.000006643,1.0,-75.8055132293,1.0,0.002,,500,-74.6766,1176.89193376,5.43187e-20,100,-74.6766,1,1.0,0.002,1176.89193376,500.0,0.002,34.1623
1.0,-82.7528848317,1.0,455.96,-82.7528848317,100.0,1.0,-82.7528848317,1.0,0.01,,500,-82.7529,1250.94549516,3.50449e-18,100,-82.7529,2,1.0,0.01,1250.94549516,500.0,0.01,35.1914
1.0,-79.5927082485,1.0,472.06,-79.5927082485,200.000000102,1.0,-79.5927082485,1.0,0.005,,500,-81.1728,1229.97968082,2.1793e-19,100,-81.1728,2,1.0,0.005,1229.97968082,500.0,0.005,35.0793
1.0,-74.2543712486,1.0,471.98,-74.2543712486,299.999969474,1.0,-74.2543712486,1.0,0.00333333,,500,-78.8667,1411.70628204,5.43914e-20,100,-78.8667,2,1.0,0.00333333,1411.70628204,500.0,0.00333333,36.0121
1.0,-77.7311407341,1.0,465.39,-77.7311407341,400.0,1.0,-77.7311407341,1.0,0.0025,,500,-78.5828,1595.29159479,5.4346e-20,100,-78.5828,2,1.0,0.0025,1595.29159479,500.0,0.0025,36.9828
1.0,-78.7602479782,1.0,458.48,-78.7602479782,500.000006643,1.0,-78.7602479782,1.0,0.002,,500,-78.6183,1609.42075204,5.43187e-20,100,-78.6183,1,1.0,0.002,1609.42075204,500.0,0.002,37.5879
1.0,-73.6796281429,1.0,472.34,-73.6796281429,100.0,1.0,-73.6796281429,1.0,0.01,,500,-73.6796,1392.0383675,3.50449e-18,100,-73.6796,2,1.0,0.01,1392.0383675,500.0,0.01,37.123
1.0,-75.211711635,1.0,467.91,-75.211711635,200.000000102,1.0,-75.211711635,1.0,0.005,,500,-74.4457,1523.57194548,2.1793e-19,100,-74.4457,2,1.0,0.005,1523.57194548,500.0,0.005,37.9976
1.0,-72.3029721893,1.0,475.33,-72.3029721893,299.999969474,1.0,-72.3029721893,1.0,0.00333333,,500,-73.7314,1142.43309641,5.43914e-20,100,-73.7314,2,1.0,0.00333333,1142.43309641,500.0,0.00333333,36.6137
1.0,-72.6179460221,1.0,461.91,-72.6179460221,400.0,1.0,-72.6179460221,1.0,0.0025,,500,-73.4531,1492.11745808,5.4346e-20,100,-73.4531,2,1.0,0.0025,1492.11745808,500.0,0.0025,37.0804
1.0,-74.9149081064,1.0,453.71,-74.9149081064,500.000006643,1.0,-74.9149081064,1.0,0.002,,500,-73.7454,1017.46518473,5.43187e-20,100,-73.7454,1,1.0,0.002,1017.46518473,500.0,0.002,36.08
1.0,-74.5268678699,1.0,464.73,-74.5268678699,100.0,1.0,-74.5268678699,1.0,0.01,,500,-74.5269,1086.00965566,3.50449e-18,100,-74.5269,2,1.0,0.01,1086.00965566,500.0,0.01,32.7895
1.0,-77.8324175861,1.0,465.95,-77.8324175861,200.000000102,1.0,-77.8324175861,1.0,0.005,,500,-76.1796,1262.89719469,2.1793e-19,100,-76.1796,2,1.0,0.005,1262.89719469,500.0,0.005,34.1385
1.0,-68.2273381107,1.0,470.62,-68.2273381107,299.999969474,1.0,-68.2273381107,1.0,0.00333333,,500,-73.5289,1120.89507577,5.43914e-20,100,-73.5289,2,1.0,0.00333333,1120.89507577,500.0,0.00333333,34.0721
1.0,-83.2240799393,1.0,459.43,-83.2240799393,400.0,1.0,-83.2240799393,1.0,0.0025,,500,-75.9527,1377.79738713,5.4346e-20,100,-75.9527,2,1.0,0.0025,1377.79738713,500.0,0.0025,35.0615
1.0,-77.1423779184,1.0,457.04,-77.1423779184,500.000006643,1.0,-77.1423779184,1.0,0.002,,500,-76.1906,1401.85915494,5.43187e-20,100,-76.1906,1,1.0,0.002,1401.85915494,500.0,0.002,35.514
1.0,-71.2672342934,1.0,471.72,-71.2672342934,100.0,1.0,-71.2672342934,1.0,0.01,,500,-71.2672,1372.21227511,3.50449e-18,100,-71.2672,2,1.0,0.01,1372.21227511,500.0,0.01,36.8577
1.0,-77.2859636878,1.0,474.83,-77.2859636878,200.000000102,1.0,-77.2859636878,1.0,0.005,,500,-74.2766,1216.19807818,2.1793e-19,100,-74.2766,2,1.0,0.005,1216.19807818,500.0,0.005,35.921
1.0,-79.2616216822,1.0,468.15,-79.2616216822,299.999969474,1.0,-79.2616216822,1.0,0.00333333,,500,-75.9383,1326.50904226,5.43914e-20,100,-75.9383,2,1.0,0.00333333,1326.50904226,500.0,0.00333333,36.1038
1.0,-75.2264895574,1.0,479.8,-75.2264895574,400.0,1.0,-75.2264895574,1.0,0.0025,,500,-75.7603,1291.2710254,5.4346e-20,100,-75.7603,2,1.0,0.0025,1291.2710254,500.0,0.0025,36.018
1.0,-72.0273818672,1.0,476.79,-72.0273818672,500.000006643,1.0,-72.0273818672,1.0,0.002,,500,-75.0137,962.818621208,5.43187e-20,100,-75.0137,1,1.0,0.002,962.818621208,500.0,0.002,35.0814
1.0,-79.7292109069,1.0,481.37,-79.7292109069,100.0,1.0,-79.7292109069,1.0,0.01,,500,-79.7292,1505.24532939,3.50449e-18,100,-79.7292,2,1.0,0.01,1505.24532939,500.0,0.01,38.603
1.0,-73.428903112,1.0,476.34,-73.428903112,200.000000102,1.0,-73.428903112,1.0,0.005,,500,-76.5791,974.29986019,2.1793e-19,100,-76.5791,2,1.0,0.005,974.29986019,500.0,0.005,35.1753
1.0,-75.14218545,1.0,470.07,-75.14218545,299.999969474,1.0,-75.14218545,1.0,0.00333333,,500,-76.1001,1158.78201532,5.43914e-20,100,-76.1001,2,1.0,0.00333333,1158.78201532,500.0,0.00333333,34.7523
1.0,-78.056952407,1.0,467.2,-78.056952407,400.0,1.0,-78.056952407,1.0,0.0025,,500,-76.5893,1616.34519128,5.4346e-20,100,-76.5893,2,1.0,0.0025,1616.34519128,500.0,0.0025,36.1463
1.0,-78.7897179741,1.0,471.67,-78.7897179741,500.000006643,1.0,-78.7897179741,1.0,0.002,,500,-77.0294,1114.10684148,5.43187e-20,100,-77.0294,1,1.0,0.002,1114.10684148,500.0,0.002,35.5895
