Delta,ESSClassic,MaxVanillaIw,J,VarVanillaIw,VarRet,MinVanillaIw,MinNormIw,IterType,VarDiscRet,VarNormIw,EpsThisIter,AvgVanillaIw,Bound,BatchSize,ESSRenyi,eRenyi2,AvgEpLen,AvgNormIw,MaxNormIw,VarJ,VanillaAvgRet,AvgDiscRet,AvgRet
0.3,299.999969474,1.0,4648.33,,338.631269051,1.0,0.00333333,2,338.631269051,5.43914e-20,100,1.0,4235.6,500,500.0,1.0,500.0,0.00333333,0.00333333,166.614,4658.59934671,4658.59934671,4658.59934671
0.3,400.0,1.0,4650.3,,308.119621117,1.0,0.0025,2,308.119621117,5.4346e-20,100,1.0,4292.86,500,500.0,1.0,500.0,0.0025,0.0025,144.596,4656.21840891,4656.21840891,4656.21840891
0.3,496.709665188,1.17309,4654.91,0.00668364,245.269383418,0.5055,0.00100753,1,245.269383418,2.65513e-08,100,1.00345,4334.14,500,496.679981162,1.00668,500.0,0.002,0.00233813,67.0091,4658.76975027,4658.76975027,4658.76975027
0.3,100.0,1.0,4659.05,,279.206780033,1.0,0.01,2,279.206780033,3.50449e-18,100,1.0,3944.3,500,500.0,1.0,500.0,0.01,0.01,16.6257,4659.04925622,4659.04925622,4659.04925622
0.3,200.000000102,1.0,4659.17,,215.716604582,1.0,0.005,2,215.716604582,2.1793e-19,100,1.0,4153.75,500,500.0,1.0,500.0,0.005,0.005,15.6526,4659.29741922,4659.29741922,4659.29741922
0.3,299.999969474,1.0,4658.31,,375.136559382,1.0,0.00333333,2,375.136559382,5.43914e-20,100,1.0,4245.64,500,500.0,1.0,500.0,0.00333333,0.00333333,16.9884,4656.59773099,4656.59773099,4656.59773099
0.3,400.0,1.0,4658.91,,263.053728178,1.0,0.0025,2,263.053728178,5.4346e-20,100,1.0,4301.52,500,500.0,1.0,500.0,0.0025,0.0025,16.811,4660.68088393,4660.68088393,4660.68088393
0.3,499.875480988,1.04341,4659.19,0.000249138,302.111360835,0.942448,0.00188473,1,302.111360835,9.96372e-10,100,1.00009,4339.47,500,499.878972269,1.00024,500.0,0.002,0.00208662,16.8418,4659.9330338,4659.9330338,4659.9330338
0.3,100.0,1.0,4661.03,,186.504089974,1.0,0.01,2,186.504089974,3.50449e-18,100,1.0,3946.21,500,500.0,1.0,500.0,0.01,0.01,13.5882,4661.02598846,4661.02598846,4661.02598846
0.3,200.000000102,1.0,4658.62,,417.050886304,1.0,0.005,2,417.050886304,2.1793e-19,100,1.0,4153.16,500,500.0,1.0,500.0,0.005,0.005,17.4514,4656.21229554,4656.21229554,4656.21229554
0.3,299.999969474,1.0,4659.29,,283.30212711,1.0,0.00333333,2,283.30212711,5.43914e-20,100,1.0,4246.56,500,500.0,1.0,500.0,0.00333333,0.00333333,17.246,4660.63318349,4660.63318349,4660.63318349
0.3,400.0,1.0,4658.62,,392.755985219,1.0,0.0025,2,392.755985219,5.4346e-20,100,1.0,4301.19,500,500.0,1.0,500.0,0.0025,0.0025,17.9335,4656.62191529,4656.62191529,4656.62191529
0.3,499.87312019,1.04172,4658.64,0.000254276,276.88712233,0.915738,0.00183171,1,276.88712233,1.01736e-09,100,0.999872,4338.9,500,499.866938249,1.00027,500.0,0.002,0.0020837,17.45,4658.26601941,4658.26601941,4658.26601941
0.3,100.0,1.0,4661.57,,236.522017403,1.0,0.01,2,236.522017403,3.50449e-18,100,1.0,3946.7,500,500.0,1.0,500.0,0.01,0.01,15.3022,4661.57096251,4661.57096251,4661.57096251
0.3,200.000000102,1.0,4658.96,,372.750431031,1.0,0.005,2,372.750431031,2.1793e-19,100,1.0,4153.46,500,500.0,1.0,500.0,0.005,0.005,17.562,4656.34236776,4656.34236776,4656.34236776
0.3,299.999969474,1.0,4658.8,,353.842112118,1.0,0.00333333,2,353.842112118,5.43914e-20,100,1.0,4246.06,500,500.0,1.0,500.0,0.00333333,0.00333333,17.9565,4658.47618586,4658.47618586,4658.47618586
0.3,400.0,1.0,4659.07,,283.421871323,1.0,0.0025,2,283.421871323,5.4346e-20,100,1.0,4301.63,500,500.0,1.0,500.0,0.0025,0.0025,17.6691,4659.89065147,4659.89065147,4659.89065147
0.3,499.803324966,1.04069,4659.53,0.000394338,283.210210147,0.915213,0.00183058,1,283.210210147,1.57761e-09,100,0.999917,4339.77,500,499.826134126,1.00035,500.0,0.002,0.00208154,17.2298,4660.81877353,4660.81877353,4660.81877353
0.3,100.0,1.0,4661.54,,243.925530289,1.0,0.01,2,243.925530289,3.50449e-18,100,1.0,3946.81,500,500.0,1.0,500.0,0.01,0.01,15.5398,4661.54381214,4661.54381214,4661.54381214
0.3,200.000000102,1.0,4658.17,,431.77275711,1.0,0.005,2,431.77275711,2.1793e-19,100,1.0,4152.78,500,500.0,1.0,499.99,0.005,0.005,18.5962,4654.80669489,4654.80669489,4654.80669489
0.3,299.999969474,1.0,4658.46,,355.661071864,1.0,0.00333333,2,355.661071864,5.43914e-20,100,1.0,4245.76,500,500.0,1.0,500.0,0.00333333,0.00333333,18.6566,4659.0158634,4659.0158634,4659.0158634
0.3,400.0,1.0,4658.37,,397.751092911,1.0,0.0025,2,397.751092911,5.4346e-20,100,1.0,4300.96,500,500.0,1.0,500.0,0.0025,0.0025,18.9609,4658.12139596,4658.12139596,4658.12139596
0.3,499.763008105,1.04836,4658.59,0.000475542,274.76420285,0.914445,0.00182786,1,274.76420285,1.90003e-09,100,1.00056,4338.82,500,499.767649909,1.00046,500.0,0.002,0.00209554,18.2336,4658.71387668,4658.71387668,4658.71387668
0.3,100.0,1.0,4659.57,,249.702974943,1.0,0.01,2,249.702974943,3.50449e-18,100,1.0,3944.74,500,500.0,1.0,500.0,0.01,0.01,15.7228,4659.57374079,4659.57374079,4659.57374079
0.3,200.000000102,1.0,4658.94,,265.600733524,1.0,0.005,2,265.600733524,2.1793e-19,100,1.0,4153.47,500,500.0,1.0,500.0,0.005,0.005,15.9837,4658.30479795,4658.30479795,4658.30479795
0.3,299.999969474,1.0,4659.89,,190.492275348,1.0,0.00333333,2,190.492275348,5.43914e-20,100,1.0,4247.17,500,500.0,1.0,500.0,0.00333333,0.00333333,15.3295,4661.79507436,4661.79507436,4661.79507436
0.3,400.0,1.0,4659.93,,360.032576492,1.0,0.0025,2,360.032576492,5.4346e-20,100,1.0,4302.5,500,500.0,1.0,500.0,0.0025,0.0025,16.2898,4660.03009418,4660.03009418,4660.03009418
0.3,499.873839888,1.03685,4660.06,0.000252468,236.400039567,0.910619,0.00182159,1,236.400039567,1.01026e-09,100,0.999808,4340.33,500,499.876708399,1.00025,500.0,0.002,0.0020741,15.9243,4660.20891174,4660.20891174,4660.20891174
0.3,100.0,1.0,4659.68,,210.678984807,1.0,0.01,2,210.678984807,3.50449e-18,100,1.0,3944.92,500,500.0,1.0,500.0,0.01,0.01,14.442,4659.68143301,4659.68143301,4659.68143301
0.3,200.000000102,1.0,4659.73,,279.809983279,1.0,0.005,2,279.809983279,2.1793e-19,100,1.0,4154.32,500,500.0,1.0,500.0,0.005,0.005,15.5819,4659.78313335,4659.78313335,4659.78313335
0.3,299.999969474,1.0,4659.88,,284.788029864,1.0,0.00333333,2,284.788029864,5.43914e-20,100,1.0,4247.15,500,500.0,1.0,500.0,0.00333333,0.00333333,15.9965,4660.17574034,4660.17574034,4660.17574034
0.3,400.0,1.0,4658.6,,1577.34159946,1.0,0.0025,2,1577.34159946,5.4346e-20,100,1.0,4301.17,500,500.0,1.0,499.68,0.0025,0.0025,24.2324,4654.76577078,4654.76577078,4654.76577078
0.3,499.706902118,1.04284,4658.55,0.000589814,428.076859032,0.885773,0.00176748,1,428.076859032,2.34843e-09,100,1.0023,4338.76,500,499.724063651,1.00055,499.95,0.002,0.00208089,22.1719,4657.35469817,4657.35469817,4657.35469817
0.3,100.0,1.0,4656.41,,355.894307291,1.0,0.01,2,355.894307291,3.50449e-18,100,1.0,3941.55,500,500.0,1.0,500.0,0.01,0.01,18.7706,4656.41180253,4656.41180253,4656.41180253
0.3,200.000000102,1.0,4657.9,,327.084559518,1.0,0.005,2,327.084559518,2.1793e-19,100,1.0,4152.42,500,500.0,1.0,500.0,0.005,0.005,18.4472,4659.39469524,4659.39469524,4659.39469524
0.3,299.999969474,1.0,4658.7,,242.715401946,1.0,0.00333333,2,242.715401946,5.43914e-20,100,1.0,4245.97,500,500.0,1.0,500.0,0.00333333,0.00333333,17.5565,4660.2928635,4660.2928635,4660.2928635
0.3,400.0,1.0,4658.57,,291.505193979,1.0,0.0025,2,291.505193979,5.4346e-20,100,1.0,4301.13,500,500.0,1.0,500.0,0.0025,0.0025,17.4177,4658.16414436,4658.16414436,4658.16414436
0.3,499.84427095,1.03519,4657.95,0.00031179,407.69840188,0.874881,0.00175062,1,407.69840188,1.24839e-09,100,0.999507,4338.21,500,499.857049339,1.00029,500.0,0.002,0.0020714,17.8037,4655.00452177,4655.00452177,4655.00452177
0.3,100.0,1.0,4659.76,,293.830346212,1.0,0.01,2,293.830346212,3.50449e-18,100,1.0,3944.93,500,500.0,1.0,500.0,0.01,0.01,17.0555,4659.76054523,4659.76054523,4659.76054523
0.3,200.000000102,1.0,4654.52,,5337.38122801,1.0,0.005,2,5337.38122801,2.1793e-19,100,1.0,4149.05,500,500.0,1.0,499.4,0.005,0.005,53.0556,4649.28352447,4649.28352447,4649.28352447
0.3,299.999969474,1.0,4655.52,,365.89078785,1.0,0.00333333,2,365.89078785,5.43914e-20,100,1.0,4242.8,500,500.0,1.0,500.0,0.00333333,0.00333333,44.7139,4657.51467781,4657.51467781,4657.51467781
0.3,400.0,1.0,4656.88,,234.93191627,1.0,0.0025,2,234.93191627,5.4346e-20,100,1.0,4299.45,500,500.0,1.0,500.0,0.0025,0.0025,39.5372,4660.95806058,4660.95806058,4660.95806058
0.3,498.841785123,1.08272,4658.1,0.00232548,310.09087934,0.668166,0.00133652,1,310.09087934,9.30446e-09,100,0.999863,4338.1,500,499.030981581,1.00194,500.0,0.002,0.00216573,27.2097,4659.54630065,4659.54630065,4659.54630065
0.3,100.0,1.0,4661.98,,229.584919004,1.0,0.01,2,229.584919004,3.50449e-18,100,1.0,3947.15,500,500.0,1.0,500.0,0.01,0.01,15.0761,4661.98513335,4661.98513335,4661.98513335
0.3,200.000000102,1.0,4658.06,,2644.50123007,1.0,0.005,2,2644.50123007,2.1793e-19,100,1.0,4152.59,500,500.0,1.0,499.48,0.005,0.005,37.9219,4654.13649266,4654.13649266,4654.13649266
0.3,299.999969474,1.0,4658.35,,277.445352518,1.0,0.00333333,2,277.445352518,5.43914e-20,100,1.0,4245.63,500,500.0,1.0,500.0,0.00333333,0.00333333,32.4104,4658.91337783,4658.91337783,4658.91337783
0.3,400.0,1.0,4659.13,,161.618344222,1.0,0.0025,2,161.618344222,5.4346e-20,100,1.0,4301.71,500,500.0,1.0,500.0,0.0025,0.0025,28.8043,4661.49621499,4661.49621499,4661.49621499
0.3,499.524030563,1.05155,4659.86,0.000953596,256.355431088,0.725698,0.0014518,1,256.355431088,3.81648e-09,100,0.999725,4340.03,500,499.543904452,1.00091,500.0,0.002,0.00210369,22.0155,4661.15721404,4661.15721404,4661.15721404
0.3,100.0,1.0,4659.12,,431.248553416,1.0,0.01,2,431.248553416,3.50449e-18,100,1.0,3944.27,500,500.0,1.0,499.94,0.01,0.01,20.6625,4659.12090959,4659.12090959,4659.12090959
0.3,200.000000102,1.0,4659.41,,335.185890443,1.0,0.005,2,335.185890443,2.1793e-19,100,1.0,4153.94,500,500.0,1.0,500.0,0.005,0.005,19.48,4659.70038694,4659.70038694,4659.70038694
0.3,299.999969474,1.0,4659.31,,283.964615718,1.0,0.00333333,2,283.964615718,5.43914e-20,100,1.0,4246.58,500,500.0,1.0,500.0,0.00333333,0.00333333,18.6201,4659.11055642,4659.11055642,4659.11055642
0.3,400.0,1.0,4659.57,,257.00026981,1.0,0.0025,2,257.00026981,5.4346e-20,100,1.0,4302.14,500,500.0,1.0,500.0,0.0025,0.0025,17.9956,4660.35445892,4660.35445892,4660.35445892
0.3,499.828605523,1.05092,4659.88,0.000344231,264.7004821,0.857431,0.00171282,1,264.7004821,1.37364e-09,100,1.00119,4340.13,500,499.823215547,1.00035,500.0,0.002,0.00209934,17.361,4660.52081611,4660.52081611,4660.52081611
0.3,100.0,1.0,4658.45,,270.835738875,1.0,0.01,2,270.835738875,3.50449e-18,100,1.0,3943.71,500,500.0,1.0,500.0,0.01,0.01,16.3746,4658.45197901,4658.45197901,4658.45197901
0.3,200.000000102,1.0,4659.32,,249.235380961,1.0,0.005,2,249.235380961,2.1793e-19,100,1.0,4153.87,500,500.0,1.0,500.0,0.005,0.005,16.0685,4660.19729974,4660.19729974,4660.19729974
0.3,299.999969474,1.0,4658.22,,378.915712265,1.0,0.00333333,2,378.915712265,5.43914e-20,100,1.0,4245.51,500,500.0,1.0,500.0,0.00333333,0.00333333,17.31,4655.99579,4655.99579,4655.99579
0.3,400.0,1.0,4658.22,,296.949588562,1.0,0.0025,2,296.949588562,5.4346e-20,100,1.0,4300.8,500,500.0,1.0,500.0,0.0025,0.0025,17.2691,4658.21728084,4658.21728084,4658.21728084
0.3,499.821471886,1.05665,4658.71,0.000358489,450.792469441,0.917045,0.00183223,1,450.792469441,1.43105e-09,100,1.00101,4338.96,500,499.810826853,1.00038,500.0,0.002,0.00211116,17.8071,4660.02805982,4660.02805982,4660.02805982
0.3,100.0,1.0,4664.01,,114.403053772,1.0,0.01,2,114.403053772,3.50449e-18,100,1.0,3949.16,500,500.0,1.0,500.0,0.01,0.01,10.6423,4664.00892073,4664.00892073,4664.00892073
0.3,200.000000102,1.0,4662.34,,276.225491539,1.0,0.005,2,276.225491539,2.1793e-19,100,1.0,4156.86,500,500.0,1.0,500.0,0.005,0.005,14.0049,4660.6766926,4660.6766926,4660.6766926
0.3,299.999969474,1.0,4659.13,,4085.02300795,1.0,0.00333333,2,4085.02300795,5.43914e-20,100,1.0,4246.41,500,500.0,1.0,499.33,0.00333333,0.00333333,38.7226,4652.70953381,4652.70953381,4652.70953381
0.3,400.0,1.0,4658.87,,245.358812953,1.0,0.0025,2,245.358812953,5.4346e-20,100,1.0,4301.44,500,500.0,1.0,500.0,0.0025,0.0025,34.4313,4658.07650785,4658.07650785,4658.07650785
0.3,499.575157633,1.04714,4659.34,0.000846892,298.476035224,0.802685,0.00161018,1,298.476035224,3.40788e-09,100,0.997015,4339.52,500,499.625784301,1.00075,500.0,0.002,0.00210054,27.1652,4659.8782407,4659.8782407,4659.8782407
0.3,100.0,1.0,4660.29,,246.983694893,1.0,0.01,2,246.983694893,3.50449e-18,100,1.0,3945.42,500,500.0,1.0,500.0,0.01,0.01,15.637,4660.29010468,4660.29010468,4660.29010468
0.3,200.000000102,1.0,4659.86,,355.550489574,1.0,0.005,2,355.550489574,2.1793e-19,100,1.0,4154.37,500,500.0,1.0,500.0,0.005,0.005,17.2755,4659.42598477,4659.42598477,4659.42598477
0.3,299.999969474,1.0,4659.87,,252.96993316,1.0,0.00333333,2,252.96993316,5.43914e-20,100,1.0,4247.13,500,500.0,1.0,500.0,0.00333333,0.00333333,16.806,4659.88383696,4659.88383696,4659.88383696
0.3,400.0,1.0,4659.81,,270.842255967,1.0,0.0025,2,270.842255967,5.4346e-20,100,1.0,4302.38,500,500.0,1.0,500.0,0.0025,0.0025,16.6995,4659.65557515,4659.65557515,4659.65557515
0.3,499.883177645,1.038,4659.8,0.000232811,384.019352792,0.940807,0.00188436,1,384.019352792,9.33968e-10,100,0.998541,4340.06,500,499.889696142,1.00022,500.0,0.002,0.00207904,17.1726,4659.38070563,4659.38070563,4659.38070563
0.3,100.0,1.0,4658.81,,256.025903815,1.0,0.01,2,256.025903815,3.50449e-18,100,1.0,3943.95,500,500.0,1.0,500.0,0.01,0.01,15.9206,4658.81301585,4658.81301585,4658.81301585
0.3,200.000000102,1.0,4658.33,,350.162281321,1.0,0.005,2,350.162281321,2.1793e-19,100,1.0,4152.84,500,500.0,1.0,500.0,0.005,0.005,17.3292,4657.83962629,4657.83962629,4657.83962629
0.3,299.999969474,1.0,4659.1,,217.461776807,1.0,0.00333333,2,217.461776807,5.43914e-20,100,1.0,4246.37,500,500.0,1.0,500.0,0.00333333,0.00333333,16.5276,4660.64766491,4660.64766491,4660.64766491
0.3,400.0,1.0,4658.9,,286.80997888,1.0,0.0025,2,286.80997888,5.4346e-20,100,1.0,4301.47,500,500.0,1.0,500.0,0.0025,0.0025,16.6125,4658.29800712,4658.29800712,4658.29800712
0.3,499.842739536,1.04124,4659.2,0.000315553,236.505644869,0.883351,0.00176528,1,236.505644869,1.26019e-09,100,1.0008,4339.46,500,499.86521064,1.00027,500.0,0.002,0.0020808,16.1795,4659.96072068,4659.96072068,4659.96072068
0.3,100.0,1.0,4657.33,,297.510320077,1.0,0.01,2,297.510320077,3.50449e-18,100,1.0,3942.47,500,500.0,1.0,500.0,0.01,0.01,17.162,4657.32640629,4657.32640629,4657.32640629
0.3,200.000000102,1.0,4657.96,,291.957519703,1.0,0.005,2,291.957519703,2.1793e-19,100,1.0,4152.48,500,500.0,1.0,500.0,0.005,0.005,17.0936,4658.59721488,4658.59721488,4658.59721488
0.3,299.999969474,1.0,4658.05,,355.987274068,1.0,0.00333333,2,355.987274068,5.43914e-20,100,1.0,4245.33,500,500.0,1.0,500.0,0.00333333,0.00333333,17.6716,4658.22032366,4658.22032366,4658.22032366
0.3,400.0,1.0,4658.37,,228.627968893,1.0,0.0025,2,228.627968893,5.4346e-20,100,1.0,4300.93,500,500.0,1.0,500.0,0.0025,0.0025,17.0619,4659.33518665,4659.33518665,4659.33518665
0.3,499.856272434,1.05922,4658.94,0.000287974,277.481957169,0.91562,0.00183103,1,277.481957169,1.15163e-09,100,1.00012,4339.2,500,499.863780903,1.00027,500.0,0.002,0.0021182,16.7975,4660.77748934,4660.77748934,4660.77748934
0.3,100.0,1.0,4659.48,,290.469014082,1.0,0.01,2,290.469014082,3.50449e-18,100,1.0,3944.74,500,500.0,1.0,500.0,0.01,0.01,16.9577,4659.47580104,4659.47580104,4659.47580104
0.3,200.000000102,1.0,4658.89,,308.700335457,1.0,0.005,2,308.700335457,2.1793e-19,100,1.0,4153.5,500,500.0,1.0,500.0,0.005,0.005,17.2316,4658.31090253,4658.31090253,4658.31090253
0.3,299.999969474,1.0,4658.81,,380.793397473,1.0,0.00333333,2,380.793397473,5.43914e-20,100,1.0,4246.08,500,500.0,1.0,500.0,0.00333333,0.00333333,17.9896,4658.64522425,4658.64522425,4658.64522425
0.3,400.0,1.0,4658.94,,214.312254571,1.0,0.0025,2,214.312254571,5.4346e-20,100,1.0,4301.5,500,500.0,1.0,500.0,0.0025,0.0025,17.1991,4659.30987815,4659.30987815,4659.30987815
0.3,499.637487781,1.06152,4659.16,0.000722221,353.177707447,0.863917,0.00173269,1,353.177707447,2.90514e-09,100,0.997198,4339.38,500,499.753834862,1.00049,500.0,0.002,0.00212901,17.1197,4659.20935161,4659.20935161,4659.20935161
0.3,100.0,1.0,4659.99,,254.071939272,1.0,0.01,2,254.071939272,3.50449e-18,100,1.0,3945.14,500,500.0,1.0,500.0,0.01,0.01,15.8597,4659.98609099,4659.98609099,4659.98609099
0.3,200.000000102,1.0,4660.24,,194.89418751,1.0,0.005,2,194.89418751,2.1793e-19,100,1.0,4154.76,500,500.0,1.0,500.0,0.005,0.005,14.9098,4660.48933275,4660.48933275,4660.48933275
0.3,299.999969474,1.0,4661.07,,198.391895743,1.0,0.00333333,2,198.391895743,5.43914e-20,100,1.0,4248.36,500,500.0,1.0,500.0,0.00333333,0.00333333,14.6653,4662.74808184,4662.74808184,4662.74808184
0.3,400.0,1.0,4660.58,,260.469828066,1.0,0.0025,2,260.469828066,5.4346e-20,100,1.0,4303.15,500,500.0,1.0,500.0,0.0025,0.0025,15.0497,4659.11001944,4659.11001944,4659.11001944
0.3,499.933705403,1.04081,4660.86,0.000132653,224.055307735,0.957357,0.0019149,1,224.055307735,5.30716e-10,100,0.999903,4341.14,500,499.938912703,1.00012,500.0,0.002,0.00208182,14.959,4661.76254572,4661.76254572,4661.76254572
0.3,100.0,1.0,4657.79,,290.395593802,1.0,0.01,2,290.395593802,3.50449e-18,100,1.0,3942.92,500,500.0,1.0,500.0,0.01,0.01,16.9556,4657.78833393,4657.78833393,4657.78833393
0.3,200.000000102,1.0,4658.89,,286.027237885,1.0,0.005,2,286.027237885,2.1793e-19,100,1.0,4153.4,500,500.0,1.0,500.0,0.005,0.005,16.9276,4659.99191769,4659.99191769,4659.99191769
0.3,299.999969474,1.0,4659.23,,190.791468858,1.0,0.00333333,2,190.791468858,5.43914e-20,100,1.0,4246.5,500,500.0,1.0,500.0,0.00333333,0.00333333,15.9445,4659.92039217,4659.92039217,4659.92039217
0.3,400.0,1.0,4659.46,,254.658642396,1.0,0.0025,2,254.658642396,5.4346e-20,100,1.0,4302.02,500,500.0,1.0,500.0,0.0025,0.0025,15.9326,4660.13122031,4660.13122031,4660.13122031
0.3,499.905392487,1.03933,4658.93,0.000189608,367.002917739,0.947054,0.00189357,1,367.002917739,7.57997e-10,100,1.00029,4339.19,500,499.89392624,1.00021,500.0,0.002,0.00207806,16.5334,4656.50080061,4656.50080061,4656.50080061
0.3,100.0,1.0,4659.94,,262.426499021,1.0,0.01,2,262.426499021,3.50449e-18,100,1.0,3945.26,500,500.0,1.0,500.0,0.01,0.01,16.1184,4659.936475,4659.936475,4659.936475
0.3,200.000000102,1.0,4658.97,,250.279697642,1.0,0.005,2,250.279697642,2.1793e-19,100,1.0,4153.49,500,500.0,1.0,500.0,0.005,0.005,15.9599,4658.00874399,4658.00874399,4658.00874399
0.3,299.999969474,1.0,4658.85,,266.30812354,1.0,0.00333333,2,266.30812354,5.43914e-20,100,1.0,4246.12,500,500.0,1.0,500.0,0.00333333,0.00333333,16.0538,4658.6087297,4658.6087297,4658.6087297
0.3,400.0,1.0,4658.44,,322.865768386,1.0,0.0025,2,322.865768386,5.4346e-20,100,1.0,4301.01,500,500.0,1.0,500.0,0.0025,0.0025,16.5443,4657.19965319,4657.19965319,4657.19965319
0.3,499.877391616,1.03999,4658.81,0.00024614,245.560686871,0.922302,0.00184404,1,245.560686871,9.83962e-10,100,1.0003,4339.07,500,499.899169279,1.0002,500.0,0.002,0.00207934,16.2692,4659.93649335,4659.93649335,4659.93649335
0.3,100.0,1.0,4659.15,,228.982549324,1.0,0.01,2,228.982549324,3.50449e-18,100,1.0,3944.33,500,500.0,1.0,500.0,0.01,0.01,15.0563,4659.14505209,4659.14505209,4659.14505209
0.3,200.000000102,1.0,4658.88,,370.340657232,1.0,0.005,2,370.340657232,2.1793e-19,100,1.0,4153.43,500,500.0,1.0,500.0,0.005,0.005,17.226,4658.61610738,4658.61610738,4658.61610738
0.3,299.999969474,1.0,4658.8,,291.073914184,1.0,0.00333333,2,291.073914184,5.43914e-20,100,1.0,4246.1,500,500.0,1.0,500.0,0.00333333,0.00333333,17.1432,4658.64211814,4658.64211814,4658.64211814
0.3,400.0,1.0,4658.24,,324.648941632,1.0,0.0025,2,324.648941632,5.4346e-20,100,1.0,4300.83,500,500.0,1.0,500.0,0.0025,0.0025,17.3696,4656.56653554,4656.56653554,4656.56653554
0.3,499.789990864,1.05567,4658.84,0.000421714,256.372475842,0.931818,0.00186248,1,256.372475842,1.68477e-09,100,1.00062,4339.09,500,499.816068148,1.00037,500.0,0.002,0.00211003,16.923,4660.67977299,4660.67977299,4660.67977299
0.3,100.0,1.0,4658.54,,253.73632055,1.0,0.01,2,253.73632055,3.50449e-18,100,1.0,3943.73,500,500.0,1.0,500.0,0.01,0.01,15.8493,4658.54130456,4658.54130456,4658.54130456
0.3,200.000000102,1.0,4660.0,,256.766194103,1.0,0.005,2,256.766194103,2.1793e-19,100,1.0,4154.51,500,500.0,1.0,500.0,0.005,0.005,15.963,4661.45318958,4661.45318958,4661.45318958
0.3,299.999969474,1.0,4660.01,,200.003244199,1.0,0.00333333,2,200.003244199,5.43914e-20,100,1.0,4247.28,500,500.0,1.0,500.0,0.00333333,0.00333333,15.3584,4660.03710095,4660.03710095,4660.03710095
0.3,400.0,1.0,4660.75,,215.526838108,1.0,0.0025,2,215.526838108,5.4346e-20,100,1.0,4303.31,500,500.0,1.0,500.0,0.0025,0.0025,15.2279,4662.96459482,4662.96459482,4662.96459482
0.3,499.872767085,1.05222,4660.57,0.000255845,348.013021125,0.94553,0.00188867,1,348.013021125,1.0208e-09,100,1.00126,4340.83,500,499.880819125,1.00024,500.0,0.002,0.00210177,15.8525,4659.52459306,4659.52459306,4659.52459306
0.3,100.0,1.0,4660.11,,244.861243279,1.0,0.01,2,244.861243279,3.50449e-18,100,1.0,3945.24,500,500.0,1.0,500.0,0.01,0.01,15.5696,4660.11367382,4660.11367382,4660.11367382
0.3,200.000000102,1.0,4658.42,,768.453821497,1.0,0.005,2,768.453821497,2.1793e-19,100,1.0,4152.93,500,500.0,1.0,500.0,0.005,0.005,22.4601,4656.72782263,4656.72782263,4656.72782263
0.3,299.999969474,1.0,4659.58,,234.823309051,1.0,0.00333333,2,234.823309051,5.43914e-20,100,1.0,4246.84,500,500.0,1.0,500.0,0.00333333,0.00333333,20.4075,4661.88710171,4661.88710171,4661.88710171
0.3,400.0,1.0,4659.43,,273.656746955,1.0,0.0025,2,273.656746955,5.4346e-20,100,1.0,4301.99,500,500.0,1.0,500.0,0.0025,0.0025,19.4973,4658.98420679,4658.98420679,4658.98420679
0.3,499.675610865,1.08766,4659.83,0.000650031,380.670628215,0.873007,0.00174645,1,380.670628215,2.60141e-09,100,0.999753,4340.04,500,499.724242268,1.00055,500.0,0.002,0.00217586,18.9925,4660.47665606,4660.47665606,4660.47665606
0.3,100.0,1.0,4660.24,,253.331112124,1.0,0.01,2,253.331112124,3.50449e-18,100,1.0,3945.41,500,500.0,1.0,500.0,0.01,0.01,15.8366,4660.23750931,4660.23750931,4660.23750931
0.3,200.000000102,1.0,4660.29,,331.509581008,1.0,0.005,2,331.509581008,2.1793e-19,100,1.0,4154.83,500,500.0,1.0,500.0,0.005,0.005,17.0147,4660.34663845,4660.34663845,4660.34663845
0.3,299.999969474,1.0,4659.72,,311.394540521,1.0,0.00333333,2,311.394540521,5.43914e-20,100,1.0,4247.0,500,500.0,1.0,500.0,0.00333333,0.00333333,17.2169,4658.56389399,4658.56389399,4658.56389399
0.3,400.0,1.0,4659.68,,234.172474531,1.0,0.0025,2,234.172474531,5.4346e-20,100,1.0,4302.25,500,500.0,1.0,500.0,0.0025,0.0025,16.7416,4659.5577377,4659.5577377,4659.5577377
0.3,499.783860099,1.06363,4659.59,0.000433519,276.569297812,0.912727,0.0018249,1,276.569297812,1.73302e-09,100,1.00031,4339.84,500,499.800165921,1.0004,500.0,0.002,0.00212661,16.5283,4658.61854922,4658.61854922,4658.61854922
0.3,100.0,1.0,4656.74,,428.81632168,1.0,0.01,2,428.81632168,3.50449e-18,100,1.0,3941.93,500,500.0,1.0,500.0,0.01,0.01,20.6041,4656.73934223,4656.73934223,4656.73934223
0.3,200.000000102,1.0,4658.92,,191.806957193,1.0,0.005,2,191.806957193,2.1793e-19,100,1.0,4153.46,500,500.0,1.0,500.0,0.005,0.005,17.6624,4661.09907935,4661.09907935,4661.09907935
0.3,299.999969474,1.0,4658.99,,312.227593133,1.0,0.00333333,2,312.227593133,5.43914e-20,100,1.0,4246.25,500,500.0,1.0,500.0,0.00333333,0.00333333,17.6357,4659.12360911,4659.12360911,4659.12360911
0.3,400.0,1.0,4658.11,,935.758223801,1.0,0.0025,2,935.758223801,5.4346e-20,100,1.0,4300.67,500,500.0,1.0,499.77,0.0025,0.0025,21.6138,4655.49185147,4655.49185147,4655.49185147
