Iteration,J_sample_variance,Bound,StdD2w0t,MinD2w0t,ReturnMeanIW,MaxD2w0t,MinIW,EmpiricalD2,Weights,InitialReturnMax,ReturnStepMax,InitialReturnMin,InitialReturnMean,MeanIW,EpisodesSoFar,EpRewMean,StdIW,EpLenMean,InitialBound,MeanD2w0t,TimeElapsed,ReturnStepMaxmin,InitialReturnStd,MeanEntropy,TimestepsSoFar,MaxIW,EpThisIter
165,0.93447775,-121.83706,0.0497611,,-0.15292642,1.040246,0.57147527,1.0093925,[-0.012  0.625 -2.159 -2.385 -1.372],0.26293945,9.999133,-15.985107,-2.3193359e-05,0.99225724,16500,4987.238886291065,0.058038548,498.78,-121.876816,1.0010892,9281.556632995605,9.998266,1.6086416,0.046508145,6981251,1.1582645,100
166,7203.256,-130.51245,0.104501866,,-8.526787,1.0745188,0.55176467,1.0508593,[-0.01   0.625 -2.159 -2.384 -1.372],9.850403,9.99892,-963.6832,7.141113e-05,0.9831598,16600,4947.946383379243,0.1593465,494.86,-131.43448,1.0150408,9317.288626194,9.997841,96.85396,0.04278289,7030737,1.6395574,100
167,0.011605872,-0.29402873,,1.0,-0.08354423,1.0,1.0,1.0,[-0.009  0.629 -2.185 -2.396 -1.376],0.12298584,0.017299652,-0.32928467,-2.6245118e-05,1.0,16700,4999.502385477422,,500.0,-0.29402873,1.0,9354.551614046097,0.016551971,0.10718472,0.04278289,7080737,1.0,100
168,0.009425878,-0.28529266,,1.0,-0.08246637,1.0,1.0,1.0,[-0.009  0.629 -2.185 -2.396 -1.376],0.12261963,0.016670227,-0.2803955,-2.1972657e-05,1.0,16800,4999.494783836619,,500.0,-0.28529266,1.0,9390.362533092499,0.015900612,0.096602805,0.04278289,7130737,1.0,100
169,0.006807921,-0.3093288,,1.0,-0.07389713,1.0,1.0,1.0,[-0.009  0.629 -2.185 -2.396 -1.376],0.10626221,0.019350052,-0.2699585,-7.019043e-05,1.0,16900,4999.545342315638,,500.0,-0.3093288,1.0,9426.34598851204,0.018695831,0.08209686,0.04278289,7180737,1.0,100
170,10011.064,-135.60045,0.18868977,,-12.495554,1.7893188,0.28692997,1.2292149,[-0.009  0.629 -2.185 -2.396 -1.376],17.369446,9.998897,-976.02344,-9.9487304e-05,0.98847455,17000,4902.537852393335,0.37822467,490.32,-138.95293,1.0862901,9461.199995279312,9.997793,122.24894,0.03903522,7229769,4.5749083,100
171,0.0064402344,-0.28895387,,1.0,-0.07035864,1.0,1.0,1.0,[-0.016  0.616 -2.201 -2.385 -1.38 ],0.09637451,0.01796627,-0.2364502,-5.9814454e-05,1.0,17100,4999.565591999433,,500.0,-0.28895387,1.0,9498.792902946472,0.017352104,0.079845324,0.03903522,7279769,1.0,100
172,0.006109111,-0.25813666,,1.0,-0.07009303,1.0,1.0,1.0,[-0.016  0.616 -2.201 -2.385 -1.38 ],0.099121094,0.015455246,-0.20709229,-2.0751953e-05,1.0,17200,4999.54752667689,,500.0,-0.25813666,1.0,9534.75393819809,0.014795303,0.07776449,0.03903522,7329769,1.0,100
173,0.53179586,-121.80762,0.051393233,,-0.11549887,1.0762542,0.40799135,1.0136921,[-0.016  0.616 -2.201 -2.385 -1.38 ],0.26159668,9.999245,-17.32135,2.8686523e-05,0.99852484,17300,4986.691529935225,0.07310896,498.72,-121.87802,1.0021559,9570.815997838974,9.998489,1.7426473,0.0390433,7379641,1.2065831,100
174,0.006523103,-0.29237115,,1.0,-0.08185187,1.0,1.0,1.0,[-0.014  0.616 -2.201 -2.385 -1.38 ],0.11218262,0.017302513,-0.26550293,-1.2207031e-06,1.0,17400,4999.548415500137,,500.0,-0.29237115,1.0,9606.41630601883,0.016651154,0.08035538,0.0390433,7429641,1.0,100
175,0.006397263,-0.28257853,,1.0,-0.07398538,1.0,1.0,1.0,[-0.014  0.616 -2.201 -2.385 -1.38 ],0.10015869,0.017144203,-0.22106934,1.8920899e-05,1.0,17500,4999.550474716379,,500.0,-0.28257853,1.0,9642.328607797623,0.016507149,0.07958391,0.0390433,7479641,1.0,100
176,0.0068050195,-0.28968823,,1.0,-0.06844744,1.0,1.0,1.0,[-0.014  0.616 -2.201 -2.385 -1.38 ],0.09442139,0.018183708,-0.26898193,5.4931643e-06,1.0,17600,4999.577661827226,,500.0,-0.28968823,1.0,9677.947050571442,0.017591476,0.08207793,0.0390433,7529641,1.0,100
177,0.008128848,-0.28095865,,1.0,-0.07633386,1.0,1.0,1.0,[-0.014  0.616 -2.201 -2.385 -1.38 ],0.11065674,0.016818047,-0.23034668,1.2207031e-06,1.0,17700,4999.530228801289,,500.0,-0.28095865,1.0,9714.033855438232,0.016129494,0.08970882,0.0390433,7579641,1.0,100
178,0.009933653,-0.31339094,,1.0,-0.085455045,1.0,1.0,1.0,[-0.014  0.616 -2.201 -2.385 -1.38 ],0.12554932,0.018733978,-0.2937622,8.117676e-05,1.0,17800,4999.523170904598,,500.0,-0.31339094,1.0,9749.804193973541,0.018033028,0.09915918,0.0390433,7629641,1.0,100
179,0.007123244,-121.71507,0.0077457125,,-0.055168647,1.0,1.0,1.0,[-0.014  0.616 -2.201 -2.385 -1.38 ],0.10070801,9.999188,-0.26239014,-9.521484e-05,1.0,17900,4999.163427846352,,499.97,-121.71507,0.99994,9785.986346960068,9.998377,0.08397785,0.0390433,7679638,1.0,100
180,9243.255,-131.41333,0.10002848,,-9.6690445,1.0160716,0.735631,1.0129361,[-0.014  0.616 -2.201 -2.385 -1.38 ],9.936157,9.999165,-973.4781,-2.0751953e-05,1.0046831,18000,4949.662965130593,0.07783655,495.02,-131.54774,0.9965757,9821.268864393234,9.998329,97.83827,0.039215323,7729140,1.3135133,100
181,0.0071909647,-0.2729728,,1.0,-0.069810025,1.0,1.0,1.0,[-0.014  0.616 -2.207 -2.391 -1.38 ],0.095458984,0.016697884,-0.27886963,3.6621093e-06,1.0,18100,4999.548320013209,,500.0,-0.2729728,1.0,9859.101854801178,0.016047478,0.084377065,0.039215323,7779140,1.0,100
182,9540.624,-131.53825,0.09999286,,-9.812646,1.0113548,0.7427299,1.0108154,[-0.014  0.616 -2.207 -2.391 -1.38 ],10.026062,9.999175,-983.36914,3.479004e-05,1.0023854,18200,4949.566320862011,0.07589776,495.01,-131.63815,0.9954315,9894.207520484924,9.99835,98.83235,0.03637722,7828641,1.2593417,100
183,0.3913808,-121.79564,0.053203464,,-0.11852254,1.0493779,0.5632459,1.0076123,[-0.014  0.615 -2.207 -2.388 -1.383],0.22998047,9.998996,-7.8117676,-0.00010620117,0.99353486,18300,4985.370623141059,0.057950903,498.6,-121.82709,0.99987245,9930.403076171875,9.997992,0.9892463,0.03622457,7878501,1.1149362,100
184,0.006840735,-0.29081014,,1.0,-0.07612526,1.0,1.0,1.0,[-0.012  0.616 -2.207 -2.387 -1.383],0.10241699,0.017644882,-0.26086426,4.9438477e-05,1.0,18400,4999.552940683436,,500.0,-0.29081014,1.0,9966.048144102097,0.017008781,0.08230284,0.03622457,7928501,1.0,100
185,8411.212,-131.04192,0.100475214,,-9.225407,1.0358182,0.6615846,1.022645,[-0.012  0.616 -2.207 -2.387 -1.383],9.73999,9.999158,-954.01074,4.9438477e-05,1.0026714,18500,4949.855854783829,0.105209835,495.04,-131.35222,1.0015882,10001.431530952454,9.998316,95.88173,0.03324984,7978005,1.6032413,100
186,0.007897888,-0.27251986,,1.0,-0.06902059,1.0,1.0,1.0,[-0.013  0.614 -2.22  -2.38  -1.386],0.1015625,0.01672554,-0.39117432,3.3569337e-05,1.0,18600,4999.562094174825,,500.0,-0.27251986,1.0,10037.984847307205,0.016105652,0.08841708,0.03324984,8028005,1.0,100
187,18566.3,-141.28838,0.14293729,,-19.395329,1.0586361,0.53200775,1.0375136,[-0.013  0.614 -2.22  -2.38  -1.386],19.959656,9.998976,-973.4336,-5.7373047e-05,0.99803686,18700,4899.5734659056625,0.12506457,490.02,-141.55156,0.998553,10072.912417650223,9.9979515,139.06195,0.02780711,8077007,1.504959,100
188,0.26266372,-121.75719,0.040219165,,-0.09939877,1.0,1.0,1.0,[-0.014  0.61  -2.22  -2.375 -1.391],0.16265869,9.999015,-4.115906,-9.2163085e-05,1.0,18800,4991.278254355614,,499.19,-121.75719,0.99838,10120.941266298294,9.99803,0.50994253,0.02780711,8126926,1.0,100
189,0.0066246064,-0.30539685,,1.0,-0.07792507,1.0,1.0,1.0,[-0.014  0.61  -2.22  -2.375 -1.391],0.10412598,0.018695831,-0.22619629,-5.1879884e-05,1.0,18900,4999.562932715,,500.0,-0.30539685,1.0,10172.319068908691,0.018073082,0.08099243,0.02780711,8176926,1.0,100
190,0.0061684595,-0.29941744,,1.0,-0.07690028,1.0,1.0,1.0,[-0.014  0.61  -2.22  -2.375 -1.391],0.09625244,0.018288612,-0.24554443,-6.408691e-05,1.0,19000,4999.579305400633,,500.0,-0.29941744,1.0,10208.658283233643,0.01770401,0.07815506,0.02780711,8226926,1.0,100
191,0.0071344743,-0.27234507,,1.0,-0.081957564,1.0,1.0,1.0,[-0.014  0.61  -2.22  -2.375 -1.391],0.10760498,0.015647888,-0.25305176,-7.6904296e-05,1.0,19100,4999.553371558504,,500.0,-0.27234507,1.0,10244.662098884583,0.015010834,0.084042676,0.02780711,8276926,1.0,100
192,9319.862,-131.4819,0.100832775,,-9.680749,1.0255668,0.7005079,1.0222538,[-0.014  0.61  -2.22  -2.375 -1.391],10.020874,9.999002,-983.37036,6.713867e-06,0.99931073,19200,4949.379516854741,0.091954246,495.0,-131.61769,1.0012251,10280.031898498535,9.998005,98.83249,0.024137793,8326426,1.3257546,100
193,0.0051526832,-0.27079195,,1.0,-0.06952052,1.0,1.0,1.0,[-0.014  0.607 -2.219 -2.368 -1.395],0.09967041,0.016542435,-0.19787598,-2.4414062e-06,1.0,19300,4999.577943424629,,500.0,-0.27079195,1.0,10351.71939110756,0.015951157,0.07142512,0.024137793,8376426,1.0,100
194,0.006901626,-0.29367763,,1.0,-0.075511746,1.0,1.0,1.0,[-0.014  0.607 -2.219 -2.368 -1.395],0.10595703,0.017930984,-0.23217773,3.173828e-05,1.0,19400,4999.563119086754,,500.0,-0.29367763,1.0,10421.243790626526,0.017308235,0.08264482,0.024137793,8426426,1.0,100
195,9849.514,-131.6372,0.1003204,,-9.976074,1.00082,0.9320934,1.0007285,[-0.014  0.607 -2.219 -2.368 -1.395],10.057434,9.998931,-983.33875,3.7841797e-05,0.99893045,19500,4948.54681348208,0.019397559,494.92,-131.64131,0.99018985,10491.272357225418,9.997862,98.82934,0.024968456,8475918,1.0733087,100
196,15638.879,-140.13748,0.16001596,,-17.920048,1.1215912,0.41932675,1.0929104,[-0.014  0.607 -2.219 -2.368 -1.394],19.959045,9.998756,-973.4339,-6.1035155e-07,0.9708232,19600,4883.067341283811,0.2149656,488.38,-141.52673,1.0223982,10534.713054656982,9.997513,136.99097,0.015754845,8524756,2.2988796,100
197,18911.443,-141.32886,0.14067131,,-19.587593,1.022864,0.7758068,1.0114715,[-0.013  0.606 -2.241 -2.369 -1.403],19.875244,9.998986,-973.5218,3.234863e-05,0.98759127,19700,4899.6826209375395,0.06419452,490.03,-141.46445,0.9859089,10570.81830406189,9.9979725,138.36356,0.0148767,8573759,1.2592463,100
198,0.37582928,-121.7741,0.0462846,,-0.09738711,1.0339761,0.52385724,1.0068736,[-0.014  0.602 -2.24  -2.362 -1.404],0.20843506,9.999044,-10.988098,-6.164551e-05,0.999755,19800,4988.794567459959,0.05270575,498.94,-121.80732,1.0004247,10606.492767333984,9.998089,1.1098416,0.014809274,8623653,1.1380532,100
199,0.0067847515,-0.3010189,,1.0,-0.07454502,1.0,1.0,1.0,[-0.012  0.602 -2.24  -2.362 -1.404],0.09448242,0.018613815,-0.29040527,7.6904296e-05,1.0,19900,4999.5925462628,,500.0,-0.3010189,1.0,10642.22616648674,0.018061638,0.0819679,0.014809274,8673653,1.0,100
200,0.007170609,-0.3104322,,1.0,-0.076346524,1.0,1.0,1.0,[-0.012  0.602 -2.24  -2.362 -1.404],0.099243164,0.019239426,-0.26617432,-8.544922e-06,1.0,20000,4999.580225453584,,500.0,-0.3104322,1.0,10677.58067369461,0.018652916,0.084253,0.014809274,8723653,1.0,100
201,16130.878,-140.45511,0.15254618,,-18.029343,1.1456002,0.24689208,1.1212533,[-0.012  0.602 -2.24  -2.362 -1.404],19.858337,9.99902,-973.5324,7.019043e-05,0.9845352,20100,4899.693905616457,0.23214653,490.03,-141.4575,1.0405463,10711.911391496658,9.998039,138.36505,0.008586951,8772656,2.1239288,100
202,0.007532257,-0.30599877,,1.0,-0.07933923,1.0,1.0,1.0,[-0.012  0.593 -2.237 -2.34  -1.41 ],0.10888672,0.018629074,-0.23614502,5.6152345e-05,1.0,20200,4999.565754160369,,500.0,-0.30599877,1.0,10748.15480351448,0.018014908,0.08634965,0.008586951,8822656,1.0,100
203,0.4559025,-121.77781,0.036853846,,-0.116995715,1.0,1.0,1.0,[-0.012  0.593 -2.237 -2.34  -1.41 ],0.1506958,9.999263,-6.637085,-2.4414063e-05,1.0,20300,4992.7032875749255,,499.32,-121.77781,0.99864,10783.18243598938,9.998526,0.6718271,0.008586951,8872588,1.0,100
204,0.008608574,-0.3112042,,1.0,-0.07699088,1.0,1.0,1.0,[-0.012  0.593 -2.237 -2.34  -1.41 ],0.0960083,0.019249916,-0.3227539,-3.4179688e-05,1.0,20400,4999.5756125384405,,500.0,-0.3112042,1.0,10818.266761541367,0.018654823,0.092313774,0.008586951,8922588,1.0,100
205,0.008928788,-0.31278193,,1.0,-0.07943888,1.0,1.0,1.0,[-0.012  0.593 -2.237 -2.34  -1.41 ],0.104003906,0.01917839,-0.3486328,4.8828124e-06,1.0,20500,4999.5709349422505,,500.0,-0.31278193,1.0,10880.16080403328,0.018568993,0.094014786,0.008586951,8972588,1.0,100
206,9866.474,-131.64716,0.099399835,,-9.9865675,1.0,1.0,1.0,[-0.012  0.593 -2.237 -2.34  -1.41 ],10.020996,9.999245,-983.3679,6.713867e-06,1.0,20600,4949.601832318871,,495.01,-131.64716,0.99002,10931.910363674164,9.998489,98.83223,0.008586951,9022089,1.0,100
207,9616.928,-131.53917,0.09938191,,-9.865697,1.0063454,0.88521683,1.0015228,[-0.012  0.593 -2.237 -2.34  -1.41 ],9.935425,9.999204,-973.47675,2.9907227e-05,0.99824876,20700,4949.678470575624,0.029187243,495.02,-131.55252,0.99082005,10969.958726167679,9.998407,97.83813,0.00850678,9071591,1.1450951,100
208,9851.365,-131.63458,0.099430144,,-9.96987,1.0006086,0.9488364,1.0005927,[-0.012  0.592 -2.237 -2.34  -1.41 ],10.016113,9.999288,-983.3812,-3.6621093e-06,1.0012027,20800,4949.621093351108,0.016180493,495.01,-131.63866,0.9903099,11039.307744503021,9.998575,98.83356,0.009285236,9121092,1.0778111,100
209,0.006661779,-0.29715672,,1.0,-0.08530304,1.0,1.0,1.0,[-0.012  0.592 -2.237 -2.34  -1.41 ],0.10998535,0.017412186,-0.26483154,-5.432129e-05,1.0,20900,4999.569651242634,,500.0,-0.29715672,1.0,11111.048755168915,0.016799927,0.08121075,0.009285236,9171092,1.0,100
210,9511.024,-131.5697,0.10469212,,-9.828946,1.0140142,0.685205,1.0131612,[-0.012  0.592 -2.237 -2.34  -1.41 ],10.085327,9.998978,-983.312,1.7700195e-05,0.9905218,21000,4944.770994530039,0.086774126,494.54,-131.67328,0.99570876,11181.325251579285,9.997955,98.82747,0.0059063975,9220546,1.3365048,100
211,9866.408,-131.64716,0.09939929,,-9.986795,1.0,0.9998982,1.0,[-0.012  0.59  -2.237 -2.337 -1.413],10.032043,9.999226,-983.3658,1.0986329e-05,1.0000008,21100,4949.591090378369,2.7836228e-05,495.01,-131.64716,0.99002,11253.742050647736,9.998451,98.832,0.0059073195,9270047,1.0001544,100
212,9601.945,-131.53578,0.09940532,,-9.858202,1.005764,0.88312,1.0019805,[-0.012  0.59  -2.237 -2.337 -1.413],9.934143,9.999231,-973.48096,1.8310546e-06,0.9984306,21200,4949.694967193838,0.032120336,495.02,-131.5529,0.991039,11325.232325792313,9.998463,97.838554,0.00555255,9319549,1.1605988,100
213,9866.438,-131.64346,0.09939847,,-9.982834,1.0,0.9996003,1.0,[-0.013  0.589 -2.237 -2.337 -1.413],10.025391,9.999248,-983.37195,-5.432129e-05,1.0000017,21300,4949.602267915453,0.00011667864,495.01,-131.64351,0.99002,11396.764863491058,9.998495,98.83263,0.005557602,9369050,1.000532,100
214,0.099510185,-121.74331,0.026822759,,-0.08225291,1.0,1.0,1.0,[-0.013  0.589 -2.237 -2.337 -1.413],0.12219238,9.999283,-3.029602,2.6855469e-05,1.0,21400,4995.912197158203,,499.64,-121.74331,0.99928,11445.997216701508,9.998566,0.3138822,0.005557602,9419014,1.0,100
215,0.35205695,-121.76991,0.035190348,,-0.109142005,1.0,1.0,1.0,[-0.013  0.589 -2.237 -2.337 -1.413],0.15423584,9.99926,-5.8303223,-1.7700195e-05,1.0,21500,4993.301334902741,,499.38,-121.76991,0.99876,11501.418546199799,9.99852,0.5903705,0.005557602,9468952,1.0,100
216,0.007233881,-0.29632634,,1.0,-0.08680491,1.0,1.0,1.0,[-0.013  0.589 -2.237 -2.337 -1.413],0.1184082,0.017220497,-0.22253418,-3.479004e-05,1.0,21600,4999.562383708761,,500.0,-0.29632634,1.0,11570.140275001526,0.01659584,0.084622316,0.005557602,9518952,1.0,100
217,9361.567,-131.45844,0.09992106,,-9.719369,1.0215869,0.76612234,1.0111526,[-0.013  0.589 -2.237 -2.337 -1.413],9.912231,9.999298,-973.5025,-1.953125e-05,1.0036035,21700,4949.723317161855,0.070730925,495.02,-131.53864,0.9955933,11638.912384271622,9.998596,97.8407,0.0033475677,9568454,1.3516906,100
218,0.006039321,-0.2941072,,1.0,-0.06675148,1.0,1.0,1.0,[-0.014  0.587 -2.238 -2.339 -1.416],0.08654785,0.018686295,-0.30126953,1.4038086e-05,1.0,21800,4999.602446973909,,500.0,-0.2941072,1.0,11709.39468073845,0.018155098,0.077329546,0.0033475677,9618454,1.0,100
219,9711.61,-131.60524,0.0997324,,-9.906176,1.012086,0.8385524,1.006518,[-0.014  0.587 -2.238 -2.339 -1.416],10.023804,9.999261,-983.37134,-1.8310546e-06,1.0036595,21900,4949.608210162577,0.049609307,495.01,-131.64555,0.99312353,11745.278517246246,9.998522,98.832565,0.0012173653,9667955,1.1758195,100
220,0.0058361962,-0.27344316,,1.0,-0.072102085,1.0,1.0,1.0,[-0.015  0.586 -2.238 -2.339 -1.418],0.0925293,0.016548157,-0.21014404,-7.3242186e-06,1.0,22000,4999.606971920652,,500.0,-0.27344316,1.0,11781.274225473404,0.01602459,0.07600448,0.0012173653,9717955,1.0,100
221,0.00720706,-0.29526976,,1.0,-0.07368087,1.0,1.0,1.0,[-0.015  0.586 -2.238 -2.339 -1.418],0.0970459,0.018212318,-0.24859619,9.033203e-05,1.0,22100,4999.5895223873495,,500.0,-0.29526976,1.0,11817.694858551025,0.017651558,0.084468015,0.0012173653,9767955,1.0,100
222,0.0075804,-0.31184682,,1.0,-0.07969892,1.0,1.0,1.0,[-0.015  0.586 -2.238 -2.339 -1.418],0.10687256,0.019080162,-0.3135376,0.00010192871,1.0,22200,4999.595934902618,,500.0,-0.31184682,1.0,11853.93339252472,0.018526077,0.086625904,0.0012173653,9817955,1.0,100
223,9865.29,-131.64677,0.10735529,,-9.993579,1.0,0.9999334,1.0,[-0.015  0.586 -2.238 -2.339 -1.418],10.098145,9.998637,-983.3005,7.6293945e-05,0.9999998,22300,4940.898040732722,7.1122886e-06,494.17,-131.64677,0.98834,11890.090787649155,9.997274,98.826294,0.0012173653,9867372,1.0000207,100
224,0.26564318,-121.770836,0.033148136,,-0.110465884,1.0,1.0,1.0,[-0.015  0.586 -2.238 -2.339 -1.418],0.15411377,9.999227,-5.050049,-1.586914e-05,1.0,22400,4993.9861788725175,,499.45,-121.770836,0.9989,11926.692215919495,9.998453,0.5128279,0.0012173653,9917317,1.0,100
225,0.005607901,-0.28345248,,1.0,-0.07033404,1.0,1.0,1.0,[-0.015  0.586 -2.238 -2.339 -1.418],0.08728027,0.017516136,-0.25927734,3.0517579e-06,1.0,22500,4999.595503641359,,500.0,-0.28345248,1.0,11963.15593957901,0.016958237,0.074502476,0.0012173653,9967317,1.0,100
226,0.006259014,-0.267506,,1.0,-0.07008685,1.0,1.0,1.0,[-0.015  0.586 -2.238 -2.339 -1.418],0.09362793,0.016225815,-0.23461914,-5.7373047e-05,1.0,22600,4999.603843062318,,500.0,-0.267506,1.0,11999.606986284256,0.015695572,0.0787206,0.0012173653,10017317,1.0,100
227,0.006778108,-0.28102,,1.0,-0.07612831,1.0,1.0,1.0,[-0.015  0.586 -2.238 -2.339 -1.418],0.10229492,0.016839981,-0.2788086,-3.3569337e-05,1.0,22700,4999.596808087749,,500.0,-0.28102,1.0,12036.946598768234,0.016287804,0.08191358,0.0012173653,10067317,1.0,100
228,8785.067,-131.26537,0.10096173,,-9.433229,1.0293636,0.6148885,1.0269032,[-0.015  0.586 -2.238 -2.339 -1.418],9.945923,9.999208,-973.47614,1.0986329e-05,0.9865314,22800,4949.682454160971,0.10903853,495.02,-131.55453,1.0036072,12073.1099319458,9.998417,97.83807,-0.0018634796,10116819,1.4412136,100
229,9358.864,-131.41652,0.10127001,,-9.711441,1.0088795,0.7424759,1.0074792,[-0.015  0.587 -2.246 -2.346 -1.421],9.925903,9.999115,-973.4899,-3.540039e-05,0.9931082,22900,4948.033768030245,0.05647708,494.86,-131.52995,0.9934359,12110.65602350235,9.99823,97.83953,-0.0016273435,10166305,1.2359309,100
230,2.6049564,-121.93521,0.06211569,,-0.21295857,1.1151005,0.4479025,1.0237101,[-0.015  0.585 -2.244 -2.34  -1.421],0.44665527,9.9992285,-34.497437,4.333496e-05,0.9918591,23000,4981.288740544597,0.09088923,498.18,-122.05986,1.0048872,12147.539335489273,9.998457,3.4681015,-0.0015973089,10216123,1.2221851,100
231,7181.9487,-130.69078,0.10636767,,-8.523175,1.0984197,0.30750442,1.0843362,[-0.012  0.586 -2.245 -2.34  -1.421],9.92804,9.999275,-973.4961,-5.0048828e-05,1.0057514,23100,4949.713570119188,0.20926158,495.02,-131.54271,1.0316312,12184.188823461533,9.99855,97.84005,-0.004732527,10265625,1.9741627,100
232,0.0070248246,-0.31939948,,1.0,-0.07675055,1.0,1.0,1.0,[-0.013  0.581 -2.232 -2.322 -1.424],0.10040283,0.019943237,-0.21154785,1.4038086e-05,1.0,23200,4999.593838128467,,500.0,-0.31939948,1.0,12222.05461883545,0.01939106,0.08339069,-0.004732527,10315625,1.0,100
233,9852.479,-131.6504,0.09942595,,-9.987013,1.0007321,0.95361483,1.000528,[-0.013  0.581 -2.232 -2.322 -1.424],10.036011,9.999224,-983.3585,-8.4838866e-05,1.0027169,23300,4949.5887749949525,0.013702376,495.01,-131.6543,0.9902757,12258.43090581894,9.998447,98.83129,-0.004043428,10365126,1.0554951,100
234,9866.699,-131.63658,0.09939914,,-9.975564,1.0,0.9998025,1.0,[-0.013  0.581 -2.232 -2.321 -1.423],10.021973,9.99928,-983.38245,-4.333496e-05,0.9999962,23400,4949.6166481092505,5.973877e-05,495.01,-131.63661,0.99002,12294.616910457611,9.99856,98.83368,-0.004040359,10414627,1.0002662,100
235,9851.489,-131.63669,0.09943053,,-9.971771,1.0006163,0.94143724,1.000595,[-0.013  0.581 -2.232 -2.321 -1.423],10.016052,9.999301,-983.3807,5.432129e-05,0.998768,23500,4949.628010521013,0.016026448,495.01,-131.64064,0.99031097,12331.154893636703,9.998602,98.83351,-0.0032711497,10464128,1.0657607,100
236,0.0052291993,-0.26014984,,1.0,-0.066339344,1.0,1.0,1.0,[-0.013  0.581 -2.232 -2.322 -1.422],0.08416748,0.015929222,-0.3363037,-7.507324e-05,1.0,23600,4999.614553426943,,500.0,-0.26014984,1.0,12367.736646175385,0.015415192,0.071946874,-0.0032711497,10514128,1.0,100
237,0.0051701167,-0.26641053,,1.0,-0.07710211,1.0,1.0,1.0,[-0.013  0.581 -2.232 -2.322 -1.422],0.104003906,0.0155591965,-0.17993164,4.6386718e-05,1.0,23700,4999.595036661023,,500.0,-0.26641053,1.0,12404.42915225029,0.015014648,0.071544856,-0.0032711497,10564128,1.0,100
238,8860.463,-131.4029,0.11153018,,-9.520194,1.0393178,0.65686953,1.0370476,[-0.013  0.581 -2.232 -2.322 -1.422],10.126282,9.998815,-983.27295,4.699707e-05,0.98857546,23800,4939.1910591259,0.12642802,493.99,-131.69412,1.0064709,12441.105215072632,9.997629,98.82501,-0.009123753,10613527,1.5186253,100
239,0.005519707,-0.25339898,,1.0,-0.06739754,1.0,1.0,1.0,[-0.012  0.578 -2.232 -2.317 -1.428],0.08068848,0.015287399,-0.1965332,-4.8828124e-06,1.0,23900,4999.603149162133,,500.0,-0.25339898,1.0,12477.924248456955,0.014751434,0.07392126,-0.009123753,10663527,1.0,100
240,0.005763792,-0.28910017,,1.0,-0.06720961,1.0,1.0,1.0,[-0.012  0.578 -2.232 -2.317 -1.428],0.08679199,0.018237114,-0.24188232,-2.2583008e-05,1.0,24000,4999.599073947983,,500.0,-0.28910017,1.0,12514.775221824646,0.017688751,0.07553852,-0.009123753,10713527,1.0,100
241,0.008027951,-0.29797813,,1.0,-0.08035759,1.0,1.0,1.0,[-0.012  0.578 -2.232 -2.317 -1.428],0.101501465,0.017886162,-0.27392578,-4.2114258e-05,1.0,24100,4999.579631339236,,500.0,-0.29797813,1.0,12551.475282669067,0.017308235,0.0891564,-0.009123753,10763527,1.0,100
242,9865.938,-131.67201,0.10495482,,-10.013158,1.0,1.0,1.0,[-0.012  0.578 -2.232 -2.317 -1.428],10.075623,9.999103,-983.3272,1.0986329e-05,1.0,24200,4943.728360729249,,494.43,-131.67201,0.98886,12587.896401166916,9.998205,98.829544,-0.009123753,10812970,1.0,100
243,0.12988064,-121.7506,0.028623661,,-0.09021101,1.0,1.0,1.0,[-0.012  0.578 -2.232 -2.317 -1.428],0.13665771,9.9992285,-3.4628296,-8.300781e-05,1.0,24300,4995.383086231301,,499.59,-121.7506,0.99918,12624.42220902443,9.998457,0.3585857,-0.009123753,10862929,1.0,100
244,0.0066503924,-0.29910633,,1.0,-0.07602062,1.0,1.0,1.0,[-0.012  0.578 -2.232 -2.317 -1.428],0.09967041,0.018335342,-0.26660156,2.8686523e-05,1.0,24400,4999.600675797271,,500.0,-0.29910633,1.0,12660.822296857834,0.017790794,0.08113768,-0.009123753,10912929,1.0,100
245,0.005859184,-0.31059703,,1.0,-0.08037527,1.0,1.0,1.0,[-0.012  0.578 -2.232 -2.317 -1.428],0.103149414,0.018921852,-0.1930542,4.272461e-06,1.0,24500,4999.582711229089,,500.0,-0.31059703,1.0,12697.705418586731,0.018339157,0.07616173,-0.009123753,10962929,1.0,100
246,0.0047939513,-0.27667552,,1.0,-0.07328067,1.0,1.0,1.0,[-0.012  0.578 -2.232 -2.317 -1.428],0.09283447,0.016716957,-0.17608643,-1.0986329e-05,1.0,24600,4999.605372382812,,500.0,-0.27667552,1.0,12734.191937685013,0.016186714,0.06889713,-0.009123753,11012929,1.0,100
247,0.7573008,-121.81428,0.045994062,,-0.13794203,1.0294532,0.6496525,1.0056714,[-0.012  0.578 -2.232 -2.317 -1.428],0.2218628,9.9992485,-12.48291,-1.586914e-05,0.9996933,24700,4988.996735506479,0.050529897,498.95,-121.83773,1.0000467,12771.471289873123,9.998497,1.2566953,-0.009171534,11062824,1.1850748,100
