OptimizationReturnMin,TimestepsSoFar,MaxIWNorm,MaxIW,InitialReturnMean,ReturnStepMax,EpThisIter,TimeElapsed,EpLenMean,LearnableVariance,EpRewMean,MeanIWNorm,Weights,InitialReturnMax,MinIWNorm,StdIWNorm,EmpiricalD2,MeanEntropy,VarianceInit,InitialReturnMin,ESSRenyi,MeanIW,ESSClassic,Iteration,OptimizationReturnMean,ReturnStepMaxmin,EpisodesSoFar,J_sample_variance,InitialReturnStd,InitialBound,StdIW,ReturnMeanIW,MinIW,Bound,OptimizationReturnMax
,992191,0.78263307,78.263306,432.2617,9.359895,100,1616.5087041854858,46.57,,432.26163364713443,0.01814876,[ 0.012  0.307  0.045  0.059 -0.043  0.154  0.68  -0.585  0.     0.  0.   ],743.1947,0.00016271393,0.07817335,4.83109,0.4189424,-1.0,278.1421,20.699263,1.8148758,5.1141996,255,154.11954,9.359895,25500,6694477.0,101.37949,209.30322,7.8173356,904.32764,0.016271394,414.2708,465.0526
,996894,0.01786755,1.7867551,436.43884,9.35999,100,1625.7494945526123,47.03,,436.4388256592285,0.010300342,[ 0.022  0.304  0.049  0.038 -0.062  0.17   0.678 -0.56   0.     0.  0.   ],827.54926,0.005423553,0.0024635517,1.0577922,0.4189424,-1.0,294.83075,94.53653,1.0300342,94.5892,256,141.60806,9.35999,25600,107661.766,103.21885,188.17403,0.24635518,453.0459,0.5423553,197.708,532.7185
,1001482,2.4413507,244.13507,425.93396,9.359924,100,1633.631301164627,45.88,,425.9339496362076,0.037022144,[ 0.025  0.305  0.048  0.042 -0.058  0.168  0.669 -0.556  0.     0.  0.   ],679.49524,7.050998e-05,0.24922837,26.840183,0.4189424,-1.0,257.37146,3.725757,3.7022142,2.1589823,257,168.5625,9.359924,25700,46033290.0,94.05949,222.0854,24.922836,1825.6112,0.0070509985,769.52246,422.12378
,1006263,0.057147894,5.7147894,443.7125,9.359945,100,1643.4537737369537,47.81,,443.7125190625334,0.011239779,[ 0.01   0.297  0.052  0.057 -0.041  0.195  0.634 -0.52   0.     0.  0.   ],835.1974,0.0016029903,0.007436185,1.2919308,0.4189424,-1.0,259.075,77.40353,1.1239779,69.55513,258,184.6375,9.359945,25800,162698.78,116.35556,193.15326,0.74361855,511.01706,0.16029903,226.2236,576.1224
,1011090,0.024947125,2.4947126,447.97656,9.359987,100,1651.5211544036865,48.27,,447.9765111154153,0.010637653,[-0.009  0.309  0.049  0.053 -0.044  0.192  0.639 -0.533  0.     0.  0.   ],848.5564,0.004945709,0.0034055875,1.1016679,0.4189424,-1.0,285.13565,90.77146,1.0637653,90.70356,259,162.84085,9.359987,25900,114438.32,122.60662,193.40956,0.34055874,476.02985,0.4945709,208.83548,563.4208
,1015800,0.048057813,4.8057814,436.92944,9.35999,100,1660.4065980911255,47.1,,436.9294800220152,0.011182869,[-0.011  0.311  0.049  0.062 -0.036  0.197  0.64  -0.532  0.     0.  0.   ],907.4852,0.002064398,0.007181219,1.2436563,0.4189424,-1.0,266.16312,80.408066,1.118287,70.80284,260,170.76637,9.35999,26000,134398.08,119.45002,164.6839,0.71812195,492.16107,0.20643981,188.55463,641.32214
,1020373,0.024940832,2.4940832,424.03427,9.359479,100,1668.4828276634216,45.73,,424.03428162139375,0.010570357,[-0.016  0.316  0.054  0.054 -0.045  0.212  0.667 -0.527  0.     0.  0.   ],927.21124,0.0055009485,0.0027971347,1.0734752,0.4189424,-1.0,268.51422,93.15539,1.0570357,93.45584,261,155.52007,9.359479,26100,112683.27,100.562805,145.87091,0.27971348,453.6842,0.55009484,165.48288,658.697
,1025074,0.044211857,4.421186,436.1621,9.359983,100,1677.3721804618835,47.01,,436.1620994452171,0.011289078,[ 0.001  0.308  0.053  0.058 -0.042  0.202  0.669 -0.53   0.     0.  0.   ],817.9331,0.0033556873,0.0058261463,1.2300237,0.4189424,-1.0,239.72914,81.29924,1.1289078,78.96738,262,196.43297,9.359983,26200,103236.91,110.189995,190.78217,0.58261466,493.28107,0.33556873,221.13892,578.204
,1029866,2.099495,209.94951,444.5441,9.359727,100,1686.0417618751526,47.92,,444.54406769561405,0.03430386,[ 0.009  0.31   0.053  0.057 -0.044  0.213  0.674 -0.545  0.     0.  0.   ],817.1902,3.0780684e-05,0.2094878,22.992163,0.4189424,-1.0,295.4473,4.349308,3.430386,2.6114187,263,149.09677,9.359727,26300,120969260.0,107.90934,199.387,20.94878,2325.7136,0.0030780686,1150.182,521.7429
,1034798,0.042348046,4.2348046,457.58484,9.359997,100,1695.9916505813599,49.32,,457.5848587150513,0.011210945,[-0.002  0.306  0.056  0.056 -0.044  0.259  0.689 -0.598  0.     0.  0.   ],1001.2283,0.0046071834,0.005306249,1.16013,0.4189424,-1.0,295.30142,86.197235,1.1210945,81.69787,264,162.28343,9.359997,26400,146845.36,128.21146,157.2164,0.5306249,516.6474,0.46071836,193.12253,705.9269
,1039876,0.043247774,4.3247776,470.55637,9.359961,100,1704.6963560581207,50.78,,470.55636505894233,0.011020971,[ 0.008  0.293  0.057  0.049 -0.048  0.242  0.685 -0.594  0.     0.  0.   ],1069.4656,0.002672898,0.0054774764,1.19269,0.4189424,-1.0,278.31665,83.844086,1.1020972,80.19156,265,192.2397,9.359961,26500,151261.27,125.32261,149.71667,0.5477477,526.2587,0.2672898,175.86862,791.1489
,1044525,0.02148927,2.148927,431.23016,9.35965,100,1713.5000121593475,46.49,,431.23012220679976,0.0100921,[ 0.001  0.293  0.051  0.054 -0.043  0.241  0.668 -0.608  0.     0.  0.   ],795.91205,0.0065900963,0.0016242764,1.0217488,0.4189424,-1.0,276.016,97.871414,1.0092101,97.47507,266,155.21413,9.35965,26600,95427.01,95.62665,192.45653,0.16242763,439.42303,0.65900964,198.06686,519.89606
,1049167,0.014731962,1.4731963,430.3994,9.359859,100,1721.4098806381226,46.42,,430.3993900781669,0.010041904,[-0.011  0.298  0.051  0.054 -0.044  0.241  0.667 -0.612  0.     0.  0.   ],792.59064,0.007648433,0.001206104,1.013902,0.4189424,-1.0,266.2608,98.62887,1.0041903,98.57794,267,164.13858,9.359859,26700,83581.51,98.83508,192.62218,0.12061039,433.8716,0.76484334,194.44736,526.32983
,1054067,0.0146643715,1.4664372,454.4739,9.35991,100,1730.3848977088928,49.0,,454.4739017689021,0.010297808,[-0.01   0.298  0.051  0.054 -0.045  0.24   0.672 -0.607  0.     0.  0.   ],873.2413,0.0060800062,0.0015498971,1.0340931,0.4189424,-1.0,277.3557,96.70309,1.0297807,97.78493,268,177.11818,9.35991,26800,94889.04,106.28044,192.50156,0.15498972,466.76315,0.60800064,200.36249,595.88556
,1058685,0.059541397,5.9541397,428.24237,9.359984,100,1738.4024367332458,46.18,,428.2424117134276,0.011604408,[-0.005  0.296  0.048  0.057 -0.04   0.242  0.672 -0.608  0.     0.  0.   ],732.0065,0.0020749485,0.008861743,1.4555423,0.4189424,-1.0,294.3917,68.70291,1.1604407,63.16455,269,133.85072,9.359984,26900,222367.02,98.08061,208.6405,0.8861744,528.2327,0.20749485,263.29208,437.61478
,1063413,0.08650409,8.650409,438.88696,9.359948,100,1747.1792197227478,47.28,,438.88694061871036,0.012007339,[-0.017  0.297  0.041  0.058 -0.039  0.232  0.66  -0.629  0.     0.  0.   ],1062.7278,0.002316194,0.011710585,1.4503986,0.4189424,-1.0,287.6224,68.94656,1.200734,51.251,270,151.26453,9.359948,27000,281663.22,108.73787,120.0686,1.1710585,554.63245,0.23161939,170.67157,775.10535
,1068211,0.07473746,7.4737463,445.05362,9.359919,100,1755.6991167068481,47.98,,445.05360244867785,0.0122969365,[-0.028  0.291  0.039  0.049 -0.048  0.216  0.654 -0.628  0.     0.  0.   ],923.4391,0.0010277234,0.011657649,1.4911457,0.4189424,-1.0,267.30573,67.06252,1.2296937,52.666843,271,177.74786,9.359919,27100,233207.36,104.26356,168.02188,1.1657649,570.5658,0.10277234,232.27551,656.13336
,1072778,0.09288033,9.2880335,423.46597,9.359874,100,1764.4981513023376,45.67,,423.4659378415948,0.011311629,[-0.029  0.296  0.04   0.038 -0.059  0.236  0.669 -0.632  0.     0.  0.   ],705.47217,0.0026657644,0.009249017,1.2531773,0.4189424,-1.0,249.48979,79.79717,1.1311629,59.93189,272,173.97614,9.359874,27200,168489.95,78.04284,211.82428,0.9249016,487.46512,0.26657644,250.54202,455.98236
,1077341,0.016197234,1.6197236,423.11478,9.359692,100,1772.8522906303406,45.63,,423.1147573473715,0.010325687,[-0.002  0.287  0.046  0.032 -0.063  0.241  0.687 -0.625  0.     0.  0.   ],977.2567,0.0074598026,0.0014232388,1.0266689,0.4189424,-1.0,277.92114,97.40238,1.0325687,98.135574,273,145.19362,9.359692,27300,95343.9,101.997,129.93777,0.1423239,436.23114,0.74598026,139.1705,699.3356
,1082181,0.02671151,2.6711512,449.05835,9.359856,100,1781.5547478199005,48.4,,449.0583800357825,0.01072669,[ 0.005  0.292  0.043  0.027 -0.066  0.234  0.678 -0.626  0.     0.  0.   ],1364.4211,0.002794139,0.004337892,1.1056798,0.4189424,-1.0,267.08624,90.4421,1.072669,85.944565,274,181.97215,9.359856,27400,149406.12,141.88014,39.732025,0.4337892,485.53912,0.2794139,55.127136,1097.335
,1086857,0.022598589,2.2598588,433.86313,9.35987,100,1789.6041004657745,46.76,,433.8630943261754,0.010691106,[ 0.017  0.293  0.046  0.027 -0.065  0.238  0.694 -0.629  0.     0.  0.   ],863.8756,0.0047597256,0.0036474396,1.1245098,0.4189424,-1.0,258.44205,88.927635,1.0691105,89.57409,275,175.42104,9.35987,27500,103477.65,99.454834,174.70044,0.36474398,471.57114,0.47597256,196.7475,605.4336
,1091655,0.0144582745,1.4458275,445.18997,9.359775,100,1798.4838778972626,47.98,,445.18996732402485,0.010294274,[ 0.014  0.295  0.045  0.035 -0.056  0.235  0.697 -0.625  0.     0.  0.   ],876.6391,0.0059527038,0.0019034512,1.0359583,0.4189424,-1.0,286.84833,96.528984,1.0294273,96.694084,276,158.34164,9.359775,27600,102175.72,112.65774,182.19827,0.19034512,457.43176,0.5952704,189.75342,589.7908
,1096440,6.7360144,673.60144,443.98532,9.359961,100,1806.9089033603668,47.85,,443.985291439958,0.07911993,[ 0.024  0.288  0.045  0.039 -0.053  0.229  0.695 -0.629  0.     0.  0.   ],861.5038,3.546183e-05,0.66945773,77.19833,0.4189424,-1.0,287.50607,1.2953647,7.911993,1.3775307,277,156.47922,9.359961,27700,313908740.0,97.84037,185.53418,66.94577,4198.6274,0.0035461832,1927.8091,573.9977
,1101064,0.057910517,5.791052,428.9139,9.359978,100,1816.911506652832,46.24,,428.9139098721818,0.011254221,[ 0.007  0.287  0.046  0.075 -0.017  0.247  0.664 -0.6    0.     0.  0.   ],810.76654,0.000970377,0.008382882,1.319365,0.4189424,-1.0,257.39807,75.79404,1.125422,64.315926,278,171.51582,9.359978,27800,166013.78,96.484474,185.68393,0.83828825,495.2317,0.0970377,215.84897,553.36847
,1105742,0.709164,70.916405,433.89,9.359914,100,1825.2980706691742,46.78,,433.89001111452507,0.020092292,[ 0.036  0.264  0.047  0.071 -0.024  0.242  0.652 -0.591  0.     0.  0.   ],771.7292,0.00021513316,0.07164063,3.8565204,0.4189424,-1.0,277.9395,25.93011,2.0092292,7.292166,279,155.9505,9.359914,27900,1149041.5,97.18329,202.37125,7.1640635,852.22375,0.021513317,397.56662,493.78967
,1110331,0.07697695,7.6976953,425.57278,9.3599615,100,1834.8189716339111,45.89,,425.5727598347378,0.011173726,[ 0.055  0.252  0.048  0.062 -0.033  0.197  0.635 -0.602  0.     0.  0.   ],731.7924,0.0023943372,0.008782977,1.3519729,0.4189424,-1.0,277.13947,73.96598,1.1173726,61.810184,280,148.43329,9.3599615,28000,221160.36,94.934525,206.03503,0.8782978,496.5407,0.23943372,241.27461,454.65295
,1115189,0.032662075,3.2662077,450.81873,9.3595295,100,1843.2389996051788,48.58,,450.8187067073702,0.011510676,[ 0.04   0.244  0.041  0.061 -0.032  0.192  0.602 -0.605  0.     0.  0.   ],925.4865,0.0045348555,0.0047692065,1.2087089,0.4189424,-1.0,294.3405,82.73291,1.1510676,85.34838,281,156.4782,9.3595295,28100,147280.06,110.4683,173.17276,0.47692066,524.15247,0.45348558,218.9049,631.146
,1119930,0.023043016,2.3043017,439.5949,9.359923,100,1852.2750251293182,47.41,,439.59494412142436,0.010579965,[ 0.027  0.243  0.034  0.06  -0.035  0.181  0.576 -0.614  0.     0.  0.   ],1099.624,0.0054175127,0.0030926974,1.082921,0.4189424,-1.0,266.3777,92.342834,1.0579966,92.127785,282,173.21727,9.359923,28200,111391.39,126.07751,109.70776,0.30926976,472.31097,0.54175127,129.01883,833.24634
,1124915,0.019096276,1.9096276,462.66132,9.359855,100,1860.917443037033,49.85,,462.6613115108767,0.010203727,[ 0.009  0.245  0.035  0.054 -0.042  0.184  0.576 -0.616  0.     0.  0.   ],932.00305,0.005212804,0.0018771462,1.0386413,0.4189424,-1.0,269.18463,96.279625,1.0203727,96.72642,283,193.47668,9.359855,28300,103332.805,127.47257,183.06042,0.1877146,477.0316,0.5212804,192.0798,662.8184
,1129760,0.09237846,9.237846,449.50967,9.3598795,100,1869.871960401535,48.45,,449.5096859138651,0.011232989,[ 0.021  0.243  0.036  0.053 -0.041  0.186  0.583 -0.613  0.     0.  0.   ],942.4564,0.00078710675,0.010836291,1.5253513,0.4189424,-1.0,296.0122,65.55867,1.1232989,51.79692,284,153.49748,9.3598795,28400,472832.5,122.478,166.77277,1.0836291,530.01825,0.078710675,180.82367,646.4442
,1134663,0.10940487,10.940487,454.88174,9.359873,100,1878.2860798835754,49.03,,454.88172746854667,0.012237119,[ 0.019  0.254  0.036  0.057 -0.036  0.18   0.602 -0.624  0.     0.  0.   ],866.6479,0.0012090881,0.013850778,1.454147,0.4189424,-1.0,297.26328,68.76884,1.2237118,43.838108,285,157.61845,9.359873,28500,214866.14,109.63393,194.88739,1.3850778,565.93585,0.12090882,252.41382,569.38464
,1139358,0.047835726,4.7835727,435.394,9.359437,100,1887.26500082016,46.95,,435.3940084898453,0.010911639,[ 0.012  0.252  0.034  0.053 -0.042  0.158  0.586 -0.624  0.     0.  0.   ],886.1853,0.004635251,0.005245738,1.1453553,0.4189424,-1.0,296.8604,87.30915,1.091164,81.227,286,138.5336,9.359437,28600,122792.58,112.79315,169.53845,0.5245738,471.92035,0.46352512,187.39832,589.3249
,1144163,0.47036,47.036003,445.75156,9.359889,100,1895.258940935135,48.05,,445.7515768613966,0.015280264,[ 0.013  0.257  0.036  0.051 -0.043  0.156  0.602 -0.616  0.     0.  0.   ],922.6498,0.00040704978,0.046837505,2.428615,0.4189424,-1.0,306.18665,41.17573,1.5280267,9.619432,287,139.56493,9.359889,28700,794600.6,106.33542,168.95663,4.683751,712.24066,0.04070498,280.88306,616.46313
,1149043,0.0551336,5.51336,452.6523,9.359986,100,1904.6514685153961,48.8,,452.65229854790726,0.011658004,[ 0.038  0.267  0.045  0.062 -0.032  0.171  0.633 -0.591  0.     0.  0.   ],837.8109,0.0019909989,0.006623355,1.2976179,0.4189424,-1.0,284.50787,77.064285,1.1658005,75.5983,288,168.14444,9.359986,28800,180247.02,116.00316,201.30902,0.66233546,548.8684,0.1990999,262.55563,553.30304
,1153856,0.048400674,4.8400674,446.53293,9.3599,100,1913.0903224945068,48.13,,446.5329016753787,0.010982726,[ 0.032  0.265  0.04   0.055 -0.038  0.16   0.615 -0.605  0.     0.  0.   ],1028.3345,0.0027841807,0.0057576327,1.2134758,0.4189424,-1.0,284.75732,82.407906,1.0982726,78.44169,289,161.77557,9.3599,28900,206573.52,123.1442,138.03256,0.5757633,516.8184,0.27841806,176.98099,743.57715
,1158681,0.05310434,5.3104343,447.50977,9.359731,100,1922.1759073734283,48.25,,447.5097781751332,0.011282142,[ 0.049  0.265  0.042  0.055 -0.042  0.151  0.615 -0.588  0.     0.  0.   ],781.0387,0.00278172,0.007554899,1.3364193,0.4189424,-1.0,266.39413,74.82681,1.1282144,69.04128,290,181.11565,9.359731,29000,164401.5,102.61151,213.19817,0.75548995,515.19116,0.278172,244.31848,514.64453
,1163383,0.021320036,2.1320035,436.27805,9.359968,100,1930.4741747379303,47.02,,436.278042865934,0.010320358,[ 0.053  0.269  0.044  0.057 -0.041  0.157  0.609 -0.571  0.     0.  0.   ],763.8119,0.0060103047,0.0024754556,1.0623459,0.4189424,-1.0,284.91977,94.1313,1.0320358,94.559654,291,151.35828,9.359968,29100,104595.7,93.486084,207.13452,0.24754557,456.77365,0.60103047,220.59502,478.89212
,1168085,0.049768474,4.9768476,436.2784,9.359961,100,1939.1435248851776,47.02,,436.2784213848585,0.01126911,[ 0.041  0.274  0.042  0.054 -0.045  0.158  0.611 -0.565  0.     0.  0.   ],773.60394,0.0016229121,0.0064579067,1.2552313,0.4189424,-1.0,266.78284,79.666595,1.126911,75.27848,292,169.49559,9.359961,29200,135316.3,103.64097,204.19725,0.6457907,490.93466,0.16229121,230.91763,506.8211
,1172666,5.2436643,524.36646,424.784,9.359912,100,1947.0911610126495,45.81,,424.7839672996563,0.06281095,[ 0.018  0.285  0.04   0.054 -0.046  0.157  0.6   -0.55   0.     0.  0.   ],740.9726,2.3197404e-06,0.521247,64.65193,0.4189424,-1.0,249.51437,1.5467442,6.2810955,1.431274,293,175.2696,9.359912,29300,291325980.0,103.76804,202.49217,52.124702,3422.5745,0.00023197405,1635.2058,491.45822
,1177214,0.050547622,5.0547624,421.80792,9.359921,100,1956.44025349617,45.48,,421.8079547663726,0.011614982,[-0.015  0.316  0.043  0.064 -0.039  0.163  0.668 -0.593  0.     0.  0.   ],806.5115,0.003986879,0.009388261,1.3502109,0.4189424,-1.0,278.36676,74.0625,1.1614981,60.483948,294,143.44118,9.359921,29400,135940.47,91.06586,179.85452,0.93882614,484.71692,0.3986879,203.57047,528.1447
,1181844,0.089483544,8.948355,429.2623,9.359906,100,1964.355541229248,46.3,,429.2622991713549,0.010996076,[-0.013  0.313  0.049  0.05  -0.051  0.168  0.686 -0.584  0.     0.  0.   ],1215.3574,0.0029414003,0.009166501,1.2842758,0.4189424,-1.0,296.9379,77.8649,1.0996078,59.000015,295,132.3244,9.359906,29500,786077.0,135.16731,64.65506,0.9166502,539.9548,0.29414004,126.76041,918.41956
,1186591,0.07211862,7.2118616,440.36145,9.359789,100,1973.3526282310486,47.47,,440.36147420137917,0.0109524485,[ 0.002  0.306  0.046  0.044 -0.053  0.159  0.683 -0.603  0.     0.  0.   ],885.9816,0.0034106004,0.0076209,1.2925535,0.4189424,-1.0,267.80518,77.366234,1.0952449,67.37813,296,172.55629,9.359789,29600,243085.6,112.34419,174.56702,0.76208997,516.09033,0.34106004,213.9072,618.17645
,1191286,0.094945155,9.494515,435.52042,9.359947,100,1981.9042060375214,46.95,,435.5204737185401,0.011436744,[ 0.001  0.3    0.043  0.034 -0.065  0.148  0.667 -0.616  0.     0.  0.   ],754.1199,0.0014475681,0.011167685,1.4038594,0.4189424,-1.0,247.84334,71.23221,1.1436744,51.19013,297,187.67715,9.359947,29700,176605.3,88.23843,209.2845,1.1167685,515.56793,0.14475681,247.51324,506.27655
,1196048,0.025759744,2.5759745,441.74243,9.359871,100,1990.7812271118164,47.62,,441.7424156670431,0.010810273,[-0.051  0.323  0.039  0.044 -0.059  0.16   0.673 -0.602  0.     0.  0.   ],783.03314,0.0016973857,0.0047964244,1.1869259,0.4189424,-1.0,266.52588,84.25126,1.0810274,83.55183,298,175.21654,9.359871,29800,110714.72,96.30698,206.8325,0.47964245,481.70663,0.16973858,225.78136,516.50726
,1200652,0.029226825,2.9226825,426.8875,9.359868,100,1999.2312307357788,46.04,,426.88752920248146,0.010645691,[-0.044  0.322  0.035  0.046 -0.056  0.161  0.659 -0.615  0.     0.  0.   ],1170.3625,0.005013284,0.0039016663,1.076143,0.4189424,-1.0,249.7627,92.92445,1.0645692,88.15827,299,177.12482,9.359868,29900,91544.68,119.434555,75.77878,0.39016664,455.38452,0.5013284,91.15372,920.59985
,1205287,0.04140558,4.1405582,429.9844,9.359775,100,2007.4080386161804,46.35,,429.9844033729218,0.01107193,[-0.056  0.332  0.038  0.05  -0.054  0.172  0.678 -0.612  0.     0.  0.   ],717.8567,0.0030382627,0.006301697,1.232856,0.4189424,-1.0,275.742,81.11247,1.1071929,75.53195,300,154.24242,9.359775,30000,127851.516,93.09444,214.62741,0.63016975,484.36176,0.30382627,245.24216,442.1147
,1209875,0.034065656,3.4065657,425.3132,9.359873,100,2016.0246367454529,45.88,,425.3132278189432,0.010652908,[-0.079  0.341  0.038  0.044 -0.06   0.182  0.673 -0.6    0.     0.  0.   ],923.3445,0.005655027,0.0037011283,1.0819162,0.4189424,-1.0,258.57007,92.4286,1.0652908,89.2294,301,166.74316,9.359873,30100,108731.28,109.2929,148.30988,0.3701128,461.24957,0.5655027,173.124,664.7744
,1214582,0.071534574,7.1534576,436.8203,9.359914,100,2020.8175020217896,47.07,,436.8203068438558,0.010885297,[-0.109  0.349  0.037  0.049 -0.054  0.184  0.67  -0.601  0.     0.  0.   ],745.7208,0.0031498363,0.00665758,1.1340159,0.4189424,-1.0,285.66986,88.18218,1.0885297,72.776535,302,151.15045,9.359914,30200,193009.92,102.43894,213.10408,0.665758,495.01004,0.31498364,256.7742,460.05096
,1219244,0.024651134,2.4651134,432.18747,9.359946,100,2025.7584290504456,46.62,,432.18748025595926,0.010645049,[-0.157  0.361  0.032  0.05  -0.051  0.192  0.663 -0.61   0.     0.  0.   ],747.66766,0.0026967549,0.0037593283,1.1254057,0.4189424,-1.0,268.25885,88.85685,1.064505,88.91128,303,163.92863,9.359946,30300,101756.83,90.80065,207.8872,0.3759328,465.85574,0.2696755,227.90645,479.4088
,1223900,0.0860047,8.60047,432.0232,9.359699,100,2030.4466922283173,46.56,,432.0232266758743,0.012131396,[-0.178  0.365  0.028  0.053 -0.048  0.192  0.645 -0.621  0.     0.  0.   ],805.4153,0.0011539807,0.01266468,1.6626573,0.4189424,-1.0,297.06497,60.144688,1.2131395,47.850304,304,134.95825,9.359699,30400,186211.31,97.27082,190.39865,1.266468,525.01025,0.11539808,213.4497,508.3503
,1228792,0.24821234,24.821234,453.54953,9.359986,100,2035.3556654453278,48.92,,453.5495158817004,0.0125378845,[-0.174  0.353  0.026  0.053 -0.05   0.195  0.645 -0.649  0.     0.  0.   ],1102.395,0.00075495435,0.024976585,1.9876151,0.4189424,-1.0,275.42596,50.31155,1.2537885,20.127125,305,178.12355,9.359986,30500,2953527.0,126.12244,122.831024,2.4976585,681.34875,0.07549544,215.09253,826.96906
,1233821,0.066061705,6.6061707,466.60956,9.359673,100,2040.6573650836945,50.29,,466.60956086652754,0.012368199,[-0.194  0.36   0.029  0.046 -0.056  0.216  0.641 -0.627  0.     0.  0.   ],952.93945,0.0011081828,0.011474523,1.6716092,0.4189424,-1.0,277.0857,59.822598,1.2368199,53.742947,306,189.52386,9.359673,30600,386840.84,138.86455,180.72772,1.1474522,610.08105,0.11081829,240.46237,675.85376
,1238336,0.04463435,4.463435,418.76212,9.359961,100,2045.1984720230103,45.15,,418.7620895105994,0.011000838,[-0.196  0.366  0.032  0.046 -0.057  0.226  0.641 -0.6    0.     0.  0.   ],791.2365,0.00256155,0.0059345234,1.2525649,0.4189424,-1.0,258.7406,79.83618,1.1000838,77.45824,307,160.0215,9.359961,30700,156548.92,98.07795,181.39114,0.59345233,479.32208,0.25615498,213.66116,532.4959
,1242814,0.079568215,7.956822,415.21396,9.359975,100,2049.756850004196,44.78,,415.2139788777186,0.014251756,[-0.182  0.369  0.033  0.039 -0.064  0.236  0.653 -0.607  0.     0.  0.   ],656.64966,0.00036046136,0.015057622,2.2015212,0.4189424,-1.0,277.3709,45.423138,1.4251758,47.25256,308,137.84306,9.359975,30800,230009.12,84.33306,218.21907,1.5057623,599.7894,0.036046136,307.4978,379.27875
,1247478,0.05321753,5.321753,432.5425,9.359963,100,2054.5968437194824,46.64,,432.542498788258,0.010447482,[-0.205  0.377  0.026  0.042 -0.061  0.24   0.632 -0.648  0.     0.  0.   ],928.9188,0.0024258024,0.0077425055,1.3093729,0.4189424,-1.0,276.851,76.37244,1.0447484,64.54897,309,155.69148,9.359963,30900,229537.84,118.559296,153.86685,0.7742505,485.43616,0.24258025,166.55365,652.0678
,1252201,0.05969337,5.969337,438.05344,9.359808,100,2059.4633736610413,47.23,,438.0533943422407,0.011286905,[-0.211  0.374  0.024  0.038 -0.069  0.237  0.636 -0.667  0.     0.  0.   ],920.7283,0.0019891043,0.007688836,1.2958641,0.4189424,-1.0,278.55145,77.16859,1.1286906,68.30336,310,159.50194,9.359808,31000,137942.08,103.88336,161.83493,0.7688836,503.1931,0.19891044,188.75699,642.1768
,1257072,0.03405846,3.4058459,451.92578,9.359844,100,2064.39883351326,48.71,,451.92575398216775,0.010806104,[-0.211  0.374  0.022  0.035 -0.071  0.236  0.643 -0.687  0.     0.  0.   ],863.70886,0.0021066943,0.0040657506,1.1260431,0.4189424,-1.0,286.2459,88.80655,1.0806103,87.599335,311,165.67984,9.359844,31100,126325.59,116.91094,192.81311,0.4065751,490.08017,0.21066943,215.12231,577.46295
,1261661,78.26234,7826.234,425.3959,9.359964,100,2069.0978603363037,45.89,,425.3958999872434,0.789975,[-0.216  0.371  0.021  0.032 -0.074  0.225  0.637 -0.688  0.     0.  0.   ],990.1757,2.5015845e-06,7.786319,5082.905,0.4189424,-1.0,275.72714,0.019673789,78.99748,1.0188602,312,149.66876,9.359964,31200,99098980000.0,96.71286,128.3432,778.6319,53249.82,0.00025015845,32071.598,714.4486
,1266206,0.16662297,16.662296,421.53125,9.359377,100,2074.6535937786102,45.45,,421.53130374522533,0.012451079,[-0.225  0.376  0.033  0.092 -0.016  0.233  0.686 -0.681  0.     0.  0.   ],803.782,0.002865332,0.016684566,1.4684038,0.4189424,-1.0,257.65298,68.10116,1.245108,35.770176,313,163.87833,9.359377,31300,152183.69,101.53664,180.39667,1.6684566,518.0366,0.2865332,225.83524,546.129
,1270766,0.027296854,2.7296855,422.9954,9.359951,100,2079.4676270484924,45.6,,422.9954200794662,0.010788102,[-0.233  0.389  0.042  0.082 -0.025  0.245  0.724 -0.666  0.     0.  0.   ],744.2733,0.0044154017,0.0037178,1.112107,0.4189424,-1.0,278.3121,89.9194,1.0788103,89.38441,314,144.68332,9.359951,31400,100347.82,92.45333,199.71341,0.37177998,447.458,0.44154018,211.99268,465.9612
,1275542,0.022536065,2.2536066,442.89743,9.359984,100,2084.303645133972,47.76,,442.8974139659958,0.01024952,[-0.233  0.39   0.04   0.083 -0.025  0.249  0.726 -0.679  0.     0.  0.   ],771.6937,0.0048708245,0.0031575754,1.0766089,0.4189424,-1.0,269.00226,92.88424,1.0249519,91.33192,315,173.89514,9.359984,31500,95690.39,105.87567,211.3893,0.31575754,458.17505,0.48708245,217.96277,502.69147
,1280407,0.023188468,2.318847,451.27847,9.35969,100,2089.1374502182007,48.65,,451.27847449806984,0.010289436,[-0.23   0.396  0.036  0.084 -0.025  0.245  0.728 -0.689  0.     0.  0.   ],970.645,0.005008924,0.0025135472,1.0571789,0.4189424,-1.0,296.83826,94.59138,1.0289437,94.36857,316,154.44022,9.35969,31600,115666.86,109.67156,160.08499,0.25135475,470.3305,0.5008924,170.92767,673.80676
,1285080,0.022856215,2.2856216,433.5529,9.359981,100,2093.9023966789246,46.73,,433.5529008393262,0.010650438,[-0.233  0.4    0.038  0.086 -0.027  0.252  0.74  -0.692  0.     0.  0.   ],732.844,0.002411448,0.004090609,1.1643438,0.4189424,-1.0,287.81177,85.885284,1.0650439,87.144714,317,145.74115,9.359981,31700,114139.195,87.471985,213.6997,0.4090609,473.41296,0.2411448,236.1809,445.03223
