VarRet,MaxNormIw,VarNormIw,ESSClassic,Bound,AvgRet,MaxVanillaIw,MinNormIw,AvgDiscRet,EpsThisIter,eRenyi2,ESSRenyi,VarDiscRet,AvgVanillaIw,IterType,MinVanillaIw,VarVanillaIw,Delta,AvgNormIw,AvgEpLen,VarJ,VanillaAvgRet,BatchSize,J
1320.24623794,0.002,5.43187e-20,500.000006643,-61.337,-64.1886810981,1.0,0.002,-64.1886810981,100,1.0,500.0,1320.24623794,1.0,1,1.0,,1.0,0.002,93.61,23.4493,-64.1886810981,500,-61.337
51.0412682225,0.01,3.50449e-18,100.0,-59.3527,-59.3527035803,1.0,0.01,-59.3527035803,100,1.0,500.0,51.0412682225,1.0,2,1.0,,1.0,0.01,87.39,7.10851,-59.3527035803,500,-59.3527
1330.97656848,0.005,2.1793e-19,200.000000102,-60.8348,-62.3168177289,1.0,0.005,-62.3168177289,100,1.0,500.0,1330.97656848,1.0,2,1.0,,1.0,0.005,90.44,26.1972,-62.3168177289,500,-60.8348
2591.51209835,0.00333333,5.43914e-20,299.999969474,-62.5462,-65.9689818873,1.0,0.00333333,-65.9689818873,100,1.0,500.0,2591.51209835,1.0,2,1.0,,1.0,0.00333333,94.87,36.3124,-65.9689818873,500,-62.5462
1316.38674673,0.0025,5.4346e-20,400.0,-62.9605,-64.2036661987,1.0,0.0025,-64.2036661987,100,1.0,500.0,1316.38674673,1.0,2,1.0,,1.0,0.0025,93.64,36.2665,-64.2036661987,500,-62.9605
3829.11570796,0.002,5.43187e-20,500.000006643,-64.1311,-68.8134277222,1.0,0.002,-68.8134277222,100,1.0,500.0,3829.11570796,1.0,1,1.0,,1.0,0.002,97.42,42.6129,-68.8134277222,500,-64.1311
42.3977145412,0.01,3.50449e-18,100.0,-59.3026,-59.3025758831,1.0,0.01,-59.3025758831,100,1.0,500.0,42.3977145412,1.0,2,1.0,,1.0,0.01,87.43,6.47871,-59.3025758831,500,-59.3026
45.6147552766,0.005,2.1793e-19,200.000000102,-59.5496,-59.7967154616,1.0,0.005,-59.7967154616,100,1.0,500.0,45.6147552766,1.0,2,1.0,,1.0,0.005,88.25,6.60509,-59.7967154616,500,-59.5496
52.578046832,0.00333333,5.43914e-20,299.999969474,-59.3257,-58.8776651746,1.0,0.00333333,-58.8776651746,100,1.0,500.0,52.578046832,1.0,2,1.0,,1.0,0.00333333,86.59,6.82172,-58.8776651746,500,-59.3257
35.4096537855,0.0025,5.4346e-20,400.0,-59.2213,-58.9082669891,1.0,0.0025,-58.9082669891,100,1.0,500.0,35.4096537855,1.0,2,1.0,,1.0,0.0025,86.39,6.61048,-58.9082669891,500,-59.2213
1326.57569634,0.002,5.43187e-20,500.000006643,-59.836,-62.2948922771,1.0,0.002,-62.2948922771,100,1.0,500.0,1326.57569634,1.0,1,1.0,,1.0,0.002,90.44,17.2954,-62.2948922771,500,-59.836
1319.63122801,0.01,3.50449e-18,100.0,-62.577,-62.5770051859,1.0,0.01,-62.5770051859,100,1.0,500.0,1319.63122801,1.0,2,1.0,,1.0,0.01,90.77,36.1446,-62.5770051859,500,-62.577
1322.2313482,0.005,2.1793e-19,200.000000102,-62.8101,-63.0431084369,1.0,0.005,-63.0431084369,100,1.0,500.0,1322.2313482,1.0,2,1.0,,1.0,0.005,91.44,36.1632,-63.0431084369,500,-62.8101
1316.2075198,0.00333333,5.43914e-20,299.999969474,-62.6776,-62.4127348186,1.0,0.00333333,-62.4127348186,100,1.0,500.0,1316.2075198,1.0,2,1.0,,1.0,0.00333333,90.59,36.1419,-62.4127348186,500,-62.6776
36.7054924167,0.0025,5.4346e-20,400.0,-61.7186,-58.8415844239,1.0,0.0025,-58.8415844239,100,1.0,500.0,36.7054924167,1.0,2,1.0,,1.0,0.0025,86.68,31.4884,-58.8415844239,500,-61.7186
61.3461798006,0.002,5.43187e-20,500.000006643,-61.1605,-58.9278323562,1.0,0.002,-58.9278323562,100,1.0,500.0,61.3461798006,1.0,1,1.0,,1.0,0.002,86.67,28.4009,-58.9278323562,500,-61.1605
56.8214452307,0.01,3.50449e-18,100.0,-58.7666,-58.7665564452,1.0,0.01,-58.7665564452,100,1.0,500.0,56.8214452307,1.0,2,1.0,,1.0,0.01,86.71,7.50022,-58.7665564452,500,-58.7666
1322.79642052,0.005,2.1793e-19,200.000000102,-60.4941,-62.2216443622,1.0,0.005,-62.2216443622,100,1.0,500.0,1322.79642052,1.0,2,1.0,,1.0,0.005,90.21,26.1896,-62.2216443622,500,-60.4941
43.685425638,0.00333333,5.43914e-20,299.999969474,-59.8846,-58.6656218515,1.0,0.00333333,-58.6656218515,100,1.0,500.0,43.685425638,1.0,2,1.0,,1.0,0.00333333,85.74,21.7353,-58.6656218515,500,-59.8846
43.9458599266,0.0025,5.4346e-20,400.0,-59.9994,-60.3438618596,1.0,0.0025,-60.3438618596,100,1.0,500.0,43.9458599266,1.0,2,1.0,,1.0,0.0025,89.33,19.1111,-60.3438618596,500,-59.9994
1335.06864844,0.002,5.43187e-20,500.000006643,-60.6568,-63.2865325332,1.0,0.002,-63.2865325332,100,1.0,500.0,1335.06864844,1.0,1,1.0,,1.0,0.002,92.2,23.6275,-63.2865325332,500,-60.6568
1326.92034509,0.01,3.50449e-18,100.0,-62.7591,-62.759102594,1.0,0.01,-62.759102594,100,1.0,500.0,1326.92034509,1.0,2,1.0,,1.0,0.01,91.32,36.2443,-62.759102594,500,-62.7591
49.9937054619,0.005,2.1793e-19,200.000000102,-61.3925,-60.0259065305,1.0,0.005,-60.0259065305,100,1.0,500.0,49.9937054619,1.0,2,1.0,,1.0,0.005,88.35,26.1427,-60.0259065305,500,-61.3925
41.0222657892,0.00333333,5.43914e-20,299.999969474,-60.7094,-59.343148952,1.0,0.00333333,-59.343148952,100,1.0,500.0,41.0222657892,1.0,2,1.0,,1.0,0.00333333,86.9,21.6817,-59.343148952,500,-60.7094
44.8491409511,0.0025,5.4346e-20,400.0,-60.4104,-59.5136419705,1.0,0.0025,-59.5136419705,100,1.0,500.0,44.8491409511,1.0,2,1.0,,1.0,0.0025,87.44,19.0772,-59.5136419705,500,-60.4104
60.6288322035,0.002,5.43187e-20,500.000006643,-60.2922,-59.8190792528,1.0,0.002,-59.8190792528,100,1.0,500.0,60.6288322035,1.0,1,1.0,,1.0,0.002,87.83,17.413,-59.8190792528,500,-60.2922
1326.45321467,0.01,3.50449e-18,100.0,-62.8939,-62.893874919,1.0,0.01,-62.893874919,100,1.0,500.0,1326.45321467,1.0,2,1.0,,1.0,0.01,91.97,36.2379,-62.893874919,500,-62.8939
2566.11855908,0.005,2.1793e-19,200.000000102,-65.2971,-67.7002279375,1.0,0.005,-67.7002279375,100,1.0,500.0,2566.11855908,1.0,2,1.0,,1.0,0.005,97.67,43.9613,-67.7002279375,500,-65.2971
34.6452536974,0.00333333,5.43914e-20,299.999969474,-62.8584,-57.9810549518,1.0,0.00333333,-57.9810549518,100,1.0,500.0,34.6452536974,1.0,2,1.0,,1.0,0.00333333,84.97,36.2178,-57.9810549518,500,-62.8584
45.043739679,0.0025,5.4346e-20,400.0,-61.7059,-58.2484894131,1.0,0.0025,-58.2484894131,100,1.0,500.0,45.043739679,1.0,2,1.0,,1.0,0.0025,85.56,31.6058,-58.2484894131,500,-61.7059
3786.0922538,0.002,5.43187e-20,500.000006643,-63.6173,-71.2628197666,1.0,0.002,-71.2628197666,100,1.0,500.0,3786.0922538,1.0,1,1.0,,1.0,0.002,101.76,39.5399,-71.2628197666,500,-63.6173
48.4129711144,0.01,3.50449e-18,100.0,-58.7671,-58.7670992064,1.0,0.01,-58.7670992064,100,1.0,500.0,48.4129711144,1.0,2,1.0,,1.0,0.01,86.02,6.92307,-58.7670992064,500,-58.7671
56.3799037087,0.005,2.1793e-19,200.000000102,-58.8841,-59.001047595,1.0,0.005,-59.001047595,100,1.0,500.0,56.3799037087,1.0,2,1.0,,1.0,0.005,86.43,7.2032,-59.001047595,500,-58.8841
1314.60806095,0.00333333,5.43914e-20,299.999969474,-60.6998,-64.3311124316,1.0,0.00333333,-64.3311124316,100,1.0,500.0,1314.60806095,1.0,2,1.0,,1.0,0.00333333,93.99,21.7946,-64.3311124316,500,-60.6998
3810.60372991,0.0025,5.4346e-20,400.0,-63.0317,-70.0273707129,1.0,0.0025,-70.0273707129,100,1.0,500.0,3810.60372991,1.0,2,1.0,,1.0,0.0025,99.6,36.2725,-70.0273707129,500,-63.0317
51.9590881177,0.002,5.43187e-20,500.000006643,-62.352,-59.6334396164,1.0,0.002,-59.6334396164,100,1.0,500.0,51.9590881177,1.0,1,1.0,,1.0,0.002,87.69,32.6296,-59.6334396164,500,-62.352
36.9129970319,0.01,3.50449e-18,100.0,-59.5959,-59.5959172289,1.0,0.01,-59.5959172289,100,1.0,500.0,36.9129970319,1.0,2,1.0,,1.0,0.01,87.68,6.04515,-59.5959172289,500,-59.5959
36.4695711377,0.005,2.1793e-19,200.000000102,-58.9334,-58.2709362599,1.0,0.005,-58.2709362599,100,1.0,500.0,36.4695711377,1.0,2,1.0,,1.0,0.005,85.23,6.06327,-58.2709362599,500,-58.9334
32.2266887725,0.00333333,5.43914e-20,299.999969474,-59.0965,-59.4226746538,1.0,0.00333333,-59.4226746538,100,1.0,500.0,32.2266887725,1.0,2,1.0,,1.0,0.00333333,87.29,5.93269,-59.4226746538,500,-59.0965
1328.79951646,0.0025,5.4346e-20,400.0,-59.7296,-61.6290136787,1.0,0.0025,-61.6290136787,100,1.0,500.0,1328.79951646,1.0,2,1.0,,1.0,0.0025,89.79,18.8806,-61.6290136787,500,-59.7296
1319.10277534,0.002,5.43187e-20,500.000006643,-60.4958,-63.560425794,1.0,0.002,-63.560425794,100,1.0,500.0,1319.10277534,1.0,1,1.0,,1.0,0.002,92.59,23.4246,-63.560425794,500,-60.4958
45.2818217677,0.01,3.50449e-18,100.0,-59.3744,-59.3743671881,1.0,0.01,-59.3743671881,100,1.0,500.0,45.2818217677,1.0,2,1.0,,1.0,0.01,87.74,6.69545,-59.3743671881,500,-59.3744
44.2181825091,0.005,2.1793e-19,200.000000102,-59.5637,-59.7530666272,1.0,0.005,-59.7530666272,100,1.0,500.0,44.2181825091,1.0,2,1.0,,1.0,0.005,87.77,6.65871,-59.7530666272,500,-59.5637
35.0892601255,0.00333333,5.43914e-20,299.999969474,-59.4763,-59.3015468636,1.0,0.00333333,-59.3015468636,100,1.0,500.0,35.0892601255,1.0,2,1.0,,1.0,0.00333333,87.46,6.41511,-59.3015468636,500,-59.4763
48.0670878041,0.0025,5.4346e-20,400.0,-59.7233,-60.4642266676,1.0,0.0025,-60.4642266676,100,1.0,500.0,48.0670878041,1.0,2,1.0,,1.0,0.0025,88.84,6.55323,-60.4642266676,500,-59.7233
35.7299785077,0.002,5.43187e-20,500.000006643,-59.5949,-59.0810621479,1.0,0.002,-59.0810621479,100,1.0,500.0,35.7299785077,1.0,1,1.0,,1.0,0.002,86.89,6.44177,-59.0810621479,500,-59.5949
41.8454539995,0.01,3.50449e-18,100.0,-59.629,-59.6289869645,1.0,0.01,-59.6289869645,100,1.0,500.0,41.8454539995,1.0,2,1.0,,1.0,0.01,87.75,6.43638,-59.6289869645,500,-59.629
1325.4299648,0.005,2.1793e-19,200.000000102,-61.4451,-63.261145106,1.0,0.005,-63.261145106,100,1.0,500.0,1325.4299648,1.0,2,1.0,,1.0,0.005,91.69,26.0787,-63.261145106,500,-61.4451
2570.27390856,0.00333333,5.43914e-20,299.999969474,-63.1881,-66.6741777731,1.0,0.00333333,-66.6741777731,100,1.0,500.0,2570.27390856,1.0,2,1.0,,1.0,0.00333333,95.88,36.1617,-66.6741777731,500,-63.1881
47.9233358642,0.0025,5.4346e-20,400.0,-62.2602,-59.4764578418,1.0,0.0025,-59.4764578418,100,1.0,500.0,47.9233358642,1.0,2,1.0,,1.0,0.0025,87.31,31.5467,-59.4764578418,500,-62.2602
2580.12931653,0.002,5.43187e-20,500.000006643,-63.1547,-66.7327900001,1.0,0.002,-66.7327900001,100,1.0,500.0,2580.12931653,1.0,1,1.0,,1.0,0.002,95.93,36.197,-66.7327900001,500,-63.1547
1318.30663388,0.01,3.50449e-18,100.0,-62.463,-62.4630472258,1.0,0.01,-62.4630472258,100,1.0,500.0,1318.30663388,1.0,2,1.0,,1.0,0.01,90.56,36.1265,-62.4630472258,500,-62.463
36.0958534945,0.005,2.1793e-19,200.000000102,-60.4234,-58.3837804805,1.0,0.005,-58.3837804805,100,1.0,500.0,36.0958534945,1.0,2,1.0,,1.0,0.005,85.96,25.9729,-58.3837804805,500,-60.4234
44.4807834224,0.00333333,5.43914e-20,299.999969474,-60.0188,-59.2095357183,1.0,0.00333333,-59.2095357183,100,1.0,500.0,44.4807834224,1.0,2,1.0,,1.0,0.00333333,87.07,21.5577,-59.2095357183,500,-60.0188
1318.89021334,0.0025,5.4346e-20,400.0,-60.948,-63.7356646907,1.0,0.0025,-63.7356646907,100,1.0,500.0,1318.89021334,1.0,2,1.0,,1.0,0.0025,92.75,26.0301,-63.7356646907,500,-60.948
58.4089522616,0.002,5.43187e-20,500.000006643,-60.7152,-59.7838120596,1.0,0.002,-59.7838120596,100,1.0,500.0,58.4089522616,1.0,1,1.0,,1.0,0.002,88.06,23.5337,-59.7838120596,500,-60.7152
40.7910824588,0.01,3.50449e-18,100.0,-57.889,-57.8890275194,1.0,0.01,-57.8890275194,100,1.0,500.0,40.7910824588,1.0,2,1.0,,1.0,0.01,85.0,6.35478,-57.8890275194,500,-57.889
1333.01540935,0.005,2.1793e-19,200.000000102,-59.9909,-62.0928676446,1.0,0.005,-62.0928676446,100,1.0,500.0,1333.01540935,1.0,2,1.0,,1.0,0.005,90.09,26.162,-62.0928676446,500,-59.9909
1329.66477851,0.00333333,5.43914e-20,299.999969474,-60.7996,-62.4169895956,1.0,0.00333333,-62.4169895956,100,1.0,500.0,1329.66477851,1.0,2,1.0,,1.0,0.00333333,90.47,29.9399,-62.4169895956,500,-60.7996
3802.04452329,0.0025,5.4346e-20,400.0,-63.2076,-70.4314938618,1.0,0.0025,-70.4314938618,100,1.0,500.0,3802.04452329,1.0,2,1.0,,1.0,0.0025,100.39,40.3819,-70.4314938618,500,-63.2076
47.6174076875,0.002,5.43187e-20,500.000006643,-62.4352,-59.345727444,1.0,0.002,-59.345727444,100,1.0,500.0,47.6174076875,1.0,1,1.0,,1.0,0.002,87.08,36.2819,-59.345727444,500,-62.4352
46.0125431021,0.01,3.50449e-18,100.0,-57.3425,-57.3425239033,1.0,0.01,-57.3425239033,100,1.0,500.0,46.0125431021,1.0,2,1.0,,1.0,0.01,83.74,6.74925,-57.3425239033,500,-57.3425
42.7098672537,0.005,2.1793e-19,200.000000102,-58.0016,-58.6606907792,1.0,0.005,-58.6606907792,100,1.0,500.0,42.7098672537,1.0,2,1.0,,1.0,0.005,85.96,6.65973,-58.6606907792,500,-58.0016
1317.99939186,0.00333333,5.43914e-20,299.999969474,-59.715,-63.1417148526,1.0,0.00333333,-63.1417148526,100,1.0,500.0,1317.99939186,1.0,2,1.0,,1.0,0.00333333,91.99,21.6882,-63.1417148526,500,-59.715
1310.13219869,0.0025,5.4346e-20,400.0,-60.7736,-63.9496283169,1.0,0.0025,-63.9496283169,100,1.0,500.0,1310.13219869,1.0,2,1.0,,1.0,0.0025,93.31,26.0846,-63.9496283169,500,-60.7736
1325.88274388,0.002,5.43187e-20,500.000006643,-61.408,-63.9456376964,1.0,0.002,-63.9456376964,100,1.0,500.0,1325.88274388,1.0,1,1.0,,1.0,0.002,93.19,28.4334,-63.9456376964,500,-61.408
1344.58422293,0.01,3.50449e-18,100.0,-62.8111,-62.8110673608,1.0,0.01,-62.8110673608,100,1.0,500.0,1344.58422293,1.0,2,1.0,,1.0,0.01,91.69,36.4848,-62.8110673608,500,-62.8111
41.4468194787,0.005,2.1793e-19,200.000000102,-61.4115,-60.0120223017,1.0,0.005,-60.0120223017,100,1.0,500.0,41.4468194787,1.0,2,1.0,,1.0,0.005,88.83,26.2306,-60.0120223017,500,-61.4115
43.9855878378,0.00333333,5.43914e-20,299.999969474,-60.792,-59.5527738251,1.0,0.00333333,-59.5527738251,100,1.0,500.0,43.9855878378,1.0,2,1.0,,1.0,0.00333333,88.26,21.7711,-59.5527738251,500,-60.792
41.0346245162,0.0025,5.4346e-20,400.0,-60.2944,-58.8016722743,1.0,0.0025,-58.8016722743,100,1.0,500.0,41.0346245162,1.0,2,1.0,,1.0,0.0025,86.14,19.1411,-58.8016722743,500,-60.2944
2569.85039912,0.002,5.43187e-20,500.000006643,-61.6815,-67.2297464405,1.0,0.002,-67.2297464405,100,1.0,500.0,2569.85039912,1.0,1,1.0,,1.0,0.002,96.66,28.454,-67.2297464405,500,-61.6815
40.235146163,0.01,3.50449e-18,100.0,-58.5707,-58.5706922729,1.0,0.01,-58.5706922729,100,1.0,500.0,40.235146163,1.0,2,1.0,,1.0,0.01,86.18,6.31132,-58.5706922729,500,-58.5707
1333.50750228,0.005,2.1793e-19,200.000000102,-60.2266,-61.8824279217,1.0,0.005,-61.8824279217,100,1.0,500.0,1333.50750228,1.0,2,1.0,,1.0,0.005,89.68,26.1294,-61.8824279217,500,-60.2266
2576.89895627,0.00333333,5.43914e-20,299.999969474,-62.4965,-67.0365010357,1.0,0.00333333,-67.0365010357,100,1.0,500.0,2576.89895627,1.0,2,1.0,,1.0,0.00333333,96.68,36.2746,-67.0365010357,500,-62.4965
51.611308249,0.0025,5.4346e-20,400.0,-61.675,-59.2104538989,1.0,0.0025,-59.2104538989,100,1.0,500.0,51.611308249,1.0,2,1.0,,1.0,0.0025,87.0,31.6494,-59.2104538989,500,-61.675
1323.77990216,0.002,5.43187e-20,500.000006643,-61.7396,-61.997673865,1.0,0.002,-61.997673865,100,1.0,500.0,1323.77990216,1.0,1,1.0,,1.0,0.002,89.97,32.6109,-61.997673865,500,-61.7396
53.2297332371,0.01,3.50449e-18,100.0,-59.3702,-59.3701727091,1.0,0.01,-59.3701727091,100,1.0,500.0,53.2297332371,1.0,2,1.0,,1.0,0.01,87.72,7.2593,-59.3701727091,500,-59.3702
52.3641392941,0.005,2.1793e-19,200.000000102,-59.1796,-58.989081002,1.0,0.005,-58.989081002,100,1.0,500.0,52.3641392941,1.0,2,1.0,,1.0,0.005,87.0,7.23224,-58.989081002,500,-59.1796
33.7408006447,0.00333333,5.43914e-20,299.999969474,-59.028,-58.7249004345,1.0,0.00333333,-58.7249004345,100,1.0,500.0,33.7408006447,1.0,2,1.0,,1.0,0.00333333,86.45,6.78606,-58.7249004345,500,-59.028
58.2535166426,0.0025,5.4346e-20,400.0,-59.2473,-59.9048827855,1.0,0.0025,-59.9048827855,100,1.0,500.0,58.2535166426,1.0,2,1.0,,1.0,0.0025,88.13,7.00713,-59.9048827855,500,-59.2473
1328.1926354,0.002,5.43187e-20,500.000006643,-59.9054,-62.5380938791,1.0,0.002,-62.5380938791,100,1.0,500.0,1328.1926354,1.0,1,1.0,,1.0,0.002,90.91,17.4354,-62.5380938791,500,-59.9054
1321.10922947,0.01,3.50449e-18,100.0,-63.6211,-63.6210608087,1.0,0.01,-63.6210608087,100,1.0,500.0,1321.10922947,1.0,2,1.0,,1.0,0.01,92.5,36.1649,-63.6210608087,500,-63.6211
45.5616074791,0.005,2.1793e-19,200.000000102,-61.5332,-59.445324664,1.0,0.005,-59.445324664,100,1.0,500.0,45.5616074791,1.0,2,1.0,,1.0,0.005,87.27,26.0933,-59.445324664,500,-61.5332
1307.2030137,0.00333333,5.43914e-20,299.999969474,-62.1189,-63.2901781812,1.0,0.00333333,-63.2901781812,100,1.0,500.0,1307.2030137,1.0,2,1.0,,1.0,0.00333333,91.73,29.7653,-63.2901781812,500,-62.1189
2584.02173269,0.0025,5.4346e-20,400.0,-63.095,-66.0235096964,1.0,0.0025,-66.0235096964,100,1.0,500.0,2584.02173269,1.0,2,1.0,,1.0,0.0025,94.98,36.1508,-66.0235096964,500,-63.095
1326.57949864,0.002,5.43187e-20,500.000006643,-62.9814,-62.5271216552,1.0,0.002,-62.5271216552,100,1.0,500.0,1326.57949864,1.0,1,1.0,,1.0,0.002,90.39,36.1693,-62.5271216552,500,-62.9814
29.5421474029,0.01,3.50449e-18,100.0,-57.9478,-57.9477970999,1.0,0.01,-57.9477970999,100,1.0,500.0,29.5421474029,1.0,2,1.0,,1.0,0.01,84.93,5.40802,-57.9477970999,500,-57.9478
1332.59701973,0.005,2.1793e-19,200.000000102,-59.5877,-61.2275204362,1.0,0.005,-61.2275204362,100,1.0,500.0,1332.59701973,1.0,2,1.0,,1.0,0.005,88.53,26.0182,-61.2275204362,500,-59.5877
46.5512937154,0.00333333,5.43914e-20,299.999969474,-59.2666,-58.6243905997,1.0,0.00333333,-58.6243905997,100,1.0,500.0,46.5512937154,1.0,2,1.0,,1.0,0.00333333,86.21,21.6071,-58.6243905997,500,-59.2666
50.5831567731,0.0025,5.4346e-20,400.0,-59.3433,-59.5734042701,1.0,0.0025,-59.5734042701,100,1.0,500.0,50.5831567731,1.0,2,1.0,,1.0,0.0025,87.41,19.0443,-59.5734042701,500,-59.3433
37.1992603895,0.002,5.43187e-20,500.000006643,-59.2087,-58.6706142434,1.0,0.002,-58.6706142434,100,1.0,500.0,37.1992603895,1.0,1,1.0,,1.0,0.002,86.12,17.2507,-58.6706142434,500,-59.2087
1331.70209759,0.01,3.50449e-18,100.0,-62.3464,-62.3463675451,1.0,0.01,-62.3463675451,100,1.0,500.0,1331.70209759,1.0,2,1.0,,1.0,0.01,90.71,36.3096,-62.3463675451,500,-62.3464
1312.15617026,0.005,2.1793e-19,200.000000102,-63.0879,-63.8293921539,1.0,0.005,-63.8293921539,100,1.0,500.0,1312.15617026,1.0,2,1.0,,1.0,0.005,92.85,36.1837,-63.8293921539,500,-63.0879
41.3740208632,0.00333333,5.43914e-20,299.999969474,-61.7418,-59.0496297319,1.0,0.00333333,-59.0496297319,100,1.0,500.0,41.3740208632,1.0,2,1.0,,1.0,0.00333333,86.63,29.8348,-59.0496297319,500,-61.7418
46.644421412,0.0025,5.4346e-20,400.0,-61.2045,-59.592652383,1.0,0.0025,-59.592652383,100,1.0,500.0,46.644421412,1.0,2,1.0,,1.0,0.0025,87.64,26.0768,-59.592652383,500,-61.2045
2578.17986728,0.002,5.43187e-20,500.000006643,-62.2191,-66.2772909273,1.0,0.002,-66.2772909273,100,1.0,500.0,2578.17986728,1.0,1,1.0,,1.0,0.002,94.89,32.5361,-66.2772909273,500,-62.2191
33.6501423015,0.01,3.50449e-18,100.0,-57.661,-57.6609848766,1.0,0.01,-57.6609848766,100,1.0,500.0,33.6501423015,1.0,2,1.0,,1.0,0.01,84.72,5.7718,-57.6609848766,500,-57.661
2580.49825515,0.005,2.1793e-19,200.000000102,-61.8989,-66.1369081265,1.0,0.005,-66.1369081265,100,1.0,500.0,2580.49825515,1.0,2,1.0,,1.0,0.005,95.07,36.221,-66.1369081265,500,-61.8989
38.3227701758,0.00333333,5.43914e-20,299.999969474,-61.0327,-59.3001936854,1.0,0.00333333,-59.3001936854,100,1.0,500.0,38.3227701758,1.0,2,1.0,,1.0,0.00333333,87.02,29.8126,-59.3001936854,500,-61.0327
56.9977860747,0.0025,5.4346e-20,400.0,-60.6738,-59.5970735127,1.0,0.0025,-59.5970735127,100,1.0,500.0,56.9977860747,1.0,2,1.0,,1.0,0.0025,87.56,26.0976,-59.5970735127,500,-60.6738
2576.26689328,0.002,5.43187e-20,500.000006643,-61.7184,-65.8968058354,1.0,0.002,-65.8968058354,100,1.0,500.0,2576.26689328,1.0,1,1.0,,1.0,0.002,94.77,32.5474,-65.8968058354,500,-61.7184
2573.84047919,0.01,3.50449e-18,100.0,-67.6677,-67.6676869731,1.0,0.01,-67.6676869731,100,1.0,500.0,2573.84047919,1.0,2,1.0,,1.0,0.01,98.07,50.4787,-67.6676869731,500,-67.6677
49.8632299574,0.005,2.1793e-19,200.000000102,-63.9702,-60.2727279812,1.0,0.005,-60.2727279812,100,1.0,500.0,49.8632299574,1.0,2,1.0,,1.0,0.005,88.89,36.2271,-60.2727279812,500,-63.9702
41.5987230346,0.00333333,5.43914e-20,299.999969474,-62.2979,-58.9532103956,1.0,0.00333333,-58.9532103956,100,1.0,500.0,41.5987230346,1.0,2,1.0,,1.0,0.00333333,86.43,29.9041,-58.9532103956,500,-62.2979
38.2058846626,0.0025,5.4346e-20,400.0,-61.4854,-59.0479244268,1.0,0.0025,-59.0479244268,100,1.0,500.0,38.2058846626,1.0,2,1.0,,1.0,0.0025,86.98,26.1176,-59.0479244268,500,-61.4854
41.800306552,0.002,5.43187e-20,500.000006643,-61.0785,-59.450758829,1.0,0.002,-59.450758829,100,1.0,500.0,41.800306552,1.0,1,1.0,,1.0,0.002,87.34,23.5508,-59.450758829,500,-61.0785
47.9744542165,0.01,3.50449e-18,100.0,-58.9526,-58.952601123,1.0,0.01,-58.952601123,100,1.0,500.0,47.9744542165,1.0,2,1.0,,1.0,0.01,86.79,6.89164,-58.952601123,500,-58.9526
58.7751640828,0.005,2.1793e-19,200.000000102,-59.3471,-59.7415617563,1.0,0.005,-59.7415617563,100,1.0,500.0,58.7751640828,1.0,2,1.0,,1.0,0.005,88.08,7.27988,-59.7415617563,500,-59.3471
43.9534880605,0.00333333,5.43914e-20,299.999969474,-59.2472,-59.0474840027,1.0,0.00333333,-59.0474840027,100,1.0,500.0,43.9534880605,1.0,2,1.0,,1.0,0.00333333,86.68,7.06086,-59.0474840027,500,-59.2472
2577.04490766,0.0025,5.4346e-20,400.0,-61.1391,-66.8146040262,1.0,0.0025,-66.8146040262,100,1.0,500.0,2577.04490766,1.0,2,1.0,,1.0,0.0025,96.23,26.1906,-66.8146040262,500,-61.1391
54.7908505464,0.002,5.43187e-20,500.000006643,-60.8039,-59.4632616697,1.0,0.002,-59.4632616697,100,1.0,500.0,54.7908505464,1.0,1,1.0,,1.0,0.002,87.31,23.6655,-59.4632616697,500,-60.8039
43.7698804513,0.01,3.50449e-18,100.0,-60.3374,-60.3374315129,1.0,0.01,-60.3374315129,100,1.0,500.0,43.7698804513,1.0,2,1.0,,1.0,0.01,89.29,6.58272,-60.3374315129,500,-60.3374
2564.7692235,0.005,2.1793e-19,200.000000102,-63.5792,-66.820901258,1.0,0.005,-66.820901258,100,1.0,500.0,2564.7692235,1.0,2,1.0,,1.0,0.005,96.38,36.0796,-66.820901258,500,-63.5792
2589.9032371,0.00333333,5.43914e-20,299.999969474,-64.378,-65.975630995,1.0,0.00333333,-65.975630995,100,1.0,500.0,2589.9032371,1.0,2,1.0,,1.0,0.00333333,95.04,41.5183,-65.975630995,500,-64.378
1323.71414039,0.0025,5.4346e-20,400.0,-63.9309,-62.5895578763,1.0,0.0025,-62.5895578763,100,1.0,500.0,1323.71414039,1.0,2,1.0,,1.0,0.0025,91.12,40.2622,-62.5895578763,500,-63.9309
53.5317980222,0.002,5.43187e-20,500.000006643,-62.9248,-58.9004509549,1.0,0.002,-58.9004509549,100,1.0,500.0,53.5317980222,1.0,1,1.0,,1.0,0.002,86.67,36.2144,-58.9004509549,500,-62.9248
1331.85093903,0.01,3.50449e-18,100.0,-62.9178,-62.9177714871,1.0,0.01,-62.9177714871,100,1.0,500.0,1331.85093903,1.0,2,1.0,,1.0,0.01,91.33,36.3116,-62.9177714871,500,-62.9178
1331.25338787,0.005,2.1793e-19,200.000000102,-62.6071,-62.2964043747,1.0,0.005,-62.2964043747,100,1.0,500.0,1331.25338787,1.0,2,1.0,,1.0,0.005,90.21,36.3089,-62.2964043747,500,-62.6071
1337.1515346,0.00333333,5.43914e-20,299.999969474,-62.679,-62.8228830181,1.0,0.00333333,-62.8228830181,100,1.0,500.0,1337.1515346,1.0,2,1.0,,1.0,0.00333333,91.03,36.334,-62.8228830181,500,-62.679
