EpisodesSoFar,StdIW,ESSRenyi,J_sample_variance,ESSClassic,LearnableVariance,OptimizationReturnMin,MaxIWNorm,InitialBound,OptimizationReturnMean,MinIWNorm,Iteration,ReturnStepMaxmin,EmpiricalD2,TimestepsSoFar,InitialReturnMin,InitialReturnMax,MeanEntropy,MaxIW,TimeElapsed,MeanIWNorm,Weights,EpLenMean,ReturnStepMax,InitialReturnMean,StdIWNorm,OptimizationReturnMax,InitialReturnStd,ReturnMeanIW,MeanIW,EpRewMean,Bound,VarianceInit,EpThisIter,MinIW
14000,0.46305394,79.02033,24930.416,79.8474,True,,0.02843416,-96.08231,74.94585,0.0019676918,140,0.86882937,1.2654971,3262288,-165.51112,-58.165436,-0.16248368,2.843416,2690.9721145629883,0.009217147,[-1.1    1.125 -1.565],128.42,0.86882937,-90.56529,0.004630539,107.34569,19.928679,-83.838554,0.9217146,-90.56527712136507,-90.04491,-1,100,0.19676918
14100,0.67718166,15.025262,28698.441,45.74141,True,,0.028835863,-101.214554,131.14688,6.347369e-05,141,0.85886586,6.655458,3275422,-224.8659,-58.342514,-0.092234924,2.8835864,2701.863609790802,0.0062176418,[-1.077  1.123 -1.581],131.34,0.85886586,-93.71903,0.006771817,166.52339,29.489193,-56.458843,0.62176424,-93.71903373971581,-75.795944,-1,100,0.0063473694
14200,0.88871115,9.1702585,23542.188,33.30257,True,,0.056232918,-94.25801,103.14116,7.7591394e-05,142,0.8599602,10.904819,3287920,-191.03146,-58.46133,-0.08503631,5.623292,2711.7723586559296,0.0062797875,[-1.09   1.129 -1.511],124.98,0.8599602,-87.890305,0.008887111,132.57013,21.689833,-54.928116,0.6279788,-87.89029889479279,-75.95587,-1,100,0.0077591394
14300,0.8619589,7.507806,12191.663,34.151104,True,,0.046596084,-96.92841,61.053642,5.9233884e-05,143,0.86482203,13.31947,3300844,-152.88586,-58.37773,-0.08579652,4.6596084,2723.2391781806946,0.0062074703,[-1.087  1.152 -1.504],129.24,0.86482203,-91.832214,0.008619589,94.50813,21.604107,-57.15481,0.6207471,-91.83221715971827,-75.753815,-1,100,0.0059233885
14400,0.57148457,5.4795585,4628.7197,27.869078,True,,0.03089331,-92.385025,62.338917,7.469114e-06,144,0.85551995,18.249645,3313202,-149.73285,-58.573296,-0.1668336,3.0893312,2734.387615442276,0.0035522627,[-1.135  1.132 -1.505],123.58,0.85551995,-87.393936,0.0057148454,91.15955,18.462189,-29.7176,0.35522628,-87.39393127962947,-51.03936,-1,100,0.0007469114
14500,0.8774046,8.803091,25045.06,36.96105,True,,0.048321612,-101.63328,96.322464,2.7335062e-05,145,0.86878276,11.359646,3326567,-191.57007,-58.774002,-0.19619903,4.8321614,2745.458847284317,0.006718425,[-1.114  1.151 -1.586],133.65,0.86878276,-95.247604,0.008774045,132.79607,26.757217,-60.67849,0.6718426,-95.24761410295963,-82.2008,-1,100,0.0027335063
14600,1.2512769,5.2221417,22364.473,21.13831,True,,0.107394785,-95.02981,69.80794,6.6887924e-06,146,0.8643975,19.149231,3339225,-159.5204,-48.69126,-0.31015116,10.739479,2756.980463027954,0.0064782165,[-1.12   1.173 -1.615],126.58,0.8643975,-89.71246,0.012512768,110.82914,22.62173,-54.78223,0.64782166,-89.7124651736021,-78.05086,-1,100,0.00066887925
14700,0.8906606,11.255796,30517.049,34.332706,True,,0.0503831,-96.65873,120.12743,9.9083256e-05,147,0.8573019,8.884312,3351885,-209.79306,-48.71453,-0.3428047,5.03831,2768.81089925766,0.0064400868,[-1.111  1.17  -1.729],126.6,0.8573019,-89.66563,0.008906606,161.07852,26.862576,-58.60681,0.6440087,-89.66562787100673,-79.45084,-1,100,0.009908326
14800,1.2105286,8.610677,27409.512,19.688557,True,,0.098363474,-94.33696,85.59377,4.0846713e-05,148,0.86644673,11.613489,3364353,-174.12653,-58.11685,-0.35705835,9.836348,2778.9212107658386,0.005993677,[-1.122  1.153 -1.762],124.68,0.86644673,-88.53275,0.012105285,116.009674,23.3362,-49.94022,0.5993676,-88.53274583816528,-69.72016,-1,100,0.0040846714
14900,0.8790271,19.876759,50884.555,42.50782,True,,0.06380921,-98.06272,145.38551,0.00024700185,149,0.8599389,5.0310016,3377003,-235.59506,-58.0588,-0.296417,6.3809214,2790.802857398987,0.007558442,[-1.128  1.134 -1.776],126.5,0.8599389,-90.20955,0.00879027,177.53625,29.012022,-65.64976,0.7558443,-90.20955262973905,-83.26433,-1,100,0.024700187
15000,0.81304985,13.165149,24075.406,35.069855,True,,0.045884695,-98.257164,113.2341,7.6924494e-05,150,0.86287117,7.5958123,3389807,-204.66898,-57.29515,-0.29798898,4.5884695,2802.978639602661,0.005975317,[-1.16   1.136 -1.715],128.04,0.86287117,-91.43488,0.008130498,147.37383,29.309868,-54.237427,0.5975318,-91.43487569779158,-73.04002,-1,100,0.0076924493
15100,0.8343325,13.0720005,31331.713,39.28578,True,,0.051951997,-103.160385,110.040535,4.8708087e-05,151,0.86355966,7.6499386,3403393,-206.32347,-58.85791,-0.2906791,5.1952,2815.7685186862946,0.006711377,[-1.224  1.148 -1.717],135.86,0.86355966,-96.282936,0.008343325,147.46556,29.420248,-62.056774,0.6711377,-96.28293039232493,-81.07878,-1,100,0.0048708087
15200,0.8975017,14.02425,55836.637,38.378746,True,,0.05250567,-105.173584,154.18022,7.413318e-05,152,0.8614821,7.130506,3416999,-250.98755,-67.84689,-0.29158017,5.250567,2827.0697059631348,0.0070829703,[-1.269  1.136 -1.71 ],136.06,0.8614821,-96.80733,0.008975017,183.14066,30.474825,-63.87298,0.70829695,-96.80733082413673,-86.21339,-1,100,0.0074133184
15300,0.59203404,9.245288,12640.288,35.568188,True,,0.0341559,-95.19642,107.233635,6.0575137e-05,153,0.8627846,10.81632,3429596,-195.90005,-58.01647,-0.3091011,3.41559,2838.4936389923096,0.0043987297,[-1.258  1.153 -1.711],125.97,0.8627846,-88.66641,0.0059203403,137.88358,22.513231,-37.339054,0.439873,-88.66642227262258,-58.81504,-1,100,0.006057514
15400,1.0390108,12.456606,31203.318,31.31206,True,,0.057385683,-94.08891,99.61184,4.7742942e-05,154,0.86344844,8.027869,3442099,-187.45233,-57.700577,-0.31396577,5.7385683,2850.6568701267242,0.0070151296,[-1.292  1.137 -1.728],125.03,0.86344844,-87.8405,0.0103901075,129.75175,22.502682,-59.50739,0.70151293,-87.84050089597702,-77.21132,-1,100,0.0047742943
15500,0.9888891,13.265013,56833.4,28.748657,True,,0.056306474,-102.33765,161.86395,4.4036915e-05,155,0.85778964,7.538628,3455249,-255.67897,-57.39481,-0.37451243,5.6306477,2863.8077573776245,0.0062814476,[-1.296  1.155 -1.733],131.5,0.85778964,-93.81503,0.00988889,198.28416,31.971207,-54.51596,0.6281448,-93.81502335637808,-77.91618,-1,100,0.0044036917
15600,0.9901373,8.769131,23016.852,29.23481,True,,0.05933769,-94.69354,87.37068,5.871933e-05,156,0.8647691,11.403639,3467848,-176.1912,-57.757595,-0.45005316,5.933769,2876.068323612213,0.00636408,[-1.261  1.165 -1.793],125.99,0.8647691,-88.820496,0.009901372,118.43359,22.383015,-53.303776,0.6364081,-88.82050244122743,-73.136604,-1,100,0.0058719334
15700,1.1231079,13.6987705,55298.797,32.8218,True,,0.056921486,-97.437805,129.33812,1.4700133e-05,157,0.8579849,7.2999253,3480534,-219.46057,-58.23101,-0.44927993,5.6921487,2887.355405807495,0.0078503415,[-1.241  1.152 -1.869],126.86,0.8579849,-90.12245,0.01123108,161.22955,26.537077,-66.379745,0.7850342,-90.12245305210352,-86.14464,-1,100,0.0014700133
15800,1.1057357,13.476244,31035.781,23.754803,True,,0.09881164,-94.53577,101.38362,0.00018477722,158,0.86288124,7.420465,3493029,-189.59941,-58.132523,-0.43842414,9.881165,2898.87886428833,0.006171927,[-1.244  1.167 -1.868],124.95,0.86288124,-88.21578,0.011057355,131.46689,24.658163,-50.354828,0.6171927,-88.21578280046582,-67.570786,-1,100,0.018477723
15900,0.88233507,9.1758,24562.188,32.133507,True,,0.052330077,-100.1895,111.97451,3.4292454e-05,159,0.8686747,10.8982315,3506164,-205.32,-57.879128,-0.4711635,5.233008,2910.7605373859406,0.006071346,[-1.188  1.171 -1.857],131.35,0.8686747,-93.345505,0.008823351,147.44089,28.911741,-59.65787,0.6071345,-93.34549910724164,-82.25161,-1,100,0.0034292454
16000,0.9882304,16.905409,56577.367,29.639141,True,,0.070656225,-104.80272,163.41292,4.3615575e-05,160,0.862606,5.9152665,3519626,-259.56354,-57.881584,-0.55400884,7.0656223,2923.7951357364655,0.0064139473,[-1.168  1.154 -1.89 ],134.62,0.862606,-96.150604,0.009882305,201.68195,32.833954,-58.000988,0.6413948,-96.15060965314507,-79.04408,-1,100,0.004361558
16100,1.5494713,11.607429,35751.51,19.869387,True,,0.14187784,-93.9076,78.77133,3.344591e-05,161,0.8543183,8.615172,3532173,-167.10864,-58.27733,-0.564155,14.187785,2936.436264514923,0.0077157216,[-1.163  1.154 -1.973],125.47,0.8543183,-88.3373,0.015494713,108.831314,20.615992,-64.18121,0.7715722,-88.33731321215629,-80.53091,-1,100,0.003344591
16200,0.3386636,89.13711,27749.191,88.26351,True,,0.022801045,-92.746506,88.18135,0.004370407,162,0.86537623,1.1218672,3544510,-175.09148,-58.08117,-0.57715493,2.2801046,2948.515790939331,0.00928731,[-1.161  1.169 -1.983],123.37,0.86537623,-86.910126,0.0033866356,117.01031,21.394209,-82.40851,0.9287309,-86.9101213389635,-88.5903,-1,100,0.43704072
16300,0.65932316,58.525684,70026.65,63.7967,True,,0.037074376,-99.258896,174.85919,0.00019512112,163,0.86157656,1.7086515,3557212,-265.27557,-57.854725,-0.59313804,3.7074378,2960.5196013450623,0.00875232,[-1.164  1.166 -1.996],127.02,0.86157656,-90.416374,0.0065932306,207.42085,33.276443,-75.13302,0.8752321,-90.41637643754483,-86.69155,-1,100,0.019512111
16400,1.0547545,26.058733,102090.52,39.577972,True,,0.06496343,-100.47203,182.89679,0.00017816473,164,0.86246926,3.837485,3570026,-274.2279,-58.381756,-0.5720908,6.496343,2972.593272447586,0.008536512,[-1.191  1.169 -2.012],128.14,0.86246926,-91.331116,0.010547546,215.84615,29.84931,-73.13672,0.8536513,-91.33110343068839,-91.04334,-1,100,0.017816473
16500,0.7721164,50.49126,74995.06,56.47185,True,,0.04319196,-101.847984,171.58636,0.0007811639,165,0.866477,1.9805408,3583145,-264.6139,-58.406113,-0.5706478,4.3191957,2985.0660960674286,0.008794552,[-1.187  1.179 -1.991],131.19,0.866477,-93.02752,0.0077211647,206.20778,32.852596,-79.26341,0.87945527,-93.02752354696393,-91.6766,-1,100,0.078116395
16600,0.8676175,37.549736,75060.2,50.617424,True,,0.050742615,-98.709366,164.2184,0.00024000995,166,0.8617121,2.6631346,3595836,-254.44623,-58.266747,-0.56536853,5.0742617,2997.0984783172607,0.008783982,[-1.155  1.177 -1.99 ],126.91,0.8617121,-90.22781,0.008676175,196.17947,33.530155,-74.61444,0.8783983,-90.22782136470079,-88.45557,-1,100,0.024000995
16700,0.9866382,48.411808,101471.27,47.908024,True,,0.08276112,-98.28438,175.6795,0.0010769175,167,0.8660657,2.0656118,3608391,-265.12634,-57.523483,-0.55161417,8.276112,3009.5131018161774,0.009461862,[-1.17   1.187 -1.984],125.55,0.8660657,-89.446846,0.009866381,207.60286,31.073269,-78.9374,0.94618624,-89.44683881610632,-91.63893,-1,100,0.10769176
16800,0.8112835,22.27546,129500.12,43.766884,True,,0.065443635,-104.697334,280.86853,0.00027075995,168,0.8524218,4.4892454,3621346,-373.12823,-48.824387,-0.54997915,6.5443635,3020.2177455425262,0.007157304,[-1.162  1.179 -1.971],129.55,0.8524218,-92.259735,0.008112836,324.30383,41.463436,-67.070015,0.71573037,-92.2597288876772,-93.42262,-1,100,0.027075995
16900,0.39701614,82.876305,51598.242,85.408356,True,,0.022577986,-95.91502,138.32619,0.0041916557,169,0.8586225,1.2066175,3633853,-226.68503,-57.398903,-0.52849406,2.2577987,3032.617673397064,0.0096051935,[-1.163  1.191 -1.969],125.07,0.8586225,-88.35885,0.003970161,169.28613,24.39364,-83.667885,0.9605193,-88.3588532191515,-91.96805,-1,100,0.41916558
17000,0.835979,26.976936,46904.31,44.4728,True,,0.047052745,-96.62373,139.85172,0.00064479146,170,0.8628558,3.70687,3646376,-228.8472,-58.15968,-0.49890152,4.7052746,3044.3804671764374,0.007481518,[-1.168  1.189 -1.947],125.23,0.8628558,-88.9955,0.00835979,170.68752,30.19759,-64.20398,0.74815184,-88.99549485266209,-78.89081,-1,100,0.06447915
17100,0.9002556,19.411564,46112.496,34.904324,True,,0.051438868,-103.29227,146.99332,0.0002077312,171,0.86288166,5.1515684,3659753,-242.21185,-58.307014,-0.505302,5.143887,3058.5209126472473,0.006592185,[-1.188  1.18  -1.918],133.77,0.86288166,-95.21854,0.009002556,183.90485,32.102608,-60.129494,0.65921855,-95.2185329683125,-78.45449,-1,100,0.02077312
17200,0.91684043,27.822544,69069.09,41.546204,True,,0.04947884,-100.06355,174.1593,0.00018890551,172,0.85544837,3.5942075,3672502,-265.37695,-58.111477,-0.53810763,4.947884,3068.603765487671,0.0077295285,[-1.172  1.192 -1.924],127.49,0.85544837,-91.21766,0.009168404,207.26547,31.90739,-69.57623,0.77295285,-91.21765284001827,-86.346634,-1,100,0.018890552
17300,0.95613015,12.56379,29710.402,36.974926,True,,0.05219717,-91.64323,100.77376,9.375719e-05,173,0.86563134,7.9593816,3684562,-186.20999,-58.27485,-0.49434617,5.219717,3078.9890892505646,0.0073234225,[-1.134  1.185 -1.957],120.6,0.86563134,-85.43623,0.009561301,127.93514,22.210663,-61.05671,0.7323421,-85.43622809231282,-78.56813,-1,100,0.009375719
17400,0.8346235,15.218132,36660.9,33.280533,True,,0.07463401,-97.54926,140.64738,0.00016758974,174,0.86857164,6.571109,3697220,-230.51288,-57.93575,-0.46879056,7.463401,3090.746197938919,0.0058946703,[-1.121  1.173 -1.913],126.58,0.86857164,-89.8655,0.008346237,172.57713,26.964941,-50.78104,0.589467,-89.86549829289316,-70.47773,-1,100,0.016758975
17500,1.0838928,17.6358,43763.297,31.884771,True,,0.072257854,-100.17963,115.512825,2.9227484e-05,175,0.8609945,5.6702843,3710303,-208.73462,-58.179672,-0.5280995,7.2257853,3102.665684938431,0.007415762,[-1.169  1.169 -1.888],130.83,0.8609945,-93.221794,0.010838927,150.55495,28.29232,-65.54344,0.74157625,-93.22180297210812,-82.11166,-1,100,0.0029227484
17600,0.39480036,81.749115,99455.836,84.83398,True,,0.022692468,-105.072556,224.55986,0.0035381706,176,0.86080337,1.2232548,3723516,-318.9991,-57.993843,-0.50826275,2.2692468,3114.99032330513,0.009337414,[-1.129  1.171 -1.947],132.13,0.86080337,-94.43925,0.0039480035,261.00528,42.46592,-87.37012,0.93374145,-94.43925717830658,-99.130646,-1,100,0.35381708
17700,1.3177817,10.275417,45146.11,27.88228,True,,0.06702234,-95.23552,97.93744,6.380266e-05,177,0.8550487,9.731965,3735997,-186.94157,-58.277863,-0.52922654,6.7022343,3125.9360661506653,0.0081938235,[-1.137  1.174 -1.927],124.81,0.8550487,-89.00413,0.013177816,128.66371,22.699692,-70.80803,0.8193824,-89.00412960991264,-90.24752,-1,100,0.0063802665
17800,0.84034646,39.78902,83303.17,49.033848,True,,0.0662101,-101.37275,202.75009,0.0007821024,178,0.856122,2.513256,3748773,-294.31244,-58.15147,-0.5265786,6.62101,3138.725249528885,0.008242625,[-1.125  1.189 -1.948],127.76,0.856122,-91.562325,0.008403464,236.16096,39.99855,-78.23768,0.8242624,-91.56232654035091,-93.790375,-1,100,0.07821024
17900,0.9325454,15.37233,51685.414,32.268112,True,,0.059685543,-102.06865,157.95967,8.007911e-05,179,0.8633536,6.5051947,3761953,-251.64032,-58.342003,-0.5316145,5.9685545,3150.220874786377,0.006436654,[-1.145  1.181 -1.946],131.8,0.8633536,-93.68064,0.009325454,193.29831,32.83932,-58.31259,0.6436655,-93.68064639508724,-79.70645,-1,100,0.008007911
18000,1.0951346,20.45384,42127.848,32.500366,True,,0.0771227,-92.10538,113.15701,9.69357e-05,180,0.8606666,4.8890576,3774093,-198.64102,-57.870995,-0.546511,7.7122703,3161.626553297043,0.0075990777,[-1.143  1.194 -1.951],121.4,0.8606666,-85.484,0.010951345,140.77002,23.945444,-62.678043,0.7599078,-85.48401215195656,-77.318695,-1,100,0.00969357
18100,0.43726695,81.35611,44189.09,82.69374,True,,0.026314124,-97.669556,119.36589,0.0033894097,181,0.86283684,1.229164,3786891,-210.0343,-58.433136,-0.54172665,2.6314125,3172.072004556656,0.00955832,[-1.154  1.207 -1.965],127.98,0.86283684,-90.66841,0.0043726694,151.60117,27.543846,-87.94102,0.9558319,-90.66841043367982,-95.70302,-1,100,0.33894098
18200,0.94173265,14.358243,38726.91,39.081528,True,,0.052722033,-97.24491,109.783615,0.00015078884,182,0.8663227,6.9646406,3799635,-200.35019,-57.653732,-0.5209651,5.2722034,3182.822382926941,0.00754291,[-1.151  1.203 -1.961],127.44,0.8663227,-90.566574,0.009417326,142.69646,29.583527,-59.63231,0.754291,-90.56657225877046,-77.25685,-1,100,0.015078885
18300,0.93234724,25.062593,76455.42,44.227425,True,,0.04606644,-94.35558,177.87846,0.00037069278,183,0.85858494,3.99001,3811695,-263.4523,-58.503082,-0.5379939,4.606644,3193.4457585811615,0.008302581,[-1.138  1.215 -1.94 ],120.6,0.85858494,-85.573845,0.009323472,204.94922,29.089708,-69.64533,0.83025813,-85.57383575975895,-87.186874,-1,100,0.03706928
18400,1.2005627,28.671228,160549.28,31.98932,True,,0.09759491,-106.32092,224.24426,9.124491e-05,184,0.8683009,3.487817,3825024,-319.9018,-58.12819,-0.5766515,9.759491,3206.04581284523,0.008233771,[-1.133  1.227 -1.957],133.29,0.8683009,-95.65753,0.012005627,261.77362,44.335896,-69.70775,0.82337713,-95.65753793537617,-89.622375,-1,100,0.009124491
18500,1.2688459,12.019774,54823.598,23.380024,True,,0.08500904,-94.34105,119.73305,3.4328084e-05,185,0.86904633,8.319624,3837302,-207.16847,-58.327534,-0.57726884,8.500904,3218.6077675819397,0.007009068,[-1.171  1.225 -1.996],122.78,0.86904633,-87.43543,0.012688458,148.84094,25.493181,-55.75502,0.70090693,-87.43543204590678,-75.67341,-1,100,0.0034328087
18600,0.8717427,12.0452,45759.156,33.398922,True,,0.04704597,-99.4383,160.95439,7.303378e-05,186,0.85906196,8.302062,3850153,-251.99292,-58.258957,-0.5962893,4.704597,3231.2792930603027,0.0061732526,[-1.2    1.239 -1.996],128.51,0.85906196,-91.03853,0.008717427,193.73396,31.378113,-55.183384,0.6173252,-91.03853043153882,-79.38588,-1,100,0.0073033776
18700,0.37433603,83.19757,68399.28,87.301315,True,,0.021309234,-96.85019,166.08229,0.0032416573,187,0.8609946,1.2019582,3862605,-254.45079,-57.636646,-0.5739816,2.1309235,3242.826506137848,0.0098150605,[-1.253  1.245 -2.015],124.52,0.8609946,-88.3685,0.0037433603,196.81415,31.396473,-84.398605,0.98150605,-88.36849710211158,-93.69741,-1,100,0.32416573
18800,0.53013295,10.863259,12963.055,42.528557,True,,0.02309827,-93.127365,116.21345,3.1905136e-05,188,0.8610724,9.20534,3874870,-202.58789,-48.62696,-0.57955915,2.309827,3254.103363275528,0.004560358,[-1.248  1.247 -1.993],122.65,0.8610724,-86.37444,0.0053013293,153.96094,22.86272,-38.462513,0.45603585,-86.37443913862109,-58.95111,-1,100,0.0031905137
18900,0.36779636,87.60907,107749.65,87.82542,True,,0.023955293,-99.305725,228.50691,0.0041413438,189,0.8589885,1.1414343,3887439,-317.23804,-57.87715,-0.5773032,2.3955293,3264.309812307358,0.009878484,[-1.248  1.232 -1.998],125.69,0.8589885,-88.73113,0.0036779635,259.3609,34.72076,-86.61438,0.98784846,-88.73113614425063,-97.91206,-1,100,0.41413438
19000,1.0703342,14.728211,70017.29,31.689713,True,,0.085565664,-99.84366,158.61684,0.0003235416,190,0.8588818,6.7896905,3900355,-250.12306,-59.31597,-0.57382905,8.556566,3276.842340707779,0.007290134,[-1.262  1.233 -1.996],129.16,0.8588818,-91.50623,0.010703342,190.8071,31.274311,-63.81729,0.72901344,-91.5062287773192,-85.542175,-1,100,0.03235416
19100,0.6736683,12.064228,39261.797,47.526962,True,,0.034677796,-105.2406,154.08452,0.00020524234,191,0.8631323,8.288968,3913908,-250.95978,-57.64177,-0.54564685,3.4677796,3289.3484468460083,0.0064113275,[-1.268  1.22  -1.993],135.53,0.8631323,-96.875275,0.006736683,193.31801,36.474262,-59.70665,0.64113283,-96.87527414545417,-83.79089,-1,100,0.020524234
19200,0.3008058,91.64186,75097.61,91.62203,True,,0.02146805,-103.86679,170.43208,0.004388625,192,0.85957396,1.0912044,3927150,-265.45053,-57.87534,-0.5530916,2.146805,3301.160751104355,0.009947561,[-1.263  1.233 -1.965],132.42,0.85957396,-95.01844,0.003008058,207.5752,39.350536,-94.29416,0.9947561,-95.01843412354589,-103.53721,-1,100,0.43886247
19300,0.95836127,30.721716,41291.145,43.958847,True,,0.057146013,-94.412575,107.209854,0.0006155612,193,0.8688288,3.2550266,3939607,-195.11848,-57.676376,-0.5238061,5.7146015,3313.636066198349,0.008487873,[-1.257  1.23  -1.972],124.57,0.8688288,-87.90862,0.009583613,137.44211,28.13072,-71.68816,0.84878725,-87.90862700983882,-83.422386,-1,100,0.06155612
19400,0.98144424,12.234508,32923.566,35.06827,True,,0.062422637,-94.66901,107.56031,0.0002296567,194,0.86363125,8.173602,3952121,-195.7058,-57.32409,-0.51510376,6.242264,3327.2432305812836,0.0072126426,[-1.283  1.238 -1.943],125.14,0.86363125,-88.14548,0.009814442,138.38171,22.700182,-63.8632,0.7212642,-88.14548021063209,-82.51365,-1,100,0.02296567
19500,0.713805,16.874237,55267.723,42.3207,True,,0.034543227,-96.5196,210.35458,4.3869124e-05,195,0.8585228,5.9261937,3964383,-296.97504,-57.66416,-0.5356964,3.4543228,3338.2454085350037,0.0061142906,[-1.292  1.253 -1.934],122.62,0.8585228,-86.62044,0.00713805,239.31088,29.847496,-54.06949,0.6114291,-86.62043594703078,-78.1678,-1,100,0.0043869126
19600,1.1531004,35.58962,184202.77,39.760593,True,,0.07084044,-111.07716,227.19324,0.00034291873,196,0.86679685,2.8098083,3978323,-327.35846,-57.351566,-0.5502839,7.0840445,3350.4681298732758,0.009368137,[-1.311  1.24  -1.955],139.4,0.86679685,-100.16522,0.011531004,270.0069,49.07475,-85.84342,0.93681365,-100.16521700963378,-104.13456,-1,100,0.034291875
19700,0.79130864,45.378246,60393.523,55.926437,True,,0.050183132,-99.680756,141.71817,0.0011969685,197,0.8572024,2.203699,3991204,-233.61186,-57.522102,-0.53926873,5.0183134,3362.1490886211395,0.008913852,[-1.298  1.231 -1.969],128.81,0.8572024,-91.89369,0.007913087,176.08975,34.826916,-80.01274,0.8913852,-91.89369528084994,-91.572525,-1,100,0.119696856
19800,0.8254357,48.133705,39264.055,50.39576,True,,0.042976227,-95.503136,115.0714,0.0006668932,198,0.86833966,2.0775464,4003671,-203.78183,-57.81534,-0.52523565,4.2976227,3373.8373947143555,0.008319953,[-1.265  1.226 -1.958],124.67,0.86833966,-88.71042,0.008254357,145.96649,31.193064,-72.84197,0.83199537,-88.71041903048754,-82.632805,-1,100,0.06668932
19900,0.8112629,7.0993056,9573.232,30.444134,True,,0.052467745,-86.914024,70.638626,2.992031e-05,199,0.8578179,14.085885,4015315,-152.4703,-57.467705,-0.53154624,5.2467747,3385.1103281974792,0.005367185,[-1.237  1.23  -1.944],116.44,0.8578179,-81.83169,0.008112629,95.0026,16.854458,-44.153805,0.53671855,-81.83168439656497,-63.22843,-1,100,0.002992031
20000,1.07663,13.772688,78533.68,25.76629,True,,0.069612786,-99.32123,187.36333,2.967173e-05,200,0.86838996,7.260747,4027991,-277.43668,-48.24433,-0.57199097,6.9612784,3397.037097930908,0.006342958,[-1.234  1.246 -1.95 ],126.76,0.86838996,-90.07335,0.010766299,229.19235,33.73457,-52.76912,0.6342958,-90.07334548294544,-77.68827,-1,100,0.002967173
20100,0.958711,26.42985,52639.258,43.55012,True,,0.059325866,-98.19239,128.49763,0.00022769652,201,0.86287063,3.7836008,4040774,-219.37744,-57.89853,-0.5440957,5.9325867,3408.1810760498047,0.008420753,[-1.246  1.234 -1.991],127.83,0.86287063,-90.87979,0.009587109,161.47891,30.22439,-74.65072,0.84207535,-90.87980286896229,-88.87477,-1,100,0.022769652
20200,0.9367679,13.358469,17694.316,24.174812,True,,0.06309484,-95.42921,93.04088,0.00011276831,202,0.8637839,7.485888,4053379,-182.39041,-58.171494,-0.53421944,6.309484,3419.6063339710236,0.0052894033,[-1.247  1.244 -1.963],126.05,0.8637839,-89.34952,0.009367677,124.21892,26.656248,-47.498814,0.5289404,-89.34952292397618,-64.13303,-1,100,0.011276832
20300,0.92243844,13.120692,35580.03,39.10243,True,,0.043680247,-96.53257,115.39994,0.00021487921,203,0.86226934,7.621549,4065985,-205.09598,-57.959976,-0.51639706,4.368025,3431.0003867149353,0.007391615,[-1.237  1.23  -1.953],126.06,0.86226934,-89.69604,0.009224384,147.136,28.043512,-66.97836,0.73916143,-89.69603496342897,-85.85208,-1,100,0.021487921
20400,0.982795,13.320959,37248.195,36.899364,True,,0.06773048,-95.92302,109.996185,0.0003490084,204,0.8570975,7.506967,4078652,-199.27664,-58.203205,-0.48776454,6.7730484,3441.7374868392944,0.0075154607,[-1.225  1.216 -1.935],126.67,0.8570975,-89.28047,0.00982795,141.07344,25.883919,-64.26232,0.751546,-89.28046532809735,-82.46216,-1,100,0.03490084
20500,0.76145875,56.60862,25979.559,58.432793,True,,0.050117485,-91.14464,78.03408,0.00084490626,205,0.85900056,1.7665154,4090756,-163.72134,-57.61554,-0.50942194,5.011749,3451.470379114151,0.009028163,[-1.276  1.215 -1.907],121.04,0.85900056,-85.68726,0.007614588,106.105804,20.172987,-76.34533,0.9028163,-85.68726530000568,-83.59875,-1,100,0.08449063
20600,0.95634884,12.5704365,38163.812,34.045277,True,,0.06549022,-95.36937,124.6388,7.3875264e-05,206,0.86354345,7.9551735,4103188,-212.91113,-57.934982,-0.52917296,6.5490227,3462.1633110046387,0.00687103,[-1.305  1.215 -1.928],124.32,0.86354345,-88.27233,0.009563489,154.97615,28.566835,-56.7726,0.68710303,-88.27233442500234,-76.789734,-1,100,0.0073875263
20700,1.4045212,15.312166,59307.484,21.925064,True,,0.11840769,-98.224594,113.65904,1.8398927e-05,207,0.86086684,6.5307546,4115999,-205.04869,-58.853462,-0.5409939,11.840769,3473.893977165222,0.007442913,[-1.264  1.224 -1.948],128.11,0.86086684,-91.38964,0.0140452115,146.19522,28.683098,-63.428055,0.7442913,-91.38964258655906,-80.89502,-1,100,0.0018398927
20800,0.9066464,11.883777,25582.408,35.467243,True,,0.058857873,-91.83538,100.32255,0.00011270784,208,0.8620346,8.414833,4128180,-185.95929,-57.98651,-0.5085148,5.8857875,3485.7372550964355,0.0067214277,[-1.259  1.21  -1.96 ],121.81,0.8620346,-85.63674,0.009066463,127.97278,21.090906,-57.71313,0.6721428,-85.63674134582281,-75.69436,-1,100,0.011270785
20900,0.7216544,58.992733,67753.75,58.171474,True,,0.04759741,-99.02994,173.23175,0.001436683,209,0.8613165,1.695124,4140911,-263.47906,-58.270435,-0.51971376,4.759741,3498.038560152054,0.008510361,[-1.277  1.198 -1.927],127.31,0.8613165,-90.247314,0.0072165444,205.20863,31.028324,-79.31065,0.85103625,-90.24730923831463,-90.74538,-1,100,0.14366831
