Weights,MinIW,LearnableVariance,InitialReturnMax,InitialBound,ReturnStepMaxmin,MaxIW,EpRewMean,MeanEntropy,ESSRenyi,StdIW,ReturnMeanIW,Iteration,MaxIWNorm,InitialReturnMean,StdIWNorm,MeanIW,Bound,MeanIWNorm,J_sample_variance,MinIWNorm,ESSClassic,TimestepsSoFar,InitialReturnStd,TimeElapsed,InitialReturnMin,OptimizationReturnMean,VarianceInit,EpThisIter,EpLenMean,ReturnStepMax,OptimizationReturnMax,EpisodesSoFar,OptimizationReturnMin,EmpiricalD2
[1.462 0.872],0.0024274369,,-77.16993,-129.57193,0.85734546,9.935896,-121.76568382203578,0.4189424,13.725087,1.1008978,-74.92523,145,0.09935895,-121.765686,0.011008978,0.6466102,-95.996216,0.006466102,40916.945,2.4274368e-05,25.649324,4015407,27.250383,5471.7479684352875,-234.18745,112.42177,-1.0,100,173.84,0.85734546,157.01752,14500,,7.2859282
[1.425 0.906],0.0036123684,,-77.2005,-120.85812,0.85450804,4.7636404,-113.43101689353585,0.4189424,8.158716,0.81688535,-67.5061,146,0.047636405,-113.431015,0.008168853,0.5921147,-93.50824,0.0059211473,26305.414,3.612368e-05,34.443398,4031641,25.630499,5496.221291303635,-222.81335,109.38233,-1.0,100,162.34,0.85450804,145.61285,14600,,12.25683
[1.518 0.931],0.0060840473,,-65.94656,-119.24501,0.8539678,11.254752,-112.32947150051594,0.4189424,16.523024,1.4547231,-93.39604,147,0.11254752,-112.32946,0.014547231,0.8971663,-110.409065,0.008971662,65423.77,6.084047e-05,27.554686,4047686,26.620676,5513.790952920914,-207.46631,95.13685,-1.0,100,160.45,0.8539678,141.51974,14700,,6.052161
[1.458 0.963],0.004037894,,-66.60086,-118.47644,0.8624694,6.200703,-111.47594198316335,0.4189424,11.990407,1.1316376,-83.87947,148,0.06200703,-111.475945,0.011316376,0.7731561,-104.09627,0.0077315615,41125.516,4.0378938e-05,31.823816,4063608,27.415186,5530.707316160202,-210.01514,98.53919,-1.0,100,159.22,0.8624694,143.41428,14800,,8.34
[1.421 0.999],0.0041166726,,-65.48636,-110.828995,0.85616636,5.2251787,-104.6978209412098,0.4189424,12.142445,0.9507452,-67.21434,149,0.052251786,-104.69782,0.009507452,0.64177024,-84.80939,0.006417704,20584.18,4.1166724e-05,31.302137,4078461,25.107885,5551.040744543076,-183.93515,79.23733,-1.0,100,148.53,0.85616636,118.44879,14900,,8.235574
[1.354 1.036],0.008180842,,-54.076233,-102.156685,0.86419284,8.813098,-96.48294988319277,0.4189424,7.2243204,1.1802968,-65.20874,150,0.08813098,-96.482956,0.011802969,0.641997,-86.31785,0.0064199693,17154.605,8.1808415e-05,22.831057,4092347,19.285011,5570.207820892334,-170.21179,73.72884,-1.0,100,138.86,0.86419284,116.13556,15000,,13.842133
[1.496 1.018],0.0065743974,,-65.34454,-108.26603,0.8620757,5.035656,-102.53991963043809,0.4189424,6.022234,0.8659779,-61.890545,151,0.05035656,-102.539925,0.008659779,0.6118386,-85.22411,0.0061183856,15415.859,6.5743974e-05,33.29702,4106984,22.089766,5587.488476037979,-171.78343,69.243515,-1.0,100,146.37,0.8620757,106.43889,15100,,16.605133
[1.547 1.057],0.008715947,,-64.01623,-101.917366,0.86477166,8.0723505,-96.82663006901741,0.4189424,12.204245,1.3135167,-67.71967,152,0.0807235,-96.82663,0.013135167,0.77652246,-82.29187,0.007765224,24333.734,8.715947e-05,25.898022,4120892,19.21727,5604.973329544067,-152.72202,55.895386,-1.0,100,139.08,0.86477166,88.70579,15200,,8.193871
[1.538 1.096],0.005231783,,-53.705154,-101.21614,0.8537297,4.6604304,-96.31447121933103,0.4189424,6.7736654,0.92597735,-63.60388,153,0.0466043,-96.314476,0.009259773,0.68438345,-82.43744,0.0068438346,13556.359,5.2317828e-05,35.327766,4134731,20.574177,5625.244186639786,-147.05017,50.7357,-1.0,100,138.39,0.8537297,93.34502,15300,,14.763056
[1.591 1.053],0.0045161457,,-65.50404,-111.74541,0.86148703,10.859541,-105.66110484495759,0.4189424,7.3086233,1.1471958,-61.436584,154,0.10859541,-105.6611,0.011471959,0.6280706,-83.94231,0.0062807067,30251.023,4.5161454e-05,23.061417,4149791,23.844784,5641.240223169327,-182.52902,76.86791,-1.0,100,150.6,0.86148703,117.02498,15400,,13.682467
[1.556 1.095],0.005637739,,-64.53582,-104.14668,0.85485995,2.4394112,-98.1693257650733,0.4189424,7.331921,0.47120675,-38.944664,155,0.024394112,-98.16933,0.0047120675,0.40098733,-61.019676,0.004009873,6866.4033,5.6377386e-05,42.000954,4163848,18.98255,5658.050758600235,-179.32095,81.15163,-1.0,100,140.57,0.85485995,114.78513,15500,,13.63899
[1.707 1.084],0.006446917,,-65.80639,-105.759155,0.86080766,3.9450817,-100.61334578081966,0.4189424,6.7886257,0.7691642,-57.84594,156,0.039450817,-100.61335,0.007691642,0.5735379,-77.59571,0.0057353787,10100.361,6.446917e-05,35.73325,4178436,18.192482,5673.300264596939,-154.37404,53.76069,-1.0,100,145.88,0.86080766,88.56765,15600,,14.730522
[1.728 1.042],0.0004139794,,-65.700676,-111.66465,0.85315657,4.2483273,-106.19655353665352,0.4189424,5.821267,0.7035366,-53.07773,157,0.04248327,-106.196556,0.0070353667,0.5335989,-75.741234,0.0053359885,10465.32,4.139794e-06,36.517998,4193797,19.79151,5689.665140390396,-164.04279,57.846237,-1.0,100,153.61,0.85315657,98.34211,15700,,17.17839
[1.584 1.039],0.0063811243,,-66.711044,-116.22015,0.85891867,10.167596,-108.9649364361167,0.4189424,10.774427,1.3490957,-84.83635,158,0.10167596,-108.96494,0.013490955,0.8288973,-106.93946,0.008288972,62205.66,6.381124e-05,27.404675,4209368,23.799324,5714.025230884552,-217.65657,108.69164,-1.0,100,155.71,0.85891867,150.94553,15800,,9.281236
[1.603 1.076],0.006675296,,-64.41656,-103.62212,0.8652674,3.383254,-98.4424948078394,0.4189424,8.081442,0.68578464,-47.31185,159,0.03383254,-98.44249,0.0068578464,0.48538506,-65.53209,0.0048538507,7619.704,6.675296e-05,33.375675,4223554,19.438816,5729.541761159897,-155.38882,56.946335,-1.0,100,141.86,0.8652674,90.97227,15900,,12.374029
[1.733 1.09 ],0.005514251,,-65.82161,-107.77266,0.8631044,6.946705,-102.61598866388202,0.4189424,7.6552424,1.1518229,-61.188133,160,0.069467045,-102.61599,0.011518229,0.6215452,-79.825714,0.0062154518,14723.155,5.514251e-05,22.551966,4238286,19.739586,5752.0283415317535,-154.69997,52.083984,-1.0,100,147.32,0.8631044,88.87836,16000,,13.062943
[1.859 1.064],0.039432365,,-67.910065,-118.19937,0.85838574,4.2732797,-111.60909199208021,0.4189424,52.69935,0.8029025,-103.74972,161,0.042732798,-111.60909,0.008029025,0.9642899,-112.82794,0.009642899,43118.105,0.00039432364,59.056892,4254333,26.070206,5772.1868414878845,-197.70831,86.09922,-1.0,100,160.47,0.85838574,129.79825,16100,,1.8975567
[1.794 1.075],0.008078037,,-65.32878,-108.34483,0.85444975,3.9416623,-103.03882744431496,0.4189424,6.658504,0.7110173,-49.494392,162,0.039416622,-103.03882,0.007110173,0.48686242,-70.05708,0.004868624,8403.17,8.0780366e-05,31.920443,4269143,20.344477,5788.867275238037,-159.18036,56.141537,-1.0,100,148.1,0.85444975,93.85158,16200,,15.018389
[1.651 1.069],0.14223652,,-65.78284,-110.667274,0.85331345,3.7909107,-103.93999841809273,0.4189424,53.949802,0.67849904,-91.29743,163,0.037909105,-103.93999,0.00678499,0.8868767,-100.45635,0.008868766,37129.836,0.0014223651,63.0799,4284105,25.683687,5805.0021369457245,-201.8183,97.8783,-1.0,100,149.62,0.85331345,136.03546,16300,,1.8535749
[1.721 1.071],0.14686209,,-65.40898,-110.989075,0.859013,3.8648376,-105.12782548591494,0.4189424,64.22661,0.70200485,-97.82736,164,0.038648374,-105.12783,0.0070200483,0.96651596,-105.141,0.0096651595,32946.934,0.0014686208,65.46437,4299252,23.86807,5826.629271030426,-175.83774,70.709915,-1.0,100,151.47,0.859013,110.42876,16400,,1.5569872
[1.675 1.084],0.011232343,,-66.05287,-107.47858,0.8616442,9.520343,-101.61091198250651,0.4189424,7.6666865,1.1598046,-57.37034,165,0.09520343,-101.61091,0.011598047,0.6090055,-78.5618,0.006090055,22061.371,0.000112323425,21.613066,4313905,21.785809,5847.32190322876,-176.02972,74.418816,-1.0,100,146.53,0.8616442,109.97685,16500,,13.043445
[1.69  1.125],0.014121121,,-64.06935,-105.23065,0.8581051,9.759709,-99.22809612616896,0.4189424,8.820234,1.3166183,-75.09362,166,0.09759709,-99.2281,0.013166181,0.73581076,-95.30504,0.007358108,30139.656,0.0001412112,23.799603,4328209,21.35305,5863.681108474731,-180.07695,80.848854,-1.0,100,143.04,0.8581051,116.0076,16600,,11.337567
[1.713 1.083],0.0086229555,,-64.26221,-110.85355,0.85609573,9.719319,-104.89906505614519,0.4189424,9.667038,1.3581221,-69.34659,167,0.09719319,-104.89907,0.013581221,0.73629904,-88.49786,0.0073629916,36215.84,8.622956e-05,22.71554,4343321,23.928373,5880.830013990402,-178.63467,73.7356,-1.0,100,151.12,0.85609573,114.37247,16700,,10.34443
[1.701 1.123],0.009922959,,-65.707245,-105.22491,0.8623814,5.3344784,-100.14131460353732,0.4189424,7.63728,0.9602549,-66.94061,168,0.053344782,-100.14132,0.0096025495,0.67840695,-85.335686,0.0067840703,14739.332,9.922959e-05,33.29433,4357762,21.611658,5896.352625370026,-152.50784,52.366528,-1.0,100,144.41,0.8623814,86.8006,16800,,13.093667
[1.772 1.157],0.696182,,-64.60076,-106.09961,0.8582032,1.7588483,-100.39943499997258,0.4189424,97.27856,0.18352279,-100.07133,169,0.017588483,-100.39944,0.001835228,0.9990698,-105.85069,0.009990699,30230.688,0.00696182,96.73581,4372188,22.666971,5914.387863874435,-171.00543,70.605995,-1.0,100,144.26,0.8582032,106.40467,16900,,1.0279758
[1.782 1.16 ],0.01461168,,-54.48591,-103.659386,0.8591067,7.299802,-98.42587654963135,0.4189424,9.706495,1.1307864,-74.082886,170,0.07299802,-98.42588,0.011307864,0.73095584,-90.88103,0.007309558,18093.87,0.0001461168,29.47071,4386399,19.662842,5930.277534484863,-157.00505,58.579174,-1.0,100,142.11,0.8591067,102.51914,17000,,10.30238
[1.906 1.137],0.010430643,,-65.876915,-108.88,0.8515632,6.0308623,-103.46075147837401,0.4189424,11.403497,1.1362917,-78.34989,171,0.06030862,-103.460754,0.011362917,0.7607086,-94.397865,0.007607085,19529.586,0.00010430643,30.948027,4401271,21.900106,5947.906009674072,-162.57748,59.116734,-1.0,100,148.72,0.8515632,96.70057,17100,,8.76924
[1.841 1.173],0.008269263,,-66.13259,-103.77171,0.86263424,5.0210934,-97.9423877544701,0.4189424,7.8876567,1.044504,-66.96788,172,0.050210934,-97.94238,0.01044504,0.7081296,-87.72391,0.0070812944,23666.451,8.269263e-05,31.489334,4415426,21.439777,5960.940425872803,-174.87976,76.93737,-1.0,100,141.55,0.86263424,108.74717,17200,,12.678037
[1.781 1.213],0.1154812,,-66.1635,-104.501625,0.8646297,5.6232033,-98.95915905624628,0.4189424,74.109726,0.6598328,-91.25835,173,0.05623203,-98.95916,0.0065983273,0.95060587,-97.69657,0.009506059,28769.041,0.0011548119,67.48549,4429743,21.78752,5974.822377681732,-166.2742,67.31504,-1.0,100,143.17,0.8646297,100.1107,17300,,1.3493506
[1.808 1.224],0.01712967,,-54.417057,-104.135796,0.86103225,8.525866,-97.36505878150463,0.4189424,17.779354,1.2582842,-80.3966,174,0.085258655,-97.36506,0.012582842,0.8832623,-96.454124,0.008832621,58498.445,0.0001712967,33.0093,4443799,22.507421,5990.522825717926,-203.12239,105.75733,-1.0,100,140.56,0.86103225,148.70534,17400,,5.624501
[1.779 1.192],0.003077524,,-54.21476,-100.38176,0.8565108,8.24513,-95.11552316114306,0.4189424,8.333297,1.2505513,-61.488297,175,0.08245129,-95.11552,0.012505514,0.67997813,-79.7311,0.0067997808,21050.16,3.0775238e-05,22.819025,4457567,18.541819,6003.799330949783,-157.98697,62.87145,-1.0,100,137.68,0.8565108,103.77221,17500,,12.000052
[1.738 1.153],0.07164341,,-66.049126,-104.49628,0.8557061,10.572221,-99.03337357714773,0.4189424,45.496983,1.1643336,-87.9162,176,0.105722204,-99.03337,0.011643334,0.9032111,-96.015205,0.009032112,29457.586,0.0007164341,37.568695,4471885,18.781937,6018.050357341766,-163.88687,64.8535,-1.0,100,143.18,0.8557061,97.837746,17600,,2.197948
[1.814 1.14 ],0.0045293635,,-65.28997,-108.43759,0.86051226,3.5132246,-102.21947373256087,0.4189424,9.3421,0.8080841,-58.02326,177,0.035132244,-102.21948,0.00808084,0.6181681,-78.36726,0.006181681,20367.15,4.5293633e-05,36.91626,4486605,24.46373,6031.560808181763,-186.5434,84.32391,-1.0,100,147.2,0.86051226,121.253426,17700,,10.704231
[1.951 1.136],0.009188605,,-55.148354,-110.26,0.8562333,10.197425,-104.77617112204433,0.4189424,12.503364,1.3203839,-78.41702,178,0.10197425,-104.77617,0.013203838,0.8071241,-93.92559,0.008071241,28963.924,9.1886046e-05,27.201944,4501856,21.647215,6045.771892309189,-164.51532,59.739147,-1.0,100,152.51,0.8562333,109.36697,17800,,7.997848
[1.838 1.154],0.0072925203,,-66.770004,-106.50858,0.8597999,4.8882794,-101.47263048440217,0.4189424,6.7832594,0.93372214,-62.78017,179,0.048882794,-101.472626,0.009337221,0.6449397,-82.11601,0.006449397,13088.241,7.29252e-05,32.29945,4516518,18.931416,6059.990192651749,-151.0788,49.606167,-1.0,100,146.62,0.8597999,84.30879,17900,,14.742175
[1.907 1.19 ],0.005134091,,-65.80633,-100.5791,0.86464053,3.2653751,-94.85898861750961,0.4189424,7.9154363,0.6958547,-47.22735,180,0.03265375,-94.858986,0.006958547,0.5154263,-67.55875,0.0051542623,11127.544,5.1340907e-05,35.42767,4530302,20.206978,6073.435851573944,-171.60338,76.74439,-1.0,100,137.84,0.86464053,105.79705,18000,,12.633542
[1.876 1.232],0.025022557,,-65.17046,-100.79774,0.86224014,8.447904,-94.8152670006454,0.4189424,23.3782,1.1763189,-70.581474,181,0.084479034,-94.81526,0.011763188,0.77665883,-82.95448,0.007766588,31758.887,0.00025022557,30.358416,4544104,19.584908,6085.686220884323,-179.47418,84.65891,-1.0,100,138.02,0.86224014,114.30372,18100,,4.277489
[1.821 1.261],0.10164502,,-54.86394,-94.33475,0.86531025,6.1829305,-89.2456345975399,0.4189424,39.502586,0.9811388,-79.52418,182,0.061829302,-89.245636,0.009811387,0.948103,-87.62128,0.009481029,26785.338,0.0010164502,48.288136,4556986,19.03274,6098.148290634155,-152.67345,63.42782,-1.0,100,128.82,0.86531025,97.80951,18200,,2.5314798
[1.739 1.278],0.115704656,,-52.427483,-97.56205,0.8614903,4.2850676,-92.57636321470142,0.4189424,54.318047,0.8864654,-88.31929,183,0.042850673,-92.576355,0.008864653,0.99895495,-95.08406,0.0099895485,27861.623,0.0011570465,55.94512,4570299,20.565256,6110.408632993698,-149.57059,56.994225,-1.0,100,133.13,0.8614903,97.143105,18300,,1.8410088
[1.667 1.274],0.11093082,,-54.790073,-99.118866,0.8619062,5.6694474,-93.59441520139575,0.4189424,59.945732,0.80658764,-83.842636,184,0.056694474,-93.59442,0.008065876,0.90307236,-90.977905,0.009030724,25894.434,0.0011093082,55.625584,4583772,20.519596,6122.258756875992,-165.73364,72.13922,-1.0,100,134.73,0.8619062,110.94357,18400,,1.6681755
[1.645 1.294],0.032644905,,-64.624695,-94.62977,0.8592544,3.9080882,-89.63389738708734,0.4189424,47.763702,0.70188886,-79.263725,185,0.03908088,-89.633896,0.007018889,0.9199798,-86.49247,0.009199797,22120.174,0.00032644905,63.208057,4596658,17.694862,6133.078180074692,-149.8763,60.242397,-1.0,100,128.86,0.8592544,85.2516,18500,,2.09364
[1.57  1.308],0.0032507256,,-54.549942,-92.380325,0.85736215,7.7193747,-87.990016169101,0.4189424,9.406994,1.2450705,-55.730244,186,0.077193744,-87.99002,0.012450703,0.6694339,-70.04454,0.0066943388,12306.654,3.2507254e-05,22.425674,4609323,16.749039,6144.308518409729,-131.70937,43.719345,-1.0,100,126.65,0.85736215,77.159424,18600,,10.630388
[1.443 1.291],0.0066086506,,-53.484398,-92.97546,0.8573872,6.3438487,-87.23635872930288,0.4189424,17.749414,1.1743095,-68.80883,187,0.06343848,-87.23636,0.011743095,0.8641139,-82.43118,0.008641138,36267.973,6.6086504e-05,35.12699,4621912,19.76131,6155.812459468842,-172.1731,84.93674,-1.0,100,125.89,0.8573872,118.6887,18700,,5.633989
[1.352 1.32 ],0.004835163,,-53.289253,-90.83152,0.8640377,4.340454,-85.18216605335473,0.4189424,9.462389,0.75752205,-49.556465,188,0.04340454,-85.18217,0.007575221,0.5953198,-67.921776,0.0059531983,15197.182,4.8351627e-05,38.180172,4634111,19.388254,6168.390188694,-169.48056,84.298386,-1.0,100,121.99,0.8640377,116.19131,18800,,10.568155
[1.392 1.277],0.003201419,,-64.33289,-93.799,0.8679584,5.0533295,-89.45757186800242,0.4189424,4.627747,0.9326541,-54.305565,189,0.050533295,-89.45758,0.009326541,0.60316545,-74.48684,0.0060316543,8098.4077,3.2014188e-05,29.490364,4646972,16.944971,6181.977205276489,-130.24307,40.785503,-1.0,100,128.61,0.8679584,65.91018,18900,,21.608788
[1.356 1.231],0.0016243501,,-63.31197,-94.19085,0.86544836,4.635225,-88.4815139734745,0.4189424,7.4050117,0.7970948,-50.76529,190,0.04635225,-88.48152,0.007970948,0.55828124,-71.74615,0.005582812,13023.965,1.62435e-05,32.910812,4659762,18.454668,6192.784852743149,-171.28027,82.79876,-1.0,100,127.9,0.86544836,107.96831,19000,,13.504368
[1.337 1.189],0.0043632924,,-64.2438,-97.159615,0.86159563,11.026694,-91.98065547659994,0.4189424,8.021452,1.3182267,-63.769333,191,0.11026694,-91.98065,0.013182267,0.7009244,-82.05523,0.007009244,20215.695,4.363292e-05,22.040884,4672964,20.138153,6205.115661859512,-155.36887,63.388214,-1.0,100,132.02,0.86159563,91.12507,19100,,12.466571
[1.33  1.146],0.009558929,,-63.867374,-95.94612,0.8560071,6.429324,-90.68444532096386,0.4189424,22.2659,1.1298645,-78.04446,192,0.06429324,-90.684456,0.011298644,0.8322075,-89.19519,0.008322075,23121.484,9.558929e-05,35.170746,4685968,18.871582,6217.513876199722,-157.8501,67.16566,-1.0,100,130.04,0.8560071,93.98273,19200,,4.491173
[1.347 1.112],0.0022820912,,-64.49988,-102.37243,0.866117,4.951562,-96.91168487399817,0.4189424,8.298646,0.88471526,-53.356647,193,0.04951562,-96.91169,0.008847152,0.5888419,-72.31268,0.005888419,15074.981,2.2820912e-05,30.699282,4699819,19.559097,6228.788722753525,-163.82202,66.91033,-1.0,100,138.51,0.866117,99.32214,19300,,12.0501585
[1.204 1.128],0.002601699,,-53.129784,-97.00394,0.8601023,5.5845447,-91.38453041866421,0.4189424,7.070886,0.99326634,-63.395718,194,0.055845447,-91.38453,0.009932663,0.68108094,-84.52837,0.0068108095,19333.615,2.6016989e-05,31.981213,4712849,19.945932,6239.570011854172,-168.5824,77.19787,-1.0,100,130.3,0.8601023,115.452614,19400,,14.142499
[1.133 1.091],0.017467964,,-63.371292,-100.91301,0.86496204,12.799433,-95.41182492539286,0.4189424,11.609103,1.4738574,-64.252235,195,0.12799433,-95.41183,0.014738574,0.7094986,-80.397964,0.0070949853,30179.742,0.00017467963,18.813726,4726457,20.388184,6251.374896764755,-165.03581,69.62399,-1.0,100,136.08,0.86496204,101.66452,19500,,8.61393
[1.109 1.131],0.0066077053,,-53.40318,-97.04128,0.86029947,8.702796,-91.85666286811232,0.4189424,10.7167225,1.2591941,-70.81778,196,0.08702796,-91.85666,0.012591941,0.75807214,-86.65524,0.007580721,19286.557,6.607705e-05,26.602253,4739586,19.542648,6263.301916599274,-155.53847,63.68181,-1.0,100,131.29,0.86029947,102.135284,19600,,9.331211
[1.08  1.092],0.43025953,,-64.32208,-100.705475,0.86614376,2.3426776,-95.83168423876167,0.4189424,89.758736,0.34458426,-94.70266,197,0.023426775,-95.83169,0.0034458425,0.98827034,-99.846985,0.009882704,21747.805,0.0043025953,89.16044,4753297,18.821896,6275.990956544876,-146.21371,50.38203,-1.0,100,137.11,0.86614376,81.89163,19700,,1.1140977
[1.108 1.087],0.033862825,,-64.730156,-101.91719,0.8594806,6.676477,-96.11596692100167,0.4189424,40.12086,0.95063657,-86.8249,198,0.066764764,-96.11597,0.009506365,0.8875523,-95.98361,0.008875523,28718.988,0.00033862825,46.57217,4766967,19.902794,6286.745966911316,-174.03668,77.920715,-1.0,100,136.7,0.8594806,109.306526,19800,,2.4924688
[1.16  1.107],0.011984531,,-53.461765,-102.981926,0.86203957,7.9084864,-96.29778057932853,0.4189424,14.80523,1.2044426,-71.46812,199,0.07908486,-96.297775,0.012044427,0.776689,-88.839676,0.007766889,42899.88,0.0001198453,29.37035,4780610,23.382586,6299.453866958618,-200.52461,104.22684,-1.0,100,136.43,0.86203957,147.06285,19900,,6.7543697
[1.172 1.144],0.0037635139,,-53.86553,-92.076584,0.85955435,9.649984,-87.55549578085542,0.4189424,8.145882,1.2889972,-59.685616,200,0.09649984,-87.55549,0.012889972,0.7106789,-75.52629,0.007106789,14363.942,3.7635138e-05,23.311619,4793180,17.579807,6311.536889076233,-135.6326,48.0771,-1.0,100,125.7,0.85955435,81.767075,20000,,12.276142
[1.08  1.113],0.035927434,,-62.89059,-97.33853,0.86024785,6.891285,-92.433772200495,0.4189424,46.63425,1.0730858,-85.807594,201,0.06891285,-92.43377,0.010730858,0.9818069,-92.98992,0.009818068,27664.818,0.00035927433,45.566723,4806391,21.481525,6322.187048912048,-147.14279,54.70902,-1.0,100,132.11,0.86024785,84.2522,20100,,2.1443467
[1.028 1.134],0.0067147706,,-52.615723,-96.63992,0.8689708,6.496422,-90.80273974865675,0.4189424,7.944541,1.0045384,-59.126167,202,0.06496422,-90.802734,0.010045384,0.67208934,-79.83565,0.006720894,22513.13,6.71477e-05,30.921661,4819373,23.2633,6333.686273097992,-175.11563,84.31289,-1.0,100,129.82,0.8689708,122.49991,20200,,12.587259
[1.021 1.178],0.045046136,,-52.242725,-91.37378,0.86281383,7.3227615,-86.4634835229814,0.4189424,40.76297,1.0471578,-69.57562,203,0.073227614,-86.46348,0.010471578,0.86067843,-77.26649,0.008606782,23479.135,0.00045046135,40.31811,4831785,18.211718,6345.142678976059,-147.30899,60.84551,-1.0,100,124.12,0.86281383,95.06627,20300,,2.453207
[1.089 1.194],0.004562603,,-53.440456,-91.13807,0.8620458,7.0150275,-85.84782223328948,0.4189424,11.746835,1.2007656,-67.77494,204,0.07015027,-85.84781,0.0120076565,0.81294626,-83.210266,0.008129463,25880.932,4.5626028e-05,31.429844,4844100,16.82185,6356.623489379883,-158.70755,72.859726,-1.0,100,123.15,0.8620458,105.26709,20400,,8.512932
[1.036 1.234],0.0017546754,,-53.564915,-90.71684,0.8585774,5.0708838,-85.71452298089862,0.4189424,8.966483,0.9288639,-52.603016,205,0.050708838,-85.71452,0.009288639,0.6238872,-69.30855,0.0062388717,12976.113,1.7546754e-05,31.088497,4856377,20.155693,6367.543900489807,-150.06956,64.35504,-1.0,100,122.77,0.8585774,96.504654,20500,,11.152644
[1.117 1.268],0.0016410558,,-53.015347,-90.72722,0.8642737,5.6144466,-86.01959676414728,0.4189424,8.081125,1.0360583,-54.58398,206,0.056144465,-86.0196,0.010360582,0.65025514,-71.144165,0.0065025515,12693.832,1.6410557e-05,28.25946,4868658,16.44734,6378.067256450653,-141.2285,55.2089,-1.0,100,122.81,0.8642737,88.21315,20600,,12.374515
[1.124 1.223],0.005866493,,-53.046463,-90.23062,0.8637707,3.4025729,-85.75915172100068,0.4189424,6.0801535,0.772785,-52.997902,207,0.03402573,-85.75915,0.00772785,0.638571,-71.1319,0.00638571,9346.587,5.866493e-05,40.57565,4880939,17.552265,6389.929930686951,-134.14421,48.38506,-1.0,100,122.81,0.8637707,81.09775,20700,,16.446953
[1.001 1.26 ],0.09368141,,-52.65413,-88.75309,0.85761493,5.28903,-83.86509380564094,0.4189424,63.753525,0.7391907,-80.03307,208,0.0528903,-83.8651,0.007391907,0.9558288,-86.15488,0.009558287,22182.518,0.00093681406,62.575447,4892928,17.973742,6401.350001335144,-146.64008,62.77498,-1.0,100,119.89,0.85761493,93.98595,20800,,1.5685407
[1.043 1.273],0.007404027,,-52.330658,-86.62839,0.8646971,4.3097525,-82.33633833482861,0.4189424,7.1367517,0.88391167,-50.66211,209,0.043097522,-82.336334,0.008839117,0.65602803,-66.728355,0.0065602805,10047.213,7.404027e-05,35.518898,4904807,17.181465,6411.083128452301,-128.76147,46.425137,-1.0,100,118.79,0.8646971,76.43082,20900,,14.011977
[0.887 1.292],0.009794151,,-52.278923,-88.79363,0.85697746,6.597719,-83.36649334996939,0.4189424,22.247412,0.92614216,-60.57723,210,0.06597719,-83.366486,0.009261422,0.67701286,-72.083405,0.0067701284,16050.361,9.794151e-05,34.826485,4916662,19.337845,6420.807084560394,-162.81415,79.447655,-1.0,100,118.55,0.85697746,110.535225,21000,,4.494905
[0.939 1.258],0.0026373651,,-53.142815,-85.08711,0.8639725,7.5737348,-81.05853068873286,0.4189424,6.56364,1.2110916,-57.153076,211,0.07573734,-81.05853,0.012110914,0.7102167,-72.877686,0.007102166,10420.749,2.6373651e-05,25.58951,4928318,14.416582,6430.641157865524,-120.85744,39.79891,-1.0,100,116.56,0.8639725,67.71462,21100,,15.235449
[0.906 1.214],0.0030015737,,-52.710976,-90.36215,0.85524094,9.292501,-85.18754267916083,0.4189424,11.787707,1.1810689,-52.15585,212,0.09292501,-85.18754,0.011810689,0.6248024,-67.22756,0.0062480243,16918.195,3.0015737e-05,21.866222,4940506,18.575739,6442.505487442017,-155.23819,70.05064,-1.0,100,121.88,0.85524094,102.527214,21200,,8.483414
[1.052 1.215],0.014847783,,-52.52368,-92.04889,0.8563299,10.160561,-87.58067992299794,0.4189424,26.507822,1.2613362,-76.22235,213,0.1016056,-87.58067,0.012613361,0.90599686,-84.900894,0.009059969,19175.57,0.00014847783,34.03393,4953082,16.828957,6453.34187912941,-134.04637,46.465687,-1.0,100,125.76,0.8563299,81.52269,21300,,3.7724714
[0.943 1.21 ],0.18648422,,-52.860565,-92.88781,0.8589066,3.9957817,-87.49667658805848,0.4189424,60.923946,0.7816788,-81.80915,214,0.039957814,-87.49668,0.007816788,0.9603037,-88.716095,0.0096030375,28671.975,0.0018648421,60.14742,4965544,19.281843,6464.629579782486,-161.734,74.23731,-1.0,100,124.62,0.8589066,108.87343,21400,,1.6413907
[0.97  1.227],0.0021250169,,-52.03442,-92.60421,0.8549036,5.031003,-86.98864620909094,0.4189424,6.5246253,0.86773276,-49.341167,215,0.05031003,-86.98864,0.008677327,0.59423894,-71.32561,0.0059423894,16148.079,2.1250169e-05,31.92535,4978031,23.143114,6475.266281604767,-168.46683,81.47818,-1.0,100,124.87,0.8549036,116.4324,21500,,15.3265505
[1.037 1.265],0.01940563,,-63.46029,-94.89197,0.8688121,9.191973,-88.85565597951413,0.4189424,17.235704,1.1550281,-64.88011,216,0.09191973,-88.85567,0.011550281,0.73368484,-79.41988,0.0073368484,28133.664,0.0001940563,28.749104,4990743,19.194336,6487.56915307045,-181.08951,92.23386,-1.0,100,127.12,0.8688121,117.62922,21600,,5.80191
[1.129 1.235],0.007382079,,-62.99446,-92.37712,0.8558576,7.625926,-87.40375058725476,0.4189424,7.641863,1.06214,-55.756546,217,0.076259255,-87.40375,0.0106214,0.6474726,-73.74736,0.0064747254,14033.255,7.382079e-05,27.092615,5003212,19.671104,6497.576325178146,-149.20099,61.797237,-1.0,100,124.69,0.8558576,86.20653,21700,,13.085814
