LearnableVariance,VarianceInit,MeanIWNorm,EmpiricalD2,Bound,EpThisIter,MinIWNorm,ReturnStepMaxmin,InitialReturnMean,ESSRenyi,EpisodesSoFar,StdIW,TimestepsSoFar,InitialReturnMax,OptimizationReturnMin,Iteration,Weights,InitialBound,MinIW,InitialReturnMin,EpLenMean,MaxIW,ESSClassic,MeanIW,ReturnMeanIW,InitialReturnStd,OptimizationReturnMax,StdIWNorm,J_sample_variance,EpRewMean,MeanEntropy,ReturnStepMax,TimeElapsed,MaxIWNorm,OptimizationReturnMean
True,-1,0.006724456,13.151886,-59.96779,100,2.9326532e-06,0.8565583,-67.75235,7.603472,20900,0.9629134,5933149,-49.659237,,209,[-0.089  1.711 -1.382],-71.79326,0.00029326533,-121.22716,97.17,5.8878155,32.781487,0.6724456,-45.313232,12.758012,71.56792,0.009629135,9782.669,-67.75235655292869,0.040693652,0.8565583,2193.822719812393,0.058878154,53.4748
True,-1,0.0061120675,11.780461,-51.482826,100,3.928265e-05,0.8546329,-68.04974,8.488632,21000,1.1478816,5942944,-50.035137,,210,[-0.115  1.744 -1.378],-71.46661,0.003928265,-102.50605,97.95,7.791808,22.089186,0.61120677,-39.75522,12.448378,52.470913,0.011478816,6224.002,-68.04974920734763,0.03532652,0.8546329,2198.0981390476227,0.07791808,34.456303
True,-1,0.0055693425,17.906279,-53.30076,100,3.5314922e-06,0.8582219,-69.448326,5.5846334,21100,1.1513239,5952951,-49.690044,,211,[-0.167  1.774 -1.384],-73.32954,0.00035314923,-116.43643,100.07,9.493614,18.96261,0.5569342,-36.877083,13.550936,66.74638,0.011513239,8363.262,-69.4483234655857,-0.05103446,0.8582219,2202.170179605484,0.09493614,46.98811
True,-1,0.009829937,1.1881675,-71.93594,100,0.0022221252,0.8588915,-69.67948,84.16322,21200,0.4632237,5962992,-49.812843,,212,[-0.216  1.753 -1.47 ],-73.497574,0.22221252,-114.54294,100.41,3.2495751,81.82871,0.9829937,-67.7741,14.096289,64.730095,0.0046322364,13481.721,-69.67948130175472,-0.07532118,0.8588915,2206.308244228363,0.032495752,44.863457
True,-1,0.009321163,1.8656789,-70.60046,100,0.0009219187,0.85872674,-68.43178,53.599792,21300,0.89089894,5972840,-49.73802,,213,[-0.212  1.758 -1.494],-72.624626,0.092191875,-125.78536,98.48,6.5807962,52.2598,0.9321164,-64.87345,12.93868,76.04734,0.008908988,16122.966,-68.43177687853574,-0.08922576,0.85872674,2210.9932250976562,0.06580796,57.353584
True,-1,0.006493624,7.202631,-60.13466,100,0.00013694062,0.86009854,-69.473915,13.883816,21400,0.9191922,5982801,-50.176956,,214,[-0.204  1.771 -1.508],-74.81122,0.013694063,-160.11928,99.61,4.1929026,33.29199,0.6493624,-45.81054,15.651542,109.94232,0.009191921,17603.443,-69.47391265824437,-0.07456564,0.86009854,2215.8267431259155,0.041929025,90.64537
True,-1,0.0065756296,11.37276,-57.75182,100,4.0087274e-05,0.8657687,-68.66651,8.79294,21500,1.039103,5992752,-49.82553,,215,[-0.205  1.747 -1.494],-72.71009,0.0040087276,-121.30728,99.51,7.2919693,28.594812,0.657563,-44.115456,13.102121,71.48175,0.01039103,9541.517,-68.66651117935777,-0.0978773,0.8657687,2219.606162548065,0.07291969,52.64077
True,-1,0.0073527144,11.052981,-60.607906,100,4.585119e-05,0.8590038,-69.960335,9.047333,21600,1.0031351,6002856,-49.80098,,216,[-0.308  1.752 -1.517],-73.52919,0.004585119,-107.06558,101.04,4.8740344,34.948788,0.7352715,-48.74289,12.773592,57.264603,0.01003135,8486.353,-69.96033451393247,-0.11953535,0.8590038,2224.0180950164795,0.048740342,37.105247
True,-1,0.007579071,6.68336,-63.88413,100,8.77152e-05,0.8663676,-71.5719,14.962534,21700,1.3117089,6013154,-39.89318,,217,[-0.222  1.735 -1.538],-75.853836,0.00877152,-128.45807,102.98,9.668941,25.029299,0.75790715,-52.814384,16.293835,88.56489,0.01311709,16422.02,-71.57189720675349,-0.118653,0.8663676,2229.983911514282,0.0966894,56.886173
True,-1,0.0061637987,11.70053,-53.915188,100,0.00014871563,0.8673111,-67.768425,8.546621,21800,0.7938766,6022858,-49.816338,,218,[-0.17   1.714 -1.538],-71.49182,0.014871563,-111.70187,97.04,4.4974594,37.610126,0.6163798,-41.178925,13.932731,61.885536,0.007938765,6266.464,-67.7684235881269,-0.023546856,0.8673111,2234.5332050323486,0.04497459,43.933453
True,-1,0.005990991,12.467145,-53.8213,100,1.4674884e-05,0.86386645,-69.27186,8.021083,21900,0.9863734,6032800,-49.59868,,219,[-0.167  1.721 -1.442],-73.31537,0.0014674885,-121.305214,99.42,6.0847263,26.94892,0.59909916,-39.544144,14.265248,71.706535,0.009863734,8471.109,-69.27186101421714,-0.06985085,0.86386645,2238.964236021042,0.060847264,52.033356
True,-1,0.008419198,5.781599,-68.4736,100,0.00031374162,0.8572307,-71.71561,17.296253,22000,0.99968636,6043063,-50.438828,,220,[-0.252  1.707 -1.489],-75.602165,0.031374164,-116.596954,102.63,6.2753925,41.49562,0.8419198,-59.128372,14.365724,66.15813,0.009996864,12024.315,-71.71560324564577,-0.005249744,0.8572307,2243.7948701381683,0.06275392,44.88135
True,-1,0.0062094163,12.665928,-59.646866,100,1.5867636e-05,0.85682726,-72.82079,7.8951974,22100,1.0784185,6053489,-49.94489,,221,[-0.198  1.707 -1.424],-77.564445,0.0015867637,-142.30962,104.26,5.704816,24.898603,0.6209417,-42.76457,16.140383,92.36473,0.010784185,14653.225,-72.82079731151461,-0.076213054,0.85682726,2246.8338141441345,0.057048157,69.488815
True,-1,0.008783798,3.319005,-66.02341,100,0.00024327244,0.86447746,-69.864944,30.12951,22200,1.3342761,6063548,-49.58807,,222,[-0.161  1.682 -1.495],-73.86616,0.024327245,-120.03636,100.59,10.4829445,30.235043,0.8783798,-58.73394,13.387902,70.44829,0.0133427605,17571.135,-69.86494472399355,-0.08204246,0.86447746,2251.6848306655884,0.104829445,50.17142
True,-1,0.0062028617,10.188308,-54.771004,100,2.9374105e-05,0.85860133,-69.700485,9.815173,22300,0.928873,6073556,-50.03864,,223,[-0.168  1.702 -1.501],-73.7581,0.0029374105,-121.7285,100.08,5.764334,30.840597,0.6202862,-41.819447,13.479864,71.689865,0.00928873,9059.355,-69.70048746705055,-0.13053899,0.85860133,2255.8274080753326,0.05764334,52.028008
True,-1,0.0092878975,1.2311809,-67.47936,100,0.002841888,0.86361694,-68.66926,81.22283,22400,0.46397242,6083495,-50.182137,,224,[-0.073  1.694 -1.549],-72.400955,0.2841888,-111.950806,99.39,2.836403,80.029106,0.92878973,-63.338726,14.127009,61.76867,0.0046397243,11587.651,-68.66925825491548,-0.15679744,0.86361694,2260.3413228988647,0.028364029,43.281544
True,-1,0.00687497,11.483898,-64.910965,100,0.00012301124,0.86515677,-72.88917,8.707845,22500,1.2058058,6093914,-50.167057,,225,[-0.057  1.696 -1.576],-77.01023,0.012301125,-123.632065,104.19,7.6672335,24.532717,0.687497,-50.94553,17.671213,73.46501,0.012058057,11567.437,-72.88916316106915,-0.14678968,0.86515677,2263.9916985034943,0.07667233,50.7429
True,-1,0.0043773428,17.177382,-50.103363,100,1.4490941e-05,0.86302245,-70.964935,5.821609,22600,0.5665394,6104089,-50.43568,,226,[-0.079  1.673 -1.566],-75.558586,0.0014490942,-137.80978,101.75,3.3951197,37.381874,0.4377343,-31.064663,16.0402,87.3741,0.0056653935,5345.8364,-70.96493157655,-0.18447016,0.86302245,2268.481422662735,0.033951197,66.84486
True,-1,0.009607119,1.469375,-74.5816,100,0.002266026,0.86075616,-72.64791,68.056145,22700,0.61610556,6114489,-50.25885,,227,[-0.02   1.693 -1.603],-77.25405,0.22660261,-138.18419,104.0,4.2270765,70.85831,0.96071184,-68.99814,17.250536,87.92534,0.006161056,19885.32,-72.64790869399906,-0.16677855,0.86075616,2273.241370201111,0.042270765,65.536285
True,-1,0.008130205,5.491856,-71.9382,100,0.00014341349,0.8635383,-71.187935,18.20878,22800,1.1602225,6124718,-49.67935,,228,[ 0.008  1.697 -1.586],-75.9307,0.014341349,-142.28297,102.29,7.0640187,32.93289,0.8130204,-60.82367,16.99659,92.60362,0.011602224,18782.041,-71.18793657004834,-0.19792658,0.8635383,2277.100065469742,0.070640184,71.09504
True,-1,0.0046918876,15.651765,-46.72486,100,3.3823788e-05,0.8585886,-70.260124,6.3890557,22900,0.82246834,6134872,-50.03038,,229,[ 0.018  1.676 -1.617],-74.147995,0.0033823787,-116.636,101.54,6.8423815,24.552763,0.4691888,-31.34356,12.528118,66.60562,0.008224682,5533.505,-70.26012707725167,-0.2142195,0.8585886,2281.44921207428,0.068423815,46.375874
True,-1,0.008173784,2.9071732,-66.78157,100,0.0003432677,0.8558496,-70.422264,34.397675,23000,0.7479937,6144999,-49.84202,,230,[ 0.03   1.65  -1.633],-76.109375,0.03432677,-170.6131,101.27,3.5104609,54.42379,0.81737846,-57.084812,18.504284,120.77108,0.0074799373,25563.234,-70.42226785734296,-0.22790492,0.8558496,2286.8954663276672,0.035104606,100.19084
True,-1,0.007186773,9.39443,-67.12058,100,2.4526464e-05,0.86183697,-71.8282,10.644606,23100,1.1485504,6155362,-49.75287,,231,[-0.028  1.648 -1.647],-75.77896,0.0024526464,-118.52278,103.63,7.2604785,28.136784,0.71867734,-55.01137,15.796027,68.76991,0.011485504,9174.82,-71.82820500075817,-0.23457333,0.86183697,2292.394432067871,0.07260478,46.69457
True,-1,0.006744263,16.640175,-61.835323,100,4.2760123e-05,0.87018657,-69.602554,6.009552,23200,0.9060297,6165420,-39.90359,,232,[-0.05   1.627 -1.654],-73.51265,0.0042760125,-117.3029,100.58,5.1668396,35.653866,0.6744263,-45.885113,13.364601,77.39931,0.009060296,8716.557,-69.60255420088768,-0.22875842,0.87018657,2296.9090960025787,0.051668394,47.700348
True,-1,0.0054313056,11.553125,-53.697113,100,0.00010838656,0.8530401,-71.806946,8.655666,23300,0.9082416,6175782,-39.75663,,233,[-0.098  1.65  -1.648],-75.91268,0.010838656,-123.17206,103.62,5.6997023,26.340971,0.54313064,-39.741764,15.139272,83.41543,0.009082416,6951.906,-71.80694739371538,-0.23940551,0.8530401,2299.578870534897,0.05699702,51.36511
True,-1,0.007857296,4.8239946,-61.679634,100,0.00023049503,0.8622445,-68.1869,20.729708,23400,0.88456064,6185587,-50.118942,,234,[-0.034  1.664 -1.658],-72.407,0.023049504,-126.60266,98.05,4.310623,44.103638,0.7857296,-52.4108,15.552861,76.48372,0.008845607,13247.474,-68.18690373331309,-0.26008987,0.8622445,2303.9610719680786,0.04310623,58.41576
True,-1,0.0066767307,9.569289,-59.422554,100,0.00016393914,0.8661172,-69.81549,10.450097,23500,0.8080237,6195580,-49.582336,,235,[-0.084  1.68  -1.679],-74.37103,0.016393915,-136.66595,99.93,3.872159,40.574467,0.6676731,-45.33035,14.677127,87.08362,0.008080237,11797.095,-69.81549673750996,-0.22036609,0.8661172,2308.620548725128,0.038721588,66.85046
True,-1,0.004659895,9.393431,-45.311813,100,2.2330056e-05,0.854574,-71.96227,10.645738,23600,0.8498736,6205922,-50.401497,,236,[-0.124  1.698 -1.639],-75.9666,0.0022330056,-120.13008,103.42,7.1963034,23.11464,0.46598947,-33.03904,17.33572,69.728584,0.008498737,5115.131,-71.96227086097002,-0.29740906,0.854574,2312.155830383301,0.071963035,48.167812
True,-1,0.005947258,13.043432,-55.70797,100,9.2272196e-05,0.86175203,-70.398285,7.6666937,23700,0.71724665,6216072,-50.12496,,237,[-0.113  1.715 -1.716],-74.296005,0.00922722,-116.93161,101.5,3.4124453,40.74206,0.5947258,-41.63108,15.312336,66.80665,0.0071724667,6320.2305,-70.39828517243267,-0.2572327,0.86175203,2316.214264392853,0.034124453,46.53332
True,-1,0.007830918,6.2795687,-58.58866,100,0.000111365865,0.86445284,-67.08618,15.924661,23800,1.5106832,6225765,-49.677666,,238,[-0.119  1.735 -1.676],-70.85877,0.011136587,-113.17795,96.93,10.307435,21.179577,0.7830917,-49.134884,14.593123,63.500282,0.015106831,14945.176,-67.08617669939994,-0.29667583,0.86445284,2320.667337179184,0.10307435,46.091766
True,-1,0.009038989,4.07419,-72.2803,100,0.0004430917,0.8538105,-70.14639,24.544756,23900,1.0299817,6235837,-49.98832,,239,[-0.107  1.753 -1.716],-76.01599,0.044309173,-176.08798,100.72,5.9526463,43.507923,0.9038991,-60.43273,18.442736,126.09966,0.010299818,39764.1,-70.14639912694693,-0.2898252,0.8538105,2325.029106616974,0.059526462,105.94158
True,-1,0.0068110675,11.332592,-58.127365,100,2.6274813e-05,0.862988,-69.43872,8.824106,24000,1.3407338,6245829,-50.03226,,240,[-0.095  1.736 -1.709],-73.238594,0.0026274812,-113.99626,99.92,9.643961,20.51346,0.68110675,-45.335495,14.434141,63.964,0.0134073375,11115.232,-69.43872033372521,-0.35110548,0.862988,2329.200787305832,0.09643961,44.557545
True,-1,0.007789165,5.683293,-66.19461,100,0.00021904055,0.8676791,-72.32204,17.595432,24100,1.0993824,6256187,-49.82509,,241,[-0.088  1.716 -1.77 ],-76.90806,0.021904055,-137.58084,103.58,5.784855,33.421104,0.7789165,-55.261673,17.357761,87.75575,0.010993823,18113.877,-72.32203475013375,-0.3025857,0.8676791,2333.5499608516693,0.057848547,65.258804
True,-1,0.007701031,5.4741697,-67.91954,100,0.00055824994,0.8587054,-72.37213,18.26761,24200,0.94141555,6266566,-49.881462,,242,[-0.036  1.711 -1.722],-77.03212,0.055824995,-139.79967,103.79,6.5559187,40.089912,0.77010316,-57.016594,18.548447,89.918205,0.009414155,15355.46,-72.37213075533509,-0.22897875,0.8587054,2337.8966019153595,0.065559186,67.427536
True,-1,0.0062967343,8.25523,-56.299667,100,3.4020264e-05,0.8621575,-72.16343,12.113533,24300,1.1262848,6276982,-50.34911,,243,[-0.056  1.707 -1.648],-76.46475,0.0034020266,-129.03966,104.16,8.431401,23.813044,0.6296735,-43.941147,16.224527,78.69055,0.011262849,12173.299,-72.16343133568763,-0.23658234,0.8621575,2343.0759184360504,0.08431401,56.876225
True,-1,0.007317564,3.1849718,-57.434532,100,0.0002559803,0.86809003,-68.457695,31.397451,24400,0.72840923,6286894,-49.815372,,244,[-0.014  1.687 -1.656],-73.16928,0.02559803,-141.34775,99.12,3.643213,50.22924,0.73175645,-49.025993,14.786979,91.53238,0.0072840927,14067.43,-68.45768961966037,-0.28827256,0.86809003,2347.697856426239,0.03643213,72.89006
True,-1,0.0069020307,8.69945,-58.795128,100,0.00040284437,0.8632506,-70.028946,11.49498,24500,0.8076284,6297035,-50.359085,,245,[ 0.019  1.675 -1.707],-73.94631,0.040284436,-117.52121,101.41,5.2821116,42.2082,0.6902031,-47.240902,13.77267,67.162125,0.008076284,8171.0884,-70.02894142910839,-0.2590439,0.8632506,2352.5818707942963,0.052821115,47.49227
True,-1,0.0072829206,7.3790674,-64.30406,100,0.00016865387,0.8586865,-70.326775,13.551848,24600,1.0783541,6307186,-49.765625,,246,[-0.049  1.685 -1.678],-74.521385,0.016865388,-125.83804,101.51,6.9323573,31.324806,0.7282921,-52.90966,14.794596,76.07242,0.01078354,10919.177,-70.32678260669113,-0.23227063,0.8586865,2357.7773513793945,0.06932357,55.51126
True,-1,0.0071848948,9.479076,-62.063744,100,4.540073e-05,0.8624722,-71.80704,10.549551,24700,1.3698993,6317495,-50.360085,,247,[-0.069  1.705 -1.651],-75.717766,0.004540073,-117.32211,103.09,9.096774,21.573729,0.7184895,-50.023323,15.802496,66.96203,0.013698991,11679.947,-71.80703246369958,-0.2593384,0.8624722,2362.095964193344,0.09096774,45.515083
True,-1,0.008192077,5.2628503,-70.411575,100,0.0003142447,0.8629515,-71.898506,19.00111,24800,1.4860946,6327828,-50.021767,,248,[-0.011  1.719 -1.678],-76.71507,0.03142447,-144.49731,103.33,13.038421,23.305544,0.8192078,-59.361908,16.267897,94.47555,0.014860947,28461.605,-71.89850380301476,-0.25987214,0.8629515,2367.6223483085632,0.1303842,72.59881
True,-1,0.0048002084,13.857078,-51.377205,100,6.697816e-05,0.8593971,-72.13127,7.216529,24900,0.55464774,6338178,-50.84909,,249,[-0.018  1.7   -1.679],-76.62435,0.006697816,-134.79263,103.5,3.87096,42.82469,0.48002082,-34.65164,15.174846,83.94354,0.005546477,5598.327,-72.13126599952578,-0.24607371,0.8593971,2373.1979393959045,0.0387096,62.661373
True,-1,0.00862941,6.236204,-67.53702,100,0.00019867772,0.8542906,-69.69513,16.035395,25000,1.2313488,6348164,-50.213974,,250,[-0.074  1.72  -1.665],-73.875496,0.019867772,-125.411064,99.86,9.7144165,32.936947,0.86294097,-57.097633,15.583448,75.19709,0.012313487,18187.791,-69.69513242155314,-0.21512386,0.8542906,2378.433891057968,0.097144164,55.715927
True,-1,0.0067846244,6.7213573,-57.15702,100,0.00011876527,0.8647078,-68.55162,14.877947,25100,1.027525,6358007,-48.989212,,251,[-0.098  1.739 -1.634],-73.83926,0.011876527,-158.62912,98.43,5.515994,30.361156,0.67846245,-43.448513,17.896524,109.63991,0.010275249,22439.955,-68.55162100479006,-0.23417555,0.8647078,2382.819790124893,0.05515994,90.0775
True,-1,0.0093320515,2.5147402,-71.66269,100,0.0006072874,0.8627826,-71.203064,39.765537,25200,1.0263532,6368202,-49.834923,,252,[-0.02   1.728 -1.653],-75.55854,0.06072874,-130.66452,101.95,6.0272856,45.257195,0.9332052,-64.75579,17.39169,80.8296,0.0102635315,19630.45,-71.2030662496388,-0.23822145,0.8627826,2387.6304457187653,0.060272854,59.461456
True,-1,0.008329838,3.7212799,-64.49368,100,0.00035193114,0.8647913,-69.94103,26.872475,25300,1.1596034,6378220,-50.223427,,253,[-0.013  1.713 -1.657],-74.60657,0.035193115,-139.96555,100.18,6.7715974,34.037174,0.8329838,-55.493607,15.464244,89.74212,0.011596032,22254.898,-69.94103947728873,-0.22673456,0.8647913,2391.633266687393,0.06771597,70.024506
True,-1,0.005994892,13.247817,-53.912407,100,9.4244235e-05,0.85946786,-69.01391,7.5484133,25400,0.99239004,6388179,-49.70256,,254,[ 0.005  1.729 -1.646],-72.766174,0.009424424,-112.568245,99.59,7.9068727,26.735643,0.59948915,-40.255047,14.36432,62.865685,0.0099239,7247.969,-69.01390765875578,-0.21365468,0.85946786,2396.270278930664,0.07906873,43.554337
True,-1,0.0067428146,7.228875,-61.270004,100,0.00012620128,0.85887766,-71.58604,13.833411,25500,0.9213429,6398440,-39.866325,,255,[ 0.037  1.75  -1.633],-77.20316,0.012620128,-168.51372,102.61,5.7218823,34.878834,0.6742815,-46.16749,18.272665,128.6474,0.009213429,23539.422,-71.58603820100427,-0.19065203,0.85887766,2401.2204790115356,0.057218824,96.92769
True,-1,0.009028339,3.1134062,-65.250046,100,0.0002582302,0.86431503,-69.5557,32.119164,25600,1.4686005,6408471,-49.940685,,256,[-0.022  1.739 -1.61 ],-73.17227,0.025823021,-108.4973,100.31,11.215951,27.42724,0.90283394,-58.868652,13.715429,58.556614,0.014686005,16476.688,-69.55570038795472,-0.21616656,0.86431503,2405.100568294525,0.112159505,38.9416
True,-1,0.0062266453,13.510754,-58.062393,100,3.0145733e-05,0.8635243,-70.262054,7.4015117,25700,0.79254395,6418563,-50.32202,,257,[-0.042  1.724 -1.635],-74.47985,0.0030145734,-126.53418,100.92,3.9886303,38.166668,0.6226646,-42.559013,14.056531,76.21216,0.007925439,8682.731,-70.26204823687672,-0.20156899,0.8635243,2408.9315297603607,0.039886303,56.27213
True,-1,0.0080017205,7.054191,-64.37117,100,9.480874e-05,0.86244315,-70.99408,14.17597,25800,1.2597494,6428741,-50.7536,,258,[-0.018  1.747 -1.621],-74.95077,0.009480874,-118.70036,101.78,8.792565,28.747438,0.8001722,-53.862335,14.617307,67.94676,0.012597493,14641.726,-70.99408190563321,-0.21226473,0.86244315,2414.034338235855,0.08792565,47.706284
True,-1,0.008840792,4.490557,-69.67495,100,0.00033644921,0.8586834,-71.78026,22.268951,25900,1.1229749,6439100,-49.825783,,259,[-0.042  1.769 -1.631],-76.35548,0.033644922,-137.25667,103.59,8.227353,38.263474,0.8840792,-59.979626,14.148459,87.430885,0.011229748,21421.87,-71.78025779664516,-0.18636446,0.8586834,2419.001557826996,0.08227353,65.47641
True,-1,0.007489432,3.7242115,-58.30882,100,0.00026111648,0.8644813,-68.28229,26.851322,26000,1.1456952,6448921,-49.57251,,260,[-0.06   1.786 -1.605],-72.72094,0.026111647,-133.15976,98.21,9.861921,29.938942,0.74894327,-49.743,16.448309,83.58725,0.011456951,17072.785,-68.28228545039892,-0.20614472,0.8644813,2422.5759823322296,0.09861921,64.87747
True,-1,0.008043525,12.391958,-68.476074,100,5.5185967e-05,0.8667301,-70.28578,8.06975,26100,1.2474053,6459028,-40.25949,,261,[-0.011  1.797 -1.625],-74.04324,0.0055185966,-112.723816,101.07,7.6274405,29.368237,0.8043526,-55.248978,14.452038,72.464325,0.012474053,12097.678,-70.2857833917439,-0.20220453,0.8667301,2426.4073927402496,0.0762744,42.438038
True,-1,0.006799866,6.3974495,-58.920486,100,0.0004914312,0.86029327,-66.73928,15.631229,26200,0.87721366,6468654,-49.99785,,262,[ 0.003  1.772 -1.621],-71.78956,0.049143124,-151.5083,96.26,6.73245,37.534477,0.67998666,-46.146732,14.97717,101.51045,0.008772137,15836.409,-66.73928455814719,-0.11751047,0.86029327,2431.3420491218567,0.0673245,84.76901
True,-1,0.0048882198,23.827654,-45.69085,100,2.8761691e-05,0.8626281,-66.36407,4.1968045,26300,0.6162158,6478248,-49.9099,,263,[-0.013  1.771 -1.536],-69.353584,0.0028761693,-89.68559,95.94,3.3584208,38.622746,0.48882195,-31.097937,11.092198,39.775692,0.0061621577,2316.4373,-66.3640674225986,-0.10270934,0.8626281,2435.5321321487427,0.033584207,23.321526
True,-1,0.009523335,1.3970867,-70.42133,100,0.0022876577,0.86190236,-68.257576,71.577515,26400,0.5625285,6488073,-40.158333,,264,[ 0.083  1.783 -1.522],-72.691734,0.22876577,-133.02489,98.25,3.4633634,74.13404,0.95233345,-65.18022,16.5306,92.866554,0.0056252847,17831.549,-68.25757154777646,-0.117225476,0.86190236,2439.3537225723267,0.034633633,64.76731
True,-1,0.008463796,2.123058,-69.65805,100,0.00015877401,0.86272454,-72.400856,47.101868,26500,0.71643627,6498423,-40.030956,,265,[ 0.049  1.78  -1.536],-78.083305,0.015877401,-170.47324,103.5,3.3616796,58.25761,0.84637964,-61.378323,20.307404,130.44228,0.007164363,26137.973,-72.40086245507001,-0.17415436,0.86272454,2443.76100897789,0.033616796,98.07237
True,-1,0.007112146,2.6770182,-56.90497,100,0.00053353497,0.8684711,-69.64496,37.354996,26600,0.8137033,6508474,-50.14616,,266,[ 0.027  1.784 -1.593],-73.63479,0.0533535,-119.69507,100.51,6.626185,43.309296,0.7112146,-50.37696,14.117907,69.548904,0.008137032,8558.501,-69.64495232954621,-0.17198,0.8684711,2449.2061483860016,0.06626185,50.050114
True,-1,0.007242136,11.0503025,-62.126476,100,1.5920468e-05,0.86191833,-69.1702,9.049526,26700,1.0580969,6518495,-50.17823,,267,[-0.024  1.795 -1.591],-73.06406,0.0015920469,-116.815895,100.21,6.658658,31.901945,0.72421354,-49.1825,13.273167,66.637665,0.010580969,10423.133,-69.17019578307867,-0.16338924,0.86191833,2454.1180577278137,0.06658658,47.645702
True,-1,0.0048071034,13.585224,-47.46077,100,4.698837e-05,0.8566229,-67.048874,7.3609385,26800,0.6336695,6528228,-49.626293,,268,[-0.044  1.819 -1.582],-71.24056,0.004698837,-125.750854,97.33,2.6097531,36.527874,0.4807103,-32.01096,12.42923,76.12456,0.0063366946,5123.6304,-67.0488684554398,-0.15908207,0.8566229,2458.0088720321655,0.02609753,58.70198
True,-1,0.0065103727,11.387264,-60.728024,100,2.079057e-05,0.8540266,-69.53715,8.78174,26900,1.0878009,6538197,-50.021492,,269,[ 0.011  1.796 -1.578],-74.03742,0.002079057,-135.0084,99.69,7.659985,26.372578,0.6510373,-45.541817,15.564909,84.986916,0.010878008,12612.427,-69.53715166285635,-0.18028918,0.8540266,2462.879791736603,0.07659985,65.47125
True,-1,0.00629625,12.167431,-57.4347,100,0.00014749795,0.8625359,-70.23791,8.218662,27000,1.0093614,6548351,-50.359856,,270,[ 0.026  1.77  -1.599],-73.999596,0.014749796,-112.85058,101.54,6.4164486,28.011381,0.6296251,-44.313248,13.777231,62.490723,0.0100936135,6955.088,-70.23791331321002,-0.14740545,0.8625359,2467.125,0.06416448,42.612667
True,-1,0.0077568395,10.13551,-68.05087,100,1.7689215e-05,0.8631365,-69.6773,9.866302,27100,1.1227803,6558411,-50.387413,,271,[ 0.028  1.747 -1.566],-74.25349,0.0017689216,-137.28568,100.6,6.2401047,32.30838,0.77568406,-53.481976,14.1332245,86.89826,0.011227803,17673.176,-69.6773009505868,-0.14141898,0.8631365,2470.7384843826294,0.062401045,67.608376
True,-1,0.007175111,11.196934,-59.78215,100,4.2238204e-05,0.8641945,-67.378044,8.931017,27200,1.3412583,6568153,-49.72288,,272,[ 0.037  1.722 -1.56 ],-71.032104,0.0042238203,-109.62204,97.42,7.3974605,22.250113,0.7175111,-47.554974,12.626614,59.89916,0.013412584,9607.171,-67.37804653152824,-0.15275624,0.8641945,2474.7796976566315,0.0739746,42.243996
True,-1,0.0073567457,3.3622253,-57.58047,100,0.00048179316,0.8573405,-69.203926,29.742207,27300,0.6736751,6578131,-50.55032,,273,[ 0.015  1.748 -1.572],-73.56129,0.048179317,-130.72058,99.78,3.4813929,54.39065,0.73567444,-49.590668,14.165463,80.17026,0.0067367502,11305.803,-69.20393344551324,-0.09689269,0.8573405,2479.848919391632,0.03481393,61.51665
True,-1,0.003313198,16.574911,-38.406033,100,3.0861881e-06,0.8703996,-69.6204,6.033215,27400,0.46456847,6588167,-50.32141,,274,[-0.012  1.757 -1.516],-73.65086,0.00030861882,-120.9139,100.36,2.4729457,33.714355,0.3313198,-21.99709,13.813406,70.59249,0.0046456847,2402.5457,-69.62040125191211,-0.18835981,0.8703996,2484.7986438274384,0.024729457,51.293503
True,-1,0.0068110907,10.305119,-57.29758,100,7.274425e-05,0.8621911,-68.678795,9.703916,27500,1.1681,6598086,-50.419815,,275,[-0.084  1.77  -1.607],-72.576805,0.0072744256,-116.94041,99.19,9.031962,25.372887,0.6811091,-44.78434,14.310472,66.52059,0.011681,11374.062,-68.67879463195801,-0.20713769,0.8621911,2488.022543668747,0.09031962,48.261612
True,-1,0.006037368,10.450391,-57.774254,100,2.5140258e-05,0.85331786,-72.34266,9.56902,27600,1.602837,6608474,-49.930557,,276,[-0.098  1.747 -1.626],-76.96854,0.002514026,-138.77625,103.88,15.410804,12.42501,0.6037368,-42.82016,15.806009,88.84569,0.016028369,19160.629,-72.34265809819102,-0.23824649,0.85331786,2492.700177669525,0.15410803,66.433586
True,-1,0.007625224,8.273614,-68.65847,100,2.0168272e-05,0.8574557,-71.75369,12.0866165,27700,1.2026167,6618798,-49.70688,,277,[-0.106  1.724 -1.657],-76.48177,0.0020168272,-141.84225,103.24,6.73677,28.674484,0.76252246,-55.05869,15.433914,92.135376,0.012026168,19236.023,-71.75369774922729,-0.28588977,0.8574557,2497.6201391220093,0.0673677,70.088554
True,-1,0.0067713424,10.509141,-59.25575,100,2.4619732e-05,0.86807024,-69.24352,9.515526,27800,1.0198755,6628764,-49.662437,,278,[-0.118  1.705 -1.705],-73.633156,0.0024619733,-131.68925,99.66,5.3410645,30.59478,0.6771343,-45.025494,15.900385,82.02682,0.010198754,12695.631,-69.24351294428111,-0.26824856,0.86807024,2501.80211687088,0.05341064,62.445744
