MaxVanillaIw,J,eRenyi2,VarVanillaIw,AvgVanillaIw,VarJ,MaxNormIw,AvgDiscRet,BatchSize,EpsThisIter,VanillaAvgRet,Bound,IterType,Delta,VarDiscRet,MinVanillaIw,AvgRet,ESSClassic,VarNormIw,AvgEpLen,AvgNormIw,MinNormIw,ESSRenyi,VarRet
1.0,-59.4595,1.0,,1.0,26.2064,0.005,-61.8227662404,500,100,-61.8227662404,-59.4595,2,1.0,1340.04761456,1.0,-61.8227662404,200.000000102,2.1793e-19,89.72,0.005,0.005,500.0,1340.04761456
1.0,-58.7155,1.0,,1.0,21.8776,0.00333333,-57.2274610487,500,100,-57.2274610487,-58.7155,2,1.0,59.6160972945,1.0,-57.2274610487,299.999969474,5.43914e-20,84.19,0.00333333,0.00333333,500.0,59.6160972945
1.0,-59.4285,1.0,,1.0,26.2828,0.0025,-61.5674581945,500,100,-61.5674581945,-59.4285,2,1.0,1334.49136579,1.0,-61.5674581945,400.0,5.4346e-20,89.22,0.0025,0.0025,500.0,1334.49136579
1.0,-59.044,1.0,,1.0,23.6796,0.002,-57.5060902709,500,100,-57.5060902709,-59.044,1,1.0,37.9081225673,1.0,-57.5060902709,500.000006643,5.43187e-20,83.91,0.002,0.002,500.0,37.9081225673
1.0,-58.1829,1.0,,1.0,7.46182,0.01,-58.1828744811,500,100,-58.1828744811,-58.1829,2,1.0,56.2412349847,1.0,-58.1828744811,100.0,3.50449e-18,85.98,0.01,0.01,500.0,56.2412349847
1.0,-58.0499,1.0,,1.0,7.01625,0.005,-57.9168391302,500,100,-57.9168391302,-58.0499,2,1.0,43.1729756554,1.0,-57.9168391302,200.000000102,2.1793e-19,84.92,0.005,0.005,500.0,43.1729756554
1.0,-59.2011,1.0,,1.0,21.812,0.00333333,-61.5037216385,500,100,-61.5037216385,-59.2011,2,1.0,1334.22895364,1.0,-61.5037216385,299.999969474,5.43914e-20,89.04,0.00333333,0.00333333,500.0,1334.22895364
1.0,-58.7734,1.0,,1.0,19.2144,0.0025,-57.4902615447,500,100,-57.4902615447,-58.7734,2,1.0,47.7648953416,1.0,-57.4902615447,400.0,5.4346e-20,84.24,0.0025,0.0025,500.0,47.7648953416
1.0,-58.5363,1.0,,1.0,17.3836,0.002,-57.5877218007,500,100,-57.5877218007,-58.5363,1,1.0,33.3731492657,1.0,-57.5877218007,500.000006643,5.43187e-20,84.48,0.002,0.002,500.0,33.3731492657
1.0,-56.7743,1.0,,1.0,6.67646,0.01,-56.7743250096,500,100,-56.7743250096,-56.7743,2,1.0,45.0253783827,1.0,-56.7743250096,100.0,3.50449e-18,82.82,0.01,0.01,500.0,45.0253783827
1.0,-57.6847,1.0,,1.0,6.92313,0.005,-58.5951653197,500,100,-58.5951653197,-57.6847,2,1.0,50.1279630016,1.0,-58.5951653197,200.000000102,2.1793e-19,86.46,0.005,0.005,500.0,50.1279630016
1.0,-57.124,1.0,,1.0,6.84816,0.00333333,-56.0024443449,500,100,-56.0024443449,-57.124,2,1.0,43.3794625896,1.0,-56.0024443449,299.999969474,5.43914e-20,81.95,0.00333333,0.00333333,500.0,43.3794625896
1.0,-57.5079,1.0,,1.0,7.00264,0.0025,-58.6596054131,500,100,-58.6596054131,-57.5079,2,1.0,54.2297745645,1.0,-58.6596054131,400.0,5.4346e-20,86.07,0.0025,0.0025,500.0,54.2297745645
1.0,-57.6824,1.0,,1.0,7.08976,0.002,-58.3806699227,500,100,-58.3806699227,-57.6824,1,1.0,55.1172636203,1.0,-58.3806699227,500.000006643,5.43187e-20,85.77,0.002,0.002,500.0,55.1172636203
1.0,-57.2209,1.0,,1.0,6.66432,0.01,-57.2209198311,500,100,-57.2209198311,-57.2209,2,1.0,44.8617136403,1.0,-57.2209198311,100.0,3.50449e-18,83.87,0.01,0.01,500.0,44.8617136403
1.0,-57.532,1.0,,1.0,7.16395,0.005,-57.8430378507,500,100,-57.8430378507,-57.532,2,1.0,58.624010763,1.0,-57.8430378507,200.000000102,2.1793e-19,85.23,0.005,0.005,500.0,58.624010763
1.0,-57.7282,1.0,,1.0,7.16923,0.00333333,-58.1205193408,500,100,-58.1205193408,-57.7282,2,1.0,51.8366096434,1.0,-58.1205193408,299.999969474,5.43914e-20,85.55,0.00333333,0.00333333,500.0,51.8366096434
1.0,-57.6925,1.0,,1.0,7.05469,0.0025,-57.5856743152,500,100,-57.5856743152,-57.6925,2,1.0,45.31905559,1.0,-57.5856743152,400.0,5.4346e-20,84.2,0.0025,0.0025,500.0,45.31905559
1.0,-57.6306,1.0,,1.0,6.97974,0.002,-57.3828022142,500,100,-57.3828022142,-57.6306,1,1.0,44.8811776172,1.0,-57.3828022142,500.000006643,5.43187e-20,84.29,0.002,0.002,500.0,44.8811776172
1.0,-58.3133,1.0,,1.0,7.74953,0.01,-58.3132686883,500,100,-58.3132686883,-58.3133,2,1.0,60.6617519935,1.0,-58.3132686883,100.0,3.50449e-18,85.62,0.01,0.01,500.0,60.6617519935
1.0,-58.2044,1.0,,1.0,7.39307,0.005,-58.0955725423,500,100,-58.0955725423,-58.2044,2,1.0,49.7334147973,1.0,-58.0955725423,200.000000102,2.1793e-19,85.59,0.005,0.005,500.0,49.7334147973
1.0,-57.9115,1.0,,1.0,7.42727,0.00333333,-57.3256686409,500,100,-57.3256686409,-57.9115,2,1.0,56.2253346391,1.0,-57.3256686409,299.999969474,5.43914e-20,83.89,0.00333333,0.00333333,500.0,56.2253346391
1.0,-57.5491,1.0,,1.0,7.22097,0.0025,-56.4618133844,500,100,-56.4618133844,-57.5491,2,1.0,41.919559661,1.0,-56.4618133844,400.0,5.4346e-20,82.7,0.0025,0.0025,500.0,41.919559661
1.0,-57.5721,1.0,,1.0,7.19709,0.002,-57.6639132394,500,100,-57.6639132394,-57.5721,1,1.0,50.9195038232,1.0,-57.6639132394,500.000006643,5.43187e-20,84.57,0.002,0.002,500.0,50.9195038232
1.0,-58.1287,1.0,,1.0,7.59434,0.01,-58.1286777894,500,100,-58.1286777894,-58.1287,2,1.0,58.2565856136,1.0,-58.1286777894,100.0,3.50449e-18,85.38,0.01,0.01,500.0,58.2565856136
1.0,-57.5541,1.0,,1.0,7.32076,0.005,-56.9795544539,500,100,-56.9795544539,-57.5541,2,1.0,49.3463150972,1.0,-56.9795544539,200.000000102,2.1793e-19,83.07,0.005,0.005,500.0,49.3463150972
1.0,-58.9938,1.0,,1.0,21.9512,0.00333333,-61.873150502,500,100,-61.873150502,-58.9938,2,1.0,1339.33883679,1.0,-61.873150502,299.999969474,5.43914e-20,89.67,0.00333333,0.00333333,500.0,1339.33883679
1.0,-58.6741,1.0,,1.0,19.3264,0.0025,-57.7149443075,500,100,-57.7149443075,-58.6741,2,1.0,47.7192322165,1.0,-57.7149443075,400.0,5.4346e-20,84.64,0.0025,0.0025,500.0,47.7192322165
1.0,-58.4924,1.0,,1.0,17.5724,0.002,-57.7654697734,500,100,-57.7654697734,-58.4924,1,1.0,49.7414662062,1.0,-57.7654697734,500.000006643,5.43187e-20,85.29,0.002,0.002,500.0,49.7414662062
1.0,-57.0399,1.0,,1.0,7.03972,0.01,-57.0399026228,500,100,-57.0399026228,-57.0399,2,1.0,50.0581713432,1.0,-57.0399026228,100.0,3.50449e-18,83.79,0.01,0.01,500.0,50.0581713432
1.0,-58.8461,1.0,,1.0,26.2595,0.005,-60.6523143993,500,100,-60.6523143993,-58.8461,2,1.0,1336.40545409,1.0,-60.6523143993,200.000000102,2.1793e-19,87.59,0.005,0.005,500.0,1336.40545409
1.0,-58.435,1.0,,1.0,21.8199,0.00333333,-57.6126841642,500,100,-57.6126841642,-58.435,2,1.0,48.6770592497,1.0,-57.6126841642,299.999969474,5.43914e-20,84.7,0.00333333,0.00333333,500.0,48.6770592497
1.0,-59.2136,1.0,,1.0,26.2366,0.0025,-61.5496094795,500,100,-61.5496094795,-59.2136,2,1.0,1331.1382667,1.0,-61.5496094795,400.0,5.4346e-20,88.92,0.0025,0.0025,500.0,1331.1382667
1.0,-59.6758,1.0,,1.0,28.5534,0.002,-61.5244682087,500,100,-61.5244682087,-59.6758,1,1.0,1332.11203593,1.0,-61.5244682087,500.000006643,5.43187e-20,88.68,0.002,0.002,500.0,1332.11203593
1.0,-57.5404,1.0,,1.0,8.06143,0.01,-57.5404168813,500,100,-57.5404168813,-57.5404,2,1.0,65.6430485042,1.0,-57.5404168813,100.0,3.50449e-18,84.44,0.01,0.01,500.0,65.6430485042
1.0,-58.5161,1.0,,1.0,7.95611,0.005,-59.4918409826,500,100,-59.4918409826,-58.5161,2,1.0,60.3119089596,1.0,-59.4918409826,200.000000102,2.1793e-19,87.75,0.005,0.005,500.0,60.3119089596
1.0,-58.1857,1.0,,1.0,7.70486,0.00333333,-57.5249432692,500,100,-57.5249432692,-58.1857,2,1.0,51.3535712311,1.0,-57.5249432692,299.999969474,5.43914e-20,84.27,0.00333333,0.00333333,500.0,51.3535712311
1.0,-58.4214,1.0,,1.0,7.50548,0.0025,-59.1282997321,500,100,-59.1282997321,-58.4214,2,1.0,47.0386724342,1.0,-59.1282997321,400.0,5.4346e-20,87.12,0.0025,0.0025,500.0,47.0386724342
1.0,-58.0963,1.0,,1.0,7.37068,0.002,-56.7961905178,500,100,-56.7961905178,-58.0963,1,1.0,44.6390389668,1.0,-56.7961905178,500.000006643,5.43187e-20,82.97,0.002,0.002,500.0,44.6390389668
1.0,-60.9432,1.0,,1.0,36.4891,0.01,-60.9432010852,500,100,-60.9432010852,-60.9432,2,1.0,1344.90593439,1.0,-60.9432010852,100.0,3.50449e-18,88.85,0.01,0.01,500.0,1344.90593439
1.0,-60.083,1.0,,1.0,26.2286,0.005,-59.2228010808,500,100,-59.2228010808,-60.083,2,1.0,43.3752841653,1.0,-59.2228010808,200.000000102,2.1793e-19,87.54,0.005,0.005,500.0,43.3752841653
1.0,-59.2466,1.0,,1.0,21.8587,0.00333333,-57.5736552249,500,100,-57.5736552249,-59.2466,2,1.0,53.8748149768,1.0,-57.5736552249,299.999969474,5.43914e-20,84.76,0.00333333,0.00333333,500.0,53.8748149768
1.0,-58.8326,1.0,,1.0,19.1476,0.0025,-57.5909018239,500,100,-57.5909018239,-58.8326,2,1.0,31.3692620522,1.0,-57.5909018239,400.0,5.4346e-20,84.49,0.0025,0.0025,500.0,31.3692620522
1.0,-60.1395,1.0,,1.0,28.5473,0.002,-65.3670754142,500,100,-65.3670754142,-60.1395,1,1.0,2600.0545494,1.0,-65.3670754142,500.000006643,5.43187e-20,93.65,0.002,0.002,500.0,2600.0545494
1.0,-57.9261,1.0,,1.0,7.21829,0.01,-57.9260853224,500,100,-57.9260853224,-57.9261,2,1.0,52.6299949683,1.0,-57.9260853224,100.0,3.50449e-18,85.16,0.01,0.01,500.0,52.6299949683
1.0,-57.4422,1.0,,1.0,6.69308,0.005,-56.9583131284,500,100,-56.9583131284,-57.4422,2,1.0,37.3967027294,1.0,-56.9583131284,200.000000102,2.1793e-19,83.13,0.005,0.005,500.0,37.3967027294
1.0,-57.3824,1.0,,1.0,6.75879,0.00333333,-57.2628485438,500,100,-57.2628485438,-57.3824,2,1.0,47.9064134454,1.0,-57.2628485438,299.999969474,5.43914e-20,84.2,0.00333333,0.00333333,500.0,47.9064134454
1.0,-57.3053,1.0,,1.0,6.9166,0.0025,-57.074058845,500,100,-57.074058845,-57.3053,2,1.0,54.7906186125,1.0,-57.074058845,400.0,5.4346e-20,83.44,0.0025,0.0025,500.0,54.7906186125
1.0,-57.3966,1.0,,1.0,6.9455,0.002,-57.7616585135,500,100,-57.7616585135,-57.3966,1,1.0,50.1773442419,1.0,-57.7616585135,500.000006643,5.43187e-20,84.73,0.002,0.002,500.0,50.1773442419
1.0,-58.8673,1.0,,1.0,6.453,0.01,-58.8673294887,500,100,-58.8673294887,-58.8673,2,1.0,42.0618167588,1.0,-58.8673294887,100.0,3.50449e-18,86.48,0.01,0.01,500.0,42.0618167588
1.0,-59.2298,1.0,,1.0,6.50756,0.005,-59.5922004065,500,100,-59.5922004065,-59.2298,2,1.0,43.2249835111,1.0,-59.5922004065,200.000000102,2.1793e-19,87.83,0.005,0.005,500.0,43.2249835111
1.0,-59.8633,1.0,,1.0,21.6559,0.00333333,-61.1303210104,500,100,-61.1303210104,-59.8633,2,1.0,1333.161242,1.0,-61.1303210104,299.999969474,5.43914e-20,88.3,0.00333333,0.00333333,500.0,1333.161242
1.0,-59.2996,1.0,,1.0,19.1585,0.0025,-57.6086829993,500,100,-57.6086829993,-59.2996,2,1.0,58.0202480149,1.0,-57.6086829993,400.0,5.4346e-20,84.42,0.0025,0.0025,500.0,58.0202480149
1.0,-59.2225,1.0,,1.0,17.5129,0.002,-58.913916986,500,100,-58.913916986,-59.2225,1,1.0,65.859066496,1.0,-58.913916986,500.000006643,5.43187e-20,86.57,0.002,0.002,500.0,65.859066496
1.0,-56.6541,1.0,,1.0,6.79377,0.01,-56.654080718,500,100,-56.654080718,-56.6541,2,1.0,46.6215051127,1.0,-56.654080718,100.0,3.50449e-18,82.86,0.01,0.01,500.0,46.6215051127
1.0,-57.7621,1.0,,1.0,7.11742,0.005,-58.8701815148,500,100,-58.8701815148,-57.7621,2,1.0,53.236810976,1.0,-58.8701815148,200.000000102,2.1793e-19,86.68,0.005,0.005,500.0,53.236810976
1.0,-57.8195,1.0,,1.0,7.16049,0.00333333,-57.9341062418,500,100,-57.9341062418,-57.8195,2,1.0,53.0130317519,1.0,-57.9341062418,299.999969474,5.43914e-20,85.05,0.00333333,0.00333333,500.0,53.0130317519
1.0,-57.904,1.0,,1.0,7.05139,0.0025,-58.1577152884,500,100,-58.1577152884,-57.904,2,1.0,45.4391784535,1.0,-58.1577152884,400.0,5.4346e-20,85.47,0.0025,0.0025,500.0,45.4391784535
1.0,-57.8707,1.0,,1.0,6.84924,0.002,-57.7372558296,500,100,-57.7372558296,-57.8707,1,1.0,36.0098419452,1.0,-57.7372558296,500.000006643,5.43187e-20,84.9,0.002,0.002,500.0,36.0098419452
1.0,-58.0791,1.0,,1.0,6.60983,0.01,-58.0791173311,500,100,-58.0791173311,-58.0791,2,1.0,44.1311419318,1.0,-58.0791173311,100.0,3.50449e-18,85.32,0.01,0.01,500.0,44.1311419318
1.0,-57.678,1.0,,1.0,6.6494,0.005,-57.2768876378,500,100,-57.2768876378,-57.678,2,1.0,44.866059475,1.0,-57.2768876378,200.000000102,2.1793e-19,83.77,0.005,0.005,500.0,44.866059475
1.0,-57.7915,1.0,,1.0,6.56388,0.00333333,-58.0183526649,500,100,-58.0183526649,-57.7915,2,1.0,41.158744773,1.0,-58.0183526649,299.999969474,5.43914e-20,84.85,0.00333333,0.00333333,500.0,41.158744773
1.0,-57.5861,1.0,,1.0,6.65338,0.0025,-56.9698922881,500,100,-56.9698922881,-57.5861,2,1.0,47.7882104635,1.0,-56.9698922881,400.0,5.4346e-20,83.38,0.0025,0.0025,500.0,47.7882104635
1.0,-57.7517,1.0,,1.0,6.78728,0.002,-58.4141185421,500,100,-58.4141185421,-57.7517,1,1.0,53.2501447471,1.0,-58.4141185421,500.000006643,5.43187e-20,85.57,0.002,0.002,500.0,53.2501447471
1.0,-57.4243,1.0,,1.0,7.24347,0.01,-57.4243323079,500,100,-57.4243323079,-57.4243,2,1.0,52.9978413389,1.0,-57.4243323079,100.0,3.50449e-18,84.05,0.01,0.01,500.0,52.9978413389
1.0,-59.5406,1.0,,1.0,26.2852,0.005,-61.6567992693,500,100,-61.6567992693,-59.5406,2,1.0,1333.73564264,1.0,-61.6567992693,200.000000102,2.1793e-19,89.17,0.005,0.005,500.0,1333.73564264
1.0,-59.9356,1.0,,1.0,30.0107,0.00333333,-60.7256544951,500,100,-60.7256544951,-59.9356,2,1.0,1332.4855404,1.0,-60.7256544951,299.999969474,5.43914e-20,87.95,0.00333333,0.00333333,500.0,1332.4855404
1.0,-59.3684,1.0,,1.0,26.2212,0.0025,-57.6667881237,500,100,-57.6667881237,-59.3684,2,1.0,44.8808917897,1.0,-57.6667881237,400.0,5.4346e-20,84.31,0.0025,0.0025,500.0,44.8808917897
1.0,-59.1209,1.0,,1.0,23.6903,0.002,-58.1308573127,500,100,-58.1308573127,-59.1209,1,1.0,55.2721516261,1.0,-58.1308573127,500.000006643,5.43187e-20,85.3,0.002,0.002,500.0,55.2721516261
1.0,-57.1518,1.0,,1.0,7.55028,0.01,-57.1518270785,500,100,-57.1518270785,-57.1518,2,1.0,57.5825870268,1.0,-57.1518270785,100.0,3.50449e-18,84.02,0.01,0.01,500.0,57.5825870268
1.0,-57.3594,1.0,,1.0,7.37449,0.005,-57.5669724986,500,100,-57.5669724986,-57.3594,2,1.0,52.1951775484,1.0,-57.5669724986,200.000000102,2.1793e-19,84.52,0.005,0.005,500.0,52.1951775484
1.0,-57.9605,1.0,,1.0,7.63403,0.00333333,-59.1627694665,500,100,-59.1627694665,-57.9605,2,1.0,64.5464861621,1.0,-59.1627694665,299.999969474,5.43914e-20,87.01,0.00333333,0.00333333,500.0,64.5464861621
1.0,-58.8377,1.0,,1.0,19.4494,0.0025,-61.4690861729,500,100,-61.4690861729,-58.8377,2,1.0,1342.48161276,1.0,-61.4690861729,400.0,5.4346e-20,89.04,0.0025,0.0025,500.0,1342.48161276
1.0,-58.631,1.0,,1.0,17.7526,0.002,-57.8045146543,500,100,-57.8045146543,-58.631,1,1.0,62.4119480195,1.0,-57.8045146543,500.000006643,5.43187e-20,84.69,0.002,0.002,500.0,62.4119480195
1.0,-56.9767,1.0,,1.0,6.35658,0.01,-56.9766530696,500,100,-56.9766530696,-56.9767,2,1.0,40.8141905895,1.0,-56.9766530696,100.0,3.50449e-18,83.35,0.01,0.01,500.0,40.8141905895
1.0,-59.7609,1.0,,1.0,26.2112,0.005,-62.5452027462,500,100,-62.5452027462,-59.7609,2,1.0,1331.46151637,1.0,-62.5452027462,200.000000102,2.1793e-19,91.5,0.005,0.005,500.0,1331.46151637
1.0,-58.6159,1.0,,1.0,21.813,0.00333333,-56.325714173,500,100,-56.325714173,-58.6159,2,1.0,45.9625564935,1.0,-56.325714173,299.999969474,5.43914e-20,82.5,0.00333333,0.00333333,500.0,45.9625564935
1.0,-58.3172,1.0,,1.0,19.1902,0.0025,-57.4213222317,500,100,-57.4213222317,-58.3172,2,1.0,45.0152443661,1.0,-57.4213222317,400.0,5.4346e-20,83.95,0.0025,0.0025,500.0,45.0152443661
1.0,-58.0051,1.0,,1.0,17.4601,0.002,-56.7566604285,500,100,-56.7566604285,-58.0051,1,1.0,49.7566427867,1.0,-56.7566604285,500.000006643,5.43187e-20,83.0,0.002,0.002,500.0,49.7566427867
1.0,-60.8463,1.0,,1.0,36.4738,0.01,-60.8463026971,500,100,-60.8463026971,-60.8463,2,1.0,1343.77320053,1.0,-60.8463026971,100.0,3.50449e-18,87.89,0.01,0.01,500.0,1343.77320053
1.0,-58.425,1.0,,1.0,26.3918,0.005,-56.0036551003,500,100,-56.0036551003,-58.425,2,1.0,51.5078758736,1.0,-56.0036551003,200.000000102,2.1793e-19,81.63,0.005,0.005,500.0,51.5078758736
1.0,-58.3259,1.0,,1.0,21.9416,0.00333333,-58.1276358889,500,100,-58.1276358889,-58.3259,2,1.0,51.7094086741,1.0,-58.1276358889,299.999969474,5.43914e-20,85.48,0.00333333,0.00333333,500.0,51.7094086741
1.0,-58.3501,1.0,,1.0,19.3842,0.0025,-58.4229201297,500,100,-58.4229201297,-58.3501,2,1.0,59.265321641,1.0,-58.4229201297,400.0,5.4346e-20,85.7,0.0025,0.0025,500.0,59.265321641
1.0,-58.0879,1.0,,1.0,17.5873,0.002,-57.0388107029,500,100,-57.0388107029,-58.0879,1,1.0,42.6339553016,1.0,-57.0388107029,500.000006643,5.43187e-20,83.73,0.002,0.002,500.0,42.6339553016
1.0,-61.6368,1.0,,1.0,36.293,0.01,-61.636772113,500,100,-61.636772113,-61.6368,2,1.0,1330.48689371,1.0,-61.636772113,100.0,3.50449e-18,89.54,0.01,0.01,500.0,1330.48689371
1.0,-59.1659,1.0,,1.0,26.2148,0.005,-56.6950254117,500,100,-56.6950254117,-59.1659,2,1.0,45.4908696037,1.0,-56.6950254117,200.000000102,2.1793e-19,83.14,0.005,0.005,500.0,45.4908696037
1.0,-58.523,1.0,,1.0,21.7479,0.00333333,-57.2371719046,500,100,-57.2371719046,-58.523,2,1.0,42.4286015478,1.0,-57.2371719046,299.999969474,5.43914e-20,83.95,0.00333333,0.00333333,500.0,42.4286015478
1.0,-58.0735,1.0,,1.0,19.1761,0.0025,-56.7250042816,500,100,-56.7250042816,-58.0735,2,1.0,50.0486944993,1.0,-56.7250042816,400.0,5.4346e-20,83.05,0.0025,0.0025,500.0,50.0486944993
1.0,-58.0854,1.0,,1.0,17.4326,0.002,-58.1332114933,500,100,-58.1332114933,-58.0854,1,1.0,49.0757892757,1.0,-58.1332114933,500.000006643,5.43187e-20,85.02,0.002,0.002,500.0,49.0757892757
1.0,-57.2078,1.0,,1.0,6.02093,0.01,-57.2078121589,500,100,-57.2078121589,-57.2078,2,1.0,36.6177301757,1.0,-57.2078121589,100.0,3.50449e-18,83.88,0.01,0.01,500.0,36.6177301757
1.0,-59.6122,1.0,,1.0,26.1608,0.005,-62.0166137716,500,100,-62.0166137716,-59.6122,2,1.0,1334.30883296,1.0,-62.0166137716,200.000000102,2.1793e-19,89.92,0.005,0.005,500.0,1334.30883296
1.0,-60.0701,1.0,,1.0,30.0023,0.00333333,-60.9858840209,500,100,-60.9858840209,-60.0701,2,1.0,1343.80909314,1.0,-60.9858840209,299.999969474,5.43914e-20,88.68,0.00333333,0.00333333,500.0,1343.80909314
1.0,-60.3452,1.0,,1.0,31.7396,0.0025,-61.1703961666,500,100,-61.1703961666,-60.3452,2,1.0,1341.69797702,1.0,-61.1703961666,400.0,5.4346e-20,88.73,0.0025,0.0025,500.0,1341.69797702
1.0,-59.822,1.0,,1.0,28.5781,0.002,-57.7294068491,500,100,-57.7294068491,-59.822,1,1.0,48.94847528,1.0,-57.7294068491,500.000006643,5.43187e-20,85.08,0.002,0.002,500.0,48.94847528
1.0,-56.3424,1.0,,1.0,6.56296,0.01,-56.3424137774,500,100,-56.3424137774,-56.3424,2,1.0,43.507555869,1.0,-56.3424137774,100.0,3.50449e-18,82.55,0.01,0.01,500.0,43.507555869
1.0,-57.6985,1.0,,1.0,6.78504,0.005,-59.0546402663,500,100,-59.0546402663,-57.6985,2,1.0,45.7808908297,1.0,-59.0546402663,200.000000102,2.1793e-19,86.97,0.005,0.005,500.0,45.7808908297
1.0,-57.4272,1.0,,1.0,7.18,0.00333333,-56.8846650569,500,100,-56.8846650569,-57.4272,2,1.0,62.7694924366,1.0,-56.8846650569,299.999969474,5.43914e-20,83.48,0.00333333,0.00333333,500.0,62.7694924366
1.0,-57.4592,1.0,,1.0,7.18702,0.0025,-57.5549511807,500,100,-57.5549511807,-57.4592,2,1.0,52.4682464767,1.0,-57.5549511807,400.0,5.4346e-20,83.82,0.0025,0.0025,500.0,52.4682464767
1.0,-57.4567,1.0,,1.0,7.23749,0.002,-57.4470735763,500,100,-57.4470735763,-57.4567,1,1.0,55.8518823288,1.0,-57.4470735763,500.000006643,5.43187e-20,83.92,0.002,0.002,500.0,55.8518823288
1.0,-56.3537,1.0,,1.0,6.60097,0.01,-56.3536921279,500,100,-56.3536921279,-56.3537,2,1.0,44.012952322,1.0,-56.3536921279,100.0,3.50449e-18,82.24,0.01,0.01,500.0,44.012952322
1.0,-57.2189,1.0,,1.0,6.48586,0.005,-58.084089981,500,100,-58.084089981,-57.2189,2,1.0,39.457392397,1.0,-58.084089981,200.000000102,2.1793e-19,85.04,0.005,0.005,500.0,39.457392397
1.0,-57.2854,1.0,,1.0,6.69273,0.00333333,-57.4184655681,500,100,-57.4184655681,-57.2854,2,1.0,50.7256571929,1.0,-57.4184655681,299.999969474,5.43914e-20,84.07,0.00333333,0.00333333,500.0,50.7256571929
1.0,-57.5566,1.0,,1.0,6.81235,0.0025,-58.3700471933,500,100,-58.3700471933,-57.5566,2,1.0,50.8813768373,1.0,-58.3700471933,400.0,5.4346e-20,86.18,0.0025,0.0025,500.0,50.8813768373
1.0,-57.4671,1.0,,1.0,6.84815,0.002,-57.1092198461,500,100,-57.1092198461,-57.4671,1,1.0,49.1845311955,1.0,-57.1092198461,500.000006643,5.43187e-20,83.96,0.002,0.002,500.0,49.1845311955
1.0,-57.3184,1.0,,1.0,7.2695,0.01,-57.3183818361,500,100,-57.3183818361,-57.3184,2,1.0,53.3794241053,1.0,-57.3183818361,100.0,3.50449e-18,84.02,0.01,0.01,500.0,53.3794241053
1.0,-57.3518,1.0,,1.0,7.77816,0.005,-57.3852884379,500,100,-57.3852884379,-57.3518,2,1.0,68.8402506567,1.0,-57.3852884379,200.000000102,2.1793e-19,84.06,0.005,0.005,500.0,68.8402506567
1.0,-58.3276,1.0,,1.0,22.1526,0.00333333,-60.2790654147,500,100,-60.2790654147,-58.3276,2,1.0,1359.08688297,1.0,-60.2790654147,299.999969474,5.43914e-20,87.24,0.00333333,0.00333333,500.0,1359.08688297
1.0,-57.7961,1.0,,1.0,19.5137,0.0025,-56.2018211283,500,100,-56.2018211283,-57.7961,2,1.0,48.0154832352,1.0,-56.2018211283,400.0,5.4346e-20,82.49,0.0025,0.0025,500.0,48.0154832352
1.0,-58.4727,1.0,,1.0,23.9239,0.002,-61.1788508788,500,100,-61.1788508788,-58.4727,1,1.0,1342.91374294,1.0,-61.1788508788,500.000006643,5.43187e-20,88.59,0.002,0.002,500.0,1342.91374294
1.0,-58.6535,1.0,,1.0,5.90779,0.01,-58.6534739564,500,100,-58.6534739564,-58.6535,2,1.0,35.25452132,1.0,-58.6534739564,100.0,3.50449e-18,85.69,0.01,0.01,500.0,35.25452132
1.0,-58.3111,1.0,,1.0,6.07124,0.005,-57.968650874,500,100,-57.968650874,-58.3111,2,1.0,38.9730662655,1.0,-57.968650874,200.000000102,2.1793e-19,85.25,0.005,0.005,500.0,38.9730662655
1.0,-57.3561,1.0,,1.0,6.21237,0.00333333,-55.4462797502,500,100,-55.4462797502,-57.3561,2,1.0,36.9590299111,1.0,-55.4462797502,299.999969474,5.43914e-20,81.13,0.00333333,0.00333333,500.0,36.9590299111
1.0,-57.3663,1.0,,1.0,6.30876,0.0025,-57.3970116389,500,100,-57.3970116389,-57.3663,2,1.0,43.8584777102,1.0,-57.3970116389,400.0,5.4346e-20,84.26,0.0025,0.0025,500.0,43.8584777102
1.0,-57.4213,1.0,,1.0,6.46011,0.002,-57.6411057407,500,100,-57.6411057407,-57.4213,1,1.0,49.9021072396,1.0,-57.6411057407,500.000006643,5.43187e-20,84.65,0.002,0.002,500.0,49.9021072396
1.0,-58.5009,1.0,,1.0,7.98399,0.01,-58.5009328566,500,100,-58.5009328566,-58.5009,2,1.0,64.3880284474,1.0,-58.5009328566,100.0,3.50449e-18,85.81,0.01,0.01,500.0,64.3880284474
1.0,-60.1767,1.0,,1.0,26.3368,0.005,-61.8524009258,500,100,-61.8524009258,-60.1767,2,1.0,1331.20355282,1.0,-61.8524009258,200.000000102,2.1793e-19,89.37,0.005,0.005,500.0,1331.20355282
1.0,-59.2349,1.0,,1.0,21.8633,0.00333333,-57.3514724226,500,100,-57.3514724226,-59.2349,2,1.0,41.857587951,1.0,-57.3514724226,299.999969474,5.43914e-20,84.18,0.00333333,0.00333333,500.0,41.857587951
1.0,-58.6669,1.0,,1.0,19.2234,0.0025,-56.9626031952,500,100,-56.9626031952,-58.6669,2,1.0,40.6803668314,1.0,-56.9626031952,400.0,5.4346e-20,83.81,0.0025,0.0025,500.0,40.6803668314
