VarVanillaIw,MaxNormIw,IterType,AvgNormIw,AvgDiscRet,Bound,MinVanillaIw,EpsThisIter,J,MinNormIw,VarRet,ESSRenyi,AvgRet,ESSClassic,BatchSize,MaxVanillaIw,AvgEpLen,eRenyi2,VarNormIw,Delta,VarJ,VarDiscRet,VanillaAvgRet,AvgVanillaIw
,0.00333333,2,0.00333333,4669.01093964,4448.86,1.0,100,4669.48,0.00333333,65.5829423203,500.0,4669.01093964,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,8.79309,65.5829423203,4669.01093964,1.0
,0.0025,2,0.0025,4670.44593385,4478.66,1.0,100,4669.72,0.0025,83.1982910165,500.0,4670.44593385,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,8.87447,83.1982910165,4670.44593385,1.0
0.000919082,0.00212853,1,0.002,4669.00323612,4498.76,0.806711,100,4669.71,0.00161415,106.912818338,499.594362116,4669.00323612,499.541430156,500,1.06379,500.0,1.00081,3.67963e-09,0.6,8.89501,106.912818338,4669.00323612,0.999551
,0.01,2,0.01,4669.54484804,4287.43,1.0,100,4669.54,0.01,131.927378344,500.0,4669.54484804,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,11.4284,131.927378344,4669.54484804,1.0
,0.005,2,0.005,4668.28382245,4398.72,1.0,100,4668.91,0.005,106.640548768,500.0,4668.28382245,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,10.8853,106.640548768,4668.28382245,1.0
,0.00333333,2,0.00333333,4668.9383947,4448.31,1.0,100,4668.92,0.00333333,87.5037448214,500.0,4668.9383947,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,10.386,87.5037448214,4668.9383947,1.0
,0.0025,2,0.0025,4670.38615437,4478.23,1.0,100,4669.29,0.0025,67.274897865,500.0,4670.38615437,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,9.89717,67.274897865,4670.38615437,1.0
0.000836738,0.0021007,1,0.002,4669.39628233,4498.5,0.785416,100,4669.45,0.00157106,82.4285685791,499.639413713,4669.39628233,499.582828311,500,1.0502,500.0,1.00072,3.34792e-09,0.6,9.2862,82.4285685791,4669.39628233,0.999855
,0.01,2,0.01,4669.16439905,4287.05,1.0,100,4669.16,0.01,82.2232085327,500.0,4669.16439905,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,9.02225,82.2232085327,4669.16439905,1.0
,0.005,2,0.005,4668.90405622,4398.84,1.0,100,4669.03,0.005,92.1305410937,500.0,4668.90405622,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,9.29096,92.1305410937,4668.90405622,1.0
,0.00333333,2,0.00333333,4669.58798916,4448.6,1.0,100,4669.22,0.00333333,67.5966247255,500.0,4669.58798916,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,8.93997,67.5966247255,4669.58798916,1.0
,0.0025,2,0.0025,4669.09434343,4478.13,1.0,100,4669.19,0.0025,61.1227905725,500.0,4669.09434343,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,8.66447,61.1227905725,4669.09434343,1.0
0.000652045,0.00211603,1,0.002,4668.0535888,4498.12,0.899382,100,4669.06,0.00179922,111.765686264,499.70530961,4668.0535888,499.674784617,500,1.05775,500.0,1.00059,2.6095e-09,0.6,8.95469,111.765686264,4668.0535888,0.999748
,0.01,2,0.01,4669.84182628,4287.73,1.0,100,4669.84,0.01,100.364225958,500.0,4669.84182628,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,9.96798,100.364225958,4669.84182628,1.0
,0.005,2,0.005,4669.78525589,4399.61,1.0,100,4669.81,0.005,56.0335302121,500.0,4669.78525589,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,8.79873,56.0335302121,4669.78525589,1.0
,0.00333333,2,0.00333333,4671.12157678,4449.63,1.0,100,4670.25,0.00333333,49.9418591802,500.0,4671.12157678,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,8.27484,49.9418591802,4671.12157678,1.0
,0.0025,2,0.0025,4668.91771554,4478.86,1.0,100,4669.92,0.0025,78.7086965423,500.0,4668.91771554,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,8.43609,78.7086965423,4668.91771554,1.0
0.000414512,0.00206971,1,0.002,4669.40975004,4498.96,0.918675,100,4669.88,0.00183798,67.0434667096,499.791470748,4669.40975004,499.793002829,500,1.0345,500.0,1.00042,1.65918e-09,0.6,8.25051,67.0434667096,4669.40975004,0.999659
,0.01,2,0.01,4670.5070459,4288.4,1.0,100,4670.51,0.01,49.0230365646,500.0,4670.5070459,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,6.96653,49.0230365646,4670.5070459,1.0
,0.005,2,0.005,4668.82938396,4399.48,1.0,100,4669.67,0.005,96.558232744,500.0,4668.82938396,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,8.53031,96.558232744,4668.82938396,1.0
,0.00333333,2,0.00333333,4670.86366421,4449.45,1.0,100,4670.07,0.00333333,77.3683107182,500.0,4670.86366421,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,8.62321,77.3683107182,4670.86366421,1.0
,0.0025,2,0.0025,4670.57811744,4479.14,1.0,100,4670.19,0.0025,76.1610030817,500.0,4670.57811744,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,8.64111,76.1610030817,4670.57811744,1.0
0.000886306,0.00218307,1,0.002,4668.45091851,4499.01,0.89604,100,4669.97,0.00179308,110.28825671,499.580378134,4668.45091851,499.557642545,500,1.09093,500.0,1.00084,3.54917e-09,0.6,8.82179,110.28825671,4668.45091851,0.999444
,0.01,2,0.01,4670.73426772,4288.62,1.0,100,4670.73,0.01,55.8189208435,500.0,4670.73426772,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,7.43372,55.8189208435,4670.73426772,1.0
,0.005,2,0.005,4669.329187,4399.83,1.0,100,4670.03,0.005,48.2716386392,500.0,4669.329187,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.21236,48.2716386392,4669.329187,1.0
,0.00333333,2,0.00333333,4670.97878858,4449.73,1.0,100,4670.35,0.00333333,46.9734594653,500.0,4670.97878858,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.09783,46.9734594653,4670.97878858,1.0
,0.0025,2,0.0025,4669.88381817,4479.17,1.0,100,4670.23,0.0025,83.3028007864,500.0,4669.88381817,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.64474,83.3028007864,4669.88381817,1.0
0.000289988,0.00208122,1,0.002,4669.82414079,4499.29,0.914587,100,4670.2,0.00182686,78.9698925142,499.862827751,4669.82414079,499.855645333,500,1.04193,500.0,1.00027,1.15702e-09,0.6,7.85387,78.9698925142,4669.82414079,1.00127
,0.01,2,0.01,4668.93556535,4286.83,1.0,100,4668.94,0.01,74.883390106,500.0,4668.93556535,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,8.61013,74.883390106,4668.93556535,1.0
,0.005,2,0.005,4671.16106782,4399.85,1.0,100,4670.05,0.005,53.7314305296,500.0,4671.16106782,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,8.0562,53.7314305296,4671.16106782,1.0
,0.00333333,2,0.00333333,4669.18986565,4449.15,1.0,100,4669.76,0.00333333,199.146969166,500.0,4669.18986565,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,10.4475,199.146969166,4669.18986565,1.0
,0.0025,2,0.0025,4668.41550242,4478.37,1.0,100,4669.43,0.0025,120.732203392,500.0,4668.41550242,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,10.587,120.732203392,4668.41550242,1.0
0.00109279,0.00211225,1,0.002,4666.97871652,4498.15,0.805634,100,4669.11,0.00161187,105.356208271,499.553721477,4666.97871652,499.454924094,500,1.05573,500.0,1.00089,4.37441e-09,0.6,9.92066,105.356208271,4666.97871652,0.999628
,0.01,2,0.01,4670.23719257,4288.13,1.0,100,4670.24,0.01,73.9568671378,500.0,4670.23719257,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,8.55673,73.9568671378,4670.23719257,1.0
,0.005,2,0.005,4667.76523492,4398.8,1.0,100,4669.0,0.005,120.877720709,500.0,4667.76523492,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,9.89802,120.877720709,4667.76523492,1.0
,0.00333333,2,0.00333333,4668.77294992,4448.31,1.0,100,4668.93,0.00333333,95.0429136829,500.0,4668.77294992,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,9.83309,95.0429136829,4668.77294992,1.0
,0.0025,2,0.0025,4669.24240278,4477.94,1.0,100,4669.0,0.0025,98.4451900774,500.0,4669.24240278,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,9.84384,98.4451900774,4669.24240278,1.0
0.000839717,0.00210563,1,0.002,4672.26337596,4498.83,0.814306,100,4669.77,0.00162848,42.2130702091,499.685604498,4672.26337596,499.581347835,500,1.0529,500.0,1.00063,3.35832e-09,0.6,9.05023,42.2130702091,4672.26337596,1.00008
,0.01,2,0.01,4669.11203592,4286.99,1.0,100,4669.11,0.01,91.5718642161,500.0,4669.11203592,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,9.52136,91.5718642161,4669.11203592,1.0
,0.005,2,0.005,4669.61720566,4399.17,1.0,100,4669.36,0.005,67.9958913277,500.0,4669.61720566,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,8.891,67.9958913277,4669.61720566,1.0
,0.00333333,2,0.00333333,4670.72503044,4449.2,1.0,100,4669.82,0.00333333,56.401278067,500.0,4670.72503044,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,8.46896,56.401278067,4670.72503044,1.0
,0.0025,2,0.0025,4661.3091722,4476.63,1.0,100,4667.69,0.0025,4482.64623096,500.0,4661.3091722,400.0,500,1.0,499.3,1.0,5.4346e-20,0.6,34.3049,4482.64623096,4661.3091722,1.0
0.00240339,0.00216647,1,0.002,4672.33064912,4497.99,0.672735,100,4669.09,0.00134287,47.0168624611,498.780609044,4672.33064912,498.808072136,500,1.08533,500.0,1.00244,9.57644e-09,0.6,21.6569,47.0168624611,4672.33064912,1.00194
,0.01,2,0.01,4669.42010986,4287.33,1.0,100,4669.42,0.01,78.2692700171,500.0,4669.42010986,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,8.80264,78.2692700171,4669.42010986,1.0
,0.005,2,0.005,4670.33199944,4399.68,1.0,100,4669.88,0.005,54.8440199314,500.0,4670.33199944,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,8.13012,54.8440199314,4670.33199944,1.0
,0.00333333,2,0.00333333,4671.15114105,4449.69,1.0,100,4670.3,0.00333333,58.6486298235,500.0,4671.15114105,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.98632,58.6486298235,4671.15114105,1.0
,0.0025,2,0.0025,4668.58703173,4478.81,1.0,100,4669.87,0.0025,117.260870915,500.0,4668.58703173,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,8.79823,117.260870915,4668.58703173,1.0
0.000519841,0.00208495,1,0.002,4668.96101692,4498.85,0.846027,100,4669.78,0.00169016,61.3282146124,499.753060766,4668.96101692,499.741167479,500,1.04364,500.0,1.00049,2.07471e-09,0.6,8.40506,61.3282146124,4668.96101692,1.00112
,0.01,2,0.01,4670.11053315,4288.01,1.0,100,4670.11,0.01,55.4384082154,500.0,4670.11053315,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,7.40838,55.4384082154,4670.11053315,1.0
,0.005,2,0.005,4671.18869728,4400.45,1.0,100,4670.65,0.005,53.1462410901,500.0,4671.18869728,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.3512,53.1462410901,4671.18869728,1.0
,0.00333333,2,0.00333333,4670.72711626,4450.06,1.0,100,4670.68,0.00333333,57.9949664685,500.0,4670.72711626,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.42741,57.9949664685,4670.72711626,1.0
,0.0025,2,0.0025,4669.68305895,4479.37,1.0,100,4670.43,0.0025,84.2152210051,500.0,4669.68305895,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.89955,84.2152210051,4669.68305895,1.0
0.000403555,0.00210126,1,0.002,4670.43019936,4499.57,0.905765,100,4670.49,0.00180871,65.5661361832,499.787301938,4670.43019936,499.799340972,500,1.05227,500.0,1.00043,1.60919e-09,0.6,7.83997,65.5661361832,4670.43019936,1.00156
,0.01,2,0.01,4669.63959844,4287.52,1.0,100,4669.64,0.01,86.1062413308,500.0,4669.63959844,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,9.23284,86.1062413308,4669.63959844,1.0
,0.005,2,0.005,4669.30098014,4399.27,1.0,100,4669.47,0.005,70.8557996222,500.0,4669.30098014,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,8.81618,70.8557996222,4669.30098014,1.0
,0.00333333,2,0.00333333,4670.26041289,4449.12,1.0,100,4669.73,0.00333333,81.4688415294,500.0,4670.26041289,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,8.8792,81.4688415294,4670.26041289,1.0
,0.0025,2,0.0025,4670.81352354,4478.94,1.0,100,4670.0,0.0025,58.1209741397,500.0,4670.81352354,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,8.58683,58.1209741397,4670.81352354,1.0
0.000666091,0.0021129,1,0.002,4669.44668129,4499.07,0.858196,100,4670.01,0.0017184,66.4337707228,499.702987779,4669.44668129,499.667089451,500,1.05522,500.0,1.00059,2.6706e-09,0.6,8.3296,66.4337707228,4669.44668129,0.998832
,0.01,2,0.01,4669.94050522,4287.83,1.0,100,4669.94,0.01,68.1822027831,500.0,4669.94050522,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,8.21583,68.1822027831,4669.94050522,1.0
,0.005,2,0.005,4669.46100767,4399.51,1.0,100,4669.7,0.005,63.02552013,500.0,4669.46100767,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,8.06255,63.02552013,4669.46100767,1.0
,0.00333333,2,0.00333333,4671.71016494,4449.75,1.0,100,4670.37,0.00333333,45.0617162333,500.0,4671.71016494,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.68792,45.0617162333,4671.71016494,1.0
,0.0025,2,0.0025,4670.42209968,4479.32,1.0,100,4670.38,0.0025,62.061486348,500.0,4670.42209968,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.72585,62.061486348,4670.42209968,1.0
0.000295567,0.00208862,1,0.002,4669.81313342,4499.41,0.940154,100,4670.33,0.00187981,73.1319600173,499.85341556,4669.81313342,499.852629525,500,1.04459,500.0,1.00029,1.18165e-09,0.6,7.82651,73.1319600173,4669.81313342,1.00026
,0.01,2,0.01,4670.32468925,4288.22,1.0,100,4670.32,0.01,61.8565146205,500.0,4670.32468925,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,7.82547,61.8565146205,4670.32468925,1.0
,0.005,2,0.005,4668.52437836,4399.23,1.0,100,4669.42,0.005,97.6383986245,500.0,4668.52437836,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,8.93087,97.6383986245,4668.52437836,1.0
,0.00333333,2,0.00333333,4671.00743987,4449.34,1.0,100,4669.95,0.00333333,73.307808878,500.0,4671.00743987,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,8.82734,73.307808878,4671.00743987,1.0
,0.0025,2,0.0025,4670.29715434,4478.98,1.0,100,4670.04,0.0025,62.0383865095,500.0,4670.29715434,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,8.59175,62.0383865095,4670.29715434,1.0
0.000615068,0.0020951,1,0.002,4670.77149901,4499.35,0.891493,100,4670.28,0.00178603,70.3297814961,499.763362399,4670.77149901,499.692318986,500,1.04577,500.0,1.00047,2.46869e-09,0.6,8.39994,70.3297814961,4670.77149901,0.998295
,0.01,2,0.01,4670.25392876,4288.13,1.0,100,4670.25,0.01,81.0485209921,500.0,4670.25392876,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,8.95757,81.0485209921,4670.25392876,1.0
,0.005,2,0.005,4671.47492784,4400.67,1.0,100,4670.86,0.005,73.4988109691,500.0,4671.47492784,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,8.76776,73.4988109691,4671.47492784,1.0
,0.00333333,2,0.00333333,4670.40016152,4450.09,1.0,100,4670.71,0.00333333,119.183874428,500.0,4670.40016152,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,9.51985,119.183874428,4670.40016152,1.0
,0.0025,2,0.0025,4670.31363093,4479.55,1.0,100,4670.61,0.0025,66.6061586163,500.0,4670.31363093,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,9.19158,66.6061586163,4670.31363093,1.0
0.000736407,0.00209944,1,0.002,4670.32661723,4499.72,0.868678,100,4670.66,0.00174039,69.4509251428,499.707988672,4670.32661723,499.631679556,500,1.04789,500.0,1.00058,2.95594e-09,0.6,8.74739,69.4509251428,4670.32661723,0.998255
,0.01,2,0.01,4669.55128186,4287.44,1.0,100,4669.55,0.01,83.8583336958,500.0,4669.55128186,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,9.11152,83.8583336958,4669.55128186,1.0
,0.005,2,0.005,4670.58809409,4399.87,1.0,100,4670.07,0.005,62.5721536427,500.0,4670.58809409,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,8.52947,62.5721536427,4670.58809409,1.0
,0.00333333,2,0.00333333,4669.6111598,4449.3,1.0,100,4669.92,0.00333333,84.8801677625,500.0,4669.6111598,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,8.74977,84.8801677625,4669.6111598,1.0
,0.0025,2,0.0025,4669.37668603,4478.72,1.0,100,4669.78,0.0025,75.1506712622,500.0,4669.37668603,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,8.722,75.1506712622,4669.37668603,1.0
0.000533221,0.00211616,1,0.002,4669.44987051,4498.87,0.877267,100,4669.8,0.00175486,73.5262566725,499.759849077,4669.44987051,499.733803699,500,1.05788,500.0,1.00048,2.13367e-09,0.6,8.52028,73.5262566725,4669.44987051,0.999817
,0.01,2,0.01,4670.52124734,4288.4,1.0,100,4670.52,0.01,53.9571319784,500.0,4670.52124734,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,7.30871,53.9571319784,4670.52124734,1.0
,0.005,2,0.005,4670.17455309,4400.15,1.0,100,4670.35,0.005,52.8950301852,500.0,4670.17455309,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.27474,52.8950301852,4670.17455309,1.0
,0.00333333,2,0.00333333,4669.61934946,4449.49,1.0,100,4670.1,0.00333333,63.535563949,500.0,4669.61934946,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.50773,63.535563949,4669.61934946,1.0
,0.0025,2,0.0025,4669.76205403,4478.96,1.0,100,4670.02,0.0025,76.7625114502,500.0,4669.76205403,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.82913,76.7625114502,4669.76205403,1.0
0.000471317,0.00209727,1,0.002,4669.69313168,4499.11,0.900763,100,4670.03,0.00180289,83.5636192048,499.782120798,4669.69313168,499.764598493,500,1.04784,500.0,1.00044,1.88812e-09,0.6,7.98428,83.5636192048,4669.69313168,0.999245
,0.01,2,0.01,4671.43516866,4289.32,1.0,100,4671.44,0.01,59.3216620799,500.0,4671.43516866,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,7.66345,59.3216620799,4671.43516866,1.0
,0.005,2,0.005,4669.64449052,4400.34,1.0,100,4670.54,0.005,91.6821120926,500.0,4669.64449052,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,8.69186,91.6821120926,4669.64449052,1.0
,0.00333333,2,0.00333333,4669.85108696,4449.69,1.0,100,4670.31,0.00333333,69.3172937025,500.0,4669.85108696,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,8.56421,69.3172937025,4669.85108696,1.0
,0.0025,2,0.0025,4670.04259211,4479.18,1.0,100,4670.24,0.0025,58.2357686367,500.0,4670.04259211,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,8.33283,58.2357686367,4670.04259211,1.0
0.000405215,0.00208513,1,0.002,4670.85429685,4499.51,0.898028,100,4670.43,0.00179589,63.7257570456,499.815889466,4670.85429685,499.798017419,500,1.04266,500.0,1.00037,1.62056e-09,0.6,8.17211,63.7257570456,4670.85429685,1.00009
,0.01,2,0.01,4670.16503349,4288.06,1.0,100,4670.16,0.01,63.9139791166,500.0,4670.16503349,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,7.95454,63.9139791166,4670.16503349,1.0
,0.005,2,0.005,4669.41963666,4399.6,1.0,100,4669.79,0.005,89.3028686007,500.0,4669.41963666,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,8.71671,89.3028686007,4669.41963666,1.0
,0.00333333,2,0.00333333,4670.88101406,4449.54,1.0,100,4670.16,0.00333333,77.9045693142,500.0,4670.88101406,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,8.75363,77.9045693142,4670.88101406,1.0
,0.0025,2,0.0025,4671.11005435,4479.33,1.0,100,4670.39,0.0025,58.2839742694,500.0,4671.11005435,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,8.48916,58.2839742694,4671.11005435,1.0
0.000496639,0.00207613,1,0.002,4670.18924705,4499.51,0.907515,100,4670.44,0.00181595,50.9621731573,499.765089304,4670.18924705,499.752013838,500,1.03754,500.0,1.00047,1.98856e-09,0.6,8.06301,50.9621731573,4670.18924705,0.999496
,0.01,2,0.01,4670.40605771,4288.29,1.0,100,4670.41,0.01,58.9990509487,500.0,4670.40605771,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,7.64259,58.9990509487,4670.40605771,1.0
,0.005,2,0.005,4671.12104908,4400.57,1.0,100,4670.76,0.005,50.1132316037,500.0,4671.12104908,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.35788,50.1132316037,4671.12104908,1.0
,0.00333333,2,0.00333333,4671.74599614,4450.48,1.0,100,4671.09,0.00333333,64.6248516897,500.0,4671.74599614,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.59164,64.6248516897,4671.74599614,1.0
,0.0025,2,0.0025,4671.28059216,4480.08,1.0,100,4671.14,0.0025,57.5882711398,500.0,4671.28059216,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.58186,57.5882711398,4671.28059216,1.0
0.000328078,0.00210407,1,0.002,4670.18463834,4500.09,0.938945,100,4671.0,0.00187931,59.0403952781,499.846029027,4670.18463834,499.836101318,500,1.05124,500.0,1.00031,1.3143e-09,0.6,7.5336,59.0403952781,4670.18463834,0.999244
,0.01,2,0.01,4671.18686936,4289.07,1.0,100,4671.19,0.01,67.4529836275,500.0,4671.18686936,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,8.17182,67.4529836275,4671.18686936,1.0
,0.005,2,0.005,4670.46466738,4400.63,1.0,100,4670.83,0.005,70.128012738,500.0,4670.46466738,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,8.26033,70.128012738,4670.46466738,1.0
,0.00333333,2,0.00333333,4670.53246064,4450.11,1.0,100,4670.73,0.00333333,51.7345585571,500.0,4670.53246064,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.91077,51.7345585571,4670.53246064,1.0
,0.0025,2,0.0025,4669.44781466,4479.35,1.0,100,4670.41,0.0025,72.1062489651,500.0,4669.44781466,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,8.06776,72.1062489651,4669.44781466,1.0
0.000488298,0.00210595,1,0.002,4669.14889711,4499.31,0.883265,100,4670.23,0.0017667,79.3662122144,499.805347434,4669.14889711,499.755938898,500,1.05287,500.0,1.00039,1.95356e-09,0.6,8.11318,79.3662122144,4669.14889711,0.999905
,0.01,2,0.01,4671.1316177,4289.01,1.0,100,4671.13,0.01,51.9378516466,500.0,4671.1316177,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,7.17067,51.9378516466,4671.1316177,1.0
,0.005,2,0.005,4669.57091408,4400.15,1.0,100,4670.35,0.005,65.2413561048,500.0,4669.57091408,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.65588,65.2413561048,4669.57091408,1.0
,0.00333333,2,0.00333333,4671.67894883,4450.18,1.0,100,4670.79,0.00333333,39.6702003849,500.0,4671.67894883,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.24968,39.6702003849,4671.67894883,1.0
,0.0025,2,0.0025,4662.56982835,4477.68,1.0,100,4668.74,0.0025,6475.83955845,500.0,4662.56982835,400.0,500,1.0,499.16,1.0,5.4346e-20,0.6,40.6801,6475.83955845,4662.56982835,1.0
0.00242216,0.00219425,1,0.002,4671.44060736,4498.72,0.660506,100,4669.84,0.00131941,53.5538618404,498.628158656,4671.44060736,498.797220561,500,1.09845,500.0,1.00275,9.66523e-09,0.6,24.7816,53.5538618404,4671.44060736,1.00121
,0.01,2,0.01,4671.45180292,4289.34,1.0,100,4671.45,0.01,46.6187607535,500.0,4671.45180292,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,6.79357,46.6187607535,4671.45180292,1.0
,0.005,2,0.005,4670.62162035,4400.84,1.0,100,4671.04,0.005,53.1903399853,500.0,4670.62162035,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.04114,53.1903399853,4670.62162035,1.0
,0.00333333,2,0.00333333,4670.66927292,4450.3,1.0,100,4670.92,0.00333333,70.9773744037,500.0,4670.66927292,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.51693,70.9773744037,4670.66927292,1.0
,0.0025,2,0.0025,4670.58382276,4479.77,1.0,100,4670.83,0.0025,47.7489749543,500.0,4670.58382276,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.36319,47.7489749543,4670.58382276,1.0
0.000293128,0.00209032,1,0.002,4670.93357276,4499.99,0.936011,100,4670.9,0.00187169,47.3726677695,499.861636314,4670.93357276,499.853908573,500,1.04535,500.0,1.00028,1.17209e-09,0.6,7.21073,47.3726677695,4670.93357276,1.00018
,0.01,2,0.01,4671.4488991,4289.33,1.0,100,4671.45,0.01,56.6782325432,500.0,4671.4488991,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,7.49075,56.6782325432,4671.4488991,1.0
,0.005,2,0.005,4669.85406495,4400.46,1.0,100,4670.65,0.005,67.9222794686,500.0,4669.85406495,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.89386,67.9222794686,4669.85406495,1.0
,0.00333333,2,0.00333333,4669.93333706,4449.8,1.0,100,4670.41,0.00333333,64.4929226808,500.0,4669.93333706,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,7.93342,64.4929226808,4669.93333706,1.0
,0.0025,2,0.0025,4670.4168873,4479.35,1.0,100,4670.41,0.0025,65.0790582731,500.0,4670.4168873,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,7.95685,65.0790582731,4670.4168873,1.0
0.000585401,0.00211348,1,0.002,4670.10326397,4499.5,0.897027,100,4670.43,0.00179405,85.3516630345,499.751988944,4670.10326397,499.708191122,500,1.05674,500.0,1.0005,2.3416e-09,0.6,8.11291,85.3516630345,4670.10326397,1.0
,0.01,2,0.01,4670.03747323,4287.92,1.0,100,4670.04,0.01,74.2396458049,500.0,4670.03747323,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,8.57304,74.2396458049,4670.03747323,1.0
,0.005,2,0.005,4670.87707372,4400.26,1.0,100,4670.46,0.005,49.9911481475,500.0,4670.87707372,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,7.85304,49.9911481475,4670.87707372,1.0
