AvgEpLen,IterType,AvgRet,VarDiscRet,MaxVanillaIw,VanillaAvgRet,J,VarNormIw,VarVanillaIw,VarRet,MinVanillaIw,MaxNormIw,AvgNormIw,MinNormIw,BatchSize,ESSClassic,Bound,EpsThisIter,AvgDiscRet,eRenyi2,ESSRenyi,AvgVanillaIw,VarJ,Delta
500.0,1,4664.98474753,26.1966113032,1.0114,4664.98474753,4664.95,2.08995e-09,8.35401e-05,26.1966113032,0.940964,0.00505874,0.005,0.00470645,200,199.983346703,3673.33,100,4664.98474753,1.00004,199.991536499,0.999653,6.90693,0.1
500.0,2,4665.0175783,51.8474668676,1.0,4665.0175783,4665.02,3.50449e-18,,51.8474668676,1.0,0.01,0.01,0.01,200,100.0,3262.88,100,4665.0175783,1.0,200.0,1.0,7.16442,0.1
500.0,1,4665.64981018,40.8401790998,1.00707,4665.64981018,4665.35,3.26384e-10,1.30672e-05,40.8401790998,0.983249,0.00503307,0.005,0.00491402,200,199.997439543,3673.71,100,4665.64981018,1.00001,199.998211877,1.00045,6.75786,0.1
500.0,2,4665.69310715,33.5698076968,1.0,4665.69310715,4665.69,3.50449e-18,,33.5698076968,1.0,0.01,0.01,0.01,200,100.0,3263.24,100,4665.69310715,1.0,200.0,1.0,5.76492,0.1
500.0,1,4664.6723801,51.6349718733,1.00996,4664.6723801,4665.2,5.85792e-10,2.34293e-05,51.6349718733,0.984741,0.00505008,0.005,0.00492395,200,199.995368388,3673.51,100,4664.6723801,1.00002,199.995541672,0.99995,6.49297,0.1
500.0,2,4664.81993258,57.5558450001,1.0,4664.81993258,4664.82,3.50449e-18,,57.5558450001,1.0,0.01,0.01,0.01,200,100.0,3262.44,100,4664.81993258,1.0,200.0,1.0,7.54852,0.1
500.0,1,4665.40719594,54.7987157984,1.01097,4665.40719594,4665.13,4.58934e-10,1.83693e-05,54.7987157984,0.986855,0.0050532,0.005,0.00493267,200,199.996363516,3673.49,100,4665.40719594,1.00002,199.996352262,1.00033,7.43736,0.1
500.0,2,4665.54540035,55.9661680518,1.0,4665.54540035,4665.55,3.50449e-18,,55.9661680518,1.0,0.01,0.01,0.01,200,100.0,3263.3,100,4665.54540035,1.0,200.0,1.0,7.44354,0.1
500.0,1,4665.18500425,61.9559898242,1.01181,4665.18500425,4665.4,1.24523e-09,4.97966e-05,61.9559898242,0.972002,0.0050597,0.005,0.00486062,200,199.990104031,3673.84,100,4665.18500425,1.00004,199.992227856,0.999875,7.56634,0.1
500.0,2,4664.68140062,55.3338301046,1.0,4664.68140062,4664.68,3.50449e-18,,55.3338301046,1.0,0.01,0.01,0.01,200,100.0,3262.48,100,4664.68140062,1.0,200.0,1.0,7.40139,0.1
500.0,1,4665.22185234,40.8943982151,1.0112,4665.22185234,4664.97,6.7917e-10,2.71811e-05,40.8943982151,0.984909,0.00505464,0.005,0.00492325,200,199.994613021,3673.28,100,4665.22185234,1.00002,199.995064857,1.00026,6.89509,0.1
500.0,2,4666.27815288,34.2039378823,1.0,4666.27815288,4666.28,3.50449e-18,,34.2039378823,1.0,0.01,0.01,0.01,200,100.0,3263.9,100,4666.27815288,1.0,200.0,1.0,5.81908,0.1
500.0,1,4665.67731762,37.958451048,1.01029,4665.67731762,4665.99,6.43007e-10,2.57324e-05,37.958451048,0.977353,0.00505025,0.005,0.00488561,200,199.994899425,3674.2,100,4665.67731762,1.00002,199.996256898,1.00024,5.96961,0.1
500.0,2,4665.71004838,53.3287845572,1.0,4665.71004838,4665.71,3.50449e-18,,53.3287845572,1.0,0.01,0.01,0.01,200,100.0,3263.59,100,4665.71004838,1.0,200.0,1.0,7.26603,0.1
500.0,1,4663.17897123,167.555034341,1.01902,4663.17897123,4664.52,2.63667e-09,0.000105461,167.555034341,0.960393,0.00509523,0.005,0.00480211,200,199.979014744,3672.86,100,4663.17897123,1.00008,199.984623184,0.99997,10.3266,0.1
500.0,2,4665.50530942,39.1520290466,1.0,4665.50530942,4665.51,3.50449e-18,,39.1520290466,1.0,0.01,0.01,0.01,200,100.0,3262.97,100,4665.50530942,1.0,200.0,1.0,6.22581,0.1
500.0,1,4665.66514232,32.6806737336,1.01079,4665.66514232,4665.6,4.24906e-10,1.7002e-05,32.6806737336,0.98566,0.0050531,0.005,0.00492746,200,199.996637064,3673.85,100,4665.66514232,1.00002,199.996829083,1.00017,5.94917,0.1
500.0,2,4665.05498593,38.7858128022,1.0,4665.05498593,4665.05,3.50449e-18,,38.7858128022,1.0,0.01,0.01,0.01,200,100.0,3262.92,100,4665.05498593,1.0,200.0,1.0,6.19661,0.1
500.0,1,4665.46301604,32.3626657619,1.00984,4665.46301604,4665.27,2.1774e-10,8.71725e-06,32.3626657619,0.990128,0.00504696,0.005,0.00494846,200,199.998226588,3673.8,100,4665.46301604,1.0,199.999308589,1.00044,5.92835,0.1
500.0,2,4665.09846668,36.5272716602,1.0,4665.09846668,4665.1,3.50449e-18,,36.5272716602,1.0,0.01,0.01,0.01,200,100.0,3262.74,100,4665.09846668,1.0,200.0,1.0,6.01345,0.1
500.0,1,4663.95307258,72.421371155,1.0128,4663.95307258,4664.55,7.09505e-10,2.83797e-05,72.421371155,0.981435,0.00506406,0.005,0.00490722,200,199.994329189,3672.92,100,4663.95307258,1.00003,199.994874132,0.999991,7.31941,0.1
500.0,2,4664.49002141,65.8896406199,1.0,4664.49002141,4664.49,3.50449e-18,,65.8896406199,1.0,0.01,0.01,0.01,200,100.0,3262.3,100,4664.49002141,1.0,200.0,1.0,8.07655,0.1
500.0,1,4665.85406674,39.3524159717,1.0118,4665.85406674,4665.21,1.36284e-09,5.45139e-05,39.3524159717,0.964105,0.00505899,0.005,0.00482052,200,199.989171178,3673.48,100,4665.85406674,1.00003,199.993562906,1.0,7.18566,0.1
500.0,2,4664.65413262,83.5701233613,1.0,4664.65413262,4664.65,3.50449e-18,,83.5701233613,1.0,0.01,0.01,0.01,200,100.0,3262.4,100,4664.65413262,1.0,200.0,1.0,9.09584,0.1
500.0,1,4665.84881358,36.4460082844,1.01086,4665.84881358,4665.28,8.37311e-10,3.34874e-05,36.4460082844,0.978373,0.00505469,0.005,0.00489223,200,199.993419332,3673.66,100,4665.84881358,1.00003,199.994516523,0.999926,7.66115,0.1
500.0,2,4665.47253794,56.2715628788,1.0,4665.47253794,4665.47,3.50449e-18,,56.2715628788,1.0,0.01,0.01,0.01,200,100.0,3262.9,100,4665.47253794,1.0,200.0,1.0,7.46382,0.1
500.0,1,4665.22207188,43.2161986177,1.01834,4665.22207188,4665.38,1.32748e-09,5.30653e-05,43.2161986177,0.979565,0.00509332,0.005,0.00489939,200,199.989398564,3673.59,100,4665.22207188,1.00003,199.993753628,0.999681,6.97808,0.1
500.0,2,4665.96641986,27.4722861917,1.0,4665.96641986,4665.97,3.50449e-18,,27.4722861917,1.0,0.01,0.01,0.01,200,100.0,3263.45,100,4665.96641986,1.0,200.0,1.0,5.21512,0.1
500.0,1,4664.07211316,58.5449537118,1.01286,4664.07211316,4665.04,9.47436e-10,3.79105e-05,58.5449537118,0.965581,0.00506344,0.005,0.00482707,200,199.99245895,3673.3,100,4664.07211316,1.00003,199.994301958,1.00017,6.55625,0.1
500.0,2,4665.2298018,53.8441783388,1.0,4665.2298018,4665.23,3.50449e-18,,53.8441783388,1.0,0.01,0.01,0.01,200,100.0,3262.89,100,4665.2298018,1.0,200.0,1.0,7.30109,0.1
500.0,1,4666.31844303,34.2288103184,1.01175,4666.31844303,4665.79,4.57082e-10,1.82744e-05,34.2288103184,0.98381,0.00505997,0.005,0.00492024,200,199.996367029,3674.18,100,4666.31844303,1.00002,199.996519149,0.999759,6.59,0.1
500.0,2,4666.26139997,31.0081331157,1.0,4666.26139997,4666.26,3.50449e-18,,31.0081331157,1.0,0.01,0.01,0.01,200,100.0,3263.92,100,4666.26139997,1.0,200.0,1.0,5.54059,0.1
500.0,1,4666.51884717,25.1621845963,1.00834,4666.51884717,4666.4,1.72553e-10,6.90404e-06,25.1621845963,0.990869,0.00504101,0.005,0.00495366,200,199.998573248,3674.66,100,4666.51884717,1.00001,199.998760231,1.00014,5.26852,0.1
500.0,2,4666.33756195,46.4601856786,1.0,4666.33756195,4666.34,3.50449e-18,,46.4601856786,1.0,0.01,0.01,0.01,200,100.0,3263.68,100,4666.33756195,1.0,200.0,1.0,6.782,0.1
500.0,1,4665.88221777,37.4054991537,1.01436,4665.88221777,4666.13,5.15186e-10,2.06039e-05,37.4054991537,0.977293,0.00507222,0.005,0.00488688,200,199.995888241,3674.29,100,4665.88221777,1.00002,199.996900607,0.999916,6.41891,0.1
500.0,2,4664.24336262,88.0892102196,1.0,4664.24336262,4664.24,3.50449e-18,,88.0892102196,1.0,0.01,0.01,0.01,200,100.0,3261.6,100,4664.24336262,1.0,200.0,1.0,9.33853,0.1
500.0,1,4665.20724038,42.256426891,1.0139,4665.20724038,4664.75,9.52598e-10,3.80933e-05,42.256426891,0.975349,0.00507022,0.005,0.00487742,200,199.992442611,3672.92,100,4665.20724038,1.00003,199.993920511,0.999861,7.99633,0.1
500.0,2,4664.93888173,61.8967753933,1.0,4664.93888173,4664.94,3.50449e-18,,61.8967753933,1.0,0.01,0.01,0.01,200,100.0,3262.46,100,4664.93888173,1.0,200.0,1.0,7.828,0.1
500.0,1,4665.06702414,78.2132882105,1.01345,4665.06702414,4665.03,1.01563e-09,4.06373e-05,78.2132882105,0.975306,0.0050665,0.005,0.00487581,200,199.991894929,3673.32,100,4665.06702414,1.00004,199.992752338,1.00015,8.26987,0.1
