AvgEpLen,AvgNormIw,VanillaAvgRet,MaxVanillaIw,Delta,VarVanillaIw,BatchSize,EpsThisIter,Bound,AvgDiscRet,VarJ,ESSClassic,VarDiscRet,VarRet,IterType,ESSRenyi,AvgRet,eRenyi2,MinNormIw,J,MinVanillaIw,VarNormIw,AvgVanillaIw,MaxNormIw
91.46,0.005,-63.0840943292,1.0,1.0,,500,100,-62.6041,-63.0840943292,36.1634,200.000000102,1314.92899127,1314.92899127,2,500.0,-63.0840943292,1.0,0.005,-62.6041,1.0,2.1793e-19,1.0,0.005
94.4,0.00333333,-65.9161555761,1.0,1.0,,500,100,-63.7081,-65.9161555761,41.5551,299.999969474,2583.41094942,2583.41094942,2,500.0,-65.9161555761,1.0,0.00333333,-63.7081,1.0,5.43914e-20,1.0,0.00333333
90.97,0.0025,-63.0260307352,1.0,1.0,,500,100,-63.5376,-63.0260307352,40.2915,400.0,1326.04722888,1326.04722888,2,500.0,-63.0260307352,1.0,0.0025,-63.5376,1.0,5.4346e-20,1.0,0.0025
91.14,0.002,-63.0689667465,1.0,1.0,,500,100,-63.4439,-63.0689667465,39.543,500.000006643,1337.85195872,1337.85195872,1,500.0,-63.0689667465,1.0,0.002,-63.4439,1.0,5.43187e-20,1.0,0.002
86.8,0.01,-59.1427086513,1.0,1.0,,500,100,-59.1427,-59.1427086513,6.52139,100.0,42.9581253855,42.9581253855,2,500.0,-59.1427086513,1.0,0.01,-59.1427,1.0,3.50449e-18,1.0,0.01
95.29,0.005,-66.4261615013,1.0,1.0,,500,100,-62.7844,-66.4261615013,36.1685,200.000000102,2573.00090745,2573.00090745,2,500.0,-66.4261615013,1.0,0.005,-62.7844,1.0,2.1793e-19,1.0,0.005
99.66,0.00333333,-69.9603701085,1.0,1.0,,500,100,-65.1764,-69.9603701085,46.2038,299.999969474,3791.6330215,3791.6330215,2,500.0,-69.9603701085,1.0,0.00333333,-65.1764,1.0,5.43914e-20,1.0,0.00333333
86.43,0.0025,-58.7409910554,1.0,1.0,,500,100,-63.5676,-58.7409910554,40.2372,400.0,41.105639446,41.105639446,2,500.0,-58.7409910554,1.0,0.0025,-63.5676,1.0,5.4346e-20,1.0,0.0025
92.27,0.002,-63.3469252816,1.0,1.0,,500,100,-63.5234,-63.3469252816,39.4667,500.000006643,1325.18352778,1325.18352778,1,500.0,-63.3469252816,1.0,0.002,-63.5234,1.0,5.43187e-20,1.0,0.002
90.8,0.01,-62.8005248065,1.0,1.0,,500,100,-62.8005,-62.8005248065,36.1919,100.0,1323.08238084,1323.08238084,2,500.0,-62.8005248065,1.0,0.01,-62.8005,1.0,3.50449e-18,1.0,0.01
88.78,0.005,-60.2318882425,1.0,1.0,,500,100,-61.5162,-60.2318882425,26.2063,200.000000102,61.0044128777,61.0044128777,2,500.0,-60.2318882425,1.0,0.005,-61.5162,1.0,2.1793e-19,1.0,0.005
103.34,0.00333333,-73.4397826035,1.0,1.0,,500,100,-65.4907,-73.4397826035,46.3282,299.999969474,5020.77864748,5020.77864748,2,500.0,-73.4397826035,1.0,0.00333333,-65.4907,1.0,5.43914e-20,1.0,0.00333333
92.57,0.0025,-63.4563447253,1.0,1.0,,500,100,-64.9821,-63.4563447253,44.0136,400.0,1319.98871191,1319.98871191,2,500.0,-63.4563447253,1.0,0.0025,-64.9821,1.0,5.4346e-20,1.0,0.0025
90.23,0.002,-62.4051627867,1.0,1.0,,500,100,-64.4667,-62.4051627867,42.632,500.000006643,1346.81294052,1346.81294052,1,500.0,-62.4051627867,1.0,0.002,-64.4667,1.0,5.43187e-20,1.0,0.002
93.29,0.01,-64.3313167885,1.0,1.0,,500,100,-64.3313,-64.3313167885,36.2742,100.0,1329.10711784,1329.10711784,2,500.0,-64.3313167885,1.0,0.01,-64.3313,1.0,3.50449e-18,1.0,0.01
91.91,0.005,-63.1087161261,1.0,1.0,,500,100,-63.72,-63.1087161261,36.2512,200.000000102,1324.98775867,1324.98775867,2,500.0,-63.1087161261,1.0,0.005,-63.72,1.0,2.1793e-19,1.0,0.005
103.82,0.00333333,-73.5710435356,1.0,1.0,,500,100,-67.0037,-73.5710435356,50.5598,299.999969474,5026.15037849,5026.15037849,2,500.0,-73.5710435356,1.0,0.00333333,-67.0037,1.0,5.43914e-20,1.0,0.00333333
92.19,0.0025,-63.6372127545,1.0,1.0,,500,100,-66.1621,-63.6372127545,47.3887,400.0,1318.5546121,1318.5546121,2,500.0,-63.6372127545,1.0,0.0025,-66.1621,1.0,5.4346e-20,1.0,0.0025
91.23,0.002,-62.9269529189,1.0,1.0,,500,100,-65.515,-62.9269529189,45.4192,500.000006643,1336.77387638,1336.77387638,1,500.0,-62.9269529189,1.0,0.002,-65.515,1.0,5.43187e-20,1.0,0.002
102.05,0.01,-72.6629112788,1.0,1.0,,500,100,-72.6629,-72.6629112788,70.6679,100.0,5044.39538293,5044.39538293,2,500.0,-72.6629112788,1.0,0.01,-72.6629,1.0,3.50449e-18,1.0,0.01
91.17,0.005,-62.6941038036,1.0,1.0,,500,100,-67.6785,-62.6941038036,56.4225,200.000000102,1336.72088516,1336.72088516,2,500.0,-62.6941038036,1.0,0.005,-67.6785,1.0,2.1793e-19,1.0,0.005
96.61,0.00333333,-67.1450747024,1.0,1.0,,500,100,-67.5007,-67.1450747024,54.5082,299.999969474,2571.9775489,2571.9775489,2,500.0,-67.1450747024,1.0,0.00333333,-67.5007,1.0,5.43914e-20,1.0,0.00333333
111.54,0.0025,-80.7879345037,1.0,1.0,,500,100,-70.8225,-80.7879345037,63.8421,400.0,7330.70641397,7330.70641397,2,500.0,-80.7879345037,1.0,0.0025,-70.8225,1.0,5.4346e-20,1.0,0.0025
96.7,0.002,-67.1815068687,1.0,1.0,,500,100,-70.0943,-67.1815068687,61.4116,500.000006643,2568.73385859,2568.73385859,1,500.0,-67.1815068687,1.0,0.002,-70.0943,1.0,5.43187e-20,1.0,0.002
92.89,0.01,-63.8048908339,1.0,1.0,,500,100,-63.8049,-63.8048908339,36.2693,100.0,1328.74974258,1328.74974258,2,500.0,-63.8048908339,1.0,0.01,-63.8049,1.0,3.50449e-18,1.0,0.01
98.02,0.005,-69.036935859,1.0,1.0,,500,100,-66.4209,-69.036935859,50.5886,200.000000102,3827.54243081,3827.54243081,2,500.0,-69.036935859,1.0,0.005,-66.4209,1.0,2.1793e-19,1.0,0.005
99.03,0.00333333,-69.8519918962,1.0,1.0,,500,100,-67.5646,-69.8519918962,54.4587,299.999969474,3809.08980867,3809.08980867,2,500.0,-69.8519918962,1.0,0.00333333,-67.5646,1.0,5.43914e-20,1.0,0.00333333
96.29,0.0025,-66.8690166791,1.0,1.0,,500,100,-67.3907,-66.8690166791,53.5,400.0,2577.16725872,2577.16725872,2,500.0,-66.8690166791,1.0,0.0025,-67.3907,1.0,5.4346e-20,1.0,0.0025
85.48,0.002,-58.5223875652,1.0,1.0,,500,100,-65.6171,-58.5223875652,48.0541,500.000006643,34.4044797986,34.4044797986,1,500.0,-58.5223875652,1.0,0.002,-65.6171,1.0,5.43187e-20,1.0,0.002
99.25,0.01,-69.8743553537,1.0,1.0,,500,100,-69.8744,-69.8743553537,61.389,100.0,3806.67041203,3806.67041203,2,500.0,-69.8743553537,1.0,0.01,-69.8744,1.0,3.50449e-18,1.0,0.01
91.71,0.005,-63.2676544477,1.0,1.0,,500,100,-66.571,-63.2676544477,50.519,200.000000102,1327.18650352,1327.18650352,2,500.0,-63.2676544477,1.0,0.005,-66.571,1.0,2.1793e-19,1.0,0.005
94.5,0.00333333,-66.0505983651,1.0,1.0,,500,100,-66.3975,-66.0505983651,50.5189,299.999969474,2577.71949672,2577.71949672,2,500.0,-66.0505983651,1.0,0.00333333,-66.3975,1.0,5.43914e-20,1.0,0.00333333
99.28,0.0025,-70.0734109165,1.0,1.0,,500,100,-67.3165,-70.0734109165,53.4556,400.0,3801.42341749,3801.42341749,2,500.0,-70.0734109165,1.0,0.0025,-67.3165,1.0,5.4346e-20,1.0,0.0025
87.6,0.002,-59.5135938415,1.0,1.0,,500,100,-65.7559,-59.5135938415,48.0036,500.000006643,43.4276251749,43.4276251749,1,500.0,-59.5135938415,1.0,0.002,-65.7559,1.0,5.43187e-20,1.0,0.002
95.61,0.01,-66.6798410217,1.0,1.0,,500,100,-66.6798,-66.6798410217,50.5028,100.0,2576.29122619,2576.29122619,2,500.0,-66.6798410217,1.0,0.01,-66.6798,1.0,3.50449e-18,1.0,0.01
100.36,0.005,-70.6179447773,1.0,1.0,,500,100,-68.6489,-70.6179447773,56.1733,200.000000102,3790.50945018,3790.50945018,2,500.0,-70.6179447773,1.0,0.005,-68.6489,1.0,2.1793e-19,1.0,0.005
98.79,0.00333333,-69.742110164,1.0,1.0,,500,100,-69.0133,-69.742110164,57.9796,299.999969474,3811.32161464,3811.32161464,2,500.0,-69.742110164,1.0,0.00333333,-69.0133,1.0,5.43914e-20,1.0,0.00333333
90.81,0.0025,-62.8782019141,1.0,1.0,,500,100,-67.4795,-62.8782019141,53.4569,400.0,1330.76550427,1330.76550427,2,500.0,-62.8782019141,1.0,0.0025,-67.4795,1.0,5.4346e-20,1.0,0.0025
91.16,0.002,-62.7697819294,1.0,1.0,,500,100,-66.5376,-62.7697819294,50.52,500.000006643,1326.27776756,1326.27776756,1,500.0,-62.7697819294,1.0,0.002,-66.5376,1.0,5.43187e-20,1.0,0.002
88.4,0.01,-59.9092572652,1.0,1.0,,500,100,-59.9093,-59.9092572652,6.78947,100.0,46.562573026,46.562573026,2,500.0,-59.9092572652,1.0,0.01,-59.9093,1.0,3.50449e-18,1.0,0.01
94.44,0.005,-65.8131360872,1.0,1.0,,500,100,-62.8612,-65.8131360872,36.2208,200.000000102,2586.23017738,2586.23017738,2,500.0,-65.8131360872,1.0,0.005,-62.8612,1.0,2.1793e-19,1.0,0.005
88.57,0.00333333,-61.3515083666,1.0,1.0,,500,100,-62.358,-61.3515083666,36.2565,299.999969474,1331.5124385,1331.5124385,2,500.0,-61.3515083666,1.0,0.00333333,-62.358,1.0,5.43914e-20,1.0,0.00333333
89.22,0.0025,-60.8525825769,1.0,1.0,,500,100,-61.9816,-60.8525825769,31.6514,400.0,62.5598104269,62.5598104269,2,500.0,-60.8525825769,1.0,0.0025,-61.9816,1.0,5.4346e-20,1.0,0.0025
99.04,0.002,-69.6025918391,1.0,1.0,,500,100,-63.5058,-69.6025918391,39.5974,500.000006643,3824.3174428,3824.3174428,1,500.0,-69.6025918391,1.0,0.002,-63.5058,1.0,5.43187e-20,1.0,0.002
87.73,0.01,-59.3978244978,1.0,1.0,,500,100,-59.3978,-59.3978244978,7.24328,100.0,52.9949885922,52.9949885922,2,500.0,-59.3978244978,1.0,0.01,-59.3978,1.0,3.50449e-18,1.0,0.01
95.16,0.005,-65.1053115629,1.0,1.0,,500,100,-62.2516,-65.1053115629,26.3655,200.000000102,1334.8753844,1334.8753844,2,500.0,-65.1053115629,1.0,0.005,-62.2516,1.0,2.1793e-19,1.0,0.005
101.97,0.00333333,-71.7229710875,1.0,1.0,,500,100,-65.4087,-71.7229710875,41.6357,299.999969474,3788.40561149,3788.40561149,2,500.0,-71.7229710875,1.0,0.00333333,-65.4087,1.0,5.43914e-20,1.0,0.00333333
98.93,0.0025,-68.6954624581,1.0,1.0,,500,100,-66.2304,-68.6954624581,43.9802,400.0,2553.84858946,2553.84858946,2,500.0,-68.6954624581,1.0,0.0025,-66.2304,1.0,5.4346e-20,1.0,0.0025
107.45,0.002,-76.7592747638,1.0,1.0,,500,100,-68.3362,-76.7592747638,52.8608,500.000006643,6207.70412643,6207.70412643,1,500.0,-76.7592747638,1.0,0.002,-68.3362,1.0,5.43187e-20,1.0,0.002
86.59,0.01,-59.0626591718,1.0,1.0,,500,100,-59.0627,-59.0626591718,6.46303,100.0,42.1926449787,42.1926449787,2,500.0,-59.0626591718,1.0,0.01,-59.0627,1.0,3.50449e-18,1.0,0.01
95.19,0.005,-66.3665710568,1.0,1.0,,500,100,-62.7146,-66.3665710568,36.2778,200.000000102,2589.60511881,2589.60511881,2,500.0,-66.3665710568,1.0,0.005,-62.7146,1.0,2.1793e-19,1.0,0.005
90.45,0.00333333,-62.3812787156,1.0,1.0,,500,100,-62.6035,-62.3812787156,36.2929,299.999969474,1332.61673929,1332.61673929,2,500.0,-62.3812787156,1.0,0.00333333,-62.6035,1.0,5.43914e-20,1.0,0.00333333
99.36,0.0025,-69.7884236585,1.0,1.0,,500,100,-64.3997,-69.7884236585,44.0586,400.0,3812.53361831,3812.53361831,2,500.0,-69.7884236585,1.0,0.0025,-64.3997,1.0,5.4346e-20,1.0,0.0025
94.73,0.002,-66.1780970445,1.0,1.0,,500,100,-64.7554,-66.1780970445,45.4389,500.000006643,2582.12973479,2582.12973479,1,500.0,-66.1780970445,1.0,0.002,-64.7554,1.0,5.43187e-20,1.0,0.002
88.95,0.01,-60.2532202196,1.0,1.0,,500,100,-60.2532,-60.2532202196,6.01038,100.0,36.4895468837,36.4895468837,2,500.0,-60.2532202196,1.0,0.01,-60.2532,1.0,3.50449e-18,1.0,0.01
93.16,0.005,-64.9682146941,1.0,1.0,,500,100,-62.6107,-64.9682146941,36.2693,200.000000102,2609.77575973,2609.77575973,2,500.0,-64.9682146941,1.0,0.005,-62.6107,1.0,2.1793e-19,1.0,0.005
96.92,0.00333333,-67.2387822223,1.0,1.0,,500,100,-64.1534,-67.2387822223,41.6017,299.999969474,2572.64473709,2572.64473709,2,500.0,-67.2387822223,1.0,0.00333333,-64.1534,1.0,5.43914e-20,1.0,0.00333333
95.19,0.0025,-66.372312284,1.0,1.0,,500,100,-64.7081,-66.372312284,44.0253,400.0,2582.94147437,2582.94147437,2,500.0,-66.372312284,1.0,0.0025,-64.7081,1.0,5.4346e-20,1.0,0.0025
88.15,0.002,-60.2138125287,1.0,1.0,,500,100,-63.8093,-60.2138125287,39.5397,500.000006643,48.3296325788,48.3296325788,1,500.0,-60.2138125287,1.0,0.002,-63.8093,1.0,5.43187e-20,1.0,0.002
118.37,0.01,-85.711315145,1.0,1.0,,500,100,-85.7113,-85.711315145,91.1008,100.0,8383.19649079,8383.19649079,2,500.0,-85.711315145,1.0,0.01,-85.7113,1.0,3.50449e-18,1.0,0.01
95.76,0.005,-66.8659957114,1.0,1.0,,500,100,-76.2887,-66.8659957114,74.2825,200.000000102,2584.69272478,2584.69272478,2,500.0,-66.8659957114,1.0,0.005,-76.2887,1.0,2.1793e-19,1.0,0.005
87.84,0.00333333,-59.5109550838,1.0,1.0,,500,100,-70.6961,-59.5109550838,61.2834,299.999969474,43.9724875317,43.9724875317,2,500.0,-59.5109550838,1.0,0.00333333,-70.6961,1.0,5.43914e-20,1.0,0.00333333
86.77,0.0025,-59.3867114435,1.0,1.0,,500,100,-67.8687,-59.3867114435,53.4489,400.0,64.8736674311,64.8736674311,2,500.0,-59.3867114435,1.0,0.0025,-67.8687,1.0,5.4346e-20,1.0,0.0025
89.54,0.002,-62.0090952644,1.0,1.0,,500,100,-66.6968,-62.0090952644,50.5348,500.000006643,1327.50267062,1327.50267062,1,500.0,-62.0090952644,1.0,0.002,-66.6968,1.0,5.43187e-20,1.0,0.002
91.56,0.01,-63.362190211,1.0,1.0,,500,100,-63.3622,-63.362190211,36.3847,100.0,1337.21552841,1337.21552841,2,500.0,-63.362190211,1.0,0.01,-63.3622,1.0,3.50449e-18,1.0,0.01
101.24,0.005,-71.380481469,1.0,1.0,,500,100,-67.3713,-71.380481469,50.5674,200.000000102,3796.09908484,3796.09908484,2,500.0,-71.380481469,1.0,0.005,-67.3713,1.0,2.1793e-19,1.0,0.005
92.49,0.00333333,-63.5167729901,1.0,1.0,,500,100,-66.0865,-63.5167729901,46.3234,299.999969474,1326.81825298,1326.81825298,2,500.0,-63.5167729901,1.0,0.00333333,-66.0865,1.0,5.43914e-20,1.0,0.00333333
96.44,0.0025,-67.0395533629,1.0,1.0,,500,100,-66.3248,-67.0395533629,47.4161,400.0,2580.67332578,2580.67332578,2,500.0,-67.0395533629,1.0,0.0025,-66.3248,1.0,5.4346e-20,1.0,0.0025
95.38,0.002,-66.3374989995,1.0,1.0,,500,100,-66.3273,-66.3374989995,48.0799,500.000006643,2591.16723915,2591.16723915,1,500.0,-66.3374989995,1.0,0.002,-66.3273,1.0,5.43187e-20,1.0,0.002
91.28,0.01,-62.6791347969,1.0,1.0,,500,100,-62.6791,-62.6791347969,36.2502,100.0,1327.34941034,1327.34941034,2,500.0,-62.6791347969,1.0,0.01,-62.6791,1.0,3.50449e-18,1.0,0.01
90.02,0.005,-61.0748390299,1.0,1.0,,500,100,-61.877,-61.0748390299,26.1727,200.000000102,55.2128007449,55.2128007449,2,500.0,-61.0748390299,1.0,0.005,-61.877,1.0,2.1793e-19,1.0,0.005
91.75,0.00333333,-62.8905778,1.0,1.0,,500,100,-62.2149,-62.8905778,29.8619,299.999969474,1317.67077733,1317.67077733,2,500.0,-62.8905778,1.0,0.00333333,-62.2149,1.0,5.43914e-20,1.0,0.00333333
103.36,0.0025,-73.4254847389,1.0,1.0,,500,100,-65.0175,-73.4254847389,43.9824,400.0,5018.51673724,5018.51673724,2,500.0,-73.4254847389,1.0,0.0025,-65.0175,1.0,5.4346e-20,1.0,0.0025
86.26,0.002,-58.896008289,1.0,1.0,,500,100,-63.7932,-58.896008289,39.549,500.000006643,53.3965547457,53.3965547457,1,500.0,-58.896008289,1.0,0.002,-63.7932,1.0,5.43187e-20,1.0,0.002
90.05,0.01,-61.0197163367,1.0,1.0,,500,100,-61.0197,-61.0197163367,8.03533,100.0,65.2187256002,65.2187256002,2,500.0,-61.0197163367,1.0,0.01,-61.0197,1.0,3.50449e-18,1.0,0.01
91.67,0.005,-63.2007101279,1.0,1.0,,500,100,-62.1102,-63.2007101279,26.1664,200.000000102,1315.57387861,1315.57387861,2,500.0,-63.2007101279,1.0,0.005,-62.1102,1.0,2.1793e-19,1.0,0.005
89.59,0.00333333,-61.6310697994,1.0,1.0,,500,100,-61.9505,-61.6310697994,29.9357,299.999969474,1332.24721352,1332.24721352,2,500.0,-61.6310697994,1.0,0.00333333,-61.9505,1.0,5.43914e-20,1.0,0.00333333
85.2,0.0025,-58.0971832824,1.0,1.0,,500,100,-60.9872,-58.0971832824,26.1916,400.0,44.8691536185,44.8691536185,2,500.0,-58.0971832824,1.0,0.0025,-60.9872,1.0,5.4346e-20,1.0,0.0025
86.57,0.002,-59.3585736559,1.0,1.0,,500,100,-60.6615,-59.3585736559,23.6431,500.000006643,49.3521741781,49.3521741781,1,500.0,-59.3585736559,1.0,0.002,-60.6615,1.0,5.43187e-20,1.0,0.002
99.62,0.01,-69.9722319004,1.0,1.0,,500,100,-69.9722,-69.9722319004,61.3953,100.0,3807.45383276,3807.45383276,2,500.0,-69.9722319004,1.0,0.01,-69.9722,1.0,3.50449e-18,1.0,0.01
90.6,0.005,-62.43765723,1.0,1.0,,500,100,-66.2049,-62.43765723,50.4902,200.000000102,1313.88806024,1313.88806024,2,500.0,-62.43765723,1.0,0.005,-66.2049,1.0,2.1793e-19,1.0,0.005
89.3,0.00333333,-60.5519851831,1.0,1.0,,500,100,-64.3206,-60.5519851831,41.5818,299.999969474,68.0098916863,68.0098916863,2,500.0,-60.5519851831,1.0,0.00333333,-64.3206,1.0,5.43914e-20,1.0,0.00333333
94.68,0.0025,-66.1676996787,1.0,1.0,,500,100,-64.7824,-66.1676996787,44.0103,400.0,2583.76580295,2583.76580295,2,500.0,-66.1676996787,1.0,0.0025,-64.7824,1.0,5.4346e-20,1.0,0.0025
105.52,0.002,-74.6183969711,1.0,1.0,,500,100,-66.7496,-74.6183969711,50.5241,500.000006643,4988.29454862,4988.29454862,1,500.0,-74.6183969711,1.0,0.002,-66.7496,1.0,5.43187e-20,1.0,0.002
90.65,0.01,-62.4909005769,1.0,1.0,,500,100,-62.4909,-62.4909005769,36.174,100.0,1321.77347357,1321.77347357,2,500.0,-62.4909005769,1.0,0.01,-62.4909,1.0,3.50449e-18,1.0,0.01
90.46,0.005,-62.5024645367,1.0,1.0,,500,100,-62.4967,-62.5024645367,36.1166,200.000000102,1313.39898385,1313.39898385,2,500.0,-62.5024645367,1.0,0.005,-62.4967,1.0,2.1793e-19,1.0,0.005
97.73,0.00333333,-68.8643481416,1.0,1.0,,500,100,-64.6192,-68.8643481416,46.2954,299.999969474,3832.25583707,3832.25583707,2,500.0,-68.8643481416,1.0,0.00333333,-64.6192,1.0,5.43914e-20,1.0,0.00333333
95.4,0.0025,-66.320003708,1.0,1.0,,500,100,-65.0444,-66.320003708,47.4009,400.0,2581.23187965,2581.23187965,2,500.0,-66.320003708,1.0,0.0025,-65.0444,1.0,5.4346e-20,1.0,0.0025
94.1,0.002,-64.1964892052,1.0,1.0,,500,100,-64.8748,-64.1964892052,45.3598,500.000006643,1312.73220467,1312.73220467,1,500.0,-64.1964892052,1.0,0.002,-64.8748,1.0,5.43187e-20,1.0,0.002
106.01,0.01,-76.1351462206,1.0,1.0,,500,100,-76.1351,-76.1351462206,78.3964,100.0,6208.0726987,6208.0726987,2,500.0,-76.1351462206,1.0,0.01,-76.1351,1.0,3.50449e-18,1.0,0.01
87.3,0.005,-59.4337714858,1.0,1.0,,500,100,-67.7845,-59.4337714858,56.2892,200.000000102,52.0185939044,52.0185939044,2,500.0,-59.4337714858,1.0,0.005,-67.7845,1.0,2.1793e-19,1.0,0.005
86.79,0.00333333,-59.3455084993,1.0,1.0,,500,100,-64.9715,-59.3455084993,46.3401,299.999969474,58.3607373693,58.3607373693,2,500.0,-59.3455084993,1.0,0.00333333,-64.9715,1.0,5.43914e-20,1.0,0.00333333
90.61,0.0025,-62.5127710691,1.0,1.0,,500,100,-64.3568,-62.5127710691,44.0579,400.0,1330.97154549,1330.97154549,2,500.0,-62.5127710691,1.0,0.0025,-64.3568,1.0,5.4346e-20,1.0,0.0025
88.72,0.002,-61.2387027615,1.0,1.0,,500,100,-63.7332,-61.2387027615,42.6328,500.000006643,1328.86800477,1328.86800477,1,500.0,-61.2387027615,1.0,0.002,-63.7332,1.0,5.43187e-20,1.0,0.002
94.25,0.01,-65.4937220617,1.0,1.0,,500,100,-65.4937,-65.4937220617,50.7917,100.0,2605.86061547,2605.86061547,2,500.0,-65.4937220617,1.0,0.01,-65.4937,1.0,3.50449e-18,1.0,0.01
92.27,0.005,-63.1836067049,1.0,1.0,,500,100,-64.3387,-63.1836067049,44.1186,200.000000102,1323.66344055,1323.66344055,2,500.0,-63.1836067049,1.0,0.005,-64.3387,1.0,2.1793e-19,1.0,0.005
95.15,0.00333333,-66.2416615564,1.0,1.0,,500,100,-64.973,-66.2416615564,46.4086,299.999969474,2591.86997745,2591.86997745,2,500.0,-66.2416615564,1.0,0.00333333,-64.973,1.0,5.43914e-20,1.0,0.00333333
88.47,0.0025,-60.1811377193,1.0,1.0,,500,100,-63.775,-60.1811377193,40.4176,400.0,56.4045696883,56.4045696883,2,500.0,-60.1811377193,1.0,0.0025,-63.775,1.0,5.4346e-20,1.0,0.0025
91.6,0.002,-63.0177847447,1.0,1.0,,500,100,-63.6236,-63.0177847447,39.6334,500.000006643,1332.58885828,1332.58885828,1,500.0,-63.0177847447,1.0,0.002,-63.6236,1.0,5.43187e-20,1.0,0.002
97.29,0.01,-67.8473181541,1.0,1.0,,500,100,-67.8473,-67.8473181541,50.4434,100.0,2570.23851235,2570.23851235,2,500.0,-67.8473181541,1.0,0.01,-67.8473,1.0,3.50449e-18,1.0,0.01
91.77,0.005,-62.9920282091,1.0,1.0,,500,100,-65.4197,-62.9920282091,43.911,200.000000102,1313.16112277,1313.16112277,2,500.0,-62.9920282091,1.0,0.005,-65.4197,1.0,2.1793e-19,1.0,0.005
91.71,0.00333333,-63.397257368,1.0,1.0,,500,100,-64.7455,-63.397257368,41.5629,299.999969474,1336.70804222,1336.70804222,2,500.0,-63.397257368,1.0,0.00333333,-64.7455,1.0,5.43914e-20,1.0,0.00333333
91.19,0.0025,-62.98501571,1.0,1.0,,500,100,-64.3054,-62.98501571,40.2886,400.0,1321.16377652,1321.16377652,2,500.0,-62.98501571,1.0,0.0025,-64.3054,1.0,5.4346e-20,1.0,0.0025
90.06,0.002,-62.1015169448,1.0,1.0,,500,100,-63.8646,-62.1015169448,39.529,500.000006643,1329.4268008,1329.4268008,1,500.0,-62.1015169448,1.0,0.002,-63.8646,1.0,5.43187e-20,1.0,0.002
97.22,0.01,-67.5163891578,1.0,1.0,,500,100,-67.5164,-67.5163891578,50.5625,100.0,2582.38552341,2582.38552341,2,500.0,-67.5163891578,1.0,0.01,-67.5164,1.0,3.50449e-18,1.0,0.01
95.26,0.005,-66.600517865,1.0,1.0,,500,100,-67.0585,-66.600517865,50.5927,200.000000102,2588.14252027,2588.14252027,2,500.0,-66.600517865,1.0,0.005,-67.0585,1.0,2.1793e-19,1.0,0.005
98.43,0.00333333,-69.1778355069,1.0,1.0,,500,100,-67.7649,-69.1778355069,54.4779,299.999969474,3819.4979501,3819.4979501,2,500.0,-69.1778355069,1.0,0.00333333,-67.7649,1.0,5.43914e-20,1.0,0.00333333
95.39,0.0025,-66.6887069419,1.0,1.0,,500,100,-67.4959,-66.6887069419,53.5085,400.0,2573.97962106,2573.97962106,2,500.0,-66.6887069419,1.0,0.0025,-67.4959,1.0,5.4346e-20,1.0,0.0025
87.63,0.002,-59.3014036989,1.0,1.0,,500,100,-65.857,-59.3014036989,48.0583,500.000006643,42.0620637312,42.0620637312,1,500.0,-59.3014036989,1.0,0.002,-65.857,1.0,5.43187e-20,1.0,0.002
90.67,0.01,-62.69956283,1.0,1.0,,500,100,-62.6996,-62.69956283,36.3622,100.0,1335.56619409,1335.56619409,2,500.0,-62.69956283,1.0,0.01,-62.6996,1.0,3.50449e-18,1.0,0.01
93.65,0.005,-65.5710800931,1.0,1.0,,500,100,-64.1353,-65.5710800931,44.1018,200.000000102,2589.49527082,2589.49527082,2,500.0,-65.5710800931,1.0,0.005,-64.1353,1.0,2.1793e-19,1.0,0.005
90.2,0.00333333,-62.2872999255,1.0,1.0,,500,100,-63.5193,-62.2872999255,41.6825,299.999969474,1333.41181338,1333.41181338,2,500.0,-62.2872999255,1.0,0.00333333,-63.5193,1.0,5.43914e-20,1.0,0.00333333
104.43,0.0025,-74.1094024962,1.0,1.0,,500,100,-66.1668,-74.1094024962,50.6042,400.0,4996.71309326,4996.71309326,2,500.0,-74.1094024962,1.0,0.0025,-66.1668,1.0,5.4346e-20,1.0,0.0025
89.85,0.002,-62.1673731786,1.0,1.0,,500,100,-65.3669,-62.1673731786,48.0992,500.000006643,1324.94964438,1324.94964438,1,500.0,-62.1673731786,1.0,0.002,-65.3669,1.0,5.43187e-20,1.0,0.002
91.24,0.01,-63.1006973824,1.0,1.0,,500,100,-63.1007,-63.1006973824,36.2671,100.0,1328.58850579,1328.58850579,2,500.0,-63.1006973824,1.0,0.01,-63.1007,1.0,3.50449e-18,1.0,0.01
95.97,0.005,-67.0067980145,1.0,1.0,,500,100,-65.0537,-67.0067980145,44.0161,200.000000102,2577.68574558,2577.68574558,2,500.0,-67.0067980145,1.0,0.005,-65.0537,1.0,2.1793e-19,1.0,0.005
96.97,0.00333333,-67.0794671911,1.0,1.0,,500,100,-65.729,-67.0794671911,46.228,299.999969474,2559.09375784,2559.09375784,2,500.0,-67.0794671911,1.0,0.00333333,-65.729,1.0,5.43914e-20,1.0,0.00333333
96.03,0.0025,-66.81477945,1.0,1.0,,500,100,-66.0004,-66.81477945,47.3331,400.0,2575.46492455,2575.46492455,2,500.0,-66.81477945,1.0,0.0025,-66.0004,1.0,5.4346e-20,1.0,0.0025
