AvgNormIw,AvgDiscRet,AvgEpLen,AvgVanillaIw,J,ESSRenyi,VarRet,VarNormIw,AvgRet,IterType,MaxNormIw,MaxVanillaIw,BatchSize,MinNormIw,ESSClassic,VanillaAvgRet,VarDiscRet,MinVanillaIw,EpsThisIter,eRenyi2,VarVanillaIw,Delta,VarJ,Bound
0.005,-65.3024181435,95.14,1.0,-63.8755,500.0,1328.70223916,2.1793e-19,-65.3024181435,2,0.005,1.0,500,0.005,200.000000102,-65.3024181435,1328.70223916,1.0,100,1.0,,1.0,26.2187,-63.8755
0.00333333,-62.8303194796,92.94,1.0,-63.5271,500.0,64.2501403076,5.43914e-20,-62.8303194796,2,0.00333333,1.0,500,0.00333333,299.999969474,-62.8303194796,64.2501403076,1.0,100,1.0,,1.0,21.9026,-63.5271
0.0025,-66.3089676213,96.93,1.0,-64.2226,500.0,1306.75120013,5.4346e-20,-66.3089676213,2,0.0025,1.0,500,0.0025,400.0,-66.3089676213,1306.75120013,1.0,100,1.0,,1.0,26.1661,-64.2226
0.002,-64.2260676803,93.57,1.0,-64.2233,500.0,1319.33772186,5.43187e-20,-64.2260676803,1,0.002,1.0,500,0.002,500.000006643,-64.2260676803,1319.33772186,1.0,100,1.0,,1.0,28.4422,-64.2233
0.01,-61.0379053755,89.86,1.0,-61.0379,500.0,61.0087302346,3.50449e-18,-61.0379053755,2,0.01,1.0,500,0.01,100.0,-61.0379053755,61.0087302346,1.0,100,1.0,,1.0,7.77166,-61.0379
0.005,-65.7747759804,95.84,1.0,-63.4063,500.0,1320.69906975,2.1793e-19,-65.7747759804,2,0.005,1.0,500,0.005,200.000000102,-65.7747759804,1320.69906975,1.0,100,1.0,,1.0,26.2594,-63.4063
0.00333333,-65.5247247955,95.47,1.0,-64.1125,500.0,1316.28424387,5.43914e-20,-65.5247247955,2,0.00333333,1.0,500,0.00333333,299.999969474,-65.5247247955,1316.28424387,1.0,100,1.0,,1.0,29.9178,-64.1125
0.0025,-64.5575747491,94.2,1.0,-64.2237,500.0,1321.96440997,5.4346e-20,-64.5575747491,2,0.0025,1.0,500,0.0025,400.0,-64.5575747491,1321.96440997,1.0,100,1.0,,1.0,31.5995,-64.2237
0.002,-61.7593203564,91.49,1.0,-63.7309,500.0,68.276648304,5.43187e-20,-61.7593203564,1,0.002,1.0,500,0.002,500.000006643,-61.7593203564,68.276648304,1.0,100,1.0,,1.0,28.5187,-63.7309
0.01,-61.1727160321,90.45,1.0,-61.1727,500.0,66.1090000057,3.50449e-18,-61.1727160321,2,0.01,1.0,500,0.01,100.0,-61.1727160321,66.1090000057,1.0,100,1.0,,1.0,8.08999,-61.1727
0.005,-65.3303285278,95.22,1.0,-63.2515,500.0,1321.27322166,2.1793e-19,-65.3303285278,2,0.005,1.0,500,0.005,200.000000102,-65.3303285278,1321.27322166,1.0,100,1.0,,1.0,26.2883,-63.2515
0.00333333,-62.7688608752,93.2,1.0,-63.0906,500.0,69.4246268167,5.43914e-20,-62.7688608752,2,0.00333333,1.0,500,0.00333333,299.999969474,-62.7688608752,69.4246268167,1.0,100,1.0,,1.0,21.9927,-63.0906
0.0025,-62.0871959746,91.95,1.0,-62.8398,500.0,48.788312527,5.4346e-20,-62.0871959746,2,0.0025,1.0,500,0.0025,400.0,-62.0871959746,48.788312527,1.0,100,1.0,,1.0,19.3655,-62.8398
0.002,-62.3688332929,92.6,1.0,-62.7456,500.0,63.2736728788,5.43187e-20,-62.3688332929,1,0.002,1.0,500,0.002,500.000006643,-62.3688332929,63.2736728788,1.0,100,1.0,,1.0,17.68,-62.7456
0.01,-60.6169074909,89.75,1.0,-60.6169,500.0,64.3482578703,3.50449e-18,-60.6169074909,2,0.01,1.0,500,0.01,100.0,-60.6169074909,64.3482578703,1.0,100,1.0,,1.0,7.98153,-60.6169
0.005,-69.2583948012,99.55,1.0,-64.9376,500.0,2553.94466592,2.1793e-19,-69.2583948012,2,0.005,1.0,500,0.005,200.000000102,-69.2583948012,2553.94466592,1.0,100,1.0,,1.0,36.2591,-64.9376
0.00333333,-60.9431913203,89.82,1.0,-63.6062,500.0,62.3306383891,5.43914e-20,-60.9431913203,2,0.00333333,1.0,500,0.00333333,299.999969474,-60.9431913203,62.3306383891,1.0,100,1.0,,1.0,30.01,-63.6062
0.0025,-61.8124261282,91.59,1.0,-63.1577,500.0,50.5614646726,5.4346e-20,-61.8124261282,2,0.0025,1.0,500,0.0025,400.0,-61.8124261282,50.5614646726,1.0,100,1.0,,1.0,26.2405,-63.1577
0.002,-72.3792492689,103.79,1.0,-65.002,500.0,3754.22373269,5.43187e-20,-72.3792492689,1,0.002,1.0,500,0.002,500.000006643,-72.3792492689,3754.22373269,1.0,100,1.0,,1.0,36.1634,-65.002
0.01,-69.4110236228,100.4,1.0,-69.411,500.0,2557.37404368,3.50449e-18,-69.4110236228,2,0.01,1.0,500,0.01,100.0,-69.4110236228,2557.37404368,1.0,100,1.0,,1.0,50.317,-69.411
0.005,-59.736970868,87.81,1.0,-64.574,500.0,61.1618007787,2.1793e-19,-59.736970868,2,0.005,1.0,500,0.005,200.000000102,-59.736970868,61.1618007787,1.0,100,1.0,,1.0,36.3259,-64.574
0.00333333,-65.5713125874,95.53,1.0,-64.9064,500.0,1305.65657953,5.43914e-20,-65.5713125874,2,0.00333333,1.0,500,0.00333333,299.999969474,-65.5713125874,1305.65657953,1.0,100,1.0,,1.0,36.205,-64.9064
0.0025,-73.4463279301,105.51,1.0,-67.0414,500.0,3745.03757687,5.4346e-20,-73.4463279301,2,0.0025,1.0,500,0.0025,400.0,-73.4463279301,3745.03757687,1.0,100,1.0,,1.0,43.8597,-67.0414
0.002,-63.3032593322,94.15,1.0,-66.2938,500.0,59.9674491976,5.43187e-20,-63.3032593322,1,0.002,1.0,500,0.002,500.000006643,-63.3032593322,59.9674491976,1.0,100,1.0,,1.0,39.4087,-66.2938
0.01,-61.1484959993,90.42,1.0,-61.1485,500.0,61.2133497069,3.50449e-18,-61.1484959993,2,0.01,1.0,500,0.01,100.0,-61.1484959993,61.2133497069,1.0,100,1.0,,1.0,7.78468,-61.1485
0.005,-62.5927897626,92.79,1.0,-61.8706,500.0,56.7381371965,2.1793e-19,-62.5927897626,2,0.005,1.0,500,0.005,200.000000102,-62.5927897626,56.7381371965,1.0,100,1.0,,1.0,7.67512,-61.8706
0.00333333,-68.6366776381,99.2,1.0,-64.126,500.0,2549.82725787,5.43914e-20,-68.6366776381,2,0.00333333,1.0,500,0.00333333,299.999969474,-68.6366776381,2549.82725787,1.0,100,1.0,,1.0,29.8477,-64.126
0.0025,-67.394480712,97.21,1.0,-64.9431,500.0,2572.26449403,5.4346e-20,-67.394480712,2,0.0025,1.0,500,0.0025,400.0,-67.394480712,2572.26449403,1.0,100,1.0,,1.0,36.1497,-64.9431
0.002,-62.072046399,92.0,1.0,-64.3689,500.0,61.2763966106,5.43187e-20,-62.072046399,1,0.002,1.0,500,0.002,500.000006643,-62.072046399,61.2763966106,1.0,100,1.0,,1.0,32.5407,-64.3689
0.01,-61.441335337,90.61,1.0,-61.4413,500.0,43.9614477139,3.50449e-18,-61.441335337,2,0.01,1.0,500,0.01,100.0,-61.441335337,43.9614477139,1.0,100,1.0,,1.0,6.59711,-61.4413
0.005,-61.7672829245,91.2,1.0,-61.6043,500.0,69.0025720307,2.1793e-19,-61.7672829245,2,0.005,1.0,500,0.005,200.000000102,-61.7672829245,69.0025720307,1.0,100,1.0,,1.0,7.47956,-61.6043
0.00333333,-65.410422453,95.92,1.0,-62.873,500.0,1303.20601126,5.43914e-20,-65.410422453,2,0.00333333,1.0,500,0.00333333,299.999969474,-65.410422453,1303.20601126,1.0,100,1.0,,1.0,21.6927,-62.873
0.0025,-65.5566378708,96.02,1.0,-63.5439,500.0,1316.38743105,5.4346e-20,-65.5566378708,2,0.0025,1.0,500,0.0025,400.0,-65.5566378708,1316.38743105,1.0,100,1.0,,1.0,26.0785,-63.5439
0.002,-63.9542198831,92.96,1.0,-63.626,500.0,1322.81626721,5.43187e-20,-63.9542198831,1,0.002,1.0,500,0.002,500.000006643,-63.9542198831,1322.81626721,1.0,100,1.0,,1.0,28.3904,-63.626
0.01,-61.2414735509,89.89,1.0,-61.2415,500.0,51.4784952583,3.50449e-18,-61.2414735509,2,0.01,1.0,500,0.01,100.0,-61.2414735509,51.4784952583,1.0,100,1.0,,1.0,7.13889,-61.2415
0.005,-65.3734327725,95.64,1.0,-63.3074,500.0,1313.50899005,2.1793e-19,-65.3734327725,2,0.005,1.0,500,0.005,200.000000102,-65.3734327725,1313.50899005,1.0,100,1.0,,1.0,26.0756,-63.3074
0.00333333,-61.867063034,91.21,1.0,-62.8273,500.0,56.0514123417,5.43914e-20,-61.867063034,2,0.00333333,1.0,500,0.00333333,299.999969474,-61.867063034,56.0514123417,1.0,100,1.0,,1.0,21.7313,-62.8273
0.0025,-61.6252255884,91.11,1.0,-62.5268,500.0,54.5741604346,5.4346e-20,-61.6252255884,2,0.0025,1.0,500,0.0025,400.0,-61.6252255884,54.5741604346,1.0,100,1.0,,1.0,19.1824,-62.5268
0.002,-64.7278846329,94.01,1.0,-62.967,500.0,1341.82758397,5.43187e-20,-64.7278846329,1,0.002,1.0,500,0.002,500.000006643,-64.7278846329,1341.82758397,1.0,100,1.0,,1.0,23.6818,-62.967
0.01,-62.2779987393,92.08,1.0,-62.278,500.0,60.8430356021,3.50449e-18,-62.2779987393,2,0.01,1.0,500,0.01,100.0,-62.2779987393,60.8430356021,1.0,100,1.0,,1.0,7.7611,-62.278
0.005,-61.1433574682,90.07,1.0,-61.7107,500.0,50.0291671211,2.1793e-19,-61.1433574682,2,0.005,1.0,500,0.005,200.000000102,-61.1433574682,50.0291671211,1.0,100,1.0,,1.0,7.42991,-61.7107
0.00333333,-62.1236530434,91.83,1.0,-61.8483,500.0,60.4763880375,5.43914e-20,-62.1236530434,2,0.00333333,1.0,500,0.00333333,299.999969474,-62.1236530434,60.4763880375,1.0,100,1.0,,1.0,7.53641,-61.8483
0.0025,-64.2774814774,93.61,1.0,-62.4556,500.0,1313.12947856,5.4346e-20,-64.2774814774,2,0.0025,1.0,500,0.0025,400.0,-64.2774814774,1313.12947856,1.0,100,1.0,,1.0,19.2017,-62.4556
0.002,-62.6720116852,92.79,1.0,-62.4989,500.0,54.4735515195,5.43187e-20,-62.6720116852,1,0.002,1.0,500,0.002,500.000006643,-62.6720116852,54.4735515195,1.0,100,1.0,,1.0,17.4859,-62.4989
0.01,-65.2513778579,95.41,1.0,-65.2514,500.0,1322.57998917,3.50449e-18,-65.2513778579,2,0.01,1.0,500,0.01,100.0,-65.2513778579,1322.57998917,1.0,100,1.0,,1.0,36.185,-65.2514
0.005,-64.6922393775,94.61,1.0,-64.9718,500.0,1314.5915214,2.1793e-19,-64.6922393775,2,0.005,1.0,500,0.005,200.000000102,-64.6922393775,1314.5915214,1.0,100,1.0,,1.0,36.1314,-64.9718
0.00333333,-67.7190488546,97.38,1.0,-65.8876,500.0,2576.05622571,5.43914e-20,-67.7190488546,2,0.00333333,1.0,500,0.00333333,299.999969474,-67.7190488546,2576.05622571,1.0,100,1.0,,1.0,41.4981,-65.8876
0.0025,-64.8415142834,94.68,1.0,-65.6261,500.0,1326.03270938,5.4346e-20,-64.8415142834,2,0.0025,1.0,500,0.0025,400.0,-64.8415142834,1326.03270938,1.0,100,1.0,,1.0,40.2488,-65.6261
0.002,-62.7383308028,93.18,1.0,-65.0485,500.0,77.4577283182,5.43187e-20,-62.7383308028,1,0.002,1.0,500,0.002,500.000006643,-62.7383308028,77.4577283182,1.0,100,1.0,,1.0,36.2305,-65.0485
0.01,-63.5000575046,94.09,1.0,-63.5001,500.0,71.7191534173,3.50449e-18,-63.5000575046,2,0.01,1.0,500,0.01,100.0,-63.5000575046,71.7191534173,1.0,100,1.0,,1.0,8.42627,-63.5001
0.005,-62.0322429121,91.89,1.0,-62.7661,500.0,60.6324345215,2.1793e-19,-62.0322429121,2,0.005,1.0,500,0.005,200.000000102,-62.0322429121,60.6324345215,1.0,100,1.0,,1.0,8.12728,-62.7661
0.00333333,-62.7571672136,92.82,1.0,-62.7632,500.0,67.6216323551,5.43914e-20,-62.7571672136,2,0.00333333,1.0,500,0.00333333,299.999969474,-62.7571672136,67.6216323551,1.0,100,1.0,,1.0,8.14557,-62.7632
0.0025,-60.9842898922,90.07,1.0,-62.3184,500.0,54.5140869436,5.4346e-20,-60.9842898922,2,0.0025,1.0,500,0.0025,400.0,-60.9842898922,54.5140869436,1.0,100,1.0,,1.0,7.99051,-62.3184
0.002,-61.981800738,91.72,1.0,-62.2511,500.0,72.7010014084,5.43187e-20,-61.981800738,1,0.002,1.0,500,0.002,500.000006643,-61.981800738,72.7010014084,1.0,100,1.0,,1.0,8.09268,-62.2511
0.01,-66.6180342963,97.3,1.0,-66.618,500.0,1328.66776871,3.50449e-18,-66.6180342963,2,0.01,1.0,500,0.01,100.0,-66.6180342963,1328.66776871,1.0,100,1.0,,1.0,36.2682,-66.618
0.005,-65.1907870968,94.85,1.0,-65.9044,500.0,1320.09982579,2.1793e-19,-65.1907870968,2,0.005,1.0,500,0.005,200.000000102,-65.1907870968,1320.09982579,1.0,100,1.0,,1.0,36.2167,-65.9044
0.00333333,-61.2377260193,90.55,1.0,-64.3488,500.0,65.8511504581,5.43914e-20,-61.2377260193,2,0.00333333,1.0,500,0.00333333,299.999969474,-61.2377260193,65.8511504581,1.0,100,1.0,,1.0,30.0167,-64.3488
0.0025,-60.9715530971,89.92,1.0,-63.5045,500.0,54.2052760991,5.4346e-20,-60.9715530971,2,0.0025,1.0,500,0.0025,400.0,-60.9715530971,54.2052760991,1.0,100,1.0,,1.0,26.2927,-63.5045
0.002,-64.4378689663,93.59,1.0,-63.6912,500.0,1335.11500401,5.43187e-20,-64.4378689663,1,0.002,1.0,500,0.002,500.000006643,-64.4378689663,1335.11500401,1.0,100,1.0,,1.0,28.5926,-63.6912
0.01,-60.4672304149,88.85,1.0,-60.4672,500.0,55.4549806023,3.50449e-18,-60.4672304149,2,0.01,1.0,500,0.01,100.0,-60.4672304149,55.4549806023,1.0,100,1.0,,1.0,7.40948,-60.4672
0.005,-61.2737008642,90.08,1.0,-60.8705,500.0,49.9389888991,2.1793e-19,-61.2737008642,2,0.005,1.0,500,0.005,200.000000102,-61.2737008642,49.9389888991,1.0,100,1.0,,1.0,7.23413,-60.8705
0.00333333,-65.3507649435,95.47,1.0,-62.3639,500.0,1320.49343609,5.43914e-20,-65.3507649435,2,0.00333333,1.0,500,0.00333333,299.999969474,-65.3507649435,1320.49343609,1.0,100,1.0,,1.0,21.7971,-62.3639
0.0025,-65.2064713612,95.07,1.0,-63.0745,500.0,1320.92810733,5.4346e-20,-65.2064713612,2,0.0025,1.0,500,0.0025,400.0,-65.2064713612,1320.92810733,1.0,100,1.0,,1.0,26.1683,-63.0745
0.002,-66.6271112302,97.4,1.0,-63.7851,500.0,1313.07252976,5.43187e-20,-66.6271112302,1,0.002,1.0,500,0.002,500.000006643,-66.6271112302,1313.07252976,1.0,100,1.0,,1.0,28.4575,-63.7851
0.01,-61.9607120413,91.29,1.0,-61.9607,500.0,59.9884310326,3.50449e-18,-61.9607120413,2,0.01,1.0,500,0.01,100.0,-61.9607120413,59.9884310326,1.0,100,1.0,,1.0,7.7064,-61.9607
0.005,-66.1772264314,96.78,1.0,-64.069,500.0,1316.25447241,2.1793e-19,-66.1772264314,2,0.005,1.0,500,0.005,200.000000102,-66.1772264314,1316.25447241,1.0,100,1.0,,1.0,26.1856,-64.069
0.00333333,-62.3415130031,91.91,1.0,-63.4932,500.0,63.0656479728,5.43914e-20,-62.3415130031,2,0.00333333,1.0,500,0.00333333,299.999969474,-62.3415130031,63.0656479728,1.0,100,1.0,,1.0,21.8769,-63.4932
0.0025,-64.6509031114,94.36,1.0,-63.7826,500.0,1318.74927987,5.4346e-20,-64.6509031114,2,0.0025,1.0,500,0.0025,400.0,-64.6509031114,1318.74927987,1.0,100,1.0,,1.0,26.1838,-63.7826
0.002,-61.5317122991,90.69,1.0,-63.3324,500.0,82.5538348989,5.43187e-20,-61.5317122991,1,0.002,1.0,500,0.002,500.000006643,-61.5317122991,82.5538348989,1.0,100,1.0,,1.0,23.7829,-63.3324
0.01,-63.4556109188,94.3,1.0,-63.4556,500.0,64.2280231497,3.50449e-18,-63.4556109188,2,0.01,1.0,500,0.01,100.0,-63.4556109188,64.2280231497,1.0,100,1.0,,1.0,7.97407,-63.4556
0.005,-68.9651343253,100.01,1.0,-66.2104,500.0,2562.93471442,2.1793e-19,-68.9651343253,2,0.005,1.0,500,0.005,200.000000102,-68.9651343253,2562.93471442,1.0,100,1.0,,1.0,36.1668,-66.2104
0.00333333,-67.4974837816,97.04,1.0,-66.6394,500.0,2571.80267355,5.43914e-20,-67.4974837816,2,0.00333333,1.0,500,0.00333333,299.999969474,-67.4974837816,2571.80267355,1.0,100,1.0,,1.0,41.486,-66.6394
0.0025,-70.4634095713,102.02,1.0,-67.5954,500.0,2534.94186567,5.4346e-20,-70.4634095713,2,0.0025,1.0,500,0.0025,400.0,-70.4634095713,2534.94186567,1.0,100,1.0,,1.0,43.8287,-67.5954
0.002,-60.2802960856,88.75,1.0,-66.1324,500.0,64.0111512163,5.43187e-20,-60.2802960856,1,0.002,1.0,500,0.002,500.000006643,-60.2802960856,64.0111512163,1.0,100,1.0,,1.0,39.4715,-66.1324
0.01,-61.7878757979,91.04,1.0,-61.7879,500.0,61.1086906554,3.50449e-18,-61.7878757979,2,0.01,1.0,500,0.01,100.0,-61.7878757979,61.1086906554,1.0,100,1.0,,1.0,7.77802,-61.7879
0.005,-62.1158248673,91.81,1.0,-61.9519,500.0,72.7285772067,2.1793e-19,-62.1158248673,2,0.005,1.0,500,0.005,200.000000102,-62.1158248673,72.7285772067,1.0,100,1.0,,1.0,8.14103,-61.9519
0.00333333,-61.6160618402,90.89,1.0,-61.8399,500.0,62.689815884,5.43914e-20,-61.6160618402,2,0.00333333,1.0,500,0.00333333,299.999969474,-61.6160618402,62.689815884,1.0,100,1.0,,1.0,8.05586,-61.8399
0.0025,-60.5682989933,89.34,1.0,-61.522,500.0,56.8998532384,5.4346e-20,-60.5682989933,2,0.0025,1.0,500,0.0025,400.0,-60.5682989933,56.8998532384,1.0,100,1.0,,1.0,7.94094,-61.522
0.002,-60.9003396325,89.51,1.0,-61.3977,500.0,50.8703501972,5.43187e-20,-60.9003396325,1,0.002,1.0,500,0.002,500.000006643,-60.9003396325,50.8703501972,1.0,100,1.0,,1.0,7.78338,-61.3977
0.01,-69.3229696183,100.52,1.0,-69.323,500.0,2543.86163957,3.50449e-18,-69.3229696183,2,0.01,1.0,500,0.01,100.0,-69.3229696183,2543.86163957,1.0,100,1.0,,1.0,50.1839,-69.323
0.005,-60.9010983664,89.88,1.0,-65.112,500.0,59.5684873931,2.1793e-19,-60.9010983664,2,0.005,1.0,500,0.005,200.000000102,-60.9010983664,59.5684873931,1.0,100,1.0,,1.0,36.1446,-65.112
0.00333333,-65.4621155684,95.6,1.0,-65.2287,500.0,1326.03718466,5.43914e-20,-65.4621155684,2,0.00333333,1.0,500,0.00333333,299.999969474,-65.4621155684,1326.03718466,1.0,100,1.0,,1.0,36.1742,-65.2287
0.0025,-61.5396751674,91.18,1.0,-64.3065,500.0,70.3954989737,5.4346e-20,-61.5396751674,2,0.0025,1.0,500,0.0025,400.0,-61.5396751674,70.3954989737,1.0,100,1.0,,1.0,31.645,-64.3065
0.002,-69.2473308706,100.13,1.0,-65.2946,500.0,2550.83037445,5.43187e-20,-69.2473308706,1,0.002,1.0,500,0.002,500.000006643,-69.2473308706,2550.83037445,1.0,100,1.0,,1.0,36.1952,-65.2946
0.01,-60.7409239733,89.8,1.0,-60.7409,500.0,60.3090263394,3.50449e-18,-60.7409239733,2,0.01,1.0,500,0.01,100.0,-60.7409239733,60.3090263394,1.0,100,1.0,,1.0,7.72696,-60.7409
0.005,-61.0911446658,90.41,1.0,-60.916,500.0,64.3986229831,2.1793e-19,-61.0911446658,2,0.005,1.0,500,0.005,200.000000102,-61.0911446658,64.3986229831,1.0,100,1.0,,1.0,7.85881,-60.916
0.00333333,-61.9082734846,91.85,1.0,-61.2468,500.0,60.63577772,5.43914e-20,-61.9082734846,2,0.00333333,1.0,500,0.00333333,299.999969474,-61.9082734846,60.63577772,1.0,100,1.0,,1.0,7.83598,-61.2468
0.0025,-64.067711875,93.1,1.0,-61.952,500.0,1326.42075697,5.4346e-20,-64.067711875,2,0.0025,1.0,500,0.0025,400.0,-64.067711875,1326.42075697,1.0,100,1.0,,1.0,19.3864,-61.952
0.002,-69.8571684869,100.89,1.0,-63.5331,500.0,2544.82415059,5.43187e-20,-69.8571684869,1,0.002,1.0,500,0.002,500.000006643,-69.8571684869,2544.82415059,1.0,100,1.0,,1.0,28.5402,-63.5331
0.01,-64.0599711055,93.39,1.0,-64.06,500.0,1337.83888303,3.50449e-18,-64.0599711055,2,0.01,1.0,500,0.01,100.0,-64.0599711055,1337.83888303,1.0,100,1.0,,1.0,36.3931,-64.06
0.005,-64.9757427092,94.77,1.0,-64.5179,500.0,1321.29197748,2.1793e-19,-64.9757427092,2,0.005,1.0,500,0.005,200.000000102,-64.9757427092,1321.29197748,1.0,100,1.0,,1.0,36.2833,-64.5179
0.00333333,-61.7124031137,91.55,1.0,-63.5827,500.0,57.5666139899,5.43914e-20,-61.7124031137,2,0.00333333,1.0,500,0.00333333,299.999969474,-61.7124031137,57.5666139899,1.0,100,1.0,,1.0,29.9733,-63.5827
0.0025,-60.1922180925,89.26,1.0,-62.7351,500.0,54.2555964402,5.4346e-20,-60.1922180925,2,0.0025,1.0,500,0.0025,400.0,-60.1922180925,54.2555964402,1.0,100,1.0,,1.0,26.2561,-62.7351
0.002,-62.0683600764,91.32,1.0,-62.6017,500.0,47.8540948775,5.43187e-20,-62.0683600764,1,0.002,1.0,500,0.002,500.000006643,-62.0683600764,47.8540948775,1.0,100,1.0,,1.0,23.6865,-62.6017
0.01,-62.1536473797,91.64,1.0,-62.1536,500.0,58.746339422,3.50449e-18,-62.1536473797,2,0.01,1.0,500,0.01,100.0,-62.1536473797,58.746339422,1.0,100,1.0,,1.0,7.6262,-62.1536
0.005,-61.7334027778,91.36,1.0,-61.9435,500.0,60.3668092691,2.1793e-19,-61.7334027778,2,0.005,1.0,500,0.005,200.000000102,-61.7334027778,60.3668092691,1.0,100,1.0,,1.0,7.68148,-61.9435
0.00333333,-68.9120775741,99.22,1.0,-64.2664,500.0,2557.73098315,5.43914e-20,-68.9120775741,2,0.00333333,1.0,500,0.00333333,299.999969474,-68.9120775741,2557.73098315,1.0,100,1.0,,1.0,29.9028,-64.2664
0.0025,-61.8769241226,92.12,1.0,-63.669,500.0,55.2342844311,5.4346e-20,-61.8769241226,2,0.0025,1.0,500,0.0025,400.0,-61.8769241226,55.2342844311,1.0,100,1.0,,1.0,26.1797,-63.669
0.002,-61.9305958614,91.48,1.0,-63.3213,500.0,62.5530700549,5.43187e-20,-61.9305958614,1,0.002,1.0,500,0.002,500.000006643,-61.9305958614,62.5530700549,1.0,100,1.0,,1.0,23.689,-63.3213
0.01,-64.6427617246,94.67,1.0,-64.6428,500.0,1323.4972333,3.50449e-18,-64.6427617246,2,0.01,1.0,500,0.01,100.0,-64.6427617246,1323.4972333,1.0,100,1.0,,1.0,36.1975,-64.6428
0.005,-61.0593374458,89.78,1.0,-62.851,500.0,53.8524442379,2.1793e-19,-61.0593374458,2,0.005,1.0,500,0.005,200.000000102,-61.0593374458,53.8524442379,1.0,100,1.0,,1.0,26.1725,-62.851
0.00333333,-64.9734746869,94.59,1.0,-63.5585,500.0,1318.21205639,5.43914e-20,-64.9734746869,2,0.00333333,1.0,500,0.00333333,299.999969474,-64.9734746869,1318.21205639,1.0,100,1.0,,1.0,29.8777,-63.5585
0.0025,-66.3831266773,97.5,1.0,-64.2647,500.0,1318.61430761,5.4346e-20,-66.3831266773,2,0.0025,1.0,500,0.0025,400.0,-66.3831266773,1318.61430761,1.0,100,1.0,,1.0,31.581,-64.2647
0.002,-61.0693815508,90.26,1.0,-63.6256,500.0,59.4460095116,5.43187e-20,-61.0693815508,1,0.002,1.0,500,0.002,500.000006643,-61.0693815508,59.4460095116,1.0,100,1.0,,1.0,28.4832,-63.6256
0.01,-64.3819219045,93.71,1.0,-64.3819,500.0,1317.59467328,3.50449e-18,-64.3819219045,2,0.01,1.0,500,0.01,100.0,-64.3819219045,1317.59467328,1.0,100,1.0,,1.0,36.1167,-64.3819
0.005,-60.651347695,89.27,1.0,-62.5166,500.0,54.3008555973,2.1793e-19,-60.651347695,2,0.005,1.0,500,0.005,200.000000102,-60.651347695,54.3008555973,1.0,100,1.0,,1.0,26.126,-62.5166
0.00333333,-63.5611944097,94.26,1.0,-62.8648,500.0,71.88469841,5.43914e-20,-63.5611944097,2,0.00333333,1.0,500,0.00333333,299.999969474,-63.5611944097,71.88469841,1.0,100,1.0,,1.0,21.8863,-62.8648
0.0025,-73.5188887526,105.88,1.0,-65.5283,500.0,3766.63780383,5.4346e-20,-73.5188887526,2,0.0025,1.0,500,0.0025,400.0,-73.5188887526,3766.63780383,1.0,100,1.0,,1.0,36.2323,-65.5283
0.002,-60.7295534576,89.75,1.0,-64.5686,500.0,60.8002501728,5.43187e-20,-60.7295534576,1,0.002,1.0,500,0.002,500.000006643,-60.7295534576,60.8002501728,1.0,100,1.0,,1.0,32.6489,-64.5686
0.01,-65.7634950843,96.37,1.0,-65.7635,500.0,1319.86256377,3.50449e-18,-65.7634950843,2,0.01,1.0,500,0.01,100.0,-65.7634950843,1319.86256377,1.0,100,1.0,,1.0,36.1478,-65.7635
0.005,-60.746356695,89.53,1.0,-63.2549,500.0,60.0967289446,2.1793e-19,-60.746356695,2,0.005,1.0,500,0.005,200.000000102,-60.746356695,60.0967289446,1.0,100,1.0,,1.0,26.2559,-63.2549
0.00333333,-60.9402380776,89.83,1.0,-62.4834,500.0,63.1717808915,5.43914e-20,-60.9402380776,2,0.00333333,1.0,500,0.00333333,299.999969474,-60.9402380776,63.1717808915,1.0,100,1.0,,1.0,21.9458,-62.4834
0.0025,-61.883504765,91.29,1.0,-62.3334,500.0,54.1894288847,5.4346e-20,-61.883504765,2,0.0025,1.0,500,0.0025,400.0,-61.883504765,54.1894288847,1.0,100,1.0,,1.0,19.357,-62.3334
0.002,-62.5548236941,92.57,1.0,-62.3777,500.0,49.5244551451,5.43187e-20,-62.5548236941,1,0.002,1.0,500,0.002,500.000006643,-62.5548236941,49.5244551451,1.0,100,1.0,,1.0,17.5946,-62.3777
0.01,-59.6853454767,87.41,1.0,-59.6853,500.0,53.7302843216,3.50449e-18,-59.6853454767,2,0.01,1.0,500,0.01,100.0,-59.6853454767,53.7302843216,1.0,100,1.0,,1.0,7.29335,-59.6853
0.005,-64.955381431,94.97,1.0,-62.3204,500.0,1321.12837325,2.1793e-19,-64.955381431,2,0.005,1.0,500,0.005,200.000000102,-64.955381431,1321.12837325,1.0,100,1.0,,1.0,26.2202,-62.3204
0.00333333,-61.6065063155,91.23,1.0,-62.0824,500.0,73.1582472565,5.43914e-20,-61.6065063155,2,0.00333333,1.0,500,0.00333333,299.999969474,-61.6065063155,73.1582472565,1.0,100,1.0,,1.0,21.9679,-62.0824
0.0025,-61.4473341128,91.0,1.0,-61.9236,500.0,60.9615941572,5.4346e-20,-61.4473341128,2,0.0025,1.0,500,0.0025,400.0,-61.4473341128,60.9615941572,1.0,100,1.0,,1.0,19.4192,-61.9236
0.002,-65.4292216602,95.33,1.0,-62.6248,500.0,1329.03299171,5.43187e-20,-65.4292216602,1,0.002,1.0,500,0.002,500.000006643,-65.4292216602,1329.03299171,1.0,100,1.0,,1.0,23.8075,-62.6248
