AvgVanillaIw,AvgDiscRet,VarJ,VarDiscRet,Bound,ESSClassic,AvgEpLen,ESSRenyi,MinNormIw,IterType,BatchSize,eRenyi2,AvgNormIw,J,VanillaAvgRet,MinVanillaIw,Delta,MaxVanillaIw,EpsThisIter,AvgRet,VarVanillaIw,MaxNormIw,VarRet,VarNormIw
1.0,-57.6785733636,6.98694,49.3104189895,-57.6786,100.0,83.58,500.0,0.01,2,500,1.0,0.01,-57.6786,-57.6785733636,1.0,1.0,1.0,100,-57.6785733636,,0.01,49.3104189895,3.50449e-18
1.0,-59.0381583209,7.69219,69.291044468,-58.3584,200.000000102,85.96,500.0,0.005,2,500,1.0,0.005,-58.3584,-59.0381583209,1.0,1.0,1.0,100,-59.0381583209,,0.005,69.291044468,2.1793e-19
1.0,-58.5440164144,7.51845,51.735848459,-58.4203,299.999969474,85.29,500.0,0.00333333,2,500,1.0,0.00333333,-58.4203,-58.5440164144,1.0,1.0,1.0,100,-58.5440164144,,0.00333333,51.735848459,5.43914e-20
1.0,-57.8042039065,7.4166,50.6649182258,-58.2662,400.0,84.38,500.0,0.0025,2,500,1.0,0.0025,-58.2662,-57.8042039065,1.0,1.0,1.0,100,-57.8042039065,,0.0025,50.6649182258,5.4346e-20
1.0,-59.2022379859,7.39713,53.3965608353,-58.4534,500.000006643,85.78,500.0,0.002,1,500,1.0,0.002,-58.4534,-59.2022379859,1.0,1.0,1.0,100,-59.2022379859,,0.002,53.3965608353,5.43187e-20
1.0,-58.5782832213,7.5529,57.622537103,-58.5783,100.0,85.57,500.0,0.01,2,500,1.0,0.01,-58.5783,-58.5782832213,1.0,1.0,1.0,100,-58.5782832213,,0.01,57.622537103,3.50449e-18
1.0,-61.6738576916,26.5717,1363.90923123,-60.1261,200.000000102,88.72,500.0,0.005,2,500,1.0,0.005,-60.1261,-61.6738576916,1.0,1.0,1.0,100,-61.6738576916,,0.005,1363.90923123,2.1793e-19
1.0,-61.1737016802,30.2149,1339.37039086,-60.4753,299.999969474,88.14,500.0,0.00333333,2,500,1.0,0.00333333,-60.4753,-61.1737016802,1.0,1.0,1.0,100,-61.1737016802,,0.00333333,1339.37039086,5.43914e-20
1.0,-58.1049664611,26.4138,48.2057480018,-59.8827,400.0,84.47,500.0,0.0025,2,500,1.0,0.0025,-59.8827,-58.1049664611,1.0,1.0,1.0,100,-58.1049664611,,0.0025,48.2057480018,5.4346e-20
1.0,-64.8371738851,32.8632,2615.70618126,-60.8736,500.000006643,92.11,500.0,0.002,1,500,1.0,0.002,-60.8736,-64.8371738851,1.0,1.0,1.0,100,-64.8371738851,,0.002,2615.70618126,5.43187e-20
1.0,-61.233937176,36.5322,1348.08153198,-61.2339,100.0,88.37,500.0,0.01,2,500,1.0,0.01,-61.2339,-61.233937176,1.0,1.0,1.0,100,-61.233937176,,0.01,1348.08153198,3.50449e-18
1.0,-58.8476573093,26.3574,52.5040368941,-60.0408,200.000000102,85.84,500.0,0.005,2,500,1.0,0.005,-60.0408,-58.8476573093,1.0,1.0,1.0,100,-58.8476573093,,0.005,52.5040368941,2.1793e-19
1.0,-57.9465043448,21.9946,59.5333591694,-59.3427,299.999969474,84.0,500.0,0.00333333,2,500,1.0,0.00333333,-59.3427,-57.9465043448,1.0,1.0,1.0,100,-57.9465043448,,0.00333333,59.5333591694,5.43914e-20
1.0,-57.6404868375,19.378,49.063704394,-58.9171,400.0,83.72,500.0,0.0025,2,500,1.0,0.0025,-58.9171,-57.6404868375,1.0,1.0,1.0,100,-57.6404868375,,0.0025,49.063704394,5.4346e-20
1.0,-61.319547127,23.8719,1356.25427714,-59.3976,500.000006643,88.02,500.0,0.002,1,500,1.0,0.002,-59.3976,-61.319547127,1.0,1.0,1.0,100,-61.319547127,,0.002,1356.25427714,5.43187e-20
1.0,-62.1676765849,36.4672,1343.28907196,-62.1677,100.0,89.58,500.0,0.01,2,500,1.0,0.01,-62.1677,-62.1676765849,1.0,1.0,1.0,100,-62.1676765849,,0.01,1343.28907196,3.50449e-18
1.0,-58.0039854681,26.3189,47.3184755864,-60.0858,200.000000102,84.4,500.0,0.005,2,500,1.0,0.005,-60.0858,-58.0039854681,1.0,1.0,1.0,100,-58.0039854681,,0.005,47.3184755864,2.1793e-19
1.0,-58.4500047149,21.9386,57.3225078715,-59.5406,299.999969474,85.2,500.0,0.00333333,2,500,1.0,0.00333333,-59.5406,-58.4500047149,1.0,1.0,1.0,100,-58.4500047149,,0.00333333,57.3225078715,5.43914e-20
1.0,-61.4785136612,26.3568,1345.44993456,-60.025,400.0,88.41,500.0,0.0025,2,500,1.0,0.0025,-60.025,-61.4785136612,1.0,1.0,1.0,100,-61.4785136612,,0.0025,1345.44993456,5.4346e-20
1.0,-58.1085491669,23.7981,50.5949529449,-59.6417,500.000006643,85.13,500.0,0.002,1,500,1.0,0.002,-59.6417,-58.1085491669,1.0,1.0,1.0,100,-58.1085491669,,0.002,50.5949529449,5.43187e-20
1.0,-57.6635795513,7.38123,55.032943446,-57.6636,100.0,83.98,500.0,0.01,2,500,1.0,0.01,-57.6636,-57.6635795513,1.0,1.0,1.0,100,-57.6635795513,,0.01,55.032943446,3.50449e-18
1.0,-59.7152912077,7.97452,71.3117854448,-58.6894,200.000000102,87.45,500.0,0.005,2,500,1.0,0.005,-58.6894,-59.7152912077,1.0,1.0,1.0,100,-59.7152912077,,0.005,71.3117854448,2.1793e-19
1.0,-61.7894448693,22.0738,1341.58031332,-59.7228,299.999969474,88.6,500.0,0.00333333,2,500,1.0,0.00333333,-59.7228,-61.7894448693,1.0,1.0,1.0,100,-61.7894448693,,0.00333333,1341.58031332,5.43914e-20
1.0,-62.6416485994,26.4039,1333.85196874,-60.4525,400.0,90.7,500.0,0.0025,2,500,1.0,0.0025,-60.4525,-62.6416485994,1.0,1.0,1.0,100,-62.6416485994,,0.0025,1333.85196874,5.4346e-20
1.0,-58.1491673349,23.8787,58.6333169878,-59.9918,500.000006643,84.9,500.0,0.002,1,500,1.0,0.002,-59.9918,-58.1491673349,1.0,1.0,1.0,100,-58.1491673349,,0.002,58.6333169878,5.43187e-20
1.0,-62.9462507738,36.4448,1341.64324523,-62.9462,100.0,90.92,500.0,0.01,2,500,1.0,0.01,-62.9462,-62.9462507738,1.0,1.0,1.0,100,-62.9462507738,,0.01,1341.64324523,3.50449e-18
1.0,-58.3407528892,26.4126,56.9892570737,-60.6435,200.000000102,84.97,500.0,0.005,2,500,1.0,0.005,-60.6435,-58.3407528892,1.0,1.0,1.0,100,-58.3407528892,,0.005,56.9892570737,2.1793e-19
1.0,-65.2322570711,36.5353,2621.4047058,-62.1731,299.999969474,92.89,500.0,0.00333333,2,500,1.0,0.00333333,-62.1731,-65.2322570711,1.0,1.0,1.0,100,-65.2322570711,,0.00333333,2621.4047058,5.43914e-20
1.0,-57.4522276218,31.9089,52.0290392674,-60.9929,400.0,83.67,500.0,0.0025,2,500,1.0,0.0025,-60.9929,-57.4522276218,1.0,1.0,1.0,100,-57.4522276218,,0.0025,52.0290392674,5.4346e-20
1.0,-58.4153596963,28.7503,55.4470583658,-60.4774,500.000006643,85.45,500.0,0.002,1,500,1.0,0.002,-60.4774,-58.4153596963,1.0,1.0,1.0,100,-58.4153596963,,0.002,55.4470583658,5.43187e-20
1.0,-58.3104553488,6.70207,45.3715151602,-58.3105,100.0,85.14,500.0,0.01,2,500,1.0,0.01,-58.3105,-58.3104553488,1.0,1.0,1.0,100,-58.3104553488,,0.01,45.3715151602,3.50449e-18
1.0,-60.3234618093,26.3802,1358.46612764,-59.317,200.000000102,86.79,500.0,0.005,2,500,1.0,0.005,-59.317,-60.3234618093,1.0,1.0,1.0,100,-60.3234618093,,0.005,1358.46612764,2.1793e-19
1.0,-62.5571681659,30.1962,1350.10009145,-60.397,299.999969474,90.03,500.0,0.00333333,2,500,1.0,0.00333333,-60.397,-62.5571681659,1.0,1.0,1.0,100,-62.5571681659,,0.00333333,1350.10009145,5.43914e-20
1.0,-59.164836868,26.4293,58.0510961473,-60.089,400.0,86.56,500.0,0.0025,2,500,1.0,0.0025,-60.089,-59.164836868,1.0,1.0,1.0,100,-59.164836868,,0.0025,58.0510961473,5.4346e-20
1.0,-61.3646198352,28.7481,1350.43992921,-60.3441,500.000006643,88.12,500.0,0.002,1,500,1.0,0.002,-60.3441,-61.3646198352,1.0,1.0,1.0,100,-61.3646198352,,0.002,1350.43992921,5.43187e-20
1.0,-63.1934957445,36.3977,1338.17410887,-63.1935,100.0,91.48,500.0,0.01,2,500,1.0,0.01,-63.1935,-63.1934957445,1.0,1.0,1.0,100,-63.1934957445,,0.01,1338.17410887,3.50449e-18
1.0,-59.6265015167,26.3317,56.1223644067,-61.41,200.000000102,86.89,500.0,0.005,2,500,1.0,0.005,-61.41,-59.6265015167,1.0,1.0,1.0,100,-59.6265015167,,0.005,56.1223644067,2.1793e-19
1.0,-61.2560781045,30.0716,1339.57051193,-61.3587,299.999969474,87.87,500.0,0.00333333,2,500,1.0,0.00333333,-61.3587,-61.2560781045,1.0,1.0,1.0,100,-61.2560781045,,0.00333333,1339.57051193,5.43914e-20
1.0,-58.8546857621,26.306,50.9282748158,-60.7327,400.0,86.04,500.0,0.0025,2,500,1.0,0.0025,-60.7327,-58.8546857621,1.0,1.0,1.0,100,-58.8546857621,,0.0025,50.9282748158,5.4346e-20
1.0,-61.8790965343,28.665,1352.84601859,-60.962,500.000006643,89.22,500.0,0.002,1,500,1.0,0.002,-60.962,-61.8790965343,1.0,1.0,1.0,100,-61.8790965343,,0.002,1352.84601859,5.43187e-20
1.0,-63.3098361294,36.4968,1345.47473023,-63.3098,100.0,91.44,500.0,0.01,2,500,1.0,0.01,-63.3098,-63.3098361294,1.0,1.0,1.0,100,-63.3098361294,,0.01,1345.47473023,3.50449e-18
1.0,-58.8786743461,26.5062,63.9639572857,-61.0943,200.000000102,85.91,500.0,0.005,2,500,1.0,0.005,-61.0943,-58.8786743461,1.0,1.0,1.0,100,-58.8786743461,,0.005,63.9639572857,2.1793e-19
1.0,-59.3309900661,22.1105,59.9831490986,-60.5065,299.999969474,86.63,500.0,0.00333333,2,500,1.0,0.00333333,-60.5065,-59.3309900661,1.0,1.0,1.0,100,-59.3309900661,,0.00333333,59.9831490986,5.43914e-20
1.0,-57.7712246034,19.518,52.0991983043,-59.8227,400.0,83.98,500.0,0.0025,2,500,1.0,0.0025,-59.8227,-57.7712246034,1.0,1.0,1.0,100,-57.7712246034,,0.0025,52.0991983043,5.4346e-20
1.0,-57.5584500936,17.7197,42.4522119787,-59.3698,500.000006643,83.34,500.0,0.002,1,500,1.0,0.002,-59.3698,-57.5584500936,1.0,1.0,1.0,100,-57.5584500936,,0.002,42.4522119787,5.43187e-20
1.0,-58.4294558711,8.38313,70.986718287,-58.4295,100.0,84.68,500.0,0.01,2,500,1.0,0.01,-58.4295,-58.4294558711,1.0,1.0,1.0,100,-58.4294558711,,0.01,70.986718287,3.50449e-18
1.0,-58.0747603683,7.84016,53.1276951125,-58.2521,200.000000102,84.79,500.0,0.005,2,500,1.0,0.005,-58.2521,-58.0747603683,1.0,1.0,1.0,100,-58.0747603683,,0.005,53.1276951125,2.1793e-19
1.0,-61.8813978146,22.14,1352.34213753,-59.4619,299.999969474,89.29,500.0,0.00333333,2,500,1.0,0.00333333,-59.4619,-61.8813978146,1.0,1.0,1.0,100,-61.8813978146,,0.00333333,1352.34213753,5.43914e-20
1.0,-61.5998498814,26.469,1341.89085149,-59.9964,400.0,88.49,500.0,0.0025,2,500,1.0,0.0025,-59.9964,-61.5998498814,1.0,1.0,1.0,100,-61.5998498814,,0.0025,1341.89085149,5.4346e-20
1.0,-61.9723952347,28.7369,1336.85992368,-60.3916,500.000006643,89.08,500.0,0.002,1,500,1.0,0.002,-60.3916,-61.9723952347,1.0,1.0,1.0,100,-61.9723952347,,0.002,1336.85992368,5.43187e-20
1.0,-58.2920915677,7.11234,51.0962942834,-58.2921,100.0,85.14,500.0,0.01,2,500,1.0,0.01,-58.2921,-58.2920915677,1.0,1.0,1.0,100,-58.2920915677,,0.01,51.0962942834,3.50449e-18
1.0,-62.091927698,26.3731,1346.74328414,-60.192,200.000000102,89.26,500.0,0.005,2,500,1.0,0.005,-60.192,-62.091927698,1.0,1.0,1.0,100,-62.091927698,,0.005,1346.74328414,2.1793e-19
1.0,-59.588223802,21.9899,59.9398464005,-59.9908,299.999969474,86.52,500.0,0.00333333,2,500,1.0,0.00333333,-59.9908,-59.588223802,1.0,1.0,1.0,100,-59.588223802,,0.00333333,59.9398464005,5.43914e-20
1.0,-61.3447265492,26.3985,1348.97115169,-60.3292,400.0,87.95,500.0,0.0025,2,500,1.0,0.0025,-60.3292,-61.3447265492,1.0,1.0,1.0,100,-61.3447265492,,0.0025,1348.97115169,5.4346e-20
1.0,-61.6607821311,28.7214,1349.1590815,-60.5956,500.000006643,88.71,500.0,0.002,1,500,1.0,0.002,-60.5956,-61.6607821311,1.0,1.0,1.0,100,-61.6607821311,,0.002,1349.1590815,5.43187e-20
1.0,-58.5727979346,7.5957,58.2774721463,-58.5728,100.0,85.44,500.0,0.01,2,500,1.0,0.01,-58.5728,-58.5727979346,1.0,1.0,1.0,100,-58.5727979346,,0.01,58.2774721463,3.50449e-18
1.0,-62.0400489798,26.4671,1350.81266958,-60.3064,200.000000102,89.34,500.0,0.005,2,500,1.0,0.005,-60.3064,-62.0400489798,1.0,1.0,1.0,100,-62.0400489798,,0.005,1350.81266958,2.1793e-19
1.0,-57.9849993166,22.09,59.897734287,-59.5326,299.999969474,84.44,500.0,0.00333333,2,500,1.0,0.00333333,-59.5326,-57.9849993166,1.0,1.0,1.0,100,-57.9849993166,,0.00333333,59.897734287,5.43914e-20
1.0,-58.7463059051,19.4291,46.047943227,-59.336,400.0,85.58,500.0,0.0025,2,500,1.0,0.0025,-59.336,-58.7463059051,1.0,1.0,1.0,100,-58.7463059051,,0.0025,46.047943227,5.4346e-20
1.0,-58.4890698947,17.7033,57.0853359605,-59.1666,500.000006643,85.11,500.0,0.002,1,500,1.0,0.002,-59.1666,-58.4890698947,1.0,1.0,1.0,100,-58.4890698947,,0.002,57.0853359605,5.43187e-20
1.0,-59.1473700477,7.54041,57.4320630909,-59.1474,100.0,86.31,500.0,0.01,2,500,1.0,0.01,-59.1474,-59.1473700477,1.0,1.0,1.0,100,-59.1473700477,,0.01,57.4320630909,3.50449e-18
1.0,-58.835035082,7.36326,52.0492478686,-58.9912,200.000000102,85.97,500.0,0.005,2,500,1.0,0.005,-58.9912,-58.835035082,1.0,1.0,1.0,100,-58.835035082,,0.005,52.0492478686,2.1793e-19
1.0,-58.0077158284,7.24973,49.0864090488,-58.6634,299.999969474,84.44,500.0,0.00333333,2,500,1.0,0.00333333,-58.6634,-58.0077158284,1.0,1.0,1.0,100,-58.0077158284,,0.00333333,49.0864090488,5.43914e-20
1.0,-58.5438191961,7.46588,65.9304661308,-58.6335,400.0,85.64,500.0,0.0025,2,500,1.0,0.0025,-58.6335,-58.5438191961,1.0,1.0,1.0,100,-58.5438191961,,0.0025,65.9304661308,5.4346e-20
1.0,-58.1590146559,7.51527,59.8574305608,-58.5386,500.000006643,84.62,500.0,0.002,1,500,1.0,0.002,-58.5386,-58.1590146559,1.0,1.0,1.0,100,-58.1590146559,,0.002,59.8574305608,5.43187e-20
1.0,-58.9106673504,7.1077,51.0297312353,-58.9107,100.0,85.79,500.0,0.01,2,500,1.0,0.01,-58.9107,-58.9106673504,1.0,1.0,1.0,100,-58.9106673504,,0.01,51.0297312353,3.50449e-18
1.0,-62.1289474469,26.2985,1340.92924815,-60.5198,200.000000102,89.52,500.0,0.005,2,500,1.0,0.005,-60.5198,-62.1289474469,1.0,1.0,1.0,100,-62.1289474469,,0.005,1340.92924815,2.1793e-19
1.0,-57.9816158895,21.9208,54.5982663456,-59.6737,299.999969474,84.4,500.0,0.00333333,2,500,1.0,0.00333333,-59.6737,-57.9816158895,1.0,1.0,1.0,100,-57.9816158895,,0.00333333,54.5982663456,5.43914e-20
1.0,-58.7828002472,19.3208,51.532593381,-59.451,400.0,85.68,500.0,0.0025,2,500,1.0,0.0025,-59.451,-58.7828002472,1.0,1.0,1.0,100,-58.7828002472,,0.0025,51.532593381,5.4346e-20
1.0,-58.8499485692,17.6399,62.9884290121,-59.3308,500.000006643,85.37,500.0,0.002,1,500,1.0,0.002,-59.3308,-58.8499485692,1.0,1.0,1.0,100,-58.8499485692,,0.002,62.9884290121,5.43187e-20
1.0,-58.5757707734,6.77114,46.3114437273,-58.5758,100.0,85.39,500.0,0.01,2,500,1.0,0.01,-58.5758,-58.5757707734,1.0,1.0,1.0,100,-58.5757707734,,0.01,46.3114437273,3.50449e-18
1.0,-58.7566396333,7.23802,59.5082549078,-58.6662,200.000000102,85.94,500.0,0.005,2,500,1.0,0.005,-58.6662,-58.7566396333,1.0,1.0,1.0,100,-58.7566396333,,0.005,59.5082549078,2.1793e-19
1.0,-58.8892093231,7.37653,59.0187123883,-58.7405,299.999969474,85.85,500.0,0.00333333,2,500,1.0,0.00333333,-58.7405,-58.8892093231,1.0,1.0,1.0,100,-58.8892093231,,0.00333333,59.0187123883,5.43914e-20
1.0,-62.2391694352,19.3503,1338.70249175,-59.6152,400.0,89.44,500.0,0.0025,2,500,1.0,0.0025,-59.6152,-62.2391694352,1.0,1.0,1.0,100,-62.2391694352,,0.0025,1338.70249175,5.4346e-20
1.0,-58.7907302751,17.6305,56.4556683823,-59.4503,500.000006643,85.8,500.0,0.002,1,500,1.0,0.002,-59.4503,-58.7907302751,1.0,1.0,1.0,100,-58.7907302751,,0.002,56.4556683823,5.43187e-20
1.0,-58.8655099019,7.43916,55.9000313419,-58.8655,100.0,85.7,500.0,0.01,2,500,1.0,0.01,-58.8655,-58.8655099019,1.0,1.0,1.0,100,-58.8655099019,,0.01,55.9000313419,3.50449e-18
1.0,-62.4031656244,26.3338,1338.72250458,-60.6343,200.000000102,90.12,500.0,0.005,2,500,1.0,0.005,-60.6343,-62.4031656244,1.0,1.0,1.0,100,-62.4031656244,,0.005,1338.72250458,2.1793e-19
1.0,-61.4440770273,30.0975,1343.64247122,-60.9043,299.999969474,88.65,500.0,0.00333333,2,500,1.0,0.00333333,-60.9043,-61.4440770273,1.0,1.0,1.0,100,-61.4440770273,,0.00333333,1343.64247122,5.43914e-20
1.0,-60.4045188458,26.4128,73.5250073367,-60.7793,400.0,88.02,500.0,0.0025,2,500,1.0,0.0025,-60.7793,-60.4045188458,1.0,1.0,1.0,100,-60.4045188458,,0.0025,73.5250073367,5.4346e-20
1.0,-61.0734652635,28.7234,1348.01634126,-60.8382,500.000006643,87.61,500.0,0.002,1,500,1.0,0.002,-60.8382,-61.0734652635,1.0,1.0,1.0,100,-61.0734652635,,0.002,1348.01634126,5.43187e-20
1.0,-62.2787382099,36.5635,1350.39639635,-62.2787,100.0,89.6,500.0,0.01,2,500,1.0,0.01,-62.2787,-62.2787382099,1.0,1.0,1.0,100,-62.2787382099,,0.01,1350.39639635,3.50449e-18
1.0,-57.3550711527,26.3178,36.6012324998,-59.8169,200.000000102,83.17,500.0,0.005,2,500,1.0,0.005,-59.8169,-57.3550711527,1.0,1.0,1.0,100,-57.3550711527,,0.005,36.6012324998,2.1793e-19
1.0,-62.9069936484,30.065,1333.42967368,-60.8469,299.999969474,90.76,500.0,0.00333333,2,500,1.0,0.00333333,-60.8469,-62.9069936484,1.0,1.0,1.0,100,-62.9069936484,,0.00333333,1333.42967368,5.43914e-20
1.0,-58.5883119662,26.3149,54.9028120522,-60.2823,400.0,85.4,500.0,0.0025,2,500,1.0,0.0025,-60.2823,-58.5883119662,1.0,1.0,1.0,100,-58.5883119662,,0.0025,54.9028120522,5.4346e-20
1.0,-64.2730589695,32.7996,2622.66223592,-61.0804,500.000006643,91.24,500.0,0.002,1,500,1.0,0.002,-61.0804,-64.2730589695,1.0,1.0,1.0,100,-64.2730589695,,0.002,2622.66223592,5.43187e-20
1.0,-62.6308272584,36.4443,1341.60274977,-62.6308,100.0,90.3,500.0,0.01,2,500,1.0,0.01,-62.6308,-62.6308272584,1.0,1.0,1.0,100,-62.6308272584,,0.01,1341.60274977,3.50449e-18
1.0,-62.7161764377,36.3973,1334.68561628,-62.6735,200.000000102,90.73,500.0,0.005,2,500,1.0,0.005,-62.6735,-62.7161764377,1.0,1.0,1.0,100,-62.7161764377,,0.005,1334.68561628,2.1793e-19
1.0,-57.8448976657,30.12,57.1458461044,-61.064,299.999969474,84.54,500.0,0.00333333,2,500,1.0,0.00333333,-61.064,-57.8448976657,1.0,1.0,1.0,100,-57.8448976657,,0.00333333,57.1458461044,5.43914e-20
1.0,-62.9679616979,31.8076,1335.88464134,-61.54,400.0,91.51,500.0,0.0025,2,500,1.0,0.0025,-61.54,-62.9679616979,1.0,1.0,1.0,100,-62.9679616979,,0.0025,1335.88464134,5.4346e-20
1.0,-61.5234104644,32.7588,1332.1369925,-61.5367,500.000006643,88.52,500.0,0.002,1,500,1.0,0.002,-61.5367,-61.5234104644,1.0,1.0,1.0,100,-61.5234104644,,0.002,1332.1369925,5.43187e-20
1.0,-59.0770784515,7.00801,49.608228377,-59.0771,100.0,86.13,500.0,0.01,2,500,1.0,0.01,-59.0771,-59.0770784515,1.0,1.0,1.0,100,-59.0770784515,,0.01,49.608228377,3.50449e-18
1.0,-59.6123910517,7.14191,53.2912564901,-59.3447,200.000000102,87.19,500.0,0.005,2,500,1.0,0.005,-59.3447,-59.6123910517,1.0,1.0,1.0,100,-59.6123910517,,0.005,53.2912564901,2.1793e-19
1.0,-58.3197383207,6.94628,42.4627147814,-59.0031,299.999969474,84.95,500.0,0.00333333,2,500,1.0,0.00333333,-59.0031,-58.3197383207,1.0,1.0,1.0,100,-58.3197383207,,0.00333333,42.4627147814,5.43914e-20
1.0,-61.2009467302,19.2371,1345.34549927,-59.5525,400.0,87.88,500.0,0.0025,2,500,1.0,0.0025,-59.5525,-61.2009467302,1.0,1.0,1.0,100,-61.2009467302,,0.0025,1345.34549927,5.4346e-20
1.0,-58.0387235911,17.5562,59.5912922181,-59.2498,500.000006643,84.73,500.0,0.002,1,500,1.0,0.002,-59.2498,-58.0387235911,1.0,1.0,1.0,100,-58.0387235911,,0.002,59.5912922181,5.43187e-20
1.0,-58.442372392,7.19314,52.2639024128,-58.4424,100.0,85.33,500.0,0.01,2,500,1.0,0.01,-58.4424,-58.442372392,1.0,1.0,1.0,100,-58.442372392,,0.01,52.2639024128,3.50449e-18
1.0,-58.8969767983,7.43041,59.1691728584,-58.6697,200.000000102,85.95,500.0,0.005,2,500,1.0,0.005,-58.6697,-58.8969767983,1.0,1.0,1.0,100,-58.8969767983,,0.005,59.1691728584,2.1793e-19
1.0,-64.1996770212,30.1229,2617.53708622,-60.513,299.999969474,91.26,500.0,0.00333333,2,500,1.0,0.00333333,-60.513,-64.1996770212,1.0,1.0,1.0,100,-64.1996770212,,0.00333333,2617.53708622,5.43914e-20
1.0,-59.2708514194,26.2744,38.430011989,-60.2025,400.0,86.21,500.0,0.0025,2,500,1.0,0.0025,-60.2025,-59.2708514194,1.0,1.0,1.0,100,-59.2708514194,,0.0025,38.430011989,5.4346e-20
1.0,-61.708916982,28.6343,1349.91185081,-60.5038,500.000006643,88.83,500.0,0.002,1,500,1.0,0.002,-60.5038,-61.708916982,1.0,1.0,1.0,100,-61.708916982,,0.002,1349.91185081,5.43187e-20
1.0,-64.7971506022,50.8912,2616.07348692,-64.7971,100.0,91.95,500.0,0.01,2,500,1.0,0.01,-64.7971,-64.7971506022,1.0,1.0,1.0,100,-64.7971506022,,0.01,2616.07348692,3.50449e-18
1.0,-58.4557833806,36.5215,58.2097693477,-61.6265,200.000000102,85.31,500.0,0.005,2,500,1.0,0.005,-61.6265,-58.4557833806,1.0,1.0,1.0,100,-58.4557833806,,0.005,58.2097693477,2.1793e-19
1.0,-58.8091982572,30.126,50.2904445268,-60.6874,299.999969474,86.12,500.0,0.00333333,2,500,1.0,0.00333333,-60.6874,-58.8091982572,1.0,1.0,1.0,100,-58.8091982572,,0.00333333,50.2904445268,5.43914e-20
1.0,-57.5678285523,26.3779,53.6781278467,-59.9075,400.0,84.07,500.0,0.0025,2,500,1.0,0.0025,-59.9075,-57.5678285523,1.0,1.0,1.0,100,-57.5678285523,,0.0025,53.6781278467,5.4346e-20
1.0,-61.433431904,28.6909,1344.25037318,-60.2127,500.000006643,88.52,500.0,0.002,1,500,1.0,0.002,-60.2127,-61.433431904,1.0,1.0,1.0,100,-61.433431904,,0.002,1344.25037318,5.43187e-20
1.0,-58.1539494342,7.73143,60.3787597685,-58.1539,100.0,84.99,500.0,0.01,2,500,1.0,0.01,-58.1539,-58.1539494342,1.0,1.0,1.0,100,-58.1539494342,,0.01,60.3787597685,3.50449e-18
1.0,-66.3830979949,36.4325,2586.89325114,-62.2685,200.000000102,95.22,500.0,0.005,2,500,1.0,0.005,-62.2685,-66.3830979949,1.0,1.0,1.0,100,-66.3830979949,,0.005,2586.89325114,2.1793e-19
1.0,-57.6976594347,30.1394,57.1336473119,-60.7449,299.999969474,84.17,500.0,0.00333333,2,500,1.0,0.00333333,-60.7449,-57.6976594347,1.0,1.0,1.0,100,-57.6976594347,,0.00333333,57.1336473119,5.43914e-20
1.0,-58.3143682651,26.3487,47.914884368,-60.1373,400.0,85.29,500.0,0.0025,2,500,1.0,0.0025,-60.1373,-58.3143682651,1.0,1.0,1.0,100,-58.3143682651,,0.0025,47.914884368,5.4346e-20
1.0,-57.5436202914,23.7789,45.2362100826,-59.6185,500.000006643,83.79,500.0,0.002,1,500,1.0,0.002,-59.6185,-57.5436202914,1.0,1.0,1.0,100,-57.5436202914,,0.002,45.2362100826,5.43187e-20
1.0,-62.2254939462,36.4535,1342.28292849,-62.2255,100.0,89.74,500.0,0.01,2,500,1.0,0.01,-62.2255,-62.2254939462,1.0,1.0,1.0,100,-62.2254939462,,0.01,1342.28292849,3.50449e-18
1.0,-57.4801610222,26.2613,39.5931759677,-59.8528,200.000000102,83.41,500.0,0.005,2,500,1.0,0.005,-59.8528,-57.4801610222,1.0,1.0,1.0,100,-57.4801610222,,0.005,39.5931759677,2.1793e-19
1.0,-64.796667797,36.438,2613.70686179,-61.5008,299.999969474,91.95,500.0,0.00333333,2,500,1.0,0.00333333,-61.5008,-64.796667797,1.0,1.0,1.0,100,-64.796667797,,0.00333333,2613.70686179,5.43914e-20
1.0,-57.7686942545,31.7996,51.7443161974,-60.5677,400.0,84.26,500.0,0.0025,2,500,1.0,0.0025,-60.5677,-57.7686942545,1.0,1.0,1.0,100,-57.7686942545,,0.0025,51.7443161974,5.4346e-20
1.0,-65.9734125257,36.4171,2588.66562197,-61.6489,500.000006643,94.13,500.0,0.002,1,500,1.0,0.002,-61.6489,-65.9734125257,1.0,1.0,1.0,100,-65.9734125257,,0.002,2588.66562197,5.43187e-20
1.0,-58.1597419952,6.53855,43.1845246838,-58.1597,100.0,84.62,500.0,0.01,2,500,1.0,0.01,-58.1597,-58.1597419952,1.0,1.0,1.0,100,-58.1597419952,,0.01,43.1845246838,3.50449e-18
1.0,-58.2825445989,7.04932,57.1976208628,-58.2211,200.000000102,84.75,500.0,0.005,2,500,1.0,0.005,-58.2211,-58.2825445989,1.0,1.0,1.0,100,-58.2825445989,,0.005,57.1976208628,2.1793e-19
1.0,-58.8017363918,7.05228,50.0942326014,-58.4147,299.999969474,85.86,500.0,0.00333333,2,500,1.0,0.00333333,-58.4147,-58.8017363918,1.0,1.0,1.0,100,-58.8017363918,,0.00333333,50.0942326014,5.43914e-20
