Iteration,TimeElapsed,InitialReturnMean,Weights,MinIW,MaxIW,EpisodesSoFar,StdIW,InitialReturnStd,EpThisIter,InitialReturnMin,J_sample_variance,EmpiricalD2,InitialReturnMax,EpRewMean,Bound,TimestepsSoFar,InitialBound,ReturnMeanIW,EpLenMean,MeanIW
205,3148.8256499767303,-2.527237e-06,[ 2.79   2.003 -7.858  5.205 -2.046],3.7295916e-07,47.98699,20500,0.60760224,5.531997,100,-14.621529,2591.6086,3858585.0,14.504214,-108.22514712022266,47.18646,991298,39.53104,47.18646,16.75,0.18819703
206,3156.7680370807648,5.1498415e-07,[ 2.777  1.991 -7.841  5.196 -2.047],1.7583762e-10,92.70242,20600,1.4762133,5.3306675,100,-18.345175,20350.582,2063822500000.0,15.4563265,-109.09406113187268,55.950634,993047,38.39178,55.950634,17.49,0.3558318
207,3165.316484451294,1.0681152e-06,[ 2.778  1.992 -7.809  5.166 -2.057],2.581042e-10,400.26025,20700,2.8367589,5.2999063,100,-14.227993,325312.66,247743550000.0,15.310685,-108.84560972483938,107.977066,994706,39.976856,107.977066,16.59,0.26113302
208,3174.065929412842,7.6293946e-07,[ 2.797  2.049 -7.764  5.162 -2.037],6.8197735e-08,382.67444,20800,2.3793123,5.5424643,100,-13.7191925,15610.56,4510726.0,19.176418,-108.21052311419511,53.656548,996357,39.86491,53.656548,16.51,0.29516378
209,3181.7615642547607,-3.2043456e-06,[ 2.788  2.033 -7.753  5.167 -2.04 ],4.7901665e-25,5298.869,20900,23.77895,6.2192693,100,-16.675657,2007558.0,1.1735419e+34,18.717337,-107.79287600124312,174.35707,997953,40.88628,174.35707,15.96,0.13323408
210,3191.489259004593,2.0980835e-07,[ 2.825  2.07  -7.775  5.182 -2.052],0.0017811292,59.90735,21000,1.8942642,6.2745185,100,-18.6522,3555.8865,4550258.5,17.313263,-108.29523565453593,50.560486,999656,38.64152,50.560486,17.03,1.2282573
211,3200.9346890449524,-2.3460389e-06,[ 2.833  2.085 -7.756  5.193 -2.057],3.0045427e-13,1168.3127,21100,7.473692,5.8350244,100,-15.036879,586110.75,5.5844333e+20,17.46193,-108.7567132792145,99.37703,1001359,38.914356,99.37703,17.03,0.43335828
212,3210.478219270706,-2.4318695e-06,[ 2.854  2.087 -7.72   5.2   -2.073],1.7775509e-09,268.4829,21200,2.0027528,6.4482737,100,-13.821774,24685.447,895304900.0,14.963955,-107.83232944179774,60.496372,1003007,39.594555,60.496372,16.48,0.385006
213,3218.695798635483,1.1062622e-06,[ 2.877  2.076 -7.695  5.201 -2.078],,948.64246,21300,15.216672,6.3717575,100,-14.216576,3419874.2,inf,17.668482,-108.55357183543681,200.86153,1004719,38.549805,200.86153,17.12,1.4733578
214,3227.5479276180267,-6.67572e-07,[ 2.904  2.181 -7.602  5.221 -2.059],5.5052723e-10,437.57672,21400,6.923666,6.2273793,100,-14.335531,110001.82,16493872000000.0,17.571936,-108.16036688113486,82.49537,1006393,39.08944,82.49537,16.74,0.9780552
215,3235.7160909175873,6.4849854e-07,[ 2.906  2.179 -7.639  5.228 -2.058],1.044237e-09,826.62366,21500,4.5203657,5.2044764,100,-13.479099,111880.93,5796369000.0,12.433104,-108.2833095814042,85.65375,1008072,39.5078,85.65375,16.79,0.57298803
216,3244.638509750366,-1.001358e-06,[ 2.917  2.168 -7.648  5.19  -2.063],9.441034e-06,25.60313,21600,1.2354113,6.070708,100,-15.60968,1096.0814,4851.5405,16.976372,-108.34048398736752,45.05504,1009793,38.400486,45.05504,17.21,0.41655788
217,3252.8492136001587,1.9073486e-08,[ 2.917  2.139 -7.654  5.192 -2.062],0.05677803,7.172337,21700,1.0192752,5.3213534,100,-13.749958,1046.4612,3.675621,10.268443,-108.29738834416223,44.19427,1011410,40.764988,44.19427,16.17,1.0916153
218,3261.064152240753,-2.0980835e-06,[ 2.922  2.121 -7.67   5.198 -2.068],3.6894622e-08,43.23899,21800,3.2854986,5.645693,100,-15.092964,11353.619,35645166000.0,15.289911,-108.63158182345433,50.766453,1013103,39.270184,50.766453,16.93,0.88741237
219,3269.3599581718445,2.0980835e-06,[ 2.924  2.132 -7.635  5.169 -2.067],2.8159484e-06,235.08801,21900,1.7130178,5.7266693,100,-11.592817,57991.48,8683080.0,16.804373,-108.35133386094995,65.19196,1014809,38.883995,65.19196,17.06,0.2935985
220,3277.421364545822,-9.3460085e-07,[ 2.923  2.12  -7.671  5.185 -2.073],1.627663e-06,25.594172,22000,0.9509601,5.867652,100,-18.804321,2335.9868,1073909.9,17.888159,-108.60808740678218,44.24619,1016544,38.106785,44.24619,17.35,0.37418061
221,3284.901937484741,-1.9073486e-06,[ 2.945  2.125 -7.687  5.198 -2.079],1.677593e-07,650.2981,22100,13.912371,5.5469804,100,-13.563129,173017.75,440442000.0,15.922525,-108.44265666425113,79.812546,1018238,39.18507,79.812546,16.94,2.1410263
222,3292.8604459762573,-1.14440915e-07,[ 2.935  2.137 -7.676  5.162 -2.083],6.716975e-12,138.49164,22200,1.0677589,5.5178447,100,-11.218309,7970.864,13284366000000.0,14.278927,-107.80342664213086,47.313515,1019861,40.431595,47.313515,16.23,0.17868164
223,3301.1025705337524,-3.4332277e-07,[ 2.952  2.107 -7.658  5.132 -2.088],0.051408436,15.370015,22300,1.7391629,5.5160217,100,-13.440092,253.92482,2.5572343,17.381577,-108.10230299741856,42.524193,1021486,40.46633,42.524193,16.25,1.1196163
224,3308.78360581398,6.1035155e-07,[ 2.948  2.11  -7.649  5.13  -2.09 ],6.6038197e-10,385.81152,22400,2.0505705,5.998116,100,-11.469105,10385.077,362893100000.0,16.309637,-107.96426064329404,56.848038,1023131,39.826843,56.848038,16.45,0.105079785
225,3317.3870022296906,1.1730194e-06,[ 2.926  2.078 -7.646  5.122 -2.09 ],,1640.6696,22500,7.455452,5.631572,100,-13.4168415,252865.03,inf,17.563702,-108.44408070467172,84.27571,1024834,38.921978,84.27571,17.03,0.17125401
226,3325.9403097629547,2.479553e-07,[ 2.913  2.058 -7.654  5.203 -2.086],2.670259e-12,316.49384,22600,2.0706782,5.5797806,100,-14.437344,37856.117,97504600000.0,18.065844,-108.08333009688407,58.985535,1026506,39.46547,58.985535,16.72,0.20005867
227,3334.904193162918,7.8201293e-07,[ 2.909  2.045 -7.645  5.223 -2.1  ],5.4125894e-07,62.281578,22700,2.711928,5.7221684,100,-11.367214,20575.406,222178260000000.0,18.209873,-108.8099437096508,56.95198,1028203,39.12515,56.95198,16.97,1.0940336
228,3344.794587135315,1.4686584e-06,[ 2.922  2.077 -7.614  5.219 -2.103],,173.2894,22800,1.8598175,5.695309,100,-13.862871,39884.93,inf,19.927002,-108.10463858605297,53.250668,1029861,39.471638,53.250668,16.58,0.32860878
229,3353.406144618988,-1.8215179e-06,[ 2.917  2.149 -7.579  5.238 -2.103],0.04376107,22.29034,22900,2.2230196,6.3847723,100,-11.435375,755.52344,3.422953,17.74871,-108.16507249215543,40.32243,1031584,38.03229,40.32243,17.23,1.1924521
230,3361.9005377292633,-2.861023e-07,[ 2.919  2.165 -7.565  5.233 -2.11 ],6.095441e-37,111.6405,23000,2.106762,5.080765,100,-12.064922,127321.164,inf,19.288834,-108.42094775613177,75.7119,1033242,39.831444,75.7119,16.58,0.20619151
231,3370.8845806121826,-1.6975403e-06,[ 2.936  2.145 -7.519  5.186 -2.121],3.4175685e-08,256.75906,23100,3.0047681,5.702489,100,-14.128059,53392.96,39164150000.0,17.48727,-108.47469382942283,52.617294,1034902,39.763824,52.617294,16.6,0.33533725
232,3379.6627912521362,-3.0517577e-07,[ 2.938  2.149 -7.484  5.179 -2.116],0.0005133256,25.191977,23200,1.9240144,5.3699393,100,-11.313875,928.5832,274.7977,16.852917,-108.45364422600312,43.98225,1036577,39.474087,43.98225,16.75,0.672503
233,3388.210547685623,-1.2207031e-06,[ 2.954  2.147 -7.496  5.173 -2.114],3.702823e-11,54.97722,23300,1.2765363,6.1350026,100,-13.139465,13219.413,39944488000000.0,17.543861,-108.41760471096421,54.539764,1038264,39.104313,54.539764,16.87,0.45536283
234,3397.171063184738,6.1035155e-07,[ 2.974  2.141 -7.466  5.147 -2.121],2.3787327e-07,127.82507,23400,1.7643754,6.230604,100,-14.48488,6504.405,4793611.0,14.089759,-108.19053345101935,46.957447,1040009,37.88836,46.957447,17.45,0.48056054
235,3405.622989654541,7.6293946e-07,[ 2.966  2.166 -7.463  5.134 -2.12 ],2.8775023e-08,56.75355,23500,1.5249219,5.243786,100,-18.17527,10933.277,5581934000000.0,18.43739,-108.89296323053891,46.306633,1041722,38.90174,46.306633,17.13,0.5149112
236,3413.7338421344757,-1.411438e-06,[ 2.952  2.166 -7.489  5.146 -2.118],3.113588e-09,147.8887,23600,1.6812439,5.6458125,100,-13.882799,2245.1555,1012438500000.0,15.60994,-108.36939289358625,46.343685,1043369,40.07587,46.343685,16.47,0.33829468
237,3422.101422548294,-1.411438e-06,[ 2.959  2.138 -7.479  5.127 -2.128],2.5321526e-07,204.79834,23700,3.7343035,5.948041,100,-13.956274,43857.535,284218.2,18.616055,-108.5812777090881,54.86286,1045041,39.415844,54.86286,16.72,0.75717026
238,3431.077093601227,-2.861023e-07,[ 2.966  2.134 -7.503  5.139 -2.12 ],5.1138766e-08,20.065874,23800,0.7541188,6.4817834,100,-14.582813,1677.4849,321454.25,16.701363,-108.02933968719346,44.084496,1046777,38.000134,44.084496,17.36,0.3012249
239,3439.297967672348,-9.536743e-07,[ 2.956  2.13  -7.484  5.128 -2.12 ],3.6123263e-10,734.16296,23900,5.8979306,5.2953277,100,-11.527498,83216.99,233630860.0,14.2276745,-108.74170080536163,71.01759,1048422,40.401577,71.01759,16.45,0.71342677
240,3447.9608938694,2.0217894e-06,[ 2.95   2.161 -7.487  5.126 -2.144],5.0191785e-37,4515.0244,24000,21.179436,5.1805606,100,-10.876547,839369.94,inf,11.559747,-108.5948423144824,138.64502,1050064,40.34725,138.64502,16.42,0.14710596
241,3458.5265214443207,-3.528595e-07,[ 2.982  2.198 -7.493  5.097 -2.137],3.4657771e-06,87.30478,24100,1.4412186,5.3858376,100,-12.6751175,3667.4368,652062.5,15.203233,-108.3459708614844,47.378193,1051651,41.49808,47.378193,15.87,0.7653925
242,3466.6548607349396,-3.528595e-07,[ 2.999  2.191 -7.49   5.065 -2.14 ],7.489197e-16,546.9357,24200,4.583124,5.843905,100,-14.561926,90308.97,1.4970313e+17,14.732227,-108.49848456866245,70.9508,1053318,39.714928,70.9508,16.67,0.72440326
243,3475.0569229125977,2.479553e-07,[ 3.004  2.207 -7.484  5.029 -2.143],,1214.0764,24300,7.3953524,5.786783,100,-13.4292965,1033265.1,inf,11.928709,-108.4948518271462,125.08401,1054990,39.618095,125.08401,16.72,0.08626863
244,3484.2197976112366,6.4849854e-07,[ 2.988  2.314 -7.477  5.13  -2.136],,796.53845,24400,4.148433,6.0924907,100,-17.12952,291564.44,inf,15.71157,-108.04321965237489,100.11351,1056620,40.17627,100.11351,16.3,0.12127349
245,3492.943804502487,1.411438e-06,[ 3.01   2.365 -7.504  5.18  -2.136],0.004316151,16.57035,24500,1.3743981,6.690774,100,-15.157618,860.07605,17.551098,14.815951,-107.82775110233844,44.52592,1058249,40.01572,44.52592,16.29,0.91953546
246,3502.000545501709,-1.0490418e-06,[ 3.014  2.359 -7.516  5.173 -2.148],2.783805e-08,162.34715,24600,2.759321,5.3939595,100,-11.861099,14937.561,54792296.0,16.851025,-108.402530550007,60.93859,1059920,39.611404,60.93859,16.71,0.76944983
247,3511.182512283325,-1.14440915e-07,[ 3.016  2.367 -7.538  5.186 -2.151],2.2478741e-06,49.176247,24700,2.238476,5.4077578,100,-13.660873,3739.0464,1392603.9,16.397713,-108.4612523670431,45.98904,1061559,40.390244,45.98904,16.39,0.82487845
248,3520.05921125412,-4.7683716e-07,[ 3.01   2.342 -7.553  5.203 -2.155],1.1315632e-15,215.75842,24800,1.3595771,4.83343,100,-13.349323,37904.21,6.30009e+19,11.417006,-108.08392595655968,55.43168,1063170,40.94455,55.43168,16.11,0.037397765
249,3528.692058801651,1.335144e-06,[ 3.005  2.321 -7.526  5.183 -2.153],5.551244e-33,1262.7058,24900,5.828492,5.540523,100,-13.175285,390652.38,inf,12.293899,-108.04354698610686,86.14707,1064808,40.209023,86.14707,16.38,0.13024561
250,3537.8642477989197,1.2016296e-06,[ 3.012  2.386 -7.496  5.14  -2.141],0.0008880986,8.8158045,25000,0.71865845,6.224574,100,-16.870737,1116.93,19.794327,17.369379,-108.04728037354569,42.937973,1066436,40.07006,42.937973,16.28,0.77609265
251,3546.02765417099,-6.67572e-08,[ 3.031  2.374 -7.511  5.147 -2.139],4.1547373e-12,288.65237,25100,4.8054857,5.931972,100,-18.60402,32622.45,1322224600000.0,17.298641,-108.29760214543252,60.541008,1068138,38.761383,60.541008,17.02,0.7761696
252,3554.3586390018463,-1.6975403e-06,[ 3.039  2.381 -7.528  5.131 -2.141],5.8037544e-11,5537.7935,25200,38.328743,5.8072057,100,-14.336443,3773550.2,106911060000000.0,16.666107,-108.4123673111311,240.17729,1069821,39.359375,240.17729,16.83,2.3484135
253,3564.8999559879303,-3.2043456e-06,[ 3.033  2.372 -7.499  5.127 -2.143],7.756097e-11,40.982876,25300,0.7657638,5.5505953,100,-12.150574,1173.7628,693107750000.0,16.022179,-108.02523742167484,46.284428,1071514,39.091618,46.284428,16.93,0.1630774
254,3573.551722049713,3.2043456e-06,[ 3.046  2.399 -7.502  5.142 -2.147],1.763691e-24,10032.335,25400,58.103622,5.081978,100,-13.02256,28770322.0,1.0197606e+35,17.680946,-108.45107690159614,588.44885,1073168,40.049118,588.44885,16.54,0.6316715
255,3583.269851207733,1.2016296e-06,[ 3.053  2.408 -7.443  5.129 -2.139],8.495427e-08,306.81937,25500,5.002532,5.869645,100,-12.519424,13810.185,897364.4,16.85251,-108.21649493676485,57.016487,1074829,39.66843,57.016487,16.61,1.1966246
256,3592.214912414551,1.9931792e-06,[ 3.037  2.369 -7.469  5.14  -2.147],,1807.1641,25600,9.715431,5.993869,100,-13.326345,1502898.9,inf,16.621252,-108.19156589674213,178.40022,1076504,39.21472,178.40022,16.75,0.10762698
257,3602.6669199466705,2.4414062e-06,[ 3.064  2.273 -7.455  5.178 -2.154],0.06850998,4.275179,25700,0.65785104,6.265041,100,-15.856483,175.60886,1.6516222,18.093552,-108.38588568723273,39.211014,1078213,38.418407,39.211014,17.09,1.0596019
258,3611.2509434223175,-2.0217894e-06,[ 3.057  2.273 -7.462  5.182 -2.156],1.300588e-13,479.34177,25800,3.0984766,5.5605755,100,-12.423201,416747.03,1.1798044e+25,13.6524515,-108.34023060975998,103.85423,1079807,41.173862,103.85423,15.94,0.25064754
259,3620.828835248947,6.8664554e-07,[ 2.986  2.23  -7.521  5.223 -2.159],8.867597e-37,2917.4983,25900,21.467905,6.5096264,100,-14.811323,18373440.0,inf,15.279068,-107.98999407330764,442.3199,1081485,39.064957,442.3199,16.78,0.26278606
260,3632.3658423423767,2.2029876e-06,[ 2.941  2.154 -7.609  5.277 -2.189],,12278.881,26000,55.381622,5.914166,100,-14.240389,4462467.0,inf,17.717522,-108.37911100553839,289.45996,1083194,38.6292,289.45996,17.09,0.6008241
261,3642.89195394516,1.1634827e-06,[ 2.95   2.186 -7.641  5.343 -2.193],1.982611e-06,60.37548,26100,6.064659,6.5515256,100,-18.330965,16769.156,698233200.0,16.01492,-108.40925908812584,49.962708,1084868,39.313168,49.962708,16.74,1.5522181
262,3651.2870864868164,-1.1348725e-06,[ 2.948  2.205 -7.614  5.32  -2.195],1.2853711e-33,201.20938,26200,1.2726111,6.493456,100,-14.645088,45748.54,inf,18.252571,-108.36653643451452,57.619736,1086577,38.4488,57.619736,17.09,0.045622274
263,3660.019478082657,2.2125244e-06,[ 2.927  2.235 -7.646  5.357 -2.207],7.776903e-09,167.78166,26300,2.411283,6.2022467,100,-12.29788,13793.25,174067980.0,16.936424,-108.15609574660982,45.63134,1088291,38.525146,45.63134,17.14,0.6347988
264,3668.560786485672,-4.5776366e-07,[ 2.92   2.262 -7.628  5.332 -2.204],1.7887176e-19,379.91412,26400,2.4711695,6.103996,100,-13.422018,8097.407,4.2232384e+34,17.178299,-108.33105038978577,49.533154,1089972,39.09007,49.533154,16.81,0.55501944
265,3677.3104190826416,1.0108947e-06,[ 2.906  2.309 -7.617  5.361 -2.196],2.710174e-08,2144.8481,26500,16.493399,5.726173,100,-12.447823,1688042.1,79108450.0,14.139715,-108.42373510485685,166.86545,1091632,39.83926,166.86545,16.6,1.7422953
266,3687.66166138649,-4.7683716e-07,[ 2.892  2.311 -7.614  5.333 -2.191],0.010982704,14.844458,26600,1.6657771,5.8102145,100,-12.909073,324.11487,11.523611,17.42149,-108.52198987057372,42.937725,1093291,39.771603,42.937725,16.59,1.225842
267,3696.5924837589264,1.335144e-06,[ 2.885  2.324 -7.609  5.342 -2.191],0.0015845309,45.590366,26700,2.1211598,5.5287924,100,-12.989925,1292.9901,129.15149,16.896097,-108.44674771348424,43.264706,1094981,39.239204,43.264706,16.9,0.9134164
268,3705.8383305072784,-3.3187866e-06,[ 2.886  2.326 -7.617  5.336 -2.195],2.7690241e-05,15.601621,26800,0.6421105,5.3815756,100,-12.107611,825.0277,3884.4807,15.937716,-108.65807845132582,42.568497,1096689,38.96182,42.568497,17.08,0.29197696
269,3714.3437039852142,1.926422e-06,[ 2.891  2.335 -7.628  5.344 -2.198],3.583746e-16,592.9632,26900,3.8170152,5.4805646,100,-14.30028,246488.5,4.597998e+32,16.401604,-108.31388068442595,108.428024,1098358,39.53108,108.428024,16.69,0.13166001
270,3724.571857690811,-5.7220458e-08,[ 2.905  2.264 -7.655  5.317 -2.198],1.0285486e-15,23912.719,27000,107.79754,5.477952,100,-14.095123,19388830.0,1.0959759e+31,12.686494,-108.21823794017865,483.24274,1100001,40.14027,483.24274,16.43,1.4753424
271,3735.0769867897034,1.335144e-07,[ 2.718  2.263 -7.692  5.332 -2.183],0.00023608349,40.689278,27100,2.7316601,5.566348,100,-16.656044,2307.9617,254.1043,14.2807455,-108.28384378469106,43.327,1101646,40.124973,43.327,16.45,1.3499388
272,3743.6766946315765,-5.912781e-07,[ 2.722  2.255 -7.699  5.349 -2.189],2.2724293e-13,216.44748,27200,1.4449471,5.6150217,100,-14.179409,26075.76,569576100000000.0,18.547253,-108.39966347917866,56.305428,1103290,40.1019,56.305428,16.44,0.2599428
273,3752.8636960983276,6.67572e-08,[ 2.704  2.246 -7.695  5.376 -2.198],4.089116e-08,72.91853,27300,1.3633461,6.5354137,100,-11.654991,16004.19,69121.336,18.086214,-108.68139990626,48.052593,1105019,37.9893,48.052593,17.29,0.47489247
274,3761.653137922287,-3.6239624e-07,[ 2.712  2.261 -7.676  5.35  -2.205],7.4813935e-05,32.088593,27400,3.5040116,5.552319,100,-11.24605,1076.6528,3166.65,13.7392025,-108.4660773727822,44.070362,1106679,39.93504,44.070362,16.6,1.0901237
275,3769.992054462433,-5.8174135e-07,[ 2.716  2.253 -7.664  5.337 -2.208],0.00091644505,10.877527,27500,0.76617706,5.487346,100,-12.649141,363.26147,255.67682,18.09764,-108.42699014805767,42.531773,1108331,39.95479,42.531773,16.52,0.30848917
276,3778.4103739261627,3.8146973e-07,[ 2.717  2.267 -7.667  5.342 -2.212],1.217248e-07,46.29844,27600,2.4004202,5.995152,100,-14.0699005,3237.7534,4350952.0,14.727953,-107.97443294305239,45.94211,1109998,39.44123,45.94211,16.67,0.45944625
277,3787.149851322174,2.2888185e-06,[ 2.72   2.274 -7.687  5.351 -2.216],2.8387483e-12,1501.5424,27700,7.2571287,5.250118,100,-10.091091,200018.81,5.1648574e+23,18.052828,-108.45141675151619,103.59512,1111663,39.704243,103.59512,16.65,0.30331856
278,3796.0914165973663,1.5449524e-06,[ 2.7    2.275 -7.722  5.358 -2.211],2.7291492e-08,140.09962,27800,0.77874255,6.363639,100,-13.275442,3744.668,6483379700.0,19.587189,-108.65891098422544,48.534378,1113324,39.352333,48.534378,16.61,0.09603633
279,3805.0985939502716,1.1253356e-06,[ 2.718  2.288 -7.734  5.368 -2.215],3.000516e-06,40.110123,27900,1.5894426,5.7018185,100,-13.687841,6006.827,51431.53,16.263838,-108.46054866168039,50.818157,1114991,39.648335,50.818157,16.67,0.53129566
280,3813.2466530799866,-7.4386594e-07,[ 2.699  2.261 -7.756  5.381 -2.211],2.6492604e-09,195.70361,28000,1.7975497,5.7716365,100,-16.532867,6170.3643,146876580.0,14.550005,-108.045192236583,51.373886,1116557,41.74389,51.373886,15.66,0.22124664
281,3821.9529342651367,7.05719e-07,[ 2.727  2.275 -7.765  5.391 -2.218],1.06266896e-07,103.39592,28100,3.526733,5.69453,100,-13.370007,6298.0693,26181.312,15.10722,-108.16290528180588,50.146687,1118172,40.656208,50.146687,16.15,0.97853935
282,3830.866323709488,4.386902e-07,[ 2.713  2.268 -7.772  5.413 -2.223],4.4389835e-05,20.129288,28200,1.5624877,6.077459,100,-12.435745,2284.7534,49.560646,17.10527,-108.47438161145534,44.84002,1119853,39.267628,44.84002,16.81,1.0565983
283,3839.509080886841,3.4332277e-07,[ 2.708  2.255 -7.789  5.408 -2.228],3.508622e-13,1091.6272,28300,6.954454,5.323778,100,-11.149044,423348.44,523069070000000.0,13.995312,-108.22099197578797,98.56422,1121528,39.597424,98.56422,16.75,0.22746935
284,3848.345606803894,1.4686584e-06,[ 2.693  2.266 -7.812  5.399 -2.239],1.2085307e-34,502.77097,28400,3.4284618,6.154748,100,-13.769573,240451.64,inf,17.149632,-108.28168512540633,98.879684,1123202,39.235863,98.879684,16.74,0.050223403
285,3857.8266129493713,-2.0980835e-07,[ 2.714  2.203 -7.799  5.392 -2.244],1.9992126e-14,1062.1921,28500,9.363368,5.277578,100,-11.049469,3454681.8,1.686891e+26,13.867917,-107.90285546998112,204.74574,1124810,40.95845,204.74574,16.08,0.57102716
286,3869.346689939499,9.536743e-08,[ 2.71   2.143 -7.85   5.416 -2.252],7.3242243e-09,110.165726,28600,0.9521731,4.836784,100,-11.126398,5088.8574,2939622000.0,11.479984,-108.26513360205855,52.07412,1126456,40.286533,52.07412,16.46,0.12990373
287,3877.7687680721283,4.2915343e-07,[ 2.709  2.165 -7.86   5.432 -2.256],6.679231e-06,33.7213,28700,2.1083443,5.7867565,100,-13.813576,3180.8467,6756.2437,14.906487,-108.42255187110408,50.09327,1128134,39.443573,50.09327,16.78,0.6062532
288,3886.670023202896,-1.9073486e-06,[ 2.715  2.163 -7.879  5.434 -2.253],3.2229308e-09,111.261,28800,1.6987671,6.394013,100,-13.252977,7117.8164,76297960.0,17.06601,-108.19653920430945,50.00353,1129780,39.670967,50.00353,16.46,0.30060816
289,3894.935355901718,-1.5640259e-06,[ 2.706  2.159 -7.859  5.423 -2.254],9.860871e-07,109.01094,28900,1.6755967,6.6285133,100,-17.701061,3221.7693,3825102.5,15.2829075,-108.32586833380724,46.44129,1131441,39.50321,46.44129,16.61,0.54139197
290,3903.4757838249207,4.005432e-07,[ 2.692  2.152 -7.85   5.404 -2.258],4.036518e-29,632.8859,29000,3.3870242,5.298664,100,-18.057259,180178.33,inf,14.9050455,-108.46850319612362,77.8753,1133116,39.614754,77.8753,16.75,0.34617546
291,3912.4237971305847,-6.4849854e-07,[ 2.722  2.085 -7.858  5.363 -2.269],,1440.6499,29100,8.229178,6.5517626,100,-13.591072,702618.2,inf,18.436602,-108.170135542189,120.96618,1134847,37.872658,120.96618,17.31,0.0781035
292,3921.708291053772,1.2779236e-06,[ 2.71   2.001 -7.861  5.393 -2.269],1.2720053e-08,51.956448,29200,1.6835907,5.657355,100,-12.493341,2807.672,3153475400000.0,18.476583,-108.63058019650005,45.576984,1136542,38.918514,45.576984,16.95,0.5208442
293,3930.253782272339,-8.9645386e-07,[ 2.699  1.997 -7.847  5.368 -2.272],,1479.7201,29300,7.6534023,5.7054534,100,-11.740477,940935.1,inf,15.967222,-108.51156397873963,156.31343,1138227,39.251736,156.31343,16.85,0.12073822
294,3940.356367588043,1.8310546e-06,[ 2.7    1.984 -7.917  5.494 -2.278],5.0674815e-09,216.57457,29400,1.5992066,6.096611,100,-17.585825,22053.129,12831988000.0,16.741623,-108.2230060674193,58.626534,1139888,39.522236,58.626534,16.61,0.22931707
295,3949.2928943634033,1.8787384e-06,[ 2.701  2.016 -7.905  5.483 -2.285],3.3216735e-10,198.81555,29500,1.6630756,6.7019377,100,-13.807705,16233.658,73331080000.0,16.596369,-108.26798812716474,52.40679,1141619,38.016426,52.40679,17.31,0.21316753
296,3956.9847164154053,1.9073486e-08,[ 2.697  1.97  -7.923  5.483 -2.288],6.4269016e-06,36.393448,29600,2.9113083,5.804095,100,-13.6303215,1685.5071,10156.582,13.433996,-107.81072339808945,43.925644,1143223,40.853096,43.925644,16.04,0.5856557
297,3965.590300321579,-1.8501282e-06,[ 2.718  1.976 -7.93   5.483 -2.294],2.3018158e-15,706.3279,29700,3.5173285,5.7174816,100,-18.669748,38800.613,6.5159256e+21,15.269857,-108.6920437085285,56.077507,1144914,39.39174,56.077507,16.91,0.4809387
298,3974.729046344757,1.2779236e-06,[ 2.713  1.964 -7.936  5.445 -2.29 ],9.046362e-10,89.38393,29800,0.6720303,5.57425,100,-10.0844,3376.2058,65552144.0,19.80453,-108.30954367983068,47.691944,1146580,39.52159,47.691944,16.66,0.060934834
299,3983.79403090477,1.6593933e-06,[ 2.737  1.984 -7.935  5.446 -2.306],2.2089088e-13,3114.2573,29900,14.41919,5.8737416,100,-15.348705,1070591.2,9.9816414e+16,17.550331,-107.86146418714367,132.30383,1148199,40.347713,132.30383,16.19,0.3108014
300,3993.4088439941406,1.1825562e-06,[ 2.735  1.981 -7.964  5.435 -2.313],2.4634947e-11,607.42883,30000,10.478962,6.405485,100,-11.80731,384835.47,5.7031795e+20,18.837658,-107.7620615832091,100.466805,1149881,38.762787,100.466805,16.82,1.2503039
301,4002.53462100029,-1.335144e-07,[ 2.734  1.969 -8.003  5.451 -2.309],1.1839084e-06,24.161999,30100,2.0270102,5.4387264,100,-14.35866,495.91418,19436.39,14.632345,-108.3859028083715,42.803333,1151525,40.21692,42.803333,16.44,0.4593121
302,4010.816129207611,-3.4332277e-07,[ 2.716  1.95  -8.006  5.448 -2.319],1.1204199e-06,189.07715,30200,2.7784238,5.5291185,100,-11.994488,15921.808,176039.14,19.596676,-108.1172164910568,51.283035,1153152,40.388187,51.283035,16.27,0.5314928
303,4018.909182071686,8.9645386e-07,[ 2.734  1.963 -8.006  5.442 -2.321],4.3894594e-15,3764.1104,30300,17.01114,5.863912,100,-11.192921,679758.9,8.948919e+20,16.763947,-108.01548069588411,125.865005,1154809,39.649185,125.865005,16.57,0.11608476
304,4027.7236909866333,1.2207031e-06,[ 2.725  1.953 -7.978  5.436 -2.317],6.2487144e-09,298.4888,30400,3.5849335,5.514114,100,-12.704199,71781.52,1691584200000.0,11.474033,-108.18903677670922,65.63025,1156431,40.567066,65.63025,16.22,0.51215804
305,4037.137830018997,-5.531311e-07,[ 2.707  1.975 -7.941  5.429 -2.324],7.197911e-08,64.943596,30500,1.4359684,5.899712,100,-13.708818,3850.0444,182047.88,18.054398,-108.41280464002237,48.008324,1158097,39.54962,48.008324,16.66,0.514368
306,4046.0558607578278,9.536743e-07,[ 2.716  1.981 -7.942  5.415 -2.33 ],,958.1776,30600,6.5872583,6.6239653,100,-13.643742,403893.1,inf,17.83338,-108.38997453921753,102.24543,1159800,38.470463,102.24543,17.03,0.17702872
307,4056.169026851654,-4.386902e-07,[ 2.717  1.933 -7.952  5.372 -2.329],1.5847311e-06,497.83347,30700,2.5810797,5.8801527,100,-18.000267,28835.846,169038.2,13.994844,-108.17839738118118,63.116318,1161457,39.805378,63.116318,16.57,0.19414808
