EpisodesSoFar,TimestepsSoFar,InitialBound,EpLenMean,Weights,InitialReturnStd,StdIW,MeanIW,Bound,InitialReturnMax,InitialReturnMean,EpThisIter,EmpiricalD2,InitialReturnMin,ReturnMeanIW,J_sample_variance,MinIW,TimeElapsed,Iteration,MaxIW,EpRewMean
19400,913972,-1469842500000000.0,46.97,[-0.422 -0.661 -0.481 -0.282 -0.009],8.085805,0.037610587,1.0065653,-1469842500000000.0,19.981747,4.119873e-06,100,1.0021143,-18.341011,171.59346,117.574936,0.921235,2069.967101097107,194,1.1821201,-118.03449286129455
19500,918877,-862652600000000.0,49.05,[-0.423 -0.661 -0.479 -0.283 -0.008],10.497185,0.042061836,1.0054705,-862652600000000.0,54.40068,-4.8065185e-06,100,1.0017935,-17.246391,164.99236,183.95998,0.8994938,2080.682920217514,195,1.1788025,-120.16288982071416
19600,923682,-1411061800000000.0,48.05,[-0.424 -0.662 -0.478 -0.284 -0.007],8.376263,0.07152639,1.0051892,-1411061800000000.0,21.499634,-3.852844e-06,100,1.0051777,-17.629967,168.72195,194.36125,0.85602814,2091.604038953781,196,1.2032955,-119.50169459975939
19700,928424,-1644221900000000.0,47.42,[-0.424 -0.662 -0.475 -0.285 -0.008],9.188194,0.04467028,1.0064915,-1644221900000000.0,22.744644,1.8310546e-06,100,1.0023823,-16.164078,171.6077,136.56876,0.889408,2102.18883395195,197,1.1553051,-119.50913898710704
19800,933203,-1425536000000000.0,47.79,[-0.425 -0.663 -0.474 -0.284 -0.008],9.1713085,0.03820087,1.0066221,-1425536000000000.0,25.404293,-8.392334e-07,100,1.0017066,-18.576729,171.35214,110.261795,0.91161907,2113.336552143097,198,1.112498,-120.61108388191687
19900,937751,-1644221900000000.0,45.48,[-0.424 -0.664 -0.474 -0.283 -0.007],9.075568,0.032189995,1.007567,-1644221900000000.0,25.977264,6.027222e-06,100,1.0010256,-14.900253,181.14575,85.74145,0.8862208,2123.829869031906,199,1.0867181,-119.66723116037751
20000,942392,-1411061800000000.0,46.41,[-0.423 -0.664 -0.475 -0.283 -0.007],9.648332,0.07071784,1.0059532,-1411061800000000.0,35.536186,-3.7002565e-06,100,1.0050241,-18.118889,173.73181,252.34126,0.8110571,2133.893654823303,200,1.208609,-117.63369815554539
20100,947103,-1313714000000000.0,47.11,[-0.423 -0.664 -0.474 -0.281 -0.008],9.143423,0.04804088,1.0068374,-1313714000000000.0,27.493328,1.1062622e-06,100,1.0024325,-16.7546,172.93422,112.48878,0.8492758,2143.754719018936,201,1.1267757,-119.44678012063565
20200,951875,-1222979300000000.0,47.72,[-0.422 -0.665 -0.474 -0.279 -0.008],9.617999,0.074067615,1.00742,-1222979300000000.0,42.004898,2.5177003e-06,100,1.0060475,-18.09468,171.79161,175.80875,0.77579975,2154.471237182617,202,1.1897107,-120.84218761001561
20300,956572,-1611066000000000.0,46.97,[-0.423 -0.664 -0.474 -0.282 -0.007],8.577695,0.044091027,1.0077797,-1611066000000000.0,24.930763,-3.0517577e-07,100,1.0022196,-15.654114,175.08751,103.10567,0.8832529,2163.9769582748413,203,1.1287403,-120.51738775328431
20400,961370,-1261085300000000.0,47.98,[-0.423 -0.664 -0.473 -0.28  -0.006],8.38907,0.045145974,1.0076286,-1261085300000000.0,28.480797,3.7384034e-06,100,1.0022906,-16.808159,168.71654,135.04663,0.9005023,2174.429967403412,204,1.1235027,-119.26442517898708
20500,966285,-1515505100000000.0,49.15,[-0.424 -0.666 -0.473 -0.279 -0.007],9.384455,0.049716897,1.0053898,-1515505100000000.0,28.138618,1.8692017e-06,100,1.0025401,-17.687462,166.92545,109.772125,0.8441446,2185.540187358856,205,1.1534209,-121.97526981362437
20600,971106,-1531034400000000.0,48.21,[-0.423 -0.666 -0.472 -0.278 -0.008],9.73723,0.059981074,1.0061207,-1531034400000000.0,26.158867,6.5612794e-06,100,1.0037397,-18.72638,167.51103,189.11046,0.8713104,2195.1490399837494,206,1.2307222,-119.12542618917672
20700,976148,-1562565200000000.0,50.42,[-0.423 -0.666 -0.471 -0.276 -0.007],9.9712305,0.046835445,1.0069612,-1562565200000000.0,28.062344,2.670288e-07,100,1.0020816,-15.7000885,159.52626,154.42802,0.9167682,2206.2974121570587,207,1.2445904,-120.25212806303118
20800,981156,-1425536000000000.0,50.08,[-0.424 -0.666 -0.47  -0.277 -0.005],9.97418,0.05580195,1.0062773,-1425536000000000.0,27.072792,-9.384155e-06,100,1.002855,-19.36824,159.67888,120.16756,0.85326827,2217.1477105617523,208,1.1849958,-119.38549204294796
20900,986128,-1531034400000000.0,49.72,[-0.424 -0.665 -0.471 -0.278 -0.005],9.710656,0.029557709,1.0065382,-1531034400000000.0,26.843746,3.8146973e-07,100,1.0007869,-17.789742,161.70087,129.11624,0.9327436,2227.7048931121826,209,1.1235381,-119.79985540548843
21000,990923,-1515505100000000.0,47.95,[-0.425 -0.665 -0.471 -0.279 -0.004],8.305617,0.098944575,1.0064956,-1515505100000000.0,19.939102,5.378723e-06,100,1.0132186,-18.259018,170.74689,197.94963,0.7616834,2238.581802368164,210,1.3271718,-120.8067835354797
21100,995865,-1261085300000000.0,49.42,[-0.425 -0.664 -0.474 -0.281 -0.003],9.70773,0.03633308,1.0061128,-1261085300000000.0,30.342995,-2.784729e-06,100,1.0015111,-17.879745,161.35881,149.31833,0.914776,2249.861769914627,211,1.1158481,-118.50560644276294
21200,1000725,-1644221900000000.0,48.6,[-0.426 -0.664 -0.473 -0.282 -0.002],8.689417,0.02720657,1.0068187,-1644221900000000.0,19.40601,5.683899e-06,100,1.000771,-16.97319,165.86525,99.97525,0.9319789,2260.8077692985535,212,1.0838395,-119.17049670763235
21300,1005516,-1627560700000000.0,47.91,[-0.427 -0.664 -0.472 -0.282 -0.002],10.528441,0.039238017,1.0064162,-1627560700000000.0,26.481789,1.4495849e-06,100,1.0014063,-17.76931,171.3416,185.9542,0.87249297,2271.07075881958,213,1.1570381,-121.10866799598202
21400,1010231,-1396732200000000.0,47.15,[-0.427 -0.664 -0.471 -0.284 -0.003],8.855871,0.061281282,1.0078038,-1396732200000000.0,21.887947,-3.1661987e-06,100,1.003516,-15.968033,173.27115,117.72444,0.8632295,2280.76687169075,214,1.1425964,-119.81185095079681
21500,1015123,-1327205000000000.0,48.92,[-0.426 -0.664 -0.473 -0.282 -0.003],9.845679,0.067797914,1.007476,-1327205000000000.0,38.19695,-2.0217894e-06,100,1.0052468,-17.458778,164.89175,179.70662,0.85229677,2291.212722301483,215,1.3010726,-119.62613201673554
21600,1019885,-1500130900000000.0,47.62,[-0.427 -0.665 -0.472 -0.28  -0.004],9.77094,0.034783136,1.0081801,-1500130900000000.0,23.293327,-2.3269654e-06,100,1.0014503,-17.947342,171.45557,88.162796,0.88368386,2300.9307074546814,216,1.0973507,-120.12855191639305
21700,1024805,-1038062050000000.0,49.2,[-0.426 -0.665 -0.473 -0.279 -0.005],10.613515,0.05508267,1.0078458,-1038062050000000.0,44.93663,1.9454956e-06,100,1.0026989,-18.958733,163.68025,198.9097,0.8688425,2311.6738362312317,217,1.1532547,-119.62038605603065
21800,1029722,-1368501400000000.0,49.17,[-0.427 -0.665 -0.471 -0.279 -0.005],9.911531,0.047453675,1.0058552,-1368501400000000.0,36.127357,8.392334e-07,100,1.00195,-13.206413,164.55338,183.81822,0.8650971,2322.7216374874115,218,1.1301426,-120.23203596364912
21900,1034479,-1382545800000000.0,47.57,[-0.427 -0.665 -0.47  -0.281 -0.006],8.435176,0.09410879,1.0061113,-1382545800000000.0,30.750381,-4.348755e-06,100,1.009211,-14.972893,171.15524,290.0259,0.7913505,2333.645459651947,219,1.4321347,-119.76918056879154
22000,1039402,-1354597400000000.0,49.23,[-0.428 -0.666 -0.467 -0.28  -0.007],8.066958,0.0924723,1.0080783,-1354597400000000.0,24.959366,-2.5939942e-06,100,1.0087036,-16.59459,165.14427,179.81581,0.75554764,2344.22909450531,220,1.2369188,-120.80182945069173
22100,1044100,-1425536000000000.0,46.98,[-0.427 -0.666 -0.47  -0.277 -0.008],8.950798,0.05772289,1.0051316,-1425536000000000.0,22.219395,-2.1362305e-06,100,1.0034655,-15.283966,173.24728,182.67152,0.8556237,2354.9908525943756,221,1.1522706,-119.24321152971461
22200,1048997,-1440156600000000.0,48.97,[-0.427 -0.666 -0.468 -0.277 -0.007],9.281929,0.04096585,1.0058788,-1440156600000000.0,37.84469,-5.340576e-07,100,1.0018103,-16.607758,166.80995,139.08037,0.9220356,2365.6932775974274,222,1.1515893,-121.31833092003436
22300,1053972,-1454925000000000.0,49.75,[-0.427 -0.667 -0.467 -0.277 -0.007],8.666526,0.051143393,1.0082383,-1454925000000000.0,33.077835,-3.5858154e-06,100,1.0025941,-17.311928,162.81668,84.42864,0.87670857,2376.862557411194,223,1.1322336,-120.64447273264446
22400,1058770,-1222979300000000.0,47.98,[-0.427 -0.667 -0.468 -0.276 -0.006],8.68198,0.04445465,1.0071054,-1222979300000000.0,19.936169,-1.5258789e-06,100,1.0033268,-16.02185,172.67816,111.74852,0.8524197,2387.186886072159,224,1.1174073,-122.33797316391212
22500,1063504,-1340832400000000.0,47.34,[-0.426 -0.666 -0.47  -0.278 -0.007],9.491037,0.06364219,1.0077419,-1340832400000000.0,33.826546,-1.2588501e-06,100,1.0043758,-17.283592,171.94382,124.00643,0.8253456,2397.485314130783,225,1.172951,-119.566878234125
22600,1068039,-1454925000000000.0,45.35,[-0.425 -0.665 -0.471 -0.278 -0.007],7.8431907,0.039663512,1.0068007,-1454925000000000.0,19.686676,7.6293946e-07,100,1.0014571,-14.123604,182.97966,79.28996,0.8767546,2407.259706020355,226,1.1202819,-120.49718425703533
22700,1073074,-1469842500000000.0,50.35,[-0.425 -0.665 -0.472 -0.276 -0.007],9.994562,0.064541124,1.0071408,-1469842500000000.0,28.831844,4.8828124e-06,100,1.004813,-19.727318,158.47781,192.6848,0.85930157,2418.5633165836334,227,1.2172185,-119.22288070196853
22800,1077848,-1500130900000000.0,47.74,[-0.427 -0.664 -0.47  -0.275 -0.007],10.635927,0.055201866,1.0074736,-1500130900000000.0,34.4675,-1.9836425e-06,100,1.003146,-19.251228,168.72809,128.88507,0.8653663,2429.2690794467926,228,1.1596404,-118.58320480185677
22900,1082579,-1484910600000000.0,47.31,[-0.426 -0.664 -0.472 -0.276 -0.006],9.410409,0.034597013,1.0085104,-1484910600000000.0,22.141853,4.615784e-06,100,1.0015224,-19.703438,169.50224,91.49158,0.92180896,2439.7931864261627,229,1.0867789,-117.53064690462239
23000,1087414,-1425536000000000.0,48.35,[-0.426 -0.663 -0.473 -0.275 -0.006],9.219683,0.053243063,1.0040731,-1425536000000000.0,23.708527,-2.7465821e-06,100,1.0039235,-17.920403,168.56235,164.8948,0.85146564,2451.3509318828583,230,1.2332759,-120.50972261507567
23100,1092407,-1454925000000000.0,49.93,[-0.426 -0.664 -0.471 -0.276 -0.006],8.589403,0.037408467,1.008629,-1454925000000000.0,23.687935,1.6403199e-06,100,1.0014167,-17.869041,161.50497,83.21368,0.89638907,2462.210128068924,231,1.103186,-120.26040468277857
23200,1097387,-1440156600000000.0,49.8,[-0.426 -0.664 -0.472 -0.276 -0.006],8.562695,0.082035616,1.0079892,-1440156600000000.0,20.530998,-2.3651123e-06,100,1.0052023,-18.374298,163.36409,175.06023,0.85068244,2473.4346721172333,232,1.2774756,-121.22841224732682
23300,1101983,-1546720500000000.0,45.96,[-0.425 -0.664 -0.471 -0.274 -0.006],8.65643,0.07986347,1.0073698,-1546720500000000.0,26.098782,-2.5939942e-06,100,1.0067511,-17.156319,177.47826,207.45677,0.80402875,2484.2690074443817,233,1.2321156,-118.71365156695629
23400,1107053,-1059583500000000.0,50.7,[-0.426 -0.662 -0.471 -0.276 -0.007],9.948409,0.028517725,1.0072489,-1059583500000000.0,35.343452,-8.010864e-07,100,1.0007439,-20.22673,155.84055,140.38548,0.94109446,2495.107141971588,234,1.1056684,-118.30768506150726
23500,1111874,-1327205000000000.0,48.21,[-0.427 -0.662 -0.47  -0.277 -0.007],7.916735,0.07230918,1.0076894,-1327205000000000.0,18.714008,3.890991e-06,100,1.0052346,-17.898209,168.04926,141.93462,0.7913377,2506.2145478725433,235,1.2119613,-119.53099856790418
23600,1116770,-1411061800000000.0,48.96,[-0.427 -0.663 -0.47  -0.274 -0.005],9.610859,0.049733844,1.0094477,-1411061800000000.0,26.765629,-3.0517577e-07,100,1.0028747,-17.484787,166.6661,125.380684,0.86446196,2516.63973069191,236,1.1359022,-121.04153832564197
23700,1121689,-1611066000000000.0,49.19,[-0.426 -0.662 -0.472 -0.275 -0.005],9.400103,0.036646143,1.0079726,-1611066000000000.0,24.402405,1.5640259e-06,100,1.0012443,-20.899086,163.16795,127.17109,0.90690976,2527.3109641075134,237,1.1204087,-119.05012627746582
23800,1126664,-1235554000000000.0,49.75,[-0.426 -0.662 -0.471 -0.277 -0.006],9.6844225,0.11933854,1.0098181,-1235554000000000.0,28.275688,2.7465821e-06,100,1.0142707,-17.806503,162.65283,252.5797,0.6683022,2538.3388409614563,238,1.3647795,-120.64091985673952
23900,1131408,-1469842500000000.0,47.44,[-0.425 -0.659 -0.475 -0.276 -0.005],8.35891,0.049433116,1.0060674,-1469842500000000.0,20.626617,5.1879883e-06,100,1.0029848,-15.929878,174.70825,120.29143,0.8845738,2548.721377849579,239,1.1768373,-121.94005328290874
24000,1136308,-1340832400000000.0,49.0,[-0.425 -0.66  -0.474 -0.275 -0.005],8.832054,0.08480999,1.0074459,-1340832400000000.0,19.44159,1.6784668e-06,100,1.0061975,-19.732246,165.37466,258.9194,0.8118001,2559.0513212680817,240,1.2595671,-120.11540019741643
24100,1141258,-1425536000000000.0,49.5,[-0.427 -0.662 -0.473 -0.274 -0.006],9.817559,0.072051644,1.0073402,-1425536000000000.0,28.628826,-3.5476685e-06,100,1.0046518,-18.324104,164.76195,229.22523,0.85086024,2570.5087258815765,241,1.2640289,-121.39162937075673
24200,1145976,-1469842500000000.0,47.18,[-0.429 -0.663 -0.471 -0.275 -0.006],8.8491,0.045063134,1.0091759,-1469842500000000.0,25.92839,-6.1035155e-07,100,1.0022998,-15.99427,172.05855,96.687294,0.87285745,2580.181402683258,242,1.1237375,-119.02162586190332
24300,1150710,-1186005200000000.0,47.34,[-0.428 -0.662 -0.472 -0.275 -0.007],10.585045,0.028693987,1.0077369,-1186005200000000.0,53.150963,-1.7166137e-06,100,1.0010424,-16.804787,170.51744,101.59058,0.9379384,2590.5106682777405,243,1.0826302,-118.59757257366158
24400,1155529,-1138408700000000.0,48.19,[-0.427 -0.662 -0.473 -0.275 -0.007],9.326579,0.030925475,1.0068058,-1138408700000000.0,34.121048,6.2179565e-06,100,1.0010598,-18.02745,166.36949,106.21596,0.9395344,2601.8542959690094,244,1.0955518,-118.27396364743545
24500,1160347,-1562565200000000.0,48.18,[-0.428 -0.661 -0.474 -0.275 -0.008],9.379336,0.081949085,1.010726,-1562565200000000.0,27.5363,5.1879883e-06,100,1.0056608,-16.581825,167.73396,175.59778,0.8314597,2612.573063850403,245,1.3945699,-119.12152036303938
24600,1165172,-1484910600000000.0,48.25,[-0.426 -0.66  -0.475 -0.276 -0.005],9.722029,0.090123266,1.0060433,-1484910600000000.0,22.851845,1.9073487e-07,100,1.0109375,-19.218643,166.79254,230.62135,0.796477,2622.9832100868225,246,1.2785769,-118.83630133473082
24700,1169971,-1546720500000000.0,47.99,[-0.426 -0.658 -0.476 -0.28  -0.005],9.897724,0.056382738,1.0067933,-1546720500000000.0,27.627213,1.4877319e-06,100,1.0033599,-16.725174,170.31668,221.17955,0.87131345,2633.5753920078278,247,1.1458358,-120.71787781585235
24800,1174843,-1469842500000000.0,48.72,[-0.428 -0.658 -0.475 -0.281 -0.005],9.596294,0.03878856,1.006046,-1469842500000000.0,24.589622,1.411438e-06,100,1.0019871,-19.012375,166.8013,144.93839,0.90346825,2643.905951023102,248,1.1545155,-120.42253983784724
24900,1179772,-1340832400000000.0,49.29,[-0.429 -0.659 -0.473 -0.282 -0.005],9.245693,0.20320092,1.0117314,-1340832400000000.0,22.89716,3.0517579e-06,100,1.0373751,-19.038116,165.12402,836.87524,0.6277014,2654.6307711601257,249,1.779026,-120.90408750454498
25000,1184608,-1327205000000000.0,48.36,[-4.287e-01 -6.583e-01 -4.702e-01 -2.900e-01 -2.402e-04],10.564979,0.04023574,1.0066473,-1327205000000000.0,45.852673,9.918213e-07,100,1.0015483,-18.53701,167.19601,167.20927,0.9096728,2665.5071086883545,250,1.1653975,-119.52812466700891
25100,1189476,-1382545800000000.0,48.68,[-4.292e-01 -6.588e-01 -4.692e-01 -2.896e-01  1.416e-04],8.62582,0.047941186,1.0064677,-1382545800000000.0,19.866932,-9.536743e-07,100,1.0018458,-16.465355,167.22733,140.9162,0.9087772,2675.686014652252,251,1.1680492,-120.61160097531597
25200,1194462,-1222979300000000.0,49.86,[-4.298e-01 -6.584e-01 -4.679e-01 -2.910e-01  6.479e-04],10.180818,0.08307199,1.0081186,-1222979300000000.0,37.47329,-3.2043456e-06,100,1.0062392,-21.040474,159.91919,151.97128,0.7592169,2686.202646255493,252,1.2611296,-118.79123810249304
25300,1199223,-1484910600000000.0,47.61,[-0.432 -0.655 -0.47  -0.292  0.001],9.65979,0.08147981,1.0070064,-1484910600000000.0,28.102314,-4.15802e-06,100,1.0066819,-18.0167,170.53984,207.08258,0.7493168,2697.0023577213287,253,1.1932405,-119.45830535137266
25400,1204225,-1411061800000000.0,50.02,[-0.432 -0.657 -0.468 -0.29   0.001],8.926704,0.07391726,1.0073946,-1411061800000000.0,25.673077,-4.8446655e-06,100,1.0052211,-15.966637,159.19225,217.33488,0.8205793,2707.7882237434387,254,1.268105,-118.7581742156208
25500,1209332,-1500130900000000.0,51.07,[-0.432 -0.658 -0.467 -0.288  0.001],9.180607,0.09898854,1.0048329,-1500130900000000.0,19.064697,3.2424928e-06,100,1.0120527,-19.348747,155.96715,276.48975,0.7839904,2719.1191074848175,255,1.3093568,-119.57241629820147
25600,1214219,-1354597400000000.0,48.87,[-0.431 -0.659 -0.462 -0.29   0.003],9.952704,0.04373181,1.0067184,-1354597400000000.0,39.049145,-4.0817263e-06,100,1.0017021,-15.260887,165.68542,167.88066,0.9057725,2729.8570795059204,256,1.1773334,-120.10127906954519
25700,1219221,-1027462300000000.0,50.02,[-0.431 -0.66  -0.461 -0.292  0.004],10.204093,0.06781402,1.0078675,-1027462300000000.0,41.008205,4.5776366e-07,100,1.0047826,-18.763718,157.80835,208.34612,0.76021564,2740.263273000717,257,1.2239298,-117.73352482676253
25800,1224130,-1382545800000000.0,49.09,[-0.432 -0.659 -0.461 -0.294  0.003],9.083492,0.1179694,1.0077945,-1382545800000000.0,21.791302,-4.196167e-07,100,1.0132382,-18.787186,164.41458,319.9154,0.79030854,2750.9338235855103,258,1.5373316,-119.866922702138
25900,1229313,-1274044700000000.0,51.83,[-0.436 -0.657 -0.459 -0.291  0.001],10.716841,0.1257623,1.0094076,-1274044700000000.0,36.206623,8.010864e-06,100,1.0160679,-20.40361,153.14397,311.1118,0.7191945,2762.4922046661377,259,1.4325609,-119.77471932782038
26000,1234241,-1469842500000000.0,49.28,[-0.438 -0.648 -0.459 -0.29   0.004],9.759021,0.043740697,1.0064929,-1469842500000000.0,26.320557,4.0817263e-06,100,1.0020763,-18.884743,161.83002,148.48595,0.90202063,2773.115544319153,260,1.1616589,-118.42132076463479
26100,1239264,-1382545800000000.0,50.23,[-0.438 -0.648 -0.458 -0.292  0.003],9.061371,0.056456957,1.0088145,-1382545800000000.0,30.251305,6.8664554e-07,100,1.0028833,-17.51683,158.9957,111.699326,0.879147,2784.4499740600586,261,1.1622673,-119.27204019541398
26200,1244052,-1126805700000000.0,47.88,[-0.437 -0.649 -0.458 -0.29   0.002],9.616533,0.02582788,1.0087475,-1126805700000000.0,33.77175,3.8146972e-08,100,1.0011055,-18.328865,166.38483,101.04614,0.92182165,2795.514045238495,262,1.0659152,-117.31038610153774
26300,1249100,-1469842500000000.0,50.48,[-0.437 -0.648 -0.459 -0.29   0.002],9.935693,0.061922837,1.0071822,-1469842500000000.0,31.456879,6.027222e-06,100,1.0043113,-19.28099,160.01118,150.45403,0.831594,2806.529336452484,263,1.224571,-120.9376614712674
26400,1254069,-1531034400000000.0,49.69,[-0.438 -0.646 -0.46  -0.29   0.005],8.750977,0.06844759,1.0090303,-1531034400000000.0,32.197235,1.335144e-06,100,1.0044205,-16.753738,163.8284,150.7676,0.87361723,2817.7697324752808,264,1.2445524,-121.30246117242645
26500,1258986,-1222979300000000.0,49.17,[-0.437 -0.647 -0.461 -0.287  0.006],10.847947,0.05701056,1.0087678,-1222979300000000.0,52.185165,-2.9373168e-06,100,1.003635,-19.680084,163.87503,163.76021,0.83234566,2828.466643333435,265,1.1529826,-119.68320287258183
26600,1263931,-1327205000000000.0,49.45,[-0.437 -0.646 -0.463 -0.288  0.007],10.230024,0.060597908,1.0097497,-1327205000000000.0,35.229923,6.065369e-06,100,1.0038646,-19.570595,161.70303,113.95786,0.8459978,2839.3402152061462,266,1.2093496,-118.92027931694149
26700,1268645,-1382545800000000.0,47.14,[-0.436 -0.644 -0.464 -0.289  0.011],9.144511,0.035595387,1.0058761,-1382545800000000.0,32.43646,1.9454956e-06,100,1.0011063,-17.991096,172.10172,135.37038,0.9269012,2850.013099193573,267,1.1310214,-119.00546252608552
26800,1273637,-1222979300000000.0,49.92,[-0.437 -0.644 -0.462 -0.289  0.011],11.3133745,0.08240332,1.0055728,-1222979300000000.0,37.174942,-3.929138e-06,100,1.006137,-19.09607,159.6004,299.66443,0.78278697,2861.390526533127,268,1.2206044,-118.86752939970691
26900,1278562,-1484910600000000.0,49.25,[-0.437 -0.646 -0.461 -0.292  0.01 ],10.335221,0.055724576,1.0073897,-1484910600000000.0,33.843082,-6.1416627e-06,100,1.0028253,-20.28482,162.34879,230.43346,0.87689,2872.4949412345886,269,1.1659671,-118.66250733949887
27000,1283471,-1161967800000000.0,49.09,[-0.438 -0.647 -0.459 -0.292  0.009],11.147167,0.09046964,1.005606,-1161967800000000.0,54.090603,-4.7683716e-06,100,1.0082963,-18.120544,163.46944,391.78918,0.7709086,2883.279489517212,270,1.4517571,-119.28167156930482
27100,1288635,-986113300000000.0,51.64,[-0.441 -0.647 -0.456 -0.294  0.007],10.502462,0.04930146,1.0086145,-986113300000000.0,39.838257,,100,1.0022361,-21.725029,152.73596,179.78293,0.91932714,2894.754703760147,271,1.1873281,-118.95726915066352
27200,1293602,-1562565200000000.0,49.67,[-0.443 -0.647 -0.455 -0.294  0.007],9.614629,0.12616168,1.0097831,-1562565200000000.0,21.705036,2.1362305e-06,100,1.0201489,-19.995804,161.20082,310.27945,0.6944729,2906.119382619858,272,1.4033816,-119.25555414598465
27300,1298382,-1161967800000000.0,47.8,[-0.44  -0.645 -0.459 -0.294  0.007],9.563009,0.09049122,1.0094973,-1161967800000000.0,24.429226,3.5858154e-06,100,1.0090889,-17.599503,167.47644,162.51895,0.7548226,2916.650309085846,273,1.2729958,-117.93181771641918
27400,1303348,-1173926000000000.0,49.66,[-0.438 -0.644 -0.461 -0.296  0.007],10.064431,0.053388737,1.0071704,-1173926000000000.0,32.157803,5.340576e-07,100,1.0026689,-18.540108,160.98813,141.09253,0.88587004,2927.485509157181,274,1.1731614,-119.1418014565305
27500,1308330,-1300357700000000.0,49.82,[-0.438 -0.645 -0.461 -0.294  0.008],9.778125,0.052858774,1.0076771,-1300357700000000.0,30.190163,8.392334e-07,100,1.0028448,-16.19767,162.67825,163.82103,0.8909423,2938.864194393158,275,1.185188,-121.00359521387855
27600,1313307,-1368501400000000.0,49.77,[-0.439 -0.645 -0.46  -0.293  0.009],10.89338,0.061171565,1.0070647,-1368501400000000.0,41.09116,5.340576e-07,100,1.003497,-18.840012,162.44531,210.15909,0.867108,2949.341527700424,276,1.1932498,-120.5936042869155
27700,1318334,-1186005200000000.0,50.27,[-0.44  -0.645 -0.46  -0.295  0.009],9.796987,0.09240963,1.010208,-1186005200000000.0,33.825596,1.7929077e-06,100,1.0064584,-16.48555,160.22206,202.12682,0.7559558,2960.682424545288,277,1.38787,-120.42979127473036
27800,1323133,-1440156600000000.0,47.99,[-0.44  -0.643 -0.459 -0.291  0.008],9.930595,0.113678895,1.0082668,-1440156600000000.0,34.988277,-3.6621093e-06,100,1.0132093,-18.028358,169.41644,267.6564,0.71055543,2972.162098169327,278,1.2848353,-119.96272951582543
27900,1328047,-1222979300000000.0,49.14,[-0.44  -0.641 -0.464 -0.289  0.01 ],9.306611,0.05738144,1.006041,-1222979300000000.0,23.894638,-2.5558472e-06,100,1.0031924,-19.12613,162.10544,178.32918,0.8947732,2983.0870130062103,279,1.2517877,-118.17758850126575
28000,1332788,-1440156600000000.0,47.41,[-0.441 -0.642 -0.462 -0.289  0.01 ],9.393703,0.066416,1.0090585,-1440156600000000.0,32.235077,-9.918213e-07,100,1.0041736,-16.535965,170.47038,179.09038,0.83456576,2993.6569335460663,280,1.2252995,-118.68959840166562
28100,1337812,-1396732200000000.0,50.24,[-0.441 -0.643 -0.461 -0.287  0.011],8.950471,0.06638965,1.0072446,-1396732200000000.0,36.537014,-1.5640259e-06,100,1.003275,-19.362335,158.96298,196.71924,0.8761406,3005.102766275406,281,1.2104368,-119.23108164844281
28200,1342846,-1354597400000000.0,50.34,[-0.441 -0.645 -0.46  -0.286  0.012],10.065679,0.16024764,1.003857,-1354597400000000.0,29.042393,2.5558472e-06,100,1.0215347,-21.404938,156.96553,612.0078,0.7091181,3016.8681395053864,282,1.5458627,-117.76662739508724
28300,1347813,-1300357700000000.0,49.67,[-0.441 -0.646 -0.455 -0.287  0.012],8.394936,0.056509797,1.0073483,-1300357700000000.0,28.810387,-3.967285e-06,100,1.0044496,-19.79528,161.68349,122.08263,0.7793292,3027.835344552994,283,1.1645298,-119.59730197394455
28400,1352542,-1327205000000000.0,47.29,[-0.441 -0.648 -0.456 -0.29   0.011],9.145294,0.037943892,1.0068873,-1327205000000000.0,26.067749,4.8828124e-06,100,1.0018381,-17.323921,172.62738,119.50758,0.8891001,3038.848824262619,284,1.13695,-119.9844598348488
28500,1357811,-1287135300000000.0,52.69,[-0.441 -0.648 -0.456 -0.288  0.011],10.196638,0.08849556,1.0035819,-1287135300000000.0,28.064396,3.6621093e-06,100,1.0125794,-19.626411,149.656,223.20233,0.76678324,3050.341935634613,285,1.328509,-119.59024801476336
28600,1362728,-1150129200000000.0,49.17,[-0.44  -0.649 -0.454 -0.285  0.012],11.688429,0.084054045,1.0075839,-1150129200000000.0,58.074913,-4.043579e-06,100,1.0079603,-19.140686,163.09758,220.80376,0.6933932,3061.562476158142,286,1.2457302,-119.21492781249714
28700,1367627,-1092688000000000.0,48.99,[-0.439 -0.648 -0.455 -0.287  0.012],11.032007,0.023948772,1.0076219,-1092688000000000.0,50.917236,6.713867e-06,100,1.0006208,-17.90039,165.6767,147.96509,0.94880486,3072.6757440567017,287,1.0652877,-120.65125280843755
28800,1372563,-1425536000000000.0,49.36,[-0.439 -0.648 -0.456 -0.288  0.012],9.158921,0.06404099,1.0080606,-1425536000000000.0,25.587048,2.2125244e-06,100,1.0039266,-17.67601,163.39021,164.89514,0.8807475,3083.743190050125,288,1.2469193,-119.92513970204742
28900,1377781,-1287135300000000.0,52.18,[-0.44  -0.649 -0.455 -0.286  0.012],9.091629,0.054429106,1.0088621,-1287135300000000.0,20.544205,-1.4495849e-06,100,1.0030304,-16.475655,154.3828,108.54785,0.8764206,3095.851835489273,289,1.1880976,-121.9120762504274
