Weights,EpRewMean,InitialReturnMax,Iteration,StdIW,InitialReturnMin,MinIW,TimestepsSoFar,MeanIW,MaxIW,EpThisIter,TimeElapsed,InitialBound,J_sample_variance,InitialReturnStd,EmpiricalD2,Bound,EpisodesSoFar,EpLenMean,ReturnMeanIW,InitialReturnMean
[-0.124 -1.129 -2.984 -0.175 -1.774],-108.16824839783588,7.7139664,203,1.9347664,-4.1315765,0.036603235,449723,1.2246336,24.032982,100,2151.552873849869,556.33844,1065459.0,2.867369,4.3030896,677.3025,20300,16.54,677.3025,-2.2125244e-06
[-0.13  -1.157 -3.006 -0.176 -1.777],-107.80242802200877,8.2549515,204,21.936556,-4.197418,3.3800356e-07,451350,2.8545756,221.86542,100,2161.8890523910522,565.0025,140032580.0,2.670872,22718128.0,1567.0602,20400,16.27,1567.0602,1.1749267e-05
[-0.141 -1.158 -3.012 -0.219 -1.786],-108.0375102541135,9.193428,205,5.5292606,-4.1701508,1.7340797e-06,452992,1.4359828,48.99079,100,2172.5935418605804,560.3045,7197320.0,2.770934,196605.05,768.305,20500,16.42,768.305,-1.6860962e-05
[-0.119 -1.138 -3.017 -0.189 -1.788],-108.50096305054198,8.582893,206,32.48633,-4.4378815,2.9663099e-05,454697,3.7734845,504.11218,100,2182.4461154937744,538.9862,252683020.0,2.919747,14746.228,1904.5217,20600,17.05,1904.5217,3.2806397e-06
[-0.125 -1.149 -3.032 -0.221 -1.799],-108.2529843749704,8.644737,207,5.8180833,-4.1442337,2.515389e-07,456352,1.5250707,39.40474,100,2192.6983585357666,556.3945,8853537.0,2.8253853,25279330.0,832.34827,20700,16.55,832.34827,-1.6021728e-06
[-0.137 -1.141 -3.002 -0.256 -1.803],-107.83229001928409,8.104439,208,9.918576,-4.664116,0.00014370379,458043,2.0081625,184.50888,100,2202.2733561992645,540.76215,25893846.0,2.8123739,4385.9277,1054.1445,20800,16.91,1054.1445,-4.8828124e-06
[-0.151 -1.122 -2.964 -0.261 -1.789],-108.04652247558859,8.55423,209,2.6319892,-3.745697,7.060923e-05,459644,1.3925097,37.212364,100,2212.7814333438873,576.7566,2001414.8,2.6645525,197.9375,790.1081,20900,16.01,790.1081,6.2561035e-06
[-0.143 -1.109 -2.951 -0.286 -1.8  ],-108.54756511493336,7.8862915,210,3.2510214,-3.786148,2.6691583e-05,461308,1.2211517,44.582943,100,2221.4769039154053,554.4541,2848500.0,2.527163,83.46125,672.9393,21000,16.64,672.9393,3.2043456e-06
[-0.138 -1.108 -2.944 -0.266 -1.804],-108.06276250906244,9.1199875,211,1.9168655,-3.7526093,0.0017617547,462914,1.2293445,11.305137,100,2229.0302205085754,574.80084,1045117.6,2.7655125,11.141854,700.6809,21100,16.06,700.6809,-3.8146973e-07
[-0.143 -1.102 -2.931 -0.288 -1.807],-107.89768420264281,9.262062,212,0.35185277,-3.7730255,0.3473743,464534,1.030472,2.728861,100,2237.1753389835358,568.2705,35511.273,2.8945682,1.1802945,585.3589,21200,16.2,585.3589,-8.392334e-07
[-0.14  -1.105 -2.936 -0.282 -1.809],-107.57667822679929,6.2831955,213,30.869024,-3.9791489,1.3192025e-07,466131,3.6067488,335.8388,100,2245.0302851200104,575.8949,254621220.0,2.590394,63470.406,1918.3423,21300,15.97,1918.3423,6.4849855e-06
[-0.138 -1.106 -2.925 -0.257 -1.81 ],-108.20762110973965,8.097603,214,49.22512,-3.5944061,7.251439e-10,467720,7.6210613,445.9715,100,2255.2302243709564,582.593,696202700.0,2.3098187,3019500000.0,4202.651,21400,15.89,4202.651,-3.8146973e-07
[-0.147 -1.118 -2.973 -0.27  -1.807],-107.77908068152317,7.880844,215,63.974262,-4.521469,1.7322027e-09,469355,6.6103487,653.8003,100,2267.9669041633606,561.71313,989871500.0,2.8552446,118913310000000.0,3332.6577,21500,16.35,3332.6577,-1.0223389e-05
[-0.128 -1.099 -2.909 -0.306 -1.803],-108.19742459317091,7.587654,216,2.495289,-4.0062103,0.003689718,470981,1.4244869,22.138374,100,2278.7980954647064,567.4436,1772371.4,2.4386563,12.72263,801.8556,21600,16.26,801.8556,1.9836425e-06
[-0.116 -1.092 -2.898 -0.289 -1.806],-107.39112949332548,8.3834915,217,2.5752711,-4.4078445,7.7536504e-05,472580,1.2760653,35.609875,100,2289.435085296631,574.0802,1902910.9,2.6378684,29.131773,723.31165,21700,15.99,723.31165,-4.272461e-06
[-0.129 -1.1   -2.921 -0.296 -1.822],-107.69958710940155,8.394707,218,2.5613596,-4.308632,0.07169353,474214,1.3466123,25.540377,100,2298.0363235473633,561.6806,1784456.8,2.9346023,5.578993,746.86694,21800,16.34,746.86694,-5.8746336e-06
[-0.126 -1.088 -2.902 -0.314 -1.824],-107.98122527691861,7.5501556,219,4.693325,-3.7968445,0.0021946782,475799,1.4502003,33.89138,100,2305.492275238037,583.0397,5847603.0,2.4542747,69.20349,820.3472,21900,15.85,820.3472,3.0517577e-07
[-0.14  -1.107 -2.901 -0.321 -1.819],-107.66476117315533,8.879562,220,95.95607,-4.008316,6.1041436e-07,477391,10.127936,981.193,100,2314.7011375427246,578.44574,2278484200.0,2.7355077,68926.57,5160.054,22000,15.92,5160.054,-5.41687e-06
[-0.142 -1.099 -2.93  -0.316 -1.822],-108.25134979801561,6.6036453,221,86.13178,-3.9464188,9.901126e-11,479014,9.042624,2785.2412,100,2326.8412358760834,568.90857,1776529400.0,2.5129578,7415651300000000.0,4830.288,22100,16.23,4830.288,6.5612794e-06
[-0.162 -1.108 -2.891 -0.349 -1.82 ],-108.08490895168248,7.646309,222,16.796719,-3.8819275,4.675559e-19,480636,2.3878086,248.6018,100,2338.2602365016937,568.45465,81728010.0,2.651689,4.149147e+17,1307.4407,22200,16.22,1307.4407,6.1035155e-07
[-0.132 -1.106 -2.85  -0.317 -1.833],-108.1721531263665,8.348831,223,81.27004,-4.1357803,9.628672e-12,482274,8.208637,2446.0784,100,2348.4535100460052,562.5838,1787870200.0,2.7309854,73702200000000.0,4330.9233,22300,16.38,4330.9233,6.1035155e-07
[-0.161 -1.117 -2.894 -0.344 -1.826],-107.77384478398318,7.804619,224,10.864964,-4.102249,1.3464562e-07,483920,2.3548229,684.9325,100,2358.419559955597,557.40485,38049410.0,2.820555,67300.66,1342.2751,22400,16.46,1342.2751,4.8065185e-06
[-0.143 -1.127 -2.909 -0.304 -1.822],-108.13214670414175,9.065132,225,1.2145128,-3.968193,0.006133318,485547,1.1231519,6.5488987,100,2367.0526111125946,566.7129,402026.47,2.8426077,4.0590057,635.14325,22500,16.27,635.14325,9.918213e-07
[-0.133 -1.128 -2.894 -0.312 -1.833],-107.83455370722355,9.05983,226,85.28056,-4.3601074,4.7514074e-08,487181,8.928608,873.85077,100,2375.4427030086517,562.38544,1628108500.0,2.7679775,599505900.0,4350.337,22600,16.34,4350.337,8.7738035e-06
[-0.139 -1.128 -2.857 -0.34  -1.833],-107.50679273836253,7.395233,227,0.43176132,-4.2440033,0.26968133,488788,1.0396253,2.6069736,100,2386.736926794052,571.45483,48874.586,2.6457548,1.1970189,592.32666,22700,16.07,592.32666,1.3732911e-06
[-0.148 -1.127 -2.856 -0.345 -1.833],-108.0196855873736,6.451721,228,10.8529005,-3.6650314,1.8419817e-07,490362,1.9006772,82.59097,100,2394.4668724536896,587.8777,32430056.0,2.2260408,61484.16,1056.3754,22800,15.74,1056.3754,2.4414062e-06
[-0.138 -1.128 -2.879 -0.356 -1.833],-107.91410169542951,6.5962067,229,10.257056,-4.035927,2.994977e-05,492005,2.1821456,74.94156,100,2403.9512684345245,559.27563,24784280.0,2.9048407,3019370.5,1132.4935,22900,16.43,1132.4935,-9.918213e-07
[-0.16  -1.145 -2.873 -0.388 -1.834],-108.14000147150526,8.513718,230,924.39655,-4.727867,5.4503218e-08,493662,91.532,20028.758,100,2413.5521342754364,555.0545,204342020000.0,3.023633,287948540.0,45460.766,23000,16.57,45460.766,-5.1879883e-06
[-0.159 -1.154 -2.841 -0.386 -1.836],-108.05387398686675,9.090202,231,25.297676,-4.2962494,1.55975e-06,495302,3.4800718,256.72467,100,2423.5129487514496,561.19,141771150.0,2.9816563,7303118.5,1739.6407,23100,16.4,1739.6407,3.890991e-06
[-0.179 -1.19  -2.85  -0.421 -1.832],-107.88796170134003,7.9250565,232,8.0383215,-4.311859,6.195403e-06,496963,1.7339078,130.6247,100,2433.377137184143,552.2383,14936043.0,2.9058797,62638.684,908.454,23200,16.61,908.454,6.1035157e-06
[-0.19  -1.163 -2.855 -0.388 -1.834],-107.68528869631791,7.2751007,233,2.272407,-4.090248,0.0055080964,498554,1.2562964,14.970458,100,2442.9878516197205,578.9647,1435529.2,2.6393976,17.40136,716.64185,23300,15.91,716.64185,-9.841919e-06
[-0.176 -1.162 -2.864 -0.368 -1.835],-108.35322629607117,7.16803,234,31.324364,-4.1359177,2.5123263e-06,500224,4.0741587,316.80154,100,2451.7075815200806,551.1916,255749660.0,2.7042522,192766.28,2128.6064,23400,16.7,2128.6064,1.04522705e-05
[-0.166 -1.162 -2.852 -0.34  -1.84 ],-107.7339279954063,10.110512,235,18.568758,-4.2774353,7.141659e-06,501849,3.6981845,145.33093,100,2461.6023409366608,565.41766,83228536.0,2.9056401,111081.42,1908.8528,23500,16.25,1908.8528,-6.3323973e-06
[-0.204 -1.189 -2.858 -0.356 -1.841],-108.35507529915016,8.914192,236,6.1858077,-4.244278,0.00025844984,503523,1.4705794,74.118454,100,2471.7058203220367,549.6939,9583021.0,2.8338983,144.5453,790.8597,23600,16.74,790.8597,-6.408691e-06
[-0.196 -1.169 -2.854 -0.363 -1.845],-107.86566022688827,7.954193,237,167.74944,-3.728096,2.3503448e-09,505123,16.796083,1709.4799,100,2481.183225631714,576.20404,7313453600.0,2.6754339,25636858000.0,8679.528,23700,16.0,8679.528,7.019043e-06
[-0.223 -1.202 -2.867 -0.339 -1.843],-108.00891817083628,9.349014,238,19.629896,-3.8725433,2.4156428e-08,506756,2.2329087,199.6666,100,2492.6571757793427,563.6946,93953864.0,2.5648365,2258433.0,1203.4277,23800,16.33,1203.4277,-8.926391e-06
[-0.222 -1.17  -2.874 -0.338 -1.85 ],-108.15846847129173,8.450218,239,5.175768,-4.3601685,0.00041689578,508413,1.5887297,78.39698,100,2502.8921372890472,555.1435,7553467.5,2.8232365,2341.5881,875.7663,23900,16.57,875.7663,5.4931643e-06
[-0.182 -1.177 -2.856 -0.379 -1.846],-108.25563639995634,7.520729,240,4.51082,-3.9703293,0.00025292073,510053,1.3168433,120.374985,100,2513.6039764881134,562.22034,5770057.5,2.4989681,285.13547,729.6962,24000,16.4,729.6962,-6.408691e-06
[-0.198 -1.174 -2.85  -0.409 -1.849],-107.81181261976714,6.498459,241,23.37002,-4.2074966,3.6756323e-06,511698,3.915365,232.57407,100,2522.9398453235626,557.98334,120087660.0,2.621608,9244.081,1958.3907,24100,16.45,1958.3907,6.408691e-06
[-0.207 -1.19  -2.835 -0.42  -1.847],-108.04676068334176,9.046959,242,1.1271411,-4.419838,0.04633087,513327,1.0700672,7.4900723,100,2533.044090986252,565.4644,350741.5,2.6418238,2.450329,603.798,24200,16.29,603.798,7.2479247e-06
[-0.195 -1.199 -2.847 -0.409 -1.85 ],-107.60263982420246,7.0319824,243,10.910464,-4.344986,4.095169e-06,514947,2.2257502,109.0309,100,2541.1220042705536,566.73535,28284542.0,2.652952,2052012.0,1182.0656,24300,16.2,1182.0656,7.6293946e-07
[-0.181 -1.225 -2.891 -0.396 -1.853],-107.96047262018138,6.3813095,244,2.3538506,-4.0628204,0.003935119,516558,1.1682194,50.38762,100,2550.771771669388,572.2183,1580691.2,2.5685916,12.384422,660.0268,24400,16.11,660.0268,2.4414062e-06
[-0.185 -1.201 -2.875 -0.406 -1.864],-107.84850721401135,8.288994,245,8.266167,-3.9966736,0.00096423115,518202,1.3587686,90.04572,100,2559.780570745468,558.55896,17990176.0,2.5129278,517.11176,739.76733,24500,16.44,739.76733,-5.1879883e-06
[-0.181 -1.189 -2.848 -0.396 -1.847],-107.85325064724164,8.211067,246,38.287766,-4.1257095,3.2879978e-08,519843,5.1453996,374.93335,100,2568.0652952194214,559.75836,325553700.0,2.862903,140800.44,2541.862,24600,16.41,2541.862,2.2125244e-06
[-0.191 -1.22  -2.847 -0.396 -1.849],-107.67390863309011,6.658081,247,25.891062,-4.2549286,5.3933677e-06,521488,3.023062,262.9808,100,2577.0571780204773,557.2682,156711940.0,2.6676106,169977.4,1543.269,24700,16.45,1543.269,-7.171631e-06
[-0.184 -1.206 -2.868 -0.39  -1.849],-107.95863716574151,6.982147,248,12.863034,-4.015854,3.0201643e-06,523150,2.3102448,161.36713,100,2587.550215959549,552.21216,44271304.0,2.783003,106327.33,1235.2413,24800,16.62,1235.2413,-1.121521e-05
[-0.195 -1.208 -2.875 -0.352 -1.86 ],-108.04089148802775,8.669189,249,73.205795,-4.322403,8.682304e-12,524771,9.526619,866.473,100,2596.4864931106567,568.62103,1385888600.0,2.8454666,129579770000000.0,4939.8315,24900,16.21,4939.8315,-2.3651123e-06
[-0.189 -1.17  -2.85  -0.29  -1.862],-108.09582579668009,7.7765427,250,3.6734598,-4.454956,0.00055391155,526427,1.3855094,27.707561,100,2606.999593734741,555.19977,3208227.5,2.93358,193.34021,743.95825,25000,16.56,743.95825,1.9836425e-06
[-0.194 -1.19  -2.86  -0.276 -1.864],-108.0948084232102,7.939766,251,4.3463445,-4.442993,0.00014778998,528087,1.3499291,55.29231,100,2616.870135784149,553.66144,4464604.0,2.5257084,36.129562,721.2962,25100,16.6,721.2962,1.5258789e-06
[-0.193 -1.186 -2.871 -0.281 -1.87 ],-107.42586929998208,8.935478,252,13.079743,-3.8806915,4.373453e-05,529674,2.0712473,129.61935,100,2625.0111231803894,579.21515,42987556.0,2.5617971,1635.0914,1113.0652,25200,15.87,1113.0652,-7.781982e-06
[-0.185 -1.179 -2.89  -0.279 -1.879],-108.18773185087353,6.939453,253,2.3150094,-3.810234,0.0025697262,531295,1.2736632,15.726389,100,2634.2472448349,569.3906,1459020.5,2.6337209,15.63723,716.6178,25300,16.21,716.6178,-2.822876e-06
[-0.193 -1.187 -2.888 -0.272 -1.88 ],-107.99209402512541,7.9334335,254,6.6755643,-4.164604,8.016495e-05,532904,1.2543663,73.616356,100,2642.612492084503,573.2045,11003698.0,2.3801796,291.96506,698.9421,25400,16.09,698.9421,6.942749e-06
[-0.199 -1.201 -2.887 -0.263 -1.873],-108.56774340493398,6.791504,255,0.31962207,-4.048973,0.38851893,534577,1.0163757,2.084226,100,2651.01629781723,551.1467,28624.836,2.5276191,1.1031253,559.7517,25500,16.73,559.7517,-2.2125244e-06
[-0.191 -1.201 -2.882 -0.263 -1.871],-107.6280676801407,6.272743,256,50.31436,-3.7195587,5.2976625e-06,536171,5.5417504,513.513,100,2659.0678713321686,577.4015,625898200.0,2.3984358,1532513.6,2848.854,25600,15.94,2848.854,6.6375733e-06
[-0.193 -1.186 -2.838 -0.27  -1.872],-107.88885381399848,10.415741,257,2.518356,-3.99234,0.0011662235,537799,1.2317632,21.252625,100,2670.521057844162,565.04755,1793327.4,2.9628785,24.616133,687.9046,25700,16.28,687.9046,-8.31604e-06
[-0.199 -1.172 -2.823 -0.291 -1.875],-108.08127931433074,8.888016,258,259.3564,-4.343384,2.3733069e-06,539450,25.912874,3506.025,100,2678.7569036483765,557.0462,15822078000.0,2.963927,2971258.2,12744.915,25800,16.51,12744.915,2.5939942e-06
[-0.184 -1.164 -2.793 -0.273 -1.875],-108.1485863568185,7.137123,259,8.906885,-3.7622986,8.323698e-05,541044,2.3087766,101.99226,100,2689.9055128097534,580.1881,22327978.0,2.339887,305.86746,1277.8054,25900,15.94,1277.8054,6.408691e-06
[-0.184 -1.152 -2.793 -0.288 -1.88 ],-108.27699839248167,7.443245,260,0.41882008,-4.2313995,0.32465565,542673,1.0260733,2.8305447,100,2699.80815076828,566.6667,49617.258,2.5127318,1.1925075,580.59106,26000,16.29,580.59106,7.705688e-06
[-0.19  -1.149 -2.794 -0.28  -1.885],-107.98650405485537,6.718933,261,3.3996382,-4.055916,0.0011267947,544304,1.2728747,41.503414,100,2707.331341981888,564.3753,3038141.5,2.4494321,23.433687,699.99866,26100,16.31,699.99866,-2.2888185e-06
[-0.199 -1.148 -2.807 -0.288 -1.883],-108.33957698414038,9.307999,262,2.622182,-3.4643784,0.0026186684,545905,1.1652545,19.770397,100,2717.5700809955597,578.3175,2025982.2,2.5165303,53.05164,670.46765,26200,16.01,670.46765,-3.8146973e-07
[-0.208 -1.16  -2.827 -0.302 -1.887],-107.94930024202094,6.754463,263,67.7399,-4.063072,1.3220274e-07,547541,6.877706,692.0479,100,2726.073884010315,562.1942,1098243300.0,2.6144717,1040214800.0,3461.2373,26300,16.36,3461.2373,6.8664554e-07
[-0.219 -1.149 -2.854 -0.311 -1.882],-108.1082487744434,8.927132,264,45.982136,-4.030014,1.4825438e-10,549155,4.750131,676.0924,100,2736.2537155151367,571.79553,533510980.0,2.8144739,4758816300.0,2452.3516,26400,16.14,2452.3516,-2.670288e-06
[-0.214 -1.17  -2.841 -0.294 -1.905],-108.02442810910556,9.108353,265,13.652377,-3.9616013,1.1594146e-05,550770,1.9484794,138.55505,100,2745.0348036289215,570.9527,44516560.0,2.6373081,2540.9321,1037.9567,26500,16.15,1037.9567,5.645752e-06
[-0.209 -1.143 -2.837 -0.296 -1.901],-108.14728848859238,8.075279,266,1.5815591,-4.219116,0.027790435,552417,1.0628127,21.383884,100,2754.5289187431335,558.93036,665416.56,2.7438552,4.634571,591.83435,26600,16.47,591.83435,9.9182125e-06
[-0.187 -1.16  -2.841 -0.29  -1.907],-107.95549899126614,8.108742,267,2.6937764,-4.0766296,0.0019376965,554048,1.2879908,24.163519,100,2762.685003757477,564.195,1745930.4,2.872446,22.912766,702.9414,26700,16.31,702.9414,4.9591063e-06
[-0.221 -1.162 -2.838 -0.296 -1.905],-107.69241588835679,8.195442,268,11.171121,-4.261528,0.00017726021,555670,1.862806,271.0154,100,2771.9999721050262,566.3991,38543000.0,2.7909122,425.88293,1051.9691,26800,16.22,1051.9691,4.577637e-06
[-0.249 -1.182 -2.874 -0.301 -1.903],-107.75106504876811,7.007416,269,14.294433,-3.8197174,1.0540192e-05,557278,2.5259025,143.17572,100,2780.7457995414734,572.3408,55409468.0,2.4448855,5262.8906,1366.4034,26900,16.08,1366.4034,2.3651123e-06
[-0.271 -1.191 -2.877 -0.333 -1.906],-107.68331644612185,9.01799,270,8.725141,-4.2434235,0.00030688985,558888,1.5108409,88.7904,100,2790.337322950363,571.1624,17798166.0,2.8031104,1772.731,821.92926,27000,16.1,821.92926,-9.155274e-06
[-0.272 -1.159 -2.87  -0.309 -1.9  ],-108.32654455789464,6.9370728,271,6.69718,-3.9073715,0.000118998025,560550,1.7005785,57.372295,100,2799.029747724533,554.0922,10962451.0,2.6402469,753.1692,902.64606,27100,16.62,902.64606,-1.5258789e-07
[-0.255 -1.143 -2.862 -0.323 -1.915],-108.1957461217693,7.9339447,272,3.479335,-4.0603943,0.002650594,562197,1.4127434,46.57178,100,2808.389401912689,559.2006,3377170.0,2.6095893,13.242054,777.2479,27200,16.47,777.2479,1.2512207e-05
[-0.235 -1.161 -2.871 -0.311 -1.922],-108.01289466853322,6.5330276,273,8.058249,-4.270752,0.00027538722,563834,1.418334,81.77778,100,2817.436461210251,562.1533,16364499.0,2.6177766,1633.7672,771.45685,27300,16.37,771.45685,-7.858276e-06
[-0.225 -1.133 -2.865 -0.293 -1.926],-108.49357079636397,7.040825,274,37.72408,-3.5303192,1.7818128e-07,565472,5.01247,419.2852,100,2826.483359336853,564.2522,357521950.0,2.573862,113130.39,2617.2422,27400,16.38,2617.2422,7.781982e-06
[-0.24  -1.144 -2.904 -0.28  -1.929],-108.25237133589255,8.677643,275,1.6708044,-3.937973,0.038999446,567106,1.1641207,13.76765,100,2836.3546102046967,564.56134,791582.7,2.8674667,3.6337442,652.9945,27500,16.34,652.9945,-9.155274e-06
[-0.235 -1.145 -2.898 -0.297 -1.929],-108.04209200749308,6.83934,276,1.2906299,-4.2423096,0.030997349,568766,1.1030958,12.906754,100,2845.6794488430023,553.4052,454013.25,2.8345847,2.8207161,609.8264,27600,16.6,609.8264,3.3569336e-06
[-0.234 -1.136 -2.883 -0.296 -1.93 ],-108.11089856378112,7.3356247,277,167.33003,-4.0699997,1.2216583e-25,570394,16.749489,5386.4736,100,2855.0434494018555,566.2042,7810524700.0,2.7998192,inf,8999.097,27700,16.28,8999.097,-5.7983398e-06
[-0.307 -1.117 -2.908 -0.343 -1.913],-108.10950032641466,6.9739304,278,2.8854938,-3.514328,9.536025e-05,571990,1.2710555,20.071348,100,2866.7386145591736,579.13544,2252314.8,2.2382083,765.0461,723.0999,27800,15.96,723.0999,-3.2043456e-06
[-0.291 -1.105 -2.911 -0.319 -1.91 ],-108.08332395389992,7.321419,279,12.674361,-4.1771164,6.1825216e-05,573630,1.8595594,193.15631,100,2875.660903453827,561.3251,35679820.0,2.786908,2007.4862,957.87573,27900,16.4,957.87573,-4.5776366e-07
[-0.274 -1.088 -2.916 -0.311 -1.903],-107.7033766117494,7.553543,280,21.088322,-3.788414,6.5070208e-06,575198,2.3299174,214.60338,100,2884.5962784290314,588.7128,125274744.0,2.3904333,7967.8193,1285.2195,28000,15.68,1285.2195,-2.5939942e-06
[-0.247 -1.093 -2.94  -0.315 -1.921],-107.9437187832309,6.5110474,281,17.310272,-3.7307587,1.2624074e-08,576773,2.2434897,175.83836,100,2893.929041624069,587.0577,86975220.0,2.290054,1295155600.0,1259.2502,28100,15.75,1259.2502,-7.6293944e-08
[-0.265 -1.109 -2.95  -0.359 -1.921],-108.39217763703546,9.169815,282,82.06746,-4.514778,3.833778e-12,578453,8.174951,1587.9304,100,2903.1206879615784,547.6285,1570764500.0,2.5812697,5909544700000.0,4026.4482,28200,16.8,4026.4482,3.8146973e-06
[-0.267 -1.142 -2.946 -0.345 -1.936],-108.0077939217052,7.292824,283,7.647373,-4.3119507,0.00029945985,580099,1.54607,76.790405,100,2914.137248277664,558.6063,14714184.0,2.567089,160.19174,832.5063,28300,16.46,832.5063,-7.858276e-06
[-0.243 -1.144 -2.961 -0.337 -1.948],-108.05670474550679,6.923294,284,8.357237,-4.225441,0.0010040689,581722,1.6954192,84.84729,100,2923.152173757553,567.9089,17588020.0,2.550562,29.033472,915.8024,28400,16.23,915.8024,1.0681152e-05
[-0.299 -1.154 -2.986 -0.327 -1.969],-108.31672600573116,6.934082,285,4.3084474,-3.7510147,0.0004413974,583330,1.6254245,70.54924,100,2931.8946435451508,575.3248,5305252.5,2.475866,176.38986,909.16907,28500,16.08,909.16907,-1.6021728e-06
[-0.294 -1.144 -2.964 -0.349 -1.971],-107.95639962968673,6.9014664,286,16.859673,-4.3936234,7.149182e-06,584979,2.7338507,166.92365,100,2941.0093297958374,557.1881,71554984.0,2.6154845,692.9572,1434.4103,28600,16.49,1434.4103,6.942749e-06
[-0.291 -1.137 -2.964 -0.367 -1.978],-108.36042861817322,6.6956787,287,0.6695033,-4.003395,0.19799146,586588,1.0865111,3.5161726,100,2950.2782113552094,575.15045,124466.13,2.2695668,1.4297467,622.23914,28700,16.09,622.23914,8.010864e-06
[-0.276 -1.133 -2.957 -0.366 -1.981],-107.65437032298932,8.1595,288,40.37056,-4.081093,5.38986e-10,588195,4.119827,1789.4927,100,2959.3531041145325,572.23364,452994700.0,2.6619673,886553150.0,2252.6677,28800,16.07,2252.6677,9.613037e-06
[-0.288 -1.1   -2.966 -0.368 -1.978],-107.80720786482969,8.417992,289,5.869092,-4.486885,0.00032617606,589830,1.7156239,67.63571,100,2970.6464653015137,561.8683,8715751.0,2.8858626,264.59122,936.73834,28900,16.35,936.73834,-5.7983398e-06
[-0.282 -1.104 -2.948 -0.369 -1.978],-107.55130240070439,6.6074295,290,5.85089,-3.6874847,0.015348116,591420,1.5793294,80.855606,100,2977.851474046707,578.654,10195323.0,2.4720387,5.563315,890.5907,29000,15.9,890.5907,1.5258789e-06
[-0.275 -1.098 -2.932 -0.384 -1.979],-107.79616013978686,6.8332596,291,1.8029093,-4.265419,0.0101944655,593010,1.2367787,30.537497,100,2987.4509875774384,579.94727,921513.06,2.2353525,6.9526844,707.27545,29100,15.9,707.27545,1.1444092e-06
[-0.276 -1.109 -2.934 -0.378 -1.978],-108.78480205044545,8.458885,292,7.1643815,-3.4986343,0.0032630782,594662,1.6549313,77.06325,100,2996.5962657928467,560.28467,14183505.0,2.5561414,117.9104,897.14124,29200,16.52,897.14124,4.348755e-06
[-0.27  -1.083 -2.904 -0.381 -1.998],-107.96374753247346,7.137413,293,4.3129315,-4.263069,0.0036022165,596296,1.2532239,101.61983,100,3006.2160165309906,563.0651,4965458.0,2.3733895,29.310242,697.02106,29300,16.34,697.02106,4.043579e-06
[-0.257 -1.067 -2.898 -0.364 -1.998],-108.05845748159419,8.505157,294,2.001005,-3.9392014,0.0016440132,597911,1.2041057,16.819178,100,3015.408166408539,571.1208,1017487.0,2.3670747,6.930037,677.14734,29400,16.15,677.14734,-2.670288e-06
[-0.261 -1.078 -2.897 -0.376 -2.   ],-108.33628933614999,5.791374,295,1.1684347,-4.0992966,0.09179172,599536,1.1156636,15.697686,100,3023.3855769634247,568.5755,395878.3,2.4975166,1.8605025,630.8911,29500,16.25,630.8911,2.8991699e-06
[-0.251 -1.066 -2.883 -0.378 -2.002],-107.78582366665411,7.7420197,296,7.710814,-4.05011,0.0001908727,601132,1.627715,77.47775,100,3032.4214901924133,577.42035,14192640.0,2.7895253,295.96677,887.2757,29600,15.96,887.2757,-3.7384034e-06
[-0.231 -1.056 -2.883 -0.356 -1.993],-107.34143520963677,6.869858,297,3.4558704,-4.2761,0.00014394135,602688,1.375645,20.744589,100,3041.0978920459747,591.8982,3386330.2,2.2901258,997.8334,803.5381,29700,15.56,803.5381,6.4849855e-06
[-0.22  -1.044 -2.886 -0.332 -1.996],-107.9209545909081,6.158951,298,6.882472,-3.996521,0.00021640863,604304,1.2246461,69.7626,100,3049.772921562195,569.9937,11591621.0,2.3347437,1183.9996,682.24426,29800,16.16,682.24426,3.1280517e-06
[-0.231 -1.053 -2.874 -0.342 -2.001],-108.35311451566884,7.7830887,299,70.60861,-3.8832474,5.84565e-07,605952,7.7745233,716.9291,100,3058.1995708942413,559.5927,1288921700.0,2.4613814,976074100.0,4020.8047,29900,16.48,4020.8047,1.8310546e-06
[-0.21  -1.012 -2.852 -0.306 -1.999],-108.02399552633052,8.693504,300,47.570362,-4.258087,1.1503332e-06,607602,4.9332995,486.38303,100,3068.7619609832764,557.13324,518811900.0,2.6922367,524655.0,2450.3464,30000,16.5,2450.3464,9.155274e-06
[-0.192 -0.995 -2.863 -0.3   -1.999],-108.3468809729407,6.623451,301,183.66768,-3.7036743,1.4734158e-10,609226,18.275076,1877.7551,100,3078.0811688899994,569.0191,7974054000.0,2.4069357,191510530000000.0,9047.687,30100,16.24,9047.687,7.6293945e-06
[-0.175 -0.962 -2.874 -0.279 -2.01 ],-108.16288184517896,9.033577,302,9.322568,-4.0219116,3.086659e-06,610846,2.069238,257.88913,100,3087.8981506824493,569.6668,23209030.0,2.652823,872.6106,1122.2556,30200,16.2,1122.2556,-4.7302246e-06
[-0.17  -0.954 -2.882 -0.286 -2.01 ],-107.43212749249355,7.8180847,303,2.635152,-4.2625885,0.0055131074,612439,1.2568423,30.465096,100,3095.7641167640686,576.76105,1936066.0,2.6010087,18.093063,717.2014,30300,15.93,717.2014,-1.548767e-05
[-0.169 -0.956 -2.895 -0.291 -2.011],-107.41559631215829,6.9644623,304,46.934605,-4.296692,6.154131e-11,614066,4.8111,1195.4933,100,3104.428615808487,562.9756,619847600.0,2.6113997,241516460000.0,2598.0203,30400,16.27,2598.0203,-3.4332274e-06
