Weights,EpLenMean,EpRewMean,J_sample_variance,MeanIWNorm,MaxIWNorm,StdIWNorm,InitialReturnMax,EpisodesSoFar,MaxIW,MinIWNorm,EpThisIter,TimeElapsed,ESSClassic,Iteration,EmpiricalD2,InitialReturnMin,MeanIW,MinIW,TimestepsSoFar,StdIW,ReturnMeanIW,ESSRenyi,InitialReturnStd,InitialReturnMean,Bound,InitialBound
[-0.874 -1.036 -0.009 -0.827 -1.184],495.57,14.968835164686874,53.242928,0.0100993095,0.019741423,0.0028180038,11.511751,47900,1.9741423,0.0049070125,100,32526.582535982132,92.77664,479,1.0729111,-59.18137,1.0099308,0.49070126,18759461,0.2818004,0.22144926,93.20436,7.950477,1.7166138e-07,-1.8219143,-1.9727123
[-0.875 -1.037 -0.008 -0.827 -1.184],469.77,4.576671718384969,715.2178,0.012672437,0.25938013,0.02870044,19.58341,48000,25.938015,0.00039392745,100,32587.720316886902,16.315117,480,4.1274114,-58.19924,1.2672439,0.039392747,18806438,2.870044,3.7926364,24.228262,15.509526,5.865097e-07,-0.14862251,-1.9399743
[-0.879 -1.036 -0.005 -0.824 -1.183],500.0,19.13948210370924,22130.377,0.056816004,4.975003,0.4951085,12.913624,48100,497.5003,2.9645353e-06,100,32653.506259441376,1.2997475,481,213.4087,-19.641834,5.681601,0.00029645354,18856438,49.510853,15.670075,0.46858445,5.751505,3.8146972e-08,6.1054745,-0.6547277
[-0.871 -1.028 -0.011 -0.821 -1.178],482.51,10.529552063642425,6837.6636,0.012851734,0.62125057,0.06239753,13.919974,48200,62.12506,5.6208333e-05,100,32717.00232553482,4.0695395,482,13.654065,-60.699635,1.2851735,0.0056208335,18904689,6.239753,7.77593,7.3238263,12.257304,-8.106232e-07,0.2994733,-2.023322
[-0.875 -1.027 -0.007 -0.823 -1.177],487.03,7.280819239806175,181.88774,0.010185789,0.0386469,0.0074444036,29.349648,48300,3.86469,0.0024354712,100,32781.161749601364,65.18228,483,1.6421318,-59.7854,1.0185788,0.24354713,18953392,0.7444403,1.3082359,60.89645,11.597418,-2.670288e-07,-1.2455115,-1.992847
[-0.876 -1.028 -0.009 -0.822 -1.177],491.17,9.915755844228757,88.113655,0.0100342445,0.0212941,0.0029202623,15.188362,48400,2.12941,0.0039235107,100,32844.34071826935,92.19152,484,1.1007825,-58.298454,1.0034244,0.3923511,19002509,0.29202625,0.33109105,90.84447,9.400838,-3.4332277e-07,-1.707765,-1.9432821
[-0.873 -1.028 -0.008 -0.821 -1.177],487.08,9.955613395757934,69144.805,0.03274978,2.5416858,0.25244462,22.342098,48500,254.16858,2.2815252e-06,100,32908.68434929848,1.6551452,485,81.95218,-54.81527,3.274978,0.00022815254,19051217,25.244465,27.046934,1.2202238,11.347143,3.0517577e-07,10.50598,-1.8271754
[-8.675e-01 -1.033e+00 -1.105e-03 -8.236e-01 -1.178e+00],482.38,11.853003833055341,122.58553,0.010151524,0.026428733,0.0047593457,20.479223,48600,2.6428733,0.002923842,100,32971.50234866142,81.98053,486,1.1735076,-57.78885,1.0151525,0.2923842,19099455,0.47593457,0.5630707,85.214615,13.03706,2.5749208e-07,-1.5236566,-1.9262947
[-8.695e-01 -1.031e+00 -1.123e-03 -8.210e-01 -1.180e+00],495.6,16.159450120579855,66.095024,0.00976876,0.025501678,0.0041766698,16.366632,48700,2.5501678,0.0032238706,100,33035.97911262512,84.545006,487,1.1950711,-57.881718,0.9768761,0.32238707,19149015,0.41766697,0.5444622,83.67703,8.229973,6.7710874e-07,-1.5647342,-1.9293901
[-8.708e-01 -1.032e+00  1.317e-04 -8.215e-01 -1.180e+00],495.58,15.46570821160303,78.58072,0.009994484,0.0142787695,0.0012356766,24.879805,48800,1.427877,0.007893555,100,33100.72081208229,98.494415,488,1.0148369,-57.34904,0.9994483,0.7893555,19198573,0.12356766,0.035218686,98.538,8.796859,5.912781e-07,-1.8905451,-1.9116342
[-8.706e-01 -1.032e+00 -3.001e-04 -8.214e-01 -1.180e+00],486.73,14.401398299547097,744.532,0.010562393,0.24703328,0.027980248,16.665009,48900,24.70333,0.00026973875,100,33164.165888786316,12.472815,489,4.6738725,-59.369926,1.0562392,0.026973877,19247246,2.7980244,3.7497625,21.395535,11.485383,-9.059906e-08,-0.5286603,-1.9789978
[-0.871 -1.031  0.003 -0.818 -1.184],500.0,16.347603896138722,9481.885,0.022830803,1.6889178,0.16799898,17.649609,49000,168.89178,3.3090712e-06,100,33229.715769052505,1.8133495,490,65.745476,-16.904762,2.2830803,0.00033090712,19297246,16.7999,12.15131,1.5210172,6.4749427,-1.335144e-07,7.3809986,-0.58832055
[-0.862 -1.053  0.005 -0.827 -1.187],500.0,21.711394570012484,2341.685,0.014537917,0.2298064,0.029300744,30.224735,49100,22.98064,0.00022798806,100,33295.01885342598,19.75456,491,4.7059193,-19.170351,1.4537919,0.022798806,19347246,2.9300747,3.8373268,21.249834,7.478716,-1.335144e-07,1.651763,-1.0074914
[-0.854 -1.057  0.003 -0.829 -1.195],500.0,20.07738137570673,4791.299,0.013157666,0.50474846,0.058218364,17.649515,49200,50.47485,9.910655e-06,100,33360.677324295044,4.859622,492,60.16044,-13.646473,1.3157666,0.0009910655,19397246,5.821837,9.508221,1.6622219,6.30476,-2.193451e-07,4.9450464,-0.5883175
[-0.864 -1.052  0.006 -0.83  -1.189],491.18,20.663831903328678,111.40425,0.01009166,0.014703191,0.0016222507,24.920528,49300,1.4703192,0.0061186897,100,33424.44252729416,97.48098,493,1.0212528,-61.65735,1.009166,0.611869,19446364,0.16222507,0.10699478,97.91895,10.591279,5.7220458e-08,-1.9699751,-2.0552452
[-0.865 -1.05   0.006 -0.829 -1.189],495.59,17.64115789443788,86.854805,0.009990852,0.03287876,0.004931933,13.404853,49400,3.2878761,0.0027709617,100,33486.357194423676,80.406204,494,1.2286507,-60.392136,0.9990853,0.27709618,19495923,0.49319327,0.54585135,81.3901,8.703413,1.8596648e-07,-1.6855277,-2.013071
[-0.868 -1.049  0.006 -0.83  -1.19 ],495.57,21.16325250227845,97.745155,0.009612038,0.027152648,0.00492155,18.892735,49500,2.7152648,0.0027111326,100,33546.666863679886,79.22901,495,1.298998,-60.979237,0.96120393,0.27111328,19545480,0.49215502,0.8875361,76.982414,9.087704,-3.8146973e-07,-1.4291384,-2.032642
[-0.868 -1.052  0.004 -0.83  -1.191],495.58,18.403323244804696,72.23212,0.010376573,0.05186977,0.008100391,14.671749,49600,5.186977,0.0014717062,100,33608.48487472534,62.13486,496,1.7149119,-56.59181,1.0376573,0.14717062,19595038,0.8100392,1.6239743,58.31203,8.123154,-2.9563904e-07,-0.8463459,-1.886394
[-0.87  -1.05   0.006 -0.83  -1.192],500.0,19.666409803943118,36.165833,0.010011252,0.013389937,0.001337032,14.454483,49700,1.3389937,0.007000245,100,33670.227605342865,98.24762,497,1.0167218,-17.366703,1.0011252,0.70002455,19645038,0.13370319,0.04061076,98.355316,5.983038,-9.727478e-07,-0.5430994,-0.57889116
[-0.87  -1.051  0.006 -0.83  -1.192],500.0,19.702252845432195,140.37442,0.0117375115,0.16730973,0.018338745,11.954903,49800,16.730974,0.0001335142,100,33731.77041101456,29.060406,498,4.4634547,-14.072048,1.1737514,0.01335142,19695038,1.8338745,1.2957102,22.404171,5.3691673,3.8146973e-07,0.3047148,-0.46906793
[-0.877 -1.049  0.002 -0.83  -1.195],500.0,19.90700561531485,42.31578,0.009857198,0.027494716,0.003280676,16.835775,49900,2.7494717,0.004606712,100,33793.85018515587,90.027695,499,1.1012338,-17.26369,0.98571974,0.46067122,19745038,0.32806763,0.07193346,90.807236,6.407726,-1.14440915e-07,-0.5319487,-0.5754565
