Weights,EpLenMean,EpRewMean,J_sample_variance,MeanIWNorm,MaxIWNorm,StdIWNorm,InitialReturnMax,EpisodesSoFar,MaxIW,MinIWNorm,EpThisIter,TimeElapsed,ESSClassic,Iteration,EmpiricalD2,InitialReturnMin,MeanIW,MinIW,TimestepsSoFar,StdIW,ReturnMeanIW,ESSRenyi,InitialReturnStd,InitialReturnMean,Bound,InitialBound
[-1.134 -1.04  -0.117 -0.781 -0.974],490.79,-36.29920207612486,4779.1006,0.0092709465,0.2858641,0.028997503,23.98705,16000,28.586412,0.00010133728,100,6351.270766735077,9.27384,160,13.021501,-28.285164,0.9270947,0.010133728,3037143,2.8997502,7.557115,7.6796064,8.480212,-4.959106e-07,4.154851,-0.94283944
[-1.126 -1.04  -0.112 -0.787 -0.974],494.21,-24.990635622686206,87.735985,0.010076412,0.040178113,0.0062557193,21.158648,16100,4.0178113,0.0023082893,100,6441.05502986908,72.17988,161,1.4189775,-20.396389,1.0076412,0.23082893,3086564,0.6255719,0.4588981,70.47328,8.000486,-7.4386594e-07,-0.38124725,-0.705289
[-1.126 -1.039 -0.114 -0.789 -0.974],491.06,-26.354200838923475,603.7786,0.011207661,0.08645223,0.01406719,27.425625,16200,8.645224,0.00071859587,100,6529.938936471939,38.829254,162,3.3699002,-50.5483,1.120766,0.07185959,3135670,1.406719,3.1500857,29.674469,9.759825,4.5776366e-07,0.056986332,-1.684943
[-1.129 -1.038 -0.113 -0.783 -0.973],490.68,-33.37928720377797,508.919,0.011204401,0.07038295,0.012985362,44.34187,16300,7.0382957,0.00047010145,100,6618.745550394058,42.677242,163,2.4543302,-19.373486,1.1204401,0.047010146,3184738,1.2985362,4.0272546,40.744312,8.637397,-4.196167e-07,1.7116776,-1.4780629
[-1.125 -1.03  -0.113 -0.78  -0.997],497.62,-21.962323125537925,855.43134,0.010888276,0.2659367,0.028540708,21.947176,16400,26.593672,6.954726e-05,100,6710.020699262619,12.70509,164,8.094519,-12.845074,1.0888276,0.0069547268,3234500,2.854071,3.390882,12.354039,6.83705,4.005432e-07,1.3094947,-0.7315723
[-1.128 -1.043 -0.114 -0.782 -1.004],497.69,-30.065997765565086,81.37847,0.0096728625,0.022162342,0.0034505697,21.62068,16500,2.2162342,0.004463719,100,6801.4959192276,88.71115,165,1.1124141,-30.808033,0.9672862,0.44637194,3284269,0.34505695,0.36306968,89.89458,7.947392,2.479553e-07,-0.7200488,-1.0269343
[-1.126 -1.042 -0.114 -0.781 -1.01 ],496.29,-30.38300937453531,94.59706,0.010003042,0.015613164,0.0022379248,32.8022,16600,1.5613164,0.005271239,100,6893.214190483093,95.23332,166,1.0575885,-23.81401,1.0003042,0.5271239,3333898,0.2237925,0.3347311,94.55474,9.040212,3.4332277e-07,-0.7897186,-1.0934062
[-1.128 -1.042 -0.115 -0.781 -1.016],497.19,-32.184290760183515,192.66391,0.010895474,0.06618137,0.013995563,20.119198,16700,6.618137,0.00042048574,100,6984.961457014084,37.735607,167,4.970975,-12.823534,1.0895475,0.042048573,3383617,1.3995563,2.347078,20.116777,5.768471,-1.1348725e-06,0.8518405,-0.67064124
[-1.129 -1.049 -0.114 -0.78  -1.014],500.0,-30.720919350452537,176.0336,0.010665187,0.11679878,0.013678097,21.188889,16800,11.679878,0.00071994984,100,7078.095962047577,37.80997,168,2.780742,-26.772938,1.0665187,0.07199498,3433617,1.3678098,1.5468283,35.961624,7.6193414,5.340576e-07,0.0586493,-0.89243066
[-1.121 -1.055 -0.116 -0.781 -1.02 ],496.37,-30.81605457499463,97.668144,0.009450081,0.041507132,0.0070887944,17.87853,16900,4.1507134,0.0020178945,100,7169.030089139938,63.991993,169,1.7355489,-37.35103,0.94500816,0.20178947,3483254,0.7088795,0.9847289,57.61866,7.660881,6.67572e-08,-0.65548223,-1.2450342
[-1.124 -1.05  -0.114 -0.779 -1.021],498.27,-35.44265367948786,62.411484,0.008917116,0.02458003,0.004505884,15.495403,17000,2.458003,0.0012630826,100,7259.778404951096,79.65998,170,1.44916,-13.936176,0.8917116,0.12630826,3533081,0.4505884,0.36260062,69.00549,6.9346375,-1.039505e-06,-0.25918376,-0.5165145
[-1.124 -1.051 -0.116 -0.779 -1.02 ],499.6,-29.452887023708676,638.68365,0.011696339,0.29061335,0.03106665,22.042034,17100,29.061335,0.00017750458,100,7349.305170059204,12.414854,171,5.0378933,-14.756753,1.169634,0.017750459,3583041,3.106665,2.681251,19.849567,6.616616,1.335144e-07,1.032121,-0.73473454
[-1.132 -1.054 -0.114 -0.785 -1.033],498.93,-30.161872595874826,137.80293,0.008582146,0.056685466,0.010787871,21.988317,17200,5.6685467,0.00023491844,100,7441.366089582443,38.75846,172,3.6455963,-14.241811,0.8582146,0.023491845,3632934,1.078787,1.5175785,27.430355,7.122092,-8.773804e-07,0.11813605,-0.7329448
[-1.132 -1.051 -0.112 -0.788 -1.036],500.0,-30.161751966519095,9422.966,0.02122011,1.1100023,0.11240364,18.15927,17300,111.00023,3.6440455e-05,100,7532.750143289566,3.4413252,173,42.396393,-15.9360075,2.1220107,0.0036440457,3682934,11.240364,9.473675,2.3586912,7.8155723,9.3460085e-07,5.532356,-0.6053082
[-1.14  -1.062 -0.107 -0.792 -1.037],496.24,-33.30878301631465,76.59716,0.01010282,0.019540215,0.0027307805,20.940971,17400,1.9540216,0.0042693624,100,7623.565114021301,93.19133,174,1.0671973,-21.547716,1.010282,0.42693624,3732558,0.27307808,0.1255899,93.703384,8.342457,-1.9073487e-07,-0.61640745,-0.71825737
[-1.138 -1.063 -0.107 -0.792 -1.037],500.0,-31.10834314293235,46.397354,0.008983884,0.04698123,0.006028984,19.82726,17500,4.698123,0.0018004262,100,7715.617975950241,68.9484,175,1.490474,-19.623363,0.89838845,0.18004262,3782558,0.6028985,0.4369538,67.09275,7.3169284,-8.392334e-07,-0.36991635,-0.66090953
[-1.139 -1.063 -0.108 -0.789 -1.037],500.0,-30.25399428308101,76.01803,0.010701596,0.06701323,0.009672766,25.81258,17600,6.701323,0.00075508415,100,7806.313241243362,55.036774,176,1.8531221,-20.228767,1.0701596,0.075508416,3832558,0.9672767,0.9568184,53.962986,6.9522934,-2.0980835e-07,-0.21446556,-0.8604197
[-1.137 -1.063 -0.105 -0.791 -1.035],492.8,-30.545400087694187,610.45264,0.010773804,0.09532758,0.018209578,29.008219,17700,9.532758,0.00020198381,100,7898.0424592494965,25.929035,177,4.1411376,-52.01268,1.0773804,0.020198382,3881838,1.820958,3.8249092,24.147953,9.43232,1.14440915e-07,0.29675293,-1.7337558
[-1.136 -1.062 -0.105 -0.785 -1.038],500.0,-29.17997827421618,367.86716,0.009796759,0.059087932,0.009561793,36.94854,17800,5.9087934,0.0013791936,100,7990.709541082382,51.21358,178,2.000148,-16.283783,0.9796759,0.13791937,3931838,0.9561793,2.4977167,49.9963,7.607312,3.33786e-07,0.7558813,-1.2316178
[-1.133 -1.069 -0.106 -0.79  -1.028],500.0,-28.249526084688526,1302.357,0.018534014,0.4818148,0.06924549,22.548702,17900,48.18148,5.779872e-05,100,8083.025662660599,6.685087,179,13.311769,-25.326946,1.8534013,0.005779872,3981838,6.9245486,5.4399233,7.51215,8.014187,4.005432e-07,2.3597193,-0.84423125
[-1.133 -1.067 -0.1   -0.789 -1.021],500.0,-33.023503488610544,139.1061,0.010546603,0.074285984,0.010815672,19.455872,18000,7.428599,0.0003829205,100,8174.423013687134,48.740646,180,2.6667635,-17.970436,1.0546603,0.03829205,4031838,1.0815672,1.7189834,37.49864,8.585886,-2.8610229e-08,0.6599207,-0.64852905
[-1.127 -1.065 -0.103 -0.789 -1.019],499.84,-29.453011496430996,59.917503,0.009999999,0.01,9.313226e-10,23.99312,18100,1.0,0.01,100,8266.907371282578,100.0,181,1.0,-18.248623,1.0,1.0,4081822,,3.1292439e-07,100.0,7.701839,1.5258789e-07,-0.7997704,-0.7997704
[-1.127 -1.065 -0.103 -0.789 -1.019],500.0,-31.398561246455465,65.55515,0.010193013,0.03302222,0.005582098,35.236313,18200,3.302222,0.0016356517,100,8359.089582920074,76.92844,182,1.3416474,-16.091047,1.0193012,0.16356517,4131822,0.5582098,0.39115357,74.53523,7.9857435,7.6293944e-08,-0.9693146,-1.1745437
[-1.126 -1.066 -0.104 -0.789 -1.019],500.0,-29.19672867202538,2076.0413,0.01500919,0.7007741,0.07079809,15.781928,18300,70.07741,7.081866e-05,100,8449.37905740738,4.3010893,183,19.645592,-20.68171,1.500919,0.0070818667,4181822,7.0798097,5.284836,5.0902004,6.7849064,5.340576e-07,2.2292268,-0.68938994
[-1.116 -1.066 -0.108 -0.79  -1.017],500.0,-29.132737733063905,179733.47,0.07676932,7.377351,0.7337616,18.594097,18400,737.7351,8.153919e-07,100,8540.139640808105,1.082773,184,982.31726,-16.760754,7.6769323,8.153919e-05,4231822,73.37617,42.139324,0.10180011,6.144682,-2.0980835e-07,22.713488,-0.6198036
[-1.091 -1.05  -0.106 -0.789 -1.021],486.91,-26.376931227610086,100.95835,0.009931399,0.0157194,0.001953291,20.929527,18500,1.5719402,0.004291053,100,8629.481305599213,96.27581,185,1.0500078,-54.73481,0.99313986,0.42910528,4280513,0.19532911,0.17010212,95.23739,9.878972,-2.5749208e-07,-1.6994544,-1.8244941
[-1.094 -1.049 -0.107 -0.789 -1.02 ],482.28,-23.20559112316952,124.17242,0.009706897,0.034467474,0.006571125,31.521694,18600,3.4467475,0.0014686328,100,8712.565836191177,68.57454,186,1.5307437,-51.640923,0.9706897,0.14686328,4328741,0.6571125,1.2524045,65.32772,10.877992,4.959106e-07,-0.8773227,-1.7213635
[-1.092 -1.05  -0.104 -0.789 -1.02 ],495.62,-26.015469399052755,261.31125,0.008985949,0.08595877,0.014888886,18.53894,18700,8.595878,0.00016072665,100,8796.484941005707,26.699823,187,5.154406,-20.671654,0.8985949,0.016072664,4378303,1.4888887,3.2129092,19.400877,7.062977,8.9645386e-07,1.6485254,-0.68905425
[-1.076 -1.041 -0.101 -0.78  -1.027],493.71,-28.113965729646782,101.58925,0.009499099,0.021242958,0.0039671063,27.416483,18800,2.1242957,0.002573665,100,8880.508544921875,85.14881,188,1.2182921,-51.012035,0.94991,0.2573665,4427674,0.39671066,0.6148575,82.08212,9.416111,-1.6212464e-07,-1.261982,-1.7004017
[-1.072 -1.041 -0.099 -0.78  -1.028],500.0,-23.748612414440945,134.9401,0.01163361,0.11959145,0.019986546,16.053486,18900,11.959146,7.303009e-05,100,8966.503009796143,25.306688,189,5.0291176,-16.425846,1.1633611,0.007303009,4477674,1.9986546,1.7935828,19.884205,6.536746,4.5776366e-07,0.5657128,-0.54752773
[-1.076 -1.034 -0.098 -0.78  -1.029],497.96,-25.23768064976231,2028.7451,0.01384302,0.7739062,0.07707921,24.00069,19000,77.39062,2.8900007e-05,100,9050.831972837448,3.1246455,190,17.975155,-14.872498,1.3843023,0.0028900008,4527470,7.7079206,4.8953123,5.5632343,6.3210936,4.7683716e-07,1.5034451,-0.80002254
[-1.074 -1.033 -0.104 -0.783 -1.03 ],494.43,-26.911202994409837,1154.6674,0.013828111,0.43415904,0.045786977,31.778675,19100,43.415905,2.5695128e-05,100,9146.584334135056,8.358601,191,10.428541,-16.644909,1.3828111,0.002569513,4576913,4.578697,4.277717,9.589069,7.359843,4.6730042e-07,0.8569281,-1.0592887
[-1.071 -1.038 -0.101 -0.779 -1.035],493.93,-26.580078637130427,88561.73,0.019901523,1.2041465,0.12110639,24.665554,19200,120.41466,2.5806277e-05,100,9247.421812057495,2.629457,192,72.98199,-20.81427,1.9901522,0.0025806278,4626306,12.110641,27.4198,1.3702011,8.135247,1.2207031e-06,20.395914,-0.8221841
[-1.08  -1.038 -0.1   -0.771 -1.04 ],500.0,-26.74824733560693,132.86743,0.009838368,0.114741765,0.012741364,17.285152,19300,11.474176,0.00070396357,100,9349.51311659813,37.35241,193,1.927759,-13.543744,0.98383677,0.07039636,4676306,1.2741362,1.3060279,51.873703,7.0155725,9.918213e-07,0.50604934,-0.57617086
[-1.071 -1.043 -0.1   -0.772 -1.039],496.0,-27.275119596827754,300.3856,0.009549816,0.09520157,0.013306594,18.107235,19400,9.520157,0.000613477,100,9447.746996164322,33.995934,194,2.7641425,-50.73659,0.9549817,0.061347704,4725906,1.3306595,2.4547722,36.177586,8.490985,-7.343292e-07,-0.35700083,-1.6912205
[-1.066 -1.045 -0.096 -0.775 -1.041],500.0,-25.98889062179347,83.08834,0.009027772,0.039093025,0.0069549233,21.59682,19500,3.9093025,0.0011342631,100,9545.919735908508,62.754795,195,1.936409,-15.5977545,0.9027772,0.11342631,4775906,0.6954923,1.0728383,51.641983,6.5169187,-5.1498415e-07,0.07107043,-0.7198946
[-1.066 -1.055 -0.097 -0.779 -1.039],495.83,-23.17537150124019,423.28665,0.011430999,0.08045827,0.011777453,28.562737,19600,8.045827,0.00042461805,100,9641.201531410217,48.50753,196,1.9523679,-42.189114,1.1430999,0.042461805,4825489,1.1777452,1.3771082,51.219856,8.345975,6.580353e-07,-0.58788013,-1.4063032
[-1.06  -1.06  -0.097 -0.784 -1.039],495.62,-25.83842555248324,94.235954,0.008490673,0.033141177,0.006370648,22.563543,19700,3.3141177,0.0008579269,100,9737.101212501526,63.980877,197,1.7554396,-47.671425,0.84906733,0.08579269,4875051,0.6370648,1.5004483,56.965786,9.387159,8.5830686e-07,-0.6049286,-1.5890466
[-1.062 -1.057 -0.096 -0.785 -1.04 ],496.28,-28.374244533645662,94.74955,0.010634946,0.12160434,0.015829638,21.362211,19800,12.160434,0.000444892,100,9832.073680877686,31.09939,198,2.6131258,-22.895088,1.0634947,0.0444892,4924679,1.5829637,1.4497516,38.268345,7.3161116,7.6293944e-08,0.2160753,-0.7631697
[-1.066 -1.052 -0.097 -0.787 -1.039],495.58,-24.43316046022846,100713.49,0.03422513,2.2505913,0.23077783,25.848839,19900,225.05914,1.5081241e-05,100,9925.72078204155,2.1520567,199,109.74063,-52.308605,3.4225128,0.0015081242,4974237,23.077785,34.662136,0.9112395,9.395351,-1.14440915e-07,16.396465,-1.7436203
[-1.062 -1.064 -0.091 -0.786 -1.041],500.0,-27.593441243476033,5857.7334,0.011287851,0.47100368,0.048076864,20.722435,20000,47.10037,5.6172585e-06,100,10024.957908153534,5.2245197,200,41.687744,-15.303156,1.1287853,0.0005617259,5024237,4.8076863,8.997467,2.3987865,6.727075,-2.0980835e-07,4.5375814,-0.690748
[-1.065 -1.053 -0.098 -0.784 -1.049],494.58,-26.56569457013544,618.56854,0.011357562,0.16757907,0.018441135,20.487225,20100,16.757908,0.00041319983,100,10120.729645252228,27.500004,201,3.6291192,-44.460934,1.1357561,0.041319985,5073695,1.8441137,3.0050635,27.554895,7.933646,7.6293946e-07,0.18175769,-1.4820304
[-1.065 -1.054 -0.102 -0.784 -1.052],497.93,-25.836809915660396,806.1741,0.011885814,0.3288338,0.035438254,23.153172,20200,32.88338,0.00021232285,100,10216.8091442585,10.111535,202,5.250809,-16.067493,1.1885813,0.021232285,5123488,3.5438256,4.119174,19.044683,6.8418527,-1.8119812e-07,2.3506851,-0.7717727
[-1.054 -1.054 -0.103 -0.787 -1.055],492.86,-19.860292973085805,264.2761,0.012359736,0.1705141,0.023000566,19.837883,20300,17.05141,0.00030674058,100,10310.884759426117,22.406202,203,3.9981222,-26.737411,1.2359735,0.030674057,5172774,2.3000567,1.8226686,25.011742,7.4530654,-3.8146972e-08,0.04059291,-0.89124703
[-1.054 -1.049 -0.105 -0.789 -1.056],491.42,-22.224607724199377,370489.28,0.039789382,3.618629,0.35977837,18.563,20400,361.8629,6.1421645e-07,100,10405.428113222122,1.2083275,204,354.8601,-52.01219,3.9789386,6.142165e-05,5221916,35.97784,61.271214,0.2818012,10.223116,1.9073487e-07,28.611488,-1.7337399
[-1.049 -1.054 -0.107 -0.781 -1.056],500.0,-24.747386700740172,10750.057,0.02420374,1.407198,0.14498228,12.998347,20500,140.7198,3.428725e-06,100,10503.72171497345,2.7114217,205,102.0093,-14.650555,2.4203742,0.00034287252,5271916,14.498227,10.00167,0.98030275,6.4900084,1.4781951e-06,5.0693336,-0.48835033
[-1.058 -1.045 -0.106 -0.785 -1.057],481.26,-24.168551422789324,121.43134,0.010128711,0.017087184,0.0023444786,20.650234,20600,1.7087184,0.005334101,100,10593.489875078201,94.91469,206,1.0772018,-55.45235,1.0128711,0.53341013,5320042,0.23444785,0.34768024,92.833115,10.763663,-2.002716e-07,-1.5707555,-1.8484122
[-1.061 -1.043 -0.107 -0.783 -1.057],498.68,-19.900886256182307,439937.75,0.04442675,3.95876,0.39393464,16.755053,20700,395.876,5.98399e-07,100,10690.660154342651,1.2558908,207,839.55774,-16.824932,4.4426746,5.9839902e-05,5369910,39.39346,68.43132,0.11911033,6.9958153,-3.8146973e-07,52.18117,-0.5608314
[-1.049 -1.051 -0.103 -0.797 -1.034],461.61,-22.768959458471727,269.57678,0.01107527,0.17085068,0.01885855,23.802456,20800,17.085068,0.00028245803,100,10780.446375131607,25.644981,208,2.752507,-52.74092,1.1075271,0.028245803,5416071,1.8858551,3.096071,36.330517,13.567708,-4.4822693e-07,0.17937827,-1.7580312
[-1.052 -1.051 -0.1   -0.797 -1.033],477.11,-20.918952067267487,168.9309,0.009912632,0.021533065,0.0025768164,23.786077,20900,2.1533065,0.0051433584,100,10873.998070716858,93.670204,209,1.0466081,-52.55469,0.99126333,0.5143359,5463782,0.25768164,0.12648255,95.546745,12.644565,1.4019013e-06,-1.6657004,-1.7518219
[-1.052 -1.051 -0.099 -0.797 -1.033],474.87,-25.4851945492191,170.60735,0.010222401,0.017788038,0.002536751,19.152302,21000,1.7788038,0.0053571155,100,10963.718780994415,94.19908,210,1.0707802,-51.854225,1.02224,0.5357116,5511269,0.2536751,0.17883691,93.389854,12.575278,8.583069e-08,-1.6097623,-1.7284741
[-1.051 -1.051 -0.1   -0.796 -1.032],474.42,-23.492875226038212,562942.9,0.05645193,4.137839,0.41602734,19.31242,21100,413.7839,7.5556903e-07,100,11052.923759698868,1.8079655,211,279.86603,-52.432297,5.645193,7.5556905e-05,5558711,41.602734,84.594,0.3573138,12.020329,6.4849854e-07,55.35566,-1.7477429
[-1.027 -1.028 -0.097 -0.787 -1.037],447.43,-29.87548815421925,16302.1045,0.02153481,0.99212664,0.10682739,27.68018,21200,99.21267,3.7938415e-05,100,11138.90630197525,3.9049716,212,24.035278,-55.718147,2.1534812,0.0037938417,5603454,10.682739,13.57976,4.160551,15.305809,-3.0517577e-07,4.4743395,-1.857272
[-1.021 -1.025 -0.09  -0.783 -1.034],472.18,-20.466210429496407,93.284035,0.009662834,0.018402819,0.0026830817,20.89288,21300,1.840282,0.0050089937,100,11232.488771915436,92.84182,213,1.0963367,-54.4843,0.96628344,0.5008994,5650672,0.26830816,0.26629916,91.21285,10.101878,-8.5830686e-07,-1.6353136,-1.8161442
[-1.021 -1.025 -0.089 -0.784 -1.034],487.97,-17.20343440197053,128.1745,0.010930576,0.032570157,0.005480587,23.717552,21400,3.257016,0.002749467,100,11326.408239841461,79.91041,214,1.258059,-56.402985,1.0930578,0.27494672,5699469,0.54805875,0.5677493,79.487526,9.207525,-1.7166137e-06,-1.5410311,-1.8801011
[-1.017 -1.024 -0.089 -0.782 -1.038],482.97,-18.468459194555102,405565760.0,6.6157103,661.2147,65.78968,19.989723,21500,66121.48,1.2049532e-07,100,11423.701989412308,1.0010781,215,136321.8,-52.692913,661.5711,1.2049532e-05,5747766,6578.9688,2009.193,0.0007335584,10.999982,1.6784668e-06,1360.6875,-1.7564287
[-0.995 -1.031 -0.096 -0.782 -1.031],431.4,-28.03570423257975,243.9771,0.009566623,0.03740915,0.005265343,24.470516,21600,3.7409148,0.0022627597,100,11509.252504110336,76.75034,216,1.3682805,-50.97867,0.95666224,0.22627597,5790906,0.5265343,1.5694425,73.08443,16.910467,-6.1035155e-07,-0.4182757,-1.6992897
[-0.994 -1.033 -0.094 -0.781 -1.034],458.15,-20.454177064545707,418.38724,0.011785357,0.22474973,0.024447398,24.454819,21700,22.474974,0.0005380989,100,11599.815039396286,18.85695,217,3.215825,-54.033222,1.1785357,0.053809892,5836721,2.4447398,3.6294413,31.096218,14.997617,9.536743e-09,0.39956546,-1.8011076
[-0.997 -1.029 -0.091 -0.776 -1.037],481.37,-18.2327545708624,120.5266,0.010050304,0.020988485,0.0035310814,23.270874,21800,2.0988486,0.0047298083,100,11692.838127374649,89.01231,218,1.1431704,-52.61238,1.0050304,0.47298086,5884858,0.35310817,0.4559098,87.47603,11.386545,-6.008148e-07,-1.4191804,-1.7537467
[-1.001 -1.03  -0.092 -0.777 -1.036],476.87,-22.89755024709352,604.1049,0.013878136,0.1985355,0.02495457,20.075518,21900,19.85355,9.298983e-05,100,11785.17953658104,23.622568,219,4.834384,-53.05774,1.3878136,0.009298983,5932545,2.4954572,4.334653,20.68516,12.519579,-7.05719e-07,0.4460101,-1.7685922
[-1.001 -1.034 -0.087 -0.777 -1.038],484.73,-18.020009063946674,89.44293,0.009952405,0.028279718,0.004562459,21.172104,22000,2.827972,0.003113083,100,11879.222304582596,82.633995,220,1.2001295,-51.557404,0.99524057,0.31130832,5981018,0.4562459,0.94398475,83.32434,9.992942,5.722046e-07,-0.938727,-1.7185798
[-1.007 -1.034 -0.088 -0.777 -1.042],483.4,-17.602796169910288,102.431046,0.009200439,0.044575863,0.006828023,18.782974,22100,4.4575863,0.0021883298,100,11975.3983066082,64.483955,221,1.4860396,-55.950233,0.9200439,0.21883298,6029358,0.6828024,1.1319429,67.29295,9.921494,-9.918213e-07,-1.1415619,-1.8650087
[-1.014 -1.035 -0.088 -0.778 -1.04 ],495.73,-18.272318267715967,102.198586,0.010472217,0.043970842,0.0077030268,20.988499,22200,4.397084,0.0021021613,100,12071.721718072891,64.890396,222,1.5866917,-46.952236,1.0472217,0.21021613,6078931,0.7703028,0.915759,63.024216,8.493854,-9.918213e-07,-1.0556707,-1.5650755
[-1.015 -1.038 -0.087 -0.777 -1.04 ],497.6,-21.936330656681836,71.57271,0.009517407,0.015505942,0.0023166926,23.839893,22300,1.5505942,0.0047661895,100,12167.786841392517,94.4063,223,1.0672216,-22.80661,0.95174086,0.47661898,6128691,0.23166928,0.19932228,93.70125,8.042042,-1.077652e-06,-0.6216157,-0.79466426
[-1.014 -1.041 -0.087 -0.779 -1.04 ],496.6,-21.32775449609664,1487.8582,0.013689526,0.16353676,0.028667273,21.168545,22400,16.353676,4.9372324e-05,100,12267.56448841095,18.569185,224,7.986235,-25.760986,1.3689526,0.0049372325,6178351,2.8667274,5.329211,12.521544,8.318168,1.001358e-06,2.9025326,-0.85869855
[-1.005 -1.057 -0.086 -0.785 -1.041],489.86,-16.92282228815019,233.42146,0.009199808,0.09227402,0.011451325,25.629988,22500,9.227402,0.00015036328,100,12365.094491243362,39.22544,225,2.969802,-19.678314,0.9199808,0.015036328,6227337,1.1451325,1.7568349,33.67228,7.536165,1.14440915e-07,0.2845533,-0.8543328
[-1.006 -1.053 -0.083 -0.785 -1.043],495.15,-13.329253105157518,220.75175,0.008491592,0.07353101,0.009607724,31.547005,22600,7.353101,0.0005853463,100,12464.475798368454,43.856655,226,2.476297,-54.946205,0.8491592,0.058534633,6276852,0.96077234,2.7359738,40.38288,9.696876,-1.9073487e-07,-0.14618444,-1.8315403
[-1.006 -1.055 -0.081 -0.783 -1.043],497.55,-19.873249975887013,38.339333,0.009242938,0.016856492,0.002858837,21.421806,22700,1.6856493,0.003730593,100,12560.332025527954,91.26868,227,1.1013566,-18.038284,0.92429376,0.3730593,6326607,0.28588372,0.11846581,90.79711,6.570229,2.8610229e-08,-0.6309085,-0.7140601
[-1.006 -1.054 -0.081 -0.784 -1.043],500.0,-19.225237304127038,8576.683,0.011926957,0.49965373,0.051615167,21.750362,22800,49.965374,1.8192915e-05,100,12660.83019375801,5.0688934,228,46.959877,-20.669073,1.1926957,0.0018192916,6376607,5.161516,8.432958,2.1294775,7.2452755,2.3841858e-07,3.4646473,-0.725012
[-1.005 -1.058 -0.077 -0.779 -1.042],497.84,-18.72890778694021,903.7215,0.009718726,0.09315649,0.015494429,30.862177,22900,9.315649,0.00017016484,100,12758.24866771698,28.234648,229,4.7539735,-12.847893,0.9718726,0.017016485,6426391,1.5494429,2.1844962,21.035036,7.0071807,7.200241e-07,-0.058526754,-1.0287385
[-1.01  -1.062 -0.073 -0.782 -1.043],500.0,-20.48865926439748,1378.73,0.010308418,0.18542099,0.023102209,30.399853,23000,18.542099,0.00013729454,100,12856.48208808899,16.604303,230,10.894802,-23.613663,1.0308418,0.013729454,6476391,2.3102212,3.9835892,9.178689,9.263282,1.2016296e-06,0.6388681,-1.0133272
[-1.013 -1.066 -0.072 -0.777 -1.048],500.0,-23.645043979853913,786.7412,0.00972368,0.09254483,0.012768889,29.088306,23100,9.254483,0.00023523408,100,12958.722691297531,36.70496,231,2.3657043,-17.732563,0.97236794,0.023523409,6526391,1.2768888,3.2980287,42.27071,8.382591,-4.1007996e-07,1.806686,-0.96961063
[-1.004 -1.076 -0.072 -0.785 -1.052],500.0,-22.43911536769143,11166.171,0.010367284,0.55676275,0.055371754,19.325241,23200,55.676277,6.413413e-06,100,13061.902915716171,3.3868024,232,54.305733,-15.107598,1.0367285,0.0006413413,6576391,5.5371757,11.315664,1.8414263,6.9356093,3.2424927e-07,6.568585,-0.6441744
[-1.02  -1.075 -0.072 -0.777 -1.068],500.0,-27.250783247106337,9370.965,0.012475907,0.3122462,0.040054046,29.875513,23300,31.22462,3.1992167e-05,100,13164.874484539032,8.843777,233,35.49639,-17.149302,1.2475907,0.003199217,6626391,4.0054045,12.014603,2.8171878,7.5231237,-2.479553e-07,6.0814404,-0.9958507
[-1.025 -1.076 -0.078 -0.784 -1.071],500.0,-22.47396033933374,564.21826,0.010205369,0.12917447,0.01866242,17.897068,23400,12.917448,9.133262e-05,100,13267.675072908401,23.019762,234,6.6129985,-15.050611,1.0205369,0.009133263,6676391,1.8662418,2.2147927,15.121734,6.862369,-1.130104e-06,0.680671,-0.59657013
[-1.018 -1.085 -0.08  -0.786 -1.071],500.0,-19.473631554723255,2053.1052,0.009417528,0.18993397,0.021620294,27.623852,23500,18.993397,7.95292e-05,100,13370.793760061264,15.947769,235,7.371195,-16.30244,0.94175285,0.00795292,6726391,2.1620295,5.938535,13.566321,8.188441,-7.8201293e-07,3.4385817,-0.92079586
[-1.028 -1.08  -0.082 -0.788 -1.072],500.0,-19.865999532336946,18523.994,0.02177504,1.267162,0.12660655,15.6305065,23600,126.7162,6.0611947e-06,100,13475.61692070961,2.8730633,236,29.020866,-27.668682,2.177504,0.00060611946,6776391,12.660655,14.563568,3.4457965,7.8117046,-1.4019013e-06,9.5951,-0.9222908
[-1.035 -1.085 -0.081 -0.799 -1.081],496.51,-17.369700951926564,6666.5664,0.014802804,0.7996544,0.08109806,20.279915,23700,79.96545,3.0143316e-05,100,13579.582227230072,3.2242856,237,34.301,-23.417091,1.4802804,0.0030143317,6826042,8.109807,10.847023,2.9153671,8.078245,-1.6117096e-06,6.2754564,-0.7805713
[-1.023 -1.086 -0.077 -0.807 -1.08 ],500.0,-14.419967291511664,141.76332,0.010594839,0.10661991,0.013348136,20.921501,23800,10.661991,0.00029605426,100,13682.280977487564,38.650684,238,3.033252,-17.117653,1.0594838,0.029605428,6876042,1.3348137,2.1739867,32.96792,6.5523357,7.9154967e-07,0.95940745,-0.6973826
[-1.014 -1.087 -0.074 -0.807 -1.054],500.0,-13.000130336098598,1066.3315,0.010982052,0.15633385,0.018201482,29.740326,23900,15.633386,0.00019037034,100,13784.762105703354,26.688568,239,2.578915,-15.649205,1.0982052,0.019037034,6926042,1.8201482,3.6814923,38.775993,8.759154,1.5258789e-07,2.0894923,-0.9913442
