Bound,TimeElapsed,EpThisIter,InitialReturnMean,InitialReturnStd,TimestepsSoFar,InitialReturnMin,Iteration,EpLenMean,J_sample_variance,StdIW,InitialReturnMax,ReturnMeanIW,MinIW,InitialBound,MeanIW,MaxIW,EpRewMean,Weights,EpisodesSoFar,EmpiricalD2
-8.79751,5062.43807053566,100,-3.0517577e-07,1.6615167,2739281,-3.5705714,214,137.53,2.7885225,,3.847491,1.2529484,1.0,-8.79751,1.0,1.0,-99.0508257897754,[-0.944 -0.755 -0.312 -0.584 -0.305],21400,1.0
-10.131534,5092.1626851558685,100,4.2915343e-07,1.6603302,2755846,-3.5842142,215,165.65,2.7845416,,4.036798,-0.08107637,1.0,-10.131534,1.0,1.0,-98.86859744780811,[-0.944 -0.755 -0.312 -0.584 -0.305],21500,1.0
-10.130817,5120.357452869415,100,5.888939e-07,1.6599883,2771666,-3.4005857,216,158.2,2.783395,,3.769164,-0.08024946,1.0,-10.130817,1.0,1.0,-95.97921317343894,[-0.944 -0.755 -0.312 -0.584 -0.305],21600,1.0
-10.29539,5148.401777505875,100,-9.536743e-08,1.6752043,2788269,-3.2856193,217,166.03,2.8346558,,3.9106584,-0.24481098,1.0,-10.29539,1.0,1.0,-99.05139199469323,[-0.944 -0.755 -0.312 -0.584 -0.305],21700,1.0
-9.691497,5175.02331328392,100,4.1007996e-07,1.8288379,2802999,-3.0685406,218,147.3,3.3784316,,3.8372583,0.3591633,1.0,-9.691497,1.0,1.0,-97.91930338829486,[-0.944 -0.755 -0.312 -0.584 -0.305],21800,1.0
-9.479242,5201.439327478409,100,3.2663345e-07,1.6797148,2817812,-3.2261667,219,148.13,2.849941,,3.751771,0.5713521,1.0,-9.479242,1.0,1.0,-101.07117308665846,[-0.944 -0.755 -0.312 -0.584 -0.305],21900,1.0
-9.442326,5227.408209562302,100,-1.0967255e-07,1.4609376,2832421,-3.3721466,220,146.09,2.1558976,,3.2696643,0.6082066,1.0,-9.442326,1.0,1.0,-101.7705718746709,[-0.944 -0.755 -0.312 -0.584 -0.305],22000,1.0
-10.678939,5258.3247590065,100,1.9073487e-07,1.5875973,2849131,-3.2718716,221,167.1,2.545924,,3.393918,-0.6283363,1.0,-10.678939,1.0,1.0,-92.77605730656336,[-0.944 -0.755 -0.312 -0.584 -0.305],22100,1.0
-9.171704,5282.894499063492,100,2.6226044e-08,1.4772962,2863199,-3.1459575,222,140.68,2.2044487,,3.4693103,0.8790733,1.0,-9.171704,1.0,1.0,-98.79392592754293,[-0.944 -0.755 -0.312 -0.584 -0.305],22200,1.0
-9.3171425,5308.810085535049,100,-2.1219253e-07,1.7882308,2877581,-3.2955704,223,143.82,3.2300696,,3.824799,0.7334146,1.0,-9.3171425,1.0,1.0,-97.88279657729603,[-0.944 -0.755 -0.312 -0.584 -0.305],22300,1.0
-9.749785,5336.028668880463,100,-2.7656554e-07,1.6081053,2892716,-3.4028807,224,151.35,2.6121235,,3.7915878,0.30091774,1.0,-9.749785,1.0,1.0,-99.8932912483809,[-0.944 -0.755 -0.312 -0.584 -0.305],22400,1.0
-8.579629,5359.136958599091,100,5.7220458e-08,1.73586,2906074,-3.0208745,225,133.58,3.043646,,3.8350463,1.4709098,1.0,-8.579629,1.0,1.0,-100.90424662269524,[-0.944 -0.755 -0.312 -0.584 -0.305],22500,1.0
-9.607442,5388.388248682022,100,-4.529953e-08,1.8093752,2921771,-3.5977726,226,156.97,3.3069077,,3.2329643,0.44298357,1.0,-9.607442,1.0,1.0,-98.47978185925174,[-0.944 -0.755 -0.312 -0.584 -0.305],22600,1.0
-9.24644,5415.2449362277985,100,-2.861023e-07,1.5082293,2935951,-3.1564531,227,141.8,2.2977324,,3.967353,0.8039908,1.0,-9.24644,1.0,1.0,-98.10198790689935,[-0.944 -0.755 -0.312 -0.584 -0.305],22700,1.0
-9.73202,5440.587410926819,100,-5.197525e-07,1.592184,2951007,-3.5022993,228,150.56,2.5606563,,3.5434852,0.3186163,1.0,-9.73202,1.0,1.0,-95.74306277556488,[-0.944 -0.755 -0.312 -0.584 -0.305],22800,1.0
-8.877034,5464.834937334061,100,5.00679e-07,1.5399272,2964566,-2.9791665,229,135.59,2.395329,,3.2974777,1.1735704,1.0,-8.877034,1.0,1.0,-100.28842624616772,[-0.944 -0.755 -0.312 -0.584 -0.305],22900,1.0
-9.894136,5491.315282821655,100,4.7683715e-09,1.7315984,2980351,-3.483181,230,157.85,3.0287201,,3.913621,0.15631522,1.0,-9.894136,1.0,1.0,-96.79956624176782,[-0.944 -0.755 -0.312 -0.584 -0.305],23000,1.0
-8.468577,5516.254313707352,100,4.2915343e-07,1.5825658,2993323,-3.4886603,231,129.72,2.5298123,,3.6055384,1.5822519,1.0,-8.468577,1.0,1.0,-96.6467854336216,[-0.944 -0.755 -0.312 -0.584 -0.305],23100,1.0
-8.646432,5541.871673107147,100,3.2901764e-07,1.6150364,3007152,-3.5639553,232,138.29,2.634689,,3.2193465,1.4040992,1.0,-8.646432,1.0,1.0,-101.63273195426764,[-0.944 -0.755 -0.312 -0.584 -0.305],23200,1.0
-8.920037,5565.557115077972,100,1.1920929e-07,1.6899822,3020845,-3.3322258,233,136.93,2.8848886,,4.5505896,1.1306047,1.0,-8.920037,1.0,1.0,-101.95260180403652,[-0.944 -0.755 -0.312 -0.584 -0.305],23300,1.0
-9.598351,5591.001487016678,100,5.76973e-07,1.5376533,3035306,-2.8631577,234,144.61,2.3882601,,3.7736688,0.45222405,1.0,-9.598351,1.0,1.0,-96.27416608281258,[-0.944 -0.755 -0.312 -0.584 -0.305],23400,1.0
-8.706415,5615.298779010773,100,-2.5272368e-07,1.6653209,3048367,-5.4737067,235,130.61,2.8013062,,3.7697067,1.3444351,1.0,-8.706415,1.0,1.0,-96.17255056338095,[-0.944 -0.755 -0.312 -0.584 -0.305],23500,1.0
-8.851017,5639.6699731349945,100,3.4809113e-07,1.7080961,3062151,-3.4855971,236,137.84,2.9470632,,3.7559514,1.199514,1.0,-8.851017,1.0,1.0,-96.92355755270059,[-0.944 -0.755 -0.312 -0.584 -0.305],23600,1.0
-9.609606,5666.730679512024,100,-1.04904174e-07,1.5642674,3077415,-3.494114,237,152.64,2.4716485,,3.7863376,0.4409277,1.0,-9.609606,1.0,1.0,-99.87236021994369,[-0.944 -0.755 -0.312 -0.584 -0.305],23700,1.0
-9.520572,5693.7329840660095,100,-4.36306e-07,1.5891043,3092871,-3.6453671,238,154.56,2.5507598,,3.9947379,0.52989274,1.0,-9.520572,1.0,1.0,-95.64852811181592,[-0.944 -0.755 -0.312 -0.584 -0.305],23800,1.0
-9.0248,5719.695199966431,100,1.4305115e-07,1.589245,3106783,-3.4036598,239,139.12,2.5512118,,3.5162282,1.0255996,1.0,-9.0248,1.0,1.0,-100.78457541940092,[-0.944 -0.755 -0.312 -0.584 -0.305],23900,1.0
-9.623041,5746.918237686157,100,1.7642975e-07,1.5462857,3121800,-2.933311,240,150.17,2.4151514,,3.3110101,0.4276844,1.0,-9.623041,1.0,1.0,-94.74912155187751,[-0.944 -0.755 -0.312 -0.584 -0.305],24000,1.0
-9.713851,5775.581013679504,100,2.670288e-07,1.835828,3137019,-3.6094022,241,152.19,3.4043074,,4.212622,0.33663362,1.0,-9.713851,1.0,1.0,-94.69027498235144,[-0.944 -0.755 -0.312 -0.584 -0.305],24100,1.0
-9.635497,5802.280649185181,100,4.4822693e-07,1.6417866,3151731,-2.6118894,242,147.12,2.72269,,3.8164718,0.41523373,1.0,-9.635497,1.0,1.0,-101.09199675858984,[-0.944 -0.755 -0.312 -0.584 -0.305],24200,1.0
-9.078203,5828.069363355637,100,2.0980835e-07,1.7343342,3166259,-3.197309,243,145.28,3.0382981,,3.6045175,0.9722677,1.0,-9.078203,1.0,1.0,-102.2711941093732,[-0.944 -0.755 -0.312 -0.584 -0.305],24300,1.0
-9.412926,5852.4746968746185,100,4.2915343e-07,1.5941215,3180731,-3.0493493,244,144.72,2.5668924,,3.4676733,0.63754725,1.0,-9.412926,1.0,1.0,-100.48096336019422,[-0.944 -0.755 -0.312 -0.584 -0.305],24400,1.0
-8.2665,5875.589928627014,100,-2.3365021e-07,1.8343277,3193888,-3.7011628,245,131.57,3.398745,,3.9486258,1.7841753,1.0,-8.2665,1.0,1.0,-102.24723594948067,[-0.944 -0.755 -0.312 -0.584 -0.305],24500,1.0
-9.0078745,5902.026258230209,100,-6.055832e-07,1.5886093,3208475,-3.3307004,246,145.87,2.5491712,,3.7343452,1.0425347,1.0,-9.0078745,1.0,1.0,-99.18816648090808,[-0.944 -0.755 -0.312 -0.584 -0.305],24600,1.0
-9.892029,5929.439064979553,100,-1.4305115e-07,1.7566799,3223977,-3.2691813,247,155.02,3.1170957,,3.9597163,0.15847501,1.0,-9.892029,1.0,1.0,-97.5802872709088,[-0.944 -0.755 -0.312 -0.584 -0.305],24700,1.0
-8.883027,5954.348254919052,100,-6.580353e-07,2.1326568,3237601,-10.576818,248,136.24,4.5941663,,4.265202,1.1683414,1.0,-8.883027,1.0,1.0,-102.8814766942359,[-0.944 -0.755 -0.312 -0.584 -0.305],24800,1.0
-9.399634,5980.840804338455,100,1.9550323e-07,1.6865112,3252121,-3.3561282,249,145.2,2.8730507,,3.682624,0.65079063,1.0,-9.399634,1.0,1.0,-99.6863566793263,[-0.944 -0.755 -0.312 -0.584 -0.305],24900,1.0
-9.048708,6008.249962568283,100,-9.536743e-09,1.6341789,3266588,-3.177444,250,144.67,2.6975152,,3.6432683,1.0019239,1.0,-9.048708,1.0,1.0,-100.29513923347292,[-0.944 -0.755 -0.312 -0.584 -0.305],25000,1.0
-9.471086,6034.319372653961,100,-3.004074e-07,1.4767307,3281163,-3.50988,251,145.75,2.202761,,2.969842,0.5794178,1.0,-9.471086,1.0,1.0,-96.36441107657726,[-0.944 -0.755 -0.312 -0.584 -0.305],25100,1.0
-9.161045,6059.57072520256,100,7.4386594e-07,1.5886658,3295392,-3.788035,252,142.29,2.5493522,,3.6795878,0.88959074,1.0,-9.161045,1.0,1.0,-98.22766489993631,[-0.944 -0.755 -0.312 -0.584 -0.305],25200,1.0
-9.633561,6087.053764104843,100,-4.7683715e-09,1.5412178,3310818,-3.0656495,253,154.26,2.3993456,,3.3172984,0.4169928,1.0,-9.633561,1.0,1.0,-96.06843471665096,[-0.944 -0.755 -0.312 -0.584 -0.305],25300,1.0
-10.038977,6117.3455722332,100,7.2956084e-07,1.644244,3326673,-3.067741,254,158.55,2.7308466,,3.6050427,0.011448044,1.0,-10.038977,1.0,1.0,-100.329150195843,[-0.944 -0.755 -0.312 -0.584 -0.305],25400,1.0
-9.14863,6141.609559297562,100,-3.4332277e-07,1.5830796,3340494,-2.9571962,255,138.21,2.5314555,,4.50901,0.90187615,1.0,-9.14863,1.0,1.0,-98.5967104198939,[-0.944 -0.755 -0.312 -0.584 -0.305],25500,1.0
-8.969095,6166.2327876091,100,3.1232832e-07,1.6537632,3354103,-2.9775238,256,136.09,2.7625575,,4.1616077,1.081394,1.0,-8.969095,1.0,1.0,-98.99597750176734,[-0.944 -0.755 -0.312 -0.584 -0.305],25600,1.0
-8.500125,6189.161053180695,100,-1.2397766e-07,1.6002959,3367204,-3.6212687,257,131.01,2.5868144,,4.173502,1.550381,1.0,-8.500125,1.0,1.0,-101.33926882039381,[-0.944 -0.755 -0.312 -0.584 -0.305],25700,1.0
-9.264756,6214.912410736084,100,6.9141386e-08,1.658479,3381650,-3.5058408,258,144.46,2.778336,,4.1515694,0.7857464,1.0,-9.264756,1.0,1.0,-97.90985887565455,[-0.944 -0.755 -0.312 -0.584 -0.305],25800,1.0
-9.561826,6243.777415275574,100,3.33786e-07,1.6799244,3397037,-3.084485,259,153.87,2.8506522,,3.2779207,0.48878098,1.0,-9.561826,1.0,1.0,-98.16421389915459,[-0.944 -0.755 -0.312 -0.584 -0.305],25900,1.0
-8.615258,6268.159617900848,100,1.9788742e-07,1.7148641,3410635,-3.2159376,260,135.98,2.9704635,,3.188236,1.4351978,1.0,-8.615258,1.0,1.0,-102.20980395411438,[-0.944 -0.755 -0.312 -0.584 -0.305],26000,1.0
-9.486959,6295.096772670746,100,7.9631803e-07,1.6617091,3425387,-3.6419811,261,147.52,2.7891686,,3.8740659,0.5635688,1.0,-9.486959,1.0,1.0,-98.35291740000679,[-0.944 -0.755 -0.312 -0.584 -0.305],26100,1.0
-9.829606,6321.018391609192,100,-3.3855437e-07,1.6526589,3440277,-3.0925207,262,148.9,2.75887,,4.019647,0.22081827,1.0,-9.829606,1.0,1.0,-97.1126369573055,[-0.944 -0.755 -0.312 -0.584 -0.305],26200,1.0
-9.545833,6346.939947605133,100,5.0544736e-07,1.6762735,3455455,-3.3176484,263,151.78,2.8382754,,4.0393186,0.5048269,1.0,-9.545833,1.0,1.0,-100.89372903003218,[-0.944 -0.755 -0.312 -0.584 -0.305],26300,1.0
-8.8524685,6368.134541273117,100,-1.04904174e-07,1.690934,3468730,-3.050002,264,132.75,2.8881385,,4.667739,1.1982505,1.0,-8.8524685,1.0,1.0,-102.05628274343482,[-0.944 -0.755 -0.312 -0.584 -0.305],26400,1.0
-9.893381,6394.206959247589,100,4.3392183e-07,1.799265,3483930,-3.2115993,265,152.0,3.270055,,4.33227,0.15701784,1.0,-9.893381,1.0,1.0,-96.02943890309957,[-0.944 -0.755 -0.312 -0.584 -0.305],26500,1.0
-8.938354,6418.175055980682,100,6.055832e-07,1.6686047,3497116,-6.8097467,266,131.86,2.812365,,3.4566336,1.1128818,1.0,-8.938354,1.0,1.0,-99.24949650386301,[-0.944 -0.755 -0.312 -0.584 -0.305],26600,1.0
-10.153945,6446.287928581238,100,4.1484833e-07,1.7263169,3513386,-3.0494409,267,162.7,3.0102727,,3.740269,-0.10342507,1.0,-10.153945,1.0,1.0,-99.4431978178961,[-0.944 -0.755 -0.312 -0.584 -0.305],26700,1.0
-8.964465,6471.534935951233,100,-2.3365021e-07,1.7691195,3527310,-3.7583456,268,139.24,3.161398,,4.249177,1.0860617,1.0,-8.964465,1.0,1.0,-96.88720556254559,[-0.944 -0.755 -0.312 -0.584 -0.305],26800,1.0
-9.629841,6497.746488571167,100,-4.4822693e-07,1.4313282,3541807,-2.4676876,269,144.97,2.0693944,,3.532104,0.42063117,1.0,-9.629841,1.0,1.0,-98.34897950163187,[-0.944 -0.755 -0.312 -0.584 -0.305],26900,1.0
-9.069888,6524.974932432175,100,-5.197525e-07,1.6538339,3556086,-3.3225446,270,142.79,2.762794,,4.3110967,0.9805028,1.0,-9.069888,1.0,1.0,-102.15812848421182,[-0.944 -0.755 -0.312 -0.584 -0.305],27000,1.0
-8.8942795,6549.735317707062,100,1.0251999e-07,1.7266508,3569555,-3.1914697,271,134.69,3.0114377,,4.005183,1.1561612,1.0,-8.8942795,1.0,1.0,-101.67263218169275,[-0.944 -0.755 -0.312 -0.584 -0.305],27100,1.0
-9.578623,6573.760813951492,100,4.3153761e-07,1.5917768,3584350,-3.2370234,272,147.95,2.559347,,3.5318935,0.47197166,1.0,-9.578623,1.0,1.0,-100.31418800359837,[-0.944 -0.755 -0.312 -0.584 -0.305],27200,1.0
-9.87226,6600.748735189438,100,-3.9100647e-07,1.6921068,3600296,-3.3937345,273,159.46,2.8921468,,4.138402,0.17829508,1.0,-9.87226,1.0,1.0,-97.21582915700279,[-0.944 -0.755 -0.312 -0.584 -0.305],27300,1.0
-9.94149,6629.503054380417,100,-4.863739e-07,1.6918831,3616031,-3.6340275,274,157.35,2.891382,,3.9020653,0.10892556,1.0,-9.94149,1.0,1.0,-97.40363810734343,[-0.944 -0.755 -0.312 -0.584 -0.305],27400,1.0
-9.787614,6654.656131982803,100,-3.004074e-07,1.8598298,3631123,-4.1296277,275,150.92,3.4939058,,4.3168445,0.26301247,1.0,-9.787614,1.0,1.0,-98.85370346367179,[-0.944 -0.755 -0.312 -0.584 -0.305],27500,1.0
-9.691109,6681.471022605896,100,1.4781952e-07,1.7713965,3646734,-3.3558707,276,156.11,3.1695411,,3.9500985,0.35937214,1.0,-9.691109,1.0,1.0,-98.48619478894398,[-0.944 -0.755 -0.312 -0.584 -0.305],27600,1.0
-9.601911,6706.977992773056,100,3.5047532e-07,1.9168187,3661243,-6.711688,277,145.09,3.7113066,,4.3405867,0.4489013,1.0,-9.601911,1.0,1.0,-95.99383944473082,[-0.944 -0.755 -0.312 -0.584 -0.305],27700,1.0
-8.965069,6732.451110124588,100,-7.1048737e-07,1.6637197,3674946,-2.9230871,278,137.03,2.7959225,,3.7849686,1.08557,1.0,-8.965069,1.0,1.0,-100.41041662096562,[-0.944 -0.755 -0.312 -0.584 -0.305],27800,1.0
-9.058269,6757.507105588913,100,-6.3419344e-07,1.6801637,3689731,-3.3613238,279,147.85,2.851465,,3.784945,0.9922219,1.0,-9.058269,1.0,1.0,-100.73913765110949,[-0.944 -0.755 -0.312 -0.584 -0.305],27900,1.0
-8.708574,6781.232606887817,100,-4.1484833e-07,1.7591783,3703249,-3.1706805,280,135.18,3.1259675,,4.263811,1.3419718,1.0,-8.708574,1.0,1.0,-101.07177223651452,[-0.944 -0.755 -0.312 -0.584 -0.305],28000,1.0
-9.600474,6807.835864067078,100,-2.3841858e-07,1.7075585,3717746,-3.1156578,281,144.97,2.945208,,3.519351,0.4499913,1.0,-9.600474,1.0,1.0,-96.0124507505093,[-0.944 -0.755 -0.312 -0.584 -0.305],28100,1.0
-9.742332,6833.774981498718,100,-1.502037e-07,1.6502191,3733307,-3.7726521,282,155.61,2.7507303,,3.427003,0.30825207,1.0,-9.742332,1.0,1.0,-95.95990467714184,[-0.944 -0.755 -0.312 -0.584 -0.305],28200,1.0
-9.875822,6862.321738004684,100,1.0967255e-07,1.5099864,3749291,-3.2601767,283,159.84,2.3030899,,3.963539,0.17486593,1.0,-9.875822,1.0,1.0,-99.31611265313845,[-0.944 -0.755 -0.312 -0.584 -0.305],28300,1.0
-9.286244,6887.6841559410095,100,2.69413e-07,1.8023452,3763828,-3.372127,284,145.37,3.2812605,,4.4415116,0.764272,1.0,-9.286244,1.0,1.0,-102.38086698674363,[-0.944 -0.755 -0.312 -0.584 -0.305],28400,1.0
-9.147514,6913.157606601715,100,-3.862381e-07,1.7945329,3777897,-3.3977847,285,140.69,3.252877,,3.825355,0.90315247,1.0,-9.147514,1.0,1.0,-98.32490347175177,[-0.944 -0.755 -0.312 -0.584 -0.305],28500,1.0
-8.751438,6938.385603904724,100,-7.152557e-09,1.5562704,3791734,-3.4453092,286,138.37,2.4464414,,3.5239892,1.2989681,1.0,-8.751438,1.0,1.0,-100.79834335552005,[-0.944 -0.755 -0.312 -0.584 -0.305],28600,1.0
-10.103746,6967.196444511414,100,-4.9114226e-07,1.5765952,3807679,-3.2590222,287,159.45,2.5107598,,3.189035,-0.05327712,1.0,-10.103746,1.0,1.0,-97.36018507196646,[-0.944 -0.755 -0.312 -0.584 -0.305],28700,1.0
-9.245165,6993.508547306061,100,-2.7179718e-07,1.6269178,3821795,-2.9868436,288,141.16,2.6735978,,3.3894353,0.8053074,1.0,-9.245165,1.0,1.0,-97.81667491802538,[-0.944 -0.755 -0.312 -0.584 -0.305],28800,1.0
-8.686259,7016.875072956085,100,-7.343292e-07,1.439805,3835181,-3.0937567,289,133.86,2.0939782,,4.1414533,1.3643599,1.0,-8.686259,1.0,1.0,-101.02143799733605,[-0.944 -0.755 -0.312 -0.584 -0.305],28900,1.0
-10.098016,7043.108423948288,100,-3.9100647e-07,1.6562178,3851099,-3.311368,290,159.18,2.7707648,,3.9760234,-0.047470268,1.0,-10.098016,1.0,1.0,-97.85926287992527,[-0.944 -0.755 -0.312 -0.584 -0.305],29000,1.0
-9.620427,7068.4413096904755,100,1.5735627e-07,1.6651534,3865517,-2.9897017,291,144.18,2.8007433,,3.9212227,0.43022895,1.0,-9.620427,1.0,1.0,-100.15623320014014,[-0.944 -0.755 -0.312 -0.584 -0.305],29100,1.0
-8.091115,7090.940750360489,100,2.5272368e-07,1.4382521,3878294,-3.331356,292,127.77,2.0894635,,3.1156297,1.9594343,1.0,-8.091115,1.0,1.0,-100.2544616763309,[-0.944 -0.755 -0.312 -0.584 -0.305],29200,1.0
-9.800206,7118.38162779808,100,-4.2915346e-08,1.8821088,3894015,-3.450151,293,157.21,3.5781145,,3.6263537,0.25036994,1.0,-9.800206,1.0,1.0,-101.49773902380255,[-0.944 -0.755 -0.312 -0.584 -0.305],29300,1.0
-9.685495,7146.4245393276215,100,6.198883e-08,1.6941452,3909900,-2.9591064,294,158.85,2.8991191,,3.5794063,0.36498344,1.0,-9.685495,1.0,1.0,-98.28185383552852,[-0.944 -0.755 -0.312 -0.584 -0.305],29400,1.0
-9.214841,7171.925291061401,100,1.14440915e-07,1.6320059,3924598,-3.6701913,295,146.98,2.6903467,,4.0282736,0.83575183,1.0,-9.214841,1.0,1.0,-101.87196172418551,[-0.944 -0.755 -0.312 -0.584 -0.305],29500,1.0
-9.113408,7196.217782735825,100,1.66893e-07,1.6561306,3938412,-4.970949,296,138.14,2.7704732,,4.2148232,0.9372644,1.0,-9.113408,1.0,1.0,-98.87885526569255,[-0.944 -0.755 -0.312 -0.584 -0.305],29600,1.0
-9.34122,7220.404083490372,100,2.861023e-07,1.7654959,3952622,-3.7445574,297,142.1,3.14846,,4.0616617,0.709461,1.0,-9.34122,1.0,1.0,-100.30715611529843,[-0.944 -0.755 -0.312 -0.584 -0.305],29700,1.0
-8.744866,7244.392743587494,100,9.536743e-09,1.8110503,3966352,-3.9051442,298,137.3,3.3130326,,3.9964986,1.3057365,1.0,-8.744866,1.0,1.0,-98.88899270111456,[-0.944 -0.755 -0.312 -0.584 -0.305],29800,1.0
-9.306608,7268.861394405365,100,-2.0980835e-07,1.8457114,3980863,-3.3091536,299,145.11,3.4410608,,4.1699038,0.74398255,1.0,-9.306608,1.0,1.0,-99.15963523594615,[-0.944 -0.755 -0.312 -0.584 -0.305],29900,1.0
-10.219358,7297.29443359375,100,-3.862381e-07,1.4788488,3996490,-2.6977196,300,156.27,2.2090847,,2.7279668,-0.1689623,1.0,-10.219358,1.0,1.0,-99.412712554598,[-0.944 -0.755 -0.312 -0.584 -0.305],30000,1.0
-9.821256,7324.707253932953,100,5.722046e-07,1.7318723,4011828,-3.082089,301,153.38,3.0296779,,3.830809,0.22921333,1.0,-9.821256,1.0,1.0,-99.29509510558759,[-0.944 -0.755 -0.312 -0.584 -0.305],30100,1.0
-8.690502,7347.7551810741425,100,-1.1920929e-07,1.8280191,4025284,-3.641797,302,134.56,3.375408,,4.2052526,1.3599733,1.0,-8.690502,1.0,1.0,-99.10359426375214,[-0.944 -0.755 -0.312 -0.584 -0.305],30200,1.0
-9.152735,7372.087509393692,100,1.0538101e-06,2.2654858,4039352,-14.22908,303,140.68,3.274358,0.58707523,3.6834693,0.95052886,0.12137556,-9.271963,0.999443,5.824993,-99.04087554527176,[-0.944 -0.755 -0.312 -0.584 -0.305],30300,1.6595755
-9.33773,7399.219706773758,100,-4.1246415e-07,1.6204273,4054312,-3.3490434,304,149.6,2.6523073,,4.0153084,0.71271694,1.0,-9.33773,1.0,1.0,-102.88503453319483,[-0.945 -0.76  -0.307 -0.577 -0.306],30400,1.0
-10.229502,7429.411988735199,100,2.503395e-07,1.7981693,4070588,-3.6113782,305,162.76,3.2660735,,3.457882,-0.17911163,1.0,-10.229502,1.0,1.0,-95.00608959852144,[-0.945 -0.76  -0.307 -0.577 -0.306],30500,1.0
-10.142111,7456.708726406097,100,1.66893e-07,1.8453676,4086478,-3.2141533,306,158.9,3.4397793,,4.051972,-0.0916905,1.0,-10.142111,1.0,1.0,-97.08170243585487,[-0.945 -0.76  -0.307 -0.577 -0.306],30600,1.0
-9.483904,7483.891314983368,100,5.483627e-07,1.642222,4101220,-3.4280672,307,147.42,2.7241344,,3.9142199,0.56656533,1.0,-9.483904,1.0,1.0,-100.50095046809558,[-0.945 -0.76  -0.307 -0.577 -0.306],30700,1.0
-10.25772,7511.825934171677,100,2.1457672e-07,1.7246914,4117474,-3.2368407,308,162.54,3.004606,,3.3201065,-0.2071594,1.0,-10.25772,1.0,1.0,-98.43038073651859,[-0.945 -0.76  -0.307 -0.577 -0.306],30800,1.0
-10.247403,7541.476723909378,100,8.34465e-08,1.6479578,4133917,-3.0488415,309,164.43,2.7431965,,4.0452466,-0.19679032,1.0,-10.247403,1.0,1.0,-99.2428763430641,[-0.945 -0.76  -0.307 -0.577 -0.306],30900,1.0
-10.370515,7570.661646127701,100,9.536743e-09,1.6917617,4150625,-3.240138,310,167.08,2.8909674,,4.7214355,-0.3201278,1.0,-10.370515,1.0,1.0,-98.33810640722379,[-0.945 -0.76  -0.307 -0.577 -0.306],31000,1.0
-10.502387,7601.782574415207,100,3.0994414e-07,1.7555566,4167867,-3.3884668,311,172.42,3.11311,,4.173362,-0.4519919,1.0,-10.502387,1.0,1.0,-96.92304550199086,[-0.945 -0.76  -0.307 -0.577 -0.306],31100,1.0
-10.163974,7629.29060959816,100,4.959106e-07,1.5279355,4184681,-3.0250773,312,168.14,4.974427,0.98583704,3.742146,0.054407634,0.005308321,-10.290778,0.9877875,8.052936,-97.59881033165227,[-0.945 -0.76  -0.307 -0.577 -0.306],31200,5.959734
-8.10797,7651.975259780884,100,-7.7724457e-07,1.7153928,4197173,-4.734698,313,124.92,2.9722953,,3.8597212,1.9428838,1.0,-8.10797,1.0,1.0,-102.7953364713611,[-0.945 -0.754 -0.319 -0.587 -0.306],31300,1.0
-8.98467,7676.8520357608795,100,-1.6212464e-07,1.603486,4211104,-2.9778724,314,139.31,2.5971386,,3.561969,1.0658036,1.0,-8.98467,1.0,1.0,-98.63266652503042,[-0.945 -0.754 -0.319 -0.587 -0.306],31400,1.0
-9.137004,7699.761079788208,100,-1.66893e-07,1.6599513,4224534,-2.9998012,315,134.3,2.7832708,,4.064151,0.91347855,1.0,-9.137004,1.0,1.0,-100.64102703291232,[-0.945 -0.754 -0.319 -0.587 -0.306],31500,1.0
-8.582257,7722.574598073959,100,3.5524369e-07,1.5929847,4237791,-3.3078742,316,132.57,2.5632322,,4.0039234,1.4683115,1.0,-8.582257,1.0,1.0,-101.48060240135347,[-0.945 -0.754 -0.319 -0.587 -0.306],31600,1.0
-9.18689,7748.477384805679,100,6.4849854e-07,1.6875353,4252051,-3.5746098,317,142.6,2.87654,,4.3075676,0.8638691,1.0,-9.18689,1.0,1.0,-98.46695470573255,[-0.945 -0.754 -0.319 -0.587 -0.306],31700,1.0
-8.898946,7772.6470448970795,100,-8.5830686e-07,1.6999679,4265768,-3.2582998,318,137.17,2.9190822,,4.264099,1.1516415,1.0,-8.898946,1.0,1.0,-98.06944410193059,[-0.945 -0.754 -0.319 -0.587 -0.306],31800,1.0
-8.753021,7798.239402770996,100,5.6982043e-07,1.8081174,4279453,-3.2179294,319,136.85,3.3023117,,3.9252787,1.2975472,1.0,-8.753021,1.0,1.0,-99.27106901520209,[-0.945 -0.754 -0.319 -0.587 -0.306],31900,1.0
-8.634268,7821.764096260071,100,3.4332277e-07,1.6898978,4292508,-3.835446,320,130.55,2.8846004,,3.7075665,1.41647,1.0,-8.634268,1.0,1.0,-100.70321584086416,[-0.945 -0.754 -0.319 -0.587 -0.306],32000,1.0
-9.100803,7845.152415275574,100,-2.0503998e-07,1.7267966,4306912,-3.402431,321,144.04,3.011946,,4.007075,0.9496703,1.0,-9.100803,1.0,1.0,-99.58779504109698,[-0.945 -0.754 -0.319 -0.587 -0.306],32100,1.0
-8.991419,7870.6379635334015,100,-3.9100647e-07,1.5387386,4321024,-2.6286063,322,141.12,3.7268195,0.9088983,3.2763891,1.2032636,0.041454665,-9.093149,1.1442369,6.886077,-100.98404745505749,[-0.945 -0.754 -0.319 -0.587 -0.306],32200,2.384708
