AvgDiscRet,Bound,VarVanillaIw,AvgRet,BatchSize,eRenyi2,AvgNormIw,VarJ,IterType,VarDiscRet,ESSRenyi,VarRet,MinVanillaIw,VarNormIw,MaxVanillaIw,MaxNormIw,MinNormIw,AvgVanillaIw,ESSClassic,VanillaAvgRet,J,EpsThisIter,Delta,AvgEpLen
4667.1175689,4433.12,,4667.1175689,500,1.0,0.01,7.10578,2,51.0022223406,500.0,51.0022223406,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.1175689,4667.12,100,0.8,500.0
4665.18019693,4500.69,,4665.18019693,500,1.0,0.005,7.92519,2,73.9884624579,500.0,73.9884624579,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4665.18019693,4666.15,100,0.8,500.0
4665.58231293,4530.86,,4665.58231293,500,1.0,0.00333333,7.80607,2,57.5489368334,500.0,57.5489368334,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4665.58231293,4665.96,100,0.8,500.0
4665.28619739,4548.79,,4665.28619739,500,1.0,0.0025,7.86378,2,64.8600357236,500.0,64.8600357236,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4665.28619739,4665.79,100,0.8,500.0
4666.21330836,4561.27,0.000825112,4666.21330836,500,1.00084,0.002,7.50191,1,39.2655421898,499.580080611,39.2655421898,0.906959,3.29781e-09,1.07296,0.00214506,0.00181319,1.0004,499.588923163,4666.21330836,4665.96,100,0.8,500.0
4665.89354788,4432.12,,4665.89354788,500,1.0,0.01,7.70628,2,59.9866484376,500.0,59.9866484376,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4665.89354788,4665.89,100,0.8,500.0
4666.76909147,4500.87,,4666.76909147,500,1.0,0.005,7.25617,2,45.9935582148,500.0,45.9935582148,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4666.76909147,4666.33,100,0.8,500.0
4667.0679027,4531.48,,4667.0679027,500,1.0,0.00333333,7.29229,2,54.4109163855,500.0,54.4109163855,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.0679027,4666.58,100,0.8,500.0
4666.88413096,4549.65,,4666.88413096,500,1.0,0.0025,6.98806,2,36.0892476321,500.0,36.0892476321,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4666.88413096,4666.65,100,0.8,500.0
4666.12001597,4561.94,0.000756008,4666.12001597,500,1.00079,0.002,7.01236,1,61.6632500712,499.603764552,61.6632500712,0.863552,3.01665e-09,1.05787,0.00211316,0.00172499,1.00122,499.623866303,4666.12001597,4666.63,100,0.8,500.0
4667.29110294,4433.47,,4667.29110294,500,1.0,0.01,5.68718,2,32.6708690868,500.0,32.6708690868,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.29110294,4667.29,100,0.8,500.0
4666.55925376,4501.53,,4666.55925376,500,1.0,0.005,6.76483,2,59.508666158,500.0,59.508666158,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4666.55925376,4666.92,100,0.8,500.0
4665.73731678,4531.45,,4665.73731678,500,1.0,0.00333333,7.07065,2,58.0966103534,500.0,58.0966103534,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4665.73731678,4666.53,100,0.8,500.0
4666.78890312,4549.61,,4666.78890312,500,1.0,0.0025,6.85291,2,38.1986694554,500.0,38.1986694554,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4666.78890312,4666.59,100,0.8,500.0
4656.28497429,4560.56,0.00813148,4656.28497429,500,1.00767,0.002,21.9169,1,9440.7969454,496.191879132,9440.7969454,0.479881,3.26882e-08,1.16732,0.00234045,0.000962155,0.997514,495.955216433,4656.28497429,4665.6,100,0.8,499.01
4666.58604527,4432.65,,4666.58604527,500,1.0,0.01,6.48367,2,42.4627675357,500.0,42.4627675357,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4666.58604527,4666.59,100,0.8,500.0
4664.59343357,4500.17,,4664.59343357,500,1.0,0.005,7.69484,2,75.1493341266,500.0,75.1493341266,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4664.59343357,4665.59,100,0.8,500.0
4666.81725089,4530.92,,4666.81725089,500,1.0,0.00333333,7.51772,2,50.6285845511,500.0,50.6285845511,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4666.81725089,4666.0,100,0.8,500.0
4664.90122265,4548.73,,4664.90122265,500,1.0,0.0025,7.77922,2,72.3359908388,500.0,72.3359908388,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4664.90122265,4665.72,100,0.8,500.0
4664.93579258,4560.96,0.00076506,4664.93579258,500,1.0007,0.002,7.66199,1,58.0022766149,499.648103595,58.0022766149,0.850253,3.06355e-09,1.10071,0.00220261,0.00170143,0.99946,499.617808114,4664.93579258,4665.64,100,0.8,500.0
4666.59861429,4432.72,,4666.59861429,500,1.0,0.01,7.71416,2,60.1097165634,500.0,60.1097165634,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4666.59861429,4666.6,100,0.8,500.0
4665.65535503,4500.67,,4665.65535503,500,1.0,0.005,7.15832,2,42.9594946337,500.0,42.9594946337,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4665.65535503,4666.13,100,0.8,500.0
4664.98042589,4530.65,,4664.98042589,500,1.0,0.00333333,7.676,2,74.1451333778,500.0,74.1451333778,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4664.98042589,4665.74,100,0.8,500.0
4666.2621411,4548.88,,4666.2621411,500,1.0,0.0025,7.71185,2,61.5421966777,500.0,61.5421966777,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4666.2621411,4665.87,100,0.8,500.0
4666.11229924,4561.34,0.00131868,4666.11229924,500,1.00125,0.002,7.55715,1,60.059581407,499.374933624,60.059581407,0.851094,5.24296e-09,1.11826,0.00222977,0.00169706,1.00302,499.346643595,4666.11229924,4666.05,100,0.8,500.0
4666.19341421,4432.21,,4666.19341421,500,1.0,0.01,6.99709,2,49.4539503918,500.0,49.4539503918,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4666.19341421,4666.19,100,0.8,500.0
4666.14209583,4500.72,,4666.14209583,500,1.0,0.005,6.90212,2,46.7859812881,500.0,46.7859812881,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4666.14209583,4666.17,100,0.8,500.0
4665.21900302,4530.76,,4665.21900302,500,1.0,0.00333333,7.62975,2,79.556192639,500.0,79.556192639,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4665.21900302,4665.85,100,0.8,500.0
4665.44730564,4548.76,,4665.44730564,500,1.0,0.0025,7.64838,2,59.8274795672,500.0,59.8274795672,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4665.44730564,4665.75,100,0.8,500.0
4666.41327082,4561.28,0.000657969,4666.41327082,500,1.00061,0.002,7.59062,1,59.2012375923,499.694534114,59.2012375923,0.925617,2.62569e-09,1.05981,0.00211712,0.00184906,1.00118,499.672756918,4666.41327082,4665.95,100,0.8,500.0
4666.77984504,4432.83,,4666.77984504,500,1.0,0.01,7.27401,2,53.4455754362,500.0,53.4455754362,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4666.77984504,4666.78,100,0.8,500.0
4665.16414769,4500.54,,4665.16414769,500,1.0,0.005,7.52171,2,59.531174232,500.0,59.531174232,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4665.16414769,4665.97,100,0.8,500.0
4665.40809191,4530.71,,4665.40809191,500,1.0,0.00333333,8.04578,2,81.6561010377,500.0,81.6561010377,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4665.40809191,4665.78,100,0.8,500.0
4667.64223394,4549.27,,4667.64223394,500,1.0,0.0025,7.77408,2,45.4053119969,500.0,45.4053119969,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.64223394,4666.25,100,0.8,500.0
4667.56742328,4561.92,0.00103034,4667.56742328,500,1.00101,0.002,7.26476,1,28.5823170014,499.495360472,28.5823170014,0.856544,4.11792e-09,1.0968,0.00219269,0.00171237,1.00042,499.48678839,4667.56742328,4666.61,100,0.8,500.0
4665.796174,4431.85,,4665.796174,500,1.0,0.01,7.71074,2,60.0561977507,500.0,60.0561977507,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4665.796174,4665.8,100,0.8,500.0
4666.99057394,4500.94,,4666.99057394,500,1.0,0.005,7.01696,2,38.6933666497,500.0,38.6933666497,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4666.99057394,4666.39,100,0.8,500.0
4666.53299908,4531.35,,4666.53299908,500,1.0,0.00333333,7.16182,2,55.9458330581,500.0,55.9458330581,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4666.53299908,4666.44,100,0.8,500.0
4667.25557533,4549.65,,4667.25557533,500,1.0,0.0025,6.86697,2,34.5929039709,500.0,34.5929039709,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.25557533,4666.64,100,0.8,500.0
4666.68210584,4562.05,0.000714615,4666.68210584,500,1.00067,0.002,6.72891,1,41.5641551138,499.665722366,41.5641551138,0.895341,2.86426e-09,1.10186,0.00220595,0.0017925,0.998988,499.643080249,4666.68210584,4666.72,100,0.8,500.0
4666.26312228,4432.39,,4666.26312228,500,1.0,0.01,8.04854,2,65.4330747863,500.0,65.4330747863,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4666.26312228,4666.26,100,0.8,500.0
4666.36264879,4500.89,,4666.36264879,500,1.0,0.005,8.12565,2,67.9480330107,500.0,67.9480330107,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4666.36264879,4666.31,100,0.8,500.0
4665.08023843,4530.83,,4665.08023843,500,1.0,0.00333333,8.53378,2,86.2734535528,500.0,86.2734535528,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4665.08023843,4665.9,100,0.8,500.0
4667.77212983,4549.37,,4667.77212983,500,1.0,0.0025,8.09672,2,41.5439898944,500.0,41.5439898944,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.77212983,4666.37,100,0.8,500.0
4667.63056438,4562.01,0.000540956,4667.63056438,500,1.00054,0.002,7.72689,1,41.664764538,499.729303127,41.664764538,0.921225,2.16039e-09,1.06356,0.00212544,0.00184099,1.00079,499.730958391,4667.63056438,4666.69,100,0.8,500.0
4667.33822705,4433.38,,4667.33822705,500,1.0,0.01,5.69081,2,32.7122474812,500.0,32.7122474812,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.33822705,4667.34,100,0.8,500.0
4667.95650789,4502.21,,4667.95650789,500,1.0,0.005,5.72381,2,33.2801813231,500.0,33.2801813231,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4667.95650789,4667.65,100,0.8,500.0
4667.70940993,4532.59,,4667.70940993,500,1.0,0.00333333,6.00954,2,43.2497179642,500.0,43.2497179642,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.70940993,4667.67,100,0.8,500.0
4666.77788124,4550.46,,4666.77788124,500,1.0,0.0025,6.40255,2,55.5884244413,500.0,55.5884244413,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4666.77788124,4667.45,100,0.8,500.0
4666.67097324,4562.69,0.000417972,4666.67097324,500,1.00042,0.002,6.47327,1,47.8571334228,499.789743661,47.8571334228,0.917234,1.66891e-09,1.04682,0.00209178,0.00183284,1.00089,499.791728187,4666.67097324,4667.35,100,0.8,500.0
4665.564812,4431.66,,4665.564812,500,1.0,0.01,7.44359,2,55.9665744962,500.0,55.9665744962,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4665.564812,4665.56,100,0.8,500.0
4666.47708343,4500.62,,4666.47708343,500,1.0,0.005,7.57376,2,59.4952922257,500.0,59.4952922257,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4666.47708343,4666.02,100,0.8,500.0
4666.76335994,4531.19,,4666.76335994,500,1.0,0.00333333,7.22721,2,42.0266573555,500.0,42.0266573555,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4666.76335994,4666.27,100,0.8,500.0
4665.59900247,4549.11,,4665.59900247,500,1.0,0.0025,7.25657,2,54.1394403441,500.0,54.1394403441,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4665.59900247,4666.1,100,0.8,500.0
4666.68590387,4561.63,0.00125323,4666.68590387,500,1.00105,0.002,6.99683,1,43.2515881221,499.473649614,43.2515881221,0.836418,5.01119e-09,1.08502,0.00216966,0.00167255,1.00017,499.375575433,4666.68590387,4666.33,100,0.8,500.0
4667.18130514,4433.43,,4667.18130514,500,1.0,0.01,5.96131,2,35.8962103196,500.0,35.8962103196,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.18130514,4667.18,100,0.8,500.0
4664.91605178,4500.69,,4664.91605178,500,1.0,0.005,7.76193,2,83.2247495879,500.0,83.2247495879,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4664.91605178,4666.05,100,0.8,500.0
4667.77671861,4531.56,,4667.77671861,500,1.0,0.00333333,7.1084,2,29.3958595795,500.0,29.3958595795,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.77671861,4666.62,100,0.8,500.0
4667.1031655,4549.77,,4667.1031655,500,1.0,0.0025,7.08762,2,49.6746583927,500.0,49.6746583927,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.1031655,4666.74,100,0.8,500.0
4665.89003335,4561.97,0.000704014,4665.89003335,500,1.00071,0.002,7.17484,1,63.7406081653,499.645246614,63.7406081653,0.87641,2.80614e-09,1.05785,0.00211197,0.00174973,1.00177,499.650147957,4665.89003335,4666.65,100,0.8,500.0
4666.79904256,4433.01,,4666.79904256,500,1.0,0.01,6.22771,2,39.1759244024,500.0,39.1759244024,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4666.79904256,4666.8,100,0.8,500.0
4667.3698,4501.7,,4667.3698,500,1.0,0.005,6.57176,2,47.9080314927,500.0,47.9080314927,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4667.3698,4667.08,100,0.8,500.0
4665.95814491,4531.62,,4665.95814491,500,1.0,0.00333333,7.76157,2,94.4489206666,500.0,94.4489206666,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4665.95814491,4666.71,100,0.8,500.0
4666.83423833,4549.75,,4666.83423833,500,1.0,0.0025,7.57788,2,49.4538390365,500.0,49.4538390365,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4666.83423833,4666.74,100,0.8,500.0
4667.50046403,4562.32,0.00126613,4667.50046403,500,1.00096,0.002,7.12703,1,40.7582791012,499.522546318,40.7582791012,0.716051,5.08626e-09,1.08004,0.00216472,0.00143517,0.99786,499.366571832,4667.50046403,4667.0,100,0.8,500.0
4665.80747539,4431.88,,4665.80747539,500,1.0,0.01,7.08748,2,50.7394539351,500.0,50.7394539351,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4665.80747539,4665.81,100,0.8,500.0
4665.89997703,4500.44,,4665.89997703,500,1.0,0.005,8.04956,2,80.155578636,500.0,80.155578636,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4665.89997703,4665.85,100,0.8,500.0
4666.41709882,4530.95,,4666.41709882,500,1.0,0.00333333,7.60493,2,44.1439649648,500.0,44.1439649648,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4666.41709882,4666.04,100,0.8,500.0
4666.77783825,4549.23,,4666.77783825,500,1.0,0.0025,7.45868,2,49.1071554847,500.0,49.1071554847,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4666.77783825,4666.23,100,0.8,500.0
4665.97452236,4561.57,0.000881818,4665.97452236,500,1.0008,0.002,7.32146,1,54.3656482959,499.598884763,54.3656482959,0.89793,3.52873e-09,1.11888,0.00223822,0.00179623,0.999793,499.560551604,4665.97452236,4666.25,100,0.8,500.0
4667.49719571,4433.51,,4667.49719571,500,1.0,0.01,7.93616,2,63.6188641466,500.0,63.6188641466,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.49719571,4667.5,100,0.8,500.0
4665.80896028,4501.2,,4665.80896028,500,1.0,0.005,7.79271,2,57.6209671523,500.0,57.6209671523,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4665.80896028,4666.65,100,0.8,500.0
4667.19048109,4531.74,,4667.19048109,500,1.0,0.00333333,7.6241,2,53.2684342574,500.0,53.2684342574,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.19048109,4666.83,100,0.8,500.0
4667.38397485,4549.97,,4667.38397485,500,1.0,0.0025,7.43742,2,47.1228611592,500.0,47.1228611592,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.38397485,4666.97,100,0.8,500.0
4666.3981549,4562.24,0.000680926,4666.3981549,500,1.00062,0.002,7.21129,1,41.8841322566,499.690128797,41.8841322566,0.895975,2.72318e-09,1.05388,0.00210756,0.00179178,1.0001,499.660964119,4666.3981549,4666.92,100,0.8,500.0
4666.66743307,4432.67,,4666.66743307,500,1.0,0.01,7.50002,2,56.8187803612,500.0,56.8187803612,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4666.66743307,4666.67,100,0.8,500.0
4667.11901093,4501.43,,4667.11901093,500,1.0,0.005,7.35439,2,52.3454872075,500.0,52.3454872075,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4667.11901093,4666.89,100,0.8,500.0
4666.58694345,4531.7,,4666.58694345,500,1.0,0.00333333,6.95984,2,37.4556687181,500.0,37.4556687181,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4666.58694345,4666.79,100,0.8,500.0
4666.72132636,4549.78,,4666.72132636,500,1.0,0.0025,7.09355,2,56.5167770853,500.0,56.5167770853,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4666.72132636,4666.77,100,0.8,500.0
4668.40905696,4562.49,0.000603137,4668.40905696,500,1.00054,0.002,6.7147,1,28.2711591773,499.731922906,28.2711591773,0.863344,2.41349e-09,1.05247,0.00210536,0.00172703,0.999804,499.69908462,4668.40905696,4667.16,100,0.8,500.0
4666.72939529,4432.77,,4666.72939529,500,1.0,0.01,6.82046,2,46.9883599108,500.0,46.9883599108,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4666.72939529,4666.73,100,0.8,500.0
4666.00130269,4500.93,,4666.00130269,500,1.0,0.005,7.54563,2,67.7669550873,500.0,67.7669550873,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4666.00130269,4666.37,100,0.8,500.0
4666.55912384,4531.35,,4666.55912384,500,1.0,0.00333333,7.32599,2,47.5887007681,500.0,47.5887007681,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4666.55912384,4666.43,100,0.8,500.0
4666.55122207,4549.48,,4666.55122207,500,1.0,0.0025,7.26497,2,50.6037046127,500.0,50.6037046127,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4666.55122207,4666.46,100,0.8,500.0
4666.92057298,4561.96,0.000750476,4666.92057298,500,1.00079,0.002,7.25684,1,59.2072139139,499.606204483,59.2072139139,0.855004,2.99287e-09,1.05189,0.00210061,0.00170743,1.00151,499.626976992,4666.92057298,4666.63,100,0.8,500.0
4666.37690013,4432.46,,4666.37690013,500,1.0,0.01,7.00279,2,49.534242993,500.0,49.534242993,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4666.37690013,4666.38,100,0.8,500.0
4666.63829537,4501.06,,4666.63829537,500,1.0,0.005,6.74793,2,42.4201935857,500.0,42.4201935857,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4666.63829537,4666.51,100,0.8,500.0
4666.94661081,4531.57,,4666.94661081,500,1.0,0.00333333,6.65544,2,42.1081006132,500.0,42.1081006132,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4666.94661081,4666.65,100,0.8,500.0
4667.75228508,4549.94,,4667.75228508,500,1.0,0.0025,6.81172,2,52.3319873556,500.0,52.3319873556,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.75228508,4666.93,100,0.8,500.0
4666.92977078,4562.32,0.00057356,4666.92977078,500,1.00048,0.002,6.95618,1,59.8470575136,499.758836773,59.8470575136,0.90676,2.29331e-09,1.04983,0.00209924,0.00181315,1.0002,499.713924083,4666.92977078,4666.99,100,0.8,500.0
4666.57956222,4432.6,,4666.57956222,500,1.0,0.01,6.59058,2,43.8747430066,500.0,43.8747430066,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4666.57956222,4666.58,100,0.8,500.0
4666.89659367,4501.29,,4666.89659367,500,1.0,0.005,7.73891,2,77.0659950245,500.0,77.0659950245,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4666.89659367,4666.74,100,0.8,500.0
4668.27469034,4532.16,,4668.27469034,500,1.0,0.00333333,7.15127,2,32.3905302261,500.0,32.3905302261,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4668.27469034,4667.25,100,0.8,500.0
4665.82683751,4549.91,,4665.82683751,500,1.0,0.0025,7.37511,2,63.259935912,500.0,63.259935912,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4665.82683751,4666.89,100,0.8,500.0
4666.26917153,4562.16,0.000607282,4666.26917153,500,1.00067,0.002,7.49423,1,67.2634945823,499.66727002,67.2634945823,0.910156,2.43093e-09,1.05855,0.00211788,0.00182099,0.99963,499.696984486,4666.26917153,4666.83,100,0.8,500.0
4667.64865818,4433.89,,4667.64865818,500,1.0,0.01,7.37385,2,54.9227447757,500.0,54.9227447757,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.64865818,4667.65,100,0.8,500.0
4666.4642208,4501.6,,4666.4642208,500,1.0,0.005,7.5937,2,60.8624366215,500.0,60.8624366215,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4666.4642208,4667.06,100,0.8,500.0
4666.8740274,4531.9,,4666.8740274,500,1.0,0.00333333,7.08333,2,35.5250620841,500.0,35.5250620841,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4666.8740274,4667.0,100,0.8,500.0
4667.82986359,4550.21,,4667.82986359,500,1.0,0.0025,6.94217,2,42.1536385034,500.0,42.1536385034,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.82986359,4667.2,100,0.8,500.0
4667.07882493,4562.57,0.000432695,4667.07882493,500,1.00046,0.002,6.85244,1,49.7174108888,499.769853241,49.7174108888,0.912284,1.72758e-09,1.0456,0.00208927,0.00182288,1.00092,499.784544382,4667.07882493,4667.24,100,0.8,500.0
4667.24498592,4433.29,,4667.24498592,500,1.0,0.01,6.3546,2,40.788574337,500.0,40.788574337,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.24498592,4667.25,100,0.8,500.0
4666.85315064,4501.62,,4666.85315064,500,1.0,0.005,6.90735,2,55.5205685347,500.0,55.5205685347,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4666.85315064,4667.05,100,0.8,500.0
4667.25462133,4532.02,,4667.25462133,500,1.0,0.00333333,7.2708,2,63.7801921205,500.0,63.7801921205,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.25462133,4667.12,100,0.8,500.0
4666.62026833,4550.0,,4666.62026833,500,1.0,0.0025,7.40193,2,60.9853559461,500.0,60.9853559461,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4666.62026833,4666.99,100,0.8,500.0
4666.75400585,4562.33,0.000764824,4666.75400585,500,1.00076,0.002,7.33827,1,58.4658859861,499.621142139,58.4658859861,0.876933,3.06304e-09,1.05158,0.00210444,0.00175494,0.999388,499.618153703,4666.75400585,4667.02,100,0.8,500.0
4666.90394406,4432.93,,4666.90394406,500,1.0,0.01,7.74498,2,60.5912356368,500.0,60.5912356368,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4666.90394406,4666.9,100,0.8,500.0
4665.7221032,4500.87,,4665.7221032,500,1.0,0.005,7.55735,2,54.0848055548,500.0,54.0848055548,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4665.7221032,4666.31,100,0.8,500.0
4667.54470662,4531.64,,4667.54470662,500,1.0,0.00333333,7.27278,2,43.8804753418,500.0,43.8804753418,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.54470662,4666.72,100,0.8,500.0
4667.23951693,4549.87,,4667.23951693,500,1.0,0.0025,7.0298,2,39.184130512,500.0,39.184130512,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.23951693,4666.85,100,0.8,500.0
4667.04166839,4562.3,0.000720759,4667.04166839,500,1.00065,0.002,6.86844,1,43.0379326697,499.673044045,43.0379326697,0.853327,2.87422e-09,1.07075,0.00213823,0.00170404,1.00153,499.641612377,4667.04166839,4666.96,100,0.8,500.0
4666.54083993,4432.61,,4666.54083993,500,1.0,0.01,6.88493,2,47.8808975754,500.0,47.8808975754,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4666.54083993,4666.54,100,0.8,500.0
4667.10838629,4501.39,,4667.10838629,500,1.0,0.005,6.96707,2,50.0173263245,500.0,50.0173263245,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4667.10838629,4666.82,100,0.8,500.0
4666.50028048,4531.64,,4666.50028048,500,1.0,0.00333333,7.84648,2,88.4359197968,500.0,88.4359197968,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4666.50028048,4666.72,100,0.8,500.0
4667.34284992,4549.89,,4667.34284992,500,1.0,0.0025,7.54798,2,43.3247908843,500.0,43.3247908843,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.34284992,4666.87,100,0.8,500.0
4667.66721205,4562.44,0.000639417,4667.66721205,500,1.0006,0.002,7.14786,1,34.9976340994,499.701618504,34.9976340994,0.917298,2.56114e-09,1.05247,0.00210636,0.00183584,0.999321,499.680914422,4667.66721205,4667.1,100,0.8,500.0
4667.21113659,4433.23,,4667.21113659,500,1.0,0.01,6.12628,2,37.9103623135,500.0,37.9103623135,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.21113659,4667.21,100,0.8,500.0
4667.64410111,4501.98,,4667.64410111,500,1.0,0.005,6.17045,2,38.913041107,500.0,38.913041107,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4667.64410111,4667.43,100,0.8,500.0
4667.12112362,4532.24,,4667.12112362,500,1.0,0.00333333,6.26034,2,41.7818777153,500.0,41.7818777153,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.12112362,4667.33,100,0.8,500.0
4667.0740989,4550.27,,4667.0740989,500,1.0,0.0025,6.34709,2,43.9587969487,500.0,43.9587969487,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.0740989,4667.26,100,0.8,500.0
4667.89183939,4562.78,0.000574202,4667.89183939,500,1.00057,0.002,6.41485,1,48.7169437042,499.71293013,48.7169437042,0.913904,2.3041e-09,1.05048,0.00210429,0.00183071,0.998417,499.712850577,4667.89183939,4667.45,100,0.8,500.0
