InitialReturnMax,InitialReturnMin,EpThisIter,EpLenMean,InitialReturnStd,ReturnMeanIW,Bound,EmpiricalD2,J_sample_variance,TimestepsSoFar,EpRewMean,Weights,Iteration,InitialBound,EpisodesSoFar,TimeElapsed,InitialReturnMean
5.8578033,-2.2775497,100,51.2,1.9050775,-96.84089,-421.28943,1.0021818,16.811567,2457721,-147.22833078457506,[ 0.471 -0.639  0.181  0.332 -0.009],489,-421.64734,48900,1909.741213798523,-1.2969971e-05
6.8192596,-2.743248,100,54.29,2.180074,-96.58843,-424.14536,1.0013325,12.356708,2463150,-149.7108556995601,[ 0.467 -0.636  0.18   0.334 -0.006],490,-424.3274,49000,1913.889313697815,-2.4414062e-06
6.5923233,-2.3181076,100,46.03,1.9604225,-96.57918,-410.5725,1.0016026,22.600258,2467753,-142.0053540354939,[ 0.464 -0.633  0.179  0.334 -0.003],491,-411.06274,49100,1917.6376087665558,9.918213e-07
6.2280884,-2.1803207,100,52.51,1.9751713,-95.69141,-421.63986,1.0147691,79.32245,2473004,-148.67968541220762,[ 0.468 -0.64   0.18   0.332 -0.003],492,-422.61288,49200,1921.6247375011444,9.155273e-07
6.0169296,-2.178978,100,57.2,1.9555712,-95.89927,-424.81992,1.0052613,37.519753,2478724,-153.2929537383617,[ 0.474 -0.634  0.18   0.33  -0.007],493,-425.87985,49300,1925.5594356060028,-1.4648437e-05
8.935295,-2.5073547,100,53.93,2.1733177,-96.0134,-425.78494,1.0062716,50.825413,2484117,-149.81551945268274,[ 0.479 -0.646  0.182  0.328 -0.005],494,-426.45596,49400,1929.8892755508423,2.2888185e-06
6.011261,-2.5371552,100,53.16,1.8627756,-96.94453,-425.15384,1.0019524,15.946664,2489433,-148.86498120282928,[ 0.482 -0.644  0.182  0.334 -0.005],495,-425.26468,49500,1933.9081552028656,-9.918213e-07
7.3609924,-1.8965607,100,56.04,1.9032353,-96.93451,-426.55075,1.0031518,24.109062,2495037,-152.3925400277578,[ 0.484 -0.641  0.182  0.336 -0.005],496,-427.10605,49600,1937.4519729614258,2.4414062e-06
7.8869476,-2.1980896,100,57.8,2.1921759,-96.65891,-422.62006,1.0026178,21.158365,2500817,-153.80050584464382,[ 0.49  -0.644  0.183  0.335 -0.003],497,-423.12534,49700,1941.5904004573822,5.4931643e-06
6.1304016,-2.227562,100,57.58,1.9570788,-96.11084,-422.59048,1.0054991,37.131763,2506575,-153.45694881384318,[ 4.882e-01 -6.380e-01  1.816e-01  3.356e-01  6.411e-05],498,-423.26108,49800,1945.8352670669556,-5.264282e-06
6.2078705,-2.1051254,100,51.42,1.7702487,-91.9182,-418.8473,1.0618565,234.56773,2511717,-147.6334506070897,[ 0.497 -0.648  0.186  0.336 -0.002],499,-421.84674,49900,1949.8228492736816,-1.6021728e-06
