Iteration,MinIW,ReturnStepMax,MaxIW,MeanIW,EpLenMean,OptimizationReturnMin,Bound,OptimizationReturnMean,InitialReturnMax,InitialReturnMean,VarianceInit,ReturnStepMaxmin,InitialReturnMin,Weights,EpRewMean,StdIWNorm,EpThisIter,MinIWNorm,MeanEntropy,StdIW,ESSRenyi,EpisodesSoFar,OptimizationReturnMax,ReturnMeanIW,MeanIWNorm,InitialReturnStd,TimeElapsed,MaxIWNorm,InitialBound,J_sample_variance,EmpiricalD2,TimestepsSoFar,ESSClassic,LearnableVariance
190,0.35440966,9.359775,2.3623977,1.061436,37.71,,177.24551,101.03089,622.5765,349.39304,-1.0,9.359775,248.36215,[ 0.101  0.271  0.174  0.142 -0.026  0.105  0.822 -0.241  0.     0.  0.   ],349.3930445622897,0.0034981328,100,0.0035440966,0.4189424,0.34981328,89.822464,19000,374.21432,374.31595,0.01061436,76.792244,1204.3527030944824,0.023623977,162.6201,81090.01,1.1133072,614253,90.20275,
191,0.13205571,9.359917,4.5855756,1.0843039,39.85,,153.98291,112.15401,792.3021,369.47177,-1.0,9.359917,257.31775,[ 0.098  0.265  0.169  0.137 -0.028  0.102  0.797 -0.24   0.     0.  0.   ],369.47174728711485,0.007643211,100,0.0013205571,0.4189424,0.76432115,74.1389,19100,534.9844,430.0337,0.010843039,84.41647,1211.8243355751038,0.045855753,131.78114,124732.01,1.3488196,618238,66.8057,
192,0.40782312,9.35984,1.8532373,1.0368799,41.07,,169.3947,131.04686,753.36975,380.58832,-1.0,9.35984,249.54147,[ 0.088  0.256  0.165  0.127 -0.039  0.104  0.788 -0.25   0.     0.  0.   ],380.58833432219836,0.0029087574,100,0.0040782313,0.4189424,0.29087573,91.52686,19200,503.82828,405.63562,0.010368799,105.52101,1219.6077382564545,0.018532373,154.57744,89498.06,1.0925754,622345,92.70446,
193,0.354743,9.359926,2.9727883,1.0319713,40.18,,191.49583,122.451706,628.31067,372.60272,-1.0,9.359926,250.15108,[ 0.086  0.26   0.167  0.121 -0.046  0.111  0.801 -0.252  0.     0.  0.   ],372.6027774993846,0.0029725241,100,0.00354743,0.4189424,0.29725242,94.88108,19300,378.1596,385.00693,0.010319713,84.75742,1227.1099064350128,0.029727882,184.10959,78995.234,1.0539509,626363,92.33877,
194,0.7034813,9.359997,1.5509639,1.0173478,40.69,,195.11197,138.04758,631.42584,377.14505,-1.0,9.359997,239.09747,[ 0.089  0.266  0.169  0.123 -0.046  0.123  0.818 -0.25   0.     0.  0.   ],377.14504901037816,0.0011089765,100,0.007034813,0.4189424,0.11089766,98.680466,19400,392.32837,385.802,0.010173477,85.630905,1235.1110532283783,0.015509638,187.71732,69715.9,1.0133718,630432,98.825714,
195,0.12431115,9.359994,15.126567,1.5098963,41.01,,238.41397,140.86604,829.7342,380.2086,-1.0,9.359994,239.34256,[ 0.07   0.283  0.165  0.121 -0.045  0.124  0.818 -0.251  0.     0.  0.   ],380.20860655150915,0.020950656,100,0.0012431114,0.4189424,2.0950658,43.14057,19500,590.3916,617.39484,0.01509896,88.042656,1243.2936120033264,0.15126567,131.28835,619831.44,2.3180037,634533,34.184383,
196,0.20707789,9.359933,4.7084413,1.0829843,40.33,,220.19344,134.91107,573.0585,373.80612,-1.0,9.359933,238.89507,[ 0.065  0.293  0.169  0.115 -0.051  0.128  0.855 -0.273  0.     0.  0.   ],373.80614300230866,0.00561057,100,0.0020707787,0.4189424,0.5610569,83.12119,19600,334.1634,408.75983,0.010829842,73.416084,1251.9510176181793,0.04708441,201.88863,98703.73,1.2030627,638566,78.83999,
197,1.1206161e-05,9.359868,69068.22,691.5476,41.71,,271146.38,127.625725,712.86993,386.50436,-1.0,9.359868,258.87866,[ 0.064  0.289  0.168  0.116 -0.051  0.111  0.857 -0.276  0.     0.  0.   ],386.50438518810427,68.72115,100,1.12061606e-07,0.4189424,6872.116,0.00044215698,19700,453.99127,372851.6,6.915477,83.84609,1260.2062137126923,690.6822,172.64343,3779958000000.0,226164.02,642737,1.002507,
198,9.053259e-06,9.359924,6645.859,68.57247,43.38,,15561.1,142.83333,772.0149,402.22946,-1.0,9.359924,259.39612,[ 0.091  0.287  0.174  0.091 -0.078  0.089  0.948 -0.353  0.     0.  0.   ],402.22945550848107,6.611432,100,9.0532595e-08,0.4189424,661.14325,0.020575378,19800,512.6188,31707.398,0.68572474,100.44565,1270.0765426158905,66.45859,170.62498,18846042000.0,4860.178,647075,1.0642941,
199,0.82113194,9.35996,1.3550632,1.0120072,42.1,,175.00188,102.87936,724.8574,390.43488,-1.0,9.35996,287.55554,[ 0.092  0.293  0.167  0.099 -0.075  0.077  0.994 -0.44   0.     0.  0.   ],390.4348955882484,0.00096445,100,0.008211319,0.4189424,0.09644501,98.928566,19900,437.30188,393.6335,0.010120072,79.947685,1279.1247472763062,0.013550632,172.97769,91831.9,1.0108304,651285,99.099945,
200,0.71892625,9.359615,1.620688,1.0203284,41.3,,171.29991,106.33281,732.5311,383.0406,-1.0,9.359615,276.70776,[ 0.095  0.292  0.166  0.102 -0.074  0.073  0.994 -0.442  0.     0.  0.   ],383.0405750356788,0.0016315721,100,0.007189262,0.4189424,0.16315721,96.39045,20000,455.82336,395.1361,0.010203284,77.78776,1286.6863088607788,0.01620688,163.28123,89094.03,1.0374472,655415,97.50674,
201,0.3118316,9.359846,3.8619242,1.0690181,42.59,,202.33243,135.3053,699.32684,394.9779,-1.0,9.359846,259.6726,[ 0.094  0.296  0.166  0.099 -0.078  0.081  0.996 -0.436  0.     0.  0.   ],394.97789601547294,0.004939312,100,0.003118316,0.4189424,0.49393117,84.5927,20100,439.65424,430.43753,0.010690182,82.96924,1295.0629243850708,0.038619243,185.17984,101826.27,1.1821351,659674,82.40744,
202,0.462156,9.359869,2.863431,1.0535754,42.39,,160.85446,124.2095,830.5309,392.90347,-1.0,9.359869,268.69397,[ 0.087  0.297  0.167  0.099 -0.077  0.079  0.986 -0.425  0.     0.  0.   ],392.903481367922,0.0036785998,100,0.0046215598,0.4189424,0.36786,91.43697,20200,561.8369,421.4195,0.010535755,98.93608,1303.7050306797028,0.02863431,143.74422,101358.0,1.0936495,663913,89.133835,
203,0.5545344,9.359309,1.5353298,1.0297643,40.72,,155.64491,99.443474,759.3015,377.5273,-1.0,9.359309,278.08383,[ 0.088  0.305  0.168  0.094 -0.082  0.09   0.996 -0.424  0.     0.  0.   ],377.52730689251155,0.0020700695,100,0.0055453437,0.4189424,0.20700696,95.9967,20300,481.21768,388.13657,0.010297643,79.07483,1311.8861248493195,0.015353298,149.73688,89819.86,1.0417025,667985,96.11591,
204,0.35254768,9.359785,5.3268332,1.0621133,42.08,,179.28322,130.47882,755.3462,390.09366,-1.0,9.359785,259.61487,[ 0.089  0.302  0.167  0.092 -0.091  0.09   0.997 -0.426  0.     0.  0.   ],390.09367925373846,0.005449293,100,0.0035254767,0.4189424,0.5449293,88.01418,20400,495.73132,420.82428,0.010621131,89.04728,1320.3986463546753,0.053268332,163.48984,107089.586,1.1361805,672193,79.162025,
205,4.3925887e-05,9.359991,1742.9985,18.141739,42.5,,9116.794,106.50768,779.90173,394.06534,-1.0,9.359991,287.55768,[ 0.095  0.308  0.17   0.096 -0.08   0.101  1.004 -0.421  0.     0.  0.   ],394.06535912741407,1.733654,100,4.3925886e-07,0.4189424,173.3654,0.28178325,20500,492.34406,13524.408,0.18141738,88.41836,1329.2032144069672,17.429985,160.09486,6813566000.0,354.8827,676443,1.083186,
206,0.022110805,9.359756,276.19803,3.6759405,39.94,,1332.6382,102.39294,571.3762,370.30975,-1.0,9.359756,267.9168,[ 0.065  0.329  0.174  0.068 -0.111  0.111  1.073 -0.471  0.     0.  0.   ],370.3097522635768,0.27397224,100,0.00022110804,0.4189424,27.397223,8.86091,20600,303.4594,1908.4813,0.0367594,66.2388,1337.6478278636932,2.7619803,198.8969,71094180.0,11.2855215,680437,1.7683783,
207,0.47639892,9.359763,9.851683,1.0767443,42.09,,188.4284,142.15149,850.9928,390.17508,-1.0,9.359763,248.0236,[ 0.094  0.333  0.181  0.055 -0.123  0.145  1.113 -0.472  0.     0.  0.   ],390.17508398821815,0.009116799,100,0.0047639892,0.4189424,0.91168004,86.21583,20700,602.9692,463.37836,0.010767441,92.46525,1346.3995258808136,0.09851682,134.87726,417277.75,1.1598798,684646,58.244457,
208,0.00090943417,9.35992,1907.6138,20.126019,41.59,,4407.3447,126.37878,729.72485,385.6044,-1.0,9.35992,259.22565,[ 0.053  0.342  0.177  0.051 -0.124  0.152  1.105 -0.48   0.     0.  0.   ],385.6044335777868,1.897344,100,9.094341e-06,0.4189424,189.73439,0.60490185,20800,470.4992,7222.0825,0.20126016,91.563126,1354.304405450821,19.076138,166.68695,391288400.0,165.31607,688805,1.1126646,
209,0.60375595,9.359945,1.4471126,1.0160172,40.12,,182.79521,102.94535,642.18677,371.8013,-1.0,9.359945,268.85596,[ 0.079  0.334  0.19   0.04  -0.13   0.119  1.129 -0.435  0.     0.  0.   ],371.80130859533654,0.0016693954,100,0.0060375594,0.4189424,0.16693953,97.504,20900,373.3308,377.90155,0.010160172,68.46747,1363.3165740966797,0.014471125,179.14528,80971.05,1.025599,692817,97.371254,
210,0.68707585,9.359501,1.4353038,1.0141535,39.71,,163.17856,108.4009,695.8602,367.93988,-1.0,9.359501,259.539,[ 0.077  0.328  0.188  0.041 -0.125  0.116  1.12  -0.434  0.     0.  0.   ],367.9399046112083,0.0013807015,100,0.0068707583,0.4189424,0.13807015,97.72573,21000,436.32123,374.35175,0.010141535,77.46689,1370.700228691101,0.014353038,159.18182,77574.49,1.0232719,696788,98.18022,
211,0.004068545,9.359845,695.41974,8.600887,40.75,,2238.9907,109.27545,797.78424,377.68274,-1.0,9.359845,268.40732,[ 0.073  0.328  0.187  0.042 -0.123  0.113  1.122 -0.436  0.     0.  0.   ],377.6827689488902,0.6917774,100,4.068545e-05,0.4189424,69.17775,2.1462615,21100,529.37695,3872.6648,0.08600886,81.4493,1378.2164933681488,6.9541974,138.34749,204819380.0,46.592648,700863,1.5222702,
212,0.083798125,9.35974,34.04149,1.3455608,41.07,,230.91238,102.97395,863.5537,380.69354,-1.0,9.35974,277.7196,[ 0.081  0.339  0.186  0.071 -0.094  0.143  1.123 -0.447  0.     0.  0.   ],380.693552736484,0.033649508,100,0.00083798124,0.4189424,3.3649502,46.59683,21200,585.8341,610.4304,0.013455607,89.26128,1387.3464529514313,0.34041488,121.62747,2119273.8,2.1460688,704970,13.785692,
213,0.56085396,9.359792,1.6251557,1.0282352,40.12,,179.03688,104.35369,668.5698,371.96747,-1.0,9.359792,267.61377,[ 0.094  0.336  0.186  0.065 -0.103  0.123  1.134 -0.466  0.     0.  0.   ],371.9674632984856,0.0023032033,100,0.0056085396,0.4189424,0.23032032,95.04264,21300,400.95605,384.77216,0.010282352,74.79957,1396.3313245773315,0.016251557,171.3965,84375.54,1.0521593,708982,95.2223,
214,0.54062706,9.359858,2.3868792,1.0765749,39.89,,193.03253,119.51321,648.7189,369.6808,-1.0,9.359858,250.16757,[ 0.088  0.337  0.189  0.067 -0.098  0.125  1.146 -0.464  0.     0.  0.   ],369.680779609884,0.0035385548,100,0.0054062707,0.4189424,0.35385546,91.8448,21400,398.5513,396.10474,0.010765749,70.43329,1404.4479434490204,0.023868792,175.06511,81085.75,1.0887933,712971,90.24988,
215,0.38267717,9.359948,3.7077577,1.0568578,40.68,,183.5065,117.87782,701.70636,377.30637,-1.0,9.359948,259.42853,[ 0.089  0.347  0.194  0.069 -0.098  0.136  1.171 -0.455  0.     0.  0.   ],377.30635018462505,0.004804409,100,0.0038267716,0.4189424,0.48044094,86.686005,21500,442.27783,409.60733,0.010568578,76.63066,1412.3088569641113,0.037077576,166.7944,111630.91,1.1535888,717039,82.87369,
216,0.15543756,9.35927,6.843026,1.1361957,40.72,,178.7067,136.84045,763.0515,377.6575,-1.0,9.35927,240.81702,[ 0.095  0.348  0.194  0.062 -0.108  0.142  1.169 -0.452  0.     0.  0.   ],377.6574772352389,0.007919365,100,0.0015543755,0.4189424,0.7919365,75.67815,21600,522.2345,441.8485,0.0113619575,80.13658,1419.933176279068,0.06843026,148.74203,174920.81,1.3213854,721111,67.30295,
217,0.17500435,9.359975,12.228426,1.2051823,40.25,,204.83794,86.87433,651.97363,373.0213,-1.0,9.359975,286.14697,[ 0.083  0.359  0.197  0.061 -0.109  0.134  1.187 -0.457  0.     0.  0.   ],373.02129423749,0.014510954,100,0.0017500435,0.4189424,1.4510953,64.835526,21700,365.82666,447.7476,0.012051822,63.068542,1428.2193672657013,0.122284256,177.4292,135095.2,1.5423644,725136,40.82086,
218,0.30300266,9.359992,4.824915,1.1054916,40.7,,228.31705,109.33654,576.5393,377.44925,-1.0,9.359992,268.11273,[ 0.088  0.351  0.195  0.072 -0.099  0.119  1.163 -0.448  0.     0.  0.   ],377.4492736934851,0.0061265747,100,0.0030300266,0.4189424,0.6126575,80.591095,21800,308.42657,420.98373,0.011054917,63.854935,1436.1051754951477,0.048249148,204.48747,100709.836,1.2408319,729206,76.50338,
219,0.6239277,9.359437,1.7691842,1.0389059,41.5,,133.81323,125.17038,863.7311,384.71622,-1.0,9.359437,259.54584,[ 0.093  0.355  0.196  0.069 -0.093  0.137  1.174 -0.45   0.     0.  0.   ],384.7162242392931,0.0023540445,100,0.006239277,0.4189424,0.23540446,95.27594,21900,604.18524,399.27878,0.010389059,95.56659,1444.0377900600433,0.017691841,125.596924,84663.87,1.049583,733356,95.11649,
220,0.034421667,9.359806,30.157103,1.7141536,41.14,,304.61493,121.89002,584.4988,381.48035,-1.0,9.359806,259.59036,[ 0.102  0.353  0.196  0.062 -0.098  0.134  1.171 -0.451  0.     0.  0.   ],381.4803770383012,0.042275168,100,0.00034421668,0.4189424,4.2275167,22.824457,22000,324.90842,671.6475,0.017141534,74.622635,1451.678748846054,0.301571,206.13075,585674.56,4.381265,737470,14.119611,
221,0.15114608,9.359877,22.8694,1.2243279,41.42,,259.19266,115.186356,680.35474,384.15234,-1.0,9.359877,268.966,[ 0.12   0.334  0.186  0.066 -0.093  0.136  1.107 -0.449  0.     0.  0.   ],384.1523673366666,0.022478445,100,0.0015114608,0.4189424,2.2478447,59.5909,22100,411.38873,523.5958,0.012243279,79.59543,1459.9556090831757,0.22869399,180.04593,825657.3,1.6781086,741612,22.878942,
222,0.00866342,9.359995,78.75349,1.9496273,41.79,,443.7343,118.15469,592.9896,387.3796,-1.0,9.359995,269.2249,[ 0.161  0.32   0.184  0.059 -0.092  0.144  1.098 -0.448  0.     0.  0.   ],387.3796023470851,0.079654895,100,8.6634194e-05,0.4189424,7.96549,13.903387,22200,323.7647,920.83276,0.019496277,74.48831,1468.1885170936584,0.78753483,209.48273,6562807.5,7.192492,745791,5.6521077,
223,0.18111032,9.359626,4.56051,1.0904086,42.28,,230.18633,113.88896,602.70984,391.82773,-1.0,9.359626,277.93878,[ 0.173  0.316  0.186  0.093 -0.058  0.16   1.102 -0.444  0.     0.  0.   ],391.82773678573255,0.005888259,100,0.0018111032,0.4189424,0.5888259,81.55302,22300,324.77106,430.40726,0.010904086,75.44047,1476.4758162498474,0.0456051,211.01479,107083.65,1.2261962,750019,77.423035,
224,0.1678278,9.359979,3.9390986,1.1343205,40.53,,232.69618,97.791725,567.4969,375.5437,-1.0,9.359979,277.75195,[ 0.17   0.329  0.189  0.086 -0.068  0.159  1.12  -0.44   0.     0.  0.   ],375.5436854148141,0.008013819,100,0.001678278,0.4189424,0.801382,70.27059,22400,289.74493,435.79056,0.011343205,69.5338,1484.158541917801,0.039390985,205.29459,125700.92,1.4230704,754072,66.70567,
225,0.2588024,9.359396,5.034604,1.1590867,42.64,,244.77216,116.895096,660.072,395.5156,-1.0,9.359396,278.62048,[ 0.153  0.334  0.188  0.083 -0.073  0.163  1.103 -0.423  0.     0.  0.   ],395.51559043551714,0.006564607,100,0.0025880241,0.4189424,0.6564607,76.65874,22500,381.45154,470.94046,0.011590865,82.42562,1492.2636396884918,0.05034604,197.494,149691.12,1.3044827,758336,75.71377,
226,0.03155689,9.359894,18.882648,1.1923666,41.84,,239.25128,128.31248,721.6462,387.85098,-1.0,9.359894,259.53848,[ 0.164  0.351  0.194  0.084 -0.074  0.176  1.141 -0.421  0.     0.  0.   ],387.8509533841401,0.018829182,100,0.00031556888,0.4189424,1.8829181,57.576416,22600,462.1077,524.56537,0.011923665,68.29514,1500.4763419628143,0.18882649,171.35712,850302.7,1.7368222,762520,28.622984,
227,0.03903887,9.359917,73.45597,1.8425261,41.41,,269.305,115.34758,920.9813,384.12332,-1.0,9.359917,268.77573,[ 0.131  0.368  0.193  0.086 -0.084  0.16   1.127 -0.417  0.     0.  0.   ],384.12329726902584,0.07414078,100,0.00039038868,0.4189424,7.414078,27.677197,22700,652.20557,794.4884,0.018425262,94.42165,1508.563422203064,0.7345597,107.82892,2362826.5,3.6130826,766661,5.8168273,
228,0.71821344,9.359791,1.4546283,1.0098085,42.93,,188.56033,112.71794,706.3235,398.0717,-1.0,9.359791,285.35373,[ 0.144  0.344  0.187  0.101 -0.061  0.128  1.078 -0.413  0.     0.  0.   ],398.0716727042773,0.0013044495,100,0.0071821343,0.4189424,0.13044496,98.58572,22800,420.96976,401.97186,0.010098086,82.66311,1516.9660143852234,0.0145462835,186.17462,91433.42,1.0143458,770954,98.35869,
229,0.046466902,9.359838,82.33059,1.9446661,42.09,,553.23364,130.7942,593.8872,390.16922,-1.0,9.359838,259.37503,[ 0.138  0.348  0.186  0.106 -0.06   0.132  1.08  -0.412  0.     0.  0.   ],390.16921499071157,0.081455156,100,0.00046466902,0.4189424,8.145515,26.092133,22900,334.51218,902.02875,0.01944666,73.55821,1524.4864625930786,0.82330585,212.00307,7207452.5,3.832573,775163,5.392363,
230,0.0827315,9.359634,80.486435,1.7176347,40.88,,389.73004,110.419075,592.386,378.71326,-1.0,9.359634,268.2942,[ 0.198  0.354  0.202  0.109 -0.06   0.141  1.155 -0.399  0.     0.  0.   ],378.713259179581,0.07937016,100,0.000827315,0.4189424,7.9370165,32.576313,23000,324.0918,701.0988,0.017176347,61.71273,1533.128549337387,0.80486435,200.99747,2149897.0,3.069715,779251,4.47373,
231,0.65929353,9.359975,1.434506,1.0217366,42.22,,143.15125,131.8787,851.4846,391.47913,-1.0,9.359975,259.60046,[ 0.212  0.369  0.212  0.095 -0.078  0.172  1.194 -0.376  0.     0.  0.   ],391.47915442360403,0.0016246603,100,0.006592935,0.4189424,0.16246603,97.283035,23100,591.88416,402.13916,0.010217365,97.635864,1541.735687494278,0.01434506,136.03378,83952.99,1.0279285,783473,97.53394,
232,0.7410763,9.359935,1.4541345,1.0084815,41.18,,143.67825,131.48505,799.75916,381.697,-1.0,9.359935,250.21194,[ 0.219  0.368  0.21   0.095 -0.084  0.169  1.186 -0.379  0.     0.  0.   ],381.6969815231772,0.0010728955,100,0.007410763,0.4189424,0.10728956,98.85782,23200,549.54724,384.98804,0.010084813,76.844604,1549.35236120224,0.014541345,141.76926,69863.234,1.0115538,787591,98.88086,
233,0.21323477,9.359559,5.688114,1.2531396,40.43,,218.28642,115.57215,697.53406,374.65964,-1.0,9.359559,259.08752,[ 0.218  0.369  0.211  0.094 -0.084  0.175  1.187 -0.377  0.     0.  0.   ],374.6596765657248,0.008659034,100,0.0021323476,0.4189424,0.8659035,67.55414,23300,438.44653,472.88776,0.012531395,74.75541,1557.1749036312103,0.05688114,165.39946,128745.11,1.4802942,791634,67.68357,
234,0.009038073,9.359821,62.977585,1.8369075,40.99,,389.2617,119.98033,612.47034,379.6786,-1.0,9.359821,259.69827,[ 0.208  0.378  0.212  0.104 -0.076  0.184  1.172 -0.363  0.     0.  0.   ],379.6785977798676,0.06401794,100,9.038073e-05,0.4189424,6.401794,22.195122,23400,352.77206,779.2733,0.018369073,71.332855,1564.6830265522003,0.6297758,195.9375,2240502.2,4.5054946,795733,7.606951,
235,0.38061428,9.359501,2.356868,1.0559486,42.4,,209.1279,154.2136,659.52405,393.0762,-1.0,9.359501,238.86264,[ 0.154  0.385  0.194  0.1   -0.076  0.165  1.094 -0.363  0.     0.  0.   ],393.0762402339213,0.0035370437,100,0.0038061428,0.4189424,0.3537044,90.462265,23500,420.6614,417.15414,0.010559487,78.13967,1573.1944613456726,0.02356868,195.21902,77098.39,1.1054333,799973,89.91183,
236,0.40908194,9.359688,4.3365183,1.1124663,43.09,,204.4282,132.4703,749.56177,399.40146,-1.0,9.359688,266.93115,[ 0.171  0.382  0.199  0.099 -0.074  0.169  1.117 -0.357  0.     0.  0.   ],399.4014603248979,0.005458253,100,0.004090819,0.4189424,0.5458253,83.55011,23600,482.6306,450.43958,0.011124663,98.34126,1581.2419452667236,0.04336518,174.53291,132114.73,1.1968865,804282,80.59759,
237,0.54407495,9.359984,2.4385242,1.0725865,41.45,,207.05817,144.0617,651.5236,384.3447,-1.0,9.359984,240.28302,[ 0.148  0.391  0.193  0.1   -0.077  0.175  1.109 -0.372  0.     0.  0.   ],384.34472254281275,0.0039126007,100,0.005440749,0.4189424,0.39126006,89.64645,23700,411.2406,413.4939,0.010725864,77.860695,1589.0109269618988,0.024385242,188.88762,77591.766,1.1154932,808427,88.256134,
238,0.38392234,9.35998,2.144364,1.0508579,41.8,,151.44702,110.31111,829.9253,387.54062,-1.0,9.35998,277.22952,[ 0.154  0.381  0.186  0.098 -0.075  0.161  1.082 -0.382  0.     0.  0.   ],387.540622878209,0.0031743965,100,0.0038392234,0.4189424,0.31743965,91.73001,23800,552.6958,411.40582,0.010508579,89.55198,1596.8379867076874,0.02144364,138.56305,99903.7,1.0901557,812607,91.638,
239,0.027092868,9.359602,8.776069,1.1832323,43.05,,113.07422,140.51097,1098.0612,398.8657,-1.0,9.359602,258.35477,[ 0.151  0.38   0.184  0.105 -0.071  0.159  1.068 -0.389  0.     0.  0.   ],398.86573609679397,0.011119426,100,0.0002709287,0.4189424,1.1119426,69.36801,23900,839.7064,508.59393,0.011832322,121.11739,1604.7683382034302,0.08776069,69.44739,402612.94,1.4415867,816912,53.10309,
240,0.21910973,9.359779,5.2957187,1.0890086,43.04,,178.00934,122.870285,819.05676,398.8627,-1.0,9.359779,275.99243,[ 0.16   0.381  0.182  0.096 -0.084  0.164  1.065 -0.4    0.     0.  0.   ],398.8627058181648,0.005922852,100,0.0021910972,0.4189424,0.5922852,83.6701,24000,543.06433,446.6366,0.010890085,92.07258,1612.8384218215942,0.052957185,153.14569,130278.95,1.1951702,821216,77.172356,
241,0.27685246,9.359977,13.167745,1.2671776,43.86,,243.8164,158.13254,800.9004,406.6828,-1.0,9.359977,248.5503,[ 0.147  0.399  0.184  0.098 -0.088  0.186  1.075 -0.392  0.     0.  0.   ],406.68283352341524,0.015604257,100,0.0027685245,0.4189424,1.5604255,59.994884,24100,552.3501,554.017,0.012671774,96.661095,1621.0734391212463,0.13167745,166.4127,449462.03,1.6668087,825602,39.739456,
242,0.61051166,9.359913,4.162659,1.0738028,45.25,,167.21689,160.71814,976.56714,419.48535,-1.0,9.359913,258.7672,[ 0.174  0.389  0.186  0.082 -0.105  0.181  1.071 -0.381  0.     0.  0.   ],419.4853513875245,0.00418258,100,0.0061051166,0.4189424,0.418258,90.073944,24200,717.7999,475.90775,0.010738027,121.16825,1629.6278302669525,0.04162659,126.5152,184835.27,1.110199,830127,86.82675,
