Iteration,MinIW,ReturnStepMax,MaxIW,MeanIW,EpLenMean,OptimizationReturnMin,Bound,OptimizationReturnMean,InitialReturnMax,InitialReturnMean,VarianceInit,ReturnStepMaxmin,InitialReturnMin,Weights,EpRewMean,StdIWNorm,EpThisIter,MinIWNorm,MeanEntropy,StdIW,ESSRenyi,EpisodesSoFar,OptimizationReturnMax,ReturnMeanIW,MeanIWNorm,InitialReturnStd,TimeElapsed,MaxIWNorm,InitialBound,J_sample_variance,EmpiricalD2,TimestepsSoFar,ESSClassic,LearnableVariance
250,0.053311996,9.359918,20.339993,1.1973854,42.91,,232.77856,148.139,633.6692,398.03162,-1.0,9.359918,249.89262,[ 0.19   0.371  0.167  0.076 -0.116  0.137  1.016 -0.417  0.     0.  0.   ],398.03162535226176,0.020708308,100,0.00053311995,0.4189424,2.0708308,52.936413,25000,383.77655,494.0588,0.011973854,84.988976,1695.2985889911652,0.20339993,207.93085,305611.2,1.8890588,864706,25.056166,
251,0.23641996,9.359863,9.308999,1.0871183,42.1,,187.18158,132.33798,785.77527,390.53836,-1.0,9.359863,258.20035,[ 0.207  0.369  0.167  0.082 -0.107  0.15   0.998 -0.412  0.     0.  0.   ],390.5383404813971,0.009528647,100,0.0023641996,0.4189424,0.9528647,77.57291,25100,527.57495,454.82993,0.010871183,85.1328,1703.3749022483826,0.09308999,154.80577,251476.67,1.2891098,868916,56.55272,
252,0.29949915,9.359688,3.6979332,1.0616751,41.66,,186.31166,107.977325,717.74567,386.32132,-1.0,9.359688,278.344,[ 0.199  0.37   0.164  0.074 -0.115  0.138  0.992 -0.422  0.     0.  0.   ],386.321317928731,0.0052122455,100,0.0029949914,0.4189424,0.5212246,86.98897,25200,439.40167,417.17752,0.01061675,84.70465,1711.5506982803345,0.036979333,170.99763,104102.35,1.1495711,873082,80.57838,
253,0.54003584,9.359941,2.9168139,1.0379905,43.37,,170.08429,134.24391,843.95856,402.26492,-1.0,9.359941,268.02103,[ 0.21   0.36   0.166  0.082 -0.104  0.132  0.991 -0.415  0.     0.  0.   ],402.26492508260594,0.0024492007,100,0.0054003582,0.4189424,0.2449201,96.84696,25300,575.9375,427.36035,0.010379905,86.69145,1719.7068722248077,0.029168138,149.07741,109648.125,1.0325569,877419,94.7261,
254,0.26473922,9.359914,4.345299,1.1462965,41.5,,210.3781,115.72836,678.1763,384.6334,-1.0,9.359914,268.90503,[ 0.182  0.367  0.162  0.085 -0.101  0.139  0.989 -0.414  0.     0.  0.   ],384.63338902183176,0.0075244214,100,0.002647392,0.4189424,0.7524421,74.06594,25400,409.27124,446.78195,0.011462965,67.93932,1728.0123183727264,0.043452986,181.18053,115970.01,1.3501482,881569,69.88727,
255,0.33522576,9.359934,2.8573484,1.0713688,43.04,,220.04463,120.78122,675.30725,399.101,-1.0,9.359934,278.31982,[ 0.182  0.354  0.156  0.086 -0.103  0.135  0.954 -0.421  0.     0.  0.   ],399.10104322125864,0.0042252145,100,0.0033522574,0.4189424,0.42252147,85.49718,25500,396.98743,439.14685,0.010713687,87.85511,1736.9149942398071,0.028573483,196.50885,109546.234,1.1696292,885873,86.54023,
256,0.40555695,9.359788,3.8061273,1.0652148,45.86,,161.57388,157.42636,943.5792,425.14813,-1.0,9.359788,267.72174,[ 0.196  0.36   0.154  0.087 -0.102  0.144  0.958 -0.425  0.     0.  0.   ],425.1481130868576,0.0037596028,100,0.0040555694,0.4189424,0.3759603,91.242645,25600,675.8575,457.921,0.010652147,119.24129,1745.991776227951,0.038061272,142.07431,112418.14,1.0959787,890459,88.922966,
257,0.5132929,9.359485,2.3517017,1.0462074,43.54,,212.2631,136.13057,676.87225,403.85562,-1.0,9.359485,267.72504,[ 0.188  0.358  0.151  0.085 -0.102  0.14   0.949 -0.436  0.     0.  0.   ],403.85560799708696,0.0032895831,100,0.005132929,0.4189424,0.32895833,91.66182,25700,409.14722,424.3597,0.010462073,86.38975,1754.6763257980347,0.023517016,200.79396,89934.92,1.0909668,894813,91.00293,
258,0.6349214,9.359931,1.9603097,1.0186843,43.12,,141.26743,133.3685,884.949,399.60696,-1.0,9.359931,266.23843,[ 0.185  0.359  0.147  0.084 -0.103  0.143  0.936 -0.435  0.     0.  0.   ],399.6069416026732,0.0017024995,100,0.0063492134,0.4189424,0.17024992,97.45242,25800,618.7106,410.19983,0.010186843,103.9969,1762.483467578888,0.019603098,134.12222,94551.73,1.0261418,899125,97.282745,
259,0.025553055,9.359984,36.278816,1.4838252,43.3,,331.69653,143.04295,668.61554,401.70462,-1.0,9.359984,258.66162,[ 0.195  0.366  0.147  0.084 -0.105  0.146  0.94  -0.433  0.     0.  0.   ],401.70459050263116,0.03626259,100,0.00025553055,0.4189424,3.6262593,43.137352,25900,409.95392,637.0979,0.014838251,74.17085,1771.3597013950348,0.36278814,201.11993,1018040.2,2.3181765,903455,14.342168,
260,0.5468932,9.359948,5.21721,1.1925484,43.21,,224.1511,142.29237,769.11,400.67868,-1.0,9.359948,258.3863,[ 0.127  0.385  0.135  0.079 -0.104  0.146  0.896 -0.463  0.     0.  0.   ],400.678667558175,0.0077391197,100,0.0054689315,0.4189424,0.773912,75.7128,26000,510.7237,489.32147,0.011925484,94.34027,1780.80064702034,0.0521721,169.94566,173065.52,1.3207806,907776,70.36582,
261,0.27654058,9.359774,4.8764925,1.1277778,44.92,,191.65512,148.12941,861.08264,416.34686,-1.0,9.359774,268.21747,[ 0.141  0.379  0.139  0.092 -0.092  0.145  0.903 -0.453  0.     0.  0.   ],416.3468840227168,0.0061191316,100,0.0027654057,0.4189424,0.61191314,81.95797,26100,592.8652,477.00024,0.011277778,98.26151,1789.8821160793304,0.048764925,158.02213,139378.64,1.2201376,912268,77.25608,
262,0.26804647,9.359897,2.4297607,1.0709887,43.24,,214.57527,140.8808,688.18713,400.70792,-1.0,9.359897,259.82712,[ 0.127  0.381  0.139  0.095 -0.088  0.135  0.894 -0.449  0.     0.  0.   ],400.70791178241933,0.003237946,100,0.0026804646,0.4189424,0.32379457,88.30009,26200,428.36002,434.28397,0.010709886,80.282616,1798.5347151756287,0.024297606,194.25175,91354.75,1.1325017,916592,91.62502,
263,0.41300535,9.359453,3.1955738,1.0978416,43.69,,215.84724,138.34401,708.485,405.14465,-1.0,9.359453,266.80066,[ 0.135  0.381  0.135  0.102 -0.079  0.134  0.887 -0.455  0.     0.  0.   ],405.1446582187822,0.005205238,100,0.0041300533,0.4189424,0.5205238,85.59444,26300,441.68433,445.58328,0.010978417,90.45741,1807.4751498699188,0.031955738,192.59917,101010.2,1.1683003,920961,81.64578,
264,0.34237447,9.35996,3.1992607,1.0980725,44.1,,169.35858,151.71687,885.479,408.85934,-1.0,9.35996,257.14246,[ 0.157  0.376  0.135  0.093 -0.092  0.131  0.891 -0.45   0.     0.  0.   ],408.8593327910195,0.004784258,100,0.0034237446,0.4189424,0.47842586,85.183495,26400,628.33655,457.1791,0.010980724,101.4765,1816.5849137306213,0.031992607,143.21567,112963.52,1.1739364,925371,84.045555,
265,0.30770198,9.359966,3.2666073,1.0849448,42.98,,228.34224,157.49747,642.1889,398.56027,-1.0,9.359966,241.06284,[ 0.164  0.376  0.139  0.096 -0.088  0.138  0.9   -0.434  0.     0.  0.   ],398.56030450962965,0.0055884407,100,0.0030770197,0.4189424,0.5588441,80.93256,26500,401.12607,442.49435,0.010849447,84.04945,1824.5424091815948,0.032666072,205.90364,102763.52,1.2355965,929669,79.03155,
266,9.034263e-05,9.359917,565.5923,8.342929,43.87,,1120.8687,147.29037,752.15405,406.86716,-1.0,9.359917,259.57678,[ 0.151  0.381  0.135  0.105 -0.077  0.143  0.887 -0.433  0.     0.  0.   ],406.86716549539545,0.5833801,100,9.034263e-07,0.4189424,58.33801,1.1831577,26600,492.57727,3195.3364,0.0834293,103.75625,1832.653816461563,5.655923,181.22095,54776040.0,84.51959,934056,2.0042012,
267,0.32074776,9.359711,2.5169115,1.0699644,43.39,,233.94261,154.57549,621.8151,402.45425,-1.0,9.359711,247.87881,[ 0.144  0.394  0.13   0.101 -0.088  0.158  0.91  -0.502  0.     0.  0.   ],402.45429071559886,0.0040671527,100,0.0032074775,0.4189424,0.40671527,87.23118,26700,373.9363,433.67416,0.010699643,75.30109,1841.3651263713837,0.025169114,215.90976,82924.164,1.1463791,938395,87.37506,
268,0.4503448,9.359631,2.3614168,1.051755,44.15,,236.67078,121.90615,609.56946,409.21188,-1.0,9.359631,287.3057,[ 0.149  0.382  0.122  0.106 -0.087  0.15   0.887 -0.511  0.     0.  0.   ],409.21184374162425,0.0034117275,100,0.004503448,0.4189424,0.34117272,91.27628,26800,322.26376,428.08115,0.010517551,76.30165,1849.6036331653595,0.023614168,226.34103,100239.305,1.0955749,942810,90.47932,
269,0.013138942,9.359988,77.55249,2.042551,44.56,,470.574,136.0888,789.01855,413.18997,-1.0,9.359988,277.10114,[ 0.159  0.375  0.124  0.115 -0.08   0.15   0.886 -0.511  0.     0.  0.   ],413.1899433712606,0.07770527,100,0.00013138942,0.4189424,7.7705264,21.414202,26900,511.91742,982.088,0.020425513,89.55529,1857.6415858268738,0.7755249,176.48439,5026826.5,4.6697984,947266,6.4629207,
270,0.13768525,9.359729,16.21164,1.2148842,44.56,,208.7175,125.29589,792.4353,413.20187,-1.0,9.359729,287.90598,[ 0.141  0.366  0.109  0.11  -0.088  0.13   0.821 -0.537  0.     0.  0.   ],413.2018716385209,0.017049126,100,0.0013768525,0.4189424,1.7049127,63.57856,27000,504.52933,506.86398,0.012148841,92.12704,1866.2636239528656,0.1621164,175.47127,247268.97,1.5728573,951722,33.6768,
271,0.66594386,9.359602,1.6464512,1.018769,43.89,,128.04376,168.62436,940.2683,407.1496,-1.0,9.359602,238.52527,[ 0.137  0.38   0.112  0.099 -0.091  0.119  0.834 -0.528  0.     0.  0.   ],407.14962881940096,0.001617004,100,0.0066594384,0.4189424,0.1617004,97.991356,27100,701.74304,413.00064,0.01018769,98.43264,1874.6229252815247,0.016464513,125.06915,68956.44,1.0204982,956111,97.54265,
272,0.23535472,9.359904,7.399789,1.2102365,45.28,,229.84525,141.93182,796.3178,420.2384,-1.0,9.359904,278.30655,[ 0.129  0.379  0.112  0.099 -0.088  0.124  0.833 -0.532  0.     0.  0.   ],420.2383676575492,0.01132896,100,0.0023535471,0.4189424,1.132896,64.5879,27200,518.0112,527.10223,0.0121023655,96.12442,1882.800987482071,0.073997885,181.34302,187404.83,1.5482776,960639,53.297142,
273,0.23880461,9.359876,4.000784,1.1029402,46.62,,204.39706,129.20837,820.0348,432.48547,-1.0,9.359876,303.2771,[ 0.138  0.371  0.11   0.098 -0.09   0.136  0.818 -0.541  0.     0.  0.   ],432.4854720323565,0.0058057713,100,0.0023880461,0.4189424,0.5805772,83.763016,27300,516.7577,473.1959,0.011029402,101.09502,1891.7641372680664,0.040007837,186.47502,131678.67,1.1938443,965301,78.30321,
274,0.09667836,9.359946,5.310507,1.1960466,46.41,,232.43253,124.32529,824.916,430.59375,-1.0,9.359946,306.2685,[ 0.132  0.38   0.109  0.09  -0.095  0.145  0.816 -0.533  0.     0.  0.   ],430.59378578165683,0.008267843,100,0.0009667836,0.4189424,0.8267843,70.73271,27400,518.6475,526.6855,0.011960465,94.353,1901.0729024410248,0.053105067,183.11896,202104.81,1.4137731,969942,67.66604,
275,0.5507452,9.359942,1.6101837,1.0405722,43.45,,115.48071,124.51882,987.00397,402.93192,-1.0,9.359942,278.41312,[ 0.131  0.376  0.11   0.084 -0.103  0.131  0.819 -0.527  0.     0.  0.   ],402.9319271261281,0.0021246353,100,0.005507452,0.4189424,0.21246354,95.368546,27500,708.5908,418.68655,0.010405723,101.102715,1909.8852291107178,0.016101837,106.83075,101159.27,1.0485637,974287,95.99792,
276,0.008764546,9.359633,227.89989,3.147386,45.39,,1311.9744,124.24913,878.3191,420.7176,-1.0,9.359633,296.46844,[ 0.132  0.379  0.112  0.078 -0.107  0.133  0.826 -0.53   0.     0.  0.   ],420.71757826807567,0.2263777,100,8.7645465e-05,0.4189424,22.637768,6.565015,27600,581.85065,2340.3594,0.031473864,94.24053,1918.8531806468964,2.2789989,157.22186,176517100.0,15.232258,978826,1.8963479,
277,0.61045104,9.359929,1.8595259,1.0079268,43.47,,155.29857,109.66967,837.00995,403.16425,-1.0,9.359929,293.4946,[ 0.116  0.388  0.11   0.076 -0.107  0.121  0.852 -0.568  0.     0.  0.   ],403.1642752604533,0.0019675877,100,0.0061045103,0.4189424,0.19675878,97.07621,27700,543.5154,410.1549,0.010079267,80.509415,1927.6067185401917,0.01859526,152.06131,101600.27,1.0301185,983173,96.32915,
278,0.012875224,9.359605,330.0411,4.2977943,45.25,,1365.1189,141.46616,818.65625,419.76117,-1.0,9.359605,278.29498,[ 0.122  0.381  0.112  0.078 -0.109  0.127  0.852 -0.565  0.     0.  0.   ],419.76114991545734,0.32816404,100,0.00012875225,0.4189424,32.816406,4.960622,27800,540.36127,2467.8123,0.042977933,98.56038,1936.1690618991852,3.300411,174.1643,135774220.0,20.158764,987698,1.6862559,
279,0.2321661,9.359924,4.0607586,1.1739033,45.26,,239.09155,151.45538,781.4359,420.05334,-1.0,9.359924,268.59796,[ 0.116  0.398  0.113  0.107 -0.079  0.143  0.843 -0.528  0.     0.  0.   ],420.05334177363466,0.007199012,100,0.002321661,0.4189424,0.7199012,74.26408,27900,512.83795,511.12683,0.011739033,90.9141,1945.6957342624664,0.040607587,185.62256,148304.05,1.346546,992224,72.670166,
280,0.12969631,9.359691,3.3966978,1.1452712,43.84,,201.07422,158.59404,773.11084,406.4722,-1.0,9.359691,247.87814,[ 0.095  0.399  0.104  0.109 -0.076  0.135  0.807 -0.532  0.     0.  0.   ],406.4721767935447,0.0069261678,100,0.0012969631,0.4189424,0.6926168,76.41377,28000,525.23267,466.39862,0.011452712,92.460556,1954.8203554153442,0.033966977,174.53896,115651.35,1.3086646,996608,73.22053,
281,0.38397557,9.359891,4.5239677,1.1004567,43.52,,199.17032,125.683846,787.8701,403.7235,-1.0,9.359891,278.03967,[ 0.093  0.392  0.1    0.114 -0.072  0.14   0.795 -0.547  0.     0.  0.   ],403.7235229524618,0.0058533754,100,0.0038397557,0.4189424,0.5853375,83.24082,28100,509.83044,458.23468,0.011004568,87.42525,1963.6785850524902,0.045239676,167.36249,137485.12,1.2013336,1000960,77.94705,
282,0.16475226,9.359986,27.731604,1.2511195,44.81,,306.2091,148.47,738.30554,415.55624,-1.0,9.359986,267.08627,[ 0.082  0.393  0.099  0.112 -0.073  0.127  0.793 -0.547  0.     0.  0.   ],415.5562803646914,0.027273975,100,0.0016475226,0.4189424,2.7273974,52.16333,28200,471.21927,612.88153,0.012511194,94.441216,1972.5354888439178,0.27731603,194.06462,1804191.0,1.9170555,1005441,17.3845,
283,0.1126777,9.359943,8.250673,1.2528327,45.4,,228.01764,154.10771,790.7021,421.18652,-1.0,9.359943,267.0788,[ 0.075  0.387  0.095  0.099 -0.088  0.111  0.764 -0.545  0.     0.  0.   ],421.1865231360831,0.012008722,100,0.001126777,0.4189424,1.2008722,61.327084,28300,523.6233,530.9237,0.012528326,94.58658,1981.0711467266083,0.08250673,183.97588,201694.5,1.6306009,1009981,52.116688,
284,0.039679743,9.359958,31.054266,1.3869324,43.75,,226.32309,165.66139,745.5893,405.93832,-1.0,9.359958,240.27695,[ 0.082  0.384  0.094  0.112 -0.074  0.094  0.765 -0.547  0.     0.  0.   ],405.9383420405588,0.03340245,100,0.00039679743,0.4189424,3.3402452,39.834473,28400,505.31235,580.7212,0.013869325,87.93003,1989.389250278473,0.31054264,182.26155,788937.3,2.5103884,1014356,14.705362,
285,0.036438167,9.359667,15.736388,1.1950831,44.21,,266.71762,151.55936,659.9557,410.14856,-1.0,9.359667,258.58917,[ 0.099  0.38   0.097  0.122 -0.067  0.113  0.778 -0.566  0.     0.  0.   ],410.1485383821528,0.015534441,100,0.00036438167,0.4189424,1.5534443,60.385353,28500,401.36652,521.5005,0.011950832,87.9792,1997.5394518375397,0.15736388,212.16183,494667.47,1.6560308,1018777,37.179653,
286,0.5956927,9.359749,1.9227884,1.0379494,40.8,,154.96523,139.1968,777.5246,378.15698,-1.0,9.359749,238.96017,[ 0.137  0.379  0.094  0.134 -0.05   0.108  0.768 -0.575  0.     0.  0.   ],378.15697014046236,0.0019699002,100,0.005956927,0.4189424,0.19699001,95.36068,28600,538.56445,393.82922,0.010379493,90.27116,2005.3505644798279,0.019227883,144.89958,74081.92,1.0486503,1022857,96.5233,
287,0.11015584,9.359918,12.242836,1.1351715,42.52,,220.86346,155.60074,695.3441,394.11337,-1.0,9.359918,238.5126,[ 0.147  0.372  0.095  0.139 -0.049  0.108  0.769 -0.583  0.     0.  0.   ],394.11335546255765,0.013957907,100,0.0011015584,0.4189424,1.3957908,62.774574,28700,456.8315,484.1503,0.011351716,87.90691,2013.1635675430298,0.12242836,185.51012,326255.62,1.5930016,1027109,39.8108,
288,0.57123566,9.35996,2.056062,1.0405588,44.85,,189.85919,137.79958,795.4877,415.8975,-1.0,9.35996,278.09796,[ 0.129  0.378  0.096  0.126 -0.064  0.108  0.767 -0.564  0.     0.  0.   ],415.8975338125019,0.0032556509,100,0.0057123564,0.4189424,0.32556507,90.93912,28800,517.3897,440.1122,0.010405588,95.81017,2021.4882771968842,0.020560618,177.25127,106248.62,1.0996368,1031594,91.08374,
289,0.7335851,9.359381,1.9500884,1.0378078,46.13,,204.88766,168.48857,794.2215,427.7863,-1.0,9.359381,259.2977,[ 0.127  0.375  0.095  0.129 -0.062  0.105  0.765 -0.577  0.     0.  0.   ],427.7862627851183,0.0018003253,100,0.007335851,0.4189424,0.18003255,96.59741,28900,534.9238,447.31418,0.0103780795,115.13695,2030.6631252765656,0.019500883,189.51982,94139.01,1.0352244,1036207,97.07857,
290,0.15726012,9.3599615,11.908489,1.46547,43.11,,267.97394,124.25766,791.394,400.0175,-1.0,9.3599615,275.75983,[ 0.145  0.366  0.093  0.127 -0.066  0.098  0.759 -0.581  0.     0.  0.   ],400.0174882945846,0.01789522,100,0.0015726011,0.4189424,1.7895218,49.598858,29000,515.63416,605.089,0.014654701,86.48491,2039.5383133888245,0.11908489,162.5993,261650.19,2.0161755,1040518,40.14215,
291,0.24697669,9.3596325,4.875841,1.1244705,45.49,,216.34875,144.0374,801.2324,421.97717,-1.0,9.3596325,277.93982,[ 0.139  0.359  0.09   0.108 -0.087  0.085  0.739 -0.579  0.     0.  0.   ],421.9772225068035,0.006322411,100,0.002469767,0.4189424,0.63224113,79.10021,29100,523.2926,486.61447,0.011244703,105.99983,2049.0667808055878,0.04875841,181.6075,131635.1,1.2642192,1045067,75.980194,
292,0.70785445,9.35993,1.7759814,1.016315,44.38,,228.79468,143.31343,624.29816,411.78903,-1.0,9.35993,268.4756,[ 0.128  0.366  0.088  0.099 -0.096  0.093  0.726 -0.578  0.     0.  0.   ],411.7890285542551,0.0015647366,100,0.0070785442,0.4189424,0.15647368,98.24021,29200,355.82257,417.75415,0.01016315,74.29057,2058.2005858421326,0.017759813,224.49957,81341.5,1.0179131,1049505,97.684456,
293,0.729669,9.359818,1.3921214,1.0091529,43.83,,214.74873,119.52882,650.68567,406.4888,-1.0,9.359818,286.96,[ 0.148  0.355  0.088  0.101 -0.095  0.085  0.728 -0.577  0.     0.  0.   ],406.4888136123703,0.0010733482,100,0.00729669,0.4189424,0.10733483,98.71703,29300,363.72568,411.21884,0.010091529,73.51225,2066.8023822307587,0.013921214,211.28311,91483.414,1.0129964,1053888,98.88138,
294,0.544029,9.359553,1.565564,1.0247334,45.98,,201.6746,141.6809,778.42474,426.59656,-1.0,9.359553,284.91565,[ 0.158  0.348  0.088  0.097 -0.097  0.082  0.728 -0.574  0.     0.  0.   ],426.5965392486996,0.0017690988,100,0.0054402896,0.4189424,0.1769099,97.37375,29400,493.5091,438.3303,0.010247334,98.78569,2074.2233879566193,0.01565564,193.06915,98047.72,1.0269709,1058486,97.1058,
295,0.45967096,9.359513,4.177999,1.065384,46.37,,217.9296,142.61961,760.115,430.23383,-1.0,9.359513,287.61426,[ 0.144  0.36   0.087  0.095 -0.101  0.088  0.733 -0.577  0.     0.  0.   ],430.23387019230637,0.005011844,100,0.0045967093,0.4189424,0.5011844,86.71722,29500,472.50073,462.80652,0.010653839,90.05954,2081.3057560920715,0.041779988,202.1994,117432.27,1.1531736,1063123,81.87991,
296,0.26813936,9.359948,6.173194,1.1530987,44.5,,215.37697,144.20471,725.1052,412.78162,-1.0,9.359948,268.57684,[ 0.141  0.366  0.091  0.094 -0.1    0.101  0.742 -0.562  0.     0.  0.   ],412.7815575167085,0.009147827,100,0.0026813936,0.4189424,0.91478276,73.92799,29600,456.52838,468.3754,0.011530988,86.0489,2088.026083946228,0.06173194,195.25,121998.22,1.3526676,1067573,61.37358,
297,0.6879755,9.359885,1.6448712,1.0159281,45.61,,226.31953,154.36127,674.9068,423.2457,-1.0,9.359885,268.8844,[ 0.134  0.375  0.094  0.101 -0.093  0.11   0.749 -0.54   0.     0.  0.   ],423.2456820560996,0.0016016049,100,0.0068797553,0.4189424,0.16016051,96.97875,29700,406.0224,431.92126,0.010159283,89.67664,2095.2682650089264,0.016448712,220.77367,84751.164,1.0311537,1072134,97.57492,
298,0.0025483319,9.359759,120.31169,2.578708,46.35,,430.38208,181.74373,837.5852,429.88687,-1.0,9.359759,248.14317,[ 0.129  0.378  0.091  0.105 -0.09   0.113  0.746 -0.538  0.     0.  0.   ],429.88689582808155,0.12239075,100,2.5483318e-05,0.4189424,12.239075,8.870241,29800,589.442,1274.0714,0.025787074,110.665474,2102.489232301712,1.2031169,178.61136,17204040.0,11.273651,1076769,4.250534,
299,0.47090277,9.359916,1.8477128,1.0571313,44.23,,214.00594,125.36774,697.8645,410.22363,-1.0,9.359916,284.8559,[ 0.139  0.392  0.103  0.119 -0.085  0.106  0.812 -0.545  0.     0.  0.   ],410.2236273216047,0.0026283995,100,0.0047090277,0.4189424,0.26283997,92.43491,29900,413.0086,431.76404,0.010571313,81.68461,2110.221342086792,0.018477127,200.86429,99860.336,1.0818423,1081192,94.17796,
300,0.8446007,9.359855,1.2846279,1.010026,43.88,,107.52814,149.73822,1006.61743,406.93985,-1.0,9.359855,257.20163,[ 0.146  0.385  0.1    0.119 -0.086  0.096  0.801 -0.558  0.     0.  0.   ],406.93985833256903,0.0008291373,100,0.008446007,0.4189424,0.08291373,99.064285,30000,749.4158,410.93622,0.010100259,93.867874,2117.731319665909,0.012846279,104.95465,77194.2,1.0094455,1085580,99.33063,
301,0.69756556,9.359974,1.3764629,1.014765,45.74,,172.45627,145.98233,856.17053,424.20715,-1.0,9.359974,278.2248,[ 0.144  0.387  0.101  0.12  -0.086  0.1    0.802 -0.557  0.     0.  0.   ],424.2071263725699,0.0014476144,100,0.0069756554,0.4189424,0.14476144,97.509834,30100,577.94574,432.56644,0.01014765,108.943344,2126.1589798927307,0.013764629,167.35596,95496.99,1.0255376,1090154,98.00554,
302,0.49490255,9.359903,3.672428,1.0680813,42.91,,228.9494,103.83694,613.45276,397.98715,-1.0,9.359903,294.15024,[ 0.142  0.391  0.099  0.116 -0.09   0.101  0.804 -0.559  0.     0.  0.   ],397.9871680786457,0.0043476787,100,0.0049490253,0.4189424,0.4347679,87.65499,30200,319.30252,425.51794,0.010680812,75.39901,2134.1504089832306,0.036724277,213.95137,109667.73,1.1408364,1094445,85.78581,
303,0.33130962,9.359953,3.9459753,1.0659903,43.08,,199.71884,121.02619,731.021,399.56335,-1.0,9.359953,278.53714,[ 0.142  0.385  0.1    0.115 -0.091  0.091  0.807 -0.557  0.     0.  0.   ],399.56334244690925,0.004824633,100,0.003313096,0.4189424,0.4824633,87.20491,30300,452.48386,434.56348,0.010659902,89.18384,2142.5067172050476,0.039459754,180.25706,127633.266,1.1467245,1098753,82.998344,
304,0.23939297,9.3595085,2.1377134,1.0545434,43.84,,204.3497,110.60858,712.51746,406.39243,-1.0,9.3595085,295.7838,[ 0.171  0.385  0.103  0.111 -0.094  0.087  0.824 -0.558  0.     0.  0.   ],406.3923871727483,0.0029009702,100,0.0023939295,0.4189424,0.29009703,92.78259,30400,416.73364,426.2631,0.0105454335,71.72715,2150.568655729294,0.021377133,192.63715,104687.96,1.0777884,1103137,92.9648,
305,0.3342912,9.359913,4.0030284,1.0847139,44.63,,198.70123,145.50714,780.3936,413.91852,-1.0,9.359913,268.41138,[ 0.162  0.396  0.104  0.106 -0.097  0.086  0.831 -0.559  0.     0.  0.   ],413.91852015673356,0.0048558507,100,0.0033429118,0.4189424,0.48558506,86.19303,30500,511.98224,450.8744,0.010847138,89.62071,2159.312385082245,0.040030282,179.80045,103459.96,1.1601866,1107600,83.30548,
306,0.16757096,9.359696,5.3425574,1.1854353,42.93,,242.52034,119.843414,620.4313,398.15277,-1.0,9.359696,278.30933,[ 0.163  0.4    0.102  0.102 -0.1    0.094  0.831 -0.567  0.     0.  0.   ],398.1527446624279,0.009587689,100,0.0016757096,0.4189424,0.95876896,67.534584,30600,342.12195,469.01178,0.011854353,73.7024,2167.386209011078,0.053425573,212.02335,132525.75,1.4807229,1111893,60.454296,
307,0.5242361,9.359407,1.9970034,1.0679528,44.4,,189.69002,135.70372,808.5034,411.4475,-1.0,9.359407,275.7438,[ 0.168  0.396  0.102  0.103 -0.1    0.077  0.842 -0.576  0.     0.  0.   ],411.44751953335,0.003084499,100,0.0052423608,0.4189424,0.3084499,90.48271,30700,532.75964,444.67834,0.010679529,92.8845,2175.6855211257935,0.019970033,168.8965,103133.34,1.1051835,1116333,92.30037,
308,0.31801856,9.359714,2.7451196,1.0854185,44.24,,169.34967,122.86123,870.4856,410.3273,-1.0,9.359714,287.46606,[ 0.174  0.397  0.101  0.105 -0.097  0.085  0.849 -0.58   0.     0.  0.   ],410.327289274868,0.0048285928,100,0.0031801856,0.4189424,0.48285928,86.113716,30800,583.01953,450.7643,0.010854185,98.6984,2183.989574432373,0.027451195,149.18164,118932.96,1.1612552,1120757,83.47939,
309,0.13987893,9.359875,8.110791,1.1559943,43.88,,176.55585,128.50937,885.05383,407.03586,-1.0,9.359875,278.52646,[ 0.169  0.405  0.107  0.11  -0.092  0.089  0.862 -0.569  0.     0.  0.   ],407.03584281958445,0.008591588,100,0.0013987892,0.4189424,0.8591589,76.35291,30900,606.52734,480.41907,0.011559942,92.81897,2192.0293633937836,0.08110791,141.51968,167073.05,1.3097078,1125145,64.41734,
310,0.15738173,9.3597,15.560264,1.2120347,44.13,,266.66827,130.9088,717.67035,409.477,-1.0,9.3597,278.56824,[ 0.162  0.399  0.103  0.11  -0.09   0.069  0.853 -0.575  0.     0.  0.   ],409.4770313445281,0.01586835,100,0.0015738172,0.4189424,1.5868351,67.82749,31000,439.1021,528.091,0.0121203475,84.87759,2200.4374318122864,0.15560263,194.17593,417317.47,1.4743285,1129558,36.84477,
311,0.0007659741,9.359669,692.99634,8.349763,42.78,,2059.6785,121.16287,567.1258,396.818,-1.0,9.359669,275.65512,[ 0.122  0.419  0.108  0.119 -0.081  0.091  0.871 -0.554  0.     0.  0.   ],396.8179849951645,0.69075865,100,7.659741e-06,0.4189424,69.07587,0.925888,31100,291.47067,3827.838,0.083497636,72.188545,2208.9837572574615,6.929963,226.68027,189590850.0,108.004425,1133836,1.4401106,
312,0.08029917,9.359822,14.702448,1.1240339,42.98,,258.50247,130.2588,593.9298,398.66434,-1.0,9.359822,268.40552,[ 0.136  0.424  0.11   0.088 -0.115  0.11   0.902 -0.59   0.     0.  0.   ],398.66431943087866,0.014278323,100,0.0008029917,0.4189424,1.4278322,74.45122,31200,325.5243,465.00266,0.011240338,70.03716,2217.950320005417,0.14702448,220.48537,219745.88,1.3431613,1138134,38.261417,
