Inner Iteration,EpLenMean,ReturnStepMax,EpRewMean,ReturnStepMaxmin,InitialReturnStd,StdWReturnMean,InitialBound,EmpiricalD2Arithmetic,MinIW,OptimizationReturnMean,Iteration,ESSRenyiArithmetic,Epsilon,InitialReturnMin,ReturnMeanIW,WReturnMean,ESSRenyiHarmonic,MaxIW,EpThisIter,EmpiricalD2Harmonic,MeanIW,EpisodesSoFar,TimestepsSoFar,LearnableVariance,InitialReturnMean,StdIW,MeanD2-0,Penalization,TimeElapsed,Bound,VarianceInitializer,MinTargetPdf,OptimizationReturnMin,InitialReturnMax,DivergenceHarmonic,MeanEntropy,MinBehavPdf,OptimizationReturnMax
3,288.66,10.0,2877.9780858966683,10.0,1674.825,,-inf,1711729.8,1.1676161e-08,2578.2378,49,2.9210218e-05,1.0,299.74042,3269677.0,3269677.0,2.9210218e-05,11.935202,50,1711729.8,0.36358654,24150,3371899,,2877.9778,1.7307175,1711729.8,True,1862.4687101840973,-inf,-1.0,-236.57828,,4999.302,inf,0.4189424,-230.20667,4699.5615
4,285.12,10.0,2843.487344509951,10.0,1761.3484,,-3.30008e+23,43487.11,7.786788e-09,2833.5076,49,0.001149766,1.0,9.980081,1823239.6,1823239.6,0.001149766,2.6975398,50,43487.11,0.3070296,24200,3386155,,2843.4875,0.6138983,43487.11,True,1872.4849326610565,-3.30008e+23,-1.0,-229.55956,,4999.079,2.615653e+34,0.4189424,-227.3346,4989.099
5,335.22,10.0,3344.2197404044173,10.0,1634.1565,,-inf,22929938000.0,1.035124e-11,3054.456,49,2.1805553e-09,1.0,289.76392,29493830.0,29493830.0,2.1805553e-09,559.3709,50,22929938000.0,11.287682,24250,3402916,,3344.22,78.29815,22929938000.0,True,1884.0444133281708,-inf,-1.0,-223.49446,,4999.4023,inf,0.4189424,-219.71545,4709.6387
6,328.4,10.0,3275.173313371756,10.0,1554.0474,,-inf,324135500.0,1.8980251e-11,3255.2075,49,1.5425648e-07,1.0,19.965874,4664167.0,4664167.0,1.5425648e-07,10.111979,50,324135500.0,0.31921285,24300,3419336,,3275.173,1.4311719,324135500.0,True,1896.1858158111572,-inf,-1.0,-226.90616,,4999.5146,inf,0.4189424,-222.61359,4979.549
7,350.48,10.0,3496.9168740784908,10.0,1593.4795,,-inf,398314180.0,1.04540626e-10,3486.9373,49,1.2552906e-07,1.0,9.979723,3495360.5,3495360.5,1.2552906e-07,5.5238547,50,398314180.0,0.18417835,24350,3436860,,3496.917,0.78550524,398314180.0,True,1906.3868169784546,-inf,-1.0,-232.46767,,4999.4272,inf,0.4189424,-228.81535,4989.4478
8,309.84,10.0,3090.897419800713,10.0,1814.0591,,-inf,47896464.0,5.6991967e-09,2861.0293,49,1.0439184e-06,1.0,229.86774,8886920.0,8886920.0,1.0439184e-06,21.03983,50,47896464.0,0.92661035,24400,3452352,,3090.8975,3.59777,47896464.0,True,1915.9223318099976,-inf,-1.0,-256.0669,,4999.51,inf,0.4189424,-253.58324,4769.642
9,296.02,10.0,2951.421318184651,10.0,1491.8853,,-inf,8447407.0,4.6519435e-07,2641.6597,49,5.918976e-06,1.0,309.76184,276304.6,276304.6,5.918976e-06,3.599339,50,8447407.0,0.13191834,24450,3467153,,2951.4211,0.5227204,8447407.0,True,1923.5742890834808,-inf,-1.0,-243.80365,,4999.296,inf,0.4189424,-240.09537,4689.534
10,267.2,10.0,2662.462615039497,10.0,1469.3107,,-inf,715901.94,5.03227e-08,2362.6938,49,6.984197e-05,1.0,299.76886,1702583.6,1702583.6,6.984197e-05,11.06372,50,715901.94,0.39388463,24500,3480513,,2662.4624,1.6660345,715901.94,True,1933.0971841812134,-inf,-1.0,-219.29326,,4998.9595,inf,0.4189424,-216.65668,4699.1904
1,321.4,10.0,3206.2387604469304,10.0,1791.5133,,-15530314.0,1.0,0.030000815,2936.4646,50,50.0,1.0,269.7738,41506980000000.0,13489487.0,50.0,67519270.0,50,1.0,1768966.2,24550,3496583,,3206.2388,9589258.0,1.0,True,1943.842048883438,-4.9494416e+22,-1.0,-242.76585,,4999.452,5.88185e+32,0.4189424,-242.76585,4729.678
2,288.18,10.0,2872.282758795951,10.0,1295.0836,,-inf,7029874000.0,6.049669e-14,2872.2827,50,7.112503e-09,1.0,,8478068.0,8478068.0,7.112503e-09,146.77141,50,7029874000.0,3.0200236,24600,3510992,,2872.2827,20.538452,7029874000.0,True,1952.7115242481232,-inf,-1.0,-248.11356,,4999.371,inf,0.4189424,-245.62057,4999.371
3,283.34,10.0,2823.721077986316,10.0,1220.3989,,-inf,48535400000.0,2.0287916e-13,2743.8525,50,1.030176e-09,1.0,79.86876,257049.19,257049.19,1.030176e-09,3.5715332,50,48535400000.0,0.07766199,24650,3525159,,2823.7212,0.50001967,48535400000.0,True,1963.179633140564,-inf,-1.0,-243.61769,,4999.332,inf,0.4189424,-235.10727,4919.4634
4,279.22,10.0,2783.1322349581837,10.0,1382.6371,,-inf,4842516500.0,3.9007054e-13,2783.132,50,1.032521e-08,1.0,,1479726.6,1479726.6,1.032521e-08,20.478876,50,4842516500.0,0.45565078,24700,3539120,,2783.132,2.8676155,4842516500.0,True,1972.815262556076,-inf,-1.0,-233.24097,,4999.422,inf,0.4189424,-224.32628,4999.422
5,301.58,10.0,3006.2040655727487,10.0,1318.5671,,-inf,14650580000000.0,5.994921e-15,2536.6,50,3.412834e-12,1.0,469.6038,316029.66,316029.66,3.4128338e-12,0.35894102,50,14650581000000.0,0.0140324095,24750,3554199,,3006.204,0.05777168,14650580000000.0,True,1982.3855123519897,-inf,-1.0,-230.02628,,4999.4443,inf,0.4189424,-221.1063,4529.8403
6,265.18,10.0,2642.086461962899,10.0,1194.4445,,-inf,24078440000000.0,2.2715977e-24,2632.1057,50,2.0765464e-12,1.0,9.981153,13090320.0,13090320.0,2.0765464e-12,88.33803,50,24078440000000.0,2.7911923,24800,3567458,,2642.0867,13.265092,24078440000000.0,True,1989.3874063491821,-inf,-1.0,-235.93375,,4999.35,inf,0.4189424,-218.24261,4989.369
7,237.96,10.0,2369.8024230724227,10.0,1189.9613,,-inf,81157030000.0,4.3448127e-15,2349.8398,50,6.1608957e-10,1.0,19.962725,949035.94,949035.94,6.1608957e-10,1.6008264,50,81157030000.0,0.11632561,24850,3579356,,2369.8022,0.3554312,81157030000.0,True,1997.477532863617,-inf,-1.0,-235.72685,,4999.0913,inf,0.4189424,-234.17172,4979.1284
8,254.52,10.0,2535.2786336491013,10.0,1356.3804,,-inf,6010390000.0,1.6694698e-12,2525.2961,50,8.318928e-09,1.0,9.982419,15240484.0,15240484.0,8.318928e-09,367.94876,50,6010390000.0,10.455323,24900,3592082,,2535.2786,55.274597,6010390000.0,True,2004.6064546108246,-inf,-1.0,-215.49817,,4999.077,inf,0.4189424,-208.90262,4989.0947
9,281.16,10.0,2802.144220161237,10.0,1312.4281,,-inf,6192333300.0,6.031952e-13,2802.1443,50,8.074501e-09,1.0,,10541122.0,10541122.0,8.074501e-09,165.90318,50,6192333300.0,3.3833814,24950,3606140,,2802.1443,23.219429,6192333300.0,True,2015.110770702362,-inf,-1.0,-231.39938,,4999.197,inf,0.4189424,-225.27231,4999.197
10,255.7,10.0,2546.5094992181303,10.0,1272.471,,-inf,54140998000.0,9.021746e-16,2206.744,50,9.2351454e-10,1.0,339.7655,289058.4,289058.4,9.2351454e-10,62.125713,50,54140998000.0,1.2588027,25000,3618925,,2546.5095,8.695642,54140998000.0,True,2023.860812664032,-inf,-1.0,-233.22493,,4999.4043,inf,0.4189424,-223.10944,4659.6387
1,248.64,9.999999,2476.6752235889116,9.999999,1365.1302,,-10038121.0,1.0,0.1330705,2476.6753,51,50.0,1.0,,5200744400.0,7997500.5,50.0,11483.113,50,1.0,877.37555,25050,3631357,,2476.6753,2292.3484,1.0,True,2031.8528308868408,-6.678493e+19,-1.0,-249.5591,,4999.209,1.0711321e+27,0.4189424,-249.5591,4999.209
2,313.96,10.0,3132.5363765933616,10.0,1852.9906,,-inf,141712.4,1.3265146e-07,2852.7373,51,0.00035282725,1.0,279.79913,1123455.9,1123455.9,0.00035282725,1.1876019,50,141712.4,0.080853455,25100,3647055,,3132.5361,0.19899817,141712.4,True,2042.2032024860382,-inf,-1.0,-247.48383,,4999.133,inf,0.4189424,-245.22957,4719.3335
3,274.04,10.0,2732.078233573642,10.0,1782.0269,,-inf,3485036800.0,3.5904677e-07,2732.0784,51,1.4347051e-08,1.0,,4269937.0,4269937.0,1.43470515e-08,6.329073,50,3485036500.0,0.254297,25150,3660757,,2732.0784,0.9165558,3485036800.0,True,2052.19002366066,-inf,-1.0,-227.32146,,4999.21,inf,0.4189424,-219.90155,4999.21
4,302.32,10.0,3014.946185414295,10.0,1744.8372,,-inf,9435918.0,7.1727973e-06,3014.9463,51,5.2989017e-06,1.0,,8892415.0,8892415.0,5.2989017e-06,17.575144,50,9435918.0,0.8309111,25200,3675873,,3014.9463,3.299468,9435918.0,True,2062.095504760742,-inf,-1.0,-232.1144,,4999.16,inf,0.4189424,-229.0543,4999.16
5,300.06,10.0,2992.599257413431,10.0,1677.0106,,-inf,3016725.8,3.032255e-07,2652.807,51,1.657426e-05,1.0,339.79208,4572601300.0,4572601300.0,1.657426e-05,22745.436,50,3016725.8,455.2086,25250,3690876,,2992.5994,3184.3184,3016725.8,True,2071.409264087677,-inf,-1.0,-233.29446,,4999.2686,inf,0.4189424,-225.79007,4659.4766
6,268.34,10.0,2674.9873226711115,10.0,1747.7568,,-inf,5800306.5,2.2926262e-05,2635.0623,51,8.620234e-06,1.0,39.925003,43132010.0,43132010.0,8.620234e-06,297.17484,50,5800306.5,6.2998524,25300,3704293,,2674.9873,41.577675,5800306.5,True,2079.6912467479706,-inf,-1.0,-229.3009,,4999.3457,inf,0.4189424,-227.52826,4959.421
7,317.56,10.0,3168.09221310329,10.0,1773.6195,,-3.3611535e+21,6369.13,0.00011674225,3108.1763,51,0.007850366,1.0,59.915993,4893810.0,4893810.0,0.007850366,48.38309,50,6369.13,1.0711273,25350,3720171,,3168.0923,6.7748976,6369.13,True,2092.712475299835,-3.3611535e+21,-1.0,-252.71022,,4999.225,2.7130462e+30,0.4189424,-248.92844,4939.309
8,352.0,10.0,3512.987648241135,10.0,1645.9446,,-inf,2501333200.0,1.3901662e-05,3213.2715,51,1.998934e-08,1.0,299.71606,172554320.0,172554320.0,1.998934e-08,6271.761,50,2501333200.0,127.58422,25400,3737771,,3512.9878,877.8548,2501333200.0,True,2103.6677293777466,-inf,-1.0,-236.18625,,4999.2744,inf,0.4189424,-235.18077,4699.5586
9,310.62,10.0,3098.115126284865,10.0,1670.0303,,-inf,432221720000.0,2.1606052e-10,2738.3735,51,1.1568137e-10,1.0,359.74207,2024513.5,2024513.5,1.1568137e-10,8.0514,50,432221720000.0,0.3006532,25450,3753302,,3098.1152,1.2009213,432221720000.0,True,2113.7921979427338,-inf,-1.0,-222.63306,,4999.3125,inf,0.4189424,-221.04916,4639.5703
10,283.02,10.0,2822.2511619365805,10.0,1761.5286,,-inf,1144754.4,6.56492e-08,2472.4646,51,4.3677494e-05,1.0,349.78644,367910720.0,367910720.0,4.3677494e-05,1429.2758,50,1144754.4,28.722235,25500,3767453,,2822.2512,200.07938,1144754.4,True,2122.572350025177,-inf,-1.0,-234.81,,4999.3086,inf,0.4189424,-231.7558,4649.522
1,332.3,10.0,3315.5597095467792,10.0,1597.0145,,-15584213.0,1.0,0.18223584,3255.657,52,50.0,1.0,59.902725,1113457700.0,13543391.0,50.0,2535.8582,50,1.0,72.33764,25550,3784068,,3315.5596,354.95618,1.0,True,2134.2711868286133,-2.5771483e+21,-1.0,-232.3324,,4999.4453,1.5947141e+30,0.4189424,-232.3324,4939.5425
2,262.76,10.0,2618.9811017672614,10.0,1569.8683,,-inf,1614113.5,4.4248787e-09,2599.0208,52,3.0976757e-05,1.0,19.960318,40737104.0,40737104.0,3.0976757e-05,33.876976,50,1614113.5,3.9217188,25600,3797206,,2618.9812,8.282416,1614113.5,True,2144.604566335678,-inf,-1.0,-218.84222,,4999.3164,inf,0.4189424,-214.68341,4979.356
3,259.5,10.0,2585.536958686908,10.0,1352.3733,,-inf,608654.9,1.2653719e-09,2265.8005,52,8.214836e-05,1.0,319.73627,8493403.0,8493403.0,8.214836e-05,70.77179,50,608654.9,2.2386782,25650,3810181,,2585.537,10.082417,608654.9,True,2153.961092710495,-inf,-1.0,-221.83302,,4999.577,inf,0.4189424,-222.34782,4679.841
4,287.7,10.0,2867.4433037652134,10.0,1364.0123,,-inf,366552960.0,3.1521635e-10,2857.4624,52,1.3640593e-07,1.0,9.980532,33522546.0,33522546.0,1.3640593e-07,177.34564,50,366552960.0,7.774261,25700,3824566,,2867.4434,31.666706,366552960.0,True,2163.3391864299774,-inf,-1.0,-240.48521,,4999.422,inf,0.4189424,-237.09898,4989.4414
5,288.8,10.0,2878.080449317436,10.0,1271.0118,,-inf,8636037.0,1.5599291e-09,2508.2966,52,5.7896928e-06,1.0,369.78375,59345524.0,59345524.0,5.7896928e-06,120.60015,50,8636037.0,3.3395705,25750,3839006,,2878.0806,16.948126,8636037.0,True,2173.355908870697,-inf,-1.0,-209.90178,,4999.0815,inf,0.4189424,-210.39218,4629.298
6,253.22,10.0,2522.1903287638656,10.0,1257.5912,,-inf,2218170.5,1.2235911e-07,2512.21,52,2.2541099e-05,1.0,9.9804735,6971743.5,6971743.5,2.2541099e-05,10.690486,50,2218170.5,0.55176497,25800,3851667,,2522.1904,2.131993,2218170.5,True,2181.74942612648,-inf,-1.0,-235.14934,,4999.387,inf,0.4189424,-230.11234,4989.4067
7,295.14,10.0,2942.2833209989267,10.0,1299.4694,,-inf,544788.94,7.1496176e-10,2892.3704,52,9.177866e-05,1.0,49.912975,133047464.0,133047464.0,9.177866e-05,212.8582,50,544788.94,7.8507543,25850,3866424,,2942.2834,35.21249,544788.94,True,2189.300274848938,-inf,-1.0,-237.89197,,4999.213,inf,0.4189424,-239.12756,4949.3
8,279.86,10.0,2788.3866819385207,10.0,1288.3782,,-inf,12558724.0,5.6630667e-10,2788.3865,52,3.9812962e-06,1.0,,217274290.0,217274290.0,3.9812967e-06,375.21164,50,12558723.0,16.925755,25900,3880417,,2788.3865,71.29548,12558724.0,True,2197.253361940384,-inf,-1.0,-243.35106,,4999.0947,inf,0.4189424,-235.47815,4999.0947
9,299.8,10.0,2988.662247307866,10.0,1303.7074,,-inf,11162587.0,8.525534e-09,2198.9846,52,4.479248e-06,1.0,789.6776,891727800.0,891727800.0,4.479248e-06,1600.3221,50,11162587.0,43.870274,25950,3895407,,2988.662,225.65959,11162587.0,True,2208.5186245441437,-inf,-1.0,-240.92134,,4999.284,inf,0.4189424,-243.18343,4209.6064
10,294.8,10.0,2939.497283784781,10.0,1445.5306,,-inf,239252770.0,2.0313603e-08,2939.497,52,2.0898399e-07,1.0,,122088480.0,122088480.0,2.08984e-07,144.7188,50,239252750.0,6.659847,26000,3910147,,2939.497,22.015053,239252770.0,True,2217.347237586975,-inf,-1.0,-225.43098,,4999.5615,inf,0.4189424,-226.5796,4999.5615
1,265.44,10.0,2645.070965712204,10.0,1426.6829,,-11072651.0,1.0,0.09856421,2625.0986,53,50.0,1.0,19.972103,57376674000.0,9031825.0,50.0,230961.45,50,1.0,7856.1055,26050,3923419,,2645.071,35165.754,1.0,True,2226.899228334427,-4.9035123e+18,-1.0,-216.32971,,4999.458,5.773166e+24,0.4189424,-216.32971,4979.486
2,335.38,10.0,3347.103698670023,10.0,1766.7051,,-inf,1210735.5,0.00017580797,3337.1194,53,4.129721e-05,1.0,9.984461,1228404000.0,1228404000.0,4.129721e-05,3514.6787,50,1210735.5,73.53647,26100,3940188,,3347.1038,492.08466,1210735.5,True,2237.188345193863,-inf,-1.0,-235.2011,,4999.32,inf,0.4189424,-232.4733,4989.3354
3,293.22,10.0,2924.223425768085,10.0,1840.2703,,-inf,192865870.0,1.8376409e-07,2664.4172,53,2.592475e-07,1.0,259.80624,561142.3,561142.3,2.592475e-07,4.546157,50,192865870.0,0.14796919,26150,3954849,,2924.2234,0.65357125,192865870.0,True,2246.319665670395,-inf,-1.0,-231.40446,,4999.368,inf,0.4189424,-228.23184,4739.562
4,331.98,10.0,3312.4884274318906,10.0,1655.9989,,-inf,27474244000.0,1.4698069e-09,2972.7087,53,1.8198864e-09,1.0,339.77982,68216210.0,68216210.0,1.8198864e-09,177.16171,50,27474244000.0,3.6282828,26200,3971448,,3312.4888,24.792637,27474244000.0,True,2258.2536602020264,-inf,-1.0,-226.85423,,4999.408,inf,0.4189424,-223.29027,4659.6284
5,293.12,10.0,2923.146884762014,10.0,1693.5695,,-inf,9001613.0,5.7358e-07,2823.2866,53,5.55456e-06,1.0,99.86055,1235830.9,1235830.9,5.55456e-06,1.2677307,50,9001613.0,0.11694747,26250,3986104,,2923.147,0.2634849,9001613.0,True,2268.2068967819214,-inf,-1.0,-241.68765,,4999.305,inf,0.4189424,-238.1627,4899.445
6,344.32,10.0,3435.9358302218257,10.0,1674.2869,,-inf,3543832.8,2.0960845e-06,3425.9556,53,1.4109018e-05,1.0,9.980273,10906658.0,10906658.0,1.4109018e-05,78.07232,50,3543832.8,1.7390795,26300,4003320,,3435.936,10.92182,3543832.8,True,2279.1917135715485,-inf,-1.0,-241.30313,,4999.213,inf,0.4189424,-237.6154,4989.2324
7,329.12,10.0,3283.9508985548523,10.0,1689.5051,,-inf,13371126000.0,1.609627e-06,2924.2344,53,3.739401e-09,1.0,359.7164,5105236.5,5105236.5,3.739401e-09,8.098961,50,13371126000.0,0.36444846,26350,4019776,,3283.951,1.2643564,13371126000.0,True,2289.7893631458282,-inf,-1.0,-233.10307,,4999.417,inf,0.4189424,-229.67088,4639.7007
8,334.02,10.0,3332.911537888128,10.0,1680.9974,,-inf,103480.92,3.372921e-06,3043.1096,53,0.00048318086,1.0,289.80176,13778359.0,13778359.0,0.00048318086,29.206453,50,103480.92,0.69782776,26400,4036477,,3332.9116,4.1125503,103480.92,True,2303.3019394874573,-inf,-1.0,-246.12457,,4999.1675,inf,0.4189424,-243.95549,4709.3657
9,310.26,10.0,3094.7864471420103,10.0,1811.503,,-inf,3881071000.0,2.4120634e-06,3094.7861,53,1.2883041e-08,1.0,,30871038.0,30871038.0,1.2883041e-08,55.456257,50,3881071000.0,1.3114394,26450,4051990,,3094.7861,7.748478,3881071000.0,True,2311.271688938141,-inf,-1.0,-248.70941,,4999.1704,inf,0.4189424,-246.64671,4999.1704
10,350.74,10.0,3499.5342816680773,10.0,1508.359,,-inf,5952477.5,3.6066112e-07,3499.5342,53,8.399864e-06,1.0,,333489.6,333489.6,8.399864e-06,0.9891951,50,5952477.5,0.041276626,26500,4069527,,3499.5342,0.14531882,5952477.5,True,2325.4843051433563,-inf,-1.0,-243.95952,,4999.3584,inf,0.4189424,-241.44586,4999.3584
1,315.7,10.0,3149.5856278115994,10.0,1828.7961,,-15305125.0,1.0,0.47229445,3119.6274,54,50.0,1.0,29.958126,20004092000.0,13264385.0,50.0,52352.406,50,1.0,1078.232,26550,4085312,,3149.5857,7325.1836,1.0,True,2335.823705434799,-2.5835149e+20,-1.0,-257.36444,,4999.346,1.60273e+28,0.4189424,-257.36444,4969.388
2,290.84,10.0,2899.113986453902,10.0,1361.4921,,-inf,7291943.5,2.5192284e-10,2889.1318,54,6.8568825e-06,1.0,9.9821825,121599300.0,121599300.0,6.8568825e-06,177.23743,50,7291943.5,6.8113847,26600,4099854,,2899.114,26.591082,7291943.5,True,2346.2839629650116,-inf,-1.0,-216.32463,,4999.21,inf,0.4189424,-211.21498,4989.2275
3,303.72,10.0,3028.5303404485107,10.0,1494.7922,,-inf,404140.8,1.7221526e-08,3008.5671,54,0.00012371925,1.0,19.962994,14856138.0,14856138.0,0.00012371925,46.96324,50,404140.8,1.5649298,26650,4115040,,3028.5303,6.7586937,404140.8,True,2357.3603785037994,-inf,-1.0,-230.38898,,4999.324,inf,0.4189424,-230.39764,4979.3613
4,291.32,10.0,2904.290743989595,10.0,1362.7867,,-inf,672919.6,8.268078e-11,2864.368,54,7.4303076e-05,1.0,39.922737,130186950.0,130186950.0,7.4303076e-05,219.44087,50,672919.6,8.39237,26700,4129606,,2904.2905,34.292564,672919.6,True,2366.50399017334,-inf,-1.0,-242.43938,,4999.158,inf,0.4189424,-241.9634,4959.2354
5,272.84,10.0,2718.6647015350964,10.0,1488.8964,,-inf,879285000.0,6.9621082e-09,2698.6995,54,5.6864383e-08,1.0,19.965282,22285244.0,22285244.0,5.6864383e-08,82.50233,50,879285000.0,3.2761374,26750,4143248,,2718.6648,12.083055,879285000.0,True,2375.194206237793,-inf,-1.0,-223.44992,,4999.1475,inf,0.4189424,-224.59003,4979.182
6,282.38,10.0,2814.25313322899,10.0,1320.7401,,-inf,42055110.0,1.3447884e-10,2464.534,54,1.1889161e-06,1.0,349.7192,2767333.8,2767333.8,1.1889161e-06,54.6194,50,42055110.0,1.5355098,26800,4157367,,2814.2532,7.8929276,42055110.0,True,2385.3003273010254,-inf,-1.0,-242.27785,,4999.313,inf,0.4189424,-241.85959,4649.5938
7,266.2,10.0,2652.1716954908957,10.0,1360.7428,,-inf,15657976.0,2.464846e-09,2632.205,54,3.1932607e-06,1.0,19.966755,13369446.0,13369446.0,3.1932607e-06,68.687584,50,15657976.0,3.3623416,26850,4170677,,2652.1719,11.73145,15657976.0,True,2394.794323205948,-inf,-1.0,-229.00798,,4999.3423,inf,0.4189424,-224.9997,4979.3755
8,274.86,10.0,2738.5050084296854,10.0,1079.7345,,-inf,5478650.0,6.7128796e-11,2019.0223,54,9.1263355e-06,1.0,719.48254,51173356.0,51173356.0,9.1263355e-06,518.4873,50,5478650.0,10.458776,26900,4184420,,2738.505,72.57649,5478650.0,True,2403.5385406017303,-inf,-1.0,-218.23663,,4998.6978,inf,0.4189424,-208.34567,4279.2153
9,300.76,10.0,2998.029343802766,10.0,1239.8453,,-inf,185157650.0,1.934975e-09,2228.6526,54,2.7004015e-07,1.0,769.37695,739075000.0,739075000.0,2.7004015e-07,2056.9248,50,185157650.0,52.03265,26950,4199458,,2998.029,290.14694,185157650.0,True,2414.171779155731,-inf,-1.0,-244.64638,,4999.2314,inf,0.4189424,-240.28311,4229.8545
10,274.94,10.0,2739.9497268447526,10.0,1235.9796,,-inf,17067244.0,7.994373e-10,2719.988,54,2.9295884e-06,1.0,19.961424,29987498.0,29987498.0,2.9295884e-06,229.27481,50,17067244.0,5.1187153,27000,4213205,,2739.9497,32.158222,17067244.0,True,2423.920077562332,-inf,-1.0,-228.48312,,4999.3867,inf,0.4189424,-227.96983,4979.4253
1,278.36,10.0,2774.522370763256,10.0,1390.2717,,-11671558.0,1.0,0.093663946,2764.5393,55,50.0,1.0,9.983046,3488329700.0,9630830.0,50.0,4370.019,50,1.0,447.21875,27050,4227123,,2774.5222,809.44293,1.0,True,2432.5773112773895,-4917163600000000.0,-1.0,-214.55547,,4999.335,5.8059206e+18,0.4189424,-214.55547,4989.352
2,313.78,10.0,3130.565261208857,10.0,1844.302,,-inf,51786750000.0,1.1080364e-06,3110.603,55,9.654979e-10,1.0,19.961878,28844446.0,28844446.0,9.654979e-10,46.562233,50,51786750000.0,1.2211792,27100,4242812,,3130.5654,6.57192,51786750000.0,True,2441.5171399116516,-inf,-1.0,-236.14621,,4999.3594,inf,0.4189424,-235.34364,4979.3975
3,303.84,10.0,3030.4482914369537,10.0,1799.8741,,-inf,73529320.0,8.140585e-09,2970.5532,55,6.800008e-07,1.0,59.8948,419821.06,419821.06,6.800008e-07,0.86445785,50,73529320.0,0.08066512,27150,4258004,,3030.4485,0.17308201,73529320.0,True,2451.6302967071533,-inf,-1.0,-226.80753,,4999.455,inf,0.4189424,-223.46693,4939.56
4,289.5,10.0,2887.5684378448514,10.0,1850.7617,,-inf,945764000.0,5.225108e-10,2877.5874,55,5.2867314e-08,1.0,9.98088,10953389.0,10953389.0,5.286731e-08,34.507206,50,945764030.0,0.8345675,27200,4272479,,2887.5684,4.8301487,945764000.0,True,2461.0407254695892,-inf,-1.0,-242.20004,,4999.2734,inf,0.4189424,-237.71785,4989.2925
5,349.96,10.0,3492.5743103045784,10.0,1622.4497,,-inf,8036870.0,2.6957002e-06,3122.9019,55,6.2213276e-06,1.0,369.67236,3518933.2,3518933.2,6.2213276e-06,5.8670278,50,8036870.0,0.17211197,27250,4289977,,3492.5745,0.82175505,8036870.0,True,2472.379458665848,-inf,-1.0,-239.45224,,4999.3936,inf,0.4189424,-238.80472,4629.721
6,316.7,10.0,3159.37526671075,10.0,1755.0531,,-inf,8824434000.0,3.130525e-08,2779.6726,55,5.666086e-09,1.0,379.70264,14715464.0,14715464.0,5.666086e-09,52.497715,50,8824434000.0,1.3999236,27300,4305812,,3159.3752,7.448254,8824434000.0,True,2483.2080149650574,-inf,-1.0,-250.07504,,4999.2876,inf,0.4189424,-244.37384,4619.585
7,316.66,10.0,3159.571085089795,10.0,1809.4451,,-inf,69747110000.0,9.092541e-08,3159.5713,55,7.1687556e-10,1.0,,132022220.0,132022220.0,7.1687556e-10,909.44604,50,69747110000.0,18.452341,27350,4321645,,3159.5713,127.28688,69747110000.0,True,2496.3673791885376,-inf,-1.0,-242.41435,,4999.2744,inf,0.4189424,-235.33524,4999.2744
8,313.26,10.0,3125.288187094607,10.0,1778.7767,,-inf,64545412.0,5.1280782e-08,3115.308,55,7.746484e-07,1.0,9.980058,8085446.5,8085446.5,7.7464847e-07,26.661848,50,64545410.0,0.9261161,27400,4337308,,3125.2878,4.2973614,64545412.0,True,2507.567085981369,-inf,-1.0,-249.90785,,4999.299,inf,0.4189424,-247.67484,4989.319
9,308.1,10.0,3073.1687077626666,10.0,1755.2257,,-inf,1048759.5,4.149171e-08,3053.2053,55,4.7675374e-05,1.0,19.96345,276115700.0,276115700.0,4.7675374e-05,1028.3696,50,1048759.5,21.629986,27450,4352713,,3073.1687,143.97519,1048759.5,True,2517.6584799289703,-inf,-1.0,-250.24127,,4999.2734,inf,0.4189424,-245.52983,4979.31
10,292.26,9.999999,2913.9977678698474,9.999999,1738.1898,,-inf,328956.9,2.0790746e-06,2904.0168,55,0.0001519956,1.0,9.980706,5338849.5,5338849.5,0.0001519956,184.76236,50,328956.9,3.8227954,27500,4367326,,2913.9978,25.850338,328956.9,True,2527.7157418727875,-inf,-1.0,-251.14758,,4999.231,inf,0.4189424,-245.17015,4989.2505
1,385.0,10.0,3843.416410527348,10.0,1410.817,,-18803144.0,1.0,0.6114183,3433.7944,56,50.0,1.0,409.62195,1611212700.0,16762254.0,50.0,2204.133,50,1.0,69.899574,27550,4386576,,3843.4165,310.64078,1.0,True,2540.113750934601,-3.5448994e+19,-1.0,-235.78873,,4999.52,3.0170733e+26,0.4189424,-235.78873,4589.898
2,305.92,10.0,3050.250841777215,10.0,1364.9468,,-inf,57685690.0,5.284603e-10,2650.5706,56,8.6676613e-07,1.0,399.68018,258930780.0,258930780.0,8.6676613e-07,1915.5101,50,57685690.0,43.69902,27600,4401872,,3050.251,268.46844,57685690.0,True,2550.7831082344055,-inf,-1.0,-230.96812,,4999.5244,inf,0.4189424,-232.05847,4599.844
3,280.26,10.0,2792.9124337761996,10.0,1344.5062,,-inf,4254140.0,2.8570908e-09,2792.9126,56,1.1753257e-05,1.0,,19968810.0,19968810.0,1.1753257e-05,39.342377,50,4254140.0,1.981789,27650,4415885,,2792.9126,6.911241,4254140.0,True,2557.681481361389,-inf,-1.0,-230.53014,,4999.2227,inf,0.4189424,-225.87042,4999.2227
