Inner Iteration,EpLenMean,ReturnStepMax,EpRewMean,ReturnStepMaxmin,InitialReturnStd,StdWReturnMean,InitialBound,EmpiricalD2Arithmetic,MinIW,OptimizationReturnMean,Iteration,ESSRenyiArithmetic,Epsilon,InitialReturnMin,ReturnMeanIW,WReturnMean,ESSRenyiHarmonic,MaxIW,EpThisIter,EmpiricalD2Harmonic,MeanIW,EpisodesSoFar,TimestepsSoFar,LearnableVariance,InitialReturnMean,StdIW,MeanD2-0,Penalization,TimeElapsed,Bound,VarianceInitializer,MinTargetPdf,OptimizationReturnMin,InitialReturnMax,DivergenceHarmonic,MeanEntropy,MinBehavPdf,OptimizationReturnMax
4,263.16,10.0,2621.3621173102765,10.0,1234.3591,,-inf,3050176.0,2.7688496e-09,2621.3623,56,1.6392496e-05,1.0,,13483591.0,13483591.0,1.6392496e-05,52.979748,50,3050176.0,3.1817713,27700,4429043,,2621.3623,10.741939,3050176.0,True,2567.288373231888,-inf,-1.0,-235.0004,,4999.167,inf,0.4189424,-233.37898,4999.167
5,257.24,10.0,2562.6259006950945,10.0,1199.0525,,-inf,314325.34,9.575136e-09,2202.8174,56,0.00015907086,1.0,359.80853,5621852.5,5621852.5,0.00015907086,23.322485,50,314325.34,1.209249,27750,4441905,,2562.6257,4.2068396,314325.34,True,2575.1229405403137,-inf,-1.0,-226.13162,,4999.33,inf,0.4189424,-221.45795,4639.5215
6,255.26,10.0,2542.6568201152,10.0,1346.5199,,-inf,12920364.0,3.7251674e-10,2542.657,56,3.86986e-06,1.0,,33121630.0,33121630.0,3.8698604e-06,57.197422,50,12920363.0,2.2863696,27800,4454668,,2542.657,9.105198,12920364.0,True,2583.0963740348816,-inf,-1.0,-213.3919,,4999.0923,inf,0.4189424,-215.1124,4999.0923
7,292.9,10.0,2920.259744728874,10.0,1472.385,,-inf,1617904.1,1.42736605e-08,2920.2598,56,3.090418e-05,1.0,,75052390.0,75052390.0,3.090418e-05,93.127174,50,1617904.1,3.8897593,27850,4469313,,2920.2598,14.578628,1617904.1,True,2592.1051349639893,-inf,-1.0,-234.68279,,4999.4287,inf,0.4189424,-233.01959,4999.4287
8,272.7,10.0,2716.8804984238395,10.0,1282.9056,,-inf,6850139.0,2.7111964e-09,2706.901,56,7.299122e-06,1.0,9.979634,38724530.0,38724530.0,7.299122e-06,102.92522,50,6850139.0,3.8788593,27900,4482948,,2716.8806,15.597052,6850139.0,True,2599.982931613922,-inf,-1.0,-232.31079,,4999.052,inf,0.4189424,-230.48239,4989.0723
9,255.52,10.0,2545.5812231325654,10.0,1286.3209,,-inf,1123715.6,2.5963547e-09,2235.8872,56,4.4495242e-05,1.0,309.69394,44751856000.0,44751856000.0,4.4495242e-05,89506.734,50,1123715.6,1794.0522,27950,4495724,,2545.5813,12530.395,1123715.6,True,2607.752609014511,-inf,-1.0,-236.83775,,4999.253,inf,0.4189424,-236.85938,4689.559
10,246.04,10.0,2450.3315294186555,10.0,1247.6556,,-inf,4630044.5,1.4399935e-09,2430.3726,56,1.0799033e-05,1.0,19.959219,651188030.0,651188030.0,1.0799033e-05,1098.3413,50,4630044.5,42.61731,28000,4508026,,2450.3315,168.40967,4630044.5,True,2617.912981271744,-inf,-1.0,-216.4056,,4998.888,inf,0.4189424,-219.90637,4978.929
1,272.64,10.0,2716.784348507222,10.0,1246.8586,,-10976484.0,1.0,0.20328714,2227.208,57,50.0,1.0,489.57642,4950513000.0,8935573.0,50.0,18856.629,50,1.0,908.7244,28050,4521658,,2716.7844,2928.5215,1.0,True,2627.527321577072,-4.3545235e+16,-1.0,-224.82365,,4999.5615,4.5524457e+20,0.4189424,-224.82365,4509.9854
2,334.12,10.0,3334.3012107023137,10.0,1740.4187,,-inf,57183524.0,1.6856453e-07,3034.5046,57,8.7437775e-07,1.0,299.79633,248027040.0,248027040.0,8.7437775e-07,580.74915,50,57183524.0,15.5176735,28100,4538364,,3334.3013,84.001526,57183524.0,True,2638.044378757477,-inf,-1.0,-252.7329,,4999.3174,inf,0.4189424,-244.93492,4699.521
3,332.52,10.0,3318.3176095593294,10.0,1828.4185,,-inf,348913120.0,9.696467e-10,3308.3357,57,1.4330215e-07,1.0,9.981944,509832320.0,509832320.0,1.4330215e-07,3704.4885,50,348913120.0,74.20694,28150,4554990,,3318.3174,518.61176,348913120.0,True,2650.172766685486,-inf,-1.0,-245.93037,,4999.372,inf,0.4189424,-239.81201,4989.39
4,364.14,10.0,3635.5065306340803,10.0,1633.3627,,-inf,782744.75,8.980793e-06,3165.8252,57,6.3877786e-05,1.0,469.68124,1354233.1,1354233.1,6.3877786e-05,1.1368893,50,782744.75,0.071431555,28200,4573197,,3635.5063,0.19293734,782744.75,True,2661.227204322815,-inf,-1.0,-248.18925,,4999.388,inf,0.4189424,-244.20662,4529.707
5,340.92,10.0,3401.807133938119,10.0,1576.6534,,-inf,386758850.0,2.162716e-10,3391.8257,57,1.2927953e-07,1.0,9.98158,1053133000.0,1053133000.0,1.2927953e-07,5704.3643,50,386758850.0,181.95123,28250,4590243,,3401.8071,917.7913,386758850.0,True,2672.9522716999054,-inf,-1.0,-226.50879,,4999.567,inf,0.4189424,-223.44357,4989.5854
6,360.78,10.0,3601.7007642466633,10.0,1737.571,,-inf,188381.58,2.6451113e-08,3601.7007,57,0.00026541873,1.0,,165239170.0,165239170.0,0.00026541873,4648.1,50,188381.58,93.502396,28300,4608282,,3601.7007,650.6598,188381.58,True,2683.7077989578247,-inf,-1.0,-233.48647,,4999.457,inf,0.4189424,-226.9614,4999.457
7,353.38,10.0,3527.3606650189627,10.0,1718.9629,,-inf,91878800.0,2.7376682e-08,3527.3606,57,5.441952e-07,1.0,,16150891.0,16150891.0,5.441952e-07,45.408726,50,91878800.0,1.1671945,28350,4625951,,3527.3606,6.3789883,91878800.0,True,2695.540946483612,-inf,-1.0,-221.74377,,4999.546,inf,0.4189424,-216.5411,4999.546
8,305.96,10.0,3051.3816129051133,10.0,1739.341,,-inf,1041952.06,2.981612e-08,3041.4004,57,4.7986854e-05,1.0,9.981211,4186741000.0,4186741000.0,4.798685e-05,18858.643,50,1041952.1,397.91348,28400,4641249,,3051.3816,2639.0251,1041952.06,True,2707.029614686966,-inf,-1.0,-239.69725,,4999.482,inf,0.4189424,-231.03314,4989.5005
9,337.0,10.0,3362.790692995621,10.0,1631.213,,-inf,1286271.1,6.8988766e-07,3332.8481,57,3.8872055e-05,1.0,29.942612,838234.9,838234.9,3.8872055e-05,0.95528924,50,1286271.1,0.074215166,28450,4658099,,3362.7905,0.17283317,1286271.1,True,2718.236186027527,-inf,-1.0,-252.22829,,4999.261,inf,0.4189424,-247.48714,4969.319
10,354.52,10.0,3538.4275503039216,10.0,1700.2507,,-inf,30302690.0,4.0186794e-07,3508.4673,57,1.6500185e-06,1.0,29.960339,1305866900.0,1305866900.0,1.6500186e-06,2601.0696,50,30302688.0,52.305298,28500,4675825,,3538.4277,364.11118,30302690.0,True,2729.5190279483795,-inf,-1.0,-262.71323,,4999.309,inf,0.4189424,-261.3883,4969.3486
1,311.92,10.0,3111.5727859077247,10.0,1732.2465,,-14723206.0,1.0,0.07954858,3081.6182,58,50.0,1.0,29.954536,494858240.0,12682562.0,50.0,402.4082,50,1.0,32.130238,28550,4691421,,3111.5725,66.28576,1.0,True,2741.7554709911346,-1.2778685e+17,-1.0,-216.23099,,4999.23,3.9214902e+21,0.4189424,-216.23099,4969.2754
2,308.64,10.0,3077.2173978015257,10.0,1187.4369,,-inf,3390354.5,2.74436e-08,1977.9235,58,1.474772e-05,1.0,1099.294,3032383500.0,3032383500.0,1.4747721e-05,8105.5576,50,3390354.2,189.81406,28600,4706853,,3077.2175,1139.1609,3390354.5,True,2752.6277186870575,-inf,-1.0,-225.91821,,4999.5425,inf,0.4189424,-223.81424,3900.2485
3,306.1,10.0,3052.88400811533,10.0,1500.9158,,-8.930972e+20,5436.982,9.895194e-08,3042.904,58,0.009196279,1.0,9.979915,2607870500.0,2607870500.0,0.009196279,3729.2725,50,5436.982,105.87009,28650,4722158,,3052.884,536.1059,5436.982,True,2761.806615829468,-8.930972e+20,-1.0,-250.54929,,4999.362,1.915272e+29,0.4189424,-249.9276,4989.382
4,278.7,10.0,2777.577641378556,10.0,1262.1948,,-1.7479908e+23,21126.35,9.717023e-09,1998.0496,58,0.0023667128,1.0,779.5282,132018880.0,132018880.0,0.0023667128,142.02367,50,21126.35,9.402167,28700,4736093,,2777.578,28.725922,21126.35,True,2771.484799861908,-1.7479908e+23,-1.0,-218.48874,,4999.2866,7.3373195e+33,0.4189424,-219.00603,4219.7583
5,294.28,10.0,2933.8831948370325,10.0,1280.1165,,-3.295967e+24,65936.48,2.4108937e-07,2564.1084,58,0.0007583056,1.0,369.7749,65840176.0,65840176.0,0.0007583056,206.87035,50,65936.48,6.2552137,28750,4750807,,2933.883,29.305248,65936.48,True,2783.5345764160156,-3.295967e+24,-1.0,-236.9382,,4999.159,2.6089701e+36,0.4189424,-236.68376,4629.3843
6,292.96,10.0,2920.2920878817863,10.0,1261.4921,,-inf,368600.3,1.1563183e-07,2560.642,58,0.00013564828,1.0,359.64996,30245040.0,30245040.0,0.00013564828,34.65601,50,368600.3,3.6073072,28800,4765455,,2920.2922,8.65201,368600.3,True,2794.116222858429,-inf,-1.0,-229.3494,,4999.4824,inf,0.4189424,-223.39381,4639.8325
7,324.74,10.0,3239.1010211778853,10.0,1395.9084,,-inf,137520.44,1.7626157e-08,3219.132,58,0.0003635823,1.0,19.968761,27171366.0,27171366.0,0.0003635823,175.70258,50,137520.44,4.5946655,28850,4781692,,3239.1008,24.93179,137520.44,True,2805.3073201179504,-inf,-1.0,-225.17505,,4999.531,inf,0.4189424,-226.93948,4979.562
8,260.4,10.0,2594.1906440531266,10.0,1213.8367,,-6.1444894e+23,39272.9,1.7711294e-07,2584.2073,58,0.0012731426,1.0,9.983176,4002225.0,4002225.0,0.0012731426,85.88773,50,39272.9,2.5626566,28900,4794712,,2594.1907,12.25886,39272.9,True,2813.8613789081573,-6.1444894e+23,-1.0,-238.79286,,4999.3105,9.066139e+34,0.4189424,-238.79655,4989.327
9,291.0,10.0,2900.6772853338152,10.0,1206.3136,,-1.0626586e+22,15074.263,5.211935e-08,2460.9614,58,0.0033169119,1.0,439.71573,221770030.0,221770030.0,0.0033169119,269.71924,50,15074.263,9.977386,28950,4809262,,2900.6772,41.956295,15074.263,True,2822.485127210617,-1.0626586e+22,-1.0,-239.09741,,4999.038,2.71227e+31,0.4189424,-239.16808,4559.3223
10,271.38,10.0,2704.308171665314,10.0,1373.6804,,-8.7399845e+22,23133.758,2.5385443e-08,2704.308,58,0.0021613436,1.0,,46649250.0,46649250.0,0.0021613436,66.38865,50,23133.758,3.812185,29000,4822831,,2704.308,13.037568,23133.758,True,2831.9097101688385,-8.7399845e+22,-1.0,-218.03598,,4999.323,1.8342889e+33,0.4189424,-217.6966,4999.323
1,264.94,10.0,2639.3426444680035,10.0,1081.1917,,-10175877.0,1.0,0.051143803,2259.6865,59,50.0,1.0,379.65613,11274098000.0,8135105.0,50.0,23386.309,50,1.0,1928.4543,29050,4836078,,2639.3425,4571.315,1.0,True,2841.736533164978,-6.526993e+20,-1.0,-220.22525,,4999.3936,1.0229356e+29,0.4189424,-220.22525,4619.7373
2,349.1,10.0,3483.8653312327656,10.0,1568.9863,,-inf,52043796.0,1.0262336e-05,3154.125,59,9.607293e-07,1.0,329.74017,9841018.0,9841018.0,9.607293e-07,286.63312,50,52043796.0,5.9200153,29100,4853533,,3483.8652,40.113808,52043796.0,True,2852.538722515106,-inf,-1.0,-239.95891,,4999.3765,inf,0.4189424,-234.2154,4669.636
3,338.3,10.0,3375.93018189406,10.0,1756.4696,,-inf,1289481.6,2.8228198e-05,3066.2178,59,3.877527e-05,1.0,309.71237,2095293.8,2095293.8,3.877527e-05,3.5813015,50,1289481.6,0.10908648,29150,4870448,,3375.9307,0.50849473,1289481.6,True,2864.2778475284576,-inf,-1.0,-240.65695,,4999.4043,inf,0.4189424,-239.41109,4689.692
4,309.66,10.0,3088.6163686791074,10.0,1650.726,,-inf,475106.3,5.2656983e-06,3088.6165,59,0.000105239604,1.0,,173877900.0,173877900.0,0.0001052396,2012.9893,50,475106.34,40.439964,29200,4885931,,3088.6165,281.79318,475106.3,True,2874.1292328834534,-inf,-1.0,-257.6891,,4999.293,inf,0.4189424,-255.77023,4999.293
5,367.56,10.0,3669.864507766685,10.0,1768.0363,,-inf,5454183.0,2.4067035e-07,3639.9138,59,9.1672755e-06,1.0,29.951027,1107339.6,1107339.6,9.1672755e-06,0.8887808,50,5454183.0,0.091608934,29250,4904309,,3669.8643,0.21914761,5454183.0,True,2887.3092410564423,-inf,-1.0,-243.49568,,4999.237,inf,0.4189424,-243.41292,4969.2856
6,358.94,10.0,3582.7514039044313,10.0,1694.7552,,-inf,904597500.0,2.0842135e-05,3582.7515,59,5.52732e-08,1.0,,971449.7,971449.7,5.52732e-08,1.0090592,50,904597500.0,0.105743125,29300,4922256,,3582.7515,0.23670058,904597500.0,True,2899.6485936641693,-inf,-1.0,-253.42046,,4999.3984,inf,0.4189424,-249.11876,4999.3984
7,330.92,10.0,3301.9300253431256,10.0,1696.1246,,-inf,15561961.0,1.6025744e-07,3291.949,59,3.2129626e-06,1.0,9.980888,38488628.0,38488628.0,3.2129626e-06,229.08247,50,15561961.0,4.686505,29350,4938802,,3301.93,32.057617,15561961.0,True,2909.430892944336,-inf,-1.0,-241.29964,,4999.392,inf,0.4189424,-236.27399,4989.411
8,331.12,10.0,3303.7298974660002,10.0,1613.5404,,-inf,1132831.2,1.0307849e-05,3283.768,59,4.41372e-05,1.0,19.961678,1201636.5,1201636.5,4.41372e-05,3.1367538,50,1132831.2,0.11446974,29400,4955358,,3303.73,0.4722649,1132831.2,True,2920.8600459098816,-inf,-1.0,-232.14514,,4999.471,inf,0.4189424,-230.94453,4979.5093
9,381.26,10.0,3806.3979905452497,10.0,1498.9254,,-inf,91925100.0,8.831071e-07,3376.6768,59,5.4392103e-07,1.0,429.7212,48996470.0,48996470.0,5.4392103e-07,183.56245,50,91925100.0,6.5828986,29450,4974421,,3806.3982,30.43014,91925100.0,True,2934.3358929157257,-inf,-1.0,-255.07112,,4999.2183,inf,0.4189424,-253.0206,4569.497
10,368.04,10.0,3674.282679592274,10.0,1659.6515,,-inf,6681451.5,3.5140326e-06,3354.588,59,7.483404e-06,1.0,319.6948,1051593.2,1051593.2,7.483404e-06,0.36352694,50,6681451.5,0.047265362,29500,4992823,,3674.2827,0.087916695,6681451.5,True,2946.44877910614,-inf,-1.0,-234.42107,,4999.3877,inf,0.4189424,-232.01088,4679.693
1,333.66,10.0,3329.6535109518218,10.0,1796.7574,,-16355693.0,1.0,0.094470605,3319.673,60,50.0,1.0,9.980307,307630080.0,14314929.0,50.0,132.34425,50,1.0,19.204016,29550,5009506,,3329.6533,27.40058,1.0,True,2958.3533976078033,-3.2416567e+19,-1.0,-238.13899,,4999.375,2.5232628e+26,0.4189424,-238.13899,4989.3945
2,262.82,10.0,2618.1738927299807,10.0,1157.8566,,-inf,1407320.1,2.671087e-10,2148.5942,60,3.552852e-05,1.0,469.57953,6152921.0,6152921.0,3.552852e-05,15.406285,50,1407320.1,0.7357908,29600,5022647,,2618.1738,2.7272677,1407320.1,True,2968.1044521331787,-inf,-1.0,-212.29878,,4999.3755,inf,0.4189424,-211.25772,4529.796
3,308.9,10.0,3079.5143873676216,10.0,1183.6761,,-inf,2493641.5,1.918804e-09,2709.856,60,2.0050999e-05,1.0,369.65854,32226712.0,32226712.0,2.0050999e-05,198.34512,50,2493641.5,7.071415,29650,5038092,,3079.5144,31.90572,2493641.5,True,2978.4227459430695,-inf,-1.0,-243.52928,,4999.401,inf,0.4189424,-235.33795,4629.742
4,331.28,10.0,3304.193182424867,10.0,1361.9343,,-inf,745307.75,9.680501e-10,2494.7998,60,6.708638e-05,1.0,809.39355,31752832.0,31752832.0,6.708638e-05,31.820587,50,745307.75,1.3263451,29700,5054656,,3304.193,5.124062,745307.75,True,2988.7872030735016,-inf,-1.0,-225.95328,,4999.121,inf,0.4189424,-223.25233,4189.7275
5,279.28,10.0,2783.349045506718,10.0,1411.2643,,-inf,12986659.0,2.0647174e-10,2763.377,60,3.850105e-06,1.0,19.971874,5494731.0,5494731.0,3.850105e-06,4.19925,50,12986659.0,0.47034717,29750,5068620,,2783.349,1.066658,12986659.0,True,2997.6499168872833,-inf,-1.0,-245.67558,,4999.2134,inf,0.4189424,-246.32542,4979.2417
6,276.54,9.999999,2756.1566903447347,9.999999,1394.5846,,-inf,6657492.5,1.2811629e-08,2746.1768,60,7.5103353e-06,1.0,9.979829,86208700.0,86208700.0,7.5103353e-06,142.73625,50,6657492.5,5.7116437,29800,5082447,,2756.157,23.399645,6657492.5,True,3007.9778203964233,-inf,-1.0,-231.48943,,4999.2197,inf,0.4189424,-229.52931,4989.2397
7,319.2,10.0,3183.4917527531084,10.0,1333.5648,,-inf,1318733.6,2.47744e-09,2104.1917,60,3.7915164e-05,1.0,1079.3,34915730.0,34915730.0,3.7915164e-05,40.216404,50,1318733.6,1.957493,29850,5098407,,3183.492,7.041583,1318733.6,True,3021.0212292671204,-inf,-1.0,-233.64856,,4999.4883,inf,0.4189424,-234.83041,3920.1882
8,279.5,10.0,2784.876941516153,10.0,1210.5786,,-inf,54023628.0,1.2721714e-10,2784.877,60,9.2552096e-07,1.0,,4763701.0,4763701.0,9.2552096e-07,25.979134,50,54023628.0,1.0168854,29900,5112382,,2784.877,3.9329188,54023628.0,True,3031.184856414795,-inf,-1.0,-226.31955,,4999.216,inf,0.4189424,-226.0211,4999.216
9,316.22,10.0,3153.0962638995784,10.0,1323.1881,,-inf,426964380.0,5.5429933e-10,2683.405,60,1.17105785e-07,1.0,469.6911,41971330.0,41971330.0,1.171058e-07,115.69898,50,426964350.0,5.169019,29950,5128193,,3153.0962,20.727917,426964380.0,True,3041.236603975296,-inf,-1.0,-227.66582,,4999.502,inf,0.4189424,-223.81929,4529.811
10,319.8,10.0,3189.449996660212,10.0,1391.1636,,-inf,2296645.5,1.0885575e-09,3149.512,60,2.1770882e-05,1.0,39.93834,85119870.0,85119870.0,2.1770882e-05,85.30587,50,2296645.5,5.57115,30000,5144183,,3189.45,17.082857,2296645.5,True,3053.852966785431,-inf,-1.0,-227.64148,,4999.3867,inf,0.4189424,-228.15582,4959.448
1,296.18,10.0,2952.462567753009,10.0,1250.765,,-12322326.0,1.0,0.0760159,2942.4822,61,50.0,1.0,9.980552,29399417000.0,10281448.0,50.0,54864.85,50,1.0,3089.3596,30050,5158992,,2952.4624,9554.516,1.0,True,3065.131348133087,-2.6153698e+19,-1.0,-233.39156,,4999.5195,1.6422695e+26,0.4189424,-233.39156,4989.539
2,352.98,10.0,3523.643780971713,10.0,1774.2225,,-6.8677273e+22,26202.697,1.3763669e-06,3463.735,61,0.0019082004,1.0,59.908558,18989822.0,18989822.0,0.0019082004,41.447445,50,26202.697,0.89190215,30100,5176641,,3523.6438,5.7959633,26202.697,True,3076.1812262535095,-6.8677273e+22,-1.0,-231.147,,4999.156,1.1327411e+33,0.4189424,-230.94139,4939.247
3,289.68,10.0,2889.0272419409093,10.0,1749.3893,,-inf,226884.69,9.861332e-05,2779.1968,61,0.00022037627,1.0,109.83028,641828.25,641828.25,0.00022037629,1.2380803,50,226884.67,0.096659996,30150,5191125,,2889.027,0.22976372,226884.69,True,3087.8959164619446,-inf,-1.0,-219.86209,,4999.3613,inf,0.4189424,-216.37886,4889.5312
4,355.48,10.0,3547.4874659642783,10.0,1541.9962,,-1.3765001e+24,51348.98,2.2479471e-06,3537.5078,61,0.0009737292,1.0,9.97998,227564820.0,227564820.0,0.00097372907,472.80896,50,51348.984,9.740559,30200,5208899,,3547.4878,66.16294,51348.98,True,3099.6216337680817,-1.3765001e+24,-1.0,-233.63245,,4999.2627,4.5500892e+35,0.4189424,-236.71179,4989.2827
5,343.36,10.0,3427.2920151433586,10.0,1744.8112,,-inf,2750872.8,2.521195e-06,3417.3118,61,1.817605e-05,1.0,9.980111,108494560.0,108494560.0,1.817605e-05,203.09833,50,2750872.8,4.392742,30250,5226067,,3427.2922,28.426674,2750872.8,True,3112.94886136055,-inf,-1.0,-244.80682,,4999.3125,inf,0.4189424,-241.92754,4989.3325
6,342.64,10.0,3419.9887447774977,10.0,1769.5598,,-inf,15088348.0,2.9250737e-05,3390.035,61,3.3138153e-06,1.0,29.953766,15009561.0,15009561.0,3.3138153e-06,15.630225,50,15088348.0,0.88507605,30300,5243199,,3419.9885,3.0048563,15088348.0,True,3123.493020296097,-inf,-1.0,-238.76486,,4999.3613,inf,0.4189424,-238.9168,4969.4077
7,334.46,10.0,3338.732845294225,10.0,1862.9395,,-inf,200135.48,1.0493914e-07,3328.7515,61,0.00024983077,1.0,9.981076,548917.56,548917.56,0.00024983077,0.92755693,50,200135.48,0.07824613,30350,5259922,,3338.733,0.19196162,200135.48,True,3136.630604028702,-inf,-1.0,-230.69551,,4999.128,inf,0.4189424,-227.94803,4989.147
8,374.14,10.0,3735.25179466651,10.0,1627.5905,,-inf,486769380.0,1.7527995e-08,3335.62,61,1.0271805e-07,1.0,399.63208,741443200.0,741443200.0,1.0271805e-07,1941.1676,50,486769380.0,39.22032,30400,5278629,,3735.252,271.71848,486769380.0,True,3149.9529979228973,-inf,-1.0,-250.18948,,4999.3027,inf,0.4189424,-248.7072,4599.671
9,282.7,10.0,2818.565699854519,10.0,1612.795,,-inf,22880776.0,8.972271e-05,2818.566,61,2.1852406e-06,1.0,,517931.78,517931.78,2.1852406e-06,0.9178432,50,22880776.0,0.06976233,30450,5292764,,2818.566,0.19243102,22880776.0,True,3160.0047647953033,-inf,-1.0,-240.93864,,4999.3867,inf,0.4189424,-239.15912,4999.3867
10,297.54,10.0,2967.6696535748924,10.0,1856.1663,,-inf,537968000.0,8.238446e-05,2967.6697,61,9.294233e-08,1.0,,1465849000.0,1465849000.0,9.294233e-08,8650.995,50,537968000.0,173.17766,30500,5307641,,2967.6697,1211.1168,537968000.0,True,3171.1206755638123,-inf,-1.0,-232.26471,,4999.5127,inf,0.4189424,-229.42183,4999.5127
1,337.44,10.0,3366.9568978207703,10.0,1648.0249,,-16093223.0,1.0,0.04796092,3037.2656,62,50.0,1.0,329.69138,2773854200000.0,14052384.0,50.0,7544536.5,50,1.0,254593.95,30550,5324513,,3366.9573,1127200.4,1.0,True,3182.494477033615,-6.460691e+23,-1.0,-221.79054,,4999.465,1.0022018e+35,0.4189424,-221.79054,4669.7734
2,380.98,10.0,3803.1189194489507,10.0,1488.4934,,-inf,672988270000.0,5.5943646e-15,3773.1606,62,7.42955e-11,1.0,29.957903,146603.69,146603.69,7.42955e-11,0.89279896,50,672988270000.0,0.043427423,30600,5343562,,3803.1187,0.16405782,672988270000.0,True,3194.860784292221,-inf,-1.0,-238.02629,,4999.3545,inf,0.4189424,-234.40858,4969.3965
3,351.88,10.0,3510.920490014728,10.0,1525.4154,,-inf,70017720000.0,1.9532744e-13,3500.941,62,7.1410494e-10,1.0,9.979725,421431.53,421431.53,7.1410494e-10,4.296996,50,70017720000.0,0.14040259,30650,5361156,,3510.9204,0.62951684,70017720000.0,True,3206.36768245697,-inf,-1.0,-233.94012,,4999.3394,inf,0.4189424,-227.23914,4989.36
4,379.12,10.0,3784.9952158129245,10.0,1431.836,,-inf,78277320000.0,1.5598752e-17,3185.3638,62,6.387546e-10,1.0,599.6315,1428497.2,1428497.2,6.387546e-10,2.6285455,50,78277320000.0,0.07354063,30700,5380112,,3784.995,0.3724491,78277320000.0,True,3220.359415769577,-inf,-1.0,-249.02055,,4999.4814,inf,0.4189424,-236.46523,4399.85
5,400.96,10.0,4003.272658066898,10.0,1394.638,,-inf,38114350000.0,2.5303738e-16,4003.2727,62,1.3118419e-09,1.0,,38075184.0,38075184.0,1.3118419e-09,106.32537,50,38114350000.0,2.3195362,30750,5400160,,4003.2727,14.906629,38114350000.0,True,3233.8626787662506,-inf,-1.0,-238.55666,,4999.3306,inf,0.4189424,-231.89189,4999.3306
6,397.22,10.0,3965.797276273655,10.0,1450.163,,-inf,1538180000000.0,6.4518384e-14,3346.2563,62,3.250595e-11,1.0,619.5413,991414460.0,991414460.0,3.250595e-11,1892.0963,50,1538180000000.0,39.67616,30800,5420021,,3965.7976,264.92914,1538180000000.0,True,3248.4351766109467,-inf,-1.0,-232.29808,,4999.468,inf,0.4189424,-232.6582,4379.9263
7,378.4,10.0,3777.3971909950924,10.0,1492.7749,,-inf,6097862000.0,5.316575e-16,3757.4333,62,8.199595e-09,1.0,19.963947,6960231.5,6960231.5,8.199595e-09,41.82865,50,6097862000.0,0.9346478,30850,5438941,,3777.3972,5.859388,6097862000.0,True,3262.2684922218323,-inf,-1.0,-243.81725,,4999.507,inf,0.4189424,-236.90501,4979.543
8,397.76,10.0,3970.892090321365,10.0,1302.7612,,-inf,28029663000.0,1.223941e-15,3661.1606,62,1.7838245e-09,1.0,309.73138,108825.43,108825.43,1.7838245e-09,2.7753444,50,28029663000.0,0.07252933,30900,5458829,,3970.892,0.39431277,28029663000.0,True,3276.59375,-inf,-1.0,-254.11023,,4999.4565,inf,0.4189424,-236.94188,4689.725
9,379.7,10.0,3790.3210932771594,10.0,1500.1975,,-inf,74993950000.0,2.707364e-15,3480.5547,62,6.6672046e-10,1.0,309.7664,7781533.0,7781533.0,6.6672046e-10,97.14922,50,74993950000.0,1.9692837,30950,5477814,,3790.3213,13.597559,74993950000.0,True,3289.7378149032593,-inf,-1.0,-245.7588,,4999.265,inf,0.4189424,-242.71094,4689.4985
10,343.68,10.0,3428.528964461123,10.0,1486.5677,,-inf,53901900000.0,5.693958e-17,3418.548,62,9.2761104e-10,1.0,9.980656,3129961.0,3129961.0,9.2761104e-10,5.6600285,50,53901900000.0,0.17598742,31000,5494998,,3428.529,0.81173766,53901900000.0,True,3302.282779932022,-inf,-1.0,-274.78162,,4999.2695,inf,0.4189424,-256.07935,4989.289
1,350.36,10.0,3495.9641749050647,10.0,1496.2064,,-16501024.0,1.0,0.13461034,3156.242,63,50.0,1.0,339.7223,839310500000.0,14460399.0,50.0,2842079.0,50,1.0,68012.66,31050,5512516,,3495.9644,399031.06,1.0,True,3313.7576365470886,-6.1520794e+16,-1.0,-235.15692,,4999.2007,9.089103e+20,0.4189424,-235.15692,4659.4785
2,318.14,10.0,3172.4781754913947,10.0,1575.0922,,-6.028917e+17,410.40515,0.004340665,2862.7146,63,0.12183083,1.0,309.76364,84460350.0,84460350.0,0.121830836,164.39874,50,410.40512,3.4750953,31100,5528423,,3172.478,22.990385,410.40515,True,3325.8973672389984,-6.028917e+17,-1.0,-240.6698,,4999.211,8.72899e+22,0.4189424,-239.85126,4689.4473
