EpisodesSoFar,MeanIW,Inner Iteration,WReturnMean,MinTargetPdf,MeanEntropy,InitialReturnMean,ReturnStepMax,TimestepsSoFar,EpLenMean,EmpiricalD2Arithmetic,OptimizationReturnMean,ReturnMeanIW,StdWReturnMean,InitialReturnMin,Epsilon,EmpiricalD2Harmonic,OptimizationReturnMax,StdIW,LearnableVariance,MinBehavPdf,Penalization,DivergenceHarmonic,EpRewMean,Iteration,ESSRenyiArithmetic,Bound,EpThisIter,MinIW,InitialReturnStd,VarianceInitializer,OptimizationReturnMin,InitialReturnMax,ESSRenyiHarmonic,ReturnStepMaxmin,MeanD2-0,InitialBound,TimeElapsed,MaxIW
27000,60.75441,10,1513430400.0,-234.70285,0.4189424,2987.439,10.0,5047138,299.68,23000430.0,2947.5088,1513430400.0,,39.929947,1.0,23000430.0,4959.5044,331.6872,,-238.57281,True,inf,2987.4389049530528,54,2.1738724e-06,-inf,50,6.3833814e-09,1261.7759,-1.0,,4999.4346,2.1738724e-06,10.0,23000430.0,-inf,1448.408801317215,2298.3096
27050,177.0696,1,8934414.0,-229.68483,0.4189424,2685.8862,10.0,5060614,269.52,1.0,2685.8862,1041932600.0,,,1.0,1.0,4999.384,333.14838,,-229.68483,True,504615800.0,2685.8864234875787,55,50.0,-46884377000.0,50,0.037829798,1311.6511,-1.0,,4999.384,50.0,10.0,1.0,-10975179.0,1451.5167322158813,1462.5449
27100,5.290226,2,37020828.0,-251.96977,0.4189424,4441.6934,10.0,5082842,444.56,5307.1826,4121.882,37020828.0,,319.81134,1.0,5307.1826,4679.697,34.24366,,-249.3794,True,2.8521424e+28,4441.693241572491,55,0.009421195,-3.4466294e+20,50,1.3611252e-07,1101.502,-1.0,,4999.5083,0.009421195,10.0,5307.1826,-3.4466294e+20,1456.532099723816,244.74422
27150,14.007975,3,102404680.0,-236.42892,0.4189424,4381.4707,10.0,5104775,438.66,5811.885,3761.9126,102404680.0,,619.5579,1.0,5811.885,4379.855,82.38347,,-233.73573,True,2.3624372e+27,4381.47075959524,55,0.008603062,-9.919107e+19,50,4.154732e-07,940.43335,-1.0,,4999.413,0.008603062,10.0,5811.885,-9.919107e+19,1461.6804292201996,585.1879
27200,2.7508523,4,25124384.0,-248.95732,0.4189424,3977.326,10.0,5124687,398.24,64714.55,3977.326,25124384.0,,,1.0,64714.55,4999.5415,17.087717,,-235.65224,True,3.0911533e+36,3977.325768544804,55,0.00077262375,-3.5881866e+24,50,2.7755604e-12,1463.4049,-1.0,,4999.5415,0.00077262375,10.0,64714.55,-3.5881866e+24,1466.0571465492249,122.21554
27250,15.576033,5,97110020.0,-241.38507,0.4189424,4359.847,10.0,5146510,436.46,31301.89,4060.066,97110020.0,,299.78143,1.0,31301.893,4699.7217,82.62022,,-238.74013,True,2.835831e+33,4359.847207398547,55,0.0015973476,-1.0867964e+23,50,6.4452593e-10,1172.0747,-1.0,,4999.503,0.0015973476,10.0,31301.89,-1.0867964e+23,1471.070772409439,577.30334
27300,10.803866,6,46949890.0,-230.92297,0.4189424,4309.4536,10.0,5168077,431.34,29137.922,4299.4736,46949890.0,,9.979897,1.0,29137.92,4989.4946,70.97315,,-226.6818,True,4.822391e+34,4309.453645098317,55,0.0017159769,-4.4816123e+23,50,7.411182e-09,1302.0382,-1.0,,4999.4746,0.001715977,10.0,29137.922,-4.4816123e+23,1475.872943162918,507.25
27350,0.33981913,7,3493660.2,-242.15099,0.4189424,4378.0015,10.0,5189989,438.24,3229.1265,3638.3406,3493660.2,,739.6605,1.0,3229.1262,4259.7837,1.7441189,,-240.73593,True,3.0157865e+27,4378.0014582301765,55,0.015484064,-1.1207227e+20,50,2.4946456e-07,1036.4053,-1.0,,4999.4443,0.015484065,10.0,3229.1265,-1.1207227e+20,1480.6395494937897,12.457699
27400,8.579176,8,57566136.0,-251.27641,0.4189424,4358.1274,10.0,5211805,436.32,7595.0493,3019.0278,57566136.0,,1339.0997,1.0,7595.0493,3660.289,37.02697,,-250.08301,True,4.5218767e+30,4358.127531778052,55,0.0065832357,-4.3395788e+21,50,1.793922e-07,980.4049,-1.0,,4999.3887,0.0065832357,10.0,7595.0493,-4.3395788e+21,1485.6038072109222,218.55865
27450,32.84457,9,223011040.0,-252.50139,0.4189424,4159.699,10.0,5232631,416.52,11459.89,3829.9517,223011040.0,,329.74786,1.0,11459.89,4669.739,171.97472,,-247.33467,True,5.1176224e+30,4159.699401446023,55,0.0043630437,-4.6167816e+21,50,7.2519085e-10,1174.5074,-1.0,,4999.487,0.0043630437,10.0,11459.89,-4.6167816e+21,1490.2701094150543,1206.9363
27500,71.28508,10,864589400.0,-253.62794,0.4189424,4212.2725,10.0,5253712,421.62,2168.2021,4202.293,864589400.0,,9.979527,1.0,2168.2021,4989.6445,352.41788,,-250.50925,True,4.1856227e+26,4212.2724820498315,55,0.02306058,-4.175506e+19,50,1.3147464e-07,1522.0269,-1.0,,4999.624,0.02306058,10.0,2168.2021,-4.175506e+19,1495.2107167243958,2069.1702
27550,186508.1,1,18991540.0,-230.50446,0.4189424,4143.885,10.0,5274454,414.84,1.0,4143.885,2692119000000.0,,,1.0,1.0,4999.5264,929342.1,,-230.50446,True,6.712224e+32,4143.885110547618,56,50.0,-5.2874385e+22,50,0.108195454,1348.9835,-1.0,,4999.5264,50.0,10.0,1.0,-21032436.0,1499.3027846813202,6591314.5
27600,2.7555017,2,67233850.0,-235.54724,0.4189424,3889.8474,10.0,5293929,389.5,752.7775,3889.8474,67233850.0,,,1.0,752.7775,4999.3784,13.16895,,-235.15633,True,1.02014935e+23,3889.847674932306,56,0.06642069,-6.518058e+17,50,0.00039868796,1623.0393,-1.0,,4999.3784,0.06642069,10.0,752.7775,-6.518058e+17,1503.5408008098602,90.582054
27650,0.30536082,3,4264700.5,-247.97577,0.4189424,3701.0715,10.0,5312466,370.74,50.85449,3021.2979,4383961.5,,679.77386,1.0,50.854485,4319.5757,0.8802499,,-246.94211,True,9843090000000000.0,3701.071626823497,56,0.9831974,-202463670000000.0,50,0.00017079462,1512.7217,-1.0,,4999.3496,0.98319745,10.0,50.85449,-192449310000000.0,1507.8361110687256,5.9481544
27700,0.722859,4,16450039.0,-234.98729,0.4189424,3761.9287,10.0,5331303,376.74,175726.23,3761.9287,16450039.0,,,1.0,175726.23,4999.399,1.6787872,,-232.32425,True,inf,3761.9286246661945,56,0.0002845335,-inf,50,0.0016965638,1693.9092,-1.0,,4999.399,0.0002845335,10.0,175726.23,-inf,1511.6705327033997,9.371479
27750,0.73761725,5,16945266.0,-236.5041,0.4189424,3270.196,10.0,5347688,327.7,254.55025,3250.2344,16945266.0,,19.961208,1.0,254.55025,4979.512,4.305659,,-238.21849,True,2.576093e+22,3270.1959917488975,56,0.19642487,-3.2755458e+17,50,0.0020200757,1813.4526,-1.0,,4999.4736,0.19642487,10.0,254.55025,-3.2755458e+17,1515.028557062149,30.838749
27800,20.291595,6,506024640.0,-236.48354,0.4189424,4089.8425,10.0,5368160,409.44,1477.1477,4089.8425,506024640.0,,,1.0,1477.1477,4999.515,112.49506,,-234.9345,True,2.5213686e+27,4089.8423221166568,56,0.03384902,-1.0247745e+20,50,0.00024816365,1520.7561,-1.0,,4999.515,0.03384902,10.0,1477.1477,-1.0247745e+20,1519.7105059623718,787.27625
27850,0.39102036,7,8946356.0,-232.1914,0.4189424,3841.2556,10.0,5387392,384.64,2069.4033,3561.489,8946356.0,,279.76636,1.0,2069.4033,4719.5547,0.98495394,,-230.375,True,2.266539e+28,3841.2557912884895,56,0.024161555,-3.0722607e+20,50,0.0020295298,1699.6881,-1.0,,4999.3213,0.024161555,10.0,2069.4033,-3.0722607e+20,1524.321305513382,6.1328506
27900,0.5901412,8,14592145.0,-231.41739,0.4189424,3686.5857,10.0,5405857,369.3,116.24285,3436.7756,14263946.0,,249.80968,1.0,116.24285,4749.3877,1.8055912,,-230.57977,True,7.3718395e+18,3686.585415124041,56,0.43013397,-5540422400000000.0,50,0.0002751368,1709.4025,-1.0,,4999.1973,0.43013397,10.0,116.24285,-5861450000000000.0,1528.5192196369171,10.779266
27950,1.312908,9,31942992.0,-246.63925,0.4189424,4009.8252,10.0,5425928,401.42,88.24454,3740.0164,32483964.0,,269.8091,1.0,88.24454,4729.5767,6.3301954,,-245.98555,True,2.9971192e+18,4009.825146950865,56,0.5666073,-3532968000000000.0,50,0.00026620823,1606.675,-1.0,,4999.3857,0.5666073,10.0,88.24454,-3175650500000000.0,1532.7213988304138,44.963326
28000,0.8918779,10,20283920.0,-236.89551,0.4189424,3766.374,9.999999,5444785,377.14,3687.1047,3486.6443,20283920.0,,279.72937,1.0,3687.1047,4719.639,2.9466178,,-236.85315,True,3.2024638e+29,3766.3742170786613,56,0.013560776,-1.1548533e+21,50,0.00048478483,1776.7272,-1.0,,4999.3687,0.013560776,9.999999,3687.1047,-1.1548533e+21,1536.791832447052,18.90839
28050,18.41706,1,18223500.0,-234.28596,0.4189424,3974.032,10.0,5464678,397.86,1.0,3954.0667,376924320.0,,19.966032,1.0,1.0,4979.336,65.63365,,-234.28596,True,3076966700.0,3974.0322287400286,57,50.0,-113573810000.0,50,0.16930355,1559.0272,-1.0,,4999.302,50.0,10.0,1.0,-20264212.0,1540.976267337799,446.92307
28100,1.522455,2,29231192.0,-237.87195,0.4189424,4239.155,10.0,5485893,424.3,499.34512,4229.175,29231192.0,,9.97987,1.0,499.34512,4989.566,3.8925793,,-230.32329,True,1.1740481e+23,4239.1546058124295,57,0.10013115,-6.992918e+17,50,2.9214453e-08,1354.3099,-1.0,,4999.546,0.10013115,10.0,499.34512,-6.992918e+17,1545.9919712543488,25.093157
28150,2.5448623,3,42291010.0,-246.3038,0.4189424,4468.5205,10.0,5508252,447.18,1162.8042,3658.9976,42291010.0,,809.5223,1.0,1162.8042,4189.9277,7.5234,,-236.08647,True,3.955911e+24,4468.520016904677,57,0.042999502,-4.0590283e+18,50,5.7159366e-10,1189.766,-1.0,,4999.45,0.042999502,10.0,1162.8042,-4.0590283e+18,1551.0315017700195,47.292595
28200,2.1036565,4,24305120.0,-248.65079,0.4189424,4336.959,10.0,5529957,434.1,4653.4023,3987.1777,24305120.0,,349.7813,1.0,4653.4023,4649.6353,8.35803,,-243.43901,True,1.7028405e+30,4336.9592002500685,57,0.010744826,-2.663054e+21,50,2.6638506e-11,1232.313,-1.0,,4999.4165,0.010744826,10.0,4653.4023,-2.663054e+21,1555.912226676941,58.982452
28250,1.7711575,5,32142912.0,-237.30876,0.4189424,4680.8813,10.0,5553376,468.38,7760.352,3041.9702,32142912.0,,1638.9114,1.0,7760.352,3360.6594,7.0037885,,-235.57115,True,1.8150318e+31,4680.881528108354,57,0.0064430065,-8.694847e+21,50,1.5961908e-09,823.93604,-1.0,,4999.571,0.0064430065,10.0,7760.352,-8.694847e+21,1561.0337524414062,45.390717
28300,1.9104447,6,24100064.0,-241.05244,0.4189424,4350.312,10.0,5575144,435.36,34661.074,4340.33,24100064.0,,9.9815445,1.0,34661.074,4989.4087,6.159688,,-240.89331,True,9.838854e+34,4350.311935995297,57,0.0014425404,-6.4011895e+23,50,1.460962e-11,1450.1644,-1.0,,4999.39,0.0014425404,10.0,34661.074,-6.4011895e+23,1565.8643107414246,34.14059
28350,22.162403,7,249989500.0,-246.6262,0.4189424,4165.842,10.0,5595993,416.98,6310.295,4155.8613,249989500.0,,9.980514,1.0,6310.295,4989.5176,90.97415,,-244.93268,True,1.335017e+30,4165.841559239039,57,0.00792356,-2.3580366e+21,50,2.203428e-11,1596.8088,-1.0,,4999.498,0.00792356,10.0,6310.295,-2.3580366e+21,1570.8552944660187,605.3966
28400,1.0511961,8,24620118.0,-255.74606,0.4189424,4667.725,10.0,5619345,467.04,1689.8693,4348.056,24620118.0,,319.6687,1.0,1689.8691,4679.9062,3.0018644,,-256.00296,True,4.0736502e+26,4667.724983489495,57,0.029588088,-4.119196e+19,50,1.4413784e-09,1003.83154,-1.0,,4999.575,0.02958809,10.0,1689.8693,-4.119196e+19,1575.917144060135,16.484138
28450,18.441933,9,428218240.0,-243.13289,0.4189424,3982.1206,10.0,5639280,398.7,177387.23,3962.1594,428218240.0,,19.96074,1.0,177387.23,4979.588,93.54022,,-242.22246,True,inf,3982.1205034770937,57,0.0002818692,-inf,50,2.5450465e-11,1647.8387,-1.0,,4999.549,0.0002818692,10.0,177387.23,-inf,1580.5456273555756,650.2494
28500,1.5332471,10,15180246.0,-239.85086,0.4189424,4186.7686,10.0,5660232,419.04,1680.1335,4176.7886,15180246.0,,9.980166,1.0,1680.1335,4989.443,4.3059545,,-239.32971,True,1.5990722e+25,4186.768190060279,57,0.02975954,-8.1607133e+18,50,6.9314443e-10,1581.2087,-1.0,,4999.423,0.02975954,10.0,1680.1335,-8.1607133e+18,1585.2480971813202,21.011597
28550,157.63213,1,22049322.0,-247.54478,0.4189424,4557.089,10.0,5683033,456.02,1.0,4227.3735,3816932600.0,,329.71594,1.0,1.0,4669.63,730.8886,,-247.54478,True,2.961144e+17,4557.089173619774,58,50.0,-1110483200000000.0,50,0.038451336,1132.3696,-1.0,,4999.3457,50.0,10.0,1.0,-24090076.0,1590.221796989441,5144.5073
28600,14.716077,2,192877380.0,-247.00005,0.4189424,4254.373,10.0,5704326,425.86,93.81186,3884.6611,362676600.0,,369.71204,1.0,93.81186,4629.6133,86.1472,,-247.1504,True,2.781733e+17,4254.373432231544,58,0.53298163,-1076304200000000.0,50,1.6795804e-06,1399.1722,-1.0,,4999.325,0.53298163,10.0,93.81186,-777995500000000.0,1594.955843925476,616.13245
28650,17.355173,3,274804930.0,-233.06618,0.4189424,4255.8647,10.0,5725625,425.98,112.879005,3916.096,299853100.0,,339.76895,1.0,112.87901,4659.722,66.89018,,-232.9731,True,8.734612e+17,4255.864715368384,58,0.44295216,-1907338900000000.0,50,5.9126387e-07,1429.7672,-1.0,,4999.491,0.44295213,10.0,112.879005,-1720161100000000.0,1599.5806987285614,428.85837
28700,75.79441,4,1860105300.0,-242.24461,0.4189424,4447.3047,10.0,5747876,445.02,74.95216,4087.5767,1881122700.0,,359.7282,1.0,74.95216,4639.779,358.36734,,-239.55815,True,8.6168596e+17,4447.304671125383,58,0.66709214,-1894452100000000.0,50,7.200455e-07,1303.5892,-1.0,,4999.507,0.66709214,10.0,74.95216,-1755751900000000.0,1604.498104095459,2038.6145
28750,1.263253,5,25235254.0,-268.31528,0.4189424,4611.6855,10.0,5770947,461.42,100.840546,4281.8984,26089048.0,,329.7878,1.0,100.840546,4669.639,3.4306986,,-263.84097,True,1.2436661e+18,4611.685782098829,58,0.4958323,-2275866000000000.0,50,3.959516e-07,1156.2025,-1.0,,4999.427,0.4958323,10.0,100.840546,-2366376400000000.0,1609.8972277641296,19.41062
28800,3.4155092,6,66039212.0,-235.12192,0.4189424,4482.87,10.0,5793379,448.64,69.15476,3823.3481,70789330.0,,659.522,1.0,69.15476,4339.9673,16.034124,,-229.17172,True,328762570000000.0,4482.870027384984,58,0.723016,-37003910000000.0,50,4.890245e-07,1072.4515,-1.0,,4999.4893,0.723016,10.0,69.15476,-37545470000000.0,1615.0853817462921,109.03631
28850,9.357188,7,117103384.0,-252.0614,0.4189424,4379.004,10.0,5815292,438.26,46.693512,3999.2456,217444270.0,,379.75842,1.0,46.69351,4619.7725,43.52456,,-246.27477,True,4.023952e+16,4379.003885465783,58,1.0708126,-409392100000000.0,50,2.1663132e-05,1329.263,-1.0,,4999.531,1.0708127,10.0,46.693512,-68284600000000.0,1620.1820542812347,308.58417
28900,3.1589048,8,78902104.0,-248.15527,0.4189424,4513.7075,10.0,5837884,451.84,1475.19,3444.03,78902104.0,,1069.6777,1.0,1475.19,3929.7803,14.654484,,-243.43056,True,4.0600264e+23,4513.707781963433,58,0.03389394,-1.3003631e+18,50,3.7836445e-09,901.4144,-1.0,,4999.458,0.03389394,10.0,1475.19,-1.3003631e+18,1625.1015048027039,85.27073
28950,5.433,9,134889620.0,-243.06453,0.4189424,4086.5427,10.0,5858348,409.28,2522.9812,3756.758,134889620.0,,329.78442,1.0,2522.9812,4669.6885,21.954731,,-240.1868,True,1.0925823e+25,4086.5424049473236,58,0.019817825,-6.7457435e+18,50,1.4153247e-07,1237.5986,-1.0,,4999.4727,0.019817825,10.0,2522.9812,-6.7457435e+18,1629.778376340866,133.1423
29000,7.811665,10,173228370.0,-247.24933,0.4189424,4012.4253,10.0,5878446,401.96,2624.189,3072.7878,173228370.0,,939.63715,1.0,2624.189,4059.901,37.705822,,-246.45564,True,5.305129e+25,4012.4252491356006,58,0.019053506,-1.4864905e+19,50,2.4278833e-08,1158.8696,-1.0,,4999.538,0.019053506,10.0,2624.189,-1.4864905e+19,1633.8380222320557,258.67502
29050,12957.236,1,18697060.0,-240.16753,0.4189424,4173.4883,10.0,5899342,417.92,1.0,3813.7112,143471280000.0,,359.77686,1.0,1.0,4639.7188,48036.73,,-240.16753,True,2.5864127e+28,4173.488162509281,59,50.0,-3.282129e+20,50,0.027576543,1130.9541,-1.0,,4999.4956,50.0,10.0,1.0,-20737932.0,1638.4348137378693,246857.1
29100,0.20646912,2,5099545.0,-242.96043,0.4189424,4521.22,10.0,5921966,452.48,8056.659,3271.7007,5099545.0,,1249.5197,1.0,8056.659,3749.9258,0.4828863,,-240.18578,True,7.88507e+31,4521.220183042302,59,0.0062060463,-1.8121778e+22,50,5.0990024e-05,984.5655,-1.0,,4999.4453,0.0062060463,10.0,8056.659,-1.8121778e+22,1646.0405571460724,2.7936354
29150,0.14701709,3,2607298.5,-251.91045,0.4189424,4223.312,10.0,5943103,422.74,12771.553,3913.5881,2607298.5,,309.72415,1.0,12771.553,4689.6685,0.27249593,,-248.8211,True,1.0811259e+33,4223.312336228789,59,0.003914951,-6.710069e+22,50,6.899252e-05,1475.2477,-1.0,,4999.3926,0.003914951,10.0,12771.553,-6.710069e+22,1654.0287024974823,1.4826758
29200,152.92995,4,3821582000.0,-243.07191,0.4189424,4349.1113,10.0,5964867,435.28,1273.3595,3639.413,3821582000.0,,709.6986,1.0,1273.3595,4289.8574,1067.4292,,-243.20988,True,2.891088e+26,4349.111708979861,59,0.03926621,-3.4701475e+19,50,2.6131524e-05,1264.6909,-1.0,,4999.556,0.03926621,10.0,1273.3595,-3.4701475e+19,1663.6077010631561,7624.93
29250,0.49206546,5,11677923.0,-253.76164,0.4189424,4464.6143,10.0,5987205,446.76,335.01468,4434.6616,11677923.0,,29.952185,1.0,335.01468,4969.675,2.2491634,,-255.13885,True,3.377384e+22,4464.613787162744,59,0.14924718,-3.7507644e+17,50,1.6694621e-06,1331.7446,-1.0,,4999.627,0.14924718,10.0,335.01468,-3.7507644e+17,1672.4304203987122,15.712005
29300,0.13363816,6,3138497.8,-242.1284,0.4189424,4300.9253,10.0,6008727,430.44,2368.1565,3991.1956,3138497.8,,309.72992,1.0,2368.1565,4689.6104,0.24006802,,-240.3999,True,3.080668e+28,4300.92527414303,59,0.02111347,-3.5818074e+20,50,4.560823e-05,1449.4291,-1.0,,4999.3403,0.02111347,10.0,2368.1565,-3.5818074e+20,1681.3058009147644,1.1453866
29350,0.4792016,7,11034690.0,-251.23553,0.4189424,4106.3115,10.0,6029282,411.1,24794.422,3816.5127,11034690.0,,289.7987,1.0,24794.422,4709.549,1.5636647,,-249.91576,True,1.1183763e+34,4106.311712981956,59,0.0020165825,-2.158117e+23,50,7.305544e-05,1492.784,-1.0,,4999.3477,0.0020165825,10.0,24794.422,-2.158117e+23,1688.3974237442017,10.451769
29400,8.902323,8,221876860.0,-257.14767,0.4189424,4325.7915,10.0,6050930,432.96,45598628.0,3996.0793,221876860.0,,329.71246,1.0,45598628.0,4669.653,60.400074,,-252.02745,True,inf,4325.791580715989,59,1.0965242e-06,-inf,50,7.1684212e-06,1355.0825,-1.0,,4999.365,1.0965242e-06,10.0,45598628.0,-inf,1696.3120605945587,431.61563
29450,1.6912606,9,40084040.0,-241.69157,0.4189424,4357.05,10.0,6072730,436.0,1315.9243,4037.2832,40084040.0,,319.76685,1.0,1315.9243,4679.6465,6.7848287,,-243.27129,True,3.4530333e+25,4357.05001261182,59,0.037996106,-1.1992034e+19,50,6.561071e-06,1466.2964,-1.0,,4999.413,0.037996106,10.0,1315.9243,-1.1992034e+19,1704.3071494102478,40.76379
29500,0.68848944,10,16549819.0,-255.25793,0.4189424,4133.2397,10.0,6093416,413.72,3719.0967,4093.315,16549819.0,,39.924763,1.0,3719.0967,4959.44,2.4032757,,-255.10127,True,2.160301e+28,4133.239756651009,59,0.013444125,-2.9994466e+20,50,8.321578e-05,1512.5961,-1.0,,4999.3647,0.013444125,10.0,3719.0967,-2.9994466e+20,1712.3681509494781,14.688168
29550,184413.81,1,17368414.0,-231.67378,0.4189424,3760.7703,10.0,6112243,376.54,1.0,3520.9707,4596716000000.0,,239.79956,1.0,1.0,4759.62,1235865.0,,-231.67378,True,1.149985e+34,3760.770382222352,60,50.0,-2.188465e+23,50,0.8856231,1795.8339,-1.0,,4999.4194,50.0,10.0,1.0,-19409220.0,1719.8020448684692,8834195.0
29600,50.319645,2,100499970.0,-236.44269,0.4189424,3327.7869,10.0,6128927,333.68,9.517843e+19,3327.7869,100499970.0,,,1.0,9.517843e+19,4999.509,351.896,,-230.82726,True,inf,3327.7871533333073,60,5.253291e-19,-inf,50,7.547999e-22,1111.2181,-1.0,,4999.509,5.253291e-19,10.0,9.517843e+19,-inf,1726.996553182602,2513.5913
29650,2.119563,3,1914208.5,-232.07611,0.4189424,3330.7876,10.0,6145627,334.0,1.5984121e+17,2501.1096,1914208.5,,829.6776,1.0,1.5984121e+17,4169.883,14.703751,,-214.4283,True,inf,3330.7872913549877,60,3.1281043e-16,-inf,50,2.162964e-17,1108.5503,-1.0,,4999.5605,3.1281043e-16,10.0,1.5984121e+17,-inf,1733.580765247345,105.04175
29700,0.0687992,4,1293508.5,-238.31119,0.4189424,3280.1675,10.0,6162075,328.96,9991359000000000.0,3270.1865,1293508.5,,9.980885,1.0,9991359000000000.0,4989.2544,0.28397784,,-232.31812,True,inf,3280.1673866655265,60,5.0043244e-15,-inf,50,4.509778e-16,1188.2496,-1.0,,4999.2354,5.0043244e-15,10.0,9991359000000000.0,-inf,1740.4568235874176,1.6146133
29750,9.295241,5,223531650.0,-245.93489,0.4189424,3362.971,10.0,6178933,337.16,5740719000000000.0,3352.991,223531650.0,,9.979918,1.0,5740719000000000.0,4989.526,46.24578,,-244.50703,True,inf,3362.9709932012042,60,8.709711e-15,-inf,50,9.424555e-19,1270.3711,-1.0,,4999.506,8.709711e-15,10.0,5740719000000000.0,-inf,1747.136872291565,301.43582
29800,0.30105153,6,7524112.5,-254.99228,0.4189424,3716.5168,10.0,6197554,372.42,4.1527953e+16,2056.969,7524112.5,,1659.5481,1.0,4.1527953e+16,3340.0535,2.0466352,,-246.88055,True,inf,3716.51707217185,60,1.2040083e-15,-inf,50,3.3317234e-18,1135.6635,-1.0,,4999.6016,1.2040083e-15,10.0,4.1527953e+16,-inf,1754.9737203121185,14.623315
29850,1.0385163,7,25944586.0,-229.86935,0.4189424,3458.903,10.0,6214890,346.72,2454876600000000.0,1799.4847,25944586.0,,1659.4187,1.0,2454876600000000.0,3339.9417,5.540148,,-226.16061,True,inf,3458.90328992422,60,2.0367622e-14,-inf,50,1.4090624e-18,1109.0969,-1.0,,4999.3604,2.0367622e-14,10.0,2454876600000000.0,-inf,1761.8851475715637,38.71943
29900,0.012067175,8,100003.086,-251.02885,0.4189424,3501.8281,10.0,6232440,351.0,453040330000000.0,2892.173,100003.086,,609.6551,1.0,453040330000000.0,4389.8486,0.060948815,,-244.86371,True,inf,3501.828306671371,60,1.1036545e-13,-inf,50,1.9886064e-17,1139.988,-1.0,,4999.504,1.1036545e-13,10.0,453040330000000.0,-inf,1769.1473546028137,0.4282218
29950,1176.5632,9,29400121000.0,-257.96802,0.4189424,3711.4482,10.0,6251037,371.94,4.395835e+16,2161.9421,29400121000.0,,1549.5061,1.0,4.395835e+16,3449.9792,8175.865,,-243.12442,True,inf,3711.4480803537963,60,1.1374403e-15,-inf,50,2.1232588e-16,1119.0023,-1.0,,4999.4854,1.1374403e-15,10.0,4.395835e+16,-inf,1777.6387021541595,58406.895
30000,29.757723,10,733774100.0,-229.60094,0.4189424,3447.3462,10.0,6268315,345.56,1.66274e+20,3127.597,733774100.0,,319.74945,1.0,1.66274e+20,4679.691,182.71826,,-222.14098,True,inf,3447.3462051201336,60,3.0070846e-19,-inf,50,5.022617e-18,1196.5498,-1.0,,4999.4404,3.0070846e-19,10.0,1.66274e+20,-inf,1785.1435315608978,1303.9146
30050,1469.0073,1,11421857.0,-235.39398,0.4189424,3172.554,10.0,6284222,318.14,1.0,2472.7085,10711716000.0,,699.8451,1.0,1.0,4299.624,5508.6304,,-235.39398,True,3.130875e+19,3172.553643533733,61,50.0,-1.1419194e+16,50,0.06619509,1164.8004,-1.0,,4999.469,50.0,10.0,1.0,-13462698.0,1791.706116437912,38817.242
30100,2.454418,2,60889908.0,-238.18492,0.4189424,4421.5186,10.0,6306347,442.5,393362300.0,4131.6973,60889908.0,,289.82117,1.0,393362300.0,4709.688,16.680563,,-233.78976,True,inf,4421.518476508465,61,1.2710929e-07,-inf,50,4.3270387e-12,1220.9093,-1.0,,4999.5093,1.2710929e-07,10.0,393362300.0,-inf,1800.000574350357,119.20966
30150,9.587819,3,77521310.0,-239.90599,0.4189424,4632.9546,10.0,6329524,463.54,101599494000.0,4383.171,77521310.0,,249.7838,1.0,101599494000.0,4749.6733,55.64599,,-232.91173,True,inf,4632.954567833748,61,4.9212845e-10,-inf,50,2.8260555e-10,1028.8936,-1.0,,4999.457,4.9212845e-10,10.0,101599494000.0,-inf,1809.2210540771484,390.5455
30200,22.394756,4,185524400.0,-252.66151,0.4189424,4438.1167,10.0,6351732,444.16,192780450.0,4418.1523,185524400.0,,19.964294,1.0,192780450.0,4979.4517,154.79834,,-248.518,True,inf,4438.1165572529435,61,2.593624e-07,-inf,50,2.832223e-14,1265.7845,-1.0,,4999.416,2.593624e-07,10.0,192780450.0,-inf,1817.9334478378296,1105.9596
30250,0.30602548,5,6496717.5,-254.9791,0.4189424,4161.3984,10.0,6372560,416.56,97070680000000.0,4161.3984,6496717.5,,,1.0,97070680000000.0,4999.3223,1.113841,,-252.24141,True,inf,4161.398696867127,61,5.1508857e-13,-inf,50,4.9310192e-17,1526.0457,-1.0,,4999.3223,5.1508857e-13,10.0,97070680000000.0,-inf,1825.3459565639496,7.648778
30300,2680.9043,6,59961320000.0,-253.43213,0.4189424,4281.963,10.0,6393992,428.64,24915345000.0,4261.997,59961320000.0,,19.966152,1.0,24915345000.0,4979.4185,18764.695,,-252.7272,True,inf,4281.962937721545,61,2.0067954e-09,-inf,50,3.6302659e-09,1351.7587,-1.0,,4999.385,2.0067954e-09,10.0,24915345000.0,-inf,1832.6110110282898,134033.78
30350,0.74545366,7,15888275.0,-247.63353,0.4189424,4375.2227,10.0,6415887,437.9,619287000.0,4355.2627,15888275.0,,19.959923,1.0,619287000.0,4979.6235,3.0575578,,-245.75037,True,inf,4375.222713047447,61,8.073801e-08,-inf,50,2.1125087e-13,1340.0488,-1.0,,4999.5835,8.073801e-08,10.0,619287000.0,-inf,1840.5593886375427,20.372597
30400,0.33310378,8,6711877.0,-244.5151,0.4189424,4557.9604,10.0,6438695,456.16,30927772.0,3918.3926,6711877.0,,639.56793,1.0,30927772.0,4360.039,1.2790515,,-243.40126,True,inf,4557.960150480722,61,1.6166699e-06,-inf,50,6.9363115e-10,1066.2384,-1.0,,4999.607,1.6166699e-06,10.0,30927772.0,-inf,1848.075570344925,8.864347
