EpisodesSoFar,MeanIW,Inner Iteration,WReturnMean,MinTargetPdf,MeanEntropy,InitialReturnMean,ReturnStepMax,TimestepsSoFar,EpLenMean,EmpiricalD2Arithmetic,OptimizationReturnMean,ReturnMeanIW,StdWReturnMean,InitialReturnMin,Epsilon,EmpiricalD2Harmonic,OptimizationReturnMax,StdIW,LearnableVariance,MinBehavPdf,Penalization,DivergenceHarmonic,EpRewMean,Iteration,ESSRenyiArithmetic,Bound,EpThisIter,MinIW,InitialReturnStd,VarianceInitializer,OptimizationReturnMin,InitialReturnMax,ESSRenyiHarmonic,ReturnStepMaxmin,MeanD2-0,InitialBound,TimeElapsed,MaxIW
17000,2.4056425,10,11966021.0,-219.50612,0.4189424,2728.2007,10.0,1774569,273.76,1256.9777,2478.4202,11966021.0,,249.78041,1.0,1256.9777,4749.1094,12.12777,,-215.61551,True,1.2878941e+25,2728.2006142977043,34,0.039777953,-7.3222e+18,50,0.00018627483,1606.6758,-1.0,,4998.8896,0.039777953,10.0,1256.9777,-7.3222e+18,558.0344884395599,85.748276
17050,73785.1,1,12055069.0,-233.4727,0.4189424,3057.978,10.0,1789901,306.64,1.0,2568.2534,1815038100000.0,,489.72467,1.0,1.0,4509.2983,491431.78,,-233.4727,True,1.2488999e+32,3057.9781100338923,35,50.0,-2.2802813e+22,50,0.056311216,1644.3354,-1.0,,4999.023,50.0,10.0,1.0,-14095545.0,561.4240522384644,3511106.0
17100,0.5074788,2,1211406.5,-234.58719,0.4189424,2752.4329,10.0,1803715,276.28,8011628.0,2742.4524,1211406.5,,9.980427,1.0,8011628.5,4988.4404,1.9245431,,-233.67212,True,inf,2752.4328191288264,35,6.240929e-06,-inf,50,6.766791e-12,1246.7218,-1.0,,4998.421,6.2409285e-06,10.0,8011628.0,-inf,564.1624405384064,12.149821
17150,1.0594741,3,2353920.8,-222.41995,0.4189424,2773.31,10.0,1817633,278.36,18482936.0,2503.536,2353920.8,,269.77438,1.0,18482936.0,4729.2437,3.5100415,,-216.57549,True,inf,2773.310075998361,35,2.7051979e-06,-inf,50,3.7325195e-11,1134.8914,-1.0,,4999.018,2.7051979e-06,10.0,18482936.0,-inf,567.5847396850586,21.839102
17200,6.1127105,4,17431970.0,-218.26302,0.4189424,2866.8062,10.0,1832018,287.7,7036091.0,2586.9963,17431970.0,,279.80994,1.0,7036091.5,4719.3647,29.762072,,-215.25482,True,inf,2866.806401603014,35,7.1062186e-06,-inf,50,7.520159e-12,1246.8522,-1.0,,4999.175,7.106218e-06,10.0,7036091.0,-inf,570.761476278305,210.09923
17250,0.71969897,5,9184751.0,-241.72043,0.4189424,2985.0237,10.0,1846991,299.46,26869860.0,2715.3096,9184751.0,,269.7143,1.0,26869860.0,4729.476,2.834651,,-236.93388,True,inf,2985.024058983851,35,1.860821e-06,-inf,50,1.1711569e-10,1243.6268,-1.0,,4999.1904,1.860821e-06,10.0,26869860.0,-inf,574.0684039592743,19.351473
17300,2.4425526,6,11549522.0,-245.15004,0.4189424,2844.39,10.0,1861262,285.42,26304344.0,2554.6392,11549522.0,,289.75104,1.0,26304344.0,4709.308,9.9791975,,-244.06204,True,inf,2844.3900400312823,35,1.9008268e-06,-inf,50,3.8511788e-11,1196.7822,-1.0,,4999.059,1.9008268e-06,10.0,26304344.0,-inf,577.0304942131042,68.38849
17350,5.1314006,7,40607156.0,-227.47772,0.4189424,2794.4875,10.0,1875285,280.46,165147780.0,2544.7817,40607156.0,,249.70578,1.0,165147780.0,4749.4688,15.248788,,-221.1943,True,inf,2794.4874024033543,35,3.0275916e-07,-inf,50,2.5335003e-11,1235.1304,-1.0,,4999.1743,3.0275916e-07,10.0,165147780.0,-inf,579.69522356987,75.50794
17400,4.36493,8,60909630.0,-245.47449,0.4189424,3189.5447,10.0,1891280,319.9,12635003.0,2629.9624,60909630.0,,559.58246,1.0,12635004.0,4439.688,16.121252,,-239.93692,True,inf,3189.5448905864255,35,3.9572606e-06,-inf,50,9.67138e-11,1272.3755,-1.0,,4999.2705,3.95726e-06,10.0,12635003.0,-inf,582.9520771503448,80.607155
17450,104.45212,9,612202430.0,-248.6582,0.4189424,2898.8452,10.0,1905825,290.9,8008917.0,2639.0632,612202430.0,,259.78192,1.0,8008916.5,4739.3916,723.09937,,-248.5637,True,inf,2898.8451780740043,35,6.2430413e-06,-inf,50,2.571042e-11,1023.99286,-1.0,,4999.1733,6.2430418e-06,10.0,8008917.0,-inf,585.9507346153259,5166.0605
17500,1.7519369,10,5833971.5,-244.07535,0.4189424,2833.0127,10.0,1920040,284.3,5699723.0,2533.1748,5833971.5,,299.83804,1.0,5699723.0,4699.54,8.337561,,-236.41566,True,inf,2833.01270306343,35,8.7723565e-06,-inf,50,4.1936263e-10,1218.8329,-1.0,,4999.378,8.7723565e-06,10.0,5699723.0,-inf,588.9020221233368,58.382523
17550,825.07,1,9442547.0,-201.65805,0.4189424,2800.0613,10.0,1934091,281.02,1.0,2780.095,6063032300.0,,19.965813,1.0,1.0,4979.4976,1937.6445,,-201.65805,True,2.9807685e+16,2800.061042272151,36,50.0,-352348780000000.0,50,0.030813655,1265.7825,-1.0,,4999.4634,50.0,10.0,1.0,-11483380.0,592.0013229846954,9912.969
17600,0.84700775,2,4138825.0,-224.5434,0.4189424,2871.4475,10.0,1948495,288.08,6632715.5,2601.6433,4138825.0,,269.8043,1.0,6632715.0,4729.4795,4.082978,,-216.75511,True,inf,2871.447516743177,36,7.5383905e-06,-inf,50,3.0891143e-14,1507.1473,-1.0,,4999.2837,7.538391e-06,10.0,6632715.5,-inf,595.4453799724579,27.151638
17650,0.37636632,3,3126506.5,-231.8696,0.4189424,3189.1975,10.0,1964481,319.72,400929150.0,3139.279,3126506.5,,49.918625,1.0,400929150.0,4949.3174,1.1938231,,-225.12688,True,inf,3189.1976850611377,36,1.2471031e-07,-inf,50,1.706092e-17,1668.8511,-1.0,,4999.236,1.2471031e-07,10.0,400929150.0,-inf,599.0758366584778,6.466126
17700,1.3096099,4,22960030.0,-224.63547,0.4189424,2792.7173,10.0,1978490,280.18,6136343.0,2782.7366,22960030.0,,9.980756,1.0,6136343.0,4989.2646,6.4324574,,-226.54033,True,inf,2792.7171722925204,36,8.148176e-06,-inf,50,1.0878803e-10,1669.8369,-1.0,,4999.2456,8.148176e-06,10.0,6136343.0,-inf,602.2656157016754,45.13793
17750,0.13090234,5,1570206.0,-243.13728,0.4189424,3281.5588,10.0,1994940,329.0,76344610.0,2981.7285,1570206.0,,299.83044,1.0,76344610.0,4699.274,0.34537694,,-238.28816,True,inf,3281.558797810786,36,6.549251e-07,-inf,50,2.0405964e-14,1548.8779,-1.0,,4999.1045,6.549251e-07,10.0,76344610.0,-inf,605.8353955745697,2.3655794
17800,0.82795596,6,17598394.0,-238.60281,0.4189424,3141.6416,10.0,2010693,315.06,60222940.0,2941.817,17598394.0,,199.8249,1.0,60222940.0,4799.4644,3.1861398,,-233.07011,True,inf,3141.641649971453,36,8.302484e-07,-inf,50,5.636368e-16,1627.096,-1.0,,4999.289,8.302484e-07,10.0,60222940.0,-inf,609.1916165351868,19.935314
17850,656.44666,7,5450682400.0,-234.21233,0.4189424,2923.003,10.0,2025354,293.22,11955107.0,2433.383,5450682400.0,,489.61978,1.0,11955107.0,4509.6147,4473.4424,,-231.72247,True,inf,2923.002918324489,36,4.182313e-06,-inf,50,1.9080534e-08,1580.5956,-1.0,,4999.2344,4.182313e-06,10.0,11955107.0,-inf,612.6047878265381,31959.441
17900,0.81296766,8,3797180.8,-230.31049,0.4189424,2862.3025,10.0,2039706,287.04,542517.2,2862.3025,3797180.8,,,1.0,542517.2,4999.3145,2.472499,,-228.07155,True,inf,2862.302242489297,36,9.2162976e-05,-inf,50,4.113993e-08,1742.2429,-1.0,,4999.3145,9.2162976e-05,10.0,542517.2,-inf,615.9701600074768,13.679288
17950,0.5668457,9,6920076.0,-229.478,0.4189424,2976.2344,10.0,2054636,298.6,45047920.0,2956.2603,6920076.0,,19.973606,1.0,45047920.0,4979.3477,2.0821953,,-222.87204,True,inf,2976.2339592826884,36,1.1099291e-06,-inf,50,2.8429516e-13,1515.6453,-1.0,,4999.3213,1.1099291e-06,10.0,45047920.0,-inf,618.9472045898438,12.798743
18000,165.33096,10,659025500.0,-233.11699,0.4189424,2938.4229,10.0,2069371,294.7,269095580.0,2708.6394,659025500.0,,229.7833,1.0,269095580.0,4769.3667,1147.5555,,-226.50734,True,inf,2938.422664899212,36,1.8580758e-07,-inf,50,1.6314848e-15,1584.3416,-1.0,,4999.15,1.8580758e-07,10.0,269095580.0,-inf,622.2298755645752,8197.975
18050,4766.65,1,12602906.0,-230.9448,0.4189424,3089.8357,10.0,2084859,309.76,1.0,3089.8357,25901005000.0,,,1.0,1.0,4999.287,30956.105,,-230.9448,True,296195040000000.0,3089.8355949838387,37,50.0,-35146298000000.0,50,0.16883145,1748.0908,-1.0,,4999.287,50.0,10.0,1.0,-14643598.0,625.4805958271027,221271.16
18100,0.86494744,2,55756676.0,-231.42685,0.4189424,2388.9717,10.0,2096851,239.84,39.458427,2378.9912,11312739.0,,9.980344,1.0,39.458427,4989.144,2.428066,,-230.01192,True,1.3570277e+17,2388.9716465124434,37,1.2671565,-751686300000000.0,50,0.0080842255,1604.5981,-1.0,,4999.1245,1.2671565,10.0,39.458427,-668476760000000.0,628.1090312004089,17.198956
18150,7.838542,3,143817760.0,-225.16293,0.4189424,2773.1045,9.999999,2110762,278.22,14.443904,2523.321,186605700.0,,249.78345,1.0,14.443904,4749.407,50.360424,,-224.35457,True,207942050000000.0,2773.1044370294712,37,3.461668,-29425754000000.0,50,0.05627771,1585.6958,-1.0,,4999.1904,3.461668,9.999999,14.443904,-35666320000000.0,630.9745345115662,360.32034
18200,0.40498793,4,3235811.8,-236.78253,0.4189424,2814.69,10.0,2124875,282.26,22.110485,2574.878,3962429.2,,239.81207,1.0,22.110485,4759.4434,0.42763752,,-236.12967,True,709933500000000.0,2814.6899982542063,37,2.2613707,-54371820000000.0,50,0.013007962,1796.4005,-1.0,,4999.2554,2.2613707,10.0,22.110485,-53657563000000.0,634.2545669078827,2.2104871
18250,0.53657544,5,7173499.5,-237.63692,0.4189424,2789.8914,10.0,2138866,279.82,43.169804,2540.1326,6819582.0,,249.75838,1.0,43.169804,4749.301,1.020664,,-235.9295,True,2.3897655e+17,2789.8910610825496,37,1.158217,-997490000000000.0,50,0.025178554,1790.2052,-1.0,,4999.059,1.158217,10.0,43.169804,-1006097200000000.0,637.3197231292725,6.567351
18300,2.7946637,6,48508452.0,-237.09746,0.4189424,2459.7834,10.0,2151208,246.84,11.38146,2449.8015,56183796.0,,9.981859,1.0,11.38146,4989.4453,13.984441,,-235.52908,True,32658273000000.0,2459.783443707527,37,4.3931093,-11662551000000.0,50,0.04360167,1746.0692,-1.0,,4999.4272,4.3931093,10.0,11.38146,-11734670000000.0,640.0394601821899,99.22417
18350,0.34517896,7,3364962.0,-239.37776,0.4189424,2642.432,10.0,2164466,265.16,16.892462,2622.4712,3376026.5,,19.96077,1.0,16.892462,4978.9224,0.31031692,,-238.94719,True,1739920100000000.0,2642.4318609562906,37,2.9599001,-85106950000000.0,50,0.016629316,1636.6779,-1.0,,4998.8833,2.9599001,10.0,16.892462,-85272840000000.0,642.9431545734406,1.6097916
18400,0.94711274,8,17056878.0,-231.00682,0.4189424,2626.3137,10.0,2177639,263.46,111.06219,2626.3137,17056878.0,,,1.0,111.062195,4999.2666,2.875584,,-229.17764,True,1.19751875e+20,2626.313874583604,37,0.45019823,-2.2330997e+16,50,0.002515713,1797.9219,-1.0,,4999.2666,0.4501982,10.0,111.06219,-2.2330997e+16,645.837336063385,16.190487
18450,0.927844,9,5003779.5,-229.10309,0.4189424,2524.3528,10.0,2190304,253.3,30.776443,2514.373,5043688.5,,9.97962,1.0,30.776443,4989.1025,3.229001,,-227.90334,True,4201977200000000.0,2524.352727176047,37,1.6246191,-132270130000000.0,50,0.008395753,1700.8116,-1.0,,4999.082,1.6246191,10.0,30.776443,-132885230000000.0,648.5280408859253,22.999386
18500,1.1566461,10,10960162.0,-235.9994,0.4189424,2739.6616,10.0,2204048,274.88,207.53558,2469.8743,10960162.0,,269.7871,1.0,207.53558,4729.364,2.5310636,,-235.71323,True,2.247256e+22,2739.661543292642,37,0.24092254,-3.0589554e+17,50,0.017337723,1578.4703,-1.0,,4999.151,0.24092254,10.0,207.53558,-3.0589554e+17,651.6219294071198,15.634757
18550,2.986451,1,9323886.0,-217.21306,0.4189424,2546.3438,10.0,2216826,255.56,1.0,2546.3438,31853024.0,,,1.0,1.0,4999.4053,3.180048,,-217.21306,True,136653470.0,2546.3437158660568,38,50.0,-23888060000.0,50,0.05964326,1685.2356,-1.0,,4999.4053,50.0,10.0,1.0,-11364669.0,654.0602812767029,16.249392
18600,2.0531366,2,27750024.0,-247.55235,0.4189424,3358.6885,10.0,2233655,336.58,10047645.0,3348.7046,27750024.0,,9.983584,1.0,10047645.0,4989.289,4.5647,,-247.65695,True,inf,3358.688307202621,38,4.9762903e-06,-inf,50,6.0770143e-12,1779.3453,-1.0,,4999.2725,4.9762903e-06,10.0,10047645.0,-inf,657.6002383232117,29.008364
18650,1.6022475,3,5452370.5,-237.60486,0.4189424,3402.4712,10.0,2250710,341.1,5710263.5,3112.797,5452370.5,,289.6742,1.0,5710263.5,4709.3804,4.0425625,,-228.37769,True,inf,3402.4713391907553,38,8.756163e-06,-inf,50,1.1860553e-12,1543.2876,-1.0,,4999.0547,8.756163e-06,10.0,5710263.5,-inf,661.113046169281,24.32836
18700,3.4168355,4,45823108.0,-242.25658,0.4189424,3565.5332,10.0,2268570,357.2,33035886.0,3285.6985,45823108.0,,279.83478,1.0,33035888.0,4719.6904,9.162573,,-240.02228,True,inf,3565.533230510088,38,1.5135056e-06,-inf,50,3.992329e-11,1631.7412,-1.0,,4999.5254,1.5135056e-06,10.0,33035886.0,-inf,664.5234291553497,54.297398
18750,2.0925016,5,14035248.0,-238.98628,0.4189424,3421.9712,10.0,2285718,342.96,576774.44,3392.0254,14035248.0,,29.945599,1.0,576774.44,4969.3677,5.4858294,,-233.6087,True,inf,3421.970832666954,38,8.6689004e-05,-inf,50,3.1607952e-11,1606.438,-1.0,,4999.3135,8.6689004e-05,10.0,576774.44,-inf,667.971417427063,32.122074
18800,1.932395,6,23037934.0,-240.64485,0.4189424,3450.0344,10.0,2303008,345.8,186162.86,3110.2498,23037934.0,,339.78452,1.0,186162.86,4659.478,4.593211,,-238.41882,True,inf,3450.0343275151954,38,0.00026858205,-inf,50,8.952239e-12,1471.4847,-1.0,,4999.2627,0.00026858205,10.0,186162.86,-inf,671.649183511734,24.84096
18850,6.9945054,7,147502660.0,-233.5012,0.4189424,3534.7998,10.0,2320717,354.18,39464196.0,3514.8274,147502660.0,,19.972248,1.0,39464196.0,4979.3647,38.919266,,-231.6041,True,inf,3534.7994518686314,38,1.2669713e-06,-inf,50,1.0238174e-12,1728.9174,-1.0,,4999.337,1.2669713e-06,10.0,39464196.0,-inf,675.4301381111145,277.53473
18900,4.5722218,8,59313680.0,-237.5149,0.4189424,3290.4875,10.0,2337211,329.88,1441306.8,3280.5054,59313680.0,,9.982463,1.0,1441306.8,4989.549,17.392967,,-236.45865,True,inf,3290.4877728700812,38,3.469074e-05,-inf,50,1.4161907e-12,1612.6367,-1.0,,4999.5312,3.469074e-05,10.0,1441306.8,-inf,678.8812093734741,118.18455
18950,0.93039757,9,6092005.0,-254.96771,0.4189424,3252.2415,10.0,2353516,326.1,1671824.4,3242.262,6092005.0,,9.98021,1.0,1671824.4,4989.483,2.3298497,,-247.99644,True,inf,3252.2416924310874,38,2.9907447e-05,-inf,50,1.663844e-11,1572.2102,-1.0,,4999.463,2.9907447e-05,10.0,1671824.4,-inf,682.4783577919006,13.667708
19000,6.620651,10,84727700.0,-240.99208,0.4189424,3466.5576,10.0,2370889,347.46,3462952.0,3236.7322,84727700.0,,229.8251,1.0,3462952.0,4769.29,17.494411,,-237.44572,True,inf,3466.557445768834,38,1.44385485e-05,-inf,50,1.15963775e-11,1561.0969,-1.0,,4999.115,1.44385485e-05,10.0,3462952.0,-inf,686.0051012039185,95.40547
19050,12942.107,1,13732904.0,-236.80057,0.4189424,3440.5413,10.0,2388133,344.88,1.0,3160.7432,167114210000.0,,279.79834,1.0,1.0,4719.534,38860.652,,-236.80057,True,3.4971066e+29,3440.541303781568,39,50.0,-1.2067931e+21,50,0.13230921,1376.8004,-1.0,,4999.3325,50.0,10.0,1.0,-15773635.0,689.8009350299835,206080.66
19100,0.42928886,2,5810330.0,-231.53438,0.4189424,3068.7314,10.0,2403517,307.68,195.4832,2778.9438,5810330.0,,289.7883,1.0,195.4832,4709.182,0.7888055,,-231.07082,True,5.1778195e+20,3068.7316198069107,39,0.25577646,-4.6428957e+16,50,0.00027339582,1630.7911,-1.0,,4998.97,0.25577646,10.0,195.4832,-4.6428957e+16,693.1179592609406,5.368465
19150,0.7064634,3,4640973.5,-213.48036,0.4189424,3025.5935,10.0,2418685,303.36,125.53616,3025.5935,4640973.5,,,1.0,125.53616,4999.3,3.1997843,,-212.01572,True,1.4685587e+20,3025.5934927890835,39,0.39829162,-2.4729674e+16,50,0.0023817567,1777.696,-1.0,,4999.3,0.39829162,10.0,125.53616,-2.4729674e+16,696.4865493774414,22.961515
19200,0.58351386,4,11483164.0,-241.9194,0.4189424,2563.1365,10.0,2431544,257.18,40.40729,2353.32,10012346.0,,209.81656,1.0,40.40729,4789.2666,1.9528406,,-241.5004,True,3.3043692e+16,2563.1364344559574,39,1.2374004,-370919180000000.0,50,0.003249619,1754.6731,-1.0,,4999.083,1.2374004,10.0,40.40729,-396856450000000.0,699.7496333122253,14.14877
19250,0.4006703,5,4862429.5,-232.15059,0.4189424,2954.8574,10.0,2446358,296.28,328588.4,2944.8772,4862429.5,,9.980728,1.0,328588.4,4989.429,0.6880521,,-231.33528,True,inf,2954.8576576187797,39,0.00015216605,-inf,50,0.015844578,1692.3075,-1.0,,4999.41,0.00015216605,10.0,328588.4,-inf,702.7796251773834,4.1972003
19300,1.4205383,6,28394570.0,-224.88185,0.4189424,2908.8396,10.0,2460943,291.7,18793580.0,2898.8582,28394570.0,,9.981741,1.0,18793580.0,4989.319,5.162818,,-226.68149,True,inf,2908.8399051586975,39,2.660483e-06,-inf,50,0.006707378,1729.4772,-1.0,,4999.301,2.660483e-06,10.0,18793580.0,-inf,706.2282769680023,36.571663
19350,0.5266563,7,7165296.0,-239.72232,0.4189424,2785.8826,10.0,2474912,279.38,12.147295,2765.9204,7060193.0,,19.961948,1.0,12.147294,4979.248,0.7982006,,-239.12993,True,750626800000.0,2785.8822839517325,39,4.1161427,-1767953700000.0,50,0.015542857,1881.8513,-1.0,,4999.21,4.116143,10.0,12.147295,-1769275300000.0,709.1671540737152,4.444099
19400,0.6236721,8,2290246.5,-238.19449,0.4189424,2477.8027,10.0,2487345,248.66,7.8614397,2258.0283,4106186.8,,219.77448,1.0,7.8614397,4779.3877,1.5552834,,-237.49162,True,44657074000.0,2477.802801557484,39,6.360158,-431219150000.0,50,0.015520818,1684.6708,-1.0,,4999.162,6.360158,10.0,7.8614397,-249734740000.0,711.9854073524475,11.075543
19450,0.34786457,9,3907244.5,-233.27876,0.4189424,2431.603,10.0,2499550,244.1,23.132256,2191.839,3307244.5,,239.76373,1.0,23.132256,4759.3784,0.46480697,,-233.46178,True,306689620000000.0,2431.6029222543752,39,2.161484,-35735093000000.0,50,0.0015118129,1614.5137,-1.0,,4999.142,2.161484,10.0,23.132256,-63478404000000.0,714.9983558654785,2.1896067
19500,0.36023647,10,5772618.0,-239.70375,0.4189424,2764.5789,10.0,2513417,277.34,97.05536,2574.7283,5772618.0,,189.85068,1.0,97.05537,4809.207,0.9476944,,-239.13351,True,9.770873e+19,2764.5788759713414,39,0.5151699,-2.0169605e+16,50,0.014060239,1679.1649,-1.0,,4999.0576,0.51516986,10.0,97.05536,-2.0169605e+16,717.9072983264923,6.8333426
19550,2.607313,1,9887776.0,-229.01466,0.4189424,2651.916,10.0,2526718,266.02,1.0,2412.1213,24361734.0,,239.79474,1.0,1.0,4759.5605,2.1182613,,-229.01466,True,372892000000.0,2651.9160311519413,40,50.0,-1246184900000.0,50,0.12564304,1689.7097,-1.0,,4999.3555,50.0,10.0,1.0,-11928518.0,720.5780682563782,9.802062
19600,2.0517776,2,19598838.0,-225.29524,0.4189424,3186.2173,10.0,2542689,319.42,48812.516,3156.2542,19598838.0,,29.963028,1.0,48812.52,4969.195,4.5706186,,-222.0573,True,1.4414881e+36,3186.216757268609,40,0.0010243275,-2.4499297e+24,50,1.5594003e-08,1611.9373,-1.0,,4999.1577,0.0010243274,10.0,48812.516,-2.4499297e+24,723.8648736476898,29.792044
19650,1.9378045,3,17118608.0,-234.07996,0.4189424,2891.4382,10.0,2557188,289.98,51605.33,2881.4573,17118608.0,,9.98116,1.0,51605.332,4989.632,4.0793734,,-227.44019,True,8.276983e+35,2891.438235929431,40,0.0009688922,-1.8567913e+24,50,4.0988435e-09,1753.6765,-1.0,,4999.613,0.0009688921,10.0,51605.33,-1.8567913e+24,726.8804113864899,22.788912
19700,1.1881738,4,15891961.0,-228.154,0.4189424,3288.2468,10.0,2573665,329.54,20762.332,3278.2664,15891961.0,,9.980883,1.0,20762.332,4989.4497,2.7103534,,-225.35304,True,4.2234715e+32,3288.246883798971,40,0.0024082074,-4.1940172e+22,50,6.10877e-10,1789.9111,-1.0,,4999.4307,0.0024082074,10.0,20762.332,-4.1940172e+22,730.5085639953613,12.864531
19750,2.6075811,5,33876664.0,-219.56781,0.4189424,3271.6416,10.0,2590059,327.88,51539.05,3261.6582,33876664.0,,9.983411,1.0,51539.05,4989.159,7.054287,,-218.67865,True,4.411122e+35,3271.6416385344155,40,0.0009701382,-1.3552516e+24,50,5.1572866e-09,1794.1929,-1.0,,4999.1426,0.0009701382,10.0,51539.05,-1.3552516e+24,734.0437476634979,40.333164
19800,2.1439207,6,17559432.0,-232.04956,0.4189424,3519.9597,10.0,2607697,352.76,29930.568,3240.175,17559432.0,,279.78467,1.0,29930.568,4719.512,4.5632453,,-226.68161,True,2.298179e+33,3519.9598346818093,40,0.001670533,-9.782823e+22,50,2.1540943e-11,1546.7188,-1.0,,4999.297,0.001670533,10.0,29930.568,-9.782823e+22,738.0121948719025,25.866404
19850,5.0655875,7,72948590.0,-223.3701,0.4189424,2950.9,10.0,2622491,295.88,11652.907,2950.9,72948590.0,,,1.0,11652.907,4999.3965,14.448442,,-220.36147,True,3.5659632e+31,2950.9000394229747,40,0.004290775,-1.2186472e+22,50,6.504758e-11,1793.1902,-1.0,,4999.3965,0.004290775,10.0,11652.907,-1.2186472e+22,741.5404090881348,90.93381
19900,2.13305,8,30547390.0,-234.0103,0.4189424,3195.4353,10.0,2638507,320.32,38051.4,2945.5803,30547390.0,,249.85513,1.0,38051.4,4749.515,6.12923,,-229.83647,True,2.5876039e+35,3195.435251074666,40,0.0013140121,-1.0380872e+24,50,2.7489044e-10,1631.3606,-1.0,,4999.37,0.0013140121,10.0,38051.4,-1.0380872e+24,745.1696019172668,38.345493
19950,1.3112404,9,16437603.0,-243.7464,0.4189424,3501.1218,10.0,2656045,350.76,600207.5,3201.2903,16437603.0,,299.83167,1.0,600207.5,4699.4585,2.3709114,,-242.96019,True,inf,3501.1219302338322,40,8.330453e-05,-inf,50,2.2963752e-10,1719.8838,-1.0,,4999.29,8.330453e-05,10.0,600207.5,-inf,749.0724380016327,12.895581
20000,1.2909284,10,14850455.0,-236.44836,0.4189424,3608.3467,10.0,2674121,361.52,15738.049,3368.5679,14850455.0,,239.77908,1.0,15738.05,4759.536,2.5846357,,-232.82516,True,2.7397306e+31,3608.34668952996,40,0.003177014,-1.0681429e+22,50,5.3669864e-09,1621.0613,-1.0,,4999.3154,0.0031770137,10.0,15738.049,-1.0681429e+22,752.8959238529205,12.146113
20050,82.57585,1,14713182.0,-227.58658,0.4189424,3508.5935,10.0,2691704,351.66,1.0,3498.6086,1436751500.0,,9.984824,1.0,1.0,4989.3613,270.3196,,-227.58658,True,288086700000000.0,3508.593506856951,41,50.0,-34638607000000.0,50,0.12275501,1550.1464,-1.0,,4999.346,50.0,10.0,1.0,-16753926.0,757.1413254737854,1477.033
20100,1.0238384,2,13919954.0,-238.46475,0.4189424,3143.0781,10.0,2707455,315.02,122.95738,2903.2585,13919954.0,,239.81915,1.0,122.95738,4759.755,1.8957564,,-234.76314,True,2.5821265e+20,3143.0777476493954,41,0.40664497,-3.2795114e+16,50,4.2979996e-06,1811.3022,-1.0,,4999.574,0.40664497,10.0,122.95738,-3.2795114e+16,761.2752945423126,8.916167
20150,14793997.0,3,259040110.0,-243.34186,0.4189424,3459.1619,10.0,2724786,346.62,68.20108,3449.1812,369689200000000.0,,9.980392,1.0,68.20108,4989.3174,103496510.0,,-241.71915,True,1.7838788e+32,3459.161755272774,41,0.7331262,-2.7255558e+22,50,0.14095853,1591.6932,-1.0,,4999.298,0.7331262,10.0,68.20108,-1226601300000000.0,765.1375715732574,739269500.0
20200,2.6300244,4,8263483.5,-192.83096,0.4189424,2612.5754,10.0,2737902,262.32,14187083000.0,2073.008,8263483.5,,539.5676,1.0,14187084000.0,3709.4626,10.930077,,-184.48633,True,inf,2612.57556898515,41,3.5243328e-09,-inf,50,8.7137505e-14,815.69934,-1.0,,4249.0303,3.5243324e-09,10.0,14187083000.0,-inf,768.2176158428192,54.47748
20250,2.8914983,5,4113446.0,-203.97223,0.4189424,2590.1829,10.0,2750904,260.04,712588350.0,1760.5509,4113446.0,,829.63196,1.0,712588350.0,4169.502,13.194068,,-195.57816,True,inf,2590.1828164262074,41,7.0166735e-08,-inf,50,7.414044e-15,1018.7319,-1.0,,4999.134,7.0166735e-08,10.0,712588350.0,-inf,770.4432027339935,83.84888
20300,51.32853,6,1240246800.0,-227.25269,0.4189424,2454.3606,10.0,2763227,246.46,555027100.0,2434.39,1240246800.0,,19.970863,1.0,555027100.0,4979.1436,346.62534,,-226.22408,True,inf,2454.3607357006545,41,9.00857e-08,-inf,50,1.7399425e-15,1197.7025,-1.0,,4999.1143,9.00857e-08,10.0,555027100.0,-inf,773.4665825366974,2477.4175
