J,EpsThisIter,Bound,VarVanillaIw,VarNormIw,AvgRet,AvgNormIw,VanillaAvgRet,MaxNormIw,IterType,MinNormIw,VarJ,MinVanillaIw,Delta,AvgVanillaIw,VarRet,VarDiscRet,ESSClassic,AvgDiscRet,AvgEpLen,ESSRenyi,eRenyi2,BatchSize,MaxVanillaIw
-62.1827,100,-62.1827,,5.43914e-20,-61.5186373822,0.00333333,-61.5186373822,0.00333333,2,0.00333333,36.4196,1.0,1.0,1.0,1337.12368236,1337.12368236,299.999969474,-61.5186373822,88.92,500.0,1.0,500,1.0
-61.189,100,-61.189,,5.4346e-20,-58.2079504706,0.0025,-58.2079504706,0.0025,2,0.0025,31.7858,1.0,1.0,1.0,50.8591471316,50.8591471316,400.0,-58.2079504706,85.02,500.0,1.0,500,1.0
-60.7735,100,-60.7735,,5.43187e-20,-59.1116577874,0.002,-59.1116577874,0.002,1,0.002,28.5796,1.0,1.0,1.0,39.5455986535,39.5455986535,500.000006643,-59.1116577874,86.69,500.0,1.0,500,1.0
-59.3244,100,-59.3244,,3.50449e-18,-59.324441805,0.01,-59.324441805,0.01,2,0.01,6.95647,1.0,1.0,1.0,48.8813181912,48.8813181912,100.0,-59.324441805,87.68,500.0,1.0,500,1.0
-60.7763,100,-60.7763,,2.1793e-19,-62.2281097229,0.005,-62.2281097229,0.005,2,0.005,26.2281,1.0,1.0,1.0,1336.57885706,1336.57885706,200.000000102,-62.2281097229,90.22,500.0,1.0,500,1.0
-61.1643,100,-61.1643,,5.43914e-20,-61.9402727553,0.00333333,-61.9402727553,0.00333333,2,0.00333333,29.9395,1.0,1.0,1.0,1325.64760366,1325.64760366,299.999969474,-61.9402727553,90.05,500.0,1.0,500,1.0
-61.607,100,-61.607,,5.4346e-20,-62.9350717053,0.0025,-62.9350717053,0.0025,2,0.0025,31.6617,1.0,1.0,1.0,1331.71436142,1331.71436142,400.0,-62.9350717053,91.09,500.0,1.0,500,1.0
-62.4578,100,-62.4578,,5.43187e-20,-65.8608537965,0.002,-65.8608537965,0.002,1,0.002,36.301,1.0,1.0,1.0,2590.3700123,2590.3700123,500.000006643,-65.8608537965,94.67,500.0,1.0,500,1.0
-58.3113,100,-58.3113,,3.50449e-18,-58.311279242,0.01,-58.311279242,0.01,2,0.01,6.98534,1.0,1.0,1.0,49.287792139,49.287792139,100.0,-58.311279242,85.81,500.0,1.0,500,1.0
-60.5035,100,-60.5035,,2.1793e-19,-62.6958010668,0.005,-62.6958010668,0.005,2,0.005,26.2734,1.0,1.0,1.0,1335.53558913,1335.53558913,200.000000102,-62.6958010668,90.73,500.0,1.0,500,1.0
-61.9752,100,-61.9752,,5.43914e-20,-64.9184117089,0.00333333,-64.9184117089,0.00333333,2,0.00333333,36.5087,1.0,1.0,1.0,2631.39760476,2631.39760476,299.999969474,-64.9184117089,92.78,500.0,1.0,500,1.0
-61.7114,100,-61.7114,,5.4346e-20,-60.9201845339,0.0025,-60.9201845339,0.0025,2,0.0025,36.5326,1.0,1.0,1.0,1352.53582504,1352.53582504,400.0,-60.9201845339,88.23,500.0,1.0,500,1.0
-61.9788,100,-61.9788,,5.43187e-20,-63.0481727596,0.002,-63.0481727596,0.002,1,0.002,36.551,1.0,1.0,1.0,1353.46984528,1353.46984528,500.000006643,-63.0481727596,91.72,500.0,1.0,500,1.0
-65.963,100,-65.963,,3.50449e-18,-65.9629606643,0.01,-65.9629606643,0.01,2,0.01,50.6455,1.0,1.0,1.0,2590.87970144,2590.87970144,100.0,-65.9629606643,94.78,500.0,1.0,500,1.0
-68.4148,100,-68.4148,,2.1793e-19,-70.8666518366,0.005,-70.8666518366,0.005,2,0.005,61.704,1.0,1.0,1.0,5088.65410209,5088.65410209,200.000000102,-70.8666518366,99.18,500.0,1.0,500,1.0
-65.0853,100,-65.0853,,5.43914e-20,-58.426230479,0.00333333,-58.426230479,0.00333333,2,0.00333333,50.7756,1.0,1.0,1.0,53.7379876806,53.7379876806,299.999969474,-58.426230479,85.87,500.0,1.0,500,1.0
-64.4134,100,-64.4134,,5.4346e-20,-62.397556836,0.0025,-62.397556836,0.0025,2,0.0025,47.6043,1.0,1.0,1.0,1338.17379626,1338.17379626,400.0,-62.397556836,90.71,500.0,1.0,500,1.0
-63.211,100,-63.211,,5.43187e-20,-58.4018164933,0.002,-58.4018164933,0.002,1,0.002,42.7739,1.0,1.0,1.0,54.9871727524,54.9871727524,500.000006643,-58.4018164933,85.62,500.0,1.0,500,1.0
-57.8778,100,-57.8778,,3.50449e-18,-57.8777621514,0.01,-57.8777621514,0.01,2,0.01,6.8138,1.0,1.0,1.0,46.8968692044,46.8968692044,100.0,-57.8777621514,84.87,500.0,1.0,500,1.0
-57.7898,100,-57.7898,,2.1793e-19,-57.7018122269,0.005,-57.7018122269,0.005,2,0.005,6.69219,1.0,1.0,1.0,43.5630986726,43.5630986726,200.000000102,-57.7018122269,84.89,500.0,1.0,500,1.0
-60.0659,100,-60.0659,,5.43914e-20,-64.6181621848,0.00333333,-64.6181621848,0.00333333,2,0.00333333,30.0272,1.0,1.0,1.0,2610.34754217,2610.34754217,299.999969474,-64.6181621848,92.49,500.0,1.0,500,1.0
-61.5496,100,-61.5496,,5.4346e-20,-66.0005917092,0.0025,-66.0005917092,0.0025,2,0.0025,36.4156,1.0,1.0,1.0,2599.04705882,2599.04705882,400.0,-66.0005917092,94.99,500.0,1.0,500,1.0
-61.0893,100,-61.0893,,5.43187e-20,-59.2480459639,0.002,-59.2480459639,0.002,1,0.002,32.7595,1.0,1.0,1.0,57.8869763046,57.8869763046,500.000006643,-59.2480459639,87.43,500.0,1.0,500,1.0
-59.2894,100,-59.2894,,3.50449e-18,-59.2894177586,0.01,-59.2894177586,0.01,2,0.01,6.31942,1.0,1.0,1.0,40.3384572094,40.3384572094,100.0,-59.2894177586,87.28,500.0,1.0,500,1.0
-62.4078,100,-62.4078,,2.1793e-19,-65.5261957045,0.005,-65.5261957045,0.005,2,0.005,36.2863,1.0,1.0,1.0,2600.0099401,2600.0099401,200.000000102,-65.5261957045,93.74,500.0,1.0,500,1.0
-62.4918,100,-62.4918,,5.43914e-20,-62.6597334976,0.00333333,-62.6597334976,0.00333333,2,0.00333333,36.3362,1.0,1.0,1.0,1340.92607793,1340.92607793,299.999969474,-62.6597334976,91.01,500.0,1.0,500,1.0
-61.7991,100,-61.7991,,5.4346e-20,-59.7209262934,0.0025,-59.7209262934,0.0025,2,0.0025,31.7318,1.0,1.0,1.0,61.5213536914,61.5213536914,400.0,-59.7209262934,87.66,500.0,1.0,500,1.0
-60.9094,100,-60.9094,,5.43187e-20,-57.350800577,0.002,-57.350800577,0.002,1,0.002,28.5915,1.0,1.0,1.0,44.3781084592,44.3781084592,500.000006643,-57.350800577,83.9,500.0,1.0,500,1.0
-63.7195,100,-63.7195,,3.50449e-18,-63.7195431466,0.01,-63.7195431466,0.01,2,0.01,36.3838,1.0,1.0,1.0,1337.15022843,1337.15022843,100.0,-63.7195431466,93.2,500.0,1.0,500,1.0
-62.8643,100,-62.8643,,2.1793e-19,-62.0091614321,0.005,-62.0091614321,0.005,2,0.005,36.4301,1.0,1.0,1.0,1342.49267378,1342.49267378,200.000000102,-62.0091614321,89.47,500.0,1.0,500,1.0
-62.6462,100,-62.6462,,5.43914e-20,-62.2099481225,0.00333333,-62.2099481225,0.00333333,2,0.00333333,36.39,1.0,1.0,1.0,1331.41123136,1331.41123136,299.999969474,-62.2099481225,89.81,500.0,1.0,500,1.0
-61.6081,100,-61.6081,,5.4346e-20,-58.4935771728,0.0025,-58.4935771728,0.0025,2,0.0025,31.7789,1.0,1.0,1.0,54.5213825767,54.5213825767,400.0,-58.4935771728,86.17,500.0,1.0,500,1.0
-61.1162,100,-61.1162,,5.43187e-20,-59.1488368772,0.002,-59.1488368772,0.002,1,0.002,28.6121,1.0,1.0,1.0,49.3205322232,49.3205322232,500.000006643,-59.1488368772,86.83,500.0,1.0,500,1.0
-66.6724,100,-66.6724,,3.50449e-18,-66.6723637106,0.01,-66.6723637106,0.01,2,0.01,50.5006,1.0,1.0,1.0,2576.07627039,2576.07627039,100.0,-66.6723637106,95.9,500.0,1.0,500,1.0
-64.623,100,-64.623,,2.1793e-19,-62.5736548482,0.005,-62.5736548482,0.005,2,0.005,44.0519,1.0,1.0,1.0,1335.77757113,1335.77757113,200.000000102,-62.5736548482,90.86,500.0,1.0,500,1.0
-62.405,100,-62.405,,5.43914e-20,-57.9688502224,0.00333333,-57.9688502224,0.00333333,2,0.00333333,36.3785,1.0,1.0,1.0,60.1342937703,60.1342937703,299.999969474,-57.9688502224,85.1,500.0,1.0,500,1.0
-62.1601,100,-62.1601,,5.4346e-20,-61.4257345223,0.0025,-61.4257345223,0.0025,2,0.0025,36.4069,1.0,1.0,1.0,1344.39407851,1344.39407851,400.0,-61.4257345223,89.01,500.0,1.0,500,1.0
-62.8716,100,-62.8716,,5.43187e-20,-65.717238978,0.002,-65.717238978,0.002,1,0.002,39.7117,1.0,1.0,1.0,2599.09507355,2599.09507355,500.000006643,-65.717238978,94.34,500.0,1.0,500,1.0
-58.292,100,-58.292,,3.50449e-18,-58.2919927147,0.01,-58.2919927147,0.01,2,0.01,7.09856,1.0,1.0,1.0,50.8984907244,50.8984907244,100.0,-58.2919927147,85.53,500.0,1.0,500,1.0
-58.822,100,-58.822,,2.1793e-19,-59.3520935555,0.005,-59.3520935555,0.005,2,0.005,7.35407,1.0,1.0,1.0,57.7912286778,57.7912286778,200.000000102,-59.3520935555,87.06,500.0,1.0,500,1.0
-60.1858,100,-60.1858,,5.43914e-20,-62.9132120258,0.00333333,-62.9132120258,0.00333333,2,0.00333333,21.9208,1.0,1.0,1.0,1335.59563736,1335.59563736,299.999969474,-62.9132120258,91.23,500.0,1.0,500,1.0
-59.8384,100,-59.8384,,5.4346e-20,-58.7963738725,0.0025,-58.7963738725,0.0025,2,0.0025,19.4259,1.0,1.0,1.0,67.1192276733,67.1192276733,400.0,-58.7963738725,86.19,500.0,1.0,500,1.0
-61.5742,100,-61.5742,,5.43187e-20,-68.5174016394,0.002,-68.5174016394,0.002,1,0.002,32.7631,1.0,1.0,1.0,3835.74890091,3835.74890091,500.000006643,-68.5174016394,96.96,500.0,1.0,500,1.0
-60.6457,100,-60.6457,,3.50449e-18,-60.6456904638,0.01,-60.6456904638,0.01,2,0.01,36.5522,1.0,1.0,1.0,1349.56046261,1349.56046261,100.0,-60.6456904638,87.78,500.0,1.0,500,1.0
-59.6826,100,-59.6826,,2.1793e-19,-58.7195809124,0.005,-58.7195809124,0.005,2,0.005,26.3816,1.0,1.0,1.0,54.6075257703,54.6075257703,200.000000102,-58.7195809124,86.45,500.0,1.0,500,1.0
-59.4284,100,-59.4284,,5.43914e-20,-58.9198947538,0.00333333,-58.9198947538,0.00333333,2,0.00333333,21.9879,1.0,1.0,1.0,58.6164512544,58.6164512544,299.999969474,-58.9198947538,86.96,500.0,1.0,500,1.0
-61.2195,100,-61.2195,,5.4346e-20,-66.5928720941,0.0025,-66.5928720941,0.0025,2,0.0025,31.8095,1.0,1.0,1.0,2584.31943684,2584.31943684,400.0,-66.5928720941,95.79,500.0,1.0,500,1.0
-62.0881,100,-62.0881,,5.43187e-20,-65.5622951722,0.002,-65.5622951722,0.002,1,0.002,36.4305,1.0,1.0,1.0,2599.45808348,2599.45808348,500.000006643,-65.5622951722,93.6,500.0,1.0,500,1.0
-66.3376,100,-66.3376,,3.50449e-18,-66.3375545539,0.01,-66.3375545539,0.01,2,0.01,50.603,1.0,1.0,1.0,2586.53304237,2586.53304237,100.0,-66.3375545539,94.96,500.0,1.0,500,1.0
-62.3315,100,-62.3315,,2.1793e-19,-58.3254938091,0.005,-58.3254938091,0.005,2,0.005,36.3313,1.0,1.0,1.0,47.6428627325,47.6428627325,200.000000102,-58.3254938091,85.76,500.0,1.0,500,1.0
-63.2167,100,-63.2167,,5.43914e-20,-64.9869958483,0.00333333,-64.9869958483,0.00333333,2,0.00333333,41.7197,1.0,1.0,1.0,2603.00112448,2603.00112448,299.999969474,-64.9869958483,92.83,500.0,1.0,500,1.0
-62.3188,100,-62.3188,,5.4346e-20,-59.625161916,0.0025,-59.625161916,0.0025,2,0.0025,36.2975,1.0,1.0,1.0,39.1445917609,39.1445917609,400.0,-59.625161916,87.82,500.0,1.0,500,1.0
-61.5128,100,-61.5128,,5.43187e-20,-58.2889900431,0.002,-58.2889900431,0.002,1,0.002,32.6437,1.0,1.0,1.0,45.5047981908,45.5047981908,500.000006643,-58.2889900431,85.49,500.0,1.0,500,1.0
-58.4867,100,-58.4867,,3.50449e-18,-58.4867100441,0.01,-58.4867100441,0.01,2,0.01,7.54612,1.0,1.0,1.0,57.5191478021,57.5191478021,100.0,-58.4867100441,85.59,500.0,1.0,500,1.0
-63.119,100,-63.119,,2.1793e-19,-67.7513077408,0.005,-67.7513077408,0.005,2,0.005,36.3869,1.0,1.0,1.0,2573.89537597,2573.89537597,200.000000102,-67.7513077408,97.85,500.0,1.0,500,1.0
-61.8817,100,-61.8817,,5.43914e-20,-59.4071139507,0.00333333,-59.4071139507,0.00333333,2,0.00333333,30.0452,1.0,1.0,1.0,51.4547071836,51.4547071836,299.999969474,-59.4071139507,87.45,500.0,1.0,500,1.0
-61.6577,100,-61.6577,,5.4346e-20,-60.9855597189,0.0025,-60.9855597189,0.0025,2,0.0025,31.7907,1.0,1.0,1.0,1347.32708045,1347.32708045,400.0,-60.9855597189,88.19,500.0,1.0,500,1.0
-61.7701,100,-61.7701,,5.43187e-20,-62.2197707012,0.002,-62.2197707012,0.002,1,0.002,32.7565,1.0,1.0,1.0,1335.45974739,1335.45974739,500.000006643,-62.2197707012,90.16,500.0,1.0,500,1.0
-57.5028,100,-57.5028,,3.50449e-18,-57.5027807005,0.01,-57.5027807005,0.01,2,0.01,7.12251,1.0,1.0,1.0,51.2425745579,51.2425745579,100.0,-57.5027807005,84.12,500.0,1.0,500,1.0
-58.666,100,-58.666,,2.1793e-19,-59.8292814362,0.005,-59.8292814362,0.005,2,0.005,7.42389,1.0,1.0,1.0,57.3656190943,57.3656190943,200.000000102,-59.8292814362,87.79,500.0,1.0,500,1.0
-59.3983,100,-59.3983,,5.43914e-20,-60.8629608664,0.00333333,-60.8629608664,0.00333333,2,0.00333333,22.0672,1.0,1.0,1.0,1361.04514387,1361.04514387,299.999969474,-60.8629608664,87.78,500.0,1.0,500,1.0
-59.0316,100,-59.0316,,5.4346e-20,-57.9313062911,0.0025,-57.9313062911,0.0025,2,0.0025,19.4566,1.0,1.0,1.0,52.261553168,52.261553168,400.0,-57.9313062911,84.82,500.0,1.0,500,1.0
-60.6635,100,-60.6635,,5.43187e-20,-67.1909401743,0.002,-67.1909401743,0.002,1,0.002,28.7163,1.0,1.0,1.0,2581.45322076,2581.45322076,500.000006643,-67.1909401743,97.06,500.0,1.0,500,1.0
-59.3329,100,-59.3329,,3.50449e-18,-59.3329026535,0.01,-59.3329026535,0.01,2,0.01,8.13049,1.0,1.0,1.0,66.7726499099,66.7726499099,100.0,-59.3329026535,87.35,500.0,1.0,500,1.0
-58.4151,100,-58.4151,,2.1793e-19,-57.4972287045,0.005,-57.4972287045,0.005,2,0.005,8.02817,1.0,1.0,1.0,61.7307209762,61.7307209762,200.000000102,-57.4972287045,84.14,500.0,1.0,500,1.0
-59.277,100,-59.277,,5.43914e-20,-61.0007541434,0.00333333,-61.0007541434,0.00333333,2,0.00333333,21.9442,1.0,1.0,1.0,1324.52965114,1324.52965114,299.999969474,-61.0007541434,88.83,500.0,1.0,500,1.0
-59.1277,100,-59.1277,,5.4346e-20,-58.6800424694,0.0025,-58.6800424694,0.0025,2,0.0025,19.3643,1.0,1.0,1.0,55.5478054046,55.5478054046,400.0,-58.6800424694,85.88,500.0,1.0,500,1.0
-59.3134,100,-59.3134,,5.43187e-20,-60.0559732255,0.002,-60.0559732255,0.002,1,0.002,17.6631,1.0,1.0,1.0,59.9381643919,59.9381643919,500.000006643,-60.0559732255,88.65,500.0,1.0,500,1.0
-57.6387,100,-57.6387,,3.50449e-18,-57.638749059,0.01,-57.638749059,0.01,2,0.01,7.61054,1.0,1.0,1.0,58.5054091618,58.5054091618,100.0,-57.638749059,84.62,500.0,1.0,500,1.0
-57.9227,100,-57.9227,,2.1793e-19,-58.2065700421,0.005,-58.2065700421,0.005,2,0.005,7.34963,1.0,1.0,1.0,50.4571342808,50.4571342808,200.000000102,-58.2065700421,85.52,500.0,1.0,500,1.0
-58.1555,100,-58.1555,,5.43914e-20,-58.6212720771,0.00333333,-58.6212720771,0.00333333,2,0.00333333,6.96777,1.0,1.0,1.0,37.6668468465,37.6668468465,299.999969474,-58.6212720771,86.01,500.0,1.0,500,1.0
-59.2877,100,-59.2877,,5.4346e-20,-62.6841060023,0.0025,-62.6841060023,0.0025,2,0.0025,19.1833,1.0,1.0,1.0,1324.20477697,1324.20477697,400.0,-62.6841060023,91.09,500.0,1.0,500,1.0
-59.1936,100,-59.1936,,5.43187e-20,-58.8170416194,0.002,-58.8170416194,0.002,1,0.002,17.5479,1.0,1.0,1.0,68.1622862631,68.1622862631,500.000006643,-58.8170416194,86.47,500.0,1.0,500,1.0
-61.9038,100,-61.9038,,3.50449e-18,-61.9038139237,0.01,-61.9038139237,0.01,2,0.01,36.55,1.0,1.0,1.0,1349.39743254,1349.39743254,100.0,-61.9038139237,89.89,500.0,1.0,500,1.0
-59.4316,100,-59.4316,,2.1793e-19,-56.959400381,0.005,-56.959400381,0.005,2,0.005,26.4636,1.0,1.0,1.0,53.0478387229,53.0478387229,200.000000102,-56.959400381,83.64,500.0,1.0,500,1.0
-60.3172,100,-60.3172,,5.43914e-20,-62.0882688962,0.00333333,-62.0882688962,0.00333333,2,0.00333333,30.2259,1.0,1.0,1.0,1348.95826135,1348.95826135,299.999969474,-62.0882688962,90.15,500.0,1.0,500,1.0
-60.1818,100,-60.1818,,5.4346e-20,-59.7757508186,0.0025,-59.7757508186,0.0025,2,0.0025,26.4299,1.0,1.0,1.0,53.6596870094,53.6596870094,400.0,-59.7757508186,87.91,500.0,1.0,500,1.0
-60.4744,100,-60.4744,,5.43187e-20,-61.6445283639,0.002,-61.6445283639,0.002,1,0.002,28.7085,1.0,1.0,1.0,1338.406371,1338.406371,500.000006643,-61.6445283639,89.28,500.0,1.0,500,1.0
-58.3101,100,-58.3101,,3.50449e-18,-58.3101339598,0.01,-58.3101339598,0.01,2,0.01,7.17556,1.0,1.0,1.0,52.0087106492,52.0087106492,100.0,-58.3101339598,85.69,500.0,1.0,500,1.0
-59.8448,100,-59.8448,,2.1793e-19,-61.3795217173,0.005,-61.3795217173,0.005,2,0.005,26.1935,1.0,1.0,1.0,1329.29711834,1329.29711834,200.000000102,-61.3795217173,88.67,500.0,1.0,500,1.0
-60.6368,100,-60.6368,,5.43914e-20,-62.2207491797,0.00333333,-62.2207491797,0.00333333,2,0.00333333,29.9568,1.0,1.0,1.0,1329.56718742,1329.56718742,299.999969474,-62.2207491797,90.0,500.0,1.0,500,1.0
-60.9154,100,-60.9154,,5.4346e-20,-61.7510284406,0.0025,-61.7510284406,0.0025,2,0.0025,31.687,1.0,1.0,1.0,1336.45211803,1336.45211803,400.0,-61.7510284406,89.29,500.0,1.0,500,1.0
-61.8079,100,-61.8079,,5.43187e-20,-65.3782787956,0.002,-65.3782787956,0.002,1,0.002,36.341,1.0,1.0,1.0,2597.11185983,2597.11185983,500.000006643,-65.3782787956,93.78,500.0,1.0,500,1.0
-68.3931,100,-68.3931,,3.50449e-18,-68.3931119891,0.01,-68.3931119891,0.01,2,0.01,61.7158,1.0,1.0,1.0,3847.31847177,3847.31847177,100.0,-68.3931119891,97.31,500.0,1.0,500,1.0
-63.1571,100,-63.1571,,2.1793e-19,-57.92103899,0.005,-57.92103899,0.005,2,0.005,44.286,1.0,1.0,1.0,59.4221510078,59.4221510078,200.000000102,-57.92103899,84.7,500.0,1.0,500,1.0
-62.108,100,-62.108,,5.43914e-20,-60.0099653958,0.00333333,-60.0099653958,0.00333333,2,0.00333333,36.513,1.0,1.0,1.0,71.1971279014,71.1971279014,299.999969474,-60.0099653958,88.14,500.0,1.0,500,1.0
-61.3912,100,-61.3912,,5.4346e-20,-59.2406969924,0.0025,-59.2406969924,0.0025,2,0.0025,31.8704,1.0,1.0,1.0,57.7206690972,57.7206690972,400.0,-59.2406969924,86.99,500.0,1.0,500,1.0
-61.0883,100,-61.0883,,5.43187e-20,-59.8764977765,0.002,-59.8764977765,0.002,1,0.002,28.73,1.0,1.0,1.0,62.9692108155,62.9692108155,500.000006643,-59.8764977765,87.99,500.0,1.0,500,1.0
-64.1187,100,-64.1187,,3.50449e-18,-64.1187129322,0.01,-64.1187129322,0.01,2,0.01,50.8228,1.0,1.0,1.0,2609.05236478,2609.05236478,100.0,-64.1187129322,91.61,500.0,1.0,500,1.0
-60.8059,100,-60.8059,,2.1793e-19,-57.4931227618,0.005,-57.4931227618,0.005,2,0.005,36.5328,1.0,1.0,1.0,65.037161744,65.037161744,200.000000102,-57.4931227618,84.35,500.0,1.0,500,1.0
-60.9478,100,-60.9478,,5.43914e-20,-61.2315613666,0.00333333,-61.2315613666,0.00333333,2,0.00333333,36.5651,1.0,1.0,1.0,1355.15617821,1355.15617821,299.999969474,-61.2315613666,88.67,500.0,1.0,500,1.0
-60.3909,100,-60.3909,,5.4346e-20,-58.7203845966,0.0025,-58.7203845966,0.0025,2,0.0025,31.8874,1.0,1.0,1.0,53.0076713292,53.0076713292,400.0,-58.7203845966,86.3,500.0,1.0,500,1.0
-60.1439,100,-60.1439,,5.43187e-20,-59.1554748194,0.002,-59.1554748194,0.002,1,0.002,28.6899,1.0,1.0,1.0,47.5741310034,47.5741310034,500.000006643,-59.1554748194,87.31,500.0,1.0,500,1.0
-60.9958,100,-60.9958,,3.50449e-18,-60.9958104007,0.01,-60.9958104007,0.01,2,0.01,36.4276,1.0,1.0,1.0,1340.37589752,1340.37589752,100.0,-60.9958104007,88.56,500.0,1.0,500,1.0
-61.5168,100,-61.5168,,2.1793e-19,-62.0378101833,0.005,-62.0378101833,0.005,2,0.005,36.4371,1.0,1.0,1.0,1341.21828031,1341.21828031,200.000000102,-62.0378101833,90.54,500.0,1.0,500,1.0
-60.3547,100,-60.3547,,5.43914e-20,-58.0305605769,0.00333333,-58.0305605769,0.00333333,2,0.00333333,30.0308,1.0,1.0,1.0,42.5449315902,42.5449315902,299.999969474,-58.0305605769,84.99,500.0,1.0,500,1.0
-60.1365,100,-60.1365,,5.4346e-20,-59.4816752785,0.0025,-59.4816752785,0.0025,2,0.0025,26.3656,1.0,1.0,1.0,75.2102064314,75.2102064314,400.0,-59.4816752785,87.67,500.0,1.0,500,1.0
-59.6489,100,-59.6489,,5.43187e-20,-57.6988246264,0.002,-57.6988246264,0.002,1,0.002,23.7895,1.0,1.0,1.0,44.8241748858,44.8241748858,500.000006643,-57.6988246264,84.43,500.0,1.0,500,1.0
-60.9741,100,-60.9741,,3.50449e-18,-60.9741089454,0.01,-60.9741089454,0.01,2,0.01,36.5292,1.0,1.0,1.0,1347.86447812,1347.86447812,100.0,-60.9741089454,88.38,500.0,1.0,500,1.0
-59.2604,100,-59.2604,,2.1793e-19,-57.5466083838,0.005,-57.5466083838,0.005,2,0.005,26.4184,1.0,1.0,1.0,56.1689525028,56.1689525028,200.000000102,-57.5466083838,83.87,500.0,1.0,500,1.0
-58.617,100,-58.617,,5.43914e-20,-57.3302290098,0.00333333,-57.3302290098,0.00333333,2,0.00333333,22.0004,1.0,1.0,1.0,54.2423159233,54.2423159233,299.999969474,-57.3302290098,83.63,500.0,1.0,500,1.0
-58.4872,100,-58.4872,,5.4346e-20,-58.0979382722,0.0025,-58.0979382722,0.0025,2,0.0025,19.3548,1.0,1.0,1.0,46.6541626941,46.6541626941,400.0,-58.0979382722,85.32,500.0,1.0,500,1.0
-59.0588,100,-59.0588,,5.43187e-20,-61.3452825682,0.002,-61.3452825682,0.002,1,0.002,23.7761,1.0,1.0,1.0,1334.8909003,1334.8909003,500.000006643,-61.3452825682,88.89,500.0,1.0,500,1.0
-64.1477,100,-64.1477,,3.50449e-18,-64.1477226456,0.01,-64.1477226456,0.01,2,0.01,50.8379,1.0,1.0,1.0,2610.60000044,2610.60000044,100.0,-64.1477226456,91.82,500.0,1.0,500,1.0
-60.3779,100,-60.3779,,2.1793e-19,-56.6079922234,0.005,-56.6079922234,0.005,2,0.005,36.5136,1.0,1.0,1.0,54.1085287987,54.1085287987,200.000000102,-56.6079922234,83.12,500.0,1.0,500,1.0
-62.3044,100,-62.3044,,5.43914e-20,-66.1575114216,0.00333333,-66.1575114216,0.00333333,2,0.00333333,41.8634,1.0,1.0,1.0,2594.8144913,2594.8144913,299.999969474,-66.1575114216,94.93,500.0,1.0,500,1.0
-62.234,100,-62.234,,5.4346e-20,-62.0229852094,0.0025,-62.0229852094,0.0025,2,0.0025,40.5572,1.0,1.0,1.0,1335.22647545,1335.22647545,400.0,-62.0229852094,90.31,500.0,1.0,500,1.0
-62.3613,100,-62.3613,,5.43187e-20,-62.8704841587,0.002,-62.8704841587,0.002,1,0.002,39.7209,1.0,1.0,1.0,1322.08459917,1322.08459917,500.000006643,-62.8704841587,91.88,500.0,1.0,500,1.0
-58.8893,100,-58.8893,,3.50449e-18,-58.8892693003,0.01,-58.8892693003,0.01,2,0.01,7.53578,1.0,1.0,1.0,57.3615743259,57.3615743259,100.0,-58.8892693003,86.78,500.0,1.0,500,1.0
-58.8187,100,-58.8187,,2.1793e-19,-58.7482154517,0.005,-58.7482154517,0.005,2,0.005,7.9246,1.0,1.0,1.0,69.4957681321,69.4957681321,200.000000102,-58.7482154517,86.32,500.0,1.0,500,1.0
-58.4134,100,-58.4134,,5.43914e-20,-57.6026894173,0.00333333,-57.6026894173,0.00333333,2,0.00333333,7.89322,1.0,1.0,1.0,60.9335764886,60.9335764886,299.999969474,-57.6026894173,84.71,500.0,1.0,500,1.0
-58.4,100,-58.4,,5.4346e-20,-58.359868972,0.0025,-58.359868972,0.0025,2,0.0025,7.58522,1.0,1.0,1.0,43.6680948362,43.6680948362,400.0,-58.359868972,85.81,500.0,1.0,500,1.0
-59.0068,100,-59.0068,,5.43187e-20,-61.4340408671,0.002,-61.4340408671,0.002,1,0.002,17.7677,1.0,1.0,1.0,1354.49305483,1354.49305483,500.000006643,-61.4340408671,88.52,500.0,1.0,500,1.0
-57.4667,100,-57.4667,,3.50449e-18,-57.4666672421,0.01,-57.4666672421,0.01,2,0.01,7.4978,1.0,1.0,1.0,56.7848101452,56.7848101452,100.0,-57.4666672421,84.43,500.0,1.0,500,1.0
-59.5084,100,-59.5084,,2.1793e-19,-61.5500519469,0.005,-61.5500519469,0.005,2,0.005,26.4919,1.0,1.0,1.0,1352.6172883,1352.6172883,200.000000102,-61.5500519469,89.1,500.0,1.0,500,1.0
-58.8921,100,-58.8921,,5.43914e-20,-57.6594547386,0.00333333,-57.6594547386,0.00333333,2,0.00333333,22.0183,1.0,1.0,1.0,48.9840712981,48.9840712981,299.999969474,-57.6594547386,84.52,500.0,1.0,500,1.0
-58.9133,100,-58.9133,,5.4346e-20,-58.9769113156,0.0025,-58.9769113156,0.0025,2,0.0025,19.4703,1.0,1.0,1.0,62.5791365357,62.5791365357,400.0,-58.9769113156,86.89,500.0,1.0,500,1.0
-58.9856,100,-58.9856,,5.43187e-20,-59.2746950988,0.002,-59.2746950988,0.002,1,0.002,17.8224,1.0,1.0,1.0,72.4262948722,72.4262948722,500.000006643,-59.2746950988,87.36,500.0,1.0,500,1.0
