Bound,VarNormIw,AvgRet,AvgEpLen,VanillaAvgRet,VarVanillaIw,VarJ,ESSClassic,J,VarRet,Delta,AvgNormIw,AvgDiscRet,MinNormIw,AvgVanillaIw,MinVanillaIw,MaxVanillaIw,IterType,MaxNormIw,ESSRenyi,eRenyi2,EpsThisIter,BatchSize,VarDiscRet
-62.7655,5.43187e-20,-64.8242320701,92.44,-64.8242320701,,39.782,500.000006643,-62.7655,2632.55858637,1.0,0.002,-64.8242320701,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,2632.55858637
-61.4023,3.50449e-18,-61.4022895654,88.52,-61.4022895654,,36.4352,100.0,-61.4023,1340.93307583,1.0,0.01,-61.4022895654,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1340.93307583
-61.3335,2.1793e-19,-61.2646943513,88.31,-61.2646943513,,36.4483,200.000000102,-61.3335,1342.85244285,1.0,0.005,-61.2646943513,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1342.85244285
-61.2929,5.43914e-20,-61.2116266254,88.32,-61.2116266254,,36.4328,299.999969474,-61.2929,1338.45451537,1.0,0.00333333,-61.2116266254,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1338.45451537
-60.2724,5.4346e-20,-57.210838097,83.88,-57.210838097,,31.7919,400.0,-60.2724,48.8470633579,1.0,0.0025,-57.210838097,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,48.8470633579
-59.7975,5.43187e-20,-57.8978187224,85.3,-57.8978187224,,28.6109,500.000006643,-59.7975,45.9733573448,1.0,0.002,-57.8978187224,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,45.9733573448
-57.7455,3.50449e-18,-57.7455229433,84.34,-57.7455229433,,7.60764,100.0,-57.7455,58.4608065167,1.0,0.01,-57.7455229433,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,58.4608065167
-57.7008,2.1793e-19,-57.6561591342,84.55,-57.6561591342,,7.61128,200.000000102,-57.7008,58.5685194536,1.0,0.005,-57.6561591342,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,58.5685194536
-60.3807,5.43914e-20,-65.7404535288,94.46,-65.7404535288,,30.2266,299.999969474,-60.3807,2608.06479847,1.0,0.00333333,-65.7404535288,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,2608.06479847
-61.3508,5.4346e-20,-64.2610484594,91.47,-64.2610484594,,36.5283,400.0,-61.3508,2611.14173102,1.0,0.0025,-64.2610484594,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,2611.14173102
-61.402,5.43187e-20,-61.6065579194,88.87,-61.6065579194,,36.505,500.000006643,-61.402,1339.13739227,1.0,0.002,-61.6065579194,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1339.13739227
-61.2471,3.50449e-18,-61.2471040085,88.18,-61.2471040085,,36.4146,100.0,-61.2471,1339.42050086,1.0,0.01,-61.2471040085,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1339.42050086
-61.7432,2.1793e-19,-62.2393171009,90.28,-62.2393171009,,36.4972,200.000000102,-61.7432,1351.08549849,1.0,0.005,-62.2393171009,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1351.08549849
-61.2169,5.43914e-20,-60.1642549688,86.72,-60.1642549688,,36.4773,299.999969474,-61.2169,1339.41627741,1.0,0.00333333,-60.1642549688,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1339.41627741
-62.0122,5.4346e-20,-64.398261701,92.33,-64.398261701,,40.5977,400.0,-62.0122,2619.53211395,1.0,0.0025,-64.398261701,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,2619.53211395
-61.8409,5.43187e-20,-61.155378011,88.07,-61.155378011,,39.7914,500.000006643,-61.8409,1336.84972299,1.0,0.002,-61.155378011,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1336.84972299
-57.5481,3.50449e-18,-57.5480995265,83.93,-57.5480995265,,7.13129,100.0,-57.5481,51.3689559709,1.0,0.01,-57.5480995265,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,51.3689559709
-57.7639,2.1793e-19,-57.9797659221,84.93,-57.9797659221,,7.41193,200.000000102,-57.7639,59.5201891561,1.0,0.005,-57.9797659221,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,59.5201891561
-57.8328,5.43914e-20,-57.9706503166,84.93,-57.9706503166,,7.25038,299.999969474,-57.8328,48.2850353084,1.0,0.00333333,-57.9706503166,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,48.2850353084
-58.0465,5.4346e-20,-58.6876718275,86.25,-58.6876718275,,7.0088,400.0,-58.0465,38.6270927338,1.0,0.0025,-58.6876718275,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,38.6270927338
-58.9504,5.43187e-20,-62.5658853824,90.42,-62.5658853824,,17.5927,500.000006643,-58.9504,1348.15802183,1.0,0.002,-62.5658853824,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1348.15802183
-56.0564,3.50449e-18,-56.0564285643,81.42,-56.0564285643,,6.60575,100.0,-56.0564,44.0766568506,1.0,0.01,-56.0564285643,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,44.0766568506
-57.0282,2.1793e-19,-57.9999848181,84.41,-57.9999848181,,6.72018,200.000000102,-57.0282,45.2495528653,1.0,0.005,-57.9999848181,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,45.2495528653
-58.5205,5.43914e-20,-61.5050189234,88.65,-61.5050189234,,21.788,299.999969474,-58.5205,1333.81252963,1.0,0.00333333,-61.5050189234,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1333.81252963
-58.2932,5.4346e-20,-57.6112610851,84.48,-57.6112610851,,19.1538,400.0,-58.2932,43.1295523178,1.0,0.0025,-57.6112610851,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,43.1295523178
-58.3595,5.43187e-20,-58.6249507572,85.81,-58.6249507572,,17.4391,500.000006643,-58.3595,53.5764865922,1.0,0.002,-58.6249507572,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,53.5764865922
-60.7926,3.50449e-18,-60.792613678,87.9,-60.792613678,,36.4329,100.0,-60.7926,1340.76299023,1.0,0.01,-60.792613678,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1340.76299023
-60.7166,2.1793e-19,-60.6406820142,87.54,-60.6406820142,,36.407,200.000000102,-60.7166,1336.94551591,1.0,0.005,-60.6406820142,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1336.94551591
-60.1998,5.43914e-20,-59.1660422191,86.25,-59.1660422191,,30.1033,299.999969474,-60.1998,66.7513442926,1.0,0.00333333,-59.1660422191,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,66.7513442926
-60.0201,5.4346e-20,-59.4809176376,87.57,-59.4809176376,,26.3375,400.0,-60.0201,56.2073730064,1.0,0.0025,-59.4809176376,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,56.2073730064
-61.916,5.43187e-20,-69.4999547452,98.91,-69.4999547452,,36.4215,500.000006643,-61.916,3824.30032436,1.0,0.002,-69.4999547452,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,3824.30032436
-58.4389,3.50449e-18,-58.4388549355,85.4,-58.4388549355,,7.08296,100.0,-58.4389,50.675121521,1.0,0.01,-58.4388549355,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,50.675121521
-58.257,2.1793e-19,-58.0750605412,85.26,-58.0750605412,,7.65912,200.000000102,-58.257,67.7672290598,1.0,0.005,-58.0750605412,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,67.7672290598
-58.4184,5.43914e-20,-58.7414170982,85.93,-58.7414170982,,7.96051,299.999969474,-58.4184,73.3623495379,1.0,0.00333333,-58.7414170982,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,73.3623495379
-58.1785,5.4346e-20,-57.4585692373,83.68,-57.4585692373,,7.87305,400.0,-58.1785,57.7166868013,1.0,0.0025,-57.4585692373,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,57.7166868013
-58.0473,5.43187e-20,-57.5227527566,84.14,-57.5227527566,,7.74333,500.000006643,-58.0473,52.0325010171,1.0,0.002,-57.5227527566,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,52.0325010171
-59.4275,3.50449e-18,-59.4274962424,87.04,-59.4274962424,,8.02948,100.0,-59.4275,65.1238015945,1.0,0.01,-59.4274962424,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,65.1238015945
-58.638,2.1793e-19,-57.8484183189,84.74,-57.8484183189,,7.84897,200.000000102,-58.638,58.0741940087,1.0,0.005,-57.8484183189,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,58.0741940087
-58.069,5.43914e-20,-56.9312031619,83.53,-56.9312031619,,7.50409,299.999969474,-58.069,44.2214753309,1.0,0.00333333,-56.9312031619,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,44.2214753309
-58.7211,5.4346e-20,-60.6772962537,87.66,-60.6772962537,,19.4343,400.0,-58.7211,1350.23191235,1.0,0.0025,-60.6772962537,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,1350.23191235
-59.8496,5.43187e-20,-64.3638005701,91.72,-64.3638005701,,28.7195,500.000006643,-59.8496,2613.94542732,1.0,0.002,-64.3638005701,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,2613.94542732
-62.1698,3.50449e-18,-62.1698351981,89.74,-62.1698351981,,36.2791,100.0,-62.1698,1329.4713363,1.0,0.01,-62.1698351981,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1329.4713363
-60.0061,2.1793e-19,-57.8424394886,84.33,-57.8424394886,,26.2237,200.000000102,-60.0061,50.3297726222,1.0,0.005,-57.8424394886,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,50.3297726222
-64.1152,5.43914e-20,-72.3334428211,101.39,-72.3334428211,,46.4773,299.999969474,-64.1152,5054.29538584,1.0,0.00333333,-72.3334428211,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,5054.29538584
-65.2107,5.4346e-20,-68.4969639288,96.7,-68.4969639288,,50.7674,400.0,-65.2107,3853.01498116,1.0,0.0025,-68.4969639288,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,3853.01498116
-66.1484,5.43187e-20,-69.899318369,99.28,-69.899318369,,53.1312,500.000006643,-66.1484,3826.00640598,1.0,0.002,-69.899318369,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,3826.00640598
-64.8759,3.50449e-18,-64.8759176399,92.24,-64.8759176399,,50.8512,100.0,-64.8759,2611.96017708,1.0,0.01,-64.8759176399,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,2611.96017708
-62.0635,2.1793e-19,-59.2510630934,87.37,-59.2510630934,,36.46,200.000000102,-62.0635,57.5825305851,1.0,0.005,-59.2510630934,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,57.5825305851
-61.9329,5.43914e-20,-61.671668206,89.28,-61.671668206,,36.4522,299.999969474,-61.9329,1340.92688079,1.0,0.00333333,-61.671668206,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1340.92688079
-62.0487,5.4346e-20,-62.3961232278,90.3,-62.3961232278,,36.4476,400.0,-62.0487,1340.65585726,1.0,0.0025,-62.3961232278,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,1340.65585726
-61.677,5.43187e-20,-60.1900548364,86.8,-60.1900548364,,36.4397,500.000006643,-61.677,1336.17424343,1.0,0.002,-60.1900548364,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1336.17424343
-62.3611,3.50449e-18,-62.361139314,90.71,-62.361139314,,36.6003,100.0,-62.3611,1353.11344306,1.0,0.01,-62.361139314,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1353.11344306
-62.1264,2.1793e-19,-61.8915659019,89.52,-61.8915659019,,36.5526,200.000000102,-62.1264,1345.9558948,1.0,0.005,-61.8915659019,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1345.9558948
-62.0714,5.43914e-20,-61.9616112395,89.41,-61.9616112395,,36.5773,299.999969474,-62.0714,1355.03257628,1.0,0.00333333,-61.9616112395,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1355.03257628
-62.1669,5.4346e-20,-62.4532502364,90.54,-62.4532502364,,36.5405,400.0,-62.1669,1340.4385239,1.0,0.0025,-62.4532502364,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,1340.4385239
-61.8889,5.43187e-20,-60.7770281881,87.86,-60.7770281881,,36.5347,500.000006643,-61.8889,1344.99259782,1.0,0.002,-60.7770281881,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1344.99259782
-57.2617,3.50449e-18,-57.2616841996,83.59,-57.2616841996,,7.77455,100.0,-57.2617,61.0541172644,1.0,0.01,-57.2616841996,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,61.0541172644
-57.2498,2.1793e-19,-57.2378554749,83.61,-57.2378554749,,7.39773,200.000000102,-57.2498,49.5038748691,1.0,0.005,-57.2378554749,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,49.5038748691
-57.7893,5.43914e-20,-58.8682767613,85.7,-58.8682767613,,7.37073,299.999969474,-57.7893,52.3070696392,1.0,0.00333333,-58.8682767613,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,52.3070696392
-57.8254,5.4346e-20,-57.9336021054,84.76,-57.9336021054,,7.27711,400.0,-57.8254,49.3198239153,1.0,0.0025,-57.9336021054,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,49.3198239153
-57.9172,5.43187e-20,-58.2847051349,85.05,-58.2847051349,,7.31414,500.000006643,-57.9172,56.0495052128,1.0,0.002,-58.2847051349,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,56.0495052128
-58.4201,3.50449e-18,-58.4200659801,85.81,-58.4200659801,,6.86557,100.0,-58.4201,47.6121479983,1.0,0.01,-58.4200659801,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,47.6121479983
-58.5148,2.1793e-19,-58.6094943506,85.67,-58.6094943506,,7.01327,200.000000102,-58.5148,51.7352580263,1.0,0.005,-58.6094943506,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,51.7352580263
-59.8435,5.43914e-20,-62.5010241419,90.35,-62.5010241419,,21.8271,299.999969474,-59.8435,1333.63841149,1.0,0.00333333,-62.5010241419,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1333.63841149
-59.0849,5.4346e-20,-56.8090631837,82.79,-56.8090631837,,19.2566,400.0,-59.0849,47.5644041716,1.0,0.0025,-56.8090631837,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,47.5644041716
-58.6487,5.43187e-20,-56.904044086,83.02,-56.904044086,,17.5315,500.000006643,-58.6487,50.1977256285,1.0,0.002,-56.904044086,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,50.1977256285
-58.4677,3.50449e-18,-58.4677227838,85.48,-58.4677227838,,6.82309,100.0,-58.4677,47.0247723798,1.0,0.01,-58.4677227838,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,47.0247723798
-58.6008,2.1793e-19,-58.7339004679,85.79,-58.7339004679,,7.10729,200.000000102,-58.6008,54.9871556442,1.0,0.005,-58.7339004679,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,54.9871556442
-58.7564,5.43914e-20,-59.0676393521,86.07,-59.0676393521,,7.1054,299.999969474,-58.7564,50.7954635865,1.0,0.00333333,-59.0676393521,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,50.7954635865
-58.5743,5.4346e-20,-58.0277515765,84.81,-58.0277515765,,7.25738,400.0,-58.5743,59.414423964,1.0,0.0025,-58.0277515765,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,59.414423964
-59.173,5.43187e-20,-61.5680194916,88.9,-61.5680194916,,17.6719,500.000006643,-59.173,1357.19868355,1.0,0.002,-61.5680194916,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1357.19868355
-61.5756,3.50449e-18,-61.5756301002,89.18,-61.5756301002,,36.4589,100.0,-61.5756,1342.68078969,1.0,0.01,-61.5756301002,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1342.68078969
-59.4087,2.1793e-19,-57.2416807178,83.55,-57.2416807178,,26.4676,200.000000102,-59.4087,63.0521515321,1.0,0.005,-57.2416807178,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,63.0521515321
-60.3875,5.43914e-20,-62.3451217063,90.33,-62.3451217063,,30.2068,299.999969474,-60.3875,1343.98228507,1.0,0.00333333,-62.3451217063,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1343.98228507
-62.6021,5.4346e-20,-69.2457861701,98.15,-69.2457861701,,40.6009,400.0,-62.6021,3835.88760846,1.0,0.0025,-69.2457861701,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,3835.88760846
-62.5721,5.43187e-20,-62.4525195917,90.41,-62.4525195917,,39.7939,500.000006643,-62.5721,1337.37099526,1.0,0.002,-62.4525195917,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1337.37099526
-61.8837,3.50449e-18,-61.8837233831,89.4,-61.8837233831,,36.3536,100.0,-61.8837,1334.93056552,1.0,0.01,-61.8837233831,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1334.93056552
-62.2313,2.1793e-19,-62.5789019948,90.0,-62.5789019948,,36.4195,200.000000102,-62.2313,1344.37866362,1.0,0.005,-62.5789019948,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1344.37866362
-60.9862,5.43914e-20,-58.496106413,85.47,-58.496106413,,30.0691,299.999969474,-60.9862,50.894344093,1.0,0.00333333,-58.496106413,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,50.894344093
-60.1585,5.4346e-20,-57.6751416798,84.59,-57.6751416798,,26.3207,400.0,-60.1585,50.957402392,1.0,0.0025,-57.6751416798,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,50.957402392
-60.1808,5.43187e-20,-60.2700246418,86.77,-60.2700246418,,28.6667,500.000006643,-60.1808,1351.2820092,1.0,0.002,-60.2700246418,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1351.2820092
-57.1628,3.50449e-18,-57.1627688041,83.56,-57.1627688041,,7.159,100.0,-57.1628,51.7689908693,1.0,0.01,-57.1627688041,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,51.7689908693
-58.8441,2.1793e-19,-60.5254278795,87.23,-60.5254278795,,26.4252,200.000000102,-58.8441,1353.21304068,1.0,0.005,-60.5254278795,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1353.21304068
-58.5411,5.43914e-20,-57.9349454519,85.27,-57.9349454519,,21.9417,299.999969474,-58.5411,47.653310277,1.0,0.00333333,-57.9349454519,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,47.653310277
-60.8903,5.4346e-20,-67.9379771139,95.62,-67.9379771139,,36.508,400.0,-60.8903,3859.40404885,1.0,0.0025,-67.9379771139,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,3859.40404885
-61.1839,5.43187e-20,-62.3585023013,89.94,-62.3585023013,,36.4866,500.000006643,-61.1839,1336.66389815,1.0,0.002,-62.3585023013,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1336.66389815
-57.781,3.50449e-18,-57.7809666532,84.63,-57.7809666532,,6.77354,100.0,-57.781,46.3443482872,1.0,0.01,-57.7809666532,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,46.3443482872
-60.1062,2.1793e-19,-62.4314652346,90.32,-62.4314652346,,26.1966,200.000000102,-60.1062,1329.11572299,1.0,0.005,-62.4314652346,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1329.11572299
-59.93,5.43914e-20,-59.577455156,87.72,-59.577455156,,21.8249,299.999969474,-59.93,56.8436673012,1.0,0.00333333,-59.577455156,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,56.8436673012
-59.4051,5.4346e-20,-57.8303366619,84.48,-57.8303366619,,19.3512,400.0,-59.4051,66.2494833281,1.0,0.0025,-57.8303366619,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,66.2494833281
-59.8884,5.43187e-20,-61.8219981027,89.23,-61.8219981027,,23.7879,500.000006643,-59.8884,1340.17220575,1.0,0.002,-61.8219981027,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1340.17220575
-56.4932,3.50449e-18,-56.4932306582,82.47,-56.4932306582,,7.33794,100.0,-56.4932,54.3892790858,1.0,0.01,-56.4932306582,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,54.3892790858
-59.7601,2.1793e-19,-63.0269523568,91.32,-63.0269523568,,26.3011,200.000000102,-59.7601,1321.52589232,1.0,0.005,-63.0269523568,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1321.52589232
-58.9095,5.43914e-20,-57.2084302987,83.55,-57.2084302987,,21.8878,299.999969474,-58.9095,49.8794411903,1.0,0.00333333,-57.2084302987,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,49.8794411903
-59.5019,5.4346e-20,-61.2791466197,88.58,-61.2791466197,,26.3258,400.0,-59.5019,1344.2070771,1.0,0.0025,-61.2791466197,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,1344.2070771
-59.9497,5.43187e-20,-61.7409194802,89.03,-61.7409194802,,28.6799,500.000006643,-59.9497,1349.97571146,1.0,0.002,-61.7409194802,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1349.97571146
-62.1113,3.50449e-18,-62.1112981342,90.38,-62.1112981342,,36.3724,100.0,-62.1113,1336.3182635,1.0,0.01,-62.1112981342,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1336.3182635
-61.5363,2.1793e-19,-60.9613511737,88.37,-60.9613511737,,36.5014,200.000000102,-61.5363,1354.63017172,1.0,0.005,-60.9613511737,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1354.63017172
-60.5425,5.43914e-20,-58.5549675781,85.87,-58.5549675781,,30.145,299.999969474,-60.5425,56.1071953963,1.0,0.00333333,-58.5549675781,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,56.1071953963
-60.026,5.4346e-20,-58.476316659,85.86,-58.476316659,,26.3628,400.0,-60.026,51.1263998301,1.0,0.0025,-58.476316659,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,51.1263998301
-61.1599,5.43187e-20,-65.6953240164,94.02,-65.6953240164,,32.7912,500.000006643,-61.1599,2596.57301087,1.0,0.002,-65.6953240164,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,2596.57301087
-62.2204,3.50449e-18,-62.2204103124,90.08,-62.2204103124,,36.4561,100.0,-62.2204,1342.47408847,1.0,0.01,-62.2204103124,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1342.47408847
-62.1141,2.1793e-19,-62.0077209769,89.98,-62.0077209769,,36.4859,200.000000102,-62.1141,1346.84357291,1.0,0.005,-62.0077209769,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1346.84357291
-61.7016,5.43914e-20,-60.8766395637,87.98,-60.8766395637,,36.481,299.999969474,-61.7016,1342.55241713,1.0,0.00333333,-60.8766395637,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1342.55241713
-60.9034,5.4346e-20,-58.5087331119,85.96,-58.5087331119,,31.9185,400.0,-60.9034,75.6846253365,1.0,0.0025,-58.5087331119,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,75.6846253365
-60.2092,5.43187e-20,-57.4325001574,84.18,-57.4325001574,,28.8256,500.000006643,-60.2092,70.4723326287,1.0,0.002,-57.4325001574,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,70.4723326287
-61.5965,3.50449e-18,-61.596490556,89.32,-61.596490556,,36.5046,100.0,-61.5965,1346.04969816,1.0,0.01,-61.596490556,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1346.04969816
-61.6054,2.1793e-19,-61.6142065404,89.37,-61.6142065404,,36.4488,200.000000102,-61.6054,1337.81602412,1.0,0.005,-61.6142065404,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1337.81602412
-60.5034,5.43914e-20,-58.2995019795,85.41,-58.2995019795,,30.0828,299.999969474,-60.5034,51.1173632455,1.0,0.00333333,-58.2995019795,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,51.1173632455
-60.9086,5.4346e-20,-62.1242385931,89.88,-62.1242385931,,31.8018,400.0,-60.9086,1341.9494129,1.0,0.0025,-62.1242385931,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,1341.9494129
-61.0816,5.43187e-20,-61.7733275251,88.98,-61.7733275251,,32.7988,500.000006643,-61.0816,1346.24346743,1.0,0.002,-61.7733275251,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1346.24346743
-56.9598,3.50449e-18,-56.9597981037,83.34,-56.9597981037,,7.8846,100.0,-56.9598,62.794858437,1.0,0.01,-56.9597981037,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,62.794858437
-59.7212,2.1793e-19,-62.4826014137,90.79,-62.4826014137,,26.6353,200.000000102,-59.7212,1355.01594442,1.0,0.005,-62.4826014137,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1355.01594442
-59.4902,5.43914e-20,-59.0280878833,86.83,-59.0280878833,,22.1917,299.999969474,-59.4902,58.7929333425,1.0,0.00333333,-59.0280878833,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,58.7929333425
-58.9865,5.4346e-20,-57.4754849732,83.52,-57.4754849732,,19.5653,400.0,-58.9865,51.260746743,1.0,0.0025,-57.4754849732,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,51.260746743
-58.7566,5.43187e-20,-57.8371823835,84.23,-57.8371823835,,17.7622,500.000006643,-58.7566,45.6685527378,1.0,0.002,-57.8371823835,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,45.6685527378
-58.5853,3.50449e-18,-58.5853046241,85.71,-58.5853046241,,7.78113,100.0,-58.5853,61.1575588242,1.0,0.01,-58.5853046241,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,61.1575588242
-59.5926,2.1793e-19,-60.5999880856,87.28,-60.5999880856,,26.4482,200.000000102,-59.5926,1349.93515675,1.0,0.005,-60.5999880856,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1349.93515675
