EpisodesSoFar,Inner Iteration,ReturnStepMaxmin,Penalization,MeanD2-0,LearnableVariance,ESSRenyiHarmonic,StdIW,ReturnStepMax,MinBehavPdf,MeanIW,InitialReturnMax,MaxIW,TimestepsSoFar,MinTargetPdf,InitialBound,EpThisIter,MeanEntropy,StdWReturnMean,EmpiricalD2Harmonic,WReturnMean,Bound,EpLenMean,EmpiricalD2Arithmetic,InitialReturnStd,MinIW,Iteration,TimeElapsed,InitialReturnMean,DivergenceHarmonic,Weights,ESSRenyiArithmetic,EpRewMean,ReturnMeanIW,InitialReturnMin,VarianceInitializer
14600,1,10.0,True,1.0,,100.0,8.8315,10.0,-256.3647,7.377557,4999.633,45.90055,3948648,-256.3647,-25938152.0,100,0.4189424,,1.0,24494952.0,-9725590000000.0,490.53,1.0,665.18286,0.16617593,146,1675.8365352153778,4904.3325,45413432000000.0,[-0.008  0.792 -2.538 -2.005],100.0,4904.332992289283,182982370.0,,-1
14700,1,10.0,True,1.0,,100.0,219599.89,10.0,-247.95007,56491.61,4999.62,1780482.5,3996014,-247.95007,-24335936.0,100,0.4189424,,1.0,22892744.0,-1.395786e+22,473.66,1.0,698.2184,0.07504092,147,1701.3103384971619,4733.417,9.354292e+31,[-0.062  0.782 -2.544 -2.035],100.0,4733.416918703558,1008144300000.0,9.980804,-1
14800,1,10.0,True,1.0,,100.0,6.4155817,10.0,-249.57214,5.107224,4999.6387,34.0023,4045376,-249.57214,-26065274.0,100,0.4189424,,1.0,24622072.0,-1811004500000000.0,493.62,1.0,515.1951,0.1026878,148,1730.9081463813782,4935.245,1.574729e+18,[ 3.429e-04  7.900e-01 -2.545e+00 -2.039e+00],100.0,4935.245326308435,127333656.0,,-1
14900,1,10.0,True,1.0,,100.0,1247887.6,10.0,-255.01234,177724.3,4999.59,12398287.0,4093027,-255.01234,-24691100.0,100,0.4189424,,1.0,23247926.0,-1.7266489e+21,476.51,1.0,753.3497,0.026532242,149,1758.6709234714508,4762.3936,1.4315016e+30,[-0.058  0.809 -2.549 -2.028],100.0,4762.393375025039,3137444500000.0,9.979924,-1
15000,1,10.0,True,1.0,,100.0,62.977585,10.0,-264.74844,30.101208,4999.5713,354.31213,4142391,-264.74844,-26049924.0,100,0.4189424,,1.0,24606760.0,-562474060000.0,493.64,1.0,498.68665,0.00196289,150,1786.160576581955,4935.39,151507680000.0,[ 0.003  0.82  -2.547 -2.016],100.0,4935.389804900934,750954430.0,239.7801,-1
15100,1,10.0,True,1.0,,100.0,1954828.9,10.0,-250.64996,384183.28,4999.5156,16607520.0,4190880,-250.64996,-25386280.0,100,0.4189424,,1.0,23943148.0,-5.7888577e+21,484.89,1.0,671.11426,0.07781144,151,1819.6438300609589,4846.932,1.6091455e+31,[-0.049  0.804 -2.554 -1.903],100.0,4846.932486620288,7096936000000.0,9.984226,-1
15200,1,10.0,True,1.0,,100.0,17152.785,10.0,-246.08087,2966.925,4999.5176,141097.77,4240157,-246.08087,-25988526.0,100,0.4189424,,1.0,24545392.0,-1.6595407e+17,492.77,1.0,523.3178,0.10016221,152,1853.003000497818,4926.615,1.3224654e+22,[ 0.013  0.816 -2.555 -1.899],100.0,4926.614846297618,74130210000.0,469.7915,-1
15300,1,10.0,True,1.0,,100.0,401346.66,10.0,-241.95692,75593.98,4999.5117,3616706.0,4284508,-241.95692,-23072294.0,100,0.4189424,,1.0,21629168.0,-2.3600785e+17,443.51,1.0,1408.1158,0.038439605,153,1879.8195855617523,4432.4233,2.6745892e+22,[ 0.118  0.773 -2.55  -1.95 ],100.0,4432.423534059522,1808331800000.0,19.960148,-1
15400,1,10.0,True,1.0,,100.0,17757.787,10.0,-241.1831,4361.2666,4999.502,143525.44,4332867,-241.1831,-25335376.0,100,0.4189424,,1.0,23892254.0,-1164195200000000.0,483.59,1.0,721.9632,0.04921717,154,1908.0712146759033,4834.359,6.5070555e+17,[ 0.117  0.665 -2.557 -2.013],100.0,4834.358715280573,108969296000.0,529.60724,-1
15500,1,10.0,True,1.0,,100.0,9399.053,10.0,-241.61316,2594.6729,4999.568,72056.88,4379089,-241.61316,-24067176.0,100,0.4189424,,1.0,22624016.0,-6.9959966e+16,462.22,1.0,1131.141,0.0096746655,155,1936.9507985115051,4620.0146,2.3501187e+21,[ 0.123  0.73  -2.575 -1.908],100.0,4620.014652333049,63153807000.0,499.72284,-1
15600,1,10.0,True,1.0,,100.0,27420.406,10.0,-245.59485,4343.2593,4999.5396,257396.77,4427416,-245.59485,-25385564.0,100,0.4189424,,1.0,23942418.0,-227354830000000.0,483.27,1.0,776.0019,0.0035052148,156,1963.7183330059052,4831.174,2.4796822e+16,[ 0.122  0.66  -2.578 -2.012],100.0,4831.1737590800885,108210620000.0,579.57996,-1
15700,1,10.0,True,1.0,,100.0,36907.535,10.0,-254.09619,6016.0464,4999.5654,360690.8,4477416,-254.09619,-26435298.0,100,0.4189424,,1.0,24992138.0,-1.6245626e+17,500.0,1.0,0.23004496,0.17810673,157,1990.2298090457916,4999.214,1.2672559e+22,[ 0.061  0.595 -2.598 -2.097],100.0,4999.214031372299,150334700000.0,4998.362,-1
15800,1,10.0,True,1.0,,100.0,243.87247,10.0,-244.31592,69.35466,4999.689,1470.7358,4525237,-244.31592,-24773704.0,100,0.4189424,,1.0,23330474.0,-201600060000.0,478.21,1.0,692.1595,0.19201592,158,2017.2650232315063,4780.313,19335910000.0,[-0.017  0.505 -2.608 -2.132],100.0,4780.312804005716,918415400.0,329.7968,-1
15900,1,10.0,True,1.0,,100.0,8897.601,10.0,-244.2806,1074.2103,4999.6396,89214.94,4574241,-244.2806,-25936432.0,100,0.4189424,,1.0,24493230.0,-245851440000000.0,490.04,1.0,698.506,0.12527932,159,2041.6184678077698,4899.522,2.9014639e+16,[ 0.014  0.505 -2.609 -2.134],100.0,4899.52230932279,26847533000.0,9.980079,-1
16000,1,10.0,True,1.0,,100.0,2979.947,10.0,-244.35118,846.3553,4999.5967,26573.855,4623742,-244.35118,-26185104.0,100,0.4189424,,1.0,24741926.0,-3.4938005e+22,495.01,1.0,497.41266,1.0947992,160,2073.039134979248,4949.1924,5.8610793e+32,[ 0.073  0.517 -2.61  -2.119],100.0,4949.192432616056,21147370000.0,,-1
16100,1,10.0,True,1.0,,100.0,26226.365,10.0,-242.95444,6917.122,4999.641,248812.22,4660957,-242.95444,-16387262.0,100,0.4189424,,1.0,14944067.0,-7.294777e+18,372.15,1.0,1076.2085,0.16554828,161,2094.553516626358,3712.929,2.5549942e+25,[-0.051  0.502 -2.611 -2.116],100.0,3712.929000838348,67482845000.0,9.980681,-1
16200,1,10.0,True,1.0,,100.0,93287150.0,10.0,-259.02893,10093062.0,4999.653,937666600.0,4710459,-259.02893,-26186590.0,100,0.4189424,,1.0,24743380.0,-1.1447857e+17,495.02,1.0,496.43423,0.35959888,162,2121.0377774238586,4949.438,6.264613e+21,[ 0.005  0.53  -2.611 -2.112],100.0,4949.437776728425,252252690000000.0,9.980022,-1
16300,1,10.0,True,1.0,,100.0,31.709528,10.0,-244.76027,8.3466215,4999.654,288.21198,4758710,-244.76027,-24959756.0,100,0.4189424,,1.0,23516548.0,-636728000000.0,482.51,1.0,508.72916,0.03517419,163,2149.5903182029724,4822.628,194542550000.0,[-0.021  0.546 -2.673 -2.352],100.0,4822.628288336764,186810240.0,2049.7827,-1
16400,1,10.0,True,1.0,,100.0,60375.414,10.0,-239.79971,22910.342,4999.662,427912.8,4797057,-239.79971,-17570460.0,100,0.4189424,,1.0,16127254.0,-1.5184244e+24,383.47,1.0,1215.3595,0.19580309,164,2171.8898696899414,3827.5525,1.10699316e+36,[-0.052  0.55  -2.676 -2.347],100.0,3827.5520900709907,249438360000.0,,-1
16500,1,10.0,True,1.0,,100.0,256.1114,10.0,-252.7759,44.766876,4999.626,2563.1675,4846167,-252.7759,-25947944.0,100,0.4189424,,1.0,24504752.0,-2.5033294e+16,491.1,1.0,629.0074,0.17932843,165,2199.6308348178864,4910.102,3.0088957e+20,[ 0.01   0.557 -2.677 -2.343],100.0,4910.10210280878,1115557800.0,,-1
16600,1,10.0,True,1.0,,100.0,29972.08,10.0,-235.72998,8465.945,4999.625,187386.78,4890318,-235.72998,-21564660.0,100,0.4189424,,1.0,20121470.0,-1.05675664e+18,441.51,1.0,820.76483,0.09171787,166,2222.5596430301666,4409.9673,5.3619328e+23,[-0.042  0.591 -2.672 -2.333],100.0,4409.967863196506,120378384000.0,2359.7615,-1
16700,1,10.0,True,1.0,,100.0,1762.9033,10.0,-253.40831,363.13644,4999.6533,17135.393,4940318,-253.40831,-26436444.0,100,0.4189424,,1.0,24993234.0,-295497240000.0,500.0,1.0,0.18518358,0.071192734,167,2250.147678375244,4999.3237,39388700000.0,[ 0.005  0.629 -2.673 -2.314],100.0,4999.323466345396,9076142000.0,4998.6514,-1
16800,1,10.0,True,1.0,,100.0,704775100.0,10.0,-252.3205,70833840.0,4999.612,7083257300.0,4989435,-252.3205,-25936806.0,100,0.4189424,,1.0,24493620.0,-9.463588e+19,491.17,1.0,615.0306,0.030937089,168,2278.0850732326508,4910.7393,4.300041e+27,[-0.015  0.675 -2.623 -2.211],100.0,4910.738994466879,1652125300000000.0,9.984358,-1
16900,1,10.0,True,1.0,,100.0,2766.6675,10.0,-247.96495,810.171,4999.6455,24039.736,5038616,-247.96495,-25953398.0,100,0.4189424,,1.0,24510192.0,-2.3284578e+20,491.81,1.0,575.98505,0.12314523,169,2305.4405221939087,4917.1567,2.6031616e+28,[ 0.039  0.701 -2.622 -2.197],100.0,4917.157133629533,19950866000.0,619.64465,-1
17000,1,10.0,True,1.0,,100.0,414601.28,10.0,-254.84026,71653.7,4999.6914,4116314.2,5081676,-254.84026,-20815026.0,100,0.4189424,,1.0,19371798.0,-3.1651087e+21,430.6,1.0,938.3544,0.038606547,170,2327.790707349777,4300.15,4.809785e+30,[-0.053  0.618 -2.627 -2.211],100.0,4300.149789246809,845472700000.0,9.980208,-1
17100,1,10.0,True,1.0,,100.0,282.53397,10.0,-241.58145,44.429268,4999.625,2810.968,5130681,-241.58145,-25936180.0,100,0.4189424,,1.0,24492986.0,-16473977000.0,490.05,1.0,697.8042,0.080364786,171,2355.3784205913544,4899.5977,113340450.0,[ 0.008  0.633 -2.624 -2.212],100.0,4899.597470833564,1109892100.0,9.98052,-1
17200,1,10.0,True,1.0,,100.0,6.836228,10.0,-271.75394,5.145626,4999.579,42.55029,5178085,-271.75394,-24999358.0,100,0.4189424,,1.0,23556192.0,-11880301000.0,474.04,1.0,1047.4288,0.03433737,172,2381.72646689415,4739.101,66490628.0,[ 0.047  0.587 -2.611 -2.207],100.0,4739.1016575119065,112738936.0,,-1
17300,1,10.0,True,1.0,,100.0,91.954765,10.0,-252.48692,33.461067,4999.6465,853.0169,5227209,-252.48692,-25857272.0,100,0.4189424,,1.0,24414066.0,-8162497000000000.0,491.24,1.0,541.10455,0.04654991,173,2409.354969024658,4911.341,3.1989688e+19,[-0.005  0.555 -2.616 -2.219],100.0,4911.34119473271,834609900.0,9.980262,-1
17400,1,10.0,True,1.0,,100.0,58110.246,10.0,-242.28465,28234.953,4999.669,311328.94,5267029,-242.28465,-18411218.0,100,0.4189424,,1.0,16968006.0,-1.2058521e+23,398.2,1.0,1079.3007,0.09291519,174,2433.3045938014984,3975.3132,6.98143e+33,[-0.045  0.518 -2.617 -2.251],100.0,3975.3131498541466,301186900000.0,1829.7056,-1
17500,1,10.0,True,1.0,,100.0,5615413.0,10.0,-242.74649,981730.56,4999.6187,39770132.0,5317029,-242.74649,-26435960.0,100,0.4189424,,1.0,24992770.0,-1.3826753e+22,500.0,1.0,0.2256459,0.03369584,175,2460.917581319809,4999.277,9.179397e+31,[ 0.017  0.529 -2.617 -2.25 ],100.0,4999.276956834121,24534816000000.0,4998.393,-1
17600,1,10.0,True,1.0,,100.0,112120.62,10.0,-256.31592,12699.171,4999.548,1126987.4,5365363,-256.31592,-25527606.0,100,0.4189424,,1.0,24084458.0,-1.2611125e+18,483.34,1.0,856.6173,0.036407214,176,2490.1601395606995,4832.2524,7.636701e+23,[ 0.065  0.62  -2.599 -2.182],100.0,4832.2525340901375,316788280000.0,9.980132,-1
17700,1,10.0,True,1.0,,100.0,294757.25,10.0,-250.01326,61830.547,4999.672,2009011.0,5414428,-250.01326,-25635348.0,100,0.4189424,,1.0,24192128.0,-1.6445807e+20,490.65,1.0,366.5201,0.09251341,177,2520.076150894165,4904.8745,1.298571e+28,[-0.016  0.532 -2.619 -2.212],100.0,4904.874293891305,1240477500000.0,2419.642,-1
17800,1,10.0,True,1.0,,100.0,19.630985,10.0,-248.0169,10.252024,4999.6025,169.3949,5463434,-248.0169,-25935730.0,100,0.4189424,,1.0,24492550.0,-3070854400000000.0,490.06,1.0,697.0984,0.1613141,178,2545.7108113765717,4899.6533,4.5279085e+18,[ 0.038  0.513 -2.62  -2.236],100.0,4899.6536223316925,255669710.0,19.961227,-1
17900,1,10.0,True,1.0,,100.0,106.81954,10.0,-256.75284,40.380997,4999.627,754.3025,5510751,-256.75284,-24178584.0,100,0.4189424,,1.0,22735392.0,-188988980000.0,473.17,1.0,612.54034,0.11655955,179,2573.3050878047943,4728.6562,17045700000.0,[-0.023  0.524 -2.621 -2.225],100.0,4728.656248519795,571161300.0,1939.8108,-1
18000,1,10.0,True,1.0,,100.0,1386.0997,10.0,-246.24306,357.3827,4999.621,8184.6016,5560751,-246.24306,-26436146.0,100,0.4189424,,1.0,24992956.0,-6097436400000.0,500.0,1.0,0.19124506,0.098790064,180,2600.5789635181427,4999.296,17798940000000.0,[ 0.009  0.525 -2.62  -2.224],100.0,4999.295640751889,8932487000.0,4998.617,-1
18100,1,10.0,True,1.0,,100.0,131601020.0,10.0,-246.81311,13231393.0,4999.6035,1322644900.0,5609255,-246.81311,-25685500.0,100,0.4189424,,1.0,24242320.0,-1.5032135e+19,485.04,1.0,852.234,0.06395323,181,2631.972925186157,4849.332,1.0849286e+26,[ 0.048  0.56  -2.61  -2.191],100.0,4849.331920644888,330719000000000.0,,-1
18200,1,10.0,True,1.0,,100.0,576187.75,10.0,-260.38986,77481.51,4999.575,5482599.0,5656319,-260.38986,-24547450.0,100,0.4189424,,1.0,23104286.0,-1.8336912e+16,470.64,1.0,987.0054,0.013017096,182,2665.3895132541656,4704.2646,1.6141723e+20,[ 0.146  0.499 -2.607 -2.241],100.0,4704.264793489913,1927398000000.0,,-1
18300,1,10.0,True,1.0,,100.0,77950.98,10.0,-250.75452,20546.605,4999.6416,643609.5,5705361,-250.75452,-25937564.0,100,0.4189424,,1.0,24494362.0,-2.0167357e+17,490.42,1.0,672.5102,0.008727804,183,2693.653566837311,4903.274,1.952817e+22,[ 0.039  0.451 -2.622 -2.281],100.0,4903.273703458082,513465400000.0,,-1
18400,1,10.0,True,1.0,,100.0,3226.6968,10.0,-239.54285,332.54803,4999.602,32435.992,5754348,-239.54285,-25920464.0,100,0.4189424,,1.0,24477284.0,-31322382000.0,489.87,1.0,699.8534,0.1201715,184,2724.7647354602814,4897.7026,265678130.0,[ 0.004  0.56  -2.623 -2.23 ],100.0,4897.702646632017,7799630300.0,,-1
18500,1,10.0,True,1.0,,100.0,45.89434,10.0,-239.86801,13.223568,4999.629,411.00925,5803073,-239.86801,-25735450.0,100,0.4189424,,1.0,24292256.0,-482385950000.0,487.25,1.0,748.873,0.2339526,185,2758.4697740077972,4871.493,111581030000.0,[ 0.035  0.558 -2.62  -2.232],100.0,4871.492982027856,315963700.0,,-1
18600,1,10.0,True,1.0,,100.0,13.028451,10.0,-250.19902,6.3640685,4999.66,98.804146,5852456,-250.19902,-25901608.0,100,0.4189424,,1.0,24458394.0,-82767710000.0,493.83,1.0,294.34354,0.0367118,186,2786.0958395004272,4936.776,3276527000.0,[-0.016  0.593 -2.619 -2.229],100.0,4936.77590145278,158736940.0,2579.442,-1
18700,1,10.0,True,1.0,,100.0,127822.805,10.0,-253.61012,28687.557,4999.644,1235828.5,5896163,-253.61012,-21313174.0,100,0.4189424,,1.0,19869974.0,-2.335496e+22,437.07,1.0,900.55646,0.08945935,187,2812.1836223602295,4365.658,2.618926e+32,[-0.047  0.593 -2.619 -2.23 ],100.0,4365.658424918595,345082630000.0,1869.5265,-1
18800,1,10.0,True,1.0,,100.0,135035.02,10.0,-247.40062,13765.409,4999.663,1357292.1,5945166,-247.40062,-25936250.0,100,0.4189424,,1.0,24493034.0,-9161677000000000.0,490.03,1.0,699.2023,0.032368403,188,2845.5090851783752,4899.4033,4.029728e+19,[ 0.012  0.613 -2.619 -2.23 ],100.0,4899.403122848204,344000200000.0,,-1
18900,1,10.0,True,1.0,,100.0,96966.31,10.0,-250.73958,17695.492,4999.626,895966.1,5994170,-250.73958,-25935092.0,100,0.4189424,,1.0,24491898.0,-6.2023356e+16,490.04,1.0,698.48694,0.046834897,189,2871.1994364261627,4899.389,1.8470364e+21,[ 0.068  0.641 -2.618 -2.23 ],100.0,4899.389090264504,442167230000.0,9.980351,-1
19000,1,10.0,True,1.0,,100.0,8.473798,10.0,-250.78473,5.609067,4999.614,62.88621,6044032,-250.78473,-26316362.0,100,0.4189424,,1.0,24873174.0,-2077726500000000.0,498.62,1.0,138.33707,0.12701939,190,2902.3571977615356,4985.3823,2.0727749e+18,[ 0.012  0.732 -2.602 -2.166],100.0,4985.382325825763,132652850.0,3608.9473,-1
19100,1,10.0,True,1.0,,100.0,321340030.0,10.0,-247.53857,40484410.0,4999.633,3204045600.0,6090374,-247.53857,-23513326.0,100,0.4189424,,1.0,22070130.0,-1.0551203e+24,463.42,1.0,791.11066,0.017174998,191,2930.5048801898956,4630.796,5.345309e+35,[-0.047  0.712 -2.607 -2.16 ],100.0,4630.796338328452,296037570000000.0,,-1
19200,1,10.0,True,1.0,,100.0,193569.92,10.0,-246.25696,23511.664,4999.6323,1940200.8,6140282,-246.25696,-26351336.0,100,0.4189424,,1.0,24908136.0,-3.698704e+18,499.08,1.0,92.52349,0.023532823,192,2964.345511674881,4989.9478,6.568527e+24,[ 1.913e-03  8.003e-01 -2.605e+00 -2.086e+00],100.0,4989.947657244366,587430560000.0,4069.353,-1
19300,1,10.0,True,1.0,,100.0,65621.86,10.0,-247.0243,11736.161,4999.585,636111.2,6185323,-247.0243,-23200834.0,100,0.4189424,,1.0,21757664.0,-2.7007806e+17,450.41,1.0,1225.841,0.11328755,193,2990.5759766101837,4500.553,3.5023828e+22,[-0.067  0.892 -2.633 -2.046],100.0,4500.553048611651,163011920000.0,,-1
19400,1,10.0,True,1.0,,100.0,35435770.0,10.0,-247.02249,4437202.0,4999.593,350209380.0,6233642,-247.02249,-25521300.0,100,0.4189424,,1.0,24078124.0,-9.679202e+23,483.19,1.0,861.4795,0.05308709,194,3021.810396194458,4830.7324,4.498439e+35,[-0.015  0.924 -2.64  -2.036],100.0,4830.732585680747,110897170000000.0,,-1
19500,1,10.0,True,1.0,,100.0,36958.74,10.0,-248.08928,8957.708,4999.5625,282531.2,6277378,-248.08928,-22806138.0,100,0.4189424,,1.0,21362982.0,-8143163500000000.0,437.36,1.0,1502.1333,0.029358659,195,3045.977807044983,4371.1074,3.1838732e+19,[ 0.084  0.986 -2.64  -1.992],100.0,4371.107284240679,222948880000.0,,-1
19600,1,10.0,True,1.0,,100.0,53.05445,10.0,-259.8061,24.491365,4999.6064,454.09967,6325817,-259.8061,-25517982.0,100,0.4189424,,1.0,24074798.0,-3.8218755e+18,484.39,1.0,789.4292,0.14602007,196,3071.924441576004,4842.6855,7.0134394e+24,[ 0.045  0.883 -2.655 -2.049],100.0,4842.685368525304,591892860.0,,-1
19700,1,10.0,True,1.0,,100.0,297211.78,10.0,-251.84706,67546.84,4999.581,2844682.2,6373053,-251.84706,-24160060.0,100,0.4189424,,1.0,22716892.0,-2.7491295e+20,472.36,1.0,661.7183,0.13784459,197,3100.177334547043,4720.066,3.6289186e+28,[-0.068  0.835 -2.671 -2.03 ],100.0,4720.065913961605,942380400000.0,19.961308,-1
19800,1,10.0,True,1.0,,100.0,10839.051,10.0,-244.84175,2607.4824,4999.597,80338.664,6420902,-244.84175,-25259694.0,100,0.4189424,,1.0,23816516.0,-238745660000000.0,478.49,1.0,966.04156,0.117044315,198,3124.6935732364655,4783.647,2.735364e+16,[-0.006  0.832 -2.671 -2.035],100.0,4783.647097091183,65141928000.0,9.980258,-1
19900,1,10.0,True,1.0,,100.0,20.745214,10.0,-251.80449,10.96368,4999.5156,130.76248,6468529,-251.80449,-25139818.0,100,0.4189424,,1.0,23696686.0,-5.282636e+18,476.27,1.0,1013.74774,0.09030418,199,3150.3976912498474,4761.1978,1.340019e+25,[-0.025  0.924 -2.654 -1.955],100.0,4761.197651347132,269657500.0,,-1
20000,1,10.0,True,1.0,,100.0,569017.5,10.0,-248.00732,114708.81,4999.5938,5174371.5,6515529,-248.00732,-23818480.0,100,0.4189424,,1.0,22375304.0,-1.9300787e+20,470.0,1.0,570.9251,0.09258402,200,3178.0795686244965,4695.674,1.7886792e+28,[-0.083  0.91  -2.651 -1.974],100.0,4695.673540335566,1721816600000.0,2669.496,-1
20100,1,10.0,True,1.0,,100.0,402.15057,10.0,-249.30872,53.973824,4999.5786,4042.2852,6565121,-249.30872,-26136494.0,100,0.4189424,,1.0,24693324.0,-7.285438e+22,495.92,1.0,332.81924,0.05959459,201,3205.102573156357,4958.08,2.5485841e+33,[-0.021  0.918 -2.648 -1.981],100.0,4958.079913238887,1346467800.0,1709.689,-1
20200,1,10.0,True,1.0,,100.0,28277.023,10.0,-255.34903,7364.658,4999.568,220216.89,6611910,-255.34903,-24076422.0,100,0.4189424,,1.0,22633262.0,-1.31504305e+17,467.89,1.0,879.68353,0.03574665,202,3236.1582782268524,4675.406,8.303678e+21,[-0.074  0.902 -2.645 -2.01 ],100.0,4675.405796926014,132956760000.0,,-1
20300,1,10.0,True,1.0,,100.0,22187168.0,10.0,-249.46873,2386622.2,4999.583,222844530.0,6660837,-249.46873,-25844200.0,100,0.4189424,,1.0,24401028.0,-9.5977365e+22,489.27,1.0,688.94183,0.043783005,203,3264.102697610855,4891.461,4.42307e+33,[-0.022  0.928 -2.645 -1.988],100.0,4891.460792333945,59641630000000.0,9.980048,-1
20400,1,10.0,True,1.0,,100.0,204.67783,10.0,-240.79301,83.910446,4999.448,1221.5547,6706654,-240.79301,-23732848.0,100,0.4189424,,1.0,22289756.0,-4.8887634e+19,458.17,1.0,1150.1802,0.033945616,204,3290.1116585731506,4578.956,1.1477068e+27,[ 0.038  1.024 -2.623 -1.94 ],100.0,4578.9564666575725,1931637000.0,9.980099,-1
20500,1,10.0,True,1.0,,100.0,3170.4966,10.0,-248.24802,635.7243,4999.6113,29802.207,6754932,-248.24802,-25298162.0,100,0.4189424,,1.0,23854974.0,-544801160000.0,482.78,1.0,751.77673,0.093202025,205,3317.395550251007,4825.951,136600020000.0,[-0.066  0.958 -2.643 -1.95 ],100.0,4825.951376472533,11420516000.0,9.980541,-1
20600,1,10.0,True,1.0,,100.0,193.3921,10.0,-239.88403,28.608444,4999.4795,1936.0797,6802620,-239.88403,-25083826.0,100,0.4189424,,1.0,23640716.0,-791369800000.0,476.88,1.0,956.6051,0.043042433,206,3344.452508211136,4767.14,300190660000.0,[-0.031  1.002 -2.649 -1.923],100.0,4767.139898671617,713810700.0,9.979885,-1
20700,1,10.0,True,1.0,,100.0,421587.5,10.0,-243.91231,46470.297,4999.497,4238434.5,6849067,-243.91231,-24142088.0,100,0.4189424,,1.0,22698968.0,-1.7910576e+20,464.47,1.0,1070.909,0.032622274,207,3372.2304689884186,4642.4263,1.5404058e+28,[ 0.009  1.04  -2.651 -1.894],100.0,4642.426468217201,1158422500000.0,,-1
20800,1,10.0,True,1.0,,100.0,347619.38,10.0,-238.93834,47544.797,4999.5767,3382889.2,6897214,-238.93834,-25315590.0,100,0.4189424,,1.0,23872422.0,-2.4981355e+16,481.47,1.0,840.8621,0.1143993,208,3396.6356744766235,4813.042,2.9963363e+20,[-0.06   0.95  -2.645 -1.946],100.0,4813.042074368796,856248600000.0,9.981034,-1
20900,1,10.0,True,1.0,,100.0,2.283226,10.0,-255.2971,2.8791142,4999.4727,11.134003,6945109,-255.2971,-25092940.0,100,0.4189424,,1.0,23649832.0,-290701700000.0,478.95,1.0,851.7929,0.13670093,209,3421.5870549678802,4787.9307,40561906000.0,[-0.008  0.982 -2.648 -1.93 ],100.0,4787.9308182967825,67359370.0,19.965982,-1
21000,1,10.0,True,1.0,,100.0,292324.5,10.0,-263.27838,43626.17,4999.494,2676575.8,6993757,-263.27838,-25501222.0,100,0.4189424,,1.0,24058102.0,-9.240317e+20,486.48,1.0,640.03894,0.013721129,210,3449.2680451869965,4862.9673,4.1000644e+29,[-0.069  0.997 -2.651 -1.927],100.0,4862.967395425224,1089885770000.0,429.68158,-1
21100,1,10.0,True,1.0,,100.0,8668814.0,10.0,-243.60529,1181154.1,4999.4688,85321100.0,7035989,-243.60529,-19923786.0,100,0.4189424,,1.0,18480686.0,-8.763949e+19,422.32,1.0,839.1378,0.011853648,211,3475.28013920784,4216.2227,3.6882913e+27,[-0.131  1.096 -2.585 -2.138],100.0,4216.222818527527,18258177000000.0,,-1
21200,1,10.0,True,1.0,,100.0,4914366.0,10.0,-260.551,646462.25,4999.5903,46416600.0,7082434,-260.551,-24225790.0,100,0.4189424,,1.0,22782616.0,-2.9983327e+20,464.45,1.0,1110.5381,0.14814764,212,3500.233486175537,4642.1245,4.316614e+28,[-0.088  1.182 -2.579 -2.059],100.0,4642.124665792093,13217840000000.0,9.981159,-1
21300,1,10.0,True,1.0,,100.0,9.342217,10.0,-242.68895,5.340402,4999.538,55.918495,7128636,-242.68895,-23949848.0,100,0.4189424,,1.0,22506704.0,-21564168000.0,462.02,1.0,1087.5875,0.15868235,213,3524.77849817276,4617.7764,220677440.0,[-0.026  1.177 -2.582 -2.053],100.0,4617.776320423278,126472680.0,189.87918,-1
21400,1,10.0,True,1.0,,100.0,15240.887,10.0,-245.46515,1826.535,4999.466,152260.72,7176715,-245.46515,-25415860.0,100,0.4189424,,1.0,23972758.0,-2.7191112e+16,480.79,1.0,932.87,0.000964875,214,3554.270907640457,4806.5073,3.550417e+20,[-0.073  1.157 -2.594 -2.088],100.0,4806.507429493972,45629067000.0,9.982298,-1
21500,1,10.0,True,1.0,,100.0,12960591.0,10.0,-245.2038,1619403.5,4999.5576,128595224.0,7222017,-245.2038,-22343388.0,100,0.4189424,,1.0,20900234.0,-1.12351775e+17,453.02,1.0,653.9399,0.014625692,215,3581.805596590042,4524.6655,6.05833e+21,[-0.127  1.143 -2.596 -2.116],100.0,4524.665368206149,26119070000000.0,2919.5623,-1
21600,1,10.0,True,1.0,,100.0,2202.548,10.0,-234.1357,761.17456,4999.63,16768.617,7257224,-234.1357,-14529971.0,100,0.4189424,,1.0,13086783.0,-9014770000000.0,352.07,1.0,870.8627,0.03442761,216,3600.560004234314,3511.1794,38924110000000.0,[-0.187  1.126 -2.603 -2.108],100.0,3511.179580221853,10999054000.0,9.979794,-1
21700,1,10.0,True,1.0,,100.0,164931.97,10.0,-247.59819,21419.506,4999.5986,1646601.9,7298384,-247.59819,-19195180.0,100,0.4189424,,1.0,17752006.0,-721703700000000.0,411.6,1.0,935.125,0.018205857,217,3622.0340642929077,4108.2295,2.4998862e+17,[-0.151  1.054 -2.612 -2.204],100.0,4108.229254239923,148110740000.0,,-1
21800,1,10.0,True,1.0,,100.0,80549.305,10.0,-240.3995,14953.191,4999.581,688031.1,7346175,-240.3995,-24605172.0,100,0.4189424,,1.0,23162004.0,-1.7729391e+17,477.91,1.0,598.73175,0.15936178,218,3648.959456682205,4775.304,1.5092925e+22,[-0.093  1.077 -2.611 -2.195],100.0,4775.303754569514,224445020000.0,,-1
