Weights,InitialReturnMax,EpisodesSoFar,MinTargetPdf,ESSRenyiArithmetic,ReturnStepMaxmin,DivergenceHarmonic,EpRewMean,EpLenMean,EmpiricalD2Arithmetic,Inner Iteration,WReturnMean,ReturnMeanIW,MinIW,TimeElapsed,InitialBound,ReturnStepMax,MeanEntropy,ESSRenyiHarmonic,MeanIW,InitialReturnStd,InitialReturnMin,MinBehavPdf,TimestepsSoFar,StdIW,Penalization,EmpiricalD2Harmonic,VarianceInitializer,Bound,MaxIW,StdWReturnMean,InitialReturnMean,Iteration,EpThisIter,LearnableVariance,MeanD2-0
[ 0.128  0.906 -3.121 -3.013],4999.6177,21900,-249.3534,100.0,10.0,1.2472044e+25,4949.298624706719,495.02,1.0,1,24741988.0,1381971000000.0,0.013113186,9346.591200828552,-26185174.0,10.0,0.4189424,100.0,55301.395,496.42032,9.9794655,-249.3534,8311956,426896.6,True,1.0,-1,-5.096616e+18,4240505.0,,4949.299,219,100,,1.0
[ 0.129  1.014 -3.108 -2.952],4999.612,22000,-242.78635,100.0,10.0,1.36297265e+17,4849.381684556274,485.04,1.0,1,24242822.0,128150675000.0,0.017287005,9399.157712936401,-25686004.0,10.0,0.4189424,100.0,5128.237,852.2428,,-242.78635,8360460,19344.621,True,1.0,-1,-532917460000000.0,128279.0,,4849.3813,220,100,,1.0
[ 0.076  0.92  -3.111 -3.015],4999.671,22100,-252.0276,100.0,10.0,9.0778686e+21,4899.596174580472,490.05,1.0,1,24492972.0,882306400.0,0.046151023,9441.929609537125,-25936186.0,10.0,0.4189424,100.0,35.328575,697.8039,9.979953,-252.0276,8409465,86.90622,True,1.0,-1,-1.3750363e+17,631.0131,,4899.596,221,100,,1.0
[-0.047  0.901 -3.126 -3.019],4999.6523,22200,-250.63582,100.0,10.0,1.1335769e+29,4855.507749409852,485.71,1.0,1,24084820.0,2823858200000.0,0.1166485,9497.502752780914,-25528022.0,10.0,0.4189424,100.0,154843.38,713.34796,,-250.63582,8458036,1129598.6,True,1.0,-1,-4.8589727e+20,10995676.0,,4855.5073,222,100,,1.0
[ 0.011  0.885 -3.122 -3.036],4999.613,22300,-267.5845,100.0,10.0,6.7085053e+16,4999.363173548403,500.0,1.0,1,24993630.0,38279970000.0,0.08255982,9565.036783218384,-26436812.0,10.0,0.4189424,100.0,1531.6375,0.14837562,4998.8525,-267.5845,8508036,6166.1772,True,1.0,-1,-373826000000000.0,54116.547,,4999.3633,223,100,,1.0
[-0.012  0.802 -3.132 -3.125],4999.626,22400,-245.21765,100.0,10.0,937139600.0,4999.3329293508905,500.0,1.0,1,24993328.0,291945150.0,0.22414024,9616.659514188766,-26436514.0,10.0,0.4189424,100.0,11.683074,0.21279436,4998.4043,-245.21765,8558036,76.9592,True,1.0,-1,-44471013000.0,761.1471,,4999.333,224,100,,1.0
[ 0.018  0.804 -3.132 -3.117],4999.588,22500,-246.11226,100.0,10.0,18420062000000.0,4949.332250862078,495.01,1.0,1,24743322.0,257470720.0,0.07740644,9672.042404651642,-26186486.0,10.0,0.4189424,100.0,10.312151,497.42667,,-246.11226,8607537,26.769402,True,1.0,-1,-6194003000000.0,219.47435,,4949.332,225,100,,1.0
[-0.025  0.87  -3.2   -3.187],4999.584,22600,-239.67928,100.0,10.0,2.2118736e+28,4942.84591795137,494.37,1.0,1,24682694.0,1856617300000.0,0.05312436,9716.309411525726,-26125858.0,10.0,0.4189424,100.0,74401.38,500.96875,,-239.67928,8656974,644356.94,True,1.0,-1,-2.1462845e+20,6462052.5,,4942.8457,226,100,,1.0
[ 0.027  0.842 -3.195 -3.208],4999.648,22700,-245.00345,100.0,10.0,1403830700000.0,4949.474333405956,495.03,1.0,1,24742752.0,235949060.0,0.07472328,9765.796097040176,-26185952.0,10.0,0.4189424,100.0,9.450929,495.43466,19.96204,-245.00345,8706477,20.9437,True,1.0,-1,-1710155100000.0,162.98007,,4949.4746,227,100,,1.0
[-0.03   0.818 -3.196 -3.202],4999.579,22800,-267.88446,100.0,10.0,1.11583645e+36,4951.635401275326,495.31,1.0,1,24569746.0,101514080000000.0,0.065487824,9819.01235818863,-26012904.0,10.0,0.4189424,100.0,4552270.0,225.95045,3199.2422,-267.88446,8756008,25014094.0,True,1.0,-1,-1.5244267e+24,210817620.0,,4951.6357,228,100,,1.0
[ 0.028  0.819 -3.194 -3.224],4999.551,22900,-245.04564,100.0,10.0,4.3464263e+22,4999.245140671933,500.0,1.0,1,24992452.0,171438700000.0,0.0097905,9872.05323600769,-26435596.0,10.0,0.4189424,100.0,6859.9175,0.20198245,4998.577,-245.04564,8806008,28633.752,True,1.0,-1,-3.008623e+17,213897.97,,4999.245,229,100,,1.0
[ 0.029  0.699 -3.198 -3.26 ],4999.5703,23000,-249.90233,100.0,10.0,3.3390163e+24,4949.325232935888,495.02,1.0,1,24742256.0,18319728000000.0,0.01784174,9929.971672058105,-26185408.0,10.0,0.4189424,100.0,733231.1,496.42288,9.980552,-249.90233,8855510,7229171.0,True,1.0,-1,-2.637042e+18,72661220.0,,4949.3257,230,100,,1.0
[ 0.07   0.817 -3.21  -3.263],4999.6064,23100,-248.59857,100.0,10.0,1.3330878e+26,4999.1610632392685,500.0,1.0,1,24991608.0,1718710600000.0,0.16839665,9988.100709676743,-26434780.0,10.0,0.4189424,100.0,68785.38,0.24629767,4998.2754,-248.59857,8905510,612693.9,True,1.0,-1,-1.6662509e+19,6156544.0,,4999.161,231,100,,1.0
[ 0.062  0.702 -3.196 -3.309],4999.5273,23200,-243.97986,100.0,10.0,5.0532387e+33,4949.080055763082,495.01,1.0,1,24740800.0,9926083000000.0,0.08053419,10052.502886295319,-26183926.0,10.0,0.4189424,100.0,397304.2,497.40134,,-243.97986,8955011,3412871.8,True,1.0,-1,-1.02584605e+23,34209790.0,,4949.0806,232,100,,1.0
[ 0.052  0.591 -3.208 -3.366],4999.5566,23300,-261.10236,100.0,10.0,1536668400.0,4916.340681456949,491.76,1.0,1,24519740.0,219769070.0,0.07540823,10107.108865737915,-25962880.0,10.0,0.4189424,100.0,8.930493,591.0456,,-261.10236,9004187,24.756493,True,1.0,-1,-56790590000.0,222.11565,,4916.341,233,100,,1.0
[ 0.006  0.608 -3.188 -3.398],4999.541,23400,-250.21162,100.0,10.0,4.3868214e+31,4989.803910979067,499.08,1.0,1,24906716.0,718836300000.0,0.16550787,10154.516756534576,-26349848.0,10.0,0.4189424,100.0,28762.113,92.59197,4068.5295,-250.21162,9054095,125931.484,True,1.0,-1,-9.558166e+21,884582.5,,4989.804,234,100,,1.0
[ 0.06   0.602 -3.188 -3.43 ],4999.3857,23500,-259.1771,100.0,10.0,20776528000.0,4853.001881522517,485.44,1.0,1,24240722.0,871244800.0,0.0014582954,10203.700114488602,-25683762.0,10.0,0.4189424,100.0,35.001644,830.1173,,-259.1771,9102639,142.41423,True,1.0,-1,-208869260000.0,1390.0869,,4853.002,235,100,,1.0
[ 0.009  0.576 -3.192 -3.455],4999.497,23600,-242.52582,100.0,10.0,2.134957e+18,4856.429554370343,485.82,1.0,1,23853212.0,1653017300000.0,0.17488584,10244.077938318253,-25296316.0,10.0,0.4189424,100.0,162315.38,517.9814,2189.3367,-242.52582,9151221,1554298.9,True,1.0,-1,-2110216000000000.0,15617042.0,,4856.429,236,100,,1.0
[ 0.046  0.623 -3.189 -3.473],4999.422,23700,-255.31181,100.0,10.0,6878070300.0,4880.795802095716,488.22,1.0,1,24290312.0,2011288700.0,0.051328305,10304.213140964508,-25733374.0,10.0,0.4189424,100.0,100.250916,684.2112,29.955347,-255.31181,9200043,409.36325,True,1.0,-1,-121688720000.0,3186.3135,,4880.796,237,100,,1.0
[ 0.037  0.68  -3.189 -3.448],4999.5415,23800,-258.22327,100.0,10.0,239232780.0,4728.140364598551,472.97,1.0,1,23538100.0,886710300.0,0.092163995,10359.669897794724,-24981230.0,10.0,0.4189424,100.0,35.92488,1087.5615,,-258.22327,9247340,84.557465,True,1.0,-1,-23207526000.0,404.35324,,4728.1406,238,100,,1.0
[ 0.042  0.739 -3.192 -3.43 ],4999.544,23900,-259.07565,100.0,10.0,4.124992e+19,4956.201200800009,495.73,1.0,1,24745248.0,8343042600.0,0.030868245,10407.165803909302,-26188382.0,10.0,0.4189424,100.0,333.98868,425.81735,719.3729,-259.07565,9296913,1144.9204,True,1.0,-1,-9268557000000000.0,10636.686,,4956.201,239,100,,1.0
[-0.018  0.737 -3.182 -3.539],4999.497,24000,-239.4706,100.0,10.0,1.0205646e+30,4873.724466637172,487.51,1.0,1,24271022.0,159207160000000.0,0.099092,10472.455991268158,-25714126.0,10.0,0.4189424,100.0,6577276.0,719.606,,-239.4706,9345664,47921890.0,True,1.0,-1,-1.4578481e+21,436281760.0,,4873.7246,240,100,,1.0
[ 0.042  0.752 -3.183 -3.548],4999.419,24100,-249.66977,100.0,10.0,49676330000.0,4810.831584171695,481.23,1.0,1,23997332.0,691872260.0,0.07315957,10533.254983663559,-25440388.0,10.0,0.4189424,100.0,29.138594,923.7059,,-249.66977,9393787,76.06622,True,1.0,-1,-322319400000.0,611.263,,4810.8315,241,100,,1.0
[-0.005  0.784 -3.187 -3.522],4999.4585,24200,-254.03703,100.0,10.0,86687896.0,4936.568720603969,493.78,1.0,1,24624828.0,106248020.0,0.071445204,10584.974491596222,-26067912.0,10.0,0.4189424,100.0,4.2693586,505.09152,9.980326,-254.03703,9443165,10.315772,True,1.0,-1,-13542078000.0,72.209496,,4936.569,242,100,,1.0
[-0.035  0.786 -3.186 -3.529],4999.5586,24300,-259.9518,100.0,10.0,3.5236818e+29,4763.69890336353,476.61,1.0,1,23178124.0,22840502000000.0,0.086213574,10638.235179424286,-24621262.0,10.0,0.4189424,100.0,1488233.6,696.6323,,-259.9518,9490826,8634827.0,True,1.0,-1,-8.5664524e+20,65663976.0,,4763.6987,243,100,,1.0
[ 0.022  0.763 -3.185 -3.519],4999.4795,24400,-249.07712,100.0,10.0,1.3655329e+32,4852.848136126137,485.41,1.0,1,24241880.0,27767853000000.0,0.2977179,10689.77409362793,-25684974.0,10.0,0.4189424,100.0,1111323.5,831.71265,,-249.07712,9539367,7192065.5,True,1.0,-1,-1.6863203e+22,68302660.0,,4852.848,244,100,,1.0
[-0.041  0.853 -3.191 -3.46 ],4999.5527,24500,-249.41634,100.0,10.0,9625944000.0,4884.39891955055,488.68,1.0,1,23984598.0,1174572800.0,0.08465965,10749.679056167603,-25427736.0,10.0,0.4189424,100.0,56.03039,356.71713,3069.4338,-249.41634,9588235,209.26682,True,1.0,-1,-142761560000.0,1793.808,,4884.399,245,100,,1.0
[-0.01   0.858 -3.19  -3.459],4999.561,24600,-248.25186,100.0,10.0,385289820.0,4897.991387191638,489.91,1.0,1,24479092.0,87528180.0,0.028674193,10811.678317785263,-25922238.0,10.0,0.4189424,100.0,3.5228422,699.1205,,-248.25186,9637226,5.528624,True,1.0,-1,-28414284000.0,32.95817,,4897.9917,246,100,,1.0
[-0.041  0.857 -3.19  -3.455],4999.5405,24700,-244.68394,100.0,10.0,492723800.0,4892.963700103053,489.51,1.0,1,24059210.0,4092913000.0,0.0551059,10863.251870393753,-25502346.0,10.0,0.4189424,100.0,216.6535,343.68268,3039.5679,-244.68394,9686177,1018.3869,True,1.0,-1,-36126188000.0,8054.023,,4892.964,247,100,,1.0
[-0.018  0.901 -3.19  -3.417],4999.6,24800,-256.60342,100.0,10.0,81837290.0,4987.4620197365175,498.83,1.0,1,24888558.0,663116800.0,0.076968305,10916.792659521103,-26331726.0,10.0,0.4189424,100.0,26.535711,117.39684,3819.38,-256.60342,9736060,85.89174,True,1.0,-1,-13718377000.0,550.8499,,4987.4624,248,100,,1.0
[-0.046  0.853 -3.199 -3.444],4999.548,24900,-245.70134,100.0,10.0,4.2214207e+28,4702.179257530293,470.56,1.0,1,22788206.0,779873550000.0,0.13875623,10963.897300243378,-24231342.0,10.0,0.4189424,100.0,51065.086,823.2355,,-245.70134,9783116,232252.2,True,1.0,-1,-2.965037e+20,2027705.0,,4702.179,249,100,,1.0
[ 3.177e-03  8.709e-01 -3.200e+00 -3.479e+00],4999.618,25000,-271.36313,100.0,10.0,1.2753592e+19,4999.197616886007,500.0,1.0,1,24991978.0,897116000000.0,0.009008978,11005.932622909546,-26435154.0,10.0,0.4189424,100.0,35901.383,0.26497358,4998.221,-271.36313,9833116,199067.7,True,1.0,-1,-5154718000000000.0,1759954.2,,4999.1973,250,100,,1.0
[-0.032  0.92  -3.209 -3.37 ],4999.5674,25100,-243.71947,100.0,10.0,1.6981112e+26,4918.606143187504,491.98,1.0,1,24466374.0,906953700000.0,0.11557131,11058.038924455643,-25909524.0,10.0,0.4189424,100.0,57963.95,523.1516,9.98038,-243.71947,9882314,431595.75,True,1.0,-1,-1.8805603e+19,4277025.5,,4918.606,251,100,,1.0
[ 0.004  0.811 -3.215 -3.419],4999.5244,25200,-250.51747,100.0,10.0,82363340000000.0,4952.086749609454,495.3,1.0,1,24742730.0,812954000.0,0.0074913036,11103.92109489441,-26185854.0,10.0,0.4189424,100.0,32.59328,468.58136,289.7619,-250.51747,9931844,93.33594,True,1.0,-1,-13097568000000.0,739.2841,,4952.0864,252,100,,1.0
[-0.042  0.795 -3.216 -3.459],4999.58,25300,-255.04224,100.0,10.0,4.3385946e+34,4724.255799485295,472.69,1.0,1,23176930.0,254472450000000.0,0.028962655,11149.663395404816,-24620084.0,10.0,0.4189424,100.0,14272689.0,926.4652,,-255.04224,9979113,107878600.0,True,1.0,-1,-3.0059443e+23,1053057150.0,,4724.256,253,100,,1.0
[ 0.019  0.811 -3.214 -3.464],4999.5977,25400,-241.48747,100.0,10.0,5.6340493e+18,4999.096905197328,500.0,1.0,1,24990970.0,1124413600.0,0.15750515,11196.532752037048,-26434136.0,10.0,0.4189424,100.0,45.00072,0.27878904,4998.376,-241.48747,10029113,180.27383,True,1.0,-1,-3425468000000000.0,1685.2809,,4999.0967,254,100,,1.0
[-0.043  0.808 -3.214 -3.454],4999.555,25500,-238.26201,100.0,10.0,2216838700.0,4630.592189126646,463.44,1.0,1,22063326.0,1357132000.0,0.05764308,11243.184826135635,-23506468.0,10.0,0.4189424,100.0,78.03265,788.00006,,-238.26201,10075457,268.90082,True,1.0,-1,-69303960000.0,1923.8289,,4630.5923,255,100,,1.0
[-0.013  0.814 -3.214 -3.449],4999.574,25600,-267.12628,100.0,10.0,6.0050905e+33,4936.128840115658,493.72,1.0,1,24622562.0,207475040000000.0,0.3411478,11293.367145776749,-26065716.0,10.0,0.4189424,100.0,8302274.5,507.14355,9.980709,-267.12628,10124829,75821800.0,True,1.0,-1,-1.11831765e+23,760992700.0,,4936.1284,256,100,,1.0
[-0.062  0.915 -3.221 -3.395],4999.5884,25700,-245.43947,100.0,10.0,953457800.0,4797.850133460289,480.1,1.0,1,23232866.0,465193340.0,0.07706937,11348.33911895752,-24676026.0,10.0,0.4189424,100.0,24.303844,462.06076,2889.5986,-245.43947,10172839,62.644318,True,1.0,-1,-45026570000.0,422.97043,,4797.85,257,100,,1.0
[-0.032  0.922 -3.221 -3.396],4999.6235,25800,-252.23769,100.0,10.0,8.8350773e+18,4969.218261795804,497.02,1.0,1,24728516.0,3196291000.0,0.008123052,11396.652168035507,-26171700.0,10.0,0.4189424,100.0,127.89876,188.11128,3399.6182,-252.23769,10222541,759.6167,True,1.0,-1,-4289626500000000.0,7572.2915,,4969.2183,258,100,,1.0
[-0.079  0.888 -3.232 -3.416],4999.5747,25900,-229.31421,100.0,10.0,1.0316435e+24,4069.2016292904964,407.61,1.0,1,17795152.0,188729430000.0,0.11478398,11439.670281171799,-19238298.0,10.0,0.4189424,100.0,11198.64,1112.0931,,-229.31421,10263302,52176.082,True,1.0,-1,-1.4657853e+18,420225.75,,4069.2012,259,100,,1.0
[-0.136  0.903 -3.229 -3.437],4999.575,26000,-230.64272,100.0,10.0,4.184563e+20,3226.9704140551044,323.58,1.0,1,11665363.0,22642321000.0,0.005327065,11469.434890031815,-13108508.0,10.0,0.4189424,100.0,4013.3325,1118.9393,,-230.64272,10295660,20025.775,True,1.0,-1,-2.9520994e+16,191380.31,,3226.9702,260,100,,1.0
[-0.077  0.925 -3.229 -3.431],4999.578,26100,-238.68794,100.0,10.0,3.5948534e+24,4460.8746413730105,446.68,1.0,1,20464712.0,1485192400000.0,0.054979913,11509.77300953865,-21907866.0,10.0,0.4189424,100.0,76236.45,751.8713,2089.5317,-238.68794,10340328,429534.62,True,1.0,-1,-2.736194e+18,4178330.5,,4460.8745,261,100,,1.0
[-0.023  0.949 -3.226 -3.412],4999.6113,26200,-255.23471,100.0,10.0,4.7694537e+33,4996.498238572877,499.74,1.0,1,24965378.0,10441081000000.0,0.009487251,11575.917511224747,-26408552.0,10.0,0.4189424,100.0,442039.8,19.61287,4858.991,-255.23471,10390302,3996442.0,True,1.0,-1,-9.96658e+22,40009948.0,,4996.4985,262,100,,1.0
[ 0.026  0.982 -3.227 -3.394],4999.574,26300,-253.63705,100.0,10.0,1.6591429e+28,4803.125393209841,480.43,1.0,1,23993586.0,1866090200000.0,0.0074757743,11638.417885780334,-25436740.0,10.0,0.4189424,100.0,74670.086,961.02795,9.979712,-253.63705,10438345,610418.75,True,1.0,-1,-1.8588627e+20,6073872.0,,4803.125,263,100,,1.0
[ 0.15   0.976 -3.214 -3.387],4999.6226,26400,-244.54526,100.0,10.0,2.322626e+29,4600.567617984012,460.24,1.0,1,22781246.0,16215432000000.0,0.08100251,11694.768125534058,-24224428.0,10.0,0.4189424,100.0,649098.3,1271.2294,299.73376,-244.54526,10484369,5751031.5,True,1.0,-1,-6.955102e+20,57718816.0,,4600.5674,264,100,,1.0
[ 0.137  1.089 -3.219 -3.335],4999.593,26500,-240.2597,100.0,10.0,7590893300000.0,4949.243644358157,495.02,1.0,1,24741440.0,269470400000.0,0.0097761685,11745.44913816452,-26184608.0,10.0,0.4189424,100.0,10786.125,496.4148,9.979271,-240.2597,10533871,85680.03,True,1.0,-1,-4245550000000.0,856686.75,,4949.2437,265,100,,1.0
[ 0.066  1.135 -3.216 -3.244],4999.6074,26600,-256.31134,100.0,10.0,9.483738e+31,4949.282121883006,495.01,1.0,1,24742822.0,8532271000000.0,0.01653519,11794.552186965942,-26185998.0,10.0,0.4189424,100.0,341422.4,497.4216,,-256.31134,10583372,2092594.9,True,1.0,-1,-1.4054032e+22,19891164.0,,4949.282,266,100,,1.0
[ 0.172  1.336 -3.181 -3.341],4999.5137,26700,-247.25821,100.0,10.0,5420036600.0,4716.39615149803,471.8,1.0,1,23477680.0,1398563200.0,0.20118797,11841.44715976715,-24920804.0,10.0,0.4189424,100.0,56.0037,1110.5348,9.979598,-247.25821,10630552,183.30545,True,1.0,-1,-107640510000.0,1603.2062,,4716.396,267,100,,1.0
[ 0.273  1.283 -3.165 -3.388],4999.5645,26800,-264.63492,100.0,10.0,172170790000.0,4551.028984639102,455.35,1.0,1,22321930.0,2821773800.0,0.0056129536,11886.47473025322,-23765080.0,10.0,0.4189424,100.0,120.5603,1268.8845,,-264.63492,10676087,474.9132,True,1.0,-1,-601624100000.0,4083.0752,,4551.029,268,100,,1.0
[ 0.18   1.208 -3.195 -3.366],4999.585,26900,-250.06458,100.0,10.0,1.2909881e+22,4682.489990805075,468.41,1.0,1,23321782.0,1628325800000.0,0.06488704,11938.17558169365,-24764946.0,10.0,0.4189424,100.0,65182.51,1181.5543,,-250.06458,10722928,447307.88,True,1.0,-1,-1.6397314e+17,4436287.5,,4682.49,269,100,,1.0
[ 0.187  1.29  -3.192 -3.272],4999.5273,27000,-256.44736,100.0,10.0,3.1704033e+24,4849.2946455059855,485.05,1.0,1,24240952.0,471862080000.0,0.008685822,11995.288899898529,-25684084.0,10.0,0.4189424,100.0,18884.742,851.6424,,-256.44736,10771433,113607.85,True,1.0,-1,-2.5695353e+18,1095184.1,,4849.2944,270,100,,1.0
[ 0.189  1.196 -3.19  -3.354],4999.567,27100,-258.98944,100.0,10.0,1.0315869e+31,4732.999751413933,473.46,1.0,1,23548440.0,757264100000.0,0.025686128,12048.419536590576,-24991592.0,10.0,0.4189424,100.0,30331.383,1071.0531,,-258.98944,10818779,160680.89,True,1.0,-1,-4.6350783e+21,1410800.8,,4732.9995,271,100,,1.0
[ 0.245  1.29  -3.179 -3.294],4999.622,27200,-239.43266,100.0,10.0,5.379579e+21,4840.3336064152345,484.17,1.0,1,24104920.0,1131737800000.0,0.181675,12097.653327226639,-25548106.0,10.0,0.4189424,100.0,58182.125,822.24884,,-239.43266,10867196,302035.75,True,1.0,-1,-1.058504e+17,2315252.5,,4840.334,272,100,,1.0
[ 0.212  1.387 -3.182 -3.223],4999.5283,27300,-241.091,100.0,10.0,5.811198e+18,4918.840783181296,491.99,1.0,1,24530272.0,813642550000.0,0.030168828,12146.578313827515,-25973406.0,10.0,0.4189424,100.0,32611.705,579.03204,,-241.091,10916395,318575.16,True,1.0,-1,-3479620400000000.0,3202269.0,,4918.841,273,100,,1.0
[-0.007  1.372 -3.285 -3.166],4999.6436,27400,-253.64471,100.0,10.0,3.3998256e+21,4949.383433357126,495.01,1.0,1,24743834.0,40699638000.0,0.12458543,12204.07783293724,-26187034.0,10.0,0.4189424,100.0,1628.4346,497.4318,,-253.64471,10965896,10276.99,True,1.0,-1,-8.4148425e+16,97953.54,,4949.384,274,100,,1.0
[ 0.076  1.464 -3.274 -3.154],4999.623,27500,-260.7148,100.0,10.0,95531180000000.0,4949.342701409302,495.01,1.0,1,24743428.0,418600060000.0,0.04137456,12254.362552404404,-26186618.0,10.0,0.4189424,100.0,16750.73,497.4277,,-260.7148,11015397,155144.66,True,1.0,-1,-14524034000000.0,1559090.2,,4949.3423,275,100,,1.0
[ 0.028  1.408 -3.284 -3.254],4999.6807,27600,-247.14505,100.0,10.0,1432088700.0,4899.572515008076,490.04,1.0,1,24493732.0,3677321500.0,0.06706537,12303.58844923973,-25936952.0,10.0,0.4189424,100.0,147.15498,698.513,9.980739,-247.14505,11064401,385.125,True,1.0,-1,-58291933000.0,2212.2874,,4899.5723,276,100,,1.0
[ 0.079  1.339 -3.352 -3.314],4999.6196,27700,-250.26222,100.0,10.0,1.6892258e+34,4899.427418745976,490.03,1.0,1,24493276.0,2055620000000000.0,0.030087918,12359.206472873688,-25936460.0,10.0,0.4189424,100.0,82251150.0,699.2057,,-250.26222,11113404,816137200.0,True,1.0,-1,-1.875673e+23,8202692600.0,,4899.4277,277,100,,1.0
[ 0.244  1.503 -3.284 -3.376],4999.585,27800,-256.08783,100.0,10.0,302496730000000.0,4737.97561756598,473.95,1.0,1,23550762.0,158546330000.0,0.030475117,12411.236004829407,-24993928.0,10.0,0.4189424,100.0,6348.77,1049.9286,,-256.08783,11160799,30912.186,True,1.0,-1,-25258195000000.0,270309.84,,4737.9756,278,100,,1.0
[ 0.189  1.568 -3.333 -3.606],4999.522,27900,-261.7345,100.0,10.0,13538090000000.0,4706.177556282628,470.77,1.0,1,23493428.0,88733380000.0,0.03205776,12455.845895767212,-24936556.0,10.0,0.4189424,100.0,3552.1116,1159.8802,,-261.7345,11207876,28942.354,True,1.0,-1,-5398495000000.0,286184.53,,4706.1777,279,100,,1.0
[ 0.118  1.667 -3.307 -3.598],4999.6206,28000,-251.20897,100.0,10.0,2.4546572e+35,4876.624069871353,487.77,1.0,1,24304826.0,121545560000.0,0.01738594,12509.974009513855,-25748010.0,10.0,0.4189424,100.0,4899.5474,723.4394,19.964336,-251.20897,11256653,38420.727,True,1.0,-1,-7.1500466e+23,384574.88,,4876.624,280,100,,1.0
[-0.117  1.748 -3.321 -3.624],4999.623,28100,-266.7692,100.0,10.0,4.0627326e+28,4994.7837765176755,499.57,1.0,1,24948712.0,283319200000.0,0.07779482,12560.139827251434,-26391900.0,10.0,0.4189424,100.0,11409.699,29.126354,4759.2646,-266.7692,11306610,103107.664,True,1.0,-1,-2.9088613e+20,1034497.4,,4994.783,281,100,,1.0
[-0.057  1.732 -3.321 -3.628],4999.6455,28200,-249.48128,100.0,10.0,1.4030916e+28,4899.509419073824,490.03,1.0,1,24494096.0,66807374000.0,0.068438224,12615.637544631958,-25937298.0,10.0,0.4189424,100.0,2673.147,699.21747,,-249.48128,11355613,19814.518,True,1.0,-1,-1.7094674e+20,196799.62,,4899.5093,282,100,,1.0
[-0.151  1.796 -3.349 -3.584],4999.623,28300,-244.38661,100.0,10.0,1.4865437e+18,4906.7455390096075,490.83,1.0,1,24346590.0,1358357200000.0,0.027267745,12662.79155921936,-25789778.0,10.0,0.4189424,100.0,61540.93,520.0381,19.960564,-244.38661,11404696,239819.84,True,1.0,-1,-1760912800000000.0,1558138.9,,4906.7456,283,100,,1.0
[-0.123  1.879 -3.354 -3.494],4999.627,28400,-260.92532,100.0,10.0,1846077700.0,4995.415120796049,499.61,1.0,1,24955756.0,299193440.0,0.057571,12706.975816488266,-26398948.0,10.0,0.4189424,100.0,11.980923,39.79259,4599.4863,-260.92532,11454657,41.143963,True,1.0,-1,-62306030000.0,401.7824,,4995.4155,284,100,,1.0
[-0.157  1.836 -3.354 -3.526],4999.6733,28500,-240.913,100.0,10.0,1082184300.0,4919.236780267372,492.06,1.0,1,24459582.0,1093920300.0,0.13077177,12756.980017662048,-25902800.0,10.0,0.4189424,100.0,49.839268,510.58014,9.979543,-240.913,11503863,209.66368,True,1.0,-1,-48569823000.0,1734.3258,,4919.237,285,100,,1.0
[-0.117  1.802 -3.352 -3.559],4999.6265,28600,-246.56065,100.0,10.0,2519703700000.0,4949.526728027913,495.02,1.0,1,24744270.0,468050850.0,0.14458779,12819.60613155365,-26187460.0,10.0,0.4189424,100.0,18.736748,496.44296,9.981249,-246.56065,11553365,66.06192,True,1.0,-1,-2291278500000.0,476.93915,,4949.5264,286,100,,1.0
[-0.157  1.832 -3.352 -3.522],4999.701,28700,-251.08632,100.0,10.0,239090040000000.0,4958.14490267706,495.99,1.0,1,24600864.0,32534807000.0,0.009750545,12880.177924156189,-26044098.0,10.0,0.4189424,100.0,1332.5559,132.89906,4299.396,-251.08632,11602964,8103.2686,True,1.0,-1,-22348118000000.0,80125.66,,4958.145,287,100,,1.0
[-0.181  1.918 -3.356 -3.434],4999.686,28800,-258.7747,100.0,10.0,2.4906998e+17,4865.877277521693,486.82,1.0,1,23959802.0,31896461000.0,0.032557625,12931.979892492294,-25403028.0,10.0,0.4189424,100.0,1355.1832,532.01654,,-258.7747,11651646,4910.31,True,1.0,-1,-720285700000000.0,35491.582,,4865.8774,288,100,,1.0
[-0.139  1.835 -3.35  -3.517],4999.67,28900,-261.8322,100.0,10.0,3.3670016e+16,4897.636257811516,489.85,1.0,1,24475730.0,38249783000.0,0.08939931,12980.51245713234,-25918946.0,10.0,0.4189424,100.0,1530.5016,699.2059,,-261.8322,11700631,8816.634,True,1.0,-1,-264853940000000.0,84232.76,,4897.636,289,100,,1.0
[-0.149  1.732 -3.343 -3.587],4999.643,29000,-247.34604,100.0,10.0,84971100000000.0,4834.6442435358895,483.68,1.0,1,23900162.0,32480864000.0,0.069605134,13034.41661977768,-25343360.0,10.0,0.4189424,100.0,1528.8345,725.5187,,-247.34604,11748999,8204.724,True,1.0,-1,-13335584000000.0,62105.547,,4834.6436,290,100,,1.0
[-0.105  1.749 -3.335 -3.547],4999.634,29100,-246.69453,100.0,10.0,3.7681354e+19,4995.509180512926,499.63,1.0,1,24955862.0,2159754800.0,0.02841894,13087.620972633362,-26399056.0,10.0,0.4189424,100.0,86.76462,27.374926,4789.532,-246.69453,11798962,601.5111,True,1.0,-1,-8858886000000000.0,5909.7373,,4995.5093,291,100,,1.0
