Weights,ReturnMeanIW,InitialReturnMean,Iteration,EmpiricalD2Harmonic,MinTargetPdf,Bound,MinIW,MeanEntropy,MinBehavPdf,MaxIW,EpRewMean,EpLenMean,ReturnStepMaxmin,InitialReturnStd,EpThisIter,InitialReturnMin,LearnableVariance,VarianceInitializer,InitialBound,DivergenceHarmonic,ESSRenyiHarmonic,Penalization,StdWReturnMean,StdIW,MeanIW,EpisodesSoFar,Inner Iteration,EmpiricalD2Arithmetic,ESSRenyiArithmetic,TimeElapsed,InitialReturnMax,ReturnStepMax,MeanD2-0,TimestepsSoFar,WReturnMean
[ 0.057  0.463 -2.515 -2.338],374269580000.0,4944.8154,146,1.0,-244.03995,-1.36899506e+17,0.10194154,0.4189424,-244.03995,773574.2,4944.815439479144,494.59,10.0,495.17902,100,39.92472,,-1,-26139588.0,8.9985996e+21,100.0,True,,93947.14,15008.671,14600,1,1.0,100.0,6131.247953176498,4999.619,10.0,1.0,5080445,24696400.0
[ 0.015  0.522 -2.465 -2.249],977402430.0,4899.567,147,1.0,-261.08087,-75206150000.0,0.2714726,0.4189424,-261.08087,2269.6626,4899.566910222486,490.05,10.0,697.7999,100,9.979243,,-1,-25935874.0,2645543400.0,100.0,True,,235.36607,39.135952,14700,1,1.0,100.0,6196.154036998749,4999.6274,10.0,1.0,5129450,24492680.0
[-0.02   0.471 -2.469 -2.258],7697977000000.0,4725.1577,148,1.0,-255.87701,-3.2577337e+21,0.05315842,0.4189424,-255.87701,14562904.0,4725.1576764826395,472.8,10.0,638.8765,100,1849.7405,,-1,-24178474.0,5.0956586e+30,100.0,True,,1940584.1,416680.72,14800,1,1.0,100.0,6260.671667337418,4999.632,10.0,1.0,5176730,22735278.0
[ 0.035  0.5   -2.469 -2.254],471807520000.0,4949.175,149,1.0,-238.53607,-140114810000000.0,0.018697983,0.4189424,-238.53607,1876036.0,4949.174570450155,495.01,10.0,497.41086,100,,,-1,-26184930.0,9362988000000000.0,100.0,True,,186652.45,18880.654,14900,1,1.0,100.0,6314.845216035843,4999.612,10.0,1.0,5226231,24741744.0
[ 0.089  0.502 -2.442 -2.273],2511426000000.0,4773.198,150,1.0,-247.72395,-5.539198e+22,0.12626189,0.4189424,-247.72395,8802171.0,4773.198047006418,477.49,10.0,882.76434,100,359.73035,,-1,-25005814.0,1.4733543e+33,100.0,True,,893015.44,122662.86,15000,1,1.0,100.0,6364.2089648246765,4999.5044,10.0,1.0,5273980,23562692.0
[-0.011  0.567 -2.455 -2.238],88906490.0,4839.533,151,1.0,-251.3318,-10905257000.0,0.018723965,0.4189424,-251.3318,34.15414,4839.533417691134,484.09,10.0,752.59814,100,,,-1,-25430686.0,56173124.0,100.0,True,,5.2480435,3.595971,15100,1,1.0,100.0,6403.140645742416,4999.6377,10.0,1.0,5322389,23987486.0
[-0.041  0.557 -2.455 -2.243],189353850000.0,4323.1133,152,1.0,-259.80066,-3.1664147e+19,0.030008141,0.4189424,-259.80066,364831.16,4323.113229960076,432.77,10.0,1131.7935,100,9.981667,,-1,-21413480.0,4.8138372e+26,100.0,True,,46557.992,11889.895,15200,1,1.0,100.0,6456.411666154861,4999.6704,10.0,1.0,5365666,19970264.0
[ 0.02   0.545 -2.455 -2.248],811945340.0,4953.1196,153,1.0,-247.53134,-235328800000.0,0.043587033,0.4189424,-247.53134,2151.367,4953.1197442543025,495.4,10.0,458.63617,100,389.74817,,-1,-26186916.0,26407655000.0,100.0,True,,215.04181,32.495026,15300,1,1.0,100.0,6524.571508407593,4999.5957,10.0,1.0,5415206,24743740.0
[ 0.056  0.582 -2.456 -2.213],19062362000.0,4893.465,154,1.0,-248.79349,-4.2787036e+20,0.020570215,0.4189424,-248.79349,15047.3545,4893.4651108931075,489.46,10.0,625.902,100,319.78146,,-1,-25780952.0,8.790074e+28,100.0,True,,2283.088,770.0069,15400,1,1.0,100.0,6589.702564716339,4999.635,10.0,1.0,5464152,24337754.0
[-0.05   0.626 -2.475 -2.168],476253900000.0,4215.929,155,1.0,-242.41554,-4.1444893e+20,0.10624533,0.4189424,-242.41554,613078.44,4215.929146589306,422.13,10.0,1067.722,100,9.981235,,-1,-20357306.0,8.247019e+28,100.0,True,,110515.195,46592.637,15500,1,1.0,100.0,6650.479706287384,4999.673,10.0,1.0,5506365,18914090.0
[ 0.011  0.635 -2.475 -2.162],6868957700000.0,4918.8374,156,1.0,-246.37015,-5.8176204e+16,0.06816101,0.4189424,-246.37015,27454804.0,4918.836885699613,491.98,10.0,571.16064,100,289.7558,,-1,-25964418.0,1.6245546e+21,100.0,True,,2731691.5,274822.4,15600,1,1.0,100.0,6689.874525547028,4999.698,10.0,1.0,5555563,24521182.0
[ 0.07   0.656 -2.475 -2.17 ],806532940000.0,4707.027,157,1.0,-250.1943,-1.2262254e+19,0.108040385,0.4189424,-250.1943,1131225.6,4707.026938718712,470.88,10.0,1039.7684,100,,,-1,-24680424.0,7.219476e+25,100.0,True,,142513.39,32347.97,15700,1,1.0,100.0,6741.124197244644,4999.6436,10.0,1.0,5602651,23237220.0
[ 0.079  0.77  -2.474 -2.12 ],8194583000.0,4754.014,158,1.0,-233.81665,-4383948100000.0,0.07838822,0.4189424,-233.81665,10816.3955,4754.013945594698,475.55,10.0,986.5973,100,259.83273,,-1,-25017142.0,9194364000000.0,100.0,True,,1264.9752,329.6261,15800,1,1.0,100.0,6796.563312768936,4999.497,10.0,1.0,5650206,23574024.0
[-0.005  0.852 -2.506 -2.092],1215318700.0,4986.1426,159,1.0,-264.521,-1993087900000.0,0.123812206,0.4189424,-264.521,1383.9071,4986.142795369777,498.71,10.0,129.3352,100,3699.276,,-1,-26321460.0,1905214900000.0,100.0,True,,170.33868,48.628963,15900,1,1.0,100.0,6852.767027378082,4999.483,10.0,1.0,5700077,24878346.0
[ 0.056  0.856 -2.507 -2.078],852694000000.0,4849.075,160,1.0,-256.9147,-752321030000000.0,0.05849546,0.4189424,-256.9147,2778361.2,4849.075676826822,485.05,10.0,749.5728,100,,,-1,-25518580.0,2.7114192e+17,100.0,True,,277310.94,34130.457,16000,1,1.0,100.0,6910.177680015564,4999.6143,10.0,1.0,5748582,24075392.0
[ 0.01   0.791 -2.527 -2.172],860234100000000.0,4805.5815,161,1.0,-249.7281,-1.2365536e+22,0.042337477,0.4189424,-249.7281,2812628500.0,4805.5816010290555,480.69,10.0,868.2224,100,9.980879,,-1,-25290556.0,7.3423336e+31,100.0,True,,285950300.0,34418340.0,16100,1,1.0,100.0,6967.616203546524,4999.519,10.0,1.0,5796651,23847424.0
[ 0.081  0.879 -2.494 -2.131],1164367200000.0,4569.159,162,1.0,-248.2007,-3179872500000000.0,0.1986621,0.4189424,-248.2007,3921706.2,4569.159408956734,457.14,10.0,1237.7217,100,9.980684,,-1,-23852288.0,4.851964e+18,100.0,True,,391360.66,46680.227,16200,1,1.0,100.0,7031.203099012375,4999.496,10.0,1.0,5842365,22409170.0
[ 0.025  0.985 -2.508 -2.099],511228440000.0,4706.689,163,1.0,-236.89291,-83089565000000.0,0.052216224,0.4189424,-236.89291,1991309.5,4706.688732850811,470.84,10.0,1095.3107,100,9.980799,,-1,-24795826.0,3274154200000000.0,100.0,True,,198094.58,20455.97,16300,1,1.0,100.0,7080.969949960709,4999.6387,10.0,1.0,5889449,23352624.0
[ 0.126  0.913 -2.511 -2.113],205601980.0,4618.924,164,1.0,-248.70421,-22272400000.0,0.062418398,0.4189424,-248.70421,73.35334,4618.923778126761,462.17,10.0,984.9789,100,519.63086,,-1,-23747798.0,233814160.0,100.0,True,,14.650788,10.087205,16400,1,1.0,100.0,7131.599984884262,4999.5654,10.0,1.0,5935666,22304640.0
[ 0.004  0.92  -2.524 -2.093],2061907800000.0,4930.7397,165,1.0,-255.15102,-5.4381818e+17,0.013698118,0.4189424,-255.15102,6038018.5,4930.739923681392,493.18,10.0,528.2907,100,,,-1,-26034508.0,1.419908e+23,100.0,True,,613939.4,82502.98,16500,1,1.0,100.0,7183.014244794846,4999.6694,10.0,1.0,5984984,24591286.0
[ 0.058  1.002 -2.529 -2.015],44446192000000.0,4557.0425,166,1.0,-240.22168,-5.1491126e+16,0.008796794,0.4189424,-240.22168,173774080.0,4557.042461010695,455.95,10.0,1152.4149,100,229.836,,-1,-23537838.0,1.2709182e+21,100.0,True,,17288218.0,1779051.5,16600,1,1.0,100.0,7227.216759443283,4999.5347,10.0,1.0,6030579,22094698.0
[ 0.023  0.901 -2.549 -2.077],3035348600000.0,4663.324,167,1.0,-246.22386,-3.5530407e+16,0.026547631,0.4189424,-246.22386,11888072.0,4663.324587144138,466.52,10.0,1146.8474,100,,,-1,-24505068.0,6.0601696e+20,100.0,True,,1182630.8,121912.1,16700,1,1.0,100.0,7280.661118745804,4999.662,10.0,1.0,6077231,23061854.0
[ 0.084  0.798 -2.541 -2.11 ],2677478300000.0,4751.384,168,1.0,-247.8894,-2.4245125e+20,0.10864212,0.4189424,-247.8894,6422731.0,4751.383916710201,475.3,10.0,990.62085,100,239.79047,,-1,-25000168.0,2.8224283e+28,100.0,True,,699073.1,107180.86,16800,1,1.0,100.0,7335.187456607819,4999.6177,10.0,1.0,6124761,23556978.0
[ 0.077  0.914 -2.555 -2.065],778508570000.0,4541.864,169,1.0,-252.70464,-6182240000000000.0,0.038876105,0.4189424,-252.70464,1431487.8,4541.86391734898,454.41,10.0,1272.0751,100,,,-1,-23689838.0,1.8347985e+19,100.0,True,,164914.42,31223.883,16900,1,1.0,100.0,7397.228673219681,4999.5254,10.0,1.0,6170202,22246702.0
[ 0.028  0.816 -2.57  -2.123],105125814000.0,4895.8687,170,1.0,-241.37369,-243459890000000.0,0.20081379,0.4189424,-241.37369,87922.96,4895.86884720451,489.7,10.0,666.45374,100,9.981004,,-1,-25856872.0,2.8435333e+16,100.0,True,,14950.256,4206.9067,17000,1,1.0,100.0,7451.31281709671,4999.6045,10.0,1.0,6219172,24413690.0
[ 0.034  0.746 -2.562 -2.227],7000923600.0,4899.456,171,1.0,-248.35252,-1.09727686e+21,0.10933061,0.4189424,-248.35252,6500.4883,4899.4563120562,490.04,10.0,698.4965,100,9.979992,,-1,-25935726.0,5.7812937e+29,100.0,True,,943.0154,280.15408,17100,1,1.0,100.0,7504.962936878204,4999.5645,10.0,1.0,6268176,24492568.0
[-0.074  0.802 -2.572 -2.2  ],209219730000.0,4466.4077,172,1.0,-252.23524,-3.1171742e+19,0.08045804,0.4189424,-252.23524,491983.88,4466.407682192089,447.11,10.0,753.9769,100,2169.7349,,-1,-21960478.0,4.6653985e+26,100.0,True,,56940.16,16454.457,17200,1,1.0,100.0,7551.412029981613,4999.639,10.0,1.0,6312887,20517278.0
[-0.013  0.796 -2.574 -2.216],534353830000000.0,4949.62,173,1.0,-240.9097,-8.5124963e+21,0.18615365,0.4189424,-240.9097,2137320200.0,4949.620131387114,495.04,10.0,494.4455,100,29.949337,,-1,-26186394.0,3.479328e+31,100.0,True,,212659820.0,21381660.0,17300,1,1.0,100.0,7602.89009308815,4999.596,10.0,1.0,6362391,24743216.0
[ 0.046  0.811 -2.583 -2.223],142479520000.0,4852.308,174,1.0,-269.27094,-1434222500000000.0,0.045424428,0.4189424,-269.27094,368220.34,4852.308016221829,485.34,10.0,835.4961,100,,,-1,-25686116.0,9.874903e+17,100.0,True,,37742.6,5701.9614,17400,1,1.0,100.0,7656.895216464996,4999.583,10.0,1.0,6410925,24242946.0
[ 0.093  0.737 -2.58  -2.313],188620520000.0,4838.6006,175,1.0,-245.9663,-2882327600000000.0,0.0032733073,0.4189424,-245.9663,283135.38,4838.600655205565,483.99,10.0,835.48596,100,,,-1,-25553290.0,3.9883995e+18,100.0,True,,32061.217,7548.3677,17500,1,1.0,100.0,7712.097501993179,4999.633,10.0,1.0,6459324,24110092.0
[ 0.147  0.659 -2.551 -2.388],543258600000.0,4628.9375,176,1.0,-240.39441,-7.97224e+21,0.065071456,0.4189424,-240.39441,514258.97,4628.937774237822,463.16,10.0,1074.1719,100,239.80484,,-1,-24024068.0,3.0517657e+31,100.0,True,,76989.49,21841.238,17600,1,1.0,100.0,7759.261800527573,4999.5703,10.0,1.0,6505640,22580910.0
[ 0.193  0.55  -2.542 -2.427],930585200000000.0,3702.4438,177,1.0,-250.63696,-5.07184e+20,0.002982382,0.4189424,-250.63696,4651130000.0,3702.443459285263,370.8,10.0,1688.7638,100,,,-1,-18003166.0,1.2351483e+29,100.0,True,,462766700.0,46674450.0,17700,1,1.0,100.0,7796.110199928284,4999.573,10.0,1.0,6542720,16560011.0
[ 0.124  0.645 -2.562 -2.39 ],2570958400000.0,4773.4717,178,1.0,-247.44048,-2.5734922e+18,0.008974402,0.4189424,-247.44048,6705950.5,4773.471261698813,477.53,10.0,891.6812,100,289.76385,,-1,-25024262.0,3.1801504e+24,100.0,True,,690718.7,102913.51,17800,1,1.0,100.0,7852.354071378708,4999.535,10.0,1.0,6590473,23581122.0
[ 0.088  0.567 -2.579 -2.48 ],13675166000000.0,4786.8545,179,1.0,-250.13316,-3.853875e+23,0.08429357,0.4189424,-250.13316,48670910.0,4786.854457665,478.83,10.0,931.8073,100,349.7753,,-1,-25225410.0,7.131477e+34,100.0,True,,4840228.5,547363.4,17900,1,1.0,100.0,7902.813519954681,4999.5884,10.0,1.0,6638356,23782240.0
[ 0.085  0.679 -2.579 -2.425],1349101800000.0,4875.9136,180,1.0,-241.51062,-4.019089e+19,0.015534323,0.4189424,-241.51062,7383950.5,4875.913513898417,487.73,10.0,675.76337,100,,,-1,-25674320.0,7.756428e+26,100.0,True,,734646.9,74494.8,18000,1,1.0,100.0,7955.610943078995,4999.524,10.0,1.0,6687129,24231186.0
[ 0.201  0.712 -2.559 -2.452],107040010000.0,4198.325,181,1.0,-252.63838,-1.9510398e+19,0.019339267,0.4189424,-252.63838,198882.61,4198.3252019893835,420.27,10.0,1379.4534,100,279.76318,,-1,-20971954.0,1.82784e+26,100.0,True,,21607.37,4715.689,18100,1,1.0,100.0,7998.279721498489,4999.5264,10.0,1.0,6729156,19528824.0
[ 0.107  0.639 -2.581 -2.482],25066520000.0,4870.213,182,1.0,-251.5645,-32198174000000.0,0.12933207,0.4189424,-251.5645,74360.1,4870.212880974832,487.15,10.0,737.48846,100,,,-1,-25706046.0,497007170000000.0,100.0,True,,7443.9175,1003.0073,18200,1,1.0,100.0,8053.893707036972,4999.6104,10.0,1.0,6777871,24262862.0
[ 0.22   0.611 -2.588 -2.528],12857387000.0,3555.6743,183,1.0,-271.57568,-1.3660988e+18,0.07120794,0.4189424,-271.57568,24150.033,3555.6742194770336,356.26,10.0,1617.1753,100,19.964657,,-1,-16701187.0,8.9614304e+23,100.0,True,,3246.2498,871.95044,18300,1,1.0,100.0,8099.012461423874,4999.5054,10.0,1.0,6813497,15258074.0
[ 0.107  0.573 -2.62  -2.551],45581530000.0,4761.2944,184,1.0,-251.36642,-1.457282e+21,0.18251412,0.4189424,-251.36642,64820.438,4761.294390713122,476.3,10.0,982.0751,100,9.980869,,-1,-25077532.0,1.0197399e+30,100.0,True,,7942.7554,1991.7634,18400,1,1.0,100.0,8151.894029855728,4999.5366,10.0,1.0,6861127,23634394.0
[-0.011  0.608 -2.622 -2.571],286985360000.0,4970.215,185,1.0,-249.9224,-4815097500000000.0,0.048758585,0.4189424,-249.9224,685871.8,4970.214517889706,497.12,10.0,196.76933,100,3389.3828,,-1,-26184934.0,1.1131007e+19,100.0,True,,81697.336,14848.286,18500,1,1.0,100.0,8211.253696680069,4999.612,10.0,1.0,6910839,24741752.0
[ 0.031  0.623 -2.629 -2.614],148420600.0,4799.3677,186,1.0,-260.195,-992225400000.0,0.02596988,0.4189424,-260.195,68.801926,4799.368020299545,480.05,10.0,979.15796,100,,,-1,-25435866.0,472570400000.0,100.0,True,,8.681055,5.98062,18600,1,1.0,100.0,8282.351273059845,4999.613,10.0,1.0,6958844,23992682.0
[-0.016  0.638 -2.63  -2.575],223459690000.0,4959.8535,187,1.0,-245.59644,-5.5779757e+22,0.0655198,0.4189424,-245.59644,315215.16,4959.8533137970335,496.09,10.0,212.83783,100,3329.6074,,-1,-26088638.0,1.4939094e+33,100.0,True,,46718.363,11319.626,18700,1,1.0,100.0,8329.73938202858,4999.6265,10.0,1.0,7008453,24645446.0
[ 0.032  0.612 -2.635 -2.607],311328770.0,4949.2476,188,1.0,-249.91211,-76568910000.0,0.017823238,0.4189424,-249.91211,243.11395,4949.247547168825,495.01,10.0,497.41818,100,,,-1,-26185648.0,2792209400.0,100.0,True,,28.997843,12.468563,18800,1,1.0,100.0,8389.983886003494,4999.595,10.0,1.0,7057954,24742476.0
[-0.015  0.648 -2.635 -2.585],733474200.0,4911.342,189,1.0,-256.0248,-1421609100000.0,0.11783638,0.4189424,-256.0248,1115.842,4911.341508485233,491.25,10.0,531.0226,100,9.980007,,-1,-25846484.0,969309900000.0,100.0,True,,115.94423,29.371033,18900,1,1.0,100.0,8442.697627305984,4999.6855,10.0,1.0,7107079,24403258.0
[-0.05   0.684 -2.636 -2.548],140102270000.0,4505.141,190,1.0,-244.65686,-4.285204e+19,0.040903762,0.4189424,-244.65686,331160.25,4505.141594722835,450.92,10.0,1030.5094,100,,,-1,-22801444.0,8.816802e+26,100.0,True,,39868.2,9401.553,19000,1,1.0,100.0,8490.210224866867,4999.635,10.0,1.0,7152171,21358250.0
[ 0.006  0.671 -2.637 -2.572],1276871800000.0,4949.2534,191,1.0,-246.25429,-3.855414e+19,0.055255774,0.4189424,-246.25429,4191996.8,4949.253020849165,495.01,10.0,497.4187,100,,,-1,-26185728.0,7.136888e+26,100.0,True,,421572.88,51092.16,19100,1,1.0,100.0,8548.168286085129,4999.6387,10.0,1.0,7201672,24742530.0
[ 0.068  0.663 -2.629 -2.575],220503470000.0,4930.957,192,1.0,-238.97539,-1.6260749e+18,0.18649483,0.4189424,-238.97539,261099.34,4930.95669585836,493.2,10.0,509.0163,100,339.7744,,-1,-26016656.0,1.2694963e+24,100.0,True,,35395.55,8824.338,19200,1,1.0,100.0,8595.361823797226,4999.6855,10.0,1.0,7250992,24573430.0
[ 0.037  0.552 -2.63  -2.625],3266082200000.0,4870.826,193,1.0,-243.35936,-5.2153458e+17,0.049799222,0.4189424,-243.35936,7231857.0,4870.826398351834,487.19,10.0,742.34534,100,,,-1,-25719242.0,1.3059184e+23,100.0,True,,815478.4,130693.44,19300,1,1.0,100.0,8639.654974937439,4999.672,10.0,1.0,7299711,24276026.0
[ 0.091  0.566 -2.611 -2.515],1437518000000.0,4915.418,194,1.0,-242.88799,-1.5567366e+20,0.020717002,0.4189424,-242.88799,3238632.0,4915.418605037937,491.67,10.0,580.5949,100,9.981162,,-1,-25941542.0,1.163726e+28,100.0,True,,396622.47,60142.844,19400,1,1.0,100.0,8682.970118999481,4999.4844,10.0,1.0,7348878,24498432.0
[-0.019  0.609 -2.616 -2.476],5650368000000.0,4940.8403,195,1.0,-272.8919,-7.1444035e+21,0.061825015,0.4189424,-272.8919,10645348.0,4940.8404910241225,494.22,10.0,263.24164,100,3259.5725,,-1,-25924396.0,2.4507678e+31,100.0,True,,1390039.2,309272.72,19500,1,1.0,100.0,8725.401979923248,4999.629,10.0,1.0,7398300,24481202.0
[ 0.037  0.611 -2.612 -2.45 ],65239593000.0,4999.2573,196,1.0,-243.52888,-54342510000000.0,0.009553785,0.4189424,-243.52888,82427.27,4999.257159112958,500.0,10.0,0.22771756,100,4998.524,,-1,-26435760.0,1414529200000000.0,100.0,True,,10653.062,2610.5667,19600,1,1.0,100.0,8779.829779148102,4999.6123,10.0,1.0,7448300,24992574.0
[ 0.021  0.551 -2.618 -2.558],1075301840000.0,4949.2725,197,1.0,-261.98935,-1.6013796e+16,0.0039732624,0.4189424,-261.98935,3220890.8,4949.272382878878,495.01,10.0,497.42062,100,,,-1,-26185902.0,1.2311443e+20,100.0,True,,324005.0,43028.22,19700,1,1.0,100.0,8833.501677513123,4999.6045,10.0,1.0,7497801,24742724.0
[-0.006  0.644 -2.601 -2.481],2130524800000.0,4946.1064,198,1.0,-245.33742,-9166050000000000.0,0.0006787294,0.4189424,-245.33742,5695436.5,4946.106512611939,494.71,10.0,498.0585,100,,,-1,-26155210.0,4.0321977e+19,100.0,True,,591861.94,85265.8,19800,1,1.0,100.0,8891.547128915787,4999.6025,10.0,1.0,7547272,24712030.0
[ 0.005  0.53  -2.59  -2.529],1.0364655e+16,4972.398,199,1.0,-248.53317,-8.178573e+23,0.02141642,0.4189424,-248.53317,82922670000.0,4972.398235371053,497.33,10.0,189.24983,100,3519.586,,-1,-26203756.0,3.2116094e+35,100.0,True,,8250384000.0,833111100.0,19900,1,1.0,100.0,8947.720840454102,4999.636,10.0,1.0,7597005,24760558.0
[ 0.061  0.555 -2.593 -2.541],12268208000000.0,4905.699,200,1.0,-245.55789,-6.7795797e+16,0.06299632,0.4189424,-245.55789,48370320.0,4905.698852286438,490.67,10.0,656.0292,100,,,-1,-25939456.0,2.2060397e+21,100.0,True,,4812171.0,491036.75,20000,1,1.0,100.0,9001.082158565521,4999.644,10.0,1.0,7646072,24496254.0
[-0.015  0.618 -2.614 -2.467],13689889000.0,4909.4536,201,1.0,-241.7478,-1.0880134e+19,0.0035659599,0.4189424,-241.7478,27695.756,4909.453546399204,491.1,10.0,367.3721,100,2709.7505,,-1,-25680880.0,5.68387e+25,100.0,True,,3156.1248,547.8883,20100,1,1.0,100.0,9050.277425527573,4999.6133,10.0,1.0,7695182,24237694.0
[-0.066  0.611 -2.612 -2.431],17971274000.0,3831.2295,202,1.0,-250.01665,-2773094500000000.0,0.057222433,0.4189424,-250.01665,46826.105,3831.229380691503,383.88,10.0,1047.4886,100,969.7394,,-1,-17218732.0,3.6923057e+18,100.0,True,,6469.1665,1937.4321,20200,1,1.0,100.0,9092.890581846237,4999.618,10.0,1.0,7733570,15775551.0
[-0.015  0.644 -2.611 -2.414],99365870.0,4980.9595,203,1.0,-248.12367,-1430987000000.0,0.079474576,0.4189424,-248.12367,42.948845,4980.9595393428635,498.18,10.0,148.3023,100,3559.4768,,-1,-26275152.0,983053570000.0,100.0,True,,5.5669956,3.9777548,20300,1,1.0,100.0,9150.95544886589,4999.6406,10.0,1.0,7783388,24831952.0
[-0.045  0.637 -2.614 -2.42 ],303391580.0,4437.9434,204,1.0,-279.06885,-70596320000.0,0.089456625,0.4189424,-279.06885,232.30684,4437.942923362591,444.25,10.0,914.5088,100,,,-1,-21974884.0,2372330200.0,100.0,True,,43.649075,23.335842,20400,1,1.0,100.0,9196.924058198929,4999.6816,10.0,1.0,7827813,20531662.0
[-0.015  0.644 -2.614 -2.417],1216531700.0,4958.838,205,1.0,-240.67145,-206540950000.0,0.27863222,0.4189424,-240.67145,4609.5366,4958.838024869376,495.98,10.0,230.95972,100,3529.3655,,-1,-26086622.0,20241652000.0,100.0,True,,468.4235,74.42145,20500,1,1.0,100.0,9247.06193947792,4999.6445,10.0,1.0,7877411,24643418.0
[ 0.016  0.651 -2.612 -2.415],787465400000000.0,4899.277,206,1.0,-264.3963,-1.2081189e+21,0.09892883,0.4189424,-264.3963,3150667300.0,4899.2770049047385,490.02,10.0,699.8967,100,,,-1,-25935960.0,7.0079745e+29,100.0,True,,313487460.0,31506772.0,20600,1,1.0,100.0,9295.070011854172,4999.6187,10.0,1.0,7926413,24492770.0
[ 0.077  0.653 -2.609 -2.405],104364520000.0,4913.4517,207,1.0,-258.67105,-1.7916946e+17,0.0017940626,0.4189424,-258.67105,289849.72,4913.451868455901,491.46,10.0,584.7363,100,,,-1,-25927116.0,1.5413448e+22,100.0,True,,28884.13,4176.514,20700,1,1.0,100.0,9349.254567623138,4999.6226,10.0,1.0,7975559,24483926.0
[ 0.169  0.729 -2.606 -2.365],267041500000.0,4622.8223,208,1.0,-248.66812,-4.0785323e+18,0.02619754,0.4189424,-248.66812,481071.28,4622.822476503996,462.54,10.0,1168.0067,100,9.979133,,-1,-24177922.0,7.9868885e+24,100.0,True,,52687.695,11199.845,20800,1,1.0,100.0,9403.269735097885,4999.63,10.0,1.0,8021813,22734728.0
[ 0.181  0.605 -2.617 -2.354],1203470100000.0,4368.1465,209,1.0,-246.31636,-3.907761e+17,0.066628814,0.4189424,-246.31636,4838672.0,4368.146760289993,437.16,10.0,1397.648,100,,,-1,-22477306.0,7.33214e+22,100.0,True,,481720.72,53326.805,20900,1,1.0,100.0,9445.712078809738,4999.608,10.0,1.0,8065529,21034126.0
[ 0.086  0.542 -2.655 -2.39 ],106693095000000.0,4906.1157,210,1.0,-241.87833,-4.397903e+21,0.18274821,0.4189424,-241.87833,345316900.0,4906.115707307821,490.72,10.0,650.92175,100,329.71573,,-1,-25936808.0,9.287431e+30,100.0,True,,34819252.0,4270758.0,21000,1,1.0,100.0,9504.954296588898,4999.531,10.0,1.0,8114601,24493670.0
[ 0.085  0.42  -2.641 -2.41 ],1611862300.0,4958.386,211,1.0,-252.11847,-79190810000.0,0.18041529,0.4189424,-252.11847,2476.3591,4958.3862613424,495.94,10.0,404.9393,100,929.2926,,-1,-26192772.0,2889700000.0,100.0,True,,286.6723,64.52256,21100,1,1.0,100.0,9558.655839681625,4999.6436,10.0,1.0,8164195,24749570.0
[ 0.057  0.338 -2.648 -2.32 ],751660430000.0,4883.6577,212,1.0,-243.69383,-6187017000000.0,0.06099295,0.4189424,-243.69383,5675483.0,4883.657419673063,488.49,10.0,626.9224,100,,,-1,-25686332.0,14184941000000.0,100.0,True,,564676.7,57080.22,21200,1,1.0,100.0,9606.077489614487,4999.625,10.0,1.0,8213044,24243142.0
[ 0.107  0.358 -2.643 -2.289],694403900.0,4685.5586,213,1.0,-237.86638,-26151440000.0,0.09482299,0.4189424,-237.86638,669.275,4685.558427189343,468.75,10.0,1058.2516,100,19.961868,,-1,-24517474.0,311193100.0,100.0,True,,74.35838,28.42149,21300,1,1.0,100.0,9650.94105553627,4999.502,10.0,1.0,8259919,23074354.0
[ 0.086  0.311 -2.655 -2.323],1065459460.0,4779.803,214,1.0,-242.03001,-5909606600000.0,0.043349583,0.4189424,-242.03001,928.6577,4779.8031449822365,478.16,10.0,833.52313,100,489.67578,,-1,-24984428.0,16763119000000.0,100.0,True,,120.1923,43.61168,21400,1,1.0,100.0,9704.147952079773,4999.5596,10.0,1.0,8307735,23541276.0
[ 0.09   0.372 -2.656 -2.331],7447666000000.0,4856.591,215,1.0,-254.32584,-6.1697865e+20,0.24565957,0.4189424,-254.32584,25430318.0,4856.590444135703,485.79,10.0,781.4947,100,,,-1,-25640368.0,1.8277991e+29,100.0,True,,2555852.0,298201.53,21500,1,1.0,100.0,9767.236469745636,4999.577,10.0,1.0,8356314,24197204.0
[-0.012  0.419 -2.67  -2.384],481234240.0,4580.0493,216,1.0,-261.4177,-69810600000.0,0.13968243,0.4189424,-261.4177,502.71155,4580.0495888229125,458.26,10.0,1008.9215,100,,,-1,-23437970.0,2307836400.0,100.0,True,,92.065895,37.244686,21600,1,1.0,100.0,9814.844072341919,4999.628,10.0,1.0,8402140,21994778.0
[ 0.017  0.43  -2.671 -2.384],5256770000.0,4899.6074,217,1.0,-265.89368,-3245672200000.0,0.058724403,0.4189424,-265.89368,16297.9,4899.607156256905,490.05,10.0,697.805,100,9.980393,,-1,-25936262.0,5041724300000.0,100.0,True,,1623.8994,210.3439,21700,1,1.0,100.0,9881.838668823242,4999.6074,10.0,1.0,8451145,24493082.0
[ 0.057  0.388 -2.669 -2.409],176034520000000.0,4999.2,218,1.0,-251.41212,-1.4711992e+22,0.2034974,0.4189424,-251.41212,422716860.0,4999.200227024099,500.0,10.0,0.26009142,100,4998.4854,,-1,-26435198.0,1.039232e+32,100.0,True,,48318076.0,7045337.0,21800,1,1.0,100.0,9936.992860078812,4999.631,10.0,1.0,8501145,24992004.0
