TimestepsSoFar,MaxIW,ESSClassic,Bound,OptimizationReturnMean,MeanIWNorm,MinIWNorm,InitialBound,InitialReturnMean,EpLenMean,EpisodesSoFar,ReturnStepMax,MeanIW,InitialReturnMax,ESSRenyi,TimeElapsed,EpThisIter,MaxIWNorm,InitialReturnStd,MinIW,ReturnStepMaxmin,Iteration,StdIW,VarianceInit,J_sample_variance,Weights,ReturnMeanIW,MeanEntropy,LearnableVariance,EpRewMean,StdIWNorm,OptimizationReturnMin,OptimizationReturnMax,InitialReturnMin,EmpiricalD2
4857554,1045.2208,1.1844788,39897.125,4827.813,0.11384799,4.9871746e-06,4215.479,4827.813,483.04,14000,10.0,11.3848,4999.6836,0.13096844,3730.40753030777,100,10.452208,574.69403,0.0004987175,10.0,140,103.98587,-1,272994800000.0,[-0.07   0.914 -2.175 -2.42  -1.204],56817.297,0.24138267,True,4827.813099142355,1.0398586,,4999.6836,,763.5428
4905160,60.185944,5.995356,5211.292,4517.4883,0.015420621,7.927601e-05,4144.925,4757.2603,476.06,14100,10.0,1.542062,4999.695,6.9141755,3763.843626976013,100,0.60185945,605.9429,0.007927601,10.0,141,6.106172,-1,853964800.0,[-0.059  0.841 -2.175 -2.454 -1.178],7540.021,0.2780949,True,4757.259836982375,0.061061725,,4759.9233,239.77168,14.46304
4953908,617.10974,1.3678123,18957.555,4613.4326,0.07245954,2.965361e-06,4260.8574,4873.1924,487.48,14200,10.0,7.2459526,4999.6963,0.18662004,3796.4280087947845,100,6.1710973,652.0865,0.0002965361,10.0,142,61.530663,-1,69181415000.0,[-0.045  0.856 -2.173 -2.446 -1.141],33132.133,0.23607004,True,4873.192669460141,0.6153066,,4739.936,259.76016,535.84814
5000371,4.124972,70.74105,4483.9893,4642.4517,0.010934614,0.0010013551,4030.1135,4642.4517,464.63,14300,10.0,1.0934614,4999.7197,63.41995,3830.089000940323,100,0.04124972,718.3434,0.10013551,10.0,143,0.7032295,-1,13565717.0,[-0.077  0.873 -2.18  -2.455 -1.183],5252.9043,0.23071294,True,4642.451681953232,0.0070322943,,4999.7197,,1.5767909
5048055,57.81389,8.455611,7031.9062,4764.7983,0.01905491,0.00010910068,4152.4585,4764.7983,476.84,14400,10.0,1.905491,4999.7314,6.8929834,3860.9975686073303,100,0.5781389,590.0889,0.010910068,10.0,144,6.26975,-1,993459400.0,[-0.067  0.868 -2.178 -2.433 -1.188],9364.2295,0.2719153,True,4764.798164818774,0.06269751,,4999.7314,,14.507506
5096458,16.40296,27.373951,5503.3975,4827.899,0.014962575,0.00038366197,4225.544,4837.881,484.03,14500,10.0,1.4962574,4999.7104,26.065178,3893.880948781967,100,0.1640296,609.31494,0.0383662,10.0,145,2.4371588,-1,100004160.0,[-0.053  0.854 -2.177 -2.436 -1.147],6702.7866,0.26080313,True,4837.880558422209,0.024371589,,4989.7285,9.981912,3.8365362
5142844,12.9914255,35.817253,4549.3174,4634.1016,0.01191343,0.0010517002,4021.769,4634.1016,463.86,14600,10.0,1.1913431,4999.669,40.935097,3924.3139612674713,100,0.12991425,706.27496,0.10517002,10.0,146,1.5947766,-1,62088956.0,[-0.069  0.84  -2.179 -2.438 -1.158],5506.377,0.26203942,True,4634.101469369656,0.015947767,,4999.669,,2.4428916
5188015,102.83353,3.8771951,5550.7744,4502.461,0.020679228,1.3192693e-05,3900.1096,4512.443,451.71,14700,10.0,2.067923,4999.676,1.836873,3957.33531832695,100,1.0283352,873.48645,0.0013192693,10.0,147,10.29648,-1,2667308000.0,[-0.077  0.853 -2.193 -2.5   -1.157],10068.792,0.26448083,True,4512.442518129672,0.10296478,,4989.6943,9.981581,54.440342
5237438,47.58795,11.959657,7256.6626,1991.2347,0.019415857,6.9705825e-06,4328.3584,4940.6914,494.23,14800,10.0,1.9415859,4999.679,6.363239,3993.8010506629944,100,0.47587952,251.89056,0.0006970583,10.0,148,5.267907,-1,150506700.0,[-0.062  0.921 -2.196 -2.508 -1.154],9684.104,0.24286018,True,4940.69123724747,0.05267907,,2050.2227,2949.4565,15.715267
5286967,11.619036,30.449778,5981.942,4672.296,0.014430484,8.457193e-05,4339.7705,4952.0967,495.29,14900,10.0,1.4430484,4999.6265,27.206388,4026.273558616638,100,0.11619035,469.58347,0.008457193,10.0,149,2.1809115,-1,107627370.0,[-0.04   0.883 -2.194 -2.52  -1.176],7155.8867,0.24249266,True,4952.097265954122,0.021809114,,4719.825,279.80142,3.6756072
5336311,38.596146,11.5086155,6546.955,4933.287,0.017998157,4.3345422e-05,4320.949,4933.287,493.44,15000,10.0,1.7998158,4999.72,6.558258,4063.0753197669983,100,0.38596144,505.12698,0.0043345424,10.0,150,4.9907637,-1,629553500.0,[-0.04   0.95  -2.155 -2.62  -1.176],8938.052,0.19246429,True,4933.2874010444575,0.04990764,,4999.72,,15.2479515
5386234,59.8507,5.9474287,5941.846,772.41296,0.01593386,0.00030128547,4379.2256,4991.5684,499.23,15100,10.0,1.5933858,4999.756,9.154694,4096.0078802108765,100,0.598507,77.63071,0.030128548,10.0,151,6.3363857,-1,70339760.0,[-0.051  0.984 -2.146 -2.636 -1.226],7965.669,0.21434465,True,4991.568141367698,0.06336386,,780.6006,4219.1553,10.923358
5436234,82.28887,6.825325,8413.895,0.55221677,0.023196783,6.0951395e-05,4387.0283,4999.372,500.0,15200,10.0,2.3196785,4999.764,3.7021742,4135.311099290848,100,0.8228887,0.22294614,0.00609514,10.0,152,8.570676,-1,135817400.0,[-0.042  0.973 -2.168 -2.693 -1.205],11596.382,0.18923047,True,4999.372010357262,0.085706756,,0.94433594,4998.82,27.011154
5486234,13.222113,35.166637,5003.4473,0.7328125,0.01213265,0.00032736547,4386.975,4999.311,500.0,15300,10.0,1.2132651,4999.705,33.24667,4170.3756811618805,100,0.13222112,0.27597958,0.032736547,10.0,153,1.647364,-1,37150890.0,[-0.02   1.026 -2.169 -2.7   -1.23 ],6065.4263,0.16792867,True,4999.311396632734,0.016473638,,1.1264648,4998.5786,3.00782
5533297,25.805212,15.098502,4948.3267,4705.0405,0.013519135,0.00019526953,4092.7014,4705.0405,470.63,15400,10.0,1.3519136,4999.723,16.816507,4203.916832923889,100,0.2580521,1165.7924,0.019526953,10.0,154,3.205824,-1,261761680.0,[-0.005  1.07  -2.171 -2.748 -1.251],6441.5464,0.20556498,True,4705.040093048913,0.03205824,,4999.723,,5.946538
5583297,15.807408,23.082438,4947.612,1.245791,0.01198712,0.0005534487,4386.955,4999.293,500.0,15500,10.0,1.198712,4999.713,34.323456,4238.761348485947,100,0.15807408,0.28527284,0.055344872,10.0,155,2.1881988,-1,36257292.0,[-0.01   1.039 -2.191 -2.705 -1.213],5992.802,0.22361718,True,4999.29264099199,0.021881986,,1.6660156,4998.047,2.9134595
5632859,498.47244,1.1654255,11531.731,4345.7427,0.05382521,8.523982e-07,4343.0684,4955.4023,495.62,15600,10.0,5.382521,4999.683,0.15856507,4272.322518348694,100,4.9847245,436.7636,8.523982e-05,10.0,156,49.567608,-1,47838610000.0,[-0.03   1.012 -2.195 -2.69  -1.195],26909.182,0.16441199,True,4955.402142285199,0.49567607,,4390.0234,609.65955,630.6559
5681863,25.631622,18.343039,4997.125,4889.5957,0.012939548,0.00020243005,4287.239,4899.5767,490.04,15700,10.0,1.2939547,4999.7153,20.008045,4305.10698723793,100,0.2563162,698.5137,0.020243006,10.0,157,2.7301095,-1,188184420.0,[-0.024  1.07  -2.194 -2.665 -1.255],6366.078,0.17161563,True,4899.576609257662,0.027301094,,4989.735,9.980375,4.9979897
5730324,60.820263,5.9335775,5752.7783,4844.977,0.015432403,0.00040398326,4232.6484,4844.977,484.61,15800,10.0,1.5432403,4999.643,11.269757,4338.246968746185,100,0.60820264,841.3577,0.040398326,10.0,158,6.144586,-1,954707650.0,[ 0.005  1.036 -2.174 -2.658 -1.247],7576.789,0.2030229,True,4844.976933984761,0.06144585,,4999.643,,8.873305
5779912,74.11237,6.454851,8020.5703,4088.7002,0.02042571,0.0011171062,4345.7354,4958.072,495.88,15900,10.0,2.0425713,4999.7075,7.9836116,4369.941161155701,100,0.74112374,410.9299,0.11171062,10.0,159,7.7757926,-1,1045089100.0,[-0.026  1.021 -2.192 -2.666 -1.216],10187.729,0.1963091,True,4958.071889159282,0.077757925,,4130.336,869.3717,12.52566
5829859,633.7947,1.38783,23143.86,534.4614,0.074876785,2.3614889e-07,4381.6416,4993.983,499.47,16000,10.0,7.487678,4999.7466,0.18360138,4405.215458154678,100,6.3379464,53.71582,2.361489e-05,10.0,160,63.1167,-1,2299686700.0,[-0.056  0.999 -2.188 -2.648 -1.223],37434.63,0.11137461,True,4993.982867356276,0.63116693,,540.2251,4459.5215,544.6582
5879074,40.521515,10.533976,5481.8687,4920.209,0.0143543305,0.00029086307,4307.8677,4920.209,492.15,16100,10.0,1.4354331,4999.7417,14.873534,4439.544303655624,100,0.40521514,508.57025,0.029086307,10.0,161,4.1832705,-1,441290900.0,[-0.063  0.992 -2.184 -2.645 -1.308],7069.6333,0.129249,True,4920.208692139793,0.041832704,,4999.7417,,6.7233515
5928385,5.531605,61.821976,4806.1426,1139.7957,0.011394003,0.00036797673,4317.181,4929.523,493.11,16200,10.0,1.1394004,4999.751,48.681023,4472.801149845123,100,0.055316046,229.21063,0.036797673,10.0,162,0.8953889,-1,20041862.0,[-0.078  1.018 -2.175 -2.626 -1.29 ],5683.778,0.13207829,True,4929.522764740453,0.008953888,,1210.0239,3789.727,2.0541885
5977646,159.18036,2.8493538,9335.699,4914.9536,0.02722491,2.8912507e-05,4312.5933,4924.9326,492.61,16300,10.0,2.7224915,4999.7324,2.094517,4503.291625261307,100,1.5918036,510.63947,0.002891251,10.0,163,15.897037,-1,6355093500.0,[-0.065  1.017 -2.18  -2.626 -1.287],13566.771,0.15821074,True,4924.933163777859,0.15897036,,4989.7524,9.979773,47.743706
6027646,24.182163,17.23091,5717.6045,0.79398435,0.014794434,0.00017971448,4387.0537,4999.394,500.0,16400,10.0,1.4794436,4999.7397,13.303785,4537.046431541443,100,0.24182163,0.20375438,0.017971449,10.0,164,3.2424881,-1,55240604.0,[-0.042  0.959 -2.151 -2.535 -1.261],7396.4297,0.1170069,True,4999.394060799587,0.03242488,,1.1396484,4998.6,7.516658
6077462,16.498262,30.233856,4741.032,881.18823,0.011370679,0.00035165405,4368.42,4980.7637,498.16,16500,10.0,1.137068,4999.761,42.544292,4568.480046749115,100,0.16498262,115.2907,0.035165407,10.0,165,1.7272775,-1,24398652.0,[-0.053  0.967 -2.162 -2.567 -1.302],5679.835,0.0919925,True,4980.763311853451,0.017272774,,900.18604,4099.575,2.3504915
6127316,576.07117,1.1944622,22736.492,1455.4764,0.06296624,3.5171455e-05,4372.4194,4984.7607,498.54,16600,10.0,6.296624,4999.747,0.49268302,4601.754309892654,100,5.7607117,146.28099,0.0035171458,10.0,166,57.26803,-1,7660030000.0,[-0.05   0.97  -2.161 -2.543 -1.327],31460.375,0.08881049,True,4984.760839501276,0.5726803,,1470.4626,3529.2844,202.97026
6176644,357.72827,2.6112955,29337.002,1071.1221,0.07669612,3.100818e-06,4318.2705,4930.6143,493.28,16700,10.0,7.669613,4999.764,0.46680754,4637.311558961868,100,3.5772827,197.80507,0.0003100818,10.0,167,46.83815,-1,3763795000.0,[-0.078  1.001 -2.17  -2.528 -1.33 ],38299.44,0.014475845,True,4930.61423867715,0.46838152,,1140.272,3859.4922,214.22104
6226569,23.602112,16.99482,5956.932,302.33707,0.015637891,0.00017861217,4379.331,4991.68,499.25,16800,10.0,1.5637892,4999.8105,10.891767,4671.755319356918,100,0.23602112,42.849304,0.017861217,10.0,168,3.4559898,-1,55482630.0,[-0.066  0.988 -2.166 -2.532 -1.404],7812.3853,0.01767828,True,4991.679785503601,0.0345599,,310.46777,4689.343,9.181247
6276479,4.146506,66.43443,4547.7817,540.97125,0.010605338,0.0016050102,4377.796,4990.1426,499.1,16900,10.0,1.0605339,4999.7837,66.9846,4704.883233785629,100,0.04146506,59.345707,0.16050103,10.0,169,0.7538328,-1,22667090.0,[-0.065  1.027 -2.179 -2.501 -1.401],5295.9673,0.0070848037,True,4990.142081655402,0.0075383284,,550.6128,4449.171,1.4928806
6325860,17.11818,28.495329,5271.616,4937.36,0.013162941,7.931174e-05,4325.0103,4937.36,493.81,17000,10.0,1.3162941,4999.8125,25.130323,4735.346921682358,100,0.17118178,509.0675,0.007931175,10.0,170,2.085131,-1,109440390.0,[-0.064  1.043 -2.182 -2.491 -1.412],6493.1353,-0.017352793,True,4937.35976452955,0.020851308,,4999.8125,,3.9792564
6375349,3.1043065,80.29286,4758.549,4948.2935,0.011066068,0.0021686906,4335.9453,4948.2935,494.89,17100,10.0,1.1066068,4999.8003,71.677345,4768.727481603622,100,0.031043064,497.49036,0.21686906,10.0,171,0.54823494,-1,7895421.0,[-0.056  0.978 -2.203 -2.437 -1.436],5481.83,-0.007258457,True,4948.293678504689,0.005482349,,4999.8003,,1.395141
6425317,550.3957,1.3045747,22646.441,326.93167,0.062924236,3.133757e-08,4383.922,4996.2715,499.68,17200,10.0,6.2924237,4999.8145,0.48320496,4802.220190048218,100,5.503957,32.858265,3.1337572e-06,10.0,172,54.730824,-1,1200576300.0,[-0.047  0.966 -2.205 -2.42  -1.426],31455.588,-0.049327955,True,4996.271492770366,0.5473082,,330.4746,4669.34,206.95152
6474818,3.4765456,76.14809,4825.656,4949.5664,0.01136688,0.0010084877,4337.2124,4949.5664,495.01,17300,10.0,1.1366878,4999.844,57.478855,4835.479127883911,100,0.034765456,497.45013,0.10084877,10.0,173,0.63617015,-1,10536053.0,[-0.028  0.997 -2.187 -2.395 -1.468],5633.352,-0.041235097,True,4949.566004542004,0.0063617015,,4999.844,,1.7397702
6524343,25.731415,16.938965,5105.7856,4712.188,0.012450326,0.0012120826,4339.6055,4951.96,495.25,17400,10.0,1.2450328,4999.8584,30.96037,4867.635476112366,100,0.25731415,473.5928,0.121208265,10.0,174,2.7569952,-1,174228180.0,[-0.009  0.982 -2.195 -2.379 -1.46 ],6206.3115,-0.045856073,True,4951.95997083241,0.027569953,,4760.087,239.77158,3.2299356
6574343,8.359793,47.23597,4880.304,0.46569824,0.011515868,0.0013013348,4387.254,4999.6035,500.0,17500,10.0,1.1515868,4999.8193,48.736137,4903.549847841263,100,0.08359793,0.13370964,0.13013348,10.0,175,1.2171082,-1,33477140.0,[-0.037  0.979 -2.214 -2.376 -1.465],5757.455,-0.026405148,True,4999.60384442088,0.012171082,,0.68115234,4999.138,2.0518656
6624343,10.995359,42.19634,4670.711,0.64399415,0.010911374,0.0019252638,4387.206,4999.557,500.0,17600,10.0,1.0911374,4999.825,60.932198,4936.794333219528,100,0.10995359,0.16570401,0.19252639,10.0,176,1.2770848,-1,30052112.0,[-0.049  0.997 -2.216 -2.382 -1.445],5455.182,-0.025428785,True,4999.557522792984,0.012770847,,0.9116211,4998.9136,1.6411685
6674304,1537.05,2.4248788,107189.625,275.90204,0.2813339,5.6356146e-07,4383.139,4995.4917,499.61,17700,10.0,28.133389,4999.836,0.033488307,4971.558083057404,100,15.370501,30.598616,5.6356148e-05,10.0,177,178.46236,-1,20328468000.0,[-0.06   0.994 -2.205 -2.395 -1.444],140651.84,-0.030468477,True,4995.491824931357,1.7846235,,280.2461,4719.59,2986.117
6723805,13.768155,27.3569,4906.348,4949.561,0.012218881,0.00025786672,4337.2114,4949.561,495.01,17800,10.0,1.2218883,4999.814,28.258196,5005.820487499237,100,0.13768154,497.44965,0.025786672,10.0,178,1.9911101,-1,100456090.0,[-0.035  0.924 -2.204 -2.423 -1.449],6058.2812,-0.053052384,True,4949.561229675086,0.019911101,,4999.814,,3.5387964
6773805,22.921482,16.381937,5728.079,0.45686522,0.014833323,9.004859e-05,4387.2305,4999.582,500.0,17900,10.0,1.4833324,4999.823,13.160647,5037.196233510971,100,0.22921482,0.16704623,0.009004859,10.0,179,3.3512437,-1,55543050.0,[-0.025  0.944 -2.161 -2.413 -1.472],7416.037,-0.03773117,True,4999.5823228175195,0.033512436,,0.6977539,4999.1255,7.5984106
6822808,2.9023929,86.11251,4561.6797,4899.6416,0.01068423,0.0024158095,4287.295,4899.6416,490.03,18000,10.0,1.068423,4999.788,81.99115,5068.392719507217,100,0.029023929,699.2363,0.24158096,10.0,180,0.42906368,-1,5211160.5,[-0.011  0.908 -2.161 -2.433 -1.457],5237.94,-0.03317819,True,4899.641630091734,0.0042906366,,4999.788,,1.2196438
6872310,291.18805,1.5275799,13394.815,4939.648,0.036056947,0.00010506853,4337.2773,4949.629,495.02,18100,10.0,3.6056945,4999.8276,1.7840415,5100.96010351181,100,2.9118805,496.45334,0.010506853,10.0,181,28.949718,-1,21069801000.0,[-0.003  0.927 -2.146 -2.448 -1.452],17979.38,0.016052531,True,4949.628901736157,0.28949714,,4989.8467,9.981191,56.052505
6921863,20.897385,24.161287,5116.1187,4435.0366,0.012205514,0.00065639947,4342.2725,4954.618,495.53,18200,10.0,1.2205514,4999.776,39.821156,5134.092336893082,100,0.20897384,445.73807,0.06563995,10.0,182,2.1624274,-1,95313070.0,[ 0.004  0.969 -2.076 -2.457 -1.403],6086.4927,0.013300919,True,4954.618122610756,0.021624273,,4480.1943,519.5815,2.511228
6969893,2.7776923,82.8634,4458.7656,4801.9873,0.010653184,0.002414619,4189.6416,4801.9873,480.3,18300,10.0,1.0653183,4999.781,78.894104,5167.898699998856,100,0.027776923,967.1797,0.24146192,10.0,183,0.48446283,-1,6983623.0,[ 0.014  1.025 -2.063 -2.518 -1.406],5148.1704,0.004122257,True,4801.987462587463,0.0048446283,,4999.781,,1.2675219
7018919,7.4345026,52.911495,4970.15,4891.812,0.011794988,0.0013993062,4289.454,4901.7915,490.26,18400,10.0,1.1794987,4999.713,56.99366,5203.838337182999,100,0.07434502,683.3072,0.13993062,10.0,184,1.1127045,-1,31748014.0,[ 0.009  1.019 -2.079 -2.494 -1.415],5781.2554,-0.0034191608,True,4901.791692519843,0.011127045,,4989.733,9.97989,1.7545811
7068919,70.82614,5.4517646,6707.833,0.8853076,0.019821167,6.4839736e-07,4387.0347,4999.3833,500.0,18500,10.0,1.9821168,4999.8066,3.6585858,5239.916285276413,100,0.7082614,0.2531811,6.483974e-05,10.0,185,8.2544365,-1,99152250.0,[ 0.019  0.979 -2.067 -2.435 -1.422],9909.25,-0.050080806,True,4999.383332201994,0.08254437,,1.3085938,4998.498,27.332966
7118444,2.7904255,79.76266,4700.7744,4711.944,0.010957566,0.0020909011,4339.3755,4951.7275,495.25,18600,10.0,1.0957566,4999.8286,70.79984,5271.611837148666,100,0.027904255,473.5683,0.20909011,10.0,186,0.5519392,-1,7312023.5,[ 0.046  0.981 -2.053 -2.392 -1.469],5428.5283,-0.035381176,True,4951.727670576069,0.005519391,,4760.045,239.78351,1.4124326
7168444,32.31974,12.286326,6942.2705,1.522666,0.018753441,1.8483872e-05,4386.9727,4999.3174,500.0,18700,10.0,1.875344,4999.772,6.334473,5303.1151559352875,100,0.3231974,0.3491967,0.0018483873,10.0,187,5.0107603,-1,88732700.0,[ 0.044  0.993 -2.059 -2.393 -1.454],9375.262,-0.07907485,True,4999.317043615057,0.050107602,,1.9775391,4997.7944,15.786633
7216705,448.91666,1.316035,14054.813,4825.0015,0.05153681,7.047358e-06,4212.6597,4825.0015,482.61,18800,10.0,5.153681,4999.7417,0.27808967,5333.36817741394,100,4.4891663,870.4917,0.0007047358,10.0,188,44.627968,-1,50280796000.0,[ 0.079  0.957 -2.038 -2.359 -1.498],25666.646,-0.10706402,True,4825.000990302914,0.44627964,,4999.7417,,359.59625
7265579,124.59369,4.2611823,9279.216,4336.674,0.02659467,6.653322e-05,4273.851,4886.1997,488.74,18900,10.0,2.6594672,4999.8047,2.4890373,5367.097234964371,100,1.2459369,656.75165,0.006653322,10.0,189,12.605892,-1,3182014200.0,[ 0.103  0.901 -2.031 -2.367 -1.526],13160.567,-0.067523025,True,4886.1998455444,0.12605892,,4450.279,549.52576,40.176178
7313208,65.955864,6.892508,6766.6255,4761.2725,0.018765723,1.7140317e-05,4148.9243,4761.2725,476.29,19000,10.0,1.8765723,4999.8022,6.445859,5397.893544912338,100,0.65955865,972.0016,0.0017140317,10.0,190,6.8971386,-1,1203068700.0,[ 0.127  0.932 -2.034 -2.373 -1.486],9178.519,-0.09383721,True,4761.272303201115,0.06897139,,4999.8022,,15.513836
7360913,319.19385,2.8911824,18122.992,4538.8633,0.065951236,6.4124656e-06,4156.379,4768.7207,477.05,19100,10.0,6.5951233,4999.7476,0.38331252,5427.198194026947,100,3.1919384,875.7129,0.00064124656,10.0,191,38.222095,-1,23654711000.0,[ 0.131  0.949 -2.041 -2.336 -1.513],28013.469,-0.043762177,True,4768.720918120865,0.38222095,,4769.89,229.85722,260.88373
7399364,315.1496,1.5856338,12794.633,3839.8828,0.03973098,1.965967e-05,3227.5518,3839.8828,384.51,19200,10.0,3.9730988,4999.6616,1.016695,5449.5037677288055,100,3.151496,1658.661,0.001965967,10.0,192,31.300928,-1,24740995000.0,[ 0.191  0.945 -2.026 -2.369 -1.463],18867.459,0.012242871,True,3839.882926674042,0.3130093,,4999.6616,,98.35791
7436665,883.3946,1.2596878,39287.344,3494.373,0.099382505,1.740095e-06,3111.8193,3724.157,373.01,19300,10.0,9.9382515,4999.7144,0.42145914,5469.99458694458,100,8.833945,1625.4504,0.0001740095,10.0,193,87.98847,-1,177931570000.0,[ 0.194  0.973 -2.047 -2.373 -1.407],48719.547,0.07599233,True,3724.1567493091156,0.8798848,,4769.9307,229.78358,237.27092
7475183,6232.2256,1.0530069,162904.7,3636.605,0.63961244,5.7159832e-09,3234.1157,3846.4255,385.18,19400,10.0,63.96124,4999.4863,0.002312577,5491.524715662003,100,62.322254,1616.5245,5.715983e-07,10.0,194,620.01556,-1,7378474400000.0,[ 0.191  1.001 -2.061 -2.375 -1.343],290232.4,0.014628723,True,3846.425370049099,6.2001553,,4789.666,209.82056,43241.8
7516631,10.284294,45.345848,4779.6885,3910.1626,0.012691804,0.0007642135,3527.6086,4139.941,414.48,19500,10.0,1.2691804,4999.6724,37.01018,5515.680943727493,100,0.10284294,1425.0437,0.07642135,10.0,195,1.3933691,-1,46781160.0,[ 0.212  0.906 -2.064 -2.305 -1.404],5786.2183,0.010243923,True,4139.940952604416,0.013933689,,4769.894,229.7782,2.7019591
7560390,5.6463685,57.47665,4285.375,4102.5654,0.010871831,0.0017068058,3760.003,4372.346,437.59,19600,10.0,1.0871831,4999.766,53.564426,5542.189302206039,100,0.056463685,1315.4711,0.17068058,10.0,196,0.9351274,-1,21961204.0,[ 0.175  0.885 -2.076 -2.289 -1.409],5122.051,0.021238111,True,4372.346269095637,0.009351274,,4729.986,269.7805,1.8669107
7607937,114.58854,3.3340359,6855.624,4263.496,0.021358816,1.862846e-06,4140.7227,4753.0596,475.47,19700,10.0,2.1358817,4999.709,3.8212008,5570.764718770981,100,1.1458853,946.3729,0.00018628461,10.0,197,11.50082,-1,2710803000.0,[ 0.142  0.882 -2.091 -2.277 -1.398],9988.119,-0.026375383,True,4753.059170675899,0.1150082,,4510.146,489.56305,26.169785
7650194,76.83887,5.21592,5566.457,4222.0615,0.018075755,4.8484726e-05,3609.731,4222.0615,422.57,19800,10.0,1.8075756,4999.6587,5.04732,5595.660675525665,100,0.7683886,1516.0968,0.004848473,10.0,198,7.705463,-1,1499851900.0,[ 0.199  0.885 -2.088 -2.306 -1.445],8292.016,-0.010152938,True,4222.061642671616,0.07705463,,4999.6587,,19.812494
7693718,148.88168,2.6937528,8008.908,4129.863,0.025390422,7.525745e-07,3737.344,4349.687,435.24,19900,10.0,2.5390422,4999.7593,1.8222518,5621.1638906002045,100,1.4888169,1486.0452,7.5257456e-05,10.0,199,15.260241,-1,5376412700.0,[ 0.158  0.903 -2.083 -2.274 -1.429],12545.091,-0.064313196,True,4349.686585386755,0.15260242,,4779.935,219.82419,54.87716
7743718,46.643234,9.5280695,6722.5825,1.5107324,0.017041454,0.00016243044,4386.8853,4999.229,500.0,20000,10.0,1.7041457,4999.7666,11.62281,5648.698328971863,100,0.46643233,0.36457735,0.016243044,10.0,200,5.251232,-1,73269270.0,[ 0.098  0.919 -2.083 -2.277 -1.483],8518.721,-0.054261602,True,4999.228939811749,0.05251232,,2.0483398,4997.7183,8.603771
7792541,16.685585,24.098944,5158.09,4631.369,0.012777204,0.0004725381,4268.8315,4881.176,488.23,20100,10.0,1.2777205,4999.77,34.95907,5678.328262805939,100,0.16685584,680.865,0.04725381,10.0,201,2.26757,-1,116221170.0,[ 0.111  0.888 -2.068 -2.292 -1.473],6193.746,-0.061870333,True,4881.175973741267,0.0226757,,4749.963,249.80695,2.8604882
7841882,300.67944,1.4821533,11263.516,2734.535,0.0366719,4.715399e-06,4320.51,4932.856,493.41,20200,10.0,3.6671896,4999.785,0.7512298,5706.917220592499,100,3.0067945,397.8239,0.0004715399,10.0,202,29.898148,-1,7148847600.0,[ 0.123  0.919 -2.067 -2.372 -1.481],18328.49,-0.08263416,True,4932.855960261675,0.2989815,,2801.4644,2198.3208,133.11505
7891882,8.003903,55.289528,4777.091,1.4263769,0.011147568,0.0016986479,4386.9697,4999.3154,500.0,20300,10.0,1.1147568,4999.777,59.20745,5736.250809431076,100,0.08003903,0.34999248,0.16986479,10.0,203,1.0024514,-1,31354374.0,[ 0.076  0.922 -2.062 -2.292 -1.502],5572.8984,-0.09792792,True,4999.31502891879,0.010024513,,1.8881836,4997.8887,1.6889766
7941882,5.4657383,63.29557,5326.058,1.455542,0.012243606,0.0022046238,4386.9995,4999.3486,500.0,20400,10.0,1.2243606,4999.807,59.32585,5763.738808870316,100,0.05465738,0.32874498,0.22046238,10.0,204,0.9323562,-1,37823130.0,[ 0.088  0.895 -2.048 -2.257 -1.517],6121.076,-0.08102011,True,4999.348517239839,0.009323561,,1.9140625,4997.893,1.6856058
7991882,31.485325,14.622512,6171.135,0.84260255,0.016421042,7.240853e-05,4387.0366,4999.385,500.0,20500,10.0,1.6421041,4999.807,9.023199,5793.851459264755,100,0.31485325,0.27725866,0.0072408537,10.0,205,3.9679058,-1,68053910.0,[ 0.092  0.911 -2.124 -2.284 -1.5  ],8209.672,-0.06634406,True,4999.385095321531,0.03967906,,1.2646484,4998.5425,11.082544
8041384,97.77685,6.081149,11021.589,4939.5054,0.032237634,1.981736e-06,4337.137,4949.486,495.02,20600,10.0,3.2237635,4999.8022,1.4787757,5823.247690916061,100,0.9777685,496.43903,0.0001981736,10.0,206,12.669128,-1,4037308000.0,[ 0.065  0.882 -2.134 -2.306 -1.485],16057.144,-0.036096156,True,4949.485328120947,0.12669127,,4989.8223,9.979927,67.623505
8090911,93.51102,4.3734956,8078.092,4692.2764,0.02006268,0.00026358722,4339.7114,4952.056,495.27,20700,10.0,2.0062683,4999.768,10.311061,5853.546092748642,100,0.93511015,471.59152,0.026358722,10.0,207,9.381314,-1,1997770800.0,[ 0.051  0.928 -2.191 -2.297 -1.455],9985.062,-0.035627782,True,4952.05592637893,0.09381315,,4739.9883,259.77997,9.698323
8140911,4.930848,62.877678,5050.9165,0.6469922,0.011736626,0.0015475036,4387.1665,4999.514,500.0,20800,10.0,1.1736625,4999.798,56.197594,5883.028527259827,100,0.04930848,0.18272553,0.15475036,10.0,208,0.9018047,-1,34769190.0,[ 0.007  0.914 -2.187 -2.326 -1.455],5867.7607,-0.035460874,True,4999.514152073327,0.009018047,,0.93066406,4998.867,1.7794356
