ESSRenyiArithmetic,MeanIW,EpThisIter,ReturnStepMax,InitialReturnMin,OptimizationReturnMax,EpRewMean,Penalization,OptimizationReturnMean,EmpiricalD2Harmonic,OptimizationReturnMin,ESSRenyiHarmonic,Inner Iteration,ReturnMeanIW,InitialReturnMax,MinBehavPdf,Weights,DivergenceHarmonic,EpisodesSoFar,TimestepsSoFar,VarianceInitializer,LearnableVariance,Epsilon,EpLenMean,TimeElapsed,InitialReturnMean,Iteration,MeanEntropy,MinTargetPdf,InitialReturnStd,InitialBound,MaxIW,EmpiricalD2Arithmetic,MeanD2-0,StdWReturnMean,StdIW,ReturnStepMaxmin,WReturnMean,MinIW,Bound
11.0,3023.5679,11,10.0,,4999.2617,4223.904447184439,True,4223.9043,1.0,,11.0,1,72955020000.0,4999.2617,-231.14389,[-1.     6.873 -9.478 -9.028],1002781450000000.0,27764,12409813,-1.0,,1.0,423.27272727272725,38592.52611160278,4223.9043,2524,0.41894197,-231.14389,1374.5103,-24081228.0,30404.844,1.0,1.0,,8683.552,10.0,19730648.0,0.21778849,-137844000000000.0
11.0,804.6813,11,10.0,9.980915,4989.295,4080.2453422997482,True,4070.2646,1.0,,11.0,1,16293794000.0,4999.276,-214.75984,[-1.06   6.857 -9.48  -9.037],83691270000000.0,27775,12414309,-1.0,,1.0,408.72727272727275,38606.47895216942,4080.2454,2525,0.41894197,-214.75984,1390.9651,-22933848.0,6803.935,1.0,1.0,,1936.0122,10.0,18583188.0,0.48734617,-39817597000000.0
11.0,486.94522,11,9.999997,9.980136,4989.188,3860.284799768678,True,3850.3047,1.0,,11.0,1,6719436000.0,4999.168,-214.1773,[-1.12   6.85  -9.469 -9.026],35141177000000.0,27786,12418566,-1.0,,1.0,387.0,38617.76779341698,3860.285,2526,0.41894197,-214.1773,1309.1674,-20966198.0,2508.3037,1.0,1.0,,810.3282,9.999997,16615719.0,1.0551044,-25796440000000.0
11.0,237.68,11,9.999998,3349.4937,1649.7871,4241.149276000835,True,891.65564,1.0,,11.0,1,3400128500.0,4999.281,-242.9634,[-1.182  6.842 -9.467 -9.021],12784524000000.0,27797,12423241,-1.0,,1.0,425.0,38630.948375463486,4241.149,2527,0.41894197,-242.9634,630.30115,-22735256.0,1392.0823,1.0,1.0,,428.91095,9.999998,18384628.0,3.3192458,-15559487000000.0
11.0,98.83747,11,9.999995,3499.4175,1499.9282,4510.260535011959,True,1010.843,1.0,,11.0,1,1776739300.0,4999.3457,-233.73491,[-1.241  6.823 -9.462 -9.021],2025652700000.0,27808,12428209,-1.0,,1.0,451.6363636363636,38644.252160310745,4510.2607,2528,0.41894197,-233.73491,545.47437,-24990690.0,581.61816,1.0,1.0,,174.91618,9.999995,20639992.0,0.14444666,-6194075300000.0
11.0,506846.72,11,9.999999,3559.2031,1440.1035,4540.239958684721,True,981.03674,1.0,,11.0,1,10335282000000.0,4999.3066,-218.28055,[-1.183  6.843 -9.465 -9.01 ],2.0003086e+34,27819,12433212,-1.0,,1.0,454.8181818181818,38651.401745557785,4540.2397,2529,0.41894197,-218.28055,494.66583,-25209116.0,2679354.5,1.0,1.0,,885175.94,9.999999,20858472.0,1.1960036,-6.1533424e+23
11.0,8317.504,11,10.0,3929.4172,1069.9167,4597.511158224838,True,668.0938,1.0,,11.0,1,166529550000.0,4999.334,-223.7485,[-1.107  6.906 -9.471 -8.933],14711321000000.0,27830,12438277,-1.0,,1.0,460.45454545454544,38663.133217573166,4597.511,2530,0.41894197,-223.7485,368.04935,-25623344.0,90349.25,1.0,1.0,,25942.158,10.0,21272568.0,0.06595514,-16854102000000.0
11.0,6823.7964,11,9.999998,,4999.3374,4211.187814909979,True,4211.1875,1.0,,11.0,1,164978460000.0,4999.3374,-217.12698,[-1.051  6.929 -9.475 -8.916],2.388582e+17,27841,12442915,-1.0,,1.0,421.6363636363636,38675.60544657707,4211.1875,2531,0.41894197,-217.12698,1408.3945,-24068388.0,68658.61,1.0,1.0,,19603.281,9.999998,19717680.0,0.9900485,-2126530800000000.0
11.0,1799.1113,11,9.999998,3929.1367,1070.2188,4767.417849905722,True,838.28125,1.0,,11.0,1,28786528000.0,4999.3555,-214.45657,[-0.99   6.833 -9.46  -8.965],2442257500000000.0,27852,12448164,-1.0,,1.0,477.1818181818182,38688.65757203102,4767.4175,2532,0.41894197,-214.45657,354.432,-27204666.0,18051.145,1.0,1.0,,5146.899,9.999998,22853896.0,0.28763494,-215042820000000.0
11.0,20575.03,11,10.0,4609.258,390.09082,4914.688532912115,True,305.4307,1.0,,11.0,1,508894670000.0,4999.3486,-236.36157,[-0.928  6.842 -9.463 -8.969],4.6582723e+18,27863,12453574,-1.0,,1.0,491.8181818181818,38700.67225074768,4914.6885,2533,0.41894197,-236.36157,143.50688,-28525436.0,206250.55,1.0,1.0,,58939.875,10.0,24174758.0,0.32439497,-9390871000000000.0
11.0,36395.33,11,9.999999,4169.2646,830.1196,4912.018836620908,True,742.7542,1.0,,11.0,1,909547700000.0,4999.3843,-249.97998,[-0.921  6.925 -9.462 -8.875],7.626906e+19,27874,12458980,-1.0,,1.0,491.45454545454544,38717.89934372902,4912.0186,2534,0.41894197,-249.97998,237.80023,-28535280.0,397958.88,1.0,1.0,,114337.18,9.999999,24184480.0,0.049422238,-3.7997997e+16
11.0,15946.703,11,10.0,4619.421,379.98486,4933.8437092833865,True,314.42267,1.0,,11.0,1,381001430000.0,4999.406,-226.9249,[-0.976  6.981 -9.459 -8.778],396770150000000.0,27885,12464412,-1.0,,1.0,493.8181818181818,38734.22471833229,4933.8438,2535,0.41894197,-226.9249,116.867744,-28707268.0,172360.33,1.0,1.0,,49468.05,10.0,24356472.0,0.07752937,-87047110000000.0
11.0,2438.9739,11,9.999999,4539.284,460.11133,4957.492339103855,True,418.2082,1.0,,11.0,1,60953180000.0,4999.3955,-238.13263,[-0.918  7.001 -9.463 -8.767],2.0722412e+28,27896,12469867,-1.0,,1.0,495.90909090909093,38750.48302984238,4957.4927,2536,0.41894197,-238.13263,132.24905,-28945110.0,15188.994,1.0,1.0,,4377.015,9.999999,24594220.0,1.3841742,-6.263227e+20
11.0,163.44302,11,10.0,,4999.3794,4536.621372888673,True,4536.6216,1.0,,11.0,1,3939675400.0,4999.3794,-234.2353,[-0.846  6.937 -9.464 -8.848],41398010000000.0,27907,12474860,-1.0,,1.0,453.90909090909093,38764.07132720947,4536.6216,2537,0.41894197,-234.2353,1434.8368,-26990464.0,1763.0896,1.0,1.0,,505.8673,10.0,22639690.0,0.31736425,-27997940000000.0
11.0,221.6436,11,9.999996,,4999.382,4544.751268395812,True,4544.751,1.0,,11.0,1,5536851000.0,4999.382,-231.4883,[-0.788  6.935 -9.467 -8.87 ],18904269000.0,27918,12479861,-1.0,,1.0,454.6363636363636,38779.846755981445,4544.751,2538,0.41894197,-231.4883,1437.1765,-27071072.0,2277.4336,1.0,1.0,,651.2526,9.999996,22720240.0,0.06239364,-603749500000.0
11.0,38.272213,11,9.999999,9.979232,4989.395,4545.694676979232,True,4535.716,1.0,,11.0,1,954125440.0,4999.374,-237.097,[-0.734  6.964 -9.463 -8.857],7155448500000.0,27929,12484863,-1.0,,1.0,454.72727272727275,38794.658591747284,4545.695,2539,0.41894197,-237.097,1434.3192,-27071408.0,409.09464,1.0,1.0,,117.267784,9.999999,22720612.0,0.12192989,-11639339000000.0
11.0,708.8445,11,9.999999,4999.0835,0.28271484,4999.236565969558,True,0.1530096,1.0,,11.0,1,17714743000.0,4999.366,-232.80809,[-0.792  6.946 -9.464 -8.875],1.1647599e+27,27940,12490363,-1.0,,1.0,500.0,38809.66018819809,4999.2363,2540,0.41894197,-232.80809,0.08494691,-29343140.0,6884.9775,1.0,1.0,,1962.6719,9.999999,24992366.0,0.15762536,-1.4848792e+20
11.0,2153.6929,11,9.999998,4999.1084,0.24121094,4999.225159604827,True,0.11683238,1.0,,11.0,1,53826855000.0,4999.3496,-236.01422,[-0.676  6.989 -9.457 -8.856],2.2509703e+22,27951,12495863,-1.0,,1.0,500.0,38826.985988140106,4999.225,2541,0.41894197,-236.01422,0.08025373,-29342984.0,21509.002,1.0,1.0,,6128.723,9.999998,24992252.0,0.65651685,-6.527621e+17
11.0,20996.104,11,9.999996,4999.1387,0.18847656,4999.233109635147,True,0.09432706,1.0,,11.0,1,524723130000.0,4999.327,-237.14127,[-0.572  6.948 -9.456 -8.912],1.9199038e+17,27962,12501363,-1.0,,1.0,500.0,38844.44201159477,4999.233,2542,0.41894197,-237.14127,0.06646954,-29343068.0,222799.14,1.0,1.0,,63829.18,9.999996,24992332.0,0.16982102,-1906888800000000.0
11.0,793.4305,11,10.0,9.980367,4989.3584,4545.7072265059915,True,4535.7266,1.0,,11.0,1,19827479000.0,4999.339,-251.47815,[-0.548  7.018 -9.475 -8.813],3109783000000000.0,27973,12506365,-1.0,,1.0,454.72727272727275,38859.36564230919,4545.7075,2543,0.41894197,-251.47815,1434.3228,-27071476.0,8058.203,1.0,1.0,,2298.972,10.0,22720736.0,0.45010304,-242643540000000.0
11.0,110.89963,11,10.0,9.979263,4989.4497,4545.749507728558,True,4535.77,1.0,,11.0,1,2768492000.0,4999.429,-221.83769,[-0.482  7.089 -9.479 -8.734],2082523200000000.0,27984,12511367,-1.0,,1.0,454.72727272727275,38873.11775946617,4545.7495,2544,0.41894197,-221.83769,1434.3364,-27072016.0,633.75354,1.0,1.0,,179.1186,10.0,22721160.0,0.06616884,-198556840000000.0
11.0,857.64526,11,9.999995,,4999.3887,4544.791768591968,True,4544.792,1.0,,11.0,1,21432914000.0,4999.3887,-242.23694,[-0.559  7.04  -9.491 -8.819],4309290700000000.0,27995,12516368,-1.0,,1.0,454.6363636363636,38885.35388922691,4544.792,2545,0.41894197,-242.23694,1437.1893,-27071448.0,7044.3794,1.0,1.0,,2013.6226,9.999995,22720648.0,1.0339694,-285635630000000.0
11.0,330794.22,11,9.999998,9.980181,4989.3413,4545.662895696508,True,4535.683,1.0,,11.0,1,8267294600000.0,4999.3213,-223.64673,[-0.503  6.982 -9.503 -8.913],2.4872388e+28,28006,12521370,-1.0,,1.0,454.72727272727275,38900.64153909683,4545.6626,2546,0.41894197,-223.64673,1434.3088,-27070992.0,2394439.5,1.0,1.0,,722966.56,9.999998,22720294.0,0.037915327,-6.861575e+20
11.0,1329.1359,11,9.999999,4999.1777,0.22167969,4999.289881985904,True,0.11217152,1.0,,11.0,1,33219758000.0,4999.3994,-213.33267,[-0.604  7.176 -9.622 -8.892],8.999266e+16,28017,12526870,-1.0,,1.0,500.0,38920.51185107231,4999.29,2547,0.41894197,-213.33267,0.06549541,-29343784.0,7899.6904,1.0,1.0,,2188.4753,9.999999,24992900.0,1.2133558,-1305248700000000.0
11.0,2305.061,11,9.999998,4999.115,0.23632812,4999.230708523717,True,0.11541193,1.0,,11.0,1,57607684000.0,4999.3516,-225.05669,[-0.601  7.092 -9.629 -8.984],9.390365e+16,28028,12532370,-1.0,,1.0,500.0,38937.76033973694,4999.2305,2548,0.41894197,-225.05669,0.082570605,-29343108.0,13061.804,1.0,1.0,,3932.2502,9.999998,24992308.0,0.2590805,-1333307600000000.0
11.0,14801.585,11,9.999999,,4999.3774,3182.2868516227772,True,3182.2869,1.0,,11.0,1,369931060000.0,4999.3774,-233.45383,[-0.61   7.154 -9.633 -8.876],2.195079e+28,28039,12535875,-1.0,,1.0,318.6363636363636,38947.89732837677,3182.2869,2549,0.41894197,-233.45383,2403.6982,-20255536.0,133821.25,1.0,1.0,,38531.535,9.999999,15904715.0,0.071434304,-6.446143e+20
11.0,2642.0303,11,9.999999,4999.0913,0.31445312,4999.251956914676,True,0.16055575,1.0,,11.0,1,66031510000.0,4999.406,-239.51057,[-0.371  7.194 -9.61  -8.816],2.6450908e+17,28050,12541375,-1.0,,1.0,500.0,38964.964992284775,4999.252,2550,0.41894197,-239.51057,0.07975375,-29343390.0,17423.836,1.0,1.0,,5058.8823,9.999999,24992520.0,0.111316964,-2237757000000000.0
11.0,1801.6313,11,9.999999,,4999.3584,4544.773087732348,True,4544.773,1.0,,11.0,1,45024453000.0,4999.3584,-229.20876,[-0.391  7.129 -9.604 -8.921],79184316000000.0,28061,12546376,-1.0,,1.0,454.6363636363636,38974.95814156532,4544.773,2551,0.41894197,-229.20876,1437.1835,-27071240.0,13488.362,1.0,1.0,,3965.1426,9.999999,22720460.0,0.043216173,-38761086000000.0
11.0,2164.5188,11,9.999999,9.979789,4989.428,4545.7199492967075,True,4535.74,1.0,,11.0,1,54095938000.0,4999.408,-231.52827,[-0.451  7.194 -9.63  -8.837],5.0031735e+16,28072,12551378,-1.0,,1.0,454.72727272727275,38989.54273891449,4545.7197,2552,0.41894197,-231.52827,1434.327,-27071766.0,17007.752,1.0,1.0,,4775.5645,9.999999,22720864.0,1.3980823,-973256000000000.0
11.0,26.855913,11,9.999999,4999.21,0.12988281,4999.272735181925,True,0.0628995,1.0,,11.0,1,671201660.0,4999.34,-238.03723,[-0.474  7.123 -9.646 -8.937],1121268000.0,28083,12556878,-1.0,,1.0,500.0,39005.42998600006,4999.273,2553,0.41894197,-238.03723,0.039953984,-29343460.0,112.12389,1.0,1.0,,35.189728,9.999999,24992730.0,0.35085094,-146358960000.0
11.0,44.453312,11,9.999998,9.981065,4989.358,4545.686016137978,True,4535.705,1.0,,11.0,1,1109503500.0,4999.339,-230.7314,[-0.536  7.016 -9.63  -8.941],2414729700000000.0,28094,12561880,-1.0,,1.0,454.72727272727275,39018.58594751358,4545.686,2554,0.41894197,-230.7314,1434.3158,-27071284.0,414.87805,1.0,1.0,,117.51988,9.999998,22720524.0,0.4301209,-213798500000000.0
11.0,14577.488,11,9.999998,4999.143,0.17578125,4999.214047491576,True,0.07102273,1.0,,11.0,1,364318260000.0,4999.319,-230.25555,[-0.642  6.95  -9.628 -8.946],5.239244e+17,28105,12567380,-1.0,,1.0,500.0,39034.65210866928,4999.2144,2555,0.41894197,-230.25555,0.050772287,-29342848.0,105725.73,1.0,1.0,,32277.594,9.999998,24992142.0,0.23749907,-3149555000000000.0
11.0,627.7476,11,10.0,,4999.3193,4544.748239125856,True,4544.7485,1.0,,11.0,1,15686230000.0,4999.3193,-236.47758,[-0.653  6.87  -9.627 -9.041],4.4477448e+17,28116,12572381,-1.0,,1.0,454.6363636363636,39048.54045557976,4544.7485,2556,0.41894197,-236.47758,1437.1757,-27070928.0,4172.001,1.0,1.0,,1171.7698,10.0,22720212.0,0.13737005,-2901596700000000.0
11.0,153.56331,11,9.999996,9.981166,4989.2676,4545.592226477741,True,4535.6113,1.0,,11.0,1,3835361500.0,4999.2485,-241.25551,[-0.658  6.782 -9.616 -9.129],7.102604e+26,28127,12577383,-1.0,,1.0,454.72727272727275,39062.5108602047,4545.5923,2557,0.41894197,-241.25551,1434.2863,-27070126.0,850.46954,1.0,1.0,,245.08507,9.999996,22719586.0,0.117613636,-1.1594748e+20
11.0,148.7368,11,9.999995,,4999.206,4091.0493273695492,True,4091.0493,1.0,,11.0,1,3712501500.0,4999.206,-208.22276,[-0.564  6.722 -9.616 -9.185],3.4153594e+36,28138,12581886,-1.0,,1.0,409.3636363636364,39074.4501080513,4091.0493,2558,0.41894197,-208.22276,1926.1881,-24797386.0,1527.9237,1.0,1.0,,436.41373,9.999995,20446886.0,0.03140031,-8.040135e+24
11.0,5617.853,11,9.999999,4998.925,0.31835938,4999.0910768748245,True,0.16637073,1.0,,11.0,1,140394430000.0,4999.243,-225.01173,[-0.456  6.768 -9.607 -9.142],7.929153e+18,28149,12587386,-1.0,,1.0,500.0,39091.683156490326,4999.091,2559,0.41894197,-225.01173,0.07643548,-29341424.0,20774.203,1.0,1.0,,7325.8296,9.999999,24990912.0,0.108420216,-1.2250955e+16
11.0,2884.1255,11,9.999998,9.980906,4989.327,4545.630789193697,True,4535.65,1.0,,11.0,1,72075534000.0,4999.308,-234.79897,[-0.467  6.859 -9.611 -9.059],3.960314e+17,28160,12592388,-1.0,,1.0,454.72727272727275,39107.23147583008,4545.631,2560,0.41894197,-234.79897,1434.2985,-27070584.0,28087.291,1.0,1.0,,8018.8203,9.999998,22719972.0,1.309315,-2738035700000000.0
11.0,15807.24,11,9.999999,4999.0205,0.35546875,4999.193160925295,True,0.172674,1.0,,11.0,1,395028800000.0,4999.376,-232.36833,[-0.484  6.921 -9.607 -8.951],2.6947452e+18,28171,12597888,-1.0,,1.0,500.0,39123.496232032776,4999.1934,2561,0.41894197,-232.36833,0.08399186,-29342730.0,154168.4,1.0,1.0,,44074.625,9.999999,24991934.0,1.8489614,-7142619000000000.0
11.0,4122.864,11,9.999999,4998.921,0.2998047,4999.089543797594,True,0.16867898,1.0,,11.0,1,103034150000.0,4999.2207,-222.14365,[-0.496  6.836 -9.616 -9.041],5542949500000000.0,28182,12603388,-1.0,,1.0,500.0,39138.76055645943,4999.0894,2562,0.41894197,-222.14365,0.093288444,-29341338.0,43192.9,1.0,1.0,,12358.217,9.999999,24990898.0,1.138695,-324008370000000.0
11.0,370.73434,11,9.999998,4998.967,0.28027344,4999.118261683564,True,0.15154475,1.0,,11.0,1,9265179000.0,4999.247,-242.58174,[-0.449  6.797 -9.598 -9.149],1.7071408e+17,28193,12608888,-1.0,,1.0,500.0,39155.697592020035,4999.118,2563,0.41894197,-242.58174,0.08197495,-29341802.0,1372.1321,1.0,1.0,,388.15863,9.999998,24991184.0,28.912912,-1797583800000000.0
11.0,15414.994,11,10.0,4998.916,0.27734375,4999.061549074,True,0.14546342,1.0,,11.0,1,385237320000.0,4999.1934,-236.90866,[-0.515  6.737 -9.605 -9.235],7.1029325e+18,28204,12614388,-1.0,,1.0,500.0,39171.37008404732,4999.062,2564,0.41894197,-236.90866,0.085335635,-29341062.0,151422.0,1.0,1.0,,43077.215,10.0,24990616.0,0.11933459,-1.1595145e+16
11.0,1192.0255,11,9.999998,9.979542,4989.169,4545.524510318463,True,4535.545,1.0,,11.0,1,29786278000.0,4999.1484,-238.4195,[-0.545  6.826 -9.61  -9.153],2.1566137e+21,28215,12619390,-1.0,,1.0,454.72727272727275,39183.81098532677,4545.525,2565,0.41894197,-238.4195,1434.2654,-27069318.0,7545.3027,1.0,1.0,,2323.5615,9.999998,22718910.0,0.005703433,-2.0203256e+17
11.0,909.94086,11,10.0,4998.837,0.4111328,4999.031525108771,True,0.19460227,1.0,,11.0,1,22739642000.0,4999.248,-254.14558,[-0.629  6.764 -9.603 -9.222],3.784389e+20,28226,12624890,-1.0,,1.0,500.0,39196.397931575775,4999.0312,2566,0.41894197,-254.14558,0.09797379,-29340812.0,8332.031,1.0,1.0,,2363.888,10.0,24990318.0,0.0028135127,-8.463509e+16
11.0,103.4893,11,10.0,4998.925,0.24267578,4999.041619677434,True,0.11687677,1.0,,11.0,1,2586259200.0,4999.1675,-256.88513,[-0.576  6.693 -9.599 -9.31 ],9.504972e+35,28237,12630390,-1.0,,1.0,500.0,39207.2875893116,4999.042,2567,0.41894197,-256.88513,0.07532592,-29340822.0,398.4976,1.0,1.0,,144.06952,10.0,24990420.0,0.35900676,-4.2414446e+24
11.0,236.62871,11,9.999998,4629.0273,370.15332,4965.39348611781,True,336.3661,1.0,,11.0,1,5092667000.0,4999.1807,-238.12639,[-0.687  6.668 -9.601 -9.361],528559280000000.0,28248,12635854,-1.0,,1.0,496.72727272727275,39221.50652742386,4965.393,2568,0.41894197,-238.12639,106.368324,-29016960.0,2534.3108,1.0,1.0,,726.71936,9.999998,24666448.0,0.29091892,-100025250000000.0
11.0,4604.7847,11,10.0,4998.908,0.21826172,4999.018944765138,True,0.11075106,1.0,,11.0,1,115078220000.0,4999.1265,-238.29655,[-0.633  6.65  -9.597 -9.387],1584419300000000.0,28259,12641354,-1.0,,1.0,500.0,39236.5218462944,4999.019,2569,0.41894197,-238.29655,0.07677161,-29340480.0,43265.457,1.0,1.0,,12315.952,10.0,24990190.0,1.2296082,-173282570000000.0
11.0,50.103134,11,10.0,,4999.134,4513.58401958063,True,4513.584,1.0,,11.0,1,1106364800.0,4999.134,-220.91454,[-0.651  6.532 -9.602 -9.422],3974020700000.0,28270,12646323,-1.0,,1.0,451.72727272727275,39249.05283546448,4513.584,2570,0.41894197,-220.91454,1430.0413,-26767824.0,525.1917,1.0,1.0,,150.26299,10.0,22417460.0,0.048404247,-8673672300000.0
11.0,24989.873,11,9.999996,4998.6924,0.56347656,4998.994969324724,True,0.3026456,1.0,,11.0,1,624522500000.0,4999.256,-236.98463,[-0.611  6.571 -9.598 -9.395],2.1038294e+21,28281,12651823,-1.0,,1.0,500.0,39262.652286052704,4998.995,2571,0.41894197,-236.98463,0.13167867,-29340406.0,256361.97,1.0,1.0,,73213.55,9.999996,24989952.0,14.427389,-1.9955396e+17
11.0,6558.4473,11,9.999999,4998.8667,0.2939453,4999.052970264118,True,0.18625711,1.0,,11.0,1,163901620000.0,4999.1606,-251.73941,[-0.599  6.638 -9.601 -9.29 ],2.4727218e+30,28292,12657323,-1.0,,1.0,500.0,39277.690796136856,4999.0527,2572,0.41894197,-251.73941,0.09295537,-29340852.0,63373.004,1.0,1.0,,18016.094,9.999999,24990532.0,2.5731463,-6.841083e+21
11.0,83627.91,11,9.999995,4998.9585,0.2133789,4999.091361377324,True,0.1328125,1.0,,11.0,1,2089966900000.0,4999.172,-229.86314,[-0.524  6.718 -9.617 -9.232],9.750591e+18,28303,12662823,-1.0,,1.0,500.0,39290.93600606918,4999.0913,2573,0.41894197,-229.86314,0.06306651,-29341252.0,824320.3,1.0,1.0,,234797.67,9.999995,24990916.0,1.1152062,-1.3586933e+16
11.0,6895.9136,11,9.9999895,,4999.294,4544.6506908004985,True,4544.6504,1.0,,11.0,1,172334600000.0,4999.294,-231.3312,[-0.517  6.81  -9.606 -9.148],3.452268e+19,28314,12667824,-1.0,,1.0,454.6363636363636,39304.15792775154,4544.6504,2574,0.41894197,-231.3312,1437.1447,-27069840.0,66234.195,1.0,1.0,,18883.666,9.9999895,22719236.0,1.0170243,-2.556322e+16
11.0,159.78477,11,10.0,,4999.22,4091.0910097633882,True,4091.0908,1.0,,11.0,1,3988118000.0,4999.22,-229.6469,[-0.482  6.886 -9.596 -9.055],1.6817113e+17,28325,12672327,-1.0,,1.0,409.3636363636364,39313.315108537674,4091.0908,2575,0.41894197,-229.6469,1926.2076,-24797802.0,690.0145,1.0,1.0,,230.58186,10.0,20447304.0,0.4628345,-1784120700000000.0
11.0,442.23212,11,10.0,4999.023,0.24902344,4999.136309515577,True,0.11332564,1.0,,11.0,1,11051834000.0,4999.272,-232.18959,[-0.443  6.812 -9.592 -9.148],1.0601292e+16,28336,12677827,-1.0,,1.0,500.0,39327.675720214844,4999.136,2576,0.41894197,-232.18959,0.0783606,-29342000.0,3334.3398,1.0,1.0,,932.4202,10.0,24991364.0,0.39040047,-447967670000000.0
11.0,79652.45,11,9.999998,4998.8633,0.38671875,4999.052449116089,True,0.18909802,1.0,,11.0,1,1990523900000.0,4999.25,-238.91934,[-0.519  6.741 -9.638 -9.201],1.946168e+20,28347,12683327,-1.0,,1.0,500.0,39342.86579179764,4999.0522,2577,0.41894197,-238.91934,0.10156901,-29341094.0,585530.44,1.0,1.0,,178963.62,9.999998,24990526.0,0.9997559,-6.069559e+16
11.0,3341.4482,11,9.999997,4998.981,0.27783203,4999.10769571617,True,0.1266868,1.0,,11.0,1,83504710000.0,4999.259,-234.27132,[-0.49   6.815 -9.625 -9.105],2.9517648e+16,28358,12688827,-1.0,,1.0,500.0,39358.43425154686,4999.108,2578,0.41894197,-234.27132,0.08885036,-29341634.0,26924.047,1.0,1.0,,7835.0605,9.999997,24991080.0,0.3544346,-747555840000000.0
11.0,1051.6019,11,9.999995,9.981837,4989.2856,4545.590733625061,True,4535.609,1.0,,11.0,1,26277700000.0,4999.2676,-227.63976,[-0.41   6.739 -9.612 -9.162],4.466502e+17,28369,12693829,-1.0,,1.0,454.72727272727275,39374.39031791687,4545.5903,2579,0.41894197,-227.63976,1434.2855,-27070220.0,5033.469,1.0,1.0,,1592.3469,9.999995,22719570.0,1.2950937,-2907659000000000.0
11.0,4726.1333,11,10.0,,4999.2715,4544.708216438463,True,4544.7085,1.0,,11.0,1,118113010000.0,4999.2715,-223.93239,[-0.415  6.798 -9.623 -9.053],29245670000000.0,28380,12698830,-1.0,,1.0,454.6363636363636,39387.06211543083,4544.7085,2580,0.41894197,-223.93239,1437.163,-27070396.0,40784.54,1.0,1.0,,11803.965,10.0,22719810.0,0.059347764,-23646236000000.0
11.0,3073.2124,11,9.999998,4998.865,0.41015625,4999.120374452077,True,0.25506037,1.0,,11.0,1,76806150000.0,4999.2754,-232.03142,[-0.492  6.859 -9.629 -8.975],2.7638633e+21,28391,12704330,-1.0,,1.0,500.0,39402.65036582947,4999.1206,2581,0.41894197,-232.03142,0.12947424,-29341800.0,26741.44,1.0,1.0,,7596.4624,9.999998,24991206.0,0.2171116,-2.28726e+17
11.0,294.99286,11,9.999999,4998.9824,0.27246094,4999.171939402959,True,0.18949752,1.0,,11.0,1,7372375600.0,4999.255,-229.04091,[-0.53   6.783 -9.632 -9.066],6.627792e+16,28402,12709830,-1.0,,1.0,500.0,39420.55225467682,4999.1714,2582,0.41894197,-229.04091,0.07905196,-29342264.0,936.7128,1.0,1.0,,377.9906,9.999999,24991720.0,0.5175439,-1120059000000000.0
11.0,618.53925,11,9.999997,4999.006,0.24902344,4999.1055320609,True,0.099653766,1.0,,11.0,1,15458189000.0,4999.255,-236.58438,[-0.458  6.712 -9.636 -9.14 ],6.1282687e+22,28413,12715330,-1.0,,1.0,500.0,39437.75177645683,4999.1055,2583,0.41894197,-236.58438,0.069467574,-29341568.0,4247.9297,1.0,1.0,,1214.0862,9.999997,24991056.0,0.48309642,-1.07701686e+18
11.0,8632.1455,11,9.999996,,4999.2354,4544.657894149067,True,4544.658,1.0,,11.0,1,215733700000.0,4999.2354,-230.84264,[-0.548  6.754 -9.635 -9.065],2.0295667e+19,28424,12720331,-1.0,,1.0,454.6363636363636,39451.62838053703,4544.658,2584,0.41894197,-230.84264,1437.147,-27069852.0,71953.61,1.0,1.0,,20321.873,9.999996,22719308.0,0.5800287,-1.9600025e+16
11.0,7381.322,11,9.999999,4998.866,0.4267578,4999.133860597929,True,0.2676669,1.0,,11.0,1,184460530000.0,4999.293,-244.04494,[-0.56   6.686 -9.632 -9.169],1.334091e+20,28435,12725831,-1.0,,1.0,500.0,39465.629246234894,4999.134,2585,0.41894197,-244.04494,0.11955124,-29341882.0,67495.21,1.0,1.0,,19195.812,9.999999,24991340.0,0.043024044,-5.025214e+16
11.0,11.870886,11,9.999999,4998.797,0.47753906,4999.064119772474,True,0.267223,1.0,,11.0,1,296656900.0,4999.2744,-238.03189,[-0.607  6.771 -9.637 -9.091],509683740000000.0,28446,12731331,-1.0,,1.0,500.0,39479.20723390579,4999.064,2586,0.41894197,-238.03189,0.14353725,-29341252.0,54.135254,1.0,1.0,,16.852398,9.999999,24990644.0,0.052375816,-98221970000000.0
11.0,1.9270205,11,9.999999,4998.9385,0.3330078,4999.150304591449,True,0.21186967,1.0,,11.0,1,48158268.0,4999.2715,-220.35442,[-0.551  6.794 -9.638 -9.078],587718200.0,28457,12736831,-1.0,,1.0,500.0,39493.07385635376,4999.1504,2587,0.41894197,-220.35442,0.09033851,-29342082.0,9.775773,1.0,1.0,,2.5066173,9.999999,24991508.0,0.69838953,-105521095000.0
11.0,754.2012,11,9.999997,9.979805,4989.2124,4091.987932810985,True,4082.0078,1.0,,11.0,1,18842081000.0,4999.1924,-240.83632,[-0.49   6.786 -9.646 -9.069],3.9165114e+20,28468,12741335,-1.0,,1.0,409.45454545454544,39504.26000714302,4091.988,2588,0.41894197,-240.83632,1924.277,-24797626.0,4893.2183,1.0,1.0,,1422.7878,9.999997,20447208.0,1.2266687,-8.609789e+16
