ESSRenyiArithmetic,MeanIW,EpThisIter,ReturnStepMax,InitialReturnMin,OptimizationReturnMax,EpRewMean,Penalization,OptimizationReturnMean,EmpiricalD2Harmonic,OptimizationReturnMin,ESSRenyiHarmonic,Inner Iteration,ReturnMeanIW,InitialReturnMax,MinBehavPdf,Weights,DivergenceHarmonic,EpisodesSoFar,TimestepsSoFar,VarianceInitializer,LearnableVariance,Epsilon,EpLenMean,TimeElapsed,InitialReturnMean,Iteration,MeanEntropy,MinTargetPdf,InitialReturnStd,InitialBound,MaxIW,EmpiricalD2Arithmetic,MeanD2-0,StdWReturnMean,StdIW,ReturnStepMaxmin,WReturnMean,MinIW,Bound
11.0,40.988472,11,10.0,4999.4263,0.24365234,4999.588983797186,True,0.16264205,1.0,,11.0,1,1024546050.0,4999.67,-241.09984,[-0.019  1.594 -4.369 -3.146],23050338000.0,4444,1572048,-1.0,,1.0,500.0,5150.1978368759155,4999.589,404,0.41894197,-241.09984,0.07098575,-29347348.0,246.87463,1.0,1.0,,68.899605,10.0,24995888.0,0.5060953,-661663800000.0
11.0,47.49732,11,10.0,4999.396,0.28759766,4999.557891218837,True,0.16193181,1.0,,11.0,1,1187240800.0,4999.6836,-264.4644,[-0.006  1.507 -4.376 -3.234],10949549000.0,4455,1577548,-1.0,,1.0,500.0,5168.731346607208,4999.558,405,0.41894197,-264.4644,0.086387776,-29347072.0,218.55865,1.0,1.0,,63.65616,10.0,24995580.0,0.0743162,-456517160000.0
11.0,5.5800157,11,10.0,4999.4307,0.2631836,4999.573933089991,True,0.14315519,1.0,,11.0,1,139473820.0,4999.694,-229.09895,[ 0.043  1.594 -4.388 -3.16 ],2756134000000000.0,4466,1583048,-1.0,,1.0,500.0,5182.743691921234,4999.5737,406,0.41894197,-229.09895,0.06212643,-29347246.0,20.787092,1.0,1.0,,5.6924057,10.0,24995738.0,0.7116643,-228444280000000.0
11.0,83.1987,11,9.999999,,4999.6763,4545.057183500755,True,4545.057,1.0,,11.0,1,2077569800.0,4999.6763,-237.91307,[-0.08   1.592 -4.397 -3.184],12451680000000.0,4477,1588049,-1.0,,1.0,454.6363636363636,5196.22435426712,4545.057,407,0.41894197,-237.91307,1437.2732,-27074766.0,483.6522,1.0,1.0,,148.96802,9.999999,22723300.0,0.30767512,-15356755000000.0
11.0,104245.24,11,10.0,4999.4224,0.23486328,4999.573546774714,True,0.15123402,1.0,,11.0,1,2605582400000.0,4999.657,-231.84619,[-0.054  1.694 -4.398 -3.117],3.4721214e+26,4488,1593549,-1.0,,1.0,500.0,5211.922207355499,4999.5737,408,0.41894197,-231.84619,0.07408503,-29347192.0,1015262.7,1.0,1.0,,289116.75,10.0,24995736.0,22.31423,-8.108135e+19
11.0,5.093132,11,10.0,4999.4863,0.19335938,4999.593278739125,True,0.107022375,1.0,,11.0,1,127305660.0,4999.6797,-235.19937,[-0.078  1.447 -4.417 -3.143],4442957000000000.0,4499,1599049,-1.0,,1.0,500.0,5229.40841794014,4999.5933,409,0.41894197,-235.19937,0.055931315,-29347410.0,20.15369,1.0,1.0,,7.1408353,10.0,24995934.0,0.16003433,-290043840000000.0
11.0,1052.2788,11,10.0,4999.5615,0.10839844,4999.601578286297,True,0.040083453,1.0,,11.0,1,26302978000.0,4999.67,-230.40448,[-0.129  1.465 -4.418 -3.113],1279262500000000.0,4510,1604549,-1.0,,1.0,500.0,5248.002030134201,4999.6016,410,0.41894197,-230.40448,0.03683178,-29347480.0,11509.075,1.0,1.0,,3306.7595,10.0,24996016.0,0.3196387,-155660690000000.0
11.0,9159179.0,11,10.0,4999.517,0.1538086,4999.594588163403,True,0.077459164,1.0,,11.0,1,228939240000000.0,4999.671,-231.67581,[-0.071  1.472 -4.417 -3.135],1.4018522e+35,4521,1610049,-1.0,,1.0,500.0,5262.200696706772,4999.594,411,0.41894197,-231.67581,0.042512093,-29347416.0,88198900.0,1.0,1.0,,25092772.0,10.0,24995948.0,3.2461176,-1.6292097e+24
11.0,11.832287,11,10.0,4999.462,0.2133789,4999.594843389601,True,0.13290128,1.0,,11.0,1,295764220.0,4999.6753,-241.04425,[-0.087  1.558 -4.413 -2.901],925256200000000.0,4532,1615549,-1.0,,1.0,500.0,5277.720417261124,4999.5947,412,0.41894197,-241.04425,0.05528743,-29347430.0,62.03607,1.0,1.0,,19.689583,10.0,24995948.0,0.3431107,-132360566000000.0
11.0,61.269913,11,10.0,4999.4565,0.2265625,4999.604439703879,True,0.14790483,1.0,,11.0,1,1531522000.0,4999.683,-231.754,[-0.012  1.635 -4.411 -2.837],10199101000.0,4543,1621049,-1.0,,1.0,500.0,5294.318828821182,4999.6045,413,0.41894197,-231.754,0.06307494,-29347538.0,237.1708,1.0,1.0,,88.113846,10.0,24996046.0,1.1475208,-440981000000.0
11.0,4.513958,11,10.0,4999.454,0.23144531,4999.574584670417,True,0.12038352,1.0,,11.0,1,112827910.0,4999.6855,-231.98076,[ 2.053e-03  1.709e+00 -4.424e+00 -2.738e+00],91665270000.0,4554,1626549,-1.0,,1.0,500.0,5310.658226490021,4999.5747,414,0.41894197,-231.98076,0.06562633,-29347244.0,29.22339,1.0,1.0,,7.908822,10.0,24995746.0,0.11150738,-1317552800000.0
11.0,512.60425,11,10.0,4999.4873,0.19921875,4999.597885884009,True,0.11052912,1.0,,11.0,1,12813370000.0,4999.6865,-225.78331,[-0.113  1.726 -4.43  -2.692],6573885000000.0,4565,1632049,-1.0,,1.0,500.0,5329.906457662582,4999.5977,415,0.41894197,-225.78331,0.05627823,-29347484.0,2751.1362,1.0,1.0,,1023.4564,10.0,24995980.0,0.10989593,-11169614000000.0
11.0,1.7991688,11,10.0,4999.518,0.16015625,4999.58126343617,True,0.063121445,1.0,,11.0,1,44971490.0,4999.678,-244.2397,[-0.062  1.653 -4.433 -2.781],99484445000000.0,4576,1637549,-1.0,,1.0,500.0,5345.229132652283,4999.581,416,0.41894197,-244.2397,0.056497134,-29347296.0,4.6211314,1.0,1.0,,1.3936144,10.0,24995814.0,0.046464752,-43401546000000.0
11.0,34.46918,11,10.0,9.980012,4989.653,4474.146902882439,True,4464.167,1.0,,11.0,1,847938750.0,4999.633,-226.98578,[-0.123  1.643 -4.433 -2.793],5.232246e+18,4587,1642473,-1.0,,1.0,447.6363636363636,5359.49697303772,4474.1465,417,0.41894197,-226.98578,1429.6627,-26413328.0,241.12633,1.0,1.0,,66.44769,10.0,22061926.0,0.17916432,-9953215000000000.0
11.0,1533.2072,11,10.0,3979.7266,1019.9497,4826.888796440773,True,847.1622,1.0,,11.0,1,28854637000.0,4999.6763,-237.32263,[-0.18   1.664 -4.425 -2.78 ],5.8251525e+16,4598,1647786,-1.0,,1.0,483.0,5376.633370399475,4826.889,418,0.41894197,-237.32263,327.418,-27757540.0,10650.003,1.0,1.0,,3193.3633,10.0,23406058.0,0.19156523,-1050249200000000.0
11.0,7.219122,11,10.0,4999.544,0.13574219,4999.616877937863,True,0.07284269,1.0,,11.0,1,180451650.0,4999.6797,-245.30453,[-0.122  1.654 -4.426 -2.8  ],51842675000.0,4609,1653286,-1.0,,1.0,500.0,5394.84366941452,4999.6167,419,0.41894197,-245.30453,0.041964304,-29347660.0,58.18864,1.0,1.0,,16.232212,10.0,24996168.0,0.32328808,-990946400000.0
11.0,13.126301,11,10.0,3759.5898,1240.1094,4755.068670054019,True,995.4789,1.0,,11.0,1,291153380.0,4999.699,-231.26746,[-0.165  1.62  -4.425 -2.83 ],98176340000.0,4620,1658521,-1.0,,1.0,475.90909090909093,5413.412921190262,4755.069,420,0.41894197,-231.26746,405.0947,-27126296.0,64.00726,1.0,1.0,,20.8931,10.0,22774780.0,0.08513897,-1363725400000.0
11.0,230.8265,11,10.0,3179.6882,1819.9739,4485.094486737867,True,1305.4062,1.0,,11.0,1,5123139600.0,4999.662,-218.33223,[-0.205  1.59  -4.423 -2.867],122814070000.0,4631,1663459,-1.0,,1.0,448.90909090909093,5430.314880371094,4485.094,421,0.41894197,-218.33223,728.53033,-24998282.0,1288.1338,1.0,1.0,,382.1086,10.0,20646832.0,0.010443583,-1530047900000.0
11.0,119.47078,11,10.0,19.96054,4979.653,4154.198063164746,True,4134.238,1.0,,11.0,1,2203203000.0,4999.6133,-232.70836,[-0.169  1.503 -4.424 -2.949],2959145200000000.0,4642,1668035,-1.0,,1.0,416.0,5444.88377904892,4154.198,422,0.41894197,-232.70836,1394.0664,-23552124.0,560.41315,1.0,1.0,,174.14836,10.0,19200782.0,0.05305146,-236702600000000.0
11.0,216.40352,11,10.0,2999.7656,1999.9434,4254.232340509085,True,1254.4667,1.0,,11.0,1,2413365000.0,4999.709,-245.95105,[-0.226  1.514 -4.423 -2.926],106704260000.0,4653,1672721,-1.0,,1.0,426.0,5459.348581790924,4254.2324,423,0.41894197,-245.95105,742.91,-23001930.0,1069.6943,1.0,1.0,,371.69492,10.0,18650408.0,0.23501883,-1423836600000.0
11.0,498.3545,11,10.0,4109.711,889.9678,4825.114535539556,True,715.4035,1.0,,11.0,1,11135888000.0,4999.6787,-233.00966,[-0.169  1.492 -4.431 -2.918],1.6798792e+17,4664,1678033,-1.0,,1.0,482.90909090909093,5478.087031364441,4825.1143,424,0.41894197,-233.00966,313.00552,-27731188.0,5018.8975,1.0,1.0,,1430.998,10.0,23379702.0,1.0663803,-1783483000000000.0
11.0,2203.6743,11,10.0,3009.7979,1989.8892,4414.216074767676,True,1404.4183,1.0,,11.0,1,26555310000.0,4999.687,-232.44518,[-0.228  1.48  -4.435 -2.935],4.6731704e+17,4675,1682894,-1.0,,1.0,441.90909090909093,5494.014130353928,4414.216,425,0.41894197,-232.44518,746.087,-24393426.0,13396.0625,1.0,1.0,,4689.6807,10.0,20041950.0,0.107140735,-2974667000000000.0
11.0,156597680.0,11,10.0,4449.6274,550.0679,4926.8973627180685,True,477.26993,1.0,,11.0,1,3910416900000000.0,4999.6953,-228.21072,[-0.166  1.489 -4.435 -2.935],1.971671e+33,4686,1688316,-1.0,,1.0,492.90909090909093,5509.793605089188,4926.8975,426,0.41894197,-228.21072,167.0139,-28653720.0,1612841600.0,1.0,1.0,,461041470.0,10.0,24302212.0,449.93375,-1.932179e+23
11.0,2209.0933,11,10.0,9.979908,4989.6978,4427.83154988598,True,4417.8516,1.0,,11.0,1,34133121000.0,4999.6777,-233.26878,[-0.142  1.409 -4.434 -3.171],1.3699957e+18,4697,1693190,-1.0,,1.0,443.09090909090907,5525.9798793792725,4427.8315,427,0.41894197,-233.26878,1436.0928,-26019518.0,22438.977,1.0,1.0,,6416.2007,10.0,21668056.0,0.21886119,-5093186400000000.0
11.0,454.8592,11,10.0,4999.4355,0.24169922,4999.569325381038,True,0.13378906,1.0,,11.0,1,11369777000.0,4999.6772,-240.12122,[-0.084  1.424 -4.438 -3.154],333756340000000.0,4708,1698690,-1.0,,1.0,500.0,5542.574423074722,4999.569,428,0.41894197,-240.12122,0.08210824,-29347164.0,2823.9514,1.0,1.0,,886.9046,10.0,24995696.0,0.27453017,-79506720000000.0
11.0,972.3466,11,10.0,4999.395,0.25830078,4999.543632433125,True,0.14852628,1.0,,11.0,1,24302799000.0,4999.6533,-243.1744,[-0.033  1.451 -4.446 -3.264],1.4213811e+23,4719,1704190,-1.0,,1.0,500.0,5560.649715185165,4999.5435,429,0.41894197,-243.1744,0.066378824,-29346868.0,10586.813,1.0,1.0,,3040.3804,10.0,24995436.0,0.40638605,-1.6405071e+18
11.0,27.823225,11,10.0,4999.358,0.30029297,4999.526511882712,True,0.16867898,1.0,,11.0,1,695438660.0,4999.658,-220.66881,[ 0.076  1.502 -4.437 -3.231],7930126300.0,4730,1709690,-1.0,,1.0,500.0,5576.830038309097,4999.527,430,0.41894197,-220.66881,0.09193443,-29346700.0,136.56198,1.0,1.0,,39.738316,10.0,24995266.0,0.102647066,-388188300000.0
11.0,24963.72,11,9.999999,4999.493,0.19384766,4999.578274415792,True,0.08522727,1.0,,11.0,1,623981000000.0,4999.687,-234.91335,[ 0.025  1.577 -4.432 -3.144],1.1245617e+30,4741,1715190,-1.0,,1.0,500.0,5595.438111305237,4999.5786,431,0.41894197,-234.91335,0.06468792,-29347270.0,242903.89,1.0,1.0,,69052.945,9.999999,24995784.0,113.4629,-4.6144535e+21
11.0,35698.766,11,10.0,4999.4316,0.2109375,4999.514943459732,True,0.08327415,1.0,,11.0,1,892274540000.0,4999.6426,-228.69287,[ 0.197  1.444 -4.43  -3.267],4.6307027e+19,4752,1720690,-1.0,,1.0,500.0,5612.735107660294,4999.515,432,0.41894197,-228.69287,0.069968104,-29346564.0,381896.62,1.0,1.0,,109483.59,10.0,24995150.0,3.1209035,-2.96113e+16
11.0,17096.389,11,10.0,4999.3623,0.23242188,4999.464609610112,True,0.1024059,1.0,,11.0,1,427304650000.0,4999.5947,-236.87787,[ 0.103  1.464 -4.467 -3.495],2.0881828e+27,4763,1726190,-1.0,,1.0,500.0,5630.791725635529,4999.465,433,0.41894197,-236.87787,0.073719,-29345948.0,123605.89,1.0,1.0,,35255.715,10.0,24994650.0,14.819188,-1.9883686e+20
11.0,86.45844,11,10.0,9.979501,4989.64,4545.935390990687,True,4535.956,1.0,,11.0,1,2158682400.0,4999.6196,-230.35484,[-0.096  1.326 -4.502 -3.546],4.046227e+16,4774,1731192,-1.0,,1.0,454.72727272727275,5648.240468740463,4545.9355,434,0.41894197,-230.35484,1434.3953,-27074362.0,379.99384,1.0,1.0,,118.91742,10.0,22723020.0,1.0583663,-875272100000000.0
11.0,1503.3032,11,10.0,3129.7144,1869.9458,4257.7819261102995,True,1128.0675,1.0,,11.0,1,15461137000.0,4999.66,-220.01857,[-0.158  1.324 -4.501 -3.537],9.804674e+21,4785,1735883,-1.0,,1.0,426.45454545454544,5664.655942201614,4257.7817,435,0.41894197,-220.01857,722.0337,-23001440.0,13748.5205,1.0,1.0,,3895.5962,10.0,18650040.0,0.23932528,-4.308644e+17
11.0,7017.794,11,10.0,3369.5469,1630.0908,4851.3817495694675,True,1481.8347,1.0,,11.0,1,111283250000.0,4999.6377,-224.45732,[-0.096  1.332 -4.503 -3.545],9.473792e+18,4796,1741221,-1.0,,1.0,485.27272727272725,5682.669880628586,4851.382,436,0.41894197,-224.45732,468.5973,-28106896.0,51712.49,1.0,1.0,,15800.006,10.0,23755488.0,0.62399143,-1.339324e+16
11.0,2281.6455,11,10.0,4999.4785,0.15136719,4999.561731491557,True,0.08322976,1.0,,11.0,1,57031490000.0,4999.63,-243.57442,[-0.061  1.402 -4.497 -3.448],1.3753627e+28,4807,1746721,-1.0,,1.0,500.0,5703.112854003906,4999.562,437,0.41894197,-243.57442,0.045835115,-29346998.0,13563.901,1.0,1.0,,4672.6836,10.0,24995618.0,0.19188705,-5.1030206e+20
11.0,662943.3,11,10.0,4999.3677,0.25634766,4999.51862566178,True,0.1509233,1.0,,11.0,1,16570579000000.0,4999.624,-242.84784,[ 0.036  1.472 -4.502 -3.484],5.702125e+36,4818,1752221,-1.0,,1.0,500.0,5722.392336606979,4999.5186,438,0.41894197,-242.84784,0.08199729,-29346566.0,2078104.1,1.0,1.0,,791175.06,10.0,24995188.0,25.068665,-1.0390492e+25
11.0,223.42694,11,9.999999,4999.3374,0.26513672,4999.494926683201,True,0.15758167,1.0,,11.0,1,5584493000.0,4999.6025,-229.04207,[ 0.191  1.359 -4.516 -3.643],25273956000.0,4829,1757721,-1.0,,1.0,500.0,5740.908362627029,4999.4946,439,0.41894197,-229.04207,0.07460295,-29346270.0,904.21564,1.0,1.0,,330.4099,9.999999,24994952.0,0.046842042,-697336800000.0
11.0,453.04297,11,10.0,,4999.546,4544.93877348164,True,4544.939,1.0,,11.0,1,11321660000.0,4999.546,-223.9132,[ 0.222  1.448 -4.547 -3.567],769474600000.0,4840,1762722,-1.0,,1.0,454.6363636363636,5758.6567096710205,4544.939,440,0.41894197,-223.9132,1437.2358,-27073340.0,3768.7441,1.0,1.0,,1089.062,10.0,22722116.0,0.07776634,-3828138600000.0
11.0,1857.6871,11,10.0,4999.1704,0.42822266,4999.4561533586175,True,0.2856889,1.0,,11.0,1,46430626000.0,4999.5986,-244.77135,[ 0.196  1.356 -4.555 -3.647],4834571300000.0,4851,1768222,-1.0,,1.0,500.0,5777.950548648834,4999.456,441,0.41894197,-244.77135,0.12116738,-29345880.0,11992.7705,1.0,1.0,,3935.7952,10.0,24994564.0,0.21384346,-9613795000000.0
11.0,15977213.0,11,10.0,4999.324,0.23535156,4999.47762150251,True,0.1534091,1.0,,11.0,1,399339650000000.0,4999.5596,-244.69077,[ 0.183  1.438 -4.559 -3.554],1.0592696e+37,4862,1773722,-1.0,,1.0,500.0,5798.039190530777,4999.4775,442,0.41894197,-244.69077,0.06416665,-29346032.0,171560960.0,1.0,1.0,,49211316.0,10.0,24994778.0,8.235042,-1.4161517e+25
11.0,5843.582,11,10.0,9.981495,4989.563,4545.806832083265,True,4535.8257,1.0,,11.0,1,146046750000.0,4999.5444,-243.35481,[ 0.028  1.316 -4.575 -3.707],110623166000000.0,4873,1778724,-1.0,,1.0,454.72727272727275,5815.5588710308075,4545.807,443,0.41894197,-243.35481,1434.3539,-27072920.0,52489.984,1.0,1.0,,15110.486,10.0,22721732.0,0.060762577,-45910357000000.0
11.0,4.3787785,11,10.0,4999.4727,0.14550781,4999.53971103566,True,0.067027695,1.0,,11.0,1,109447490.0,4999.618,-253.27757,[-0.042  1.381 -4.566 -3.627],107219960000.0,4884,1784224,-1.0,,1.0,500.0,5834.902918338776,4999.5396,444,0.41894197,-253.27757,0.04496311,-29346754.0,26.307035,1.0,1.0,,7.208462,10.0,24995396.0,0.29819074,-1424911500000.0
11.0,348.04813,11,10.0,4039.512,960.0691,4879.507753269231,True,839.9957,1.0,,11.0,1,8660525000.0,4999.581,-248.46126,[-0.103  1.373 -4.569 -3.637],370474080000000.0,4895,1789595,-1.0,,1.0,488.27272727272725,5853.003424882889,4879.5073,445,0.41894197,-248.46126,279.88876,-28239226.0,3208.3652,1.0,1.0,,906.7533,10.0,23887934.0,0.08570204,-83759500000000.0
11.0,67459.03,11,9.999999,4229.6074,770.00146,4788.601509627729,True,558.99414,1.0,,11.0,1,1643038400000.0,4999.609,-221.56776,[-0.121  1.286 -4.578 -3.726],3.7418022e+21,4906,1794868,-1.0,,1.0,479.3636363636364,5871.855971097946,4788.6016,446,0.41894197,-221.56776,281.49945,-27361248.0,720500.5,1.0,1.0,,206543.08,9.999999,23009948.0,0.2758066,-2.6616945e+17
11.0,22.56325,11,10.0,4999.366,0.203125,4999.458420918659,True,0.09215199,1.0,,11.0,1,563951040.0,4999.5693,-235.45628,[-0.063  1.308 -4.578 -3.722],78415560000.0,4917,1800368,-1.0,,1.0,500.0,5892.83789396286,4999.4585,447,0.41894197,-235.45628,0.059745975,-29345846.0,136.78304,1.0,1.0,,40.049778,10.0,24994584.0,0.11695862,-1219018600000.0
11.0,29.803272,11,9.999999,4999.0996,0.453125,4999.464596691324,True,0.36519,1.0,,11.0,1,744935230.0,4999.5527,-240.82755,[-0.013  1.333 -4.581 -3.693],274212500000.0,4928,1805868,-1.0,,1.0,500.0,5913.752381563187,4999.4653,448,0.41894197,-240.82755,0.12384803,-29345888.0,258.64343,1.0,1.0,,73.30862,9.999999,24994650.0,0.12997602,-2279244600000.0
11.0,658.46936,11,9.999999,4999.1504,0.44335938,4999.41647524954,True,0.26620206,1.0,,11.0,1,16458260000.0,4999.5938,-239.5745,[ 0.08   1.251 -4.589 -3.681],3431637700000.0,4939,1811368,-1.0,,1.0,500.0,5932.9888651371,4999.4165,449,0.41894197,-239.5745,0.14154676,-29345476.0,3921.3862,1.0,1.0,,1350.2688,9.999999,24994166.0,2.6252587,-8076980600000.0
11.0,642.7895,11,10.0,4999.278,0.32666016,4999.468130664805,True,0.19025213,1.0,,11.0,1,16067168000.0,4999.6045,-249.341,[ 0.107  1.315 -4.585 -3.577],2767504300000.0,4950,1816868,-1.0,,1.0,500.0,5952.3753933906555,4999.4683,450,0.41894197,-249.341,0.10269747,-29346012.0,6873.6406,1.0,1.0,,1970.4604,10.0,24994680.0,0.18845722,-7254732400000.0
11.0,280.273,11,10.0,4999.174,0.36132812,4999.430690381762,True,0.25683594,1.0,,11.0,1,7005232600.0,4999.535,-230.85477,[ 0.098  1.21  -4.581 -3.644],1604244500000.0,4961,1822368,-1.0,,1.0,500.0,5972.054424524307,4999.43,451,0.41894197,-230.85477,0.115897834,-29345508.0,1792.9323,1.0,1.0,,542.1895,10.0,24994308.0,0.71521324,-5518096000000.0
11.0,600.4805,11,10.0,4999.081,0.43896484,4999.296759912258,True,0.21573153,1.0,,11.0,1,15006663000.0,4999.52,-244.6311,[ 0.126  1.144 -4.582 -3.747],557235900000000.0,4972,1827868,-1.0,,1.0,500.0,5992.555190563202,4999.297,452,0.41894197,-244.6311,0.14478926,-29344120.0,4106.318,1.0,1.0,,1259.6873,10.0,24992968.0,0.06899816,-102726530000000.0
11.0,673.4883,11,9.999998,4999.007,0.46142578,4999.260537342303,True,0.25359553,1.0,,11.0,1,16832471000.0,4999.4683,-222.56882,[ 0.095  1.071 -4.585 -3.843],206266510000000.0,4983,1833368,-1.0,,1.0,500.0,6013.355090856552,4999.2603,453,0.41894197,-222.56882,0.12848352,-29343668.0,4479.1836,1.0,1.0,,1355.6091,9.999998,24992606.0,0.24311638,-62506035000000.0
11.0,7039.1514,11,10.0,4998.5254,0.90185547,4998.994760829397,True,0.46941584,1.0,,11.0,1,175919480000.0,4999.4272,-234.72873,[ 0.158  1.002 -4.59  -3.926],1.0643214e+20,4994,1838868,-1.0,,1.0,500.0,6033.635806798935,4998.995,454,0.41894197,-234.72873,0.25390723,-29340928.0,59142.285,1.0,1.0,,16832.879,10.0,24989950.0,0.20290828,-4.4887107e+16
11.0,8488.512,11,10.0,4998.333,0.8754883,4998.759014835937,True,0.4259144,1.0,,11.0,1,212110740000.0,4999.2085,-236.96425,[ 0.22   0.917 -4.583 -3.993],6.4426136e+27,5005,1844368,-1.0,,1.0,500.0,6053.731285095215,4998.7593,455,0.41894197,-236.96425,0.27652094,-29338176.0,49845.37,1.0,1.0,,14736.981,10.0,24987590.0,17.802404,-3.492019e+20
11.0,10.924104,11,9.999995,779.3927,4219.326,4614.834735500427,True,3835.4424,1.0,,11.0,1,267900880.0,4998.7188,-240.89653,[ 0.224  0.802 -4.586 -4.042],1192825100.0,5016,1849447,-1.0,,1.0,461.72727272727275,6071.346705675125,4614.835,456,0.41894197,-240.89653,1212.8734,-27117492.0,57.02487,1.0,1.0,,16.054457,9.999995,22767762.0,0.0045947405,-150495180000.0
11.0,12.321244,11,10.0,4997.1865,1.9619141,4998.52247976904,True,1.3358487,1.0,,11.0,1,307820220.0,4999.1484,-240.11546,[ 0.226  0.856 -4.585 -4.01 ],11014356000.0,5027,1854947,-1.0,,1.0,500.0,6091.562003135681,4998.522,457,0.41894197,-240.11546,0.580138,-29335718.0,96.71585,1.0,1.0,,26.90269,10.0,24985226.0,0.7445443,-456885470000.0
11.0,94827.54,11,9.999999,4997.9795,0.9716797,4998.435681934445,True,0.45618784,1.0,,11.0,1,2369139500000.0,4998.951,-234.60666,[ 0.241  0.805 -4.584 -4.043],1.1443793e+28,5038,1860447,-1.0,,1.0,500.0,6113.073568820953,4998.4355,458,0.41894197,-234.60666,0.3122251,-29334492.0,772536.1,1.0,1.0,,222967.08,9.999999,24984360.0,0.24550217,-4.6535656e+20
11.0,1681.3237,11,9.999999,4998.132,1.097168,4998.61940474264,True,0.48752663,1.0,,11.0,1,42004365000.0,4999.229,-236.01875,[ 0.155  0.717 -4.595 -4.062],3.89184e+17,5049,1865947,-1.0,,1.0,500.0,6134.0080671310425,4998.619,459,0.41894197,-236.01875,0.33817208,-29336824.0,13573.84,1.0,1.0,,3902.1729,9.999999,24986196.0,0.0050549665,-2714146300000000.0
11.0,2145.7126,11,9.999999,,4999.4204,4544.622703795282,True,4544.6226,1.0,,11.0,1,53617103000.0,4999.4204,-228.50305,[ 0.062  0.741 -4.602 -3.983],5.0563956e+23,5060,1870948,-1.0,,1.0,454.6363636363636,6153.2265038490295,4544.6226,460,0.41894197,-228.50305,1437.1359,-27069912.0,15070.793,1.0,1.0,,4256.36,9.999999,22718954.0,0.10348371,-3.0938756e+18
11.0,237.88203,11,10.0,4998.547,0.77001953,4998.975581730941,True,0.42862216,1.0,,11.0,1,5943729700.0,4999.317,-236.81569,[ 0.131  0.833 -4.605 -3.932],826516900000.0,5071,1876448,-1.0,,1.0,500.0,6172.619881868362,4998.976,461,0.41894197,-236.81569,0.23197153,-29340544.0,2489.6196,1.0,1.0,,712.45264,10.0,24989756.0,0.46354127,-3961342100000.0
11.0,14188.912,11,10.0,4998.722,0.6621094,4999.016750788027,True,0.29469994,1.0,,11.0,1,354566400000.0,4999.3843,-230.23454,[ 0.102  0.944 -4.598 -3.981],1.15099446e+21,5082,1881948,-1.0,,1.0,500.0,6192.812413454056,4999.017,462,0.41894197,-230.23454,0.23058182,-29341076.0,67141.86,1.0,1.0,,24710.15,10.0,24990170.0,0.5188723,-1.4760932e+17
11.0,83654.41,11,10.0,4998.659,0.7158203,4998.967486924644,True,0.3083718,1.0,,11.0,1,2090335900000.0,4999.375,-232.01375,[ 0.086  0.847 -4.585 -4.057],2.2882047e+21,5093,1887448,-1.0,,1.0,500.0,6213.460882425308,4998.968,463,0.41894197,-232.01375,0.2248731,-29340532.0,569458.6,1.0,1.0,,172063.33,10.0,24989680.0,1.173193,-2.0812595e+17
11.0,1039.3654,11,9.999998,4998.99,0.4584961,4999.165843970733,True,0.17560369,1.0,,11.0,1,25974886000.0,4999.4487,-245.83801,[ 0.054  0.937 -4.588 -3.976],5.7072925e+21,5104,1892948,-1.0,,1.0,500.0,6234.362250328064,4999.166,464,0.41894197,-245.83801,0.12525895,-29342664.0,11178.833,1.0,1.0,,3206.8982,9.999998,24991660.0,0.5034765,-3.2870202e+17
11.0,113.57976,11,10.0,,4999.2246,4544.5120833775845,True,4544.512,1.0,,11.0,1,2836320300.0,4999.2246,-222.21718,[ 0.17   0.906 -4.574 -3.944],140621300000.0,5115,1897949,-1.0,,1.0,454.6363636363636,6253.566898107529,4544.512,465,0.41894197,-222.21718,1437.101,-27068440.0,583.3603,1.0,1.0,,177.54465,10.0,22717850.0,0.43023905,-1634286700000.0
11.0,11357018.0,11,9.999999,4997.7134,1.5229492,4998.581989019321,True,0.86865234,1.0,,11.0,1,283666380000000.0,4999.2363,-248.12532,[ 0.255  0.879 -4.571 -4.031],2.5297882e+34,5126,1903449,-1.0,,1.0,500.0,6274.540556907654,4998.5815,466,0.41894197,-248.12532,0.42359617,-29336460.0,124001380.0,1.0,1.0,,35622030.0,9.999999,24985824.0,0.7877887,-6.919782e+23
11.0,135211.02,11,9.999999,1499.4438,3499.957,4634.186125690854,True,3134.7422,1.0,,11.0,1,3307490000000.0,4999.401,-230.2619,[ 0.297  0.971 -4.568 -3.958],2.5096225e+33,5137,1908550,-1.0,,1.0,463.72727272727275,6293.50593662262,4634.186,467,0.41894197,-230.2619,1001.9599,-26830532.0,1223146.6,1.0,1.0,,347812.88,9.999999,22479604.0,8.244849,-2.179632e+23
