eRenyi2,VarRet,AvgVanillaIw,AvgRet,BatchSize,IterType,MaxVanillaIw,MinVanillaIw,VarDiscRet,ESSClassic,AvgDiscRet,MaxNormIw,AvgEpLen,J,EpsThisIter,VarNormIw,VarVanillaIw,Delta,Bound,VanillaAvgRet,MinNormIw,VarJ,AvgNormIw,ESSRenyi
1.0,1326.08398475,1.0,-447.579795968,500,2,1.0,1.0,1326.08398475,100.0,-447.579795968,0.01,500.0,-447.58,100,3.50449e-18,,0.9,-466.188,-447.579795968,0.01,36.2329,0.01,500.0
1.0,1642.23346314,1.0,-450.059116941,500,2,1.0,1.0,1642.23346314,200.000000102,-450.059116941,0.005,500.0,-448.819,100,2.1793e-19,,0.9,-463.173,-450.059116941,0.005,38.3517,0.005,500.0
1.0,1562.53461221,1.0,-448.031613835,500,2,1.0,1.0,1562.53461221,299.999969474,-448.031613835,0.00333333,500.0,-448.557,100,5.43914e-20,,0.9,-460.277,-448.031613835,0.00333333,38.6826,0.00333333,500.0
1.0,2208.84025639,1.0,-445.807546538,500,2,1.0,1.0,2208.84025639,400.0,-445.807546538,0.0025,500.0,-447.87,100,5.4346e-20,,0.9,-458.021,-445.807546538,0.0025,40.8701,0.0025,500.0
2.67592,1789.04858672,1.10461,-441.880920295,500,1,8.21003,4.25206e-05,1789.04858672,183.123742534,-441.880920295,0.014865,500.0,-437.431,100,6.93544e-06,2.11561,0.9,-452.284,-441.880920295,7.69873e-08,57.4492,0.002,186.85189056
1.0,1548.80110916,1.0,-452.85724764,500,2,1.0,1.0,1548.80110916,100.0,-452.85724764,0.01,500.0,-452.857,100,3.50449e-18,,0.9,-472.286,-452.85724764,0.01,39.1575,0.01,500.0
1.0,1576.82673786,1.0,-451.13691219,500,2,1.0,1.0,1576.82673786,200.000000102,-451.13691219,0.005,500.0,-451.997,100,2.1793e-19,,0.9,-465.736,-451.13691219,0.005,39.3437,0.005,500.0
1.0,1376.26469607,1.0,-446.126265371,500,2,1.0,1.0,1376.26469607,299.999969474,-446.126265371,0.00333333,500.0,-450.04,100,5.43914e-20,,0.9,-461.538,-446.126265371,0.00333333,38.6494,0.00333333,500.0
1.0,1344.69356762,1.0,-443.030949926,500,2,1.0,1.0,1344.69356762,400.0,-443.030949926,0.0025,500.0,-448.288,100,5.4346e-20,,0.9,-458.245,-443.030949926,0.0025,38.2408,0.0025,500.0
1.43254,1544.93535291,1.04844,-455.789530352,500,1,8.14228,0.0206181,1544.93535291,333.562915927,-455.789530352,0.0155322,500.0,-446.919,100,1.99987e-06,0.549576,0.9,-457.578,-455.789530352,3.9331e-05,45.0757,0.002,349.030843885
1.0,1423.07175754,1.0,-449.731859632,500,2,1.0,1.0,1423.07175754,100.0,-449.731859632,0.01,500.0,-449.732,100,3.50449e-18,,0.9,-468.75,-449.731859632,0.01,37.5345,0.01,500.0
1.0,1942.87364148,1.0,-448.994291936,500,2,1.0,1.0,1942.87364148,200.000000102,-448.994291936,0.005,500.0,-449.363,100,2.1793e-19,,0.9,-462.979,-448.994291936,0.005,40.8201,0.005,500.0
1.0,1352.28444872,1.0,-454.445741735,500,2,1.0,1.0,1352.28444872,299.999969474,-454.445741735,0.00333333,500.0,-451.057,100,5.43914e-20,,0.9,-462.197,-454.445741735,0.00333333,39.5329,0.00333333,500.0
1.0,2284.34651223,1.0,-457.374212598,500,2,1.0,1.0,2284.34651223,400.0,-457.374212598,0.0025,500.0,-452.637,100,5.4346e-20,,0.9,-463.035,-457.374212598,0.0025,41.7731,0.0025,500.0
2.21812,1670.89655346,1.04599,-447.532569299,500,1,6.97992,0.00262784,1670.89655346,224.234862191,-447.532569299,0.0133461,500.0,-444.041,100,4.92908e-06,1.34822,0.9,-457.892,-447.532569299,5.0246e-06,55.069,0.002,225.415817433
1.0,1144.25296033,1.0,-451.671081528,500,2,1.0,1.0,1144.25296033,100.0,-451.671081528,0.01,500.0,-451.671,100,3.50449e-18,,0.9,-469.584,-451.671081528,0.01,33.6572,0.01,500.0
1.0,1228.85928771,1.0,-447.442283959,500,2,1.0,1.0,1228.85928771,200.000000102,-447.442283959,0.005,500.0,-449.557,100,2.1793e-19,,0.9,-462.913,-447.442283959,0.005,34.3389,0.005,500.0
1.0,1831.00507346,1.0,-451.157166171,500,2,1.0,1.0,1831.00507346,299.999969474,-451.157166171,0.00333333,500.0,-450.09,100,5.43914e-20,,0.9,-461.677,-451.157166171,0.00333333,37.2949,0.00333333,500.0
1.0,1491.0719081,1.0,-445.797741537,500,2,1.0,1.0,1491.0719081,400.0,-445.797741537,0.0025,500.0,-449.017,100,5.4346e-20,,0.9,-459.051,-445.797741537,0.0025,37.6255,0.0025,500.0
1.34017,1484.48997859,1.03934,-444.418113293,500,1,5.26748,0.0265865,1484.48997859,381.607989563,-444.418113293,0.0101362,500.0,-445.278,100,1.24346e-06,0.335807,0.9,-455.668,-444.418113293,5.11604e-05,43.5139,0.002,373.086259137
1.0,1412.45448488,1.0,-444.11910376,500,2,1.0,1.0,1412.45448488,100.0,-444.11910376,0.01,500.0,-444.119,100,3.50449e-18,,0.9,-462.999,-444.11910376,0.01,37.3942,0.01,500.0
1.0,1488.70052381,1.0,-450.568852737,500,2,1.0,1.0,1488.70052381,200.000000102,-450.568852737,0.005,500.0,-447.344,100,2.1793e-19,,0.9,-461.64,-450.568852737,0.005,38.0325,0.005,500.0
1.0,1678.97142893,1.0,-452.940315273,500,2,1.0,1.0,1678.97142893,299.999969474,-452.940315273,0.00333333,500.0,-449.209,100,5.43914e-20,,0.9,-460.882,-452.940315273,0.00333333,39.0555,0.00333333,500.0
1.0,1620.40044071,1.0,-452.818814904,500,2,1.0,1.0,1620.40044071,400.0,-452.818814904,0.0025,500.0,-450.112,100,5.4346e-20,,0.9,-460.221,-452.818814904,0.0025,39.3382,0.0025,500.0
3.18602,1080.01254699,1.00235,-445.26852428,500,1,38.6467,0.000152614,1080.01254699,95.056387565,-445.26852428,0.0771124,500.0,-437.51,100,1.70743e-05,4.28863,0.9,-453.648,-445.26852428,3.04513e-07,128.77,0.002,156.93565274
1.0,1481.16260781,1.0,-449.779856076,500,2,1.0,1.0,1481.16260781,100.0,-449.779856076,0.01,500.0,-449.78,100,3.50449e-18,,0.9,-469.199,-449.779856076,0.01,38.293,0.01,500.0
1.0,1087.50047253,1.0,-447.660344152,500,2,1.0,1.0,1087.50047253,200.000000102,-447.660344152,0.005,500.0,-448.72,100,2.1793e-19,,0.9,-462.452,-447.660344152,0.005,35.6737,0.005,500.0
1.0,1252.62529519,1.0,-451.66505881,500,2,1.0,1.0,1252.62529519,299.999969474,-451.66505881,0.00333333,500.0,-449.702,100,5.43914e-20,,0.9,-460.914,-451.66505881,0.00333333,35.5486,0.00333333,500.0
1.0,1910.35835307,1.0,-448.886007686,500,2,1.0,1.0,1910.35835307,400.0,-448.886007686,0.0025,500.0,-449.498,100,5.4346e-20,,0.9,-460.533,-448.886007686,0.0025,37.6924,0.0025,500.0
1.0,1391.48152905,0.999975,-449.988196329,500,1,1.00119,0.99875,1391.48152905,499.999962393,-449.988196329,0.00200242,500.0,-449.594,100,3.55662e-13,8.89109e-08,0.9,-459.465,-449.988196329,0.00199755,37.5775,0.002,500.0
1.0,1628.56547672,1.0,-449.522886892,500,2,1.0,1.0,1628.56547672,100.0,-449.522886892,0.01,500.0,-449.523,100,3.50449e-18,,0.9,-468.035,-449.522886892,0.01,40.1532,0.01,500.0
1.0,1162.89935945,1.0,-445.1186485,500,2,1.0,1.0,1162.89935945,200.000000102,-445.1186485,0.005,500.0,-447.321,100,2.1793e-19,,0.9,-460.411,-445.1186485,0.005,37.2374,0.005,500.0
1.0,1641.19603404,1.0,-448.77138356,500,2,1.0,1.0,1641.19603404,299.999969474,-448.77138356,0.00333333,500.0,-447.804,100,5.43914e-20,,0.9,-458.492,-448.77138356,0.00333333,38.2946,0.00333333,500.0
1.0,1871.7737008,1.0,-454.718633909,500,2,1.0,1.0,1871.7737008,400.0,-454.718633909,0.0025,500.0,-449.533,100,5.4346e-20,,0.9,-459.252,-454.718633909,0.0025,39.6496,0.0025,500.0
1.0,1665.04917861,0.999943,-455.328895124,500,1,1.00589,0.987213,1665.04917861,499.998772924,-455.328895124,0.0020119,500.0,-450.681,100,1.15715e-11,2.89254e-06,0.9,-460.053,-455.328895124,0.00197454,39.8888,0.002,499.999105932
1.0,1471.23587694,1.0,-446.194223255,500,2,1.0,1.0,1471.23587694,100.0,-446.194223255,0.01,500.0,-446.194,100,3.50449e-18,,0.9,-464.972,-446.194223255,0.01,38.1644,0.01,500.0
1.0,1957.87003476,1.0,-449.218442154,500,2,1.0,1.0,1957.87003476,200.000000102,-449.218442154,0.005,500.0,-447.706,100,2.1793e-19,,0.9,-461.729,-449.218442154,0.005,41.2273,0.005,500.0
1.0,1694.03537529,1.0,-456.191925353,500,2,1.0,1.0,1694.03537529,299.999969474,-456.191925353,0.00333333,500.0,-450.535,100,5.43914e-20,,0.9,-461.984,-456.191925353,0.00333333,41.3299,0.00333333,500.0
1.0,1443.24893351,1.0,-448.77529644,500,2,1.0,1.0,1443.24893351,400.0,-448.77529644,0.0025,500.0,-450.095,100,5.4346e-20,,0.9,-460.011,-448.77529644,0.0025,40.4834,0.0025,500.0
1.0,1558.58425234,1.00002,-448.052465918,500,1,1.00254,0.998449,1558.58425234,499.999854289,-448.052465918,0.00200504,500.0,-449.683,100,1.12652e-12,2.81638e-07,0.9,-458.552,-448.052465918,0.00199686,40.2519,0.002,499.999880791
1.0,1531.38962937,1.0,-447.600704637,500,2,1.0,1.0,1531.38962937,100.0,-447.600704637,0.01,500.0,-447.601,100,3.50449e-18,,0.9,-465.208,-447.600704637,0.01,38.9368,0.01,500.0
1.0,1568.71252638,1.0,-449.47483921,500,2,1.0,1.0,1568.71252638,200.000000102,-449.47483921,0.005,500.0,-448.538,100,2.1793e-19,,0.9,-461.465,-449.47483921,0.005,39.1845,0.005,500.0
1.0,1965.06738621,1.0,-454.833812996,500,2,1.0,1.0,1965.06738621,299.999969474,-454.833812996,0.00333333,500.0,-450.636,100,5.43914e-20,,0.9,-462.892,-454.833812996,0.00333333,40.9988,0.00333333,500.0
1.0,1585.80394211,1.0,-450.450906238,500,2,1.0,1.0,1585.80394211,400.0,-450.450906238,0.0025,500.0,-450.59,100,5.4346e-20,,0.9,-461.203,-450.450906238,0.0025,40.6592,0.0025,500.0
1.00001,1673.03943888,1.0001,-449.859683046,500,1,1.00998,0.993122,1673.03943888,499.997873527,-449.859683046,0.00201975,500.0,-450.434,100,1.57062e-11,3.92737e-06,0.9,-459.927,-449.859683046,0.00198604,40.6568,0.002,499.995231674
1.0,1369.38595137,1.0,-447.40573287,500,2,1.0,1.0,1369.38595137,100.0,-447.40573287,0.01,500.0,-447.406,100,3.50449e-18,,0.9,-466.393,-447.40573287,0.01,36.8197,0.01,500.0
1.0,1486.93324179,1.0,-448.178534594,500,2,1.0,1.0,1486.93324179,200.000000102,-448.178534594,0.005,500.0,-447.792,100,2.1793e-19,,0.9,-461.218,-448.178534594,0.005,37.6036,0.005,500.0
1.0,1816.05008543,1.0,-447.339751319,500,2,1.0,1.0,1816.05008543,299.999969474,-447.339751319,0.00333333,500.0,-447.641,100,5.43914e-20,,0.9,-458.723,-447.339751319,0.00333333,39.2687,0.00333333,500.0
1.0,1589.67592845,1.0,-447.657932019,500,2,1.0,1.0,1589.67592845,400.0,-447.657932019,0.0025,500.0,-447.645,100,5.4346e-20,,0.9,-457.243,-447.657932019,0.0025,39.3696,0.0025,500.0
1.0,1816.64625303,0.999967,-453.295782225,500,1,1.00763,0.994003,1816.64625303,499.998267122,-453.295782225,0.00201532,500.0,-448.762,100,1.50221e-11,3.75527e-06,0.9,-457.559,-453.295782225,0.00198807,40.0456,0.002,499.998748306
1.0,1352.9284125,1.0,-448.640379178,500,2,1.0,1.0,1352.9284125,100.0,-448.640379178,0.01,500.0,-448.64,100,3.50449e-18,,0.9,-466.964,-448.640379178,0.01,36.5978,0.01,500.0
1.0,2395.03455295,1.0,-449.584908218,500,2,1.0,1.0,2395.03455295,200.000000102,-449.584908218,0.005,500.0,-449.113,100,2.1793e-19,,0.9,-463.388,-449.584908218,0.005,43.0751,0.005,500.0
1.0,1120.27219704,1.0,-449.242031624,500,2,1.0,1.0,1120.27219704,299.999969474,-449.242031624,0.00333333,500.0,-449.156,100,5.43914e-20,,0.9,-460.812,-449.242031624,0.00333333,40.0833,0.00333333,500.0
1.0,1448.00652682,1.0,-447.817671513,500,2,1.0,1.0,1448.00652682,400.0,-447.817671513,0.0025,500.0,-448.821,100,5.4346e-20,,0.9,-458.969,-447.817671513,0.0025,39.5439,0.0025,500.0
1.00097,1765.85305826,1.0025,-453.235421669,500,1,1.09848,0.850529,1765.85305826,499.510764488,-453.235421669,0.00219147,500.0,-449.489,100,3.92505e-09,0.000986182,0.9,-458.57,-453.235421669,0.00169681,39.7838,0.002,499.513027961
1.0,1482.53000869,1.0,-448.986434044,500,2,1.0,1.0,1482.53000869,100.0,-448.986434044,0.01,500.0,-448.986,100,3.50449e-18,,0.9,-467.466,-448.986434044,0.01,38.3106,0.01,500.0
1.0,1558.93611755,1.0,-449.256649965,500,2,1.0,1.0,1558.93611755,200.000000102,-449.256649965,0.005,500.0,-449.122,100,2.1793e-19,,0.9,-462.188,-449.256649965,0.005,38.8013,0.005,500.0
1.0,1818.44586948,1.0,-455.013510807,500,2,1.0,1.0,1818.44586948,299.999969474,-455.013510807,0.00333333,500.0,-451.086,100,5.43914e-20,,0.9,-462.444,-455.013510807,0.00333333,40.1435,0.00333333,500.0
1.0,1408.83424018,1.0,-448.118223717,500,2,1.0,1.0,1408.83424018,400.0,-448.118223717,0.0025,500.0,-450.344,100,5.4346e-20,,0.9,-460.181,-448.118223717,0.0025,39.4837,0.0025,500.0
1.00002,2152.42153275,1.00008,-458.781593639,500,1,1.03546,0.977138,2152.42153275,499.981826559,-458.781593639,0.00207076,500.0,-451.991,100,1.45984e-10,3.6502e-05,0.9,-462.313,-458.781593639,0.00195411,41.0305,0.002,499.989629007
1.0,1409.00818365,1.0,-455.089707333,500,2,1.0,1.0,1409.00818365,100.0,-455.089707333,0.01,500.0,-455.09,100,3.50449e-18,,0.9,-473.893,-455.089707333,0.01,37.3486,0.01,500.0
1.0,1384.09139483,1.0,-451.334031463,500,2,1.0,1.0,1384.09139483,200.000000102,-451.334031463,0.005,500.0,-453.212,100,2.1793e-19,,0.9,-466.508,-451.334031463,0.005,37.2305,0.005,500.0
1.0,1329.45175567,1.0,-446.674537718,500,2,1.0,1.0,1329.45175567,299.999969474,-446.674537718,0.00333333,500.0,-451.033,100,5.43914e-20,,0.9,-461.889,-446.674537718,0.00333333,37.0444,0.00333333,500.0
1.0,1484.15766548,1.0,-447.898937175,500,2,1.0,1.0,1484.15766548,400.0,-447.898937175,0.0025,500.0,-450.249,100,5.4346e-20,,0.9,-459.651,-447.898937175,0.0025,37.395,0.0025,500.0
1.00017,1432.0531784,0.999311,-450.116278563,500,1,1.03086,0.941475,1432.0531784,499.915143489,-450.116278563,0.00206314,500.0,-450.163,100,6.80649e-10,0.000169928,0.9,-458.644,-450.116278563,0.00188425,37.4361,0.002,499.914541548
1.0,1618.9330784,1.0,-451.548909019,500,2,1.0,1.0,1618.9330784,100.0,-451.548909019,0.01,500.0,-451.549,100,3.50449e-18,,0.9,-470.273,-451.548909019,0.01,40.0343,0.01,500.0
1.0,1351.5172039,1.0,-448.83324043,500,2,1.0,1.0,1351.5172039,200.000000102,-448.83324043,0.005,500.0,-450.191,100,2.1793e-19,,0.9,-463.431,-448.83324043,0.005,38.3695,0.005,500.0
1.0,1812.3429099,1.0,-452.383818529,500,2,1.0,1.0,1812.3429099,299.999969474,-452.383818529,0.00333333,500.0,-450.922,100,5.43914e-20,,0.9,-461.738,-452.383818529,0.00333333,39.757,0.00333333,500.0
1.0,1365.74002445,1.0,-455.538594398,500,2,1.0,1.0,1365.74002445,400.0,-455.538594398,0.0025,500.0,-452.076,100,5.4346e-20,,0.9,-461.443,-455.538594398,0.0025,39.083,0.0025,500.0
1.0,1661.45344206,1.0,-456.239847854,500,1,1.00006,0.999986,1661.45344206,499.999727231,-456.239847854,0.00200012,500.0,-452.909,100,1.87917e-16,4.70258e-11,0.9,-461.611,-456.239847854,0.00199997,39.4173,0.002,500.0
1.0,1622.41234325,1.0,-448.483825278,500,2,1.0,1.0,1622.41234325,100.0,-448.483825278,0.01,500.0,-448.484,100,3.50449e-18,,0.9,-467.415,-448.483825278,0.01,40.0773,0.01,500.0
1.0,1309.95548525,1.0,-446.177754278,500,2,1.0,1.0,1309.95548525,200.000000102,-446.177754278,0.005,500.0,-447.331,100,2.1793e-19,,0.9,-460.717,-446.177754278,0.005,38.1163,0.005,500.0
1.0,1764.76449796,1.0,-452.692945475,500,2,1.0,1.0,1764.76449796,299.999969474,-452.692945475,0.00333333,500.0,-449.118,100,5.43914e-20,,0.9,-460.048,-452.692945475,0.00333333,39.463,0.00333333,500.0
1.0,1340.42214535,1.0,-460.459602605,500,2,1.0,1.0,1340.42214535,400.0,-460.459602605,0.0025,500.0,-451.954,100,5.4346e-20,,0.9,-461.419,-460.459602605,0.0025,39.0368,0.0025,500.0
1.00001,2026.63024523,1.0,-444.93611101,500,1,1.00001,0.99999,2026.63024523,499.999836044,-444.93611101,0.00200002,500.0,-450.55,100,2.00496e-17,4.97682e-12,0.9,-459.354,-444.93611101,0.00199998,40.3515,0.002,499.996185332
1.0,1518.28641582,1.0,-458.153026393,500,2,1.0,1.0,1518.28641582,100.0,-458.153026393,0.01,500.0,-458.153,100,3.50449e-18,,0.9,-478.612,-458.153026393,0.01,38.7699,0.01,500.0
1.0,1715.54957651,1.0,-457.18160872,500,2,1.0,1.0,1715.54957651,200.000000102,-457.18160872,0.005,500.0,-457.667,100,2.1793e-19,,0.9,-472.134,-457.18160872,0.005,40.0123,0.005,500.0
1.0,1305.41410862,1.0,-438.458009372,500,2,1.0,1.0,1305.41410862,299.999969474,-438.458009372,0.00333333,500.0,-451.264,100,5.43914e-20,,0.9,-463.076,-438.458009372,0.00333333,39.7506,0.00333333,500.0
1.0,1601.00444357,1.0,-449.481436739,500,2,1.0,1.0,1601.00444357,400.0,-449.481436739,0.0025,500.0,-450.818,100,5.4346e-20,,0.9,-461.048,-449.481436739,0.0025,39.7734,0.0025,500.0
1.0,1755.86375045,0.999998,-452.59468056,500,1,1.00005,0.999913,1755.86375045,500.0000154,-452.59468056,0.0020001,500.0,-451.174,100,7.38104e-16,1.84569e-10,0.9,-460.323,-452.59468056,0.00199983,40.1709,0.002,500.0
1.0,1743.006565,1.0,-451.309411224,500,2,1.0,1.0,1743.006565,100.0,-451.309411224,0.01,500.0,-451.309,100,3.50449e-18,,0.9,-471.083,-451.309411224,0.01,41.5401,0.01,500.0
1.0,1232.13196748,1.0,-450.975317317,500,2,1.0,1.0,1232.13196748,200.000000102,-450.975317317,0.005,500.0,-451.142,100,2.1793e-19,,0.9,-465.125,-450.975317317,0.005,38.3761,0.005,500.0
1.0,1138.6834959,1.0,-451.638205887,500,2,1.0,1.0,1138.6834959,299.999969474,-451.638205887,0.00333333,500.0,-451.308,100,5.43914e-20,,0.9,-462.724,-451.638205887,0.00333333,36.8461,0.00333333,500.0
1.0,1693.47406486,1.0,-450.697602712,500,2,1.0,1.0,1693.47406486,400.0,-450.697602712,0.0025,500.0,-451.155,100,5.4346e-20,,0.9,-461.256,-450.697602712,0.0025,37.9135,0.0025,500.0
1.0,1540.13567478,0.999997,-450.761872255,500,1,1.00014,0.9997,1540.13567478,499.999866815,-450.761872255,0.00200028,500.0,-451.076,100,8.00089e-15,2.00025e-09,0.9,-460.111,-450.761872255,0.00199941,38.1429,0.002,500.0
1.0,1594.5355252,1.0,-451.839354623,500,2,1.0,1.0,1594.5355252,100.0,-451.839354623,0.01,500.0,-451.839,100,3.50449e-18,,0.9,-472.712,-451.839354623,0.01,39.7315,0.01,500.0
1.0,2469.55413292,1.0,-455.354040025,500,2,1.0,1.0,2469.55413292,200.000000102,-455.354040025,0.005,500.0,-453.597,100,2.1793e-19,,0.9,-469.672,-455.354040025,0.005,44.8867,0.005,500.0
1.0,1443.84312909,1.0,-450.007293478,500,2,1.0,1.0,1443.84312909,299.999969474,-450.007293478,0.00333333,500.0,-452.4,100,5.43914e-20,,0.9,-465.525,-450.007293478,0.00333333,42.6912,0.00333333,500.0
1.0,1062.42631188,1.0,-440.142161064,500,2,1.0,1.0,1062.42631188,400.0,-440.142161064,0.0025,500.0,-449.336,100,5.4346e-20,,0.9,-460.702,-440.142161064,0.0025,40.7189,0.0025,500.0
1.0,1381.28665748,0.999997,-450.631661007,500,1,1.00021,0.999688,1381.28665748,499.999879322,-450.631661007,0.00200043,500.0,-449.595,100,1.34721e-14,3.36802e-09,0.9,-459.761,-450.631661007,0.00199938,40.0021,0.002,500.0
1.0,1748.79319517,1.0,-451.397769003,500,2,1.0,1.0,1748.79319517,100.0,-451.397769003,0.01,500.0,-451.398,100,3.50449e-18,,0.9,-470.401,-451.397769003,0.01,41.609,0.01,500.0
1.0,1505.19108971,1.0,-448.835101925,500,2,1.0,1.0,1505.19108971,200.000000102,-448.835101925,0.005,500.0,-450.116,100,2.1793e-19,,0.9,-463.554,-448.835101925,0.005,40.1543,0.005,500.0
1.0,1534.75822996,1.0,-446.858827249,500,2,1.0,1.0,1534.75822996,299.999969474,-446.858827249,0.00333333,500.0,-449.031,100,5.43914e-20,,0.9,-460.002,-446.858827249,0.00333333,39.7962,0.00333333,500.0
1.0,1358.72351279,1.0,-448.624119037,500,2,1.0,1.0,1358.72351279,400.0,-448.624119037,0.0025,500.0,-448.929,100,5.4346e-20,,0.9,-458.431,-448.624119037,0.0025,39.04,0.0025,500.0
1.0,1425.71390894,1.0,-447.574721657,500,1,1.00005,0.999989,1425.71390894,499.999386035,-447.574721657,0.0020001,500.0,-448.658,100,2.08165e-16,5.20268e-11,0.9,-457.157,-447.574721657,0.00199998,38.7541,0.002,500.0
1.0,1382.52557163,1.0,-455.292892892,500,2,1.0,1.0,1382.52557163,100.0,-455.292892892,0.01,500.0,-455.293,100,3.50449e-18,,0.9,-473.992,-455.292892892,0.01,36.996,0.01,500.0
1.0,1852.26725245,1.0,-449.800627344,500,2,1.0,1.0,1852.26725245,200.000000102,-449.800627344,0.005,500.0,-452.547,100,2.1793e-19,,0.9,-466.76,-449.800627344,0.005,40.1094,0.005,500.0
1.0,2090.96725616,1.0,-449.470371351,500,2,1.0,1.0,2090.96725616,299.999969474,-449.470371351,0.00333333,500.0,-451.521,100,5.43914e-20,,0.9,-463.23,-449.470371351,0.00333333,42.0075,0.00333333,500.0
1.0,1404.25168599,1.0,-446.645529878,500,2,1.0,1.0,1404.25168599,400.0,-446.645529878,0.0025,500.0,-450.302,100,5.4346e-20,,0.9,-460.443,-446.645529878,0.0025,40.9327,0.0025,500.0
1.0,1556.22764853,1.0,-442.111605547,500,1,1.00054,0.999138,1556.22764853,500.000281796,-442.111605547,0.00200107,500.0,-448.663,100,1.03742e-13,2.59354e-08,0.9,-457.733,-442.111605547,0.00199827,40.7329,0.002,500.0
1.0,1708.06543307,1.0,-452.526287433,500,2,1.0,1.0,1708.06543307,100.0,-452.526287433,0.01,500.0,-452.526,100,3.50449e-18,,0.9,-471.418,-452.526287433,0.01,41.1216,0.01,500.0
1.0,2543.96205352,1.0,-452.164262847,500,2,1.0,1.0,2543.96205352,200.000000102,-452.164262847,0.005,500.0,-452.345,100,2.1793e-19,,0.9,-466.997,-452.164262847,0.005,45.878,0.005,500.0
1.0,1360.83498862,1.0,-447.180983571,500,2,1.0,1.0,1360.83498862,299.999969474,-447.180983571,0.00333333,500.0,-450.624,100,5.43914e-20,,0.9,-462.587,-447.180983571,0.00333333,43.1068,0.00333333,500.0
1.0,1520.09991678,1.0,-439.497755143,500,2,1.0,1.0,1520.09991678,400.0,-439.497755143,0.0025,500.0,-447.842,100,5.4346e-20,,0.9,-458.203,-439.497755143,0.0025,42.3448,0.0025,500.0
1.0,1734.06525823,1.0,-446.920124546,500,1,1.00073,0.998929,1734.06525823,499.999825787,-446.920124546,0.00200145,500.0,-447.656,100,1.58908e-13,3.97269e-08,0.9,-456.923,-446.920124546,0.00199786,42.1651,0.002,500.0
1.0,1686.28561676,1.0,-448.936325621,500,2,1.0,1.0,1686.28561676,100.0,-448.936325621,0.01,500.0,-448.936,100,3.50449e-18,,0.9,-466.893,-448.936325621,0.01,40.8586,0.01,500.0
1.0,1946.60808652,1.0,-455.529398614,500,2,1.0,1.0,1946.60808652,200.000000102,-455.529398614,0.005,500.0,-452.233,100,2.1793e-19,,0.9,-465.52,-455.529398614,0.005,42.5341,0.005,500.0
1.0,1735.80677059,1.0,-449.18771435,500,2,1.0,1.0,1735.80677059,299.999969474,-449.18771435,0.00333333,500.0,-451.218,100,5.43914e-20,,0.9,-462.865,-449.18771435,0.00333333,42.2016,0.00333333,500.0
1.0,1788.04959881,1.0,-453.798395843,500,2,1.0,1.0,1788.04959881,400.0,-453.798395843,0.0025,500.0,-451.863,100,5.4346e-20,,0.9,-462.377,-453.798395843,0.0025,42.1844,0.0025,500.0
1.00001,1567.77176805,1.0,-447.426900283,500,1,1.00001,0.999998,1567.77176805,499.999652939,-447.426900283,0.00200002,500.0,-450.976,100,1.39432e-17,3.51031e-12,0.9,-460.379,-447.426900283,0.002,41.6795,0.002,499.996185332
1.0,1969.72014827,1.0,-446.911024305,500,2,1.0,1.0,1969.72014827,100.0,-446.911024305,0.01,500.0,-446.911,100,3.50449e-18,,0.9,-466.948,-446.911024305,0.01,44.1591,0.01,500.0
1.0,1204.20513203,1.0,-445.295664684,500,2,1.0,1.0,1204.20513203,200.000000102,-445.295664684,0.005,500.0,-446.103,100,2.1793e-19,,0.9,-460.272,-445.295664684,0.005,39.6452,0.005,500.0
1.0,1185.04861924,1.0,-445.525018779,500,2,1.0,1.0,1185.04861924,299.999969474,-445.525018779,0.00333333,500.0,-445.911,100,5.43914e-20,,0.9,-457.479,-445.525018779,0.00333333,37.9338,0.00333333,500.0
1.0,1456.76982473,1.0,-448.51092709,500,2,1.0,1.0,1456.76982473,400.0,-448.51092709,0.0025,500.0,-446.561,100,5.4346e-20,,0.9,-456.579,-448.51092709,0.0025,37.9611,0.0025,500.0
1.0,1422.08078638,1.0,-449.653375414,500,1,1.0,1.0,1422.08078638,500.000006643,-449.653375414,0.002,500.0,-447.179,100,5.43187e-20,,0.9,-456.14,-449.653375414,0.002,37.8938,0.002,500.0
1.0,1893.21475988,1.0,-455.015230367,500,2,1.0,1.0,1893.21475988,100.0,-455.015230367,0.01,500.0,-455.015,100,3.50449e-18,,0.9,-475.76,-455.015230367,0.01,43.293,0.01,500.0
1.0,1301.18775476,1.0,-442.605218363,500,2,1.0,1.0,1301.18775476,200.000000102,-442.605218363,0.005,500.0,-448.81,100,2.1793e-19,,0.9,-463.479,-442.605218363,0.005,40.2459,0.005,500.0
1.0,2045.83570504,1.0,-447.068976018,500,2,1.0,1.0,2045.83570504,299.999969474,-447.068976018,0.00333333,500.0,-448.23,100,5.43914e-20,,0.9,-460.207,-447.068976018,0.00333333,41.9001,0.00333333,500.0
1.0,1583.83128683,1.0,-450.590710768,500,2,1.0,1.0,1583.83128683,400.0,-450.590710768,0.0025,500.0,-448.82,100,5.4346e-20,,0.9,-459.192,-450.590710768,0.0025,41.3492,0.0025,500.0
1.0,1571.72086667,1.0,-450.471114352,500,1,1.0,1.0,1571.72086667,500.000006643,-450.471114352,0.002,500.0,-449.15,100,5.43187e-20,,0.9,-458.428,-450.471114352,0.002,40.981,0.002,500.0
