Weights,ReturnMeanIW,InitialReturnMean,MeanIW,MinIWNorm,Bound,MaxIW,EpThisIter,EmpiricalD2,ESSRenyi,Iteration,InitialReturnStd,MinIW,InitialReturnMax,EpRewMean,StdIW,TimeElapsed,TimestepsSoFar,InitialBound,MeanIWNorm,MaxIWNorm,EpisodesSoFar,StdIWNorm,J_sample_variance,InitialReturnMin,ESSClassic,EpLenMean
[-2.201  1.168 -3.253 -1.318 -3.333],0.36448383,1.2207031e-05,0.99919844,0.007726723,0.36448383,1.1767738,100,1.0045235,99.54968,158,126.22053,0.7726723,471.0124,658.8262463452814,0.07489889,1196.031670331955,2554534,1.0967255e-05,0.009991985,0.011767738,15800,0.0007489889,16035.926,-189.02734,99.44126,66.9
[-2.203  1.17  -3.255 -1.321 -3.337],6.8703995,-4.272461e-05,0.9096083,0.0027313866,6.8703995,2.7811897,100,1.3748163,72.73699,159,156.37181,0.27313867,633.19476,676.631729080736,0.5168475,1200.9721720218658,2561402,-4.386902e-05,0.009096083,0.027811896,15900,0.0051684757,28576.38,-196.82623,75.59371,68.68
[-2.209  1.168 -3.258 -1.322 -3.338],3.9838576,-4.8828124e-06,0.9659389,0.0010930626,3.9838576,4.086012,100,1.4465582,69.12961,160,144.76016,0.10930626,659.92365,659.9297448003351,0.6555357,1205.7039425373077,2568103,-3.0994415e-06,0.00965939,0.040860116,16000,0.006555356,30976.662,-170.13245,68.46653,67.01
[-2.208  1.174 -3.251 -1.315 -3.336],61.051727,2.9907227e-05,0.89499116,4.387573e-05,61.051727,7.104656,100,6.6880603,14.952019,161,175.4877,0.0043875733,766.72156,683.1283230965369,1.2185655,1209.4679009914398,2575036,2.8133392e-05,0.008949911,0.07104656,16100,0.012185654,92045.62,-203.37042,35.04114,69.33
[-2.207  1.186 -3.252 -1.307 -3.343],82.670654,-1.3427734e-05,0.9414345,2.2592562e-08,82.670654,36.36387,100,4324.7993,0.02312246,162,154.86513,2.2592562e-06,598.6062,671.2250867428568,5.09271,1213.738080739975,2581850,-1.2874603e-05,0.009414344,0.36363867,16200,0.0509271,2330117.5,-181.44678,3.304373,68.14
[-2.186  1.194 -3.261 -1.311 -3.349],53.385296,-1.7700195e-05,0.53840655,5.094501e-09,53.385296,14.070802,100,5822158.0,1.7175762e-05,163,140.88322,5.094501e-07,360.815,689.0272632287275,1.5901575,1218.455641746521,2588842,-1.847744e-05,0.005384066,0.14070801,16300,0.015901575,40129.027,-179.24957,10.285026,69.92
[-2.208  1.216 -3.258 -1.261 -3.339],28.56525,-4.2114258e-05,1.118519,0.00024842864,28.56525,9.038718,100,4.63684,21.566412,164,163.77673,0.024842864,621.3009,698.5230264146809,1.5372007,1222.6709020137787,2595929,-4.339218e-05,0.011185188,0.09038718,16400,0.015372007,98947.75,-198.75098,34.617054,70.87
[-2.214  1.211 -3.251 -1.268 -3.31 ],70.73986,-1.4648437e-05,0.54185885,4.9401283e-09,70.73986,13.361784,100,2172069.5,4.6039044e-05,165,176.18958,4.9401285e-07,863.9034,705.9220432548606,1.5635612,1227.540246963501,2603090,-1.3828278e-05,0.0054185884,0.13361783,16500,0.015635611,165224.78,-206.14731,10.722248,71.61
[-2.241  1.227 -3.262 -1.223 -3.312],64.16892,1.8310546e-06,0.48786092,1.7750041e-08,64.16892,13.106886,100,310104600.0,3.2247183e-07,166,153.64542,1.7750042e-06,544.91876,704.9188842740681,1.8475434,1232.847898721695,2610241,1.9073486e-06,0.004878609,0.13106886,16600,0.018475434,201542.7,-215.14075,6.518232,71.51
[-2.266  1.241 -3.261 -1.179 -3.3  ],47.349968,-0.00012084961,0.7052858,2.0768304e-05,47.349968,14.408184,100,66.60201,1.5014561,167,172.61844,0.0020768305,563.8972,755.9166264647589,1.7435327,1238.491245508194,2617902,-0.00012207031,0.007052858,0.14408183,16700,0.017435327,232291.12,-256.13287,14.062227,76.61
[-2.255  1.25  -3.263 -1.185 -3.287],29.571508,-5.3710937e-05,0.5195884,1.2826258e-05,29.571508,6.406888,100,1097.751,0.09109534,168,146.0037,0.0012826258,597.6484,732.2127754435536,0.87500846,1242.9639444351196,2625326,-5.364418e-05,0.005195884,0.064068876,16800,0.008750084,29109.018,-202.4093,26.068855,74.24
[-2.28   1.277 -3.284 -1.175 -3.258],22.450565,5.126953e-05,0.9535361,0.0002646025,22.450565,6.0093193,100,2.8884246,34.62095,169,145.75784,0.026460253,481.198,768.6057636290404,1.0472031,1248.1430189609528,2633114,5.1498413e-05,0.00953536,0.06009319,16900,0.010472029,28478.52,-268.83453,45.32862,77.88
[-2.277  1.284 -3.286 -1.174 -3.268],39.436996,6.7749024e-05,0.73540556,2.2186644e-08,39.436996,21.42677,100,6180390.5,1.6180207e-05,170,151.14452,2.2186643e-06,454.23718,745.5988241937085,2.2783306,1251.827383518219,2640672,7.033348e-05,0.0073540565,0.21426769,17000,0.022783304,61568.977,-255.86432,9.435766,75.58
[-2.268  1.276 -3.286 -1.206 -3.258],25.375319,1.0986329e-05,1.1724274,3.6521396e-05,25.375319,40.195965,100,93.62318,1.0681115,171,157.15244,0.0036521398,696.8314,753.0171005527023,4.3854976,1256.9403307437897,2648304,1.1444092e-05,0.011724273,0.40195963,17100,0.043854978,32271.963,-243.24866,6.670424,76.32
[-2.255  1.285 -3.277 -1.219 -3.234],52.476215,-5.4931643e-06,0.55168843,7.019701e-10,52.476215,12.586931,100,30083664000.0,3.3240632e-09,172,194.37651,7.019701e-08,882.3304,757.5066474334761,1.8321797,1262.5305519104004,2655981,-5.722046e-06,0.005516885,0.1258693,17200,0.018321795,185894.61,-267.7273,8.31303,76.77
[-2.243  1.281 -3.28  -1.273 -3.206],4.0261693,3.601074e-05,1.0012271,0.0047560576,4.0261693,1.6557114,100,1.0694655,93.504654,173,173.88797,0.4756058,833.5983,746.2212924500924,0.2365033,1267.3244450092316,2663545,3.2901764e-05,0.010012273,0.016557114,17300,0.0023650331,34058.605,-236.42392,94.71519,75.64
[-2.239  1.281 -3.275 -1.275 -3.214],40.626198,-3.234863e-05,0.6282526,1.5036858e-05,40.626198,9.388681,100,18.20771,5.492179,174,177.12866,0.0015036858,775.8194,734.0144337506479,1.1712165,1272.3026881217957,2670987,-3.3140182e-05,0.006282526,0.093886815,17400,0.011712166,76123.625,-194.2359,22.344334,74.42
[-2.23   1.289 -3.278 -1.287 -3.226],296.58594,5.4931643e-06,0.79509467,7.1623285e-09,296.58594,60.608086,100,2699.3652,0.037045747,175,153.51935,7.162329e-07,513.31274,736.5160024554561,6.025791,1277.3985323905945,2678454,4.7683716e-06,0.007950948,0.60608083,17500,0.060257904,8943930.0,-216.72229,1.7112496,74.67
[-2.24   1.272 -3.272 -1.274 -3.237],61.025383,-5.432129e-05,0.9579771,4.7337124e-07,61.025383,49.935932,100,304.45218,0.32845882,176,173.4982,4.7337126e-05,541.3233,758.5222270330794,5.1292744,1282.478661775589,2686141,-5.2690506e-05,0.00957977,0.4993593,17600,0.051292736,263175.6,-238.72333,3.370604,76.87
[-2.229  1.282 -3.273 -1.298 -3.26 ],72.297676,-7.385254e-05,0.78352594,5.170211e-10,72.297676,73.181175,100,1656598.9,6.0364644e-05,177,177.1708,5.1702113e-08,786.697,733.1178412159907,7.278477,1286.9472744464874,2693574,-7.581711e-05,0.007835258,0.73181176,17700,0.07278477,501868.72,-223.35562,1.1455706,74.33
[-2.256  1.278 -3.265 -1.263 -3.27 ],66.87976,-2.4414062e-06,0.6507516,4.4553814e-12,66.87976,6.1246357,100,613353200.0,1.630382e-07,178,190.69943,4.4553813e-10,1168.6194,751.2190554962485,1.177071,1292.8316180706024,2701188,-3.8146973e-06,0.006507516,0.061246354,17800,0.011770709,54471.88,-241.43774,23.409824,76.14
[-2.256  1.263 -3.282 -1.317 -3.263],116.38353,-3.3569337e-05,1.6581608,7.190169e-22,116.38353,111.077,100,1.4271803e+28,7.0068236e-27,179,141.50926,7.190169e-20,549.6161,690.2217693449164,11.372937,1296.8304135799408,2708192,-3.3140182e-05,0.016581608,1.11077,17900,0.11372937,1238697.2,-180.43924,2.0814831,70.04
[-2.252  1.227 -3.296 -1.404 -3.248],50.659878,7.3242186e-06,1.3053087,8.9606374e-08,50.659878,69.63319,100,1108.7944,0.09018804,180,134.33919,8.960637e-06,627.5044,672.3292277404984,7.843958,1301.6271047592163,2715017,7.390976e-06,0.013053085,0.69633186,18000,0.07843958,299659.16,-172.5329,2.6945915,68.25
[-2.24   1.245 -3.296 -1.401 -3.272],113.12776,-3.0517578e-05,0.7701497,7.1893573e-06,113.12776,11.140691,100,39.68833,2.5196323,181,183.17139,0.00071893574,740.31354,699.5259104315871,1.6028988,1306.9179928302765,2722114,-3.0517578e-05,0.007701497,0.11140691,18100,0.01602899,576306.7,-219.7503,18.755621,70.97
[-2.254  1.241 -3.295 -1.384 -3.264],11852.626,-1.0986329e-05,37.03145,2.1351631e-13,11852.626,3692.8762,100,5.0738234e+18,1.9709002e-17,182,163.88951,2.1351632e-11,670.71814,669.1219349126787,367.42645,1311.1566429138184,2728907,-9.059906e-06,0.37031448,36.92876,18200,3.6742644,14027140000.0,-189.34015,1.0055677,67.93
[-2.28   1.221 -3.301 -1.465 -3.16 ],153.85817,-6.80542e-05,1.3184516,6.124883e-08,153.85817,66.258194,100,1110.8282,0.090022914,183,141.00609,6.124883e-06,483.31097,646.5292849357422,6.931815,1317.0100927352905,2735474,-6.711483e-05,0.013184519,0.6625819,18300,0.06931814,3621075.8,-186.72986,3.4914074,65.67
[-2.295  1.205 -3.295 -1.455 -3.19 ],60.93019,-7.93457e-06,0.7232886,1.557854e-05,60.93019,7.5856514,100,16.017414,6.243205,184,161.5844,0.001557854,905.0052,654.8329376153581,1.1937029,1322.3643515110016,2742124,-7.6293945e-06,0.007232886,0.075856514,18400,0.011937029,281134.03,-215.0502,26.854555,66.5
[-2.289  1.22  -3.295 -1.445 -3.199],52.64964,9.765625e-06,0.6993098,3.535875e-05,52.64964,7.2613316,100,28.15324,3.551989,185,195.84453,0.0035358751,1251.7043,658.1289785887863,1.3326675,1327.1026351451874,2748807,9.536743e-06,0.006993098,0.072613314,18500,0.013326674,146576.98,-198.34161,21.590567,66.83
[-2.289  1.238 -3.296 -1.426 -3.204],93.504295,-1.2207031e-06,0.6535414,3.618345e-09,93.504295,9.8051195,100,71626.83,0.001396125,186,172.36792,3.618345e-07,778.48737,701.3322125346972,1.5122391,1331.7699930667877,2755922,-3.33786e-06,0.006535413,0.09805119,18600,0.01512239,457438.66,-211.55609,15.737617,71.15
[-2.304  1.268 -3.286 -1.377 -3.211],89.322914,6.1035156e-05,0.94951993,2.4075163e-07,89.322914,16.186464,100,36514.434,0.002738643,187,166.93112,2.4075163e-05,682.7951,687.0252709953753,2.3150554,1336.609488248825,2762894,6.5267086e-05,0.0094952,0.16186464,18700,0.023150556,741839.5,-217.26071,14.399909,69.72
[-2.32   1.287 -3.284 -1.334 -3.217],11.003578,-2.5634765e-05,1.0216671,0.0023303765,11.003578,3.1128747,100,1.3868829,72.10414,188,154.61525,0.23303765,576.5133,713.3276164896118,0.6843486,1341.0743527412415,2770129,-2.4318695e-05,0.01021667,0.031128747,18800,0.006843486,35392.145,-223.52844,69.02841,72.35
[-2.328  1.297 -3.283 -1.339 -3.249],20.825947,-0.00010314942,0.98587173,0.00016382965,20.825947,18.49143,100,8.5910225,11.640058,189,152.52141,0.016382966,556.2083,693.6192236601319,2.0337882,1346.3517501354218,2777167,-0.000102996826,0.009858717,0.1849143,18900,0.020337883,62562.207,-183.84991,19.026972,70.38
[-2.332  1.292 -3.275 -1.319 -3.226],144.50172,1.8310546e-06,1.4386148,1.0485071e-09,144.50172,128.85422,100,2877248.0,3.4755434e-05,190,175.03357,1.0485071e-07,757.7163,732.1252417277266,12.819716,1351.2643070220947,2784590,1.4305115e-06,0.014386148,1.2885422,19000,0.12819715,1928350.0,-232.31519,1.2436475,74.23
[-2.367  1.3   -3.273 -1.271 -3.275],245.84276,3.4179688e-05,0.50220597,1.65309e-08,245.84276,28.822586,100,36633172.0,2.7297663e-06,191,188.25577,1.65309e-06,803.21564,736.6233928540667,2.8987062,1355.7875146865845,2792058,3.33786e-05,0.005022059,0.28822586,19100,0.028987061,5363046.0,-256.8329,2.9141462,74.68
[-2.385  1.308 -3.271 -1.22  -3.262],98.20126,-2.5024414e-05,0.9135083,7.7435736e-10,98.20126,35.842316,100,7608565.0,1.31430825e-05,192,129.73386,7.7435736e-08,458.91382,690.91147373384,4.5213842,1360.0722107887268,2799069,-2.3841858e-05,0.009135081,0.35842314,19200,0.045213845,1194757.0,-201.11295,3.921987,70.11
[-2.395  1.288 -3.271 -1.243 -3.249],104.54257,3.112793e-05,0.7798675,2.6720287e-24,104.54257,71.166916,100,inf,,193,159.75412,2.6720286e-22,878.5376,681.316440204672,7.0788016,1365.4465548992157,2805984,2.9802322e-05,0.0077986745,0.71166915,19300,0.07078801,840628.94,-181.52444,1.1991756,69.15
[-2.323  1.226 -3.193 -1.323 -3.13 ],11.901346,-6.958008e-05,0.9627411,0.0007507291,11.901346,6.004064,100,1.9784024,50.545834,194,192.69829,0.075072914,883.6179,696.2311350493977,0.9836002,1370.6322548389435,2813048,-6.9856644e-05,0.009627411,0.060040638,19400,0.009836001,48831.62,-216.43994,48.928417,70.64
[-2.322  1.231 -3.201 -1.336 -3.137],75.13434,3.1433105e-05,0.52496564,9.879415e-09,75.13434,18.032667,100,9562.682,0.010457317,195,134.04666,9.879415e-07,472.69403,657.128754411716,2.2609677,1374.7824730873108,2819721,2.9757619e-05,0.0052496563,0.18032667,19500,0.022609679,232771.05,-177.35382,5.115279,66.73
[-2.325  1.26  -3.203 -1.303 -3.149],311.2143,3.7841797e-05,1.9582611,4.461598e-08,311.2143,68.83762,100,3886.4363,0.025730513,196,107.434006,4.461598e-06,378.6093,661.2283705864902,9.825661,1379.0437636375427,2826435,3.7670135e-05,0.01958261,0.68837625,19600,0.09825661,4466568.0,-161.43964,3.8203306,67.14
[-2.298  1.264 -3.205 -1.332 -3.153],35.956486,0.00011230469,0.6593348,1.656257e-06,35.956486,11.250054,100,1592.6166,0.06278975,197,182.41739,0.00016562571,883.3181,696.5247719768367,1.449674,1384.262065410614,2833502,0.000112354755,0.006593347,0.11250054,19700,0.01449674,49045.156,-196.7439,17.140175,70.67
[-2.311  1.287 -3.209 -1.295 -3.162],89.53662,1.2207031e-06,0.65048593,8.299747e-08,89.53662,16.715929,100,218.672,0.45730594,198,144.59183,8.299747e-06,473.72656,716.1210926571267,1.9474009,1389.4094035625458,2840765,1.4305115e-06,0.0065048593,0.16715929,19800,0.01947401,266830.44,-206.3587,10.0375185,72.63
[-2.322  1.272 -3.205 -1.311 -3.179],69.99717,5.9814454e-05,0.6794818,9.64972e-09,69.99717,39.652798,100,1176295.6,8.5012645e-05,199,197.29674,9.649721e-07,1110.6101,719.2252242446667,4.047958,1393.9919514656067,2848059,5.8174133e-05,0.0067948173,0.39652798,19900,0.04047958,406443.97,-219.46344,2.7404137,72.94
[-2.361  1.292 -3.211 -1.266 -3.208],85.82894,-7.3242186e-06,1.1347252,4.38085e-06,85.82894,28.48011,100,80.41913,1.2434852,200,132.75717,0.00043808503,439.10773,700.7235652425354,3.8748014,1399.0079457759857,2855168,-6.198883e-06,0.011347253,0.2848011,20000,0.03874802,710016.5,-200.92993,7.8985767,71.09
[-2.373  1.279 -3.21  -1.266 -3.233],29.81658,6.8969726e-05,0.9024263,5.515066e-05,29.81658,11.106174,100,8.005507,12.491401,201,132.4465,0.005515066,615.12463,684.725047331054,1.5046635,1404.0831387043,2862117,7.1167946e-05,0.0090242615,0.111061744,20100,0.015046634,49350.38,-184.9422,26.454563,69.49
[-2.372  1.292 -3.197 -1.254 -3.281],67.96304,-2.6855469e-05,0.7019754,7.262662e-07,67.96304,15.042977,100,4877.3086,0.020503111,202,174.2928,7.262662e-05,644.723,725.1202171384516,1.8035904,1408.1502363681793,2869470,-2.7656555e-05,0.0070197545,0.15042977,20200,0.018035904,54259.31,-235.33356,13.155576,73.53
[-2.38   1.304 -3.196 -1.219 -3.278],36.654037,2.4414063e-05,0.55265933,5.347073e-07,36.654037,10.198754,100,4945.544,0.020220222,203,165.01541,5.347073e-05,835.319,724.5152796487273,1.716625,1412.9270906448364,2876817,2.193451e-05,0.0055265934,0.10198754,20300,0.01716625,49284.074,-244.73175,9.391463,73.47
[-2.367  1.302 -3.203 -1.251 -3.282],392.33423,-4.8828126e-05,1.1371241,6.0405704e-20,392.33423,56.009632,100,2.287736e+31,4.371134e-30,204,146.1236,6.040571e-18,557.3269,702.5208231217028,6.660025,1418.2801187038422,2883944,-5.00679e-05,0.011371239,0.5600963,20400,0.06660025,7076748.5,-212.73553,2.8325958,71.27
[-2.344  1.278 -3.215 -1.334 -3.274],2938.17,5.126953e-05,6.228119,7.355966e-10,2938.17,611.7389,100,174981.62,0.0005714886,205,169.13887,7.355966e-08,708.33246,691.5257443028994,60.857735,1423.5798449516296,2890961,5.340576e-05,0.06228118,6.1173887,20500,0.6085774,856171300.0,-191.75473,1.0364716,70.17
[-2.339  1.308 -3.212 -1.324 -3.342],68.54043,-1.373291e-05,1.2142144,4.800535e-06,68.54043,43.554333,100,4314.556,0.023177356,206,148.78345,0.0004800535,562.51825,707.3223146364218,4.9410763,1429.478752374649,2898136,-1.3232231e-05,0.012142143,0.43554333,20600,0.049410764,813861.8,-207.56244,5.69486,71.75
[-2.356  1.314 -3.215 -1.29  -3.328],55.538723,-2.4414062e-06,1.0889026,2.051388e-05,55.538723,37.78867,100,8.343759,11.985006,207,167.3138,0.0020513881,827.71594,722.1210943564469,4.1308465,1434.51815867424,2905459,-2.1457672e-06,0.010889026,0.37788668,20700,0.041308463,650303.75,-212.34265,6.497177,73.23
[-2.359  1.31  -3.204 -1.271 -3.39 ],22.431293,7.324219e-05,1.1154107,2.546879e-05,22.431293,16.259623,100,26.072918,3.8353972,208,147.41925,0.002546879,585.9367,713.9168812958164,2.3528266,1439.6411044597626,2912700,7.3194504e-05,0.011154107,0.16259623,20800,0.023528267,65409.5,-224.1145,18.35034,72.41
[-2.358  1.323 -3.208 -1.262 -3.391],90.20891,-1.5258789e-05,0.8201684,1.982144e-08,90.20891,21.925728,100,632774.94,0.00015803408,209,180.37706,1.982144e-06,712.02057,757.8197445415244,3.376101,1444.1896567344666,2920380,-1.335144e-05,0.008201685,0.21925728,20900,0.03376101,718248.4,-248.03583,5.572785,76.8
[-2.374  1.327 -3.206 -1.224 -3.404],74.623604,-5.859375e-05,0.89700806,3.6792974e-06,74.623604,24.798508,100,344.04758,0.29065746,210,156.97427,0.00036792975,608.5438,731.3037748199415,2.837242,1449.2786748409271,2927795,-5.6266785e-05,0.008970081,0.24798506,21000,0.02837242,317231.1,-221.52039,9.087101,74.15
[-2.363  1.334 -3.208 -1.244 -3.406],196.45694,-1.4648437e-05,1.4160901,2.7044292e-08,196.45694,62.626377,100,172562.69,0.0005794995,211,190.17526,2.7044293e-06,715.4178,764.4137479820195,7.0965548,1454.590264081955,2935541,-1.6212463e-05,0.014160901,0.62626374,21100,0.07096555,4793611.0,-264.66357,3.8293843,77.46
[-2.37   1.344 -3.202 -1.214 -3.402],180.42165,-1.586914e-05,4.49069,1.7931077e-09,180.42165,427.09476,100,396202.97,0.0002523959,212,171.45407,1.7931077e-07,896.51355,753.2990554906588,42.482704,1459.461876630783,2943176,-1.7762184e-05,0.0449069,4.2709475,21200,0.42482704,2452278.0,-253.55188,1.105035,76.35
[-2.389  1.331 -3.202 -1.212 -3.4  ],257.57968,5.126953e-05,0.9471602,4.264321e-06,257.57968,28.585745,100,14342.74,0.0069721686,213,182.87384,0.0004264321,934.5371,735.3054688391411,3.251155,1464.9746067523956,2950631,4.9591064e-05,0.009471601,0.28585744,21300,0.032511547,7190619.0,-235.5365,7.823345,74.55
[-2.418  1.347 -3.22  -1.201 -3.284],1315.3156,7.93457e-06,10.241228,1.2277621e-16,1315.3156,1017.26495,100,7.090722e+25,1.4102937e-24,214,200.73264,1.2277621e-14,708.9425,750.8962438054772,101.2101,1470.4120845794678,2958242,8.583069e-06,0.1024123,10.172649,21400,1.012101,172140060.0,-281.16275,1.0135196,76.11
[-2.41   1.373 -3.204 -1.163 -3.236],69.431335,3.0517578e-05,0.66814905,3.5064296e-10,69.431335,37.187584,100,181719920.0,5.502974e-07,215,223.481,3.5064296e-08,869.16504,780.6848414129465,3.7747602,1476.1303067207336,2966151,2.8133392e-05,0.0066814898,0.37187582,21500,0.0377476,184562.81,-470.93195,3.0378773,79.09
[-2.369  1.358 -3.184 -1.18  -3.226],65.750755,-1.2207031e-06,0.94442993,4.2199026e-06,65.750755,8.390303,100,821.1342,0.12178277,216,172.66794,0.00042199026,620.7281,789.0890473506203,1.726819,1480.994768857956,2974144,-1.3113022e-06,0.009444299,0.08390302,21600,0.017268188,143099.08,-309.4015,23.024832,79.93
[-2.372  1.372 -3.194 -1.169 -3.236],69.76646,6.1035157e-06,0.3513896,4.1774784e-22,69.76646,8.38831,100,4.6587426e+27,2.146502e-26,217,240.85489,4.1774786e-20,1234.5441,795.2723354181772,1.3571129,1485.3993844985962,2982199,4.053116e-06,0.0035138957,0.0838831,21700,0.013571127,148050.36,-475.54355,6.282962,80.55
[-2.367  1.358 -3.186 -1.204 -3.257],11.795637,-2.380371e-05,0.88187516,0.00013546686,11.795637,9.382391,100,6.157395,16.240635,218,153.0129,0.013546687,725.7765,743.9949728539428,1.2148384,1490.7881314754486,2989741,-2.4046749e-05,0.00881875,0.09382391,21800,0.012148384,40590.14,-234.23633,34.51038,75.42
[-2.372  1.364 -3.182 -1.193 -3.23 ],297.38895,-5.6152345e-05,0.89445627,8.90277e-11,297.38895,77.35752,100,64161824.0,1.5585592e-06,219,170.11107,8.90277e-09,683.1005,786.6883567489605,7.6985617,1495.7742941379547,2997710,-5.7578087e-05,0.008944562,0.7735752,21900,0.07698561,8332539.0,-187.03821,1.3319126,79.69
[-2.354  1.378 -3.159 -1.171 -3.29 ],4571.401,6.8359375e-05,23.709301,8.984678e-20,4571.401,2369.5273,100,3.000801e+27,3.3324437e-26,220,197.86569,8.984679e-18,703.1311,776.674144789576,235.76361,1500.6631762981415,3005579,6.67572e-05,0.23709302,23.695272,22000,2.357636,2092531100.0,-456.89496,1.0011842,78.69
[-2.33   1.415 -3.167 -1.18  -3.295],106.31535,2.5634765e-05,0.57165,6.7752594e-15,106.31535,29.154203,100,959781850000000.0,1.04190345e-13,221,222.45586,6.7752596e-13,956.1942,723.6671445225699,2.974294,1507.069697380066,3012918,2.6226044e-05,0.005716499,0.29154202,22100,0.02974294,797356.2,-563.8048,3.562371,73.39
[-2.319  1.403 -3.161 -1.202 -3.301],65.549385,-3.5095214e-05,0.45636767,5.547412e-09,65.549385,7.741209,100,1381203.6,7.2400624e-05,222,181.58209,5.547412e-07,625.16187,804.6714676779427,1.2984993,1512.6036829948425,3021067,-3.695488e-05,0.004563677,0.07741209,22200,0.012984994,199236.39,-324.9599,10.994221,81.49
[-2.318  1.409 -3.185 -1.231 -3.306],51.863182,1.4648437e-05,0.52118695,1.2027927e-18,51.863182,13.383151,100,2.9512606e+21,3.3883825e-20,223,200.76865,1.2027927e-16,724.85724,804.9795639978906,1.8319933,1517.2304782867432,3029219,1.4305115e-05,0.0052118693,0.1338315,22300,0.018319929,104059.25,-325.2904,7.487548,81.52
[-2.322  1.392 -3.198 -1.263 -3.311],38.990143,2.9296874e-05,1.0097446,4.3112864e-06,38.990143,22.784914,100,253.75786,0.39407647,224,136.0226,0.00043112866,560.5126,759.2999544431192,2.6437714,1521.624755859375,3036914,2.9027462e-05,0.010097447,0.22784914,22400,0.026437717,74186.93,-249.5351,12.730304,76.95
[-2.333  1.395 -3.195 -1.241 -3.31 ],28.61326,-4.3945314e-05,0.7631512,2.1494538e-06,28.61326,11.366118,100,180.37994,0.55438536,225,172.9006,0.0002149454,787.3318,782.4945826849964,1.7139724,1527.0259809494019,3044841,-3.9458275e-05,0.007631512,0.113661185,22500,0.017139725,89055.2,-292.72284,16.544973,79.27
[-2.33   1.406 -3.192 -1.231 -3.314],26.943527,-1.3427734e-05,0.6807268,1.1712214e-05,26.943527,20.503757,100,34.556564,2.8938062,226,154.20161,0.0011712214,497.71698,802.0811064282096,2.2378724,1531.6444084644318,3052964,-1.1920929e-05,0.006807269,0.20503756,22600,0.022378718,74629.46,-192.48273,8.469201,81.23
[-2.311  1.407 -3.185 -1.235 -3.315],53.35604,1.953125e-05,5.648882,1.23981195e-14,53.35604,522.99304,100,1460940700000.0,6.8449045e-11,227,140.15146,1.239812e-12,406.13647,763.6753188061722,52.02276,1535.7262201309204,3060703,1.692772e-05,0.05648882,5.2299304,22700,0.52022755,141562.92,-273.93878,1.1653265,77.39
[-2.33   1.4   -3.231 -1.265 -3.301],72.488205,1.7089844e-05,0.87941664,8.2079346e-08,72.488205,27.676517,100,500925.84,0.00019963035,228,172.03862,8.207935e-06,605.022,784.7955533370089,3.2297525,1540.5822603702545,3068653,1.7642975e-05,0.008794164,0.27676517,22800,0.032297526,711976.9,-195.10382,6.9022403,79.5
[-2.349  1.417 -3.242 -1.239 -3.3  ],5.142344,-1.6479493e-05,0.955086,0.0034035374,5.142344,3.321272,100,1.2720447,78.613594,229,248.03827,0.34035376,964.5261,845.294902472841,0.44392374,1546.463594675064,3077208,-1.7642975e-05,0.009550859,0.033212718,22900,0.004439237,55960.695,-245.52502,82.23422,85.55
[-2.346  1.419 -3.238 -1.241 -3.302],108.7273,-1.8310546e-06,1.0214672,8.827826e-06,108.7273,22.258917,100,220.2394,0.45405138,230,190.28583,0.00088278257,549.0357,790.7753217323606,3.0923765,1551.1199684143066,3085218,-3.33786e-06,0.010214672,0.22258916,23000,0.030923763,605010.4,-301.05493,9.837608,80.1
[-2.357  1.415 -3.239 -1.222 -3.288],5.4976435,1.586914e-05,1.0627642,0.0011921198,5.4976435,4.489085,100,1.7894466,55.883198,231,182.59685,0.11921198,476.15674,783.6672526476093,0.8821868,1556.6024432182312,3093157,1.5258789e-05,0.010627641,0.04489085,23100,0.008821867,52618.31,-313.97253,59.205074,79.39
[-2.354  1.418 -3.241 -1.228 -3.281],236.50145,-7.385254e-05,1.5817194,2.1303483e-08,236.50145,134.54431,100,9828989.0,1.0173986e-05,232,171.7819,2.1303483e-06,582.7117,787.0778082734082,13.3953285,1561.3218884468079,3101130,-7.43866e-05,0.015817193,1.3454431,23200,0.1339533,6063002.5,-307.3415,1.3751138,79.73
[-2.326  1.429 -3.224 -1.232 -3.281],2101.7173,8.178711e-05,12.635434,,2101.7173,1262.1846,100,inf,,233,217.14474,,556.36774,843.3857643890858,125.58444,1566.8857522010803,3109666,8.2969666e-05,0.12635434,12.621845,23300,1.2558444,441430880.0,-513.6697,1.002154,85.36
[-2.29   1.407 -3.24  -1.324 -3.254],18.93392,3.479004e-05,0.84989554,0.00011430316,18.93392,4.5814986,100,4.3352833,23.066544,234,135.89426,0.011430317,426.9035,792.908299370228,0.92747194,1572.7348656654358,3117697,3.2782555e-05,0.0084989555,0.045814984,23400,0.009274719,26707.562,-213.172,45.643616,80.31
[-2.296  1.42  -3.243 -1.322 -3.278],39.205475,0.000108032225,0.634938,8.177371e-06,39.205475,8.633291,100,33.91043,2.948945,235,149.89737,0.0008177371,495.81818,814.0077369523963,1.3435225,1577.6392028331757,3125939,0.00010704994,0.0063493806,0.08633291,23500,0.013435226,98464.96,-254.27881,18.256786,82.42
